@RELATION 'FEATURE_VALUES-SAT12-ALL-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 8'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC

@DATA
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/440/unif-k3-r4.25-v440-c1870-S780904324-093.cnf,1,0.0458,0.2298,0.0848,0.7234,0.2818,0.1128,0.5645,0.3972
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2c-rand3bip-sat-190-3.sat05-2445.reshuffled-07.cnf,1,0.0955,0.1374,0.11,1.639,0.2685,0.1226,1.4264,0.0435
SAT_RACE2006/SAT-Race_TS_2/miza-sr06-sha0-35-03.cnf,1,0.0225,0.172,0.0308,1.0398,0.5098,0.0411,1.8555,0.0777
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1336161514-068.UNKNOWN.cnf,1,0.0009,0.0469,0.0017,0.8068,0.0862,0.0023,0.7874,0.1469
SAT_Competition2009/CRAFTED/edgematching/compact/em_11_3_4_cmp.cnf,1,0.0496,0.0874,0.1445,1.067,2.0847,0.2606,0.3091,0.7502
SAT_Competition2007/random/OnTreshold/7SAT/v65/unif-k7-r89-v65-c5785-S461794864-15.SAT.shuffled.cnf,1,0,0.0112,0.0001,0.9869,0.0449,0.0001,0.7264,0.0627
SAT_Competition2009/CRAFTED/sgen/unsat/sgen1-unsat-85-100.cnf,1,0.3124,0.4722,0.3109,0,0.1522,0.3204,1.403,0.0466
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l05-ipc5-h26-unsat.cnf,1,0.0154,0.0309,0.1636,1.6253,1.8552,0.3185,0.4697,0.6819
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v25000-c105000-S533496308-018-UNKNOWN.cnf,1,0.0475,0.2337,0.0921,0.7121,0.2902,0.1238,0.5781,0.3929
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v100-c2130-S206772908-015.UNKNOWN.cnf,1,0.0009,0.0469,0.0017,0.8252,0.102,0.0025,0.7195,0.144
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n140-s18527668-sat.cnf,1,0.2295,0.4167,0.2295,1.1056,0,0.2295,0.0001,0.5832
SAT_Competition2007/random/LargeSize/3SAT/v16000/unif-k3-r4.2-v16000-c67200-S1826381479-08.cnf,1,0.0476,0.2338,0.0927,0.7033,0.2865,0.1248,0.5795,0.3939
SAT_Competition2007/crafted/Medium/contest05/sabharwal/unsat-logistics-rotate-09t5.sat05-1139.reshuffled-07.cnf,1,0.0001,0.0151,0.0075,0.8636,0.2302,0.0073,0.0994,0.9408
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q1041.25-n50-p15-s99099953.cnf,1,0,0.0048,0,0.0868,0.1693,0,0.0999,0.9001
SAT_Competition2007/random/2+p/p0.8/v1295/unif2p-p0.8-v1295-c4027-S1762612346-15-SAT.cnf,1,0.0828,0.2962,0.153,1.2025,0.3544,0.2063,0.5966,0.4119
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/70/unif-k7-r89-v70-c6230-S754967851-033.cnf,1,0,0.0112,0.0001,1.0088,0.0401,0.0001,0.8438,0.0635
SAT_Competition2007/random/OnTreshold/7SAT/v45/unif-k7-r89-v45-c4005-S1155547357-11.SAT.shuffled.cnf,1,0,0.0112,0.0001,1.0043,0.0387,0.0001,0.767,0.0639
SAT_Competition2009/CRAFTED/Hard/contest05/counting-clq/unsat-set-b-fclqcolor-10-07-09.sat05-1282.reshuffled-07.cnf,1,0.0071,0.0424,0.0398,1.5309,0.6359,0.0656,0.0642,0.8039
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/700/unif-k5-r20-v700-c14000-S1500472284-060.cnf,1,0.0015,0.05,0.0028,0.8367,0.101,0.0036,0.7173,0.1721
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,1,0.042,0.25,0.042,0.5623,0,0.042,0,0
SAT_Competition2011/SAT03/industrial/schuppan/l2s/bc57-sensors-1-k303-unsat.shuffled-as.sat03-406.cnf,1,0.0305,0.1841,0.1208,1.3731,1.2176,0.2038,0.9138,0.28
SAT_Competition2007/random/2+p/p0.8/v2035/unif2p-p0.8-v2035-c6328-S1022605561-16-UNSAT.cnf,1,0.0777,0.2936,0.1459,1.2124,0.3451,0.1996,0.5851,0.4149
SAT_RACE2008/cmu-bmc-longmult13.cnf,1,0.0112,0.1741,0.0275,0.9546,1.1677,0.0422,0.8723,0.2536
SAT_Competition2007/crafted/Difficult/contest-02-03-04/contest03-SGI_30_50_30_20_3-dir.sat05-440.reshuffled-07.cnf,1,0,0.0123,0,0.8405,0.1782,0,0.0146,0.8937
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-sat-1.1-b7.cnf,1,0,0.0178,0.0967,0.8957,3.3798,0.2071,0.4204,0.8043
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes10.cnf,1,0,0.0149,0,0.249,0.1558,0,0.0186,0.8049
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E04N18.cnf,1,0.001,0.067,0.0108,0.8407,2.7182,0.0061,0.0626,0.8467
SAT_Competition2009/CRAFTED/sgi/new-difficult-21-168-19-90.cnf,1,0,0.0214,0.0004,0.078,0.2117,0.0007,0.0328,0.8937
SAT_Competition2009/CRAFTED/Hard/contest05/others/mod2c-rand3bip-sat-220-2.sat05-2489.reshuffled-07.cnf,1,0.0901,0.1414,0.1051,1.6062,0.2474,0.1131,1.6104,0.0404
SAT_Competition2007/random/OnTreshold/5SAT/v110/unif-k5-r21.3-v110-c2343-S1869272420-19.SAT.shuffled.cnf,1,0.001,0.0469,0.0021,0.8358,0.1055,0.0026,0.6516,0.1903
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2c-3cage-unsat-10-3.sat05-2568.reshuffled-07.cnf,1,0.3831,0.25,0.3831,1.0038,0,0.3832,0,0
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-24-s100.cnf,1,0.0215,0.2404,0.033,1.1435,0.8011,0.0425,0.3415,0.7513
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q446.25-n35-p15-s25120921.cnf,1,0,0.0084,0,0.1399,0.1529,0,0.0235,0.8859
SAT_Competition2007/random/LargeSize/3SAT/v19000/unif-k3-r4.2-v19000-c79800-S1314701073-08.cnf,1,0.0478,0.2341,0.0928,0.7038,0.2866,0.1238,0.577,0.3937
SAT_Competition2007/random/OnTreshold/3SAT/v500/unif-k3-r4.26-v500-c2130-S44928635-12.SAT.shuffled.cnf,1,0.0421,0.2301,0.0904,0.7236,0.3011,0.1198,0.5906,0.3869
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top30.cnf,1,0.0626,0.1969,0.0855,1.2298,2.2135,0.0825,0.5629,0.4065
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/75/unif-k7-r89-v75-c6675-S1640054673-078.cnf,1,0,0.0112,0.0001,0.9938,0.0348,0.0001,0.7802,0.062
SAT_Competition2009/CRAFTED/Medium/contest05/others/QG7a-gensys-ukn005.sat05-3845.reshuffled-07.cnf,1,0.4752,0.1657,0.4433,2.5821,1.2391,0.499,0.2069,0.7314
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/420/unif-k3-r4.25-v420-c1785-S572248576-042.cnf,1,0.0411,0.2327,0.0889,0.6285,0.2895,0.1245,0.593,0.3952
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c10id_s.cnf,1,0.028,0.1336,0.0796,1.7645,1.9251,0.118,0.3858,0.589
SAT_Competition2011/SAT07/industrial/jarvisalo/eq.atree.braun.11.unsat.cnf,1,0.0294,0.2408,0.0492,1.1962,0.2977,0.0562,0.8147,0.2421
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v400-c1704-S496650424-021.UNKNOWN.cnf,1,0.044,0.2314,0.0851,0.6874,0.2873,0.1107,0.6057,0.3749
SAT_RACE2006/SAT-Race_TS_1/een-tipb-sr06-tc6b.cnf,1,0.0153,0.2026,0.0636,1.6728,0.843,0.0857,0.5788,0.4247
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UTI-20-10t0.cnf,1,0,0.1246,0.0121,1.2685,0.645,0.021,0.752,0.4245
SAT_Competition2009/CRAFTED/parity-games/instance_n2_i2_pp.cnf,1,?,?,?,?,?,?,?,?
SAT_Competition2007/random/OnTreshold/7SAT/v45/unif-k7-r89-v45-c4005-S1437321789-17.SAT.shuffled.cnf,1,0,0.0112,0.0001,0.9956,0.0394,0.0001,0.7051,0.068
SAT_Competition2007/crafted/Difficult/contest05/sabharwal/counting-easier-fphp-014-012.sat05-1215.reshuffled-07.cnf,1,0.0372,0.0827,0.0378,0.9932,0,0.0382,0.0013,0.8592
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-20-5p0.cnf,1,0.0022,0.1469,0.0193,1.4149,0.7408,0.0353,0.5138,0.6212
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_07_UNSAT.cnf,1,0,0.0102,0.0032,0.7802,1.1087,0.0001,0.4203,0.5421
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v90-c8010-S51928934-076.SATISFIABLE.cnf,1,0,0.0112,0.0001,0.9997,0.0403,0.0001,0.7155,0.0707
SAT_Competition2007/crafted/Hard/contest03/others/hwb-n28-01-S136611085.sat05-491.reshuffled-07.cnf,1,0.0239,0.1667,0.0473,1.6338,0.4597,0.0484,2.4373,0.0271
SAT_Competition2009/CRAFTED/modcircuits/mod3block_3vars_9gates_restr.cnf,1,0,0.0293,0.0472,1.8538,0.7315,0.0037,1.4693,0.1832
SAT_Competition2011/SAT05/crafted/sorge05/QG7/iso-ukn004.shuffled-as.sat05-3385.cnf,1,0.0261,0.2238,0.4897,1.8513,1.0218,0.9381,0.3044,0.7766
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1250-c25000-S1688530456-019-UNKNOWN.cnf,1,0.0015,0.05,0.0028,0.8267,0.1002,0.0035,0.6896,0.171
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/360/unif-k3-r4.25-v360-c1530-S1459690542-033.cnf,1,0.0469,0.2309,0.0935,0.7169,0.2876,0.1255,0.5905,0.3981
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g10.cnf,1,0,0.015,0,0.2429,0.2026,0,0.0227,0.81
SAT_Competition2009/CRAFTED/Hard/contest02/ezfact64_3.sat05-450.reshuffled-07.cnf,1,0.0548,0.1609,0.0595,1.272,0.5339,0.0697,1.4056,0.0966
SAT_Competition2007/random/OnTreshold/5SAT/v90/unif-k5-r21.3-v90-c1917-S1110074311-09.UNSAT.shuffled.cnf,1,0.0011,0.0469,0.0018,0.8346,0.0791,0.0023,0.6795,0.1834
SAT_Competition2009/CRAFTED/edgematching/compact/em_12_2_4_cmp.cnf,1,0.0442,0.0805,0.1195,1.0709,2.2842,0.1673,0.3001,0.7896
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor032.cnf,1,0.0227,0.2016,0.0582,1.5426,1.1732,0.0934,0.6868,0.3261
SAT_Competition2007/random/2+p/p0.8/v1295/unif2p-p0.8-v1295-c4027-S1230630010-06-UNSAT.cnf,1,0.083,0.2943,0.1485,1.227,0.3561,0.2004,0.5898,0.4081
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v350-c1491-S946474812-075.SATISFIABLE.cnf,1,0.041,0.2313,0.0856,0.658,0.2905,0.1195,0.5929,0.3855
SAT_Competition2007/random/OnTreshold/3SAT/v400/unif-k3-r4.26-v400-c1704-S141590207-13.SAT.shuffled.cnf,1,0.0449,0.2307,0.0833,0.7158,0.2899,0.111,0.5611,0.3951
SAT_Competition2007/random/LargeSize/7SAT/v160/unif-k7-r85-v160-c13600-S751835224-10.cnf,1,0.0001,0.0118,0.0001,1.005,0.0383,0.0001,0.7643,0.0618
SAT_Competition2007/random/2+p/p0.8/v2405/unif2p-p0.8-v2405-c7479-S1151229574-11-UNSAT.cnf,1,0.0809,0.2961,0.1523,1.1856,0.3639,0.2081,0.6023,0.4112
SAT_Competition2007/industrial/industrial/anbulagan/medium-unsat/total-5-11-u.cnf,1,0.0034,0.1832,0.0155,1.3816,0.4014,0.0256,0.5467,0.5535
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S1229813320-044.cnf,1,0.0442,0.2305,0.0887,0.7013,0.2849,0.1176,0.5931,0.3895
SAT_Competition2007/industrial/industrial/anbulagan/diag-sat/dated-10-11-s.cnf,1,0.0011,0.1745,0.0143,1.3326,0.4279,0.0243,0.5614,0.5304
SAT_Competition2007/crafted/Difficult/contest05/others/linvrinv5.sat05-564.reshuffled-07.cnf,1,0.0299,0.1726,0.0715,1.5195,0.6113,0.0909,0.705,0.1978
SAT_Competition2009/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes1.cnf,1,0,0.0168,0,0.2682,0.1304,0,0.0209,0.7922
SAT-Race-2010-CNF/cryptography/mizh/md5_47_4.cnf,1,0.0231,0.1699,0.0312,1.0062,0.6042,0.0407,1.7399,0.0824
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-21_406.cnf,1,0,0.0091,0,0,0.2483,0,0.1013,0.7056
SAT_Competition2007/industrial/industrial/palacios/medium/emptyroom-4-h21-unsat.cnf,1,0.0261,0.1488,0.0676,1.4412,3.5766,0.0807,0.4656,0.3394
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v20000-c84000-S1204913987-029-UNKNOWN.cnf,1,0.0475,0.2335,0.0928,0.7211,0.2914,0.1246,0.5845,0.3919
SAT_Competition2009/CRAFTED/parity-games/instance_n5_i6_pp_ci_ce.cnf,1,0.0092,0.1058,0.0776,1.631,1.1842,0.077,0.6392,0.5065
SAT_Competition2007/random/LargeSize/5SAT/v1100/unif-k5-r20-v1100-c22000-S1861814752-08.cnf,1,0.0015,0.05,0.0027,0.8319,0.0972,0.0035,0.693,0.1699
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-uns-1.1-07.cnf,1,0.0002,0.0332,0.1218,0.9113,2.6266,0.2763,0.4693,0.7799
SAT_RACE2006/SAT-Race-Benchmarks/grieu-vmpc-s05-27.cnf,1,0,0.0075,0,0.676,0.0048,0,0.0026,0.6922
SAT_RACE2006/SAT-Race-Benchmarks/vange-col-inithx.i.1-cn-54.cnf,1,0.24,0.1733,0.2814,1.2734,4.1706,0.2402,1.0355,0.1997
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/crn_11_99_u.cnf,1,0.3494,0.3191,0.3335,1.0856,0.9113,0.3887,1.3477,0.115
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/mizh-md5-47-4.cnf,1,0.0231,0.1699,0.0312,1.0062,0.6042,0.0407,1.7399,0.0824
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S1481888618-011.cnf,1,0.001,0.0469,0.0017,0.8293,0.0799,0.0022,0.6562,0.1686
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/rnd_100_32_s.cnf,1,0.2516,0.1758,0.28,1.6672,3.588,0.3468,0.8697,0.2901
SAT_Competition2007/random/2+p/p0.7/v4500/unif2p-p0.7-v4500-c12015-S1821409123-12-SAT.cnf,1,0.1077,0.3196,0.1835,1.3853,0.4163,0.2438,0.5812,0.4336
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g10.cnf,1,0,0.0169,0,0.2652,0.2179,0,0.0249,0.7961
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v500-c2130-S481747904-003.SATISFIABLE.cnf,1,0.0426,0.2285,0.0889,0.7607,0.2958,0.1222,0.5739,0.3999
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libsmbclient_vc1228502-tseitin.cnf,1,0.028,0.2004,0.0578,1.4799,3.3066,0.0589,0.6486,0.3557
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v15000-c63000-S1386494586-003-UNKNOWN.cnf,1,0.0467,0.2334,0.0918,0.7117,0.2901,0.1231,0.581,0.3915
SAT_RACE2006/SAT-Race_TS_1/velev-live-sat-1.0-01.cnf,1,0.0011,0.0607,0.0599,1.2345,8.1473,0.0768,0.1618,0.9325
SAT_Competition2007/random/LargeSize/3SAT/v13000/unif-k3-r4.2-v13000-c54600-S161446644-14.cnf,1,0.0471,0.2336,0.0924,0.7171,0.2919,0.1245,0.5811,0.3919
SAT_Competition2011/SAT03/handmade/gomes/bqwh/bqwh.50.825.shuffled-as.sat03-1648.cnf,1,0.0138,0.1138,0.015,0.9452,0.1632,0.0162,0.0932,0.7946
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-19.cnf,1,0.0201,0.1707,0.0406,1.317,2.4417,0.0504,1.2495,0.2004
SAT-Race-2010-CNF/mixed/diagnosis/ACG-20-10p1.cnf,1,0.0068,0.2092,0.0196,1.35,0.7945,0.0255,0.7234,0.4468
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v5000-c21000-S425619685-036-UNKNOWN.cnf,1,0.0463,0.2338,0.0915,0.7081,0.2926,0.1247,0.575,0.3925
SAT_Competition2011/SAT04/industrial/vangelder/cnf-color/abb313GPIA-9-tr.used-as.sat04-321.cnf,1,0,0.0267,0.0022,0.0891,0.3245,0,0.1251,0.6464
SAT_Competition2009/CRAFTED/Difficult/contest05/sabharwal/counting-harder-php-014-013.sat05-1187.reshuffled-07.cnf,1,0.1928,0.142,0.1934,1.2368,0,0.1929,0.0061,0.8424
SAT_Competition2007/industrial/industrial/narain/clauses-2.cnf,1,0.0283,0.2107,0.0733,1.5341,4.7313,0.128,0.2732,0.6781
SAT_Competition2011/SAT_RACE08/cnf/mizh-sha0-36-4.cnf,1,0.0222,0.1709,0.0308,1.0358,0.5122,0.0417,1.9019,0.0751
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-c6nidw_i.cnf,1,0.0227,0.1341,0.079,1.7915,1.3359,0.1206,0.4576,0.5529
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvtms14x8p1-tseitin.cnf,1,0.0149,0.1404,0.0548,1.7781,1.582,0.0777,0.705,0.4043
SAT_Competition2011/SAT05/crafted/sorge05/QG8/gensys-ukn007.shuffled-as.sat05-3586.cnf,1,0,0.0108,0.0052,1.1761,0.5461,0,0.1245,0.9587
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-220-100.cnf,1,0.2295,0.4167,0.2295,0,0,0.2295,0.0001,0.5832
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-src_wget_vc18517-tseitin.cnf,1,0.0246,0.2195,0.0362,1.2944,1.6876,0.0471,0.7573,0.2783
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-04-k100.cnf,1,0.0056,0.1665,0.0316,1.7706,0.8045,0.0444,0.5673,0.5148
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S884941173-092.cnf,1,0.001,0.0469,0.0017,0.8535,0.0911,0.0022,0.6626,0.1591
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1100/unif-k5-r20-v1100-c22000-S115851319-100.cnf,1,0.0015,0.05,0.0029,0.8312,0.1014,0.0036,0.6823,0.1752
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v20000-c84000-S525505471-054-UNKNOWN.cnf,1,0.0482,0.2336,0.0932,0.7122,0.2878,0.1253,0.5799,0.3944
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/200/unif-k7-r85-v200-c17000-S2140929154-062.cnf,1,0.0001,0.0118,0.0001,1.0049,0.0382,0.0001,0.6888,0.0681
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minxorminand/minxorminand064.cnf,1,0.0069,0.1,0.0525,1.9957,1.4927,0.0858,0.4244,0.6343
SAT_Competition2007/crafted/Hard/contest03/others/999999000001nw.sat05-447.reshuffled-07.cnf,1,0.0505,0.2315,0.0599,0.8703,0.9028,0.0618,0.7436,0.2138
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S222128792-011.SATISFIABLE.cnf,1,0.0463,0.2301,0.0893,0.7325,0.2972,0.1152,0.5756,0.4051
SAT_Competition2011/SAT05/crafted/sorge05/QG7/dead-dnd003.shuffled-as.sat05-3109.cnf,1,0.0106,0.0592,0.0934,1.7272,0.8253,0.0389,0.1666,0.8253
SAT_Competition2011/SAT05/crafted/lynce05/social-golfer-problem/sgp_5-6-8.shuffled-as.sat05-2669.cnf,1,0.009,0.0409,0.0261,1.0911,0.9384,0.0351,0.9356,0.459
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S449556655-088.cnf,1,0.0432,0.2318,0.088,0.6463,0.2711,0.1159,0.5662,0.4018
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_70_15_90_1-dir.shuffled-as.sat03-136.cnf,1,0,0.0138,0,0.8437,0.1313,0,0.0203,0.9037
SAT_Competition2009/CRAFTED/sgi/satsgi-n23himBHm27-p0-q251.cnf,1,0.0629,0.0418,0.0629,0,0,0.0629,0,0.9375
SAT_Competition2007/crafted/Difficult/contest05/QG/QG7-gensys-icl006.sat05-3132.reshuffled-07.cnf,1,0.0314,0.0554,0.2564,1.73,0.9067,0.4976,0.2205,0.7786
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtviseisenberg2-tseitin.cnf,1,0.0217,0.1738,0.0552,1.7997,1.4466,0.0834,0.4502,0.4251
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/rnd_100_27_s.cnf,1,0.2631,0.1629,0.2727,1.8292,3.5252,0.3322,0.9193,0.2752
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-21.cnf,1,0.0231,0.1833,0.043,1.2931,0.5336,0.0469,0.8804,0.2437
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1250-c25000-S313445894-099-UNKNOWN.cnf,1,0.0015,0.05,0.0028,0.8259,0.1015,0.0035,0.6772,0.1711
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v125-c2662-S1258495116-025.SATISFIABLE.cnf,1,0.0011,0.047,0.0018,0.8193,0.0893,0.0023,0.6677,0.1697
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/velev-vliw-uns-4.0-9-i1.cnf,1,0,0.0429,0.0854,1.3269,7.5865,0.0912,0.2737,0.8642
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/460/unif-k3-r4.25-v460-c1955-S356738975-073.cnf,1,0.0414,0.2315,0.0833,0.7147,0.2827,0.1109,0.5937,0.3819
SAT-Race-2010-CNF/cryptography/md5gen/gus-md5-09.cnf,1,0.0227,0.1747,0.0313,1.0579,0.585,0.0398,1.5886,0.0987
SAT-Race-2010-CNF/hardware-verification/manolios/c7bidw_i.cnf,1,0.024,0.1328,0.0786,1.7619,1.5143,0.1195,0.4458,0.5643
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_445.cnf,1,0,0.0084,0,0,0.2401,0,0.0966,0.7167
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v50-c4450-S1496316430-079.SATISFIABLE.cnf,1,0,0.0112,0.0001,1.0161,0.0397,0.0001,0.6525,0.0673
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v30000-c126000-S858279511-076-UNKNOWN.cnf,1,0.0469,0.2339,0.0922,0.7048,0.2913,0.1243,0.5801,0.3916
SAT_Competition2009/CRAFTED/parity-games/instance_n6_i7_pp_ci_ce.cnf,1,0.008,0.0845,0.0697,1.6228,1.3794,0.0693,0.5881,0.5571
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1552308135-080.SATISFIABLE.cnf,1,0.043,0.23,0.0829,0.7062,0.2798,0.1084,0.5919,0.3828
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-servers_slapd_a_vc149789-tseitin.cnf,1,0.0212,0.2402,0.0331,1.135,1.0386,0.0461,0.8602,0.1566
SAT_RACE2008/ibm-2004-01-k90.cnf,1,0.0071,0.1645,0.0349,1.7411,1.0046,0.0497,0.5675,0.5121
SAT_Competition2007/random/2+p/p0.9/v630/unif2p-p0.9-v630-c2280-S1501024241-13-UNSAT.cnf,1,0.061,0.2638,0.1153,0.9865,0.3166,0.1585,0.5723,0.4006
SAT_Competition2011/SAT02/industrial/goldberg/fpga_routing/vda_gr_rcs_w9.shuffled.cnf,1,0,0.044,0.0178,1.3272,0.7872,0.0012,0.178,0.5977
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1100/unif-k5-r20-v1100-c22000-S155821307-034.cnf,1,0.0016,0.05,0.0028,0.8219,0.0993,0.0035,0.6733,0.1737
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v500-c2130-S1563258922-027.SATISFIABLE.cnf,1,0.0448,0.2303,0.0844,0.7024,0.2919,0.1143,0.5706,0.3883
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/500/unif-k3-r4.25-v500-c2125-S1045096471-025.cnf,1,0.0469,0.2293,0.0895,0.7216,0.2853,0.1248,0.5782,0.397
SAT_Competition2007/random/LargeSize/5SAT/v900/unif-k5-r20-v900-c18000-S16540223-14.cnf,1,0.0015,0.05,0.0027,0.8319,0.1004,0.0035,0.6832,0.1648
SAT_Competition2011/SAT02/handmade/zhang-lintao/xor-chain/x1_40.shuffled.cnf,1,0.3188,0.2669,0.3478,1.2485,0.1341,0.3698,0,0
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/simon-s03-w08-15.cnf,1,0.0063,0.1764,0.031,1.6091,0.9872,0.0423,0.4984,0.5608
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l43_lambda.cnf,1,0.0149,0.1153,0.0619,1.4178,1.4299,0.1133,0.3385,0.6087
SAT-Race-2010-CNF/hardware-verification/manolios/c8idw_s.cnf,1,0.0282,0.1373,0.0796,1.7413,1.5836,0.1169,0.4204,0.5734
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UTI-20-10p0.cnf,1,0.0019,0.1468,0.0186,1.4142,0.7304,0.0342,0.4739,0.6475
