@relation 'feature_values_proteus_2014-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 3'

@attribute csp_perten_avg_predshape numeric
@attribute csp_perten_avg_predsize numeric
@attribute csp_sqrt_max_domsize numeric
@attribute algorithm {abscon,choco,claspcnf_direct,claspcnf_directorder,claspcnf_support,cryptominisat_direct,cryptominisat_directorder,cryptominisat_support,gecode,glucose_direct,glucose_directorder,glucose_support,lingeling_direct,lingeling_directorder,lingeling_support,minisat22_direct,minisat22_directorder,minisat22_support,mistral_nj,riss3g_direct,riss3g_directorder,riss3g_support,allfair}

@data
?,?,?,claspcnf_directorder
?,?,?,gecode
0,10,2.44949,cryptominisat_directorder
?,?,?,gecode
?,?,?,riss3g_direct
?,?,?,minisat22_directorder
?,?,?,glucose_direct
?,?,?,glucose_direct
?,?,?,gecode
0,10,2,claspcnf_directorder
0,10,2,claspcnf_directorder
0,10,2.44949,claspcnf_support
0,10,2.236068,claspcnf_direct
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
0,10,2,claspcnf_directorder
?,?,?,gecode
0,10,1.732051,claspcnf_direct
0,10,2.236068,claspcnf_direct
?,?,?,gecode
?,?,?,gecode
0,10,2.236068,claspcnf_support
0,10,2,glucose_direct
0,10,2,claspcnf_directorder
0,10,2,claspcnf_direct
?,?,?,gecode
?,?,?,claspcnf_direct
0,10,2,claspcnf_direct
0,10,1.732051,riss3g_direct
0,10,1.732051,minisat22_direct
?,?,?,claspcnf_directorder
0,10,1.732051,minisat22_directorder
?,?,?,gecode
0,10,2,claspcnf_direct
0,10,2.236068,claspcnf_direct
0,10,1.732051,riss3g_support
?,?,?,claspcnf_directorder
?,?,?,gecode
27.272727,47.272727,40.410395,glucose_direct
27.272727,47.272727,41.279535,cryptominisat_direct
27.272727,47.272727,38.66523,glucose_direct
27.272727,47.272727,41.80909,lingeling_direct
27.272727,47.272727,41.412558,lingeling_direct
27.272727,47.272727,40.779897,lingeling_direct
27.272727,47.272727,42.296572,claspcnf_direct
27.272727,47.272727,39.937451,claspcnf_direct
27.272727,47.272727,39.382737,choco
27.272727,47.272727,39.774364,cryptominisat_direct
27.272727,47.272727,40.199502,claspcnf_direct
27.272727,47.272727,39.408121,minisat22_direct
27.272727,47.272727,39.673669,minisat22_direct
27.272727,47.272727,40.804412,claspcnf_direct
27.272727,47.272727,39.306488,claspcnf_direct
27.272727,47.272727,40.657103,claspcnf_direct
27.272727,47.272727,40.32369,claspcnf_direct
27.272727,47.272727,40.975602,claspcnf_direct
27.272727,47.272727,41.315857,lingeling_direct
27.272727,47.272727,40.236799,minisat22_direct
27.272727,47.272727,39.179076,lingeling_direct
27.272727,47.272727,38.961519,claspcnf_direct
27.272727,47.272727,41.436699,glucose_direct
27.272727,47.272727,40.963398,lingeling_direct
27.272727,47.272727,41.19466,minisat22_direct
27.272727,47.272727,39.974992,claspcnf_direct
27.272727,47.272727,41.988094,lingeling_direct
27.272727,47.272727,39.749214,minisat22_direct
27.272727,47.272727,41.785165,lingeling_direct
27.272727,47.272727,40.435133,lingeling_direct
?,?,?,glucose_directorder
?,?,?,gecode
?,?,?,gecode
?,?,?,glucose_directorder
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,glucose_directorder
?,?,?,mistral_nj
?,?,?,mistral_nj
30,50,31.016125,lingeling_direct
30,50,31.606961,gecode
30,50,29.732137,choco
30,50,30.692019,choco
30,50,31.336879,lingeling_direct
30,50,31.272992,glucose_direct
30,50,29.983329,choco
30,50,31.701735,glucose_direct
30,50,29.799329,choco
30,50,30.57777,claspcnf_direct
30,50,30.133038,choco
30,50,31.685959,minisat22_direct
30,50,30.91925,minisat22_direct
30,50,29.495762,choco
30,50,30.265492,claspcnf_direct
30,50,30.838288,lingeling_direct
30,50,30.049958,lingeling_direct
?,?,?,riss3g_direct
30,50,30.182777,choco
30,50,30.967725,claspcnf_direct
30,50,30.935417,claspcnf_direct
?,?,?,claspcnf_direct
30,50,30.149627,choco
30,50,31.511903,lingeling_direct
30,50,29.983329,claspcnf_direct
30,50,30.757113,minisat22_direct
30,50,31.733263,riss3g_direct
30,50,30.512293,claspcnf_direct
30,50,29.223278,choco
30,50,31.496031,claspcnf_direct
27.316294,47.316294,36.138622,minisat22_direct
27.316294,47.316294,37.080992,minisat22_direct
27.316294,47.316294,36.055513,claspcnf_direct
27.316294,47.316294,35.888717,choco
27.316294,47.316294,37.682887,choco
27.316294,47.316294,37.161808,claspcnf_direct
27.316294,47.316294,37.080992,claspcnf_direct
27.316294,47.316294,38.66523,minisat22_direct
27.316294,47.316294,36.276714,lingeling_direct
27.316294,47.316294,36.138622,cryptominisat_direct
27.316294,47.316294,37.841776,claspcnf_direct
27.316294,47.316294,36.249138,glucose_direct
27.316294,47.316294,39.623226,claspcnf_direct
27.316294,47.316294,38.781439,claspcnf_direct
27.316294,47.316294,36.823905,lingeling_direct
27.316294,47.316294,37.735925,cryptominisat_direct
27.316294,47.316294,37.188708,lingeling_direct
27.316294,47.316294,36.986484,cryptominisat_direct
27.316294,47.316294,38.105118,lingeling_direct
27.316294,47.316294,36.878178,lingeling_direct
27.316294,47.316294,38.078866,cryptominisat_direct
27.316294,47.316294,38.131352,claspcnf_direct
27.316294,47.316294,38.039453,lingeling_direct
27.316294,47.316294,36.180105,claspcnf_direct
27.316294,47.316294,36.221541,choco
27.316294,47.316294,38,lingeling_direct
27.316294,47.316294,37.894591,claspcnf_direct
27.316294,47.316294,38,claspcnf_direct
27.316294,47.316294,37.121422,claspcnf_direct
27.316294,47.316294,37.215588,claspcnf_direct
?,?,?,claspcnf_direct
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,lingeling_support
?,?,?,claspcnf_directorder
?,?,?,gecode
?,?,?,cryptominisat_directorder
?,?,?,mistral_nj
?,?,?,lingeling_directorder
?,?,?,claspcnf_direct
?,?,?,lingeling_support
?,?,?,lingeling_support
?,?,?,minisat22_directorder
?,?,?,lingeling_direct
?,?,?,gecode
?,?,?,gecode
?,?,?,lingeling_directorder
?,?,?,gecode
?,?,?,lingeling_direct
?,?,?,cryptominisat_direct
?,?,?,gecode
?,?,?,minisat22_direct
?,?,?,lingeling_support
?,?,?,lingeling_directorder
?,?,?,mistral_nj
0,20,5.477226,cryptominisat_support
?,?,?,gecode
?,?,?,cryptominisat_direct
?,?,?,mistral_nj
?,?,?,cryptominisat_directorder
?,?,?,lingeling_direct
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,cryptominisat_support
?,?,?,cryptominisat_directorder
?,?,?,mistral_nj
0,20,4.242641,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,minisat22_directorder
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,minisat22_direct
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,lingeling_directorder
?,?,?,claspcnf_directorder
?,?,?,mistral_nj
?,?,?,glucose_directorder
?,?,?,mistral_nj
?,?,?,minisat22_directorder
?,?,?,minisat22_direct
?,?,?,glucose_support
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,cryptominisat_direct
?,?,?,minisat22_support
?,?,?,lingeling_direct
?,?,?,lingeling_direct
?,?,?,mistral_nj
?,?,?,minisat22_directorder
?,?,?,minisat22_support
?,?,?,mistral_nj
?,?,?,lingeling_directorder
?,?,?,minisat22_support
?,?,?,lingeling_direct
?,?,?,lingeling_directorder
?,?,?,minisat22_support
?,?,?,minisat22_directorder
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,glucose_support
?,?,?,glucose_direct
?,?,?,lingeling_support
?,?,?,mistral_nj
?,?,?,minisat22_directorder
?,?,?,glucose_support
?,?,?,mistral_nj
?,?,?,glucose_direct
?,?,?,minisat22_direct
?,?,?,glucose_direct
?,?,?,glucose_directorder
?,?,?,cryptominisat_support
?,?,?,glucose_support
?,?,?,minisat22_support
?,?,?,minisat22_support
?,?,?,glucose_support
?,?,?,glucose_direct
?,?,?,minisat22_direct
?,?,?,lingeling_directorder
?,?,?,mistral_nj
?,?,?,mistral_nj
25.471698,45.471698,10.677078,glucose_directorder
?,?,?,mistral_nj
?,?,?,glucose_directorder
?,?,?,mistral_nj
?,?,?,minisat22_directorder
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
30,50,24.576411,choco
30,50,22.605309,choco
30,50,24.392622,choco
30,50,23.769729,choco
30,50,23.769729,choco
30,50,25.298221,choco
30,50,23.194827,choco
?,?,?,choco
30,50,23.4094,choco
30,50,25.980762,choco
30,50,23.958297,choco
30,50,24.020824,choco
?,?,?,choco
30,50,24.392622,choco
?,?,?,choco
30,50,24.819347,choco
30,50,23.958297,choco
30,50,25.179357,choco
30,50,24.819347,choco
?,?,?,choco
?,?,?,choco
30,50,23.769729,choco
30,50,24.186773,choco
30,50,24.718414,choco
30,50,25.357445,choco
30,50,24.657656,choco
?,?,?,gecode
30,50,23.622024,choco
30,50,24.228083,choco
30,50,24.576411,choco
?,?,?,choco
?,?,?,choco
?,?,?,choco
27,47,32.726136,claspcnf_direct
?,?,?,claspcnf_direct
?,?,?,choco
?,?,?,choco
27,47,32.878564,claspcnf_direct
?,?,?,claspcnf_support
?,?,?,choco
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
9,9,8.3666,minisat22_support
?,?,?,gecode
12,10,8.3666,claspcnf_direct
?,?,?,gecode
1.5,1.5,8.3666,minisat22_direct
5,5,8.3666,lingeling_direct
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,gecode
4.5,4.5,8.3666,lingeling_support
?,?,?,gecode
?,?,?,claspcnf_support
6,6,8.3666,glucose_support
4.5,4.5,8.3666,claspcnf_support
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,minisat22_directorder
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,minisat22_directorder
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
14.386824,25.847498,6.324555,minisat22_direct
13.703133,26.189009,4.795832,cryptominisat_direct
?,?,?,minisat22_directorder
14.15161,26.020768,5.567764,claspcnf_direct
13.801715,26.189258,4.898979,claspcnf_support
14.298948,26.008793,5.830952,minisat22_support
14.491575,25.581362,7.348469,minisat22_direct
14.118091,25.930956,5.656854,claspcnf_support
14.48866,25.687162,7,claspcnf_direct
12.982456,27.192982,3.605551,choco
13.68623,26.395034,4.582576,glucose_direct
12.970422,26.670862,3.872983,claspcnf_support
13.802042,26.637863,4.472136,riss3g_direct
14.070294,26.204357,5.196152,claspcnf_support
14.345976,25.921469,6.082763,claspcnf_direct
12.875817,28.169935,3.162278,choco
?,?,?,glucose_directorder
14.465002,25.617518,7.141428,cryptominisat_direct
14.195692,25.955545,5.744563,cryptominisat_support
13.662938,26.791772,4.242641,claspcnf_support
14.088496,26.300885,5.09902,claspcnf_support
12.634146,27.512195,3.316625,choco
12.963885,27.484433,3.464102,choco
12.820513,26.759907,3.741657,riss3g_directorder
?,?,?,glucose_directorder
14.373294,25.870339,6.244998,claspcnf_support
14.143366,26.136248,5.385165,cryptominisat_direct
14.300302,25.962894,5.91608,lingeling_direct
14.444524,25.775794,6.63325,cryptominisat_direct
13.737374,26.71258,4.358899,cryptominisat_support
14.455756,25.758174,6.708204,claspcnf_direct
14.475823,25.585748,7.28011,cryptominisat_support
14.407922,25.8009,6.480741,cryptominisat_support
?,?,?,cryptominisat_support
14.122639,26.051686,5.477226,claspcnf_direct
13.363402,26.662371,4.123106,claspcnf_direct
14.144755,26.205824,5.291503,glucose_direct
13.621399,26.213992,4.690416,cryptominisat_support
14.481476,25.656536,7.071068,cryptominisat_support
14.397504,25.823529,6.403124,glucose_direct
14.352361,25.88763,6.164414,cryptominisat_support
14.449481,25.724268,6.78233,claspcnf_direct
14.480449,25.703346,6.928203,lingeling_direct
14.424635,25.786062,6.557439,claspcnf_support
14.344266,25.96214,6,claspcnf_direct
14.477197,25.608017,7.211103,cryptominisat_support
14.465813,25.714117,6.855655,cryptominisat_support
?,?,?,gecode
14.043062,26.339713,5,riss3g_direct
12.289157,28.072289,3,choco
13.193798,26.682171,4,lingeling_support
?,?,?,minisat22_support
?,?,?,minisat22_direct
-1,-1,-1,claspcnf_support
-1,-1,-1,gecode
?,?,?,riss3g_direct
?,?,?,riss3g_directorder
?,?,?,lingeling_directorder
?,?,?,minisat22_support
?,?,?,riss3g_support
?,?,?,riss3g_direct
?,?,?,gecode
?,?,?,riss3g_directorder
?,?,?,claspcnf_directorder
?,?,?,minisat22_direct
?,?,?,riss3g_direct
?,?,?,claspcnf_support
?,?,?,claspcnf_support
?,?,?,claspcnf_directorder
?,?,?,claspcnf_directorder
?,?,?,gecode
?,?,?,riss3g_support
?,?,?,gecode
-1,-1,-1,cryptominisat_support
?,?,?,claspcnf_direct
?,?,?,minisat22_directorder
?,?,?,riss3g_support
?,?,?,cryptominisat_support
?,?,?,gecode
?,?,?,claspcnf_directorder
?,?,?,claspcnf_directorder
?,?,?,minisat22_support
-1,-1,-1,mistral_nj
?,?,?,minisat22_direct
?,?,?,minisat22_directorder
?,?,?,riss3g_direct
?,?,?,cryptominisat_support
?,?,?,claspcnf_directorder
?,?,?,cryptominisat_support
?,?,?,cryptominisat_support
?,?,?,cryptominisat_support
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,claspcnf_support
?,?,?,claspcnf_direct
?,?,?,gecode
?,?,?,riss3g_support
?,?,?,cryptominisat_support
?,?,?,glucose_direct
?,?,?,riss3g_direct
30,50,37.080992,glucose_direct
30,50,37.403208,glucose_direct
30,50,34.481879,glucose_direct
30,50,36.496575,gecode
30,50,35.44009,choco
30,50,35.972211,glucose_direct
30,50,36.262929,glucose_direct
30,50,35.566838,glucose_direct
30,50,35.832946,riss3g_direct
30,50,35.057096,choco
30,50,36.496575,glucose_direct
30,50,36.193922,glucose_direct
30,50,35.721142,glucose_direct
30,50,36.359318,cryptominisat_direct
30,50,36.769553,glucose_direct
30,50,36.069378,riss3g_direct
30,50,34.727511,glucose_direct
30,50,36.71512,claspcnf_direct
?,?,?,gecode
30,50,36.864617,minisat22_direct
30,50,34.928498,choco
30,50,35.832946,choco
30,50,33.970576,choco
30,50,35.623026,lingeling_direct
30,50,35.284558,glucose_direct
30,50,35.383612,minisat22_direct
30,50,36.959437,glucose_direct
30,50,35.156792,choco
30,50,37.255872,glucose_direct
30,50,34.85685,riss3g_direct
?,?,?,glucose_directorder
?,?,?,mistral_nj
?,?,?,choco
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,choco
?,?,?,choco
30,50,21.540659,choco
?,?,?,mistral_nj
?,?,?,mistral_nj
30,50,21.447611,minisat22_directorder
?,?,?,choco
?,?,?,choco
?,?,?,choco
?,?,?,mistral_nj
30,50,20.59126,minisat22_directorder
?,?,?,mistral_nj
30,50,20.445048,glucose_directorder
?,?,?,mistral_nj
?,?,?,choco
?,?,?,choco
?,?,?,glucose_directorder
?,?,?,mistral_nj
30,50,21.283797,minisat22_directorder
?,?,?,choco
30,50,21.236761,glucose_directorder
?,?,?,minisat22_directorder
?,?,?,mistral_nj
30,50,22.068076,mistral_nj
29.482759,49.310345,36.71512,glucose_support
29.482759,49.310345,34.481879,choco
29.482759,49.310345,35.721142,glucose_direct
29.482759,49.310345,33.970576,glucose_direct
29.482759,49.310345,36.769553,glucose_direct
29.482759,49.310345,35.832946,cryptominisat_support
29.482759,49.310345,35.972211,lingeling_direct
29.482759,49.310345,36.496575,glucose_direct
29.482759,49.310345,36.069378,riss3g_support
29.482759,49.310345,35.057096,glucose_support
29.482759,49.310345,35.566838,glucose_direct
29.482759,49.310345,37.255872,riss3g_support
29.482759,49.310345,37.080992,glucose_direct
29.482759,49.310345,37.682887,minisat22_direct
29.482759,49.310345,35.623026,minisat22_direct
29.482759,49.310345,35.44009,choco
29.482759,49.310345,35.832946,glucose_direct
29.482759,49.310345,35.284558,choco
29.482759,49.310345,37.403208,minisat22_direct
29.482759,49.310345,36.262929,glucose_support
29.482759,49.310345,36.193922,minisat22_direct
29.482759,49.310345,36.864617,glucose_direct
29.482759,49.310345,34.928498,glucose_support
29.482759,49.310345,36.959437,minisat22_direct
29.482759,49.310345,35.383612,glucose_support
29.482759,49.310345,35.156792,minisat22_direct
29.482759,49.310345,36.496575,glucose_direct
29.482759,49.310345,34.85685,riss3g_support
29.482759,49.310345,34.727511,glucose_support
29.482759,49.310345,36.359318,glucose_direct
28.421053,47.894737,20.445048,riss3g_direct
28.421053,47.894737,21.354157,glucose_directorder
28.421053,47.894737,20.322401,glucose_direct
?,?,?,choco
28.421053,47.894737,21.517435,glucose_directorder
28.421053,47.894737,19.949937,glucose_direct
28.421053,47.894737,20.297783,choco
28.421053,47.894737,21.236761,claspcnf_direct
28.421053,47.894737,20.59126,riss3g_direct
?,?,?,choco
?,?,?,choco
28.421053,47.894737,21.447611,glucose_direct
28.421053,47.894737,20.832667,minisat22_direct
?,?,?,choco
28.421053,47.894737,20.736441,choco
28.421053,47.894737,21.977261,choco
?,?,?,choco
28.421053,47.894737,22.068076,minisat22_direct
28.421053,47.894737,20.952327,minisat22_directorder
28.421053,47.894737,21.540659,minisat22_direct
28.421053,47.894737,21.283797,glucose_direct
28.421053,47.894737,21.817424,minisat22_directorder
?,?,?,choco
28.421053,47.894737,21,minisat22_direct
28.421053,47.894737,21.771541,glucose_directorder
?,?,?,choco
?,?,?,glucose_directorder
28.421053,47.894737,21,choco
28.421053,47.894737,20.832667,glucose_directorder
28.421053,47.894737,20.688161,choco
29.302326,49.069767,30.724583,minisat22_direct
29.302326,49.069767,30.967725,claspcnf_direct
29.302326,49.069767,30.935417,lingeling_direct
29.302326,49.069767,30.91925,glucose_direct
29.302326,49.069767,29.495762,riss3g_direct
29.302326,49.069767,30.182777,minisat22_direct
29.302326,49.069767,31.685959,glucose_direct
29.302326,49.069767,29.983329,glucose_direct
29.302326,49.069767,31.336879,glucose_direct
29.302326,49.069767,30.049958,minisat22_direct
29.302326,49.069767,31.272992,minisat22_direct
29.302326,49.069767,30.838288,lingeling_direct
29.302326,49.069767,29.732137,glucose_direct
29.302326,49.069767,30.692019,glucose_direct
29.302326,49.069767,31.016125,glucose_direct
29.302326,49.069767,31.511903,riss3g_direct
29.302326,49.069767,30.57777,glucose_direct
29.302326,49.069767,30.133038,minisat22_direct
29.302326,49.069767,29.223278,choco
29.302326,49.069767,30.757113,cryptominisat_direct
29.302326,49.069767,29.983329,claspcnf_direct
29.302326,49.069767,31.606961,minisat22_direct
29.302326,49.069767,30.265492,minisat22_direct
29.302326,49.069767,31.701735,glucose_direct
29.302326,49.069767,31.733263,glucose_direct
29.302326,49.069767,29.799329,choco
29.302326,49.069767,30.149627,choco
29.302326,49.069767,31.496031,claspcnf_direct
29.302326,49.069767,30.512293,glucose_direct
29.302326,49.069767,32.280025,riss3g_direct
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,minisat22_directorder
?,?,?,minisat22_directorder
?,?,?,minisat22_directorder
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,minisat22_directorder
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,minisat22_directorder
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
27.692308,46.923077,18.027756,minisat22_directorder
?,?,?,mistral_nj
?,?,?,minisat22_directorder
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,minisat22_directorder
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
28.928571,48.571429,23.769729,minisat22_direct
28.928571,48.571429,23.4094,choco
28.928571,48.571429,25.179357,claspcnf_direct
28.928571,48.571429,23.622024,choco
28.928571,48.571429,23.194827,cryptominisat_direct
28.928571,48.571429,24.020824,lingeling_direct
28.928571,48.571429,25,riss3g_direct
28.928571,48.571429,24.819347,lingeling_direct
28.928571,48.571429,25.922963,glucose_direct
28.928571,48.571429,24.576411,riss3g_direct
28.928571,48.571429,22.605309,choco
28.928571,48.571429,23.769729,choco
28.928571,48.571429,25.980762,glucose_direct
28.928571,48.571429,24.657656,choco
28.928571,48.571429,24.228083,claspcnf_direct
28.928571,48.571429,24.186773,choco
28.928571,48.571429,24.819347,claspcnf_direct
28.928571,48.571429,23.769729,choco
28.928571,48.571429,25.179357,riss3g_direct
28.928571,48.571429,24.392622,minisat22_direct
28.928571,48.571429,25.357445,claspcnf_direct
28.928571,48.571429,23.958297,choco
28.928571,48.571429,25.298221,glucose_direct
28.928571,48.571429,25,minisat22_direct
28.928571,48.571429,24.576411,glucose_direct
28.928571,48.571429,23.958297,choco
28.928571,48.571429,24.392622,claspcnf_direct
28.928571,48.571429,24.617067,claspcnf_direct
28.928571,48.571429,25.436195,lingeling_direct
28.928571,48.571429,24.718414,choco
?,?,?,claspcnf_support
?,?,?,lingeling_support
?,?,?,riss3g_directorder
?,?,?,minisat22_support
?,?,?,cryptominisat_direct
?,?,?,lingeling_direct
?,?,?,lingeling_direct
?,?,?,cryptominisat_support
?,?,?,glucose_directorder
?,?,?,riss3g_direct
?,?,?,cryptominisat_direct
?,?,?,cryptominisat_directorder
?,?,?,minisat22_direct
?,?,?,cryptominisat_direct
?,?,?,lingeling_support
?,?,?,lingeling_support
?,?,?,cryptominisat_directorder
?,?,?,lingeling_direct
?,?,?,glucose_directorder
?,?,?,lingeling_direct
?,?,?,cryptominisat_directorder
?,?,?,claspcnf_direct
?,?,?,claspcnf_directorder
?,?,?,minisat22_directorder
?,?,?,cryptominisat_directorder
?,?,?,cryptominisat_support
?,?,?,mistral_nj
?,?,?,cryptominisat_support
?,?,?,lingeling_support
?,?,?,cryptominisat_support
?,?,?,lingeling_support
?,?,?,cryptominisat_support
?,?,?,cryptominisat_support
?,?,?,cryptominisat_support
?,?,?,lingeling_directorder
?,?,?,claspcnf_direct
?,?,?,cryptominisat_directorder
?,?,?,glucose_direct
?,?,?,minisat22_direct
?,?,?,claspcnf_directorder
?,?,?,cryptominisat_support
?,?,?,cryptominisat_direct
?,?,?,riss3g_direct
?,?,?,minisat22_directorder
?,?,?,glucose_support
?,?,?,cryptominisat_support
?,?,?,cryptominisat_support
?,?,?,lingeling_direct
?,?,?,claspcnf_support
?,?,?,cryptominisat_support
?,?,?,choco
?,?,?,choco
?,?,?,choco
?,?,?,choco
?,?,?,mistral_nj
?,?,?,choco
?,?,?,choco
27,47,32.741411,glucose_direct
?,?,?,choco
?,?,?,choco
?,?,?,glucose_directorder
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,riss3g_directorder
?,?,?,riss3g_support
?,?,?,gecode
?,?,?,gecode
?,?,?,glucose_directorder
?,?,?,riss3g_directorder
?,?,?,lingeling_directorder
?,?,?,gecode
?,?,?,lingeling_support
?,?,?,gecode
?,?,?,gecode
?,?,?,minisat22_directorder
?,?,?,lingeling_support
?,?,?,gecode
-1,-1,-1,gecode
0,20,5.385165,minisat22_directorder
?,?,?,cryptominisat_support
0,20,5.196152,minisat22_directorder
?,?,?,gecode
?,?,?,riss3g_direct
0,20,4.123106,gecode
0,20,5.09902,minisat22_directorder
?,?,?,gecode
?,?,?,gecode
?,?,?,minisat22_directorder
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,glucose_directorder
?,?,?,gecode
?,?,?,minisat22_support
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,lingeling_direct
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,minisat22_direct
?,?,?,gecode
?,?,?,gecode
5,5,9.797959,riss3g_support
?,?,?,gecode
7.5,7.5,9.797959,cryptominisat_support
?,?,?,gecode
?,?,?,gecode
4.5,4.5,9.797959,minisat22_support
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,glucose_support
?,?,?,gecode
1.5,1.5,9.797959,lingeling_support
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
4.5,4.5,9.797959,cryptominisat_direct
?,?,?,gecode
14,11.666667,9.797959,claspcnf_direct
6,6,9.797959,riss3g_support
?,?,?,gecode
9,9,9.797959,glucose_direct
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,mistral_nj
0,29.016393,6.708204,abscon
0,6.961326,8.246211,minisat22_direct
0,7.6,8.246211,lingeling_direct
0,6.961326,8.42615,glucose_direct
0,29.016393,7.483315,abscon
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
0,28.762887,6.708204,gecode
?,?,?,gecode
?,?,?,gecode
0,29.2,7.483315,lingeling_direct
0,28.762887,5.91608,abscon
0,6.418605,8.42615,minisat22_direct
?,?,?,gecode
19.901283,36.485686,10.630146,glucose_support
?,?,?,riss3g_direct
?,?,?,gecode
?,?,?,gecode
30,40,2.236068,lingeling_direct
8.766234,25.746753,31.796226,mistral_nj
26.192053,37.224062,2.828427,gecode
?,?,?,claspcnf_direct
?,?,?,abscon
0,31.028299,1.414214,claspcnf_support
0,32.533333,1.414214,riss3g_support
0,31.095823,1.414214,glucose_direct
