@relation 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 3'

@attribute d_ratio_int_cons numeric
@attribute d_ratio_array_cons numeric
@attribute d_ratio_int_vars numeric
@attribute algorithm {bprolog,fzn2smt,g12cpx,g12fd,g12lazyfd,g12mip,gecode,izplus,minisatid,mistral,ortools,allfair}

@data
0,0,1,allfair
0,0,1,allfair
0.024144,0.975284,0.05,fzn2smt
0,0,1,gecode
0.03462,0.962333,0.038462,ortools
0,0,1,izplus
0.663191,0.331595,0.017457,minisatid
0,0,1,izplus
0,0,1,izplus
0,0,1,gecode
0.02399,0.975473,0.05,fzn2smt
0.032192,0.965068,0.039409,ortools
0.023174,0.976429,0.05,fzn2smt
0,0,1,gecode
0,0,1,allfair
0,0,1,allfair
0,0,1,allfair
0,0,1,gecode
0,0,1,allfair
0,0,1,allfair
0,0,1,gecode
0,0,1,gecode
0,0,1,allfair
0,0,1,gecode
0,0,1,izplus
0,0,1,allfair
0,0,1,allfair
0,0,1,gecode
0,0,1,gecode
0.022422,0.977342,0.05,fzn2smt
0,0,1,gecode
0,0,1,gecode
0,0,1,gecode
0,0,1,gecode
0,0,1,gecode
0,0,1,gecode
0.022612,0.97709,0.05,fzn2smt
0.060423,0.939577,0.111111,ortools
0,0,1,gecode
0,0,1,gecode
0.036017,0.96067,0.038462,ortools
0,0,1,gecode
0,0,1,izplus
0,0,1,gecode
0,0,1,allfair
0.034934,0.961956,0.038462,fzn2smt
0,0,1,gecode
0.033146,0.96407,0.038462,ortools
0,0,1,izplus
0,0,1,gecode
0.024212,0.975183,0.05,fzn2smt
0,0,1,izplus
0,0,1,izplus
0.062918,0.937082,0.111111,ortools
0.06101,0.93899,0.111111,ortools
0.062439,0.937561,0.111111,ortools
0.06239,0.93761,0.111111,ortools
0.063417,0.936583,0.111111,ortools
0,0,1,gecode
0.061884,0.938116,0.111111,ortools
0.037629,0.958758,0.038462,ortools
0,0,1,gecode
0.063042,0.936958,0.111111,ortools
0.062172,0.937828,0.111111,ortools
0.0625,0.9375,0.111111,izplus
0.061836,0.938164,0.111111,izplus
0.062807,0.937193,0.111111,ortools
0.061955,0.938045,0.111111,ortools
0.061279,0.938721,0.111111,ortools
0.062148,0.937852,0.111111,ortools
0.061314,0.938686,0.111111,ortools
0.038592,0.957626,0.038462,allfair
0.061409,0.938591,0.111111,ortools
0.061598,0.938402,0.111111,ortools
0,0,1,allfair
0,0,1,allfair
0.062819,0.937181,0.111111,ortools
0,0,1,gecode
0.06174,0.93826,0.111111,ortools
0.061693,0.938307,0.111111,ortools
0.061728,0.938272,0.111111,ortools
0.063454,0.936546,0.111111,ortools
0.06239,0.93761,0.111111,ortools
0.061669,0.938331,0.111111,ortools
0.062196,0.937804,0.111111,ortools
0,0,1,gecode
0.062269,0.937731,0.111111,ortools
0.061991,0.938009,0.111111,ortools
0,0,1,gecode
0.061491,0.938509,0.111111,ortools
0.06186,0.93814,0.111111,ortools
0.06216,0.93784,0.111111,ortools
0.061669,0.938331,0.111111,ortools
0.062293,0.937707,0.111111,ortools
0.062305,0.937695,0.111111,ortools
0.062844,0.937156,0.111111,izplus
0.063669,0.936331,0.111111,izplus
0.063329,0.936671,0.111111,ortools
0.023664,0.975869,0.05,fzn2smt
0.062794,0.937206,0.111111,ortools
0.061824,0.938176,0.111111,ortools
0.023264,0.976307,0.05,fzn2smt
0.061931,0.938069,0.111111,ortools
0.032461,0.964877,0.038462,ortools
0.032521,0.964812,0.038462,fzn2smt
0.06115,0.93885,0.111111,ortools
0.061444,0.938556,0.111111,ortools
0,0,1,gecode
0.062943,0.937057,0.111111,ortools
0,0,1,allfair
0.061896,0.938104,0.111111,ortools
0.062354,0.937646,0.111111,ortools
0.031685,0.965651,0.039409,ortools
0.035542,0.961224,0.038462,ortools
0.06186,0.93814,0.111111,ortools
0.034153,0.962876,0.038462,ortools
0,0,1,gecode
0.060952,0.939048,0.111111,ortools
0.063042,0.936958,0.111111,ortools
0,0,1,gecode
0.062782,0.937218,0.111111,ortools
0.061645,0.938355,0.111111,ortools
0.061104,0.938896,0.111111,ortools
0.06186,0.93814,0.111111,ortools
0.062196,0.937804,0.111111,ortools
0.062819,0.937181,0.111111,ortools
0.061884,0.938116,0.111111,ortools
0.061967,0.938033,0.111111,ortools
0.036637,0.959956,0.038462,fzn2smt
0.062831,0.937169,0.111111,ortools
0.0621,0.9379,0.111111,ortools
0.061979,0.938021,0.111111,ortools
0.062378,0.937622,0.111111,ortools
0,0,1,gecode
0.062064,0.937936,0.111111,ortools
0.062124,0.937876,0.111111,ortools
0.06079,0.93921,0.111111,ortools
0.061361,0.938639,0.111111,ortools
0.062488,0.937512,0.111111,ortools
0.061752,0.938248,0.111111,ortools
0.062184,0.937816,0.111111,ortools
0.062549,0.937451,0.111111,ortools
0.061303,0.938697,0.111111,ortools
0.06233,0.93767,0.111111,ortools
0.06174,0.93826,0.111111,ortools
0.061373,0.938627,0.111111,ortools
0.063404,0.936596,0.111111,ortools
0.062305,0.937695,0.111111,ortools
0.062088,0.937912,0.111111,ortools
0.062003,0.937997,0.111111,ortools
0,0,1,izplus
0.034684,0.96192,0.040404,ortools
0,0,1,gecode
0.061991,0.938009,0.111111,ortools
0,0,1,allfair
0.061633,0.938367,0.111111,izplus
1,0,1,allfair
0.034146,0.962883,0.038462,ortools
0.023203,0.97637,0.05,fzn2smt
0.023589,0.975977,0.05,fzn2smt
0.032456,0.964883,0.038462,ortools
0.033589,0.963379,0.039409,ortools
0.023278,0.976293,0.05,fzn2smt
0.041901,0.9537,0.038462,ortools
0.022995,0.976672,0.05,fzn2smt
0.036245,0.960384,0.038462,fzn2smt
0.022934,0.976703,0.05,fzn2smt
0.031234,0.966203,0.039409,ortools
0.023093,0.976512,0.05,fzn2smt
0.023592,0.975942,0.05,fzn2smt
0.037649,0.958736,0.038462,fzn2smt
0.032674,0.964646,0.038462,fzn2smt
0.033824,0.963267,0.038462,ortools
0.039104,0.957025,0.038462,fzn2smt
0.036101,0.960578,0.038462,fzn2smt
0.035353,0.961465,0.038462,fzn2smt
0.036217,0.960254,0.039409,ortools
0.036475,0.960133,0.038462,ortools
0.034904,0.961839,0.039409,ortools
0.036142,0.960533,0.038462,ortools
0.034446,0.962374,0.039409,ortools
0.033191,0.964021,0.038462,ortools
0.03564,0.960961,0.039409,ortools
0.034955,0.961934,0.038462,fzn2smt
0.032485,0.964851,0.038462,fzn2smt
0.03209,0.965178,0.039409,fzn2smt
0.03236,0.964852,0.039409,ortools
0.658442,0.329221,0.016293,allfair
0.04207,0.953513,0.038462,ortools
0.035133,0.961552,0.039409,fzn2smt
0.033967,0.962779,0.040404,fzn2smt
0.035643,0.961113,0.038462,ortools
0.030704,0.966962,0.038462,fzn2smt
0.033111,0.964107,0.038462,fzn2smt
0.035232,0.961597,0.038462,fzn2smt
0.023028,0.976609,0.05,fzn2smt
0.035596,0.961009,0.039409,ortools
0.036434,0.960016,0.039409,ortools
0.038516,0.957709,0.038462,ortools
0.036756,0.959625,0.039409,ortools
0.033562,0.963586,0.038462,ortools
0.034193,0.962686,0.039409,ortools
0.033495,0.963658,0.038462,fzn2smt
0.034292,0.962724,0.038462,fzn2smt
0.035453,0.961356,0.038462,ortools
0.035675,0.961079,0.038462,ortools
0.036896,0.959635,0.038462,ortools
0.033107,0.964112,0.038462,ortools
0.657935,0.328967,0.015848,allfair
0.036834,0.959704,0.038462,ortools
0.035921,0.96081,0.038462,ortools
0.035324,0.961496,0.038462,ortools
0.034596,0.962359,0.038462,fzn2smt
0.03634,0.960119,0.039409,ortools
0.037223,0.959241,0.038462,ortools
0.0338,0.963293,0.038462,fzn2smt
0.03608,0.9606,0.038462,fzn2smt
0.034017,0.962878,0.039409,ortools
0.032536,0.964796,0.038462,fzn2smt
0.034194,0.962831,0.038462,fzn2smt
0.031682,0.965815,0.038462,fzn2smt
0.033289,0.963915,0.038462,fzn2smt
0.03225,0.96483,0.040404,ortools
0.034115,0.962917,0.038462,fzn2smt
0.035609,0.961151,0.038462,fzn2smt
0.031781,0.965546,0.039409,fzn2smt
0.03269,0.964461,0.039409,fzn2smt
0.031326,0.96623,0.038462,fzn2smt
0.033632,0.96351,0.038462,ortools
0.03105,0.966559,0.038462,fzn2smt
0.031757,0.965572,0.039409,ortools
0.030685,0.966983,0.038462,fzn2smt
0.031578,0.965928,0.038462,ortools
0.089447,0.910553,0.082389,g12lazyfd
0.02988,0.967939,0.038462,fzn2smt
0.089447,0.910553,0.082389,allfair
0.089447,0.910553,0.082389,allfair
0.089447,0.910553,0.082389,g12lazyfd
0.014792,0.985208,0.04,ortools
0.014792,0.985208,0.04,ortools
0.014792,0.985208,0.04,ortools
0.089447,0.910553,0.082389,allfair
0.014792,0.985208,0.04,ortools
0.014792,0.985208,0.04,ortools
0.014792,0.985208,0.04,ortools
0.014792,0.985208,0.04,ortools
0.014792,0.985208,0.04,ortools
0.014792,0.985208,0.04,ortools
0.934783,0,1,g12cpx
0.933333,0,1,g12cpx
0.089447,0.910553,0.082389,g12lazyfd
0.8,0,1,minisatid
0.933333,0,1,g12cpx
0.934783,0,1,fzn2smt
0.930233,0,1,g12cpx
0.933333,0,1,g12cpx
0.8125,0,1,g12cpx
0.833333,0,1,g12cpx
0.089447,0.910553,0.082389,allfair
0.089447,0.910553,0.082389,allfair
0.930233,0,1,g12cpx
0.933333,0,1,g12cpx
0.934783,0,1,g12cpx
0.089447,0.910553,0.082389,allfair
0.933333,0,1,g12cpx
0.9375,0,1,g12cpx
0.089447,0.910553,0.082389,fzn2smt
0.931818,0,1,g12cpx
0.933333,0,1,g12cpx
0.928571,0,1,g12cpx
0.823529,0,1,fzn2smt
0.833333,0,1,izplus
0.823529,0,1,g12cpx
0.933333,0,1,g12cpx
0.9375,0,1,izplus
0.930233,0,1,minisatid
0.933333,0,1,g12cpx
0.928571,0,1,g12cpx
0.934783,0,1,g12cpx
1,0,1,fzn2smt
1,0,1,fzn2smt
0.089447,0.910553,0.082389,allfair
0.089447,0.910553,0.082389,allfair
1,0,1,gecode
1,0,1,g12mip
1,0,1,izplus
1,0,1,allfair
1,0,1,gecode
1,0,1,allfair
1,0,1,allfair
1,0,1,allfair
1,0,1,g12mip
0.018771,0.980854,0.041667,allfair
1,0,1,g12mip
0.018667,0.98096,0.041667,allfair
0.089447,0.910553,0.082389,allfair
1,0,1,g12mip
0.933054,0,1,fzn2smt
1,0,1,g12mip
0.018327,0.98137,0.041667,allfair
0.958442,0,1,fzn2smt
0.089447,0.910553,0.082389,allfair
0.960613,0,1,fzn2smt
0.958442,0,1,fzn2smt
0.018207,0.981524,0.041667,allfair
0.018258,0.98144,0.041667,allfair
0.018091,0.981657,0.041667,allfair
0.960613,0,1,fzn2smt
0.957774,0,1,fzn2smt
1,0,1,g12mip
0.769959,0,1,fzn2smt
1,0,1,g12mip
0.957774,0,1,fzn2smt
0.018358,0.981339,0.041667,allfair
1,0,1,allfair
0.925094,0,1,izplus
1,0,1,allfair
1,0,1,allfair
0.925094,0,1,g12lazyfd
0.017896,0.98187,0.041667,allfair
0.923475,0,1,allfair
0.923475,0,1,allfair
0.923475,0,1,allfair
0.018511,0.981151,0.041667,allfair
1,0,1,g12mip
0.761337,0,1,fzn2smt
0.018101,0.981647,0.041667,allfair
0.923475,0,1,allfair
0.923475,0,1,allfair
0.017855,0.981928,0.041667,allfair
0.017967,0.981799,0.041667,fzn2smt
0.929677,0,1,izplus
0.767442,0,1,g12lazyfd
0.017926,0.98184,0.041667,allfair
0.018129,0.981603,0.041667,allfair
0.017923,0.981843,0.041667,allfair
0.932432,0,1,izplus
0.769959,0,1,izplus
0.86631,0,1,g12lazyfd
0.923475,0,1,allfair
0.017891,0.981876,0.041667,allfair
0.92852,0,1,izplus
0.923475,0,1,fzn2smt
0.767442,0,1,izplus
0.923743,0,1,allfair
0.923475,0,1,allfair
0.923475,0,1,izplus
0.923475,0,1,allfair
0.923475,0,1,allfair
0.923475,0,1,allfair
1,0,1,minisatid
0.01819,0.981526,0.041667,allfair
0.923475,0,1,allfair
0.923475,0,1,izplus
0.921059,0,1,izplus
1,0,1,minisatid
1,0,1,izplus
0.017943,0.981839,0.041667,allfair
0.017935,0.981831,0.041667,allfair
0.761337,0,1,izplus
1,0,1,mistral
0.923743,0,1,fzn2smt
0.995918,0,0.53304,izplus
1,0,1,izplus
0.017684,0.982146,0.041667,allfair
0.926153,0,1,izplus
0.997543,0,0.524064,izplus
0.997872,0,0.522042,izplus
1,0,1,mistral
1,0,1,izplus
0.998362,0,0.517921,minisatid
0.998698,0,0.515714,minisatid
1,0,1,mistral
1,0,1,izplus
0.01785,0.981932,0.041667,allfair
1,0,1,minisatid
0.99883,0,0.514139,minisatid
0.996604,0,0.529412,izplus
1,0,1,izplus
0.01792,0.981846,0.041667,allfair
1,0,1,g12mip
0.017953,0.981813,0.041667,allfair
0.999038,0,0.512169,minisatid
0.999122,0,0.511605,allfair
0.998544,0,0.516746,minisatid
0.923475,0,1,allfair
0.995,0,0.537634,izplus
1,0,1,izplus
0.99926,0,0.510204,allfair
0.999317,0,0.509804,fzn2smt
0.998941,0,0.513388,fzn2smt
0.995,0,0.537634,g12cpx
1,0,1,izplus
0.995918,0,0.53304,g12cpx
0.013974,0.986026,0.038462,ortools
0.997131,0,0.52648,izplus
0.996604,0,0.529412,g12cpx
0.997543,0,0.524064,g12cpx
0.99814,0,0.520325,minisatid
0.999367,0,0.509434,minisatid
0.999453,0,0.508772,allfair
1,0,1,mistral
0.99949,0,0.508475,allfair
1,0,1,izplus
1,0,1,allfair
0.999522,0,0.508197,allfair
0.999413,0,0.509091,minisatid
0.017716,0.982099,0.041667,allfair
1,0,1,allfair
0.998544,0,0.516746,minisatid
0.99373,0,0.543624,g12cpx
0.999317,0,0.509804,allfair
0.502304,0.248848,0.012195,fzn2smt
0.999579,0,0.507692,allfair
0.997131,0,0.52648,g12cpx
0.999552,0,0.507937,allfair
1,0,1,allfair
0.999413,0,0.509091,allfair
0.999196,0,0.510638,minisatid
1,0,1,izplus
0.464646,0.336476,0.396325,minisatid
0.999196,0,0.510638,allfair
0.999604,0,0.507463,allfair
0.999627,0,0.507246,allfair
0.692483,0.307517,0.068966,g12cpx
0.410985,0.340909,0.463701,g12cpx
0.999579,0,0.507692,allfair
0.999604,0,0.507463,allfair
0.475653,0.335921,0.392245,g12cpx
0.0179,0.981867,0.041667,allfair
1,0,1,minisatid
1,0,1,minisatid
0.692483,0.307517,0.068966,minisatid
0.018254,0.981444,0.041667,allfair
0.018305,0.981393,0.041667,allfair
0.692483,0.307517,0.068966,minisatid
0.692483,0.307517,0.068966,minisatid
0.017973,0.981793,0.041667,allfair
0.018213,0.981533,0.041667,allfair
0.692483,0.307517,0.068966,minisatid
0.692483,0.307517,0.068966,minisatid
0.999684,0,0.506667,allfair
1,0,1,g12cpx
0.692483,0.307517,0.068966,minisatid
0.692483,0.307517,0.068966,minisatid
0.999666,0,0.506849,allfair
0.018536,0.981126,0.041667,allfair
1,0,1,allfair
0.421512,0.284884,0.484536,g12cpx
0.692483,0.307517,0.068966,minisatid
0.017804,0.981979,0.041667,allfair
0.692483,0.307517,0.068966,minisatid
0.692483,0.307517,0.068966,minisatid
0.692483,0.307517,0.068966,minisatid
0.692483,0.307517,0.068966,izplus
0.692483,0.307517,0.068966,minisatid
0.692483,0.307517,0.068966,g12cpx
0.692483,0.307517,0.068966,g12cpx
0.692483,0.307517,0.068966,minisatid
0.692483,0.307517,0.068966,minisatid
1,0,1,minisatid
0.692483,0.307517,0.068966,minisatid
0.692483,0.307517,0.068966,mistral
0,0,1,izplus
0.692483,0.307517,0.068966,minisatid
1,0,1,g12cpx
0.692483,0.307517,0.068966,minisatid
0.692483,0.307517,0.068966,minisatid
0.692483,0.307517,0.068966,minisatid
0.692483,0.307517,0.068966,minisatid
0.692483,0.307517,0.068966,minisatid
0.692483,0.307517,0.068966,minisatid
1,0,1,g12cpx
0.692483,0.307517,0.068966,minisatid
0.692483,0.307517,0.068966,minisatid
0.692483,0.307517,0.068966,minisatid
0.692483,0.307517,0.068966,mistral
0.692483,0.307517,0.068966,mistral
0.692483,0.307517,0.068966,minisatid
0.692483,0.307517,0.068966,minisatid
1,0,1,g12cpx
0.017966,0.981815,0.041667,allfair
0.692483,0.307517,0.068966,g12cpx
0.692483,0.307517,0.068966,minisatid
0.692483,0.307517,0.068966,minisatid
0.692483,0.307517,0.068966,minisatid
0.692483,0.307517,0.068966,minisatid
0.692483,0.307517,0.068966,minisatid
0.017787,0.982012,0.041667,allfair
0.999684,0,0.506667,allfair
1,0,1,g12cpx
0.692483,0.307517,0.068966,minisatid
0.999552,0,0.507937,allfair
0.999647,0,0.507042,allfair
1,0,1,allfair
0.017592,0.982239,0.041667,allfair
0.017537,0.982295,0.041667,allfair
0.017488,0.98236,0.041667,allfair
0.017591,0.982256,0.041667,allfair
0.018113,0.98162,0.041667,allfair
0.685629,0.314371,0.045455,minisatid
0.685629,0.314371,0.045455,minisatid
1,0,1,allfair
0.685629,0.314371,0.045455,minisatid
1,0,1,allfair
0.685629,0.314371,0.045455,minisatid
0.058684,0.938945,0.029412,ortools
0.685629,0.314371,0.045455,minisatid
0.685629,0.314371,0.045455,minisatid
0.685629,0.314371,0.045455,allfair
0.685629,0.314371,0.045455,minisatid
0.685629,0.314371,0.045455,minisatid
0.685629,0.314371,0.045455,minisatid
0.013974,0.986026,0.038462,fzn2smt
0.685629,0.314371,0.045455,minisatid
1,0,1,allfair
0.685629,0.314371,0.045455,minisatid
0.685629,0.314371,0.045455,minisatid
0.685629,0.314371,0.045455,minisatid
0.685629,0.314371,0.045455,minisatid
0.685629,0.314371,0.045455,minisatid
0.685629,0.314371,0.045455,minisatid
0.685629,0.314371,0.045455,allfair
0.685629,0.314371,0.045455,allfair
0.685629,0.314371,0.045455,minisatid
0.685629,0.314371,0.045455,allfair
0.685629,0.314371,0.045455,allfair
0.685629,0.314371,0.045455,minisatid
0.685629,0.314371,0.045455,allfair
0.685629,0.314371,0.045455,minisatid
0.685629,0.314371,0.045455,allfair
0.685629,0.314371,0.045455,allfair
0.670732,0.329268,0.035714,minisatid
0.670732,0.329268,0.035714,minisatid
0.685629,0.314371,0.045455,minisatid
0.685629,0.314371,0.045455,minisatid
0.685629,0.314371,0.045455,allfair
0.017382,0.982466,0.041667,allfair
0.670732,0.329268,0.035714,minisatid
0.018788,0.980836,0.041667,allfair
0.670732,0.329268,0.035714,minisatid
0.017532,0.982301,0.041667,allfair
0.01802,0.98173,0.041667,allfair
0.017375,0.982474,0.041667,allfair
0.670732,0.329268,0.035714,minisatid
1,0,1,allfair
0.018652,0.980975,0.041667,allfair
0.680851,0.319149,0.033898,allfair
0.670732,0.329268,0.035714,minisatid
0.018407,0.981305,0.041667,allfair
0.670732,0.329268,0.035714,minisatid
0.670732,0.329268,0.035714,minisatid
0.680851,0.319149,0.033898,allfair
0.017748,0.982036,0.041667,allfair
0.018265,0.981433,0.041667,allfair
0.018521,0.981141,0.041667,allfair
0.670732,0.329268,0.035714,minisatid
0.680851,0.319149,0.033898,allfair
0.670732,0.329268,0.035714,minisatid
0.670732,0.329268,0.035714,minisatid
0.018379,0.981317,0.041667,allfair
0.670732,0.329268,0.035714,minisatid
0.670732,0.329268,0.035714,minisatid
0.670732,0.329268,0.035714,minisatid
0.680851,0.319149,0.033898,allfair
0.670732,0.329268,0.035714,minisatid
0.680851,0.319149,0.033898,allfair
0.670732,0.329268,0.035714,minisatid
0.017867,0.981915,0.041667,allfair
0.670732,0.329268,0.035714,minisatid
0.670732,0.329268,0.035714,minisatid
0.680851,0.319149,0.033898,allfair
0.670732,0.329268,0.035714,minisatid
0.018107,0.981641,0.041667,allfair
0.018338,0.98136,0.041667,allfair
0.670732,0.329268,0.035714,minisatid
0.670732,0.329268,0.035714,minisatid
0.018206,0.981525,0.041667,allfair
0.680851,0.319149,0.033898,allfair
0.680851,0.319149,0.033898,allfair
0.017353,0.982511,0.041667,allfair
0.670732,0.329268,0.035714,minisatid
0.013974,0.986026,0.038462,fzn2smt
0.670732,0.329268,0.035714,minisatid
0.670732,0.329268,0.035714,minisatid
0.670732,0.329268,0.035714,minisatid
0.670732,0.329268,0.035714,allfair
0.013974,0.986026,0.038462,fzn2smt
0.680851,0.319149,0.033898,allfair
0.670732,0.329268,0.035714,minisatid
0.670732,0.329268,0.035714,minisatid
0.670732,0.329268,0.035714,allfair
0.01799,0.981776,0.041667,allfair
0.670732,0.329268,0.035714,minisatid
0.017785,0.981998,0.041667,allfair
0.680851,0.319149,0.033898,allfair
0.680851,0.319149,0.033898,allfair
0.017947,0.981819,0.041667,allfair
0.018133,0.981599,0.041667,allfair
0.018186,0.98153,0.041667,allfair
0.017363,0.982531,0.041667,allfair
0.680851,0.319149,0.033898,allfair
0.017897,0.98187,0.041667,allfair
0.680851,0.319149,0.033898,allfair
0.680851,0.319149,0.033898,allfair
0.680851,0.319149,0.033898,allfair
0.680851,0.319149,0.033898,allfair
0.018031,0.981718,0.041667,allfair
0.680851,0.319149,0.033898,allfair
0.680851,0.319149,0.033898,allfair
0.680851,0.319149,0.033898,allfair
0.680851,0.319149,0.033898,allfair
0.017936,0.98183,0.041667,allfair
0.678571,0.321429,0.1,minisatid
0.017893,0.981873,0.041667,allfair
0.017841,0.981942,0.041667,allfair
0.678571,0.321429,0.1,izplus
0.680851,0.319149,0.033898,allfair
0.680851,0.319149,0.033898,allfair
0.678571,0.321429,0.1,izplus
0.678571,0.321429,0.1,izplus
0.017915,0.981851,0.041667,allfair
0.678571,0.321429,0.1,izplus
0.680851,0.319149,0.033898,allfair
0.678571,0.321429,0.1,izplus
0.678571,0.321429,0.1,izplus
0.678571,0.321429,0.1,minisatid
0.680851,0.319149,0.033898,allfair
0.680851,0.319149,0.033898,allfair
0.017969,0.981797,0.041667,allfair
0.680851,0.319149,0.033898,allfair
0.678571,0.321429,0.1,fzn2smt
0.678571,0.321429,0.1,g12cpx
0.678571,0.321429,0.1,fzn2smt
0.678571,0.321429,0.1,minisatid
0.675676,0.324324,0.076923,fzn2smt
0.678571,0.321429,0.1,minisatid
0.675676,0.324324,0.076923,minisatid
0.0181,0.981648,0.041667,allfair
0.675676,0.324324,0.076923,g12cpx
0.675676,0.324324,0.076923,fzn2smt
0.675676,0.324324,0.076923,minisatid
0.680851,0.319149,0.033898,allfair
0.675676,0.324324,0.076923,izplus
0.017672,0.982159,0.041667,allfair
0.680851,0.319149,0.033898,allfair
0.680851,0.319149,0.033898,allfair
0.675676,0.324324,0.076923,izplus
0.678571,0.321429,0.1,minisatid
0.675676,0.324324,0.076923,fzn2smt
0.675676,0.324324,0.076923,fzn2smt
0.675676,0.324324,0.076923,minisatid
0.680851,0.319149,0.033898,allfair
0.678571,0.321429,0.1,fzn2smt
0.675676,0.324324,0.076923,minisatid
0.675676,0.324324,0.076923,minisatid
0.675676,0.324324,0.076923,fzn2smt
0.675676,0.324324,0.076923,minisatid
0.675676,0.324324,0.076923,fzn2smt
0.675676,0.324324,0.076923,fzn2smt
0.675676,0.324324,0.076923,minisatid
0.675676,0.324324,0.076923,fzn2smt
0.675676,0.324324,0.076923,fzn2smt
0.675676,0.324324,0.076923,fzn2smt
0.678571,0.321429,0.1,fzn2smt
0.675676,0.324324,0.076923,minisatid
0.675676,0.324324,0.076923,fzn2smt
0.675676,0.324324,0.076923,fzn2smt
0.672727,0.327273,0.052632,fzn2smt
0.672727,0.327273,0.052632,minisatid
0.672727,0.327273,0.052632,fzn2smt
0.675676,0.324324,0.076923,minisatid
0.675676,0.324324,0.076923,minisatid
0.675676,0.324324,0.076923,fzn2smt
0.672727,0.327273,0.052632,fzn2smt
0.017837,0.981946,0.041667,allfair
0.672727,0.327273,0.052632,minisatid
0.017931,0.981835,0.041667,allfair
0.675676,0.324324,0.076923,minisatid
0.672727,0.327273,0.052632,fzn2smt
0.672727,0.327273,0.052632,fzn2smt
0.672727,0.327273,0.052632,minisatid
0.672727,0.327273,0.052632,fzn2smt
0.672727,0.327273,0.052632,fzn2smt
0.017528,0.982304,0.041667,allfair
0.672727,0.327273,0.052632,minisatid
0.0175,0.982347,0.041667,allfair
0.672727,0.327273,0.052632,fzn2smt
0.672727,0.327273,0.052632,fzn2smt
0.672727,0.327273,0.052632,fzn2smt
0.672727,0.327273,0.052632,fzn2smt
0.672727,0.327273,0.052632,fzn2smt
0.675676,0.324324,0.076923,fzn2smt
0.672727,0.327273,0.052632,fzn2smt
0.017787,0.981996,0.041667,allfair
0.672727,0.327273,0.052632,fzn2smt
0.013974,0.986026,0.038462,fzn2smt
0.672727,0.327273,0.052632,fzn2smt
0.672727,0.327273,0.052632,fzn2smt
0.672727,0.327273,0.052632,fzn2smt
0.672727,0.327273,0.052632,fzn2smt
0.672727,0.327273,0.052632,fzn2smt
0.672727,0.327273,0.052632,fzn2smt
0.68103,0.31897,0.033898,allfair
0.017913,0.981853,0.041667,allfair
1,0,1,allfair
1,0,1,bprolog
0.672727,0.327273,0.052632,fzn2smt
0.68103,0.31897,0.033898,allfair
0.68103,0.31897,0.033898,allfair
1,0,1,allfair
0.68103,0.31897,0.033898,allfair
1,0,1,fzn2smt
0.68103,0.31897,0.033898,allfair
1,0,1,gecode
0.672727,0.327273,0.052632,fzn2smt
0.017941,0.981825,0.041667,allfair
0.672727,0.327273,0.052632,fzn2smt
0.672727,0.327273,0.052632,fzn2smt
1,0,1,gecode
0.672727,0.327273,0.052632,fzn2smt
1,0,1,gecode
1,0,1,gecode
1,0,1,allfair
0.017706,0.982109,0.041667,allfair
1,0,1,gecode
1,0,1,gecode
0.68103,0.31897,0.033898,allfair
1,0,1,gecode
1,0,1,gecode
0.68103,0.31897,0.033898,allfair
0.013974,0.986026,0.038462,fzn2smt
1,0,1,gecode
0.017954,0.981827,0.041667,allfair
0.017976,0.981789,0.041667,allfair
0.013974,0.986026,0.038462,ortools
1,0,1,gecode
0.68103,0.31897,0.033898,allfair
0.68103,0.31897,0.033898,allfair
1,0,1,gecode
1,0,1,gecode
1,0,1,gecode
1,0,1,gecode
0.013974,0.986026,0.038462,ortools
1,0,1,gecode
0.013974,0.986026,0.038462,ortools
1,0,1,gecode
0.013974,0.986026,0.038462,fzn2smt
1,0,1,gecode
0.672727,0.327273,0.052632,fzn2smt
1,0,1,gecode
1,0,1,gecode
1,0,1,gecode
1,0,1,gecode
1,0,1,gecode
1,0,1,gecode
1,0,1,gecode
1,0,1,gecode
1,0,1,gecode
1,0,1,gecode
1,0,1,gecode
1,0,1,gecode
1,0,1,gecode
1,0,1,gecode
1,0,1,gecode
1,0,1,gecode
1,0,1,gecode
1,0,1,gecode
1,0,1,gecode
1,0,1,gecode
1,0,1,gecode
1,0,1,gecode
1,0,1,gecode
1,0,1,gecode
1,0,1,gecode
1,0,1,gecode
0.68103,0.31897,0.033898,allfair
1,0,1,gecode
1,0,1,gecode
1,0,1,gecode
1,0,1,gecode
1,0,1,gecode
1,0,1,gecode
1,0,1,gecode
1,0,1,gecode
1,0,1,gecode
1,0,1,gecode
1,0,1,izplus
1,0,1,g12cpx
1,0,1,izplus
1,0,1,allfair
1,0,1,allfair
0.017567,0.982265,0.041667,allfair
1,0,1,allfair
1,0,1,gecode
1,0,1,allfair
1,0,1,allfair
0.68103,0.31897,0.033898,allfair
1,0,1,gecode
1,0,1,gecode
1,0,1,gecode
1,0,1,gecode
0.68103,0.31897,0.033898,allfair
1,0,1,minisatid
1,0,1,g12cpx
1,0,1,allfair
1,0,1,allfair
0.68103,0.31897,0.033898,allfair
1,0,1,allfair
1,0,1,allfair
