@relation 'FEATURE_VALUES-SAT12-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute VCG_VAR_max numeric
@attribute HORNY_VAR_max numeric
@attribute VG_max numeric
@attribute cluster_coeff_mean numeric
@attribute cluster_coeff_min numeric
@attribute cl_num_q75 numeric
@attribute SP_unconstraint_mean numeric
@attribute saps_FirstLocalMinRatio_CoeffVariance numeric
@attribute lobjois_mean_depth_over_vars numeric
@attribute lobjois_log_num_nodes_over_vars numeric

@data
0.0018,0.001,0.0015,?,?,358,0.0758,0,0.028,0.1066
0.0054,0.0052,0.0049,?,?,0,0.1518,0.0018,0.407,0.8945
0.0031,0.0031,0.0018,?,?,1629,0,0.0003,0.7799,0.9522
0.0129,0.0062,0.0077,?,?,775,0.072,0.0117,0.0831,0.4707
0.0002,0.0002,0.0003,?,?,40,0.0011,0,0.4902,0.8803
0.0187,0.0094,0.0103,?,?,0,0.0854,0,0.4263,0.5243
0.0409,0.0182,0.0212,0.3477,0.25,0,0.0668,0.0786,0.4077,0.8935
0.0096,0.0072,0.0104,0.2754,0.0272,3329,0.0512,0.0347,0.2892,0.9835
0.0019,0.0016,0.0022,0.1724,0.0184,0,0.0329,0.4274,0.251,0.7343
0.015,0.0148,0.0034,?,?,1281,0.0097,0.2296,0.2678,0.6573
0.0041,0.0013,0.0064,?,?,0,0.1925,0,0.0695,0.2411
0.0058,0.0038,0.0086,0.184,0.0104,3223,0.0415,0.0192,0.237,0.7842
0.0077,0.0019,0.008,0.1767,0.0249,1008,0.0403,0.0128,0.0552,0.243
0.0004,0.0002,0.0004,0.2519,0.0446,703,0.0618,0.0303,0.0329,0.0959
0.0004,0.0002,0.0004,0.1522,0.0351,223,0.0234,0,0.0196,0.1026
0.0203,0.0106,0.021,?,?,0,0.1093,0,0.2351,0.5486
0.0039,0.0014,0.0033,?,?,2089,0.0825,0.2472,0.0842,0.3068
0.0164,0.016,0.0128,?,?,879,0.0435,0.1739,0.0457,0.1717
0.0067,0.0023,0.0038,?,?,572,0.0688,0.1347,0.3627,0.5113
0.0041,0.004,0.0118,?,?,2118,0.0625,0.0321,0.073,0.4758
0.0119,0.0026,0.0043,0.2971,0.1812,1511,0.0774,0.0483,0.2379,0.5778
0.0002,0.0001,0.0002,0.1576,0.0248,279,0.0143,0.8398,0.2565,0.6957
?,?,?,?,?,?,?,?,?,?
0.1081,0.0267,0.0366,?,?,799,0.0489,0.1231,0.1876,0.7486
0.0236,0.0118,0.0171,0.2235,0.006,2230,0.0578,0.0819,0.1395,0.6381
0.0001,0.0001,0.0001,0.1386,0.027,260,0.015,0,0.1128,0.5656
0.0001,0,0.0001,?,?,0,0.0134,0,0.2168,0.7064
0.006,0.0055,0.008,0.2698,0.0179,1908,0.0492,0.0307,0.2545,0.9892
0.0007,0.0004,0.0003,0.3006,0.0559,321,0.0313,0.3973,0.0267,0.0817
0.0001,0.0001,0.0001,0.1373,0.0274,223,0.0137,0,0.1891,0.654
0.0189,0.0096,0.0068,?,?,3827,0.0054,0.0111,0.5194,0.849
0.0042,0.0042,0.0024,?,?,4079,0,0.0496,0.7919,0.9482
0.014,0.014,0.0097,?,?,0,0.1138,0,0.4186,0.6755
0.0001,0.0001,0.0001,?,?,37,0.017,0,0.2234,0.5634
0.0165,0.0083,0.0089,?,?,0,0.0571,0,0.6197,0.6197
0.0004,0.0002,0.0008,?,?,0,0.0412,0,0.137,0.3664
0.0001,0,0.0001,?,?,3,0.0188,0,0.1508,0.7395
0.0059,0.0042,0.0061,0.171,0.0058,0,0.054,0.0021,0.3769,0.8602
0.0001,0,0.0001,?,?,0,0.0196,0,0.3162,0.7946
0.0036,0.0013,0.0033,?,?,1077,0.0835,0.2336,0.0816,0.2863
0.001,0.0006,0.0007,?,?,0,0.0336,0,0.2021,0.5263
0.0183,0.0182,0.0016,?,?,922,0.0123,0.241,0.2667,0.6021
0.0047,0.0022,0.0028,?,?,454,0.0682,0.0028,0.0477,0.2833
0.0001,0.0001,0.0001,0.1465,0.024,43,0.0138,0,0.2425,0.5927
0.0028,0.0014,0.0029,?,?,0,0.017,0,0.4659,0.9806
0.0103,0.0052,0.0046,?,?,1027,0.0086,0.0108,0.604,0.7945
0.0021,0.0016,0.0022,0.1715,0.0186,0,0.0331,0.1115,0.2438,0.6599
0.0135,0.0069,0.0058,?,?,692,0.0063,0.0158,0.5672,0.8419
0.0005,0.0004,0.0005,?,?,1640,0.0376,0,0.0395,0.1132
0.0001,0.0001,0.0001,?,?,15,0.0207,0,0.4126,0.7914
0.0208,0.001,0.0049,?,?,655,0.1946,0.1063,0.0569,0.1706
0.0139,0.007,0.008,?,?,255,0.0796,0.0206,0.0282,0.1162
0,0,0,?,?,0,0.0156,0,0.1791,0.4001
0.0001,0.0001,0.0001,?,?,21,0.0195,0,0.2108,0.5538
0.0105,0.0053,0.0051,?,?,558,0.0089,0.4899,0.6294,0.8519
0.0018,0.0014,0.002,0.174,0.0193,0,0.033,0.2329,0.2371,0.7154
0.0001,0.0001,0.0001,0.1348,0.0254,0,0.0138,0,0.2047,0.6609
0.0023,0.0023,0.0013,?,?,1852,0,0.1231,0.7712,0.9232
?,?,?,?,?,?,?,?,?,?
0.0005,0.0002,0.0002,0.2765,0.1053,366,0.0312,0.097,0.0333,0.0812
0.0064,0.0018,0.0061,?,?,0,0.0955,0,0.203,0.5654
0.0003,0.0002,0.0003,0.1231,0,40,0.0155,0.4723,0.2077,0.6495
0.0172,0.0007,0.0002,?,?,893,0.1933,0.0297,0.0537,0.1662
0.0166,0.0084,0.0058,?,?,1964,0.0055,0.0103,0.5142,0.8246
0.0033,0.0011,0.0032,?,?,993,0.0851,0.0438,0.0765,0.2191
0.0129,0.0059,0.0077,0.1668,0.0108,770,0.0716,0.2574,0.0847,0.3587
0.0173,0.0092,0.0172,?,?,0,0.0977,0,0.1354,0.4981
0.0095,0.0004,0.0001,?,?,314,0.1787,0.1418,0.0351,0.0978
?,?,?,?,?,?,?,?,?,?
0.0033,0.0015,0.0018,?,?,311,0.0737,0.3545,0.0268,0.1234
0.0005,0.0002,0.0005,0.2521,0.0446,745,0.0618,0.1178,0.0373,0.1266
0.0034,0.0013,0.0021,?,?,463,0.0522,0.3222,0.0476,0.1454
0.0005,0.0002,0.0002,0.2546,0.0887,272,0.0308,0.0904,0.0346,0.135
0.0023,0.0001,0.0271,0.369,0.0096,21,0.0658,0.3722,0.0261,0.0507
0.0017,0.0013,0.0033,?,?,397,0.0591,0.0454,0.0285,0.0799
0.0061,0.0057,0.0042,?,?,0,0.1509,0.0371,0.3379,0.742
0.0019,0.0014,0.0037,?,?,898,0.0543,0.0026,0.0334,0.1344
0.0464,0.0187,0.0146,?,?,538,0.0474,0.0106,0.1333,0.5513
0.0039,0.0014,0.0052,?,?,1269,0.1077,0.5813,0.0677,0.2517
0.014,0.007,0.0752,0.0765,0.0087,4914,0.2033,0.0025,0.837,0.9166
0.0101,0.0097,0.0076,?,?,0,0.0288,0.0728,0.3567,0.8723
0.0002,0.0001,0.0002,0.1555,0.0264,348,0.0155,0,0.17,0.6502
0.0005,0.0002,0.0002,0.2546,0.0887,272,0.0308,0.0346,0.0353,0.0965
0.0005,0.0002,0.0002,0.2764,0.1053,336,0.0312,0.0123,0.0354,0.087
0.0188,0.0095,0.0061,?,?,3474,0.0055,0.0128,0.4997,0.8427
0.0073,0.0037,0.0031,?,?,148,0.0101,0,0.6249,0.7573
0.0001,0.0001,0.0001,0.1429,0.0215,0,0.0137,0,0.1912,0.6449
0.0138,0.0069,0.0041,?,?,2586,0.0045,0.0071,0.4495,0.597
0.0019,0.0015,0.0021,0.1726,0.0193,0,0.0329,0.3216,0.2059,0.6711
0.0045,0.0016,0.006,?,?,1310,0.1053,0.7735,0.0758,0.2889
0.0031,0.0014,0.002,?,?,298,0.0744,0,0.0265,0.1146
0.002,0.0015,0.0039,?,?,1119,0.0516,0.1823,0.0329,0.1221
0.0001,0,0.0001,0.1507,0.0258,179,0.0159,0,0.2678,0.7696
0.0121,0.0118,0.006,?,?,1498,0.0149,0.1251,0.2615,0.6616
0.0013,0.001,0.0025,?,?,0,0.0724,0,0.0173,0.0565
0.017,0.0053,0.0326,?,?,1652,0.1265,0.0758,0.129,0.4073
0.0006,0.0003,0.0006,?,?,368,0.0366,0,0.0237,0.0982
0.0009,0.0004,0.0008,?,?,856,0.039,0,0.0212,0.1377
0.0052,0.0022,0.0016,?,?,591,0.0243,0.017,0.0095,0.0606
0.0003,0.0002,0.0002,?,?,133,0.0401,0,0.0674,0.1501
0.0001,0.0001,0.0001,0.1548,0.0279,112,0.0152,0,0.1667,0.6394
0.0001,0.0001,0.0001,0.1616,0.0272,278,0.0155,0,0.1634,0.5197
0.0029,0.0029,0.0017,?,?,2532,0,0.0668,0.7519,0.9565
0.0043,0.0018,0.0032,?,?,300,0.0785,0.1479,0.0457,0.1686
0.0005,0.0002,0.0002,0.2562,0.0887,280,0.0308,0.0049,0.0355,0.1657
0.0163,0.0072,0.0121,0.1552,0.0196,4527,0.0372,0.0331,0.1963,0.9236
?,?,?,?,?,?,?,?,?,?
0.0127,0.0052,0.0073,0.186,0.0498,2696,0.0314,0.0282,0.1841,0.6408
0.0001,0,0.0001,?,?,231,0.0157,0,0.1274,0.4393
0.0218,0.0161,0.0177,?,?,0,0.0752,0,0.1869,0.6055
?,?,?,?,?,?,?,?,?,?
0.0001,0.0001,0.0001,?,?,7,0.0195,0,0.1136,0.6633
0.004,0.0018,0.0042,?,?,330,0.0783,0.0574,0.0292,0.0834
0.0003,0.0002,0.0002,0.2543,0.034,1119,0.0417,0,0.0226,0.1877
0.0096,0.0072,0.0104,0.2754,0.0272,3329,0.0512,0.0371,0.2889,0.9842
0.0021,0.0008,0.003,?,?,0,0.0793,0,0.2595,0.4474
0.0041,0.0039,0.0117,?,?,1898,0.0627,0.2111,0.0715,0.5385
0.0001,0.0001,0.0001,?,?,21,0.0207,0,0.3443,0.786
0.0036,0.0036,0.0021,?,?,1387,0,0.0069,0.7836,0.944
0.0017,0.0016,0.0017,0.1639,0.007,1192,0.0231,0.1879,0.3072,0.999
0.0039,0.0039,0.0022,?,?,4173,0,0.0645,0.7909,0.9423
0.04,0.0279,0.024,0.2497,0.004,0,0.0708,0.422,0.1355,0.5241
0.0065,0.0043,0.0053,?,?,0,0.0465,0,0.4123,0.4123
0.0018,0.0014,0.002,0.1737,0.0193,900,0.033,0.88,0.2316,0.6546
?,?,?,0,0,?,?,?,?,?
0.0111,0.0108,0.011,0.3231,0.0082,2377,0.0388,0.1746,0.1041,0.3991
0.0674,0.0459,0.0256,?,?,254,0.081,0.034,0.4119,0.7015
0.0076,0.0038,0.0043,?,?,172,0.0759,0,0.0189,0.0762
0.0165,0.0083,0.0089,?,?,0,0.0571,0,0.5618,0.654
0.0054,0.0026,0.0098,0.066,0.0063,2205,0.0551,0.0062,0.1863,0.6549
0.0044,0.0042,0.0125,?,?,2136,0.061,0.0394,0.0796,0.4136
0.0011,0.0011,0.0015,?,?,0,0.018,0,0.5925,0.8318
0.0016,0.0006,0.0012,0.1646,0.0149,312,0.0691,0.2549,0.0759,0.2355
0.0199,0.0099,0.0171,?,?,0,0.0924,0,0.376,0.6852
0.0007,0.0007,0.001,?,?,0,0.1694,0,0.343,0.5548
0.0115,0.0046,0.0081,?,?,611,0.0716,0.8612,0.0731,0.331
0.0127,0.0052,0.0073,0.186,0.0498,2577,0.0314,0.0261,0.1829,0.6868
0.0077,0.0033,0.0056,?,?,362,0.0782,0.8364,0.0339,0.1204
0.0001,0,0.0001,?,?,34,0.0145,0,0.1905,0.5248
0.0086,0.0041,0.0065,?,?,388,0.0786,0.3886,0.0318,0.1133
0.0128,0.0065,0.0073,?,?,397,0.0787,0.6136,0.0198,0.0827
0.0021,0.0007,0.0015,?,?,705,0.049,0.0369,0.0623,0.25
0.1039,0.0912,0.0596,?,?,269,0.0462,0.045,0.0917,0.733
0.0129,0.0058,0.0115,?,?,2998,0.0219,0.1667,0.2027,0.8401
0.0885,0.0222,0.0225,?,?,725,0.0552,0.0804,0.2014,0.8581
0.0165,0.0083,0.0089,?,?,0,0.0571,0,0.5519,0.6871
0.0005,0.0002,0.0002,0.2768,0.1053,394,0.0312,0.1125,0.0355,0.0819
0.0061,0.0031,0.0028,?,?,165,0.1183,0,0.5977,0.6907
0.0062,0.0059,0.0062,?,?,0,0.1096,0,0.3088,0.6175
0.0103,0.0101,0.0043,?,?,1313,0.0097,0.0787,0.3171,0.6344
0.0187,0.0022,0.0032,?,?,1285,0.0679,0.0414,0.3353,0.5298
0.0061,0.0016,0.0047,?,?,0,0.1043,0,0.1674,0.4617
0.0165,0.0083,0.0089,?,?,0,0.0573,0,0.609,0.6825
0.0011,0.0005,0.0011,0.1589,0.0151,469,0.0621,0.631,0.0611,0.2355
0.0056,0.0025,0.003,?,?,335,0.0699,0.008,0.0427,0.1801
