@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 3'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE NEG_HORN_CLAUSE NUMERIC
@ATTRIBUTE TERMORE_CLAUSE NUMERIC
@ATTRIBUTE OCCFP_OCCFN NUMERIC

@DATA
test1_quant_squaring2,1,0.471933,0.628378,1
test1_quant_squaring3,1,0.455902,0.659483,1
test3_quant2-shuffled,1,0.482115,0.581649,1
test3_quant4,1,0.465872,0.621885,1
test3_quant_squaring4,1,0.455528,0.643392,1
test4_quant2,1,0.506912,0.544931,1
test4_quant4,1,0.48505,0.592193,1
test4_quant_squaring2,1,0.506912,0.544931,1
test4_quant_squaring4,1,0.471429,0.618831,1
test5_quant5-shuffled,1,0.42933,0.701382,1
test5_quant_squaring5-shuffled,1,0.426942,0.705631,1
texas.ifetch1^4.E-f4-shuffled,1,0.54622,0.333295,1
texas.ifetch1^9.E-f4-shuffled,1,0.548504,0.333293,1
TOILET10.1.iv.20-shuffled,1,0.452341,0.20262,1.666667
TOILET16.1.iv.32-shuffled,1,0.384852,0.171138,1
TOILET7.1.iv.13-shuffled,1,0.496311,0.226023,1.333333
TOILET7.1.iv.14-shuffled,1,0.497512,0.224502,1.333333
toilet_a_02_01.2-shuffled,1,0.641026,0.307692,2
toilet_a_02_10.2-shuffled,1,0.237745,0.073529,2
toilet_a_04_10.2-shuffled,1,0.173378,0.098434,1.142857
toilet_a_06_01.4-shuffled,1,0.226502,0.647149,1.032258
toilet_a_06_10.2-shuffled,1,0.12355,0.237819,1.032258
toilet_a_08_01.4-shuffled,1,0.079457,0.862083,1.007874
toilet_a_08_10.2-shuffled,1,0.068125,0.52187,1.007874
toilet_a_10_01.11-shuffled,1,0.057647,0.885894,1.001957
toilet_a_10_01.5-shuffled,1,0.027701,0.946432,1.001957
toilet_a_10_10.2-shuffled,1,0.025623,0.799844,1.001957
toilet_c_02_01.2-shuffled,1,0.621622,0.162162,1
toilet_c_04_01.4-shuffled,1,0.518919,0.248649,1
toilet_c_04_10.2-shuffled,1,0.176471,0.051765,1
toilet_c_06_01.5-shuffled,1,0.46114,0.238342,1.571429
toilet_c_06_10.2-shuffled,1,0.148336,0.049204,1.571429
toilet_c_08_01.13-shuffled,1,0.438056,0.19165,1
toilet_c_08_01.16-shuffled,1,0.441291,0.185865,1
toilet_c_08_01.4-shuffled,1,0.399558,0.260486,1
toilet_c_08_05.10-shuffled,1,0.23723,0.060166,1
toilet_c_08_05.6-shuffled,1,0.229604,0.066781,1
toilet_c_08_05.7-shuffled,1,0.232368,0.064384,1
toilet_c_08_05.8-shuffled,1,0.234411,0.062611,1
toilet_c_08_05.9-shuffled,1,0.235983,0.061247,1
toilet_c_08_10.2-shuffled,1,0.129371,0.04995,1
toilet_c_10_01.11-shuffled,1,0.39916,0.192077,1.666667
toilet_c_10_01.15-shuffled,1,0.405393,0.180371,1.666667
toilet_c_10_01.20-shuffled,1,0.409711,0.172265,1.666667
toilet_c_10_01.4-shuffled,1,0.359551,0.266453,1.666667
toilet_c_10_05.11-shuffled,1,0.21619,0.054422,1.666667
toilet_c_10_05.12-shuffled,1,0.21705,0.053516,1.666667
toilet_c_10_05.7-shuffled,1,0.210195,0.060738,1.666667
toilet_c_10_05.9-shuffled,1,0.21388,0.056856,1.666667
toilet_c_10_10.2-shuffled,1,0.115867,0.051661,1.666667
toilet_g_02_01.2-shuffled,1,0.772727,0.181818,1
toilet_g_04_01.2-shuffled,1,0.653846,0.461538,1
toilet_g_08_01.2-shuffled,1,0.492647,0.588235,1
toilet_g_20_01.2-shuffled,1,0.284483,0.758621,1.5
uclid-pipe2,1,0.735711,0.30388,1
uclid-pipe3a,1,0.739515,0.307372,1
Umbrella_tbm_05.tex.module.000011,1,0.49566,0.506556,2.540284
Umbrella_tbm_05.tex.module.000015,1,0.495334,0.506906,2.548077
Umbrella_tbm_05.tex.module.000025,1,0.493222,0.509171,2.47
Umbrella_tbm_05.tex.module.000030,1,0.491228,0.511308,2.367347
Umbrella_tbm_05.tex.module.000039,1,0.488494,0.51424,2.217617
Umbrella_tbm_05.tex.module.000043,1,0.486422,0.516462,2.148936
Umbrella_tbm_05.tex.module.000053,1,0.482849,0.520293,2.010929
Umbrella_tbm_05.tex.module.000064,1,0.474311,0.529449,1.725714
Umbrella_tbm_05.tex.module.000065,1,0.473365,0.530463,1.72093
Umbrella_tbm_05.tex.module.000079,1,0.47031,0.533738,1.684848
Umbrella_tbm_05.tex.module.000088,1,0.471777,0.532404,1.716981
Umbrella_tbm_14.tex.moduleQ2.1S.000720,1,0.244434,0.757921,1.953488
Umbrella_tbm_14.tex.moduleQ2.1S.000749,1,0.244434,0.757921,1.953488
Umbrella_tbm_14.tex.moduleQ2.1S.000757,1,0.246208,0.756141,1.953795
Umbrella_tbm_14.tex.moduleQ2.1S.000773,1,0.245026,0.757326,1.950331
Umbrella_tbm_14.tex.moduleQ2.1S.000787,1,0.243246,0.759112,1.95
Umbrella_tbm_14.tex.moduleQ2.1S.000792,1,0.24384,0.758516,1.946844
Umbrella_tbm_14.tex.moduleQ2.1S.000808,1,0.244434,0.757921,1.943709
Umbrella_tbm_14.tex.moduleQ2.1S.000812,1,0.244434,0.757921,1.953488
Umbrella_tbm_14.tex.moduleQ2.2S.000001,1,0.24384,0.758516,1.946844
Umbrella_tbm_14.tex.moduleQ2.2S.000002,1,0.24384,0.758516,1.946844
Umbrella_tbm_14.tex.moduleQ2.2S.000003,1,0.244434,0.757921,1.953488
Umbrella_tbm_21.tex.module.000024,1,0.486379,0.516592,2.425926
Umbrella_tbm_21.tex.module.000029,1,0.484613,0.51849,2.358491
Umbrella_tbm_21.tex.module.000044,1,0.478235,0.525343,2.14
Umbrella_tbm_21.tex.module.000049,1,0.478235,0.525343,2.14
Umbrella_tbm_21.tex.module.000056,1,0.477404,0.526236,2.114094
Umbrella_tbm_21.tex.module.000069,1,0.479482,0.524221,2.122449
Umbrella_tbm_21.tex.module.000079,1,0.478357,0.525434,2.111111
Umbrella_tbm_21.tex.module.000129,1,0.477774,0.526063,2.097902
Umbrella_tbm_21.tex.module.000134,1,0.476565,0.527368,2.056338
Umbrella_tbm_21.tex.module.000139,1,0.475618,0.52839,2.028369
Umbrella_tbm_21.tex.module.000149,1,0.474634,0.529452,1.985816
Umbrella_tbm_23.tex.moduleQ1.2S.000001,1,0.243558,0.758883,2.071161
Umbrella_tbm_24.tex.module.000066,1,0.471005,0.534794,1.543103
Umbrella_tbm_24.tex.module.000103,1,0.466482,0.539737,1.522523
Umbrella_tbm_24.tex.module.000131,1,0.462828,0.543732,1.432432
Umbrella_tbm_24.tex.moduleQ2.1S.000022,1,0.269215,0.73344,1.855019
Umbrella_tbm_24.tex.moduleQ2.1S.000136,1,0.269215,0.73344,1.855019
Umbrella_tbm_24.tex.moduleQ2.1S.000188,1,0.269215,0.73344,1.855019
Umbrella_tbm_25.tex.module.000003,1,0.501244,0.500622,3.172414
Umbrella_tbm_25.tex.module.000031,1,0.501244,0.500622,3.131707
Umbrella_tbm_25.tex.module.000041,1,0.500559,0.501358,3.073892
Umbrella_tbm_25.tex.module.000084,1,0.490881,0.511756,2.43956
Umbrella_tbm_25.tex.module.000087,1,0.490881,0.511756,2.43956
Umbrella_tbm_25.tex.module.000099,1,0.48976,0.512883,2.505618
Umbrella_tbm_25.tex.module.000106,1,0.493109,0.509517,2.480663
Umbrella_tbm_25.tex.module.000121,1,0.491967,0.510749,2.497143
Umbrella_tbm_25.tex.moduleQ3.2S.000052,1,0.275721,0.726052,2.282421
Umbrella_tbm_25.tex.moduleQ3.2S.000063,1,0.274732,0.727043,2.280347
Umbrella_tbm_25.tex.moduleQ3.2S.000075,1,0.275721,0.726052,2.282421
Umbrella_tbm_25.tex.moduleQ3.2S.000120,1,0.275474,0.726299,2.260745
Umbrella_tbm_26.tex.module.000004,1,0.482412,0.520762,2.153846
Umbrella_tbm_26.tex.module.000021,1,0.483777,0.519388,2.147059
Umbrella_tbm_26.tex.module.000041,1,0.475348,0.528445,1.86875
Umbrella_tbm_26.tex.module.000061,1,0.475938,0.528045,1.78125
Umbrella_tbm_26.tex.moduleQ3.2S.000009,1,0.293142,0.709621,1.721014
Umbrella_tbm_26.tex.moduleQ3.2S.000014,1,0.294029,0.708731,1.708633
Umbrella_tbm_26.tex.moduleQ3.2S.000020,1,0.293142,0.709621,1.721014
Umbrella_tbm_26.tex.moduleQ3.2S.000037,1,0.293142,0.709621,1.721014
Umbrella_tbm_26.tex.moduleQ3.2S.000041,1,0.294029,0.708731,1.718412
Umbrella_tbm_29.tex.module.000009,1,0.49921,0.503636,1.946078
Umbrella_tbm_29.tex.module.000010,1,0.498717,0.504169,1.935644
Umbrella_tbm_29.tex.module.000078,1,0.482949,0.521565,1.52795
Umbrella_tbm_29.tex.moduleQ2.2S.000001,1,0.288925,0.713737,1.668919
vis.arbiter.E-f4-shuffled,1,0.524408,0.333303,1
vis.coherence^1.E-d4-shuffled,1,0.523227,0.333303,1
vis.elevator^1.E-f2-shuffled,1,0.528612,0.333294,1
vis.emodel.E-f4-shuffled,1,0.530837,0.333295,1
vis.prodcell^01.E-d4-shuffled,1,0.52681,0.333315,1
vis.prodcell^04.E-f4-shuffled,1,0.525342,0.333325,1
vis.prodcell^05.E-f4-shuffled,1,0.524914,0.333325,1
vis.prodcell^08.E-f4-shuffled,1,0.525663,0.333327,1
vis.prodcell^09.E-f2-shuffled,1,0.528683,0.333313,1
vis.prodcell^23.E-f4-shuffled,1,0.525255,0.333327,1
vis.prodcell^24.E-f3-shuffled,1,0.525837,0.333323,1
vonNeumann-ripple-carry-13-c-shuffled,1,0.728408,0.33492,1
vonNeumann-ripple-carry-15-c-shuffled,1,0.728984,0.334724,1
W3-Umbrella_tbm_21.tex.moduleQ3.6S.000001,1,0.488166,0.514338,2.496815
W4-Umbrella_tbm_05.tex.moduleQ3.8S.000001,1,0.467636,0.5342,2.591743
W4-Umbrella_tbm_21.tex.moduleQ3.6S.000001,1,0.456435,0.546084,2.407186
W4-Umbrella_tbm_25.tex.moduleQ3.7S.000003,1,0.475003,0.526622,3.150485
W4-Umbrella_tbm_26.tex.moduleQ3.7S.000003,1,0.458091,0.544599,2.130682
W5-Umbrella_tbm_05.tex.moduleQ3.8S.000001,1,0.441227,0.560628,2.52193
W5-Umbrella_tbm_25.tex.moduleQ3.7S.000003,1,0.448481,0.553165,3.050926
W5-Umbrella_tbm_26.tex.moduleQ3.7S.000003,1,0.430798,0.571904,2.069892
x120.0,1,0.627274,0.150196,1.820438
x120.1,1,0.627075,0.150277,1.818248
x120.2,1,0.626928,0.150156,1.816393
x120.3,1,0.627027,0.150009,1.817322
x120.4,1,0.627285,0.150156,1.820503
x120.5,1,0.626774,0.15029,1.814801
x120.6,1,0.626493,0.150116,1.811341
x120.7,1,0.626786,0.150357,1.815031
x120.8,1,0.626439,0.150317,1.810998
x120.9,1,0.627308,0.150183,1.820803
x240.0,1,0.627068,0.149618,1.818743
x240.1,1,0.626919,0.149677,1.817109
x240.2,1,0.627473,0.149544,1.823305
x240.3,1,0.626885,0.149637,1.816664
x240.4,1,0.627272,0.149518,1.820955
x240.5,1,0.627034,0.149578,1.818297
x240.6,1,0.627118,0.149598,1.819288
x240.7,1,0.627405,0.149465,1.822408
x240.8,1,0.627352,0.149611,1.822
x240.9,1,0.627101,0.149604,1.819106
x30.0,1,0.623457,0.153958,1.772861
x30.1,1,0.622772,0.154238,1.765487
x30.2,1,0.625954,0.154126,1.801493
x30.3,1,0.624319,0.153902,1.782544
x30.4,1,0.62673,0.154406,1.810811
x30.5,1,0.62409,0.154294,1.780415
x30.6,1,0.626277,0.154745,1.806015
x30.7,1,0.625912,0.15438,1.8006
x30.8,1,0.62331,0.154914,1.772321
x30.9,1,0.623593,0.153902,1.774336
x60.0,1,0.626279,0.151499,1.807777
x60.1,1,0.625987,0.151472,1.804396
x60.2,1,0.626774,0.151662,1.813697
x60.3,1,0.62583,0.15139,1.802487
x60.4,1,0.625135,0.151744,1.795022
x60.5,1,0.625337,0.151881,1.797506
x60.6,1,0.626387,0.151092,1.80848
x60.7,1,0.626638,0.151499,1.811903
x60.8,1,0.626101,0.151717,1.806025
x60.9,1,0.625202,0.151282,1.79519
z4ml.blif_0.10_1.00_0_0_out_exact-shuffled,1,0.71134,0.350515,1
