@RELATION 'FEATURE_VALUES-SAT11-RANDOM-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE DIAMETER_entropy NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE DIAMETER_coeff_variation NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE cl_size_coeff_variation NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC

@DATA
SAT11/random/large/unif-k5-r20-v1250-c25000-S540595895-046-UNKNOWN.cnf,1,43,68,36,32.0734,30,26,19,23,0.0179,0,53.1111,57.7143,0.0137,0,0.2652,62.0955,61.6296,0.5752,66.3519,3,0.3068,0.0013,0.0094,0.004,0.0054,73.0833,0.004,0.004,0.004,25000,25000,0.0007,3,0.0026,3.0112,0.4713,1250,1250,257,241,0.1084,240.938,3,47,0.8265,238,238.192,255,76.5556,3.6857,0.5809,0.6767,225,0.3727,0.3314,0.1842,0.2,0.2434,0.1694,0.0178,0.9958,0.3333,0.0003,0.1533
SAT11/random/medium/unif-k3-r4.26-v800-c3408-S456969343-019.SATISFIABLE.cnf,1,3505,3742,3099,1742.5333,976,754,625,660,0.0184,0.0692,26.9409,28.2537,0.0079,0.0282,0.6592,33.4194,30.7209,0.527,40.131,4.013,0.2691,0.0042,0.003,0.0065,0.0092,40.9588,0.0039,0.0039,0.0039,3408,3362,0.0019,5,0.0015,3.3556,0.3049,800,773,183,171,0.1711,170.725,4,26.4544,0.7145,171,170.773,183,41.578,2.7095,1,0.6558,158,0.4875,0.7197,0.4941,0,0.5628,0.3953,0.328,0.8763,1,0.0003,0.3934
SAT11/random/medium/unif-k7-r89-v50-c4450-S708803296-021.UNKNOWN.cnf,1,4659,4659,4573,4565,4543,4537,4513,4513,0.011,0,19.6575,19.7203,0.011,0,0.0111,19.7553,19.755,0.7725,19.7839,2,1.9595,0.011,0.011,0.14,0.1519,19.8597,0.14,0.14,0.14,4450,4450,0.0086,2,0.1279,1.9526,0.706,50,50,12,9,0.0034,8.8961,2,19.6575,1.0083,9,8.923,12,19.8597,3.5861,0.18,0.3931,6,0.3145,0.121,0.0616,0.1429,0.0808,0.0562,0.0001,2.2268,0.0929,0.0049,0.0504
SAT11/random/medium/unif-k7-r89-v80-c7120-S1980280938-088.UNKNOWN.cnf,1,4530,4530,4520,4431,4382,4375,4348,4348,0.0111,0,27.9356,28.1934,0.0111,0,0.0175,28.3276,28.2937,0.7583,28.4411,2,1.7755,0.0074,0.0111,0.0875,0.0942,28.7742,0.0875,0.0875,0.0875,7120,7120,0.0058,2,0.0792,2.0348,0.6715,80,80,17,14,0.0098,13.6604,2,27.9356,1.0129,14,13.6854,17,28.7742,3.7667,0.1932,0.3746,10,0.3156,0.1239,0.0663,0.1429,0.0876,0.0604,0.0001,1.9629,0.1006,0.0034,0.0507
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S910125393-002.UNKNOWN.cnf,1,3904,3904,3819,3755.5714,3735,3690,3653,3653,0.0189,0.0748,31.4558,32.1048,0.0096,0.0295,0.0208,33.9873,33.2233,0.5349,35.4739,4.0143,0.3006,0.0058,0.0015,0.0079,0.0098,39.3655,0.0048,0.0048,0.0047,2769,2751,0.0023,5,0.0007,3.4283,0.3068,650,632,150,140,0.0739,139.623,4,31.4558,0.7164,139,139.451,151,39.3655,2.7514,1,0.721,129,0.4888,0.7243,0.4835,0,0.5682,0.3948,0.529,0.9144,1,0,0.3842
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S943066845-088.UNKNOWN.cnf,1,4039,4039,3951,3869.1429,3843,3793,3779,3779,0.0253,0.0245,26.9442,28.7132,0.011,0.0152,0.0229,29.8472,28.9828,0.5226,31.7656,4.0037,0.3132,0.0064,0.0043,0.0074,0.0125,32.9948,0.0056,0.0056,0.0056,2343,2328,0.0027,5,0.0021,3.2704,0.3076,550,539,129,118,0.0645,118.325,4,26.9442,0.6555,118,118.485,129,32.9948,2.7088,0.889,0.6872,108,0.49,0.7087,0.4897,0,0.5424,0.3705,0.2907,0.93,0.6923,0,0.348
SAT11/random/medium/unif-k7-r89-v90-c8010-S1897189325-062.UNKNOWN.cnf,1,4544,4544,4544,4391.25,4400,4334,4287,4287,0.0111,0,30.7335,31.2543,0.0111,0,0.0221,31.2593,31.4991,0.7484,31.5505,2,1.726,0.0069,0.0111,0.0778,0.083,31.5505,0.0778,0.0778,0.0778,8010,8010,0.0046,2,0.0718,2.1867,0.661,90,90,19,15,0.0104,15.4111,2,30.7335,1.0007,15,15.3116,19,31.5505,3.7844,0.2073,0.3442,12,0.3116,0.1458,0.0594,0.1429,0.1108,0.076,0.0001,1.9103,0.1094,0.0026,0.0724
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1502652578-043.UNKNOWN.cnf,1,4411,4411,4214,4193.7143,4171,4114,4099,4099,0.0466,0.0403,30.7344,30.9095,0.0441,0.0273,0.0231,31.8799,31.8139,0.6879,32.6424,2.9933,1.0129,0.0116,0.0407,0.0333,0.0444,33.2256,0.0333,0.0333,0.0333,3195,3195,0.0063,3,0.0241,2.7767,0.5413,150,150,35,30,0.027,29.6186,2,30.7344,0.8289,30,29.7301,35,33.2256,3.5361,0.5029,0.69,24,0.3745,0.2955,0.1878,0.2,0.2314,0.1541,0.0075,1.4757,0.283,0.0034,0.1407
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S528475885-007.SATISFIABLE.cnf,1,4030,4030,3998,3907.7143,3878,3836,3807,3807,0.0273,0,23.4101,25.5049,0.0135,0,0.0208,26.3107,25.5477,0.6198,28.6821,4,0.3553,0.0084,0.0052,0.0091,0.0142,29.0253,0.0069,0.0069,0.0068,1917,1908,0.0034,4,0.0026,3.2342,0.3262,450,441,107,98,0.0693,98.0798,4,23.4101,0.6632,98,98.124,108,29.0253,2.6194,0.9194,0.6649,89,0.4961,0.6884,0.5021,0,0.5656,0.3858,0.3218,0.9293,0.6923,0.0005,0.3811
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S944656226-046.UNKNOWN.cnf,1,3907,3907,3873,3747.7143,3714,3663,3640,3640,0.0182,0.0383,30.9962,31.8061,0.0095,0.0198,0.0253,34.0865,32.8296,0.4956,38.2465,4.0063,0.2933,0.0062,0.0036,0.0079,0.0091,39.2592,0.0048,0.0048,0.0047,2769,2748,0.0024,5,0.0018,3.3743,0.3071,650,634,151,139,0.0888,139.71,4,30.9962,0.7002,139,139.375,151,39.2592,2.6797,0.9475,0.6304,129,0.4952,0.7126,0.5015,0,0.5739,0.3916,0.2915,0.9045,0.8,0.0004,0.3826
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1825761395-059.UNKNOWN.cnf,1,4430,4430,4405,4385.5714,4383,4373,4332,4332,0.0463,0.485,18.313,18.403,0.0462,0.1789,0.0066,18.917,18.9076,0.7254,19.3929,2.1892,1.3324,0.02,0.0451,0.0667,0.082,19.6801,0.0667,0.0667,0.0667,1597,1597,0.0142,3,0.0463,2.7391,0.5867,75,75,19,15,0.0264,15.222,2,18.313,0.8442,15,15.2214,19,19.6801,3.4132,0.5035,0.8812,12,0.3848,0.2821,0.2123,0.2,0.2527,0.1648,0.0122,1.7302,0.283,0.0075,0.1443
SAT11/random/large/unif-k7-r85-v400-c34000-S1163171897-095-UNKNOWN.cnf,1,108,143,91,83.2,79,69,59,62,0.0117,0.2134,55.2785,56.7963,0.0117,0.1111,0.2342,58.9611,58.8539,0.7151,60.7349,2.0551,0.9445,0.0015,0.0117,0.0175,0.0194,63.2857,0.0175,0.0175,0.0175,34000,34000,0.0011,3,0.0152,2.1326,0.5995,400,400,75,66,0.0524,65.6831,2,52.8488,1.0048,66,65.5625,74,67.8248,4.4116,0.2684,0.3982,56,0.3125,0.1372,0.0604,0.1429,0.0937,0.0655,0.0003,1.4009,0.1429,0.0005,0.0585
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1617626827-069.SATISFIABLE.cnf,1,4060,4060,3987,3902.1429,3856,3842,3808,3808,0.0309,0,24.6385,25.8077,0.0136,0,0.0215,26.5335,26.3316,0.5905,27.5872,4,0.3618,0.0079,0.0052,0.0113,0.0157,28.8118,0.0069,0.0069,0.0068,1917,1908,0.0032,4,0.0026,3.3313,0.3289,450,441,107,98,0.0464,98.048,4,24.6385,0.7246,98,97.9389,107,28.8118,2.6604,1,0.6194,89,0.503,0.7237,0.4748,0,0.5661,0.4044,0.3003,0.9361,1,0.0005,0.4122
SAT11/random/medium/unif-k7-r89-v50-c4450-S1496316430-079.SATISFIABLE.cnf,1,4617,4617,4617,4617,4617,4617,4617,4617,0.011,0,19.9324,19.9324,0.011,0,0,19.9324,19.9324,0.7721,19.9324,2,1.9648,0.0117,0.011,0.14,0.1524,19.9324,0.14,0.14,0.14,4450,4450,0.009,2,0.1265,2.0206,0.703,50,50,12,9,0,8.8934,2,19.9324,1.0161,9,8.941,12,19.9324,3.6138,0.1873,0.388,6,0.3158,0.136,0.0645,0.1429,0.0952,0.0673,0.0002,2.2148,0.0971,0.0067,0.0643
SAT11/random/large/unif-k5-r20-v750-c15000-S888530894-020-UNKNOWN.cnf,1,91,137,73,65.9326,60,54,43,50,0.0257,0,46.4795,49.2778,0.0207,0,0.2707,51.1723,51.3788,0.5987,53.2632,3,0.4375,0.0022,0.0157,0.0067,0.0087,55.3051,0.0067,0.0067,0.0067,15000,15000,0.0013,3,0.0049,2.9757,0.4848,750,750,157,144,0.0689,144.003,3,42.434,0.8363,144,143.892,157,62.54,3.6787,0.5643,0.6395,133,0.3777,0.3312,0.1909,0.2,0.2376,0.1631,0.0134,1.0891,0.3176,0.0006,0.1382
SAT11/random/large/unif-k5-r20-v1500-c30000-S377999798-061-UNKNOWN.cnf,1,33,49,28,25.2906,24,21,15,18,0.0151,0,57.3793,62.35,0.0117,0,0.262,68.1145,68.8,0.5585,73.381,3,0.2825,0.0012,0.0076,0.0033,0.0046,77.7895,0.0033,0.0033,0.0033,30000,30000,0.0006,3,0.002,3.0011,0.4686,1500,1500,307,290,0.1165,288.234,3,46.3333,0.8285,287,286.293,308,92.125,3.718,0.5637,0.727,267,0.3749,0.3255,0.187,0.2,0.2409,0.1654,0.0313,0.9687,0.3261,0.0002,0.1497
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S648064606-012.UNKNOWN.cnf,1,4090,4090,4036,3980.2857,3975,3908,3882,3882,0.0432,0,20.8622,21.102,0.0171,0,0.017,21.9233,21.176,0.6121,23.4443,4,0.4075,0.0128,0.0074,0.0116,0.0223,23.889,0.0088,0.0088,0.0087,1491,1483,0.0046,4,0.004,3.318,0.3385,350,344,85,76,0.0523,76.3169,4,20.8622,0.6795,76,76.1915,84,23.889,2.6435,0.9226,0.6645,68,0.5004,0.6861,0.5233,0,0.5321,0.3781,0.2658,0.9907,0.7647,0.0007,0.3795
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1409021001-079.UNKNOWN.cnf,1,4097,4097,4027,3951.5714,3915,3884,3850,3850,0.029,0,21.3637,21.891,0.0153,0,0.0208,23.9186,23.414,0.5757,25.9183,4,0.3855,0.0089,0.0065,0.0129,0.0148,27.6458,0.0078,0.0078,0.0077,1704,1692,0.004,4,0.0035,3.329,0.3286,400,388,95,86,0.0859,86.1207,4,21.3637,0.7374,86,86.1168,95,27.6458,2.708,1,0.6595,78,0.4884,0.7142,0.5106,0,0.573,0.3899,0.3056,0.9819,1,0.0006,0.3917
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S448503257-098-UNKNOWN.cnf,1,7,17,6,4.4286,4,3,1,2,0.0006,0.2449,61.1818,67.3333,0.0002,0.042,0.5613,91.2944,86.8,0.251,106,5.9333,0.1788,0.0002,0,0.0002,0.0003,127.6667,0.0001,0.0001,0.0001,147000,146049,0,6,0,3.3754,0.2289,34999,34114,7458,7407.5,0.3373,7434.75,5,36.3333,0.7106,3683,3683,0,237.5,2.7159,1,0.6604,7338,0.4933,0.7065,0.4922,0,0.568,0.3936,0.7874,1.5979,1,0,0.3865
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1847541883-049.UNKNOWN.cnf,1,4371,4371,4241,4154.8571,4091,4086,4060,4060,0.0463,0.0403,30.0653,30.5269,0.044,0.0273,0.0251,31.8604,31.5535,0.6939,33.2028,2.9933,1.0146,0.0122,0.0416,0.0333,0.0413,34.5754,0.0333,0.0333,0.0333,3195,3195,0.0063,3,0.0272,2.8356,0.5428,150,150,35,30,0.0452,29.7281,2,30.0653,0.8319,30,29.6801,35,34.5754,3.5539,0.5614,0.5974,24,0.3777,0.2942,0.1881,0.2,0.2162,0.1507,0.0049,1.4803,0.3271,0.0019,0.1362
SAT11/random/medium/unif-k7-r89-v60-c5340-S2117313371-002.UNKNOWN.cnf,1,4591,4591,4513,4490.2,4470,4447,4430,4430,0.011,0,22.4842,22.6836,0.011,0,0.0128,22.6768,22.6849,0.7615,22.685,2,1.8793,0.0105,0.011,0.1167,0.126,22.8464,0.1167,0.1167,0.1167,5340,5340,0.0068,2,0.1054,1.9565,0.6873,60,60,13,10,0.0051,10.4481,2,22.4842,0.9932,10,10.4493,13,22.8464,3.6436,0.1992,0.3957,8,0.3097,0.1181,0.0584,0.1429,0.0951,0.0599,0.0002,2.1215,0.1038,0.0043,0.0492
SAT11/random/medium/unif-k5-r21.3-v50-c1065-S1449708927-022.UNKNOWN.cnf,1,4573,4573,4571,4535.3333,4549,4499,4487,4487,0.046,0,13.4763,13.534,0.046,0,0.0073,13.6263,13.691,0.7311,13.7055,2,1.5045,0.0282,0.046,0.1,0.1315,13.762,0.1,0.1,0.1,1065,1065,0.019,2,0.0789,2.5044,0.6176,50,50,13,10,0.0074,10.3603,2,13.4763,0.8253,10,10.3885,13,13.762,3.3538,0.4553,0.6415,8,0.3728,0.241,0.1897,0.2,0.1832,0.1232,0.0046,1.857,0.24,0.0094,0.0967
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S1563258922-027.SATISFIABLE.cnf,1,4016,4016,4011,3872.5714,3840,3800,3787,3787,0.0269,0,26.0716,26.8442,0.0123,0,0.0235,28.672,28.4405,0.5444,30.8083,4,0.3388,0.008,0.0047,0.0102,0.0137,32.7991,0.0062,0.0062,0.0061,2130,2119,0.0031,4,0.0024,3.367,0.3197,500,488,117,107,0.0768,107.254,4,26.0716,0.7024,107,107.435,118,32.7991,2.7162,0.8902,0.6411,98,0.4984,0.6893,0.495,0,0.5616,0.3883,0.3072,0.9317,0.7333,0,0.3998
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S921718479-079-UNKNOWN.cnf,1,12,23,10,8.3564,8,5,3,5,0.0008,0.5419,48.2857,52.8,0.0003,0.0807,0.4209,69.6222,66.5556,0.2772,79.6,5.2321,0.104,0.0003,0,0.0003,0.0004,97.2,0.0002,0.0002,0.0002,84000,83511,0.0001,6,0,3.3605,0.2351,20000,19513,4294,4266,0.2952,4273,5,39.375,0.7057,4216,3383.4,4252,137.4,2.7133,1,0.6614,4255,0.4945,0.705,0.4945,0,0.5641,0.3912,0.7567,1.157,1,0,0.3827
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S110935064-075.SATISFIABLE.cnf,1,4287,4287,4263,4109.8571,4081,4014,4004,4004,0.0459,0,34.3941,34.4151,0.0428,0,0.0263,35.5667,35.5302,0.6862,37.049,3,0.9441,0.0089,0.0384,0.0286,0.0368,37.2123,0.0286,0.0286,0.0286,3727,3727,0.0053,3,0.0212,2.9478,0.5321,175,175,41,34,0.0316,34.5472,3,34.3941,0.8303,34,34.6527,41,37.2123,3.5655,0.5552,0.6433,29,0.3747,0.346,0.1865,0.2,0.2366,0.1637,0.0061,1.4494,0.3125,0.0027,0.1342
SAT11/random/medium/unif-k5-r21.3-v50-c1065-S505037856-056.UNKNOWN.cnf,1,4584,4584,4575,4541.8333,4571,4496,4484,4484,0.046,0,13.4584,13.4931,0.046,0,0.0086,13.669,13.7027,0.7371,13.7613,2,1.5118,0.0282,0.046,0.1,0.1268,13.9167,0.1,0.1,0.1,1065,1065,0.0182,2,0.0808,2.751,0.6178,50,50,13,10,0.0114,10.4027,2,13.4584,0.815,10,10.3731,13,13.9167,3.2879,0.4419,0.6154,8,0.369,0.3327,0.1822,0.2,0.2506,0.1656,0.0058,1.8663,0.2326,0.0085,0.1658
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S670753028-051.UNKNOWN.cnf,1,3998,3998,3960,3863.7143,3865,3786,3731,3731,0.0264,0,25.9893,26.6091,0.0122,0,0.0227,27.95,27.9488,0.5457,28.998,4,0.3405,0.0076,0.0047,0.0102,0.0132,30.5275,0.0062,0.0062,0.0061,2130,2119,0.003,4,0.0024,3.3238,0.3179,500,489,118,108,0.0502,107.85,4,25.9893,0.7078,108,107.807,118,30.5275,2.7008,1,0.6785,98,0.4955,0.7174,0.4922,0,0.5788,0.3937,0.3267,0.9501,1,0,0.3923
SAT11/random/large/unif-k5-r20-v750-c15000-S1787347746-067-UNKNOWN.cnf,1,80,121,68,65.0111,63,57,44,50,0.0247,0,46.0909,48.1,0.0207,0,0.2199,50.9179,50.6901,0.6081,53.36,3,0.3992,0.0023,0.0157,0.0067,0.0085,56.3913,0.0067,0.0067,0.0067,15000,15000,0.0013,3,0.0049,2.9894,0.4862,750,750,157,144,0.0803,143.676,3,42.6324,0.8357,143,143.503,155,61.3158,3.6823,0.559,0.6545,131,0.3772,0.3358,0.1875,0.2,0.2323,0.1602,0.0122,1.0846,0.3077,0.0005,0.1373
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S912111154-025.UNKNOWN.cnf,1,3984,3984,3917,3831.2857,3818,3758,3717,3717,0.0236,0,27.179,27.4074,0.0111,0,0.0224,29.2021,28.8643,0.52,30.7139,4,0.3203,0.0073,0.0043,0.0093,0.012,32.3801,0.0056,0.0056,0.0056,2343,2331,0.0027,4,0.0021,3.3198,0.3074,550,538,129,119,0.0579,118.524,4,27.179,0.6802,119,118.712,129,32.3801,2.7169,1,0.6968,108,0.4979,0.7054,0.4861,0,0.5649,0.3886,0.3169,0.9295,1,0,0.3857
SAT11/random/medium/unif-k3-r4.26-v800-c3408-S1831593686-090.SATISFIABLE.cnf,1,2669,2729,1032,1148.4545,887,738,605,679,0.0201,0.1001,26.8778,27.7637,0.0078,0.0353,0.5929,31.0105,30.2538,0.5364,32.1076,4.0205,0.2646,0.0056,0.0027,0.0064,0.01,38.6519,0.0039,0.0039,0.0038,3408,3387,0.0019,5,0.0015,3.3144,0.3045,800,780,184,172,0.1353,171.634,4,25.957,0.7207,171,171.458,184,41.0066,2.7246,0.9203,0.6668,160,0.4908,0.6964,0.5025,0,0.5717,0.3998,0.3258,0.853,0.75,0.0003,0.4034
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S261841674-082.SATISFIABLE.cnf,1,3951,3951,3938,3837.1429,3786,3780,3768,3768,0.026,0.0264,26.155,26.3118,0.012,0.0159,0.019,29.295,28.7884,0.5561,32.977,4.0041,0.3431,0.009,0.0047,0.0081,0.0132,34.0058,0.0061,0.0061,0.0061,2130,2115,0.0031,5,0.0024,3.2839,0.3218,500,493,121,110,0.0971,110.175,4,26.155,0.6404,110,110.279,120,34.0058,2.613,1,0.6314,100,0.5013,0.7181,0.4998,0,0.5909,0.3955,0.3601,0.9267,1,0.0005,0.3745
SAT11/random/large/unif-k7-r85-v250-c21250-S58287803-001-UNKNOWN.cnf,1,278,912,230,233.0357,204,174,147,156,0.0117,0,46.4756,47.6761,0.0117,0,0.6153,48.9031,48.598,0.7086,49.7262,2,1.1358,0.0025,0.0117,0.028,0.0312,52.7228,0.028,0.028,0.028,21250,21250,0.0017,2,0.0248,2.0886,0.6165,250,250,48,41,0.062,41.444,2,42.6609,0.9978,41,41.29,48,60.2039,4.3598,0.2467,0.3815,35,0.3101,0.1398,0.0619,0.1429,0.0904,0.0639,0.0003,1.5196,0.1303,0.001,0.0522
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1124205008-074.UNKNOWN.cnf,1,3764,3764,3652,3650.1429,3644,3615,3592,3592,0.0189,0.0821,32.1921,34.1192,0.0087,0.0313,0.0139,35.9252,34.7088,0.4857,39.4923,4.016,0.2721,0.0054,0.0034,0.0073,0.0098,40.7378,0.0044,0.0044,0.0044,2982,2969,0.0022,5,0.0017,3.3258,0.3053,700,688,164,152,0.0795,151.878,4,32.1921,0.684,152,151.795,163,40.7378,2.6789,1,0.666,141,0.4953,0.7069,0.4938,0,0.5653,0.3816,0.3542,0.868,1,0,0.3713
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S171669125-021.SATISFIABLE.cnf,1,3782,3782,3693,3590.375,3560,3518,3461,3461,0.0202,0.02,34.2001,34.9885,0.0089,0.0135,0.0286,36.8759,35.9634,0.5375,41.1594,4.0029,0.2824,0.0054,0.004,0.0073,0.0105,42.511,0.0044,0.0044,0.0044,2982,2964,0.0022,5,0.002,3.3716,0.3111,700,683,163,151,0.0808,150.998,4,34.2001,0.6895,151,150.785,162,42.511,2.6431,1,0.6228,139,0.4831,0.7214,0.4973,0,0.5848,0.4037,0.3471,0.8738,1,0.0003,0.4084
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1959079526-027.UNKNOWN.cnf,1,3997,3997,3979,3902.2857,3894,3860,3820,3820,0.0327,0,24.4832,25.2518,0.0137,0,0.0152,26.0064,25.991,0.6168,26.9597,4,0.3552,0.0084,0.0053,0.0115,0.0163,27.9095,0.007,0.007,0.0069,1917,1898,0.0034,4,0.0026,3.2931,0.3242,450,436,105,96,0.0408,96.1651,4,24.4832,0.7265,96,96.2159,105,27.9095,2.7126,1,0.6677,87,0.4944,0.7062,0.4953,0,0.5595,0.3785,0.371,0.947,1,0,0.3537
SAT11/random/large/unif-k3-r4.2-v50000-c210000-S537193780-078-UNKNOWN.cnf,1,6,13,4,3,2,1,1,1,0.0004,0,52,79,0.0001,0,0.7547,106.4023,96.8,0.2289,122.5,6,0.6837,0.0001,0,0.0001,0.0002,172.5,0.0001,0.0001,0.0001,210000,208561,0,6,0,3.3711,0.1936,49999,48706,10665,10665,0.4398,10665.7,6,26,0.7183,10597,10597,10597,252,2.7216,1,0.6569,10568,0.4947,0.7059,0.4932,0,0.571,0.3951,0.7705,1.1067,1,0,0.3892
SAT11/random/large/unif-k5-r20-v1500-c30000-S969405384-096-UNKNOWN.cnf,1,32,50,27,24.6639,24,21,16,18,0.0152,0,56.92,59.8571,0.0117,0,0.2429,65.8476,65.5,0.5636,71.2609,3,0.2716,0.0013,0.0084,0.0033,0.0044,76,0.0033,0.0033,0.0033,30000,30000,0.0006,3,0.0023,3.0397,0.466,1500,1500,306,286,0.121,287.024,3,47.6667,0.8333,288,286.809,306,93.8696,3.698,0.6644,0.6469,266,0.3762,0.3334,0.1882,0.2,0.2454,0.1673,0.0145,0.9843,0.4082,0.0003,0.1456
SAT11/random/medium/unif-k7-r89-v50-c4450-S1788358104-029.SATISFIABLE.cnf,1,4613,4613,4578,4574,4566,4561,4552,4552,0.011,0,19.6003,19.6852,0.011,0,0.0046,19.7337,19.6872,0.7732,19.8308,2,1.9409,0.0103,0.011,0.14,0.1508,19.8649,0.14,0.14,0.14,4450,4450,0.0082,2,0.1303,2.0427,0.7041,50,50,12,9,0.005,8.9255,2,19.6003,0.9902,9,8.9615,12,19.8649,3.652,0.1968,0.3063,6,0.3111,0.1296,0.0584,0.1429,0.0998,0.0739,0.0001,2.2062,0.1029,0.0058,0.0796
SAT11/random/medium/unif-k7-r89-v50-c4450-S321945897-005.UNKNOWN.cnf,1,4631,4631,4586,4572,4574,4557,4512,4512,0.011,0,19.6367,19.7299,0.011,0,0.0085,19.8742,19.7567,0.7737,19.9532,2,1.9455,0.0119,0.011,0.14,0.1494,20.2943,0.14,0.14,0.14,4450,4450,0.0089,2,0.1283,2.1202,0.7061,50,50,12,9,0.0118,8.8483,2,19.6367,0.9819,9,8.914,12,20.2943,3.482,0.2141,0.3829,6,0.3064,0.1563,0.0638,0.1429,0.1018,0.0728,0.0001,2.2235,0.1136,0.0058,0.0741
