@RELATION 'FEATURE_VALUES-SAT12-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 8'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE TRINARYp NUMERIC

@DATA
SAT_Competition2007/industrial/industrial/crypto/mizh-sha0-36-2.cnf,1,0.0805,0.1709,0.0043,0.0001,0.2106,0.8229,0.0944,0.5284
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-24.cnf,1,0.1576,0.2152,0.1393,0.0673,0.2965,1.8154,0.1464,0.7392
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/korf-18.cnf,1,0.0943,0.0371,0.8508,0.8183,0.1517,1.2868,0.7379,0.1793
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitssrl/countbitssrl016.cnf,1,0.3237,0.1991,0.1591,0.0929,0.2894,1.8955,0.9948,0.6642
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-13.cnf,1,0.1302,0.1918,0.1397,0.0245,0.2831,1.1386,0.1125,0.6138
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-11r1-k45.cnf,1,0.5033,0.1487,0.6154,0.2721,0.4517,3.3902,0.1562,0.7025
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-g10id.cnf,1,0.142,0.1309,0.6519,0.501,0.4582,2.8021,0.136,0.4469
SAT_Competition2011/SAT-Race-2010-CNF/cryptography/mizh/md5_48_3.cnf,1,0.0718,0.1696,0.0104,0.0001,0.1579,0.9718,0.0791,0.5407
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-15-5p0.cnf,1,0.555,0.1567,0.7127,0.2217,0.1509,2.9386,0.6617,0.8542
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/hard/sortnet-8-ipc5-h18-unsat.cnf,1,0.4074,0.0714,0.7815,0.3992,0.3646,3.8107,0.5474,0.5859
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-22-s100.cnf,1,0.6586,0.2406,0.8516,0.748,0.1713,2.3826,0.6645,0.9386
SAT_Competition2011/SAT04/industrial/vangelder/cnf-color/abb313GPIA-9-tr.used-as.sat04-321.cnf,1,0.8831,0.0267,0.6517,0.6114,1,0.7626,0.532,0.8831
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/c32sat/post-cbmc-aes-d-r2-noholes.cnf,1,0.0114,0.0192,0.0659,0.0199,0.5,2.6334,0.1442,0.0352
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/total-10-17-s.cnf,1,0.5573,0.1558,0.6198,0.185,0.2029,3.0933,0.6913,0.9264
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-06.cnf,1,0.143,0.2042,0.1557,0.0366,0.4123,1.4328,0.1522,0.6863
SAT_RACE2008/maris-s03-gripper11.cnf,1,0.9164,0.1185,0.7916,0.7337,0.3144,1.7838,0.6535,0.9225
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-32-s100.cnf,1,0.6535,0.2405,0.8499,0.7407,0.172,2.371,0.7086,0.9386
SAT_Competition2007/industrial/industrial/narain/clauses-2.cnf,1,0.5209,0.2107,0.6994,0.6344,0.2351,2.5689,0.7948,0.7464
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-g6bid.cnf,1,0.1463,0.1399,0.5964,0.343,0.4593,3.1643,0.2563,0.4688
SAT-Race-2010-CNF/mixed/bioinf/q_query_3_l45_lambda.cnf,1,0.186,0.1147,0.6827,0.4979,1,3.1514,0.4521,0.7569
SAT_Competition2011/SAT_RACE08/cnf/mizh-sha0-36-4.cnf,1,0.0806,0.171,0.0044,0.0001,0.2106,0.8222,0.1043,0.5286
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/uts/uts-l06-ipc5-h28-unknown.cnf,1,0.7343,0.0229,0.885,0.463,0.5,4.2573,0.9126,0.7969
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-c6nidw_i.cnf,1,0.127,0.1341,0.6132,0.4146,0.439,2.9405,0.1502,0.4697
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvtms14x8p1-tseitin.cnf,1,0.1765,0.1404,0.3712,0.1364,0.3234,2.536,0.6946,0.5855
SAT_Competition2011/SAT02/industrial/goldberg/rand_net/rand_net60-40-10.shuffled.cnf,1,0.5295,0.2678,0.5113,0.333,0.2866,2.502,0.9772,0.8528
SAT_Competition2011/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_19_UNKNOWN.cnf,1,0.0132,0.0056,0.6105,0.1773,0.5,2.3509,0.8036,0.9503
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c8_i.cnf,1,0.1588,0.148,0.5817,0.315,0.4342,3.3936,0.6418,0.5652
SAT_RACE2008/post-cbmc-zfcp-2.8-u2.cnf,1,?,?,?,?,?,?,?,?
SAT_RACE2006/SAT-Race_TS_2/een-pico-sr06-pr02-02.cnf,1,0.271,0.1569,0.545,0.31,0.7112,3.0422,0.2374,0.572
SAT-Race-2010-CNF/software-verification/nec/hard-9-U-10652.cnf,1,0.4535,0.1377,0.9938,0.7701,0.5,3.0671,0.5379,0.7789
SAT_RACE2006/SAT-Race-Benchmarks/mizh-sha0-35-2.cnf,1,0.0825,0.1719,0.006,0.0002,0.2106,0.8464,0.1123,0.5335
SAT_RACE2008/ibm-2004-23-k80.cnf,1,0.5303,0.1366,0.6204,0.3492,0.2818,3.6727,0.1204,0.6679
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UTI-20-5p0.cnf,1,0.5255,0.1474,0.7771,0.2486,0.088,2.8545,0.7229,0.867
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-04-k100.cnf,1,0.5792,0.1665,0.5312,0.2507,0.6708,3.2534,0.5932,0.7211
SAT_Competition2011/SAT_RACE06/velev-npe-1.0-9dlx-b71.cnf,1,0.8762,0.0604,0.9961,0.9904,0.5,3.7126,0.3993,0.9399
SAT_Competition2011/SAT04/industrial/velev/vliw_unsat_2.0/9dlx_vliw_at_b_iq9.used-as.sat04-719.cnf,1,0.9227,0.0418,0.999,0.9595,1,4.2401,0.6386,0.9438
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/maxxor/maxxor064.cnf,1,0.2608,0.2143,0.2633,0.1335,0.447,2.3703,0.816,0.8199
SAT_RACE2006/SAT-Race-Benchmarks/goldb-heqc-i8mul.cnf,1,0.2291,0.1575,0.7043,0.5724,0.3017,1.9511,0.3723,0.6944
SAT_RACE2008/velev-vliw-uns-2.0-iq2.cnf,1,0.88,0.0633,0.9346,0.7543,0.4806,4.0364,0.6613,0.923
SAT_RACE2006/SAT-Race-Benchmarks/mizh-sha0-35-4.cnf,1,0.0826,0.172,0.006,0.0002,0.2106,0.8469,0.1206,0.5337
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom24.cnf,1,0.1177,0.1803,0.1567,0.04,0.2404,2.2144,0.262,0.7204
SAT_Competition2011/SAT05/industrial/maris05/DriverLog/driverlog3_v01a.renamed-as.sat05-3963.cnf,1,0.7698,0.1235,0.8343,0.7472,0.2823,3.4393,0.979,0.8544
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-f7idw.cnf,1,0.1291,0.1264,0.6619,0.5458,0.4548,2.7419,0.0945,0.4442
SAT-Race-2010-CNF/software-verification/fuhs/AProVE09-20.cnf,1,0.1395,0.1894,0.2144,0.083,0.2521,3.0191,0.2666,0.7546
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/total-10-19-u.cnf,1,0.5464,0.1516,0.6143,0.1839,0.2143,3.1176,0.6849,0.9325
SAT_Competition2007/industrial/industrial/palacios/hard/sortnet-6-ipc5-h11-unsat.cnf,1,0.4644,0.0923,0.737,0.4176,0.2731,3.768,0.9062,0.6335
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-cha05-143.cnf,1,0.1361,0.1285,0.6469,0.4893,0.4672,2.8597,0.1714,0.4527
SAT_Competition2011/SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug5.cnf,1,0.6352,0.0363,0.9987,0.9749,0.5,4.1235,0.4533,0.9589
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitssrl/countbitssrl032.cnf,1,0.3246,0.1973,0.1417,0.093,0.2894,1.7671,0.9985,0.6687
SAT_Competition2007/industrial/industrial/babic/hsatv17/hsat_vc11935.cnf,1,?,?,?,?,?,?,?,?
SAT_Competition2011/SAT09/APPLICATIONS/c32sat/post-c32s-gcdm16-23.cnf,1,0.0741,0.1442,0.0632,0.0198,0.2556,1.6474,0.6645,0.543
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom17.cnf,1,0.134,0.1811,0.1572,0.0392,0.2404,2.2983,0.3278,0.7237
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-27-step13.cnf,1,0.9842,0.0404,0.9765,0.4989,0.5,3.1007,0.6393,0.9853
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/simon-s03-w08-15.cnf,1,0.5855,0.1764,0.6197,0.3249,0.4507,3.2044,0.2211,0.7669
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_13_UNKNOWN.cnf,1,0.0231,0.0098,0.3512,0.2364,0.2011,2.4324,0.8216,0.9298
SAT-Race-2010-CNF/hardware-verification/manolios/f7nidw.cnf,1,0.1277,0.1255,0.6556,0.5301,0.4512,2.8031,0.0894,0.4591
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-g10b.cnf,1,0.1406,0.1333,0.6003,0.4205,0.4563,3.0185,0.2498,0.526
SAT-Race-2010-CNF/mixed/grieu/vmpc_28.cnf,1,0.3925,0.0073,0.6918,0.6918,0,0.0178,0.9521,0.9995
SAT-Race-2010-CNF/software-verification/bitverif/countbitsarray02_32.cnf,1,0.3412,0.2222,0.1233,0.0369,0.286,1.7069,0.7274,0.6795
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/md5gen/gus-md5-04.cnf,1,0.0615,0.1744,0.0144,0.0014,0.2183,1.053,0.084,0.5546
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvrod6x8p1-tseitin.cnf,1,0.1486,0.1315,0.5357,0.3272,0.3215,2.7601,0.3992,0.5402
SAT_RACE2006/SAT-Race_TS_1/simon-mixed-s02bis-03.cnf,1,0.2505,0.2833,0.1916,0.1038,0.2072,1.0348,0.1468,0.9665
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.045-NOTKNOWN.cnf,1,0.9782,0.1539,0.9466,0.4072,0.5294,2.2997,0.69,0.9841
SAT-Race-2010-CNF/hardware-verification/velev/16pipe_16_ooo.cnf,1,0.9282,0.0123,1,0.9983,0.5,4.1932,0.4036,0.9813
SAT_Competition2009/APPLICATION/SAT07/industrial/jarvisalo/eq.atree.braun.12.unsat.cnf,1,0.217,0.241,0.1759,0.0982,0.3218,2.0475,0.9893,0.8775
SAT_RACE2008/ibm-2004-23-k100.cnf,1,0.5298,0.1364,0.6023,0.3385,0.2809,3.6888,0.2253,0.6673
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UTI-20-10p0.cnf,1,0.5243,0.1468,0.7926,0.3512,0.0861,2.9027,0.5008,0.8684
SAT_RACE2006/SAT-Race-Benchmarks/grieu-vmpc-s05-25.cnf,1,0.3917,0.0081,0.6928,0.6928,0,0.0335,0.9458,0.9993
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtviseisenberg2-tseitin.cnf,1,0.2783,0.1738,0.4565,0.2868,0.2115,2.8674,0.2194,0.6662
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-10-11-u.cnf,1,0.6423,0.1881,0.7498,0.2662,0.138,2.8699,0.7496,0.8639
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/korf-15.cnf,1,0.2501,0.1011,0.8121,0.8037,0.1732,1.5739,0.6684,0.4653
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_21_SAT.cnf,1,0.0125,0.0055,0.6139,0.1741,0.5,2.1905,0.7807,0.9549
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_22_SAT.cnf,1,0.0123,0.0054,0.6406,0.1641,0.5,2.2106,0.793,0.9569
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-21.cnf,1,0.2034,0.1833,0.166,0.0618,0.2681,1.7903,0.9517,0.576
SAT_Competition2007/industrial/industrial/grieu/vmpc_25.cnf,1,0.3917,0.0081,0.6928,0.6928,0,0.0335,0.9298,0.9993
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-12-step16.cnf,1,0.9636,0.0605,0.9018,0.3695,0.4918,3.0942,0.7575,0.9663
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l45_lambda.cnf,1,0.186,0.1147,0.6827,0.4979,1,3.1514,0.4932,0.7569
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/11pipe_11_ooo.cnf,1,0.8928,0.0187,1,0.9855,0.5,4.2103,0.3692,0.9716
SAT_RACE2006/SAT-Race_TS_1/velev-live-sat-1.0-01.cnf,1,0.8674,0.0607,0.9922,0.9398,0.5,3.9358,0.372,0.9257
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pathways-13-step17.cnf,1,0.9005,0.1563,0.8123,0.2212,0.5,2.83,0.7365,0.9644
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-19-s100.cnf,1,0.6614,0.2408,0.8535,0.7552,0.1729,2.3542,0.6058,0.9401
SAT_RACE2008/ibm-2004-29-k55.cnf,1,0.5343,0.1466,0.5438,0.1883,0.2987,3.3281,0.1886,0.7379
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.040-NOTKNOWN.cnf,1,0.9582,0.0726,0.924,0.9119,0.1731,1.9018,0.8495,0.9642
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-sat/partial-5-17-s.cnf,1,0.5856,0.1739,0.7541,0.2063,0.1312,2.821,0.3566,0.8711
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/velev-vliw-uns-4.0-9-i1.cnf,1,0.6001,0.0429,0.9969,0.835,0.5,4.0488,0.6032,0.953
SAT_Competition2007/industrial/industrial/palacios/medium/blocks-4-ipc5-h22-unknown.cnf,1,0.7681,0.0176,0.8347,0.3905,0.5,4.2037,0.7435,0.8058
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-c9.cnf,1,0.1605,0.1489,0.5839,0.3185,0.434,3.3994,0.7282,0.5778
SAT-Race-2010-CNF/cryptography/md5gen/gus-md5-09.cnf,1,0.0617,0.1747,0.0145,0.0015,0.2402,1.0554,0.0903,0.5562
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h35-unknown.cnf,1,0.631,0.0256,0.8287,0.4148,0.5,4.2501,0.6873,0.7228
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom19.cnf,1,0.1279,0.1806,0.1569,0.0394,0.2404,2.2716,0.3225,0.7225
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-pipe-o-uns-1.0-7.cnf,1,0.8385,0.0302,0.9967,0.8727,0.5,4.2533,0.5687,0.9559
SAT-Race-2010-CNF/hardware-verification/manolios/c7bidw_i.cnf,1,0.1229,0.1328,0.6206,0.4333,0.443,2.9052,0.1068,0.4693
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-f9b.cnf,1,0.1418,0.1291,0.6523,0.4807,0.4599,2.9372,0.3104,0.5104
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-g6bi.cnf,1,0.1486,0.145,0.6008,0.313,0.4567,3.2307,0.4337,0.5003
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-27-s100.cnf,1,0.6557,0.2406,0.8512,0.7476,0.1715,2.3427,0.6294,0.9402
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-02.cnf,1,0.1172,0.1932,0.0831,0.0122,0.2677,1.1657,0.125,0.6372
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-f6bi.cnf,1,0.1357,0.1325,0.6133,0.3871,0.4543,3.1591,0.2863,0.4896
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.040-NOTKNOWN.cnf,1,0.9911,0.1425,0.9444,0.6155,0.6587,1.2721,0.5749,0.9912
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-25.cnf,1,0.158,0.206,0.184,0.0836,0.2759,2.2136,0.2251,0.7276
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-c9nidw_s.cnf,1,0.1254,0.1252,0.6551,0.5446,0.4583,2.6349,0.0904,0.4497
SAT_RACE2008/velev-npe-1.0-9dlx-b71.cnf,1,0.8762,0.0604,0.9961,0.9904,0.5,3.7126,0.2595,0.9399
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-10-5p0.cnf,1,0.6068,0.1649,0.6737,0.2505,0.1556,2.8283,0.672,0.8503
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitsarray/countbitsarray32_32.cnf,1,0.3401,0.2239,0.1208,0.0389,0.286,1.6701,0.0985,0.6855
SAT_Competition2011/SAT_RACE08/Q1/SAT_dat.k80_04.cnf,1,0.5867,0.1615,0.5473,0.2418,0.734,3.3371,0.6322,0.7264
SAT-Race-2010-CNF/mixed/anbulagan/dated-5-13-u.cnf,1,0.6153,0.178,0.6568,0.2448,0.2053,3.0829,0.6451,0.892
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l05-ipc5-h26-unsat.cnf,1,0.6512,0.0309,0.8387,0.4232,0.5,4.2307,0.7065,0.7386
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pathways-17-step21.cnf,1,0.8949,0.1503,0.8313,0.2508,0.5,3.0324,0.6766,0.9609
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtpmspalu-tseitin.cnf,1,0.1742,0.1644,0.3256,0.1779,0.2541,2.6693,0.1986,0.5903
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-f6i.cnf,1,0.1406,0.1337,0.6039,0.3649,0.4462,3.1477,0.3214,0.4884
SAT_Competition2011/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq7.cnf,1,0.9225,0.0443,0.9985,0.95,0.5,4.2244,0.2919,0.9442
SAT-Race-2010-CNF/hardware-verification/manolios/c9b_i.cnf,1,0.1224,0.1415,0.5979,0.2834,0.4343,3.0642,0.3108,0.5613
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c10id_s.cnf,1,0.122,0.1336,0.647,0.4822,0.4523,2.7777,0.1656,0.4533
SAT_Competition2007/industrial/industrial/crypto/mizh-md5-48-5.cnf,1,0.072,0.1696,0.0103,0.0001,0.1579,0.9694,0.0857,0.5407
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/ACG-20-10p1.cnf,1,0.6068,0.2092,0.3573,0.1477,0.0865,2.2905,0.7809,0.8893
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/goldb-heqc-alu4mul.cnf,1,0.2303,0.1549,0.6913,0.483,0.3006,2.0429,0.73,0.6927
SAT_Competition2007/industrial/industrial/anbulagan/diag-sat/dated-5-15-s.cnf,1,0.5836,0.1674,0.6295,0.2201,0.2022,3.1086,0.6502,0.9052
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-servers_slapd_a_vc149789-tseitin.cnf,1,0.2762,0.2402,0.1051,0.0773,0.9999,1.6253,0.0396,0.8859
SAT_RACE2008/ibm-2004-01-k90.cnf,1,0.5476,0.1645,0.5719,0.2577,0.2337,3.0442,0.1706,0.7126
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bc57sensorsp1-tseitin.cnf,1,0.1969,0.2186,0.2166,0.1584,0.9998,2.897,0.2992,0.767
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/mizh-sha0-36-3.cnf,1,0.0806,0.171,0.0044,0.0001,0.2106,0.8225,0.1011,0.5284
SAT_Competition2007/industrial/industrial/palacios/medium/blocks-4-ipc5-h21-unknown.cnf,1,0.7799,0.0171,0.8382,0.3999,0.5,4.2176,0.7548,0.8155
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/c32sat/post-cbmc-aes-ele-noholes.cnf,1,0.0158,0.0228,0.0551,0.0165,0.4994,2.2611,0.1518,0.0607
SAT_Competition2011/SAT05/industrial/grieu05/vmpc/vmpc_35.renamed-as.sat05-1921.cnf,1,0.3938,0.0058,0.6918,0.6918,0,0.2847,0.9269,0.9997
SAT_RACE2008/post-c32s-gcdm16-23.cnf,1,0.0741,0.1442,0.0632,0.0198,0.2556,1.6474,0.6701,0.543
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-uns-1.0-14.cnf,1,0.8596,0.0753,0.873,0.7259,0.4772,3.8605,0.9329,0.8906
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E07N15.cnf,1,?,?,?,?,?,?,?,?
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/vange-col-abb313GPIA-9-c.cnf,1,0.0097,0.013,0.1973,0.1964,1,1.3217,0.047,0.0098
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc1081.cnf,1,?,?,?,?,?,?,?,?
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-sat-1.1-01.cnf,1,0.8293,0.0178,0.9995,0.7692,0.5,4.0371,0.271,0.9406
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-31-s100.cnf,1,0.6535,0.2405,0.85,0.741,0.172,2.3683,0.6483,0.9387
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-22.cnf,1,0.1532,0.2085,0.1538,0.0731,0.2531,2.1136,0.3207,0.7315
SAT_Competition2009/APPLICATION/SAT_RACE06/een-tip-uns-nusmv-t5.B.cnf,1,0.3102,0.2017,0.4213,0.2144,1,3.3025,0.6036,0.697
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-g8n.cnf,1,0.1455,0.1376,0.5911,0.3357,0.4562,3.177,0.3792,0.5327
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_2_keyfind_1.cnf,1,0.0223,0.2081,0.0253,0.0028,0.135,1.793,0.7208,0.5028
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/dated-5-15-u.cnf,1,0.5939,0.1704,0.6354,0.2231,0.2023,3.1086,0.7536,0.9031
SAT-Race-2010-CNF/software-verification/babic/itox_vc1138.cnf,1,0.093,0.2103,0.156,0.1488,1,1.7663,0.15,0.8329
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top25.cnf,1,0.1489,0.1962,0.5502,0.1545,0.2432,2.0728,0.2904,0.8351
SAT-Race-2010-CNF/hardware-verification/manolios/f7idw.cnf,1,0.1291,0.1264,0.6619,0.5458,0.4548,2.7419,0.117,0.4442
SAT-Race-2010-CNF/hardware-verification/manolios/c7n.cnf,1,0.145,0.1427,0.5921,0.2638,0.4329,3.2379,0.5574,0.559
SAT_RACE2008/mizh-md5-47-5.cnf,1,0.0724,0.17,0.0107,0.0001,0.1579,0.9786,0.099,0.5427
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E05F20.cnf,1,0.0489,0.019,0.9504,0.8557,0.5,1.2135,0.5869,0.094
SAT_Competition2007/industrial/industrial/babic/hsatv17/hsat_vc12016.cnf,1,?,?,?,?,?,?,?,?
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l43_lambda.cnf,1,0.1891,0.1153,0.6824,0.494,1,3.1553,0.4823,0.7556
SAT-Race-2010-CNF/hardware-verification/manolios/c8idw_s.cnf,1,0.1211,0.1373,0.6209,0.4461,0.4619,2.8856,0.1566,0.466
SAT_RACE2008/manol-pipe-g8nidw.cnf,1,0.139,0.1314,0.6232,0.4457,0.4612,2.88,0.1707,0.4748
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc1130.cnf,1,0.0928,0.2099,0.156,0.1488,1,1.783,0.1423,0.8308
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UTI-20-10p0.cnf,1,0.5243,0.1468,0.7926,0.3512,0.0861,2.9027,0.5855,0.8684
SAT_Competition2011/SAT05/industrial/grieu05/vmpc/vmpc_25.renamed-as.sat05-1913.cnf,1,0.3917,0.0081,0.6928,0.6928,0,0.0335,0.9375,0.9993
SAT_Competition2011/SAT07/industrial/anbulagan/hard-unsat/dated-10-17-u.cnf,1,0.5673,0.1586,0.6145,0.1975,0.1922,3.1308,0.6988,0.9277
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc1216.cnf,1,?,?,?,?,?,?,?,?
SAT-Race-2010-CNF/mixed/bioinf/ndhf_xits_13_UNSAT.cnf,1,0.0157,0.0063,0.5049,0.3663,0.1871,2.5287,0.8201,0.9291
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-1.0-09.cnf,1,0.9262,0.0121,1,0.9978,0.5,4.2466,0.5044,0.976
SAT_RACE2006/SAT-Race_TS_2/aloul-sr06-chnl10-13.cnf,1,0.9,0.15,0.8422,0.8422,0.1947,0,0.9043,0.9
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/mulhs/mulhs016.cnf,1,0.3399,0.2468,0.1062,0.0794,0.2792,1.8815,0.6568,0.8689
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_30.cnf,1,0.3929,0.0068,0.6916,0.6916,0,0.3102,0.9296,0.9995
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-11-s.cnf,1,0.6328,0.1854,0.7424,0.2576,0.1379,2.8578,0.6125,0.8666
SAT_Competition2011/SAT03/industrial/simon/sat02/6pipe_6_ooo.shuffled-as.sat03-413.cnf,1,0.8552,0.0269,0.7346,0.4699,0.5,4.3219,0.5729,0.9576
