@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE d_ratio_array_cons NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE c_ent_domdeg_cons NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE gr_ent_deg_vg NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE gr_ent_deg_cg NUMERIC
@ATTRIBUTE dy_props NUMERIC
@ATTRIBUTE gr_ent_diam_vg NUMERIC
@ATTRIBUTE v_ent_domdeg_vars NUMERIC
@ATTRIBUTE gr_ent_clust_cg NUMERIC
@ATTRIBUTE gr_max_clust_cg NUMERIC
@ATTRIBUTE v_cv_deg_vars NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC
@ATTRIBUTE d_array_cons NUMERIC
@ATTRIBUTE o_de_di NUMERIC
@ATTRIBUTE v_ent_dom_vars NUMERIC
@ATTRIBUTE dy_tot_time NUMERIC
@ATTRIBUTE gr_cv_deg_vg NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE v_logprod_deg_vars NUMERIC
@ATTRIBUTE v_max_dom_vars NUMERIC
@ATTRIBUTE gr_avg_clust_cg NUMERIC
@ATTRIBUTE gr_cv_diam_vg NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE v_cv_domdeg_vars NUMERIC
@ATTRIBUTE v_max_domdeg_vars NUMERIC
@ATTRIBUTE dy_fzn_time NUMERIC

@DATA
normalized-t3002-11tsp11-1900564281.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.400655,0.998364,1,0.41767,17472580,0.851356,0,0.272603,0,0.327753,0.064182,0,1,0,5.24,0.377997,2,1165.942812,2,0.416845,0.058128,0,0,0.338325,0.086957,0.51
normalized-t3002-11tsp11-1900669797.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.400655,0.998364,1,0.41767,17178434,0.851356,0,0.272603,0,0.327753,0.064182,0,1,0,5.28,0.377997,2,1165.942812,2,0.416845,0.058128,0,0,0.338325,0.086957,0.53
normalized-t3002-11tsp11-1900670167.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.400655,0.998364,1,0.41767,17065259,0.851356,0,0.272603,0,0.327753,0.064182,0,1,0,5.29,0.377997,2,1165.942812,2,0.416845,0.058128,0,0,0.338325,0.086957,0.53
normalized-t3002-11tsp11-1900670234.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.400655,0.998364,1,0.41767,16964120,0.851356,0,0.272603,0,0.327753,0.064182,0,1,0,5.26,0.377997,2,1165.942812,2,0.416845,0.058128,0,0,0.338325,0.086957,0.5
normalized-t3002-11tsp11-1900573137.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.400655,0.998364,1,0.41767,16936075,0.851356,0,0.272603,0,0.327753,0.064182,0,1,0,5.29,0.377997,2,1165.942812,2,0.416845,0.058128,0,0,0.338325,0.086957,0.54
normalized-t3002-11tsp11-1900582300.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.400655,0.998364,1,0.41767,17260574,0.851356,0,0.272603,0,0.327753,0.064182,0,1,0,5.28,0.377997,2,1165.942812,2,0.416845,0.058128,0,0,0.338325,0.086957,0.53
normalized-will199GPIA-6.xml.mzn_AND_NODATA,1,1,0,1,0,2.584963,0,0,4.335443,2.584963,5.558051,2400978,4.307336,0.506079,0.972164,0,0.373967,0.356058,0,1,0,4.99,0.373967,6,2926.807089,6,0.512332,0.516954,-1,0,0.445506,3,0.83
normalized-zeroin-i-1-10.xml.mzn_AND_NODATA,1,1,0,1,0,3.321928,0,0,4.049477,3.321928,6.414537,3295933,1.258615,3.554572,-1,-1,0.996281,0.109716,0,1,0,6.46,0.996281,10,742.194051,10,-1,0.832507,0,0,0.966137,0.357143,0.37
normalized-ws97-5.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.654001,1.909202,0.999835,1.2798,2572142,1.162715,0.861342,0,0,0.119518,0.471885,0,1,0.072867,2.88,0.042838,1.99118,1885.482024,2,0.383301,0.202503,0.001119,0.046958,0.100331,0.5,0.37
normalized-zeroin-i-1-15.xml.mzn_AND_NODATA,1,1,0,1,0,3.906891,0,0,4.049477,3.906891,6.414537,3855815,1.258615,3.651506,-1,-1,0.996281,0.164574,0,1,0,6.45,0.996281,15,742.194051,15,-1,0.832507,0,0,0.966137,0.535714,0.36
normalized-zeroin-i-1-20.xml.mzn_AND_NODATA,1,1,0,1,0,4.321928,0,0,4.049477,4.321928,6.414537,4098647,1.258615,3.942737,-1,-1,0.996281,0.219433,0,1,0,6.46,0.996281,20,742.194051,20,-1,0.832507,0,0,0.966137,0.714286,0.38
normalized-rand-2-50-23-587-230-fcd-33_ext.xml.mzn_AND_NODATA,1,0.017567,0.982265,0.041667,0.958333,4.523562,0.129897,0.129897,6.593566,1.031541,-1,-1,4.249821,0.249882,-1,-1,0.276803,0.058848,64303,1,0.249882,661.25,0.276803,2.875,8025.456563,23,-1,0.289126,0.228621,1.459601,3.273624,1,654.79
normalized-zeroin-i-1-25.xml.mzn_AND_NODATA,1,1,0,1,0,4.643856,0,0,4.049477,4.643856,6.414537,3844635,1.258615,4.15162,-1,-1,0.996281,0.274291,0,1,0,6.46,0.996281,25,742.194051,25,-1,0.832507,0,0,0.966137,0.892857,0.37
normalized-t3002-11tsp11-1900584219.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.400655,0.998364,1,0.41767,17055747,0.851356,0,0.272603,0,0.327753,0.064182,0,1,0,5.25,0.377997,2,1165.942812,2,0.416845,0.058128,0,0,0.338325,0.086957,0.53
normalized-zeroin-i-1-45.xml.mzn_AND_NODATA,1,1,0,1,0,5.491853,0,0,4.049477,5.491853,6.414537,6401501,1.258615,4.181951,-1,-1,0.996281,0.493723,0,1,0,6.47,0.996281,45,742.194051,45,-1,0.832507,-1,0,0.966137,1.607143,0.38
normalized-zeroin-i-1-46.xml.mzn_AND_NODATA,1,1,0,1,0,5.523562,0,0,4.049477,5.523562,6.414537,3235305,1.258615,4.176833,-1,-1,0.996281,0.504695,0,1,0,6.45,0.996281,46,742.194051,46,-1,0.832507,0,0,0.966137,1.642857,0.37
normalized-super-js-taillard-20-22.xml.mzn_AND_NODATA,1,0.68103,0.31897,0.033898,0.966102,10.591522,1.17606,8.882592,0.263376,5.441614,-1,20644260,0.21358,0.319707,-1,-1,2.820058,1.860171,11400,1,0.457839,165.77,2.79069,50.482881,27476.093076,1543,-1,0.061012,0.570672,5.130924,2.615146,38.575,57.87
normalized-t3002-11tsp11-1900570242.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.400655,0.998364,1,0.41767,17450527,0.851356,0,0.272603,0,0.327753,0.064182,0,1,0,5.27,0.377997,2,1165.942812,2,0.416845,0.058128,0,0,0.338325,0.086957,0.54
normalized-t3002-11tsp11-1900573901.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.400655,0.998364,1,0.41767,17066285,0.851356,0,0.272603,0,0.327753,0.064182,0,1,0,5.27,0.377997,2,1165.942812,2,0.416845,0.058128,0,0,0.338325,0.086957,0.54
normalized-t3002-11tsp11-1900571761.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.400655,0.998364,1,0.41767,17214332,0.851356,0,0.272603,0,0.327753,0.064182,0,1,0,5.25,0.377997,2,1165.942812,2,0.416845,0.058128,0,0,0.338325,0.086957,0.53
normalized-t3002-11tsp11-1900567985.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.400655,0.998364,1,0.41767,16804732,0.851356,0,0.272603,0,0.327753,0.064182,0,1,0,5.26,0.377997,2,1165.942812,2,0.416845,0.058128,0,0,0.338325,0.086957,0.54
normalized-super-js-taillard-20-18.xml.mzn_AND_NODATA,1,0.68103,0.31897,0.033898,0.966102,10.742309,1.138414,8.894397,0.263376,5.516602,-1,11665241,0.21358,0.320061,-1,-1,2.820058,1.964953,11400,1,0.457777,167.46,2.79069,56.173305,27476.093076,1713,-1,0.061012,0.572417,5.151666,2.7756,42.825,59.37
normalized-will199GPIA-5.xml.mzn_AND_NODATA,1,1,0,1,0,2.321928,0,0,4.335443,2.321928,5.558051,2531871,4.307336,0.123411,0.972164,0,0.373967,0.296715,0,1,0,4.77,0.373967,5,2926.807089,5,0.512332,0.516954,0.000001,0,0.445506,2.5,0.78
normalized-zeroin-i-2-10.xml.mzn_AND_NODATA,1,1,0,1,0,3.321928,0,0,4.419917,3.321928,6.653259,5184621,1.526032,2.616054,-1,-1,1.082359,0.229764,0,1,0,6.38,1.082359,10,816.799342,10,-1,0.606103,0,0,0.758133,0.588235,0.3
normalized-zeroin-i-2-15.xml.mzn_AND_NODATA,1,1,0,1,0,3.906891,0,0,4.419917,3.906891,6.653259,6344363,1.526032,3.03374,-1,-1,1.082359,0.344645,0,1,0,6.37,1.082359,15,816.799342,15,-1,0.606103,0,0,0.758133,0.882353,0.29
normalized-zeroin-i-2-20.xml.mzn_AND_NODATA,1,1,0,1,0,4.321928,0,0,4.419917,4.321928,6.653259,6236739,1.526032,2.871337,-1,-1,1.082359,0.459527,0,1,0,6.4,1.082359,20,816.799342,20,-1,0.606103,0,0,0.758133,1.176471,0.31
normalized-super-js-taillard-20-17.xml.mzn_AND_NODATA,1,0.68103,0.31897,0.033898,0.966102,10.801708,1.404383,8.874685,0.263376,5.546408,-1,9602323,0.21358,0.318273,-1,-1,2.820058,2.00988,11400,1,0.458238,167.69,2.79069,58.613559,27476.093076,1785,-1,0.061012,0.573098,5.159135,2.839147,44.325,59.68
normalized-zeroin-i-2-28.xml.mzn_AND_NODATA,1,1,0,1,0,4.807355,0,0,4.419917,4.807355,6.653259,2484999,1.526032,3.037172,-1,-1,1.082359,0.643338,0,1,0,6.38,1.082359,28,816.799342,28,-1,0.606103,0,0,0.758133,1.647059,0.3
normalized-zeroin-i-2-29.xml.mzn_AND_NODATA,1,1,0,1,0,4.857981,0,0,4.419917,4.857981,6.653259,2554472,1.526032,3.084903,-1,-1,1.082359,0.666315,0,1,0,6.39,1.082359,29,816.799342,29,-1,0.606103,-1,0,0.758133,1.705882,0.3
normalized-zeroin-i-3-10.xml.mzn_AND_NODATA,1,1,0,1,0,3.321928,0,0,4.47586,3.321928,6.651006,5229967,1.514093,2.457546,-1,-1,1.058662,0.235456,0,1,0,6.4,1.058662,10,816.699806,10,-1,0.578756,0,0,0.733062,0.588235,0.31
normalized-zeroin-i-1-48.xml.mzn_AND_NODATA,1,1,0,1,0,5.584963,0,0,4.049477,5.584963,6.414537,2586863,1.258615,4.238175,-1,-1,0.996281,0.526638,0,1,0,6.48,0.996281,48,742.194051,48,-1,0.832507,-1,0,0.966137,1.714286,0.37
normalized-zeroin-i-3-15.xml.mzn_AND_NODATA,1,1,0,1,0,3.906891,0,0,4.47586,3.906891,6.651006,6364018,1.514093,2.88537,-1,-1,1.058662,0.353184,0,1,0,6.39,1.058662,15,816.699806,15,-1,0.578756,0,0,0.733062,0.882353,0.3
normalized-t3002-11tsp11-1900670675.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.400655,0.998364,1,0.41767,16783437,0.851356,0,0.272603,0,0.327753,0.064182,0,1,0,5.27,0.377997,2,1165.942812,2,0.416845,0.058128,0,0,0.338325,0.086957,0.53
normalized-zeroin-i-2-25.xml.mzn_AND_NODATA,1,1,0,1,0,4.643856,0,0,4.419917,4.643856,6.653259,6857462,1.526032,2.796671,-1,-1,1.082359,0.574409,0,1,0,6.38,1.082359,25,816.799342,25,-1,0.606103,0,0,0.758133,1.470588,0.3
normalized-zeroin-i-3-27.xml.mzn_AND_NODATA,1,1,0,1,0,4.754888,0,0,4.47586,4.754888,6.651006,2831347,1.514093,2.888886,-1,-1,1.058662,0.635731,0,1,0,6.38,1.058662,27,816.699806,27,-1,0.578756,-1,0,0.733062,1.588235,0.3
normalized-zeroin-i-3-28.xml.mzn_AND_NODATA,1,1,0,1,0,4.807355,0,0,4.47586,4.807355,6.651006,2506487,1.514093,2.888886,-1,-1,1.058662,0.659277,0,1,0,6.38,1.058662,28,816.699806,28,-1,0.578756,0,0,0.733062,1.647059,0.3
normalized-zeroin-i-3-29.xml.mzn_AND_NODATA,1,1,0,1,0,4.857981,0,0,4.47586,4.857981,6.651006,2537726,1.514093,2.937775,-1,-1,1.058662,0.682822,0,1,0,6.39,1.058662,29,816.699806,29,-1,0.578756,-1,0,0.733062,1.705882,0.3
normalized-zeroin-i-2-27.xml.mzn_AND_NODATA,1,1,0,1,0,4.754888,0,0,4.419917,4.754888,6.653259,2813288,1.526032,3.037172,-1,-1,1.082359,0.620362,0,1,0,6.4,1.082359,27,816.799342,27,-1,0.606103,-1,0,0.758133,1.588235,0.31
normalized-zeroin-i-1-30.xml.mzn_AND_NODATA,1,1,0,1,0,4.906891,0,0,4.049477,4.906891,6.414537,5016349,1.258615,4.123638,-1,-1,0.996281,0.329149,0,1,0,6.46,0.996281,30,742.194051,30,-1,0.832507,0,0,0.966137,1.071429,0.38
normalized-zeroin-i-3-20.xml.mzn_AND_NODATA,1,1,0,1,0,4.321928,0,0,4.47586,4.321928,6.651006,6313255,1.514093,2.719026,-1,-1,1.058662,0.470912,0,1,0,6.38,1.058662,20,816.699806,20,-1,0.578756,0,0,0.733062,1.176471,0.3
normalized-t3002-11tsp11-1900558106.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.400655,0.998364,1,0.41767,17843756,0.851356,0,0.272603,0,0.327753,0.064182,0,1,0,5.26,0.377997,2,1165.942812,2,0.416845,0.058128,0,0,0.338325,0.086957,0.53
black-hole/black-hole.mzn_AND_black-hole/14.dzn,1,0.402299,0,1,0,5.70044,0,0.180895,0,5.70044,1.060069,1270342,0,0.993975,0.090544,1,0.188496,20.583333,0,0,0,2.08,0,52,142.77745,52,0.797149,0,0,0,0.249013,52,0
normalized-zeroin-i-1-47.xml.mzn_AND_NODATA,1,1,0,1,0,5.554589,0,0,4.049477,5.554589,6.414537,2794705,1.258615,4.193251,-1,-1,0.996281,0.515666,0,1,0,6.47,0.996281,47,742.194051,47,-1,0.832507,-1,0,0.966137,1.678571,0.38
normalized-zeroin-i-3-25.xml.mzn_AND_NODATA,1,1,0,1,0,4.643856,0,0,4.47586,4.643856,6.651006,6888030,1.514093,2.642548,-1,-1,1.058662,0.58864,0,1,0,6.38,1.058662,25,816.699806,25,-1,0.578756,0,0,0.733062,1.470588,0.3
normalized-rand-2-50-23-587-230-fcd-38_ext.xml.mzn_AND_NODATA,1,0.017804,0.981995,0.041667,0.958333,4.523562,0.131682,0.131682,6.57544,1.032076,-1,20836867,4.071708,0.249882,-1,-1,0.275897,0.059097,63430,1,0.249882,638.13,0.275897,2.875,8000.165527,23,-1,0.206226,0.230779,1.459601,3.248568,1,631.07
normalized-zeroin-i-1-35.xml.mzn_AND_NODATA,1,1,0,1,0,5.129283,0,0,4.049477,5.129283,6.414537,5485982,1.258615,4.119971,-1,-1,0.996281,0.384007,0,1,0,6.49,0.996281,35,742.194051,35,-1,0.832507,0,0,0.966137,1.25,0.39
black-hole/black-hole.mzn_AND_black-hole/2.dzn,1,0.402299,0,1,0,5.70044,0,0.180895,0,5.70044,1.060069,1465151,0,0.993975,0.090544,1,0.188496,20.583333,0,0,0,2.09,0,52,142.77745,52,0.797149,0,0,0,0.249013,52,0.01
normalized-super-os-taillard-15-10.xml.mzn_AND_NODATA,1,0.669291,0.330709,0.023256,0.976744,9.868823,0.977409,8.153439,0.182606,4.945644,-1,1799536,0.15935,0.200211,-1,-1,3.363165,1.248794,9450,1,0.304828,111.28,3.357693,22.568475,21746.94052,935,-1,0.050631,0.563245,5.909421,1.375036,16.403509,38.53
black-hole/black-hole.mzn_AND_black-hole/20.dzn,1,0.402299,0,1,0,5.70044,0,0.180895,0,5.70044,1.060069,1998587,0,0.993975,0.090544,1,0.188496,20.583333,0,0,0,2.08,0,52,142.77745,52,0.797149,0,0,0,0.249013,52,0.01
normalized-zeroin-i-1-40.xml.mzn_AND_NODATA,1,1,0,1,0,5.321928,0,0,4.049477,5.321928,6.414537,6530307,1.258615,4.111932,-1,-1,0.996281,0.438865,0,1,0,6.46,0.996281,40,742.194051,40,-1,0.832507,0,0,0.966137,1.428571,0.38
black-hole/black-hole.mzn_AND_black-hole/16.dzn,1,0.402299,0,1,0,5.70044,0,0.180895,0,5.70044,1.060069,2087155,0,0.993975,0.090544,1,0.188496,20.583333,0,0,0,2.09,0,52,142.77745,52,0.797149,0,0,0,0.249013,52,0.01
normalized-vdw-k6-l3-n170.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.037244,4.80051,1,-1,6684706,1.010383,0,-1,-1,0.193194,0.016379,0,1,0,20.85,0.079462,2,7100.021327,2,-1,0.028526,0,0,0.202557,0.023529,13.78
normalized-super-os-taillard-15-12.xml.mzn_AND_NODATA,1,0.669291,0.330709,0.023256,0.976744,9.97298,0.977409,8.149712,0.182606,4.993899,-1,2115253,0.15935,0.208194,-1,-1,3.363165,1.26982,9450,1,0.304184,111.27,3.357693,24.161757,21746.94052,1005,-1,0.050631,0.564622,5.946845,1.465266,17.631579,38.38
black-hole/black-hole.mzn_AND_black-hole/9.dzn,1,0.402299,0,1,0,5.70044,0,0.180895,0,5.70044,1.060069,1562348,0,0.993975,0.090544,1,0.188496,20.583333,0,0,0,2.08,0,52,142.77745,52,0.797149,0,0,0,0.249013,52,0
normalized-super-os-taillard-15-14.xml.mzn_AND_NODATA,1,0.669291,0.330709,0.023256,0.976744,9.95565,0.977409,8.210778,0.182606,4.986779,-1,3422065,0.15935,0.204891,-1,-1,3.363165,1.266624,9450,1,0.306565,111.84,3.357693,23.919587,21746.94052,993,-1,0.050631,0.564421,5.941603,1.451779,17.421053,38.66
black-hole/black-hole.mzn_AND_black-hole/15.dzn,1,0.402299,0,1,0,5.70044,0,0.180895,0,5.70044,1.060069,1878983,0,0.993975,0.090544,1,0.188496,20.583333,0,0,0,2.09,0,52,142.77745,52,0.797149,0,0,0,0.249013,52,0.01
black-hole/black-hole.mzn_AND_black-hole/4.dzn,1,0.402299,0,1,0,5.70044,0,0.180895,0,5.70044,1.060069,1073867,0,0.993975,0.090544,1,0.188496,20.583333,0,0,0,2.08,0,52,142.77745,52,0.797149,0,0,0,0.249013,52,0.01
black-hole/black-hole.mzn_AND_black-hole/11.dzn,1,0.402299,0,1,0,5.70044,0,0.180895,0,5.70044,1.060069,1968459,0,0.993975,0.090544,1,0.188496,20.583333,0,0,0,2.09,0,52,142.77745,52,0.797149,0,0,0,0.249013,52,0
cars/cars.mzn_AND_cars/cars_6_76.dzn,1,0.654076,0.331345,1,0,5.593676,1.584369,2.163755,2.141918,3.521488,2.637445,2471824,4.708219,1.483294,0.974478,0,1.291538,24.38462,500,0,1.348588,2.71,2.196466,51.090909,2030.415588,106,0.618978,1.031474,0.533258,0.986991,1.071269,53,0.14
black-hole/black-hole.mzn_AND_black-hole/19.dzn,1,0.402299,0,1,0,5.70044,0,0.180895,0,5.70044,1.060069,1332107,0,0.993975,0.090544,1,0.188496,20.583333,0,0,0,2.09,0,52,142.77745,52,0.797149,0,0,0,0.249013,52,0
cars/cars.mzn_AND_cars/cars_36_92.dzn,1,0.654076,0.331345,1,0,5.593676,1.584369,2.163755,2.141918,3.521488,2.637445,2506121,4.708219,1.483294,0.974478,0,1.291538,24.38462,500,0,1.348588,2.7,2.196466,51.090909,2030.415588,106,0.618978,1.031474,0.533258,0.986991,1.071269,53,0.14
cars/cars.mzn_AND_cars/cars_41_66.dzn,1,0.655378,0.332005,1,0,5.377861,1.584469,2.155711,2.141918,3.408758,2.630345,2860907,4.708219,1.483294,0.973826,0,1.196318,20.973424,500,0,1.348588,2.66,2.196466,44,2013.423088,91,0.616834,1.031474,0.525764,0.980894,1.06754,45.5,0.15
normalized-super-os-taillard-15-18.xml.mzn_AND_NODATA,1,0.669291,0.330709,0.023256,0.976744,9.909893,0.977409,8.124237,0.182606,4.965903,-1,2331332,0.15935,0.199632,-1,-1,3.363165,1.257434,9450,1,0.304041,111.18,3.357693,23.223152,21746.94052,962,-1,0.050631,0.563826,5.925473,1.41249,16.877193,38.47
black-hole/black-hole.mzn_AND_black-hole/18.dzn,1,0.402299,0,1,0,5.70044,0,0.180895,0,5.70044,1.060069,1839087,0,0.993975,0.090544,1,0.188496,20.583333,0,0,0,2.09,0,52,142.77745,52,0.797149,0,0,0,0.249013,52,0.01
cars/cars.mzn_AND_cars/cars_85_02.dzn,1,0.659476,0.331895,1,0,5.83886,1.642821,2.141897,2.098658,3.629841,2.552135,2177619,5.252927,1.489286,0.973195,0,1.398891,28.928489,1000,0,1.348588,4.63,2.585898,60.545455,4121.25485,126,0.626999,1.157392,0.546684,0.9929,1.075175,63,0.28
normalized-super-os-taillard-15-13.xml.mzn_AND_NODATA,1,0.669291,0.330709,0.023256,0.976744,9.882643,0.977409,8.181238,0.182606,4.953428,-1,2530507,0.15935,0.197303,-1,-1,3.363165,1.252079,9450,1,0.305308,112.41,3.357693,22.817364,21746.94052,944,-1,0.050631,0.563468,5.915568,1.389318,16.561404,38.74
normalized-super-os-taillard-15-17.xml.mzn_AND_NODATA,1,0.669291,0.330709,0.023256,0.976744,9.933691,0.977409,8.180986,0.182606,4.976584,-1,3494709,0.15935,0.203646,-1,-1,3.363165,1.262108,9450,1,0.305185,112.09,3.357693,23.577364,21746.94052,978,-1,0.050631,0.564132,5.933994,1.4326,17.157895,38.7
cars/cars.mzn_AND_cars/cars_19_71.dzn,1,0.653642,0.331126,1,0,5.658989,1.674469,2.16634,2.141918,3.555722,2.639717,2396479,4.708219,1.483294,0.974693,0,1.321382,25.521584,500,0,1.348588,2.72,2.196466,53.454545,2035.66233,111,0.619557,1.031474,0.535406,0.988664,1.072298,55.5,0.15
normalized-super-js-taillard-20-20.xml.mzn_AND_NODATA,1,0.68103,0.31897,0.033898,0.966102,10.72792,1.138036,8.910638,0.263376,5.509844,-1,15167838,0.21358,0.320744,-1,-1,2.820058,1.955078,11400,1,0.460738,166.59,2.79069,55.636695,27476.093076,1696,-1,0.061012,0.572262,5.150104,2.761353,42.375,58.16
cars/cars.mzn_AND_cars/cars_70_02.dzn,1,0.660133,0.332226,1,0,5.658989,1.637539,2.137112,2.098658,3.537289,2.547759,2285692,5.252927,1.489286,0.972861,0,1.314662,25.517827,1000,0,1.348588,4.45,2.585898,53.454545,4091.886572,111,0.625248,1.157392,0.540622,0.988664,1.07259,55.5,0.29
cars/cars.mzn_AND_cars/cars_70_05.dzn,1,0.659914,0.332116,1,0,5.721472,1.63932,2.138728,2.098658,3.569413,2.549238,2009487,5.252927,1.489286,0.972973,0,1.343577,26.65475,1000,0,1.348588,4.47,2.585898,55.818182,4102.011787,116,0.625881,1.157392,0.542769,0.990196,1.073523,58,0.28
cars/cars.mzn_AND_cars/cars_80_09.dzn,1,0.659695,0.332005,1,0,5.78136,1.641081,2.140323,2.098658,3.600228,2.550696,2371575,5.252927,1.489286,0.973084,0,1.371642,27.791636,1000,0,1.348588,4.57,2.585898,58.181818,4111.793707,121,0.626475,1.157392,0.544786,0.991603,1.074381,60.5,0.29
cars/cars.mzn_AND_cars/cars_75_05.dzn,1,0.659914,0.332116,1,0,5.721472,1.63932,2.138728,2.098658,3.569413,2.549238,2024625,5.252927,1.489286,0.972973,0,1.343577,26.65475,1000,0,1.348588,4.45,2.585898,55.818182,4102.011787,116,0.625881,1.157392,0.542769,0.990196,1.073523,58,0.28
cars/cars.mzn_AND_cars/cars_75_03.dzn,1,0.659257,0.331785,1,0,5.894155,1.644542,2.143452,2.098658,3.658344,2.553554,2036997,5.252927,1.489286,0.973306,0,1.425354,30.065311,1000,0,1.348588,4.76,2.585898,62.909091,4130.415588,131,0.627503,1.157392,0.548476,0.9941,1.075911,65.5,0.29
cars/cars.mzn_AND_cars/cars_75_08.dzn,1,0.660133,0.332226,1,0,5.658989,1.637539,2.137112,2.098658,3.537289,2.547759,3371033,5.252927,1.489286,0.972861,0,1.314662,25.517827,1000,0,1.348588,4.4,2.585898,53.454545,4091.886572,111,0.625248,1.157392,0.540622,0.988664,1.07259,55.5,0.29
normalized-super-os-taillard-15-15.xml.mzn_AND_NODATA,1,0.669291,0.330709,0.023256,0.976744,10.02514,0.977409,8.141027,0.182606,5.017221,-1,4037729,0.15935,0.201857,-1,-1,3.363165,1.280551,9450,1,0.303996,112.68,3.357693,24.974884,21746.94052,1042,-1,0.050631,0.565278,5.963958,1.510133,18.280702,39.33
cars/cars.mzn_AND_cars/cars_60_04.dzn,1,0.661231,0.332779,1,0,5.298095,1.584846,2.128688,2.098658,3.352175,2.540017,3048363,5.252927,1.489286,0.972297,0,1.156167,19.83248,1000,0,1.348588,4.01,2.585898,41.636364,4035.127979,86,0.620984,1.157392,0.527324,0.9784,1.066398,43,0.28
normalized-super-js-taillard-20-16.xml.mzn_AND_NODATA,1,0.68103,0.31897,0.033898,0.966102,10.78136,1.196382,8.895446,0.263376,5.535627,-1,16662781,0.21358,0.319469,-1,-1,2.820058,1.993405,11400,1,0.457,166.57,2.79069,57.718644,27476.093076,1760,-1,0.061012,0.572852,5.15647,2.816182,44,58.32
cars/cars.mzn_AND_cars/cars_80_07.dzn,1,0.659914,0.332116,1,0,5.721472,1.63932,2.138728,2.098658,3.569413,2.549238,3176287,5.252927,1.489286,0.972973,0,1.343577,26.65475,1000,0,1.348588,4.49,2.585898,55.818182,4102.011787,116,0.625881,1.157392,0.542769,0.990196,1.073523,58,0.3
cars/cars.mzn_AND_cars/cars_21_90.dzn,1,0.653642,0.331126,1,0,5.658989,1.674469,2.16634,2.141918,3.555722,2.639717,4080935,4.708219,1.483294,0.974693,0,1.321382,25.521584,500,0,1.348588,2.72,2.196466,53.454545,2035.66233,111,0.619557,1.031474,0.535406,0.988664,1.072298,55.5,0.14
cars/cars.mzn_AND_cars/cars_85_08.dzn,1,0.659476,0.331895,1,0,5.83886,1.642821,2.141897,2.098658,3.629841,2.552135,1848897,5.252927,1.489286,0.973195,0,1.398891,28.928489,1000,0,1.348588,4.64,2.585898,60.545455,4121.25485,126,0.626999,1.157392,0.546684,0.9929,1.075175,63,0.29
cars/cars.mzn_AND_cars/cars_85_07.dzn,1,0.659476,0.331895,1,0,5.83886,1.642821,2.141897,2.098658,3.629841,2.552135,3206578,5.252927,1.489286,0.973195,0,1.398891,28.928489,1000,0,1.348588,4.65,2.585898,60.545455,4121.25485,126,0.626999,1.157392,0.546684,0.9929,1.075175,63,0.28
cars/cars.mzn_AND_cars/cars_80_05.dzn,1,0.659695,0.332005,1,0,5.78136,1.641081,2.140323,2.098658,3.600228,2.550696,2457243,5.252927,1.489286,0.973084,0,1.371642,27.791636,1000,0,1.348588,4.58,2.585898,58.181818,4111.793707,121,0.626475,1.157392,0.544786,0.991603,1.074381,60.5,0.29
cars/cars.mzn_AND_cars/cars_90_02.dzn,1,0.659257,0.331785,1,0,5.894155,1.644542,2.143452,2.098658,3.658344,2.553554,2500914,5.252927,1.489286,0.973306,0,1.425354,30.065311,1000,0,1.348588,4.76,2.585898,62.909091,4130.415588,131,0.627503,1.157392,0.548476,0.9941,1.075911,65.5,0.29
