@RELATION 'FEATURE_VALUES-SAT12-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 5'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC

@DATA
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-25.cnf,1,0.158,0.206,0.184,0.0836,0.2759
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-c9nidw_s.cnf,1,0.1254,0.1252,0.6551,0.5446,0.4583
SAT_RACE2008/velev-npe-1.0-9dlx-b71.cnf,1,0.8762,0.0604,0.9961,0.9904,0.5
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-10-5p0.cnf,1,0.6068,0.1649,0.6737,0.2505,0.1556
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitsarray/countbitsarray32_32.cnf,1,0.3401,0.2239,0.1208,0.0389,0.286
SAT_Competition2011/SAT_RACE08/Q1/SAT_dat.k80_04.cnf,1,0.5867,0.1615,0.5473,0.2418,0.734
SAT-Race-2010-CNF/mixed/anbulagan/dated-5-13-u.cnf,1,0.6153,0.178,0.6568,0.2448,0.2053
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l05-ipc5-h26-unsat.cnf,1,0.6512,0.0309,0.8387,0.4232,0.5
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pathways-17-step21.cnf,1,0.8949,0.1503,0.8313,0.2508,0.5
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtpmspalu-tseitin.cnf,1,0.1742,0.1644,0.3256,0.1779,0.2541
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-f6i.cnf,1,0.1406,0.1337,0.6039,0.3649,0.4462
SAT_Competition2011/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq7.cnf,1,0.9225,0.0443,0.9985,0.95,0.5
SAT-Race-2010-CNF/hardware-verification/manolios/c9b_i.cnf,1,0.1224,0.1415,0.5979,0.2834,0.4343
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c10id_s.cnf,1,0.122,0.1336,0.647,0.4822,0.4523
SAT_Competition2007/industrial/industrial/crypto/mizh-md5-48-5.cnf,1,0.072,0.1696,0.0103,0.0001,0.1579
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/ACG-20-10p1.cnf,1,0.6068,0.2092,0.3573,0.1477,0.0865
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/goldb-heqc-alu4mul.cnf,1,0.2303,0.1549,0.6913,0.483,0.3006
SAT_Competition2007/industrial/industrial/anbulagan/diag-sat/dated-5-15-s.cnf,1,0.5836,0.1674,0.6295,0.2201,0.2022
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-servers_slapd_a_vc149789-tseitin.cnf,1,0.2762,0.2402,0.1051,0.0773,0.9999
SAT_RACE2008/ibm-2004-01-k90.cnf,1,0.5476,0.1645,0.5719,0.2577,0.2337
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bc57sensorsp1-tseitin.cnf,1,0.1969,0.2186,0.2166,0.1584,0.9998
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/mizh-sha0-36-3.cnf,1,0.0806,0.171,0.0044,0.0001,0.2106
SAT_Competition2007/industrial/industrial/palacios/medium/blocks-4-ipc5-h21-unknown.cnf,1,0.7799,0.0171,0.8382,0.3999,0.5
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/c32sat/post-cbmc-aes-ele-noholes.cnf,1,0.0158,0.0228,0.0551,0.0165,0.4994
SAT_Competition2011/SAT05/industrial/grieu05/vmpc/vmpc_35.renamed-as.sat05-1921.cnf,1,0.3938,0.0058,0.6918,0.6918,0
SAT_RACE2008/post-c32s-gcdm16-23.cnf,1,0.0741,0.1442,0.0632,0.0198,0.2556
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-uns-1.0-14.cnf,1,0.8596,0.0753,0.873,0.7259,0.4772
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E07N15.cnf,1,?,?,?,?,?
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/vange-col-abb313GPIA-9-c.cnf,1,0.0097,0.013,0.1973,0.1964,1
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc1081.cnf,1,?,?,?,?,?
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-sat-1.1-01.cnf,1,0.8293,0.0178,0.9995,0.7692,0.5
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-31-s100.cnf,1,0.6535,0.2405,0.85,0.741,0.172
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-22.cnf,1,0.1532,0.2085,0.1538,0.0731,0.2531
SAT_Competition2009/APPLICATION/SAT_RACE06/een-tip-uns-nusmv-t5.B.cnf,1,0.3102,0.2017,0.4213,0.2144,1
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-g8n.cnf,1,0.1455,0.1376,0.5911,0.3357,0.4562
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_2_keyfind_1.cnf,1,0.0223,0.2081,0.0253,0.0028,0.135
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/dated-5-15-u.cnf,1,0.5939,0.1704,0.6354,0.2231,0.2023
SAT-Race-2010-CNF/software-verification/babic/itox_vc1138.cnf,1,0.093,0.2103,0.156,0.1488,1
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top25.cnf,1,0.1489,0.1962,0.5502,0.1545,0.2432
SAT-Race-2010-CNF/hardware-verification/manolios/f7idw.cnf,1,0.1291,0.1264,0.6619,0.5458,0.4548
SAT-Race-2010-CNF/hardware-verification/manolios/c7n.cnf,1,0.145,0.1427,0.5921,0.2638,0.4329
SAT_RACE2008/mizh-md5-47-5.cnf,1,0.0724,0.17,0.0107,0.0001,0.1579
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E05F20.cnf,1,0.0489,0.019,0.9504,0.8557,0.5
SAT_Competition2007/industrial/industrial/babic/hsatv17/hsat_vc12016.cnf,1,?,?,?,?,?
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l43_lambda.cnf,1,0.1891,0.1153,0.6824,0.494,1
SAT-Race-2010-CNF/hardware-verification/manolios/c8idw_s.cnf,1,0.1211,0.1373,0.6209,0.4461,0.4619
SAT_RACE2008/manol-pipe-g8nidw.cnf,1,0.139,0.1314,0.6232,0.4457,0.4612
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc1130.cnf,1,0.0928,0.2099,0.156,0.1488,1
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UTI-20-10p0.cnf,1,0.5243,0.1468,0.7926,0.3512,0.0861
SAT_Competition2011/SAT05/industrial/grieu05/vmpc/vmpc_25.renamed-as.sat05-1913.cnf,1,0.3917,0.0081,0.6928,0.6928,0
SAT_Competition2011/SAT07/industrial/anbulagan/hard-unsat/dated-10-17-u.cnf,1,0.5673,0.1586,0.6145,0.1975,0.1922
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc1216.cnf,1,?,?,?,?,?
SAT-Race-2010-CNF/mixed/bioinf/ndhf_xits_13_UNSAT.cnf,1,0.0157,0.0063,0.5049,0.3663,0.1871
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-1.0-09.cnf,1,0.9262,0.0121,1,0.9978,0.5
SAT_RACE2006/SAT-Race_TS_2/aloul-sr06-chnl10-13.cnf,1,0.9,0.15,0.8422,0.8422,0.1947
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/mulhs/mulhs016.cnf,1,0.3399,0.2468,0.1062,0.0794,0.2792
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_30.cnf,1,0.3929,0.0068,0.6916,0.6916,0
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-11-s.cnf,1,0.6328,0.1854,0.7424,0.2576,0.1379
SAT_Competition2011/SAT03/industrial/simon/sat02/6pipe_6_ooo.shuffled-as.sat03-413.cnf,1,0.8552,0.0269,0.7346,0.4699,0.5
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/ACG-15-5p1.cnf,1,0.6162,0.2033,0.4139,0.1284,0.1596
SAT-Race-2010-CNF/hardware-verification/ibm/SAT_dat.k45.cnf,1,0.5146,0.1867,0.5068,0.2226,0.4524
SAT_Competition2011/SAT09/APPLICATIONS/bioinfo/q_query_3_l46_lambda.cnf,1,0.1844,0.1144,0.6829,0.4997,1
SAT_Competition2007/industrial/industrial/anbulagan/diag-sat/dated-5-13-s.cnf,1,0.6057,0.175,0.6509,0.2366,0.2053
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-sat-1.0-b10.cnf,1,0.9264,0.0121,1,0.9978,0.5
SAT-Race-2010-CNF/cryptography/md5gen/gus-md5-07.cnf,1,0.0616,0.1745,0.0144,0.0014,0.2389
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-1_11-k25.cnf,1,0.499,0.1503,0.6199,0.2917,0.4969
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/blocks-4-ipc5-h22-unknown.cnf,1,0.7681,0.0176,0.8347,0.3905,0.5
SAT_RACE2008/mizh-sha0-36-4.cnf,1,0.0806,0.171,0.0044,0.0001,0.2106
SAT_RACE2006/SAT-Race-Benchmarks/velev-vliw-sat-2.0-b6.cnf,1,0.4054,0.025,0.9814,0.5914,0.5
SAT-Race-2010-CNF/mixed/grieu/vmpc_31.cnf,1,0.3931,0.0065,0.6915,0.6915,0
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom26.cnf,1,0.1155,0.1804,0.1568,0.0403,0.2404
SAT_RACE2006/SAT-Race-Benchmarks/grieu-vmpc-s05-34.cnf,1,0.3937,0.006,0.6917,0.6917,0
SAT_RACE2006/SAT-Race_TS_1/een-tipb-sr06-tc6b.cnf,1,0.3067,0.2027,0.4203,0.2129,1
SAT_RACE2008/grieu-vmpc-27.cnf,1,0.3922,0.0075,0.692,0.692,0
SAT-Race-2010-CNF/hardware-verification/velev/11pipe_11_ooo.cnf,1,0.8928,0.0187,1,0.9855,0.5
SAT_Competition2007/industrial/industrial/anbulagan/medium-unsat/total-5-13-u.cnf,1,0.6135,0.1761,0.6654,0.2377,0.2002
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minxorminand/minxorminand064.cnf,1,0.3922,0.1,0.7195,0.4541,0.4486
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/mulhs/mulhs032.cnf,1,0.3377,0.25,0.106,0.0828,0.2792
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-vliw-uns-4.0-9C1.cnf,1,0.6199,0.0475,0.9963,0.7945,0.5
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq6.cnf,1,0.9087,0.0476,0.9918,0.9247,1
SAT_RACE2006/SAT-Race-Benchmarks/een-pico-prop05-50.cnf,1,0.3989,0.2101,0.5328,0.2056,0.6976
SAT_RACE2006/SAT-Race-Benchmarks/mizh-md5-47-3.cnf,1,0.0722,0.1699,0.0107,0.0001,0.1579
SAT_Competition2011/SAT03/industrial/schuppan/l2s/valves-gates-1-k617-unsat.shuffled-as.sat03-412.cnf,1,0.1786,0.1815,0.293,0.04,0.5
SAT_RACE2008/vange-col-abb313GPIA-9-c.cnf,1,0.0097,0.013,0.1973,0.1964,1
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UTI-20-5p1.cnf,1,0.5165,0.1453,0.772,0.2523,0.0893
SAT_Competition2011/SAT09/APPLICATIONS/crypto/desgen/gss-14-s100.cnf,1,0.666,0.2411,0.851,0.756,0.1708
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-5-19-s.cnf,1,0.5707,0.1696,0.7465,0.2041,0.13
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-15.cnf,1,0.1439,0.2025,0.115,0.0432,0.3026
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_15_UNKNOWN.cnf,1,0.0147,0.0062,0.4507,0.2497,0.1846
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/grid-strips-grid-y-4.025-NOTKNOWN.cnf,1,0.9796,0.1112,0.9994,0.9952,0.5
SAT_Competition2011/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_09_UNKNOWN.cnf,1,0.0266,0.0111,0.5234,0.4209,0.1698
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libsmbsharemodes_vc5759-tseitin.cnf,1,0.2331,0.1991,0.3083,0.1324,0.4999
SAT_RACE2008/narain-vpn-clauses-10.cnf,1,0.5394,0.2054,0.9491,0.8172,0.5
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/total-10-17-u.cnf,1,0.5664,0.1587,0.6216,0.1863,0.2029
SAT_Competition2007/industrial/industrial/palacios/medium/safe-30-h30-sat.cnf,1,0.381,0.0422,0.667,0.3745,0.2877
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/partial-5-11-s.cnf,1,0.6329,0.1856,0.7454,0.2777,0.134
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c6nidw.cnf,1,0.1267,0.1291,0.6433,0.493,0.4617
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-23-s100.cnf,1,0.6569,0.2405,0.8519,0.7486,0.1713
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c8n.cnf,1,0.1225,0.1334,0.6239,0.3101,0.4559
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/hard/AProVE07-27.cnf,1,0.3121,0.1818,0.3926,0.1647,0.2634
SAT_RACE2008/ibm-2002-22r-k75.cnf,1,0.541,0.1378,0.6641,0.3562,0.4755
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/total-10-15-u.cnf,1,0.587,0.1643,0.6275,0.201,0.2013
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/countbitssrl/countbitssrl064.cnf,1,0.3255,0.1964,0.1413,0.093,0.2852
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/total-5-15-u.cnf,1,0.5936,0.1707,0.6584,0.217,0.1996
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-sat-1.0-03.cnf,1,0.9264,0.0121,1,0.9978,0.5
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_3b_unknown.cnf,1,0.0913,0.0685,0.2169,0.0458,0.3572
SAT-Race-2010-CNF/mixed/anbulagan/total-10-19-s.cnf,1,0.5376,0.1489,0.6135,0.1802,0.2114
SAT_Competition2007/industrial/industrial/anbulagan/diag-sat/total-10-11-s.cnf,1,0.6211,0.1742,0.6597,0.2443,0.2004
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-2_02_1-k100.cnf,1,0.5114,0.1664,0.5967,0.3413,0.454
SAT_Competition2011/SAT04/industrial/velev/vliw_unsat_2.0/9dlx_vliw_at_b_iq8.used-as.sat04-718.cnf,1,0.9186,0.0434,0.9978,0.9488,1
SAT_Competition2011/SAT09/APPLICATIONS/crypto/desgen/gss-19-s100.cnf,1,0.6614,0.2408,0.8535,0.7552,0.1729
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/total-5-15-u.cnf,1,0.5936,0.1707,0.6594,0.2185,0.1986
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top28.cnf,1,0.1436,0.1966,0.5521,0.1551,0.2415
SAT-Race-2010-CNF/hardware-verification/ibm/SAT_dat.k50.cnf,1,0.5815,0.1486,0.6625,0.3095,0.3492
SAT_RACE2008/ibm-2002-25r-k10.cnf,1,0.6632,0.1123,0.7539,0.4102,0.4065
SAT_Competition2007/industrial/industrial/crypto/mizh-sha0-35-3.cnf,1,0.0826,0.172,0.0061,0.0002,0.2106
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.030-NOTKNOWN.cnf,1,0.9575,0.0737,0.9218,0.9059,0.1675
SAT-Race-2010-CNF/cryptography/md5gen/gus-md5-10.cnf,1,0.0616,0.1746,0.0145,0.0015,0.2403
SAT_Competition2011/SAT02/industrial/goldberg/fpga_routing/vda_gr_rcs_w9.shuffled.cnf,1,0.7903,0.044,0.5923,0.5263,1
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-uns-1.1-03.cnf,1,0.8284,0.074,0.8705,0.6911,0.4656
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/hard/AProVE07-25.cnf,1,0.243,0.1736,0.3841,0.1778,0.2413
SAT_RACE2008/schup-l2s-abp4-1-k31.cnf,1,0.3034,0.2074,0.3672,0.1516,0.2415
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/goldb-heqc-x1mul.cnf,1,0.2299,0.156,0.7121,0.6038,0.3023
SAT_Competition2007/industrial/industrial/grieu/vmpc_31.cnf,1,0.3931,0.0065,0.6915,0.6915,0
SAT-Race-2010-CNF/mixed/bioinf/q_query_2_L324_coli.cnf,1,0.1971,0.0896,0.6051,0.3874,1
SAT_RACE2008/anbul-part-10-15-s.cnf,1,0.5987,0.176,0.7406,0.2208,0.1437
SAT_RACE2006/SAT-Race_TS_2/grieu-vmpc-s05-05s.cnf,1,0.3917,0.0081,0.6928,0.6928,0
SAT_RACE2008/goldb-heqc-frg1mul.cnf,1,0.2305,0.1566,0.7088,0.6105,0.3059
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_12_UNSAT.cnf,1,0.0161,0.0065,0.5353,0.4224,0.1909
SAT_RACE2006/SAT-Race-Benchmarks/velev-vliw-sat-4.0-b1.cnf,1,0.6356,0.0364,0.9987,0.9746,0.5
SAT_Competition2007/industrial/industrial/palacios/hard/sortnet-8-ipc5-h19-sat.cnf,1,0.401,0.0718,0.6386,0.3379,0.5
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UCG-15-10p1.cnf,1,0.5497,0.1536,0.7021,0.202,0.0937
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom12.cnf,1,0.1608,0.1834,0.1588,0.0464,0.2404
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_10_UNSAT.cnf,1,0.0173,0.0066,0.5837,0.4658,0.1576
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-o-uns-1.1-6.cnf,1,0.8894,0.0402,0.9496,0.7268,0.4999
SAT_RACE2006/SAT-Race_TS_2/hoons-vbmc-s04-06.cnf,1,0.216,0.2382,0.2046,0.1485,0.4552
SAT_RACE2006/SAT-Race-Benchmarks/vange-col-abb313GPIA-9-c.cnf,1,0.0097,0.013,0.1973,0.1964,1
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c7idw.cnf,1,0.1234,0.1368,0.6203,0.4357,0.4696
SAT-Race-2010-CNF/software-verification/nec/hard-15-U-8013.cnf,1,0.5256,0.1507,0.9857,0.4723,0.5
SAT_RACE2008/palac-uts-l06-ipc5-h34.cnf,1,0.6435,0.0254,0.8353,0.4194,0.5
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/2dlx_ca_bp_f_liveness.cnf,1,0.9069,0.0439,0.9971,0.9718,0.5
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c6id.cnf,1,0.1229,0.1376,0.615,0.4111,0.4692
SAT_RACE2006/SAT-Race_TS_2/schup-l2s-s04-valves.cnf,1,0.1904,0.1838,0.4599,0.2075,0.5
SAT_RACE2008/simon-s03-w08-15.cnf,1,0.5855,0.1764,0.6197,0.3249,0.4507
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-09.cnf,1,0.6521,0.1648,0.7828,0.5079,0.4571
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc1104.cnf,1,0.0277,0.2231,0.1515,0.1452,0.3661
SAT_RACE2008/mizh-sha0-36-1.cnf,1,0.0805,0.1709,0.0043,0.0001,0.2106
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-09.cnf,1,0.1594,0.1979,0.1435,0.0489,0.275
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-3_02_3-k95.cnf,1,0.5198,0.1596,0.5772,0.3081,0.4371
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-g8bidw.cnf,1,0.1395,0.1317,0.6214,0.4481,0.4612
SAT_Competition2007/industrial/industrial/anbulagan/diag-sat/dated-5-19-s.cnf,1,0.5547,0.1589,0.6233,0.213,0.1896
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitsrotate/countbitsrotate032.cnf,1,0.316,0.243,0.0917,0.0717,0.2787
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/maxxororand/maxxororand064.cnf,1,0.2964,0.1826,0.3135,0.1276,0.4208
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-uns-1.1-05.cnf,1,0.8739,0.0455,0.9181,0.8003,0.4873
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-15-10p0.cnf,1,0.5619,0.1556,0.7311,0.1899,0.0936
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-17.cnf,1,0.1585,0.1926,0.1445,0.066,0.2819
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/partial-5-15-s.cnf,1,0.5992,0.1766,0.7418,0.2339,0.1412
SAT_Competition2011/SAT02/industrial/aloul/Homer/homer16.shuffled.cnf,1,0.8258,0.1653,0.8199,0.8082,0.2269
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-20-10p1.cnf,1,0.5147,0.1437,0.7756,0.3367,0.0818
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E04F20.cnf,1,0.0489,0.0187,0.9426,0.844,0.5
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/total-10-17-u.cnf,1,0.5664,0.1587,0.6219,0.191,0.2021
SAT_Competition2007/industrial/industrial/babic/hsatv17/hsat_vc11944.cnf,1,?,?,?,?,?
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-11.cnf,1,0.1823,0.216,0.1793,0.0869,0.3182
SAT-Race-2010-CNF/hardware-verification/manolios/f6bid.cnf,1,0.1361,0.1285,0.6469,0.4893,0.4672
SAT_RACE2006/SAT-Race_TS_2/velev-dlx-uns-1.0-05.cnf,1,0.9026,0.0442,1,0.9747,0.5
SAT_RACE2006/SAT-Race-Benchmarks/mizh-md5-47-4.cnf,1,0.0723,0.17,0.0106,0.0001,0.1579
SAT_RACE2006/SAT-Race-Benchmarks/een-tip-uns-nusmv-t5.B.cnf,1,0.3102,0.2017,0.4213,0.2144,1
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/mizh-sha0-36-4.cnf,1,0.0806,0.171,0.0044,0.0001,0.2106
SAT_RACE2008/manol-pipe-c10nid_i.cnf,1,0.121,0.1292,0.6287,0.4563,0.4459
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-g10bidw.cnf,1,0.1344,0.1295,0.6495,0.5015,0.4628
SAT_Competition2007/industrial/industrial/anbulagan/diag-sat/dated-5-11-s.cnf,1,0.6253,0.181,0.6652,0.2535,0.2036
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minxorminand/minxorminand128.cnf,1,0.3719,0.0774,0.8199,0.6945,0.4592
SAT-Race-2010-CNF/hardware-verification/manolios/c10id_i.cnf,1,0.1194,0.1318,0.616,0.4498,0.4438
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UTI-20-10t1.cnf,1,0.4945,0.1222,0.4122,0.1056,0.2565
SAT_RACE2006/SAT-Race-Benchmarks/goldb-heqc-desmul.cnf,1,0.2282,0.1578,0.7185,0.5764,0.3045
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_10_UNKNOWN.cnf,1,0.0237,0.0096,0.4765,0.41,0.1672
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/manolios/c10idw_i.cnf,1,0.1194,0.1323,0.6142,0.4453,0.4444
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-c7nidw.cnf,1,0.1271,0.1299,0.6344,0.4591,0.4633
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-07.cnf,1,0.1576,0.21,0.1435,0.0569,0.3051
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/medium-unsat/total-10-13-u.cnf,1,0.6084,0.1693,0.6386,0.2262,0.2051
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-15-10p0.cnf,1,0.5625,0.155,0.7734,0.2554,0.095
SAT_Competition2011/SAT04/industrial/velev/vliw_unsat_2.0/9dlx_vliw_at_b_iq6.used-as.sat04-347.cnf,1,0.9087,0.0476,0.9918,0.9247,1
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq2.cnf,1,0.88,0.0633,0.9346,0.7543,0.4806
SAT_RACE2006/SAT-Race_TS_2/velev-live-2.0-02.cnf,1,0.7671,0.0747,0.9003,0.734,0.4734
SAT_RACE2006/SAT-Race_TS_2/simon-mixed-s02bis-05.cnf,1,0.3271,0.2048,0.4393,0.209,0.1965
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-f6n.cnf,1,0.155,0.1342,0.5987,0.3342,0.4512
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/md5gen/gus-md5-10.cnf,1,0.0616,0.1746,0.0145,0.0015,0.2403
SAT_Competition2007/industrial/industrial/crypto/mizh-sha0-35-5.cnf,1,0.0827,0.172,0.006,0.0002,0.2106
SAT_RACE2006/SAT-Race_TS_2/goldb-heqc-i8mul.cnf,1,0.2291,0.1575,0.7043,0.5724,0.3017
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UTI-10-10p0.cnf,1,0.6108,0.1653,0.7187,0.2173,0.0919
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/ACG-15-10p1.cnf,1,0.6184,0.2046,0.3987,0.1267,0.0942
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h30-unknown.cnf,1,0.7005,0.0239,0.8655,0.447,0.5
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-14-s100.cnf,1,0.666,0.2411,0.851,0.756,0.1708
SAT-Race-2010-CNF/cryptography/mizh/sha0_35_2.cnf,1,0.0825,0.1719,0.006,0.0002,0.2106
SAT_RACE2006/SAT-Race_TS_1/hoons-vbmc-s04-05.cnf,1,0.4138,0.1742,0.4539,0.2666,0.1473
SAT_RACE2008/manol-pipe-g10bid_i.cnf,1,0.1217,0.1293,0.6302,0.4564,0.4479
