@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 8'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE d_ratio_array_cons NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE c_ent_domdeg_cons NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE gr_ent_deg_vg NUMERIC

@DATA
nsp/nsp_2.mzn_AND_nsp/period_14/14.dzn,1,0.459527,0.53645,0.095271,0.904729,24.253497,1.238983,2.009408,2.277545
nsp/nsp_2.mzn_AND_nsp/period_28/8.dzn,1,0.458157,0.538255,0.094582,0.905418,24.253497,1.222061,1.998941,2.362658
normalized-rand-2-50-23-587-230-fcd-6_ext.xml.mzn_AND_NODATA,1,0.017767,0.982017,0.041667,0.958333,4.523562,0.13165,0.13165,6.38828
nsp/nsp_2.mzn_AND_nsp/period_28/16.dzn,1,0.458157,0.538255,0.094582,0.905418,24.253497,1.222061,1.998941,2.362658
nsp/nsp_2.mzn_AND_nsp/period_14/17.dzn,1,0.459559,0.536152,0.095541,0.904459,24.253497,1.24101,2.012656,2.426767
normalized-super-os-taillard-20-15.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.415742,0.964496,8.633321,0.142899
nsp/nsp_2.mzn_AND_nsp/period_28/5.dzn,1,0.458157,0.538255,0.094582,0.905418,24.253497,1.222061,1.998941,2.362658
normalized-super-os-taillard-20-21.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.172428,0.964496,8.583638,0.142899
normalized-super-os-taillard-20-26.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.215533,0.964496,8.686678,0.142899
normalized-super-os-taillard-20-24.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.28193,0.964496,8.684008,0.142899
normalized-super-os-taillard-20-27.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.326429,0.964496,8.675993,0.142899
nsp/nsp_2.mzn_AND_nsp/period_14/7.dzn,1,0.459451,0.537157,0.094631,0.905369,24.253497,1.234059,2.001481,2.442506
nsp/nsp_2.mzn_AND_nsp/period_28/12.dzn,1,0.458203,0.537763,0.095021,0.904979,24.253497,1.225454,2.004426,2.214909
nsp/nsp_2.mzn_AND_nsp/period_14/2.dzn,1,0.459559,0.536152,0.095541,0.904459,24.253497,1.24101,2.012656,2.426767
normalized-super-os-taillard-20-6.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.290019,0.964496,8.692279,0.142899
normalized-super-os-taillard-20-1.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.246741,0.964496,8.573867,0.142899
nsp/nsp_2.mzn_AND_nsp/period_28/15.dzn,1,0.458157,0.538255,0.094582,0.905418,24.253497,1.222061,1.998941,2.362658
normalized-super-queens-6.xml.mzn_AND_NODATA,1,1,0,1,0,7.72641,0.999999,1.999997,1.041203
nsp/nsp_2.mzn_AND_nsp/period_28/9.dzn,1,0.458157,0.538255,0.094582,0.905418,24.253497,1.222061,1.998941,2.362658
nsp/nsp_2.mzn_AND_nsp/period_14/34.dzn,1,0.459451,0.537157,0.094631,0.905369,24.253497,1.234059,2.001481,2.442506
nsp/nsp_2.mzn_AND_nsp/period_28/27.dzn,1,0.458034,0.539568,0.09341,0.90659,24.253497,1.212539,1.983396,2.37724
nsp/nsp_2.mzn_AND_nsp/period_28/4.dzn,1,0.458157,0.538255,0.094582,0.905418,24.253497,1.222061,1.998941,2.362658
normalized-super-os-taillard-20-22.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.304922,0.964496,8.646024,0.142899
normalized-super-os-taillard-20-8.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.309476,0.964496,8.657725,0.142899
normalized-super-os-taillard-20-19.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.438792,0.964496,8.719721,0.142899
normalized-super-os-taillard-20-18.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.379378,0.964496,8.654414,0.142899
normalized-super-os-taillard-20-28.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.236014,0.964496,8.655827,0.142899
nsp/nsp_2.mzn_AND_nsp/period_14/42.dzn,1,0.459366,0.537944,0.093918,0.906082,24.253497,1.228353,1.992227,2.134227
nsp/nsp_2.mzn_AND_nsp/period_28/58.dzn,1,0.458034,0.539568,0.09341,0.90659,24.253497,1.212539,1.983396,2.37724
normalized-super-os-taillard-20-29.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.294621,0.964496,8.727753,0.142899
normalized-super-os-taillard-20-20.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.396605,0.964496,8.666008,0.142899
normalized-super-os-taillard-20-30.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.252665,0.964496,8.66579,0.142899
nsp/nsp_2.mzn_AND_nsp/period_28/18.dzn,1,0.458157,0.538255,0.094582,0.905418,24.253497,1.222061,1.998941,2.362658
nsp/nsp_2.mzn_AND_nsp/period_14/11.dzn,1,0.459559,0.536152,0.095541,0.904459,24.253497,1.24101,2.012656,2.426767
normalized-super-os-taillard-20-14.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.425216,0.964496,8.675021,0.142899
normalized-super-os-taillard-20-16.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.360847,0.964496,8.6862,0.142899
nsp/nsp_2.mzn_AND_nsp/period_28/54.dzn,1,0.458053,0.539358,0.093597,0.906403,24.253497,1.214116,1.985987,2.378561
normalized-super-os-taillard-20-12.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.45018,0.964496,8.658319,0.142899
nsp/nsp_2.mzn_AND_nsp/period_28/32.dzn,1,0.458034,0.539568,0.09341,0.90659,24.253497,1.212539,1.983396,2.37724
normalized-super-os-taillard-20-5.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.345405,0.964496,8.628064,0.142899
nsp/nsp_2.mzn_AND_nsp/period_14/36.dzn,1,0.45933,0.538278,0.093617,0.906383,24.253497,1.225856,1.988153,2.435565
nsp/nsp_2.mzn_AND_nsp/period_14/29.dzn,1,0.45933,0.538278,0.093617,0.906383,24.253497,1.225856,1.988153,2.435565
normalized-super-os-taillard-20-11.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.317413,0.964496,8.57859,0.142899
nsp/nsp_2.mzn_AND_nsp/period_14/27.dzn,1,0.45933,0.538278,0.093617,0.906383,24.253497,1.225856,1.988153,2.435565
nsp/nsp_2.mzn_AND_nsp/period_14/1.dzn,1,0.459527,0.53645,0.095271,0.904729,24.253497,1.238983,2.009408,2.277545
normalized-super-os-taillard-20-10.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.326429,0.964496,8.668713,0.142899
nsp/nsp_2.mzn_AND_nsp/period_28/59.dzn,1,0.458053,0.539358,0.093597,0.906403,24.253497,1.214116,1.985987,2.378561
nsp/nsp_2.mzn_AND_nsp/period_14/20.dzn,1,0.459559,0.536152,0.095541,0.904459,24.253497,1.24101,2.012656,2.426767
normalized-super-os-taillard-20-17.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.471675,0.964496,8.677101,0.142899
normalized-super-os-taillard-20-23.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.263269,0.964496,8.671434,0.142899
nsp/nsp_2.mzn_AND_nsp/period_14/45.dzn,1,0.459395,0.537672,0.094165,0.905835,24.253497,1.230355,1.995483,2.439383
nsp/nsp_2.mzn_AND_nsp/period_14/47.dzn,1,0.459395,0.537672,0.094165,0.905835,24.253497,1.230355,1.995483,2.439383
normalized-super-os-taillard-20-4.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.355351,0.964496,8.682206,0.142899
normalized-super-os-taillard-20-13.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.40833,0.964496,8.667387,0.142899
nsp/nsp_2.mzn_AND_nsp/period_14/56.dzn,1,0.459366,0.537944,0.093918,0.906082,24.253497,1.228353,1.992227,2.134227
normalized-super-os-taillard-20-7.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.400879,0.964496,8.668073,0.142899
nsp/nsp_2.mzn_AND_nsp/period_14/32.dzn,1,0.459395,0.537672,0.094165,0.905835,24.253497,1.230355,1.995483,2.439383
nsp/nsp_2.mzn_AND_nsp/period_14/13.dzn,1,0.459559,0.536152,0.095541,0.904459,24.253497,1.24101,2.012656,2.426767
normalized-super-os-taillard-20-3.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.337622,0.964496,8.67003,0.142899
nsp/nsp_2.mzn_AND_nsp/period_28/41.dzn,1,0.458065,0.539239,0.093703,0.906297,24.253497,1.214993,1.987426,2.073608
nsp/nsp_2.mzn_AND_nsp/period_14/43.dzn,1,0.459353,0.538064,0.09381,0.90619,24.253497,1.227461,1.990773,2.43693
nsp/nsp_2.mzn_AND_nsp/period_14/19.dzn,1,0.459527,0.53645,0.095271,0.904729,24.253497,1.238983,2.009408,2.277545
nsp/nsp_2.mzn_AND_nsp/period_14/48.dzn,1,0.459353,0.538064,0.09381,0.90619,24.253497,1.227461,1.990773,2.43693
nsp/nsp_2.mzn_AND_nsp/period_28/51.dzn,1,0.458065,0.539239,0.093703,0.906297,24.253497,1.214993,1.987426,2.073608
nsp/nsp_2.mzn_AND_nsp/period_14/49.dzn,1,0.459353,0.538064,0.09381,0.90619,24.253497,1.227461,1.990773,2.43693
nsp/nsp_2.mzn_AND_nsp/period_28/52.dzn,1,0.45809,0.53897,0.093943,0.906057,24.253497,1.216963,1.990647,2.380934
nsp/nsp_2.mzn_AND_nsp/period_14/46.dzn,1,0.459395,0.537672,0.094165,0.905835,24.253497,1.230355,1.995483,2.439383
normalized-super-os-taillard-20-25.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.271463,0.964496,8.622645,0.142899
nsp/nsp_2.mzn_AND_nsp/period_14/82.dzn,1,0.459301,0.538544,0.093376,0.906624,24.253497,1.223816,1.98481,2.433823
nsp/nsp_2.mzn_AND_nsp/period_14/62.dzn,1,0.459301,0.538544,0.093376,0.906624,24.253497,1.223816,1.98481,2.433823
nsp/nsp_2.mzn_AND_nsp/period_14/3.dzn,1,0.459473,0.536947,0.094821,0.905179,24.253497,1.235537,2.003866,2.421612
nsp/nsp_2.mzn_AND_nsp/period_14/76.dzn,1,0.459301,0.538544,0.093376,0.906624,24.253497,1.223816,1.98481,2.433823
nsp/nsp_2.mzn_AND_nsp/period_14/16.dzn,1,0.459473,0.536947,0.094821,0.905179,24.253497,1.235537,2.003866,2.421612
nsp/nsp_2.mzn_AND_nsp/period_14/8.dzn,1,0.459473,0.536947,0.094821,0.905179,24.253497,1.235537,2.003866,2.421612
nsp/nsp_2.mzn_AND_nsp/period_14/89.dzn,1,0.459301,0.538544,0.093376,0.906624,24.253497,1.223816,1.98481,2.433823
nsp/nsp_2.mzn_AND_nsp/period_28/33.dzn,1,0.458065,0.539239,0.093703,0.906297,24.253497,1.214993,1.987426,2.073608
nsp/nsp_2.mzn_AND_nsp/period_14/63.dzn,1,0.459301,0.538544,0.093376,0.906624,24.253497,1.223816,1.98481,2.433823
nsp/nsp_2.mzn_AND_nsp/period_14/100.dzn,1,0.459301,0.538544,0.093376,0.906624,24.253497,1.223816,1.98481,2.433823
nsp/nsp_2.mzn_AND_nsp/period_14/33.dzn,1,0.459395,0.537672,0.094165,0.905835,24.253497,1.230355,1.995483,2.439383
nsp/nsp_2.mzn_AND_nsp/period_14/58.dzn,1,0.45933,0.538278,0.093617,0.906383,24.253497,1.225856,1.988153,2.435565
nsp/nsp_2.mzn_AND_nsp/period_14/30.dzn,1,0.459353,0.538064,0.09381,0.90619,24.253497,1.227461,1.990773,2.43693
nsp/nsp_2.mzn_AND_nsp/period_14/9.dzn,1,0.459638,0.53542,0.096206,0.903794,24.253497,1.27702,2.020432,2.313824
nsp/nsp_2.mzn_AND_nsp/period_14/72.dzn,1,0.459301,0.538544,0.093376,0.906624,24.253497,1.223816,1.98481,2.433823
nsp/nsp_2.mzn_AND_nsp/period_14/54.dzn,1,0.459353,0.538064,0.09381,0.90619,24.253497,1.227461,1.990773,2.43693
nsp/nsp_2.mzn_AND_nsp/period_28/10.dzn,1,0.458157,0.538255,0.094582,0.905418,24.253497,1.222061,1.998941,2.362658
nsp/nsp_2.mzn_AND_nsp/period_14/6.dzn,1,0.459559,0.536152,0.095541,0.904459,24.253497,1.24101,2.012656,2.426767
nsp/nsp_2.mzn_AND_nsp/period_14/41.dzn,1,0.459366,0.537944,0.093918,0.906082,24.253497,1.228353,1.992227,2.134227
normalized-super-os-taillard-20-9.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.368506,0.964496,8.720592,0.142899
nsp/nsp_2.mzn_AND_nsp/period_14/59.dzn,1,0.459353,0.538064,0.09381,0.90619,24.253497,1.227461,1.990773,2.43693
nsp/nsp_2.mzn_AND_nsp/period_28/30.dzn,1,0.458034,0.539568,0.09341,0.90659,24.253497,1.212539,1.983396,2.37724
nsp/nsp_2.mzn_AND_nsp/period_14/5.dzn,1,0.459473,0.536947,0.094821,0.905179,24.253497,1.235537,2.003866,2.421612
nsp/nsp_2.mzn_AND_nsp/period_14/4.dzn,1,0.459559,0.536152,0.095541,0.904459,24.253497,1.24101,2.012656,2.426767
prop_stress/prop_stress.mzn_AND_prop_stress/0200.dzn,1,1,0,1,0,15.287748,0,0,1.078585
nsp/nsp_2.mzn_AND_nsp/period_14/96.dzn,1,0.459301,0.538544,0.093376,0.906624,24.253497,1.223816,1.98481,2.433823
nsp/nsp_2.mzn_AND_nsp/period_14/40.dzn,1,0.459353,0.538064,0.09381,0.90619,24.253497,1.227461,1.990773,2.43693
nsp/nsp_2.mzn_AND_nsp/period_14/12.dzn,1,0.459527,0.53645,0.095271,0.904729,24.253497,1.238983,2.009408,2.277545
nsp/nsp_2.mzn_AND_nsp/period_14/15.dzn,1,0.459473,0.536947,0.094821,0.905179,24.253497,1.235537,2.003866,2.421612
nsp/nsp_2.mzn_AND_nsp/period_14/51.dzn,1,0.459366,0.537944,0.093918,0.906082,24.253497,1.228353,1.992227,2.134227
quasigroup7/quasigroup7.mzn_AND_quasigroup7/11.dzn,1,0.497143,0.460952,1,0,5.126924,0.77884,2.317035,1.5
quasigroup7/quasigroup7.mzn_AND_quasigroup7/14.dzn,1,0.498208,0.468339,1,0,5.661527,0.785209,2.277023,1.5
nsp/nsp_2.mzn_AND_nsp/period_14/18.dzn,1,0.459473,0.536947,0.094821,0.905179,24.253497,1.235537,2.003866,2.421612
nsp/nsp_2.mzn_AND_nsp/period_14/93.dzn,1,0.459301,0.538544,0.093376,0.906624,24.253497,1.223816,1.98481,2.433823
nsp/nsp_2.mzn_AND_nsp/period_14/71.dzn,1,0.459301,0.538544,0.093376,0.906624,24.253497,1.223816,1.98481,2.433823
prop_stress/prop_stress.mzn_AND_prop_stress/0300.dzn,1,1,0,1,0,16.457653,0,0,1.056364
nsp/nsp_2.mzn_AND_nsp/period_14/83.dzn,1,0.459301,0.538544,0.093376,0.906624,24.253497,1.223816,1.98481,2.433823
nsp/nsp_2.mzn_AND_nsp/period_14/52.dzn,1,0.459395,0.537672,0.094165,0.905835,24.253497,1.230355,1.995483,2.439383
nsp/nsp_2.mzn_AND_nsp/period_14/60.dzn,1,0.459395,0.537672,0.094165,0.905835,24.253497,1.230355,1.995483,2.439383
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp19_true.dzn,1,0.666667,0.158694,0.039845,0.960155,7.084706,1.836169,2.664079,1.401296
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp25_false.dzn,1,0.687373,0.164969,0.034393,0.965607,7.954196,1.935703,2.580064,1.275215
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp17_false.dzn,1,0.65121,0.153226,0.047865,0.952135,6.882643,1.865845,2.744564,1.522195
nsp/nsp_2.mzn_AND_nsp/period_28/63.dzn,1,0.458009,0.539832,0.093175,0.906825,24.253497,1.210532,1.980089,2.375554
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp23_false.dzn,1,0.680071,0.162626,0.036981,0.963019,7.721099,1.768065,2.617284,1.328866
nsp/nsp_2.mzn_AND_nsp/period_14/35.dzn,1,0.45932,0.538373,0.093531,0.906469,24.253497,1.225132,1.986968,2.434948
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp21_false.dzn,1,0.671766,0.159944,0.04,0.96,7.467606,1.912778,2.657061,1.387484
quasigroup7/quasigroup7.mzn_AND_quasigroup7/10.dzn,1,0.496568,0.457666,1,0,4.914861,0.775971,2.333348,1.5
quasigroup7/quasigroup7.mzn_AND_quasigroup7/13.dzn,1,0.497931,0.466207,1,0,5.49753,0.783382,2.289082,1.5
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp24_false.dzn,1,0.683836,0.163836,0.035639,0.964361,7.8009,1.801034,2.598363,1.301456
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp27_false.dzn,1,0.693841,0.167036,0.032149,0.967851,8.169925,1.869738,2.545253,1.225966
nsp/nsp_2.mzn_AND_nsp/period_14/87.dzn,1,0.459301,0.538544,0.093376,0.906624,24.253497,1.223816,1.98481,2.433823
nsp/nsp_2.mzn_AND_nsp/period_28/40.dzn,1,0.458034,0.539568,0.09341,0.90659,24.253497,1.212539,1.983396,2.37724
nsp/nsp_2.mzn_AND_nsp/period_14/21.dzn,1,0.459353,0.538064,0.09381,0.90619,24.253497,1.227461,1.990773,2.43693
nsp/nsp_2.mzn_AND_nsp/period_28/34.dzn,1,0.458009,0.539832,0.093175,0.906825,24.253497,1.210532,1.980089,2.375554
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp29_false.dzn,1,0.699611,0.168872,0.030183,0.969817,8.370687,1.787698,2.512683,1.180621
nsp/nsp_2.mzn_AND_nsp/period_28/96.dzn,1,0.458009,0.539832,0.093175,0.906825,24.253497,1.210532,1.980089,2.375554
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp20_true.dzn,1,0.671309,0.160167,0.03829,0.96171,7.186548,1.907177,2.644144,1.371118
nsp/nsp_2.mzn_AND_nsp/period_28/89.dzn,1,0.458009,0.539832,0.093175,0.906825,24.253497,1.210532,1.980089,2.375554
prop_stress/prop_stress.mzn_AND_prop_stress/0400.dzn,1,1,0,1,0,17.287721,0,0,1.044378
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp22_true.dzn,1,0.679692,0.162818,0.035525,0.964475,7.462053,1.756971,2.605977,1.314528
nsp/nsp_2.mzn_AND_nsp/period_28/72.dzn,1,0.458009,0.539832,0.093175,0.906825,24.253497,1.210532,1.980089,2.375554
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp25_true.dzn,1,0.690408,0.166192,0.032063,0.967937,7.869608,1.9269,2.552946,1.238114
nsp/nsp_2.mzn_AND_nsp/period_28/62.dzn,1,0.458009,0.539832,0.093175,0.906825,24.253497,1.210532,1.980089,2.375554
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp24_true.dzn,1,0.687054,0.165138,0.033138,0.966862,7.714618,1.793448,2.570073,1.262536
nsp/nsp_2.mzn_AND_nsp/period_28/100.dzn,1,0.458009,0.539832,0.093175,0.906825,24.253497,1.210532,1.980089,2.375554
quasigroup7/quasigroup7.mzn_AND_quasigroup7/12.dzn,1,0.497585,0.463768,1,0,5.320122,0.781281,2.302355,1.5
nsp/nsp_2.mzn_AND_nsp/period_28/76.dzn,1,0.458009,0.539832,0.093175,0.906825,24.253497,1.210532,1.980089,2.375554
search_stress2/search_stress2.mzn_AND_search_stress2/06_05.dzn,1,0.945946,0.040541,0.72,0.28,2.584963,0.89689,2.020163,3.119276
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp20_false.dzn,1,0.667172,0.158453,0.041707,0.958293,7.285402,1.921812,2.677942,1.418851
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp26_false.dzn,1,0.690702,0.166034,0.033233,0.966767,8.027906,1.872049,2.562368,1.250073
queens/queens.mzn_AND_queens/200.dzn,1,1,0,1,0,7.643856,0,0,0
nsp/nsp_2.mzn_AND_nsp/period_28/82.dzn,1,0.458009,0.539832,0.093175,0.906825,24.253497,1.210532,1.980089,2.375554
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp30_false.dzn,1,0.702268,0.169715,0.029289,0.970711,8.434628,1.782619,2.497184,1.159274
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp29_true.dzn,1,0.70205,0.169839,0.028385,0.971615,8.295282,1.777885,2.489599,1.149638
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp28_false.dzn,1,0.696806,0.16798,0.031135,0.968865,8.238405,1.792986,2.528699,1.202834
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp18_false.dzn,1,0.656934,0.155109,0.045614,0.954386,6.988685,1.86331,2.721706,1.486121
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp28_true.dzn,1,0.699377,0.169003,0.029222,0.970778,8.16199,1.782717,2.504695,1.170475
prop_stress/prop_stress.mzn_AND_prop_stress/0500.dzn,1,1,0,1,0,17.931574,0,0,1.036805
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp21_true.dzn,1,0.675641,0.161538,0.036855,0.963145,7.370075,1.898893,2.624775,1.342216
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp17_true.dzn,1,0.656307,0.155393,0.043376,0.956624,6.767349,1.853823,2.705586,1.465735
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp19_false.dzn,1,0.662241,0.156846,0.043571,0.956429,7.189825,1.852634,2.699492,1.451702
search_stress2/search_stress2.mzn_AND_search_stress2/06_06.dzn,1,0.956044,0.032967,0.736842,0.263158,2.807355,0.813498,1.879664,3.081432
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp27_true.dzn,1,0.696555,0.16812,0.030111,0.969889,8.090792,1.86172,2.520273,1.192135
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp30_true.dzn,1,0.704585,0.170631,0.027595,0.972405,8.362215,1.773231,2.474967,1.12958
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp26_true.dzn,1,0.69357,0.167184,0.031056,0.968944,7.946609,1.863929,2.536351,1.214664
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp18_true.dzn,1,0.661679,0.157107,0.041534,0.958466,6.879117,1.846002,2.684568,1.432814
nsp/nsp_2.mzn_AND_nsp/period_28/71.dzn,1,0.458009,0.539832,0.093175,0.906825,24.253497,1.210532,1.980089,2.375554
nsp/nsp_2.mzn_AND_nsp/period_28/83.dzn,1,0.458009,0.539832,0.093175,0.906825,24.253497,1.210532,1.980089,2.375554
nsp/nsp_2.mzn_AND_nsp/period_14/39.dzn,1,0.45932,0.538373,0.093531,0.906469,24.253497,1.225132,1.986968,2.434948
steiner-triples/steiner-triples.mzn_AND_steiner-triples/13.dzn,1,0,0,0.480769,0,13,0.996179,1.376095,1.196732
nsp/nsp_2.mzn_AND_nsp/period_28/93.dzn,1,0.458009,0.539832,0.093175,0.906825,24.253497,1.210532,1.980089,2.375554
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp23_true.dzn,1,0.683489,0.164015,0.03429,0.96571,7.630828,1.755528,2.587746,1.287988
nsp/nsp_2.mzn_AND_nsp/period_14/10.dzn,1,0.459473,0.536947,0.094821,0.905179,24.253497,1.235537,2.003866,2.421612
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp22_false.dzn,1,0.676056,0.161332,0.03843,0.96157,7.554589,1.771254,2.636845,1.357516
nsp/nsp_2.mzn_AND_nsp/period_28/60.dzn,1,0.458053,0.539358,0.093597,0.906403,24.253497,1.214116,1.985987,2.378561
nsp/nsp_2.mzn_AND_nsp/period_14/80.dzn,1,0.459301,0.538544,0.093376,0.906624,24.253497,1.223816,1.98481,2.433823
steiner-triples/steiner-triples.mzn_AND_steiner-triples/19.dzn,1,0,0,0.491228,0,19,0.999157,1.214989,1.109875
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex07200_2600_100.dzn,1,0.777411,0.222589,0.260695,0.739305,24.253497,1.779944,2.483394,2.500315
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex12800_2600_100.dzn,1,0.777411,0.222589,0.260695,0.739305,24.253497,1.779944,2.483394,2.500315
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex05100_2600_100.dzn,1,0.777411,0.222589,0.260695,0.739305,24.253497,1.779944,2.483394,2.500315
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex06100_2600_100.dzn,1,0.777411,0.222589,0.260695,0.739305,24.253497,1.779944,2.483394,2.500315
nsp/nsp_2.mzn_AND_nsp/period_28/35.dzn,1,0.458025,0.539662,0.093326,0.906674,24.253497,1.211827,1.982224,2.376643
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex07900_2600_100.dzn,1,0.777411,0.222589,0.260695,0.739305,24.253497,1.779944,2.483394,2.500315
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex13600_2600_100.dzn,1,0.777411,0.222589,0.260695,0.739305,24.253497,1.779944,2.483394,2.500315
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex08400_2600_100.dzn,1,0.777411,0.222589,0.260695,0.739305,24.253497,1.779944,2.483394,2.500315
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex05600_2600_100.dzn,1,0.777411,0.222589,0.260695,0.739305,24.253497,1.779944,2.483394,2.500315
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex19900_2600_100.dzn,1,0.777411,0.222589,0.260695,0.739305,24.253497,1.779944,2.483394,2.500315
nsp/nsp_2.mzn_AND_nsp/period_14/28.dzn,1,0.459353,0.538064,0.09381,0.90619,24.253497,1.227461,1.990773,2.43693
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex13500_2600_100.dzn,1,0.777411,0.222589,0.260695,0.739305,24.253497,1.779944,2.483394,2.500315
prop_stress/prop_stress.mzn_AND_prop_stress/0700.dzn,1,1,0,1,0,18.902425,0,0,1.02769
nsp/nsp_2.mzn_AND_nsp/period_14/37.dzn,1,0.459395,0.537672,0.094165,0.905835,24.253497,1.230355,1.995483,2.439383
prop_stress/prop_stress.mzn_AND_prop_stress/0600.dzn,1,1,0,1,0,18.457641,0,0,1.031557
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex07000_2600_100.dzn,1,0.777411,0.222589,0.260695,0.739305,24.253497,1.779944,2.483394,2.500315
