@RELATION 'FEATURE_VALUES-SAT12-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 7'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC

@DATA
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-210-2.sat05-2159.reshuffled-07.cnf,1,0.3333,0,0,0.5774,0.5,1,0
SAT_Competition2009/CRAFTED/Hard/contest02/ezfact256_1.sat05-464.reshuffled-07.cnf,1,0,0.0131,0,0.8272,0.3991,0.1985,0.0079
SAT_Competition2007/crafted/Difficult/contest-02-03-04/contest03-hwb-n26-01-S1957858365.sat05-500.reshuffled-07.cnf,1,0,0.011,0,0.7856,0.3941,0.3863,0.0003
SAT_Competition2009/CRAFTED/Hard/contest05/phnf/phnf-size10-exclusive-equilarge_l1.used-as.sat04-893.sat05-4187.reshuffled-07.cnf,1,0,0.7704,0.0004,1.0292,0.4486,0.7705,0.0693
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG7-gensys-icl006.sat05-3132.reshuffled-07.cnf,1,0,0.2836,0,0.9298,0.387,0.4222,0.4999
SAT_Competition2007/crafted/Hard/contest02/hgen2-v500-s1216665065.sat05-467.reshuffled-07.cnf,1,0.3333,0,0,0.5772,0.4949,1,0.0099
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-24-57-sat.cnf,1,1,0.9647,0.9062,0,1,0.9647,0.9062
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g9.cnf,1,0.8333,0.926,0.7463,0.0276,0.9924,0.926,0.7713
SAT_Competition2009/CRAFTED/Hard/contest05/phnf/phnf-size10-exclusive-all.used-as.sat04-986.sat05-4198.reshuffled-07.cnf,1,0,0.8575,0.0001,1.0239,0.4657,0.8577,0.4973
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g1.cnf,1,0.75,0.9284,0.742,0.0273,0.9926,0.9284,0.772
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-220-3.shuffled-as.sat05-2490.cnf,1,0,0,0,0.8294,0.368,0,0.0007
SAT_Competition2007/crafted/Hard/contest03/others/hwb-n28-02-S818962541.sat05-492.reshuffled-07.cnf,1,0,0.0101,0,0.8426,0.3784,0.3914,0.0001
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q255-n25-p15-s2076598.cnf,1,0.8462,0.9871,0.7885,0.0048,0.9998,0.9871,0.8666
SAT_Competition2007/crafted/Hard/contest05/others/linvrinv9.sat05-568.reshuffled-07.cnf,1,0,0.0212,0,0.7084,0.4464,0.5901,0.0056
SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_9_3_5_fbc.cnf,1,0,0.4081,0.0053,0.5448,0.5988,0.8435,0.2806
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-10-19-sat.cnf,1,1,0.8953,0.8159,0,1,0.8953,0.8159
SAT_Competition2007/crafted/Difficult/contest-02-03-04/contest02-ezfact64_10.sat05-449.reshuffled-07.cnf,1,0,0.0455,0,0.8418,0.3995,0.2054,0
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,1,0.8667,0.9669,0.7183,0.0159,0.9973,0.9669,0.8245
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_70_29_50_3-dir.shuffled-as.sat03-179.cnf,1,0,0.9662,0.8235,1.0092,0.4914,0.9662,0.8556
SAT_Competition2009/CRAFTED/rbsat/random/forced/rbsat-v760c43649gyes4.cnf,1,0.7143,0.9315,0.7467,0.0268,0.9929,0.9315,0.7737
SAT_Competition2011/SAT05/crafted/roussel05/visbmc-PHNF/phnf-size10-exclusive-philo.used-as.sat04-988.shuffled-as.sat05-4195.cnf,1,0,0.8588,0,1.0213,0.467,0.8591,0.4955
SAT_Competition2011/SAT04/handmade/andrew/composite/Composite-024BitPrimes-1.used-as.sat04-861.cnf,1,0,0.104,0.0034,0.6818,0.2946,0.2202,0.1563
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_508.cnf,1,1,0.0025,0.6559,0,1,0.923,0.6664
SAT_Competition2009/CRAFTED/sgi/new-difficult-23-189-21-75.cnf,1,0.875,0.9725,0.8389,0.0122,0.9983,0.9725,0.8652
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q742.5-n45-p15-s28972035.cnf,1,0.9259,0.9787,0.3765,0.0062,0.9991,0.9787,0.7108
SAT_Competition2009/CRAFTED/Hard/contest03/others/hwb-n32-01-S1491788039.sat05-497.reshuffled-07.cnf,1,0,0.0209,0,0.7421,0.4151,0.4079,0.0004
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n130-s30940966-unsat.cnf,1,0.3333,0,0,0.5763,0.4855,1,0.001
SAT_Competition2009/CRAFTED/parity-games/instance_n5_i6_pp.cnf,1,0,0.1976,0,0.6766,0.5012,0.5916,0.0593
SAT_Competition2007/crafted/Difficult/contest05/others/pmg-14-UNSAT.sat05-3942.reshuffled-07.cnf,1,0.3333,0.0005,0.1084,0.5773,0.4958,1,0.258
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-14-26-sat.cnf,1,1,0.9235,0.8576,0,1,0.9235,0.8576
SAT_Competition2007/crafted/Difficult/contest05/sabharwal/gt-ordering-unsat-gt-045.sat05-1310.reshuffled-07.cnf,1,0,0.0115,0.499,0.584,0.5014,0.9995,0.499
SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_7_4_9_fbc.cnf,1,0,0.601,0.0095,0.469,0.718,0.9007,0.5391
SAT_Competition2009/CRAFTED/rbsat/random/forced/rbsat-v2100c215164gyes2.cnf,1,0.8,0.9523,0.6041,0.0142,0.9969,0.9523,0.7211
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n170-s56409011-unsat.cnf,1,0.3333,0,0,0.5767,0.4888,1,0.0008
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-200-100.cnf,1,1,0.8333,0.583,0,1,0.8333,0.5831
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-5-5_34308.cnf,1,1,0,0,0,1,0,0
SAT_Competition2009/CRAFTED/rbsat/random/forced/rbsat-v760c43649gyes6.cnf,1,0.7143,0.9304,0.7418,0.027,0.9928,0.9304,0.7756
SAT_Competition2009/CRAFTED/sgen/unsat/sgen1-unsat-115-100.cnf,1,1,0,0,0,1,1,0.0017
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1150c84314g1.cnf,1,0.75,0.9397,0.7799,0.0208,0.9948,0.9397,0.8001
SAT_Competition2011/SAT11/crafted/mosoi/289/289-unsat-6x40.cnf,1,1,0.0152,0.425,0,1,0.0152,0.425
SAT_Competition2009/CRAFTED/Hard/contest05/QG/QG7-dead-dnd001.sat05-3419.reshuffled-07.cnf,1,0,0.4326,0,0.9149,0.4322,0.6375,0.599
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,1,0.3333,0,0,0.5774,0.5,1,0
SAT_Competition2007/crafted/Medium/contest05/others/QG-gensys-icl003.sat05-2715.reshuffled-07.cnf,1,0,0.0907,0,0.8464,0.3142,0.1034,0.5322
SAT_Competition2007/crafted/Hard/contest04/connamacher/connm-ue-csp-sat-n1200-d0.04-s736572600.sat05-546.reshuffled-07.cnf,1,0.1429,0,0.4444,0.5954,0.4788,0.8446,0.5408
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2100c215164gyes4.cnf,1,0.8824,0.9506,0.558,0.0144,0.9967,0.9506,0.7106
SAT_Competition2009/CRAFTED/Medium/contest05/others/QG-gensys-icl003.sat05-2715.reshuffled-07.cnf,1,0,0.0907,0,0.8464,0.3142,0.1034,0.5322
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-250-100.cnf,1,1,0.8333,0.5829,0,1,0.8333,0.5831
SAT_Competition2009/CRAFTED/Hard/contest03/looksrandom/hidden-k3-s0-r5-n700-01-S2069048075.sat05-488.reshuffled-07.cnf,1,0,0,0.0008,0.5796,0.5036,0.9837,0.0856
SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_7_3_6_fbc.cnf,1,0,0.5178,0.0319,0.5397,0.6458,0.8861,0.3113
SAT_Competition2009/CRAFTED/Hard/contest03/looksrandom/hgen7-n390-02-S178568232.sat05-479.reshuffled-07.cnf,1,0.3333,0,0,0.5772,0.5052,1,0
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG6-gensys-icl004.sat05-2716.reshuffled-07.cnf,1,0,0.0811,0,0.8604,0.299,0.0896,0.5529
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hidden-k3-s0-r5-n700-03-S1609878926.sat05-487.reshuffled-07.cnf,1,0,0,0.0029,0.5792,0.4966,0.9908,0.0935
SAT_Competition2009/CRAFTED/modcircuits/mod4block_2vars_8gates_u2.cnf,1,0,0.0337,0,0.597,0.4323,0.0339,0
SAT_Competition2009/CRAFTED/ramseycube/Q3inK11.cnf,1,1,0,0,0,1,0,0
SAT_Competition2007/crafted/spence/hard/s101-100.cnf,1,1,0,0.0001,0,1,1,0.0019
SAT_Competition2007/crafted/spence/medium/s77-100.cnf,1,1,0,0.0001,0,1,1,0.001
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG6-gensys-ukn003.sat05-2726.reshuffled-07.cnf,1,0,0.083,0,0.8572,0.3063,0.1232,0.5
SAT_Competition2007/crafted/Difficult/contest05/QG/QG6-dead-dnd002.sat05-2713.reshuffled-07.cnf,1,0,0.097,0,0.8888,0.301,0.1722,0.5001
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_70_21_60_7-log.shuffled-as.sat03-151.cnf,1,0,0,0.0212,0.8095,0.2476,0,0.0245
SAT_Competition2007/crafted/Medium/contest05/pebbling/sat-grid-pbl-0070.sat05-1334.reshuffled-07.cnf,1,?,?,?,?,?,?,?
SAT_Competition2007/crafted/Hard/contest04/others/equilarge_l2.sat05-519.reshuffled-07.cnf,1,0,0.0755,0,0.8365,0.4109,0.2787,0
SAT_Competition2011/SAT09/CRAFTED/parity-games/instance_n9_i9_pp.cnf,1,0,0.145,0,0.5975,0.5467,0.6174,0.0915
SAT_Competition2007/crafted/spence/medium/s61-100.cnf,1,1,0,0.0001,0,1,1,0.0006
SAT_Competition2011/SAT11/crafted/mosoi/289/289-unsat-9x32.cnf,1,1,0.012,0.3983,0,1,0.012,0.3987
SAT_Competition2009/CRAFTED/Difficult/contest05/sabharwal/gt-ordering-sat-gt-040.sat05-1297.reshuffled-07.cnf,1,0,0.013,0.4959,0.5851,0.4937,0.9993,0.5024
SAT_Competition2009/CRAFTED/Hard/contest05/QG/QG7a-gensys-ukn002.sat05-3842.reshuffled-07.cnf,1,0,0.075,0,0.8811,0.3074,0.0933,0.626
SAT_Competition2007/crafted/Hard/contest04/connamacher/connm-ue-csp-sat-n1200-d-0.02-s383740539.sat05-534.reshuffled-07.cnf,1,0.1429,0,0.4614,0.5945,0.4781,0.8432,0.5454
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-12-23-sat.cnf,1,1,0.9134,0.8397,0,1,0.9134,0.8397
SAT_Competition2011/SAT04/handmade/kexu/frb-0.8/frb45-21-1.used-as.sat04-883.cnf,1,0.8182,0.9348,0.7632,0.0236,0.9939,0.9348,0.7876
SAT_Competition2011/SAT02/handmade/pehoushek/twentyvars/7cnf20_90000_90000_7.shuffled.cnf,1,0.1429,0,0.0022,0.6873,0.3193,0,0.0078
SAT_Competition2007/crafted/Hard/contest04/others/Composite-096BitPrimes-0.sat05-507.reshuffled-07.cnf,1,0,0.0996,0,0.7235,0.3999,0.2019,0.1557
SAT_Competition2007/crafted/Medium/contest05/pebbling/unsat-pbl-00250.sat05-1330.reshuffled-07.cnf,1,0,0.0008,0.0002,0.749,0.3129,0.0042,0.1744
SAT_Competition2009/CRAFTED/Medium/contest05/others/pmg-11-UNSAT.sat05-3939.reshuffled-07.cnf,1,0,0.0018,0.0976,0.579,0.4896,1,0.2576
SAT_Competition2009/CRAFTED/parity-games/instance_n7_i7_pp.cnf,1,0,0.1699,0,0.6277,0.5316,0.6047,0.0753
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-6_2072.cnf,1,0.2,0,0.0003,0.3454,0.775,0.5344,0.1484
SAT_Competition2009/CRAFTED/parity-games/instance_n4_i4_pp.cnf,1,0,0.2185,0,0.7237,0.4708,0.5952,0.0505
SAT_Competition2009/CRAFTED/sgen/unsat/sgen1-unsat-151-100.cnf,1,1,0,0.0001,0,1,1,0.0013
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1375c111739g4.cnf,1,0.8,0.9446,0.7852,0.0183,0.9956,0.9446,0.8157
SAT_Competition2011/SAT03/handmade/stanion/hwb/hwb-n28-01-S136611085.shuffled-as.sat03-1627.cnf,1,0,0.0101,0.0001,0.7724,0.43,0.3864,0.0005
SAT_Competition2009/CRAFTED/rbsat/random/forced/rbsat-v945c61409gyes9.cnf,1,0.7143,0.9359,0.7619,0.0235,0.994,0.9359,0.7898
SAT_Competition2009/CRAFTED/Difficult/contest-02-03-04/contest04-connm-ue-csp-sat-n600-d0.02-s1676244754.sat05-535.reshuffled-07.cnf,1,0.1429,0,0.4806,0.5969,0.4745,0.8445,0.5403
SAT_Competition2009/CRAFTED/Medium/contest05/sabharwal/counting-clqcolor-unsat-set-b-clqcolor-08-06-07.sat05-1257.reshuffled-07.cnf,1,0,0.0847,0.597,0.6596,0.4651,0.7586,0.6631
SAT_Competition2011/SAT09/CRAFTED/edgematching/all/em_8_4_5_all.cnf,1,0,0.6948,0.0153,0.3974,0.7883,0.9169,0.4601
SAT_Competition2007/crafted/Hard/contest05/counting-clq/unsat-set-b-fclqcolor-25-18-23.sat05-1287.reshuffled-07.cnf,1,0,0.0899,0.8158,0.6553,0.4781,0.9251,0.852
SAT_Competition2009/CRAFTED/rbsat/crafted/forced/rbsat-v1560c133795gyes9.cnf,1,0.8667,0.9439,0.7827,0.0177,0.9957,0.9439,0.8088
SAT_Competition2007/crafted/Hard/contest04/connamacher/connm-ue-csp-sat-n1200-d-0.02-s405595518.sat05-531.reshuffled-07.cnf,1,0.1429,0,0.4422,0.5989,0.4755,0.8465,0.5452
SAT_Competition2011/SAT03/handmade/bevan/cnf/marg3x3add8ch.shuffled-as.sat03-1448.cnf,1,0,0,0,0.8113,0.3456,0.0588,0
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n140-s20078956-unsat.cnf,1,0.3333,0,0.0001,0.5767,0.4886,1,0.0007
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-1.sat05-2248.reshuffled-07.cnf,1,0.3333,0,0,0.5774,0.5,1,0
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-220-2.sat05-2174.reshuffled-07.cnf,1,0.3333,0,0,0.5774,0.5,1,0
SAT_Competition2007/crafted/Hard/contest03/others/bqwh.40.reg.520.sat05-433.reshuffled-07.cnf,1,0,0.9076,0.0061,0.9918,0.4897,0.9268,0.5445
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf,1,0.9259,0.9824,0.8031,0.0058,0.9993,0.9824,0.8699
SAT_Competition2009/CRAFTED/modcircuits/mod3block_2vars_11gates_u2_autoenc.cnf,1,0,0.0203,0.0006,0.623,0.3979,0.0205,0.0129
SAT_Competition2007/crafted/Difficult/contest05/QG/QG6-gensys-icl006.sat05-2718.reshuffled-07.cnf,1,0,0.1009,0,0.8843,0.302,0.1218,0.5245
SAT_Competition2011/SAT03/handmade/markstrom/UNSATISFIABLE/mm-2x2-6-6-s.1.shuffled-as.sat03-1499.cnf,1,0,0.15,0,0.7103,0.4601,0.75,0.1504
SAT_Competition2007/crafted/Difficult/contest05/sabharwal/counting-harder-php-014-013.sat05-1187.reshuffled-07.cnf,1,0,0.8487,0.834,1.0194,0.4652,0.8487,0.834
SAT_Competition2009/CRAFTED/Hard/contest05/phnf/phnf-size10-exclusive-FIFO.used-as.sat04-991.sat05-4192.reshuffled-07.cnf,1,0,0.8871,0.0001,1.0186,0.4733,0.8873,0.5483
SAT_Competition2007/crafted/Hard/contest03/others/mm-2x3-8-8-sb.1.sat05-475.reshuffled-07.cnf,1,0,0.013,0.0002,0.7545,0.3733,0.259,0.0898
SAT_Competition2007/crafted/Medium/contest05/pebbling/unsat-pbl-00150.sat05-1328.reshuffled-07.cnf,1,0,0.0003,0.0003,0.769,0.2857,0.0021,0.0837
SAT_Competition2009/CRAFTED/sgi/satsgi-n23himBHm25-p0-q219.cnf,1,1,0.98,0.931,0,1,0.98,0.9311
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-5x8.cnf,1,1,0.0968,0.5946,0,1,0.0968,0.5946
SAT_Competition2007/crafted/Hard/contest05/phnf/phnf-size10-exclusive-FIFO.used-as.sat04-991.sat05-4192.reshuffled-07.cnf,1,0,0.8871,0.0001,1.0186,0.4733,0.8873,0.5483
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q446.25-n35-p30-s33692332.cnf,1,0.9048,0.9793,0.8609,0.0072,0.9991,0.9793,0.8862
SAT_Competition2009/CRAFTED/Medium/contest05/pebbling/unsat-grid-pbl-0080.sat05-1344.reshuffled-07.cnf,1,0,0.0019,0,0.8907,0.3607,0.0024,0
SAT_Competition2009/CRAFTED/Difficult/contest05/sabharwal/counting-harder-php-018-017.sat05-1189.reshuffled-07.cnf,1,0,0.8854,0.8619,1.0502,0.4615,0.8854,0.8681
SAT_Competition2011/SAT02/handmade/simon/satex-challenges/c6288.shuffled.cnf,1,0,0.2396,0,0.7424,0.4775,0.8762,0.0074
SAT_Competition2009/CRAFTED/edgematching/explicit/em_7_4_8_exp.cnf,1,0,0.5558,0.0181,0.4965,0.6861,0.8867,0.5175
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_60_29_30_6-dir.shuffled-as.sat03-130.cnf,1,0,0.98,0.852,1.0077,0.4941,0.98,0.8885
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-160-100.cnf,1,1,0.8333,0.583,0,1,0.8333,0.5831
SAT_Competition2009/CRAFTED/Difficult/contest-02-03-04/contest03-SGI_30_50_30_20_1-dir.sat05-439.reshuffled-07.cnf,1,0,0.9642,0.8333,1.0167,0.4874,0.9642,0.8555
SAT_Competition2007/crafted/spence/hard/s105-100.cnf,1,1,0,0,0,1,1,0.0009
SAT_Competition2011/SAT02/handmade/pehoushek/plainoldcnf/5cnf_3900_3900_060.shuffled.cnf,1,0,0,0.0044,0.7008,0.3719,0.0075,0.0082
SAT_Competition2007/crafted/spence/medium/s89-100.cnf,1,1,0,0,0,1,1,0.0008
SAT_Competition2007/crafted/Difficult/contest05/others/pmg-13-UNSAT.sat05-3941.reshuffled-07.cnf,1,0,0.0007,0.1934,0.5782,0.4973,1,0.258
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n280-s93756482-sat.cnf,1,0,0.8333,0.583,0.983,0.4774,0.8333,0.5831
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-4_512.cnf,1,1,0,0,0,1,0,0
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-20_390.cnf,1,1,0.0032,0.6107,0,1,0.9127,0.6301
SAT_Competition2011/SAT05/crafted/markstrom05/eulcbip/eulcbip-7-UNSAT.shuffled-as.sat05-3936.cnf,1,0,0,0,0.9336,0.36,0.003,0
SAT_Competition2009/CRAFTED/rbsat/crafted/forced/rbsat-v1150c84314gyes2.cnf,1,0.8571,0.938,0.7781,0.021,0.9947,0.938,0.8005
SAT_Competition2007/crafted/spence/medium/s57-100.cnf,1,1,0,0,0,1,1,0.0003
SAT_Competition2009/CRAFTED/Hard/contest03/others/bqwh.40.reg.520.sat05-433.reshuffled-07.cnf,1,0,0.9076,0.0061,0.9918,0.4897,0.9268,0.5445
SAT_Competition2011/SAT04/handmade/kexu/frb-0.8/frb59-26-2.used-as.sat04-892.cnf,1,0.7778,0.9463,0.7816,0.0174,0.9959,0.9463,0.8122
SAT_Competition2011/SAT09/CRAFTED/sgi/satsgi-n26himBHm28-p0-q293.cnf,1,1,0.9822,0.9302,0,1,0.9822,0.9303
SAT_Competition2011/SAT05/crafted/sabharwal05/planning/logistics/unsat/logistics-rotate-07t5.shuffled-as.sat05-1137.cnf,1,0,0.9511,0.5791,1.0016,0.4917,0.9728,0.7011
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v1560c133795gyes1.cnf,1,0.875,0.9439,0.7786,0.0177,0.9957,0.9439,0.809
SAT_Competition2009/CRAFTED/sgi/satsgi-n23himBHm26-p0-q248.cnf,1,1,0.9812,0.9351,0,1,0.9812,0.9352
SAT_Competition2009/CRAFTED/Hard/contest05/QG/QG7-gensys-ukn003.sat05-3346.reshuffled-07.cnf,1,0,0.2907,0,0.8975,0.4062,0.4222,0.599
SAT_Competition2011/SAT05/crafted/sabharwal05/counting/fphp/unsat/harder/fphp-020-019.shuffled-as.sat05-1232.cnf,1,0,0.9444,0.9021,1.0324,0.4771,0.9444,0.9027
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-20_389.cnf,1,1,0,0.6343,0,1,0.9085,0.6431
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes5.cnf,1,0.8333,0.9558,0.17,0.0125,0.9973,0.9558,0.6729
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-11x9.cnf,1,1,0.0361,0.5238,0,1,0.0361,0.5238
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-11-21-sat.cnf,1,1,0.9052,0.8287,0,1,0.9052,0.8287
SAT_Competition2009/CRAFTED/parity-games/instance_n8_i9_pp_ci_ce.cnf,1,0,0.1577,0,0.6202,0.533,0.6134,0.0612
SAT_Competition2011/SAT03/handmade/anton/SAT/SGI_30_80_15_90_4-dir.shuffled-as.sat03-6.cnf,1,0,0.9893,0.8942,1.0138,0.4921,0.9893,0.9127
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_445.cnf,1,1,0.0112,0.6377,0,1,0.9247,0.6592
SAT_Competition2011/SAT02/handmade/pehoushek/plainoldcnf/5cnf_4300_4300_110.shuffled.cnf,1,0,0,0.0004,0.6786,0.3744,0.0016,0.0046
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/rnd_150_42_s.cnf,1,0,0.2481,0.0001,0.6874,0.5454,0.5538,0.0339
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n240-s78945233-sat.cnf,1,0,0.8333,0.5831,0.9852,0.4764,0.8333,0.5831
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-12_135.cnf,1,1,0,0.4959,0,1,0.8549,0.5092
SAT_Competition2011/SAT04/handmade/kexu/frb-0.8/frb59-26-1.used-as.sat04-891.cnf,1,0.7778,0.9463,0.7751,0.0174,0.9959,0.9463,0.813
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-10-18-sat.cnf,1,1,0.8901,0.8154,0,1,0.8901,0.8154
SAT_Competition2009/CRAFTED/Hard/contest03/looksrandom/hgen6-4-24-n650-03-S528656311.sat05-477.reshuffled-07.cnf,1,0.3333,0,0.0001,0.5772,0.5058,1,0.0124
SAT_Competition2011/SAT05/crafted/sorge05/QG7a/gensys-ukn004.shuffled-as.sat05-3844.cnf,1,0,0.0794,0,0.8845,0.3079,0.0985,0.6063
SAT_Competition2007/crafted/Hard/contest03/others/color-18-4.sat05-443.reshuffled-07.cnf,1,0,0.0103,0.0098,0.8831,0.3211,0.0103,0.0134
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-270-100.cnf,1,1,0.8333,0.583,0,1,0.8333,0.5831
SAT_Competition2009/CRAFTED/rbsat/crafted/unforced/rbsat-v1820c171155g4.cnf,1,0.875,0.9472,0.7267,0.016,0.9963,0.9472,0.7775
SAT_Competition2009/CRAFTED/Hard/contest05/phnf/phnf-size10-exclusive-luckySeven.used-as.sat04-990.sat05-4196.reshuffled-07.cnf,1,0,0.8806,0.0018,1.0193,0.4716,0.8808,0.3801
SAT_Competition2009/CRAFTED/Hard/contest04/connamacher/connm-ue-csp-sat-n800-d0.02-s111845174.sat05-536.reshuffled-07.cnf,1,0.1429,0,0.4544,0.597,0.4793,0.8429,0.5396
SAT_Competition2007/crafted/Hard/contest05/phnf/phnf-size10-exclusive-all.used-as.sat04-986.sat05-4198.reshuffled-07.cnf,1,0,0.8575,0.0001,1.0239,0.4657,0.8577,0.4973
SAT_Competition2009/CRAFTED/ramseycube/Q3inK13.cnf,1,?,?,?,?,?,?,?
SAT_Competition2009/CRAFTED/sgi/new-difficult-20-152-18-95.cnf,1,0.8667,0.9742,0.845,0.0128,0.9984,0.9742,0.8536
SAT_Competition2009/CRAFTED/ramseycube/Q3inK08.cnf,1,1,0,0,0,1,0,0
SAT_Competition2009/CRAFTED/sgi/new-difficult-26-243-24-70.cnf,1,0.875,0.9699,0.8271,0.0118,0.9982,0.9699,0.8637
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_70_20_70_1-dir.shuffled-as.sat03-146.cnf,1,0,0.9694,0.8328,1.0222,0.4862,0.9694,0.8568
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g6.cnf,1,0.7778,0.935,0.7628,0.0236,0.9939,0.935,0.7895
SAT_Competition2009/CRAFTED/Medium/contest05/others/QG7-gensys-icl001.sat05-2926.reshuffled-07.cnf,1,0,0.3387,0.0003,0.9132,0.4093,0.4865,0.7446
SAT_Competition2007/crafted/Medium/contest05/pebbling/unsat-pbl-00200.sat05-1329.reshuffled-07.cnf,1,0,0.0006,0,0.8386,0.2677,0.0059,0.1254
SAT_Competition2007/crafted/Hard/contest05/QG/QG7-gensys-ukn003.sat05-3346.reshuffled-07.cnf,1,0,0.2907,0,0.8975,0.4062,0.4222,0.599
SAT_Competition2011/SAT04/handmade/anton/l5k3/lksat-n900-m3357-k3-l5-s950595579.used-as.sat04-938.cnf,1,0,0.0049,0.001,0.6136,0.4802,0.8865,0.0861
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n200-s00813792-unsat.cnf,1,0.3333,0,0,0.5773,0.5032,1,0.0006
SAT_Competition2007/crafted/Difficult/contest05/QG/QG6-gensys-icl001.sat05-2695.reshuffled-07.cnf,1,0,0.0905,0,0.8986,0.289,0.0989,0.5308
