@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE NEG_HORN_CLAUSE NUMERIC
@ATTRIBUTE TERMORE_CLAUSE NUMERIC
@ATTRIBUTE OCCFP_OCCFN NUMERIC
@ATTRIBUTE LITFP_LITFN NUMERIC
@ATTRIBUTE OCCFP_OCCF NUMERIC
@ATTRIBUTE WOCCEP_WOCC NUMERIC
@ATTRIBUTE WOCCEP_WOCCE NUMERIC
@ATTRIBUTE LITFN_LIT NUMERIC
@ATTRIBUTE WOCCN_WOCC NUMERIC
@ATTRIBUTE OCCP_OCCN NUMERIC
@ATTRIBUTE LITEN_LITN NUMERIC
@ATTRIBUTE WOCCEP_WOCCP NUMERIC
@ATTRIBUTE LITEP_LIT NUMERIC
@ATTRIBUTE LITEN_LITE NUMERIC
@ATTRIBUTE OCCEN_OCCE NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC

@DATA
sortnetsort9.v.stepl.012-shuffled,1,0.503179,0.207198,1,1,0.5,0.427688,0.433384,0.009963,0.565504,0.59778,0.984082,0.984332,0.364169,0.628427,0.628427,0.625868
ssa7552-159-00-shuffled,1,0.611294,0.048866,0.680016,0.680016,0.404768,0.132899,0.157687,0.170066,0.769993,0.500131,0.744878,0.577803,0.217744,0.695159,0.695159,0.666608
ssa7552-159-50-shuffled,1,0.601797,0.057282,0.78975,0.78975,0.441263,0.332387,0.359332,0.148307,0.620025,0.726862,0.743895,0.87476,0.30379,0.586438,0.586438,0.579085
ssa7552-159-90-shuffled,1,0.591383,0.066478,0.908667,0.908667,0.476074,0.330457,0.349389,0.149163,0.616644,0.72328,0.74295,0.86201,0.284171,0.602722,0.602722,0.580289
ssa7552-160-50-shuffled,1,0.601079,0.055914,0.777394,0.777394,0.437379,0.332741,0.360091,0.149489,0.620419,0.72703,0.741828,0.876603,0.304759,0.584966,0.584966,0.579029
stmt1_145_146,1,0.774194,0.294355,1,1,0.5,0.521983,0.489524,0.055838,0.509857,0.963455,0.890365,1.06496,0.434856,0.510476,0.510476,0.509306
stmt11_643_645,1,0.718816,0.237844,1,1,0.5,0.467542,0.452007,0.049672,0.545485,0.840856,0.90856,1.028662,0.407102,0.547993,0.547993,0.543226
stmt1_20_21,1,0.763441,0.327957,1,1,0.5,0.513405,0.478697,0.051685,0.520142,0.926407,0.900433,1.06991,0.429213,0.521303,0.521303,0.519101
stmt124_966_965,1,0.707359,0.238528,1,1,0.5,0.458713,0.447499,0.062619,0.548994,0.831749,0.885298,1.017088,0.391455,0.552501,0.552501,0.545926
stmt1_30_31,1,0.755102,0.357143,1,1,0.5,0.512821,0.488038,0.051502,0.511312,0.957983,0.89916,1.049383,0.437768,0.511962,0.511962,0.51073
stmt137_903_911,1,0.707028,0.239204,1,1,0.5,0.459672,0.447547,0.063632,0.548888,0.832248,0.883411,1.018977,0.390591,0.552453,0.552453,0.545778
stmt1_392_393,1,0.748101,0.248734,1,1,0.5,0.469732,0.45701,0.060916,0.540202,0.859591,0.886721,1.021605,0.401331,0.54299,0.54299,0.537753
stmt16_0_1,1,0.720703,0.238281,1,1,0.5,0.466556,0.438849,0.122576,0.552608,0.830966,0.775568,1.042836,0.331265,0.561151,0.561151,0.54616
stmt1_629_630,1,0.722106,0.234643,1,1,0.5,0.460428,0.447286,0.063328,0.54915,0.831375,0.884023,1.021244,0.390634,0.552714,0.552714,0.546038
stmt16_47_48,1,0.70553,0.221758,1,1,0.5,0.461402,0.440338,0.071374,0.555077,0.814402,0.870499,1.037036,0.377481,0.559662,0.559662,0.551146
stmt16_818_819,1,0.72116,0.219512,1,1,0.5,0.467091,0.442188,0.085277,0.552423,0.824976,0.844371,1.043599,0.36677,0.557813,0.557813,0.547952
stmt17_143_144,1,0.7306,0.25183,1,1,0.5,0.477316,0.452915,0.106007,0.541502,0.861842,0.802632,1.041042,0.35689,0.547085,0.547085,0.537102
stmt17_18_19,1,0.723917,0.256822,1,1,0.5,0.470528,0.444992,0.109114,0.548271,0.841608,0.799054,1.041616,0.347882,0.555008,0.555008,0.543004
stmt17_63_70,1,0.705828,0.237013,1,1,0.5,0.427393,0.437162,0.06584,0.558409,0.80322,0.881276,0.967848,0.379597,0.562838,0.562838,0.554563
stmt17_63_78,1,0.706562,0.236143,1,1,0.5,0.424606,0.436175,0.070961,0.55895,0.802559,0.872089,0.962716,0.374272,0.563825,0.563825,0.554767
stmt17_82_94,1,0.708448,0.233907,1,1,0.5,0.426139,0.436753,0.06292,0.559001,0.800866,0.886689,0.966302,0.381791,0.563247,0.563247,0.555288
stmt1_787_788,1,0.733036,0.251028,1,1,0.5,0.461373,0.451136,0.060413,0.545722,0.841757,0.888733,1.015619,0.396627,0.548864,0.548864,0.54296
stmt17_99_98,1,0.712604,0.227767,1,1,0.5,0.462215,0.442134,0.069325,0.553556,0.818701,0.873919,1.035325,0.380832,0.557866,0.557866,0.549843
stmt1_811_812,1,0.723232,0.209091,1,1,0.5,0.467441,0.444902,0.067616,0.551103,0.825993,0.876534,1.04131,0.384737,0.555098,0.555098,0.547647
stmt18_258_260,1,0.706806,0.265052,1,1,0.5,0.462085,0.455842,0.059845,0.541347,0.855726,0.888944,1.007483,0.401282,0.544158,0.544158,0.538873
stmt19_125_302,1,0.591227,0.280858,1,1,0.5,0.414205,0.417847,0.071764,0.575802,0.753273,0.874178,0.976441,0.357874,0.582153,0.582153,0.570362
stmt19_133_257,1,0.600041,0.286261,1,1,0.5,0.421388,0.422073,0.066636,0.572363,0.761986,0.882589,0.985388,0.365823,0.577927,0.577927,0.567541
stmt19_137_313,1,0.592074,0.280639,1,1,0.5,0.414476,0.41824,0.071765,0.575439,0.754308,0.874102,0.976246,0.358209,0.58176,0.58176,0.570025
stmt19_142_261,1,0.598974,0.282256,1,1,0.5,0.420513,0.421266,0.066307,0.573143,0.759656,0.883322,0.985137,0.3654,0.578734,0.578734,0.568293
stmt19_177_302,1,0.592175,0.280587,1,1,0.5,0.415941,0.419129,0.06635,0.575124,0.753958,0.883625,0.97897,0.363511,0.580871,0.580871,0.570139
stmt1_919_920,1,0.7057,0.237296,1,1,0.5,0.458456,0.446826,0.063845,0.549548,0.830213,0.88315,1.017768,0.389771,0.553174,0.553174,0.546384
stmt19_214_309,1,0.590988,0.279854,1,1,0.5,0.416284,0.419274,0.063535,0.575249,0.752946,0.888626,0.980065,0.365996,0.580726,0.580726,0.570468
stmt19_217_250,1,0.598147,0.284545,1,1,0.5,0.422786,0.422945,0.057768,0.572331,0.76009,0.898324,0.988583,0.37408,0.577055,0.577055,0.568153
stmt19_2_180,1,0.584281,0.287852,1,1,0.5,0.419761,0.416392,0.084743,0.575867,0.756118,0.851181,0.989692,0.345819,0.583608,0.583608,0.569438
stmt19_261_266,1,0.604367,0.284808,1,1,0.5,0.424181,0.425237,0.050986,0.570746,0.763235,0.910099,0.988182,0.381874,0.574763,0.574763,0.567139
stmt19_2_83,1,0.572005,0.291124,1,1,0.5,0.413912,0.41296,0.093249,0.578089,0.751906,0.836637,0.981041,0.335944,0.58704,0.58704,0.570807
stmt19_313_318,1,0.591794,0.277415,1,1,0.5,0.418245,0.420901,0.051423,0.574811,0.751425,0.909936,0.983669,0.377613,0.579099,0.579099,0.570964
stmt19_313_412,1,0.585603,0.275007,1,1,0.5,0.413123,0.417912,0.058294,0.577007,0.74667,0.89818,0.976667,0.369188,0.582088,0.582088,0.572518
stmt19_3_177,1,0.580171,0.286,1,1,0.5,0.419764,0.416219,0.077098,0.576782,0.751735,0.864945,0.991839,0.352039,0.583781,0.583781,0.570863
stmt19_3_309,1,0.58945,0.280055,1,1,0.5,0.40992,0.414779,0.084808,0.577324,0.752031,0.851414,0.969819,0.344426,0.585221,0.585221,0.570766
stmt19_3_78,1,0.567546,0.287944,1,1,0.5,0.414887,0.413242,0.080877,0.579124,0.746041,0.858786,0.98577,0.346399,0.586758,0.586758,0.572724
stmt19_3_83,1,0.568054,0.287785,1,1,0.5,0.415085,0.413518,0.080892,0.57887,0.746754,0.858702,0.985646,0.346618,0.586482,0.586482,0.57249
stmt19_66_318,1,0.584929,0.275852,1,1,0.5,0.408629,0.4139,0.0794,0.578674,0.746946,0.861292,0.969864,0.348172,0.5861,0.5861,0.572427
stmt19_66_90,1,0.570625,0.279905,1,1,0.5,0.416219,0.415191,0.065787,0.578837,0.743223,0.885318,0.988259,0.360563,0.584809,0.584809,0.57365
stmt19_67_83,1,0.567666,0.277705,1,1,0.5,0.413773,0.412139,0.078748,0.580351,0.742089,0.862813,0.985998,0.347228,0.587861,0.587861,0.574024
stmt19_79_87,1,0.707986,0.234455,1,1,0.5,0.427063,0.437076,0.06169,0.558787,0.80128,0.888879,0.967931,0.383149,0.562924,0.562924,0.555161
stmt19_83_302,1,0.589866,0.280296,1,1,0.5,0.4123,0.41639,0.077733,0.576563,0.752507,0.863772,0.973697,0.351655,0.58361,0.58361,0.570611
stmt19_83_90,1,0.571582,0.279656,1,1,0.5,0.416747,0.415666,0.065467,0.578426,0.744313,0.885805,0.988549,0.361242,0.584334,0.584334,0.573292
stmt19_90_133,1,0.577794,0.280203,1,1,0.5,0.419379,0.416681,0.066011,0.577431,0.747277,0.88466,0.992449,0.361669,0.583319,0.583319,0.572319
stmt21_127_258,1,0.599814,0.286336,1,1,0.5,0.421271,0.421972,0.066729,0.572449,0.76176,0.88244,0.985311,0.365657,0.578028,0.578028,0.567614
stmt21_134_418,1,0.575826,0.270206,1,1,0.5,0.402771,0.410582,0.079742,0.58167,0.738654,0.861356,0.962807,0.3451,0.589418,0.589418,0.575157
stmt21_143_258,1,0.598664,0.282323,1,1,0.5,0.420508,0.421129,0.066153,0.573284,0.759213,0.883623,0.985452,0.365411,0.578871,0.578871,0.568436
stmt21_252_310,1,0.600551,0.284022,1,1,0.5,0.420633,0.423306,0.055663,0.572173,0.760081,0.902029,0.983185,0.376181,0.576694,0.576694,0.568156
stmt21_267_310,1,0.597351,0.280815,1,1,0.5,0.419649,0.422138,0.054858,0.573343,0.756484,0.903643,0.983574,0.375823,0.577862,0.577862,0.569319
stmt21_310_360,1,0.589741,0.277344,1,1,0.5,0.415552,0.419634,0.055648,0.575631,0.75002,0.902615,0.979223,0.37293,0.580366,0.580366,0.571422
stmt21_4_5,1,0.563475,0.295656,1,1,0.5,0.4107,0.410332,0.100771,0.57962,0.749487,0.823702,0.976973,0.327632,0.589668,0.589668,0.571596
stmt21_70_258,1,0.598631,0.286366,1,1,0.5,0.419502,0.420511,0.073431,0.573189,0.761138,0.870678,0.982876,0.358754,0.579489,0.579489,0.567815
stmt21_71_304,1,0.588803,0.276159,1,1,0.5,0.409457,0.414123,0.083805,0.578022,0.749832,0.853355,0.970328,0.344712,0.585877,0.585877,0.571483
stmt21_71_70,1,0.566483,0.277996,1,1,0.5,0.413624,0.411676,0.078475,0.580802,0.740761,0.863394,0.986703,0.347064,0.588324,0.588324,0.574461
stmt21_79_314,1,0.590239,0.280225,1,1,0.5,0.412232,0.4165,0.077944,0.576442,0.752898,0.863373,0.973261,0.351573,0.5835,0.5835,0.570484
stmt21_79_91,1,0.571182,0.279767,1,1,0.5,0.416479,0.415422,0.065598,0.578641,0.743734,0.885614,0.988418,0.36092,0.584578,0.584578,0.573482
stmt22_179_182,1,0.587831,0.284715,1,1,0.5,0.425154,0.42213,0.052412,0.573563,0.755286,0.908003,0.996992,0.377881,0.57787,0.57787,0.569708
stmt22_6_80,1,0.571429,0.291317,1,1,0.5,0.413667,0.41263,0.093267,0.578383,0.751092,0.836681,0.981143,0.335661,0.58737,0.58737,0.571072
stmt22_92_259,1,0.597966,0.282147,1,1,0.5,0.418837,0.41976,0.072695,0.57395,0.758785,0.872146,0.983071,0.358731,0.58024,0.58024,0.568574
stmt23_66_76,1,0.706218,0.23655,1,1,0.5,0.425915,0.43664,0.068565,0.558696,0.802868,0.876387,0.965127,0.376763,0.56336,0.56336,0.554672
stmt24_148_149,1,0.773399,0.295567,1,1,0.5,0.535264,0.495192,0.068465,0.504454,0.983539,0.864198,1.08015,0.427386,0.504808,0.504808,0.504149
stmt24_292_293,1,0.709022,0.265565,1,1,0.5,0.464992,0.455835,0.06096,0.541298,0.856042,0.886856,1.013714,0.400259,0.544165,0.544165,0.538781
stmt24_765_766,1,0.709705,0.238819,1,1,0.5,0.461541,0.447842,0.064113,0.548585,0.833282,0.882462,1.022432,0.390417,0.552158,0.552158,0.54547
stmt24_7_8,1,0.810811,0.297297,1,1,0.5,0.604444,0.5,0.127907,0.5,1,0.744186,1.208889,0.372093,0.5,0.5,0.5
stmt25_52_53,1,0.705691,0.221251,1,1,0.5,0.461667,0.440857,0.067359,0.554871,0.814305,0.877791,1.037154,0.381466,0.559143,0.559143,0.551175
stmt25_597_598,1,0.724399,0.252577,1,1,0.5,0.463749,0.453093,0.060614,0.54388,0.847675,0.888004,1.016727,0.398165,0.546907,0.546907,0.541221
stmt2_649_723,1,0.720021,0.238758,1,1,0.5,0.462253,0.44802,0.080566,0.547425,0.839574,0.851793,1.021384,0.37583,0.55198,0.55198,0.543604
stmt2_649_776,1,0.71979,0.230736,1,1,0.5,0.461082,0.444113,0.090925,0.550297,0.832429,0.833387,1.025303,0.363351,0.555887,0.555887,0.545724
stmt27_149_224,1,0.587515,0.284034,1,1,0.5,0.425641,0.421156,0.055758,0.574188,0.754229,0.902187,0.999599,0.37419,0.578844,0.578844,0.570051
stmt27_296_297,1,0.711111,0.266049,1,1,0.5,0.464814,0.456105,0.059239,0.541131,0.856341,0.890033,1.012954,0.402067,0.543895,0.543895,0.538694
stmt27_93_98,1,0.712209,0.227023,1,1,0.5,0.461987,0.442515,0.065737,0.55344,0.818424,0.880462,1.034547,0.384336,0.557485,0.557485,0.549927
stmt28_68_81,1,0.707138,0.23546,1,1,0.5,0.424833,0.436258,0.069148,0.559007,0.802041,0.875392,0.963355,0.375925,0.563742,0.563742,0.554926
stmt29_21_275,1,0.599956,0.284816,1,1,0.5,0.415145,0.419114,0.080083,0.573845,0.760777,0.858993,0.974164,0.351986,0.580886,0.580886,0.567931
stmt2_976_999,1,0.747292,0.236701,1,1,0.5,0.459196,0.440409,0.059063,0.55585,0.809786,0.893108,1.033876,0.388385,0.559591,0.559591,0.552552
stmt31_100_276,1,0.600643,0.284494,1,1,0.5,0.417199,0.420546,0.073041,0.573193,0.761037,0.871372,0.977489,0.359112,0.579454,0.579454,0.567847
stmt31_22_23,1,0.572737,0.294118,1,1,0.5,0.411053,0.41277,0.096338,0.57793,0.753086,0.831111,0.973898,0.333239,0.58723,0.58723,0.570423
stmt32_122_129,1,0.772152,0.297468,1,1,0.5,0.529045,0.504559,0.058981,0.495726,1.016216,0.881081,1.049124,0.44504,0.495441,0.495441,0.495979
stmt32_153_277,1,0.601051,0.284398,1,1,0.5,0.418882,0.421744,0.067017,0.572635,0.761285,0.881964,0.980151,0.365216,0.578256,0.578256,0.567767
stmt32_228_277,1,0.597204,0.282569,1,1,0.5,0.419327,0.421622,0.06085,0.573299,0.757966,0.893028,0.982719,0.370311,0.578378,0.578378,0.568839
stmt3_639_640,1,0.742358,0.237991,1,1,0.5,0.469415,0.454424,0.062774,0.542523,0.852353,0.883721,1.026096,0.397372,0.545576,0.545576,0.539854
stmt37_941_942,1,0.701897,0.233213,1,1,0.5,0.461793,0.443508,0.06503,0.552563,0.821014,0.88158,1.032084,0.385826,0.556492,0.556492,0.549145
stmt38_943_942,1,0.70193,0.232862,1,1,0.5,0.461781,0.443213,0.065636,0.552798,0.820392,0.880517,1.032599,0.385032,0.556787,0.556787,0.549332
stmt39_34_107,1,0.577586,0.2893,1,1,0.5,0.414374,0.414168,0.086708,0.577683,0.751474,0.848133,0.981194,0.342344,0.585832,0.585832,0.570948
stmt3_969_973,1,0.734349,0.225888,1,1,0.5,0.468344,0.450405,0.06483,0.546157,0.841064,0.880643,1.031951,0.392005,0.549595,0.549595,0.543164
stmt41_235_286,1,0.594163,0.281347,1,1,0.5,0.417975,0.420602,0.060865,0.574253,0.755208,0.893169,0.981744,0.369402,0.579398,0.579398,0.569733
stmt41_262_275,1,0.701987,0.244481,1,1,0.5,0.466391,0.441735,0.102106,0.551639,0.830272,0.813118,1.040213,0.351527,0.558265,0.558265,0.546367
stmt41_336_385,1,0.586106,0.274905,1,1,0.5,0.414383,0.418567,0.053989,0.576786,0.746297,0.905719,0.979134,0.373371,0.581433,0.581433,0.57264
stmt41_36_37,1,0.568352,0.291354,1,1,0.5,0.410885,0.411746,0.091099,0.579408,0.747719,0.840785,0.976921,0.336727,0.588254,0.588254,0.572174
stmt44_107_108,1,0.76,0.31,1,1,0.5,0.548718,0.521951,0.06383,0.479545,1.079646,0.867257,1.054305,0.455319,0.478049,0.478049,0.480851
stmt44_107_113,1,0.767442,0.302326,1,1,0.5,0.540411,0.511538,0.072368,0.489362,1.040268,0.852349,1.058304,0.4375,0.488462,0.488462,0.490132
stmt44_252_301,1,0.705137,0.264843,1,1,0.5,0.461833,0.455363,0.060969,0.541739,0.854619,0.886926,1.007796,0.399837,0.544637,0.544637,0.539194
stmt44_40_162,1,0.581043,0.287336,1,1,0.5,0.417943,0.415779,0.081264,0.576772,0.752747,0.857566,0.987512,0.348204,0.584221,0.584221,0.570533
stmt44_40_41,1,0.566975,0.290123,1,1,0.5,0.411801,0.412135,0.087607,0.579428,0.746816,0.846967,0.979145,0.339923,0.587865,0.587865,0.57247
stmt44_554_604,1,0.721764,0.251345,1,1,0.5,0.462107,0.452562,0.061594,0.544324,0.846401,0.886272,1.014115,0.396812,0.547438,0.547438,0.541594
stmt46_163_289,1,0.595545,0.282206,1,1,0.5,0.416835,0.420082,0.066721,0.574204,0.756687,0.882791,0.978954,0.364025,0.579918,0.579918,0.569253
stmt47_239_290,1,0.592483,0.280688,1,1,0.5,0.417473,0.420176,0.060818,0.574655,0.754034,0.893323,0.981492,0.369068,0.579824,0.579824,0.570114
stmt50_167_293,1,0.593279,0.28143,1,1,0.5,0.415873,0.419374,0.066685,0.574865,0.754778,0.882982,0.978213,0.363442,0.580626,0.580626,0.569873
stmt52_117_295,1,0.592634,0.281454,1,1,0.5,0.414116,0.418113,0.072305,0.575505,0.754247,0.87316,0.975548,0.35765,0.581887,0.581887,0.570045
stmt52_295_394,1,0.586609,0.275966,1,1,0.5,0.413022,0.418053,0.058562,0.576849,0.747186,0.897682,0.976064,0.36909,0.581947,0.581947,0.572349
stmt52_54_55,1,0.563943,0.288928,1,1,0.5,0.411379,0.411487,0.085122,0.580277,0.743849,0.851561,0.980122,0.341434,0.588513,0.588513,0.573444
stmt53_208_245,1,0.581953,0.281635,1,1,0.5,0.424727,0.420177,0.050923,0.57554,0.749191,0.910925,1.000629,0.377384,0.579823,0.579823,0.571693
stmt5_731_730,1,0.706479,0.236668,1,1,0.5,0.459248,0.447156,0.063863,0.549239,0.831186,0.883054,1.018828,0.390042,0.552844,0.552844,0.546094
stmt6_13_14,1,0.789474,0.381579,1,1,0.5,0.552125,0.503106,0.060109,0.497093,1.010989,0.879121,1.097867,0.442623,0.496894,0.496894,0.497268
stmt70_191_213,1,0.702186,0.26571,1,1,0.5,0.459559,0.454574,0.06015,0.542519,0.851986,0.888602,1.004541,0.399889,0.545426,0.545426,0.539961
stmt70_495_501,1,0.720407,0.251634,1,1,0.5,0.460886,0.452114,0.061171,0.544766,0.844926,0.887145,1.012416,0.396802,0.547886,0.547886,0.542027
stmt72_696_721,1,0.706188,0.238425,1,1,0.5,0.459641,0.446961,0.064984,0.549353,0.831013,0.881013,1.019957,0.38887,0.553039,0.553039,0.546146
stmt7_33_34,1,0.632705,0.283615,1,1,0.5,0.402974,0.42703,0.08969,0.56578,0.786096,0.839805,0.928041,0.35043,0.57297,0.57297,0.55988
stmt82_224_225,1,0.704981,0.266284,1,1,0.5,0.462356,0.455407,0.060203,0.541736,0.854519,0.888352,1.008928,0.400573,0.544593,0.544593,0.539223
stmt85_64_122,1,0.575474,0.287737,1,1,0.5,0.417954,0.415104,0.078652,0.577649,0.749654,0.862387,0.989589,0.349807,0.584896,0.584896,0.571541
stmt86_889_890,1,0.707958,0.232265,1,1,0.5,0.459814,0.44422,0.075172,0.551246,0.826838,0.862673,1.024647,0.377434,0.55578,0.55578,0.547394
stmt9_350_351,1,0.744122,0.242739,1,1,0.5,0.46826,0.454171,0.061718,0.542815,0.851261,0.885744,1.024223,0.39811,0.545829,0.545829,0.540172
stmt9_445_446,1,0.75632,0.262386,1,1,0.5,0.471022,0.461016,0.058507,0.536561,0.87118,0.890522,1.016364,0.40707,0.538984,0.538984,0.534422
szymanski-10-s-shuffled,1,0.795835,0.599054,1.067961,1.067961,0.516432,0.359695,0.444449,0.14738,0.539237,0.874727,0.723702,0.780651,0.309192,0.555262,0.555262,0.533411
szymanski-24-s-shuffled,1,0.80258,0.608318,1.08642,1.08642,0.52071,0.350766,0.445769,0.147188,0.537123,0.882685,0.722892,0.757795,0.308936,0.554143,0.554143,0.531156
T-adeu-0,1,0.624169,0.216191,1.260938,1.260938,0.557706,0.219546,0.273052,0.160552,0.661503,0.5945,0.744,0.648592,0.170398,0.7325,0.7325,0.627156
T-adeu-1,1,0.619559,0.218843,1.232813,1.232812,0.552134,0.222816,0.277239,0.16313,0.659441,0.598065,0.739308,0.654264,0.173135,0.727674,0.727674,0.625757
T-adeu-2,1,0.624169,0.216191,1.278922,1.278922,0.561196,0.219385,0.272366,0.158294,0.661752,0.5945,0.7476,0.648592,0.170398,0.733445,0.733445,0.627156
T-adeu-3,1,0.619559,0.218843,1.232813,1.232812,0.552134,0.222816,0.277239,0.16313,0.659441,0.598065,0.739308,0.654264,0.173135,0.727674,0.727674,0.625757
T-adeu-4,1,0.622645,0.217068,1.269414,1.269414,0.559358,0.220463,0.273741,0.159132,0.661072,0.595674,0.746076,0.650472,0.171301,0.731866,0.731866,0.626694
T-adeu-5,1,0.622645,0.217068,1.251563,1.251563,0.555864,0.220625,0.274433,0.161402,0.660823,0.595674,0.742455,0.650472,0.171301,0.73091,0.73091,0.626694
T-adeu-6,1,0.624169,0.216191,1.278922,1.278922,0.561196,0.219385,0.272366,0.158294,0.661752,0.5945,0.7476,0.648592,0.170398,0.733445,0.733445,0.627156
T-adeu-7,1,0.619559,0.218843,1.287113,1.287113,0.562767,0.222319,0.275129,0.156248,0.6602,0.598065,0.750305,0.654264,0.173135,0.73059,0.73059,0.625757
T-adeu-8,1,0.621108,0.217952,1.259905,1.259905,0.557504,0.221551,0.275129,0.15998,0.660387,0.596862,0.744534,0.652363,0.172213,0.730269,0.730269,0.626228
T-adeu-9,1,0.619559,0.218843,1.268489,1.268489,0.559178,0.222485,0.275829,0.158542,0.659947,0.598065,0.74664,0.654264,0.173135,0.729625,0.729625,0.625757
T-edau-0,1,0.624169,0.216191,1.260938,1.260938,0.557706,0.218646,0.270048,0.160552,0.665447,0.5945,0.744,0.653547,0.170398,0.7325,0.7325,0.627156
T-edau-1,1,0.619559,0.218843,1.232813,1.232812,0.552134,0.222145,0.274569,0.16313,0.663003,0.598065,0.739308,0.659189,0.173135,0.727674,0.727674,0.625757
T-edau-2,1,0.624169,0.216191,1.278922,1.278922,0.561196,0.218386,0.269227,0.158294,0.665846,0.5945,0.7476,0.653547,0.170398,0.733445,0.733445,0.627156
T-edau-3,1,0.619559,0.218843,1.232813,1.232812,0.552134,0.222145,0.274569,0.16313,0.663003,0.598065,0.739308,0.659189,0.173135,0.727674,0.727674,0.625757
T-edau-4,1,0.622645,0.217068,1.269414,1.269414,0.559358,0.219537,0.270708,0.159132,0.665043,0.595674,0.746076,0.655417,0.171301,0.731866,0.731866,0.626694
T-edau-5,1,0.622645,0.217068,1.251563,1.251563,0.555864,0.2198,0.271538,0.161402,0.664641,0.595674,0.742455,0.655417,0.171301,0.73091,0.73091,0.626694
T-edau-6,1,0.624169,0.216191,1.278922,1.278922,0.561196,0.218386,0.269227,0.158294,0.665846,0.5945,0.7476,0.653547,0.170398,0.733445,0.733445,0.627156
T-edau-7,1,0.619559,0.218843,1.287113,1.287113,0.562767,0.22134,0.272038,0.156248,0.664224,0.598065,0.750305,0.659189,0.173135,0.73059,0.73059,0.625757
T-edau-8,1,0.621108,0.217952,1.259905,1.259905,0.557504,0.2207,0.272206,0.15998,0.664231,0.596862,0.744534,0.657298,0.172213,0.730269,0.730269,0.626228
T-edau-9,1,0.619559,0.218843,1.268489,1.268489,0.559178,0.221607,0.272877,0.158542,0.663818,0.598065,0.74664,0.659189,0.173135,0.729625,0.729625,0.625757
term1.blif_0.10_0.20_0_0_out_exact-shuffled,1,0.618197,0.253118,1,1,0.5,0.468686,0.466121,0.002656,0.533731,0.895993,0.994964,1.005184,0.469916,0.527575,0.527575,0.527428
term1.blif_0.10_0.20_0_1_inp_exact-shuffled,1,0.629285,0.244486,1,1,0.5,0.476683,0.47335,0.002725,0.526574,0.899772,0.994823,1.006879,0.470896,0.526523,0.526523,0.526379
term1.blif_0.10_1.00_0_0_out_exact-shuffled,1,0.616378,0.251615,1,1,0.5,0.466258,0.466321,0.000632,0.533644,0.896083,0.998801,0.99979,0.471965,0.527438,0.527438,0.527403
test1_quant2,1,0.471933,0.628378,1,1,0.5,0.400267,0.448272,0.121638,0.541479,0.868441,0.772727,0.872952,0.343157,0.546524,0.546524,0.535206
test1_quant3,1,0.462348,0.647368,1,1,0.5,0.395639,0.450786,0.117926,0.539684,0.875502,0.77883,0.859494,0.348883,0.543435,0.543435,0.533191
test1_quant_squaring2,1,0.471933,0.628378,1,1,0.5,0.400267,0.448272,0.121638,0.541479,0.868441,0.772727,0.872952,0.343157,0.546524,0.546524,0.535206
test1_quant_squaring3,1,0.455902,0.659483,1,1,0.5,0.397154,0.450992,0.135037,0.537519,0.879981,0.746132,0.858746,0.333042,0.543731,0.543731,0.53192
test3_quant2-shuffled,1,0.482115,0.581649,1,1,0.5,0.395841,0.443888,0.113321,0.545937,0.851563,0.790179,0.871776,0.346594,0.551832,0.551832,0.540084
test3_quant4,1,0.465872,0.621885,1,1,0.5,0.390449,0.448615,0.11079,0.542122,0.866512,0.79321,0.852736,0.353452,0.545937,0.545937,0.535759
test3_quant_squaring4,1,0.455528,0.643392,1,1,0.5,0.392814,0.449064,0.134634,0.538794,0.87441,0.747642,0.851709,0.331865,0.545846,0.545846,0.533501
test4_quant2,1,0.506912,0.544931,1,1,0.5,0.399495,0.4399,0.102355,0.550562,0.836938,0.81198,0.888876,0.353261,0.555809,0.555809,0.544384
test4_quant4,1,0.48505,0.592193,1,1,0.5,0.393367,0.445189,0.103205,0.545825,0.854935,0.808561,0.866114,0.357692,0.549273,0.549273,0.539103
test4_quant_squaring2,1,0.506912,0.544931,1,1,0.5,0.399495,0.4399,0.102355,0.550562,0.836938,0.81198,0.888876,0.353261,0.555809,0.555809,0.544384
test4_quant_squaring4,1,0.471429,0.618831,1,1,0.5,0.396738,0.445675,0.12748,0.542458,0.86494,0.762257,0.867107,0.33631,0.548602,0.548602,0.53621
test5_quant5-shuffled,1,0.42933,0.701382,1,1,0.5,0.393358,0.457987,0.116883,0.533866,0.896269,0.778358,0.843875,0.355765,0.535696,0.535696,0.527351
test5_quant_squaring5-shuffled,1,0.426942,0.705631,1,1,0.5,0.397646,0.458082,0.147826,0.530628,0.8975,0.7195,0.847187,0.325165,0.538346,0.538346,0.527009
texas.ifetch1^4.E-f4-shuffled,1,0.54622,0.333295,1,1,0.5,0.416082,0.420514,0.030519,0.576042,0.750087,0.946589,0.981422,0.398081,0.576042,0.576042,0.5714
