@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_tightness_100 NUMERIC
@ATTRIBUTE normalised_standard_deviation_of_node_degree NUMERIC
@ATTRIBUTE clustering_coefficient NUMERIC
@ATTRIBUTE normalised_maximum_degree NUMERIC
@ATTRIBUTE stats_tightness_75 NUMERIC
@ATTRIBUTE normalised_width_of_ordering NUMERIC
@ATTRIBUTE stats_edge_density NUMERIC
@ATTRIBUTE normalised_mean_degree NUMERIC
@ATTRIBUTE normalised_median_degree NUMERIC
@ATTRIBUTE stats_tightness_mean NUMERIC
@ATTRIBUTE normalised_minimum_degree NUMERIC
@ATTRIBUTE stats_tightness_50 NUMERIC
@ATTRIBUTE stats_cts_per_var_mean NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC
@ATTRIBUTE stats_tightness_0 NUMERIC
@ATTRIBUTE stats_tightness_25 NUMERIC
@ATTRIBUTE stats_dom_0 NUMERIC
@ATTRIBUTE stats_literal_tightness_100 NUMERIC
@ATTRIBUTE normalised_SAC_literals NUMERIC
@ATTRIBUTE stats_table_proportion NUMERIC
@ATTRIBUTE stats_sums_proportion NUMERIC
@ATTRIBUTE stats_cts_per_var_mean_normalised NUMERIC
@ATTRIBUTE stats_arity_mean_normalised NUMERIC
@ATTRIBUTE stats_table_count NUMERIC
@ATTRIBUTE mean_degree NUMERIC
@ATTRIBUTE stats_literal_tightness_coeff_of_variation NUMERIC
@ATTRIBUTE stats_or_atleastk_count NUMERIC
@ATTRIBUTE stats_lex_proportion NUMERIC
@ATTRIBUTE median_degree NUMERIC
@ATTRIBUTE maximum_degree NUMERIC
@ATTRIBUTE stats_dom_75 NUMERIC
@ATTRIBUTE stats_dom_100 NUMERIC
@ATTRIBUTE width_of_graph NUMERIC
@ATTRIBUTE minimum_degree NUMERIC
@ATTRIBUTE width_of_ordering NUMERIC
@ATTRIBUTE stats_lex_count NUMERIC
@ATTRIBUTE stats_alldiff_count NUMERIC
@ATTRIBUTE standard_deviation_of_node_degree NUMERIC
@ATTRIBUTE stats_dom_not2_2_ratio NUMERIC
@ATTRIBUTE stats_binary_proportion NUMERIC
@ATTRIBUTE stats_multi_shared_vars NUMERIC
@ATTRIBUTE stats_dom_mean NUMERIC
@ATTRIBUTE stats_tightness_mean_normalised NUMERIC
@ATTRIBUTE stats_conscount NUMERIC
@ATTRIBUTE stats_dom_50 NUMERIC
@ATTRIBUTE stats_alldiff_proportion NUMERIC
@ATTRIBUTE stats_dom_25 NUMERIC
@ATTRIBUTE stats_arity_75 NUMERIC
@ATTRIBUTE stats_literal_tightness_75 NUMERIC
@ATTRIBUTE stats_arity_mean NUMERIC
@ATTRIBUTE stats_arity_50 NUMERIC
@ATTRIBUTE stats_arity_25 NUMERIC
@ATTRIBUTE stats_arity_0 NUMERIC
@ATTRIBUTE stats_arity_100 NUMERIC
@ATTRIBUTE stats_branchingvars NUMERIC
@ATTRIBUTE stats_varcount NUMERIC
@ATTRIBUTE stats_or_atleastk_proportion NUMERIC
@ATTRIBUTE stats_var_discrete NUMERIC
@ATTRIBUTE stats_literal_tightness_25 NUMERIC
@ATTRIBUTE stats_unary_count NUMERIC
@ATTRIBUTE stats_var_bool NUMERIC
@ATTRIBUTE SAC_literals NUMERIC
@ATTRIBUTE stats_sums_count NUMERIC
@ATTRIBUTE stats_literal_tightness_50 NUMERIC

@DATA
rand-2-50-23-587-230-fcd-13_ext.xml.minion.gz,1,683,0.07291,0.38265,0.56,256,0.42,0.377959,0.3704,0.37,274.349892,0.22,232,18.52,0.28,189,222,23,37.583333,0,1,0,0.04,0.04,463,18.52,0.102702,0,0,18.5,28,23,23,14,11,21,0,0,3.64549,0,0,0,23,0.592548,463,23,0,23,2,29.181818,2,2,2,2,2,50,50,0,50,25.473684,0,0,0,0,27.368421
rand-2-50-23-587-230-fcd-15_ext.xml.minion.gz,1,702,0.070717,0.398776,0.56,252,0.44,0.382857,0.3752,0.38,272.411514,0.24,234,18.76,0.28,193,223,23,37,0,1,0,0.04,0.04,469,18.76,0.105482,0,0,19,28,23,23,14,12,22,0,0,3.535873,0,0,0,23,0.580835,469,23,0,23,2,29.157895,2,2,2,2,2,50,50,0,50,25.294118,0,0,0,0,27.1
rand-2-50-23-587-230-fcd-17_ext.xml.minion.gz,1,638,0.062502,0.384146,0.56,257,0.4,0.376327,0.3688,0.37,275.739696,0.26,234,18.44,0.28,190,224,23,35.769231,0,1,0,0.04,0.04,461,18.44,0.109149,0,0,18.5,28,23,23,14,13,20,0,0,3.125124,0,0,0,23,0.598134,461,23,0,23,2,29.7,2,2,2,2,2,50,50,0,50,25.363636,0,0,0,0,27.444444
rand-2-50-23-587-230-fcd-19_ext.xml.minion.gz,1,656,0.063543,0.394221,0.58,247,0.44,0.39102,0.3832,0.38,265.668058,0.28,232,19.16,0.28,184,221,23,35.714286,0,1,0,0.04,0.04,479,19.16,0.10716,0,0,19,29,23,23,14,14,22,0,0,3.177169,0,0,0,23,0.554631,479,23,0,23,2,28.611111,2,2,2,2,2,50,50,0,50,24.705882,0,0,0,0,26.6875
rand-2-50-23-587-230-fcd-21_ext.xml.minion.gz,1,692,0.06845,0.385062,0.56,248,0.46,0.389388,0.3816,0.4,269.062893,0.22,235,19.08,0.26,193,223,23,36.363636,0,1,0,0.04,0.04,477,19.08,0.109458,0,0,20,28,23,23,13,11,23,0,0,3.422514,0,0,0,23,0.564073,477,23,0,23,2,28.636364,2,2,2,2,2,50,50,0,50,24.809524,0,0,0,0,26.727273
rand-2-50-23-587-230-fcd-23_ext.xml.minion.gz,1,742,0.060958,0.366434,0.5,256,0.5,0.377143,0.3696,0.37,274.238095,0.22,233,18.48,0.28,191,220,23,38.142857,0,1,0,0.04,0.04,462,18.48,0.116539,0,0,18.5,25,23,23,14,11,25,0,0,3.047885,0,0,0,23,0.593589,462,23,0,23,2,29.666667,2,2,2,2,2,50,50,0,50,25.176471,0,0,0,0,27.428571
rand-2-50-23-587-230-fcd-25_ext.xml.minion.gz,1,669,0.069669,0.388508,0.58,249,0.4,0.38449,0.3768,0.38,270.101911,0.24,233,18.84,0.28,194,222,23,37.058824,0,1,0,0.04,0.04,471,18.84,0.10787,0,0,19,29,23,23,14,12,20,0,0,3.483447,0,0,0,23,0.573465,471,23,0,23,2,29.117647,2,2,2,2,2,50,50,0,50,25.25,0,0,0,0,27.090909
rand-2-50-23-587-230-fcd-27_ext.xml.minion.gz,1,647,0.069282,0.391399,0.56,255,0.48,0.383673,0.376,0.38,271.334043,0.24,234,18.8,0.28,190,224,23,37.45,0,1,0,0.04,0.04,470,18.8,0.104492,0,0,19,28,23,23,14,12,24,0,0,3.464102,0,0,0,23,0.577306,470,23,0,23,2,28.888889,2,2,2,2,2,50,50,0,50,25.217391,0,0,0,0,27.052632
rand-2-50-23-587-230-fcd-29_ext.xml.minion.gz,1,652,0.072774,0.387362,0.56,256,0.52,0.379592,0.372,0.36,275.752688,0.2,237,18.6,0.28,189,225,23,37.4,0,1,0,0.04,0.04,465,18.6,0.1099,0,0,18,28,23,23,14,10,26,0,0,3.638681,0,0,0,23,0.593017,465,23,0,23,2,29.294118,2,2,2,2,2,50,50,0,50,25.352941,0,0,0,0,27.25
rand-2-50-23-587-230-fcd-31_ext.xml.minion.gz,1,645,0.064726,0.382471,0.5,249,0.46,0.386122,0.3784,0.38,269.274841,0.24,234,18.92,0.28,194,224,23,38.2,0,1,0,0.04,0.04,473,18.92,0.109239,0,0,19,25,23,23,14,12,23,0,0,3.236294,0,0,0,23,0.569291,473,23,0,23,2,28.826087,2,2,2,2,2,50,50,0,50,24.8125,0,0,0,0,26.826087
rand-2-50-23-587-230-fcd-33_ext.xml.minion.gz,1,553,0.076151,0.386103,0.54,259,0.54,0.381224,0.3736,0.36,272.745182,0.2,233,18.68,0.26,178,223,23,37.411765,0,1,0,0.04,0.04,467,18.68,0.113071,0,0,18,27,23,23,13,10,27,0,0,3.807571,0,0,0,23,0.584037,467,23,0,23,2,29.277778,2,2,2,2,2,50,50,0,50,25.173913,0,0,0,0,27.266667
rand-2-50-23-587-230-fcd-35_ext.xml.minion.gz,1,746,0.06407,0.365606,0.5,249,0.48,0.382857,0.3752,0.38,270.637527,0.24,233,18.76,0.28,187,222,23,36.789474,0,1,0,0.04,0.04,469,18.76,0.114953,0,0,19,25,23,23,14,12,24,0,0,3.203498,0,0,0,23,0.577052,469,23,0,23,2,29.190476,2,2,2,2,2,50,50,0,50,24.944444,0,0,0,0,27.05
rand-2-50-23-587-230-fcd-37_ext.xml.minion.gz,1,641,0.068702,0.398502,0.54,247,0.44,0.395918,0.388,0.4,264.315464,0.24,233,19.4,0.28,183,223,23,34.555556,0,1,0,0.04,0.04,485,19.4,0.09635,0,0,20,27,23,23,14,12,22,0,0,3.435113,0,0,0,23,0.54498,485,23,0,23,2,28.157895,2,2,2,2,2,50,50,0,50,24.736842,0,0,0,0,26.428571
rand-2-50-23-587-230-fcd-39_ext.xml.minion.gz,1,558,0.074752,0.384413,0.54,257,0.4,0.377143,0.3696,0.38,275.564935,0.22,236,18.48,0.26,186,224,23,38.307692,0,1,0,0.04,0.04,462,18.48,0.117013,0,0,19,27,23,23,13,11,20,0,0,3.737593,0,0,0,23,0.596461,462,23,0,23,2,29.666667,2,2,2,2,2,50,50,0,50,25.28,0,0,0,0,27.444444
rand-2-50-23-587-230-fcd-41_ext.xml.minion.gz,1,663,0.072129,0.384162,0.56,257,0.44,0.376327,0.3688,0.36,274.095445,0.24,232,18.44,0.28,187,221,23,36.3125,0,1,0,0.04,0.04,461,18.44,0.100199,0,0,18,28,23,23,14,12,22,0,0,3.606439,0,0,0,23,0.594567,461,23,0,23,2,29.411765,2,2,2,2,2,50,50,0,50,25.714286,0,0,0,0,27.473684
rand-2-50-23-587-230-fcd-43_ext.xml.minion.gz,1,642,0.063744,0.39091,0.54,252,0.54,0.388571,0.3808,0.38,268.991597,0.24,235,19.04,0.28,196,222,23,36.944444,0,1,0,0.04,0.04,476,19.04,0.111717,0,0,19,27,23,23,14,12,27,0,0,3.187224,0,0,0,23,0.565108,476,23,0,23,2,28.909091,2,2,2,2,2,50,50,0,50,24.75,0,0,0,0,26.75
rand-2-50-23-587-230-fcd-45_ext.xml.minion.gz,1,670,0.072492,0.374188,0.56,253,0.5,0.381224,0.3736,0.36,272.537473,0.18,234,18.68,0.28,195,222,23,37.111111,0,1,0,0.04,0.04,467,18.68,0.108913,0,0,18,28,23,23,14,9,25,0,0,3.624583,0,0,0,23,0.583592,467,23,0,23,2,29.166667,2,2,2,2,2,50,50,0,50,25.235294,0,0,0,0,27.25
rand-2-50-23-587-230-fcd-47_ext.xml.minion.gz,1,676,0.065135,0.372965,0.56,366,0.36,0.376327,0.3688,0.36,275.524946,0.22,234,18.44,0.28,193,223,23,41.636364,0,1,0,0.04,0.04,461,18.44,0.112613,0,0,18,28,23,23,14,11,18,0,0,3.256747,0,0,0,23,0.597668,461,23,0,23,2,29.5,2,2,2,2,2,50,50,0,50,25.631579,0,0,0,0,27.619048
rand-2-50-23-587-230-fcd-49_ext.xml.minion.gz,1,651,0.068977,0.384966,0.54,252,0.44,0.38449,0.3768,0.37,270.369427,0.16,233,18.84,0.28,193,221,23,35.277778,0,1,0,0.04,0.04,471,18.84,0.109594,0,0,18.5,27,23,23,14,8,22,0,0,3.448826,0,0,0,23,0.574033,471,23,0,23,2,29,2,2,2,2,2,50,50,0,50,24.952381,0,0,0,0,27
rand-25-25-300-147-50021_ext.xml.minion.gz,1,266,0,1,0.96,244,0.96,1,0.96,0.96,234.593333,0.96,235,24,0.96,199,227,25,30.083333,0,1,0,0.08,0.08,300,24,0.078946,0,0,24,24,25,25,24,24,24,0,0,0,0,0,0,25,0.781978,300,25,0,25,2,24.708333,2,2,2,2,2,25,25,0,25,22.25,0,0,0,0,23.375
rand-25-25-300-147-51021_ext.xml.minion.gz,1,278,0,1,0.96,244,0.96,1,0.96,0.96,235.52,0.96,235,24,0.96,194,227,25,29.041667,0,1,0,0.08,0.08,300,24,0.081442,0,0,24,24,25,25,24,24,24,0,0,0,0,0,0,25,0.785067,300,25,0,25,2,24.833333,2,2,2,2,2,25,25,0,25,22.25,0,0,0,0,23.5
rand-25-25-300-147-52021_ext.xml.minion.gz,1,281,0,1,0.96,244,0.96,1,0.96,0.96,235.203333,0.96,235,24,0.96,190,227,25,31.958333,0,1,0,0.08,0.08,300,24,0.08391,0,0,24,24,25,25,24,24,24,0,0,0,0,0,0,25,0.784011,300,25,0,25,2,24.833333,2,2,2,2,2,25,25,0,25,22.125,0,0,0,0,23.541667
rand-25-25-300-147-53021_ext.xml.minion.gz,1,271,0,1,0.96,246,0.96,1,0.96,0.96,235.956667,0.96,236,24,0.96,202,226,25,29.666667,0,1,0,0.08,0.08,300,24,0.07815,0,0,24,24,25,25,24,24,24,0,0,0,0,0,0,25,0.786522,300,25,0,25,2,24.875,2,2,2,2,2,25,25,0,25,22.25,0,0,0,0,23.625
rand-25-25-300-147-54021_ext.xml.minion.gz,1,271,0,1,0.96,243,0.96,1,0.96,0.96,235.253333,0.96,234,24,0.96,200,227,25,29.5,0,1,0,0.08,0.08,300,24,0.08319,0,0,24,24,25,25,24,24,24,0,0,0,0,0,0,25,0.784178,300,25,0,25,2,24.875,2,2,2,2,2,25,25,0,25,22.208333,0,0,0,0,23.541667
rand-25-25-300-147-55021_ext.xml.minion.gz,1,271,0,1,0.96,244,0.96,1,0.96,0.96,235.353333,0.96,236,24,0.96,198,227,25,29,0,1,0,0.08,0.08,300,24,0.078314,0,0,24,24,25,25,24,24,24,0,0,0,0,0,0,25,0.784511,300,25,0,25,2,24.666667,2,2,2,2,2,25,25,0,25,22.291667,0,0,0,0,23.416667
rand-25-25-300-147-56021_ext.xml.minion.gz,1,284,0,1,0.96,246,0.96,1,0.96,0.96,235.573333,0.96,236,24,0.96,199,226,25,29.5,0,1,0,0.08,0.08,300,24,0.080579,0,0,24,24,25,25,24,24,24,0,0,0,0,0,0,25,0.785244,300,25,0,25,2,24.791667,2,2,2,2,2,25,25,0,25,22.25,0,0,0,0,23.5
rand-25-25-300-147-57021_ext.xml.minion.gz,1,277,0,1,0.96,243,0.96,1,0.96,0.96,235.123333,0.96,236,24,0.96,200,226,25,29.75,0,1,0,0.08,0.08,300,24,0.080765,0,0,24,24,25,25,24,24,24,0,0,0,0,0,0,25,0.783744,300,25,0,25,2,24.791667,2,2,2,2,2,25,25,0,25,22.208333,0,0,0,0,23.541667
rand-25-25-300-147-58021_ext.xml.minion.gz,1,271,0,1,0.96,245,0.96,1,0.96,0.96,235.58,0.96,236,24,0.96,199,228,25,30.583333,0,1,0,0.08,0.08,300,24,0.079565,0,0,24,24,25,25,24,24,24,0,0,0,0,0,0,25,0.785267,300,25,0,25,2,24.708333,2,2,2,2,2,25,25,0,25,22.083333,0,0,0,0,23.333333
rand-25-25-300-147-59021_ext.xml.minion.gz,1,269,0,1,0.96,243,0.96,1,0.96,0.96,233.906667,0.96,234,24,0.96,186,226,25,29.958333,0,1,0,0.08,0.08,300,24,0.082118,0,0,24,24,25,25,24,24,24,0,0,0,0,0,0,25,0.779689,300,25,0,25,2,24.791667,2,2,2,2,2,25,25,0,25,22.25,0,0,0,0,23.416667
rand-26-26-325-155-52021_ext.xml.minion.gz,1,262,0,1,0.961538,237,0.961538,1,0.961538,0.961538,227.92,0.961538,227,25,0.961538,188,220,26,31.32,0,1,0,0.076923,0.076923,325,25,0.084709,0,0,25,25,26,26,25,25,25,0,0,0,0,0,0,26,0.701292,325,26,0,26,2,24.04,2,2,2,2,2,26,26,0,26,21.6,0,0,0,0,22.92
rand-26-26-325-155-53021_ext.xml.minion.gz,1,267,0,1,0.961538,240,0.961538,1,0.961538,0.961538,229.535385,0.961538,229,25,0.961538,179,220,26,29.28,0,1,0,0.076923,0.076923,325,25,0.084838,0,0,25,25,26,26,25,25,25,0,0,0,0,0,0,26,0.706263,325,26,0,26,2,24.24,2,2,2,2,2,26,26,0,26,21.64,0,0,0,0,22.88
rand-26-26-325-155-54021_ext.xml.minion.gz,1,266,0,1,0.961538,239,0.961538,1,0.961538,0.961538,230.076923,0.961538,230,25,0.961538,189,222,26,29.76,0,1,0,0.076923,0.076923,325,25,0.081756,0,0,25,25,26,26,25,25,25,0,0,0,0,0,0,26,0.707929,325,26,0,26,2,24.24,2,2,2,2,2,26,26,0,26,21.64,0,0,0,0,22.96
rand-26-26-325-155-55021_ext.xml.minion.gz,1,267,0,1,0.961538,239,0.961538,1,0.961538,0.961538,229.926154,0.961538,229,25,0.961538,189,221,26,30.84,0,1,0,0.076923,0.076923,325,25,0.081144,0,0,25,25,26,26,25,25,25,0,0,0,0,0,0,26,0.707465,325,26,0,26,2,24.16,2,2,2,2,2,26,26,0,26,21.68,0,0,0,0,22.8
rand-26-26-325-155-56021_ext.xml.minion.gz,1,273,0,1,0.961538,238,0.961538,1,0.961538,0.961538,228.830769,0.961538,229,25,0.961538,190,220,26,29.64,0,1,0,0.076923,0.076923,325,25,0.082855,0,0,25,25,26,26,25,25,25,0,0,0,0,0,0,26,0.704095,325,26,0,26,2,24.2,2,2,2,2,2,26,26,0,26,21.6,0,0,0,0,22.88
rand-26-26-325-155-57021_ext.xml.minion.gz,1,267,0,1,0.961538,238,0.961538,1,0.961538,0.961538,229.289231,0.961538,229,25,0.961538,195,220,26,28.88,0,1,0,0.076923,0.076923,325,25,0.084663,0,0,25,25,26,26,25,25,25,0,0,0,0,0,0,26,0.705505,325,26,0,26,2,24.28,2,2,2,2,2,26,26,0,26,21.6,0,0,0,0,22.84
rand-26-26-325-155-58021_ext.xml.minion.gz,1,272,0,1,0.961538,237,0.961538,1,0.961538,0.961538,228.769231,0.961538,229,25,0.961538,194,220,26,28.64,0,1,0,0.076923,0.076923,325,25,0.086405,0,0,25,25,26,26,25,25,25,0,0,0,0,0,0,26,0.703905,325,26,0,26,2,24.24,2,2,2,2,2,26,26,0,26,21.48,0,0,0,0,22.96
rand-26-26-325-155-59021_ext.xml.minion.gz,1,260,0,1,0.961538,237,0.961538,1,0.961538,0.961538,228.132308,0.961538,228,25,0.961538,189,220,26,28.88,0,1,0,0.076923,0.076923,325,25,0.082451,0,0,25,25,26,26,25,25,25,0,0,0,0,0,0,26,0.701946,325,26,0,26,2,24.28,2,2,2,2,2,26,26,0,26,21.64,0,0,0,0,23.08
rand-26-26-325-155-60021_ext.xml.minion.gz,1,268,0,1,0.961538,237,0.961538,1,0.961538,0.961538,227.990769,0.961538,229,25,0.961538,192,219,26,28.92,0,1,0,0.076923,0.076923,325,25,0.083802,0,0,25,25,26,26,25,25,25,0,0,0,0,0,0,26,0.70151,325,26,0,26,2,24.16,2,2,2,2,2,26,26,0,26,21.64,0,0,0,0,22.84
rand-26-26-325-155-61021_ext.xml.minion.gz,1,277,0,1,0.961538,239,0.961538,1,0.961538,0.961538,229.196923,0.961538,230,25,0.961538,192,220,26,28.8,0,1,0,0.076923,0.076923,325,25,0.081641,0,0,25,25,26,26,25,25,25,0,0,0,0,0,0,26,0.705221,325,26,0,26,2,24.16,2,2,2,2,2,26,26,0,26,21.72,0,0,0,0,23.08
rand-27-27-351-163-54021_ext.xml.minion.gz,1,263,0,1,0.962963,233,0.962963,1,0.962963,0.962963,224.330484,0.962963,224,26,0.962963,194,215,27,27.230769,0,1,0,0.074074,0.074074,351,26,0.076585,0,0,26,26,27,27,26,26,26,0,0,0,0,0,0,27,0.639118,351,27,0,27,2,23.538462,2,2,2,2,2,27,27,0,27,21.153846,0,0,0,0,22.269231
rand-27-27-351-163-55021_ext.xml.minion.gz,1,264,0,1,0.962963,233,0.962963,1,0.962963,0.962963,224.324786,0.962963,225,26,0.962963,188,216,27,28.115385,0,1,0,0.074074,0.074074,351,26,0.072579,0,0,26,26,27,27,26,26,26,0,0,0,0,0,0,27,0.639102,351,27,0,27,2,23.538462,2,2,2,2,2,27,27,0,27,21.346154,0,0,0,0,22.384615
rand-27-27-351-163-56021_ext.xml.minion.gz,1,260,0,1,0.962963,233,0.962963,1,0.962963,0.962963,223.461538,0.962963,223,26,0.962963,190,215,27,26.846154,0,1,0,0.074074,0.074074,351,26,0.074968,0,0,26,26,27,27,26,26,26,0,0,0,0,0,0,27,0.636643,351,27,0,27,2,23.5,2,2,2,2,2,27,27,0,27,21.230769,0,0,0,0,22.384615
rand-27-27-351-163-57021_ext.xml.minion.gz,1,261,0,1,0.962963,234,0.962963,1,0.962963,0.962963,223.413105,0.962963,223,26,0.962963,193,213,27,28.038462,0,1,0,0.074074,0.074074,351,26,0.075113,0,0,26,26,27,27,26,26,26,0,0,0,0,0,0,27,0.636505,351,27,0,27,2,23.5,2,2,2,2,2,27,27,0,27,21.192308,0,0,0,0,22.307692
rand-27-27-351-163-58021_ext.xml.minion.gz,1,257,0,1,0.962963,231,0.962963,1,0.962963,0.962963,222.185185,0.962963,223,26,0.962963,189,213,27,26.961538,0,1,0,0.074074,0.074074,351,26,0.071773,0,0,26,26,27,27,26,26,26,0,0,0,0,0,0,27,0.633006,351,27,0,27,2,23.461538,2,2,2,2,2,27,27,0,27,21.307692,0,0,0,0,22.346154
rand-27-27-351-163-59021_ext.xml.minion.gz,1,265,0,1,0.962963,233,0.962963,1,0.962963,0.962963,224.111111,0.962963,224,26,0.962963,185,215,27,27.884615,0,1,0,0.074074,0.074074,351,26,0.075148,0,0,26,26,27,27,26,26,26,0,0,0,0,0,0,27,0.638493,351,27,0,27,2,23.384615,2,2,2,2,2,27,27,0,27,21.192308,0,0,0,0,22.230769
rand-27-27-351-163-60021_ext.xml.minion.gz,1,258,0,1,0.962963,232,0.962963,1,0.962963,0.962963,224.017094,0.962963,223,26,0.962963,185,216,27,28.230769,0,1,0,0.074074,0.074074,351,26,0.074841,0,0,26,26,27,27,26,26,26,0,0,0,0,0,0,27,0.638225,351,27,0,27,2,23.5,2,2,2,2,2,27,27,0,27,21.192308,0,0,0,0,22.384615
rand-27-27-351-163-61021_ext.xml.minion.gz,1,273,0,1,0.962963,232,0.962963,1,0.962963,0.962963,223.811966,0.962963,224,26,0.962963,187,215,27,28.461538,0,1,0,0.074074,0.074074,351,26,0.076637,0,0,26,26,27,27,26,26,26,0,0,0,0,0,0,27,0.637641,351,27,0,27,2,23.384615,2,2,2,2,2,27,27,0,27,21.192308,0,0,0,0,22.346154
rand-27-27-351-163-62021_ext.xml.minion.gz,1,259,0,1,0.962963,231,0.962963,1,0.962963,0.962963,222.438746,0.962963,223,26,0.962963,185,213,27,27.653846,0,1,0,0.074074,0.074074,351,26,0.0721,0,0,26,26,27,27,26,26,26,0,0,0,0,0,0,27,0.633729,351,27,0,27,2,23.461538,2,2,2,2,2,27,27,0,27,21.269231,0,0,0,0,22.423077
rand-27-27-351-163-63021_ext.xml.minion.gz,1,268,0,1,0.962963,231,0.962963,1,0.962963,0.962963,223.071225,0.962963,223,26,0.962963,181,215,27,27.038462,0,1,0,0.074074,0.074074,351,26,0.073322,0,0,26,26,27,27,26,26,26,0,0,0,0,0,0,27,0.635531,351,27,0,27,2,23.384615,2,2,2,2,2,27,27,0,27,21.192308,0,0,0,0,22.307692
renault-mgd_ext.xml.minion.converted.minion.gz,1,1000,0.150452,0.798533,0.831683,969,0.663366,0.096238,0.095285,0.059406,771.00885,0,942,5.49505,0.089109,3,634,2,?,0.00277,1,0,0.048629,0.048629,113,9.623762,?,0,0,6,84,4,42,9,0,67,0,0,15.195656,0.741379,0,0.423515,4.574257,6.823087,113,2,0,2,6,?,4.911504,6,3,2,10,101,101,0,101,?,0,0,1,0,?
ruler-17-6-a3.xml.minion.conv.minion,1,837,0.129073,0.753968,0.761905,157,0.761905,0.714286,0.680272,0.761905,188,0.47619,55,15.714286,0.666667,55,55,17,83.666667,0.192982,0,0.2,0.104762,0.104762,0,14.285714,1.520373,0,0,16,16,18,18,14,10,16,0,0,2.710524,0,0.8,0.004027,17.285714,1.253333,150,17,0,17,2,17.466667,2.2,2,2,2,3,21,21,0,21,0.5,0,0,66,30,3.75
ruler-17-6-a3.xml.minion.conv.minion.conv.minion,1,837,0.129073,0.753968,0.761905,157,0.761905,0.714286,0.680272,0.761905,188,0.47619,55,15.714286,0.666667,55,55,17,83.666667,0.192982,0,0.2,0.104762,0.104762,0,14.285714,1.520373,0,0,16,16,18,18,14,10,16,0,0,2.710524,0,0.8,0.004027,17.285714,1.253333,150,17,0,17,2,17.466667,2.2,2,2,2,3,21,21,0,21,0.5,0,0,66,30,3.75
ruler-17-6-a4.xml.minion.conv.minion,1,501,0.08753,0.577069,0.761905,482,0.571429,0.619048,0.589569,0.571429,185.384615,0.47619,25,13.809524,0.47619,25,25,18,91,0.369281,0,0.230769,0.106227,0.106227,0,12.380952,1.153121,0,0,12,16,35,35,10,10,12,0,0,1.83812,0,0.769231,0.005367,30.142857,1.426036,130,35,0,18,2,17.076923,2.230769,2,2,2,3,21,21,0,21,4.307692,0,0,226,30,12.307692
ruler-17-7-a3.xml.minion.conv.minion,1,837,0.154647,0.788961,0.785714,55,0.785714,0.722222,0.696429,0.785714,157.307692,0.428571,55,21,0.714286,55,55,17,83.666667,0.254945,0,0.153846,0.076923,0.076923,0,19.5,1.685596,0,0,22,22,18,18,20,12,22,0,0,4.330127,0,0.846154,0.001697,17.25,0.576219,273,17,0,17,2,4,2.153846,2,2,2,3,28,28,0,28,0.363636,0,0,116,42,2.727273
ruler-17-7-a4.xml.minion.conv.minion,1,501,0.112938,0.624901,0.785714,482,0.607143,0.62963,0.607143,0.642857,147.647059,0.428571,25,18.5,0.535714,25,25,18,91,0.37455,0,0.176471,0.077731,0.077731,0,17,1.311562,0,0,18,22,35,35,15,12,17,0,0,3.162278,0,0.823529,0.002234,30.75,0.620366,238,35,0,35,2,13.095238,2.176471,2,2,2,3,28,28,0,28,4.2,0,0,312,42,9.578947
ruler-25-7-a3.xml.minion.conv.minion,1,825,0.154647,0.788961,0.785714,39,0.785714,0.722222,0.696429,0.785714,145.769231,0.428571,39,21,0.714286,39,39,25,84.666667,0.169367,0,0.153846,0.076923,0.076923,0,19.5,1.726515,0,0,22,22,26,26,20,12,22,0,0,4.330127,0,0.846154,0.001697,25.25,0.533953,273,25,0,25,2,4.181818,2.153846,2,2,2,3,28,28,0,28,0.727273,0,0,115,42,2.090909
ruler-25-7-a4.xml.minion.conv.minion,1,528,0.112938,0.624901,0.785714,489,0.607143,0.62963,0.607143,0.642857,146.117647,0.428571,18,18.5,0.535714,18,18,26,92.333333,0.39102,0,0.176471,0.077731,0.077731,0,17,1.362508,0,0,18,22,51,51,15,12,17,0,0,3.162278,0,0.823529,0.002234,44.75,0.61394,238,51,0,51,2,12.333333,2.176471,2,2,2,3,28,28,0,28,3.6,0,0,479,42,8.9
ruler-25-8-a3.xml.minion.conv.minion,1,825,0.173225,0.816976,0.805556,39,0.805556,0.733333,0.712963,0.805556,123.121212,0.388889,39,27.222222,0.75,39,39,25,84.666667,0.209862,0,0.121212,0.058923,0.058923,0,25.666667,1.880474,0,0,29,29,25,26,27,14,29,0,0,6.236096,0,0.878788,0.000789,25.222222,0.266496,462,25,0,25,2,3.172414,2.121212,2,2,2,3,36,36,0,36,0.551724,0,0,183,56,1.586207
