@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE d_ratio_array_cons NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE c_ent_domdeg_cons NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE gr_ent_deg_vg NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE gr_ent_deg_cg NUMERIC
@ATTRIBUTE dy_props NUMERIC
@ATTRIBUTE gr_ent_diam_vg NUMERIC
@ATTRIBUTE v_ent_domdeg_vars NUMERIC
@ATTRIBUTE gr_ent_clust_cg NUMERIC
@ATTRIBUTE gr_max_clust_cg NUMERIC
@ATTRIBUTE v_cv_deg_vars NUMERIC

@DATA
nsp/nsp_2.mzn_AND_nsp/period_14/17.dzn,1,0.459559,0.536152,0.095541,0.904459,24.253497,1.24101,2.012656,2.426767,1.902166,-1,1846682,4.970778,0.934759,-1,-1,1.14904
normalized-super-os-taillard-20-15.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.415742,0.964496,8.633321,0.142899,5.191034,-1,1067757,0.125658,0.158809,-1,-1,3.933974
nsp/nsp_2.mzn_AND_nsp/period_28/5.dzn,1,0.458157,0.538255,0.094582,0.905418,24.253497,1.222061,1.998941,2.362658,1.874634,-1,690074,5.569368,0.93205,-1,-1,1.627557
normalized-super-os-taillard-20-21.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.172428,0.964496,8.583638,0.142899,5.07956,-1,685349,0.125658,0.154934,-1,-1,3.933974
normalized-super-os-taillard-20-26.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.215533,0.964496,8.686678,0.142899,5.098862,-1,558230,0.125658,0.158397,-1,-1,3.933974
normalized-super-os-taillard-20-24.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.28193,0.964496,8.684008,0.142899,5.128343,-1,633473,0.125658,0.151906,-1,-1,3.933974
normalized-super-os-taillard-20-27.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.326429,0.964496,8.675993,0.142899,5.148737,-1,743474,0.125658,0.151065,-1,-1,3.933974
nsp/nsp_2.mzn_AND_nsp/period_14/7.dzn,1,0.459451,0.537157,0.094631,0.905369,24.253497,1.234059,2.001481,2.442506,1.879016,-1,1794064,4.938608,0.927418,-1,-1,1.255688
nsp/nsp_2.mzn_AND_nsp/period_28/12.dzn,1,0.458203,0.537763,0.095021,0.904979,24.253497,1.225454,2.004426,2.214909,1.885758,-1,1320434,5.583733,0.935544,-1,-1,1.547354
nsp/nsp_2.mzn_AND_nsp/period_14/2.dzn,1,0.459559,0.536152,0.095541,0.904459,24.253497,1.24101,2.012656,2.426767,1.902166,-1,2374125,4.970778,0.934759,-1,-1,1.14904
normalized-super-os-taillard-20-6.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.290019,0.964496,8.692279,0.142899,5.133588,-1,1943671,0.125658,0.151158,-1,-1,3.933974
normalized-super-os-taillard-20-1.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.246741,0.964496,8.573867,0.142899,5.114206,-1,1598876,0.125658,0.157345,-1,-1,3.933974
nsp/nsp_2.mzn_AND_nsp/period_28/15.dzn,1,0.458157,0.538255,0.094582,0.905418,24.253497,1.222061,1.998941,2.362658,1.874634,-1,741414,5.569368,0.93205,-1,-1,1.627557
normalized-super-queens-6.xml.mzn_AND_NODATA,1,1,0,1,0,7.72641,0.999999,1.999997,1.041203,7.435917,-1,3824074,1.036749,1.041203,-1,-1,7.856413
nsp/nsp_2.mzn_AND_nsp/period_28/9.dzn,1,0.458157,0.538255,0.094582,0.905418,24.253497,1.222061,1.998941,2.362658,1.874634,-1,598231,5.569368,0.93205,-1,-1,1.627557
nsp/nsp_2.mzn_AND_nsp/period_14/34.dzn,1,0.459451,0.537157,0.094631,0.905369,24.253497,1.234059,2.001481,2.442506,1.879016,-1,1162639,4.938608,0.927418,-1,-1,1.255688
nsp/nsp_2.mzn_AND_nsp/period_28/27.dzn,1,0.458034,0.539568,0.09341,0.90659,24.253497,1.212539,1.983396,2.37724,1.84548,-1,740335,5.527759,0.922253,-1,-1,1.948078
nsp/nsp_2.mzn_AND_nsp/period_28/4.dzn,1,0.458157,0.538255,0.094582,0.905418,24.253497,1.222061,1.998941,2.362658,1.874634,-1,499495,5.569368,0.93205,-1,-1,1.627557
normalized-super-os-taillard-20-22.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.304922,0.964496,8.646024,0.142899,5.13881,-1,659724,0.125658,0.15036,-1,-1,3.933974
normalized-super-os-taillard-20-8.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.309476,0.964496,8.657725,0.142899,5.142066,-1,2585085,0.125658,0.149569,-1,-1,3.933974
normalized-super-os-taillard-20-19.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.438792,0.964496,8.719721,0.142899,5.2014,-1,889941,0.125658,0.156164,-1,-1,3.933974
normalized-super-os-taillard-20-18.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.379378,0.964496,8.654414,0.142899,5.174599,-1,862693,0.125658,0.158767,-1,-1,3.933974
normalized-super-os-taillard-20-28.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.236014,0.964496,8.655827,0.142899,5.107807,-1,569938,0.125658,0.159071,-1,-1,3.933974
nsp/nsp_2.mzn_AND_nsp/period_14/42.dzn,1,0.459366,0.537944,0.093918,0.906082,24.253497,1.228353,1.992227,2.134227,1.861221,-1,1023001,4.911553,0.921408,-1,-1,1.377476
nsp/nsp_2.mzn_AND_nsp/period_28/58.dzn,1,0.458034,0.539568,0.09341,0.90659,24.253497,1.212539,1.983396,2.37724,1.84548,-1,791739,5.527759,0.922253,-1,-1,1.948078
normalized-super-os-taillard-20-29.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.294621,0.964496,8.727753,0.142899,5.134253,-1,679945,0.125658,0.151044,-1,-1,3.933974
normalized-super-os-taillard-20-20.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.396605,0.964496,8.666008,0.142899,5.182197,-1,943317,0.125658,0.15877,-1,-1,3.933974
normalized-super-os-taillard-20-30.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.252665,0.964496,8.66579,0.142899,5.115123,-1,816910,0.125658,0.157849,-1,-1,3.933974
nsp/nsp_2.mzn_AND_nsp/period_28/18.dzn,1,0.458157,0.538255,0.094582,0.905418,24.253497,1.222061,1.998941,2.362658,1.874634,-1,1088954,5.569368,0.93205,-1,-1,1.627557
nsp/nsp_2.mzn_AND_nsp/period_14/11.dzn,1,0.459559,0.536152,0.095541,0.904459,24.253497,1.24101,2.012656,2.426767,1.902166,-1,1186082,4.970778,0.934759,-1,-1,1.14904
normalized-super-os-taillard-20-14.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.425216,0.964496,8.675021,0.142899,5.195101,-1,1231638,0.125658,0.157279,-1,-1,3.933974
normalized-super-os-taillard-20-16.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.360847,0.964496,8.6862,0.142899,5.16654,-1,1193514,0.125658,0.157168,-1,-1,3.933974
nsp/nsp_2.mzn_AND_nsp/period_28/54.dzn,1,0.458053,0.539358,0.093597,0.906403,24.253497,1.214116,1.985987,2.378561,1.850093,-1,934687,5.534787,0.923875,-1,-1,1.881571
normalized-super-os-taillard-20-12.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.45018,0.964496,8.658319,0.142899,5.206466,-1,1308456,0.125658,0.151512,-1,-1,3.933974
nsp/nsp_2.mzn_AND_nsp/period_28/32.dzn,1,0.458034,0.539568,0.09341,0.90659,24.253497,1.212539,1.983396,2.37724,1.84548,-1,296296,5.527759,0.922253,-1,-1,1.948078
normalized-super-os-taillard-20-5.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.345405,0.964496,8.628064,0.142899,5.158307,-1,626471,0.125658,0.151133,-1,-1,3.933974
nsp/nsp_2.mzn_AND_nsp/period_14/36.dzn,1,0.45933,0.538278,0.093617,0.906383,24.253497,1.225856,1.988153,2.435565,1.853787,-1,881019,4.899524,0.918781,-1,-1,1.445644
nsp/nsp_2.mzn_AND_nsp/period_14/29.dzn,1,0.45933,0.538278,0.093617,0.906383,24.253497,1.225856,1.988153,2.435565,1.853787,-1,804776,4.899524,0.918781,-1,-1,1.445644
normalized-super-os-taillard-20-11.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.317413,0.964496,8.57859,0.142899,5.147087,-1,1013503,0.125658,0.150542,-1,-1,3.933974
nsp/nsp_2.mzn_AND_nsp/period_14/27.dzn,1,0.45933,0.538278,0.093617,0.906383,24.253497,1.225856,1.988153,2.435565,1.853787,-1,2230232,4.899524,0.918781,-1,-1,1.445644
nsp/nsp_2.mzn_AND_nsp/period_14/1.dzn,1,0.459527,0.53645,0.095271,0.904729,24.253497,1.238983,2.009408,2.277545,1.89525,-1,1315204,4.961485,0.932616,-1,-1,1.176604
normalized-super-os-taillard-20-10.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.326429,0.964496,8.668713,0.142899,5.149531,-1,511378,0.125658,0.151559,-1,-1,3.933974
nsp/nsp_2.mzn_AND_nsp/period_28/59.dzn,1,0.458053,0.539358,0.093597,0.906403,24.253497,1.214116,1.985987,2.378561,1.850093,-1,776332,5.534787,0.923875,-1,-1,1.881571
nsp/nsp_2.mzn_AND_nsp/period_14/20.dzn,1,0.459559,0.536152,0.095541,0.904459,24.253497,1.24101,2.012656,2.426767,1.902166,-1,2979674,4.970778,0.934759,-1,-1,1.14904
normalized-super-os-taillard-20-17.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.471675,0.964496,8.677101,0.142899,5.216358,-1,685616,0.125658,0.150599,-1,-1,3.933974
normalized-super-os-taillard-20-23.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.263269,0.964496,8.671434,0.142899,5.120232,-1,522367,0.125658,0.15603,-1,-1,3.933974
nsp/nsp_2.mzn_AND_nsp/period_14/45.dzn,1,0.459395,0.537672,0.094165,0.905835,24.253497,1.230355,1.995483,2.439383,1.867339,-1,1861073,4.921114,0.923515,-1,-1,1.330096
nsp/nsp_2.mzn_AND_nsp/period_14/47.dzn,1,0.459395,0.537672,0.094165,0.905835,24.253497,1.230355,1.995483,2.439383,1.867339,-1,1126741,4.921114,0.923515,-1,-1,1.330096
normalized-super-os-taillard-20-4.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.355351,0.964496,8.682206,0.142899,5.162584,-1,683809,0.125658,0.155387,-1,-1,3.933974
normalized-super-os-taillard-20-13.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.40833,0.964496,8.667387,0.142899,5.18779,-1,1487115,0.125658,0.158461,-1,-1,3.933974
nsp/nsp_2.mzn_AND_nsp/period_14/56.dzn,1,0.459366,0.537944,0.093918,0.906082,24.253497,1.228353,1.992227,2.134227,1.861221,-1,1582580,4.911553,0.921408,-1,-1,1.377476
normalized-super-os-taillard-20-7.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.400879,0.964496,8.668073,0.142899,5.183432,-1,1523261,0.125658,0.160226,-1,-1,3.933974
nsp/nsp_2.mzn_AND_nsp/period_14/32.dzn,1,0.459395,0.537672,0.094165,0.905835,24.253497,1.230355,1.995483,2.439383,1.867339,-1,714520,4.921114,0.923515,-1,-1,1.330096
nsp/nsp_2.mzn_AND_nsp/period_14/13.dzn,1,0.459559,0.536152,0.095541,0.904459,24.253497,1.24101,2.012656,2.426767,1.902166,-1,2887151,4.970778,0.934759,-1,-1,1.14904
normalized-super-os-taillard-20-3.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.337622,0.964496,8.67003,0.142899,5.154894,-1,615976,0.125658,0.149569,-1,-1,3.933974
nsp/nsp_2.mzn_AND_nsp/period_28/41.dzn,1,0.458065,0.539239,0.093703,0.906297,24.253497,1.214993,1.987426,2.073608,1.852697,-1,522572,5.538672,0.924777,-1,-1,1.84742
nsp/nsp_2.mzn_AND_nsp/period_14/43.dzn,1,0.459353,0.538064,0.09381,0.90619,24.253497,1.227461,1.990773,2.43693,1.858539,-1,1229810,4.907268,0.920469,-1,-1,1.400567
nsp/nsp_2.mzn_AND_nsp/period_14/19.dzn,1,0.459527,0.53645,0.095271,0.904729,24.253497,1.238983,2.009408,2.277545,1.89525,-1,2259258,4.961485,0.932616,-1,-1,1.176604
nsp/nsp_2.mzn_AND_nsp/period_14/48.dzn,1,0.459353,0.538064,0.09381,0.90619,24.253497,1.227461,1.990773,2.43693,1.858539,-1,1530229,4.907268,0.920469,-1,-1,1.400567
nsp/nsp_2.mzn_AND_nsp/period_28/51.dzn,1,0.458065,0.539239,0.093703,0.906297,24.253497,1.214993,1.987426,2.073608,1.852697,-1,941205,5.538672,0.924777,-1,-1,1.84742
nsp/nsp_2.mzn_AND_nsp/period_14/49.dzn,1,0.459353,0.538064,0.09381,0.90619,24.253497,1.227461,1.990773,2.43693,1.858539,-1,1505428,4.907268,0.920469,-1,-1,1.400567
nsp/nsp_2.mzn_AND_nsp/period_28/52.dzn,1,0.45809,0.53897,0.093943,0.906057,24.253497,1.216963,1.990647,2.380934,1.858638,-1,658592,5.54733,0.926802,-1,-1,1.777153
nsp/nsp_2.mzn_AND_nsp/period_14/46.dzn,1,0.459395,0.537672,0.094165,0.905835,24.253497,1.230355,1.995483,2.439383,1.867339,-1,1217275,4.921114,0.923515,-1,-1,1.330096
normalized-super-os-taillard-20-25.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.271463,0.964496,8.622645,0.142899,5.123831,-1,861652,0.125658,0.156048,-1,-1,3.933974
nsp/nsp_2.mzn_AND_nsp/period_14/82.dzn,1,0.459301,0.538544,0.093376,0.906624,24.253497,1.223816,1.98481,2.433823,1.847875,-1,1934157,4.889602,0.916636,-1,-1,1.510745
nsp/nsp_2.mzn_AND_nsp/period_14/62.dzn,1,0.459301,0.538544,0.093376,0.906624,24.253497,1.223816,1.98481,2.433823,1.847875,-1,1363503,4.889602,0.916636,-1,-1,1.510745
nsp/nsp_2.mzn_AND_nsp/period_14/3.dzn,1,0.459473,0.536947,0.094821,0.905179,24.253497,1.235537,2.003866,2.421612,1.883805,-1,2228897,4.94552,0.928978,-1,-1,1.229889
nsp/nsp_2.mzn_AND_nsp/period_14/76.dzn,1,0.459301,0.538544,0.093376,0.906624,24.253497,1.223816,1.98481,2.433823,1.847875,-1,2486456,4.889602,0.916636,-1,-1,1.510745
nsp/nsp_2.mzn_AND_nsp/period_14/16.dzn,1,0.459473,0.536947,0.094821,0.905179,24.253497,1.235537,2.003866,2.421612,1.883805,-1,2420575,4.94552,0.928978,-1,-1,1.229889
nsp/nsp_2.mzn_AND_nsp/period_14/8.dzn,1,0.459473,0.536947,0.094821,0.905179,24.253497,1.235537,2.003866,2.421612,1.883805,-1,1119971,4.94552,0.928978,-1,-1,1.229889
nsp/nsp_2.mzn_AND_nsp/period_14/89.dzn,1,0.459301,0.538544,0.093376,0.906624,24.253497,1.223816,1.98481,2.433823,1.847875,-1,948222,4.889602,0.916636,-1,-1,1.510745
nsp/nsp_2.mzn_AND_nsp/period_28/33.dzn,1,0.458065,0.539239,0.093703,0.906297,24.253497,1.214993,1.987426,2.073608,1.852697,-1,697400,5.538672,0.924777,-1,-1,1.84742
nsp/nsp_2.mzn_AND_nsp/period_14/63.dzn,1,0.459301,0.538544,0.093376,0.906624,24.253497,1.223816,1.98481,2.433823,1.847875,-1,1326453,4.889602,0.916636,-1,-1,1.510745
nsp/nsp_2.mzn_AND_nsp/period_14/100.dzn,1,0.459301,0.538544,0.093376,0.906624,24.253497,1.223816,1.98481,2.433823,1.847875,-1,2361757,4.889602,0.916636,-1,-1,1.510745
nsp/nsp_2.mzn_AND_nsp/period_14/33.dzn,1,0.459395,0.537672,0.094165,0.905835,24.253497,1.230355,1.995483,2.439383,1.867339,-1,776519,4.921114,0.923515,-1,-1,1.330096
nsp/nsp_2.mzn_AND_nsp/period_14/58.dzn,1,0.45933,0.538278,0.093617,0.906383,24.253497,1.225856,1.988153,2.435565,1.853787,-1,2174420,4.899524,0.918781,-1,-1,1.445644
nsp/nsp_2.mzn_AND_nsp/period_14/30.dzn,1,0.459353,0.538064,0.09381,0.90619,24.253497,1.227461,1.990773,2.43693,1.858539,-1,866679,4.907268,0.920469,-1,-1,1.400567
nsp/nsp_2.mzn_AND_nsp/period_14/9.dzn,1,0.459638,0.53542,0.096206,0.903794,24.253497,1.27702,2.020432,2.313824,1.919336,-1,1445678,4.992826,0.939916,-1,-1,1.091843
nsp/nsp_2.mzn_AND_nsp/period_14/72.dzn,1,0.459301,0.538544,0.093376,0.906624,24.253497,1.223816,1.98481,2.433823,1.847875,-1,2337507,4.889602,0.916636,-1,-1,1.510745
nsp/nsp_2.mzn_AND_nsp/period_14/54.dzn,1,0.459353,0.538064,0.09381,0.90619,24.253497,1.227461,1.990773,2.43693,1.858539,-1,3127482,4.907268,0.920469,-1,-1,1.400567
nsp/nsp_2.mzn_AND_nsp/period_28/10.dzn,1,0.458157,0.538255,0.094582,0.905418,24.253497,1.222061,1.998941,2.362658,1.874634,-1,909188,5.569368,0.93205,-1,-1,1.627557
nsp/nsp_2.mzn_AND_nsp/period_14/6.dzn,1,0.459559,0.536152,0.095541,0.904459,24.253497,1.24101,2.012656,2.426767,1.902166,-1,2390080,4.970778,0.934759,-1,-1,1.14904
nsp/nsp_2.mzn_AND_nsp/period_14/41.dzn,1,0.459366,0.537944,0.093918,0.906082,24.253497,1.228353,1.992227,2.134227,1.861221,-1,1534170,4.911553,0.921408,-1,-1,1.377476
normalized-super-os-taillard-20-9.xml.mzn_AND_NODATA,1,0.668605,0.331395,0.017241,0.982759,10.368506,0.964496,8.720592,0.142899,5.168699,-1,666267,0.125658,0.158034,-1,-1,3.933974
nsp/nsp_2.mzn_AND_nsp/period_14/59.dzn,1,0.459353,0.538064,0.09381,0.90619,24.253497,1.227461,1.990773,2.43693,1.858539,-1,2487589,4.907268,0.920469,-1,-1,1.400567
nsp/nsp_2.mzn_AND_nsp/period_28/30.dzn,1,0.458034,0.539568,0.09341,0.90659,24.253497,1.212539,1.983396,2.37724,1.84548,-1,420146,5.527759,0.922253,-1,-1,1.948078
nsp/nsp_2.mzn_AND_nsp/period_14/5.dzn,1,0.459473,0.536947,0.094821,0.905179,24.253497,1.235537,2.003866,2.421612,1.883805,-1,1901889,4.94552,0.928978,-1,-1,1.229889
nsp/nsp_2.mzn_AND_nsp/period_14/4.dzn,1,0.459559,0.536152,0.095541,0.904459,24.253497,1.24101,2.012656,2.426767,1.902166,-1,1355607,4.970778,0.934759,-1,-1,1.14904
prop_stress/prop_stress.mzn_AND_prop_stress/0200.dzn,1,1,0,1,0,15.287748,0,0,1.078585,15.287748,-1,-1,4.775273,1.078585,-1,-1,0.965819
nsp/nsp_2.mzn_AND_nsp/period_14/96.dzn,1,0.459301,0.538544,0.093376,0.906624,24.253497,1.223816,1.98481,2.433823,1.847875,-1,2570607,4.889602,0.916636,-1,-1,1.510745
nsp/nsp_2.mzn_AND_nsp/period_14/40.dzn,1,0.459353,0.538064,0.09381,0.90619,24.253497,1.227461,1.990773,2.43693,1.858539,-1,832040,4.907268,0.920469,-1,-1,1.400567
nsp/nsp_2.mzn_AND_nsp/period_14/12.dzn,1,0.459527,0.53645,0.095271,0.904729,24.253497,1.238983,2.009408,2.277545,1.89525,-1,2570181,4.961485,0.932616,-1,-1,1.176604
nsp/nsp_2.mzn_AND_nsp/period_14/15.dzn,1,0.459473,0.536947,0.094821,0.905179,24.253497,1.235537,2.003866,2.421612,1.883805,-1,1109446,4.94552,0.928978,-1,-1,1.229889
nsp/nsp_2.mzn_AND_nsp/period_14/51.dzn,1,0.459366,0.537944,0.093918,0.906082,24.253497,1.228353,1.992227,2.134227,1.861221,-1,1673267,4.911553,0.921408,-1,-1,1.377476
quasigroup7/quasigroup7.mzn_AND_quasigroup7/11.dzn,1,0.497143,0.460952,1,0,5.126924,0.77884,2.317035,1.5,3.849998,1.6663,5153396,0.811278,1.5,-1,-1,1.677102
quasigroup7/quasigroup7.mzn_AND_quasigroup7/14.dzn,1,0.498208,0.468339,1,0,5.661527,0.785209,2.277023,1.5,4.245932,1.576296,4391163,0.811278,1.5,-1,-1,1.697594
nsp/nsp_2.mzn_AND_nsp/period_14/18.dzn,1,0.459473,0.536947,0.094821,0.905179,24.253497,1.235537,2.003866,2.421612,1.883805,-1,2220524,4.94552,0.928978,-1,-1,1.229889
nsp/nsp_2.mzn_AND_nsp/period_14/93.dzn,1,0.459301,0.538544,0.093376,0.906624,24.253497,1.223816,1.98481,2.433823,1.847875,-1,2285776,4.889602,0.916636,-1,-1,1.510745
nsp/nsp_2.mzn_AND_nsp/period_14/71.dzn,1,0.459301,0.538544,0.093376,0.906624,24.253497,1.223816,1.98481,2.433823,1.847875,-1,1889598,4.889602,0.916636,-1,-1,1.510745
prop_stress/prop_stress.mzn_AND_prop_stress/0300.dzn,1,1,0,1,0,16.457653,0,0,1.056364,16.457653,-1,-1,5.081324,1.056364,-1,-1,0.977033
nsp/nsp_2.mzn_AND_nsp/period_14/83.dzn,1,0.459301,0.538544,0.093376,0.906624,24.253497,1.223816,1.98481,2.433823,1.847875,-1,1415533,4.889602,0.916636,-1,-1,1.510745
nsp/nsp_2.mzn_AND_nsp/period_14/52.dzn,1,0.459395,0.537672,0.094165,0.905835,24.253497,1.230355,1.995483,2.439383,1.867339,-1,1242219,4.921114,0.923515,-1,-1,1.330096
nsp/nsp_2.mzn_AND_nsp/period_14/60.dzn,1,0.459395,0.537672,0.094165,0.905835,24.253497,1.230355,1.995483,2.439383,1.867339,-1,2245719,4.921114,0.923515,-1,-1,1.330096
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp19_true.dzn,1,0.666667,0.158694,0.039845,0.960155,7.084706,1.836169,2.664079,1.401296,3.418144,2.435116,1497411,1.457446,0.154929,0.918296,0,2.16997
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp25_false.dzn,1,0.687373,0.164969,0.034393,0.965607,7.954196,1.935703,2.580064,1.275215,3.805479,2.272545,1258272,1.312086,0.254601,0.897337,0,2.440891
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp17_false.dzn,1,0.65121,0.153226,0.047865,0.952135,6.882643,1.865845,2.744564,1.522195,3.246347,2.573684,1804092,1.59545,0.188051,0.934786,0,1.99233
nsp/nsp_2.mzn_AND_nsp/period_28/63.dzn,1,0.458009,0.539832,0.093175,0.906825,24.253497,1.210532,1.980089,2.375554,1.839742,-1,425356,5.51874,0.92019,-1,-1,2.043789
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp23_false.dzn,1,0.680071,0.162626,0.036981,0.963019,7.721099,1.768065,2.617284,1.328866,3.682943,2.338041,1462814,1.372333,0.157508,0.905586,0,2.336667
nsp/nsp_2.mzn_AND_nsp/period_14/35.dzn,1,0.45932,0.538373,0.093531,0.906469,24.253497,1.225132,1.986968,2.434948,1.851672,-1,1024197,4.896012,0.91802,-1,-1,1.467665
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp21_false.dzn,1,0.671766,0.159944,0.04,0.96,7.467606,1.912778,2.657061,1.387484,3.548325,2.409561,1376758,1.438911,0.169841,0.914542,0,2.227668
quasigroup7/quasigroup7.mzn_AND_quasigroup7/10.dzn,1,0.496568,0.457666,1,0,4.914861,0.775971,2.333348,1.5,3.693591,1.704018,5234233,0.811278,1.5,-1,-1,1.666126
quasigroup7/quasigroup7.mzn_AND_quasigroup7/13.dzn,1,0.497931,0.466207,1,0,5.49753,0.783382,2.289082,1.5,4.124247,1.603089,4514953,0.811278,1.5,-1,-1,1.69225
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp24_false.dzn,1,0.683836,0.163836,0.035639,0.964361,7.8009,1.801034,2.598363,1.301456,3.738283,2.304584,1368179,1.341475,0.262083,0.901377,0,2.389337
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp27_false.dzn,1,0.693841,0.167036,0.032149,0.967851,8.169925,1.869738,2.545253,1.225966,3.921933,2.212399,1085881,1.257308,0.244365,0.889733,0,2.540907
nsp/nsp_2.mzn_AND_nsp/period_14/87.dzn,1,0.459301,0.538544,0.093376,0.906624,24.253497,1.223816,1.98481,2.433823,1.847875,-1,1347391,4.889602,0.916636,-1,-1,1.510745
nsp/nsp_2.mzn_AND_nsp/period_28/40.dzn,1,0.458034,0.539568,0.09341,0.90659,24.253497,1.212539,1.983396,2.37724,1.84548,-1,478380,5.527759,0.922253,-1,-1,1.948078
nsp/nsp_2.mzn_AND_nsp/period_14/21.dzn,1,0.459353,0.538064,0.09381,0.90619,24.253497,1.227461,1.990773,2.43693,1.858539,-1,1602442,4.907268,0.920469,-1,-1,1.400567
nsp/nsp_2.mzn_AND_nsp/period_28/34.dzn,1,0.458009,0.539832,0.093175,0.906825,24.253497,1.210532,1.980089,2.375554,1.839742,-1,500940,5.51874,0.92019,-1,-1,2.043789
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp29_false.dzn,1,0.699611,0.168872,0.030183,0.969817,8.370687,1.787698,2.512683,1.180621,4.025666,2.157005,1374139,1.207284,0.238064,0.882713,0,2.637182
nsp/nsp_2.mzn_AND_nsp/period_28/96.dzn,1,0.458009,0.539832,0.093175,0.906825,24.253497,1.210532,1.980089,2.375554,1.839742,-1,564791,5.51874,0.92019,-1,-1,2.043789
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp20_true.dzn,1,0.671309,0.160167,0.03829,0.96171,7.186548,1.907177,2.644144,1.371118,3.485243,2.397692,1326032,1.422637,0.154626,0.913583,0,2.226553
nsp/nsp_2.mzn_AND_nsp/period_28/89.dzn,1,0.458009,0.539832,0.093175,0.906825,24.253497,1.210532,1.980089,2.375554,1.839742,-1,290294,5.51874,0.92019,-1,-1,2.043789
prop_stress/prop_stress.mzn_AND_prop_stress/0400.dzn,1,1,0,1,0,17.287721,0,0,1.044378,17.287721,-1,-1,5.296064,1.044378,-1,-1,0.982707
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp22_true.dzn,1,0.679692,0.162818,0.035525,0.964475,7.462053,1.756971,2.605977,1.314528,3.620649,2.327588,1130526,1.35806,0.139888,0.904716,0,2.335685
nsp/nsp_2.mzn_AND_nsp/period_28/72.dzn,1,0.458009,0.539832,0.093175,0.906825,24.253497,1.210532,1.980089,2.375554,1.839742,-1,596988,5.51874,0.92019,-1,-1,2.043789
