@RELATION 'FEATURE_VALUES-SAT11-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE CG_min NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE CG_max NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE cluster_coeff_min NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE DIAMETER_entropy NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC

@DATA
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-countbits128-tseitin.cnf,1,0.134,0.7364,0.7265,0.3795,0.1248,0.4538,0.0978,0.2161,0.7422,0,0.5989,0.0001,1.633,0.0046,1,0.8951,1.6058,1.0765,1.3615,0.0387,0.9416,0.2846,0.0955,0.0035,1.626,0.7466,0.421,0.8865,0.6931,0.0001,0.0305,1.3742
./SAT11/application/fuhs/AProVE11/AProVE11-02.cnf,1,0.0739,0.4356,0.3478,0.1633,0.0117,0.1172,0.0517,0.1932,0.6372,?,0.5277,?,1.1657,?,0.9397,1.1061,2.4524,0.9776,1.1591,0.0668,0.6667,0.2679,0.031,?,2.1867,0.1365,0.381,0.5567,1.011,0.0027,0.052,1.0144
./SAT07/industrial/jarvisalo/eq.atree.braun.11.unsat.cnf,1,0.1765,0.5712,0.3348,0.2421,0.097,0.2182,0.0924,0.2408,0.8797,0.0012,0.5005,0.0041,2.1014,0.0298,0.83,0.8147,2.4462,0.9578,1.1962,0.0724,0.5,0.3216,0.0784,0.0179,2.008,0.9888,0.3438,0.8381,0.8127,0.0341,0.0562,0.2799
./SAT09/APPLICATIONS/crypto/desgen/gss-27-s100.cnf,1,0.8512,0.9253,0.9011,0.7508,0.7476,0.6557,0.1512,0.2406,0.9402,0.0001,0.8898,0.0004,2.3427,0.0035,0.9718,0.3426,2.4496,0.985,1.1398,0.0558,0.7778,0.1715,0.1807,0.0193,1.8776,0.6568,0.1934,1.5323,0.5827,0.2366,0.0422,0.5294
./SAT05/industrial/grieu05/vmpc/vmpc_29.renamed-as.sat05-1916.cnf,1,0.6916,0.6929,0.6916,0.6918,0.6916,0.3927,0.0016,0.007,0.9995,?,0.9995,?,0,?,0.6957,0.0022,0.6689,0.6739,0.6754,0,0.5297,0,0.5255,?,0.6689,0.9317,0.5947,0.5479,0,0.6916,0,0.1217
./SAT11/application/rintanen/SATPlanning/grid-strips-grid-y-3.035-NOTKNOWN.cnf,1,0.9973,1,0.9995,0.9808,0.9864,0.9765,0.066,0.1183,0.9766,?,0.9763,?,1.1544,?,1,0.0563,1.1294,0.1425,0.8166,0.0575,0.9444,0.5,0.289,?,1.1483,0.9402,0.4746,1.045,0.5489,0.9492,0.0155,1.1328
./SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_09_UNSAT.cnf,1,0.5241,0.9573,0.607,0.5268,0.4513,0.0244,0.2908,0.0101,0.9015,?,0.9015,?,2.3619,?,0.9666,0.4816,4.085,0.5424,0.7395,0.0218,0.921,0.1681,0.2672,?,4.1937,0.7484,0.4888,0.5762,0.6876,0.1252,0.0003,0.3211
./SAT07/industrial/palacios/hard/sortnet-7-ipc5-h15-unsat.cnf,1,0.7886,0.9628,0.91,0.671,0.4466,0.4366,0.2327,0.0795,0.6095,?,0.672,?,3.8257,?,0.9998,0.4364,4.09,1.8763,1.9181,0.0888,0.9216,0.3243,0.236,?,3.3338,0.7304,0.3194,0.9776,1.2912,0.1796,0.0444,0.6111
./SAT04/industrial/velev/pipe-sat-1-1/12pipe_bug6_q0.used-as.sat04-725.cnf,1,0.9995,1,1,0.8034,0.7648,0.829,0.3271,0.0179,0.9405,?,0.9403,?,4.0561,?,1,0.4221,5.2242,0.7401,0.8957,0.3607,0.9773,0.5,0.514,?,5.059,0.4296,0.8345,0.3855,0,0.0413,0.2108,0
SAT-Race-2010-CNF/hardware-verification/velev/11pipe_k.cnf,1,1,1,1,0.9277,0.9965,0.9679,0.2828,0.0143,0.9716,?,0.9716,?,4.2266,?,1,0.2263,5.2325,0.2542,0.416,0.2505,1,1,0.57,?,4.9541,0.5205,0.9392,0.2426,0,0.7873,0.0047,0
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtvisns2p3-tseitin.cnf,1,0.4476,0.6505,0.5841,0.43,0.2955,0.2075,0.1238,0.1541,0.571,?,0.4961,?,2.8824,?,1,0.436,3.0906,1.5238,1.7363,0.1118,1,1,0.1395,?,2.7406,0.2239,0.5177,0.6918,0.8581,0.1719,0.0822,2.9351
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom21.cnf,1,0.1567,0.5962,0.5611,0.2718,0.0396,0.1228,0.2448,0.1804,0.7214,?,0.3805,?,2.2377,?,0.9883,0.8952,2.3996,1.3427,1.5208,0.2402,0.9121,0.2404,0.2035,?,2.2904,0.2656,0.4259,0.6767,0.7536,0.0009,0.1708,1.8725
./SAT09/APPLICATIONS/bitverif/maxxor/maxxor128.cnf,1,0.2559,0.5329,0.5252,0.293,0.1465,0.2645,0.1816,0.2139,0.8274,?,0.5192,?,2.2615,?,0.9338,0.7137,2.0957,1.2161,1.3947,0.1327,0.8483,0.4589,0.1641,?,1.7607,0.6923,0.44,0.7742,0.6229,0.0047,0.0976,0
./SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.030-NOTKNOWN.cnf,1,0.9468,0.9961,0.9859,0.8146,0.6157,0.9896,0.2278,0.1447,0.9897,?,0.9897,?,1.3245,?,1,0.3055,1.3402,0.0761,0.7384,0.4059,1,0.616,0.3389,?,1.3285,0.6084,0.3977,1.2271,0,0.5095,0.315,1.345
./SAT03/industrial/kukula/addm_bench/am_7_7.shuffled-as.sat03-363.cnf,1,0.3152,0.5092,0.4878,0.2789,0.0908,0.282,0.072,0.2853,0.9742,0.0005,0.564,0.0007,0.7916,0.0139,0.9492,0.7427,0.9491,0.7084,1.0393,0.0615,0.5,0.3288,0.0601,0.0885,1.7437,0.4736,0.5004,0.7271,2.6507,0.0455,0.0596,1.6179
./SAT07/industrial/babic/hsatv17/hsat_vc12062.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top22.cnf,1,0.5377,0.5853,0.5718,0.3957,0.1536,0.1551,0.1809,0.1961,0.8328,?,0.4238,?,2.1335,?,0.9907,0.5822,2.1631,1.1507,1.268,0.1749,0.8723,0.2397,0.1582,?,1.9867,0.3555,0.3926,0.6693,0.721,0.0311,0.0784,1.6516
./SAT11/application/manthey/traffic/traffic_pcb_unknown.cnf,1,0.152,0.661,0.411,0.2476,0.0396,0.0687,0.076,0.0423,0.2017,?,0.1283,?,2.055,?,1,1.0129,4.8273,0.6334,0.4639,0.1215,0.5,0.2575,0.0514,?,2.511,0.6377,0.0582,2.7297,1.2956,0.0133,0.0386,1.6398
./SAT11/application/fuhs/AProVE11/AProVE11-12.cnf,1,0.2066,0.4783,0.4045,0.2488,0.0789,0.1961,0.0879,0.2211,0.7625,0.0001,0.5535,0.0005,2.0783,0.0096,0.9751,0.7731,2.4715,1.0665,1.2985,0.1176,0.75,0.3034,0.0756,0.0035,2.1687,0.3102,0.3592,0.7492,0.4823,0.03,0.0589,0.5755
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k80.cnf,1,0.1245,0.9064,0.7805,0.3241,0,0.3465,0.1608,0.1415,0.5075,?,0.5954,?,1.7922,?,0.9948,1.159,2.9998,1.404,1.6208,0.1402,0.72,0.2916,0.1107,?,2.6514,0.485,0.4086,0.7929,1.2435,0,0.1377,1.7819
./SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.060-SAT.cnf,1,0.9186,0.9863,0.9641,0.7892,0.5847,0.9876,0.2358,0.1467,0.988,?,0.9876,?,1.3643,?,1,0.3328,1.3872,0.0857,0.7456,0.4215,1,0.5906,0.3598,?,1.3631,0.443,0.3959,1.2309,0.4101,0.4178,0.3173,1.4142
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-src_wget_vc18517-tseitin.cnf,1,0.2192,0.5808,0.4731,0.2783,0.0928,0.2989,0.0857,0.2195,0.8358,?,0.5618,?,1.7409,?,1,0.7573,2.1363,1.1049,1.2944,0.0533,0.9568,0.2799,0.0871,?,1.7779,0.1909,0.429,0.7544,0.9618,0.0348,0.0471,1.0276
./SAT09/APPLICATIONS/c32sat/post-cbmc-zfcp-2.8-u2-noholes.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
./SAT11/application/leberre/2dimensionalstrippacking/E00N23.cnf,1,0.9705,0.999,0.9882,0.9225,0.8934,0.0159,0.228,0.0061,0.0308,?,0.9671,?,1.0465,?,1,0.1272,1.5524,2.3486,0.1572,0.2162,0.9993,0.5,0.3678,?,1.5422,0.6038,0.9762,0.1448,0,0.7983,0.1268,0
./SAT09/APPLICATIONS/diagnosis/UTI-10-5t1.cnf,1,0.5616,0.8692,0.7816,0.4902,0.1926,0.6007,0.1515,0.1568,0.888,0,0.7424,0.0001,3.1212,0.0008,1,0.6352,3.1054,1.0342,1.4102,0.0433,1,0.2238,0.2243,0,2.7796,0.6039,0.3987,0.9805,0.9935,0.0404,0.0292,1.0935
./SAT04/industrial/vangelder/cnf-color/abb313GPIA-9-tr.used-as.sat04-321.cnf,1,0.6236,0.7437,0.685,0.578,0.5185,0.8831,0.0948,0.0267,0.8831,?,0.8831,?,0.7626,?,1,0.3001,4.2265,0.4262,0.0891,0.0001,1,1,0.0218,?,4.062,0.5461,0.996,0.0365,1.0619,0.3207,0,0.3846
./SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor016.cnf,1,0.3114,0.627,0.4978,0.3349,0.1464,0.2983,0.1826,0.2105,0.7638,0.0007,0.5498,0.005,2.8812,0.0587,0.9995,0.6585,2.7661,1.4418,1.5923,0.1333,0.7391,0.3748,0.1738,0.0078,2.3435,0.9847,0.5022,0.7275,0.8857,0.0368,0.0917,0.3014
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom22.cnf,1,0.1567,0.5971,0.5628,0.2723,0.0398,0.1209,0.2453,0.1804,0.7209,?,0.3806,?,2.2303,?,0.9935,0.8955,2.3844,1.3396,1.5194,0.2402,0.9149,0.2404,0.2048,?,2.2822,0.1976,0.4244,0.677,0.7512,0.0007,0.1709,0.9696
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libsmbsharemodes_vc5759-tseitin.cnf,1,0.3083,0.6329,0.5116,0.3363,0.1322,0.2331,0.1742,0.1991,0.7369,?,0.5255,?,2.5292,?,0.9999,0.6644,2.8737,1.4514,1.5902,0.1514,0.9615,0.4999,0.1465,?,2.4153,0.2198,0.4894,0.7145,0.5668,0.046,0.105,1.4943
./SAT02/industrial/aloul/Homer/homer16.shuffled.cnf,1,0.8199,0.8301,0.8301,0.8191,0.8082,0.8258,0,0.1653,0.8258,0.0145,0.6143,0.0273,0,0.1446,0.8306,0.0129,0,0.4937,1.2617,0.2164,0,0.2269,0,0.0241,2.0668,0.8763,0.4517,1.0441,0,0.8078,0.2162,0.0834
SAT_RACE08/Q1/SAT_dat.k85.cnf,1,0.626,0.9363,0.8409,0.5441,0.221,0.6204,0.2054,0.1296,0.7904,?,0.7078,?,3.4396,?,0.9866,0.5928,3.4781,1.3418,1.5838,0.1211,0.907,0.3217,0.2324,?,3.2232,0.1609,0.2687,1.3182,1.2342,0.0623,0.0541,0.4058
./SAT11/application/manthey/traffic/traffic_fb_unknown.cnf,1,0.1609,0.5459,0.4201,0.2444,0.0415,0.0691,0.0511,0.043,0.1927,?,0.1242,?,1.8378,?,1,0.9655,4.8793,0.6269,0.4487,0.1731,1,0.3589,0.0301,?,2.4264,0.6421,0.0551,2.8407,0.9911,0.0135,0.064,0.4543
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvqis8x8p2-tseitin.cnf,1,0.5329,0.7856,0.663,0.5156,0.363,0.1805,0.104,0.1374,0.5318,?,0.4323,?,2.6911,?,0.9954,0.402,2.8329,1.4884,1.742,0.124,0.9412,0.2939,0.1312,?,2.4122,0.412,0.5297,0.664,1.6131,0.2281,0.0994,0.2012
./SAT03/industrial/simon/sat02/6pipe_6_ooo.shuffled-as.sat03-413.cnf,1,0.7346,0.9919,0.9394,0.6738,0.4699,0.8552,0.2988,0.0269,0.9576,?,0.6858,?,4.3219,?,1,0.4236,4.8548,0.655,1.1461,0.4999,0.9787,0.5,0.5126,?,4.5605,0.3564,0.4877,0.9777,0.6931,0.2381,0.4475,0.4514
./SAT09/APPLICATIONS/crypto/md5gen/gus-md5-11.cnf,1,0.0144,0.393,0.1034,0.0983,0.0015,0.0615,0.0428,0.1746,0.5559,0,0.5127,0.0002,1.0543,0.0009,0.7455,1.591,2.3496,0.881,1.0576,0.0567,0.6667,0.2404,0.025,0.0863,2.0375,0.078,0.4092,0.454,1.7402,0,0.0399,1.6297
SAT_RACE06/velev-pipe-o-uns-1.1-6.cnf,1,0.9496,0.9965,0.985,0.7934,0.7268,0.8894,0.2954,0.0402,0.9129,?,0.9116,?,4.037,?,1,0.3936,4.6271,0.6874,1.0185,0.1985,0.9612,0.4999,0.3978,?,4.4733,0.5715,0.7982,0.4716,0.6474,0.1092,0.031,0.375
SAT_RACE08/cnf/mizh-sha0-36-4.cnf,1,0.0044,0.3646,0.0606,0.0751,0.0001,0.0806,0.0382,0.171,0.5286,0,0.529,0.0003,0.8222,0.0007,0.6533,1.9019,2.5571,0.9173,1.0358,0.0447,0.2727,0.2106,0.0189,0.0887,2.3062,0.108,0.4093,0.434,0.6473,0,0.0417,1.7856
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.035-NOTKNOWN.cnf,1,0.9249,0.9546,0.9448,0.7009,0.3038,0.9758,0.1616,0.1548,0.9826,?,0.9732,?,2.3684,?,1,0.4669,2.3973,0.1814,0.8125,0.2684,1,0.5283,0.1844,?,2.2335,0.723,0.383,1.2614,0.5276,0.2046,0.2382,1.0047
SAT_RACE08/cnf/manol-pipe-c6bidw_i.cnf,1,0.6128,0.8503,0.7352,0.5525,0.4103,0.1273,0.1541,0.1341,0.4693,?,0.4607,?,2.9427,?,1,0.4599,3.1481,1.6396,1.7937,0.1489,0.9658,0.4419,0.1761,?,2.6639,0.1212,0.3757,0.7092,0.8192,0.1105,0.1206,1.3152
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-VS3-benchmark-S2-tseitin.cnf,1,0.2335,0.5295,0.4317,0.2643,0.0979,0.3052,0.0905,0.1997,0.751,?,0.4767,?,1.9804,?,0.7505,0.7212,1.9242,1.1437,1.3576,0.0872,0.4444,0.1745,0.1104,?,1.8201,0.0652,0.3506,0.8989,0.6663,0.0025,0.0487,0
./SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.040-NOTKNOWN.cnf,1,0.9444,0.9952,0.9813,0.8138,0.6155,0.9911,0.229,0.1425,0.9912,?,0.9911,?,1.2721,?,1,0.3021,1.2886,0.066,0.7332,0.4048,1,0.6587,0.3405,?,1.2698,0.4559,0.4062,1.2063,0,0.5233,0.3128,0
./SAT02/industrial/biere/dinphil/dp10s10.shuffled.cnf,1,0.4483,0.6805,0.6035,0.4127,0.2135,0.3337,0.1031,0.2058,0.8019,0.0007,0.5337,0.0027,2.931,0.023,0.9619,0.5477,2.9554,1.26,1.4736,0.0908,0.5385,0.1994,0.1343,0.0104,2.4762,0.8381,0.4841,0.7865,1.0656,0.0716,0.0676,0.2463
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-servers_slapd_a_vc149789-tseitin.cnf,1,0.1187,0.3247,0.2293,0.1562,0.0522,0.2762,0.065,0.2402,0.8859,?,0.5027,?,1.6253,?,1,0.8905,1.7187,0.9207,1.135,0.0485,1,0.9999,0.0821,?,1.4897,0.0455,0.3973,0.7422,0.5875,0.0305,0.0468,0
./SAT11/application/kullmann/AES/Benchmarks/32/aes_32_3_keyfind_1.cnf,1,0.0252,0.2242,0.1022,0.0726,0.0027,0.0181,0.0691,0.2042,0.4828,0.0041,0.4079,0.0124,1.782,0.0231,0.3961,1.33,2.6635,0.8766,1.4091,0.1317,0.25,0.135,0.0509,0.1679,2.0382,0.6344,0.4628,0.6186,0.7798,0.0002,0.1112,0.3707
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtvisns3p00-tseitin.cnf,1,0.4828,0.6197,0.5867,0.4444,0.3147,0.2069,0.1266,0.1524,0.582,?,0.4736,?,2.9368,?,1,0.399,3.1149,1.5474,1.7468,0.112,1,1,0.1349,?,2.6363,0.1375,0.507,0.721,1.0557,0.1903,0.0781,1.2996
./SAT11/application/fuhs/AProVE11/AProVE11-16.cnf,1,0.1654,0.4588,0.3812,0.2247,0.0669,0.1658,0.086,0.2115,0.7275,0,0.5386,0.0002,1.9771,0.0038,0.9899,0.8244,2.5299,1.0416,1.258,0.1092,0.6923,0.2927,0.0664,0.0044,2.2655,0.1588,0.3588,0.7008,0.9542,0.0216,0.0586,1.3009
./SAT11/application/fuhs/AProVE11/AProVE11-06.cnf,1,0.1557,0.506,0.4367,0.2239,0.0366,0.143,0.0603,0.2042,0.6863,?,0.5315,?,1.4328,?,0.9797,0.9004,2.392,1.0025,1.2067,0.0858,0.6667,0.4123,0.0406,?,2.1397,0.1357,0.3706,0.6256,0.4227,0.0141,0.0703,0
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvrod6x8p1-tseitin.cnf,1,0.5357,0.7696,0.747,0.5145,0.3276,0.1486,0.1006,0.1315,0.5402,?,0.4672,?,2.7601,?,0.9965,0.4362,2.8329,1.5551,1.8089,0.1002,0.8571,0.3215,0.1278,?,2.6372,0.5039,0.5491,0.6123,0.8066,0.1989,0.0839,1.1765
SAT-Race-2010-CNF/cryptography/mizh/md5_48_3.cnf,1,0.0104,0.3671,0.0878,0.082,0.0001,0.0718,0.0385,0.1696,0.5407,0,0.5294,0.0002,0.9718,0.0005,0.6755,1.7491,2.3627,0.9018,1.0047,0.0485,0.3333,0.1579,0.0205,0.1026,2.0658,0.0875,0.4056,0.4117,0.5971,0,0.0407,0.128
./SAT02/industrial/goldberg/fpga_routing/vda_gr_rcs_w9.shuffled.cnf,1,0.5921,0.7373,0.6667,0.5978,0.5268,0.7903,0.0716,0.044,0.7903,?,0.593,?,0.1101,?,1,0.178,4.4833,0.5612,1.3272,0.0265,1,1,0.0064,?,4.2518,0.5384,0.4493,1.0295,0.9041,0.4642,0.0011,1.0417
./SAT07/industrial/anbulagan/hard-unsat/dated-10-17-u.cnf,1,0.6145,0.8473,0.7834,0.5093,0.1969,0.5673,0.1585,0.1586,0.9277,0,0.745,0.0001,3.1308,0.0002,0.9899,0.5996,2.8662,0.9716,1.3052,0.0304,0.8095,0.1923,0.2398,0.0274,2.6083,0.643,0.3463,1.0499,0.586,0.0395,0.0239,0.2536
./SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug5.cnf,1,0.9987,1,1,0.9131,0.9749,0.6352,0.2697,0.0363,0.9589,?,0.9569,?,4.1235,?,1,0.2157,4.3568,0.9332,1.2841,0.2406,1,0.5,0.4835,?,4.2321,0.6491,0.5832,0.6954,0,0.5,0.0231,0
./SAT09/APPLICATIONS/diagnosis/UTI-20-10t1.cnf,1,0.4122,0.8405,0.7388,0.4265,0.1056,0.4945,0.164,0.1222,0.9389,0,0.711,0.0001,3.2567,0.0003,1,0.7467,3.2991,0.955,1.2614,0.0348,1,0.2565,0.2016,0,3.0818,0.4765,0.3621,0.959,0.8498,0.0034,0.0209,0.7003
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-eijkbs6669-tseitin.cnf,1,0.1209,0.4649,0.2679,0.1857,0.0447,0.1174,0.0712,0.2072,0.7211,0,0.5045,0.0001,2.0203,0.0012,1,1.0514,2.7282,1.001,1.2865,0.1155,0.8261,0.438,0.061,0.0227,2.2559,0.0911,0.4177,0.7889,1.2331,0.009,0.0628,0.424
./SAT11/application/manthey/traffic/traffic_3_uc_sat.cnf,1,0.2868,0.5937,0.4769,0.3098,0.135,0.1502,0.0724,0.1078,0.3751,?,0.2515,?,2.6568,?,1,0.6552,3.8255,0.9147,0.6347,0.115,1,0.6579,0.0821,?,1.8034,0.3183,0.0973,1.9995,0,0.0509,0.0611,0
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom16.cnf,1,0.1573,0.5934,0.5459,0.267,0.0401,0.1379,0.2424,0.1814,0.7246,?,0.3829,?,2.3275,?,0.9918,0.8928,2.497,1.3644,1.5289,0.2402,0.8947,0.2404,0.1988,?,2.342,0.2808,0.4341,0.6792,0.7443,0.0027,0.1702,0.6991
./SAT02/industrial/aloul/Homer/homer14.shuffled.cnf,1,0.7975,0.8016,0.7993,0.7966,0.7939,0.8086,0,0.1286,0.8086,0.0129,0.6348,0.0238,0,0.1157,0.8038,0.005,0,0.5233,1.2279,0.0755,0,0.08,0,0.0201,2.1193,0.8335,0.4431,1.0497,0,0.7907,0.073,0.0596
./SAT03/industrial/li/li-exam/li-exam-61.shuffled-as.sat03-366.cnf,1,0.1253,0.3373,0.2749,0.1683,0.0555,0.1065,0.2306,0.2381,0.6188,0,0.454,0.0002,1.6689,0.005,1,0.7824,2.101,1.0344,1.4056,0.1534,1,0.3205,0.128,0.0096,2.1351,0.0479,0.4539,0.7479,1.0013,0.0349,0.0699,0.1575
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-rovers-18-step12.cnf,1,0.7383,0.9646,0.9587,0.6381,0.3109,0.9285,0.3207,0.0981,0.9506,?,0.9287,?,3.2568,?,1,0.5443,3.1135,0.4037,1.0581,0.2596,1,0.4568,0.3847,?,2.9125,0.7335,0.4784,1.0137,0.9755,0.0541,0.0362,1.3591
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top28.cnf,1,0.5504,0.5886,0.5697,0.4046,0.155,0.1436,0.1831,0.1966,0.8364,?,0.425,?,2.0616,?,0.9924,0.5682,2.0765,1.123,1.2378,0.1749,0.8966,0.2414,0.1624,?,1.9345,0.3049,0.3834,0.6622,0.738,0.0285,0.0811,1.9021
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-nusmvreactorp4-tseitin.cnf,1,0.2338,0.7509,0.4687,0.3091,0.0917,0.2174,0.1844,0.2148,0.5776,0.0001,0.5174,0.0006,3.1361,0.0076,0.9999,0.8385,3.1318,1.5694,1.8324,0.2465,0.9794,0.5,0.1911,0.0102,2.4382,0.6826,0.4474,0.809,1.4012,0.0392,0.1773,0.7004
./SAT09/APPLICATIONS/bitverif/minxorminand/minxorminand128.cnf,1,0.8224,0.8536,0.8364,0.7301,0.7608,0.3719,0.2553,0.0774,0.4899,?,0.4298,?,1.9719,?,1,0.3065,2.743,1.819,2.0001,0.1034,0.9695,0.4642,0.147,?,2.2962,0.2867,0.6506,0.5022,0.603,0.2968,0.1015,0.3026
./SAT09/APPLICATIONS/diagnosis/ACG-15-5p1.cnf,1,0.4354,0.8736,0.8103,0.4703,0.1386,0.6162,0.1592,0.2033,0.8738,0,0.7471,0,2.4933,0.0003,1,0.6924,2.4479,1.0511,1.405,0.039,0.7333,0.1602,0.1553,0.0134,2.2372,0.7253,0.3535,1.0739,0.4012,0.0517,0.027,0
./SAT07/industrial/babic/dspam/dspam_dump_vc949.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
./SAT09/APPLICATIONS/bitverif/mulhs/mulhs016.cnf,1,0.1062,0.3909,0.3209,0.1845,0.0794,0.3399,0.0733,0.2468,0.8689,0.0006,0.5256,0.0016,1.8815,0.0112,0.7834,0.7835,1.8641,0.9998,1.2126,0.0488,0.6364,0.2792,0.0927,0.0174,1.6827,0.5944,0.3649,0.848,0.874,0.0492,0.0478,0.2652
./SAT11/application/manthey/traffic/traffic_f_unknown.cnf,1,0.1451,0.513,0.4137,0.2324,0.0391,0.0669,0.0395,0.0416,0.1885,?,0.121,?,1.6787,?,1,0.986,4.9338,0.6182,0.4411,0.1493,0.5,0.3432,0.0227,?,2.4163,0.5207,0.0539,2.8706,0.6861,0.0131,0.062,1.0144
./SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.050-SAT.cnf,1,0.9466,0.9952,0.9848,0.8141,0.6157,0.9899,0.2287,0.1447,0.99,?,0.9899,?,1.2856,?,1,0.3054,1.297,0.0732,0.736,0.4052,1,0.616,0.339,?,1.2878,0.5241,0.3975,1.228,0,0.5214,0.3149,1.4142
SAT-Race-2010-CNF/software-verification/nec/hard-25-U-7061.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
./SAT03/industrial/schuppan/l2s/dme-03-1-k247-unsat.shuffled-as.sat03-407.cnf,1,0.1484,0.4062,0.3045,0.1871,0.0384,0.1331,0.1379,0.172,0.7697,?,0.473,?,2.0429,?,1,0.8988,2.5669,1.1342,1.3928,0.3259,0.7576,0.4496,0.1168,?,2.7703,0.3852,0.4675,0.71,0.6914,0.0109,0.2527,0.4691
