@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_tightness_100 NUMERIC
@ATTRIBUTE normalised_standard_deviation_of_node_degree NUMERIC
@ATTRIBUTE clustering_coefficient NUMERIC
@ATTRIBUTE normalised_maximum_degree NUMERIC
@ATTRIBUTE stats_tightness_75 NUMERIC
@ATTRIBUTE normalised_width_of_ordering NUMERIC
@ATTRIBUTE stats_edge_density NUMERIC
@ATTRIBUTE normalised_mean_degree NUMERIC
@ATTRIBUTE normalised_median_degree NUMERIC
@ATTRIBUTE stats_tightness_mean NUMERIC
@ATTRIBUTE normalised_minimum_degree NUMERIC
@ATTRIBUTE stats_tightness_50 NUMERIC
@ATTRIBUTE stats_cts_per_var_mean NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC
@ATTRIBUTE stats_tightness_0 NUMERIC
@ATTRIBUTE stats_tightness_25 NUMERIC

@DATA
rand-2-30-15-306-230-fcd-31_ext.xml.minion.gz,1,618,0.092055,0.529737,0.7,391,0.533333,0.510345,0.493333,0.516667,291.554054,0.3,236,14.8,0.366667,198,223
rand-2-30-15-306-230-fcd-33_ext.xml.minion.gz,1,661,0.079784,0.524082,0.666667,375,0.633333,0.526437,0.508889,0.5,282.873362,0.3,232,15.266667,0.4,188,222
rand-2-30-15-306-230-fcd-35_ext.xml.minion.gz,1,629,0.08421,0.527761,0.666667,377,0.533333,0.521839,0.504444,0.5,284.779736,0.333333,234,15.133333,0.366667,191,223
rand-2-30-15-306-230-fcd-37_ext.xml.minion.gz,1,706,0.079536,0.515166,0.666667,254,0.633333,0.524138,0.506667,0.5,280.921053,0.366667,232,15.2,0.366667,189,220
rand-2-30-15-306-230-fcd-39_ext.xml.minion.gz,1,646,0.103256,0.530558,0.8,386,0.5,0.508046,0.491111,0.483333,291.171946,0.333333,236,14.733333,0.366667,193,224
rand-2-30-15-306-230-fcd-41_ext.xml.minion.gz,1,729,0.073904,0.500586,0.7,378,0.533333,0.512644,0.495556,0.5,288.273543,0.333333,232,14.866667,0.4,197,220
rand-2-30-15-306-230-fcd-43_ext.xml.minion.gz,1,673,0.085519,0.515788,0.766667,378,0.533333,0.521839,0.504444,0.5,286.440529,0.3,236,15.133333,0.4,188,224
rand-2-30-15-306-230-fcd-45_ext.xml.minion.gz,1,559,0.094255,0.524203,0.633333,385,0.566667,0.51954,0.502222,0.516667,287.49115,0.3,235,15.066667,0.366667,197,222
rand-2-30-15-306-230-fcd-47_ext.xml.minion.gz,1,645,0.067987,0.513493,0.7,386,0.6,0.524138,0.506667,0.5,284.846491,0.4,233,15.2,0.4,193,222
rand-2-30-15-306-230-fcd-49_ext.xml.minion.gz,1,581,0.078284,0.506128,0.6,387,0.5,0.512644,0.495556,0.533333,287.860987,0.266667,232,14.866667,0.4,194,218
rand-23-23-253-131-46021_ext.xml.minion.gz,1,291,0,1,0.956522,256,0.956522,1,0.956522,0.956522,247.802372,0.956522,248,22,0.956522,214,240
rand-23-23-253-131-47021_ext.xml.minion.gz,1,288,0,1,0.956522,258,0.956522,1,0.956522,0.956522,247.498024,0.956522,247,22,0.956522,207,238
rand-23-23-253-131-48021_ext.xml.minion.gz,1,292,0,1,0.956522,256,0.956522,1,0.956522,0.956522,246.869565,0.956522,247,22,0.956522,211,237
rand-23-23-253-131-49021_ext.xml.minion.gz,1,292,0,1,0.956522,258,0.956522,1,0.956522,0.956522,248.090909,0.956522,247,22,0.956522,209,239
rand-23-23-253-131-50021_ext.xml.minion.gz,1,284,0,1,0.956522,258,0.956522,1,0.956522,0.956522,248.324111,0.956522,249,22,0.956522,205,240
rand-23-23-253-131-51021_ext.xml.minion.gz,1,291,0,1,0.956522,256,0.956522,1,0.956522,0.956522,248.043478,0.956522,248,22,0.956522,216,239
rand-23-23-253-131-52021_ext.xml.minion.gz,1,286,0,1,0.956522,256,0.956522,1,0.956522,0.956522,246.70751,0.956522,246,22,0.956522,208,238
rand-23-23-253-131-53021_ext.xml.minion.gz,1,283,0,1,0.956522,260,0.956522,1,0.956522,0.956522,249.284585,0.956522,249,22,0.956522,214,241
rand-23-23-253-131-54021_ext.xml.minion.gz,1,291,0,1,0.956522,257,0.956522,1,0.956522,0.956522,248.458498,0.956522,248,22,0.956522,214,240
rand-23-23-253-131-55021_ext.xml.minion.gz,1,291,0,1,0.956522,258,0.956522,1,0.956522,0.956522,247.067194,0.956522,248,22,0.956522,210,236
rand-2-40-11-414-200-11_ext.xml.minion.gz,1,321,0.078899,0.53484,0.675,224,0.6,0.530769,0.5175,0.525,201.869565,0.275,201,20.7,0.4,95,178
rand-2-40-11-414-200-13_ext.xml.minion.gz,1,317,0.074204,0.523801,0.65,230,0.575,0.530769,0.5175,0.525,201.676329,0.375,201,20.7,0.4,91,173
rand-2-40-11-414-200-15_ext.xml.minion.gz,1,311,0.078102,0.536258,0.725,226,0.55,0.530769,0.5175,0.5,200.275362,0.4,198,20.7,0.4,106,174
rand-2-40-11-414-200-17_ext.xml.minion.gz,1,364,0.070312,0.532155,0.675,222,0.6,0.530769,0.5175,0.525,199.089372,0.275,198,20.7,0.4,90,174
rand-2-40-11-414-200-19_ext.xml.minion.gz,1,319,0.084076,0.5334,0.675,229,0.575,0.530769,0.5175,0.525,201.543478,0.35,203,20.7,0.4,99,173
rand-2-40-11-414-200-1_ext.xml.minion.gz,1,352,0.068966,0.531031,0.65,227,0.6,0.530769,0.5175,0.5,203.118357,0.3,200,20.7,0.425,94,178
rand-2-40-11-414-200-21_ext.xml.minion.gz,1,314,0.075457,0.528203,0.675,225,0.65,0.530769,0.5175,0.525,198.538647,0.35,198,20.7,0.4,90,173
rand-2-40-11-414-200-23_ext.xml.minion.gz,1,325,0.082576,0.529013,0.75,231,0.75,0.530769,0.5175,0.525,201.060386,0.375,202,20.7,0.4,84,172
rand-2-40-11-414-200-25_ext.xml.minion.gz,1,302,0.082953,0.539434,0.75,227,0.525,0.530769,0.5175,0.525,201.869565,0.3,203,20.7,0.4,96,173
rand-2-40-11-414-200-27_ext.xml.minion.gz,1,313,0.093575,0.537019,0.675,226,0.6,0.530769,0.5175,0.5125,199.140097,0.325,201,20.7,0.375,76,173
rand-2-40-11-414-200-29_ext.xml.minion.gz,1,331,0.068966,0.528055,0.65,226,0.625,0.530769,0.5175,0.525,201.652174,0.375,201,20.7,0.425,106,175
rand-2-40-11-414-200-31_ext.xml.minion.gz,1,301,0.066427,0.524489,0.65,226,0.525,0.530769,0.5175,0.5125,199.838164,0.375,200,20.7,0.4,80,171
rand-2-40-11-414-200-33_ext.xml.minion.gz,1,335,0.072068,0.52729,0.625,223,0.55,0.530769,0.5175,0.525,201.263285,0.35,201,20.7,0.4,103,178
rand-2-40-11-414-200-35_ext.xml.minion.gz,1,346,0.061543,0.529342,0.65,222,0.55,0.530769,0.5175,0.525,198.695652,0.4,200,20.7,0.4,85,175
rand-2-40-11-414-200-37_ext.xml.minion.gz,1,340,0.076893,0.531307,0.675,226,0.6,0.530769,0.5175,0.525,199.135266,0.325,199,20.7,0.375,108,171
rand-2-40-11-414-200-39_ext.xml.minion.gz,1,311,0.075457,0.530879,0.7,224,0.5,0.530769,0.5175,0.5,198.408213,0.35,195,20.7,0.4,109,173
rand-2-40-11-414-200-3_ext.xml.minion.gz,1,330,0.081624,0.529105,0.7,225,0.6,0.530769,0.5175,0.5,200.422705,0.35,200,20.7,0.4,93,172
rand-2-40-11-414-200-41_ext.xml.minion.gz,1,346,0.082765,0.534029,0.675,228,0.625,0.530769,0.5175,0.525,199.565217,0.3,199,20.7,0.4,99,172
rand-2-40-11-414-200-43_ext.xml.minion.gz,1,326,0.070312,0.528548,0.675,225,0.625,0.530769,0.5175,0.525,199.971014,0.375,200,20.7,0.4,70,173
rand-2-40-11-414-200-45_ext.xml.minion.gz,1,334,0.087178,0.533628,0.7,229,0.575,0.530769,0.5175,0.5,200.966184,0.375,198,20.7,0.4,93,173
rand-2-40-11-414-200-47_ext.xml.minion.gz,1,315,0.072068,0.527372,0.65,225,0.575,0.530769,0.5175,0.525,199.797101,0.325,198,20.7,0.4,99,174
rand-2-40-11-414-200-49_ext.xml.minion.gz,1,328,0.088424,0.542686,0.725,227,0.575,0.530769,0.5175,0.5,200.115942,0.325,199,20.7,0.4,103,173
rand-2-40-11-414-200-51_ext.xml.minion.gz,1,306,0.07587,0.536563,0.675,226,0.575,0.530769,0.5175,0.525,199.618357,0.35,199,20.7,0.4,92,169
rand-2-40-11-414-200-53_ext.xml.minion.gz,1,345,0.069417,0.531803,0.675,225,0.6,0.530769,0.5175,0.5,199.690821,0.4,199,20.7,0.4,94,173
rand-2-40-11-414-200-55_ext.xml.minion.gz,1,330,0.079883,0.531024,0.675,226,0.525,0.530769,0.5175,0.5375,201.152174,0.375,202,20.7,0.375,95,176
rand-2-40-11-414-200-57_ext.xml.minion.gz,1,296,0.078302,0.528639,0.675,224,0.575,0.530769,0.5175,0.525,198.004831,0.35,198,20.7,0.4,83,171
rand-2-40-11-414-200-59_ext.xml.minion.gz,1,316,0.068053,0.532062,0.675,224,0.6,0.530769,0.5175,0.5125,199.533816,0.375,199,20.7,0.4,96,173
rand-2-40-11-414-200-5_ext.xml.minion.gz,1,320,0.087357,0.538244,0.7,227,0.525,0.530769,0.5175,0.525,200.557971,0.325,198,20.7,0.4,103,173
rand-2-40-11-414-200-61_ext.xml.minion.gz,1,321,0.086819,0.543776,0.7,224,0.475,0.530769,0.5175,0.525,200.115942,0.325,201,20.7,0.375,82,175
rand-2-40-11-414-200-63_ext.xml.minion.gz,1,314,0.081815,0.533912,0.675,232,0.625,0.530769,0.5175,0.525,201.091787,0.325,199,20.7,0.4,91,170
rand-2-40-11-414-200-65_ext.xml.minion.gz,1,304,0.094901,0.53661,0.7,229,0.55,0.530769,0.5175,0.5125,203.101449,0.25,201,20.7,0.425,95,175
rand-2-40-11-414-200-67_ext.xml.minion.gz,1,342,0.082765,0.540413,0.675,228,0.625,0.530769,0.5175,0.525,203.350242,0.3,202,20.7,0.4,100,178
rand-2-40-11-414-200-69_ext.xml.minion.gz,1,304,0.08124,0.534565,0.7,230,0.6,0.530769,0.5175,0.525,202.101449,0.375,202,20.7,0.4,97,176
rand-2-40-11-414-200-71_ext.xml.minion.gz,1,321,0.079096,0.524491,0.675,230,0.65,0.530769,0.5175,0.5125,202.289855,0.325,200,20.7,0.4,103,172
rand-2-40-11-414-200-73_ext.xml.minion.gz,1,300,0.090347,0.538962,0.725,225,0.575,0.530769,0.5175,0.5,199.874396,0.3,200,20.7,0.4,104,174
rand-2-40-11-414-200-75_ext.xml.minion.gz,1,317,0.081432,0.528124,0.75,226,0.55,0.530769,0.5175,0.5375,200.231884,0.375,195,20.7,0.375,84,173
rand-2-40-11-414-200-77_ext.xml.minion.gz,1,310,0.067593,0.526219,0.65,221,0.65,0.530769,0.5175,0.5,199.272947,0.35,200,20.7,0.425,117,174
rand-2-40-11-414-200-79_ext.xml.minion.gz,1,319,0.068283,0.522447,0.65,225,0.525,0.530769,0.5175,0.525,199.649758,0.35,199,20.7,0.4,78,174
rand-2-40-11-414-200-9_ext.xml.minion.gz,1,337,0.087178,0.537689,0.65,224,0.625,0.530769,0.5175,0.525,201.152174,0.35,198,20.7,0.375,106,176
rand-2-40-16-250-350-11_ext.xml.minion.gz,1,431,0.061492,0.312134,0.425,374,0.425,0.320513,0.3125,0.325,353.884,0.175,357,12.5,0.225,270,331
rand-2-40-16-250-350-13_ext.xml.minion.gz,1,446,0.073314,0.331942,0.5,366,0.375,0.320513,0.3125,0.3,348.244,0.15,351,12.5,0.225,259,329
rand-2-40-16-250-350-15_ext.xml.minion.gz,1,451,0.077661,0.332116,0.45,379,0.4,0.320513,0.3125,0.325,356.552,0.15,356,12.5,0.225,239,335
rand-2-40-16-250-350-17_ext.xml.minion.gz,1,439,0.069821,0.323702,0.45,370,0.4,0.320513,0.3125,0.325,348.748,0.175,345,12.5,0.225,254,329
rand-2-40-16-250-350-19_ext.xml.minion.gz,1,435,0.080039,0.32836,0.5,375,0.475,0.320513,0.3125,0.3125,349.16,0.175,350,12.5,0.225,261,327
rand-2-40-16-250-350-1_ext.xml.minion.gz,1,431,0.068465,0.318515,0.475,373,0.325,0.320513,0.3125,0.3125,350.076,0.175,350,12.5,0.225,280,324
rand-2-40-16-250-350-21_ext.xml.minion.gz,1,429,0.069147,0.326709,0.475,368,0.4,0.320513,0.3125,0.325,348.456,0.2,347,12.5,0.225,258,328
rand-2-40-16-250-350-23_ext.xml.minion.gz,1,478,0.068237,0.319229,0.45,373,0.425,0.320513,0.3125,0.3125,350.024,0.2,349,12.5,0.225,260,328
rand-2-40-16-250-350-25_ext.xml.minion.gz,1,444,0.063492,0.319391,0.45,373,0.4,0.320513,0.3125,0.3,350.596,0.175,351,12.5,0.225,263,329
rand-2-40-16-250-350-27_ext.xml.minion.gz,1,442,0.073314,0.306085,0.45,375,0.425,0.320513,0.3125,0.3125,348.864,0.125,349,12.5,0.225,229,324
rand-2-40-16-250-350-29_ext.xml.minion.gz,1,457,0.068237,0.327637,0.45,371,0.4,0.320513,0.3125,0.325,349.248,0.175,351,12.5,0.225,251,326
rand-2-40-16-250-350-31_ext.xml.minion.gz,1,448,0.074791,0.334485,0.45,373,0.4,0.320513,0.3125,0.325,350.56,0.15,351,12.5,0.225,240,328
rand-2-40-16-250-350-33_ext.xml.minion.gz,1,476,0.073527,0.323802,0.45,372,0.4,0.320513,0.3125,0.325,349.736,0.15,347,12.5,0.225,267,329
rand-2-40-16-250-350-35_ext.xml.minion.gz,1,423,0.061237,0.309689,0.45,368,0.375,0.320513,0.3125,0.3125,348.48,0.2,348,12.5,0.225,268,328
rand-2-40-16-250-350-37_ext.xml.minion.gz,1,429,0.066144,0.310017,0.475,372,0.475,0.320513,0.3125,0.325,349.264,0.175,350,12.5,0.225,258,327
rand-2-40-16-250-350-39_ext.xml.minion.gz,1,438,0.078462,0.301622,0.5,369,0.325,0.320513,0.3125,0.3,346.86,0.175,347,12.5,0.2,272,326
rand-2-40-16-250-350-3_ext.xml.minion.gz,1,449,0.074372,0.313138,0.45,374,0.4,0.320513,0.3125,0.3125,352.792,0.15,351,12.5,0.225,275,331
rand-2-40-16-250-350-41_ext.xml.minion.gz,1,462,0.089617,0.340709,0.5,373,0.475,0.320513,0.3125,0.3,350.864,0.175,351,12.5,0.225,253,333
rand-2-40-16-250-350-43_ext.xml.minion.gz,1,441,0.061237,0.332446,0.425,376,0.425,0.320513,0.3125,0.325,351.308,0.2,349,12.5,0.225,266,327
rand-2-40-16-250-350-45_ext.xml.minion.gz,1,433,0.091001,0.334415,0.525,377,0.45,0.320513,0.3125,0.3125,353.7,0.15,353,12.5,0.225,272,332
rand-2-40-16-250-350-47_ext.xml.minion.gz,1,435,0.064226,0.312273,0.45,374,0.375,0.320513,0.3125,0.3125,350.444,0.125,352,12.5,0.225,248,326
rand-2-40-16-250-350-49_ext.xml.minion.gz,1,461,0.074791,0.333073,0.5,374,0.425,0.320513,0.3125,0.3,352.804,0.175,350,12.5,0.225,272,330
rand-2-40-16-250-350-51_ext.xml.minion.gz,1,448,0.067082,0.347833,0.5,369,0.325,0.320513,0.3125,0.3,348.928,0.175,347,12.5,0.2,273,328
rand-2-40-16-250-350-53_ext.xml.minion.gz,1,437,0.053327,0.290885,0.425,371,0.35,0.320513,0.3125,0.3125,351.556,0.2,351,12.5,0.225,256,332
rand-2-40-16-250-350-55_ext.xml.minion.gz,1,453,0.070267,0.332797,0.475,376,0.35,0.320513,0.3125,0.3,351.072,0.175,353,12.5,0.225,260,327
rand-2-40-16-250-350-57_ext.xml.minion.gz,1,446,0.074372,0.313086,0.475,377,0.4,0.320513,0.3125,0.3,351.268,0.175,350,12.5,0.225,269,327
rand-2-40-16-250-350-59_ext.xml.minion.gz,1,439,0.073314,0.336241,0.5,374,0.35,0.320513,0.3125,0.3,349.3,0.1,350,12.5,0.225,267,326
rand-2-40-16-250-350-5_ext.xml.minion.gz,1,456,0.073314,0.34933,0.475,371,0.375,0.320513,0.3125,0.3,347.992,0.175,348,12.5,0.225,275,325
rand-2-40-16-250-350-61_ext.xml.minion.gz,1,455,0.084963,0.313981,0.525,373,0.35,0.320513,0.3125,0.3,350.384,0.175,349,12.5,0.225,280,326
rand-2-40-16-250-350-63_ext.xml.minion.gz,1,430,0.069372,0.317708,0.425,372,0.4,0.320513,0.3125,0.325,350.532,0.175,349,12.5,0.225,279,327
rand-2-40-16-250-350-65_ext.xml.minion.gz,1,471,0.081968,0.332584,0.5,372,0.35,0.320513,0.3125,0.325,351.652,0.15,352,12.5,0.225,261,330
rand-2-40-16-250-350-67_ext.xml.minion.gz,1,473,0.073314,0.321438,0.475,371,0.425,0.320513,0.3125,0.3,349.024,0.15,350,12.5,0.225,244,326
rand-2-40-16-250-350-69_ext.xml.minion.gz,1,442,0.084963,0.337759,0.525,372,0.425,0.320513,0.3125,0.3,349.62,0.175,352,12.5,0.2,257,327
rand-2-40-16-250-350-71_ext.xml.minion.gz,1,447,0.065907,0.312814,0.475,373,0.475,0.320513,0.3125,0.3,350.572,0.175,351,12.5,0.225,265,326
rand-2-40-16-250-350-73_ext.xml.minion.gz,1,452,0.074372,0.311425,0.475,373,0.4,0.320513,0.3125,0.3,350.268,0.175,347,12.5,0.225,273,326
rand-2-40-16-250-350-75_ext.xml.minion.gz,1,447,0.06567,0.29926,0.475,370,0.45,0.320513,0.3125,0.3,348.84,0.2,347,12.5,0.225,276,325
rand-2-40-16-250-350-77_ext.xml.minion.gz,1,445,0.069147,0.330634,0.45,370,0.45,0.320513,0.3125,0.3,350.444,0.2,351,12.5,0.225,273,329
rand-2-40-16-250-350-79_ext.xml.minion.gz,1,458,0.061492,0.296398,0.45,374,0.4,0.320513,0.3125,0.325,353.564,0.15,354,12.5,0.225,252,332
rand-2-40-16-250-350-7_ext.xml.minion.gz,1,477,0.061237,0.296832,0.45,372,0.4,0.320513,0.3125,0.3125,350.744,0.2,351,12.5,0.225,266,328
rand-2-40-16-250-350-9_ext.xml.minion.gz,1,429,0.081009,0.344085,0.5,371,0.425,0.320513,0.3125,0.3125,350.568,0.125,348,12.5,0.225,252,329
rand-2-40-180-84-900-11_ext.xml.minion.gz,1,921,0.044088,0.16244,0.2,906,0.2,0.107692,0.105,0.1,900.011905,0.025,899,4.2,0.075,871,894
rand-2-40-180-84-900-13_ext.xml.minion.gz,1,918,0.046165,0.164881,0.225,905,0.175,0.107692,0.105,0.1,897.880952,0.025,898,4.2,0.075,874,892
rand-2-40-180-84-900-15_ext.xml.minion.gz,1,921,0.048798,0.107976,0.225,907,0.125,0.107692,0.105,0.1,900.059524,0.025,901,4.2,0.1,876,894
rand-2-40-180-84-900-17_ext.xml.minion.gz,1,920,0.044791,0.166369,0.2,906,0.125,0.107692,0.105,0.1,899.488095,0.025,900,4.2,0.075,871,894
rand-2-40-180-84-900-19_ext.xml.minion.gz,1,918,0.039607,0.06119,0.2,907,0.15,0.107692,0.105,0.1,899.25,0.025,900,4.2,0.075,873,893
rand-2-40-180-84-900-1_ext.xml.minion.gz,1,921,0.049434,0.149286,0.225,909,0.225,0.107692,0.105,0.1,901.607143,0.025,902,4.2,0.075,874,896
rand-2-40-180-84-900-21_ext.xml.minion.gz,1,935,0.037165,0.091905,0.2,904,0.175,0.107692,0.105,0.1,898.75,0.025,900,4.2,0.075,876,893
rand-2-40-180-84-900-23_ext.xml.minion.gz,1,922,0.040774,0.075714,0.2,905,0.2,0.107692,0.105,0.1,899.464286,0.025,899,4.2,0.075,877,893
rand-2-40-180-84-900-25_ext.xml.minion.gz,1,922,0.058417,0.13379,0.25,907,0.175,0.107692,0.105,0.1,899.916667,0.025,900,4.2,0.075,872,894
rand-2-40-180-84-900-27_ext.xml.minion.gz,1,921,0.044791,0.10119,0.2,906,0.2,0.107692,0.105,0.1,898.52381,0.025,899,4.2,0.075,881,891
rand-2-40-180-84-900-29_ext.xml.minion.gz,1,921,0.049434,0.13871,0.225,908,0.15,0.107692,0.105,0.1,899.845238,0.025,901,4.2,0.075,869,892
rand-2-40-180-84-900-31_ext.xml.minion.gz,1,927,0.042647,0.128968,0.25,908,0.2,0.107692,0.105,0.1,901.583333,0.025,903,4.2,0.075,874,894
rand-2-40-180-84-900-33_ext.xml.minion.gz,1,925,0.03881,0.053452,0.175,904,0.15,0.107692,0.105,0.1,897.77381,0.025,898,4.2,0.075,877,892
rand-2-40-180-84-900-35_ext.xml.minion.gz,1,930,0.051599,0.112262,0.2,907,0.175,0.107692,0.105,0.1,900.904762,0.025,902,4.2,0.075,882,894
rand-2-40-180-84-900-37_ext.xml.minion.gz,1,918,0.042647,0.111548,0.2,906,0.15,0.107692,0.105,0.1,899.869048,0.025,901,4.2,0.075,880,895
rand-2-40-180-84-900-39_ext.xml.minion.gz,1,932,0.05099,0.100417,0.225,910,0.15,0.107692,0.105,0.1,902.27381,0.025,901,4.2,0.075,878,897
rand-2-40-180-84-900-3_ext.xml.minion.gz,1,919,0.053092,0.142083,0.25,907,0.15,0.107692,0.105,0.1,899.690476,0.025,899,4.2,0.075,880,894
rand-2-40-180-84-900-41_ext.xml.minion.gz,1,919,0.048153,0.111548,0.225,907,0.175,0.107692,0.105,0.1,900.785714,0.025,901,4.2,0.075,878,895
rand-2-40-180-84-900-43_ext.xml.minion.gz,1,922,0.0475,0.157659,0.25,908,0.175,0.107692,0.105,0.1,900.059524,0.025,900,4.2,0.075,876,893
rand-2-40-180-84-900-45_ext.xml.minion.gz,1,924,0.048153,0.087897,0.225,910,0.2,0.107692,0.105,0.1,901.714286,0.025,903,4.2,0.075,875,895
rand-2-40-180-84-900-47_ext.xml.minion.gz,1,922,0.037165,0.055119,0.2,906,0.125,0.107692,0.105,0.1,900.297619,0.025,900,4.2,0.075,870,893
rand-2-40-180-84-900-49_ext.xml.minion.gz,1,923,0.044088,0.094405,0.2,906,0.15,0.107692,0.105,0.1,900.666667,0.05,902,4.2,0.075,877,895
rand-2-40-180-84-900-51_ext.xml.minion.gz,1,928,0.035444,0.091905,0.175,909,0.15,0.107692,0.105,0.1,900.416667,0.05,900,4.2,0.075,873,895
rand-2-40-180-84-900-53_ext.xml.minion.gz,1,916,0.044791,0.073512,0.2,907,0.175,0.107692,0.105,0.1,899.75,0.025,900,4.2,0.075,880,894
rand-2-40-180-84-900-55_ext.xml.minion.gz,1,927,0.040389,0.073988,0.225,905,0.175,0.107692,0.105,0.1,899.178571,0.025,898,4.2,0.075,882,894
rand-2-40-180-84-900-57_ext.xml.minion.gz,1,920,0.044791,0.127024,0.175,904,0.15,0.107692,0.105,0.1,897.095238,0.025,898,4.2,0.075,870,891
rand-2-40-180-84-900-59_ext.xml.minion.gz,1,927,0.041533,0.092857,0.175,905,0.175,0.107692,0.105,0.1,899.154762,0.025,899,4.2,0.075,874,895
rand-2-40-180-84-900-5_ext.xml.minion.gz,1,920,0.042279,0.049306,0.25,907,0.175,0.107692,0.105,0.1,898.678571,0.025,901,4.2,0.075,872,891
rand-2-40-180-84-900-61_ext.xml.minion.gz,1,918,0.043732,0.079524,0.25,908,0.125,0.107692,0.105,0.1,899.928571,0.025,900,4.2,0.075,873,894
rand-2-40-180-84-900-63_ext.xml.minion.gz,1,926,0.046165,0.082738,0.175,906,0.175,0.107692,0.105,0.1,898.892857,0.025,899,4.2,0.075,876,892
rand-2-40-180-84-900-65_ext.xml.minion.gz,1,930,0.041155,0.093571,0.175,907,0.15,0.107692,0.105,0.1,900.345238,0.025,901,4.2,0.075,875,895
rand-2-40-180-84-900-67_ext.xml.minion.gz,1,923,0.049749,0.11631,0.2,906,0.175,0.107692,0.105,0.1,900.166667,0.025,901,4.2,0.075,883,895
rand-2-40-180-84-900-69_ext.xml.minion.gz,1,918,0.044441,0.093095,0.225,904,0.225,0.107692,0.105,0.1,897.845238,0.025,899,4.2,0.075,881,892
rand-2-40-180-84-900-71_ext.xml.minion.gz,1,924,0.046165,0.076607,0.2,908,0.2,0.107692,0.105,0.1,900.083333,0.025,900,4.2,0.075,880,894
rand-2-40-180-84-900-73_ext.xml.minion.gz,1,926,0.048477,0.060278,0.225,909,0.175,0.107692,0.105,0.1,901.202381,0.025,902,4.2,0.075,871,896
rand-2-40-180-84-900-75_ext.xml.minion.gz,1,919,0.0475,0.047262,0.2,905,0.175,0.107692,0.105,0.1,899.988095,0.025,901,4.2,0.075,876,895
rand-2-40-180-84-900-77_ext.xml.minion.gz,1,918,0.04717,0.146012,0.225,907,0.15,0.107692,0.105,0.1,899.095238,0.025,899,4.2,0.075,871,894
rand-2-40-180-84-900-79_ext.xml.minion.gz,1,920,0.050062,0.063571,0.25,907,0.175,0.107692,0.105,0.125,898.72619,0.025,900,4.2,0.075,877,890
rand-2-40-180-84-900-7_ext.xml.minion.gz,1,920,0.045826,0.128095,0.2,908,0.15,0.107692,0.105,0.1,901.154762,0.025,901,4.2,0.075,878,894
rand-2-40-180-84-900-9_ext.xml.minion.gz,1,922,0.049434,0.051885,0.225,905,0.2,0.107692,0.105,0.1,899.702381,0.025,899,4.2,0.075,882,895
rand-2-40-19-443-230-11_ext.xml.minion.gz,1,659,0.078222,0.431942,0.575,383,0.5,0.433333,0.4225,0.425,284.745562,0.225,239,16.9,0.3,198,226
rand-2-40-19-443-230-13_ext.xml.minion.gz,1,630,0.077419,0.428431,0.6,371,0.5,0.438462,0.4275,0.425,280.312865,0.275,234,17.1,0.325,190,222
rand-2-40-19-443-230-15_ext.xml.minion.gz,1,636,0.082073,0.447875,0.575,384,0.525,0.426923,0.41625,0.425,287.522523,0.25,237,16.65,0.3,203,227
rand-2-40-19-443-230-17_ext.xml.minion.gz,1,657,0.067268,0.448979,0.55,267,0.5,0.446154,0.435,0.45,277.956897,0.275,235,17.4,0.325,196,225
rand-2-40-19-443-230-19_ext.xml.minion.gz,1,642,0.087455,0.438339,0.6,380,0.525,0.429487,0.41875,0.4,283.522388,0.25,234,16.75,0.3,197,224
rand-2-40-19-443-230-1_ext.xml.minion.gz,1,634,0.068966,0.445879,0.6,262,0.5,0.44359,0.4325,0.425,278.052023,0.25,236,17.3,0.325,188,225
rand-2-40-19-443-230-21_ext.xml.minion.gz,1,662,0.063934,0.414869,0.6,390,0.475,0.425641,0.415,0.4125,285.963855,0.25,236,16.6,0.325,193,223
rand-2-40-19-443-230-23_ext.xml.minion.gz,1,661,0.075529,0.418495,0.575,381,0.55,0.426923,0.41625,0.4,285.744745,0.25,236,16.65,0.325,195,224
rand-2-40-19-443-230-25_ext.xml.minion.gz,1,651,0.074572,0.440464,0.65,375,0.475,0.434615,0.42375,0.425,282.778761,0.225,235,16.95,0.325,192,225
rand-2-40-19-443-230-27_ext.xml.minion.gz,1,657,0.089757,0.431325,0.575,258,0.475,0.433333,0.4225,0.425,281.37574,0.275,235,16.9,0.3,194,223
rand-2-40-19-443-230-29_ext.xml.minion.gz,1,677,0.071807,0.426352,0.55,389,0.525,0.423077,0.4125,0.4,288.6,0.25,238,16.5,0.325,190,225
rand-2-40-19-443-230-31_ext.xml.minion.gz,1,642,0.073527,0.417719,0.55,390,0.475,0.423077,0.4125,0.4,287.606061,0.25,238,16.5,0.325,187,223
rand-2-40-19-443-230-33_ext.xml.minion.gz,1,740,0.066509,0.415204,0.525,387,0.45,0.426923,0.41625,0.425,285.675676,0.2,236,16.65,0.325,197,224
rand-2-40-19-443-230-35_ext.xml.minion.gz,1,723,0.059306,0.429132,0.525,364,0.45,0.439744,0.42875,0.425,279.241983,0.3,236,17.15,0.325,195,224
