@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 4'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_tightness_100 NUMERIC
@ATTRIBUTE normalised_standard_deviation_of_node_degree NUMERIC
@ATTRIBUTE clustering_coefficient NUMERIC
@ATTRIBUTE normalised_maximum_degree NUMERIC

@DATA
jnh305_ext.xml.minion.converted.minion.gz,1,510,0.046206,0.886619,0.97
jnh306_ext.xml.minion.converted.minion.gz,1,513,0.050265,0.88135,0.97
jnh307_ext.xml.minion.converted.minion.gz,1,510,0.047981,0.879273,0.99
jnh308_ext.xml.minion.converted.minion.gz,1,260,0.04998,0.884048,0.96
jnh309_ext.xml.minion.converted.minion.gz,1,510,0.048777,0.879851,0.98
jnh310_ext.xml.minion.converted.minion.gz,1,497,0.053042,0.885053,0.96
langford-2-10.xml.minion.conv.minion,1,870,0,1,0.95
langford-2-11.xml.minion.conv.minion,1,881,0,1,0.954545
langford-2-12.xml.minion.conv.minion,1,876,0,1,0.958333
langford-2-13.xml.minion.conv.minion,1,884,0,1,0.961538
langford-2-14.xml.minion.conv.minion,1,892,0,1,0.964286
langford-2-15.xml.minion.conv.minion,1,879,0,1,0.966667
langford-2-16.xml.minion.conv.minion,1,871,0,1,0.96875
langford-2-17.xml.minion.conv.minion,1,872,0,1,0.970588
langford-2-18.xml.minion.conv.minion,1,884,0,1,0.972222
langford-2-19.xml.minion.conv.minion,1,880,0,1,0.973684
langford-2-20.xml.minion.conv.minion,1,865,0,1,0.975
langford-2-21.xml.minion.conv.minion,1,894,0,1,0.97619
langford-2-25.xml.minion.conv.minion,1,884,0,1,0.98
langford-2-2.xml.minion.conv.minion,1,925,0,1,0.75
langford-2-30.xml.minion.conv.minion,1,874,0,1,0.983333
langford-2-3.xml.minion.conv.minion,1,919,0,1,0.833333
langford-2-40.xml.minion.conv.minion,1,868,0,1,0.9875
langford-2-4-ext.xml.minion.gz,1,955,0,1,0.875
langford-2-4.xml.minion.conv.minion,1,899,0,1,0.875
langford-2-50.xml.minion.conv.minion,1,883,0,1,0.99
langford-2-5.xml.minion.conv.minion,1,895,0,1,0.9
langford-2-6.xml.minion.conv.minion,1,885,0,1,0.916667
langford-2-7.xml.minion.conv.minion,1,907,0,1,0.928571
langford-2-8.xml.minion.conv.minion,1,888,0,1,0.9375
langford-2-9.xml.minion.conv.minion,1,892,0,1,0.944444
langford-3-11-ext.xml.minion.gz,1,987,0,1,0.969697
langford-3-9-ext.xml.minion.gz,1,979,0,1,0.962963
lard-83-83.xml.minion.gz,1,531,0,1,0.987952
large-80-sat_ext.xml.minion.gz,1,521,0,1,0.9875
large-80-unsat_ext.xml.minion.gz,1,515,0,1,0.9875
large-84-unsat_ext.xml.minion.gz,1,516,0,1,0.988095
latinSquare-dg-10_all.xml.minion,1,999,0,0.408403,0.35
latinSquare-dg-11_all.xml.minion,1,1000,0,0.384615,0.330579
latinSquare-dg-12_all.xml.minion,1,1000,0,0.379845,0.298611
latinSquare-dg-3_all.xml.minion,1,784,0,1,0.888889
latinSquare-dg-4_all.xml.minion,1,892,0,0.709091,0.6875
latinSquare-dg-5_all.xml.minion,1,966,0,0.6,0.64
latinSquare-dg-6_all.xml.minion,1,987,0,0.532164,0.527778
latinSquare-dg-7_all.xml.minion,1,995,0,0.478261,0.489796
latinSquare-dg-8_all.xml.minion,1,998,0,0.452991,0.421875
latinSquare-dg-9_all.xml.minion,1,996,0,0.419355,0.395062
le-450-5a-2-ext.xml.minion.converted.minion.gz,1,513,0.011917,0.1336,0.093333
le-450-5a-3-ext.xml.minion.converted.minion.gz,1,324,0.011917,0.1336,0.093333
le-450-5a-4-ext.xml.minion.converted.minion.gz,1,263,0.011917,0.1336,0.093333
le-450-5a-5-ext.xml.minion.converted.minion.gz,1,184,0.011917,0.1336,0.093333
lemma-100-9-mod.xml.minion.conv.minion,1,96,0.004737,0.996543,0.99
lemma-12-9-mod.xml.minion.conv.minion,1,96,0.039284,0.96835,0.916667
lemma-15-9-mod.xml.minion.conv.minion,1,96,0.029481,0.980464,0.933333
lemma-20-9-mod.xml.minion.conv.minion,1,96,0.024495,0.978122,0.95
lemma-30-9-mod.xml.minion.conv.minion,1,96,0.015713,0.988262,0.966667
lemma-50-9-mod.xml.minion.conv.minion,1,96,0.0096,0.992549,0.98
magicSquare-10_glb.xml.minion.conv.minion,1,1000,0,1,0.99
magicSquare-11_glb.xml.minion.conv.minion,1,1000,0,1,0.991736
magicSquare-12_glb.xml.minion.conv.minion,1,1000,0,1,0.993056
magicSquare-13_glb.xml.minion.conv.minion,1,1000,0,1,0.994083
magicSquare-14_glb.xml.minion.conv.minion,1,1000,0,1,0.994898
magicSquare-15_glb.xml.minion.conv.minion,1,1000,0,1,0.995556
magicSquare-16_glb.xml.minion.conv.minion,1,1000,0,1,0.996094
magicSquare-17_glb.xml.minion.conv.minion,1,1000,0,1,0.99654
magicSquare-18_glb.xml.minion.conv.minion,1,1000,0,1,0.996914
magicSquare-19_glb.xml.minion.conv.minion,1,1000,0,1,0.99723
magicSquare-3_glb.xml.minion.conv.minion,1,996,0,1,0.888889
magicSquare-4_glb.xml.minion.conv.minion,1,1000,0,1,0.9375
magicSquare-5_glb.xml.minion.conv.minion,1,1000,0,1,0.96
magicSquare-6_glb.xml.minion.conv.minion,1,1000,0,1,0.972222
magicSquare-7_glb.xml.minion.conv.minion,1,1000,0,1,0.979592
magicSquare-8_glb.xml.minion.conv.minion,1,1000,0,1,0.984375
magicSquare-9_glb.xml.minion.conv.minion,1,1000,0,1,0.987654
mug100-1-3.xml.watchless.minion.gz,1,324,0.004665,0.371667,0.04
mug100-1-4.xml.watchless.minion.gz,1,263,0.004665,0.371667,0.04
mug100-25-3.xml.watchless.minion.gz,1,324,0.004665,0.37,0.04
mug100-25-4.xml.watchless.minion.gz,1,263,0.004665,0.37,0.04
mug88-1-3.xml.watchless.minion.gz,1,324,0.005293,0.348485,0.045455
mug88-1-4.xml.watchless.minion.gz,1,263,0.005293,0.348485,0.045455
mug88-25-3.xml.watchless.minion.gz,1,324,0.005293,0.367424,0.045455
mug88-25-4.xml.watchless.minion.gz,1,263,0.005293,0.367424,0.045455
myciel3-3.xml.watchless.minion.gz,1,324,0.058439,0,0.454545
myciel3-4.xml.watchless.minion.gz,1,263,0.058439,0,0.454545
myciel4-4.xml.watchless.minion.gz,1,263,0.083732,0,0.478261
myciel4-5.xml.watchless.minion.gz,1,184,0.083732,0,0.478261
myciel5-4.xml.watchless.minion.gz,1,263,0.093411,0,0.489362
myciel5-5.xml.watchless.minion.gz,1,184,0.093411,0,0.489362
myciel5-6.xml.watchless.minion.gz,1,169,0.093411,0,0.489362
myciel-5g-3-ext.xml.minion.converted.minion.gz,1,324,0.093411,0,0.489362
myciel-5g-4-ext.xml.minion.converted.minion.gz,1,263,0.093411,0,0.489362
myciel-5g-5-ext.xml.minion.converted.minion.gz,1,184,0.093411,0,0.489362
myciel-5g-6-ext.xml.minion.converted.minion.gz,1,169,0.093411,0,0.489362
myciel6-4.xml.watchless.minion.gz,1,263,0.093085,0,0.494737
myciel6-5.xml.watchless.minion.gz,1,184,0.093085,0,0.494737
myciel6-6.xml.watchless.minion.gz,1,169,0.093085,0,0.494737
myciel6-7.xml.watchless.minion.gz,1,154,0.093085,0,0.494737
myciel7-4.xml.watchless.minion.gz,1,263,0.086925,0,0.497382
myciel7-5.xml.watchless.minion.gz,1,184,0.086925,0,0.497382
myciel7-6.xml.watchless.minion.gz,1,169,0.086925,0,0.497382
myciel7-7.xml.watchless.minion.gz,1,154,0.086925,0,0.497382
myciel7-8.xml.watchless.minion.gz,1,136,0.086925,0,0.497382
nmr_10_10_3.minion,1,500,0,1,0.99
nmr_10_10_4.minion,1,506,0,1,0.99
nmr_10_10_5.minion,1,492,0,1,0.99
nmr_10_11_3.minion,1,513,0,1,0.990909
nmr_10_11_4.minion,1,506,0,1,0.990909
nmr_10_11_5.minion,1,515,0,1,0.990909
nmr_10_12_3.minion,1,504,0,1,0.991667
nmr_10_12_4.minion,1,506,0,1,0.991667
nmr_10_12_5.minion,1,505,0,1,0.991667
nmr_10_5_3.minion,1,516,0,1,0.98
nmr_10_5_4.minion,1,506,0,1,0.98
nmr_10_5_5.minion,1,494,0,1,0.98
nmr_10_6_3.minion,1,501,0,1,0.983333
nmr_10_6_4.minion,1,506,0,1,0.983333
nmr_10_6_5.minion,1,520,0,1,0.983333
nmr_10_7_3.minion,1,500,0,1,0.985714
nmr_10_7_4.minion,1,506,0,1,0.985714
nmr_10_7_5.minion,1,492,0,1,0.985714
nmr_10_8_3.minion,1,521,0,1,0.9875
nmr_10_8_4.minion,1,506,0,1,0.9875
nmr_10_8_5.minion,1,492,0,1,0.9875
nmr_10_9_3.minion,1,500,0,1,0.988889
nmr_10_9_4.minion,1,506,0,1,0.988889
nmr_10_9_5.minion,1,493,0,1,0.988889
nmr_11_10_3.minion,1,513,0,1,0.990909
nmr_11_10_4.minion,1,506,0,1,0.990909
nmr_11_10_5.minion,1,515,0,1,0.990909
nmr_11_11_3.minion,1,513,0,1,0.991736
nmr_11_11_4.minion,1,503,0,1,0.991736
nmr_11_11_5.minion,1,515,0,1,0.991736
nmr_11_12_3.minion,1,513,0,1,0.992424
nmr_11_12_4.minion,1,503,0,1,0.992424
nmr_11_12_5.minion,1,515,0,1,0.992424
nmr_11_5_3.minion,1,516,0,1,0.981818
nmr_11_5_4.minion,1,503,0,1,0.981818
nmr_11_5_5.minion,1,515,0,1,0.981818
nmr_11_6_3.minion,1,513,0,1,0.984848
nmr_11_6_4.minion,1,503,0,1,0.984848
nmr_11_6_5.minion,1,520,0,1,0.984848
nmr_11_7_3.minion,1,513,0,1,0.987013
nmr_11_7_4.minion,1,503,0,1,0.987013
nmr_11_7_5.minion,1,515,0,1,0.987013
nmr_11_8_3.minion,1,521,0,1,0.988636
nmr_11_8_4.minion,1,503,0,1,0.988636
nmr_11_8_5.minion,1,515,0,1,0.988636
nmr_11_9_3.minion,1,513,0,1,0.989899
nmr_11_9_4.minion,1,505,0,1,0.989899
nmr_11_9_5.minion,1,515,0,1,0.989899
nmr_12_10_3.minion,1,504,0,1,0.991667
nmr_12_10_4.minion,1,506,0,1,0.991667
nmr_12_10_5.minion,1,505,0,1,0.991667
nmr_12_11_3.minion,1,513,0,1,0.992424
nmr_12_11_4.minion,1,503,0,1,0.992424
nmr_12_11_5.minion,1,515,0,1,0.992424
nmr_12_12_3.minion,1,504,0,1,0.993056
nmr_12_12_4.minion,1,491,0,1,0.993056
nmr_12_12_5.minion,1,505,0,1,0.993056
nmr_12_5_3.minion,1,516,0,1,0.983333
nmr_12_5_4.minion,1,494,0,1,0.983333
nmr_12_5_5.minion,1,505,0,1,0.983333
nmr_12_6_3.minion,1,504,0,1,0.986111
nmr_12_6_4.minion,1,491,0,1,0.986111
nmr_12_6_5.minion,1,520,0,1,0.986111
nmr_12_7_3.minion,1,504,0,1,0.988095
nmr_12_7_4.minion,1,491,0,1,0.988095
nmr_12_7_5.minion,1,505,0,1,0.988095
nmr_12_8_3.minion,1,521,0,1,0.989583
nmr_12_8_4.minion,1,492,0,1,0.989583
nmr_12_8_5.minion,1,505,0,1,0.989583
nmr_12_9_3.minion,1,504,0,1,0.990741
nmr_12_9_4.minion,1,505,0,1,0.990741
nmr_12_9_5.minion,1,505,0,1,0.990741
nmr_5_10_3.minion,1,516,0,1,0.98
nmr_5_10_4.minion,1,506,0,1,0.98
nmr_5_10_5.minion,1,494,0,1,0.98
nmr_5_11_3.minion,1,516,0,1,0.981818
nmr_5_11_4.minion,1,503,0,1,0.981818
nmr_5_11_5.minion,1,515,0,1,0.981818
nmr_5_12_3.minion,1,516,0,1,0.983333
nmr_5_12_4.minion,1,494,0,1,0.983333
nmr_5_12_5.minion,1,505,0,1,0.983333
nmr_5_5_3.minion,1,516,0,1,0.96
nmr_5_5_4.minion,1,494,0,1,0.96
nmr_5_5_5.minion,1,494,0,1,0.96
nmr_5_6_3.minion,1,516,0,1,0.966667
nmr_5_6_4.minion,1,494,0,1,0.966667
nmr_5_6_5.minion,1,520,0,1,0.966667
nmr_5_7_3.minion,1,516,0,1,0.971429
nmr_5_7_4.minion,1,494,0,1,0.971429
nmr_5_7_5.minion,1,494,0,1,0.971429
nmr_5_8_3.minion,1,521,0,1,0.975
nmr_5_8_4.minion,1,494,0,1,0.975
nmr_5_8_5.minion,1,494,0,1,0.975
nmr_5_9_3.minion,1,516,0,1,0.977778
nmr_5_9_4.minion,1,505,0,1,0.977778
nmr_5_9_5.minion,1,494,0,1,0.977778
nmr_6_10_3.minion,1,501,0,1,0.983333
nmr_6_10_4.minion,1,506,0,1,0.983333
nmr_6_10_5.minion,1,520,0,1,0.983333
nmr_6_11_3.minion,1,513,0,1,0.984848
nmr_6_11_4.minion,1,503,0,1,0.984848
nmr_6_11_5.minion,1,520,0,1,0.984848
nmr_6_12_3.minion,1,504,0,1,0.986111
nmr_6_12_4.minion,1,491,0,1,0.986111
nmr_6_12_5.minion,1,520,0,1,0.986111
nmr_6_5_3.minion,1,516,0,1,0.966667
nmr_6_5_4.minion,1,494,0,1,0.966667
nmr_6_5_5.minion,1,520,0,1,0.966667
nmr_6_6_3.minion,1,501,0,1,0.972222
nmr_6_6_4.minion,1,476,0,1,0.972222
nmr_6_6_5.minion,1,520,0,1,0.972222
nmr_6_7_3.minion,1,501,0,1,0.97619
nmr_6_7_4.minion,1,491,0,1,0.97619
nmr_6_7_5.minion,1,520,0,1,0.97619
nmr_6_8_3.minion,1,521,0,1,0.979167
nmr_6_8_4.minion,1,492,0,1,0.979167
nmr_6_8_5.minion,1,520,0,1,0.979167
nmr_6_9_3.minion,1,501,0,1,0.981481
nmr_6_9_4.minion,1,505,0,1,0.981481
nmr_6_9_5.minion,1,520,0,1,0.981481
nmr_7_10_3.minion,1,500,0,1,0.985714
nmr_7_10_4.minion,1,506,0,1,0.985714
nmr_7_10_5.minion,1,492,0,1,0.985714
nmr_7_11_3.minion,1,513,0,1,0.987013
nmr_7_11_4.minion,1,503,0,1,0.987013
nmr_7_11_5.minion,1,515,0,1,0.987013
nmr_7_12_3.minion,1,504,0,1,0.988095
nmr_7_12_4.minion,1,491,0,1,0.988095
nmr_7_12_5.minion,1,505,0,1,0.988095
nmr_7_5_3.minion,1,516,0,1,0.971429
nmr_7_5_4.minion,1,494,0,1,0.971429
nmr_7_5_5.minion,1,494,0,1,0.971429
nmr_7_6_3.minion,1,501,0,1,0.97619
nmr_7_6_4.minion,1,491,0,1,0.97619
nmr_7_6_5.minion,1,520,0,1,0.97619
nmr_7_7_3.minion,1,491,0,1,0.979592
nmr_7_7_4.minion,1,491,0,1,0.979592
nmr_7_7_5.minion,1,475,0,1,0.979592
nmr_7_8_3.minion,1,521,0,1,0.982143
nmr_7_8_4.minion,1,492,0,1,0.982143
nmr_7_8_5.minion,1,477,0,1,0.982143
nmr_7_9_3.minion,1,498,0,1,0.984127
nmr_7_9_4.minion,1,505,0,1,0.984127
nmr_7_9_5.minion,1,493,0,1,0.984127
nmr_8_10_3.minion,1,521,0,1,0.9875
nmr_8_10_4.minion,1,506,0,1,0.9875
nmr_8_10_5.minion,1,492,0,1,0.9875
nmr_8_11_3.minion,1,521,0,1,0.988636
nmr_8_11_4.minion,1,503,0,1,0.988636
nmr_8_11_5.minion,1,515,0,1,0.988636
nmr_8_12_3.minion,1,521,0,1,0.989583
nmr_8_12_4.minion,1,492,0,1,0.989583
nmr_8_12_5.minion,1,505,0,1,0.989583
nmr_8_5_3.minion,1,521,0,1,0.975
nmr_8_5_4.minion,1,494,0,1,0.975
nmr_8_5_5.minion,1,494,0,1,0.975
nmr_8_6_3.minion,1,521,0,1,0.979167
nmr_8_6_4.minion,1,492,0,1,0.979167
nmr_8_6_5.minion,1,520,0,1,0.979167
nmr_8_7_3.minion,1,521,0,1,0.982143
nmr_8_7_4.minion,1,492,0,1,0.982143
nmr_8_7_5.minion,1,477,0,1,0.982143
nmr_8_8_3.minion,1,521,0,1,0.984375
nmr_8_8_4.minion,1,492,0,1,0.984375
nmr_8_8_5.minion,1,477,0,1,0.984375
nmr_8_9_3.minion,1,521,0,1,0.986111
nmr_8_9_4.minion,1,505,0,1,0.986111
nmr_8_9_5.minion,1,493,0,1,0.986111
nmr_9_10_3.minion,1,500,0,1,0.988889
nmr_9_10_4.minion,1,506,0,1,0.988889
nmr_9_10_5.minion,1,493,0,1,0.988889
nmr_9_11_3.minion,1,513,0,1,0.989899
nmr_9_11_4.minion,1,505,0,1,0.989899
nmr_9_11_5.minion,1,515,0,1,0.989899
nmr_9_12_3.minion,1,504,0,1,0.990741
nmr_9_12_4.minion,1,505,0,1,0.990741
nmr_9_12_5.minion,1,505,0,1,0.990741
nmr_9_5_3.minion,1,516,0,1,0.977778
nmr_9_5_4.minion,1,505,0,1,0.977778
nmr_9_5_5.minion,1,494,0,1,0.977778
nmr_9_6_3.minion,1,501,0,1,0.981481
nmr_9_6_4.minion,1,505,0,1,0.981481
nmr_9_6_5.minion,1,520,0,1,0.981481
nmr_9_7_3.minion,1,498,0,1,0.984127
nmr_9_7_4.minion,1,505,0,1,0.984127
nmr_9_7_5.minion,1,493,0,1,0.984127
nmr_9_8_3.minion,1,521,0,1,0.986111
nmr_9_8_4.minion,1,505,0,1,0.986111
nmr_9_8_5.minion,1,493,0,1,0.986111
nmr_9_9_3.minion,1,498,0,1,0.987654
nmr_9_9_4.minion,1,505,0,1,0.987654
nmr_9_9_5.minion,1,493,0,1,0.987654
ortholatin-10.xml.minion,1,1000,0.127279,0.576404,0.336667
ortholatin-15.xml.conv.minion,1,1000,0.136882,0.60792,0.334815
ortholatin-20.xml.conv.minion,1,1000,0.141814,0.623179,0.334167
ortholatin-2.xml.minion,1,892,0.039284,0.244444,0.416667
ortholatin-5.xml.minion,1,1000,0.100566,0.476695,0.346667
ortholatin-6.xml.minion,1,1000,0.109121,0.51042,0.342593
ortholatin-7.xml.minion,1,1000,0.115446,0.534317,0.340136
ortholatin-8.xml.minion,1,1000,0.120306,0.55203,0.338542
ortholatin-9.xml.minion,1,1000,0.124156,0.56564,0.337449
peg10.minion.converted.minion.gz,1,572,0.009413,0.35461,0.060718
peg11.minion.converted.minion.gz,1,572,0.009413,0.35461,0.060718
peg12.minion.converted.minion.gz,1,572,0.009413,0.35461,0.060718
peg13.minion.converted.minion.gz,1,572,0.009413,0.35461,0.060718
peg14.minion.converted.minion.gz,1,572,0.009413,0.35461,0.060718
peg15.minion.converted.minion.gz,1,572,0.009413,0.35461,0.060718
peg16.minion.converted.minion.gz,1,572,0.009413,0.35461,0.060718
peg17.minion.converted.minion.gz,1,572,0.009413,0.35461,0.060718
peg18.minion.converted.minion.gz,1,572,0.009413,0.35461,0.060718
peg19.minion.converted.minion.gz,1,572,0.009413,0.35461,0.060718
peg1.minion.converted.minion.gz,1,572,0.009413,0.35461,0.060718
peg20.minion.converted.minion.gz,1,572,0.009413,0.35461,0.060718
peg21.minion.converted.minion.gz,1,572,0.009413,0.35461,0.060718
peg22.minion.converted.minion.gz,1,572,0.009413,0.35461,0.060718
peg23.minion.converted.minion.gz,1,572,0.009413,0.35461,0.060718
peg24.minion.converted.minion.gz,1,572,0.009413,0.35461,0.060718
peg25.minion.converted.minion.gz,1,572,0.009413,0.35461,0.060718
peg26.minion.converted.minion.gz,1,572,0.009413,0.35461,0.060718
peg27.minion.converted.minion.gz,1,572,0.009413,0.35461,0.060718
peg28.minion.converted.minion.gz,1,572,0.009413,0.35461,0.060718
peg29.minion.converted.minion.gz,1,572,0.009413,0.35461,0.060718
peg2.minion.converted.minion.gz,1,572,0.009413,0.35461,0.060718
peg30.minion.converted.minion.gz,1,572,0.009413,0.35461,0.060718
peg31.minion.converted.minion.gz,1,572,0.009413,0.35461,0.060718
peg32.minion.converted.minion.gz,1,572,0.009413,0.35461,0.060718
peg33.minion.converted.minion.gz,1,572,0.009413,0.35461,0.060718
peg3.minion.converted.minion.gz,1,572,0.009413,0.35461,0.060718
peg4.minion.converted.minion.gz,1,572,0.009413,0.35461,0.060718
peg5.minion.converted.minion.gz,1,572,0.009413,0.35461,0.060718
peg6.minion.converted.minion.gz,1,572,0.009413,0.35461,0.060718
peg7.minion.converted.minion.gz,1,572,0.009413,0.35461,0.060718
peg8.minion.converted.minion.gz,1,572,0.009413,0.35461,0.060718
peg9.minion.converted.minion.gz,1,572,0.009413,0.35461,0.060718
pigeons-10_ext.xml.minion,1,1000,0,1,0.9
pigeons-10.xml.minion.conv.minion,1,96,0,1,0.9
pigeons-11_ext.xml.minion,1,1000,0,1,0.909091
pigeons-11.xml.minion.conv.minion,1,104,0,1,0.909091
pigeons-12_ext.xml.minion,1,1000,0,1,0.916667
pigeons-12.xml.minion.conv.minion,1,99,0,1,0.916667
pigeons-13_ext.xml.minion,1,1000,0,1,0.923077
pigeons-13.xml.minion.conv.minion,1,97,0,1,0.923077
pigeons-14_ext.xml.minion,1,1000,0,1,0.928571
pigeons-14.xml.minion.conv.minion,1,87,0,1,0.928571
pigeons-15_ext.xml.minion,1,1000,0,1,0.933333
pigeons-15.xml.minion.conv.minion,1,88,0,1,0.933333
pigeons-16.xml.minion.conv.minion,1,72,0,1,0.9375
pigeons-18_ext.xml.minion,1,1000,0,1,0.944444
pigeons-18.xml.minion.conv.minion,1,55,0,1,0.944444
pigeons-20_ext.xml.minion,1,1000,0,1,0.95
pigeons-20.xml.minion.conv.minion,1,56,0,1,0.95
pigeons-25_ext.xml.minion,1,1000,0,1,0.96
pigeons-25.xml.minion.conv.minion,1,50,0,1,0.96
pigeons-30_ext.xml.minion,1,1000,0,1,0.966667
pigeons-30.xml.minion.conv.minion,1,32,0,1,0.966667
pigeons-35_ext.xml.minion,1,1000,0,1,0.971429
pigeons-35.xml.minion.conv.minion,1,25,0,1,0.971429
pigeons-40_ext.xml.minion,1,1000,0,1,0.975
pigeons-40.xml.minion.conv.minion,1,29,0,1,0.975
pigeons-45_ext.xml.minion,1,1000,0,1,0.977778
pigeons-45.xml.minion.conv.minion,1,24,0,1,0.977778
pigeons-50_ext.xml.minion,1,1000,0,1,0.98
pigeons-50.xml.minion.conv.minion,1,24,0,1,0.98
pigeons-5_ext.xml.minion,1,1000,0,1,0.8
pigeons-5.xml.minion.conv.minion,1,263,0,1,0.8
pigeons-6_ext.xml.minion,1,1000,0,1,0.833333
pigeons-6.xml.minion.conv.minion,1,184,0,1,0.833333
pigeons-7_ext.xml.minion,1,1000,0,1,0.857143
pigeons-7.xml.minion.conv.minion,1,169,0,1,0.857143
pigeons-8_ext.xml.minion,1,1000,0,1,0.875
pigeons-8.xml.minion.conv.minion,1,154,0,1,0.875
pigeons-9_ext.xml.minion,1,1000,0,1,0.888889
pigeons-9.xml.minion.conv.minion,1,136,0,1,0.888889
pret-150-25_ext.xml.minion.converted.minion.gz,1,501,0,0.443333,0.026667
pret-150-40_ext.xml.minion.converted.minion.gz,1,501,0,0.443333,0.026667
pret-150-60_ext.xml.minion.converted.minion.gz,1,501,0,0.443333,0.026667
pret-150-75_ext.xml.minion.converted.minion.gz,1,501,0,0.443333,0.026667
pret-60-25_ext.xml.minion.converted.minion.gz,1,501,0,0.441667,0.066667
pret-60-40_ext.xml.minion.converted.minion.gz,1,501,0,0.441667,0.066667
pret-60-60_ext.xml.minion.converted.minion.gz,1,501,0,0.441667,0.066667
pret-60-75_ext.xml.minion.converted.minion.gz,1,501,0,0.441667,0.066667
qcp-10-67-0_ext.xml.minion.gz,1,112,0.022553,0.433989,0.18
qcp-10-67-1_ext.xml.minion.gz,1,112,0.022597,0.433919,0.18
qcp-10-67-2_ext.xml.minion.gz,1,112,0.022553,0.433989,0.18
qcp-10-67-3_ext.xml.minion.gz,1,112,0.022642,0.433849,0.18
qcp-10-67-4_ext.xml.minion.gz,1,112,0.022642,0.433849,0.18
qcp-10-67-5_ext.xml.minion.gz,1,112,0.022642,0.433849,0.18
qcp-10-67-6_ext.xml.minion.gz,1,112,0.022597,0.433919,0.18
qcp-10-67-7_ext.xml.minion.gz,1,112,0.022642,0.433849,0.18
qcp-10-67-8_ext.xml.minion.gz,1,112,0.022597,0.433919,0.18
qcp-10-67-9_ext.xml.minion.gz,1,112,0.022509,0.434059,0.18
qcp-15-120-0_ext.xml.minion.gz,1,82,0.026673,0.415472,0.124444
qcp-15-120-1_ext.xml.minion.gz,1,82,0.026673,0.415472,0.124444
qcp-15-120-2_ext.xml.minion.gz,1,82,0.026607,0.415309,0.124444
qcp-15-120-3_ext.xml.minion.gz,1,82,0.026607,0.415309,0.124444
qcp-15-120-4_ext.xml.minion.gz,1,82,0.026673,0.415472,0.124444
qcp-15-120-5_ext.xml.minion.gz,1,82,0.026673,0.415472,0.124444
qcp-15-120-6_ext.xml.minion.gz,1,82,0.026673,0.415472,0.124444
qcp-15-120-7_ext.xml.minion.gz,1,82,0.026607,0.415309,0.124444
qcp-15-120-8_ext.xml.minion.gz,1,82,0.026673,0.415472,0.124444
qcp-15-120-9_ext.xml.minion.gz,1,82,0.026673,0.415472,0.124444
qcp-20-187-0_ext.xml.minion.gz,1,63,0.02416,0.410731,0.095
qcp-20-187-1_ext.xml.minion.gz,1,63,0.024157,0.410762,0.095
qcp-20-187-2_ext.xml.minion.gz,1,63,0.024156,0.41077,0.095
qcp-20-187-3_ext.xml.minion.gz,1,63,0.02416,0.410731,0.095
qcp-20-187-4_ext.xml.minion.gz,1,63,0.024156,0.41077,0.095
qcp-20-187-5_ext.xml.minion.gz,1,63,0.02416,0.410723,0.095
qcp-20-187-6_ext.xml.minion.gz,1,63,0.024161,0.410715,0.095
qcp-20-187-7_ext.xml.minion.gz,1,63,0.024159,0.410739,0.095
qcp-20-187-8_ext.xml.minion.gz,1,63,0.02416,0.410731,0.095
qcp-20-187-9_ext.xml.minion.gz,1,63,0.024158,0.410746,0.095
qcp-25-264-0_ext.xml.minion.gz,1,57,0.021289,0.408911,0.0768
qcp-25-264-1_ext.xml.minion.gz,1,57,0.021287,0.408935,0.0768
qcp-25-264-2_ext.xml.minion.gz,1,57,0.021289,0.408903,0.0768
qcp-25-264-3_ext.xml.minion.gz,1,57,0.021288,0.408927,0.0768
qcp-25-264-4_ext.xml.minion.gz,1,57,0.021287,0.408935,0.0768
qcp-25-264-5_ext.xml.minion.gz,1,57,0.021288,0.408919,0.0768
qcp-25-264-6_ext.xml.minion.gz,1,57,0.021289,0.408903,0.0768
qcp-25-264-7_ext.xml.minion.gz,1,57,0.021287,0.408947,0.0768
qcp-25-264-8_ext.xml.minion.gz,1,57,0.021286,0.408955,0.0768
qcp-25-264-9_ext.xml.minion.gz,1,57,0.021288,0.408923,0.0768
queens-100.xml.minion.conv.minion,1,989,0.001953,0.167538,0.0198
queens-10.xml.minion.conv.minion,1,910,0.048929,0.179412,0.18
queens-120.xml.minion.conv.minion,1,987,0.001491,0.167387,0.016528
queens-12.xml.minion.conv.minion,1,908,0.038958,0.176587,0.152778
queens-150.xml.minion.conv.minion,1,994,0.001071,0.167239,0.013244
queens-15.xml.minion.conv.minion,1,934,0.029143,0.174074,0.124444
queens-20.xml.minion.conv.minion,1,953,0.019766,0.171847,0.095
queens-30.xml.minion.conv.minion,1,968,0.011223,0.169883,0.064444
queens-4.xml.minion.conv.minion,1,746,0.121031,0.225,0.375
queens-50.xml.minion.conv.minion,1,985,0.005391,0.168488,0.0392
queens-5-5-3-ext.xml.minion.converted.minion.gz,1,324,0.045255,0.503092,0.64
queens-5-5-4-ext.xml.minion.converted.minion.gz,1,263,0.045255,0.503092,0.64
