@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 2'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE d_ratio_array_cons NUMERIC

@DATA
nsp/nsp_1.mzn_AND_nsp/period_28/38.dzn,1,0.988036,0
nsp/nsp_1.mzn_AND_nsp/period_14/63.dzn,1,0.989774,0
nsp/nsp_1.mzn_AND_nsp/period_14/91.dzn,1,0.989774,0
nsp/nsp_1.mzn_AND_nsp/period_14/39.dzn,1,0.98906,0
nsp/nsp_1.mzn_AND_nsp/period_14/19.dzn,1,0.981174,0
nsp/nsp_1.mzn_AND_nsp/period_14/70.dzn,1,0.989774,0
nsp/nsp_1.mzn_AND_nsp/period_14/67.dzn,1,0.989774,0
normalized-rand-2-50-23-587-230-fcd-42_ext.xml.mzn_AND_NODATA,1,0.017954,0.981827
nsp/nsp_1.mzn_AND_nsp/period_28/24.dzn,1,0.988902,0
nsp/nsp_1.mzn_AND_nsp/period_14/88.dzn,1,0.989774,0
nsp/nsp_1.mzn_AND_nsp/period_14/3.dzn,1,0.983193,0
nsp/nsp_1.mzn_AND_nsp/period_14/16.dzn,1,0.983193,0
nsp/nsp_1.mzn_AND_nsp/period_14/80.dzn,1,0.989774,0
nsp/nsp_1.mzn_AND_nsp/period_14/26.dzn,1,0.988664,0
nsp/nsp_1.mzn_AND_nsp/period_14/54.dzn,1,0.98778,0
nsp/nsp_1.mzn_AND_nsp/period_14/13.dzn,1,0.979971,0
nsp/nsp_1.mzn_AND_nsp/period_14/59.dzn,1,0.98778,0
nsp/nsp_1.mzn_AND_nsp/period_14/5.dzn,1,0.983193,0
nsp/nsp_1.mzn_AND_nsp/period_14/40.dzn,1,0.98778,0
nsp/nsp_1.mzn_AND_nsp/period_14/94.dzn,1,0.989774,0
nsp/nsp_1.mzn_AND_nsp/period_14/28.dzn,1,0.98778,0
nsp/nsp_1.mzn_AND_nsp/period_14/41.dzn,1,0.987284,0
nsp/nsp_1.mzn_AND_nsp/period_14/33.dzn,1,0.986161,0
nsp/nsp_1.mzn_AND_nsp/period_14/9.dzn,1,0.977037,0
nsp/nsp_1.mzn_AND_nsp/period_14/78.dzn,1,0.989774,0
nsp/nsp_1.mzn_AND_nsp/period_14/68.dzn,1,0.989774,0
nsp/nsp_1.mzn_AND_nsp/period_14/75.dzn,1,0.989774,0
nsp/nsp_1.mzn_AND_nsp/period_14/79.dzn,1,0.989774,0
nsp/nsp_1.mzn_AND_nsp/period_14/83.dzn,1,0.989774,0
nsp/nsp_1.mzn_AND_nsp/period_14/29.dzn,1,0.988664,0
nsp/nsp_1.mzn_AND_nsp/period_14/61.dzn,1,0.989774,0
nsp/nsp_1.mzn_AND_nsp/period_14/8.dzn,1,0.983193,0
nsp/nsp_1.mzn_AND_nsp/period_14/23.dzn,1,0.98778,0
nsp/nsp_1.mzn_AND_nsp/period_14/25.dzn,1,0.988664,0
nsp/nsp_1.mzn_AND_nsp/period_14/21.dzn,1,0.98778,0
nsp/nsp_1.mzn_AND_nsp/period_14/85.dzn,1,0.989774,0
nsp/nsp_1.mzn_AND_nsp/period_14/50.dzn,1,0.98906,0
nsp/nsp_1.mzn_AND_nsp/period_14/12.dzn,1,0.981174,0
nsp/nsp_1.mzn_AND_nsp/period_14/44.dzn,1,0.98778,0
nsp/nsp_1.mzn_AND_nsp/period_14/81.dzn,1,0.989774,0
nsp/nsp_1.mzn_AND_nsp/period_14/77.dzn,1,0.989774,0
nsp/nsp_1.mzn_AND_nsp/period_14/18.dzn,1,0.983193,0
nsp/nsp_1.mzn_AND_nsp/period_14/37.dzn,1,0.986161,0
nsp/nsp_1.mzn_AND_nsp/period_14/52.dzn,1,0.986161,0
nsp/nsp_1.mzn_AND_nsp/period_14/36.dzn,1,0.988664,0
nsp/nsp_1.mzn_AND_nsp/period_14/74.dzn,1,0.989774,0
nsp/nsp_1.mzn_AND_nsp/period_14/98.dzn,1,0.989774,0
nsp/nsp_1.mzn_AND_nsp/period_14/73.dzn,1,0.989774,0
nsp/nsp_1.mzn_AND_nsp/period_14/66.dzn,1,0.989774,0
nsp/nsp_1.mzn_AND_nsp/period_14/86.dzn,1,0.989774,0
nsp/nsp_1.mzn_AND_nsp/period_14/65.dzn,1,0.989774,0
nsp/nsp_1.mzn_AND_nsp/period_14/22.dzn,1,0.987284,0
nsp/nsp_1.mzn_AND_nsp/period_14/4.dzn,1,0.979971,0
nsp/nsp_1.mzn_AND_nsp/period_14/99.dzn,1,0.989774,0
nsp/nsp_1.mzn_AND_nsp/period_14/57.dzn,1,0.986161,0
nsp/nsp_1.mzn_AND_nsp/period_14/84.dzn,1,0.989774,0
nsp/nsp_1.mzn_AND_nsp/period_14/92.dzn,1,0.989774,0
nsp/nsp_1.mzn_AND_nsp/period_14/30.dzn,1,0.98778,0
nsp/nsp_1.mzn_AND_nsp/period_14/69.dzn,1,0.989774,0
nsp/nsp_1.mzn_AND_nsp/period_14/10.dzn,1,0.983193,0
nsp/nsp_1.mzn_AND_nsp/period_14/51.dzn,1,0.987284,0
nsp/nsp_1.mzn_AND_nsp/period_14/55.dzn,1,0.98778,0
nsp/nsp_1.mzn_AND_nsp/period_14/53.dzn,1,0.98778,0
nsp/nsp_1.mzn_AND_nsp/period_14/60.dzn,1,0.986161,0
nsp/nsp_1.mzn_AND_nsp/period_14/24.dzn,1,0.985522,0
nsp/nsp_1.mzn_AND_nsp/period_14/15.dzn,1,0.983193,0
nsp/nsp_1.mzn_AND_nsp/period_14/35.dzn,1,0.98906,0
nsp/nsp_1.mzn_AND_nsp/period_14/95.dzn,1,0.989774,0
nsp/nsp_1.mzn_AND_nsp/period_14/64.dzn,1,0.989774,0
nsp/nsp_1.mzn_AND_nsp/period_14/6.dzn,1,0.979971,0
nsp/nsp_1.mzn_AND_nsp/period_14/31.dzn,1,0.988664,0
nsp/nsp_1.mzn_AND_nsp/period_14/89.dzn,1,0.989774,0
nsp/nsp_1.mzn_AND_nsp/period_14/38.dzn,1,0.987284,0
nsp/nsp_1.mzn_AND_nsp/period_28/69.dzn,1,0.989989,0
nsp/nsp_1.mzn_AND_nsp/period_14/97.dzn,1,0.989774,0
normalized-super-queens-2.xml.mzn_AND_NODATA,1,1,0
normalized-rand-2-50-23-587-230-fcd-50_ext.xml.mzn_AND_NODATA,1,0.018538,0.981123
normalized-rand-2-50-23-587-230-fcd-46_ext.xml.mzn_AND_NODATA,1,0.018301,0.981396
normalized-rand-2-50-23-587-230-fcd-5_ext.xml.mzn_AND_NODATA,1,0.018245,0.981454
normalized-rand-2-50-23-587-230-fcd-45_ext.xml.mzn_AND_NODATA,1,0.018017,0.981732
golfers/golfers1.mzn_AND_golfers/golfers_8_4_5.dzn,1,0.580311,0.414508
golfers/golfers2.mzn_AND_golfers/golfers_5_3_6.dzn,1,0.07146,0.464123
nsp/nsp_2.mzn_AND_nsp/period_28/11.dzn,1,0.458231,0.537469
bibd/bibd.mzn_AND_bibd/25_05_01.dzn,1,0.013935,0.517213
nmseq/nmseq.mzn_AND_nmseq/100.dzn,1,0.502488,0
nsp/nsp_2.mzn_AND_nsp/period_28/17.dzn,1,0.458203,0.537763
normalized-rand-2-50-23-587-230-fcd-48_ext.xml.mzn_AND_NODATA,1,0.018225,0.981521
nsp/nsp_2.mzn_AND_nsp/period_28/14.dzn,1,0.458157,0.538255
nsp/nsp_2.mzn_AND_nsp/period_28/1.dzn,1,0.458157,0.538255
nsp/nsp_2.mzn_AND_nsp/period_28/2.dzn,1,0.458157,0.538255
nsp/nsp_2.mzn_AND_nsp/period_28/7.dzn,1,0.458138,0.538462
normalized-rand-27-27-351-163-56021_ext.xml.mzn_AND_NODATA,1,0.012582,0.987418
normalized-rand-27-27-351-163-59021_ext.xml.mzn_AND_NODATA,1,0.012582,0.987418
normalized-rand-27-27-351-163-55021_ext.xml.mzn_AND_NODATA,1,0.012582,0.987418
normalized-rand-27-27-351-163-54021_ext.xml.mzn_AND_NODATA,1,0.012582,0.987418
bibd/bibd.mzn_AND_bibd/19_03_01.dzn,1,0.008221,0.525729
nsp/nsp_2.mzn_AND_nsp/period_28/56.dzn,1,0.458065,0.539239
nsp/nsp_2.mzn_AND_nsp/period_28/47.dzn,1,0.458065,0.539239
normalized-rand-2-50-23-587-230-fcd-43_ext.xml.mzn_AND_NODATA,1,0.017509,0.982324
normalized-rand-27-27-351-163-63021_ext.xml.mzn_AND_NODATA,1,0.012582,0.987418
normalized-rand-2-50-23-587-230-fcd-49_ext.xml.mzn_AND_NODATA,1,0.017863,0.98192
nsp/nsp_2.mzn_AND_nsp/period_28/45.dzn,1,0.458053,0.539358
nsp/nsp_2.mzn_AND_nsp/period_28/42.dzn,1,0.458053,0.539358
normalized-super-queens-4.xml.mzn_AND_NODATA,1,1,0
normalized-rand-27-27-351-163-58021_ext.xml.mzn_AND_NODATA,1,0.012582,0.987418
normalized-rand-27-27-351-163-57021_ext.xml.mzn_AND_NODATA,1,0.012582,0.987418
nsp/nsp_2.mzn_AND_nsp/period_28/49.dzn,1,0.458053,0.539358
nsp/nsp_2.mzn_AND_nsp/period_28/43.dzn,1,0.458053,0.539358
normalized-rand-2-50-23-587-230-fcd-44_ext.xml.mzn_AND_NODATA,1,0.017348,0.982516
normalized-rand-27-27-351-163-61021_ext.xml.mzn_AND_NODATA,1,0.012582,0.987418
nsp/nsp_2.mzn_AND_nsp/period_28/48.dzn,1,0.458053,0.539358
normalized-rand-27-27-351-163-62021_ext.xml.mzn_AND_NODATA,1,0.012582,0.987418
normalized-ssa-6288-047_ext.xml.mzn_AND_NODATA,1,0.405792,0.459305
nsp/nsp_2.mzn_AND_nsp/period_28/19.dzn,1,0.458203,0.537763
normalized-robin16.xml.mzn_AND_NODATA,1,1,0
nsp/nsp_2.mzn_AND_nsp/period_28/13.dzn,1,0.458157,0.538255
nsp/nsp_2.mzn_AND_nsp/period_28/3.dzn,1,0.458157,0.538255
nsp/nsp_2.mzn_AND_nsp/period_28/36.dzn,1,0.458034,0.539568
nsp/nsp_2.mzn_AND_nsp/period_28/46.dzn,1,0.45809,0.53897
nsp/nsp_2.mzn_AND_nsp/test.dzn,1,0.466842,0.525279
normalized-rand-2-50-23-587-230-fcd-47_ext.xml.mzn_AND_NODATA,1,0.01736,0.982534
normalized-rand-2-50-23-587-230-fcd-4_ext.xml.mzn_AND_NODATA,1,0.017786,0.981998
nsp/nsp_2.mzn_AND_nsp/period_28/29.dzn,1,0.458034,0.539568
normalized-rand-2-50-23-587-230-fcd-8_ext.xml.mzn_AND_NODATA,1,0.018381,0.981331
normalized-rand-2-50-23-587-230-fcd-7_ext.xml.mzn_AND_NODATA,1,0.018114,0.981618
nsp/nsp_2.mzn_AND_nsp/period_28/6.dzn,1,0.458231,0.537469
nsp/nsp_2.mzn_AND_nsp/period_28/20.dzn,1,0.458138,0.538462
normalized-rand-2-50-23-587-230-fcd-9_ext.xml.mzn_AND_NODATA,1,0.017937,0.981829
nsp/nsp_2.mzn_AND_nsp/period_14/14.dzn,1,0.459527,0.53645
nsp/nsp_2.mzn_AND_nsp/period_28/8.dzn,1,0.458157,0.538255
normalized-rand-2-50-23-587-230-fcd-6_ext.xml.mzn_AND_NODATA,1,0.017767,0.982017
nsp/nsp_2.mzn_AND_nsp/period_28/16.dzn,1,0.458157,0.538255
nsp/nsp_2.mzn_AND_nsp/period_14/17.dzn,1,0.459559,0.536152
normalized-super-os-taillard-20-15.xml.mzn_AND_NODATA,1,0.668605,0.331395
nsp/nsp_2.mzn_AND_nsp/period_28/5.dzn,1,0.458157,0.538255
normalized-super-os-taillard-20-21.xml.mzn_AND_NODATA,1,0.668605,0.331395
normalized-super-os-taillard-20-26.xml.mzn_AND_NODATA,1,0.668605,0.331395
normalized-super-os-taillard-20-24.xml.mzn_AND_NODATA,1,0.668605,0.331395
normalized-super-os-taillard-20-27.xml.mzn_AND_NODATA,1,0.668605,0.331395
nsp/nsp_2.mzn_AND_nsp/period_14/7.dzn,1,0.459451,0.537157
nsp/nsp_2.mzn_AND_nsp/period_28/12.dzn,1,0.458203,0.537763
nsp/nsp_2.mzn_AND_nsp/period_14/2.dzn,1,0.459559,0.536152
normalized-super-os-taillard-20-6.xml.mzn_AND_NODATA,1,0.668605,0.331395
normalized-super-os-taillard-20-1.xml.mzn_AND_NODATA,1,0.668605,0.331395
nsp/nsp_2.mzn_AND_nsp/period_28/15.dzn,1,0.458157,0.538255
normalized-super-queens-6.xml.mzn_AND_NODATA,1,1,0
nsp/nsp_2.mzn_AND_nsp/period_28/9.dzn,1,0.458157,0.538255
nsp/nsp_2.mzn_AND_nsp/period_14/34.dzn,1,0.459451,0.537157
nsp/nsp_2.mzn_AND_nsp/period_28/27.dzn,1,0.458034,0.539568
nsp/nsp_2.mzn_AND_nsp/period_28/4.dzn,1,0.458157,0.538255
normalized-super-os-taillard-20-22.xml.mzn_AND_NODATA,1,0.668605,0.331395
normalized-super-os-taillard-20-8.xml.mzn_AND_NODATA,1,0.668605,0.331395
normalized-super-os-taillard-20-19.xml.mzn_AND_NODATA,1,0.668605,0.331395
normalized-super-os-taillard-20-18.xml.mzn_AND_NODATA,1,0.668605,0.331395
normalized-super-os-taillard-20-28.xml.mzn_AND_NODATA,1,0.668605,0.331395
nsp/nsp_2.mzn_AND_nsp/period_14/42.dzn,1,0.459366,0.537944
nsp/nsp_2.mzn_AND_nsp/period_28/58.dzn,1,0.458034,0.539568
normalized-super-os-taillard-20-29.xml.mzn_AND_NODATA,1,0.668605,0.331395
normalized-super-os-taillard-20-20.xml.mzn_AND_NODATA,1,0.668605,0.331395
normalized-super-os-taillard-20-30.xml.mzn_AND_NODATA,1,0.668605,0.331395
nsp/nsp_2.mzn_AND_nsp/period_28/18.dzn,1,0.458157,0.538255
nsp/nsp_2.mzn_AND_nsp/period_14/11.dzn,1,0.459559,0.536152
normalized-super-os-taillard-20-14.xml.mzn_AND_NODATA,1,0.668605,0.331395
normalized-super-os-taillard-20-16.xml.mzn_AND_NODATA,1,0.668605,0.331395
nsp/nsp_2.mzn_AND_nsp/period_28/54.dzn,1,0.458053,0.539358
normalized-super-os-taillard-20-12.xml.mzn_AND_NODATA,1,0.668605,0.331395
nsp/nsp_2.mzn_AND_nsp/period_28/32.dzn,1,0.458034,0.539568
normalized-super-os-taillard-20-5.xml.mzn_AND_NODATA,1,0.668605,0.331395
nsp/nsp_2.mzn_AND_nsp/period_14/36.dzn,1,0.45933,0.538278
nsp/nsp_2.mzn_AND_nsp/period_14/29.dzn,1,0.45933,0.538278
normalized-super-os-taillard-20-11.xml.mzn_AND_NODATA,1,0.668605,0.331395
nsp/nsp_2.mzn_AND_nsp/period_14/27.dzn,1,0.45933,0.538278
nsp/nsp_2.mzn_AND_nsp/period_14/1.dzn,1,0.459527,0.53645
normalized-super-os-taillard-20-10.xml.mzn_AND_NODATA,1,0.668605,0.331395
nsp/nsp_2.mzn_AND_nsp/period_28/59.dzn,1,0.458053,0.539358
nsp/nsp_2.mzn_AND_nsp/period_14/20.dzn,1,0.459559,0.536152
normalized-super-os-taillard-20-17.xml.mzn_AND_NODATA,1,0.668605,0.331395
normalized-super-os-taillard-20-23.xml.mzn_AND_NODATA,1,0.668605,0.331395
nsp/nsp_2.mzn_AND_nsp/period_14/45.dzn,1,0.459395,0.537672
nsp/nsp_2.mzn_AND_nsp/period_14/47.dzn,1,0.459395,0.537672
normalized-super-os-taillard-20-4.xml.mzn_AND_NODATA,1,0.668605,0.331395
normalized-super-os-taillard-20-13.xml.mzn_AND_NODATA,1,0.668605,0.331395
nsp/nsp_2.mzn_AND_nsp/period_14/56.dzn,1,0.459366,0.537944
normalized-super-os-taillard-20-7.xml.mzn_AND_NODATA,1,0.668605,0.331395
nsp/nsp_2.mzn_AND_nsp/period_14/32.dzn,1,0.459395,0.537672
nsp/nsp_2.mzn_AND_nsp/period_14/13.dzn,1,0.459559,0.536152
normalized-super-os-taillard-20-3.xml.mzn_AND_NODATA,1,0.668605,0.331395
nsp/nsp_2.mzn_AND_nsp/period_28/41.dzn,1,0.458065,0.539239
nsp/nsp_2.mzn_AND_nsp/period_14/43.dzn,1,0.459353,0.538064
nsp/nsp_2.mzn_AND_nsp/period_14/19.dzn,1,0.459527,0.53645
nsp/nsp_2.mzn_AND_nsp/period_14/48.dzn,1,0.459353,0.538064
nsp/nsp_2.mzn_AND_nsp/period_28/51.dzn,1,0.458065,0.539239
nsp/nsp_2.mzn_AND_nsp/period_14/49.dzn,1,0.459353,0.538064
nsp/nsp_2.mzn_AND_nsp/period_28/52.dzn,1,0.45809,0.53897
nsp/nsp_2.mzn_AND_nsp/period_14/46.dzn,1,0.459395,0.537672
normalized-super-os-taillard-20-25.xml.mzn_AND_NODATA,1,0.668605,0.331395
nsp/nsp_2.mzn_AND_nsp/period_14/82.dzn,1,0.459301,0.538544
nsp/nsp_2.mzn_AND_nsp/period_14/62.dzn,1,0.459301,0.538544
nsp/nsp_2.mzn_AND_nsp/period_14/3.dzn,1,0.459473,0.536947
nsp/nsp_2.mzn_AND_nsp/period_14/76.dzn,1,0.459301,0.538544
nsp/nsp_2.mzn_AND_nsp/period_14/16.dzn,1,0.459473,0.536947
nsp/nsp_2.mzn_AND_nsp/period_14/8.dzn,1,0.459473,0.536947
nsp/nsp_2.mzn_AND_nsp/period_14/89.dzn,1,0.459301,0.538544
nsp/nsp_2.mzn_AND_nsp/period_28/33.dzn,1,0.458065,0.539239
nsp/nsp_2.mzn_AND_nsp/period_14/63.dzn,1,0.459301,0.538544
nsp/nsp_2.mzn_AND_nsp/period_14/100.dzn,1,0.459301,0.538544
nsp/nsp_2.mzn_AND_nsp/period_14/33.dzn,1,0.459395,0.537672
nsp/nsp_2.mzn_AND_nsp/period_14/58.dzn,1,0.45933,0.538278
nsp/nsp_2.mzn_AND_nsp/period_14/30.dzn,1,0.459353,0.538064
nsp/nsp_2.mzn_AND_nsp/period_14/9.dzn,1,0.459638,0.53542
nsp/nsp_2.mzn_AND_nsp/period_14/72.dzn,1,0.459301,0.538544
nsp/nsp_2.mzn_AND_nsp/period_14/54.dzn,1,0.459353,0.538064
nsp/nsp_2.mzn_AND_nsp/period_28/10.dzn,1,0.458157,0.538255
nsp/nsp_2.mzn_AND_nsp/period_14/6.dzn,1,0.459559,0.536152
nsp/nsp_2.mzn_AND_nsp/period_14/41.dzn,1,0.459366,0.537944
normalized-super-os-taillard-20-9.xml.mzn_AND_NODATA,1,0.668605,0.331395
nsp/nsp_2.mzn_AND_nsp/period_14/59.dzn,1,0.459353,0.538064
nsp/nsp_2.mzn_AND_nsp/period_28/30.dzn,1,0.458034,0.539568
nsp/nsp_2.mzn_AND_nsp/period_14/5.dzn,1,0.459473,0.536947
nsp/nsp_2.mzn_AND_nsp/period_14/4.dzn,1,0.459559,0.536152
prop_stress/prop_stress.mzn_AND_prop_stress/0200.dzn,1,1,0
nsp/nsp_2.mzn_AND_nsp/period_14/96.dzn,1,0.459301,0.538544
nsp/nsp_2.mzn_AND_nsp/period_14/40.dzn,1,0.459353,0.538064
nsp/nsp_2.mzn_AND_nsp/period_14/12.dzn,1,0.459527,0.53645
nsp/nsp_2.mzn_AND_nsp/period_14/15.dzn,1,0.459473,0.536947
nsp/nsp_2.mzn_AND_nsp/period_14/51.dzn,1,0.459366,0.537944
quasigroup7/quasigroup7.mzn_AND_quasigroup7/11.dzn,1,0.497143,0.460952
quasigroup7/quasigroup7.mzn_AND_quasigroup7/14.dzn,1,0.498208,0.468339
nsp/nsp_2.mzn_AND_nsp/period_14/18.dzn,1,0.459473,0.536947
nsp/nsp_2.mzn_AND_nsp/period_14/93.dzn,1,0.459301,0.538544
nsp/nsp_2.mzn_AND_nsp/period_14/71.dzn,1,0.459301,0.538544
prop_stress/prop_stress.mzn_AND_prop_stress/0300.dzn,1,1,0
nsp/nsp_2.mzn_AND_nsp/period_14/83.dzn,1,0.459301,0.538544
nsp/nsp_2.mzn_AND_nsp/period_14/52.dzn,1,0.459395,0.537672
nsp/nsp_2.mzn_AND_nsp/period_14/60.dzn,1,0.459395,0.537672
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp19_true.dzn,1,0.666667,0.158694
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp25_false.dzn,1,0.687373,0.164969
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp17_false.dzn,1,0.65121,0.153226
nsp/nsp_2.mzn_AND_nsp/period_28/63.dzn,1,0.458009,0.539832
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp23_false.dzn,1,0.680071,0.162626
nsp/nsp_2.mzn_AND_nsp/period_14/35.dzn,1,0.45932,0.538373
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp21_false.dzn,1,0.671766,0.159944
quasigroup7/quasigroup7.mzn_AND_quasigroup7/10.dzn,1,0.496568,0.457666
quasigroup7/quasigroup7.mzn_AND_quasigroup7/13.dzn,1,0.497931,0.466207
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp24_false.dzn,1,0.683836,0.163836
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp27_false.dzn,1,0.693841,0.167036
nsp/nsp_2.mzn_AND_nsp/period_14/87.dzn,1,0.459301,0.538544
nsp/nsp_2.mzn_AND_nsp/period_28/40.dzn,1,0.458034,0.539568
nsp/nsp_2.mzn_AND_nsp/period_14/21.dzn,1,0.459353,0.538064
nsp/nsp_2.mzn_AND_nsp/period_28/34.dzn,1,0.458009,0.539832
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp29_false.dzn,1,0.699611,0.168872
nsp/nsp_2.mzn_AND_nsp/period_28/96.dzn,1,0.458009,0.539832
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp20_true.dzn,1,0.671309,0.160167
nsp/nsp_2.mzn_AND_nsp/period_28/89.dzn,1,0.458009,0.539832
prop_stress/prop_stress.mzn_AND_prop_stress/0400.dzn,1,1,0
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp22_true.dzn,1,0.679692,0.162818
nsp/nsp_2.mzn_AND_nsp/period_28/72.dzn,1,0.458009,0.539832
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp25_true.dzn,1,0.690408,0.166192
nsp/nsp_2.mzn_AND_nsp/period_28/62.dzn,1,0.458009,0.539832
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp24_true.dzn,1,0.687054,0.165138
nsp/nsp_2.mzn_AND_nsp/period_28/100.dzn,1,0.458009,0.539832
quasigroup7/quasigroup7.mzn_AND_quasigroup7/12.dzn,1,0.497585,0.463768
nsp/nsp_2.mzn_AND_nsp/period_28/76.dzn,1,0.458009,0.539832
search_stress2/search_stress2.mzn_AND_search_stress2/06_05.dzn,1,0.945946,0.040541
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp20_false.dzn,1,0.667172,0.158453
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp26_false.dzn,1,0.690702,0.166034
queens/queens.mzn_AND_queens/200.dzn,1,1,0
nsp/nsp_2.mzn_AND_nsp/period_28/82.dzn,1,0.458009,0.539832
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp30_false.dzn,1,0.702268,0.169715
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp29_true.dzn,1,0.70205,0.169839
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp28_false.dzn,1,0.696806,0.16798
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp18_false.dzn,1,0.656934,0.155109
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp28_true.dzn,1,0.699377,0.169003
prop_stress/prop_stress.mzn_AND_prop_stress/0500.dzn,1,1,0
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp21_true.dzn,1,0.675641,0.161538
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp17_true.dzn,1,0.656307,0.155393
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp19_false.dzn,1,0.662241,0.156846
search_stress2/search_stress2.mzn_AND_search_stress2/06_06.dzn,1,0.956044,0.032967
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp27_true.dzn,1,0.696555,0.16812
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp30_true.dzn,1,0.704585,0.170631
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp26_true.dzn,1,0.69357,0.167184
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp18_true.dzn,1,0.661679,0.157107
nsp/nsp_2.mzn_AND_nsp/period_28/71.dzn,1,0.458009,0.539832
nsp/nsp_2.mzn_AND_nsp/period_28/83.dzn,1,0.458009,0.539832
nsp/nsp_2.mzn_AND_nsp/period_14/39.dzn,1,0.45932,0.538373
steiner-triples/steiner-triples.mzn_AND_steiner-triples/13.dzn,1,0,0
nsp/nsp_2.mzn_AND_nsp/period_28/93.dzn,1,0.458009,0.539832
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp23_true.dzn,1,0.683489,0.164015
nsp/nsp_2.mzn_AND_nsp/period_14/10.dzn,1,0.459473,0.536947
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp22_false.dzn,1,0.676056,0.161332
nsp/nsp_2.mzn_AND_nsp/period_28/60.dzn,1,0.458053,0.539358
nsp/nsp_2.mzn_AND_nsp/period_14/80.dzn,1,0.459301,0.538544
steiner-triples/steiner-triples.mzn_AND_steiner-triples/19.dzn,1,0,0
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex07200_2600_100.dzn,1,0.777411,0.222589
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex12800_2600_100.dzn,1,0.777411,0.222589
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex05100_2600_100.dzn,1,0.777411,0.222589
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex06100_2600_100.dzn,1,0.777411,0.222589
nsp/nsp_2.mzn_AND_nsp/period_28/35.dzn,1,0.458025,0.539662
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex07900_2600_100.dzn,1,0.777411,0.222589
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex13600_2600_100.dzn,1,0.777411,0.222589
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex08400_2600_100.dzn,1,0.777411,0.222589
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex05600_2600_100.dzn,1,0.777411,0.222589
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex19900_2600_100.dzn,1,0.777411,0.222589
nsp/nsp_2.mzn_AND_nsp/period_14/28.dzn,1,0.459353,0.538064
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex13500_2600_100.dzn,1,0.777411,0.222589
prop_stress/prop_stress.mzn_AND_prop_stress/0700.dzn,1,1,0
nsp/nsp_2.mzn_AND_nsp/period_14/37.dzn,1,0.459395,0.537672
prop_stress/prop_stress.mzn_AND_prop_stress/0600.dzn,1,1,0
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex07000_2600_100.dzn,1,0.777411,0.222589
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex11500_2600_100.dzn,1,0.777411,0.222589
