@RELATION 'FEATURE_VALUES-SAT12-ALL-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 5'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC

@DATA
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v40000-c168000-S1368340883-085-UNKNOWN.cnf,1,0.0478,0.2337,0.0929,0.7148,0.2902
SAT_Competition2007/crafted/Difficult/contest05/QG/QG6-gensys-icl004.sat05-2716.reshuffled-07.cnf,1,0.4923,0.2249,0.4549,3.0185,4.1923
SAT_Competition2007/crafted/spence/hard/s97-100.cnf,1,0.3132,0.4755,0.313,0,0.1446
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/6000/unif-k3-r4.2-v6000-c25200-S2100934911-025.cnf,1,0.0466,0.234,0.0915,0.7041,0.289
SAT_Competition2009/CRAFTED/edgematching/compact/em_8_4_5_cmp.cnf,1,0.0122,0.1081,0.0847,1.1741,1.3316
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-12-12-unsat.cnf,1,0.0414,0.1538,0.0415,0,0
SAT_RACE2008/mizh-md5-48-2.cnf,1,0.0231,0.1696,0.0312,1.0045,0.6084
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v90-c8010-S501033814-049.SATISFIABLE.cnf,1,0,0.0112,0.0001,0.9985,0.0435
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v700-c2982-S608588601-044.SATISFIABLE.cnf,1,0.0469,0.2318,0.0945,0.6718,0.2909
SAT_Competition2009/CRAFTED/Medium/contest05/pebbling/unsat-pbl-00090.sat05-1326.reshuffled-07.cnf,1,0.372,0.031,0.4067,2.5647,1.2736
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S661850551-087.cnf,1,0.0015,0.05,0.0028,0.8339,0.0987
SAT_Competition2007/random/OnTreshold/5SAT/v80/unif-k5-r21.3-v80-c1704-S1456895752-14.SAT.shuffled.cnf,1,0.001,0.0469,0.002,0.8247,0.1048
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/hard/AProVE07-08.cnf,1,0.0201,0.1964,0.0541,1.4766,1.0469
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-uns-1.1-7.cnf,1,0.0002,0.0332,0.1218,0.9113,2.6266
SAT_Competition2007/random/OnTreshold/7SAT/v50/unif-k7-r89-v50-c4450-S1104207220-18.UNSAT.shuffled.cnf,1,0,0.0112,0.0001,1.0001,0.0339
SAT_Competition2011/SAT05/crafted/sabharwal05/counting/php/unsat/easier/php-045-035.shuffled-as.sat05-1181.cnf,1,0.0886,0.0442,0.0902,0.9743,0
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/6000/unif-k3-r4.2-v6000-c25200-S1119314619-090.cnf,1,0.0476,0.234,0.0922,0.7064,0.2892
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v150-c12750-S367425675-085-UNKNOWN.cnf,1,0.0001,0.0118,0.0001,1.0084,0.0428
SAT_Competition2007/random/OnTreshold/3SAT/v650/unif-k3-r4.261-v650-c2769-S1089058690-02.SAT.shuffled.cnf,1,0.0417,0.2308,0.0888,0.7034,0.2979
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/400/unif-k3-r4.25-v400-c1700-S125259973-020.cnf,1,0.0476,0.2339,0.0893,0.6267,0.2787
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1579607106-017.SATISFIABLE.cnf,1,0.001,0.0469,0.0019,0.8381,0.0981
SAT_Competition2009/CRAFTED/sgi/satsgi-n22himBHm25-p0-q229.cnf,1,0.0623,0.0446,0.0623,0,0
SAT_Competition2009/APPLICATION/SAT07/industrial/jarvisalo/eq.atree.braun.9.unsat.cnf,1,0.0286,0.2409,0.0512,1.1684,0.2677
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-230-100.cnf,1,0.2295,0.4167,0.2295,0,0
SAT_RACE2008/anbul-part-10-13-s.cnf,1,0.0053,0.1814,0.0161,1.3871,0.4687
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-10-18-sat.cnf,1,0.2435,0.1978,0.2435,0,0
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v200-c17000-S1227169170-092-UNKNOWN.cnf,1,0.0001,0.0118,0.0001,1.0016,0.0434
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-08.cnf,1,0.0201,0.1964,0.0541,1.4766,1.0469
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-2_14-k45.cnf,1,0.0054,0.1647,0.0549,1.813,0.9652
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/520/unif-k3-r4.25-v520-c2210-S159251645-087.cnf,1,0.0414,0.2314,0.0915,0.6678,0.3144
SAT_Competition2011/SAT_RACE06/velev-pipe-o-uns-1.1-6.cnf,1,0,0.0402,0.0477,1.0185,2.1893
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E02F22.cnf,1,0.0234,0.0091,0.0951,0.2057,4.0332
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-f9n.cnf,1,0.0201,0.1301,0.0709,1.8228,1.7134
SAT_Competition2007/random/OnTreshold/3SAT/v550/unif-k3-r4.26-v550-c2343-S1166224100-13.SAT.shuffled.cnf,1,0.0435,0.2294,0.0844,0.7126,0.2739
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/c32sat/post-cbmc-aes-ee-r2-noholes.cnf,1,0.055,0.0172,0.1933,1.9494,1.9632
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/crn_20_360_u.cnf,1,0.3358,0.286,0.3037,0.9339,1.3871
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/16000/unif-k3-r4.2-v16000-c67200-S339800239-026.cnf,1,0.0474,0.2338,0.092,0.7092,0.2871
SAT-Race-2010-CNF/software-verification/nec/hard-15-U-10652.cnf,1,0,0.1412,0.0977,1.7164,3.709
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/440/unif-k3-r4.25-v440-c1870-S780904324-093.cnf,1,0.0458,0.2298,0.0848,0.7234,0.2818
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2c-rand3bip-sat-190-3.sat05-2445.reshuffled-07.cnf,1,0.0955,0.1374,0.11,1.639,0.2685
SAT_RACE2006/SAT-Race_TS_2/miza-sr06-sha0-35-03.cnf,1,0.0225,0.172,0.0308,1.0398,0.5098
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1336161514-068.UNKNOWN.cnf,1,0.0009,0.0469,0.0017,0.8068,0.0862
SAT_Competition2009/CRAFTED/edgematching/compact/em_11_3_4_cmp.cnf,1,0.0496,0.0874,0.1445,1.067,2.0847
SAT_Competition2007/random/OnTreshold/7SAT/v65/unif-k7-r89-v65-c5785-S461794864-15.SAT.shuffled.cnf,1,0,0.0112,0.0001,0.9869,0.0449
SAT_Competition2009/CRAFTED/sgen/unsat/sgen1-unsat-85-100.cnf,1,0.3124,0.4722,0.3109,0,0.1522
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l05-ipc5-h26-unsat.cnf,1,0.0154,0.0309,0.1636,1.6253,1.8552
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v25000-c105000-S533496308-018-UNKNOWN.cnf,1,0.0475,0.2337,0.0921,0.7121,0.2902
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v100-c2130-S206772908-015.UNKNOWN.cnf,1,0.0009,0.0469,0.0017,0.8252,0.102
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n140-s18527668-sat.cnf,1,0.2295,0.4167,0.2295,1.1056,0
SAT_Competition2007/random/LargeSize/3SAT/v16000/unif-k3-r4.2-v16000-c67200-S1826381479-08.cnf,1,0.0476,0.2338,0.0927,0.7033,0.2865
SAT_Competition2007/crafted/Medium/contest05/sabharwal/unsat-logistics-rotate-09t5.sat05-1139.reshuffled-07.cnf,1,0.0001,0.0151,0.0075,0.8636,0.2302
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q1041.25-n50-p15-s99099953.cnf,1,0,0.0048,0,0.0868,0.1693
SAT_Competition2007/random/2+p/p0.8/v1295/unif2p-p0.8-v1295-c4027-S1762612346-15-SAT.cnf,1,0.0828,0.2962,0.153,1.2025,0.3544
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/70/unif-k7-r89-v70-c6230-S754967851-033.cnf,1,0,0.0112,0.0001,1.0088,0.0401
SAT_Competition2007/random/OnTreshold/7SAT/v45/unif-k7-r89-v45-c4005-S1155547357-11.SAT.shuffled.cnf,1,0,0.0112,0.0001,1.0043,0.0387
SAT_Competition2009/CRAFTED/Hard/contest05/counting-clq/unsat-set-b-fclqcolor-10-07-09.sat05-1282.reshuffled-07.cnf,1,0.0071,0.0424,0.0398,1.5309,0.6359
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/700/unif-k5-r20-v700-c14000-S1500472284-060.cnf,1,0.0015,0.05,0.0028,0.8367,0.101
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,1,0.042,0.25,0.042,0.5623,0
SAT_Competition2011/SAT03/industrial/schuppan/l2s/bc57-sensors-1-k303-unsat.shuffled-as.sat03-406.cnf,1,0.0305,0.1841,0.1208,1.3731,1.2176
SAT_Competition2007/random/2+p/p0.8/v2035/unif2p-p0.8-v2035-c6328-S1022605561-16-UNSAT.cnf,1,0.0777,0.2936,0.1459,1.2124,0.3451
SAT_RACE2008/cmu-bmc-longmult13.cnf,1,0.0112,0.1741,0.0275,0.9546,1.1677
SAT_Competition2007/crafted/Difficult/contest-02-03-04/contest03-SGI_30_50_30_20_3-dir.sat05-440.reshuffled-07.cnf,1,0,0.0123,0,0.8405,0.1782
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-sat-1.1-b7.cnf,1,0,0.0178,0.0967,0.8957,3.3798
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes10.cnf,1,0,0.0149,0,0.249,0.1558
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E04N18.cnf,1,0.001,0.067,0.0108,0.8407,2.7182
SAT_Competition2009/CRAFTED/sgi/new-difficult-21-168-19-90.cnf,1,0,0.0214,0.0004,0.078,0.2117
SAT_Competition2009/CRAFTED/Hard/contest05/others/mod2c-rand3bip-sat-220-2.sat05-2489.reshuffled-07.cnf,1,0.0901,0.1414,0.1051,1.6062,0.2474
SAT_Competition2007/random/OnTreshold/5SAT/v110/unif-k5-r21.3-v110-c2343-S1869272420-19.SAT.shuffled.cnf,1,0.001,0.0469,0.0021,0.8358,0.1055
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2c-3cage-unsat-10-3.sat05-2568.reshuffled-07.cnf,1,0.3831,0.25,0.3831,1.0038,0
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-24-s100.cnf,1,0.0215,0.2404,0.033,1.1435,0.8011
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q446.25-n35-p15-s25120921.cnf,1,0,0.0084,0,0.1399,0.1529
SAT_Competition2007/random/LargeSize/3SAT/v19000/unif-k3-r4.2-v19000-c79800-S1314701073-08.cnf,1,0.0478,0.2341,0.0928,0.7038,0.2866
SAT_Competition2007/random/OnTreshold/3SAT/v500/unif-k3-r4.26-v500-c2130-S44928635-12.SAT.shuffled.cnf,1,0.0421,0.2301,0.0904,0.7236,0.3011
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top30.cnf,1,0.0626,0.1969,0.0855,1.2298,2.2135
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/75/unif-k7-r89-v75-c6675-S1640054673-078.cnf,1,0,0.0112,0.0001,0.9938,0.0348
SAT_Competition2009/CRAFTED/Medium/contest05/others/QG7a-gensys-ukn005.sat05-3845.reshuffled-07.cnf,1,0.4752,0.1657,0.4433,2.5821,1.2391
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/420/unif-k3-r4.25-v420-c1785-S572248576-042.cnf,1,0.0411,0.2327,0.0889,0.6285,0.2895
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c10id_s.cnf,1,0.028,0.1336,0.0796,1.7645,1.9251
SAT_Competition2011/SAT07/industrial/jarvisalo/eq.atree.braun.11.unsat.cnf,1,0.0294,0.2408,0.0492,1.1962,0.2977
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v400-c1704-S496650424-021.UNKNOWN.cnf,1,0.044,0.2314,0.0851,0.6874,0.2873
SAT_RACE2006/SAT-Race_TS_1/een-tipb-sr06-tc6b.cnf,1,0.0153,0.2026,0.0636,1.6728,0.843
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UTI-20-10t0.cnf,1,0,0.1246,0.0121,1.2685,0.645
SAT_Competition2009/CRAFTED/parity-games/instance_n2_i2_pp.cnf,1,?,?,?,?,?
SAT_Competition2007/random/OnTreshold/7SAT/v45/unif-k7-r89-v45-c4005-S1437321789-17.SAT.shuffled.cnf,1,0,0.0112,0.0001,0.9956,0.0394
SAT_Competition2007/crafted/Difficult/contest05/sabharwal/counting-easier-fphp-014-012.sat05-1215.reshuffled-07.cnf,1,0.0372,0.0827,0.0378,0.9932,0
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-20-5p0.cnf,1,0.0022,0.1469,0.0193,1.4149,0.7408
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_07_UNSAT.cnf,1,0,0.0102,0.0032,0.7802,1.1087
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v90-c8010-S51928934-076.SATISFIABLE.cnf,1,0,0.0112,0.0001,0.9997,0.0403
SAT_Competition2007/crafted/Hard/contest03/others/hwb-n28-01-S136611085.sat05-491.reshuffled-07.cnf,1,0.0239,0.1667,0.0473,1.6338,0.4597
SAT_Competition2009/CRAFTED/modcircuits/mod3block_3vars_9gates_restr.cnf,1,0,0.0293,0.0472,1.8538,0.7315
SAT_Competition2011/SAT05/crafted/sorge05/QG7/iso-ukn004.shuffled-as.sat05-3385.cnf,1,0.0261,0.2238,0.4897,1.8513,1.0218
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1250-c25000-S1688530456-019-UNKNOWN.cnf,1,0.0015,0.05,0.0028,0.8267,0.1002
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/360/unif-k3-r4.25-v360-c1530-S1459690542-033.cnf,1,0.0469,0.2309,0.0935,0.7169,0.2876
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g10.cnf,1,0,0.015,0,0.2429,0.2026
SAT_Competition2009/CRAFTED/Hard/contest02/ezfact64_3.sat05-450.reshuffled-07.cnf,1,0.0548,0.1609,0.0595,1.272,0.5339
SAT_Competition2007/random/OnTreshold/5SAT/v90/unif-k5-r21.3-v90-c1917-S1110074311-09.UNSAT.shuffled.cnf,1,0.0011,0.0469,0.0018,0.8346,0.0791
SAT_Competition2009/CRAFTED/edgematching/compact/em_12_2_4_cmp.cnf,1,0.0442,0.0805,0.1195,1.0709,2.2842
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor032.cnf,1,0.0227,0.2016,0.0582,1.5426,1.1732
SAT_Competition2007/random/2+p/p0.8/v1295/unif2p-p0.8-v1295-c4027-S1230630010-06-UNSAT.cnf,1,0.083,0.2943,0.1485,1.227,0.3561
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v350-c1491-S946474812-075.SATISFIABLE.cnf,1,0.041,0.2313,0.0856,0.658,0.2905
SAT_Competition2007/random/OnTreshold/3SAT/v400/unif-k3-r4.26-v400-c1704-S141590207-13.SAT.shuffled.cnf,1,0.0449,0.2307,0.0833,0.7158,0.2899
SAT_Competition2007/random/LargeSize/7SAT/v160/unif-k7-r85-v160-c13600-S751835224-10.cnf,1,0.0001,0.0118,0.0001,1.005,0.0383
SAT_Competition2007/random/2+p/p0.8/v2405/unif2p-p0.8-v2405-c7479-S1151229574-11-UNSAT.cnf,1,0.0809,0.2961,0.1523,1.1856,0.3639
SAT_Competition2007/industrial/industrial/anbulagan/medium-unsat/total-5-11-u.cnf,1,0.0034,0.1832,0.0155,1.3816,0.4014
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S1229813320-044.cnf,1,0.0442,0.2305,0.0887,0.7013,0.2849
SAT_Competition2007/industrial/industrial/anbulagan/diag-sat/dated-10-11-s.cnf,1,0.0011,0.1745,0.0143,1.3326,0.4279
SAT_Competition2007/crafted/Difficult/contest05/others/linvrinv5.sat05-564.reshuffled-07.cnf,1,0.0299,0.1726,0.0715,1.5195,0.6113
SAT_Competition2009/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes1.cnf,1,0,0.0168,0,0.2682,0.1304
SAT-Race-2010-CNF/cryptography/mizh/md5_47_4.cnf,1,0.0231,0.1699,0.0312,1.0062,0.6042
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-21_406.cnf,1,0,0.0091,0,0,0.2483
SAT_Competition2007/industrial/industrial/palacios/medium/emptyroom-4-h21-unsat.cnf,1,0.0261,0.1488,0.0676,1.4412,3.5766
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v20000-c84000-S1204913987-029-UNKNOWN.cnf,1,0.0475,0.2335,0.0928,0.7211,0.2914
SAT_Competition2009/CRAFTED/parity-games/instance_n5_i6_pp_ci_ce.cnf,1,0.0092,0.1058,0.0776,1.631,1.1842
SAT_Competition2007/random/LargeSize/5SAT/v1100/unif-k5-r20-v1100-c22000-S1861814752-08.cnf,1,0.0015,0.05,0.0027,0.8319,0.0972
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-uns-1.1-07.cnf,1,0.0002,0.0332,0.1218,0.9113,2.6266
SAT_RACE2006/SAT-Race-Benchmarks/grieu-vmpc-s05-27.cnf,1,0,0.0075,0,0.676,0.0048
SAT_RACE2006/SAT-Race-Benchmarks/vange-col-inithx.i.1-cn-54.cnf,1,0.24,0.1733,0.2814,1.2734,4.1706
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/crn_11_99_u.cnf,1,0.3494,0.3191,0.3335,1.0856,0.9113
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/mizh-md5-47-4.cnf,1,0.0231,0.1699,0.0312,1.0062,0.6042
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S1481888618-011.cnf,1,0.001,0.0469,0.0017,0.8293,0.0799
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/rnd_100_32_s.cnf,1,0.2516,0.1758,0.28,1.6672,3.588
SAT_Competition2007/random/2+p/p0.7/v4500/unif2p-p0.7-v4500-c12015-S1821409123-12-SAT.cnf,1,0.1077,0.3196,0.1835,1.3853,0.4163
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g10.cnf,1,0,0.0169,0,0.2652,0.2179
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v500-c2130-S481747904-003.SATISFIABLE.cnf,1,0.0426,0.2285,0.0889,0.7607,0.2958
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libsmbclient_vc1228502-tseitin.cnf,1,0.028,0.2004,0.0578,1.4799,3.3066
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v15000-c63000-S1386494586-003-UNKNOWN.cnf,1,0.0467,0.2334,0.0918,0.7117,0.2901
SAT_RACE2006/SAT-Race_TS_1/velev-live-sat-1.0-01.cnf,1,0.0011,0.0607,0.0599,1.2345,8.1473
SAT_Competition2007/random/LargeSize/3SAT/v13000/unif-k3-r4.2-v13000-c54600-S161446644-14.cnf,1,0.0471,0.2336,0.0924,0.7171,0.2919
SAT_Competition2011/SAT03/handmade/gomes/bqwh/bqwh.50.825.shuffled-as.sat03-1648.cnf,1,0.0138,0.1138,0.015,0.9452,0.1632
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-19.cnf,1,0.0201,0.1707,0.0406,1.317,2.4417
SAT-Race-2010-CNF/mixed/diagnosis/ACG-20-10p1.cnf,1,0.0068,0.2092,0.0196,1.35,0.7945
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v5000-c21000-S425619685-036-UNKNOWN.cnf,1,0.0463,0.2338,0.0915,0.7081,0.2926
SAT_Competition2011/SAT04/industrial/vangelder/cnf-color/abb313GPIA-9-tr.used-as.sat04-321.cnf,1,0,0.0267,0.0022,0.0891,0.3245
SAT_Competition2009/CRAFTED/Difficult/contest05/sabharwal/counting-harder-php-014-013.sat05-1187.reshuffled-07.cnf,1,0.1928,0.142,0.1934,1.2368,0
SAT_Competition2007/industrial/industrial/narain/clauses-2.cnf,1,0.0283,0.2107,0.0733,1.5341,4.7313
SAT_Competition2011/SAT_RACE08/cnf/mizh-sha0-36-4.cnf,1,0.0222,0.1709,0.0308,1.0358,0.5122
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-c6nidw_i.cnf,1,0.0227,0.1341,0.079,1.7915,1.3359
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvtms14x8p1-tseitin.cnf,1,0.0149,0.1404,0.0548,1.7781,1.582
SAT_Competition2011/SAT05/crafted/sorge05/QG8/gensys-ukn007.shuffled-as.sat05-3586.cnf,1,0,0.0108,0.0052,1.1761,0.5461
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-220-100.cnf,1,0.2295,0.4167,0.2295,0,0
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-src_wget_vc18517-tseitin.cnf,1,0.0246,0.2195,0.0362,1.2944,1.6876
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-04-k100.cnf,1,0.0056,0.1665,0.0316,1.7706,0.8045
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S884941173-092.cnf,1,0.001,0.0469,0.0017,0.8535,0.0911
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1100/unif-k5-r20-v1100-c22000-S115851319-100.cnf,1,0.0015,0.05,0.0029,0.8312,0.1014
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v20000-c84000-S525505471-054-UNKNOWN.cnf,1,0.0482,0.2336,0.0932,0.7122,0.2878
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/200/unif-k7-r85-v200-c17000-S2140929154-062.cnf,1,0.0001,0.0118,0.0001,1.0049,0.0382
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minxorminand/minxorminand064.cnf,1,0.0069,0.1,0.0525,1.9957,1.4927
SAT_Competition2007/crafted/Hard/contest03/others/999999000001nw.sat05-447.reshuffled-07.cnf,1,0.0505,0.2315,0.0599,0.8703,0.9028
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S222128792-011.SATISFIABLE.cnf,1,0.0463,0.2301,0.0893,0.7325,0.2972
SAT_Competition2011/SAT05/crafted/sorge05/QG7/dead-dnd003.shuffled-as.sat05-3109.cnf,1,0.0106,0.0592,0.0934,1.7272,0.8253
SAT_Competition2011/SAT05/crafted/lynce05/social-golfer-problem/sgp_5-6-8.shuffled-as.sat05-2669.cnf,1,0.009,0.0409,0.0261,1.0911,0.9384
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S449556655-088.cnf,1,0.0432,0.2318,0.088,0.6463,0.2711
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_70_15_90_1-dir.shuffled-as.sat03-136.cnf,1,0,0.0138,0,0.8437,0.1313
SAT_Competition2009/CRAFTED/sgi/satsgi-n23himBHm27-p0-q251.cnf,1,0.0629,0.0418,0.0629,0,0
SAT_Competition2007/crafted/Difficult/contest05/QG/QG7-gensys-icl006.sat05-3132.reshuffled-07.cnf,1,0.0314,0.0554,0.2564,1.73,0.9067
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtviseisenberg2-tseitin.cnf,1,0.0217,0.1738,0.0552,1.7997,1.4466
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/rnd_100_27_s.cnf,1,0.2631,0.1629,0.2727,1.8292,3.5252
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-21.cnf,1,0.0231,0.1833,0.043,1.2931,0.5336
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1250-c25000-S313445894-099-UNKNOWN.cnf,1,0.0015,0.05,0.0028,0.8259,0.1015
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v125-c2662-S1258495116-025.SATISFIABLE.cnf,1,0.0011,0.047,0.0018,0.8193,0.0893
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/velev-vliw-uns-4.0-9-i1.cnf,1,0,0.0429,0.0854,1.3269,7.5865
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/460/unif-k3-r4.25-v460-c1955-S356738975-073.cnf,1,0.0414,0.2315,0.0833,0.7147,0.2827
SAT-Race-2010-CNF/cryptography/md5gen/gus-md5-09.cnf,1,0.0227,0.1747,0.0313,1.0579,0.585
SAT-Race-2010-CNF/hardware-verification/manolios/c7bidw_i.cnf,1,0.024,0.1328,0.0786,1.7619,1.5143
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_445.cnf,1,0,0.0084,0,0,0.2401
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v50-c4450-S1496316430-079.SATISFIABLE.cnf,1,0,0.0112,0.0001,1.0161,0.0397
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v30000-c126000-S858279511-076-UNKNOWN.cnf,1,0.0469,0.2339,0.0922,0.7048,0.2913
SAT_Competition2009/CRAFTED/parity-games/instance_n6_i7_pp_ci_ce.cnf,1,0.008,0.0845,0.0697,1.6228,1.3794
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1552308135-080.SATISFIABLE.cnf,1,0.043,0.23,0.0829,0.7062,0.2798
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-servers_slapd_a_vc149789-tseitin.cnf,1,0.0212,0.2402,0.0331,1.135,1.0386
SAT_RACE2008/ibm-2004-01-k90.cnf,1,0.0071,0.1645,0.0349,1.7411,1.0046
SAT_Competition2007/random/2+p/p0.9/v630/unif2p-p0.9-v630-c2280-S1501024241-13-UNSAT.cnf,1,0.061,0.2638,0.1153,0.9865,0.3166
