@RELATION 'FEATURE_VALUES-SAT12-RAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE cl_size_coeff_variation NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC

@DATA
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1863077195-052.SATISFIABLE.cnf,1,23.7803,0.0044,0.0044,0.0073,19.1724,0.0044,151,163,151,139,150.857,0.0088,150.86,139,163,0.0017,0.3041,700,684,3702,3667.2857,0.0641,0.0746,3546,0.502,3631,3739,3546,0.0454,3715,0.0101,0.0022,0.0281,2960,0.0654,0.0196,0.2818,0.2311,0.0903,2982,39.7077,0.0074,0.1232,39.7077,3739,0.8744,0.2945,0.1717,4.0029,2.7242,0.2331,35.6653,36.0605,38.5169,0.0169,0.0587,5,0.173,0.3885,2.3581,0.5813,3.385,0.345,33.2261
SAT_Competition2007/random/LargeSize/5SAT/v900/unif-k5-r20-v900-c18000-S1509822356-13.cnf,1,51.125,0.0056,0.0056,0.0056,41.0106,0.0056,172,188,172,157,172.255,0.0179,171.723,157,186,0.004,0.4791,900,900,48,49.9,0.0795,0.0023,38,0.5968,43,64,32,0.0015,53,0.0073,0.001,0.0009,18000,0.066,0.0222,0.3525,0.05,0.0027,18000,67.7353,0.0018,0.0034,60.3333,101,1.0734,0.082,0.0051,3,3.6898,0.0777,55.1915,54.8845,57.7843,0.2468,0.0805,3,0.0586,0.2141,2.8619,0.6516,2.9855,0.3512,48.9833
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/540/unif-k3-r4.25-v540-c2295-S900737394-048.cnf,1,18.7221,0.0057,0.0057,0.0076,15.0889,0.0057,117,128,117,107,117.284,0.0113,117.093,107,127,0.0022,0.3189,540,529,3823,3856.125,0.0671,0.0756,3769,0.5496,3773,4040,3769,0.0469,4028,0.0123,0.0028,0.0272,2284,0.0695,0.0219,0.3274,0.2316,0.0878,2295,34.4176,0.0061,0.1193,34.4176,4040,0.9109,0.2705,0.1677,4.0038,2.6744,0.2303,29.4789,30.4568,34.2886,0.0273,0.0749,5,0.1691,0.261,2.2789,0.5824,3.2994,0.369,28.6822
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/10000/unif-k3-r4.2-v10000-c42000-S859578263-029.cnf,1,280.105,0.0003,0.0003,0.0005,164.462,0.0003,2119,2147,2121,2062,2119.85,0.0006,2119.26,2078,2149,0,0.2366,10000,9766,17,18.298,0.0136,0.0803,12,0.308,14,27,8,0.0475,22,0.0009,0.0002,0.0273,41748,0.0148,0.0018,0.0704,0.2339,0.093,42000,88.1111,0.0005,0.1261,66.625,44,0.5843,0.2938,0.1766,5.0127,2.7131,0.2295,53.24,53.7249,58.4,0.3371,0.168,6,0.1702,0.2154,2.3353,0.5881,3.3702,0.4113,41.75
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/120/unif-k5-r21.3-v120-c2556-S2083778933-085.cnf,1,9.8824,0.0417,0.0417,0.0417,8.9951,0.0417,24,29,24,19,24.0122,0.0451,24.0225,19,29,0.0321,0.5559,120,120,4203,4219.125,0.1559,0.0018,4124,0.7017,4163,4361,4124,0.001,4322,0.0536,0.0079,0.0006,2556,0.154,0.0466,1.1077,0.0469,0.0019,2556,28.6427,0.0149,0.0025,28.6427,4361,1.5468,0.0175,0.0039,2.958,3.5049,0.0856,26.7951,26.732,27.3556,0.0188,0.036,3,0.0648,0.2841,2.9742,0.6484,2.9769,0.4368,25.463
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v800-c3408-S1831593686-090.SATISFIABLE.cnf,1,26.4848,0.0039,0.0039,0.0064,20.8117,0.0038,172,185,172,160,171.66,0.0078,171.608,159,184,0.0015,0.3047,800,780,825,1072.7407,0.0601,0.0721,622,0.5131,728,2669,605,0.0452,978,0.01,0.0019,0.0269,3387,0.0575,0.0201,0.2611,0.2303,0.0879,3408,41.0066,0.0056,0.1172,38.6519,2729,0.8476,0.2964,0.171,4.0205,2.7246,0.2229,29.5,30.4192,31.1292,0.5933,0.1326,5,0.1639,0.4087,2.3031,0.5867,3.3144,0.3745,26.4502
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S910125393-002.UNKNOWN.cnf,1,22.8263,0.0048,0.0048,0.0079,18.1556,0.0047,139,150,140,129,139.282,0.0096,139.623,128,151,0.0007,0.3065,650,632,3768,3757.75,0.0634,0.0761,3653,0.5267,3720,3904,3653,0.0436,3819,0.0098,0.0023,0.0274,2751,0.0665,0.0189,0.2981,0.2297,0.0924,2769,39.3655,0.0058,0.125,39.3655,3904,0.917,0.2946,0.1752,4.0143,2.7514,0.2294,33.2233,33.8305,35.4739,0.0195,0.0705,5,0.1733,0.3346,2.3503,0.5876,3.4283,0.367,31.4558
SAT_Competition2007/random/OnTreshold/7SAT/v75/unif-k7-r89-v75-c6675-S1785258608-13.SAT.shuffled.cnf,1,9.3825,0.0933,0.0933,0.0933,9.0478,0.0933,13,16,13,10,12.8915,0.0111,12.9765,10,16,0.0833,0.6749,75,75,4399,4422.5,0.2038,0.0001,4338,0.7624,4371,4526,4338,0,4514,0.1019,0.0057,0,6675,0.2005,0.0111,1.8013,0.0112,0.0001,6675,27.5221,0.0075,0.0001,27.5221,4526,2.0565,0,0.0001,2,3.7256,0.0328,27.067,26.9794,27.0837,0.0162,0.0109,2,0.0254,0.2545,2.9153,0.6814,2.0539,0.406,26.597
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1744841484-003.SATISFIABLE.cnf,1,22.0487,0.0044,0.0044,0.0073,17.7178,0.0044,152,163,152,140,151.685,0.0088,151.81,140,163,0.001,0.306,700,686,3695,3652.5,0.0604,0.078,3435,0.5054,3658,3765,3435,0.0469,3714,0.0101,0.0022,0.0279,2969,0.0592,0.0199,0.2814,0.2311,0.0943,2982,42.4387,0.0064,0.1245,42.4387,3765,0.8844,0.2975,0.1814,4.0248,2.7453,0.2338,35.6793,36.1218,38.2725,0.027,0.076,5,0.1784,0.2666,2.3516,0.5842,3.3124,0.3586,33.9806
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S1960545292-083.UNKNOWN.cnf,1,8.6802,0.1,0.1,0.1,8.3938,0.1,12,15,12,9,12.1922,0.0111,12.0837,9,15,0.091,0.679,70,70,4401,4423.8333,0.2088,0.0001,4334,0.7593,4360,4582,4334,0,4476,0.1133,0.0065,0,6230,0.2028,0.0111,1.8279,0.0112,0.0001,6230,26.0301,0.0091,0.0001,26.0301,4582,2.0322,0,0.0001,2,3.8423,0.033,25.7323,25.6934,25.872,0.0188,0.0086,2,0.0281,0.265,3.0031,0.6809,2.126,0.4178,25.3655
SAT_Competition2007/random/LargeSize/3SAT/v7000/unif-k3-r4.2-v7000-c29400-S2118640909-06.cnf,1,186.564,0.0004,0.0004,0.0009,111.98,0.0004,1488,1537,1501,1455,1493.71,0.0009,1495.38,1454,1519,0.0001,0.2431,7000,6839,27,29.0168,0.0172,0.0795,19,0.3402,23,40,15,0.0477,34,0.0011,0.0002,0.0289,29225,0.0227,0.0023,0.0789,0.234,0.093,29400,62.7333,0.0006,0.1256,55.8824,61,0.59,0.2927,0.1754,5,2.7108,0.2289,47.4,47.7599,51.7778,0.3093,0.125,5,0.1721,0.1109,2.33,0.5884,3.375,0.3251,40.2069
SAT_Competition2007/random/OnTreshold/5SAT/v110/unif-k5-r21.3-v110-c2343-S1183327690-20.UNSAT.shuffled.cnf,1,10.0966,0.0455,0.0455,0.0455,9.2301,0.0455,22,26,22,17,21.8985,0.0456,21.8318,18,26,0.0363,0.5589,110,110,4247,4263.625,0.1618,0.0015,4188,0.7028,4207,4417,4188,0.0009,4351,0.0568,0.0084,0.0006,2343,0.1606,0.0465,1.1578,0.0469,0.0018,2343,26.0109,0.0137,0.0022,26.0109,4417,1.5692,0.0152,0.0033,2.8532,3.5353,0.0718,25.3057,25.1406,25.5826,0.0179,0.0211,3,0.0614,0.2687,2.7948,0.6414,2.8355,0.4308,24.2206
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/540/unif-k3-r4.25-v540-c2295-S1332067449-041.cnf,1,18.0677,0.0057,0.0057,0.0075,15.2161,0.0057,117,127,117,107,117.028,0.0112,117.093,107,127,0.0018,0.3114,540,530,3852,3855.75,0.0679,0.0773,3698,0.5915,3776,4049,3698,0.0406,4018,0.0123,0.0028,0.0259,2279,0.0718,0.0228,0.3152,0.2326,0.0881,2295,32.8634,0.0066,0.1208,32.8634,4049,0.8898,0.282,0.1664,4,2.6969,0.2205,29.2801,29.4572,31.6234,0.0299,0.0599,4,0.1677,0.2972,2.3132,0.5868,3.2707,0.3754,27.2287
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/420/unif-k3-r4.25-v420-c1785-S1460100153-095.cnf,1,14.9266,0.0073,0.0073,0.0096,12.3634,0.0072,92,101,92,83,92.0705,0.0142,92.1031,83,101,0.0028,0.327,420,415,3920,3954.7143,0.0759,0.0728,3792,0.5581,3863,4148,3792,0.0433,4107,0.0163,0.0035,0.026,1780,0.0777,0.0326,0.369,0.2331,0.0891,1785,31.7338,0.0079,0.1202,31.7338,4148,0.9432,0.2797,0.1755,4,2.6665,0.2188,24.5456,25.3518,28.3531,0.03,0.1268,4,0.1656,0.2978,2.3144,0.5821,3.2355,0.4024,22.5138
SAT_Competition2007/random/OnTreshold/3SAT/v600/unif-k3-r4.261-v600-c2556-S1104692480-03.SAT.shuffled.cnf,1,20.951,0.0053,0.0053,0.0103,16.516,0.0052,128,138,128,117,128.099,0.0105,128.241,118,139,0.0016,0.3125,600,580,3721,3742.625,0.0642,0.0794,3660,0.5207,3671,3913,3660,0.0469,3824,0.0122,0.0027,0.0264,2537,0.0638,0.024,0.313,0.2286,0.0911,2556,34.2967,0.0083,0.1251,34.2967,3913,0.9214,0.3057,0.1751,4,2.7494,0.2299,31.366,31.6652,31.708,0.0224,0.0328,4,0.1712,0.2373,2.3732,0.5964,3.3641,0.3738,30.7571
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v75-c1597-S25975519-056.SATISFIABLE.cnf,1,7.5254,0.0667,0.0667,0.0667,6.5898,0.0667,15,19,15,12,15.2168,0.0462,15.1836,12,19,0.0551,0.5858,75,75,4399,4407.5,0.1866,0.0014,4351,0.7217,4383,4516,4351,0.0009,4420,0.0839,0.0115,0.0006,1597,0.1873,0.0463,1.3308,0.047,0.0017,1597,19.3372,0.0182,0.0023,19.3372,4516,1.7314,0.0079,0.0034,2.2432,3.3826,0.0742,18.6188,18.638,18.8684,0.0104,0.0191,3,0.0537,0.3144,2.5647,0.6462,2.8008,0.4247,18.0883
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v150-c12750-S313239685-087-UNKNOWN.cnf,1,14.1548,0.0467,0.0467,0.0467,14.2059,0.0467,25,30,25,20,24.8613,0.0117,24.8027,20,30,0.0406,0.6427,150,150,4301,4203,0.1531,0.0001,4053,0.7278,4060,4398,4053,0.0001,4398,0.0512,0.0029,0.0001,12750,0.1548,0.0117,1.4083,0.0118,0.0001,12750,48.1141,0.0039,0.0001,48.1141,4398,1.6789,0,0.0001,2,4.1548,0.032,47.0688,46.8743,48.1141,0.0358,0.0205,2,0.0229,0.2586,2.9778,0.6848,2.0429,0.4148,45.417
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v90-c8010-S661190852-039.SATISFIABLE.cnf,1,10.5436,0.0778,0.0778,0.0778,10.4032,0.0778,15,19,15,12,15.3977,0.0111,15.4186,12,19,0.0715,0.6622,90,90,4463,4401,0.1877,0.0001,4299,0.7545,4306,4536,4299,0,4536,0.0863,0.0048,0,8010,0.1895,0.0111,1.7311,0.0112,0.0001,8010,31.5754,0.0067,0.0001,31.5754,4536,1.9377,0,0.0001,2,3.9962,0.0335,31.3986,31.0894,31.5754,0.0231,0.013,2,0.023,0.2459,3.0919,0.6801,2.0694,0.4171,30.6607
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/560/unif-k3-r4.25-v560-c2380-S844931093-069.cnf,1,18.5564,0.0055,0.0055,0.0091,14.7289,0.0055,121,131,121,111,121.231,0.0109,121.062,111,131,0.0025,0.3201,560,548,3803,3786,0.0689,0.0802,3693,0.5944,3717,3903,3693,0.0488,3859,0.0114,0.0027,0.0288,2368,0.0664,0.0236,0.323,0.2314,0.0918,2380,36.4996,0.0063,0.1272,36.4996,3903,0.9155,0.2713,0.166,4,2.6148,0.236,30.9364,31.5932,36.2902,0.0186,0.0923,4,0.1674,0.3757,2.2992,0.5842,3.3097,0.3702,28.0342
SAT_Competition2007/random/2+p/p0.8/v1295/unif2p-p0.8-v1295-c4027-S1476745538-08-SAT.cnf,1,20.9517,0.0026,0.0026,0.0053,18.8729,0.0018,245,259,244,230,244.578,0.0051,244.536,230,259,0.0003,0.2726,1295,1128,3771,3654.1667,0.048,0.1401,3179,0.534,3648,3800,3179,0.0847,3798,0.007,0.0013,0.0504,3831,0.0456,0.0151,0.1954,0.2944,0.1531,4026,35.6639,0.0047,0.2086,35.6639,3800,0.697,0.364,0.2713,4.9814,2.5883,0.2731,32.8418,33.0473,33.2039,0.0599,0.0384,6,0.204,0.3712,2.1669,0.6976,3.0975,0.3229,31.7078
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v35000-c147000-S1098107876-060-UNKNOWN.cnf,1,961,0.0001,0.0001,0.0002,835.5,0.0001,7493.5,7529,7505,7498,7495.67,0.0002,7505,7446,7498,0,0.215,35000,34117,3,4.1104,0.0013,0.0803,2,0.2487,3,7,1,0.0477,5,0.0002,0,0.0288,146043,0.0045,0.0005,0.2088,0.2336,0.0931,147000,255,0.0002,0.1252,139,11,0.5725,0.2915,0.1763,5.8831,2.71,0.2284,83.6667,90.2129,103.5,0.5079,0.4217,6,0.1711,0.0927,2.3297,0.5876,3.3743,0.4207,53
SAT_Competition2007/random/LargeSize/5SAT/v1100/unif-k5-r20-v1100-c22000-S485928362-15.cnf,1,61.8442,0.0045,0.0045,0.0045,50.6111,0.0045,210,224,209.5,195,208.177,0.0152,209.75,193,226,0.0033,0.4741,1100,1100,36,36.9238,0.0828,0.0022,27,0.6134,31,47,22,0.0015,41,0.0057,0.0009,0.001,22000,0.0928,0.0186,0.3315,0.05,0.0026,22000,75.6818,0.0015,0.0033,67.9688,71,1.0419,0.0826,0.0049,3,3.6596,0.076,59.2162,60.0786,63.9615,0.2261,0.0982,3,0.0588,0.2057,2.8507,0.6496,2.9806,0.6145,53.5897
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v350-c1491-S773607012-011.SATISFIABLE.cnf,1,10.7655,0.0089,0.0089,0.0146,9.2255,0.0088,76,84,76,68,76.3342,0.0173,76.2184,68,85,0.0034,0.3419,350,342,4168,4168,0.0842,0.0848,4168,0.661,4168,4168,4168,0.0508,4168,0.0189,0.0044,0.0296,1482,0.0823,0.0358,0.4202,0.2308,0.0985,1491,27.1056,0.0108,0.1343,27.1056,4168,0.9903,0.3068,0.1808,4,2.7446,0.241,27.1056,27.1056,27.1056,0,0,4,0.181,0.348,2.3536,0.5934,3.3614,0.3926,27.1056
SAT_Competition2007/random/2+p/p0.9/v1170/unif2p-p0.9-v1170-c4235-S2131244303-19-SAT.cnf,1,31.188,0.0027,0.0027,0.0055,24.2221,0.0018,240,255,239,225,239.964,0.0053,239.53,226,253,0.0002,0.2706,1170,1100,926,1314.7059,0.0463,0.108,760,0.4833,853,3238,717,0.0634,1281,0.012,0.0014,0.036,4156,0.047,0.0236,0.2023,0.2647,0.1215,4234,44.8128,0.0058,0.1669,43.5554,3304,0.766,0.3502,0.2263,4.7234,2.6366,0.247,28.1435,30.9148,31.1474,0.6213,0.1885,5,0.1844,0.2629,2.2352,0.6462,3.2017,0.3232,26.2316
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/8000/unif-k3-r4.2-v8000-c33600-S2044894925-062.cnf,1,322.458,0.0004,0.0004,0.0008,138.75,0.0004,1700.5,1728,1705,1662,1701.66,0.0008,1639.33,1667,1750,0.0001,0.241,8000,7822,23,25.1923,0.2141,0.0779,16,0.3341,19,38,12,0.0469,29,0.001,0.0002,0.0275,33437,0.0163,0.0022,0.0784,0.2339,0.0918,33600,72.7895,0.0005,0.1233,61.0714,65,0.7089,0.2875,0.1745,5.0025,2.6985,0.2282,48.7059,50.1505,54.8824,0.3654,0.1475,6,0.1705,1.3333,2.3149,0.5872,3.3534,0.4233,41.9333
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v800-c3408-S91768321-029.SATISFIABLE.cnf,1,23.9625,0.0038,0.0038,0.0051,18.8749,0.0038,175,187,176,163,175.24,0.0076,175.859,163,188,0.0015,0.3026,800,788,857,1245.4783,0.0554,0.0795,663,0.5472,731,2996,623,0.0482,1210,0.0074,0.0019,0.0287,3391,0.0606,0.015,0.2678,0.2324,0.0918,3408,41.6558,0.0047,0.124,38.8456,3733,0.8615,0.2672,0.1686,4.028,2.6374,0.2325,28.3337,30.7971,32.1612,0.7029,0.1505,5,0.1666,0.2738,2.2819,0.5813,3.3017,0.4719,27.2352
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v175-c3727-S1110880865-004.SATISFIABLE.cnf,1,13.2963,0.0286,0.0286,0.0286,11.9586,0.0286,35,41,35,29,34.9002,0.0425,34.8389,29,41,0.0217,0.5326,175,175,4037,4103.1429,0.1321,0.0017,3988,0.6981,3994,4391,3988,0.0009,4239,0.0365,0.0051,0.0006,3727,0.1353,0.0456,0.9247,0.047,0.0019,3727,39.0749,0.008,0.0025,39.0749,4391,1.4391,0.032,0.0034,3,3.6706,0.0852,35.031,35.9378,37.7006,0.0346,0.0508,3,0.0604,0.2656,2.8057,0.6528,2.9649,0.4342,33.5832
SAT_Competition2007/random/LargeSize/5SAT/v800/unif-k5-r20-v800-c16000-S1058323130-08.cnf,1,43.996,0.0063,0.0063,0.0063,36.1232,0.0063,153,166,153,141,153.24,0.0197,153.765,141,167,0.004,0.4839,800,800,57,60.1134,0.066,0.0024,43,0.594,52,77,38,0.0015,66,0.0084,0.0012,0.001,16000,0.0621,0.0245,0.3987,0.05,0.0028,16000,60.2522,0.0021,0.0036,56.8,115,1.0855,0.0837,0.0051,3,3.7198,0.0802,51.4717,51.6233,54.725,0.2427,0.077,3,0.0621,0.1746,2.8814,0.6501,3.0232,0.3941,46.4035
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1250-c25000-S313445894-099-UNKNOWN.cnf,1,66.7576,0.004,0.004,0.004,52.9538,0.004,237,255,239,225,239.154,0.0137,239.118,225,255,0.0024,0.4716,1250,1250,31,31.9549,0.0486,0.0023,24,0.5846,27,40,18,0.0015,35,0.0054,0.0007,0.001,25000,0.0546,0.0178,0.2974,0.05,0.0028,25000,76.9545,0.0015,0.0035,71.7917,71,1.0073,0.0877,0.0051,3,3.6995,0.0817,61.1515,61.8746,65.5652,0.2359,0.1045,3,0.0607,0.1467,2.8554,0.65,3.0354,0.3561,53.8095
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1050579435-065.SATISFIABLE.cnf,1,14.5298,0.0078,0.0078,0.0128,11.962,0.0077,86,95,86,78,86.4569,0.0153,86.5116,78,95,0.0029,0.3327,400,390,3908,3931.875,0.0791,0.0787,3858,0.5775,3895,4049,3858,0.0415,4031,0.0159,0.0037,0.0284,1695,0.0777,0.0307,0.3776,0.2301,0.0849,1704,28.9345,0.0088,0.1114,28.9345,4049,0.9409,0.2873,0.1551,4,2.6807,0.227,24.3153,24.8311,27.1845,0.0165,0.0851,4,0.1687,0.2967,2.3184,0.5905,3.2897,0.3889,21.6334
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v350-c1491-S1507171828-044.SATISFIABLE.cnf,1,12.9336,0.0089,0.0089,0.0147,10.8849,0.0088,75,83,75,67,75.123,0.0175,75.141,67,83,0.0027,0.3391,350,341,4001,3998.375,0.0853,0.0836,3928,0.6474,3958,4090,3928,0.0464,4049,0.0223,0.0043,0.0292,1483,0.0846,0.0438,0.4134,0.2299,0.0946,1491,23.7925,0.0094,0.1249,23.7925,4090,0.9957,0.295,0.1795,4,2.6971,0.2527,21.5575,21.4659,22.7621,0.0127,0.0559,4,0.1751,0.2839,2.2658,0.5898,3.3559,0.3843,20.1079
SAT_Competition2007/random/LargeSize/5SAT/v700/unif-k5-r20-v700-c14000-S643005221-14.cnf,1,37.4328,0.0071,0.0071,0.0071,30.625,0.0071,134,145,135,122,133.694,0.0218,134.878,123,147,0.0052,0.4885,700,700,69,72.0602,0.0734,0.0023,54,0.6101,60,85,45,0.0016,79,0.0097,0.0014,0.0011,14000,0.0858,0.0274,0.4239,0.05,0.0028,14000,59.2254,0.0026,0.0036,53.1094,142,1.1125,0.0756,0.005,3,3.6445,0.0861,49.3333,49.2524,51.1714,0.2506,0.0686,3,0.0627,0.1739,2.8737,0.6479,3.0742,0.5668,44.5714
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/540/unif-k3-r4.25-v540-c2295-S1404929091-050.cnf,1,19.5274,0.0057,0.0057,0.0076,15.7272,0.0057,117,127,117,107,117.017,0.0113,117.414,107,128,0.0022,0.3135,540,529,3861,3873.375,0.0711,0.0715,3774,0.5662,3836,4011,3774,0.0406,3993,0.0118,0.0029,0.0259,2284,0.0686,0.0232,0.3232,0.2316,0.085,2295,33.8287,0.007,0.1137,33.8287,4011,0.9146,0.277,0.1655,4,2.6707,0.2119,29.125,29.7439,32.5963,0.021,0.0744,4,0.1674,0.2686,2.3294,0.5854,3.2652,0.3603,26.4183
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v750-c3195-S397702672-080.SATISFIABLE.cnf,1,25.46,0.0041,0.0041,0.0068,19.8366,0.0041,161,174,162,150,161.593,0.0082,162.038,150,174,0.0016,0.3015,750,734,3514,3317,0.0623,0.0774,2230,0.5234,3207,3641,2230,0.0434,3619,0.0088,0.0021,0.0263,3181,0.0598,0.0173,0.2712,0.2307,0.0895,3195,40.1746,0.0069,0.1185,40.1746,3641,0.8737,0.2797,0.1741,4.0205,2.6984,0.2261,37.5148,37.8486,38.7268,0.1309,0.0348,5,0.1701,0.2804,2.3403,0.5821,3.3199,0.365,36.241
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1650617512-037.SATISFIABLE.cnf,1,12.3314,0.0333,0.0333,0.0333,11.2924,0.0333,30,35,30,25,29.7985,0.0441,29.8021,24,35,0.0238,0.5432,150,150,4135,4147.375,0.1402,0.0015,4008,0.6788,4098,4403,4008,0.001,4195,0.0419,0.0064,0.0006,3195,0.1419,0.0463,1.0153,0.0469,0.0018,3195,34.1965,0.0116,0.0023,34.1965,4403,1.4741,0.0222,0.0032,3,3.553,0.0816,31.8535,31.8141,32.5507,0.0262,0.0341,3,0.0599,0.252,2.8268,0.6517,2.9578,0.4248,30.5993
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/500/unif-k3-r4.25-v500-c2125-S95953046-044.cnf,1,17.4874,0.0062,0.0062,0.0102,14.2551,0.0061,109,118,108,99,108.582,0.0122,108.326,99,118,0.0024,0.3226,500,489,3835,3880.5,0.0728,0.0822,3787,0.543,3813,4109,3787,0.0469,3971,0.0123,0.003,0.0259,2115,0.0713,0.0246,0.3432,0.2312,0.0907,2125,33.3667,0.0076,0.1216,33.3667,4109,0.9363,0.2773,0.167,4,2.6749,0.2306,28.1265,28.9395,31.4743,0.0268,0.0748,4,0.1663,0.3544,2.3015,0.5878,3.3109,0.3807,26.3011
