@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 8'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC
@ATTRIBUTE OCCP_OCCN NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC
@ATTRIBUTE OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE POS_HORN NUMERIC
@ATTRIBUTE NEG_HORN_CLAUSE NUMERIC
@ATTRIBUTE TOTAL_VARS NUMERIC

@DATA
Qq2k3k3v20v20m360s8,1,1.530556,20,1.001854,0.499537,27.025,35,0.127778,40
Qq2k3k3v20v20m360s9,1,1.502778,20,0.985294,0.503704,26.8,41,0.113889,40
Qq2k3k3v20v20m400s10,1,1.5,20,0.991701,0.502083,29.875,45,0.1025,40
Qq2k3k3v20v20m400s1,1,1.4825,20,1.030457,0.4925,30.45,42,0.11,40
Qq2k3k3v20v20m400s2,1,1.505,20,1.016807,0.495833,30.25,48,0.1175,40
Qq2k3k3v20v20m400s3,1,1.4925,20,1.02874,0.492917,30.425,49,0.1325,40
Qq2k3k3v20v20m400s4,1,1.4975,20,0.94332,0.514583,29.125,53,0.1125,40
Qq2k3k3v20v20m400s5,1,1.4825,20,0.968827,0.507917,29.525,46,0.1,40
Qq2k3k3v20v20m400s6,1,1.555,20,1.037351,0.490833,30.55,45,0.135,40
Qq2k3k3v20v20m400s7,1,1.4825,20,0.996672,0.500833,29.95,47,0.12,40
Qq2k3k3v20v20m400s8,1,1.515,20,0.983471,0.504167,29.75,39,0.1275,40
Qq2k3k3v20v20m400s9,1,1.5075,20,0.986755,0.503333,29.8,46,0.11,40
Qq2k3k3v20v20m80s10,1,1.3875,20,0.83908,0.54375,5.475,12,0.0625,40
Qq2k3k3v20v20m80s1,1,1.475,20,1.060086,0.485417,6.175,8,0.15,40
Qq2k3k3v20v20m80s2,1,1.475,20,1,0.5,6,9,0.0875,40
Qq2k3k3v20v20m80s3,1,1.5125,20,0.991701,0.502083,5.975,12,0.15,40
Qq2k3k3v20v20m80s4,1,1.3625,20,0.860465,0.5375,5.55,9,0.0625,40
Qq2k3k3v20v20m80s5,1,1.4125,20,0.92,0.520833,5.75,7,0.0875,40
Qq2k3k3v20v20m80s6,1,1.45,20,0.904762,0.525,5.7,11,0.0875,40
Qq2k3k3v20v20m80s7,1,1.4875,20,1.008368,0.497917,6.025,7,0.125,40
Qq2k3k3v20v20m80s8,1,1.675,20,1.060086,0.485417,6.175,11,0.1625,40
Qq2k3k3v20v20m80s9,1,1.575,20,1.033898,0.491667,6.1,8,0.125,40
Qq2k3k3v50v50m1000s10,1,1.511,50,1.011398,0.497167,30.17,101,0.111,100
Qq2k3k3v50v50m1000s1,1,1.48,50,1.004678,0.498833,30.07,106,0.101,100
Qq2k3k3v50v50m1000s2,1,1.487,50,0.99005,0.5025,29.85,120,0.116,100
Qq2k3k3v50v50m1000s3,1,1.488,50,1.013423,0.496667,30.2,121,0.128,100
Qq2k3k3v50v50m1000s4,1,1.507,50,0.979545,0.505167,29.69,127,0.119,100
Qq2k3k3v50v50m1000s5,1,1.482,50,0.978892,0.505333,29.68,117,0.114,100
Qq2k3k3v50v50m1000s6,1,1.54,50,1.031144,0.492333,30.46,109,0.13,100
Qq2k3k3v50v50m1000s7,1,1.474,50,0.981506,0.504667,29.72,126,0.114,100
Qq2k3k3v50v50m1000s8,1,1.527,50,1.031144,0.492333,30.46,91,0.122,100
Qq2k3k3v50v50m1000s9,1,1.467,50,0.980198,0.505,29.7,110,0.11,100
Qq2k3k3v50v50m200s10,1,1.475,50,0.938611,0.515833,5.81,25,0.095,100
Qq2k3k3v50v50m200s1,1,1.51,50,1.061856,0.485,6.18,18,0.115,100
Qq2k3k3v50v50m200s2,1,1.44,50,0.973684,0.506667,5.92,27,0.095,100
Qq2k3k3v50v50m200s3,1,1.475,50,0.99005,0.5025,5.97,28,0.125,100
Qq2k3k3v50v50m200s4,1,1.51,50,0.95122,0.5125,5.85,23,0.095,100
Qq2k3k3v50v50m200s5,1,1.465,50,0.948052,0.513333,5.84,21,0.08,100
Qq2k3k3v50v50m200s6,1,1.48,50,0.954397,0.511667,5.86,27,0.1,100
Qq2k3k3v50v50m200s7,1,1.48,50,1.01005,0.4975,6.03,19,0.135,100
Qq2k3k3v50v50m200s8,1,1.54,50,0.957586,0.510833,5.87,24,0.11,100
Qq2k3k3v50v50m200s9,1,1.495,50,0.983471,0.504167,5.95,25,0.12,100
Qq2k3k3v50v50m300s10,1,1.48,50,0.965066,0.508889,8.84,33,0.096667,100
Qq2k3k3v50v50m300s1,1,1.486667,50,1.045455,0.488889,9.2,31,0.12,100
Qq2k3k3v50v50m300s2,1,1.516667,50,1.020202,0.495,9.09,36,0.116667,100
Qq2k3k3v50v50m300s3,1,1.47,50,1.015677,0.496111,9.07,39,0.12,100
Qq2k3k3v50v50m300s4,1,1.523333,50,0.969365,0.507778,8.86,32,0.116667,100
Qq2k3k3v50v50m300s5,1,1.46,50,0.971522,0.507222,8.87,34,0.096667,100
Qq2k3k3v50v50m300s6,1,1.496667,50,1.008929,0.497778,9.04,35,0.123333,100
Qq2k3k3v50v50m300s7,1,1.49,50,1.031603,0.492222,9.14,31,0.126667,100
Qq2k3k3v50v50m300s8,1,1.53,50,0.995565,0.501111,8.98,29,0.123333,100
Qq2k3k3v50v50m300s9,1,1.493333,50,1,0.5,9,35,0.116667,100
Qq2k3k3v50v50m400s10,1,1.5,50,0.991701,0.502083,11.95,45,0.1025,100
Qq2k3k3v50v50m400s1,1,1.4825,50,1.030457,0.4925,12.18,42,0.11,100
Qq2k3k3v50v50m400s2,1,1.505,50,1.016807,0.495833,12.1,48,0.1175,100
Qq2k3k3v50v50m400s3,1,1.4925,50,1.02874,0.492917,12.17,49,0.1325,100
Qq2k3k3v50v50m400s4,1,1.4975,50,0.94332,0.514583,11.65,53,0.1125,100
Qq2k3k3v50v50m400s5,1,1.4825,50,0.968827,0.507917,11.81,46,0.1,100
Qq2k3k3v50v50m400s6,1,1.555,50,1.037351,0.490833,12.22,45,0.135,100
Qq2k3k3v50v50m400s7,1,1.4825,50,0.996672,0.500833,11.98,47,0.12,100
Qq2k3k3v50v50m400s8,1,1.515,50,0.983471,0.504167,11.9,39,0.1275,100
Qq2k3k3v50v50m400s9,1,1.5075,50,0.986755,0.503333,11.92,46,0.11,100
Qq2k3k3v50v50m500s10,1,1.498,50,0.994681,0.501333,14.96,58,0.108,100
Qq2k3k3v50v50m500s1,1,1.476,50,1.005348,0.498667,15.04,53,0.1,100
Qq2k3k3v50v50m500s2,1,1.484,50,0.986755,0.503333,14.9,61,0.11,100
Qq2k3k3v50v50m500s3,1,1.514,50,1.020202,0.495,15.15,61,0.13,100
Qq2k3k3v50v50m500s4,1,1.504,50,0.964637,0.509,14.73,64,0.116,100
Qq2k3k3v50v50m500s5,1,1.496,50,0.969796,0.507667,14.77,54,0.104,100
Qq2k3k3v50v50m500s6,1,1.552,50,1.02977,0.492667,15.22,56,0.132,100
Qq2k3k3v50v50m500s7,1,1.494,50,1,0.5,15,60,0.116,100
Qq2k3k3v50v50m500s8,1,1.53,50,0.996008,0.501,14.97,47,0.124,100
Qq2k3k3v50v50m500s9,1,1.5,50,0.982816,0.504333,14.87,55,0.112,100
Qq2k3k3v50v50m600s10,1,1.505,50,1.002225,0.499444,18.02,68,0.106667,100
Qq2k3k3v50v50m600s1,1,1.478333,50,0.995565,0.501111,17.96,68,0.1,100
Qq2k3k3v50v50m600s2,1,1.468333,50,0.963993,0.509167,17.67,79,0.11,100
Qq2k3k3v50v50m600s3,1,1.515,50,1.01455,0.496389,18.13,69,0.121667,100
Qq2k3k3v50v50m600s4,1,1.51,50,0.974767,0.506389,17.77,74,0.116667,100
Qq2k3k3v50v50m600s5,1,1.51,50,0.995565,0.501111,17.96,63,0.116667,100
Qq2k3k3v50v50m600s6,1,1.553333,50,1.030457,0.4925,18.27,65,0.125,100
Qq2k3k3v50v50m600s7,1,1.485,50,0.992252,0.501944,17.93,73,0.116667,100
Qq2k3k3v50v50m600s8,1,1.535,50,1.021336,0.494722,18.19,51,0.131667,100
Qq2k3k3v50v50m600s9,1,1.503333,50,0.99889,0.500278,17.99,64,0.121667,100
Qq2k3k3v50v50m700s10,1,1.508571,50,0.998097,0.500476,20.98,79,0.108571,100
Qq2k3k3v50v50m700s1,1,1.494286,50,1.009569,0.497619,21.1,73,0.097143,100
Qq2k3k3v50v50m700s2,1,1.448571,50,0.955307,0.511429,20.52,94,0.108571,100
Qq2k3k3v50v50m700s3,1,1.517143,50,1.026049,0.493571,21.27,79,0.127143,100
Qq2k3k3v50v50m700s4,1,1.501429,50,0.973684,0.506667,20.72,87,0.115714,100
Qq2k3k3v50v50m700s5,1,1.502857,50,0.996198,0.500952,20.96,77,0.121429,100
Qq2k3k3v50v50m700s6,1,1.544286,50,1.019231,0.495238,21.2,77,0.118571,100
Qq2k3k3v50v50m700s7,1,1.477143,50,0.984877,0.50381,20.84,88,0.121429,100
Qq2k3k3v50v50m700s8,1,1.524286,50,1.022147,0.494524,21.23,65,0.134286,100
Qq2k3k3v50v50m700s9,1,1.477143,50,0.990521,0.502381,20.9,76,0.117143,100
Qq2k3k3v50v50m800s10,1,1.51875,50,1.009209,0.497708,24.11,88,0.11,100
Qq2k3k3v50v50m800s1,1,1.47125,50,0.997503,0.500625,23.97,85,0.095,100
Qq2k3k3v50v50m800s2,1,1.45875,50,0.962388,0.509583,23.54,103,0.10875,100
Qq2k3k3v50v50m800s3,1,1.5075,50,1.036487,0.491042,24.43,91,0.13125,100
Qq2k3k3v50v50m800s4,1,1.505,50,0.987578,0.503125,23.85,103,0.125,100
Qq2k3k3v50v50m800s5,1,1.48875,50,0.984291,0.503958,23.81,86,0.1125,100
Qq2k3k3v50v50m800s6,1,1.54,50,1.029598,0.492708,24.35,84,0.1225,100
Qq2k3k3v50v50m800s7,1,1.47625,50,0.981833,0.504583,23.78,99,0.115,100
Qq2k3k3v50v50m800s8,1,1.51875,50,1.017654,0.495625,24.21,76,0.125,100
Qq2k3k3v50v50m800s9,1,1.4725,50,0.981833,0.504583,23.78,88,0.115,100
Qq2k3k3v50v50m900s10,1,1.516667,50,1.014174,0.496481,27.19,94,0.111111,100
Qq2k3k3v50v50m900s1,1,1.486667,50,1.004454,0.498889,27.06,94,0.1,100
Qq2k3k3v50v50m900s2,1,1.468889,50,0.972243,0.507037,26.62,110,0.111111,100
Qq2k3k3v50v50m900s3,1,1.498889,50,1.020958,0.494815,27.28,104,0.125556,100
Qq2k3k3v50v50m900s4,1,1.521111,50,0.99778,0.500556,26.97,110,0.125556,100
Qq2k3k3v50v50m900s5,1,1.48,50,0.978022,0.505556,26.7,103,0.112222,100
Qq2k3k3v50v50m900s6,1,1.547778,50,1.034665,0.491481,27.46,100,0.131111,100
Qq2k3k3v50v50m900s7,1,1.481111,50,0.986755,0.503333,26.82,112,0.114444,100
Qq2k3k3v50v50m900s8,1,1.517778,50,1.021715,0.49463,27.29,82,0.121111,100
Qq2k3k3v50v50m900s9,1,1.474444,50,0.983835,0.504074,26.78,97,0.111111,100
qshifter_3,1,2,8,1,0.5,16.842105,16,0.125,19
qshifter_4,1,2.5,16,1,0.5,42.666667,32,0.0625,36
qshifter_5,1,3,32,1,0.5,103.884058,64,0.03125,69
qshifter_6,1,3.5,64,1,0.5,244.537313,128,0.015625,134
qshifter_7,1,4,128,1,0.5,560.669202,256,0.007813,263
qshifter_8,1,4.5,256,1,0.5,1260.307692,512,0.003906,520
rankfunc10_unsigned_64,1,0.158612,2000,0.874148,0.533576,3.128103,3332,0.670207,2256
rankfunc11_signed_32,1,0.16148,1653,0.904552,0.525058,3.338753,2716,0.678722,1845
rankfunc12_unsigned_16,1,0.13545,676,0.91707,0.521629,3.332432,1079,0.686772,740
rankfunc14_signed_64,1,0.125521,2966,0.895796,0.527483,3.247052,4687,0.668424,3222
rankfunc15_unsigned_32,1,0.161919,3672,0.915858,0.521959,3.392233,6189,0.664824,4120
rankfunc16_signed_64,1,0.149321,8567,0.899491,0.526457,3.266512,13789,0.667694,9463
rankfunc17_unsigned_16,1,0.186725,1420,0.894611,0.527813,3.243797,2398,0.672745,1612
rankfunc18_signed_64,1,0.207727,7467,0.90075,0.526108,3.345284,12546,0.661723,8619
rankfunc19_unsigned_16,1,0.148148,2050,0.924903,0.519507,3.444591,3850,0.653274,2274
rankfunc1_signed_32,1,0.169178,2585,0.916884,0.52168,3.394836,4394,0.677108,2905
rankfunc20_unsigned_32,1,0.164766,1843,0.916281,0.521844,3.300619,3506,0.664399,2099
rankfunc21_signed_16,1,0.157369,2216,0.911031,0.523278,3.454693,3669,0.657292,2472
rankfunc22_unsigned_32,1,0.170137,1518,0.898342,0.526776,3.421053,2555,0.673239,1710
rankfunc23_signed_64,1,0.157619,3149,0.904801,0.524989,3.41919,5491,0.671271,3533
rankfunc24_unsigned_64,1,0.157862,3150,0.916422,0.521806,3.530843,5816,0.676773,3534
rankfunc25_signed_64,1,0.124741,2962,0.911053,0.523272,3.265693,4996,0.671215,3218
rankfunc26_unsigned_32,1,0.133961,3184,0.912863,0.522777,3.515982,5619,0.678388,3504
rankfunc27_signed_64,1,0.161412,2062,0.934428,0.516949,3.534944,4033,0.676072,2318
rankfunc28_unsigned_16,1,0.183513,998,0.904891,0.524965,3.269982,1491,0.654839,1126
rankfunc29_signed_16,1,0.102564,936,0.915046,0.522181,3.199,1536,0.664663,1000
rankfunc2_unsigned_64,1,0.148298,2314,0.919374,0.521003,3.380934,4473,0.684142,2570
rankfunc30_signed_64,1,0.1321,8945,0.898701,0.526676,3.220201,14016,0.650677,9841
rankfunc31_unsigned_16,1,0.118711,1546,0.91174,0.523084,3.307646,2725,0.64549,1674
rankfunc32_signed_64,1,0.102588,5979,0.93991,0.515488,3.525497,11495,0.641287,6491
rankfunc33_unsigned_32,1,0.093125,1911,0.926912,0.518965,3.501717,3312,0.699527,2039
rankfunc34_signed_32,1,0.112989,1353,0.919971,0.520841,3.43079,2509,0.675914,1481
rankfunc35_unsigned_32,1,0.136188,2390,0.952744,0.5121,3.726002,4941,0.644235,2646
rankfunc36_signed_64,1,0.150458,1739,0.926708,0.51902,3.501339,3332,0.673553,1867
rankfunc37_unsigned_32,1,0.397516,261,0.863833,0.536529,3.064615,513,0.642236,325
rankfunc38_signed_32,1,0.398524,263,0.865236,0.536125,3.082569,517,0.642066,327
rankfunc39_unsigned_64,1,0.17447,5084,0.900076,0.526295,3.299965,8569,0.6636,5724
rankfunc3_signed_64,1,0.104554,12087,0.920241,0.520768,3.452515,20221,0.672715,12983
rankfunc40_unsigned_64,1,0.150943,2249,0.906438,0.524538,3.422754,4090,0.697229,2505
rankfunc41_signed_32,1,0.142028,3120,0.897854,0.526911,3.28343,5067,0.667122,3440
rankfunc42_unsigned_16,1,0.155907,1731,0.899049,0.526579,3.292772,2782,0.673366,1923
rankfunc43_signed_64,1,0.131076,5670,0.890773,0.528884,3.032837,8533,0.662411,6182
rankfunc44_unsigned_32,1,0.176674,1686,0.885863,0.530261,2.996273,2343,0.659535,1878
rankfunc45_signed_16,1,0.09974,1277,0.927711,0.51875,3.645302,2326,0.680519,1373
rankfunc46_unsigned_32,1,0.172805,2450,0.908003,0.524108,3.342238,4296,0.668097,2770
rankfunc47_signed_64,1,0.095212,3667,0.923476,0.519892,3.537599,6901,0.654486,3923
rankfunc48_unsigned_16,1,0.158967,1318,0.918331,0.521286,3.484438,2441,0.665425,1478
rankfunc49_signed_32,1,0.180282,1400,0.924509,0.519613,3.461683,2609,0.672535,1592
rankfunc4_unsigned_16,1,0.329897,245,0.880246,0.531845,3.104693,420,0.649485,277
rankfunc50_signed_64,1,0.096759,3517,0.914825,0.522241,3.598198,6685,0.632429,3773
rankfunc51_signed_32,1,0.138829,1901,0.920124,0.5208,3.390349,3447,0.690528,2093
rankfunc52_unsigned_32,1,0.14466,1773,0.907968,0.524118,3.479389,3060,0.692221,1965
rankfunc53_signed_16,1,0.17819,782,0.883158,0.531023,3.159453,1179,0.655684,878
rankfunc54_signed_32,1,0.145827,2406,0.904306,0.525126,3.297896,4312,0.697522,2662
rankfunc55_unsigned_32,1,0.165002,1033,0.905969,0.524667,3.385874,1849,0.699646,1161
rankfunc56_signed_16,1,0.215126,404,0.906028,0.524651,3.275641,675,0.677311,468
rankfunc57_unsigned_64,1,0.159089,3146,0.911004,0.523285,3.494334,5745,0.701502,3530
rankfunc58_signed_32,1,0.188721,1822,0.909735,0.523633,3.399904,3094,0.671581,2078
rankfunc59_unsigned_16,1,0.188902,1143,0.906986,0.524388,3.367613,1900,0.681523,1303
rankfunc5_signed_64,1,0.155269,2251,0.923787,0.519808,3.394097,4093,0.669295,2507
rankfunc60_unsigned_32,1,0.215225,1104,0.890207,0.529043,3.184414,1921,0.671354,1296
rankfunc61_signed_32,1,0.125778,1974,0.918906,0.52113,3.66205,3585,0.678022,2166
rankfunc6_unsigned_16,1,0.130214,629,0.957789,0.51078,3.699856,1287,0.669888,693
rankfunc7_signed_16,1,0.168754,1000,0.920194,0.520781,3.526596,1768,0.668095,1128
rankfunc8_unsigned_32,1,0.18156,1907,0.900463,0.526188,3.417013,3063,0.659929,2163
rankfunc9_signed_64,1,0.167027,1739,0.903104,0.525457,3.194965,2757,0.638468,1867
ring_r4_ser--opt-11_-shuffled,1,3.654228,182,1.136391,0.468079,60.847185,1266,0.169698,373
ring_r6_ser---16_-shuffled,1,6.80109,377,1.136057,0.468152,769.953064,2704,0.023831,767
ring_r6_ser--opt-17_-shuffled,1,6.785086,400,1.135826,0.468203,726.651907,2872,0.025177,813
ring_r7_ser---19_-shuffled,1,7.05138,514,1.006172,0.498462,2326.498081,3745,0.008157,1042
robots_1_5_2_100.2,1,0.472222,1914,1.09615,0.477065,9.60499,1461,0.07419,1924
robots_1_5_2_100.4,1,0.512949,3776,1.188441,0.456946,9.707587,1563,0.07952,3796
robots_1_5_2_100.8,1,0.536066,7500,1.240915,0.446246,9.759947,1767,0.082545,7540
robots_1_5_2_10.2,1,0.472222,1914,1.09615,0.477065,9.60499,1461,0.07419,1924
robots_1_5_2_14.2,1,0.472222,1914,1.09615,0.477065,9.60499,1461,0.07419,1924
robots_1_5_2_21.4,1,0.512949,3776,1.188441,0.456946,9.707587,1563,0.07952,3796
robots_1_5_2_2.4,1,0.512949,3776,1.188441,0.456946,9.707587,1563,0.07952,3796
robots_1_5_2_28.2,1,0.472222,1914,1.09615,0.477065,9.60499,1461,0.07419,1924
robots_1_5_2_31.2,1,0.472222,1914,1.09615,0.477065,9.60499,1461,0.07419,1924
robots_1_5_2_32.8,1,0.536066,7500,1.240915,0.446246,9.759947,1767,0.082545,7540
robots_1_5_2_33.2,1,0.472222,1914,1.09615,0.477065,9.60499,1461,0.07419,1924
robots_1_5_2_3.4,1,0.512949,3776,1.188441,0.456946,9.707587,1563,0.07952,3796
robots_1_5_2_39.4,1,0.512949,3776,1.188441,0.456946,9.707587,1563,0.07952,3796
robots_1_5_2_40.8,1,0.536066,7500,1.240915,0.446246,9.759947,1767,0.082545,7540
robots_1_5_2_45.4,1,0.512949,3776,1.188441,0.456946,9.707587,1563,0.07952,3796
robots_1_5_2_47.2,1,0.472222,1914,1.09615,0.477065,9.60499,1461,0.07419,1924
robots_1_5_2_49.2,1,0.472222,1914,1.09615,0.477065,9.60499,1461,0.07419,1924
robots_1_5_2_54.8,1,0.536066,7500,1.240915,0.446246,9.759947,1767,0.082545,7540
robots_1_5_2_61.8,1,0.536066,7500,1.240915,0.446246,9.759947,1767,0.082545,7540
robots_1_5_2_67.8,1,0.536066,7500,1.240915,0.446246,9.759947,1767,0.082545,7540
robots_1_5_2_75.8,1,0.536066,7500,1.240915,0.446246,9.759947,1767,0.082545,7540
robots_1_5_2_80.4,1,0.512949,3776,1.188441,0.456946,9.707587,1563,0.07952,3796
robots_1_5_2_81.2,1,0.472222,1914,1.09615,0.477065,9.60499,1461,0.07419,1924
robots_1_5_2_82.4,1,0.512949,3776,1.188441,0.456946,9.707587,1563,0.07952,3796
robots_1_5_2_82.8,1,0.536066,7500,1.240915,0.446246,9.759947,1767,0.082545,7540
robots_1_5_2_85.2,1,0.472222,1914,1.09615,0.477065,9.60499,1461,0.07419,1924
robots_1_5_2_85.4,1,0.512949,3776,1.188441,0.456946,9.707587,1563,0.07952,3796
robots_1_5_2_91.8,1,0.536066,7500,1.240915,0.446246,9.759947,1767,0.082545,7540
robots_1_5_2_9.8,1,0.536066,7500,1.240915,0.446246,9.759947,1767,0.082545,7540
robots_1_5_2_99.4,1,0.512949,3776,1.188441,0.456946,9.707587,1563,0.07952,3796
robots_1_5_3_100.2,1,0.472168,1914,1.09621,0.477051,9.605509,1462,0.074297,1924
robots_1_5_3_100.4,1,0.512917,3776,1.188474,0.456939,9.70785,1564,0.079578,3796
robots_1_5_3_100.8,1,0.536049,7500,1.240932,0.446243,9.76008,1768,0.082575,7540
robots_1_5_3_16.4,1,0.512917,3776,1.188474,0.456939,9.70785,1564,0.079578,3796
robots_1_5_3_16.8,1,0.536049,7500,1.240932,0.446243,9.76008,1768,0.082575,7540
robots_1_5_3_20.4,1,0.512917,3776,1.188474,0.456939,9.70785,1564,0.079578,3796
robots_1_5_3_24.4,1,0.512917,3776,1.188474,0.456939,9.70785,1564,0.079578,3796
robots_1_5_3_2.4,1,0.512917,3776,1.188474,0.456939,9.70785,1564,0.079578,3796
robots_1_5_3_25.2,1,0.472168,1914,1.09621,0.477051,9.605509,1462,0.074297,1924
robots_1_5_3_26.2,1,0.472168,1914,1.09621,0.477051,9.605509,1462,0.074297,1924
robots_1_5_3_27.8,1,0.536049,7500,1.240932,0.446243,9.76008,1768,0.082575,7540
robots_1_5_3_30.2,1,0.472168,1914,1.09621,0.477051,9.605509,1462,0.074297,1924
robots_1_5_3_39.8,1,0.536049,7500,1.240932,0.446243,9.76008,1768,0.082575,7540
robots_1_5_3_44.4,1,0.512917,3776,1.188474,0.456939,9.70785,1564,0.079578,3796
robots_1_5_3_44.8,1,0.536049,7500,1.240932,0.446243,9.76008,1768,0.082575,7540
robots_1_5_3_51.2,1,0.472168,1914,1.09621,0.477051,9.605509,1462,0.074297,1924
robots_1_5_3_52.2,1,0.472168,1914,1.09621,0.477051,9.605509,1462,0.074297,1924
robots_1_5_3_52.4,1,0.512917,3776,1.188474,0.456939,9.70785,1564,0.079578,3796
robots_1_5_3_55.8,1,0.536049,7500,1.240932,0.446243,9.76008,1768,0.082575,7540
robots_1_5_3_57.4,1,0.512917,3776,1.188474,0.456939,9.70785,1564,0.079578,3796
robots_1_5_3_62.2,1,0.472168,1914,1.09621,0.477051,9.605509,1462,0.074297,1924
robots_1_5_3_64.8,1,0.536049,7500,1.240932,0.446243,9.76008,1768,0.082575,7540
robots_1_5_3_66.4,1,0.512917,3776,1.188474,0.456939,9.70785,1564,0.079578,3796
robots_1_5_3_70.8,1,0.536049,7500,1.240932,0.446243,9.76008,1768,0.082575,7540
robots_1_5_3_7.2,1,0.472168,1914,1.09621,0.477051,9.605509,1462,0.074297,1924
robots_1_5_3_78.4,1,0.512917,3776,1.188474,0.456939,9.70785,1564,0.079578,3796
robots_1_5_3_80.2,1,0.472168,1914,1.09621,0.477051,9.605509,1462,0.074297,1924
robots_1_5_3_8.8,1,0.536049,7500,1.240932,0.446243,9.76008,1768,0.082575,7540
robots_1_5_3_90.8,1,0.536049,7500,1.240932,0.446243,9.76008,1768,0.082575,7540
robots_1_5_3_91.2,1,0.472168,1914,1.09621,0.477051,9.605509,1462,0.074297,1924
robots_1_5_4_100.2,1,0.472113,1914,1.096269,0.477038,9.606029,1463,0.074404,1924
robots_1_5_4_100.4,1,0.512885,3776,1.188506,0.456933,9.708114,1565,0.079635,3796
robots_1_5_4_100.8,1,0.536031,7500,1.240949,0.44624,9.760212,1769,0.082605,7540
robots_1_5_4_17.8,1,0.536031,7500,1.240949,0.44624,9.760212,1769,0.082605,7540
robots_1_5_4_1.8,1,0.536031,7500,1.240949,0.44624,9.760212,1769,0.082605,7540
robots_1_5_4_22.2,1,0.472113,1914,1.096269,0.477038,9.606029,1463,0.074404,1924
robots_1_5_4_24.8,1,0.536031,7500,1.240949,0.44624,9.760212,1769,0.082605,7540
robots_1_5_4_2.4,1,0.512885,3776,1.188506,0.456933,9.708114,1565,0.079635,3796
robots_1_5_4_30.4,1,0.512885,3776,1.188506,0.456933,9.708114,1565,0.079635,3796
robots_1_5_4_31.4,1,0.512885,3776,1.188506,0.456933,9.708114,1565,0.079635,3796
robots_1_5_4_32.2,1,0.472113,1914,1.096269,0.477038,9.606029,1463,0.074404,1924
robots_1_5_4_44.2,1,0.472113,1914,1.096269,0.477038,9.606029,1463,0.074404,1924
robots_1_5_4_46.4,1,0.512885,3776,1.188506,0.456933,9.708114,1565,0.079635,3796
robots_1_5_4_46.8,1,0.536031,7500,1.240949,0.44624,9.760212,1769,0.082605,7540
robots_1_5_4_50.4,1,0.512885,3776,1.188506,0.456933,9.708114,1565,0.079635,3796
robots_1_5_4_51.4,1,0.512885,3776,1.188506,0.456933,9.708114,1565,0.079635,3796
robots_1_5_4_52.2,1,0.472113,1914,1.096269,0.477038,9.606029,1463,0.074404,1924
robots_1_5_4_56.8,1,0.536031,7500,1.240949,0.44624,9.760212,1769,0.082605,7540
robots_1_5_4_59.2,1,0.472113,1914,1.096269,0.477038,9.606029,1463,0.074404,1924
robots_1_5_4_71.2,1,0.472113,1914,1.096269,0.477038,9.606029,1463,0.074404,1924
robots_1_5_4_73.2,1,0.472113,1914,1.096269,0.477038,9.606029,1463,0.074404,1924
robots_1_5_4_75.2,1,0.472113,1914,1.096269,0.477038,9.606029,1463,0.074404,1924
robots_1_5_4_75.8,1,0.536031,7500,1.240949,0.44624,9.760212,1769,0.082605,7540
robots_1_5_4_81.2,1,0.472113,1914,1.096269,0.477038,9.606029,1463,0.074404,1924
robots_1_5_4_87.4,1,0.512885,3776,1.188506,0.456933,9.708114,1565,0.079635,3796
robots_1_5_4_91.4,1,0.512885,3776,1.188506,0.456933,9.708114,1565,0.079635,3796
robots_1_5_4_91.8,1,0.536031,7500,1.240949,0.44624,9.760212,1769,0.082605,7540
robots_1_5_4_96.8,1,0.536031,7500,1.240949,0.44624,9.760212,1769,0.082605,7540
robots_1_5_4_98.4,1,0.512885,3776,1.188506,0.456933,9.708114,1565,0.079635,3796
robots_1_5_4_99.8,1,0.536031,7500,1.240949,0.44624,9.760212,1769,0.082605,7540
robots_1_5_5_100.2,1,0.472058,1914,1.096328,0.477025,9.606549,1464,0.074511,1924
robots_1_5_5_100.4,1,0.512853,3776,1.188538,0.456926,9.708377,1566,0.079693,3796
robots_1_5_5_100.8,1,0.536013,7500,1.240966,0.446236,9.760345,1770,0.082635,7540
robots_1_5_5_10.8,1,0.536013,7500,1.240966,0.446236,9.760345,1770,0.082635,7540
robots_1_5_5_12.4,1,0.512853,3776,1.188538,0.456926,9.708377,1566,0.079693,3796
robots_1_5_5_12.8,1,0.536013,7500,1.240966,0.446236,9.760345,1770,0.082635,7540
robots_1_5_5_14.8,1,0.536013,7500,1.240966,0.446236,9.760345,1770,0.082635,7540
robots_1_5_5_15.2,1,0.472058,1914,1.096328,0.477025,9.606549,1464,0.074511,1924
robots_1_5_5_24.2,1,0.472058,1914,1.096328,0.477025,9.606549,1464,0.074511,1924
robots_1_5_5_26.4,1,0.512853,3776,1.188538,0.456926,9.708377,1566,0.079693,3796
