@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_table_count NUMERIC
@ATTRIBUTE stats_edge_density NUMERIC
@ATTRIBUTE stats_varcount NUMERIC
@ATTRIBUTE stats_branchingvars NUMERIC
@ATTRIBUTE stats_var_discrete NUMERIC
@ATTRIBUTE stats_arity_mean_normalised NUMERIC
@ATTRIBUTE stats_cts_per_var_mean_normalised NUMERIC
@ATTRIBUTE stats_conscount NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC
@ATTRIBUTE stats_cts_per_var_mean NUMERIC
@ATTRIBUTE normalised_mean_degree NUMERIC
@ATTRIBUTE clustering_coefficient NUMERIC
@ATTRIBUTE normalised_median_degree NUMERIC
@ATTRIBUTE normalised_width_of_ordering NUMERIC
@ATTRIBUTE stats_tightness_0 NUMERIC
@ATTRIBUTE stats_Local_Variance NUMERIC

@DATA
rand-2-30-15-306-230-fcd-37_ext.xml.minion.gz,1,228,0.524138,30,30,30,0.066667,0.066667,228,0.366667,15.2,0.506667,0.515166,0.5,0.633333,189,0.737546
rand-2-30-15-306-230-fcd-39_ext.xml.minion.gz,1,221,0.508046,30,30,30,0.066667,0.066667,221,0.366667,14.733333,0.491111,0.530558,0.483333,0.5,193,0.725153
rand-2-30-15-306-230-fcd-41_ext.xml.minion.gz,1,223,0.512644,30,30,30,0.066667,0.066667,223,0.4,14.866667,0.495556,0.500586,0.5,0.533333,197,0.734253
rand-2-30-15-306-230-fcd-43_ext.xml.minion.gz,1,227,0.521839,30,30,30,0.066667,0.066667,227,0.4,15.133333,0.504444,0.515788,0.5,0.533333,188,0.72382
rand-2-30-15-306-230-fcd-45_ext.xml.minion.gz,1,226,0.51954,30,30,30,0.066667,0.066667,226,0.366667,15.066667,0.502222,0.524203,0.516667,0.566667,197,0.721615
rand-2-30-15-306-230-fcd-47_ext.xml.minion.gz,1,228,0.524138,30,30,30,0.066667,0.066667,228,0.4,15.2,0.506667,0.513493,0.5,0.6,193,0.718768
rand-2-30-15-306-230-fcd-49_ext.xml.minion.gz,1,223,0.512644,30,30,30,0.066667,0.066667,223,0.4,14.866667,0.495556,0.506128,0.533333,0.5,194,0.729527
rand-23-23-253-131-46021_ext.xml.minion.gz,1,253,1,23,23,23,0.086957,0.086957,253,0.956522,22,0.956522,1,0.956522,0.956522,214,0.685923
rand-23-23-253-131-47021_ext.xml.minion.gz,1,253,1,23,23,23,0.086957,0.086957,253,0.956522,22,0.956522,1,0.956522,0.956522,207,0.685923
rand-23-23-253-131-48021_ext.xml.minion.gz,1,253,1,23,23,23,0.086957,0.086957,253,0.956522,22,0.956522,1,0.956522,0.956522,211,0.685923
rand-23-23-253-131-49021_ext.xml.minion.gz,1,253,1,23,23,23,0.086957,0.086957,253,0.956522,22,0.956522,1,0.956522,0.956522,209,0.685923
rand-23-23-253-131-50021_ext.xml.minion.gz,1,253,1,23,23,23,0.086957,0.086957,253,0.956522,22,0.956522,1,0.956522,0.956522,205,0.685923
rand-23-23-253-131-51021_ext.xml.minion.gz,1,253,1,23,23,23,0.086957,0.086957,253,0.956522,22,0.956522,1,0.956522,0.956522,216,0.685923
rand-23-23-253-131-52021_ext.xml.minion.gz,1,253,1,23,23,23,0.086957,0.086957,253,0.956522,22,0.956522,1,0.956522,0.956522,208,0.685923
rand-23-23-253-131-53021_ext.xml.minion.gz,1,253,1,23,23,23,0.086957,0.086957,253,0.956522,22,0.956522,1,0.956522,0.956522,214,0.685923
rand-23-23-253-131-54021_ext.xml.minion.gz,1,253,1,23,23,23,0.086957,0.086957,253,0.956522,22,0.956522,1,0.956522,0.956522,214,0.685923
rand-23-23-253-131-55021_ext.xml.minion.gz,1,253,1,23,23,23,0.086957,0.086957,253,0.956522,22,0.956522,1,0.956522,0.956522,210,0.685923
rand-2-40-11-414-200-11_ext.xml.minion.gz,1,414,0.530769,40,40,40,0.05,0.05,414,0.4,20.7,0.5175,0.53484,0.525,0.6,95,0.686658
rand-2-40-11-414-200-13_ext.xml.minion.gz,1,414,0.530769,40,40,40,0.05,0.05,414,0.4,20.7,0.5175,0.523801,0.525,0.575,91,0.686658
rand-2-40-11-414-200-15_ext.xml.minion.gz,1,414,0.530769,40,40,40,0.05,0.05,414,0.4,20.7,0.5175,0.536258,0.5,0.55,106,0.686658
rand-2-40-11-414-200-17_ext.xml.minion.gz,1,414,0.530769,40,40,40,0.05,0.05,414,0.4,20.7,0.5175,0.532155,0.525,0.6,90,0.686658
rand-2-40-11-414-200-19_ext.xml.minion.gz,1,414,0.530769,40,40,40,0.05,0.05,414,0.4,20.7,0.5175,0.5334,0.525,0.575,99,0.686658
rand-2-40-11-414-200-1_ext.xml.minion.gz,1,414,0.530769,40,40,40,0.05,0.05,414,0.425,20.7,0.5175,0.531031,0.5,0.6,94,0.686658
rand-2-40-11-414-200-21_ext.xml.minion.gz,1,414,0.530769,40,40,40,0.05,0.05,414,0.4,20.7,0.5175,0.528203,0.525,0.65,90,0.686658
rand-2-40-11-414-200-23_ext.xml.minion.gz,1,414,0.530769,40,40,40,0.05,0.05,414,0.4,20.7,0.5175,0.529013,0.525,0.75,84,0.686658
rand-2-40-11-414-200-25_ext.xml.minion.gz,1,414,0.530769,40,40,40,0.05,0.05,414,0.4,20.7,0.5175,0.539434,0.525,0.525,96,0.686658
rand-2-40-11-414-200-27_ext.xml.minion.gz,1,414,0.530769,40,40,40,0.05,0.05,414,0.375,20.7,0.5175,0.537019,0.5125,0.6,76,0.686658
rand-2-40-11-414-200-29_ext.xml.minion.gz,1,414,0.530769,40,40,40,0.05,0.05,414,0.425,20.7,0.5175,0.528055,0.525,0.625,106,0.686658
rand-2-40-11-414-200-31_ext.xml.minion.gz,1,414,0.530769,40,40,40,0.05,0.05,414,0.4,20.7,0.5175,0.524489,0.5125,0.525,80,0.686658
rand-2-40-11-414-200-33_ext.xml.minion.gz,1,414,0.530769,40,40,40,0.05,0.05,414,0.4,20.7,0.5175,0.52729,0.525,0.55,103,0.686658
rand-2-40-11-414-200-35_ext.xml.minion.gz,1,414,0.530769,40,40,40,0.05,0.05,414,0.4,20.7,0.5175,0.529342,0.525,0.55,85,0.686658
rand-2-40-11-414-200-37_ext.xml.minion.gz,1,414,0.530769,40,40,40,0.05,0.05,414,0.375,20.7,0.5175,0.531307,0.525,0.6,108,0.686658
rand-2-40-11-414-200-39_ext.xml.minion.gz,1,414,0.530769,40,40,40,0.05,0.05,414,0.4,20.7,0.5175,0.530879,0.5,0.5,109,0.686658
rand-2-40-11-414-200-3_ext.xml.minion.gz,1,414,0.530769,40,40,40,0.05,0.05,414,0.4,20.7,0.5175,0.529105,0.5,0.6,93,0.686658
rand-2-40-11-414-200-41_ext.xml.minion.gz,1,414,0.530769,40,40,40,0.05,0.05,414,0.4,20.7,0.5175,0.534029,0.525,0.625,99,0.686658
rand-2-40-11-414-200-43_ext.xml.minion.gz,1,414,0.530769,40,40,40,0.05,0.05,414,0.4,20.7,0.5175,0.528548,0.525,0.625,70,0.686658
rand-2-40-11-414-200-45_ext.xml.minion.gz,1,414,0.530769,40,40,40,0.05,0.05,414,0.4,20.7,0.5175,0.533628,0.5,0.575,93,0.686658
rand-2-40-11-414-200-47_ext.xml.minion.gz,1,414,0.530769,40,40,40,0.05,0.05,414,0.4,20.7,0.5175,0.527372,0.525,0.575,99,0.686658
rand-2-40-11-414-200-49_ext.xml.minion.gz,1,414,0.530769,40,40,40,0.05,0.05,414,0.4,20.7,0.5175,0.542686,0.5,0.575,103,0.686658
rand-2-40-11-414-200-51_ext.xml.minion.gz,1,414,0.530769,40,40,40,0.05,0.05,414,0.4,20.7,0.5175,0.536563,0.525,0.575,92,0.686658
rand-2-40-11-414-200-53_ext.xml.minion.gz,1,414,0.530769,40,40,40,0.05,0.05,414,0.4,20.7,0.5175,0.531803,0.5,0.6,94,0.686658
rand-2-40-11-414-200-55_ext.xml.minion.gz,1,414,0.530769,40,40,40,0.05,0.05,414,0.375,20.7,0.5175,0.531024,0.5375,0.525,95,0.686658
rand-2-40-11-414-200-57_ext.xml.minion.gz,1,414,0.530769,40,40,40,0.05,0.05,414,0.4,20.7,0.5175,0.528639,0.525,0.575,83,0.686658
rand-2-40-11-414-200-59_ext.xml.minion.gz,1,414,0.530769,40,40,40,0.05,0.05,414,0.4,20.7,0.5175,0.532062,0.5125,0.6,96,0.686658
rand-2-40-11-414-200-5_ext.xml.minion.gz,1,414,0.530769,40,40,40,0.05,0.05,414,0.4,20.7,0.5175,0.538244,0.525,0.525,103,0.686658
rand-2-40-11-414-200-61_ext.xml.minion.gz,1,414,0.530769,40,40,40,0.05,0.05,414,0.375,20.7,0.5175,0.543776,0.525,0.475,82,0.686658
rand-2-40-11-414-200-63_ext.xml.minion.gz,1,414,0.530769,40,40,40,0.05,0.05,414,0.4,20.7,0.5175,0.533912,0.525,0.625,91,0.686658
rand-2-40-11-414-200-65_ext.xml.minion.gz,1,414,0.530769,40,40,40,0.05,0.05,414,0.425,20.7,0.5175,0.53661,0.5125,0.55,95,0.686658
rand-2-40-11-414-200-67_ext.xml.minion.gz,1,414,0.530769,40,40,40,0.05,0.05,414,0.4,20.7,0.5175,0.540413,0.525,0.625,100,0.686658
rand-2-40-11-414-200-69_ext.xml.minion.gz,1,414,0.530769,40,40,40,0.05,0.05,414,0.4,20.7,0.5175,0.534565,0.525,0.6,97,0.686658
rand-2-40-11-414-200-71_ext.xml.minion.gz,1,414,0.530769,40,40,40,0.05,0.05,414,0.4,20.7,0.5175,0.524491,0.5125,0.65,103,0.686658
rand-2-40-11-414-200-73_ext.xml.minion.gz,1,414,0.530769,40,40,40,0.05,0.05,414,0.4,20.7,0.5175,0.538962,0.5,0.575,104,0.686658
rand-2-40-11-414-200-75_ext.xml.minion.gz,1,414,0.530769,40,40,40,0.05,0.05,414,0.375,20.7,0.5175,0.528124,0.5375,0.55,84,0.686658
rand-2-40-11-414-200-77_ext.xml.minion.gz,1,414,0.530769,40,40,40,0.05,0.05,414,0.425,20.7,0.5175,0.526219,0.5,0.65,117,0.686658
rand-2-40-11-414-200-79_ext.xml.minion.gz,1,414,0.530769,40,40,40,0.05,0.05,414,0.4,20.7,0.5175,0.522447,0.525,0.525,78,0.686658
rand-2-40-11-414-200-9_ext.xml.minion.gz,1,414,0.530769,40,40,40,0.05,0.05,414,0.375,20.7,0.5175,0.537689,0.525,0.625,106,0.686658
rand-2-40-16-250-350-11_ext.xml.minion.gz,1,250,0.320513,40,40,40,0.05,0.05,250,0.225,12.5,0.3125,0.312134,0.325,0.425,270,0.697768
rand-2-40-16-250-350-13_ext.xml.minion.gz,1,250,0.320513,40,40,40,0.05,0.05,250,0.225,12.5,0.3125,0.331942,0.3,0.375,259,0.697768
rand-2-40-16-250-350-15_ext.xml.minion.gz,1,250,0.320513,40,40,40,0.05,0.05,250,0.225,12.5,0.3125,0.332116,0.325,0.4,239,0.697768
rand-2-40-16-250-350-17_ext.xml.minion.gz,1,250,0.320513,40,40,40,0.05,0.05,250,0.225,12.5,0.3125,0.323702,0.325,0.4,254,0.697768
rand-2-40-16-250-350-19_ext.xml.minion.gz,1,250,0.320513,40,40,40,0.05,0.05,250,0.225,12.5,0.3125,0.32836,0.3125,0.475,261,0.697768
rand-2-40-16-250-350-1_ext.xml.minion.gz,1,250,0.320513,40,40,40,0.05,0.05,250,0.225,12.5,0.3125,0.318515,0.3125,0.325,280,0.697768
rand-2-40-16-250-350-21_ext.xml.minion.gz,1,250,0.320513,40,40,40,0.05,0.05,250,0.225,12.5,0.3125,0.326709,0.325,0.4,258,0.697768
rand-2-40-16-250-350-23_ext.xml.minion.gz,1,250,0.320513,40,40,40,0.05,0.05,250,0.225,12.5,0.3125,0.319229,0.3125,0.425,260,0.697768
rand-2-40-16-250-350-25_ext.xml.minion.gz,1,250,0.320513,40,40,40,0.05,0.05,250,0.225,12.5,0.3125,0.319391,0.3,0.4,263,0.697768
rand-2-40-16-250-350-27_ext.xml.minion.gz,1,250,0.320513,40,40,40,0.05,0.05,250,0.225,12.5,0.3125,0.306085,0.3125,0.425,229,0.697768
rand-2-40-16-250-350-29_ext.xml.minion.gz,1,250,0.320513,40,40,40,0.05,0.05,250,0.225,12.5,0.3125,0.327637,0.325,0.4,251,0.697768
rand-2-40-16-250-350-31_ext.xml.minion.gz,1,250,0.320513,40,40,40,0.05,0.05,250,0.225,12.5,0.3125,0.334485,0.325,0.4,240,0.697768
rand-2-40-16-250-350-33_ext.xml.minion.gz,1,250,0.320513,40,40,40,0.05,0.05,250,0.225,12.5,0.3125,0.323802,0.325,0.4,267,0.697768
rand-2-40-16-250-350-35_ext.xml.minion.gz,1,250,0.320513,40,40,40,0.05,0.05,250,0.225,12.5,0.3125,0.309689,0.3125,0.375,268,0.697768
rand-2-40-16-250-350-37_ext.xml.minion.gz,1,250,0.320513,40,40,40,0.05,0.05,250,0.225,12.5,0.3125,0.310017,0.325,0.475,258,0.697768
rand-2-40-16-250-350-39_ext.xml.minion.gz,1,250,0.320513,40,40,40,0.05,0.05,250,0.2,12.5,0.3125,0.301622,0.3,0.325,272,0.697768
rand-2-40-16-250-350-3_ext.xml.minion.gz,1,250,0.320513,40,40,40,0.05,0.05,250,0.225,12.5,0.3125,0.313138,0.3125,0.4,275,0.697768
rand-2-40-16-250-350-41_ext.xml.minion.gz,1,250,0.320513,40,40,40,0.05,0.05,250,0.225,12.5,0.3125,0.340709,0.3,0.475,253,0.697768
rand-2-40-16-250-350-43_ext.xml.minion.gz,1,250,0.320513,40,40,40,0.05,0.05,250,0.225,12.5,0.3125,0.332446,0.325,0.425,266,0.697768
rand-2-40-16-250-350-45_ext.xml.minion.gz,1,250,0.320513,40,40,40,0.05,0.05,250,0.225,12.5,0.3125,0.334415,0.3125,0.45,272,0.697768
rand-2-40-16-250-350-47_ext.xml.minion.gz,1,250,0.320513,40,40,40,0.05,0.05,250,0.225,12.5,0.3125,0.312273,0.3125,0.375,248,0.697768
rand-2-40-16-250-350-49_ext.xml.minion.gz,1,250,0.320513,40,40,40,0.05,0.05,250,0.225,12.5,0.3125,0.333073,0.3,0.425,272,0.697768
rand-2-40-16-250-350-51_ext.xml.minion.gz,1,250,0.320513,40,40,40,0.05,0.05,250,0.2,12.5,0.3125,0.347833,0.3,0.325,273,0.697768
rand-2-40-16-250-350-53_ext.xml.minion.gz,1,250,0.320513,40,40,40,0.05,0.05,250,0.225,12.5,0.3125,0.290885,0.3125,0.35,256,0.697768
rand-2-40-16-250-350-55_ext.xml.minion.gz,1,250,0.320513,40,40,40,0.05,0.05,250,0.225,12.5,0.3125,0.332797,0.3,0.35,260,0.697768
rand-2-40-16-250-350-57_ext.xml.minion.gz,1,250,0.320513,40,40,40,0.05,0.05,250,0.225,12.5,0.3125,0.313086,0.3,0.4,269,0.697768
rand-2-40-16-250-350-59_ext.xml.minion.gz,1,250,0.320513,40,40,40,0.05,0.05,250,0.225,12.5,0.3125,0.336241,0.3,0.35,267,0.697768
rand-2-40-16-250-350-5_ext.xml.minion.gz,1,250,0.320513,40,40,40,0.05,0.05,250,0.225,12.5,0.3125,0.34933,0.3,0.375,275,0.697768
rand-2-40-16-250-350-61_ext.xml.minion.gz,1,250,0.320513,40,40,40,0.05,0.05,250,0.225,12.5,0.3125,0.313981,0.3,0.35,280,0.697768
rand-2-40-16-250-350-63_ext.xml.minion.gz,1,250,0.320513,40,40,40,0.05,0.05,250,0.225,12.5,0.3125,0.317708,0.325,0.4,279,0.697768
rand-2-40-16-250-350-65_ext.xml.minion.gz,1,250,0.320513,40,40,40,0.05,0.05,250,0.225,12.5,0.3125,0.332584,0.325,0.35,261,0.697768
rand-2-40-16-250-350-67_ext.xml.minion.gz,1,250,0.320513,40,40,40,0.05,0.05,250,0.225,12.5,0.3125,0.321438,0.3,0.425,244,0.697768
rand-2-40-16-250-350-69_ext.xml.minion.gz,1,250,0.320513,40,40,40,0.05,0.05,250,0.2,12.5,0.3125,0.337759,0.3,0.425,257,0.697768
rand-2-40-16-250-350-71_ext.xml.minion.gz,1,250,0.320513,40,40,40,0.05,0.05,250,0.225,12.5,0.3125,0.312814,0.3,0.475,265,0.697768
rand-2-40-16-250-350-73_ext.xml.minion.gz,1,250,0.320513,40,40,40,0.05,0.05,250,0.225,12.5,0.3125,0.311425,0.3,0.4,273,0.697768
rand-2-40-16-250-350-75_ext.xml.minion.gz,1,250,0.320513,40,40,40,0.05,0.05,250,0.225,12.5,0.3125,0.29926,0.3,0.45,276,0.697768
rand-2-40-16-250-350-77_ext.xml.minion.gz,1,250,0.320513,40,40,40,0.05,0.05,250,0.225,12.5,0.3125,0.330634,0.3,0.45,273,0.697768
rand-2-40-16-250-350-79_ext.xml.minion.gz,1,250,0.320513,40,40,40,0.05,0.05,250,0.225,12.5,0.3125,0.296398,0.325,0.4,252,0.697768
rand-2-40-16-250-350-7_ext.xml.minion.gz,1,250,0.320513,40,40,40,0.05,0.05,250,0.225,12.5,0.3125,0.296832,0.3125,0.4,266,0.697768
rand-2-40-16-250-350-9_ext.xml.minion.gz,1,250,0.320513,40,40,40,0.05,0.05,250,0.225,12.5,0.3125,0.344085,0.3125,0.425,252,0.697768
rand-2-40-180-84-900-11_ext.xml.minion.gz,1,84,0.107692,40,40,40,0.05,0.05,84,0.075,4.2,0.105,0.16244,0.1,0.2,871,0.734779
rand-2-40-180-84-900-13_ext.xml.minion.gz,1,84,0.107692,40,40,40,0.05,0.05,84,0.075,4.2,0.105,0.164881,0.1,0.175,874,0.734779
rand-2-40-180-84-900-15_ext.xml.minion.gz,1,84,0.107692,40,40,40,0.05,0.05,84,0.1,4.2,0.105,0.107976,0.1,0.125,876,0.734779
rand-2-40-180-84-900-17_ext.xml.minion.gz,1,84,0.107692,40,40,40,0.05,0.05,84,0.075,4.2,0.105,0.166369,0.1,0.125,871,0.734779
rand-2-40-180-84-900-19_ext.xml.minion.gz,1,84,0.107692,40,40,40,0.05,0.05,84,0.075,4.2,0.105,0.06119,0.1,0.15,873,0.734779
rand-2-40-180-84-900-1_ext.xml.minion.gz,1,84,0.107692,40,40,40,0.05,0.05,84,0.075,4.2,0.105,0.149286,0.1,0.225,874,0.734779
rand-2-40-180-84-900-21_ext.xml.minion.gz,1,84,0.107692,40,40,40,0.05,0.05,84,0.075,4.2,0.105,0.091905,0.1,0.175,876,0.734779
rand-2-40-180-84-900-23_ext.xml.minion.gz,1,84,0.107692,40,40,40,0.05,0.05,84,0.075,4.2,0.105,0.075714,0.1,0.2,877,0.734779
rand-2-40-180-84-900-25_ext.xml.minion.gz,1,84,0.107692,40,40,40,0.05,0.05,84,0.075,4.2,0.105,0.13379,0.1,0.175,872,0.734779
rand-2-40-180-84-900-27_ext.xml.minion.gz,1,84,0.107692,40,40,40,0.05,0.05,84,0.075,4.2,0.105,0.10119,0.1,0.2,881,0.734779
rand-2-40-180-84-900-29_ext.xml.minion.gz,1,84,0.107692,40,40,40,0.05,0.05,84,0.075,4.2,0.105,0.13871,0.1,0.15,869,0.734779
rand-2-40-180-84-900-31_ext.xml.minion.gz,1,84,0.107692,40,40,40,0.05,0.05,84,0.075,4.2,0.105,0.128968,0.1,0.2,874,0.734779
rand-2-40-180-84-900-33_ext.xml.minion.gz,1,84,0.107692,40,40,40,0.05,0.05,84,0.075,4.2,0.105,0.053452,0.1,0.15,877,0.734779
rand-2-40-180-84-900-35_ext.xml.minion.gz,1,84,0.107692,40,40,40,0.05,0.05,84,0.075,4.2,0.105,0.112262,0.1,0.175,882,0.734779
rand-2-40-180-84-900-37_ext.xml.minion.gz,1,84,0.107692,40,40,40,0.05,0.05,84,0.075,4.2,0.105,0.111548,0.1,0.15,880,0.734779
rand-2-40-180-84-900-39_ext.xml.minion.gz,1,84,0.107692,40,40,40,0.05,0.05,84,0.075,4.2,0.105,0.100417,0.1,0.15,878,0.734779
rand-2-40-180-84-900-3_ext.xml.minion.gz,1,84,0.107692,40,40,40,0.05,0.05,84,0.075,4.2,0.105,0.142083,0.1,0.15,880,0.734779
rand-2-40-180-84-900-41_ext.xml.minion.gz,1,84,0.107692,40,40,40,0.05,0.05,84,0.075,4.2,0.105,0.111548,0.1,0.175,878,0.734779
rand-2-40-180-84-900-43_ext.xml.minion.gz,1,84,0.107692,40,40,40,0.05,0.05,84,0.075,4.2,0.105,0.157659,0.1,0.175,876,0.734779
rand-2-40-180-84-900-45_ext.xml.minion.gz,1,84,0.107692,40,40,40,0.05,0.05,84,0.075,4.2,0.105,0.087897,0.1,0.2,875,0.734779
rand-2-40-180-84-900-47_ext.xml.minion.gz,1,84,0.107692,40,40,40,0.05,0.05,84,0.075,4.2,0.105,0.055119,0.1,0.125,870,0.734779
rand-2-40-180-84-900-49_ext.xml.minion.gz,1,84,0.107692,40,40,40,0.05,0.05,84,0.075,4.2,0.105,0.094405,0.1,0.15,877,0.734779
rand-2-40-180-84-900-51_ext.xml.minion.gz,1,84,0.107692,40,40,40,0.05,0.05,84,0.075,4.2,0.105,0.091905,0.1,0.15,873,0.734779
rand-2-40-180-84-900-53_ext.xml.minion.gz,1,84,0.107692,40,40,40,0.05,0.05,84,0.075,4.2,0.105,0.073512,0.1,0.175,880,0.734779
rand-2-40-180-84-900-55_ext.xml.minion.gz,1,84,0.107692,40,40,40,0.05,0.05,84,0.075,4.2,0.105,0.073988,0.1,0.175,882,0.734779
rand-2-40-180-84-900-57_ext.xml.minion.gz,1,84,0.107692,40,40,40,0.05,0.05,84,0.075,4.2,0.105,0.127024,0.1,0.15,870,0.734779
rand-2-40-180-84-900-59_ext.xml.minion.gz,1,84,0.107692,40,40,40,0.05,0.05,84,0.075,4.2,0.105,0.092857,0.1,0.175,874,0.734779
rand-2-40-180-84-900-5_ext.xml.minion.gz,1,84,0.107692,40,40,40,0.05,0.05,84,0.075,4.2,0.105,0.049306,0.1,0.175,872,0.734779
rand-2-40-180-84-900-61_ext.xml.minion.gz,1,84,0.107692,40,40,40,0.05,0.05,84,0.075,4.2,0.105,0.079524,0.1,0.125,873,0.734779
rand-2-40-180-84-900-63_ext.xml.minion.gz,1,84,0.107692,40,40,40,0.05,0.05,84,0.075,4.2,0.105,0.082738,0.1,0.175,876,0.734779
rand-2-40-180-84-900-65_ext.xml.minion.gz,1,84,0.107692,40,40,40,0.05,0.05,84,0.075,4.2,0.105,0.093571,0.1,0.15,875,0.734779
rand-2-40-180-84-900-67_ext.xml.minion.gz,1,84,0.107692,40,40,40,0.05,0.05,84,0.075,4.2,0.105,0.11631,0.1,0.175,883,0.734779
rand-2-40-180-84-900-69_ext.xml.minion.gz,1,84,0.107692,40,40,40,0.05,0.05,84,0.075,4.2,0.105,0.093095,0.1,0.225,881,0.734779
rand-2-40-180-84-900-71_ext.xml.minion.gz,1,84,0.107692,40,40,40,0.05,0.05,84,0.075,4.2,0.105,0.076607,0.1,0.2,880,0.734779
rand-2-40-180-84-900-73_ext.xml.minion.gz,1,84,0.107692,40,40,40,0.05,0.05,84,0.075,4.2,0.105,0.060278,0.1,0.175,871,0.734779
rand-2-40-180-84-900-75_ext.xml.minion.gz,1,84,0.107692,40,40,40,0.05,0.05,84,0.075,4.2,0.105,0.047262,0.1,0.175,876,0.734779
rand-2-40-180-84-900-77_ext.xml.minion.gz,1,84,0.107692,40,40,40,0.05,0.05,84,0.075,4.2,0.105,0.146012,0.1,0.15,871,0.734779
rand-2-40-180-84-900-79_ext.xml.minion.gz,1,84,0.107692,40,40,40,0.05,0.05,84,0.075,4.2,0.105,0.063571,0.125,0.175,877,0.734779
rand-2-40-180-84-900-7_ext.xml.minion.gz,1,84,0.107692,40,40,40,0.05,0.05,84,0.075,4.2,0.105,0.128095,0.1,0.15,878,0.734779
rand-2-40-180-84-900-9_ext.xml.minion.gz,1,84,0.107692,40,40,40,0.05,0.05,84,0.075,4.2,0.105,0.051885,0.1,0.2,882,0.734779
rand-2-40-19-443-230-11_ext.xml.minion.gz,1,338,0.433333,40,40,40,0.05,0.05,338,0.3,16.9,0.4225,0.431942,0.425,0.5,198,0.715085
rand-2-40-19-443-230-13_ext.xml.minion.gz,1,342,0.438462,40,40,40,0.05,0.05,342,0.325,17.1,0.4275,0.428431,0.425,0.5,190,0.714586
rand-2-40-19-443-230-15_ext.xml.minion.gz,1,333,0.426923,40,40,40,0.05,0.05,333,0.3,16.65,0.41625,0.447875,0.425,0.525,203,0.715725
rand-2-40-19-443-230-17_ext.xml.minion.gz,1,348,0.446154,40,40,40,0.05,0.05,348,0.325,17.4,0.435,0.448979,0.45,0.5,196,0.703886
rand-2-40-19-443-230-19_ext.xml.minion.gz,1,335,0.429487,40,40,40,0.05,0.05,335,0.3,16.75,0.41875,0.438339,0.4,0.525,197,0.718812
rand-2-40-19-443-230-1_ext.xml.minion.gz,1,346,0.44359,40,40,40,0.05,0.05,346,0.325,17.3,0.4325,0.445879,0.425,0.5,188,0.710798
rand-2-40-19-443-230-21_ext.xml.minion.gz,1,332,0.425641,40,40,40,0.05,0.05,332,0.325,16.6,0.415,0.414869,0.4125,0.475,193,0.719225
rand-2-40-19-443-230-23_ext.xml.minion.gz,1,333,0.426923,40,40,40,0.05,0.05,333,0.325,16.65,0.41625,0.418495,0.4,0.55,195,0.724046
rand-2-40-19-443-230-25_ext.xml.minion.gz,1,339,0.434615,40,40,40,0.05,0.05,339,0.325,16.95,0.42375,0.440464,0.425,0.475,192,0.718272
rand-2-40-19-443-230-27_ext.xml.minion.gz,1,338,0.433333,40,40,40,0.05,0.05,338,0.3,16.9,0.4225,0.431325,0.425,0.475,194,0.729689
rand-2-40-19-443-230-29_ext.xml.minion.gz,1,330,0.423077,40,40,40,0.05,0.05,330,0.325,16.5,0.4125,0.426352,0.4,0.525,190,0.724499
rand-2-40-19-443-230-31_ext.xml.minion.gz,1,330,0.423077,40,40,40,0.05,0.05,330,0.325,16.5,0.4125,0.417719,0.4,0.475,187,0.716117
rand-2-40-19-443-230-33_ext.xml.minion.gz,1,333,0.426923,40,40,40,0.05,0.05,333,0.325,16.65,0.41625,0.415204,0.425,0.45,197,0.715725
rand-2-40-19-443-230-35_ext.xml.minion.gz,1,343,0.439744,40,40,40,0.05,0.05,343,0.325,17.15,0.42875,0.429132,0.425,0.45,195,0.707775
rand-2-40-19-443-230-37_ext.xml.minion.gz,1,336,0.430769,40,40,40,0.05,0.05,336,0.3,16.8,0.42,0.418381,0.425,0.525,198,0.713654
rand-2-40-19-443-230-39_ext.xml.minion.gz,1,351,0.45,40,40,40,0.05,0.05,351,0.325,17.55,0.43875,0.445852,0.425,0.425,196,0.706941
rand-2-40-19-443-230-3_ext.xml.minion.gz,1,340,0.435897,40,40,40,0.05,0.05,340,0.325,17,0.425,0.435949,0.425,0.5,197,0.711487
rand-2-40-19-443-230-41_ext.xml.minion.gz,1,339,0.434615,40,40,40,0.05,0.05,339,0.3,16.95,0.42375,0.445936,0.425,0.575,187,0.713287
rand-2-40-19-443-230-43_ext.xml.minion.gz,1,340,0.435897,40,40,40,0.05,0.05,340,0.325,17,0.425,0.436515,0.425,0.55,198,0.713166
rand-2-40-19-443-230-45_ext.xml.minion.gz,1,346,0.44359,40,40,40,0.05,0.05,346,0.325,17.3,0.4325,0.448461,0.425,0.475,197,0.714096
rand-2-40-19-443-230-47_ext.xml.minion.gz,1,348,0.446154,40,40,40,0.05,0.05,348,0.325,17.4,0.435,0.442804,0.45,0.5,194,0.713855
rand-2-40-19-443-230-49_ext.xml.minion.gz,1,348,0.446154,40,40,40,0.05,0.05,348,0.35,17.4,0.435,0.443194,0.4125,0.5,197,0.710573
