@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE c_avg_dom_cons NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE d_ratio_array_cons NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE gr_avg_deg_vg NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE c_max_dom_cons NUMERIC
@ATTRIBUTE c_ent_domdeg_cons NUMERIC
@ATTRIBUTE v_ent_deg_vars NUMERIC
@ATTRIBUTE v_ent_dom_vars NUMERIC
@ATTRIBUTE d_bool_vars NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE d_int_cons NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE v_sum_domdeg_vars NUMERIC
@ATTRIBUTE v_ent_domdeg_vars NUMERIC
@ATTRIBUTE c_cv_dom_cons NUMERIC
@ATTRIBUTE d_array_cons NUMERIC
@ATTRIBUTE v_intro_vars NUMERIC
@ATTRIBUTE v_def_vars NUMERIC
@ATTRIBUTE gr_ent_deg_vg NUMERIC
@ATTRIBUTE c_avg_deg_cons NUMERIC
@ATTRIBUTE c_logprod_deg_cons NUMERIC

@DATA
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03200_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex06800_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03960_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex05240_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex05420_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex02980_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex04520_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
solbat/sb.mzn_AND_solbat/sb_15_15_6_3.dzn,1,0.221319,0.307443,1.217971,0.821038,0.692557,0.955829,3.464592,2.286789,3.277699,1.219773,24025,0.320803,2.551231,61.669522,2.181327,232.820179,0.826778,1.063344,0.189701,7276,0.342197,2832,7.820179,10041.93704,0.613334,2.112893,4105,9921,9921,3.841399,2.844561,16648.810361
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex02420_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03940_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex02820_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03520_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03380_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03420_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex02300_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex02940_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
solbat/sb.mzn_AND_solbat/sb_15_15_6_0.dzn,1,0.221319,0.307443,1.217971,0.821038,0.692557,0.955829,3.464592,2.286789,3.277699,1.219773,24025,0.320803,2.551231,61.669522,2.181327,232.820179,0.826778,1.063344,0.189701,7276,0.342197,2832,7.820179,10041.93704,0.613334,2.112893,4105,9921,9921,3.841399,2.844561,16648.810361
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03500_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex02160_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex05380_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
solbat/sb.mzn_AND_solbat/sb_15_15_7_1.dzn,1,0.212417,0.309524,1.207405,0.828222,0.690476,0.956507,3.564096,2.272768,3.367432,1.210858,25105,0.334108,2.503585,62.487416,2.267768,232.820179,0.808596,1.054681,0.182392,7627,0.339546,2833,7.820179,10565.573692,0.594153,2.080205,4456,10461,10461,3.991455,2.951863,17783.754566
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex05140_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex05320_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex20100_2600_100.dzn,1,0.777411,0.260695,1.417447,0.705494,0.739305,924131.801554,3.166778,5213905.48262,29.928888,14.831837,15600005204,0.222589,1.684012,7.308824,2.483394,485.069935,1.779944,0.387949,0.827794,2212,0.599964,3297,24.253497,2765002350.25,1.148711,1.400421,944,2212,2212,2.500315,2.234143,4108.421562
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex04700_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex02120_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex04220_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex05580_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
solbat/sb.mzn_AND_solbat/sb_15_15_6_2.dzn,1,0.221319,0.307443,1.217971,0.821038,0.692557,0.955829,3.464592,2.286789,3.277699,1.219773,24025,0.320803,2.551231,61.669522,2.181327,232.820179,0.826778,1.063344,0.189701,7276,0.342197,2832,7.820179,10041.93704,0.613334,2.112893,4105,9921,9921,3.841399,2.844561,16648.810361
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex02920_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03720_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex02200_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex05080_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex02340_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03440_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex06680_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex05400_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex04880_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex04180_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03260_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex02720_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03680_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex02520_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex02680_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex02900_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex04340_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex06740_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex04240_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex05720_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
solbat/sb.mzn_AND_solbat/sb_15_15_7_2.dzn,1,0.212417,0.309524,1.207405,0.828222,0.690476,0.956507,3.564096,2.272768,3.367432,1.210858,25105,0.334108,2.503585,62.487416,2.267768,232.820179,0.808596,1.054681,0.182392,7627,0.339546,2833,7.820179,10565.573692,0.594153,2.080205,4456,10461,10461,3.991455,2.951863,17783.754566
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03840_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03900_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03920_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex04260_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex05840_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex06660_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex05360_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex15000_2600_100.dzn,1,0.777411,0.260695,1.417447,0.705494,0.739305,924131.801554,3.166778,5213905.48262,29.928888,14.831837,15600005204,0.222589,1.684012,7.308824,2.483394,485.069935,1.779944,0.387949,0.827794,2212,0.599964,3297,24.253497,2765002350.25,1.148711,1.400421,944,2212,2212,2.500315,2.234143,4108.421562
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex04540_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex06540_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex02380_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex04740_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex05100_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex05800_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex06640_2400_100.dzn,1,0.78682,0.279883,1.474733,0.678089,0.720117,1033366.499028,3.226433,5597669.358601,30.352505,15.301986,11520003540,0.21318,1.604031,6.685131,2.444108,388.055948,1.767559,0.442076,0.855292,1482,0.583647,2388,24.253497,2126668255,1.220351,1.277705,647,1482,1482,2.442019,2.187809,2845.042176
