@RELATION 'FEATURE_VALUES-SAT11-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC

@DATA
./SAT03/handmade/gomes/bqwh/bqwh.60.1152.shuffled-as.sat03-1650.cnf,1,0.9532,0.713,0.7851,0.4767,0.4565,0.0803,0.649,0.955,0.7338,0.0005,2.6307,294.556,2.848,186.636,0,0.1742,0.0019,0.8136,27.0885,21.1356,36,0.1601,28.1515,3.7458,72812,23.5873,72812,0.8269,72.4,20.1139,15.0746,0.4645
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1150c84314g7.cnf,1,0.0203,0.3379,0.0174,0.4113,0.2788,0.9369,0.6902,0.0205,0.0131,0.0444,2.6207,9.8629,13.4842,5.971,0.2347,0.4565,0.054,0.4159,13.9981,12.9027,16.1796,0.0006,15.0387,9.5469,96618,13.9003,146535,0.3005,16.8637,12.5008,9.8761,0.3684
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q505.75-n35-p30-s59841049.cnf,1,0.9742,0.9742,0.8796,2.1832,0.8801,0.0253,0.9563,0.9742,0.8639,0.0035,2.8969,364.852,51.6619,16.6618,0.0278,1.858,0.0571,0.8962,83.3543,76.4333,93.3214,0.832,93.3214,43.9585,147105,89.9881,148400,0.8992,93.3214,73.6742,73.6742,1.3576
./SAT09/CRAFTED/modcircuits/mod3block_2vars_11gates_u2_autoenc.cnf,1,0.9725,0.9725,0.879,1.7007,0.8987,0.0238,0.9596,0.9725,0.8652,0.0086,2.7913,6.7953,25.0503,10.2306,0.0455,14.0629,0.0952,0.891,54.5767,48.266,64.3721,0.8389,57.5667,24.0516,24913,53.0811,25396,0.8913,70.3538,48.1419,46.429,0.9593
./SAT09/CRAFTED/edgematching/compact/em_7_3_6_cmp.cnf,1,0.2051,0.698,0.6406,0.5989,0.1271,0.4244,0.634,0.8122,0.1091,0.0099,2.6643,19.3266,1.5776,19.7369,0.0055,0.216,0.0171,0.71,20.3294,16.7072,28.4135,0.0045,23.3481,0.9042,11563,18.8098,11563,0.8354,34.4604,14.0307,12.5036,0.1555
./SAT11/crafted/spence/sgen/sgen3-n130-s30940966-unsat.cnf,1,0,0.5072,0.0033,0,0.8016,1.7615,0.9599,1,0.001,0.0435,0.2274,1.1078,0.7671,2.7011,0,0.5343,0.0226,0.0353,21.2634,20.0839,23.7133,0,21.6007,0.4579,276,21.2852,276,0.0146,23.7133,19.0545,19.0545,0.0304
./SAT04/handmade/andrew/composite/Composite-024BitPrimes-1.used-as.sat04-861.cnf,1,0.104,0.3576,0.1712,0.2366,0.1505,0.6159,0.4805,0.2202,0.1563,0.045,1.119,72.9698,0.8,66.1741,0.1365,0.2388,0.0047,0.5539,34.9264,35.4696,37.5572,0.0034,37.5572,0.4368,10087,37.1414,11158,0.7183,37.5572,29.5374,29.5374,0.1491
./SAT11/crafted/skvortsov/automata-synchronization/rnd_100_27_s.cnf,1,0.2415,0.5526,0.0756,0.9928,0.1206,0.9193,0.499,0.5521,0.0283,0.2471,2.1954,16.3016,1.3709,14.0239,1.8421,0.2026,0.0289,0.2752,16.9642,15.7147,21.9515,0.0003,18.7361,0.3977,5950,16.0341,10377,0.2055,21.9515,14.9793,14.9793,0.0787
./SAT11/crafted/spence/sgen/sgen3-n180-s34713902-sat.cnf,1,0.8333,0.6713,0.5832,0.4472,0.6788,0.0001,0.8349,0.8333,0.5831,0.0139,0,3.708,1.1278,6.4189,0,0.2429,0.0278,0.5832,33.3541,32.0081,37.3144,0.5831,35.2104,0.6079,432,33.3253,432,0.5832,37.3144,29.6164,29.6164,0.0066
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p15-s59317012.cnf,1,0.962,0.962,0.8591,1.9397,0.8803,0.0268,0.9519,0.962,0.843,0.0046,3.1807,29.3121,41.4118,18.1284,0.0347,0.0955,0.0718,0.8708,68.7286,60.607,83.6955,0.7394,83.6955,45.5226,81400,72.6622,82294,0.8754,83.6955,57.9496,57.9496,1.2444
./SAT03/handmade/anton/UNSAT/SGI_30_80_28_70_8-dir.shuffled-as.sat03-215.cnf,1,0.9797,0.7483,0.8884,1.9141,0.9308,0.0242,0.978,0.9797,0.8732,0.0055,2.8978,9.0903,40.1438,9.6503,0.0345,0.0955,0.0714,0.907,87.0601,86.7222,112.3763,0.8589,112.3763,31.5407,71848,87.2537,72688,0.9135,112.3763,61.888,61.888,1.3776
./SAT11/crafted/mosoi/289/289-sat-7x6.cnf,1,0.0909,0.7727,0.5993,0.6205,0.9998,0,1,0.0909,0.5993,0.0447,0,0,3.2192,0,0.3333,0,0.0952,0.5993,0,0,0,0.5992,0,3.2254,1386,0,1554,0.5993,0,0,0,0
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q918.75-n50-p30-s52376212.cnf,1,0.9855,0.9855,0.9743,2.4659,0.8806,0.0601,0.9306,0.9855,0.9493,0.0016,3.2003,6885.9,94.8668,41.0714,0.02,0.1247,0.0408,0.9762,111.8842,99.6667,149.3404,0.0942,119.125,106.152,580131,106.0179,582679,0.9935,149.3404,86.5327,86.5327,1.5597
./SAT03/handmade/anton/UNSAT/SGI_30_70_27_50_3-dir.shuffled-as.sat03-169.cnf,1,0.9798,0.7508,0.8942,1.9099,0.8884,0.018,0.9462,0.9798,0.8817,0.0057,3.1132,11.8442,39.9959,44.2013,0.0345,9.9717,0.0741,0.9039,74.6724,72.2411,78.8059,0.848,76.037,41.3569,67460,75.3163,68270,0.9059,80.8254,70.5017,68.7101,0.3368
./SAT03/handmade/anton/UNSAT/SGI_30_70_15_90_1-dir.shuffled-as.sat03-136.cnf,1,0.9723,0.7269,0.8895,1.8311,0.9643,0.0203,0.9826,0.9723,0.8816,0.009,2.8225,2.4321,36.1181,7.0886,0.0345,13.0641,0.1333,0.9037,100.629,82.1311,139.8061,0.8698,139.8061,30.3554,31512,119.633,31962,0.9039,139.8061,60.9457,60.9457,0.8272
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p30-s67876261.cnf,1,0.9772,0.9772,0.8835,2.3039,0.8917,0.0374,0.9564,0.9772,0.8561,0.0029,3.3837,21.8039,61.7148,1091.88,0.0251,6.452,0.0514,0.9003,98.0937,86.0426,120.516,0.766,108.375,60.9642,211251,102.6667,212885,0.9053,120.516,80.6255,79.7544,1.7532
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1375c111739g6.cnf,1,0.0236,0.4588,0.0003,0.3084,0.2863,1.2961,0.8424,0.0236,0.0001,0.0807,1.5106,12.7195,15.0293,8.2423,0.5856,0.3831,0.0552,0.3005,20.3644,18.5427,24.263,0,22.834,14.9912,53231,20.9361,118394,0.0764,24.263,15.9327,15.9327,0.1756
./SAT11/crafted/mosoi/289/289-unsat-14x34.cnf,1,0.0069,0.7517,0.3263,0.5807,0.6057,0.1553,0.6509,0.0069,0.314,0.0042,0,253.591,20.2505,285.211,0.3333,0.6413,0.0084,0.3498,30.681,29.0075,32.3426,0.0046,31.7579,15.2414,205632,31.03,207536,0.3542,35.8509,28.5201,27.1445,0.9679
./SAT02/handmade/simon/satex-challenges/f600.shuffled.cnf,1,0,0.5262,0.2135,0.0527,0.3172,0.5608,0.5474,0.9752,0.1135,0.0099,3.3924,14.6103,0.9037,18.2723,0.0204,0.426,0.0085,0.4124,33.2907,30.6762,39.0994,0.0013,35.7598,0.3157,2537,32.1927,2550,0.4024,39.0994,30.5214,30.5214,0.0177
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v945c61409g3.cnf,1,0.932,0.932,0.7942,1.4728,0.8194,0.0193,0.9193,0.932,0.7848,0.0056,2.8704,56.6402,27.8905,14.8773,0.05,0.175,0.0433,0.8049,81,80.2119,81.7881,0.7687,81.7881,32.1558,60464,81.7881,61409,0.8049,81.7881,80.2119,80.2119,0.8866
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-230-3.shuffled-as.sat05-2505.cnf,1,0,0.2633,0.0032,0.1374,0.2153,1.5117,0.5099,0,0.0004,0.0257,0.7809,25.4923,1.5766,25.2627,0,0.1401,0.0184,0.0395,29.3885,30.2928,36.0594,0,33.6694,1.0198,2332,32.7262,2332,0.0139,36.0594,8.3323,8.3323,0.3559
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-6_2071.cnf,1,0,0.1004,0.3465,0.518,0.3881,0.4989,0.5309,0.5344,0.1487,0.0114,3.9728,58.8889,7.3162,56.1184,0.5753,0.6314,0.0114,0.5754,32.5177,29.7064,42.5749,0.0003,31.2816,3.6188,88301,30.8787,158884,0.6006,46.2862,28.5506,28.3547,0.4055
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2400c266431g3.cnf,1,0.935,0.935,0.799,1.4697,0.746,0.0194,0.9192,0.935,0.7895,0.0055,2.7927,27.7963,27.2878,17.2473,0.05,1.7082,0.0433,0.8092,59.1435,47.8174,86.0404,0.7628,78.5671,31.7811,60159,50.9157,61409,0.8091,86.0404,41.139,41.139,0.7931
./SAT11/crafted/skvortsov/battleship/battleship-8-15-sat.cnf,1,0.8678,0.8678,0.7821,1.1841,0.9026,0,0.9352,0.8678,0.7821,0.031,0,0.4731,2.0881,1.314,0,0.5661,0.125,0.7821,0,0,0,0.7821,0,1.6108,484,0,484,0.7821,0,0,0,0
./SAT11/crafted/skvortsov/battleship/battleship-14-26-sat.cnf,1,0.9235,0.9235,0.8576,1.663,0.9133,0,0.9309,0.9235,0.8576,0.0105,0,2.0751,3.1342,3.0925,0,3.0013,0.0714,0.8576,132.9823,132.982,132.9826,0.8576,132.9826,2.4473,2562,132.9826,2562,0.8576,132.9826,132.982,132.982,0.0071
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_3900_3900_220.shuffled.cnf,1,0,0.1911,0.0098,0.0431,0.5613,0.8221,0.7223,0.0006,0.0024,0.0227,0.8816,6.9131,1.1968,8.5144,0,0.3406,0.0227,0.0235,44.8123,43.8499,46.2724,0.0001,45.7533,0.6477,3432,44.6987,3432,0.0192,46.2724,43.7532,43.7532,0.0393
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v2400c266431g9.cnf,1,0.9534,0.9534,0.85,1.8777,0.8431,0.1853,0.8934,0.9534,0.6877,0.0021,2.625,163.536,44.148,30.05,0.0323,0.3541,0.0262,0.8477,77.0387,73.4128,79.604,0.1451,78.8261,56.0238,264031,77.3276,266431,0.8978,112.55,65.9646,59.4113,0.2905
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q742.5-n45-p15-s28972035.cnf,1,0.9787,0.9787,0.863,2.3189,0.8938,0.1398,0.9431,0.9787,0.7108,0.002,2.9191,367.591,86.8379,48.5625,0.0232,0.1256,0.0474,0.8765,90.7863,88.9077,107.25,0.3765,106.1359,100.697,407186,91.2344,409171,0.9204,107.25,71.067,71.067,1.4709
./SAT04/handmade/kexu/frb-0.6/frb75-13-2.used-as.sat04-878.cnf,1,0.899,0.899,0.7183,1.0872,0.595,0.0442,0.8453,0.899,0.7006,0.006,3.1317,38.0049,13.9961,21.908,0.0833,0.1869,0.0256,0.7422,39.3412,34.2316,59.9943,0.659,44.9173,16.2065,33196,39.5772,34275,0.7424,59.9943,27.5694,27.5694,0.6295
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_507.cnf,1,0.0098,0.073,0.6805,1.1667,0.6712,0.0921,0.8191,0.927,0.6677,0.0234,3.5623,25.1441,27.8847,18.9212,0,4.1296,0.0906,0.7211,44.8154,44.3904,45.2403,0.6365,45.2403,30.9129,34289,45.2403,34289,0.7013,45.2403,44.3904,44.3904,0.0191
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v1820c171155g5.cnf,1,0.9474,0.9474,0.8037,1.7418,0.8349,0.0421,0.9416,0.9474,0.7782,0.0027,2.6752,43.8333,40.591,258.667,0.037,5.6891,0.0302,0.828,66.8732,59.8613,86.4242,0.7176,67.3953,46.979,169335,62.4348,171155,0.831,106.7667,58.1702,58,0.3189
./SAT03/handmade/anton/UNSAT/SGI_30_60_28_40_7-log.shuffled-as.sat03-127.cnf,1,0,0.0108,0.0793,0.0155,0.5359,0.4027,0.6233,0,0.0468,0.0972,1.7102,10.5,1.3847,11.2556,0,0.2247,0.0714,0.1178,19.1973,18.6471,20.8818,0.0412,19.653,0.7819,58376,18.7282,58376,0.1324,20.8818,18.3231,18.3231,0.1258
./SAT11/crafted/mosoi/289/289-unsat-14x38.cnf,1,0.0062,0.7515,0.3114,0.5803,0.5788,0.1558,0.6277,0.0062,0.2999,0.0037,0,342.6,22.0749,346,0.3333,0.0253,0.0075,0.3396,32.045,28.7243,37.5557,0.0043,36.4672,18.2245,257488,30.4337,259616,0.3405,37.5557,28.154,28.154,0.8693
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-5-5_34308.cnf,1,0,0.5,0,0,0.3409,0,0.3462,0,0,0.0004,0,3073.5,0.9995,1968,0,0,0.0001,0,89.0583,64.6667,141.5,0,116,1.4417,708168,71.6,708168,0,155,54.375,47.8,0.6716
./SAT02/handmade/zhang-lintao/xor-chain/x1_80.shuffled.cnf,1,0,0.3339,0,0.0858,0.9798,0,0.9978,0.1266,0,0.0253,0,1.0464,1.0815,3.0502,0.4167,0.6593,0.0238,0,31.6565,28.9112,38.8774,0,36.0205,0.7377,632,30.6857,634,0,38.8774,26.6047,26.1054,0.1213
./SAT11/crafted/spence/sgen/sgen3-n150-s89334302-unsat.cnf,1,0,0.5,0.0033,0,0.799,1.682,0.9613,1,0.0012,0.0285,0.2415,1.1066,0.7227,2.7662,0,0.5482,0.0196,0.031,21.841,21.1119,25.0658,0.0001,21.7552,0.426,316,21.351,316,0.0121,25.0658,20.31,20.31,0.0507
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g9.cnf,1,0.926,0.926,0.7805,1.3894,0.8242,0.0198,0.9343,0.926,0.7713,0.0069,2.8324,27.0925,24.2802,14.9565,0.0556,3.0278,0.0486,0.7912,59.7482,48.8493,82.8567,0.7463,66.7435,28.427,42889,57.7045,43649,0.7908,82.8567,45.4611,45.4611,0.9599
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf,1,0.9824,0.9824,0.896,2.2384,0.9206,0.0341,0.9807,0.9824,0.8699,0.0023,3.3761,28.641,72.3544,1554.67,0.0249,5.6544,0.051,0.9118,83.5271,74.5537,100.6957,0.8031,89.64,68.3338,254389,86.8261,256038,0.9152,100.6957,71.4644,68.9669,0.9432
./SAT11/crafted/spence/sgen/sgen3-n180-s33098896-unsat.cnf,1,0,0.5376,0.0027,0,0.7838,1.8056,0.9624,1,0.0009,0.0242,0.2137,1.1284,0.6674,2.7727,0,0.573,0.0166,0.0271,24.8743,22.5579,31.4966,0,24.5514,0.3967,372,23.7544,372,0.0098,31.4966,22.4748,22.1561,0.0726
./SAT11/crafted/manthey/sudoku-single-hard/sudoku_81x81_unknown.cnf,1,0.9658,0.9647,0.8182,0.5154,0.0843,0.0916,0.3438,0.968,0.7566,0.0003,3.1617,811.4,6.5932,936.6,0,0.0791,0.0015,0.8441,15.0276,12.1111,20.9548,0.028,18.2261,1.9607,284829,16.2948,284829,0.8629,30.8462,7.1429,4,1.225
./SAT03/handmade/anton/UNSAT/SGI_30_70_15_90_1-log.shuffled-as.sat03-137.cnf,1,0,0.0107,0.0264,0.0172,0.6165,0.809,0.7248,0,0.0017,0.1442,1.4595,4.4525,1.946,5.3724,0,0.2406,0.1333,0.1226,19.2905,18.3687,23.4867,0.0004,20.0795,1.172,25452,18.8656,25452,0.1475,23.4867,17.3901,17.3901,0.105
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes5.cnf,1,0.9252,0.9252,0.7788,1.3906,0.8202,0.0197,0.9206,0.9252,0.7698,0.0063,2.7815,25.0514,24.5001,12.6667,0.0556,0.2013,0.0486,0.79,57.5772,48.464,71.827,0.7454,67.6874,28.6976,42889,52.6025,43649,0.7899,72.1275,46.4618,45.1425,0.7253
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-4_511.cnf,1,0,0.5,0,0,0.344,0,0.4786,0,0,0.0138,0,18.2654,1.0373,21.7803,0,0.2333,0.0079,0,29.9583,28.8949,32.7683,0,31.8975,0.3731,4478,29.1333,4478,0,32.7683,27.9644,27.9644,0.0169
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1504.5-n60-p15-s80450670.cnf,1,0.9843,0.9843,0.9797,2.677,0.9236,0.0537,0.9629,0.9843,0.9641,0.0012,3.3562,3650.67,141.382,17107.2,0.0174,2.8186,0.0354,0.9809,105.4726,87.8,135.2222,0.2064,118.1111,146.78,970955,106.4444,974465,0.9938,138.8571,83,75.375,0.7785
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes8.cnf,1,0.9258,0.9258,0.7805,1.3926,0.8223,0.02,0.9343,0.9258,0.7702,0.0061,2.8374,22.1683,24.2421,49.6294,0.0556,13.1308,0.0486,0.7908,49.3719,46.5436,54.6644,0.7434,50.7221,28.4488,42889,47.4171,43649,0.7903,67.1581,44.7418,42.3344,1.3824
./SAT11/crafted/skvortsov/battleship/battleship-10-17-sat.cnf,1,0.8844,0.8844,0.8147,1.2845,0.8884,0,0.9121,0.8844,0.8147,0.022,0,1.5387,2.4561,2.4871,0,0.3175,0.1,0.8147,67.7621,67.1763,69.3069,0.8147,69.3069,1.9042,865,68.4646,865,0.8147,69.3069,66.1004,66.1004,0.004
./SAT05/crafted/sabharwal05/counting/php/unsat/harder/php-020-019.shuffled-as.sat05-1190.cnf,1,0.897,0.6632,0.8846,1.4088,0.9142,0.0045,0.9396,0.897,0.88,0.0105,0,1,4.5762,1.2808,0.0556,9.9459,0.1,0.8845,78.2146,61.4895,89.0019,0.8749,89.0019,4.7498,3610,84.1525,3630,0.8847,89.0019,61.4895,61.4895,0.0132
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes10.cnf,1,0.9322,0.9322,0.7945,1.4782,0.8191,0.0186,0.937,0.9322,0.7858,0.0051,2.8278,27.4315,26.9294,93.8012,0.05,11.0332,0.0433,0.8049,65.494,55.7685,81.5378,0.769,75.9308,31.9688,60464,59.0286,61409,0.8043,91.9697,54.0882,51.2383,0.9379
./SAT04/handmade/anton/l5k3/lksat-n1100-m4103-k3-l5-s558351420.used-as.sat04-934.cnf,1,0.0053,0.4777,0.1848,0.1208,0.1082,0.6238,0.3542,0.8925,0.0775,0.0092,3.4575,23.8656,0.7752,24.5913,0.1939,0.2982,0.0066,0.3887,29.0122,28.0805,32.6405,0.0004,31.011,0.2326,3795,29.318,4103,0.3799,32.6405,23.8517,23.8517,0.1729
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_462.cnf,1,0.0027,0.08,0.6662,1.1401,0.6992,0.0955,0.8216,0.92,0.6562,0.026,3.3377,20.1135,25.538,13.3454,0,0.272,0.0952,0.7115,55.0988,47.6273,59.1153,0.646,59.1153,29.008,28738,58.5537,28738,0.693,59.1153,47.6273,47.6273,0.0451
./SAT11/crafted/mosoi/289/289-unsat-21x33.cnf,1,0.0047,0.7512,0.1834,0.5796,0.5435,0.5254,0.5843,0.0047,0.1481,0.0029,0,1803.81,27.4735,721.308,0.3333,0.0081,0.0058,0.2623,35.1401,30.1651,43.2071,0.0862,39.0376,34.6561,445599,33.2317,448371,0.2176,43.2071,30.059,30.059,0.7822
./SAT11/crafted/mosoi/289/289-unsat-17x30.cnf,1,0.0064,0.7516,0.3164,0.5804,0.6037,0.1556,0.6464,0.0064,0.3048,0.0039,0,313.028,20.1738,310.733,0.3333,0.0115,0.0078,0.3425,29.8876,28.7399,32.3299,0.0044,31.0494,17.7417,238170,29.7138,240210,0.3447,33.5623,27.6741,26.9004,1.0304
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-240-2.shuffled-as.sat05-2519.cnf,1,0,0.266,0.0033,0.1328,0.211,1.5449,0.5008,0,0.0006,0.0337,0.6363,26.639,1.5787,26.4392,0,0.1377,0.0178,0.0371,30.0259,28.8964,43.8583,0,32.7607,1.0254,2376,31.0028,2376,0.0126,43.8583,4.7791,4.7791,0.4213
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p30-s25693430.cnf,1,0.9747,0.9747,0.8884,2.0143,0.8775,0.0201,0.9546,0.9747,0.8745,0.0045,3.2238,135.818,42.2892,46.7153,0.0325,9.1973,0.0672,0.899,71.4419,63.0165,83.9492,0.8526,75.5476,42.0517,83857,66.5315,84809,0.8996,110.3305,62.1178,61.7671,0.3299
./SAT11/crafted/skvortsov/battleship/battleship-7-13-sat.cnf,1,0.8478,0.8478,0.7592,1.0754,0.9008,0,0.9324,0.8478,0.7592,0.0404,0,0.291,1.8976,1.2777,0,0.5283,0.1429,0.7592,0,0,0,0.7592,0,1.4121,322,0,322,0.7592,0,0,0,0
./SAT09/CRAFTED/ramseycube/Q3inK10.cnf,1,0,0.5,0,0,0.9954,0,0.9983,0,0,0.2667,0,0,6.8622,0.0018,0,23.8956,0.2667,0,0,0,0,0,0,7.0992,75600,0,75600,0,0,0,0,0
./SAT02/handmade/zhang-lintao/xor-chain/x1_40.shuffled.cnf,1,0,0.3074,0,0.0885,0.9868,0,0.9978,0.1351,0,0.0541,0,1.0246,1.4077,2.403,0.4937,0.6225,0.0506,0,16.808,15.5162,20.7388,0,16.8501,1.0317,296,15.823,314,0,23.4901,15.4978,15.2993,0.2291
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v2400c266431g6.cnf,1,0.9533,0.9533,0.8498,1.8814,0.8404,0.1897,0.9042,0.9533,0.6638,0.0022,2.5929,765.909,44.9314,29.8182,0.0323,0.2786,0.0262,0.847,88.0179,81.5424,102.5278,0.1461,94.7619,56.4598,264031,86.8868,266431,0.8993,102.5278,76.6151,76.6151,0.706
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v945c61409gyes5.cnf,1,0.9549,0.9549,0.8042,1.8737,0.7866,0.0808,0.8878,0.9549,0.7334,0.0023,2.6368,59.7429,46.5878,31.0909,0.0323,0.4932,0.0262,0.8378,66.4641,58.9293,83.9063,0.6052,77.68,55.389,263300,62.7456,266431,0.8575,86.5517,56.6163,56.3406,0.3677
./SAT03/handmade/anton/UNSAT/SGI_30_60_24_40_2-log.shuffled-as.sat03-119.cnf,1,0,0.0094,0.1008,0.0158,0.5393,0.401,0.6874,0,0.0857,0.1134,1.899,8.04,1.5264,9.0305,0,0.1635,0.0833,0.1415,19.5421,17.6555,23.5296,0.0819,23.5244,0.8114,48342,17.6818,48342,0.1137,23.5296,17.3237,17.3237,0.1263
./SAT11/crafted/mosoi/289/289-sat-5x8.cnf,1,0.0968,0.7742,0.5946,0.6232,0.9999,0,1,0.0968,0.5946,0.0468,0,0,3.1003,0,0.3333,0,0.1,0.5946,0,0,0,0.5946,0,3.1078,1240,0,1400,0.5946,0,0,0,0
./SAT11/crafted/skvortsov/battleship/battleship-24-57-sat.cnf,1,0.9647,0.9647,0.9062,2.575,0.9549,0.0001,0.9664,0.9647,0.9062,0.0029,0,0.0864,5.0102,0.439,0,10.5967,0.0417,0.9062,0,0,0,0.9062,0,4.2083,16308,0,16308,0.9062,0,0,0,0
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-250-3.shuffled-as.sat05-2535.cnf,1,0,0.2701,0.006,0.1386,0.2063,1.4518,0.5122,0,0.0005,0.0241,0.7654,27.5746,1.5742,27.4687,0,0.1338,0.017,0.04,29.3507,29.3951,37.4289,0,33.8108,0.9992,2492,31.1272,2492,0.0189,37.4289,4.7704,4.7704,0.3792
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_528.cnf,1,0,0.0636,0.4881,0.4064,0.3468,0.4128,0.5877,0.6819,0.2054,0.0256,3.8062,14.5495,4.1236,17.021,0.2459,0.2769,0.0284,0.6768,22.3049,21.7005,23.2073,0.0054,22.9875,1.9777,10467,22.5627,12692,0.8107,23.2073,21.5521,21.5521,0.0129
./SAT04/handmade/marijn/equilarge-l/equilarge_l4.used-as.sat04-896.cnf,1,0.0761,0.5094,0,0.1556,0.2221,2.3708,0.6262,0.1709,0,0.0343,0.7893,91.1585,0.4278,83.9466,0.7748,0.2679,0.002,0.0895,31.4966,24.3333,59.6541,0,39.855,0.1482,18172,25.9877,18603,0,59.6541,23.9885,22.1886,0.4744
./SAT11/crafted/skvortsov/battleship/battleship-12-12-unsat.cnf,1,0.8462,0.8462,0.7087,1.0197,0.8026,0.0001,0.8411,0.8462,0.7086,0.0246,0,7.7293,2.7313,8.2267,0,0.1817,0.0833,0.7088,49.244,48.1652,52.3774,0.7086,52.3774,2.0909,936,50.1572,936,0.7088,52.3774,46.2762,46.2762,0.0026
./SAT04/handmade/hirsch03/hgen8-n320-01-S1432474240.shuffled-as.sat03-890.used-as.sat04-841.cnf,1,0.6675,0.5831,0.5314,0.5727,0.7836,0.1806,0.9528,0.6699,0.4484,0.0217,1.3458,1.0314,0.9835,2.3419,0.413,0.515,0.0543,0.5725,33.2307,32.404,34.3443,0.0604,34.2765,0.713,415,33.1997,486,0.5828,34.3443,32.1482,32.1482,0.0191
./SAT11/crafted/mosoi/289/289-unsat-13x32.cnf,1,0.008,0.752,0.336,0.5812,0.6304,0.0562,0.7139,0.008,0.3197,0.0048,0,169.286,16.5006,170.833,0.3333,0.0071,0.0096,0.3481,29.225,28.082,30.3565,0.2802,29.7815,12.3941,156000,28.5098,157664,0.3544,35.8363,27.7745,27.2227,1.0028
