@RELATION 'FEATURE_VALUES-SAT12-ALL-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE nclauses NUMERIC

@DATA
SAT_Competition2007/random/OnTreshold/3SAT/v400/unif-k3-r4.26-v400-c1704-S141590207-13.SAT.shuffled.cnf,1,0.0449,0.2307,0.0833,0.7158,0.2899,0.111,0.5611,0.3951,0,0.023,0.2864,0.1599,0.5884,4041,3956,3955.5,4048,0.1527,3913,0.287,0.2164,0.3784,0.0633,1704,0.4024,0.6172,0.8412,2.6741,4,400,0,1695
SAT_Competition2007/random/LargeSize/7SAT/v160/unif-k7-r85-v160-c13600-S751835224-10.cnf,1,0.0001,0.0118,0.0001,1.005,0.0383,0.0001,0.7643,0.0618,0,0,0.0002,0,0.6836,4398,4261,4197.5,4398,0.0002,4066,0,0.0264,0.0506,0,13600,0.1617,0.3674,0.8733,4.22,2,160,0.1429,13600
SAT_Competition2007/random/2+p/p0.8/v2405/unif2p-p0.8-v2405-c7479-S1151229574-11-UNSAT.cnf,1,0.0809,0.2961,0.1523,1.1856,0.3639,0.2081,0.6023,0.4112,0.1856,0.1596,0.9688,0.8723,0.704,1516,1285,1257.5,1767,0.2714,882,0.3866,0.2104,0.3934,0.2039,7478,0.4514,0.636,0.8367,2.6159,6,2405,0,7005
SAT_Competition2007/industrial/industrial/anbulagan/medium-unsat/total-5-11-u.cnf,1,0.0034,0.1832,0.0155,1.3816,0.4014,0.0256,0.5467,0.5535,0.635,2.0536,0.2008,1.0074,1.0436,278,72,105,278,0.0321,44,0.4245,0.2633,0.6811,0.46,697000,0.424,0.8471,0.9784,2.6714,15,157000,0,281000
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S1229813320-044.cnf,1,0.0442,0.2305,0.0887,0.7013,0.2849,0.1176,0.5931,0.3895,0,0.0256,0.4499,0.146,0.5864,4034,3860,3896.8,4062,0.164,3837,0.2801,0.2193,0.3694,0.0616,2040,0.3839,0.6703,0.8455,2.6926,4,480,0,2030
SAT_Competition2007/industrial/industrial/anbulagan/diag-sat/dated-10-11-s.cnf,1,0.0011,0.1745,0.0143,1.3326,0.4279,0.0243,0.5614,0.5304,0.6211,2.7925,0.2155,0.9647,1.0788,279,53,124.67,279,0.0304,42,0.4491,0.2437,0.6462,0.4006,637000,0.4253,0.8967,0.9034,2.7273,14,142000,0,215000
SAT_Competition2007/crafted/Difficult/contest05/others/linvrinv5.sat05-564.reshuffled-07.cnf,1,0.0299,0.1726,0.0715,1.5195,0.6113,0.0909,0.705,0.1978,0.0454,1.1127,0.307,1.0326,0.7423,4093,3922,3961,4334,0.2249,3854,0.7164,0.0895,0.1096,0.5753,1426,0.6877,1.0234,0.8569,1.8461,6,450,0,1234
SAT_Competition2009/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes1.cnf,1,0,0.0168,0,0.2682,0.1304,0,0.0209,0.7922,0.9266,0.0556,0,0.2832,0.0275,3559,447,1353.4,4316,0,322,0.1487,0.781,0.7915,1.3883,43649,0.1308,5.2289,0.9995,4.5061,3,760,0.8333,42889
SAT-Race-2010-CNF/cryptography/mizh/md5_47_4.cnf,1,0.0231,0.1699,0.0312,1.0062,0.6042,0.0407,1.7399,0.0824,0.0723,1.5081,0.1579,0.9027,0.413,379,252,288.92,483,0.0486,179,0.4859,0.0001,0.0106,0.1825,274000,0.5864,0.5797,0.772,2.37,14,65604,0,154000
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-21_406.cnf,1,0,0.0091,0,0,0.2483,0,0.1013,0.7056,0.0031,0,0,0.3096,0,4722,4693,4678.7,4722,0,4621,0.0022,0.657,0.6856,1.105,22241,0.3591,2.3313,0.9971,5.0456,3,203,1,22241
SAT_Competition2007/industrial/industrial/palacios/medium/emptyroom-4-h21-unsat.cnf,1,0.0261,0.1488,0.0676,1.4412,3.5766,0.0807,0.4656,0.3394,0.1619,2.933,0.1811,1.3766,0.5479,919,919,761,919,0.1325,603,3.0638,0.2132,0.3523,0.3045,209000,4.5758,0.6229,0.9563,2.9171,18,71112,0,122000
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v20000-c84000-S1204913987-029-UNKNOWN.cnf,1,0.0475,0.2335,0.0928,0.7211,0.2914,0.1246,0.5845,0.3919,0,0.0273,0.776,0.1679,0.5878,9,6,7.1593,11,0.1766,5,0.295,0.2024,0.382,0.0667,84000,0.4032,0.6542,0.8339,2.7207,6,20000,0,83386
SAT_Competition2009/CRAFTED/parity-games/instance_n5_i6_pp_ci_ce.cnf,1,0.0092,0.1058,0.0776,1.631,1.1842,0.077,0.6392,0.5065,0.21,0.4571,0.3599,1.2981,0.6934,2410,2187,2230.3,2896,0.2601,2002,1.0377,0.142,0.5934,0.3064,31980,1.3734,1.291,0.9426,3.4532,7,4380,0,28399
SAT_Competition2007/random/LargeSize/5SAT/v1100/unif-k5-r20-v1100-c22000-S1861814752-08.cnf,1,0.0015,0.05,0.0027,0.8319,0.0972,0.0035,0.693,0.1699,0,0,0.0172,0,0.6506,41,36,37.5,46,0.0049,32,0.0833,0.0711,0.1575,0,22000,0.2217,0.6608,0.8446,3.6598,3,1100,0.2,22000
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-uns-1.1-07.cnf,1,0.0002,0.0332,0.1218,0.9113,2.6266,0.2763,0.4693,0.7799,0.8955,0.5503,0.5,0.6464,0.4187,516,325,353.22,612,0.4154,154,1.7735,0.6837,0.9916,2.1364,536000,2.0275,1.4244,1.0052,4.7182,4,26512,0,515000
SAT_RACE2006/SAT-Race-Benchmarks/grieu-vmpc-s05-27.cnf,1,0,0.0075,0,0.676,0.0048,0,0.0026,0.6922,0.3922,0,0,0.6742,0.5482,1387,1193,1224.3,1602,0,1095,0.0821,0.692,0.692,0.288,96849,0.0049,0,0.9996,0.7049,3,729,0,96849
SAT_RACE2006/SAT-Race-Benchmarks/vange-col-inithx.i.1-cn-54.cnf,1,0.24,0.1733,0.2814,1.2734,4.1706,0.2402,1.0355,0.1997,0.0026,3.0806,1,0.757,0.6301,90,78,117.43,106,0.2878,55,4.041,0.1508,0.1527,0.5456,469000,5.3096,0.6848,1.1032,1.0825,5,117000,0,166000
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/crn_11_99_u.cnf,1,0.3494,0.3191,0.3335,1.0856,0.9113,0.3887,1.3477,0.115,0.0323,1.1029,0.3907,0.495,0.9479,1507,1299,1323.7,1979,0.3904,794,0.3996,0.0153,0.0374,0.1205,2332,0.9106,0.2805,0.7214,1.4364,49,1287,0,1918
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/mizh-md5-47-4.cnf,1,0.0231,0.1699,0.0312,1.0062,0.6042,0.0407,1.7399,0.0824,0.0723,1.5081,0.1579,0.9027,0.413,394,265,312.8,483,0.0486,209,0.4859,0.0001,0.0106,0.1825,274000,0.5864,0.5797,0.8594,2.37,14,65604,0,154000
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S1481888618-011.cnf,1,0.001,0.0469,0.0017,0.8293,0.0799,0.0022,0.6562,0.1686,0,0,0.0049,0,0.6525,4313,4268,4275.3,4393,0.0032,4246,0.0149,0.0769,0.1531,0,2343,0.2172,0.5521,0.8583,3.3059,3,110,0.2,2343
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/rnd_100_32_s.cnf,1,0.2516,0.1758,0.28,1.6672,3.588,0.3468,0.8697,0.2901,0.2516,1.4746,0.9077,1.5728,0.6464,2920,2526,2474.5,2936,0.3717,2233,2.0952,0.0884,0.2199,1.1012,11382,4.1986,0.3565,0.9283,2.0124,4,3264,0,7504
SAT_Competition2007/random/2+p/p0.7/v4500/unif2p-p0.7-v4500-c12015-S1821409123-12-SAT.cnf,1,0.1077,0.3196,0.1835,1.3853,0.4163,0.2438,0.5812,0.4336,0.2504,0.355,0.9546,1.1351,0.7665,457,412,457.78,612,0.3071,396,0.4586,0.2266,0.4218,0.274,12014,0.4863,0.5842,0.8382,2.6147,7,4500,0,10392
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g10.cnf,1,0,0.0169,0,0.2652,0.2179,0,0.0249,0.7961,0.9286,0.0556,0,0.2801,0.0273,609,535,853.56,3616,0,437,0.2114,0.7827,0.7962,1.379,43649,0.2102,6.3982,0.9995,4.8797,3,760,0.6667,42666
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v500-c2130-S481747904-003.SATISFIABLE.cnf,1,0.0426,0.2285,0.0889,0.7607,0.2958,0.1222,0.5739,0.3999,0,0.0352,0.5382,0.2126,0.5953,3987,3887,3874.3,4005,0.1669,3818,0.2957,0.1962,0.3973,0.0767,2130,0.4076,0.6776,0.8451,2.7326,4,500,0,2114
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libsmbclient_vc1228502-tseitin.cnf,1,0.028,0.2004,0.0578,1.4799,3.3066,0.0589,0.6486,0.3557,0.2604,4.6487,0.4998,1.3327,0.7402,34,31,30.923,70,0.1189,9,3.187,0.1451,0.3508,0.6103,768000,3.28,0.9183,0.8984,2.5401,9,267000,0,236000
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v15000-c63000-S1386494586-003-UNKNOWN.cnf,1,0.0467,0.2334,0.0918,0.7117,0.2901,0.1231,0.581,0.3915,0,0.0271,0.8181,0.162,0.5872,13,10,10.981,16,0.1741,8,0.2937,0.2017,0.3838,0.0654,63000,0.396,0.6594,0.834,2.7181,6,15000,0,62563
SAT_RACE2006/SAT-Race_TS_1/velev-live-sat-1.0-01.cnf,1,0.0011,0.0607,0.0599,1.2345,8.1473,0.0768,0.1618,0.9325,0.8674,0.0939,0.5,0.7288,0.6587,0,0,0,0,0.2036,0,1.1306,0.9398,0.9922,2.7966,2610000,6.445,1.633,1.1311,3.871,5,172000,0,2580000
SAT_Competition2007/random/LargeSize/3SAT/v13000/unif-k3-r4.2-v13000-c54600-S161446644-14.cnf,1,0.0471,0.2336,0.0924,0.7171,0.2919,0.1245,0.5811,0.3919,0,0.0263,0.8452,0.1626,0.5865,15,12,12.955,19,0.1781,10,0.2955,0.2024,0.383,0.065,54600,0.4009,0.6598,0.8255,2.7222,6,13000,0,54218
SAT_Competition2011/SAT03/handmade/gomes/bqwh/bqwh.50.825.shuffled-as.sat03-1648.cnf,1,0.0138,0.1138,0.015,0.9452,0.1632,0.0162,0.0932,0.7946,0.9443,0,0.0186,0.3209,1.0013,110,97,99.128,143,0.0171,85,0.1927,0.7644,0.8099,0.4568,43754,0.3737,0.1079,0.9864,2.5781,7,4979,0,43754
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-19.cnf,1,0.0201,0.1707,0.0406,1.317,2.4417,0.0504,1.2495,0.2004,0.176,1.2777,0.2305,1.1763,0.6047,1856,1856,1837,1856,0.0712,1818,3.2202,0.0254,0.0736,0.2661,113000,4.3357,0.9119,0.9047,2.5187,12,30537,0,78540
SAT-Race-2010-CNF/mixed/diagnosis/ACG-20-10p1.cnf,1,0.0068,0.2092,0.0196,1.35,0.7945,0.0255,0.7234,0.4468,0.6068,0.5219,0.0865,1.0198,1.1196,0,0,0,0,0.039,0,0.875,0.1477,0.3573,0.4354,1630000,0.8,0.7286,1.4513,2.3615,23,382000,0,1200000
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v5000-c21000-S425619685-036-UNKNOWN.cnf,1,0.0463,0.2338,0.0915,0.7081,0.2926,0.1247,0.575,0.3925,0,0.0242,0.7255,0.1566,0.588,49,42,44.392,56,0.1731,36,0.2957,0.2079,0.3897,0.0639,21000,0.3981,0.6595,0.8278,2.7203,5,5000,0,20880
SAT_Competition2011/SAT04/industrial/vangelder/cnf-color/abb313GPIA-9-tr.used-as.sat04-321.cnf,1,0,0.0267,0.0022,0.0891,0.3245,0,0.1251,0.6464,0.8831,0.1906,1,0.4262,0.0365,3377,3377,3377,3377,0,3377,0.3872,0.6114,0.6517,1.2166,482000,0.3223,19.222,2.5947,4.2265,22,14013,0,441000
SAT_Competition2009/CRAFTED/Difficult/contest05/sabharwal/counting-harder-php-014-013.sat05-1187.reshuffled-07.cnf,1,0.1928,0.142,0.1934,1.2368,0,0.1929,0.0061,0.8424,0.8487,0.0833,0.2008,0.4379,1.0194,4773,4770,4768.3,4875,0.2008,4735,0.1475,0.8428,0.8429,1.0956,1197,0.3193,0.0241,0.9941,0,3,182,0,1183
SAT_Competition2007/industrial/industrial/narain/clauses-2.cnf,1,0.0283,0.2107,0.0733,1.5341,4.7313,0.128,0.2732,0.6781,0.5209,2.5456,0.2351,1.4639,1.0366,1901,1757,1497,1901,0.1569,1329,2.0975,0.6344,0.6994,1.0215,273000,6.4486,0.7693,0.9983,2.2121,9,75528,0,101000
SAT_Competition2011/SAT_RACE08/cnf/mizh-sha0-36-4.cnf,1,0.0222,0.1709,0.0308,1.0358,0.5122,0.0417,1.9019,0.0751,0.0806,1.4339,0.2106,0.9173,0.434,316,251,260.02,349,0.0447,207,0.5196,0.0001,0.0044,0.1863,210000,0.5013,0.7284,0.8424,2.5571,14,50073,0,120000
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-c6nidw_i.cnf,1,0.0227,0.1341,0.079,1.7915,1.3359,0.1206,0.4576,0.5529,0.127,4.7944,0.439,1.6385,0.7077,436,412,402.64,529,0.1482,361,1.2956,0.4146,0.6132,0.3926,283000,1.5948,0.8465,0.9096,3.1408,9,95863,0,123000
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvtms14x8p1-tseitin.cnf,1,0.0149,0.1404,0.0548,1.7781,1.582,0.0777,0.705,0.4043,0.1765,5.4295,0.3234,1.5535,0.5997,1819,1237,1407.6,1900,0.1137,1046,1.3455,0.1364,0.3712,0.4942,285000,1.2485,0.9293,0.9317,2.8215,9,96095,0,106000
SAT_Competition2011/SAT05/crafted/sorge05/QG8/gensys-ukn007.shuffled-as.sat05-3586.cnf,1,0,0.0108,0.0052,1.1761,0.5461,0,0.1245,0.9587,0.1475,0.1233,0.4929,0.4792,0.7632,0,0,0,0,0.0001,0,0.4722,0.995,0.9951,0.2387,54220,0.8164,8.7827,0.9905,2.7085,4,583,0,47838
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-220-100.cnf,1,0.2295,0.4167,0.2295,0,0,0.2295,0.0001,0.5832,0.8333,0,0.2296,0.4506,0,4563,4533,4538.3,4571,0.2296,4522,0.019,0.5831,0.5832,0.4472,528,0,0.0001,0.9018,0,5,220,1,528
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-src_wget_vc18517-tseitin.cnf,1,0.0246,0.2195,0.0362,1.2944,1.6876,0.0471,0.7573,0.2783,0.2989,1.9529,0.2799,1.1049,0.7544,664,523,527.63,993,0.0533,439,2.1062,0.0928,0.2192,0.6089,538000,1.6966,0.55,0.8665,2.1363,16,180000,0,278000
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-04-k100.cnf,1,0.0056,0.1665,0.0316,1.7706,0.8045,0.0444,0.5673,0.5148,0.5792,1.3455,0.6708,1.4629,1.0769,1227,1182,969,1449,0.0853,882,0.7054,0.2507,0.5312,0.6355,517000,0.7103,1.1909,0.9513,3.3779,72,120000,0,308000
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S884941173-092.cnf,1,0.001,0.0469,0.0017,0.8535,0.0911,0.0022,0.6626,0.1591,0,0,0.0051,0,0.6522,4353,4285,4269.3,4365,0.0033,4224,0.0142,0.0773,0.1482,0,2343,0.218,0.5942,0.8582,3.4487,3,110,0.2,2343
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1100/unif-k5-r20-v1100-c22000-S115851319-100.cnf,1,0.0015,0.05,0.0029,0.8312,0.1014,0.0036,0.6823,0.1752,0,0,0.0175,0,0.6476,43,36,38.459,49,0.0052,32,0.0873,0.0813,0.1574,0,22000,0.2334,0.6802,0.8419,3.7044,3,1100,0.2,22000
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v20000-c84000-S525505471-054-UNKNOWN.cnf,1,0.0482,0.2336,0.0932,0.7122,0.2878,0.1253,0.5799,0.3944,0,0.0263,0.869,0.1601,0.5877,10,8,8.7889,15,0.1762,6,0.2912,0.2045,0.3897,0.0641,84000,0.3962,0.6483,0.9115,2.7078,6,20000,0,83408
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/200/unif-k7-r85-v200-c17000-S2140929154-062.cnf,1,0.0001,0.0118,0.0001,1.0049,0.0382,0.0001,0.6888,0.0681,0,0,0.0002,0,0.6803,3910,3823,3773.5,3910,0.0001,3684,0,0.0321,0.0596,0,17000,0.1586,0.3628,0.8664,4.2117,2,200,0.1429,17000
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minxorminand/minxorminand064.cnf,1,0.0069,0.1,0.0525,1.9957,1.4927,0.0858,0.4244,0.6343,0.3922,7.2442,0.4486,1.8101,0.5352,838,615,629,1035,0.0949,464,1.0563,0.4541,0.7195,0.8894,119000,1.4463,0.9659,0.9724,3.3081,8,40042,0,48581
SAT_Competition2007/crafted/Hard/contest03/others/999999000001nw.sat05-447.reshuffled-07.cnf,1,0.0505,0.2315,0.0599,0.8703,0.9028,0.0618,0.7436,0.2138,0.0138,0.2173,0.1757,0.3627,0.6081,1933,1827,1536,1933,0.0929,1231,0.9719,0.0661,0.1444,0.0999,18492,0.9593,0.3102,0.7703,1.109,15,4667,0,16563
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S222128792-011.SATISFIABLE.cnf,1,0.0463,0.2301,0.0893,0.7325,0.2972,0.1152,0.5756,0.4051,0,0.0251,0.418,0.1672,0.5895,3980,3893,3889.1,4003,0.1745,3863,0.2905,0.2177,0.3948,0.0657,1917,0.3915,0.6884,0.847,2.731,4,450,0,1908
SAT_Competition2011/SAT05/crafted/sorge05/QG7/dead-dnd003.shuffled-as.sat05-3109.cnf,1,0.0106,0.0592,0.0934,1.7272,0.8253,0.0389,0.1666,0.8253,0.5065,0.1359,0.9752,1.4978,0.9228,4437,4394,3985,4437,0.4728,4301,0.8397,0.8274,0.874,0.6143,11753,0.5452,1.8734,0.9924,3.1732,4,468,0,6961
SAT_Competition2011/SAT05/crafted/lynce05/social-golfer-problem/sgp_5-6-8.shuffled-as.sat05-2669.cnf,1,0.009,0.0409,0.0261,1.0911,0.9384,0.0351,0.9356,0.459,0.798,2.2979,0.1794,0.6593,0.9623,229,212,152.8,294,0.0357,53,0.9729,0.0477,0.3443,0.5805,779000,1.0281,1.0978,0.982,1.7012,12,58560,0,434000
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S449556655-088.cnf,1,0.0432,0.2318,0.088,0.6463,0.2711,0.1159,0.5662,0.4018,0,0.0169,0.5717,0.0966,0.5818,3873,3867,3863,4069,0.1689,3850,0.2699,0.2206,0.3885,0.0482,2040,0.3959,0.6965,0.8426,2.6424,5,480,0,2036
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_70_15_90_1-dir.shuffled-as.sat03-136.cnf,1,0,0.0138,0,0.8437,0.1313,0,0.0203,0.9037,0.9723,0.0345,0.0002,0.1431,1.0134,2321,2264,1846.4,4199,0,387,0,0.8895,0.9039,1.8311,31962,0.3882,1.7597,0.9998,3.6208,2,450,0,31512
SAT_Competition2009/CRAFTED/sgi/satsgi-n23himBHm27-p0-q251.cnf,1,0.0629,0.0418,0.0629,0,0,0.0629,0,0.9375,0.9823,0.0385,0.063,0.0889,0,0,0,0,0,0.063,0,0,0.9375,0.9375,2.2849,14927,0,0.0006,0.9992,0,2,621,1,14306
SAT_Competition2007/crafted/Difficult/contest05/QG/QG7-gensys-icl006.sat05-3132.reshuffled-07.cnf,1,0.0314,0.0554,0.2564,1.73,0.9067,0.4976,0.2205,0.7786,0.2836,0.0898,0.9773,1.5261,0.9298,4447,4388,4141,4447,0.4995,3959,0.8505,0.734,0.8059,0.4771,17199,1.1395,0.898,0.9911,3.3877,5,728,0,12052
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtviseisenberg2-tseitin.cnf,1,0.0217,0.1738,0.0552,1.7997,1.4466,0.0834,0.4502,0.4251,0.2783,3.0835,0.2115,1.5374,0.7079,1541,1458,1340.6,1597,0.1467,1138,1.4257,0.2868,0.4565,0.4264,345000,1.1573,0.8881,0.9063,2.8481,17,115000,0,162000
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/rnd_100_27_s.cnf,1,0.2631,0.1629,0.2727,1.8292,3.5252,0.3322,0.9193,0.2752,0.2415,1.8421,0.3874,1.7384,0.7382,3337,3229,3190.1,3559,0.3484,2993,1.9272,0.0756,0.2055,0.9928,10377,4.0951,0.3527,0.9243,2.0945,4,2754,0,5950
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-21.cnf,1,0.0231,0.1833,0.043,1.2931,0.5336,0.0469,0.8804,0.2437,0.2034,1.6509,0.2681,1.234,0.6166,1614,1192,1292.8,2001,0.08,1008,1.074,0.0618,0.166,0.2967,11039,0.8426,1.0711,0.8587,2.1533,10,3189,0,6562
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1250-c25000-S313445894-099-UNKNOWN.cnf,1,0.0015,0.05,0.0028,0.8259,0.1015,0.0035,0.6772,0.1711,0,0,0.0232,0,0.65,35,31,31.955,40,0.0051,27,0.0877,0.0746,0.1542,0,25000,0.2326,0.6817,0.84,3.6995,3,1250,0.2,25000
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v125-c2662-S1258495116-025.SATISFIABLE.cnf,1,0.0011,0.047,0.0018,0.8193,0.0893,0.0023,0.6677,0.1697,0,0,0.0054,0,0.6422,4336,4192,4216.9,4362,0.003,4166,0.0169,0.082,0.148,0,2662,0.2355,0.5559,0.8583,3.5032,3,125,0.2,2662
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/velev-vliw-uns-4.0-9-i1.cnf,1,0,0.0429,0.0854,1.3269,7.5865,0.0912,0.2737,0.8642,0.6001,0.1264,0.5,0.9783,0.752,0,0,0,0,0.3486,0,1.3152,0.835,0.9969,2.9522,3230000,5.2458,1.7769,1.2363,4.3628,5,154000,0,3190000
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/460/unif-k3-r4.25-v460-c1955-S356738975-073.cnf,1,0.0414,0.2315,0.0833,0.7147,0.2827,0.1109,0.5937,0.3819,0,0.0222,0.3132,0.1517,0.592,3950,3901,3902,4044,0.1616,3852,0.2796,0.1902,0.3739,0.0605,1955,0.3659,0.6834,0.8395,2.6742,4,460,0,1944
SAT-Race-2010-CNF/cryptography/md5gen/gus-md5-09.cnf,1,0.0227,0.1747,0.0313,1.0579,0.585,0.0398,1.5886,0.0987,0.0617,1.4365,0.2402,0.8813,0.4545,333,242,270.16,389,0.0571,204,0.4547,0.0015,0.0145,0.1782,227000,0.534,0.631,0.8565,2.3502,24,69487,0,163000
SAT-Race-2010-CNF/hardware-verification/manolios/c7bidw_i.cnf,1,0.024,0.1328,0.0786,1.7619,1.5143,0.1195,0.4458,0.5643,0.1229,4.8307,0.443,1.6207,0.7062,379,337,339.54,428,0.1472,291,1.4341,0.4333,0.6206,0.385,388000,1.8133,0.8212,0.9429,3.0647,9,131000,0,169000
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_445.cnf,1,0,0.0084,0,0,0.2401,0,0.0966,0.7167,0.0112,0,0,0.3344,0,4636,4599,4571.7,4636,0,4480,0.0021,0.6759,0.6973,1.1319,26441,0.3562,2.3258,0.9972,5.0081,3,223,1,26441
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v50-c4450-S1496316430-079.SATISFIABLE.cnf,1,0,0.0112,0.0001,1.0161,0.0397,0.0001,0.6525,0.0673,0,0,0.0002,0,0.6865,4617,4617,4617,4617,0.0001,4617,0,0.0297,0.0643,0,4450,0.1289,0.388,0.8762,3.6138,2,50,0.1429,4450
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v30000-c126000-S858279511-076-UNKNOWN.cnf,1,0.0469,0.2339,0.0922,0.7048,0.2913,0.1243,0.5801,0.3916,0,0.0239,0.7947,0.1526,0.5867,5,4,4.5135,7,0.175,3,0.2946,0.2025,0.3843,0.0627,126000,0.4013,0.6552,0.835,2.7163,6,30000,0,125000
SAT_Competition2009/CRAFTED/parity-games/instance_n6_i7_pp_ci_ce.cnf,1,0.008,0.0845,0.0697,1.6228,1.3794,0.0693,0.5881,0.5571,0.1921,0.4801,0.3597,1.3286,0.6562,1419,1281,1198.4,1442,0.2604,1067,1.1663,0.1705,0.6672,0.3205,74640,1.5896,1.4021,0.95,3.5402,7,8484,0,67800
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1552308135-080.SATISFIABLE.cnf,1,0.043,0.23,0.0829,0.7062,0.2798,0.1084,0.5919,0.3828,0,0.0261,0.3244,0.1475,0.5899,3892,3811,3834.7,3927,0.1651,3789,0.2769,0.2047,0.3626,0.0601,2343,0.3941,0.6652,0.8409,2.6756,5,550,0,2330
