@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 7'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_table_count NUMERIC
@ATTRIBUTE stats_edge_density NUMERIC
@ATTRIBUTE stats_varcount NUMERIC
@ATTRIBUTE stats_branchingvars NUMERIC
@ATTRIBUTE stats_var_discrete NUMERIC
@ATTRIBUTE stats_arity_mean_normalised NUMERIC
@ATTRIBUTE stats_cts_per_var_mean_normalised NUMERIC

@DATA
geo50-20-d4-75-37_ext.xml.minion.gz,1,374,0.305306,50,50,50,0.04,0.04
geo50-20-d4-75-38_ext.xml.minion.gz,1,428,0.349388,50,50,50,0.04,0.04
geo50-20-d4-75-39_ext.xml.minion.gz,1,356,0.290612,50,50,50,0.04,0.04
geo50-20-d4-75-3_ext.xml.minion.gz,1,394,0.321633,50,50,50,0.04,0.04
geo50-20-d4-75-40_ext.xml.minion.gz,1,377,0.307755,50,50,50,0.04,0.04
geo50-20-d4-75-41_ext.xml.minion.gz,1,469,0.382857,50,50,50,0.04,0.04
geo50-20-d4-75-42_ext.xml.minion.gz,1,402,0.328163,50,50,50,0.04,0.04
geo50-20-d4-75-43_ext.xml.minion.gz,1,432,0.352653,50,50,50,0.04,0.04
geo50-20-d4-75-44_ext.xml.minion.gz,1,377,0.307755,50,50,50,0.04,0.04
geo50-20-d4-75-45_ext.xml.minion.gz,1,400,0.326531,50,50,50,0.04,0.04
geo50-20-d4-75-46_ext.xml.minion.gz,1,433,0.353469,50,50,50,0.04,0.04
geo50-20-d4-75-47_ext.xml.minion.gz,1,383,0.312653,50,50,50,0.04,0.04
geo50-20-d4-75-48_ext.xml.minion.gz,1,413,0.337143,50,50,50,0.04,0.04
geo50-20-d4-75-49_ext.xml.minion.gz,1,425,0.346939,50,50,50,0.04,0.04
geo50-20-d4-75-4_ext.xml.minion.gz,1,418,0.341224,50,50,50,0.04,0.04
geo50-20-d4-75-50_ext.xml.minion.gz,1,423,0.345306,50,50,50,0.04,0.04
geo50-20-d4-75-51_ext.xml.minion.gz,1,458,0.373878,50,50,50,0.04,0.04
geo50-20-d4-75-52_ext.xml.minion.gz,1,483,0.394286,50,50,50,0.04,0.04
geo50-20-d4-75-53_ext.xml.minion.gz,1,461,0.376327,50,50,50,0.04,0.04
geo50-20-d4-75-54_ext.xml.minion.gz,1,412,0.336327,50,50,50,0.04,0.04
geo50-20-d4-75-55_ext.xml.minion.gz,1,467,0.381224,50,50,50,0.04,0.04
geo50-20-d4-75-56_ext.xml.minion.gz,1,449,0.366531,50,50,50,0.04,0.04
geo50-20-d4-75-57_ext.xml.minion.gz,1,555,0.453061,50,50,50,0.04,0.04
geo50-20-d4-75-58_ext.xml.minion.gz,1,456,0.372245,50,50,50,0.04,0.04
geo50-20-d4-75-59_ext.xml.minion.gz,1,386,0.315102,50,50,50,0.04,0.04
geo50-20-d4-75-5_ext.xml.minion.gz,1,368,0.300408,50,50,50,0.04,0.04
geo50-20-d4-75-60_ext.xml.minion.gz,1,450,0.367347,50,50,50,0.04,0.04
geo50-20-d4-75-61_ext.xml.minion.gz,1,372,0.303673,50,50,50,0.04,0.04
geo50-20-d4-75-62_ext.xml.minion.gz,1,492,0.401633,50,50,50,0.04,0.04
geo50-20-d4-75-63_ext.xml.minion.gz,1,470,0.383673,50,50,50,0.04,0.04
geo50-20-d4-75-64_ext.xml.minion.gz,1,361,0.294694,50,50,50,0.04,0.04
geo50-20-d4-75-65_ext.xml.minion.gz,1,414,0.337959,50,50,50,0.04,0.04
geo50-20-d4-75-66_ext.xml.minion.gz,1,406,0.331429,50,50,50,0.04,0.04
geo50-20-d4-75-67_ext.xml.minion.gz,1,462,0.377143,50,50,50,0.04,0.04
geo50-20-d4-75-68_ext.xml.minion.gz,1,420,0.342857,50,50,50,0.04,0.04
geo50-20-d4-75-69_ext.xml.minion.gz,1,373,0.30449,50,50,50,0.04,0.04
geo50-20-d4-75-6_ext.xml.minion.gz,1,376,0.306939,50,50,50,0.04,0.04
geo50-20-d4-75-70_ext.xml.minion.gz,1,451,0.368163,50,50,50,0.04,0.04
geo50-20-d4-75-71_ext.xml.minion.gz,1,400,0.326531,50,50,50,0.04,0.04
geo50-20-d4-75-72_ext.xml.minion.gz,1,406,0.331429,50,50,50,0.04,0.04
geo50-20-d4-75-73_ext.xml.minion.gz,1,470,0.383673,50,50,50,0.04,0.04
geo50-20-d4-75-74_ext.xml.minion.gz,1,412,0.336327,50,50,50,0.04,0.04
geo50-20-d4-75-75_ext.xml.minion.gz,1,446,0.364082,50,50,50,0.04,0.04
geo50-20-d4-75-76_ext.xml.minion.gz,1,365,0.297959,50,50,50,0.04,0.04
geo50-20-d4-75-77_ext.xml.minion.gz,1,444,0.362449,50,50,50,0.04,0.04
geo50-20-d4-75-78_ext.xml.minion.gz,1,388,0.316735,50,50,50,0.04,0.04
geo50-20-d4-75-79_ext.xml.minion.gz,1,383,0.312653,50,50,50,0.04,0.04
geo50-20-d4-75-7_ext.xml.minion.gz,1,471,0.38449,50,50,50,0.04,0.04
geo50-20-d4-75-80_ext.xml.minion.gz,1,386,0.315102,50,50,50,0.04,0.04
geo50-20-d4-75-81_ext.xml.minion.gz,1,401,0.327347,50,50,50,0.04,0.04
geo50-20-d4-75-82_ext.xml.minion.gz,1,398,0.324898,50,50,50,0.04,0.04
geo50-20-d4-75-83_ext.xml.minion.gz,1,430,0.35102,50,50,50,0.04,0.04
geo50-20-d4-75-84_ext.xml.minion.gz,1,367,0.299592,50,50,50,0.04,0.04
geo50-20-d4-75-85_ext.xml.minion.gz,1,418,0.341224,50,50,50,0.04,0.04
geo50-20-d4-75-86_ext.xml.minion.gz,1,466,0.380408,50,50,50,0.04,0.04
geo50-20-d4-75-87_ext.xml.minion.gz,1,441,0.36,50,50,50,0.04,0.04
geo50-20-d4-75-88_ext.xml.minion.gz,1,354,0.28898,50,50,50,0.04,0.04
geo50-20-d4-75-89_ext.xml.minion.gz,1,442,0.360816,50,50,50,0.04,0.04
geo50-20-d4-75-8_ext.xml.minion.gz,1,477,0.389388,50,50,50,0.04,0.04
geo50-20-d4-75-90_ext.xml.minion.gz,1,474,0.386939,50,50,50,0.04,0.04
geo50-20-d4-75-91_ext.xml.minion.gz,1,375,0.306122,50,50,50,0.04,0.04
geo50-20-d4-75-92_ext.xml.minion.gz,1,411,0.33551,50,50,50,0.04,0.04
geo50-20-d4-75-93_ext.xml.minion.gz,1,388,0.316735,50,50,50,0.04,0.04
geo50-20-d4-75-94_ext.xml.minion.gz,1,496,0.404898,50,50,50,0.04,0.04
geo50-20-d4-75-95_ext.xml.minion.gz,1,384,0.313469,50,50,50,0.04,0.04
geo50-20-d4-75-96_ext.xml.minion.gz,1,429,0.350204,50,50,50,0.04,0.04
geo50-20-d4-75-97_ext.xml.minion.gz,1,383,0.312653,50,50,50,0.04,0.04
geo50-20-d4-75-98_ext.xml.minion.gz,1,377,0.307755,50,50,50,0.04,0.04
geo50-20-d4-75-99_ext.xml.minion.gz,1,396,0.323265,50,50,50,0.04,0.04
geo50-20-d4-75-9_ext.xml.minion.gz,1,451,0.368163,50,50,50,0.04,0.04
geom-30a-3-ext.xml.minion.converted.minion.gz,1,81,0.186207,30,30,30,0.066667,0.066667
geom-30a-4-ext.xml.minion.converted.minion.gz,1,81,0.186207,30,30,30,0.066667,0.066667
geom-30a-5-ext.xml.minion.converted.minion.gz,1,81,0.186207,30,30,30,0.066667,0.066667
geom-30a-6-ext.xml.minion.converted.minion.gz,1,81,0.186207,30,30,30,0.066667,0.066667
geom-40-2-ext.xml.minion.converted.minion.gz,1,78,0.1,40,40,40,0.05,0.05
geom-40-3-ext.xml.minion.converted.minion.gz,1,78,0.1,40,40,40,0.05,0.05
geom-40-4-ext.xml.minion.converted.minion.gz,1,78,0.1,40,40,40,0.05,0.05
geom-40-5-ext.xml.minion.converted.minion.gz,1,78,0.1,40,40,40,0.05,0.05
geom-40-6-ext.xml.minion.converted.minion.gz,1,78,0.1,40,40,40,0.05,0.05
hanoi-3_ext.xml.minion.converted.minion.gz,1,5,0.333333,6,6,6,0.333333,0.333333
hanoi-4_ext.xml.minion.converted.minion.gz,1,13,0.142857,14,14,14,0.142857,0.142857
hanoi-5_ext.xml.minion.converted.minion.gz,1,29,0.066667,30,30,30,0.066667,0.066667
hanoi-6_ext.xml.minion.converted.minion.gz,1,61,0.032258,62,62,62,0.032258,0.032258
hanoi-7_ext.xml.minion.converted.minion.gz,1,125,0.015873,126,126,126,0.015873,0.015873
hole-06_ext.xml.minion.converted.minion.gz,1,133,0.268293,42,42,42,0.052632,0.052632
hole-07_ext.xml.minion.converted.minion.gz,1,204,0.236364,56,56,56,0.039216,0.039216
hole-08_ext.xml.minion.converted.minion.gz,1,297,0.211268,72,72,72,0.030303,0.030303
hole-09_ext.xml.minion.converted.minion.gz,1,415,0.191011,90,90,90,0.024096,0.024096
hole-10_ext.xml.minion.converted.minion.gz,1,561,0.174312,110,110,110,0.019608,0.019608
jnh01_ext.xml.minion.converted.minion.gz,1,850,0.887071,100,100,100,0.051671,0.051671
jnh02_ext.xml.minion.converted.minion.gz,1,849,0.860606,100,100,100,0.049352,0.049352
jnh03_ext.xml.minion.converted.minion.gz,1,848,0.869495,100,100,100,0.049104,0.049104
jnh04_ext.xml.minion.converted.minion.gz,1,850,0.858384,100,100,100,0.048941,0.048941
jnh05_ext.xml.minion.converted.minion.gz,1,845,0.862828,100,100,100,0.04916,0.04916
jnh06_ext.xml.minion.converted.minion.gz,1,850,0.866667,100,100,100,0.048882,0.048882
jnh07_ext.xml.minion.converted.minion.gz,1,848,0.859192,100,100,100,0.049009,0.049009
jnh08_ext.xml.minion.converted.minion.gz,1,849,0.870707,100,100,100,0.048822,0.048822
jnh09_ext.xml.minion.converted.minion.gz,1,849,0.858182,100,100,100,0.048928,0.048928
jnh10_ext.xml.minion.converted.minion.gz,1,847,0.867475,100,100,100,0.049091,0.049091
jnh11_ext.xml.minion.converted.minion.gz,1,849,0.86303,100,100,100,0.048645,0.048645
jnh12_ext.xml.minion.converted.minion.gz,1,848,0.861414,100,100,100,0.049139,0.049139
jnh13_ext.xml.minion.converted.minion.gz,1,849,0.867677,100,100,100,0.048645,0.048645
jnh14_ext.xml.minion.converted.minion.gz,1,849,0.85899,100,100,100,0.049011,0.049011
jnh15_ext.xml.minion.converted.minion.gz,1,847,0.862828,100,100,100,0.048642,0.048642
jnh16_ext.xml.minion.converted.minion.gz,1,849,0.86404,100,100,100,0.049117,0.049117
jnh17_ext.xml.minion.converted.minion.gz,1,847,0.855152,100,100,100,0.048725,0.048725
jnh18_ext.xml.minion.converted.minion.gz,1,849,0.868283,100,100,100,0.049081,0.049081
jnh19_ext.xml.minion.converted.minion.gz,1,850,0.855556,100,100,100,0.0488,0.0488
jnh201_ext.xml.minion.converted.minion.gz,1,800,0.873333,100,100,100,0.051925,0.051925
jnh202_ext.xml.minion.converted.minion.gz,1,799,0.843838,100,100,100,0.049562,0.049562
jnh203_ext.xml.minion.converted.minion.gz,1,798,0.851717,100,100,100,0.048897,0.048897
jnh204_ext.xml.minion.converted.minion.gz,1,800,0.84303,100,100,100,0.048925,0.048925
jnh205_ext.xml.minion.converted.minion.gz,1,797,0.844444,100,100,100,0.048996,0.048996
jnh206_ext.xml.minion.converted.minion.gz,1,799,0.851111,100,100,100,0.048849,0.048849
jnh207_ext.xml.minion.converted.minion.gz,1,800,0.844242,100,100,100,0.0492,0.0492
jnh208_ext.xml.minion.converted.minion.gz,1,797,0.847475,100,100,100,0.048959,0.048959
jnh209_ext.xml.minion.converted.minion.gz,1,800,0.845253,100,100,100,0.048775,0.048775
jnh20_ext.xml.minion.converted.minion.gz,1,846,0.860808,100,100,100,0.049007,0.049007
jnh210_ext.xml.minion.converted.minion.gz,1,799,0.843636,100,100,100,0.048974,0.048974
jnh211_ext.xml.minion.converted.minion.gz,1,798,0.849899,100,100,100,0.048672,0.048672
jnh212_ext.xml.minion.converted.minion.gz,1,800,0.845657,100,100,100,0.04915,0.04915
jnh213_ext.xml.minion.converted.minion.gz,1,797,0.842626,100,100,100,0.048858,0.048858
jnh214_ext.xml.minion.converted.minion.gz,1,799,0.848081,100,100,100,0.048736,0.048736
jnh215_ext.xml.minion.converted.minion.gz,1,800,0.839192,100,100,100,0.048725,0.048725
jnh216_ext.xml.minion.converted.minion.gz,1,797,0.846465,100,100,100,0.048708,0.048708
jnh217_ext.xml.minion.converted.minion.gz,1,800,0.849495,100,100,100,0.049237,0.049238
jnh218_ext.xml.minion.converted.minion.gz,1,797,0.839798,100,100,100,0.048921,0.048921
jnh219_ext.xml.minion.converted.minion.gz,1,799,0.847071,100,100,100,0.048648,0.048648
jnh220_ext.xml.minion.converted.minion.gz,1,800,0.843636,100,100,100,0.049037,0.049037
jnh301_ext.xml.minion.converted.minion.gz,1,900,0.89899,100,100,100,0.051711,0.051711
jnh302_ext.xml.minion.converted.minion.gz,1,898,0.876768,100,100,100,0.04941,0.04941
jnh303_ext.xml.minion.converted.minion.gz,1,899,0.884242,100,100,100,0.048699,0.048699
jnh304_ext.xml.minion.converted.minion.gz,1,900,0.876768,100,100,100,0.049078,0.049078
jnh305_ext.xml.minion.converted.minion.gz,1,896,0.883636,100,100,100,0.049085,0.049085
jnh306_ext.xml.minion.converted.minion.gz,1,899,0.877576,100,100,100,0.049199,0.049199
jnh307_ext.xml.minion.converted.minion.gz,1,897,0.87596,100,100,100,0.048595,0.048595
jnh308_ext.xml.minion.converted.minion.gz,1,900,0.880202,100,100,100,0.049,0.049
jnh309_ext.xml.minion.converted.minion.gz,1,898,0.876566,100,100,100,0.04912,0.04912
jnh310_ext.xml.minion.converted.minion.gz,1,899,0.880404,100,100,100,0.048576,0.048576
langford-2-10.xml.minion.conv.minion,1,0,1,20,20,20,0.1,0.1
langford-2-11.xml.minion.conv.minion,1,0,1,22,22,22,0.090909,0.090909
langford-2-12.xml.minion.conv.minion,1,0,1,24,24,24,0.083333,0.083333
langford-2-13.xml.minion.conv.minion,1,0,1,26,26,26,0.076923,0.076923
langford-2-14.xml.minion.conv.minion,1,0,1,28,28,28,0.071429,0.071429
langford-2-15.xml.minion.conv.minion,1,0,1,30,30,30,0.066667,0.066667
langford-2-16.xml.minion.conv.minion,1,0,1,32,32,32,0.0625,0.0625
langford-2-17.xml.minion.conv.minion,1,0,1,34,34,34,0.058824,0.058824
langford-2-18.xml.minion.conv.minion,1,0,1,36,36,36,0.055556,0.055556
langford-2-19.xml.minion.conv.minion,1,0,1,38,38,38,0.052632,0.052632
langford-2-20.xml.minion.conv.minion,1,0,1,40,40,40,0.05,0.05
langford-2-21.xml.minion.conv.minion,1,0,1,42,42,42,0.047619,0.047619
langford-2-25.xml.minion.conv.minion,1,0,1,50,50,50,0.04,0.04
langford-2-2.xml.minion.conv.minion,1,0,1,4,4,4,0.5,0.5
langford-2-30.xml.minion.conv.minion,1,0,1,60,60,60,0.033333,0.033333
langford-2-3.xml.minion.conv.minion,1,0,1,6,6,6,0.333333,0.333333
langford-2-40.xml.minion.conv.minion,1,0,1,80,80,80,0.025,0.025
langford-2-4-ext.xml.minion.gz,1,32,1,8,8,8,0.25,0.25
langford-2-4.xml.minion.conv.minion,1,0,1,8,8,8,0.25,0.25
langford-2-50.xml.minion.conv.minion,1,0,1,100,100,100,0.02,0.02
langford-2-5.xml.minion.conv.minion,1,0,1,10,10,10,0.2,0.2
langford-2-6.xml.minion.conv.minion,1,0,1,12,12,12,0.166667,0.166667
langford-2-7.xml.minion.conv.minion,1,0,1,14,14,14,0.142857,0.142857
langford-2-8.xml.minion.conv.minion,1,0,1,16,16,16,0.125,0.125
langford-2-9.xml.minion.conv.minion,1,0,1,18,18,18,0.111111,0.111111
langford-3-11-ext.xml.minion.gz,1,550,1,33,33,33,0.060606,0.060606
langford-3-9-ext.xml.minion.gz,1,369,1,27,27,27,0.074074,0.074074
lard-83-83.xml.minion.gz,1,3403,1,83,83,83,0.024096,0.024096
large-80-sat_ext.xml.minion.gz,1,3160,1,80,80,80,0.025,0.025
large-80-unsat_ext.xml.minion.gz,1,3160,1,80,80,80,0.025,0.025
large-84-unsat_ext.xml.minion.gz,1,3486,1,84,84,84,0.02381,0.02381
latinSquare-dg-10_all.xml.minion,1,0,0.353535,100,100,100,0.1,0.1
latinSquare-dg-11_all.xml.minion,1,0,0.333333,121,121,121,0.090909,0.090909
latinSquare-dg-12_all.xml.minion,1,0,0.300699,144,144,144,0.083333,0.083333
latinSquare-dg-3_all.xml.minion,1,0,1,9,9,9,0.333333,0.333333
latinSquare-dg-4_all.xml.minion,1,0,0.733333,16,16,16,0.25,0.25
latinSquare-dg-5_all.xml.minion,1,0,0.666667,25,25,25,0.2,0.2
latinSquare-dg-6_all.xml.minion,1,0,0.542857,36,36,36,0.166667,0.166667
latinSquare-dg-7_all.xml.minion,1,0,0.5,49,49,49,0.142857,0.142857
latinSquare-dg-8_all.xml.minion,1,0,0.428571,64,64,64,0.125,0.125
latinSquare-dg-9_all.xml.minion,1,0,0.4,81,81,81,0.111111,0.111111
le-450-5a-2-ext.xml.minion.converted.minion.gz,1,5714,0.05656,450,450,450,0.004444,0.004444
le-450-5a-3-ext.xml.minion.converted.minion.gz,1,5714,0.05656,450,450,450,0.004444,0.004444
le-450-5a-4-ext.xml.minion.converted.minion.gz,1,5714,0.05656,450,450,450,0.004444,0.004444
le-450-5a-5-ext.xml.minion.converted.minion.gz,1,5714,0.05656,450,450,450,0.004444,0.004444
lemma-100-9-mod.xml.minion.conv.minion,1,0,0.996566,100,100,100,0.02,0.02
lemma-12-9-mod.xml.minion.conv.minion,1,0,0.969697,12,12,12,0.166667,0.166667
lemma-15-9-mod.xml.minion.conv.minion,1,0,0.980952,15,15,15,0.133333,0.133333
lemma-20-9-mod.xml.minion.conv.minion,1,0,0.978947,20,20,20,0.1,0.1
lemma-30-9-mod.xml.minion.conv.minion,1,0,0.988506,30,30,30,0.066667,0.066667
lemma-50-9-mod.xml.minion.conv.minion,1,0,0.992653,50,50,50,0.04,0.04
magicSquare-10_glb.xml.minion.conv.minion,1,0,1,100,100,100,0.12,0.12
magicSquare-11_glb.xml.minion.conv.minion,1,0,1,121,121,121,0.109462,0.109462
magicSquare-12_glb.xml.minion.conv.minion,1,0,1,144,144,144,0.100629,0.100629
magicSquare-13_glb.xml.minion.conv.minion,1,0,1,169,169,169,0.093117,0.093117
magicSquare-14_glb.xml.minion.conv.minion,1,0,1,196,196,196,0.086651,0.086651
magicSquare-15_glb.xml.minion.conv.minion,1,0,1,225,225,225,0.081026,0.081026
magicSquare-16_glb.xml.minion.conv.minion,1,0,1,256,256,256,0.076087,0.076087
magicSquare-17_glb.xml.minion.conv.minion,1,0,1,289,289,289,0.071716,0.071716
magicSquare-18_glb.xml.minion.conv.minion,1,0,1,324,324,324,0.067821,0.067821
magicSquare-19_glb.xml.minion.conv.minion,1,0,1,361,361,361,0.064327,0.064327
magicSquare-3_glb.xml.minion.conv.minion,1,0,1,9,9,9,0.372549,0.372549
magicSquare-4_glb.xml.minion.conv.minion,1,0,1,16,16,16,0.285714,0.285714
magicSquare-5_glb.xml.minion.conv.minion,1,0,1,25,25,25,0.232,0.232
magicSquare-6_glb.xml.minion.conv.minion,1,0,1,36,36,36,0.195402,0.195402
magicSquare-7_glb.xml.minion.conv.minion,1,0,1,49,49,49,0.168831,0.168831
magicSquare-8_glb.xml.minion.conv.minion,1,0,1,64,64,64,0.148649,0.148649
magicSquare-9_glb.xml.minion.conv.minion,1,0,1,81,81,81,0.132791,0.132791
mug100-1-3.xml.watchless.minion.gz,1,0,0.033535,100,100,100,0.02,0.02
mug100-1-4.xml.watchless.minion.gz,1,0,0.033535,100,100,100,0.02,0.02
mug100-25-3.xml.watchless.minion.gz,1,0,0.033535,100,100,100,0.02,0.02
mug100-25-4.xml.watchless.minion.gz,1,0,0.033535,100,100,100,0.02,0.02
mug88-1-3.xml.watchless.minion.gz,1,0,0.03814,88,88,88,0.022727,0.022727
mug88-1-4.xml.watchless.minion.gz,1,0,0.03814,88,88,88,0.022727,0.022727
mug88-25-3.xml.watchless.minion.gz,1,0,0.03814,88,88,88,0.022727,0.022727
mug88-25-4.xml.watchless.minion.gz,1,0,0.03814,88,88,88,0.022727,0.022727
myciel3-3.xml.watchless.minion.gz,1,0,0.363636,11,11,11,0.181818,0.181818
myciel3-4.xml.watchless.minion.gz,1,0,0.363636,11,11,11,0.181818,0.181818
myciel4-4.xml.watchless.minion.gz,1,0,0.280632,23,23,23,0.086957,0.086957
myciel4-5.xml.watchless.minion.gz,1,0,0.280632,23,23,23,0.086957,0.086957
myciel5-4.xml.watchless.minion.gz,1,0,0.218316,47,47,47,0.042553,0.042553
myciel5-5.xml.watchless.minion.gz,1,0,0.218316,47,47,47,0.042553,0.042553
myciel5-6.xml.watchless.minion.gz,1,0,0.218316,47,47,47,0.042553,0.042553
myciel-5g-3-ext.xml.minion.converted.minion.gz,1,236,0.218316,47,47,47,0.042553,0.042553
myciel-5g-4-ext.xml.minion.converted.minion.gz,1,236,0.218316,47,47,47,0.042553,0.042553
myciel-5g-5-ext.xml.minion.converted.minion.gz,1,236,0.218316,47,47,47,0.042553,0.042553
myciel-5g-6-ext.xml.minion.converted.minion.gz,1,236,0.218316,47,47,47,0.042553,0.042553
myciel6-4.xml.watchless.minion.gz,1,0,0.169093,95,95,95,0.021053,0.021053
myciel6-5.xml.watchless.minion.gz,1,0,0.169093,95,95,95,0.021053,0.021053
myciel6-6.xml.watchless.minion.gz,1,0,0.169093,95,95,95,0.021053,0.021053
myciel6-7.xml.watchless.minion.gz,1,0,0.169093,95,95,95,0.021053,0.021053
myciel7-4.xml.watchless.minion.gz,1,0,0.130063,191,191,191,0.010471,0.010471
myciel7-5.xml.watchless.minion.gz,1,0,0.130063,191,191,191,0.010471,0.010471
myciel7-6.xml.watchless.minion.gz,1,0,0.130063,191,191,191,0.010471,0.010471
myciel7-7.xml.watchless.minion.gz,1,0,0.130063,191,191,191,0.010471,0.010471
myciel7-8.xml.watchless.minion.gz,1,0,0.130063,191,191,191,0.010471,0.010471
nmr_10_10_3.minion,1,0,1,100,100,100,0.04141,0.04141
nmr_10_10_4.minion,1,0,1,100,100,100,0.04141,0.04141
nmr_10_10_5.minion,1,0,1,100,100,100,0.04141,0.04141
nmr_10_11_3.minion,1,0,1,110,110,110,0.037537,0.037537
nmr_10_11_4.minion,1,0,1,110,110,110,0.037537,0.037537
nmr_10_11_5.minion,1,0,1,110,110,110,0.037537,0.037537
nmr_10_12_3.minion,1,0,1,120,120,120,0.034326,0.034326
nmr_10_12_4.minion,1,0,1,120,120,120,0.034326,0.034326
nmr_10_12_5.minion,1,0,1,120,120,120,0.034326,0.034326
nmr_10_5_3.minion,1,0,1,50,50,50,0.085097,0.085097
nmr_10_5_4.minion,1,0,1,50,50,50,0.085097,0.085097
nmr_10_5_5.minion,1,0,1,50,50,50,0.085097,0.085097
nmr_10_6_3.minion,1,0,1,60,60,60,0.070343,0.070343
nmr_10_6_4.minion,1,0,1,60,60,60,0.070343,0.070343
nmr_10_6_5.minion,1,0,1,60,60,60,0.070343,0.070343
nmr_10_7_3.minion,1,0,1,70,70,70,0.059911,0.059911
nmr_10_7_4.minion,1,0,1,70,70,70,0.059911,0.059911
nmr_10_7_5.minion,1,0,1,70,70,70,0.059911,0.059911
nmr_10_8_3.minion,1,0,1,80,80,80,0.052155,0.052155
nmr_10_8_4.minion,1,0,1,80,80,80,0.052155,0.052155
nmr_10_8_5.minion,1,0,1,80,80,80,0.052155,0.052155
nmr_10_9_3.minion,1,0,1,90,90,90,0.046168,0.046168
nmr_10_9_4.minion,1,0,1,90,90,90,0.046168,0.046168
nmr_10_9_5.minion,1,0,1,90,90,90,0.046168,0.046168
nmr_11_10_3.minion,1,0,1,110,110,110,0.037537,0.037537
nmr_11_10_4.minion,1,0,1,110,110,110,0.037537,0.037537
nmr_11_10_5.minion,1,0,1,110,110,110,0.037537,0.037537
nmr_11_11_3.minion,1,0,1,121,121,121,0.034035,0.034035
nmr_11_11_4.minion,1,0,1,121,121,121,0.034035,0.034035
nmr_11_11_5.minion,1,0,1,121,121,121,0.034035,0.034035
nmr_11_12_3.minion,1,0,1,132,132,132,0.031129,0.031129
nmr_11_12_4.minion,1,0,1,132,132,132,0.031129,0.031129
nmr_11_12_5.minion,1,0,1,132,132,132,0.031129,0.031129
nmr_11_5_3.minion,1,0,1,55,55,55,0.076983,0.076983
nmr_11_5_4.minion,1,0,1,55,55,55,0.076983,0.076983
nmr_11_5_5.minion,1,0,1,55,55,55,0.076983,0.076983
nmr_11_6_3.minion,1,0,1,66,66,66,0.063672,0.063672
nmr_11_6_4.minion,1,0,1,66,66,66,0.063672,0.063672
nmr_11_6_5.minion,1,0,1,66,66,66,0.063672,0.063672
nmr_11_7_3.minion,1,0,1,77,77,77,0.054255,0.054255
nmr_11_7_4.minion,1,0,1,77,77,77,0.054255,0.054255
nmr_11_7_5.minion,1,0,1,77,77,77,0.054255,0.054255
nmr_11_8_3.minion,1,0,1,88,88,88,0.04725,0.04725
nmr_11_8_4.minion,1,0,1,88,88,88,0.04725,0.04725
nmr_11_8_5.minion,1,0,1,88,88,88,0.04725,0.04725
nmr_11_9_3.minion,1,0,1,99,99,99,0.04184,0.04184
nmr_11_9_4.minion,1,0,1,99,99,99,0.04184,0.04184
nmr_11_9_5.minion,1,0,1,99,99,99,0.04184,0.04184
nmr_12_10_3.minion,1,0,1,120,120,120,0.034326,0.034326
nmr_12_10_4.minion,1,0,1,120,120,120,0.034326,0.034326
nmr_12_10_5.minion,1,0,1,120,120,120,0.034326,0.034326
nmr_12_11_3.minion,1,0,1,132,132,132,0.031129,0.031129
nmr_12_11_4.minion,1,0,1,132,132,132,0.031129,0.031129
nmr_12_11_5.minion,1,0,1,132,132,132,0.031129,0.031129
nmr_12_12_3.minion,1,0,1,144,144,144,0.028476,0.028476
nmr_12_12_4.minion,1,0,1,144,144,144,0.028476,0.028476
nmr_12_12_5.minion,1,0,1,144,144,144,0.028476,0.028476
nmr_12_5_3.minion,1,0,1,60,60,60,0.070272,0.070272
nmr_12_5_4.minion,1,0,1,60,60,60,0.070272,0.070272
nmr_12_5_5.minion,1,0,1,60,60,60,0.070272,0.070272
nmr_12_6_3.minion,1,0,1,72,72,72,0.058151,0.058151
nmr_12_6_4.minion,1,0,1,72,72,72,0.058151,0.058151
nmr_12_6_5.minion,1,0,1,72,72,72,0.058151,0.058151
nmr_12_7_3.minion,1,0,1,84,84,84,0.049571,0.049571
nmr_12_7_4.minion,1,0,1,84,84,84,0.049571,0.049571
nmr_12_7_5.minion,1,0,1,84,84,84,0.049571,0.049571
nmr_12_8_3.minion,1,0,1,96,96,96,0.043185,0.043185
nmr_12_8_4.minion,1,0,1,96,96,96,0.043185,0.043185
nmr_12_8_5.minion,1,0,1,96,96,96,0.043185,0.043185
nmr_12_9_3.minion,1,0,1,108,108,108,0.038251,0.038251
nmr_12_9_4.minion,1,0,1,108,108,108,0.038251,0.038251
nmr_12_9_5.minion,1,0,1,108,108,108,0.038251,0.038251
nmr_5_10_3.minion,1,0,1,50,50,50,0.085097,0.085097
nmr_5_10_4.minion,1,0,1,50,50,50,0.085097,0.085097
nmr_5_10_5.minion,1,0,1,50,50,50,0.085097,0.085097
nmr_5_11_3.minion,1,0,1,55,55,55,0.076983,0.076983
nmr_5_11_4.minion,1,0,1,55,55,55,0.076983,0.076983
nmr_5_11_5.minion,1,0,1,55,55,55,0.076983,0.076983
nmr_5_12_3.minion,1,0,1,60,60,60,0.070272,0.070272
