@RELATION 'FEATURE_VALUES-SAT12-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC

@DATA
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-220-100.cnf,1,0.0001,0,0.8333,0.2296,1,0.2295,0.5831,34.453,0.0114,0.2295,0.2295,0.4506,1.0783,0.5831,0.5832,0.5568
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q918.75-n50-p30-s52376212.cnf,1,0.0601,0.0044,0.9855,0.5,0.931,0.0078,0.9493,86.5327,0.0016,0.0326,0.0009,0.1032,101.879,0.9743,0.9992,108.582
SAT_Competition2009/CRAFTED/Hard/contest02/pyhala-braun-unsat-40-4-02.sat05-459.reshuffled-07.cnf,1,0.4423,1.3953,0.5431,0.0699,0,0.0314,0.2005,36.8158,0.0063,0.056,0.0252,0.5399,0.5677,0.2107,0.3773,0.1565
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q326.25-n30-p15-s44266159.cnf,1,0.03,0.0119,0.9682,0.0001,0.8571,0,0.8374,49.2151,0.0048,0,0,0.2214,37.4771,0.8619,0.8944,39.8177
SAT_Competition2009/CRAFTED/sgen/unsat/sgen1-unsat-61-100.cnf,1,1.2893,0,0.5,0.3174,1,0.3122,0.0004,10.3047,0.0682,0.3166,0.3046,0,1.052,0.0037,0.0737,0.7033
SAT_Competition2007/crafted/Hard/contest02/ezfact64_6.sat05-453.reshuffled-07.cnf,1,1.3513,0.118,0.3567,0.0973,0,0.0665,0,28.2482,0.0068,0.0697,0.0548,0.6196,0.4474,0.0061,0.1388,0.2273
SAT_Competition2007/crafted/Hard/contest03/others/999999000001nw.sat05-447.reshuffled-07.cnf,1,0.7436,0.1165,0.4899,0.1757,0,0.0552,0.0433,26.0959,0.0094,0.0618,0.0505,0.3627,0.4116,0.0661,0.3972,0.1648
SAT_Competition2009/CRAFTED/Hard/contest04/others/equilarge_l2.sat05-519.reshuffled-07.cnf,1,2.4398,0.024,0.3819,0.2383,0,0.1307,0,33.2979,0.0329,0.1379,0.06,0.7656,0.4147,0,0,0.1334
SAT_Competition2009/CRAFTED/Difficult/contest05/others/linvrinv5.sat05-564.reshuffled-07.cnf,1,0.705,0.1556,0.4028,0.3069,0,0.0493,0.0477,22.4045,0.0405,0.0909,0.0299,1.0326,1.0874,0.0895,0.3366,0.7627
SAT_Competition2009/CRAFTED/Hard/contest05/phnf/phnf-size10-exclusive-myciel6-cn.used-as.sat04-319.sat05-4201.reshuffled-07.cnf,1,0.6472,0.0251,0.6116,0.1947,0,0,0.1007,0,0.0012,0,0,0.6886,59.9528,0.1618,0.4662,54.042
SAT_Competition2011/SAT04/handmade/marijn/equilarge-l/equilarge_l4.used-as.sat04-896.cnf,1,2.3708,0.0237,0.5094,0.2515,0,0.1389,0,23.9885,0.0343,0.1393,0.0572,0.5897,0.4441,0,0.0014,0.1463
SAT_Competition2007/crafted/Hard/contest04/others/ramsey.sat05-511.reshuffled-07.cnf,1,0,0,0.1047,0.0005,0,0.0005,0,30.6719,0.0392,0.0005,0.0005,0,1.8829,0,0,1.4116
SAT_Competition2011/SAT05/crafted/sorge05/QG7/dead-dnd003.shuffled-as.sat05-3109.cnf,1,0.1666,0.6884,0.5164,0.9752,0,0.0141,0.7359,32.0271,0.0424,0.0389,0.0106,1.4978,6.0768,0.8274,0.8811,3.5357
SAT_Competition2011/SAT05/crafted/lynce05/social-golfer-problem/sgp_5-6-8.shuffled-as.sat05-2669.cnf,1,0.9356,0.7945,0.6758,0.1793,0,0.0269,0.0136,50.0524,0.0005,0.0351,0.009,0.6593,15.8486,0.0477,0.9662,2.1986
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_528.cnf,1,0.4128,0.2126,0.0636,0.1236,0.3333,0.011,0.2054,21.1664,0.0256,0.0233,0.0043,0.851,4.0908,0.4881,0.9032,1.9995
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-20_388.cnf,1,0.1062,0,0.0915,0,1,0,0.6427,48.7235,0.0159,0,0,0.3059,20.9695,0.6469,0.7044,23.4286
SAT_Competition2009/CRAFTED/modcircuits/mod3block_4vars_12gates_b2.cnf,1,1.6214,0.8891,0.4083,1,0,0.2332,0.0011,10.4898,0.0505,0.4782,0,1.249,38.4675,0.0043,0.509,51.1186
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q1041.25-n50-p30-s30907550.cnf,1,0.0496,0.0053,0.9819,0.5,0.9412,0.0159,0.9515,95.5521,0.0019,0.0409,0.0028,0.1198,96.5167,0.9705,0.9979,84.8551
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_70_15_90_1-dir.shuffled-as.sat03-136.cnf,1,0.0203,0.0143,0.7269,0.0002,0,0,0.8816,60.9457,0.009,0,0,0.1431,35.7765,0.8895,0.9146,30.4773
SAT_Competition2009/CRAFTED/Difficult/contest05/sabharwal/gt-ordering-unsat-gt-060.sat05-1312.reshuffled-07.cnf,1,0,0,0.5059,0,0,0,0.4965,59.5035,0.0008,0,0,0.0518,21.1732,0.4965,0.4965,12.8739
SAT_Competition2007/crafted/Hard/contest02/hgen3-v500-s1349121860.sat05-473.reshuffled-07.cnf,1,0.8345,0,0.5023,0.1008,0.3333,0.0771,0.0105,35.83,0.0069,0.0844,0.0689,0,0.7587,0.0283,0.1803,0.2675
SAT_Competition2007/crafted/Hard/contest02/hgen3-v400-s553296708.sat05-471.reshuffled-07.cnf,1,0.8546,0,0.505,0.0995,0.3333,0.0775,0.012,31.4611,0.0086,0.0844,0.0687,0,0.7885,0.028,0.176,0.3037
SAT_Competition2007/crafted/Hard/contest05/counting-php/harder-fphp-018-017.sat05-1231.reshuffled-07.cnf,1,0.0009,0.0643,0.7083,0.0379,0,0.037,0.8952,49.3321,0.0103,0.0373,0.0365,0.2422,8.5602,0.8954,0.8966,8.6005
SAT_Competition2007/crafted/Medium/contest05/pebbling/unsat-pbl-00070.sat05-1324.reshuffled-07.cnf,1,0.4359,0.0586,0.0274,0.4988,0,0.4516,0.2114,10.2692,0.2497,0.4811,0.416,1.886,4.9164,0.3504,0.7758,4.5307
SAT_Competition2007/crafted/Difficult/contest05/QG/QG7-gensys-icl006.sat05-3132.reshuffled-07.cnf,1,0.2205,0.4271,0.3278,0.9773,0,0.0597,0.4999,33.6588,0.0279,0.4976,0.0314,1.5261,5.0986,0.734,0.9062,2.1608
SAT_Competition2009/CRAFTED/Hard/contest04/others/equilarge_l4.sat05-521.reshuffled-07.cnf,1,2.4517,0.024,0.3863,0.2391,0,0.1307,0,26.1964,0.0321,0.1378,0.0598,0.7632,0.4123,0,0,0.1362
SAT_Competition2007/crafted/Difficult/contest05/sabharwal/gt-ordering-unsat-gt-060.sat05-1312.reshuffled-07.cnf,1,0,0,0.5059,0,0,0,0.4965,62.7627,0.0008,0,0,0.0518,21.0341,0.4965,0.4965,15.0542
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/rnd_100_27_s.cnf,1,0.9193,0.744,0.5526,0.3874,0,0.3076,0.0283,14.9793,0.2471,0.3322,0.2631,1.7384,1.3682,0.0756,0.3792,0.3874
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_80_28_70_8-dir.shuffled-as.sat03-215.cnf,1,0.0242,0.0117,0.7483,0.0001,0,0,0.8732,61.888,0.0055,0,0,0.1175,39.9255,0.8884,0.9226,31.0114
SAT_Competition2007/crafted/Hard/contest05/counting-php/harder-php-025-024.sat05-1191.reshuffled-07.cnf,1,0.0038,0.0035,0.7182,0.1533,0,0.1415,0.8981,78.0625,0.0067,0.1452,0.1382,0.2917,5.7128,0.9014,0.9073,5.9559
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-icl009.sat05-3830.reshuffled-07.cnf,1,0.1923,0.1355,0.1365,0.9999,0,0.4964,0.6513,15.0508,0.0126,0.4991,0.4796,2.0999,0.6104,0.6725,0.8291,0.0684
SAT_Competition2009/CRAFTED/Hard/contest05/counting-clq/unsat-set-b-clqcolor-16-11-14.sat05-1261.reshuffled-07.cnf,1,0.0502,0.0012,0.4838,0.1752,0,0.039,0.8324,43.3939,0.0169,0.1521,0.0336,0.6522,16.1757,0.8382,0.8488,12.6083
SAT_Competition2007/crafted/Hard/contest03/others/hwb-n26-03-S540351185.sat05-490.reshuffled-07.cnf,1,2.6563,0.1366,0.3497,0.3187,0,0.0288,0.0002,19.5613,0.082,0.0493,0.0239,1.2227,1.3188,0.0006,0.023,1.0021
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hgen8-n320-02-S1127428711.sat05-484.reshuffled-07.cnf,1,0.1784,0.2269,0.611,0.4418,0,0.2739,0.4403,32.3015,0.0224,0.3304,0.2572,0.9596,0.9775,0.5177,0.625,0.6823
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG6-gensys-brn007.sat05-2684.reshuffled-07.cnf,1,0.2362,0.2051,0.1211,1,0,0.4996,0.5285,13.4898,0.6278,0.4999,0.4933,2.572,0.863,0.6658,0.7999,0.229
SAT_Competition2007/crafted/Difficult/contest05/sabharwal/counting-easier-php-018-014.sat05-1175.reshuffled-07.cnf,1,0.0051,0.0084,0.6097,0.1562,0,0.1467,0.8625,54.8395,0.0159,0.1513,0.1424,0.4213,4.4414,0.8628,0.8718,4.5037
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_60_28_40_7-log.shuffled-as.sat03-127.cnf,1,0.4027,0,0.0108,0.4955,0,0.4938,0.0468,17.8486,0.0972,0.4946,0.4931,0.0076,1.3928,0.0793,0.1574,0.816
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_70_22_70_7-dir.shuffled-as.sat03-154.cnf,1,0.0244,0.0118,0.7131,0.0001,0,0,0.8584,59.0658,0.007,0,0,0.1452,41.1537,0.8749,0.905,41.614
SAT_Competition2009/CRAFTED/Difficult/contest05/others/pmg-14-UNSAT.sat05-3942.reshuffled-07.cnf,1,0.0386,0.001,0.5021,0.1199,0.3333,0.1109,0.258,29.0293,0.0052,0.1109,0.1109,0.0045,0.5979,0.258,0.258,0.2119
SAT_Competition2009/CRAFTED/Hard/contest05/others/strips-gripper-18t35.sat05-1147.reshuffled-07.cnf,1,0.1726,0.1048,0.6071,0.2997,0,0,0.6785,9.5012,0.0009,0.0042,0,0.7647,11.7233,0.9525,0.9982,4.5642
SAT_Competition2009/CRAFTED/Difficult/contest-02-03-04/contest04-lksat-n1100-m7545-k4-l4-s310659001.sat05-524.reshuffled-07.cnf,1,0.6477,0.0669,0.3158,0.2946,0,0.0517,0.0465,2.9557,0.01,0.109,0.0236,0.0907,0.6877,0.1181,0.3636,0.2191
SAT_Competition2009/CRAFTED/edgematching/compact/em_7_4_8_cmp.cnf,1,0.3353,0,0.7681,0.1926,0,0.0127,0.3963,12.4743,0.0084,0.0563,0.0048,1.1359,1.913,0.55,0.9486,1.3229
SAT_Competition2009/CRAFTED/modcircuits/mod4block_2vars_10gates_u2_autoenc.cnf,1,1.0261,0.5089,0.3324,0.0635,0,0.0006,0.0057,11.2965,0.0545,0.002,0,1.2847,12.4636,0.0073,0.834,9.0084
SAT_Competition2009/CRAFTED/Hard/contest05/QG/QG7a-gensys-ukn009.sat05-3849.reshuffled-07.cnf,1,0.2068,0.1327,0.1252,0.9996,0,0.496,0.6099,16.1562,0.0203,0.499,0.4771,2.1333,0.6158,0.6665,0.8278,0.0704
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-280-3.sat05-2265.reshuffled-07.cnf,1,0,0,0.4893,0.042,0.3333,0.042,0,32.469,0.0107,0.042,0.042,0,1.1697,0,0,0.4191
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-9-17-sat.cnf,1,0,0,0.8831,0.2577,1,0.2577,0.8006,0,0.0245,0.2577,0.2577,0.3607,2.2821,0.8006,0.8006,1.733
SAT_Competition2009/CRAFTED/parity-games/instance_n4_i5_pp.cnf,1,0.707,0.1585,0.7124,0.3715,0,0.0577,0.0509,18.2998,0.0296,0.1249,0.0128,1.2867,1.2539,0.1392,0.743,0.695
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1150c84314g7.cnf,1,0.018,0.0181,0.9399,0,0.7778,0,0.8012,43.3738,0.0043,0,0,0.247,30.041,0.8096,0.8302,37.0328
SAT_Competition2009/CRAFTED/Difficult/contest05/sabharwal/grid-pebbling-unsat-grid-pbl-0300.sat05-1350.sat05-1350.reshuffled-07.cnf,1,2.6481,84.654,0.3208,0.4665,0,0.4604,0,6.4754,0.0048,0.4604,0.4604,0.0465,0.5566,0,0.0012,0.1341
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-300-100.cnf,1,0.0001,0,0.8333,0.2296,1,0.2295,0.5831,43.7932,0.0083,0.2295,0.2295,0.4506,1.0146,0.5831,0.5832,0.4811
SAT_Competition2009/CRAFTED/sgen/unsat/sgen1-unsat-109-100.cnf,1,1.5041,0,0.5,0.3238,1,0.3214,0.0007,17.1135,0.0395,0.322,0.3152,0,0.8602,0.0038,0.0605,0.5071
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-11-11-unsat.cnf,1,0.0001,0,0.8333,0.0469,1,0.0467,0.6919,41.8992,0.0289,0.0468,0.0467,0.4506,2.6578,0.6919,0.692,2.0861
SAT_Competition2007/crafted/Difficult/contest-02-03-04/contest02-Mat26.sat05-457.reshuffled-07.cnf,1,0.7198,0.1159,0.4416,0.0651,0,0.0454,0.0069,19.2391,0.0435,0.0455,0.012,1.0891,1.1482,0.0296,0.3509,0.5519
SAT_Competition2007/crafted/Hard/contest05/others/sgp_9-8-8.sat05-2674.reshuffled-07.cnf,1,0.7866,0.352,0.6891,0.5,0,0.1951,0.0387,0,0.0001,0.4073,0.0185,0.5748,50.2987,0.1482,0.9777,21.2023
SAT_Competition2009/CRAFTED/parity-games/instance_n6_i7_pp_ci_ce.cnf,1,0.5881,0.1009,0.7835,0.3597,0,0.0353,0.0757,16.09,0.0139,0.0693,0.008,1.3286,2.045,0.1705,0.8259,0.7586
SAT_Competition2009/CRAFTED/rbsat/random/forced/rbsat-v760c43649gyes10.cnf,1,0.0249,0.0239,0.9298,0,0.6667,0,0.7737,39.0087,0.0065,0,0,0.2801,24.1644,0.7837,0.8129,28.0398
SAT_Competition2011/SAT05/crafted/sorge05/QG7a/gensys-icl005.shuffled-as.sat05-3826.cnf,1,0.2037,0.1054,0.1458,0.9999,0,0.4956,0.6251,16.4056,0.0203,0.499,0.4737,2.1398,0.7014,0.6664,0.8286,0.0869
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-230-2.sat05-2189.reshuffled-07.cnf,1,0,0,0.4783,0.042,0.3333,0.042,0,27.4371,0.013,0.042,0.042,0,1.1965,0,0,0.4777
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-14-27-sat.cnf,1,0,0,0.9261,0.2046,1,0.2046,0.8577,127.303,0.0102,0.2046,0.2046,0.2636,3.1213,0.8577,0.8577,2.4192
SAT_Competition2009/CRAFTED/modcircuits/mod5block_1var_7gates.cnf,1,1.03,1.0013,0.4343,1,0,0.1355,0.0005,16.284,0.0821,0.3328,0.0025,1.4617,9.6961,0.0056,0.8521,9.9731
SAT_Competition2009/CRAFTED/Hard/contest04/connamacher/connm-ue-csp-sat-n1200-d0.00-s1875077647.sat05-530.reshuffled-07.cnf,1,0.1018,0.021,0.4369,0.0173,0.1429,0.001,0.5426,56.1334,0.0092,0.0084,0.0001,0.483,3.1939,0.5768,0.6653,3.0415
SAT_Competition2011/SAT11/crafted/mosoi/289/289-unsat-21x33.cnf,1,0.5254,0.0062,0.7512,0.0272,1,0,0.1481,30.059,0.0029,0,0,0.5894,33.5828,0.1834,0.2985,28.0133
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2400c266431gyes2.cnf,1,0.0887,0.0091,0.9534,0,0.8947,0,0.7138,67.7,0.0021,0,0,0.1972,45.5335,0.8011,0.8862,55.7332
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/forced/rbsat-v2100c215164gyes2.cnf,1,0.082,0.0128,0.9523,0,0.8,0,0.7211,53.3598,0.0026,0,0,0.2043,42.9576,0.791,0.8821,50.8391
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-5_4231.cnf,1,0.2112,0.0007,0.0997,0.4481,0.1429,0.0047,0.4369,30.9352,0.0018,0.0188,0.0013,0.3476,1.8161,0.5467,0.6752,0.3242
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q585-n40-p30-s19690873.cnf,1,0.0405,0.0065,0.979,0.0001,0.9167,0,0.8507,73.7978,0.0026,0,0,0.142,70.2053,0.8845,0.9285,73.4377
SAT_Competition2011/SAT09/CRAFTED/sgi/new-difficult-23-189-21-75.cnf,1,0.0238,0.0194,0.9725,0.0005,0.875,0,0.8652,48.1419,0.0086,0.0001,0,0.1592,24.7745,0.879,0.904,23.6253
SAT_Competition2009/CRAFTED/parity-games/instance_n8_i8_pp_ci_ce.cnf,1,0.5241,0.0713,0.8164,0.3587,0,0.0276,0.061,17.2293,0.0081,0.0653,0.004,1.2695,2.2149,0.3469,0.8569,0.6288
SAT_Competition2011/SAT03/handmade/bevan/cnf/marg3x3add8.shuffled-as.sat03-1449.cnf,1,0,0,0.2545,0.4557,0,0.4241,0,12.3008,0.1429,0.453,0.4211,0.5983,1.6517,0,0,1.6601
SAT_Competition2011/SAT02/handmade/zhang-lintao/xor-chain/x1_40.shuffled.cnf,1,0,0.0608,0.3074,0.3789,0,0.3625,0,15.4313,0.0541,0.3698,0.3188,0.396,1.4105,0,0,1.0376
SAT_Competition2009/CRAFTED/sgi/satsgi-n18himBHm21-p0-q167.cnf,1,0,0.057,0.9769,0.075,1,0.0749,0.9228,0,0.008,0.0749,0.0749,0.1097,9.7981,0.9228,0.9229,9.8384
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes7.cnf,1,0.018,0.0156,0.9335,0,0.8462,0,0.788,51.4969,0.005,0,0,0.2632,27.1554,0.7964,0.8164,32.0833
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p30-s70617701.cnf,1,0.0218,0.0134,0.9668,0.0002,0.8667,0,0.8555,66.3086,0.0062,0,0,0.1845,33.9635,0.8687,0.8904,36.2849
SAT_Competition2011/SAT05/crafted/sorge05/QG8/iso-ukn009.shuffled-as.sat05-3632.cnf,1,0.2832,5.7757,0.5507,0.9999,0,0.4691,0.4982,0,0.056,0.8907,0.0083,1.24,2.7412,0.7276,1,1.3681
SAT_Competition2009/CRAFTED/Hard/contest05/QG/QG7-dead-dnd005.sat05-3111.reshuffled-07.cnf,1,0.1739,0.6459,0.5384,0.9988,0,0.0129,0.6661,31.2632,0.0411,0.0516,0.0094,1.518,6.0584,0.8064,0.8811,3.3316
SAT_Competition2009/CRAFTED/parity-games/instance_n7_i7_pp_ci_ce.cnf,1,0.54,0.0823,0.8009,0.3598,0,0.0293,0.0748,16.9411,0.0104,0.0684,0.0056,1.3083,2.0043,0.3407,0.8395,0.9554
SAT_Competition2009/CRAFTED/rbsat/crafted/forced/rbsat-v2640c305320gyes8.cnf,1,0.1807,0.0087,0.9547,0.006,0.8889,0,0.6888,70.6296,0.0019,0,0,0.1936,49.9522,0.8511,0.9334,57.4208
SAT_Competition2009/CRAFTED/parity-games/instance_n9_i9_pp_ci_ce.cnf,1,0.4939,0.0614,0.8325,0.357,0,0.0373,0.0911,16.6589,0.0065,0.0595,0.0036,1.2437,3.5571,0.3815,0.8272,2.4461
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q841.5-n45-p15-s16393788.cnf,1,0.0803,0.006,0.9856,0.0139,0.931,0,0.8228,80.0114,0.002,0,0,0.1075,74.7725,0.8857,0.9491,82.3654
SAT_Competition2007/crafted/Hard/contest05/counting-clq/unsat-set-a-clqcolor-10-06-07.sat05-1250.reshuffled-07.cnf,1,0.0562,0.0072,0.473,0.3131,0,0.167,0.6754,20.8614,0.0506,0.2523,0.0295,0.925,5.9679,0.6924,0.7547,4.948
SAT_Competition2011/SAT04/handmade/marijn/equilarge-l/equilarge_l2.used-as.sat04-894.cnf,1,2.3696,0.0238,0.5045,0.2554,0,0.1389,0,27.8036,0.034,0.1393,0.0572,0.594,0.4437,0,0.0014,0.1459
SAT_Competition2007/crafted/Medium/contest05/others/pmg-11-UNSAT.sat05-3939.reshuffled-07.cnf,1,0.105,0.0018,0.4991,0.1109,0,0.1109,0.2576,32.215,0.0196,0.1109,0.1108,0.0131,0.8985,0.258,0.258,0.3963
SAT_Competition2009/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes2.cnf,1,0.0177,0.0156,0.9317,0,0.8333,0,0.7864,48.4569,0.005,0,0,0.2667,27.4365,0.7944,0.8126,32.0867
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-290-100.cnf,1,0.0001,0,0.8333,0.2296,1,0.2295,0.5831,41.9663,0.0086,0.2295,0.2295,0.4506,1.0185,0.5831,0.5832,0.4881
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-16_238.cnf,1,0.1387,0,0.1119,0.0002,1,0,0.5892,44.0871,0.0254,0,0,0.3506,13.8283,0.5977,0.6688,13.8502
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-15_218.cnf,1,0.1503,0,0.119,0.0002,1,0,0.5694,39.446,0.0275,0,0,0.3649,12.8311,0.5764,0.6531,13.1134
SAT_Competition2009/CRAFTED/Hard/contest05/counting-clq/unsat-set-b-fclqcolor-25-18-23.sat05-1287.reshuffled-07.cnf,1,0.0533,0.0059,0.5046,0.0534,0,0.0113,0.852,54.5885,0.0065,0.0319,0.0047,0.5951,44.2738,0.8778,0.9599,35.7769
SAT_Competition2007/crafted/Hard/contest04/connamacher/connm-ue-csp-sat-n1200-d0.02-s1099787414.sat05-542.reshuffled-07.cnf,1,0.0974,0.0213,0.4488,0.0149,0.1429,0.0011,0.5468,37.8938,0.0114,0.0086,0.0001,0.4842,3.2293,0.5836,0.6612,2.9852
SAT_Competition2009/CRAFTED/Hard/contest05/others/linvrinv9.sat05-568.reshuffled-07.cnf,1,1.2075,0.1573,0.4239,0.3135,0,0.067,0.0056,20.5381,0.0124,0.0697,0.0454,0.8756,0.5335,0.0125,0.104,0.2143
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/crn_40_1520_u.cnf,1,3.1172,0.052,0.2613,0.3575,0,0.3325,0.0001,0,0.0013,0.3325,0.3316,0.163,0.1948,0.0001,0.0069,0.1166
SAT_Competition2011/SAT05/crafted/sorge05/QG7a/gensys-ukn009.shuffled-as.sat05-3849.cnf,1,0.2056,0.121,0.1382,0.9999,0,0.496,0.6212,15.9059,0.0201,0.499,0.478,2.1405,0.6431,0.6668,0.8293,0.073
SAT_Competition2009/CRAFTED/modcircuits/mod4block_2vars_11gates_u2_autoenc.cnf,1,0.9987,0.4819,0.3296,0.0574,0,0.0004,0.0054,10.3777,0.0477,0.0017,0,1.2459,14.2347,0.0073,0.8411,10.1396
SAT_Competition2009/CRAFTED/Hard/contest03/others/999999000001nw.sat05-447.reshuffled-07.cnf,1,0.7436,0.1165,0.4899,0.1757,0,0.0552,0.0433,26.0959,0.0094,0.0618,0.0505,0.3627,0.4342,0.0661,0.3972,0.1727
SAT_Competition2007/crafted/Medium/contest05/others/QG7a-gensys-ukn005.sat05-3845.reshuffled-07.cnf,1,0.2069,0.1253,0.1321,0.9999,0,0.4958,0.6,15.0643,0.021,0.499,0.4752,2.1194,0.6785,0.6661,0.8287,0.0799
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-6x8.cnf,1,0,0.1053,0.7697,0.348,1,0.348,0.6098,0,0.0395,0.348,0.348,0.7941,3.5492,0.6098,0.6098,3.5509
SAT_Competition2011/SAT09/CRAFTED/edgematching/fbcolors/em_8_4_5_fbc.cnf,1,0.3275,0,0.7631,0.318,0,0.0005,0.326,27.9477,0.0058,0.0279,0.0001,1.1418,3.5283,0.8262,0.9642,2.6269
SAT_Competition2009/CRAFTED/parity-games/instance_n3_i3_pp.cnf,1,0.7045,0.2178,0.6549,0.4482,0,0.0775,0.0656,0,0.0503,0.1506,0.024,1.3525,1.2272,0.138,0.5997,0.7439
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/forced/rbsat-v2400c266431gyes6.cnf,1,0.0812,0.012,0.9552,0,0.75,0,0.7334,54.8372,0.0021,0,0,0.194,47.0055,0.7988,0.8874,54.5343
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-250-1.shuffled-as.sat05-2533.cnf,1,1.76,0,0.2632,0.1737,0,0.0934,0.0003,8.6334,0.0364,0.1008,0.084,0.7705,1.5854,0.0013,0.0263,1.0263
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-5-8-unsat.cnf,1,0,0,0.7619,0.3149,1,0.3148,0.6799,0,0.0857,0.3148,0.3148,0.5489,1.5126,0.6799,0.6799,1.3422
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG6-dead-dnd002.sat05-2713.reshuffled-07.cnf,1,0.2415,0.2294,0.1313,0.9999,0,0.4997,0.5001,18.7332,0.7117,0.4999,0.4972,2.62,0.9987,0.6127,0.7999,0.3287
SAT_Competition2009/CRAFTED/sgen/unsat/sgen1-unsat-73-100.cnf,1,1.3217,0,0.5,0.3211,1,0.3175,0.0008,12.8168,0.0577,0.3189,0.3112,0,0.9873,0.0034,0.0715,0.6282
SAT_Competition2009/CRAFTED/Difficult/contest05/sabharwal/counting-easier-php-018-014.sat05-1175.reshuffled-07.cnf,1,0.0051,0.0084,0.6097,0.1562,0,0.1467,0.8625,54.8395,0.0159,0.1513,0.1424,0.4213,4.4434,0.8628,0.8718,4.5015
SAT_Competition2007/crafted/Medium/contest05/sabharwal/gt-ordering-sat-gt-030.sat05-1295.reshuffled-07.cnf,1,0.0015,0,0.5101,0,0,0,0.5267,34.4539,0.0035,0,0,0.0975,11.0512,0.5267,0.5268,9.12
