@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC
@ATTRIBUTE OCCP_OCCN NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC
@ATTRIBUTE OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE POS_HORN NUMERIC
@ATTRIBUTE NEG_HORN_CLAUSE NUMERIC
@ATTRIBUTE TOTAL_VARS NUMERIC
@ATTRIBUTE EXIST_VARS NUMERIC
@ATTRIBUTE EXIST_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE WOCCEP_WOCC NUMERIC
@ATTRIBUTE WOCCN_WOCC NUMERIC
@ATTRIBUTE NEG_HORN NUMERIC
@ATTRIBUTE FORALL_VARS NUMERIC
@ATTRIBUTE LITEN_LITN NUMERIC
@ATTRIBUTE BINARY_CLAUSES NUMERIC
@ATTRIBUTE LITERALS NUMERIC
@ATTRIBUTE W_OCCS_FORALL_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE FORALL_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE WOCCEP_WOCCP NUMERIC
@ATTRIBUTE W_OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE OCCS_FORALL_NO_PER_VAR NUMERIC
@ATTRIBUTE LITEP_LIT NUMERIC
@ATTRIBUTE WOCCEP_WOCCE NUMERIC
@ATTRIBUTE TERNARY_MORE_CLAUSES NUMERIC
@ATTRIBUTE OCCE_OCC NUMERIC
@ATTRIBUTE OCCS_FORALL_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE OCCEN_OCCE NUMERIC
@ATTRIBUTE LITEN_LITE NUMERIC
@ATTRIBUTE OCCEN_OCC NUMERIC
@ATTRIBUTE LITFN_LIT NUMERIC
@ATTRIBUTE TERMORE_CLAUSE NUMERIC

@DATA
ssa7552-159-90-shuffled,1,0.322936,2331.5,0.72328,0.580289,1.702456,9662,0.591383,6026,4663,1.70426,0.330457,0.616644,6067,1363,0.74295,9573,24443,4.861335,0.678331,0.86201,3.302356,5.105649,0.284171,0.349389,682,0.924379,2.430668,0.602722,0.602722,0.557144,0.149163,0.066478
ssa7552-160-50-shuffled,1,0.276057,2951.5,0.72703,0.579029,1.677132,11598,0.601079,7294,5903,1.744298,0.332741,0.620419,7353,1391,0.741828,11545,29059,4.8555,0.631162,0.876603,3.186729,5.550683,0.304759,0.360091,684,0.907332,2.42775,0.584966,0.584966,0.530758,0.149489,0.055914
stmt1_145_146,1,0.133065,90,0.963455,0.509306,2.843137,191,0.774194,102,90,2.116935,0.521983,0.509857,192,12,0.890365,174,591,2.75,0.266129,1.06496,5.362745,5.5,0.434856,0.489524,73,1.006768,2.75,0.510476,0.510476,0.513931,0.055838,0.294355
stmt11_643_645,1,0.124207,536,0.840856,0.543226,3.694017,1538,0.718816,585,536,2.252114,0.467542,0.545485,1360,49,0.90856,1441,4731,4.795918,0.248414,1.028662,6.986325,9.591837,0.407102,0.452007,450,0.982991,4.795918,0.547993,0.547993,0.538673,0.049672,0.237844
stmt1_20_21,1,0.123656,67,0.926407,0.519101,2.815789,143,0.763441,76,67,2.145161,0.513405,0.520142,142,9,0.900433,124,445,2.555556,0.247312,1.06991,5.328947,5.111111,0.429213,0.478697,61,1.017072,2.555556,0.521303,0.521303,0.530203,0.051685,0.327957
stmt124_966_965,1,0.15671,640,0.831749,0.545926,3.733997,1879,0.707359,703,640,2.189177,0.458713,0.548994,1634,63,0.885298,1758,5781,5.746032,0.31342,1.017088,6.953058,11.492063,0.391455,0.447499,551,0.960872,5.746032,0.552501,0.552501,0.530883,0.062619,0.238528
stmt1_30_31,1,0.122449,36,0.957983,0.51073,2.85,71,0.755102,40,36,2.132653,0.512821,0.511312,74,4,0.89916,62,233,3,0.244898,1.049383,5.4,6,0.437768,0.488038,35,0.996662,3,0.511962,0.511962,0.510253,0.051502,0.357143
stmt137_903_911,1,0.159187,657,0.832248,0.545778,3.707182,1921,0.707028,724,657,2.183319,0.459672,0.548888,1670,67,0.883411,1796,5909,5.61194,0.318374,1.018977,6.895028,11.223881,0.390591,0.447547,565,0.961737,5.61194,0.552453,0.552453,0.531314,0.063632,0.239204
stmt1_392_393,1,0.150633,464,0.859591,0.537753,3.541176,1269,0.748101,510,464,2.171519,0.469732,0.540202,1182,46,0.886721,1186,3907,5.173913,0.301266,1.021605,6.615686,10.347826,0.401331,0.45701,393,0.965227,5.173913,0.54299,0.54299,0.524109,0.060916,0.248734
stmt16_0_1,1,0.308594,123,0.830966,0.54616,3.848684,415,0.720703,152,123,1.900391,0.466556,0.552608,369,29,0.775568,389,1289,5.448276,0.617188,1.042836,6.657895,10.896552,0.331265,0.438849,122,0.932821,5.448276,0.561151,0.561151,0.523454,0.122576,0.238281
stmt1_629_630,1,0.158796,1317,0.831375,0.546038,3.746905,3905,0.722106,1454,1317,2.189929,0.460428,0.54915,3456,137,0.884023,3662,12001,5.547445,0.317593,1.021244,6.971114,11.094891,0.390634,0.447286,1123,0.964193,5.547445,0.552714,0.552714,0.532923,0.063328,0.234643
stmt16_47_48,1,0.181362,1873,0.814402,0.551146,3.851364,5945,0.70553,2126,1873,2.178298,0.461402,0.555077,5065,253,0.870499,5586,18242,5.146245,0.362725,1.037036,7.09031,10.29249,0.377481,0.440338,1592,0.973048,5.146245,0.559662,0.559662,0.544578,0.071374,0.221758
stmt16_818_819,1,0.216875,382,0.824976,0.547952,3.919101,1243,0.72116,445,382,2.109426,0.467091,0.552423,1094,63,0.844371,1183,3858,5.222222,0.433751,1.043599,7.098876,10.444444,0.36677,0.442188,333,0.966239,5.222222,0.557813,0.557813,0.53898,0.085277,0.219512
stmt17_143_144,1,0.263543,184,0.861842,0.537102,3.572727,545,0.7306,220,184,1.959004,0.477316,0.541502,499,36,0.802632,510,1698,5,0.527086,1.041042,6.327273,10,0.35689,0.452915,172,0.942157,5,0.547085,0.547085,0.51544,0.106007,0.25183
stmt17_18_19,1,0.272873,161,0.841608,0.543004,3.670103,499,0.723917,194,161,1.955056,0.470528,0.548271,451,33,0.799054,462,1558,5.151515,0.545746,1.041616,6.463918,10.30303,0.347882,0.444992,160,0.94201,5.151515,0.555008,0.555008,0.522823,0.109114,0.256822
stmt17_63_70,1,0.166191,6450,0.80322,0.554563,4.294222,21651,0.705828,6784,6450,2.191779,0.427393,0.558409,18288,334,0.881276,19768,65401,12.892216,0.332381,0.967848,7.953715,25.784431,0.379597,0.437162,6141,0.913284,12.892216,0.562838,0.562838,0.514031,0.06584,0.237013
stmt17_63_78,1,0.179256,7262,0.802559,0.554767,4.326627,24575,0.706562,7654,7262,2.167606,0.424606,0.55895,20804,392,0.872089,22490,74379,13.464286,0.358511,0.962716,7.963679,26.928571,0.374272,0.436175,6953,0.904397,13.464286,0.563825,0.563825,0.509922,0.070961,0.236143
stmt17_82_94,1,0.159261,11061,0.800866,0.555288,4.412136,37733,0.708448,11569,11061,2.212627,0.426139,0.559001,32126,508,0.886689,34739,114780,14.216535,0.318522,0.966302,8.200017,28.433071,0.381791,0.436753,10607,0.914307,14.216535,0.563247,0.563247,0.514981,0.06292,0.233907
stmt1_787_788,1,0.14976,1678,0.841757,0.54296,3.605234,4727,0.733036,1834,1678,2.179404,0.461373,0.545722,4278,156,0.888733,4370,14467,5.602564,0.29952,1.015619,6.733915,11.205128,0.396627,0.451136,1465,0.960908,5.602564,0.548864,0.548864,0.527408,0.060413,0.251028
stmt17_99_98,1,0.175304,2084,0.818701,0.549843,3.779099,6451,0.712604,2354,2084,2.178119,0.462215,0.553556,5569,270,0.873919,6034,19762,5.074074,0.350608,1.035325,6.976211,10.148148,0.380832,0.442134,1780,0.972945,5.074074,0.557866,0.557866,0.542773,0.069325,0.227767
stmt1_811_812,1,0.172727,256,0.825993,0.547647,3.944828,813,0.723232,290,256,2.209091,0.467441,0.551103,716,34,0.876534,782,2529,5.029412,0.345455,1.04131,7.3,10.058824,0.384737,0.444902,207,0.979621,5.029412,0.555098,0.555098,0.543786,0.067616,0.209091
stmt18_258_260,1,0.146597,460,0.855726,0.538873,3.465863,1221,0.706806,498,460,2.156414,0.462085,0.541347,1080,38,0.888944,1122,3743,5.894737,0.293194,1.007483,6.481928,11.789474,0.401282,0.455842,405,0.953031,5.894737,0.544158,0.544158,0.518599,0.059845,0.265052
stmt19_125_302,1,0.176713,3161,0.753273,0.570362,3.472909,8599,0.591227,3396,3161,2.108988,0.414205,0.575802,6591,235,0.874178,8016,27451,8.382979,0.353427,0.976441,6.365724,16.765957,0.357874,0.417847,3131,0.920145,8.382979,0.582153,0.582153,0.535665,0.071764,0.280858
stmt19_133_257,1,0.163666,2795,0.761986,0.567541,3.416639,7433,0.600041,3005,2795,2.128802,0.421388,0.572363,5800,210,0.882589,6898,23741,7.533333,0.327333,0.985388,6.306822,15.066667,0.365823,0.422073,2767,0.931849,7.533333,0.577927,0.577927,0.538541,0.066636,0.286261
stmt19_137_313,1,0.176738,3174,0.754308,0.570025,3.479906,8642,0.592074,3409,3174,2.109256,0.414476,0.575439,6633,235,0.874102,8058,27590,8.425532,0.353477,0.976246,6.378997,16.851064,0.358209,0.41824,3144,0.919882,8.425532,0.58176,0.58176,0.535151,0.071765,0.280639
stmt19_142_261,1,0.162667,2818,0.759656,0.568293,3.410172,7536,0.598974,3028,2818,2.127897,0.420513,0.573143,5840,210,0.883322,6997,23919,7.552381,0.325333,0.985137,6.296565,15.104762,0.3654,0.421266,2752,0.932024,7.552381,0.578734,0.578734,0.539394,0.066307,0.282256
stmt19_177_302,1,0.163296,3440,0.753958,0.570139,3.472925,9309,0.592175,3675,3440,2.134532,0.415941,0.575124,7144,235,0.883625,8678,29691,8.382979,0.326592,0.97897,6.409796,16.765957,0.363511,0.419129,3385,0.926549,8.382979,0.580871,0.580871,0.538205,0.06635,0.280587
stmt1_919_920,1,0.159965,623,0.830213,0.546384,3.749271,1843,0.7057,686,623,2.185594,0.458456,0.549548,1597,63,0.88315,1725,5670,5.746032,0.319929,1.017768,6.970845,11.492063,0.389771,0.446826,537,0.960522,5.746032,0.553174,0.553174,0.531336,0.063845,0.237296
stmt19_214_309,1,0.156398,3608,0.752946,0.570468,3.474369,9748,0.590988,3843,3608,2.148796,0.416284,0.575249,7463,235,0.888626,9093,31085,8.404255,0.312797,0.980065,6.434817,16.808511,0.365996,0.419274,3534,0.929786,8.404255,0.580726,0.580726,0.539951,0.063535,0.279854
stmt19_217_250,1,0.141868,3235,0.76009,0.568153,3.422061,8562,0.598147,3445,3235,2.172094,0.422786,0.572331,6649,210,0.898324,7952,27299,7.509524,0.283735,0.988583,6.386357,15.019048,0.37408,0.422945,3163,0.94188,7.509524,0.577055,0.577055,0.543517,0.057768,0.284545
stmt19_2_180,1,0.209854,1415,0.756118,0.569438,3.400127,3829,0.584281,1572,1415,2.056653,0.419761,0.575867,2929,157,0.851181,3569,12414,6.700637,0.419709,0.989692,6.131043,13.401274,0.345819,0.416392,1443,0.922663,6.700637,0.583608,0.583608,0.538474,0.084743,0.287852
stmt19_261_266,1,0.124953,3878,0.763235,0.567139,3.434932,10222,0.604367,4088,3878,2.200801,0.424181,0.570746,8000,210,0.910099,9466,32440,7.87619,0.249906,0.988182,6.465264,15.752381,0.381874,0.425237,3770,0.946657,7.87619,0.574763,0.574763,0.544103,0.050986,0.284808
stmt19_2_83,1,0.232775,913,0.751906,0.570807,3.384314,2445,0.572005,1020,913,2.030726,0.413912,0.578089,1843,107,0.836637,2283,8043,7.009346,0.465549,0.981041,6.033333,14.018692,0.335944,0.41296,938,0.908842,7.009346,0.58704,0.58704,0.533526,0.093249,0.291124
stmt19_313_318,1,0.12654,4640,0.751425,0.570964,3.515282,12574,0.591794,4875,4640,2.207676,0.418245,0.574811,9606,235,0.909936,11728,39943,8.740426,0.25308,0.983669,6.609231,17.480851,0.377613,0.420901,4503,0.942591,8.740426,0.579099,0.579099,0.545853,0.051423,0.277415
stmt19_313_412,1,0.143866,5207,0.74667,0.572518,3.565701,14356,0.585603,5487,5207,2.18021,0.413123,0.577007,10860,280,0.89818,13444,45768,9.528571,0.287733,0.976667,6.645161,19.057143,0.369188,0.417912,5100,0.930916,9.528571,0.582088,0.582088,0.541876,0.058294,0.275007
stmt19_3_177,1,0.190848,1563,0.751735,0.570863,3.401163,4216,0.580171,1720,1563,2.093699,0.419764,0.576782,3195,157,0.864945,3931,13632,6.694268,0.381696,0.991839,6.191279,13.388535,0.352039,0.416219,1575,0.930763,6.694268,0.583781,0.583781,0.543362,0.077098,0.286
stmt19_3_309,1,0.209194,2634,0.752031,0.570766,3.484141,7285,0.58945,2869,2634,2.0483,0.40992,0.577324,5565,235,0.851414,6796,23288,8.404255,0.418388,0.969819,6.279888,16.808511,0.344426,0.414779,2644,0.90447,8.404255,0.585221,0.585221,0.529315,0.084808,0.280055
stmt19_3_78,1,0.201561,1061,0.746041,0.572724,3.387842,2832,0.567546,1168,1061,2.089074,0.414887,0.579124,2109,107,0.858786,2645,9261,7,0.403122,0.98577,6.134418,14,0.346399,0.413242,1070,0.922782,7,0.586758,0.586758,0.541449,0.080877,0.287944
stmt19_3_83,1,0.201611,1063,0.746754,0.57249,3.392308,2839,0.568054,1170,1063,2.089128,0.415085,0.57887,2116,107,0.858702,2652,9284,7.018692,0.403221,0.985646,6.142735,14.037383,0.346618,0.413518,1072,0.92259,7.018692,0.586482,0.586482,0.541082,0.080892,0.287785
stmt19_66_318,1,0.19571,2921,0.746946,0.572427,3.487643,8094,0.584929,3156,2921,2.073439,0.408629,0.578674,6109,235,0.861292,7562,25743,8.697872,0.391421,0.969864,6.32763,17.395745,0.348172,0.4139,2881,0.908876,8.697872,0.5861,0.5861,0.532692,0.0794,0.275852
stmt19_66_90,1,0.162881,1339,0.743223,0.57365,3.379501,3561,0.570625,1444,1339,2.150119,0.416219,0.578837,2638,105,0.885318,3328,11446,7.171429,0.325762,0.988259,6.237535,14.342857,0.360563,0.415191,1294,0.936525,7.171429,0.584809,0.584809,0.547688,0.065787,0.279905
stmt19_67_83,1,0.195567,1094,0.742089,0.574024,3.378018,2955,0.567666,1201,1094,2.092308,0.413773,0.580351,2177,107,0.862813,2769,9524,7.009346,0.391134,0.985998,6.131557,14.018692,0.347228,0.412139,1065,0.924905,7.009346,0.587861,0.587861,0.543716,0.078748,0.277705
stmt19_79_87,1,0.156071,9814,0.80128,0.555161,4.390881,33347,0.707986,10264,9814,2.217775,0.427063,0.558787,28352,450,0.888879,30656,101313,13.888889,0.312141,0.967931,8.172837,27.777778,0.383149,0.437076,9389,0.916816,13.888889,0.562924,0.562924,0.516098,0.06169,0.234455
stmt19_83_302,1,0.191597,2890,0.752507,0.570611,3.48224,7932,0.589866,3125,2890,2.081599,0.4123,0.576563,6065,235,0.863772,7399,25343,8.382979,0.383194,0.973697,6.33408,16.765957,0.351655,0.41639,2882,0.913206,8.382979,0.58361,0.58361,0.532956,0.077733,0.280296
stmt19_83_90,1,0.16211,1344,0.744313,0.573292,3.387164,3577,0.571582,1449,1344,2.151991,0.416747,0.578426,2655,105,0.885805,3345,11502,7.171429,0.32422,0.988549,6.254658,14.342857,0.361242,0.415666,1299,0.936962,7.171429,0.584334,0.584334,0.547499,0.065467,0.279656
stmt19_90_133,1,0.163014,1590,0.747277,0.572319,3.386179,4253,0.577794,1722,1590,2.143452,0.419379,0.577431,3190,132,0.88466,3973,13634,6.818182,0.326028,0.992449,6.24971,13.636364,0.361669,0.416681,1547,0.940036,6.818182,0.583319,0.583319,0.548341,0.066011,0.280203
stmt21_127_258,1,0.163887,2792,0.76176,0.567614,3.414724,7424,0.599814,3002,2792,2.12825,0.421271,0.572449,5790,210,0.88244,6888,23708,7.533333,0.327774,0.985311,6.302465,15.066667,0.365657,0.421972,2764,0.93172,7.533333,0.578028,0.578028,0.53856,0.066729,0.286336
stmt21_134_418,1,0.197132,3795,0.738654,0.575157,3.5579,10718,0.575826,4076,3795,2.077853,0.402771,0.58167,7951,281,0.861356,10076,34135,9.686833,0.394264,0.962807,6.447988,19.373665,0.3451,0.410582,3731,0.902751,9.686833,0.589418,0.589418,0.532098,0.079742,0.270206
stmt21_143_258,1,0.162282,2813,0.759213,0.568436,3.407542,7518,0.598664,3023,2813,2.128571,0.420508,0.573284,5825,210,0.883623,6982,23869,7.519048,0.324563,0.985452,6.292756,15.038095,0.365411,0.421129,2747,0.932471,7.519048,0.578871,0.578871,0.53978,0.066153,0.282323
stmt21_252_310,1,0.136708,4202,0.760081,0.568156,3.470814,11194,0.600551,4437,4202,2.182576,0.420633,0.572173,8720,235,0.902029,10395,35661,8.446809,0.273416,0.983185,6.494253,16.893617,0.376181,0.423306,4124,0.938374,8.446809,0.576694,0.576694,0.541154,0.055663,0.284022
stmt21_267_310,1,0.134737,4245,0.756484,0.569319,3.476786,11388,0.597351,4480,4245,2.186621,0.419649,0.573343,8796,235,0.903643,10589,36166,8.442553,0.269474,0.983574,6.510714,16.885106,0.375823,0.422138,4135,0.939569,8.442553,0.577862,0.577862,0.542941,0.054858,0.280815
stmt21_310_360,1,0.137133,4973,0.75002,0.571422,3.54099,13568,0.589741,5233,4973,2.190026,0.415552,0.575631,10347,260,0.902615,12678,43236,9.253846,0.274266,0.979223,6.622205,18.507692,0.37293,0.419634,4866,0.935167,9.253846,0.580366,0.580366,0.54274,0.055648,0.277344
stmt21_4_5,1,0.25348,676,0.749487,0.571596,3.353018,1789,0.563475,762,676,2.008435,0.4107,0.57962,1336,86,0.823702,1669,5964,6.988372,0.506959,0.976973,5.917323,13.976744,0.327632,0.410332,701,0.900036,6.988372,0.589668,0.589668,0.530723,0.100771,0.295656
stmt21_70_258,1,0.180491,2516,0.761138,0.567815,3.415627,6741,0.598631,2726,2516,2.096977,0.419502,0.573189,5247,210,0.870678,6254,21544,7.533333,0.360981,0.982876,6.250917,15.066667,0.358754,0.420511,2510,0.924346,7.533333,0.579489,0.579489,0.535648,0.073431,0.286366
stmt21_71_304,1,0.206437,2662,0.749832,0.571483,3.475319,7392,0.588803,2897,2662,2.05043,0.409457,0.578022,5616,235,0.853355,6903,23495,8.378723,0.412875,0.970328,6.27097,16.757447,0.344712,0.414123,2634,0.905873,8.378723,0.585877,0.585877,0.53073,0.083805,0.276159
stmt21_71_70,1,0.19486,1089,0.740761,0.574461,3.368729,2939,0.566483,1196,1089,2.093365,0.413624,0.580802,2160,107,0.863394,2752,9468,6.943925,0.389719,0.986703,6.116221,13.88785,0.347064,0.411676,1060,0.925884,6.943925,0.588324,0.588324,0.54472,0.078475,0.277996
stmt21_79_314,1,0.192121,2896,0.752898,0.570484,3.484829,7952,0.590239,3131,2896,2.080633,0.412232,0.576442,6083,235,0.863373,7417,25403,8.425532,0.384242,0.973261,6.337272,16.851064,0.351573,0.4165,2888,0.91261,8.425532,0.5835,0.5835,0.532508,0.077944,0.280225
stmt21_79_91,1,0.162425,1342,0.743734,0.573482,3.383552,3570,0.571182,1447,1342,2.151208,0.416479,0.578641,2648,105,0.885614,3338,11479,7.171429,0.324849,0.988418,6.246717,14.342857,0.36092,0.415422,1297,0.93678,7.171429,0.584578,0.584578,0.547622,0.065598,0.279767
stmt22_179_182,1,0.129171,2374,0.755286,0.569708,3.415646,6256,0.587831,2531,2374,2.206207,0.425154,0.573563,4792,157,0.908003,5830,20091,6.707006,0.258342,0.996992,6.415251,13.414013,0.377881,0.42213,2321,0.954378,6.707006,0.57787,0.57787,0.551507,0.052412,0.284715
stmt22_6_80,1,0.232804,911,0.751092,0.571072,3.379175,2438,0.571429,1018,911,2.030501,0.413667,0.578383,1836,107,0.836681,2276,8020,6.990654,0.465608,0.981143,6.023576,13.981308,0.335661,0.41263,936,0.909011,6.990654,0.58737,0.58737,0.533925,0.093267,0.291317
stmt22_92_259,1,0.178418,2540,0.758785,0.568574,3.407636,6839,0.597966,2750,2540,2.097514,0.418837,0.57395,5292,210,0.872146,6352,21721,7.519048,0.356836,0.983071,6.241091,15.038095,0.358731,0.41976,2497,0.925268,7.519048,0.58024,0.58024,0.536877,0.072695,0.282147
stmt23_66_76,1,0.17314,6856,0.802868,0.554672,4.3114,23113,0.706218,7219,6856,2.178921,0.425915,0.558696,19546,363,0.876387,21129,69890,13.201102,0.34628,0.965127,7.958997,26.402204,0.376763,0.43664,6547,0.908556,13.201102,0.56336,0.56336,0.511844,0.068565,0.23655
stmt24_148_149,1,0.162562,72,0.983539,0.504149,2.845238,154,0.773399,84,72,2.049261,0.535264,0.504454,157,12,0.864198,142,482,2.75,0.325123,1.08015,5.297619,5.5,0.427386,0.495192,60,1.006916,2.75,0.504808,0.504808,0.508299,0.068465,0.295567
stmt24_292_293,1,0.149301,473,0.856042,0.538781,3.445736,1259,0.709022,516,473,2.150572,0.464992,0.541298,1116,43,0.886856,1155,3855,5.465116,0.298602,1.013714,6.436047,10.930233,0.400259,0.455835,418,0.957906,5.465116,0.544165,0.544165,0.521259,0.06096,0.265565
stmt24_765_766,1,0.160338,658,0.833282,0.54547,3.700549,1929,0.709705,728,658,2.180169,0.461541,0.548585,1682,70,0.882462,1803,5927,5.428571,0.320675,1.022432,6.879121,10.857143,0.390417,0.447842,566,0.964515,5.428571,0.552158,0.552158,0.532565,0.064113,0.238819
stmt24_7_8,1,0.297297,12,1,0.5,2.529412,29,0.810811,17,12,1.72973,0.604444,0.5,30,5,0.744186,25,86,2.2,0.594595,1.208889,4.411765,4.4,0.372093,0.5,11,1.054264,2.2,0.5,0.5,0.527132,0.127907,0.297297
stmt25_52_53,1,0.171162,1779,0.814305,0.551175,3.832669,5595,0.705691,2008,1779,2.198726,0.461667,0.554871,4762,229,0.877791,5254,17147,5.043668,0.342324,1.037154,7.090139,10.087336,0.381466,0.440857,1493,0.976665,5.043668,0.559143,0.559143,0.546095,0.067359,0.221251
stmt25_597_598,1,0.149828,850,0.847675,0.541221,3.548387,2349,0.724399,930,850,2.172165,0.463749,0.54388,2108,80,0.888004,2174,7193,5.45,0.299656,1.016727,6.627957,10.9,0.398165,0.453093,735,0.961479,5.45,0.546907,0.546907,0.52584,0.060614,0.252577
stmt2_649_723,1,0.201285,512,0.839574,0.543604,3.678756,1515,0.720021,579,512,2.095824,0.462253,0.547425,1345,67,0.851793,1421,4667,5.61194,0.40257,1.021384,6.708117,11.223881,0.37583,0.44802,446,0.948642,5.61194,0.55198,0.55198,0.523631,0.080566,0.238758
stmt2_649_776,1,0.228546,599,0.832429,0.545724,3.77424,1863,0.71979,691,599,2.05648,0.461082,0.550297,1644,92,0.833387,1756,5741,5.673913,0.457093,1.025303,6.793054,11.347826,0.363351,0.444113,527,0.943809,5.673913,0.555887,0.555887,0.524651,0.090925,0.230736
stmt27_149_224,1,0.137455,2403,0.754229,0.570051,3.420767,6398,0.587515,2581,2403,2.190276,0.425641,0.574188,4894,178,0.902187,5963,20535,6.432584,0.27491,0.999599,6.397908,12.865169,0.37419,0.421156,2366,0.954297,6.432584,0.578844,0.578844,0.552388,0.055758,0.284034
stmt27_296_297,1,0.145062,491,0.856341,0.538694,3.426966,1297,0.711111,534,491,2.158642,0.464814,0.541131,1152,43,0.890033,1188,3967,5.465116,0.290123,1.012954,6.413858,10.930233,0.402067,0.456105,431,0.958723,5.465116,0.543895,0.543895,0.521444,0.059239,0.266049
stmt27_93_98,1,0.166255,1959,0.818424,0.549927,3.771818,6023,0.712209,2200,1959,2.196571,0.461987,0.55344,5192,241,0.880462,5634,18437,5.029046,0.33251,1.034547,6.992727,10.058091,0.384336,0.442515,1655,0.975373,5.029046,0.557485,0.557485,0.543755,0.065737,0.227023
stmt28_68_81,1,0.174783,8103,0.802041,0.554926,4.352417,27499,0.707138,8524,8103,2.178088,0.424833,0.559007,23320,421,0.875392,25212,83357,13.691211,0.349566,0.963355,8.028625,27.382423,0.375925,0.436258,7765,0.906474,13.691211,0.563742,0.563742,0.511017,0.069148,0.23546
stmt29_21_275,1,0.196935,2577,0.760777,0.567931,3.446352,6988,0.599956,2796,2577,2.065277,0.415145,0.573845,5441,219,0.858993,6485,22302,8.155251,0.393869,0.974164,6.253934,16.310502,0.351986,0.419114,2583,0.911206,8.155251,0.580886,0.580886,0.529307,0.080083,0.284816
stmt2_976_999,1,0.148917,10161,0.809786,0.552552,3.759731,30745,0.747292,11304,10161,2.223482,0.459196,0.55585,28152,1143,0.893108,28754,94983,4.908136,0.297834,1.033876,7.023178,9.816273,0.388385,0.440409,8917,0.981075,4.908136,0.559591,0.559591,0.549,0.059063,0.236701
stmt31_100_276,1,0.179479,2848,0.761037,0.567847,3.445386,7669,0.600643,3067,2848,2.098282,0.417199,0.573193,5977,219,0.871372,7119,24452,8.155251,0.358959,0.977489,6.308445,16.310502,0.359112,0.420546,2831,0.919581,8.155251,0.579454,0.579454,0.532855,0.073041,0.284494
stmt31_22_23,1,0.24093,811,0.753086,0.570423,3.373894,2150,0.572737,904,811,2.019021,0.411053,0.57793,1626,93,0.831111,2003,7100,7.354839,0.48186,0.973898,5.99115,14.709677,0.333239,0.41277,835,0.899902,7.354839,0.58723,0.58723,0.528449,0.096338,0.294118
stmt32_122_129,1,0.139241,59,1.016216,0.495979,2.848485,117,0.772152,66,59,2.082278,0.529045,0.495726,122,7,0.881081,110,373,3.142857,0.278481,1.049124,5.363636,6.285714,0.44504,0.504559,47,0.986686,3.142857,0.495441,0.495441,0.488844,0.058981,0.297468
stmt32_153_277,1,0.164593,3125,0.761285,0.567767,3.444677,8364,0.601051,3344,3125,2.126809,0.418882,0.572635,6522,219,0.881964,7764,26650,8.155251,0.329186,0.980151,6.355263,16.310502,0.365216,0.421744,3086,0.926653,8.155251,0.578256,0.578256,0.535843,0.067017,0.284398
stmt32_228_277,1,0.149531,3451,0.757966,0.568839,3.448229,9217,0.597204,3670,3451,2.158322,0.419327,0.573299,7133,219,0.893028,8568,29351,8.155251,0.299062,0.982719,6.409809,16.310502,0.370311,0.421622,3375,0.934037,8.155251,0.578378,0.578378,0.540226,0.06085,0.282569
stmt3_639_640,1,0.156477,392,0.852353,0.539854,3.631336,1109,0.742358,434,392,2.179767,0.469415,0.542523,1020,42,0.883721,1046,3425,5.119048,0.312955,1.026096,6.767281,10.238095,0.397372,0.454424,327,0.968144,5.119048,0.545576,0.545576,0.528196,0.062774,0.237991
stmt37_941_942,1,0.164258,1789,0.821014,0.549145,3.778222,5441,0.701897,2002,1789,2.19738,0.461793,0.552563,4662,213,0.88158,5092,16777,5.122066,0.328516,1.032084,7.011489,10.244131,0.385826,0.443508,1549,0.973517,5.122066,0.556492,0.556492,0.541754,0.06503,0.233213
stmt38_943_942,1,0.165831,1766,0.820392,0.549332,3.785245,5392,0.70193,1979,1766,2.194862,0.461781,0.552798,4618,213,0.880517,5046,16622,5.122066,0.331661,1.032599,7.019202,10.244131,0.385032,0.443213,1532,0.973507,5.122066,0.556787,0.556787,0.542036,0.065636,0.232862
stmt39_34_107,1,0.215517,1119,0.751474,0.570948,3.400162,3004,0.577586,1237,1119,2.054513,0.414374,0.577683,2278,118,0.848133,2802,9803,7.20339,0.431034,0.981194,6.113177,14.40678,0.342344,0.414168,1141,0.913748,7.20339,0.585832,0.585832,0.535303,0.086708,0.2893
stmt3_969_973,1,0.163283,324,0.841064,0.543164,3.756906,961,0.734349,362,324,2.192047,0.468344,0.546157,868,38,0.880643,914,2977,5.078947,0.326565,1.031951,6.980663,10.157895,0.392005,0.450405,267,0.972416,5.078947,0.549595,0.549595,0.534435,0.06483,0.225888
