@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 6'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC

@DATA
market_split/market_split.mzn_AND_market_split/s4-02.dzn,1,1,1,0.133333,7.5,0,0.505556
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_63.dzn,1,0.889261,0.26688,1.095542,0.91279,0.73312,1.342109
market_split/market_split.mzn_AND_market_split/s5-02.dzn,1,1,1,0.125,8,0,0.4125
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_33.dzn,1,0.881816,0.286715,1.102535,0.907001,0.713285,1.330535
latin-squares/latin-squares-lp.mzn_AND_latin-squares/25.dzn,1,1,1,0.153846,6.5,0,1.442308
nonogram/non.mzn_AND_nonogram/non_med_4.dzn,1,0,1,0.033333,30,0,1
nonogram/non.mzn_AND_nonogram/non_awful_2.dzn,1,0,1,0.04,25,0,1
normalized-super-os-taillard-15-8.xml.mzn_AND_NODATA,1,0.669291,0.023256,1.476744,0.677165,0.976744,1.243316
nonogram/non.mzn_AND_nonogram/non_med_3.dzn,1,0,1,0.033333,30,0,1
market_split/market_split.mzn_AND_market_split/s5-01.dzn,1,1,1,0.125,8,0,0.405
nonogram/non.mzn_AND_nonogram/non_fast_9.dzn,1,0,1,0.033333,30,0,1
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_70.dzn,1,0.891529,0.260885,1.093429,0.914554,0.739115,1.345593
nonogram/non.mzn_AND_nonogram/non_med_1.dzn,1,0,1,0.04,25,0,1
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_21.dzn,1,0.879096,0.294025,1.105112,0.904886,0.705975,1.32625
nonogram/non.mzn_AND_nonogram/non_med_2.dzn,1,0,1,0.036364,27.5,0,1
nonogram/non.mzn_AND_nonogram/non_fast_6.dzn,1,0,1,0.036364,27.5,0,1
magicseq/magicseq.mzn_AND_magicseq/300.dzn,1,0,1,1,1,0,1.003333
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_49.dzn,1,0.88689,0.273168,1.097759,0.910947,0.726832,1.338448
nonogram/non.mzn_AND_nonogram/non_fast_7.dzn,1,0,1,0.036364,27.5,0,1
market_split/market_split.mzn_AND_market_split/u5-04.dzn,1,1,1,0.125,8,0,0.409167
market_split/market_split.mzn_AND_market_split/u4-04.dzn,1,1,1,0.133333,7.5,0,0.505556
nonogram/non.mzn_AND_nonogram/non_awful_3.dzn,1,0,1,0.04,25,0,1
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_66.dzn,1,0.889261,0.26688,1.095542,0.91279,0.73312,1.342109
market_split/market_split.mzn_AND_market_split/s5-04.dzn,1,1,1,0.125,8,0,0.406667
nonogram/non.mzn_AND_nonogram/non_fast_4.dzn,1,0,1,0.044444,22.5,0,1
nonogram/non.mzn_AND_nonogram/non_fast_5.dzn,1,0,1,0.033333,30,0,1
nonogram/non.mzn_AND_nonogram/non_fast_8.dzn,1,0,1,0.036364,27.5,0,1
market_split/market_split.mzn_AND_market_split/s5-06.dzn,1,1,1,0.125,8,0,0.4025
nsp/nsp_1.mzn_AND_nsp/period_28/14.dzn,1,0.983539,0.388201,1.238893,0.807172,0.611799,203962.664461
normalized-super-js-taillard-20-9.xml.mzn_AND_NODATA,1,0.68103,0.033898,1.514407,0.660325,0.966102,1.913171
nsp/nsp_1.mzn_AND_nsp/period_28/17.dzn,1,0.981559,0.389812,1.240806,0.805928,0.610188,228857.711762
nsp/nsp_1.mzn_AND_nsp/period_28/2.dzn,1,0.983539,0.388201,1.238893,0.807172,0.611799,203962.664461
magicseq/magicseq.mzn_AND_magicseq/500.dzn,1,0,1,1,1,0,1.002
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_48.dzn,1,0.88689,0.273168,1.097759,0.910947,0.726832,1.338448
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_22.dzn,1,0.88689,0.273168,1.097759,0.910947,0.726832,1.338448
nsp/nsp_1.mzn_AND_nsp/period_28/29.dzn,1,0.988902,0.383863,1.233741,0.810543,0.616137,136933.063372
nonogram/non.mzn_AND_nonogram/non_fast_10.dzn,1,0,1,0.033333,30,0,1
nsp/nsp_1.mzn_AND_nsp/period_28/36.dzn,1,0.988902,0.383863,1.233741,0.810543,0.616137,136933.063372
nsp/nsp_1.mzn_AND_nsp/period_28/42.dzn,1,0.988036,0.384561,1.23457,0.809999,0.615439,147721.171463
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_71.dzn,1,0.891529,0.260885,1.093429,0.914554,0.739115,1.345593
nsp/nsp_1.mzn_AND_nsp/period_28/56.dzn,1,0.98755,0.384953,1.235036,0.809693,0.615047,153778.816845
nsp/nsp_1.mzn_AND_nsp/period_28/27.dzn,1,0.988902,0.383863,1.233741,0.810543,0.616137,136933.063372
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_42.dzn,1,0.891529,0.260885,1.093429,0.914554,0.739115,1.345593
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_50.dzn,1,0.889261,0.26688,1.095542,0.91279,0.73312,1.342109
nonogram/non.mzn_AND_nonogram/non_awful_1.dzn,1,0,1,0.036364,27.5,0,1
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_46.dzn,1,0.884411,0.279772,1.100087,0.909019,0.720228,1.334595
nsp/nsp_1.mzn_AND_nsp/period_28/34.dzn,1,0.989989,0.382988,1.232702,0.811226,0.617012,123413.68993
normalized-vdw-k3-l5-n550.xml.mzn_AND_NODATA,1,1,1,68.584242,0.014581,0,0.006532
nsp/nsp_1.mzn_AND_nsp/period_28/11.dzn,1,0.980378,0.390775,1.24195,0.805186,0.609225,243732.335561
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_10.dzn,1,0.884411,0.279772,1.100087,0.909019,0.720228,1.334595
nsp/nsp_1.mzn_AND_nsp/period_28/7.dzn,1,0.984378,0.38752,1.238084,0.807699,0.61248,193441.436821
nsp/nsp_1.mzn_AND_nsp/period_28/82.dzn,1,0.989989,0.382988,1.232702,0.811226,0.617012,123413.68993
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_43.dzn,1,0.881816,0.286715,1.102535,0.907001,0.713285,1.330535
nsp/nsp_1.mzn_AND_nsp/period_28/100.dzn,1,0.989989,0.382988,1.232702,0.811226,0.617012,123413.68993
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_78.dzn,1,0.893703,0.255163,1.091412,0.916244,0.744837,1.348912
nsp/nsp_1.mzn_AND_nsp/period_28/76.dzn,1,0.989989,0.382988,1.232702,0.811226,0.617012,123413.68993
nsp/nsp_1.mzn_AND_nsp/period_28/89.dzn,1,0.989989,0.382988,1.232702,0.811226,0.617012,123413.68993
nsp/nsp_1.mzn_AND_nsp/period_28/43.dzn,1,0.988036,0.384561,1.23457,0.809999,0.615439,147721.171463
nsp/nsp_1.mzn_AND_nsp/period_28/45.dzn,1,0.988036,0.384561,1.23457,0.809999,0.615439,147721.171463
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_26.dzn,1,0.884411,0.279772,1.100087,0.909019,0.720228,1.334595
nsp/nsp_1.mzn_AND_nsp/period_28/49.dzn,1,0.988036,0.384561,1.23457,0.809999,0.615439,147721.171463
nsp/nsp_1.mzn_AND_nsp/period_28/72.dzn,1,0.989989,0.382988,1.232702,0.811226,0.617012,123413.68993
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_29.dzn,1,0.88689,0.273168,1.097759,0.910947,0.726832,1.338448
nsp/nsp_1.mzn_AND_nsp/period_28/48.dzn,1,0.988036,0.384561,1.23457,0.809999,0.615439,147721.171463
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_35.dzn,1,0.88689,0.273168,1.097759,0.910947,0.726832,1.338448
nsp/nsp_1.mzn_AND_nsp/period_28/47.dzn,1,0.98755,0.384953,1.235036,0.809693,0.615047,153778.816845
nsp/nsp_1.mzn_AND_nsp/period_28/96.dzn,1,0.989989,0.382988,1.232702,0.811226,0.617012,123413.68993
nsp/nsp_1.mzn_AND_nsp/period_28/20.dzn,1,0.984378,0.38752,1.238084,0.807699,0.61248,193441.436821
nsp/nsp_1.mzn_AND_nsp/period_28/71.dzn,1,0.989989,0.382988,1.232702,0.811226,0.617012,123413.68993
nsp/nsp_1.mzn_AND_nsp/period_28/32.dzn,1,0.988902,0.383863,1.233741,0.810543,0.616137,136933.063372
nsp/nsp_1.mzn_AND_nsp/period_28/13.dzn,1,0.983539,0.388201,1.238893,0.807172,0.611799,203962.664461
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_52.dzn,1,0.893703,0.255163,1.091412,0.916244,0.744837,1.348912
nsp/nsp_1.mzn_AND_nsp/period_28/93.dzn,1,0.989989,0.382988,1.232702,0.811226,0.617012,123413.68993
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_61.dzn,1,0.889261,0.26688,1.095542,0.91279,0.73312,1.342109
nsp/nsp_1.mzn_AND_nsp/period_28/1.dzn,1,0.983539,0.388201,1.238893,0.807172,0.611799,203962.664461
nsp/nsp_1.mzn_AND_nsp/period_28/63.dzn,1,0.989989,0.382988,1.232702,0.811226,0.617012,123413.68993
nsp/nsp_1.mzn_AND_nsp/period_28/62.dzn,1,0.989989,0.382988,1.232702,0.811226,0.617012,123413.68993
nsp/nsp_1.mzn_AND_nsp/period_28/3.dzn,1,0.983539,0.388201,1.238893,0.807172,0.611799,203962.664461
nsp/nsp_1.mzn_AND_nsp/period_28/8.dzn,1,0.983539,0.388201,1.238893,0.807172,0.611799,203962.664461
nsp/nsp_1.mzn_AND_nsp/period_28/80.dzn,1,0.989989,0.382988,1.232702,0.811226,0.617012,123413.68993
nsp/nsp_1.mzn_AND_nsp/period_28/51.dzn,1,0.98755,0.384953,1.235036,0.809693,0.615047,153778.816845
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_20.dzn,1,0.889261,0.26688,1.095542,0.91279,0.73312,1.342109
nsp/nsp_1.mzn_AND_nsp/period_28/16.dzn,1,0.983539,0.388201,1.238893,0.807172,0.611799,203962.664461
nsp/nsp_1.mzn_AND_nsp/period_28/90.dzn,1,0.989989,0.382988,1.232702,0.811226,0.617012,123413.68993
nsp/nsp_1.mzn_AND_nsp/period_28/5.dzn,1,0.983539,0.388201,1.238893,0.807172,0.611799,203962.664461
nsp/nsp_1.mzn_AND_nsp/period_28/39.dzn,1,0.98929,0.383551,1.23337,0.810787,0.616449,132109.090013
nsp/nsp_1.mzn_AND_nsp/period_28/85.dzn,1,0.989989,0.382988,1.232702,0.811226,0.617012,123413.68993
nsp/nsp_1.mzn_AND_nsp/period_28/30.dzn,1,0.988902,0.383863,1.233741,0.810543,0.616137,136933.063372
nsp/nsp_1.mzn_AND_nsp/period_28/59.dzn,1,0.988036,0.384561,1.23457,0.809999,0.615439,147721.171463
nsp/nsp_1.mzn_AND_nsp/period_28/91.dzn,1,0.989989,0.382988,1.232702,0.811226,0.617012,123413.68993
nsp/nsp_1.mzn_AND_nsp/period_28/87.dzn,1,0.989989,0.382988,1.232702,0.811226,0.617012,123413.68993
nsp/nsp_1.mzn_AND_nsp/period_28/41.dzn,1,0.98755,0.384953,1.235036,0.809693,0.615047,153778.816845
nsp/nsp_1.mzn_AND_nsp/period_28/15.dzn,1,0.983539,0.388201,1.238893,0.807172,0.611799,203962.664461
nsp/nsp_1.mzn_AND_nsp/period_28/46.dzn,1,0.986449,0.385842,1.236092,0.809001,0.614158,167517.725755
nsp/nsp_1.mzn_AND_nsp/period_28/33.dzn,1,0.98755,0.384953,1.235036,0.809693,0.615047,153778.816845
nsp/nsp_1.mzn_AND_nsp/period_28/70.dzn,1,0.989989,0.382988,1.232702,0.811226,0.617012,123413.68993
nsp/nsp_1.mzn_AND_nsp/period_28/6.dzn,1,0.980378,0.390775,1.24195,0.805186,0.609225,243732.335561
nsp/nsp_1.mzn_AND_nsp/period_28/21.dzn,1,0.988902,0.383863,1.233741,0.810543,0.616137,136933.063372
nsp/nsp_1.mzn_AND_nsp/period_28/75.dzn,1,0.989989,0.382988,1.232702,0.811226,0.617012,123413.68993
nsp/nsp_1.mzn_AND_nsp/period_28/19.dzn,1,0.981559,0.389812,1.240806,0.805928,0.610188,228857.711762
nsp/nsp_1.mzn_AND_nsp/period_28/9.dzn,1,0.983539,0.388201,1.238893,0.807172,0.611799,203962.664461
nsp/nsp_1.mzn_AND_nsp/period_28/67.dzn,1,0.989989,0.382988,1.232702,0.811226,0.617012,123413.68993
nsp/nsp_1.mzn_AND_nsp/period_28/54.dzn,1,0.988036,0.384561,1.23457,0.809999,0.615439,147721.171463
nsp/nsp_1.mzn_AND_nsp/period_28/88.dzn,1,0.989989,0.382988,1.232702,0.811226,0.617012,123413.68993
nsp/nsp_1.mzn_AND_nsp/period_28/79.dzn,1,0.989989,0.382988,1.232702,0.811226,0.617012,123413.68993
nsp/nsp_1.mzn_AND_nsp/period_28/99.dzn,1,0.989989,0.382988,1.232702,0.811226,0.617012,123413.68993
nsp/nsp_1.mzn_AND_nsp/period_28/52.dzn,1,0.986449,0.385842,1.236092,0.809001,0.614158,167517.725755
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_76.dzn,1,0.891529,0.260885,1.093429,0.914554,0.739115,1.345593
nsp/nsp_1.mzn_AND_nsp/period_28/77.dzn,1,0.989989,0.382988,1.232702,0.811226,0.617012,123413.68993
nsp/nsp_1.mzn_AND_nsp/period_28/60.dzn,1,0.988036,0.384561,1.23457,0.809999,0.615439,147721.171463
nsp/nsp_1.mzn_AND_nsp/period_28/18.dzn,1,0.983539,0.388201,1.238893,0.807172,0.611799,203962.664461
nsp/nsp_1.mzn_AND_nsp/period_28/12.dzn,1,0.981559,0.389812,1.240806,0.805928,0.610188,228857.711762
nsp/nsp_1.mzn_AND_nsp/period_28/23.dzn,1,0.988036,0.384561,1.23457,0.809999,0.615439,147721.171463
nsp/nsp_1.mzn_AND_nsp/period_28/78.dzn,1,0.989989,0.382988,1.232702,0.811226,0.617012,123413.68993
nsp/nsp_1.mzn_AND_nsp/period_28/44.dzn,1,0.988036,0.384561,1.23457,0.809999,0.615439,147721.171463
nsp/nsp_1.mzn_AND_nsp/period_28/68.dzn,1,0.989989,0.382988,1.232702,0.811226,0.617012,123413.68993
nsp/nsp_1.mzn_AND_nsp/period_28/40.dzn,1,0.988902,0.383863,1.233741,0.810543,0.616137,136933.063372
nsp/nsp_1.mzn_AND_nsp/period_28/55.dzn,1,0.988036,0.384561,1.23457,0.809999,0.615439,147721.171463
nsp/nsp_1.mzn_AND_nsp/period_28/50.dzn,1,0.98929,0.383551,1.23337,0.810787,0.616449,132109.090013
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_62.dzn,1,0.897787,0.244468,1.087642,0.91942,0.755532,1.355102
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_59.dzn,1,0.88689,0.273168,1.097759,0.910947,0.726832,1.338448
nsp/nsp_1.mzn_AND_nsp/period_28/53.dzn,1,0.988036,0.384561,1.23457,0.809999,0.615439,147721.171463
nsp/nsp_1.mzn_AND_nsp/period_28/4.dzn,1,0.983539,0.388201,1.238893,0.807172,0.611799,203962.664461
nsp/nsp_1.mzn_AND_nsp/period_28/10.dzn,1,0.983539,0.388201,1.238893,0.807172,0.611799,203962.664461
nsp/nsp_1.mzn_AND_nsp/period_28/25.dzn,1,0.988902,0.383863,1.233741,0.810543,0.616137,136933.063372
nsp/nsp_1.mzn_AND_nsp/period_14/14.dzn,1,0.981174,0.39031,1.21448,0.823398,0.60969,228779.640752
nsp/nsp_1.mzn_AND_nsp/period_28/83.dzn,1,0.989989,0.382988,1.232702,0.811226,0.617012,123413.68993
nsp/nsp_1.mzn_AND_nsp/period_28/61.dzn,1,0.989989,0.382988,1.232702,0.811226,0.617012,123413.68993
nsp/nsp_1.mzn_AND_nsp/period_28/66.dzn,1,0.989989,0.382988,1.232702,0.811226,0.617012,123413.68993
nsp/nsp_1.mzn_AND_nsp/period_28/81.dzn,1,0.989989,0.382988,1.232702,0.811226,0.617012,123413.68993
nsp/nsp_1.mzn_AND_nsp/period_28/57.dzn,1,0.988902,0.383863,1.233741,0.810543,0.616137,136933.063372
nsp/nsp_1.mzn_AND_nsp/period_14/27.dzn,1,0.988664,0.384164,1.207234,0.82834,0.615836,136904.817366
nsp/nsp_1.mzn_AND_nsp/period_28/97.dzn,1,0.989989,0.382988,1.232702,0.811226,0.617012,123413.68993
nsp/nsp_1.mzn_AND_nsp/period_14/7.dzn,1,0.984049,0.387943,1.211689,0.825294,0.612057,193385.42847
nsp/nsp_1.mzn_AND_nsp/period_28/31.dzn,1,0.988902,0.383863,1.233741,0.810543,0.616137,136933.063372
nsp/nsp_1.mzn_AND_nsp/period_14/34.dzn,1,0.984049,0.387943,1.211689,0.825294,0.612057,193385.42847
nsp/nsp_1.mzn_AND_nsp/period_14/82.dzn,1,0.989774,0.38326,1.206167,0.829072,0.61674,123390.712052
langford/langford.mzn_AND_langford/l_4_24.dzn,1,0.999892,0.020408,1.967049,0.508376,0.979592,0.999636
nsp/nsp_1.mzn_AND_nsp/period_14/17.dzn,1,0.979971,0.391304,1.215652,0.822604,0.608696,243643.941485
nsp/nsp_1.mzn_AND_nsp/period_28/73.dzn,1,0.989989,0.382988,1.232702,0.811226,0.617012,123413.68993
nsp/nsp_1.mzn_AND_nsp/period_28/37.dzn,1,0.98755,0.384953,1.235036,0.809693,0.615047,153778.816845
nsp/nsp_1.mzn_AND_nsp/period_14/62.dzn,1,0.989774,0.38326,1.206167,0.829072,0.61674,123390.712052
nsp/nsp_1.mzn_AND_nsp/period_14/100.dzn,1,0.989774,0.38326,1.206167,0.829072,0.61674,123390.712052
nsp/nsp_1.mzn_AND_nsp/period_28/86.dzn,1,0.989989,0.382988,1.232702,0.811226,0.617012,123413.68993
nsp/nsp_1.mzn_AND_nsp/period_14/56.dzn,1,0.987284,0.385291,1.208562,0.82743,0.614709,153743.260565
nsp/nsp_1.mzn_AND_nsp/period_14/76.dzn,1,0.989774,0.38326,1.206167,0.829072,0.61674,123390.712052
nsp/nsp_1.mzn_AND_nsp/period_14/45.dzn,1,0.986161,0.38621,1.209645,0.826689,0.61379,167475.597964
nsp/nsp_1.mzn_AND_nsp/period_28/22.dzn,1,0.988036,0.384561,1.23457,0.809999,0.615439,147721.171463
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_69.dzn,1,0.891529,0.260885,1.093429,0.914554,0.739115,1.345593
nsp/nsp_1.mzn_AND_nsp/period_14/11.dzn,1,0.979971,0.391304,1.215652,0.822604,0.608696,243643.941485
nsp/nsp_1.mzn_AND_nsp/period_14/47.dzn,1,0.986161,0.38621,1.209645,0.826689,0.61379,167475.597964
nsp/nsp_1.mzn_AND_nsp/period_14/96.dzn,1,0.989774,0.38326,1.206167,0.829072,0.61674,123390.712052
nsp/nsp_1.mzn_AND_nsp/period_14/71.dzn,1,0.989774,0.38326,1.206167,0.829072,0.61674,123390.712052
nsp/nsp_1.mzn_AND_nsp/period_14/93.dzn,1,0.989774,0.38326,1.206167,0.829072,0.61674,123390.712052
nsp/nsp_1.mzn_AND_nsp/period_14/43.dzn,1,0.98778,0.384886,1.208084,0.827757,0.615114,147688.338937
nsp/nsp_1.mzn_AND_nsp/period_28/92.dzn,1,0.989989,0.382988,1.232702,0.811226,0.617012,123413.68993
nsp/nsp_1.mzn_AND_nsp/period_14/49.dzn,1,0.98778,0.384886,1.208084,0.827757,0.615114,147688.338937
nsp/nsp_1.mzn_AND_nsp/period_14/58.dzn,1,0.988664,0.384164,1.207234,0.82834,0.615836,136904.817366
nsp/nsp_1.mzn_AND_nsp/period_14/48.dzn,1,0.98778,0.384886,1.208084,0.827757,0.615114,147688.338937
nsp/nsp_1.mzn_AND_nsp/period_14/87.dzn,1,0.989774,0.38326,1.206167,0.829072,0.61674,123390.712052
nsp/nsp_1.mzn_AND_nsp/period_28/64.dzn,1,0.989989,0.382988,1.232702,0.811226,0.617012,123413.68993
nsp/nsp_1.mzn_AND_nsp/period_14/2.dzn,1,0.979971,0.391304,1.215652,0.822604,0.608696,243643.941485
nsp/nsp_1.mzn_AND_nsp/period_14/32.dzn,1,0.986161,0.38621,1.209645,0.826689,0.61379,167475.597964
nsp/nsp_1.mzn_AND_nsp/period_14/42.dzn,1,0.987284,0.385291,1.208562,0.82743,0.614709,153743.260565
nsp/nsp_1.mzn_AND_nsp/period_14/1.dzn,1,0.981174,0.39031,1.21448,0.823398,0.60969,228779.640752
nsp/nsp_1.mzn_AND_nsp/period_14/20.dzn,1,0.979971,0.391304,1.215652,0.822604,0.608696,243643.941485
nsp/nsp_1.mzn_AND_nsp/period_14/72.dzn,1,0.989774,0.38326,1.206167,0.829072,0.61674,123390.712052
nsp/nsp_1.mzn_AND_nsp/period_14/90.dzn,1,0.989774,0.38326,1.206167,0.829072,0.61674,123390.712052
nsp/nsp_1.mzn_AND_nsp/period_28/84.dzn,1,0.989989,0.382988,1.232702,0.811226,0.617012,123413.68993
nsp/nsp_1.mzn_AND_nsp/period_14/46.dzn,1,0.986161,0.38621,1.209645,0.826689,0.61379,167475.597964
nsp/nsp_1.mzn_AND_nsp/period_28/38.dzn,1,0.988036,0.384561,1.23457,0.809999,0.615439,147721.171463
nsp/nsp_1.mzn_AND_nsp/period_14/63.dzn,1,0.989774,0.38326,1.206167,0.829072,0.61674,123390.712052
nsp/nsp_1.mzn_AND_nsp/period_14/91.dzn,1,0.989774,0.38326,1.206167,0.829072,0.61674,123390.712052
nsp/nsp_1.mzn_AND_nsp/period_14/39.dzn,1,0.98906,0.383842,1.206853,0.828601,0.616158,132082.785108
nsp/nsp_1.mzn_AND_nsp/period_14/19.dzn,1,0.981174,0.39031,1.21448,0.823398,0.60969,228779.640752
nsp/nsp_1.mzn_AND_nsp/period_14/70.dzn,1,0.989774,0.38326,1.206167,0.829072,0.61674,123390.712052
nsp/nsp_1.mzn_AND_nsp/period_14/67.dzn,1,0.989774,0.38326,1.206167,0.829072,0.61674,123390.712052
normalized-rand-2-50-23-587-230-fcd-42_ext.xml.mzn_AND_NODATA,1,0.017954,0.041667,53.375833,0.018735,0.958333,0.058861
nsp/nsp_1.mzn_AND_nsp/period_28/24.dzn,1,0.988902,0.383863,1.233741,0.810543,0.616137,136933.063372
nsp/nsp_1.mzn_AND_nsp/period_14/88.dzn,1,0.989774,0.38326,1.206167,0.829072,0.61674,123390.712052
nsp/nsp_1.mzn_AND_nsp/period_14/3.dzn,1,0.983193,0.388646,1.212518,0.82473,0.611354,203900.473843
nsp/nsp_1.mzn_AND_nsp/period_14/16.dzn,1,0.983193,0.388646,1.212518,0.82473,0.611354,203900.473843
nsp/nsp_1.mzn_AND_nsp/period_14/80.dzn,1,0.989774,0.38326,1.206167,0.829072,0.61674,123390.712052
nsp/nsp_1.mzn_AND_nsp/period_14/26.dzn,1,0.988664,0.384164,1.207234,0.82834,0.615836,136904.817366
nsp/nsp_1.mzn_AND_nsp/period_14/54.dzn,1,0.98778,0.384886,1.208084,0.827757,0.615114,147688.338937
nsp/nsp_1.mzn_AND_nsp/period_14/13.dzn,1,0.979971,0.391304,1.215652,0.822604,0.608696,243643.941485
nsp/nsp_1.mzn_AND_nsp/period_14/59.dzn,1,0.98778,0.384886,1.208084,0.827757,0.615114,147688.338937
nsp/nsp_1.mzn_AND_nsp/period_14/5.dzn,1,0.983193,0.388646,1.212518,0.82473,0.611354,203900.473843
nsp/nsp_1.mzn_AND_nsp/period_14/40.dzn,1,0.98778,0.384886,1.208084,0.827757,0.615114,147688.338937
nsp/nsp_1.mzn_AND_nsp/period_14/94.dzn,1,0.989774,0.38326,1.206167,0.829072,0.61674,123390.712052
nsp/nsp_1.mzn_AND_nsp/period_14/28.dzn,1,0.98778,0.384886,1.208084,0.827757,0.615114,147688.338937
nsp/nsp_1.mzn_AND_nsp/period_14/41.dzn,1,0.987284,0.385291,1.208562,0.82743,0.614709,153743.260565
nsp/nsp_1.mzn_AND_nsp/period_14/33.dzn,1,0.986161,0.38621,1.209645,0.826689,0.61379,167475.597964
nsp/nsp_1.mzn_AND_nsp/period_14/9.dzn,1,0.977037,0.393738,1.218521,0.820667,0.606262,280032.72397
nsp/nsp_1.mzn_AND_nsp/period_14/78.dzn,1,0.989774,0.38326,1.206167,0.829072,0.61674,123390.712052
nsp/nsp_1.mzn_AND_nsp/period_14/68.dzn,1,0.989774,0.38326,1.206167,0.829072,0.61674,123390.712052
nsp/nsp_1.mzn_AND_nsp/period_14/75.dzn,1,0.989774,0.38326,1.206167,0.829072,0.61674,123390.712052
nsp/nsp_1.mzn_AND_nsp/period_14/79.dzn,1,0.989774,0.38326,1.206167,0.829072,0.61674,123390.712052
nsp/nsp_1.mzn_AND_nsp/period_14/83.dzn,1,0.989774,0.38326,1.206167,0.829072,0.61674,123390.712052
nsp/nsp_1.mzn_AND_nsp/period_14/29.dzn,1,0.988664,0.384164,1.207234,0.82834,0.615836,136904.817366
nsp/nsp_1.mzn_AND_nsp/period_14/61.dzn,1,0.989774,0.38326,1.206167,0.829072,0.61674,123390.712052
nsp/nsp_1.mzn_AND_nsp/period_14/8.dzn,1,0.983193,0.388646,1.212518,0.82473,0.611354,203900.473843
nsp/nsp_1.mzn_AND_nsp/period_14/23.dzn,1,0.98778,0.384886,1.208084,0.827757,0.615114,147688.338937
nsp/nsp_1.mzn_AND_nsp/period_14/25.dzn,1,0.988664,0.384164,1.207234,0.82834,0.615836,136904.817366
nsp/nsp_1.mzn_AND_nsp/period_14/21.dzn,1,0.98778,0.384886,1.208084,0.827757,0.615114,147688.338937
nsp/nsp_1.mzn_AND_nsp/period_14/85.dzn,1,0.989774,0.38326,1.206167,0.829072,0.61674,123390.712052
nsp/nsp_1.mzn_AND_nsp/period_14/50.dzn,1,0.98906,0.383842,1.206853,0.828601,0.616158,132082.785108
nsp/nsp_1.mzn_AND_nsp/period_14/12.dzn,1,0.981174,0.39031,1.21448,0.823398,0.60969,228779.640752
nsp/nsp_1.mzn_AND_nsp/period_14/44.dzn,1,0.98778,0.384886,1.208084,0.827757,0.615114,147688.338937
nsp/nsp_1.mzn_AND_nsp/period_14/81.dzn,1,0.989774,0.38326,1.206167,0.829072,0.61674,123390.712052
nsp/nsp_1.mzn_AND_nsp/period_14/77.dzn,1,0.989774,0.38326,1.206167,0.829072,0.61674,123390.712052
nsp/nsp_1.mzn_AND_nsp/period_14/18.dzn,1,0.983193,0.388646,1.212518,0.82473,0.611354,203900.473843
nsp/nsp_1.mzn_AND_nsp/period_14/37.dzn,1,0.986161,0.38621,1.209645,0.826689,0.61379,167475.597964
nsp/nsp_1.mzn_AND_nsp/period_14/52.dzn,1,0.986161,0.38621,1.209645,0.826689,0.61379,167475.597964
nsp/nsp_1.mzn_AND_nsp/period_14/36.dzn,1,0.988664,0.384164,1.207234,0.82834,0.615836,136904.817366
nsp/nsp_1.mzn_AND_nsp/period_14/74.dzn,1,0.989774,0.38326,1.206167,0.829072,0.61674,123390.712052
nsp/nsp_1.mzn_AND_nsp/period_14/98.dzn,1,0.989774,0.38326,1.206167,0.829072,0.61674,123390.712052
nsp/nsp_1.mzn_AND_nsp/period_14/73.dzn,1,0.989774,0.38326,1.206167,0.829072,0.61674,123390.712052
