@RELATION 'FEATURE_VALUES-SAT11-RANDOM-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE cl_size_coeff_variation NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC

@DATA
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1502652578-043.UNKNOWN.cnf,1,3195,0.0333,3195,25,30.9095,12.0365,31.8799,31.8139,33.2256,33.2256,4193.7143,13.0969,0.0466,30.7344,32.6424,150,0.0407,4114,4099,4099,4171,0.0116,0.0063,4411,150,29.6186,30,4411,35,0.0333,0.0333,0.0333,24,29.7301,35,30,0.0444,30.7344,0.2416,4214,0.1444,0.0441,0.027,0.1418,0.5413,0.0469,0.0241,0.6879,0.2429,2.9933,0.0231,1.0129,0.2777,0.0677,0.0075,0.0006,0.0017,0.0031,0.0009,0.0034,0.0682,0.0014,0.4266,2.7767
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S528475885-007.SATISFIABLE.cnf,1,1908,0.0068,1917,89,25.5049,13.1836,26.3107,25.5477,29.0253,29.0253,3907.7143,16.4418,0.0273,23.4101,28.6821,450,0.0052,3836,3807,3807,3878,0.0084,0.0034,4030,441,98.0798,98,4030,107,0.0069,0.0069,0.0091,89,98.124,108,98,0.0142,23.4101,0.2131,3998,0.0744,0.0135,0.0693,0.0759,0.3262,0.2311,0.0026,0.6198,0.3071,4,0.0208,0.3553,0.2857,0.0412,0.3218,0.0257,0.0815,0.148,0.0429,0.0005,0.037,0.0677,0.3826,3.2342
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S944656226-046.UNKNOWN.cnf,1,2748,0.0047,2769,128,31.8061,18.5278,34.0865,32.8296,39.2592,39.2592,3747.7143,24.1309,0.0182,30.9962,38.2465,650,0.0036,3663,3640,3640,3714,0.0062,0.0024,3907,634,139.71,139,3907,151,0.0048,0.0048,0.0079,129,139.375,151,139,0.0091,30.9962,0.2106,3873,0.0617,0.0095,0.0888,0.0668,0.3071,0.2307,0.0018,0.4956,0.3539,4.0063,0.0253,0.2933,0.2167,0.0382,0.2915,0.0276,0.0881,0.1614,0.0436,0.0004,0.0279,0.0804,0.3636,3.3743
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1825761395-059.UNKNOWN.cnf,1,1597,0.0667,1597,12,18.403,6.4544,18.917,18.9076,19.6801,19.6801,4385.5714,7.4005,0.0463,18.313,19.3929,75,0.0451,4373,4332,4332,4383,0.02,0.0142,4430,75,15.222,15,4430,19,0.0667,0.0667,0.0667,12,15.2214,19,15,0.082,18.313,0.2695,4405,0.1888,0.0462,0.0264,0.1891,0.5867,0.047,0.0463,0.7254,0.3133,2.1892,0.0066,1.3324,0.325,0.0919,0.0122,0.0006,0.0019,0.0038,0.0009,0.0075,0.0916,0.0014,0.4209,2.7391
SAT11/random/large/unif-k7-r85-v400-c34000-S1163171897-095-UNKNOWN.cnf,1,34000,0.0175,34000,57,56.7963,33.4239,58.9611,58.8539,63.2857,67.8248,83.2,32.8651,0.0117,55.2785,60.7349,400,0.0117,69,62,59,79,0.0015,0.0011,108,400,65.6831,66,143,75,0.0175,0.0175,0.0175,56,65.5625,74,66,0.0194,52.8488,0.2613,91,0.1109,0.0117,0.0524,0.103,0.5995,0.0118,0.0152,0.7151,0.1574,2.0551,0.2342,0.9445,0.1581,0.0444,0.0003,0.0001,0.0001,0.0002,0.0001,0.0005,0.0468,0.0001,0.4415,2.1326
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1617626827-069.SATISFIABLE.cnf,1,1908,0.0068,1917,89,25.8077,12.5806,26.5335,26.3316,28.8118,28.8118,3902.1429,15.1662,0.0309,24.6385,27.5872,450,0.0052,3842,3808,3808,3856,0.0079,0.0032,4060,441,98.048,98,4060,107,0.0069,0.0069,0.0113,89,97.9389,107,98,0.0157,24.6385,0.2039,3987,0.0764,0.0136,0.0464,0.0733,0.3289,0.2311,0.0026,0.5905,0.2955,4,0.0215,0.3618,0.2763,0.0372,0.3003,0.03,0.0897,0.1698,0.0451,0.0005,0.0367,0.0794,0.39,3.3313
SAT11/random/medium/unif-k7-r89-v50-c4450-S1496316430-079.SATISFIABLE.cnf,1,4450,0.14,4450,6,19.9324,6.1948,19.9324,19.9324,19.9324,19.9324,4617,6.6889,0.011,19.9324,19.9324,50,0.011,4617,4617,4617,4617,0.0117,0.009,4617,50,8.8934,9,4617,12,0.14,0.14,0.14,6,8.941,12,9,0.1524,19.9324,0.3355,4617,0.231,0.011,0,0.2332,0.703,0.0112,0.1265,0.7721,0.3051,2,0,1.9648,0.3027,0.113,0.0002,0,0.0001,0.0001,0,0.0067,0.1181,0.0001,0.4296,2.0206
SAT11/random/large/unif-k5-r20-v750-c15000-S888530894-020-UNKNOWN.cnf,1,15000,0.0067,15000,132,49.2778,35.734,51.1723,51.3788,55.3051,62.54,65.9326,41.7973,0.0257,46.4795,53.2632,750,0.0157,54,50,43,60,0.0022,0.0013,91,750,144.003,144,137,157,0.0067,0.0067,0.0067,133,143.892,157,144,0.0087,42.434,0.2199,73,0.0844,0.0207,0.0689,0.0807,0.4848,0.05,0.0049,0.5987,0.1629,3,0.2707,0.4375,0.2055,0.0355,0.0134,0.001,0.0027,0.0051,0.0014,0.0006,0.0439,0.0022,0.5023,2.9757
SAT11/random/large/unif-k5-r20-v1500-c30000-S377999798-061-UNKNOWN.cnf,1,30000,0.0033,30000,269,62.35,64.3387,68.1145,68.8,77.7895,92.125,25.2906,84.7374,0.0151,57.3793,73.381,1500,0.0076,21,18,15,24,0.0012,0.0006,33,1500,288.234,290,49,307,0.0033,0.0033,0.0033,267,286.293,308,287,0.0046,46.3333,0.2384,28,0.0536,0.0117,0.1165,0.0867,0.4686,0.05,0.002,0.5585,0.787,3,0.262,0.2825,0.1369,0.0752,0.0313,0.001,0.0027,0.005,0.0015,0.0002,0.0214,0.0022,0.4108,3.0011
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S648064606-012.UNKNOWN.cnf,1,1483,0.0087,1491,68,21.102,11.7939,21.9233,21.176,23.889,23.889,3980.2857,14.3403,0.0432,20.8622,23.4443,350,0.0074,3908,3882,3882,3975,0.0128,0.0046,4090,344,76.3169,76,4090,85,0.0088,0.0088,0.0116,68,76.1915,84,76,0.0223,20.8622,0.2037,4036,0.0863,0.0171,0.0523,0.0847,0.3385,0.232,0.004,0.6121,0.2638,4,0.017,0.4075,0.2544,0.0425,0.2658,0.0264,0.084,0.1641,0.0418,0.0007,0.0406,0.071,0.3938,3.318
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1409021001-079.UNKNOWN.cnf,1,1692,0.0077,1704,77,21.891,12.3499,23.9186,23.414,27.6458,27.6458,3951.5714,15.2153,0.029,21.3637,25.9183,400,0.0065,3884,3850,3850,3915,0.0089,0.004,4097,388,86.1207,86,4097,95,0.0078,0.0078,0.0129,78,86.1168,95,86,0.0148,21.3637,0.1959,4027,0.0789,0.0153,0.0859,0.0806,0.3286,0.2293,0.0035,0.5757,0.2569,4,0.0208,0.3855,0.2605,0.0389,0.3056,0.0242,0.0884,0.171,0.0449,0.0006,0.038,0.0748,0.3878,3.329
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S448503257-098-UNKNOWN.cnf,1,146049,0.0001,147000,0,67.3333,806.5,91.2944,86.8,127.6667,237.5,4.4286,4230.5,0.0006,61.1818,106,34999,0,3,2,1,4,0.0002,0,7,34114,7434.75,7407.5,17,7458,0.0001,0.0001,0.0002,7338,3683,0,3683,0.0003,36.3333,1.0234,6,0.0153,0.0002,0.3373,1.4142,0.2289,0.2336,0,0.251,1.115,5.9333,0.5613,0.1788,0.0488,0.4943,0.7874,0.0279,0.0923,0.1757,0.0469,0,0.0039,0.0787,0.0805,3.3754
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1847541883-049.UNKNOWN.cnf,1,3195,0.0333,3195,24,30.5269,11.6561,31.8604,31.5535,34.5754,34.5754,4154.8571,12.6523,0.0463,30.0653,33.2028,150,0.0416,4086,4060,4060,4091,0.0122,0.0063,4371,150,29.7281,30,4371,35,0.0333,0.0333,0.0333,24,29.6801,35,30,0.0413,30.0653,0.2419,4241,0.1411,0.044,0.0452,0.1419,0.5428,0.0469,0.0272,0.6939,0.2429,2.9933,0.0251,1.0146,0.2833,0.0674,0.0049,0.0006,0.0017,0.0032,0.0008,0.0019,0.0679,0.0015,0.4263,2.8356
SAT11/random/medium/unif-k7-r89-v60-c5340-S2117313371-002.UNKNOWN.cnf,1,5340,0.1167,5340,8,22.6836,7.529,22.6768,22.6849,22.8464,22.8464,4490.2,7.9535,0.011,22.4842,22.685,60,0.011,4447,4430,4430,4470,0.0105,0.0068,4591,60,10.4481,10,4591,13,0.1167,0.1167,0.1167,8,10.4493,13,10,0.126,22.4842,0.3179,4513,0.2185,0.011,0.0051,0.2166,0.6873,0.0112,0.1054,0.7615,0.2689,2,0.0128,1.8793,0.2794,0.1047,0.0002,0,0.0001,0.0001,0,0.0043,0.1077,0.0001,0.4223,1.9565
SAT11/random/medium/unif-k5-r21.3-v50-c1065-S1449708927-022.UNKNOWN.cnf,1,1065,0.1,1065,8,13.534,5.0716,13.6263,13.691,13.762,13.762,4535.3333,5.8597,0.046,13.4763,13.7055,50,0.046,4499,4487,4487,4549,0.0282,0.019,4573,50,10.3603,10,4573,13,0.1,0.1,0.1,8,10.3885,13,10,0.1315,13.4763,0.2995,4571,0.2177,0.046,0.0074,0.2212,0.6176,0.0469,0.0789,0.7311,0.3347,2,0.0073,1.5045,0.3478,0.1108,0.0046,0.0006,0.0016,0.0031,0.0009,0.0094,0.1124,0.0014,0.4175,2.5044
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S1563258922-027.SATISFIABLE.cnf,1,2119,0.0061,2130,98,26.8442,15.9533,28.672,28.4405,32.7991,32.7991,3872.5714,19.7974,0.0269,26.0716,30.8083,500,0.0047,3800,3787,3787,3840,0.008,0.0031,4016,488,107.254,107,4016,117,0.0062,0.0062,0.0102,98,107.435,118,107,0.0137,26.0716,0.2051,4011,0.0701,0.0123,0.0768,0.0714,0.3197,0.2303,0.0024,0.5444,0.2428,4,0.0235,0.3388,0.2257,0.0364,0.3072,0.0273,0.0844,0.1598,0.0448,0,0.0339,0.0729,0.3808,3.367
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S921718479-079-UNKNOWN.cnf,1,83511,0.0002,84000,0,52.8,386.286,69.6222,66.5556,97.2,137.4,8.3564,1787,0.0008,48.2857,79.6,20000,0,5,5,3,8,0.0003,0.0001,12,19513,4273,4266,23,4294,0.0002,0.0002,0.0003,4255,3383.4,4252,4216,0.0004,39.375,1.1575,10,0.004,0.0003,0.2952,0.5591,0.2351,0.2337,0,0.2772,1.5295,5.2321,0.4209,0.104,0.0398,0.7341,0.7567,0.0278,0.092,0.1743,0.0472,0,0.0045,0.0793,0.0992,3.3605
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S110935064-075.SATISFIABLE.cnf,1,3727,0.0286,3727,29,34.4151,12.5384,35.5667,35.5302,37.2123,37.2123,4109.8571,13.868,0.0459,34.3941,37.049,175,0.0384,4014,4004,4004,4081,0.0089,0.0053,4287,175,34.5472,34,4287,41,0.0286,0.0286,0.0286,29,34.6527,41,34,0.0368,34.3941,0.2322,4263,0.1324,0.0428,0.0316,0.1328,0.5321,0.047,0.0212,0.6862,0.2674,3,0.0263,0.9441,0.252,0.0631,0.0061,0.0006,0.0018,0.0035,0.0011,0.0027,0.0613,0.0015,0.4294,2.9478
SAT11/random/medium/unif-k5-r21.3-v50-c1065-S505037856-056.UNKNOWN.cnf,1,1065,0.1,1065,8,13.4931,4.8336,13.669,13.7027,13.9167,13.9167,4541.8333,5.645,0.046,13.4584,13.7613,50,0.046,4496,4484,4484,4571,0.0282,0.0182,4584,50,10.4027,10,4584,13,0.1,0.1,0.1,8,10.3731,13,10,0.1268,13.4584,0.3029,4575,0.2178,0.046,0.0114,0.2188,0.6178,0.0469,0.0808,0.7371,0.3354,2,0.0086,1.5118,0.3511,0.1088,0.0058,0.0007,0.0018,0.0031,0.0011,0.0085,0.1116,0.0015,0.4242,2.751
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S670753028-051.UNKNOWN.cnf,1,2119,0.0061,2130,98,26.6091,14.9225,27.95,27.9488,30.5275,30.5275,3863.7143,18.6693,0.0264,25.9893,28.998,500,0.0047,3786,3731,3731,3865,0.0076,0.003,3998,489,107.85,108,3998,118,0.0062,0.0062,0.0102,98,107.807,118,108,0.0132,25.9893,0.1976,3960,0.0718,0.0122,0.0502,0.0726,0.3179,0.2308,0.0024,0.5457,0.2464,4,0.0227,0.3405,0.2406,0.0357,0.3267,0.0248,0.0908,0.1805,0.0459,0,0.0336,0.0737,0.3814,3.3238
SAT11/random/large/unif-k5-r20-v750-c15000-S1787347746-067-UNKNOWN.cnf,1,15000,0.0067,15000,132,48.1,34.6894,50.9179,50.6901,56.3913,61.3158,65.0111,41.954,0.0247,46.0909,53.36,750,0.0157,57,50,44,63,0.0023,0.0013,80,750,143.676,144,121,157,0.0067,0.0067,0.0067,131,143.503,155,143,0.0085,42.6324,0.2154,68,0.069,0.0207,0.0803,0.0638,0.4862,0.05,0.0049,0.6081,0.1664,3,0.2199,0.3992,0.1683,0.0321,0.0122,0.001,0.0027,0.0052,0.0015,0.0005,0.0292,0.0022,0.3939,2.9894
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S912111154-025.UNKNOWN.cnf,1,2331,0.0056,2343,108,27.4074,17.9968,29.2021,28.8643,32.3801,32.3801,3831.2857,22.5402,0.0236,27.179,30.7139,550,0.0043,3758,3717,3717,3818,0.0073,0.0027,3984,538,118.524,119,3984,129,0.0056,0.0056,0.0093,108,118.712,129,119,0.012,27.179,0.1978,3917,0.0702,0.0111,0.0579,0.0674,0.3074,0.2308,0.0021,0.52,0.2227,4,0.0224,0.3203,0.2071,0.0342,0.3169,0.023,0.0862,0.1742,0.0399,0,0.034,0.0711,0.3738,3.3198
SAT11/random/medium/unif-k3-r4.26-v800-c3408-S1831593686-090.SATISFIABLE.cnf,1,3387,0.0038,3408,159,27.7637,20.8304,31.0105,30.2538,38.6519,41.0066,1148.4545,26.4658,0.0201,26.8778,32.1076,800,0.0027,738,679,605,887,0.0056,0.0019,2669,780,171.634,172,2729,184,0.0039,0.0039,0.0064,160,171.458,184,171,0.01,25.957,0.2093,1032,0.056,0.0078,0.1353,0.057,0.3045,0.2303,0.0015,0.5364,0.2425,4.0205,0.5929,0.2646,0.2407,0.0284,0.3258,0.0269,0.0879,0.171,0.0452,0.0003,0.0268,0.0721,0.3916,3.3144
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S261841674-082.SATISFIABLE.cnf,1,2115,0.0061,2130,100,26.3118,13.6185,29.295,28.7884,34.0058,34.0058,3837.1429,17.1367,0.026,26.155,32.977,500,0.0047,3780,3768,3768,3786,0.009,0.0031,3951,493,110.175,110,3951,121,0.0061,0.0061,0.0081,100,110.279,120,110,0.0132,26.155,0.199,3938,0.0727,0.012,0.0971,0.0708,0.3218,0.2331,0.0024,0.5561,0.2645,4.0041,0.019,0.3431,0.2485,0.0362,0.3601,0.0275,0.0868,0.1658,0.0463,0.0005,0.034,0.0736,0.3617,3.2839
SAT11/random/large/unif-k7-r85-v250-c21250-S58287803-001-UNKNOWN.cnf,1,21250,0.028,21250,35,47.6761,21.898,48.9031,48.598,52.7228,60.2039,233.0357,21.6592,0.0117,46.4756,49.7262,250,0.0117,174,156,147,204,0.0025,0.0017,278,250,41.444,41,912,48,0.028,0.028,0.028,35,41.29,48,41,0.0312,42.6609,0.2481,230,0.1213,0.0117,0.062,0.1329,0.6165,0.0118,0.0248,0.7086,0.1943,2,0.6153,1.1358,0.1909,0.0659,0.0003,0.0001,0.0001,0.0002,0.0001,0.001,0.0542,0.0001,0.427,2.0886
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1124205008-074.UNKNOWN.cnf,1,2969,0.0044,2982,140,34.1192,19.8691,35.9252,34.7088,40.7378,40.7378,3650.1429,25.5284,0.0189,32.1921,39.4923,700,0.0034,3615,3592,3592,3644,0.0054,0.0022,3764,688,151.878,152,3764,164,0.0044,0.0044,0.0073,141,151.795,163,152,0.0098,32.1921,0.2053,3652,0.0588,0.0087,0.0795,0.0588,0.3053,0.2317,0.0017,0.4857,0.2507,4.016,0.0139,0.2721,0.2169,0.0322,0.3542,0.024,0.0839,0.1573,0.0426,0,0.0289,0.0708,0.3496,3.3258
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S171669125-021.SATISFIABLE.cnf,1,2964,0.0044,2982,140,34.9885,16.0647,36.8759,35.9634,42.511,42.511,3590.375,20.4152,0.0202,34.2001,41.1594,700,0.004,3518,3461,3461,3560,0.0054,0.0022,3782,683,150.998,151,3782,163,0.0044,0.0044,0.0073,139,150.785,162,151,0.0105,34.2001,0.2125,3693,0.0603,0.0089,0.0808,0.0624,0.3111,0.2304,0.002,0.5375,0.2999,4.0029,0.0286,0.2824,0.2633,0.032,0.3471,0.0279,0.0935,0.172,0.0465,0.0003,0.0282,0.0825,0.3774,3.3716
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1959079526-027.UNKNOWN.cnf,1,1898,0.0069,1917,87,25.2518,13.8772,26.0064,25.991,27.9095,27.9095,3902.2857,16.9926,0.0327,24.4832,26.9597,450,0.0053,3860,3820,3820,3894,0.0084,0.0034,3997,436,96.1651,96,3997,105,0.007,0.007,0.0115,87,96.2159,105,96,0.0163,24.4832,0.2029,3979,0.0749,0.0137,0.0408,0.0745,0.3242,0.2297,0.0026,0.6168,0.2651,4,0.0152,0.3552,0.2481,0.0381,0.371,0.0244,0.0861,0.1696,0.042,0,0.0365,0.0751,0.3713,3.2931
SAT11/random/large/unif-k3-r4.2-v50000-c210000-S537193780-078-UNKNOWN.cnf,1,208561,0.0001,210000,10597,79,2239.67,106.4023,96.8,172.5,252,3,2177,0.0004,52,122.5,49999,0,1,1,1,2,0.0001,0,6,48706,10665.7,10665,13,10665,0.0001,0.0001,0.0001,10568,10597,10597,10597,0.0002,26,0,4,0.0092,0.0001,0.4398,0,0.1936,0.2335,0,0.2289,0,6,0.7547,0.6837,0.712,0,0.7705,0.0281,0.0928,0.1757,0.0472,0,0.0718,0.0792,1.1131,3.3711
SAT11/random/large/unif-k5-r20-v1500-c30000-S969405384-096-UNKNOWN.cnf,1,30000,0.0033,30000,268,59.8571,62.7698,65.8476,65.5,76,93.8696,24.6639,81.9787,0.0152,56.92,71.2609,1500,0.0084,21,18,16,24,0.0013,0.0006,32,1500,287.024,286,50,306,0.0033,0.0033,0.0033,266,286.809,306,288,0.0044,47.6667,0.3045,27,0.0534,0.0117,0.121,0.0886,0.466,0.05,0.0023,0.5636,0.3775,3,0.2429,0.2716,0.133,0.1012,0.0145,0.001,0.0028,0.0051,0.0016,0.0003,0.0222,0.0023,0.3597,3.0397
SAT11/random/medium/unif-k7-r89-v50-c4450-S1788358104-029.SATISFIABLE.cnf,1,4450,0.14,4450,6,19.6852,6.0758,19.7337,19.6872,19.8649,19.8649,4574,6.5852,0.011,19.6003,19.8308,50,0.011,4561,4552,4552,4566,0.0103,0.0082,4613,50,8.9255,9,4613,12,0.14,0.14,0.14,6,8.9615,12,9,0.1508,19.6003,0.3371,4578,0.2342,0.011,0.005,0.232,0.7041,0.0112,0.1303,0.7732,0.3104,2,0.0046,1.9409,0.3116,0.1131,0.0001,0,0.0001,0.0001,0,0.0058,0.1173,0.0001,0.4284,2.0427
SAT11/random/medium/unif-k7-r89-v50-c4450-S321945897-005.UNKNOWN.cnf,1,4450,0.14,4450,6,19.7299,6.3053,19.8742,19.7567,20.2943,20.2943,4572,6.7858,0.011,19.6367,19.9532,50,0.011,4557,4512,4512,4574,0.0119,0.0089,4631,50,8.8483,9,4631,12,0.14,0.14,0.14,6,8.914,12,9,0.1494,19.6367,0.3426,4586,0.2302,0.011,0.0118,0.2317,0.7061,0.0112,0.1283,0.7737,0.2927,2,0.0085,1.9455,0.314,0.1112,0.0001,0,0.0001,0.0001,0,0.0058,0.1178,0.0001,0.4278,2.1202
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S1280860344-022.SATISFIABLE.cnf,1,2116,0.0062,2130,97,26.9098,13.7188,28.8035,27.8787,33.6511,33.6511,3882.4286,16.8619,0.0284,25.552,31.4883,500,0.0028,3815,3791,3791,3871,0.0076,0.003,4004,485,107.457,107,4004,117,0.0063,0.0063,0.0103,98,107.296,117,107,0.0147,25.552,0.2013,3993,0.0692,0.0125,0.0921,0.0712,0.3249,0.2292,0.0014,0.6074,0.2763,4.0062,0.0202,0.3401,0.2571,0.0352,0.5441,0.0291,0.0885,0.1652,0.0482,0.0005,0.0338,0.0716,0.3838,3.316
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S549184435-037.UNKNOWN.cnf,1,1698,0.0076,1704,78,22.9985,14.3183,23.9794,23.6382,26.5071,26.5071,3953.1429,17.5848,0.0289,21.7081,25.6545,400,0.0035,3901,3798,3798,3977,0.0071,0.0035,4102,393,86.5962,87,4102,96,0.0077,0.0077,0.0102,78,86.5149,95,87,0.0159,21.7081,0.1993,3986,0.0797,0.015,0.0624,0.0791,0.3271,0.2314,0.0018,0.5602,0.2393,4,0.0219,0.3672,0.2359,0.041,0.4824,0.0229,0.08,0.1492,0.0388,0,0.0396,0.0659,0.3762,3.2212
SAT11/random/large/unif-k3-r4.2-v25000-c105000-S919014656-003-UNKNOWN.cnf,1,104378,0.0001,105000,5296,58.5,509.5,76.2779,74.4286,110.5,150.5,6.6979,790,0.0007,48.3333,91.25,25000,0,5,3,2,6,0.0002,0.0001,11,24426,5345,5331,15,5393,0.0001,0.0001,0.0002,5296,5305.5,5296,5305.5,0.0003,31.875,0.1896,8,0.0075,0.0003,0.3022,0.0025,0.2347,0.234,0,0.2681,0.1683,5.4937,0.4412,0.1348,0.0833,0.0191,0.8483,0.0282,0.0933,0.1767,0.0479,0,0.0036,0.0805,0.1845,3.3626
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S976131144-051-UNKNOWN.cnf,1,62606,0.0002,63000,0,55.0741,268.455,63.4351,61.9091,81.75,92,12.1905,977,0.0013,49.7143,70.2143,15000,0,8,7,5,11,0.0003,0.0001,19,14637,3211.91,3223,31,3246,0.0002,0.0002,0.0004,3168,2789.88,3223,3193.5,0.0006,41.125,1.1788,14,0.0103,0.0004,0.1841,0.4043,0.2316,0.2338,0,0.2874,1.6735,5.2751,0.4382,0.1028,0.2589,0.6328,0.8804,0.0282,0.0931,0.1757,0.0472,0,0.0118,0.0792,0.8735,3.3745
SAT11/random/medium/unif-k7-r89-v90-c8010-S64052796-033.SATISFIABLE.cnf,1,8010,0.0778,8010,12,30.9739,10.4387,31.2559,31.3073,31.871,31.871,4374,10.582,0.0111,30.8016,31.3259,90,0.0111,4335,4270,4270,4337,0.0071,0.0051,4519,90,15.3009,15,4519,19,0.0778,0.0778,0.0778,12,15.3677,19,15,0.0863,30.8016,0.2855,4409,0.1945,0.0111,0.0117,0.1894,0.6654,0.0112,0.0693,0.7583,0.2434,2,0.0194,1.7124,0.266,0.0875,0.0002,0,0.0001,0.0001,0,0.0035,0.0923,0.0001,0.4177,2.0732
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S883457431-033-UNKNOWN.cnf,1,145973,0.0001,147000,7416,64.1429,842.5,87.5315,81.1429,138.3333,184.5,4.7473,1228.5,0.0005,52.6,105.75,35000,0,3,2,1,5,0.0001,0,8,34135,7457.5,7455.5,10,7481,0.0001,0.0001,0.0002,7417,7463,7416,7463,0.0003,33.25,0.316,6,0.0054,0.0002,0.3593,0.0089,0.231,0.2338,0,0.2675,0.2181,5.9333,0.4456,0.1902,0.0911,0.0143,0.9251,0.0275,0.0919,0.1744,0.0466,0,0.0055,0.0784,0.1909,3.3599
