@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 3'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC

@DATA
nsp/nsp_2.mzn_AND_nsp/period_28/47.dzn,1,0.458065,0.093703,1.042985
normalized-rand-2-50-23-587-230-fcd-43_ext.xml.mzn_AND_NODATA,1,0.017509,0.041667,54.735
normalized-rand-27-27-351-163-63021_ext.xml.mzn_AND_NODATA,1,0.012582,0.035714,76.642857
normalized-rand-2-50-23-587-230-fcd-49_ext.xml.mzn_AND_NODATA,1,0.017863,0.041667,53.65
nsp/nsp_2.mzn_AND_nsp/period_28/45.dzn,1,0.458053,0.093597,1.042877
nsp/nsp_2.mzn_AND_nsp/period_28/42.dzn,1,0.458053,0.093597,1.042877
normalized-super-queens-4.xml.mzn_AND_NODATA,1,1,1,1.991643
normalized-rand-27-27-351-163-58021_ext.xml.mzn_AND_NODATA,1,0.012582,0.035714,76.642857
normalized-rand-27-27-351-163-57021_ext.xml.mzn_AND_NODATA,1,0.012582,0.035714,76.642857
nsp/nsp_2.mzn_AND_nsp/period_28/49.dzn,1,0.458053,0.093597,1.042877
nsp/nsp_2.mzn_AND_nsp/period_28/43.dzn,1,0.458053,0.093597,1.042877
normalized-rand-2-50-23-587-230-fcd-44_ext.xml.mzn_AND_NODATA,1,0.017348,0.041667,55.241667
normalized-rand-27-27-351-163-61021_ext.xml.mzn_AND_NODATA,1,0.012582,0.035714,76.642857
nsp/nsp_2.mzn_AND_nsp/period_28/48.dzn,1,0.458053,0.093597,1.042877
normalized-rand-27-27-351-163-62021_ext.xml.mzn_AND_NODATA,1,0.012582,0.035714,76.642857
normalized-ssa-6288-047_ext.xml.mzn_AND_NODATA,1,0.405792,0.371807,1.548066
nsp/nsp_2.mzn_AND_nsp/period_28/19.dzn,1,0.458203,0.095021,1.044326
normalized-robin16.xml.mzn_AND_NODATA,1,1,1,0.075556
nsp/nsp_2.mzn_AND_nsp/period_28/13.dzn,1,0.458157,0.094582,1.04388
nsp/nsp_2.mzn_AND_nsp/period_28/3.dzn,1,0.458157,0.094582,1.04388
nsp/nsp_2.mzn_AND_nsp/period_28/36.dzn,1,0.458034,0.09341,1.042686
nsp/nsp_2.mzn_AND_nsp/period_28/46.dzn,1,0.45809,0.093943,1.043229
nsp/nsp_2.mzn_AND_nsp/test.dzn,1,0.466842,0.101003,1.018729
normalized-rand-2-50-23-587-230-fcd-47_ext.xml.mzn_AND_NODATA,1,0.01736,0.041667,55.203333
normalized-rand-2-50-23-587-230-fcd-4_ext.xml.mzn_AND_NODATA,1,0.017786,0.041667,53.8825
nsp/nsp_2.mzn_AND_nsp/period_28/29.dzn,1,0.458034,0.09341,1.042686
normalized-rand-2-50-23-587-230-fcd-8_ext.xml.mzn_AND_NODATA,1,0.018381,0.041667,52.135833
normalized-rand-2-50-23-587-230-fcd-7_ext.xml.mzn_AND_NODATA,1,0.018114,0.041667,52.905
nsp/nsp_2.mzn_AND_nsp/period_28/6.dzn,1,0.458231,0.095284,1.044594
nsp/nsp_2.mzn_AND_nsp/period_28/20.dzn,1,0.458138,0.094397,1.043691
normalized-rand-2-50-23-587-230-fcd-9_ext.xml.mzn_AND_NODATA,1,0.017937,0.041667,53.4275
nsp/nsp_2.mzn_AND_nsp/period_14/14.dzn,1,0.459527,0.095271,1.039223
nsp/nsp_2.mzn_AND_nsp/period_28/8.dzn,1,0.458157,0.094582,1.04388
normalized-rand-2-50-23-587-230-fcd-6_ext.xml.mzn_AND_NODATA,1,0.017767,0.041667,53.94
nsp/nsp_2.mzn_AND_nsp/period_28/16.dzn,1,0.458157,0.094582,1.04388
nsp/nsp_2.mzn_AND_nsp/period_14/17.dzn,1,0.459559,0.095541,1.03949
normalized-super-os-taillard-20-15.xml.mzn_AND_NODATA,1,0.668605,0.017241,1.482759
nsp/nsp_2.mzn_AND_nsp/period_28/5.dzn,1,0.458157,0.094582,1.04388
normalized-super-os-taillard-20-21.xml.mzn_AND_NODATA,1,0.668605,0.017241,1.482759
normalized-super-os-taillard-20-26.xml.mzn_AND_NODATA,1,0.668605,0.017241,1.482759
normalized-super-os-taillard-20-24.xml.mzn_AND_NODATA,1,0.668605,0.017241,1.482759
normalized-super-os-taillard-20-27.xml.mzn_AND_NODATA,1,0.668605,0.017241,1.482759
nsp/nsp_2.mzn_AND_nsp/period_14/7.dzn,1,0.459451,0.094631,1.038591
nsp/nsp_2.mzn_AND_nsp/period_28/12.dzn,1,0.458203,0.095021,1.044326
nsp/nsp_2.mzn_AND_nsp/period_14/2.dzn,1,0.459559,0.095541,1.03949
normalized-super-os-taillard-20-6.xml.mzn_AND_NODATA,1,0.668605,0.017241,1.482759
normalized-super-os-taillard-20-1.xml.mzn_AND_NODATA,1,0.668605,0.017241,1.482759
nsp/nsp_2.mzn_AND_nsp/period_28/15.dzn,1,0.458157,0.094582,1.04388
normalized-super-queens-6.xml.mzn_AND_NODATA,1,1,1,1.993318
nsp/nsp_2.mzn_AND_nsp/period_28/9.dzn,1,0.458157,0.094582,1.04388
nsp/nsp_2.mzn_AND_nsp/period_14/34.dzn,1,0.459451,0.094631,1.038591
nsp/nsp_2.mzn_AND_nsp/period_28/27.dzn,1,0.458034,0.09341,1.042686
nsp/nsp_2.mzn_AND_nsp/period_28/4.dzn,1,0.458157,0.094582,1.04388
normalized-super-os-taillard-20-22.xml.mzn_AND_NODATA,1,0.668605,0.017241,1.482759
normalized-super-os-taillard-20-8.xml.mzn_AND_NODATA,1,0.668605,0.017241,1.482759
normalized-super-os-taillard-20-19.xml.mzn_AND_NODATA,1,0.668605,0.017241,1.482759
normalized-super-os-taillard-20-18.xml.mzn_AND_NODATA,1,0.668605,0.017241,1.482759
normalized-super-os-taillard-20-28.xml.mzn_AND_NODATA,1,0.668605,0.017241,1.482759
nsp/nsp_2.mzn_AND_nsp/period_14/42.dzn,1,0.459366,0.093918,1.037886
nsp/nsp_2.mzn_AND_nsp/period_28/58.dzn,1,0.458034,0.09341,1.042686
normalized-super-os-taillard-20-29.xml.mzn_AND_NODATA,1,0.668605,0.017241,1.482759
normalized-super-os-taillard-20-20.xml.mzn_AND_NODATA,1,0.668605,0.017241,1.482759
normalized-super-os-taillard-20-30.xml.mzn_AND_NODATA,1,0.668605,0.017241,1.482759
nsp/nsp_2.mzn_AND_nsp/period_28/18.dzn,1,0.458157,0.094582,1.04388
nsp/nsp_2.mzn_AND_nsp/period_14/11.dzn,1,0.459559,0.095541,1.03949
normalized-super-os-taillard-20-14.xml.mzn_AND_NODATA,1,0.668605,0.017241,1.482759
normalized-super-os-taillard-20-16.xml.mzn_AND_NODATA,1,0.668605,0.017241,1.482759
nsp/nsp_2.mzn_AND_nsp/period_28/54.dzn,1,0.458053,0.093597,1.042877
normalized-super-os-taillard-20-12.xml.mzn_AND_NODATA,1,0.668605,0.017241,1.482759
nsp/nsp_2.mzn_AND_nsp/period_28/32.dzn,1,0.458034,0.09341,1.042686
normalized-super-os-taillard-20-5.xml.mzn_AND_NODATA,1,0.668605,0.017241,1.482759
nsp/nsp_2.mzn_AND_nsp/period_14/36.dzn,1,0.45933,0.093617,1.037589
nsp/nsp_2.mzn_AND_nsp/period_14/29.dzn,1,0.45933,0.093617,1.037589
normalized-super-os-taillard-20-11.xml.mzn_AND_NODATA,1,0.668605,0.017241,1.482759
nsp/nsp_2.mzn_AND_nsp/period_14/27.dzn,1,0.45933,0.093617,1.037589
nsp/nsp_2.mzn_AND_nsp/period_14/1.dzn,1,0.459527,0.095271,1.039223
normalized-super-os-taillard-20-10.xml.mzn_AND_NODATA,1,0.668605,0.017241,1.482759
nsp/nsp_2.mzn_AND_nsp/period_28/59.dzn,1,0.458053,0.093597,1.042877
nsp/nsp_2.mzn_AND_nsp/period_14/20.dzn,1,0.459559,0.095541,1.03949
normalized-super-os-taillard-20-17.xml.mzn_AND_NODATA,1,0.668605,0.017241,1.482759
normalized-super-os-taillard-20-23.xml.mzn_AND_NODATA,1,0.668605,0.017241,1.482759
nsp/nsp_2.mzn_AND_nsp/period_14/45.dzn,1,0.459395,0.094165,1.03813
nsp/nsp_2.mzn_AND_nsp/period_14/47.dzn,1,0.459395,0.094165,1.03813
normalized-super-os-taillard-20-4.xml.mzn_AND_NODATA,1,0.668605,0.017241,1.482759
normalized-super-os-taillard-20-13.xml.mzn_AND_NODATA,1,0.668605,0.017241,1.482759
nsp/nsp_2.mzn_AND_nsp/period_14/56.dzn,1,0.459366,0.093918,1.037886
normalized-super-os-taillard-20-7.xml.mzn_AND_NODATA,1,0.668605,0.017241,1.482759
nsp/nsp_2.mzn_AND_nsp/period_14/32.dzn,1,0.459395,0.094165,1.03813
nsp/nsp_2.mzn_AND_nsp/period_14/13.dzn,1,0.459559,0.095541,1.03949
normalized-super-os-taillard-20-3.xml.mzn_AND_NODATA,1,0.668605,0.017241,1.482759
nsp/nsp_2.mzn_AND_nsp/period_28/41.dzn,1,0.458065,0.093703,1.042985
nsp/nsp_2.mzn_AND_nsp/period_14/43.dzn,1,0.459353,0.09381,1.037779
nsp/nsp_2.mzn_AND_nsp/period_14/19.dzn,1,0.459527,0.095271,1.039223
nsp/nsp_2.mzn_AND_nsp/period_14/48.dzn,1,0.459353,0.09381,1.037779
nsp/nsp_2.mzn_AND_nsp/period_28/51.dzn,1,0.458065,0.093703,1.042985
nsp/nsp_2.mzn_AND_nsp/period_14/49.dzn,1,0.459353,0.09381,1.037779
nsp/nsp_2.mzn_AND_nsp/period_28/52.dzn,1,0.45809,0.093943,1.043229
nsp/nsp_2.mzn_AND_nsp/period_14/46.dzn,1,0.459395,0.094165,1.03813
normalized-super-os-taillard-20-25.xml.mzn_AND_NODATA,1,0.668605,0.017241,1.482759
nsp/nsp_2.mzn_AND_nsp/period_14/82.dzn,1,0.459301,0.093376,1.03735
nsp/nsp_2.mzn_AND_nsp/period_14/62.dzn,1,0.459301,0.093376,1.03735
nsp/nsp_2.mzn_AND_nsp/period_14/3.dzn,1,0.459473,0.094821,1.038778
nsp/nsp_2.mzn_AND_nsp/period_14/76.dzn,1,0.459301,0.093376,1.03735
nsp/nsp_2.mzn_AND_nsp/period_14/16.dzn,1,0.459473,0.094821,1.038778
nsp/nsp_2.mzn_AND_nsp/period_14/8.dzn,1,0.459473,0.094821,1.038778
nsp/nsp_2.mzn_AND_nsp/period_14/89.dzn,1,0.459301,0.093376,1.03735
nsp/nsp_2.mzn_AND_nsp/period_28/33.dzn,1,0.458065,0.093703,1.042985
nsp/nsp_2.mzn_AND_nsp/period_14/63.dzn,1,0.459301,0.093376,1.03735
nsp/nsp_2.mzn_AND_nsp/period_14/100.dzn,1,0.459301,0.093376,1.03735
nsp/nsp_2.mzn_AND_nsp/period_14/33.dzn,1,0.459395,0.094165,1.03813
nsp/nsp_2.mzn_AND_nsp/period_14/58.dzn,1,0.45933,0.093617,1.037589
nsp/nsp_2.mzn_AND_nsp/period_14/30.dzn,1,0.459353,0.09381,1.037779
nsp/nsp_2.mzn_AND_nsp/period_14/9.dzn,1,0.459638,0.096206,1.040147
nsp/nsp_2.mzn_AND_nsp/period_14/72.dzn,1,0.459301,0.093376,1.03735
nsp/nsp_2.mzn_AND_nsp/period_14/54.dzn,1,0.459353,0.09381,1.037779
nsp/nsp_2.mzn_AND_nsp/period_28/10.dzn,1,0.458157,0.094582,1.04388
nsp/nsp_2.mzn_AND_nsp/period_14/6.dzn,1,0.459559,0.095541,1.03949
nsp/nsp_2.mzn_AND_nsp/period_14/41.dzn,1,0.459366,0.093918,1.037886
normalized-super-os-taillard-20-9.xml.mzn_AND_NODATA,1,0.668605,0.017241,1.482759
nsp/nsp_2.mzn_AND_nsp/period_14/59.dzn,1,0.459353,0.09381,1.037779
nsp/nsp_2.mzn_AND_nsp/period_28/30.dzn,1,0.458034,0.09341,1.042686
nsp/nsp_2.mzn_AND_nsp/period_14/5.dzn,1,0.459473,0.094821,1.038778
nsp/nsp_2.mzn_AND_nsp/period_14/4.dzn,1,0.459559,0.095541,1.03949
prop_stress/prop_stress.mzn_AND_prop_stress/0200.dzn,1,1,1,50.997512
nsp/nsp_2.mzn_AND_nsp/period_14/96.dzn,1,0.459301,0.093376,1.03735
nsp/nsp_2.mzn_AND_nsp/period_14/40.dzn,1,0.459353,0.09381,1.037779
nsp/nsp_2.mzn_AND_nsp/period_14/12.dzn,1,0.459527,0.095271,1.039223
nsp/nsp_2.mzn_AND_nsp/period_14/15.dzn,1,0.459473,0.094821,1.038778
nsp/nsp_2.mzn_AND_nsp/period_14/51.dzn,1,0.459366,0.093918,1.037886
quasigroup7/quasigroup7.mzn_AND_quasigroup7/11.dzn,1,0.497143,1,1.084711
quasigroup7/quasigroup7.mzn_AND_quasigroup7/14.dzn,1,0.498208,1,1.067602
nsp/nsp_2.mzn_AND_nsp/period_14/18.dzn,1,0.459473,0.094821,1.038778
nsp/nsp_2.mzn_AND_nsp/period_14/93.dzn,1,0.459301,0.093376,1.03735
nsp/nsp_2.mzn_AND_nsp/period_14/71.dzn,1,0.459301,0.093376,1.03735
prop_stress/prop_stress.mzn_AND_prop_stress/0300.dzn,1,1,1,75.998339
nsp/nsp_2.mzn_AND_nsp/period_14/83.dzn,1,0.459301,0.093376,1.03735
nsp/nsp_2.mzn_AND_nsp/period_14/52.dzn,1,0.459395,0.094165,1.03813
nsp/nsp_2.mzn_AND_nsp/period_14/60.dzn,1,0.459395,0.094165,1.03813
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp19_true.dzn,1,0.666667,0.039845,1.279883
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp25_false.dzn,1,0.687373,0.034393,1.274497
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp17_false.dzn,1,0.65121,0.047865,1.283312
nsp/nsp_2.mzn_AND_nsp/period_28/63.dzn,1,0.458009,0.093175,1.042447
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp23_false.dzn,1,0.680071,0.036981,1.276226
nsp/nsp_2.mzn_AND_nsp/period_14/35.dzn,1,0.45932,0.093531,1.037504
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp21_false.dzn,1,0.671766,0.04,1.278222
quasigroup7/quasigroup7.mzn_AND_quasigroup7/10.dzn,1,0.496568,1,1.0925
quasigroup7/quasigroup7.mzn_AND_quasigroup7/13.dzn,1,0.497931,1,1.072485
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp24_false.dzn,1,0.683836,0.035639,1.275332
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp27_false.dzn,1,0.693841,0.032149,1.272984
nsp/nsp_2.mzn_AND_nsp/period_14/87.dzn,1,0.459301,0.093376,1.03735
nsp/nsp_2.mzn_AND_nsp/period_28/40.dzn,1,0.458034,0.09341,1.042686
nsp/nsp_2.mzn_AND_nsp/period_14/21.dzn,1,0.459353,0.09381,1.037779
nsp/nsp_2.mzn_AND_nsp/period_28/34.dzn,1,0.458009,0.093175,1.042447
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp29_false.dzn,1,0.699611,0.030183,1.271648
nsp/nsp_2.mzn_AND_nsp/period_28/96.dzn,1,0.458009,0.093175,1.042447
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp20_true.dzn,1,0.671309,0.03829,1.278718
nsp/nsp_2.mzn_AND_nsp/period_28/89.dzn,1,0.458009,0.093175,1.042447
prop_stress/prop_stress.mzn_AND_prop_stress/0400.dzn,1,1,1,100.998753
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp22_true.dzn,1,0.679692,0.035525,1.276644
nsp/nsp_2.mzn_AND_nsp/period_28/72.dzn,1,0.458009,0.093175,1.042447
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp25_true.dzn,1,0.690408,0.032063,1.274047
nsp/nsp_2.mzn_AND_nsp/period_28/62.dzn,1,0.458009,0.093175,1.042447
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp24_true.dzn,1,0.687054,0.033138,1.274854
nsp/nsp_2.mzn_AND_nsp/period_28/100.dzn,1,0.458009,0.093175,1.042447
quasigroup7/quasigroup7.mzn_AND_quasigroup7/12.dzn,1,0.497585,1,1.078125
nsp/nsp_2.mzn_AND_nsp/period_28/76.dzn,1,0.458009,0.093175,1.042447
search_stress2/search_stress2.mzn_AND_search_stress2/06_05.dzn,1,0.945946,0.72,1.48
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp20_false.dzn,1,0.667172,0.041707,1.27934
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp26_false.dzn,1,0.690702,0.033233,1.273716
queens/queens.mzn_AND_queens/200.dzn,1,1,1,298.5
nsp/nsp_2.mzn_AND_nsp/period_28/82.dzn,1,0.458009,0.093175,1.042447
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp30_false.dzn,1,0.702268,0.029289,1.271037
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp29_true.dzn,1,0.70205,0.028385,1.271289
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp28_false.dzn,1,0.696806,0.031135,1.272296
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp18_false.dzn,1,0.656934,0.045614,1.281871
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp28_true.dzn,1,0.699377,0.029222,1.271917
prop_stress/prop_stress.mzn_AND_prop_stress/0500.dzn,1,1,1,125.999002
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp21_true.dzn,1,0.675641,0.036855,1.277641
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp17_true.dzn,1,0.656307,0.043376,1.282532
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp19_false.dzn,1,0.662241,0.043571,1.280553
search_stress2/search_stress2.mzn_AND_search_stress2/06_06.dzn,1,0.956044,0.736842,1.596491
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp27_true.dzn,1,0.696555,0.030111,1.272583
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp30_true.dzn,1,0.704585,0.027595,1.270696
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp26_true.dzn,1,0.69357,0.031056,1.273292
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp18_true.dzn,1,0.661679,0.041534,1.28115
nsp/nsp_2.mzn_AND_nsp/period_28/71.dzn,1,0.458009,0.093175,1.042447
nsp/nsp_2.mzn_AND_nsp/period_28/83.dzn,1,0.458009,0.093175,1.042447
nsp/nsp_2.mzn_AND_nsp/period_14/39.dzn,1,0.45932,0.093531,1.037504
steiner-triples/steiner-triples.mzn_AND_steiner-triples/13.dzn,1,0,0.480769,1.036982
nsp/nsp_2.mzn_AND_nsp/period_28/93.dzn,1,0.458009,0.093175,1.042447
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp23_true.dzn,1,0.683489,0.03429,1.275717
nsp/nsp_2.mzn_AND_nsp/period_14/10.dzn,1,0.459473,0.094821,1.038778
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp22_false.dzn,1,0.676056,0.03843,1.277187
nsp/nsp_2.mzn_AND_nsp/period_28/60.dzn,1,0.458053,0.093597,1.042877
nsp/nsp_2.mzn_AND_nsp/period_14/80.dzn,1,0.459301,0.093376,1.03735
steiner-triples/steiner-triples.mzn_AND_steiner-triples/19.dzn,1,0,0.491228,1.017236
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex07200_2600_100.dzn,1,0.777411,0.260695,1.417447
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex12800_2600_100.dzn,1,0.777411,0.260695,1.417447
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex05100_2600_100.dzn,1,0.777411,0.260695,1.417447
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex06100_2600_100.dzn,1,0.777411,0.260695,1.417447
nsp/nsp_2.mzn_AND_nsp/period_28/35.dzn,1,0.458025,0.093326,1.042601
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex07900_2600_100.dzn,1,0.777411,0.260695,1.417447
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex13600_2600_100.dzn,1,0.777411,0.260695,1.417447
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex08400_2600_100.dzn,1,0.777411,0.260695,1.417447
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex05600_2600_100.dzn,1,0.777411,0.260695,1.417447
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex19900_2600_100.dzn,1,0.777411,0.260695,1.417447
nsp/nsp_2.mzn_AND_nsp/period_14/28.dzn,1,0.459353,0.09381,1.037779
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex13500_2600_100.dzn,1,0.777411,0.260695,1.417447
prop_stress/prop_stress.mzn_AND_prop_stress/0700.dzn,1,1,1,175.999287
nsp/nsp_2.mzn_AND_nsp/period_14/37.dzn,1,0.459395,0.094165,1.03813
prop_stress/prop_stress.mzn_AND_prop_stress/0600.dzn,1,1,1,150.999168
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex07000_2600_100.dzn,1,0.777411,0.260695,1.417447
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex11500_2600_100.dzn,1,0.777411,0.260695,1.417447
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex12500_2600_100.dzn,1,0.777411,0.260695,1.417447
nsp/nsp_2.mzn_AND_nsp/period_28/87.dzn,1,0.458009,0.093175,1.042447
nsp/nsp_2.mzn_AND_nsp/period_14/90.dzn,1,0.459301,0.093376,1.03735
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex16400_2600_100.dzn,1,0.777411,0.260695,1.417447
nsp/nsp_2.mzn_AND_nsp/period_14/23.dzn,1,0.459353,0.09381,1.037779
nsp/nsp_2.mzn_AND_nsp/period_14/85.dzn,1,0.459301,0.093376,1.03735
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex16200_2600_100.dzn,1,0.777411,0.260695,1.417447
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex12000_2600_100.dzn,1,0.777411,0.260695,1.417447
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex13900_2600_100.dzn,1,0.777411,0.260695,1.417447
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex09600_2600_100.dzn,1,0.777411,0.260695,1.417447
queens/queens.mzn_AND_queens/400.dzn,1,1,1,598.5
nsp/nsp_2.mzn_AND_nsp/period_14/26.dzn,1,0.45933,0.093617,1.037589
golfers/golfers1.mzn_AND_golfers/golfers_7_7_7.dzn,1,0.560831,1,0.625232
prop_stress/prop_stress.mzn_AND_prop_stress/0800.dzn,1,1,1,200.999376
solbat/sb.mzn_AND_solbat/sb_12_12_5_3.dzn,1,0.240812,0.309558,1.233476
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex11700_2600_100.dzn,1,0.777411,0.260695,1.417447
solbat/sb.mzn_AND_solbat/sb_12_12_5_4.dzn,1,0.240812,0.309558,1.233476
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex14300_2600_100.dzn,1,0.777411,0.260695,1.417447
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex09800_2600_100.dzn,1,0.777411,0.260695,1.417447
nsp/nsp_2.mzn_AND_nsp/period_28/23.dzn,1,0.458053,0.093597,1.042877
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex19600_2600_100.dzn,1,0.777411,0.260695,1.417447
nsp/nsp_2.mzn_AND_nsp/period_14/91.dzn,1,0.459301,0.093376,1.03735
nsp/nsp_2.mzn_AND_nsp/period_14/57.dzn,1,0.459395,0.094165,1.03813
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex09300_2600_100.dzn,1,0.777411,0.260695,1.417447
nsp/nsp_2.mzn_AND_nsp/period_14/70.dzn,1,0.459301,0.093376,1.03735
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex05500_2600_100.dzn,1,0.777411,0.260695,1.417447
nsp/nsp_2.mzn_AND_nsp/period_28/85.dzn,1,0.458009,0.093175,1.042447
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex07600_2600_100.dzn,1,0.777411,0.260695,1.417447
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex19700_2600_100.dzn,1,0.777411,0.260695,1.417447
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex12700_2600_100.dzn,1,0.777411,0.260695,1.417447
nsp/nsp_2.mzn_AND_nsp/period_14/67.dzn,1,0.459301,0.093376,1.03735
solbat/sb.mzn_AND_solbat/sb_13_13_5_3.dzn,1,0.237449,0.308169,1.232542
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex16800_2600_100.dzn,1,0.777411,0.260695,1.417447
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex11300_2600_100.dzn,1,0.777411,0.260695,1.417447
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex10900_2600_100.dzn,1,0.777411,0.260695,1.417447
nsp/nsp_2.mzn_AND_nsp/period_28/80.dzn,1,0.458009,0.093175,1.042447
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex08300_2600_100.dzn,1,0.777411,0.260695,1.417447
nsp/nsp_2.mzn_AND_nsp/period_14/53.dzn,1,0.459353,0.09381,1.037779
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex15900_2600_100.dzn,1,0.777411,0.260695,1.417447
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex09200_2600_100.dzn,1,0.777411,0.260695,1.417447
nsp/nsp_2.mzn_AND_nsp/period_28/90.dzn,1,0.458009,0.093175,1.042447
solbat/sb.mzn_AND_solbat/sb_13_13_5_0.dzn,1,0.237449,0.308169,1.232542
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex18800_2600_100.dzn,1,0.777411,0.260695,1.417447
nsp/nsp_2.mzn_AND_nsp/period_14/44.dzn,1,0.459353,0.09381,1.037779
nsp/nsp_2.mzn_AND_nsp/period_14/75.dzn,1,0.459301,0.093376,1.03735
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex10500_2600_100.dzn,1,0.777411,0.260695,1.417447
solbat/sb.mzn_AND_solbat/sb_12_12_6_1.dzn,1,0.23094,0.311813,1.221821
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex19100_2600_100.dzn,1,0.777411,0.260695,1.417447
nsp/nsp_2.mzn_AND_nsp/period_14/24.dzn,1,0.459412,0.094305,1.038269
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex11000_2600_100.dzn,1,0.777411,0.260695,1.417447
nsp/nsp_2.mzn_AND_nsp/period_14/25.dzn,1,0.45933,0.093617,1.037589
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex19500_2600_100.dzn,1,0.777411,0.260695,1.417447
nsp/nsp_2.mzn_AND_nsp/period_28/39.dzn,1,0.458025,0.093326,1.042601
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex15700_2600_100.dzn,1,0.777411,0.260695,1.417447
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex09000_2600_100.dzn,1,0.777411,0.260695,1.417447
