@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC
@ATTRIBUTE OCCP_OCCN NUMERIC
@ATTRIBUTE NEG_HORN_CLAUSE NUMERIC
@ATTRIBUTE EXIST_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE EXIST_VARS NUMERIC
@ATTRIBUTE WOCCN_WOCC NUMERIC
@ATTRIBUTE FORALL_VARS NUMERIC
@ATTRIBUTE OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE WOCCEP_WOCC NUMERIC
@ATTRIBUTE POS_HORN NUMERIC
@ATTRIBUTE LITEN_LITN NUMERIC
@ATTRIBUTE TOTAL_VARS NUMERIC
@ATTRIBUTE W_OCCS_FORALL_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE LITERALS NUMERIC

@DATA
sortnetsort8.AE.stepl.007,1,0.462457,3517,0.557215,0.794639,0.600694,1.950173,3517,0.589614,784,1.971169,0.379127,6510,0.834661,4301,4.25,19147
sortnetsort8.AE.stepl.009,1,0.462685,4517,0.557199,0.79469,0.600713,1.949995,4517,0.589611,1008,1.972127,0.379144,8366,0.834585,5525,4.25,24607
sortnetsort8.v.stepl.008-shuffled,1,0.037668,710,0.623989,0.602592,0.504419,2.396675,1420,0.563193,9,3.090973,0.426651,3966,0.97558,1429,39.777778,11747
sortnetsort9.AE.stepl.004,1,0.468322,2639,0.556137,0.798117,0.604298,1.938866,2639,0.589075,592,1.967502,0.378243,4896,0.833271,3231,4.27027,14322
sortnetsort9.AE.stepl.005,1,0.468634,3294,0.556114,0.798191,0.60433,1.938603,3294,0.589071,740,1.968765,0.378264,6116,0.833166,4034,4.27027,17892
sortnetsort9.AE.stepl.012,1,0.469365,7879,0.556061,0.798364,0.604406,1.937987,7879,0.589061,1776,1.971724,0.378312,14656,0.832921,9655,4.27027,42882
sortnetsort9.v.stepl.006,1,0.049043,692,0.625687,0.598243,0.503764,2.367176,1384,0.565948,10,3.077475,0.420262,3903,0.968205,1394,45.6,11461
sortnetsort9.v.stepl.012-shuffled,1,0.024566,1382,0.625868,0.59778,0.503179,2.416658,2764,0.565504,10,3.086518,0.427688,7791,0.984082,2774,45.6,22885
ssa7552-159-00-shuffled,1,0.237586,3557.5,0.666608,0.500131,0.611294,1.467423,7115,0.769993,1363,1.125855,0.132899,13340,0.744878,8478,4.858401,28630
ssa7552-159-50-shuffled,1,0.278263,2880.5,0.579085,0.726862,0.601797,1.745171,5761,0.620025,1363,1.671252,0.332387,11309,0.743895,7124,4.861335,28286
ssa7552-159-90-shuffled,1,0.322936,2331.5,0.580289,0.72328,0.591383,1.70426,4663,0.616644,1363,1.702456,0.330457,9662,0.74295,6026,4.861335,24443
ssa7552-160-50-shuffled,1,0.276057,2951.5,0.579029,0.72703,0.601079,1.744298,5903,0.620419,1391,1.677132,0.332741,11598,0.741828,7294,4.8555,29059
stmt1_145_146,1,0.133065,90,0.509306,0.963455,0.774194,2.116935,90,0.509857,12,2.843137,0.521983,191,0.890365,102,2.75,591
stmt11_643_645,1,0.124207,536,0.543226,0.840856,0.718816,2.252114,536,0.545485,49,3.694017,0.467542,1538,0.90856,585,4.795918,4731
stmt1_20_21,1,0.123656,67,0.519101,0.926407,0.763441,2.145161,67,0.520142,9,2.815789,0.513405,143,0.900433,76,2.555556,445
stmt124_966_965,1,0.15671,640,0.545926,0.831749,0.707359,2.189177,640,0.548994,63,3.733997,0.458713,1879,0.885298,703,5.746032,5781
stmt1_30_31,1,0.122449,36,0.51073,0.957983,0.755102,2.132653,36,0.511312,4,2.85,0.512821,71,0.89916,40,3,233
stmt137_903_911,1,0.159187,657,0.545778,0.832248,0.707028,2.183319,657,0.548888,67,3.707182,0.459672,1921,0.883411,724,5.61194,5909
stmt1_392_393,1,0.150633,464,0.537753,0.859591,0.748101,2.171519,464,0.540202,46,3.541176,0.469732,1269,0.886721,510,5.173913,3907
stmt16_0_1,1,0.308594,123,0.54616,0.830966,0.720703,1.900391,123,0.552608,29,3.848684,0.466556,415,0.775568,152,5.448276,1289
stmt1_629_630,1,0.158796,1317,0.546038,0.831375,0.722106,2.189929,1317,0.54915,137,3.746905,0.460428,3905,0.884023,1454,5.547445,12001
stmt16_47_48,1,0.181362,1873,0.551146,0.814402,0.70553,2.178298,1873,0.555077,253,3.851364,0.461402,5945,0.870499,2126,5.146245,18242
stmt16_818_819,1,0.216875,382,0.547952,0.824976,0.72116,2.109426,382,0.552423,63,3.919101,0.467091,1243,0.844371,445,5.222222,3858
stmt17_143_144,1,0.263543,184,0.537102,0.861842,0.7306,1.959004,184,0.541502,36,3.572727,0.477316,545,0.802632,220,5,1698
stmt17_18_19,1,0.272873,161,0.543004,0.841608,0.723917,1.955056,161,0.548271,33,3.670103,0.470528,499,0.799054,194,5.151515,1558
stmt17_63_70,1,0.166191,6450,0.554563,0.80322,0.705828,2.191779,6450,0.558409,334,4.294222,0.427393,21651,0.881276,6784,12.892216,65401
stmt17_63_78,1,0.179256,7262,0.554767,0.802559,0.706562,2.167606,7262,0.55895,392,4.326627,0.424606,24575,0.872089,7654,13.464286,74379
stmt17_82_94,1,0.159261,11061,0.555288,0.800866,0.708448,2.212627,11061,0.559001,508,4.412136,0.426139,37733,0.886689,11569,14.216535,114780
stmt1_787_788,1,0.14976,1678,0.54296,0.841757,0.733036,2.179404,1678,0.545722,156,3.605234,0.461373,4727,0.888733,1834,5.602564,14467
stmt17_99_98,1,0.175304,2084,0.549843,0.818701,0.712604,2.178119,2084,0.553556,270,3.779099,0.462215,6451,0.873919,2354,5.074074,19762
stmt1_811_812,1,0.172727,256,0.547647,0.825993,0.723232,2.209091,256,0.551103,34,3.944828,0.467441,813,0.876534,290,5.029412,2529
stmt18_258_260,1,0.146597,460,0.538873,0.855726,0.706806,2.156414,460,0.541347,38,3.465863,0.462085,1221,0.888944,498,5.894737,3743
stmt19_125_302,1,0.176713,3161,0.570362,0.753273,0.591227,2.108988,3161,0.575802,235,3.472909,0.414205,8599,0.874178,3396,8.382979,27451
stmt19_133_257,1,0.163666,2795,0.567541,0.761986,0.600041,2.128802,2795,0.572363,210,3.416639,0.421388,7433,0.882589,3005,7.533333,23741
stmt19_137_313,1,0.176738,3174,0.570025,0.754308,0.592074,2.109256,3174,0.575439,235,3.479906,0.414476,8642,0.874102,3409,8.425532,27590
stmt19_142_261,1,0.162667,2818,0.568293,0.759656,0.598974,2.127897,2818,0.573143,210,3.410172,0.420513,7536,0.883322,3028,7.552381,23919
stmt19_177_302,1,0.163296,3440,0.570139,0.753958,0.592175,2.134532,3440,0.575124,235,3.472925,0.415941,9309,0.883625,3675,8.382979,29691
stmt1_919_920,1,0.159965,623,0.546384,0.830213,0.7057,2.185594,623,0.549548,63,3.749271,0.458456,1843,0.88315,686,5.746032,5670
stmt19_214_309,1,0.156398,3608,0.570468,0.752946,0.590988,2.148796,3608,0.575249,235,3.474369,0.416284,9748,0.888626,3843,8.404255,31085
stmt19_217_250,1,0.141868,3235,0.568153,0.76009,0.598147,2.172094,3235,0.572331,210,3.422061,0.422786,8562,0.898324,3445,7.509524,27299
stmt19_2_180,1,0.209854,1415,0.569438,0.756118,0.584281,2.056653,1415,0.575867,157,3.400127,0.419761,3829,0.851181,1572,6.700637,12414
stmt19_261_266,1,0.124953,3878,0.567139,0.763235,0.604367,2.200801,3878,0.570746,210,3.434932,0.424181,10222,0.910099,4088,7.87619,32440
stmt19_2_83,1,0.232775,913,0.570807,0.751906,0.572005,2.030726,913,0.578089,107,3.384314,0.413912,2445,0.836637,1020,7.009346,8043
stmt19_313_318,1,0.12654,4640,0.570964,0.751425,0.591794,2.207676,4640,0.574811,235,3.515282,0.418245,12574,0.909936,4875,8.740426,39943
stmt19_313_412,1,0.143866,5207,0.572518,0.74667,0.585603,2.18021,5207,0.577007,280,3.565701,0.413123,14356,0.89818,5487,9.528571,45768
stmt19_3_177,1,0.190848,1563,0.570863,0.751735,0.580171,2.093699,1563,0.576782,157,3.401163,0.419764,4216,0.864945,1720,6.694268,13632
stmt19_3_309,1,0.209194,2634,0.570766,0.752031,0.58945,2.0483,2634,0.577324,235,3.484141,0.40992,7285,0.851414,2869,8.404255,23288
stmt19_3_78,1,0.201561,1061,0.572724,0.746041,0.567546,2.089074,1061,0.579124,107,3.387842,0.414887,2832,0.858786,1168,7,9261
stmt19_3_83,1,0.201611,1063,0.57249,0.746754,0.568054,2.089128,1063,0.57887,107,3.392308,0.415085,2839,0.858702,1170,7.018692,9284
stmt19_66_318,1,0.19571,2921,0.572427,0.746946,0.584929,2.073439,2921,0.578674,235,3.487643,0.408629,8094,0.861292,3156,8.697872,25743
stmt19_66_90,1,0.162881,1339,0.57365,0.743223,0.570625,2.150119,1339,0.578837,105,3.379501,0.416219,3561,0.885318,1444,7.171429,11446
stmt19_67_83,1,0.195567,1094,0.574024,0.742089,0.567666,2.092308,1094,0.580351,107,3.378018,0.413773,2955,0.862813,1201,7.009346,9524
stmt19_79_87,1,0.156071,9814,0.555161,0.80128,0.707986,2.217775,9814,0.558787,450,4.390881,0.427063,33347,0.888879,10264,13.888889,101313
stmt19_83_302,1,0.191597,2890,0.570611,0.752507,0.589866,2.081599,2890,0.576563,235,3.48224,0.4123,7932,0.863772,3125,8.382979,25343
stmt19_83_90,1,0.16211,1344,0.573292,0.744313,0.571582,2.151991,1344,0.578426,105,3.387164,0.416747,3577,0.885805,1449,7.171429,11502
stmt19_90_133,1,0.163014,1590,0.572319,0.747277,0.577794,2.143452,1590,0.577431,132,3.386179,0.419379,4253,0.88466,1722,6.818182,13634
stmt21_127_258,1,0.163887,2792,0.567614,0.76176,0.599814,2.12825,2792,0.572449,210,3.414724,0.421271,7424,0.88244,3002,7.533333,23708
stmt21_134_418,1,0.197132,3795,0.575157,0.738654,0.575826,2.077853,3795,0.58167,281,3.5579,0.402771,10718,0.861356,4076,9.686833,34135
stmt21_143_258,1,0.162282,2813,0.568436,0.759213,0.598664,2.128571,2813,0.573284,210,3.407542,0.420508,7518,0.883623,3023,7.519048,23869
stmt21_252_310,1,0.136708,4202,0.568156,0.760081,0.600551,2.182576,4202,0.572173,235,3.470814,0.420633,11194,0.902029,4437,8.446809,35661
stmt21_267_310,1,0.134737,4245,0.569319,0.756484,0.597351,2.186621,4245,0.573343,235,3.476786,0.419649,11388,0.903643,4480,8.442553,36166
stmt21_310_360,1,0.137133,4973,0.571422,0.75002,0.589741,2.190026,4973,0.575631,260,3.54099,0.415552,13568,0.902615,5233,9.253846,43236
stmt21_4_5,1,0.25348,676,0.571596,0.749487,0.563475,2.008435,676,0.57962,86,3.353018,0.4107,1789,0.823702,762,6.988372,5964
stmt21_70_258,1,0.180491,2516,0.567815,0.761138,0.598631,2.096977,2516,0.573189,210,3.415627,0.419502,6741,0.870678,2726,7.533333,21544
stmt21_71_304,1,0.206437,2662,0.571483,0.749832,0.588803,2.05043,2662,0.578022,235,3.475319,0.409457,7392,0.853355,2897,8.378723,23495
stmt21_71_70,1,0.19486,1089,0.574461,0.740761,0.566483,2.093365,1089,0.580802,107,3.368729,0.413624,2939,0.863394,1196,6.943925,9468
stmt21_79_314,1,0.192121,2896,0.570484,0.752898,0.590239,2.080633,2896,0.576442,235,3.484829,0.412232,7952,0.863373,3131,8.425532,25403
stmt21_79_91,1,0.162425,1342,0.573482,0.743734,0.571182,2.151208,1342,0.578641,105,3.383552,0.416479,3570,0.885614,1447,7.171429,11479
stmt22_179_182,1,0.129171,2374,0.569708,0.755286,0.587831,2.206207,2374,0.573563,157,3.415646,0.425154,6256,0.908003,2531,6.707006,20091
stmt22_6_80,1,0.232804,911,0.571072,0.751092,0.571429,2.030501,911,0.578383,107,3.379175,0.413667,2438,0.836681,1018,6.990654,8020
stmt22_92_259,1,0.178418,2540,0.568574,0.758785,0.597966,2.097514,2540,0.57395,210,3.407636,0.418837,6839,0.872146,2750,7.519048,21721
stmt23_66_76,1,0.17314,6856,0.554672,0.802868,0.706218,2.178921,6856,0.558696,363,4.3114,0.425915,23113,0.876387,7219,13.201102,69890
stmt24_148_149,1,0.162562,72,0.504149,0.983539,0.773399,2.049261,72,0.504454,12,2.845238,0.535264,154,0.864198,84,2.75,482
stmt24_292_293,1,0.149301,473,0.538781,0.856042,0.709022,2.150572,473,0.541298,43,3.445736,0.464992,1259,0.886856,516,5.465116,3855
stmt24_765_766,1,0.160338,658,0.54547,0.833282,0.709705,2.180169,658,0.548585,70,3.700549,0.461541,1929,0.882462,728,5.428571,5927
stmt24_7_8,1,0.297297,12,0.5,1,0.810811,1.72973,12,0.5,5,2.529412,0.604444,29,0.744186,17,2.2,86
stmt25_52_53,1,0.171162,1779,0.551175,0.814305,0.705691,2.198726,1779,0.554871,229,3.832669,0.461667,5595,0.877791,2008,5.043668,17147
stmt25_597_598,1,0.149828,850,0.541221,0.847675,0.724399,2.172165,850,0.54388,80,3.548387,0.463749,2349,0.888004,930,5.45,7193
stmt2_649_723,1,0.201285,512,0.543604,0.839574,0.720021,2.095824,512,0.547425,67,3.678756,0.462253,1515,0.851793,579,5.61194,4667
stmt2_649_776,1,0.228546,599,0.545724,0.832429,0.71979,2.05648,599,0.550297,92,3.77424,0.461082,1863,0.833387,691,5.673913,5741
stmt27_149_224,1,0.137455,2403,0.570051,0.754229,0.587515,2.190276,2403,0.574188,178,3.420767,0.425641,6398,0.902187,2581,6.432584,20535
stmt27_296_297,1,0.145062,491,0.538694,0.856341,0.711111,2.158642,491,0.541131,43,3.426966,0.464814,1297,0.890033,534,5.465116,3967
stmt27_93_98,1,0.166255,1959,0.549927,0.818424,0.712209,2.196571,1959,0.55344,241,3.771818,0.461987,6023,0.880462,2200,5.029046,18437
stmt28_68_81,1,0.174783,8103,0.554926,0.802041,0.707138,2.178088,8103,0.559007,421,4.352417,0.424833,27499,0.875392,8524,13.691211,83357
stmt29_21_275,1,0.196935,2577,0.567931,0.760777,0.599956,2.065277,2577,0.573845,219,3.446352,0.415145,6988,0.858993,2796,8.155251,22302
stmt2_976_999,1,0.148917,10161,0.552552,0.809786,0.747292,2.223482,10161,0.55585,1143,3.759731,0.459196,30745,0.893108,11304,4.908136,94983
stmt31_100_276,1,0.179479,2848,0.567847,0.761037,0.600643,2.098282,2848,0.573193,219,3.445386,0.417199,7669,0.871372,3067,8.155251,24452
stmt31_22_23,1,0.24093,811,0.570423,0.753086,0.572737,2.019021,811,0.57793,93,3.373894,0.411053,2150,0.831111,904,7.354839,7100
stmt32_122_129,1,0.139241,59,0.495979,1.016216,0.772152,2.082278,59,0.495726,7,2.848485,0.529045,117,0.881081,66,3.142857,373
stmt32_153_277,1,0.164593,3125,0.567767,0.761285,0.601051,2.126809,3125,0.572635,219,3.444677,0.418882,8364,0.881964,3344,8.155251,26650
stmt32_228_277,1,0.149531,3451,0.568839,0.757966,0.597204,2.158322,3451,0.573299,219,3.448229,0.419327,9217,0.893028,3670,8.155251,29351
stmt3_639_640,1,0.156477,392,0.539854,0.852353,0.742358,2.179767,392,0.542523,42,3.631336,0.469415,1109,0.883721,434,5.119048,3425
stmt37_941_942,1,0.164258,1789,0.549145,0.821014,0.701897,2.19738,1789,0.552563,213,3.778222,0.461793,5441,0.88158,2002,5.122066,16777
stmt38_943_942,1,0.165831,1766,0.549332,0.820392,0.70193,2.194862,1766,0.552798,213,3.785245,0.461781,5392,0.880517,1979,5.122066,16622
stmt39_34_107,1,0.215517,1119,0.570948,0.751474,0.577586,2.054513,1119,0.577683,118,3.400162,0.414374,3004,0.848133,1237,7.20339,9803
stmt3_969_973,1,0.163283,324,0.543164,0.841064,0.734349,2.192047,324,0.546157,38,3.756906,0.468344,961,0.880643,362,5.078947,2977
stmt41_235_286,1,0.149682,3529,0.569733,0.755208,0.594163,2.159873,3529,0.574253,221,3.461067,0.417975,9468,0.893169,3750,8.307692,30165
stmt41_262_275,1,0.255519,941,0.546367,0.830272,0.701987,1.991446,941,0.551639,180,3.669938,0.466391,2947,0.813118,1121,5.144444,9069
stmt41_336_385,1,0.133213,5308,0.57264,0.746297,0.586106,2.200986,5308,0.576786,265,3.570788,0.414383,14616,0.905719,5573,9.486792,46565
stmt41_36_37,1,0.227732,871,0.572174,0.747719,0.568352,2.044372,871,0.579408,95,3.393375,0.410885,2326,0.840785,966,7.347368,7662
stmt44_107_108,1,0.15,39,0.480851,1.079646,0.76,2.05,39,0.479545,5,2.772727,0.548718,71,0.867257,44,3,235
stmt44_107_113,1,0.170543,48,0.490132,1.040268,0.767442,2.015504,48,0.489362,7,2.818182,0.540411,94,0.852349,55,3.142857,304
stmt44_252_301,1,0.149433,449,0.539194,0.854619,0.705137,2.152101,449,0.541739,38,3.476386,0.461833,1198,0.886926,487,5.894737,3674
stmt44_40_162,1,0.201314,1421,0.570533,0.752747,0.581043,2.074671,1421,0.576772,146,3.4097,0.417943,3837,0.857566,1567,6.924658,12441
stmt44_40_41,1,0.218827,921,0.57247,0.746816,0.566975,2.060185,921,0.579428,97,3.398821,0.411801,2461,0.846967,1018,7.309278,8093
stmt44_554_604,1,0.152384,808,0.541594,0.846401,0.721764,2.169236,808,0.544324,75,3.582106,0.462107,2250,0.886272,883,5.666667,6900
stmt46_163_289,1,0.16408,3262,0.569253,0.756687,0.595545,2.131018,3262,0.574204,224,3.465003,0.416835,8793,0.882791,3486,8.352679,28042
stmt47_239_290,1,0.14962,3592,0.570114,0.754034,0.592483,2.160896,3592,0.574655,224,3.465671,0.417473,9653,0.893323,3816,8.352679,30764
stmt50_167_293,1,0.164067,3311,0.569873,0.754778,0.593279,2.132184,3311,0.574865,225,3.473133,0.415873,8951,0.882982,3536,8.462222,28552
stmt52_117_295,1,0.177977,3034,0.570045,0.754247,0.592634,2.105534,3034,0.575505,225,3.474072,0.414116,8249,0.87316,3259,8.462222,26333
stmt52_295_394,1,0.14445,5047,0.572349,0.747186,0.586609,2.177733,5047,0.576849,270,3.558586,0.413022,13878,0.897682,5317,9.596296,44244
stmt52_54_55,1,0.212552,958,0.573444,0.743849,0.563943,2.071936,958,0.580277,98,3.407197,0.411379,2569,0.851561,1056,7.326531,8435
stmt53_208_245,1,0.125584,2715,0.571693,0.749191,0.581953,2.214968,2715,0.57554,185,3.431034,0.424727,7247,0.910925,2900,6.394595,23231
stmt5_731_730,1,0.159982,626,0.546094,0.831186,0.706479,2.185104,626,0.549239,64,3.73913,0.459248,1847,0.883054,690,5.671875,5684
stmt6_13_14,1,0.144737,29,0.497268,1.010989,0.789474,2.118421,29,0.497093,5,2.705882,0.552125,53,0.879121,34,2.2,183
stmt70_191_213,1,0.147541,437,0.539961,0.851986,0.702186,2.157787,437,0.542519,35,3.5,0.459559,1171,0.888602,472,6.171429,3591
stmt70_495_501,1,0.151416,796,0.542027,0.844926,0.720407,2.172476,796,0.544766,72,3.596774,0.460886,2223,0.887145,868,5.791667,6817
stmt72_696_721,1,0.1627,637,0.546146,0.831013,0.706188,2.178278,637,0.549353,67,3.730114,0.459641,1881,0.881013,704,5.61194,5786
stmt7_33_34,1,0.220057,876,0.55988,0.786096,0.632705,2.013414,876,0.56578,41,3.687023,0.402974,2462,0.839805,917,16.804878,7682
stmt82_224_225,1,0.14751,472,0.539223,0.854519,0.704981,2.155172,472,0.541736,40,3.453125,0.462356,1251,0.888352,512,5.775,3837
stmt85_64_122,1,0.195164,1309,0.571541,0.749654,0.575474,2.091048,1309,0.577649,132,3.387231,0.417954,3506,0.862387,1441,6.787879,11392
stmt86_889_890,1,0.189053,742,0.547394,0.826838,0.707958,2.136838,742,0.551246,94,3.7811,0.459814,2269,0.862673,836,5.585106,6984
stmt9_350_351,1,0.153527,415,0.540172,0.851261,0.744122,2.180498,415,0.542815,43,3.611354,0.46826,1167,0.885744,458,5.162791,3597
stmt9_445_446,1,0.143074,604,0.534422,0.87118,0.75632,2.159252,604,0.536561,54,3.422492,0.471022,1577,0.890522,658,5.240741,4837
szymanski-10-s-shuffled,1,0.409074,7529.5,0.533411,0.874727,0.795835,1.806885,15059,0.539237,700,1.448442,0.359695,11117,0.723702,15759,22,48921
szymanski-24-s-shuffled,1,0.417089,128279.5,0.531156,0.882685,0.80258,1.807314,256559,0.537123,5040,1.491275,0.350766,185935,0.722892,261599,52.8,832081
T-adeu-0,1,0.543297,2315,0.627156,0.5945,0.624169,1.709501,4630,0.661503,160,2.482255,0.219546,11787,0.744,4790,77.45,31890
T-adeu-1,1,0.537695,2315,0.625757,0.598065,0.619559,1.699804,4630,0.659441,160,2.452192,0.222816,11643,0.739308,4790,75.65,31386
T-adeu-2,1,0.543297,2315,0.627156,0.5945,0.624169,1.71556,4630,0.661752,160,2.482255,0.219385,11787,0.7476,4790,77.45,31890
T-adeu-3,1,0.537695,2315,0.625757,0.598065,0.619559,1.699804,4630,0.659441,160,2.452192,0.222816,11643,0.739308,4790,75.65,31386
T-adeu-4,1,0.541445,2315,0.626694,0.595674,0.622645,1.712379,4630,0.661072,160,2.472234,0.220463,11739,0.746076,4790,76.85,31722
T-adeu-5,1,0.541445,2315,0.626694,0.595674,0.622645,1.706295,4630,0.660823,160,2.472234,0.220625,11739,0.742455,4790,76.85,31722
T-adeu-6,1,0.543297,2315,0.627156,0.5945,0.624169,1.71556,4630,0.661752,160,2.482255,0.219385,11787,0.7476,4790,77.45,31890
T-adeu-7,1,0.537695,2315,0.625757,0.598065,0.619559,1.718204,4630,0.6602,160,2.452192,0.222319,11643,0.750305,4790,75.65,31386
T-adeu-8,1,0.539578,2315,0.626228,0.596862,0.621108,1.709171,4630,0.660387,160,2.462213,0.221551,11691,0.744534,4790,76.25,31554
T-adeu-9,1,0.537695,2315,0.625757,0.598065,0.619559,1.712071,4630,0.659947,160,2.452192,0.222485,11643,0.74664,4790,75.65,31386
T-edau-0,1,0.543297,2315,0.627156,0.5945,0.624169,1.709501,4630,0.665447,160,2.482255,0.218646,11787,0.744,4790,77.45,31890
T-edau-1,1,0.537695,2315,0.625757,0.598065,0.619559,1.699804,4630,0.663003,160,2.452192,0.222145,11643,0.739308,4790,75.65,31386
T-edau-2,1,0.543297,2315,0.627156,0.5945,0.624169,1.71556,4630,0.665846,160,2.482255,0.218386,11787,0.7476,4790,77.45,31890
T-edau-3,1,0.537695,2315,0.625757,0.598065,0.619559,1.699804,4630,0.663003,160,2.452192,0.222145,11643,0.739308,4790,75.65,31386
T-edau-4,1,0.541445,2315,0.626694,0.595674,0.622645,1.712379,4630,0.665043,160,2.472234,0.219537,11739,0.746076,4790,76.85,31722
T-edau-5,1,0.541445,2315,0.626694,0.595674,0.622645,1.706295,4630,0.664641,160,2.472234,0.2198,11739,0.742455,4790,76.85,31722
T-edau-6,1,0.543297,2315,0.627156,0.5945,0.624169,1.71556,4630,0.665846,160,2.482255,0.218386,11787,0.7476,4790,77.45,31890
T-edau-7,1,0.537695,2315,0.625757,0.598065,0.619559,1.718204,4630,0.664224,160,2.452192,0.22134,11643,0.750305,4790,75.65,31386
T-edau-8,1,0.539578,2315,0.626228,0.596862,0.621108,1.709171,4630,0.664231,160,2.462213,0.2207,11691,0.744534,4790,76.25,31554
T-edau-9,1,0.537695,2315,0.625757,0.598065,0.619559,1.712071,4630,0.663818,160,2.452192,0.221607,11643,0.74664,4790,75.65,31386
term1.blif_0.10_0.20_0_0_out_exact-shuffled,1,0.006519,505,0.527428,0.895993,0.618197,2.441327,1010,0.533731,10,4.011765,0.468686,2648,0.994964,1020,4.6,8659
term1.blif_0.10_0.20_0_1_inp_exact-shuffled,1,0.006644,92.083333,0.526379,0.899772,0.629285,2.424661,1105,0.526574,11,3.893369,0.476683,2844,0.994823,1116,27.454545,9174
term1.blif_0.10_1.00_0_0_out_exact-shuffled,1,0.00155,555,0.527403,0.896083,0.616378,2.447946,1110,0.533644,1,4.036004,0.466258,2900,0.998801,1111,12,9488
test1_quant2,1,0.319647,343.5,0.535206,0.868441,0.471933,1.988565,687,0.541479,78,3.071895,0.400267,1583,0.772727,765,15.769231,5056
test1_quant3,1,0.312146,441,0.533191,0.875502,0.462348,2.022672,882,0.539684,78,3.179167,0.395639,2050,0.77883,960,19.769231,6538
test1_quant_squaring2,1,0.319647,343.5,0.535206,0.868441,0.471933,1.988565,687,0.541479,78,3.071895,0.400267,1583,0.772727,765,15.769231,5056
test1_quant_squaring3,1,0.359085,346,0.53192,0.879981,0.455902,1.940981,1038,0.537519,156,3.144054,0.397154,2517,0.746132,1194,21.769231,8020
test3_quant2-shuffled,1,0.292379,112,0.540084,0.851563,0.482115,1.995334,224,0.545937,20,3.127049,0.395841,512,0.790179,244,18.8,1659
test3_quant4,1,0.290358,162,0.535759,0.866512,0.465872,2.040087,324,0.542122,20,3.264535,0.390449,750,0.79321,344,26.8,2419
test3_quant_squaring4,1,0.355777,101,0.533501,0.87441,0.455528,1.931006,404,0.538794,60,3.196121,0.392814,988,0.747642,464,30.8,3179
test4_quant2,1,0.260369,151,0.544384,0.836938,0.506912,2.023041,302,0.550562,24,3.08589,0.399495,690,0.81198,326,18.833333,2208
test4_quant4,1,0.267442,211,0.539103,0.854935,0.48505,2.056478,422,0.545825,24,3.224215,0.393367,976,0.808561,446,26.833333,3120
test4_quant_squaring2,1,0.260369,151,0.544384,0.836938,0.506912,2.023041,302,0.550562,24,3.08589,0.399495,690,0.81198,326,18.833333,2208
test4_quant_squaring4,1,0.333766,129.5,0.53621,0.86494,0.471429,1.950649,518,0.542458,72,3.169492,0.396738,1262,0.762257,590,30.833333,4032
test5_quant5-shuffled,1,0.315622,168,0.527351,0.896269,0.42933,2.069075,336,0.533866,22,3.354749,0.393358,789,0.778358,358,27,2541
test5_quant_squaring5-shuffled,1,0.399857,93.6,0.527009,0.8975,0.426942,1.905203,468,0.530628,88,3.228417,0.397646,1182,0.7195,556,33,3795
texas.ifetch1^4.E-f4-shuffled,1,0.071206,1473,0.5714,0.750087,0.54622,2.190767,2946,0.576042,101,2.843781,0.416082,6529,0.946589,3047,12.217822,20217
texas.ifetch1^9.E-f4-shuffled,1,0.086593,1417.5,0.571399,0.750091,0.548504,2.159985,2835,0.576449,107,2.806594,0.412044,6158,0.935047,2942,13.364486,19265
TOILET10.1.iv.20-shuffled,1,0.069677,425,0.687381,0.454796,0.452341,2.238573,850,0.618824,4,3.086651,0.35342,3250,0.97412,854,125,8432
TOILET16.1.iv.32-shuffled,1,0.047699,1064,0.73164,0.366792,0.384852,2.20831,2128,0.649722,4,3.11257,0.328968,9965,0.9717,2132,256,24728
TOILET7.1.iv.13-shuffled,1,0.056338,198,0.668761,0.495303,0.496311,2.250168,396,0.609424,3,2.907268,0.370483,1340,0.9731,399,56,3502
TOILET7.1.iv.14-shuffled,1,0.052239,213.5,0.668876,0.495046,0.497512,2.254353,427,0.609278,3,2.904651,0.372081,1447,0.97503,430,56,3772
toilet_a_02_01.2-shuffled,1,0.205128,8,0.604651,0.653846,0.641026,1.897436,16,0.565217,2,1.888889,0.391304,28,0.923077,18,8,86
toilet_a_02_10.2-shuffled,1,0.019608,44,0.817768,0.222841,0.237745,2.122549,88,0.74103,2,1.777778,0.252092,379,0.994429,90,8,878
toilet_a_04_10.2-shuffled,1,0.143177,68,0.8,0.25,0.173378,2.058166,136,0.718954,4,2.971429,0.203191,812,0.932692,140,64,2080
toilet_a_06_01.4-shuffled,1,1.775039,40,0.530322,0.885648,0.226502,1.485362,80,0.515473,6,17.651163,0.15588,244,0.348891,86,384,3232
