@RELATION 'FEATURE_VALUES-SAT12-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE cluster_coeff_coeff_variation NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE cluster_coeff_mean NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE cluster_coeff_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE CG_coeff_variation NUMERIC
@ATTRIBUTE CG_entropy NUMERIC
@ATTRIBUTE cluster_coeff_min NUMERIC
@ATTRIBUTE CG_max NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_max NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE CG_min NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC

@DATA
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g6.cnf,1,0.0208,0.0194,0.935,0,0.7778,0.7895,0,41.139,0.0055,0.799,27.2931,0,0,0.8196,?,1.4697,0.2624,32.5811,4.874,?,0.7628,0,0.935,?,0.242,3.0558,0.0236,0.9939,41.139,4,0.7463,61409,47.8174,4.4041,0.1973,0,5.6708,0.0688,0.0012,29.7713,?,?,?,?,?,0.0036,0.1916,1,0.002,0.0066,?,0.015,0.0433,900,60159,0.05,0.0022,0.0042,0.0021,2.7927,0.3585,0.0837,0.0401,0.1757
SAT_Competition2009/CRAFTED/Medium/contest05/others/QG7-gensys-icl001.sat05-2926.reshuffled-07.cnf,1,0.4619,0.1143,0.4329,0.9774,0,0.7446,0.0345,32.3552,0.0278,0.8135,6.3074,0.0398,0.0262,0.9234,0.8192,0.4589,1.091,4.5014,3.1953,0.1137,0.0003,0.4198,0.3387,0.9592,1.3824,3.88,0.9132,0.4093,32.3552,5,0.5843,14889,33.1216,4.0521,0.522,0.0834,1.797,0.3678,0,13.145,1.5667,2.5744,0.002,0.1595,0.0048,0.0113,0.8178,1,0.0001,0.0161,0.0004,0.0369,0.0319,376,10185,0.1489,0.0053,0.0114,0.0001,2.3702,1,0,0.1652,0.6596
SAT_Competition2007/crafted/Medium/contest05/pebbling/unsat-pbl-00200.sat05-1329.reshuffled-07.cnf,1,0.0634,0.453,0.0437,0.4999,0,0.1254,0.4553,11.4382,0.0831,0.3992,5.1133,0.4827,0.4095,0.7552,?,0.2496,2.0941,3.7347,5.0039,?,0,0.495,0.0006,?,2.7723,4.785,0.8386,0.2677,9.5969,5,0.3844,22684,12.3161,2.7228,0.4367,0.4295,0.1789,1.0474,0,2.6913,?,?,?,?,?,0.0137,0.5983,1,0.0003,0.005,?,0.0295,0.0286,629,21331,0.1526,0.0032,0.0022,0.0003,4.1448,0.9912,0,0.2967,1.092
SAT_Competition2007/crafted/Hard/contest05/QG/QG7-gensys-ukn003.sat05-3346.reshuffled-07.cnf,1,0.4417,0.2059,0.2922,0.9987,0,0.599,0.484,30.0254,0.0251,0.7273,4.2428,0.4982,0.0308,0.9053,1.165,0.5185,1.5155,1.4203,3.6041,0.1149,0,0.4995,0.2907,0.9798,1.7767,4.4587,0.8975,0.4062,30.0254,6,0.3807,16562,34.1765,2.606,0.8931,0.3181,0.7309,0.5503,0,18.9405,1.1221,4.2114,0.0036,0.1402,0.0087,0.0054,0.6308,1,0.0001,0.0143,0.001,0.0769,0.0147,884,11488,0.0656,0.0023,0.0057,0.0001,3.2693,1,0,0.2074,1.1569
SAT_Competition2011/SAT04/handmade/anton/l5k3/lksat-n900-m3357-k3-l5-s950595579.used-as.sat04-938.cnf,1,0.0917,0.5943,0.4563,0.8861,0,0.0861,0.106,23.9726,0.0107,0.2029,0.794,0.1697,0.0555,0.562,0.3538,0.1261,0.4319,0.2503,3.0176,0.1597,0.001,0.2301,0.0049,0.5238,0.9602,5.0014,0.6136,0.4802,23.9726,6,0.123,3357,24.7226,2.4312,0.4154,0.1271,0.8596,0.3546,0,19.2048,0.3139,3.2709,0.0531,0.0179,0.0069,0.0042,0.2512,1,0.0007,0.0159,0.0016,0.241,0.0081,741,3075,0.2078,0.0027,0.0058,0.0003,3.4019,1,0,0.1997,0.4156
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n200-s00813792-unsat.cnf,1,0,1.9227,0.4879,0.3265,0.3333,0.0006,0.3243,22.7554,0.0218,0.0016,0.6402,0.3256,0.3228,0.0177,0.061,0,0,0.3765,0.1978,0.1966,0,0.326,0,0.2,0.5676,6.425,0.5773,0.5032,22.4514,7,0.7808,412,23.0262,1.6396,0.0359,0.3205,0.0406,0.3279,0,1.1287,0.0846,0.2609,0.1538,0.0291,0.0224,0.0149,0.0166,1,0.0146,0.017,0.0218,0.4879,0.0149,201,412,0,0.0149,0.0147,0.0146,0.1978,0.3333,0,0.0725,0.1061
SAT_Competition2007/crafted/Difficult/contest05/QG/QG6-gensys-icl001.sat05-2695.reshuffled-07.cnf,1,0.2206,0.2306,0.1152,1,0,0.5308,0.4995,11.8763,0.6034,0.6647,0.7999,0.4999,0.4909,0.7998,?,0.4259,2.5476,0.1958,3.3497,?,0,0.5,0.0905,?,2.9418,4.444,0.8986,0.289,11.5542,6,0.4278,8013,13.8079,1.3243,1.5263,0.4485,0.3429,1.3247,0,16.0748,?,?,?,?,?,0.006,0.5352,1,0.0002,0.1796,?,0.2232,0.0109,1465,6565,0.0833,0.0014,0.0067,0.0002,2.8671,1,0,0.2063,4.1837
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-18_312.cnf,1,0,0.1208,0.1007,0,1,0.6173,0,46.7898,0.0196,0.6225,16.9952,0,0,0.6863,?,1.0008,0.3267,18.3664,4.9432,?,0.6057,0,0,?,0,2.9936,0,1,46.7898,3,0.6965,26889,50.3461,4.2648,0.0711,0,2.3066,0.2497,0.0007,25.1743,?,?,?,?,?,0.0145,0.2304,1,0.009,0.0116,?,0.0116,0.0577,312,26889,0,0.0096,0.0099,0.0064,2.9611,0.7919,0.1258,0.1581,0.2615
SAT_Competition2009/CRAFTED/Hard/contest04/others/Composite-048BitPrimes-0.sat05-503.reshuffled-07.cnf,1,0.0491,0.6667,0.27,0.1081,0,0.162,0.0505,30.1872,0.0218,0.1695,0.5975,0.0906,0.0234,0.897,?,0.2305,0.6873,0.2864,1.2184,?,0.0004,0.0907,0.0988,?,1.3307,4.0012,0.7203,0.4001,30.1872,5,0.0713,45358,44.2965,2.4102,2.3154,0.0562,0.602,0.8211,0,293.234,?,?,?,?,?,0.001,0.0457,1,0.0001,0.0055,?,0.1029,0.0011,4447,43237,0.0576,0.0004,0.0003,0.0002,1.067,0.6043,0,0.0708,2.7018
SAT_Competition2009/CRAFTED/sgi/sgi-difficult4.cnf,1,0.0329,0.0127,0.9737,0.0327,0.875,0.8855,0.0017,0,0.0093,0.8906,16.2348,0.0047,0.0007,0.9038,?,1.8622,0.1505,15.8634,3.534,?,0.8605,0.0074,0.9737,?,0.075,2.9544,0.0102,0.9988,0,3,0.9803,15156,0,3.1543,0.1871,0.0034,1.4026,0.1032,0.0014,0.1148,?,?,?,?,?,0.0061,0.3881,1,0.0042,0.0314,?,0.0315,0.0952,462,14673,0.0455,0.0043,0.0289,0.0042,2.6566,0.5182,0.2917,0.0437,0.1713
SAT_Competition2009/CRAFTED/modcircuits/mod3block_4vars_12gates_b2_restricted.cnf,1,17.3625,1.8611,0.389,1,0,0.0014,0.0006,11.4545,0.0339,0.0016,4.8493,0.0008,0.0005,0.0563,?,0.4867,1.3061,2.8199,3.7179,?,0,0.008,0.0547,?,1.7242,3.8426,0.7998,0.3791,11.4545,4,0.2186,903653,17.0675,3.5634,1.0939,0.0267,5.825,0.5212,0,68.0333,?,?,?,?,?,0.0051,0.0552,1,0.0005,0.016,?,0.0196,0.0403,967,49212,0.7559,0.0021,0.002,0.0011,1.4178,1,0,0.1698,1.0445
SAT_Competition2009/CRAFTED/Hard/contest05/counting-php/easier-fphp-035-029.sat05-1221.reshuffled-07.cnf,1,0.0333,0.0001,0.7357,0.0044,0,0.9109,0.0044,71.9211,0.0031,0.9109,15.9624,0.0044,0.0044,0.911,?,1.7479,0.1662,16.0148,0,?,0.9108,0.0044,0.9618,?,0.8941,3,1.019,0.4862,69.071,3,0.9872,31500,72.8683,2.7296,0.2382,0.0044,0.0011,0.0307,0.0007,6,?,?,?,?,?,0.0031,0.2842,1,0.0031,0.0082,?,0.0321,0.0571,980,30485,0.0357,0.002,0.0053,0.0031,0,0.2842,0.2842,0,0
SAT_Competition2011/SAT04/handmade/connamacher/connm-d-0.02/connm-ue-csp-sat-n1200-d-0.02-s405595518.used-as.sat04-950.cnf,1,0.0216,0.1107,0.8448,0.0172,0.3333,0.5395,0.0012,41.6621,0.0099,0.5808,3.133,0.0088,0.0005,0.6735,0.3105,0.2498,0.4835,3.022,3.3715,0.1967,0.4265,0.0109,0,0.3977,0.9999,6.4133,0.4686,0.6621,41.6621,7,0.2688,13289,45.1105,2.3014,0.3179,0.0044,1.0254,0.2464,0.002,62.4338,0.5777,4.7035,0.0403,0.0367,0.0061,0.004,0.3456,1,0.0009,0.0034,0.0022,0.0648,0.0083,843,13008,0.3333,0.0036,0.0015,0.0025,2.6708,0.5,0.2,0.0591,0.349
SAT_Competition2009/CRAFTED/rbsat/crafted/forced/rbsat-v1150c84314gyes1.cnf,1,0.0138,0.015,0.9374,0,0.8571,0.7997,0,53.1523,0.0041,0.8073,30.5812,0,0,0.8239,?,1.5579,0.2502,36.2266,4.7482,?,0.7818,0,0.9374,?,0.2377,3,0.0211,0.9946,53.0537,3,0.8292,84314,56.1991,4.1895,0.1528,0,8.2502,0.1102,0.0011,148.211,?,?,?,?,?,0.003,0.163,1,0.002,0.0059,?,0.0132,0.0391,1100,83164,0.0455,0.0018,0.004,0.0019,2.713,0.3264,0.0728,0.0377,0.1248
SAT_Competition2007/crafted/Difficult/contest05/QG/QG6-gensys-icl008.sat05-2720.reshuffled-07.cnf,1,0.1882,0.2343,0.1289,1,0,0.5015,0.4995,11.7105,0.5837,0.6657,0.8429,0.4999,0.4909,0.7998,?,0.4362,2.5732,0.1842,3.3828,?,0,0.5,0.0933,?,2.9077,4.7581,0.9112,0.2864,10.5369,6,0.4225,8277,15.083,1.4018,1.5253,0.4474,0.3754,1.6095,0,17.2515,?,?,?,?,?,0.0058,0.5456,1,0.0001,0.1717,?,0.2162,0.0106,1506,6966,0.0691,0.0013,0.0064,0.0001,2.8779,1,0,0.1993,4.1778
SAT_Competition2007/crafted/Difficult/contest05/others/sgp_5-5-6.sat05-2675.reshuffled-07.cnf,1,0.8555,0.7311,0.6825,0.1769,0,0.0297,0.011,22.1611,0.0011,0.0899,5.9201,0.0337,0.0107,0.9499,?,0.5578,0.6919,1.9459,1.7332,?,0,0.0366,0.7881,?,1.0987,8.9482,0.9628,0.4855,17.512,11,0.3492,200640,22.7605,2.96,0.7407,0.025,1.2059,0.2201,0,536.014,?,?,?,?,?,0.0004,0.5184,1,0.0001,0.0013,?,0.0519,0.0053,5617,108135,2.2847,0.0004,0.0004,0.0001,1.6759,0.9107,0,0.4019,0.6974
SAT_Competition2009/CRAFTED/sgen/unsat/sgen1-unsat-133-100.cnf,1,0,1.6189,0.5,0.3254,1,0.0013,0.3225,18.3955,0.0326,0.0032,0.7675,0.3237,0.3162,0.0552,0.0737,0,0,0.4606,0.2669,0.195,0.0001,0.3245,0,0.2,0,6,0,1,18.1021,6,0.8086,276,18.4319,0.1602,0.0434,0.3169,0.0484,0.359,0.0109,1.099,0.1001,0.3438,0.1538,0.0435,0.0338,0.0226,0.0251,1,0.0217,0.0254,0.0326,0.4819,0.0226,133,276,0,0.0226,0.022,0.0217,0.2669,0.3333,0,0.0879,0.1271
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-21_399.cnf,1,0,0.1022,0.0782,0,1,0.6491,0,37.8226,0.0293,0.6646,22.282,0,0,0.7281,?,1.0967,0.3469,23.6019,4.9846,?,0.6249,0,0.0124,?,0,2.1457,0,1,37.8226,3,0.6676,21294,37.891,4.7177,0.002,0,2.2552,0.2536,0.0008,15.3766,?,?,?,?,?,0.0219,0.2854,1,0.0093,0.0093,?,0.0094,0.105,200,21294,0,0.01,0.0093,0.01,3.5574,0.8411,0.127,0.1566,0.2395
SAT_Competition2009/CRAFTED/Hard/contest03/looksrandom/hgen8-n320-01-S1432474240.sat05-483.reshuffled-07.cnf,1,0.1768,0.1797,0.5666,0.466,0,0.4366,0.2746,34.8133,0.0218,0.5289,0.9896,0.3227,0.2608,0.6242,0.3829,0.5515,0.9915,0.7059,1.1602,0.244,0.0077,0.3647,0.678,0.5333,1.2864,4.8962,0.9719,0.4674,34.8133,5,0.7859,486,36.6519,1.6707,0.2438,0.2971,0.1606,0.2717,0,1.0432,0.633,2.2717,0.0571,0.0847,0.0236,0.0161,0.1079,1,0.0121,0.0581,0.0073,0.4455,0.0543,184,413,0.7391,0.0109,0.0313,0.0121,1.1835,0.3333,0,0.0999,0.1163
SAT_Competition2009/CRAFTED/Difficult/contest05/others/pmg-13-UNSAT.sat05-3941.reshuffled-07.cnf,1,0.0015,0.0424,0.5044,0.1195,0,0.258,0.1109,29.8281,0.0074,0.258,0.6607,0.1109,0.1109,0.258,0.1018,0.009,0.006,0.2532,0.0172,0.4939,0.1934,0.1109,0.0007,0.5714,0.5641,9.1916,0.5782,0.4973,15.1616,12,0.0742,1362,30.4312,1.5992,0,0.1107,0.017,0.3104,0.0015,3.6978,0.0881,0.9786,0.3956,0.0096,0.0082,0.0074,0.1998,1,0.0029,0.0029,0.0051,0.3,0.0074,408,1360,0.0025,0.0049,0.0029,0.0066,0.0172,0.2,0.1111,0.0044,0.0049
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v2400c266431g6.cnf,1,0.0091,0.0899,0.9533,0,0.8889,0.7143,0,77.2068,0.0022,0.7921,46.2428,0,0,0.8903,?,1.8814,0.1983,56.114,5.4357,?,0.4392,0,0.9533,?,0.1885,3.0526,0.0132,0.9971,76.6151,4,0.8336,266431,78.8643,4.8657,0.1948,0,8.1902,0.0239,0.0005,55.5556,?,?,?,?,?,0.0015,0.1453,1,0.0009,0.0033,?,0.0088,0.0262,2325,264031,0.0323,0.0009,0.002,0.0009,2.5929,0.2837,0.0604,0.0326,0.1651
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-6x19.cnf,1,0.043,0.0001,0.7581,0.0064,1,0.509,0.0064,28.1668,0.0172,0.509,6.6825,0.0064,0.0064,0.509,?,0.5928,0.6867,6.5675,0,?,0.5088,0.0064,0.0323,?,0,2,0,1,28.1668,2,0.9608,11058,28.1668,0,0,0.0064,0.0002,0.149,0.0087,0.0741,?,?,?,?,?,0.0172,0.011,1,0.0322,0.0322,?,0.0323,0.0351,342,10602,0.3333,0.0058,0.0322,0.0172,0,0.011,0.011,0,0
SAT_Competition2007/crafted/Medium/contest05/sabharwal/gt-ordering-unsat-gt-035.sat05-1308.reshuffled-07.cnf,1,0,0,0.4964,0,0,0.5098,0,45.4103,0.0025,0.5098,12.6815,0,0,0.5098,?,0.3075,0.0846,10.1813,0,?,0.5098,0,0.0149,?,0.6179,3,0.5865,0.5011,42.5227,3,0.7248,39900,46.0024,3.2541,0,0,0.0005,0.273,0.0008,10.0903,?,?,?,?,?,0.0025,0.3267,1,0.0033,0.0033,?,0.0298,0.0286,1190,39900,0.0294,0.0017,0.0033,0.0025,0,0.3267,0.3267,0,0
SAT_Competition2009/CRAFTED/Medium/contest05/jarvisalo/mod2-rand3bip-sat-220-1.sat05-2173.reshuffled-07.cnf,1,0,0,0.5068,0.042,0.3333,0,0.042,26.7559,0.0136,0,1.2202,0.042,0.042,0,0.0619,0,0,0.4837,0,0.3076,0,0.042,0,0.4286,0.5623,6.0457,0.5774,0.5,26.7559,7,0.5698,880,27.1285,1.2904,0.0273,0.042,0.0001,0.4553,0.0034,12.2154,0.0109,0.1251,0.3,0.017,0.017,0.0136,0,1,0.0057,0.0068,0.0159,0.25,0.0136,220,880,0,0.0136,0.0068,0.0136,0,0,0,0,0
SAT_Competition2009/CRAFTED/modcircuits/mod3_4vars_6gates.cnf,1,1.814,1.2721,0.5168,0.779,0,0.0004,0.3775,17.9462,0.0881,0.0008,12.004,0.4447,0.0142,0.8132,?,0.3037,1.4948,14.1038,3.6421,?,0,0.4478,0.0314,?,2.0807,3.1677,0.5652,0.4644,17.9462,4,0.2654,33900,20.2004,3.6135,0.3693,0.2766,0.7185,0.3464,0,8.9492,?,?,?,?,?,0.0316,0.2431,1,0.001,0.012,?,0.0139,0.0952,168,12047,0.7202,0.0119,0.0066,0.0001,1.9858,1,0,0.3792,0.5467
SAT_Competition2009/CRAFTED/Medium/contest05/others/QG-gensys-brn008.sat05-2685.reshuffled-07.cnf,1,0.2415,0.2349,0.1118,1,0,0.5377,0.4996,11.6017,0.6456,0.6647,0.87,0.4999,0.4947,0.7998,?,0.4317,2.5446,0.2496,3.3595,?,0,0.5,0.0949,?,2.9219,4.5216,0.9249,0.2822,11.0465,6,0.462,7521,15.3595,1.2842,1.5207,0.4508,0.3568,1.2974,0,13.8604,?,?,?,?,?,0.0066,0.5361,1,0.0002,0.1941,?,0.2217,0.0119,1343,6058,0.0923,0.0015,0.0076,0.0002,2.9375,1,0,0.2023,4.2361
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-8-15-sat.cnf,1,0,0,0.8678,0.2725,1,0.7821,0.2725,0,0.031,0.7821,2.0876,0.2725,0.2725,0.7821,0.3199,1.1841,0.3906,1.6185,0,0.1046,0.7821,0.2725,0.8678,0.1176,0,3,0,1,0,3,0.9024,484,0,0,0.0304,0.2725,0,0.2791,0.0145,0.4786,1.0857,0.3906,0.0189,0.2169,0.0574,0.031,0.0667,1,0.1736,0.188,0.0331,0.2479,0.125,120,484,0,0.0167,0.1784,0.031,0,0.0667,0.0667,0,0
SAT_Competition2009/CRAFTED/rbsat/random/forced/rbsat-v1150c84314gyes3.cnf,1,0.0173,0.0179,0.9391,0,0.7778,0.8011,0,42.0242,0.0046,0.8081,30.1772,0,0,0.8271,?,1.5472,0.2467,36.5559,5.0036,?,0.7799,0,0.9391,?,0.2361,3.0309,0.0209,0.9948,41.3711,4,0.7754,84314,44.0482,4.4866,0.1817,0,10.1842,0.0694,0.0008,32.4036,?,?,?,?,?,0.003,0.181,1,0.0016,0.0056,?,0.0133,0.0391,1100,82883,0.0455,0.0018,0.0035,0.0015,2.847,0.3498,0.0882,0.0442,0.1729
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n260-s62321009-sat.cnf,1,0,0.0001,0.6298,0.2295,0,0.5831,0.2295,38.0401,0.0096,0.5832,1.0415,0.2295,0.2295,0.5832,0.3252,0.4472,0.4506,0.5157,0,0.3492,0.5831,0.2295,0.8333,0.4,1.118,4.973,0.8947,0.5237,38.0401,5,0.6502,624,38.8604,1.4287,0.0213,0.2295,0.0001,0.3387,0,4.9662,0.8944,0.4506,0.0952,0.0321,0.0107,0.0096,0.3333,1,0.0176,0.0192,0.0064,0.4167,0.0192,260,624,0,0.0077,0.0191,0.0096,0,0.3333,0.3333,0,0
SAT_Competition2007/crafted/Hard/contest05/counting-php/harder-php-045-044.sat05-1195.reshuffled-07.cnf,1,0.001,0.0011,0.7147,0.1029,0,0.9397,0.0979,268.3673,0.002,0.9407,10.4128,0.0983,0.0968,0.9418,?,2.2639,0.1861,10.8764,0,?,0.9375,0.0998,0.9551,?,0.9001,3,1.0146,0.4885,268.3673,3,0.9521,43605,268.3673,2.6164,0.2653,0.098,0.0152,0.0761,0.0003,38.2969,?,?,?,?,?,0.002,0,1,0.003,0.0086,?,0.0444,0.0444,1935,43560,0.0233,0.001,0.0048,0.002,0,0,0,0,0
SAT_Competition2009/CRAFTED/sgi/satsgi-n22himBHm24-p0-q209.cnf,1,0.0475,0.0001,0.9792,0.0556,1,0.9292,0.0552,0,0.0058,0.9293,11.5076,0.0552,0.0551,0.9294,0.3443,2.1539,0.1011,11.5593,0,0.0683,0.9292,0.0554,0.9792,0.0909,0,2,0,1,0,2,1,11638,0,0,0,0.0552,0.0029,0.0418,0.0039,0.0219,3.3625,0.7796,0.0014,0.1304,0.0054,0.0058,0.3438,1,0.0455,0.0455,0.0019,0.0455,0.0909,506,11110,0.0435,0.004,0.0455,0.0058,0,0.3438,0.3438,0,0
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-16-16-unsat.cnf,1,0,0.0002,0.8824,0.0277,1,0.7576,0.0275,78.9748,0.0142,0.7577,3.5447,0.0276,0.0274,0.758,0.3095,1.2368,0.3622,2.9561,0,0.0545,0.7575,0.0276,0.8824,0.0606,0,3,0,1,78.9748,3,0.833,2176,78.9748,0,0,0.0275,0.0023,0.277,0.0069,16.5353,1.1867,0.3622,0.0083,0.1103,0.026,0.0142,0.0323,1,0.085,0.085,0.0147,0.1176,0.0625,256,2176,0,0.0078,0.085,0.0142,0,0.0323,0.0323,0,0
SAT_Competition2007/crafted/Difficult/contest05/QG/QG6-gensys-brn007.sat05-2684.reshuffled-07.cnf,1,0.2051,0.2362,0.1211,1,0,0.5285,0.4996,13.4898,0.6278,0.6658,0.8838,0.4999,0.4933,0.7999,?,0.4378,2.572,0.2307,3.2692,?,0,0.5,0.0927,?,3.0201,4.2575,0.8378,0.3176,11.375,5,0.4367,7809,16.316,1.4221,1.5134,0.4428,0.3621,1.1904,0,15.3229,?,?,?,?,?,0.0065,0.5251,1,0.0002,0.1844,?,0.2117,0.0117,1372,6480,0.0765,0.0015,0.0072,0.0002,2.7982,1,0,0.2163,4.2179
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v1820c171155g3.cnf,1,0.0139,0.0417,0.9492,0,0.8333,0.7818,0,51.6304,0.0029,0.8071,38.2085,0,0,0.8569,?,1.7356,0.215,47.1456,5.3058,?,0.7221,0,0.9492,?,0.2015,3.0714,0.0157,0.9964,48.9162,4,0.792,171155,52.5025,4.761,0.1947,0,10.2298,0.0546,0.0006,46.4314,?,?,?,?,?,0.0019,0.1723,1,0.0011,0.0037,?,0.0104,0.0296,1755,168808,0.037,0.0011,0.0023,0.001,2.7289,0.3367,0.0803,0.0381,0.1755
SAT_Competition2007/crafted/Difficult/contest05/others/linvrinv5.sat05-564.reshuffled-07.cnf,1,0.1556,0.705,0.4028,0.3069,0,0.0477,0.0493,22.4045,0.0405,0.0895,1.0844,0.0909,0.0299,0.3366,0.3745,0.5753,1.0326,0.7577,1.8461,0.2013,0.007,0.2249,0.0454,0.4967,1.5195,4.934,0.7423,0.4493,22.4045,6,0.5073,1426,24.5802,2.6219,0.7163,0.0715,1.0234,0.3724,0.0008,10.344,0.4134,3.6842,0.0775,0.0754,0.0362,0.017,0.0873,1,0.0041,0.0243,0.0097,0.1726,0.1315,213,1234,1.1127,0.0094,0.0116,0.0089,1.2359,0.6667,0,0.17,0.6113
SAT_Competition2009/CRAFTED/Hard/contest05/others/eulcbip-8-UNSAT.sat05-3937.reshuffled-07.cnf,1,0.005,0,0.2932,0.3072,0,0,0.2685,34.7528,0.0251,0,0.8359,0.2687,0.2681,0,0.0124,0.0125,0.0175,0.4038,0.131,0.4256,0,0.2691,0,0.4664,0.9947,5.1887,0.9486,0.3542,34.7528,7,0.2422,802,35.0143,1.3673,0,0.2682,0.0174,0.3492,0.0038,1.231,0.0166,0.275,0.3783,0.0363,0.0362,0.025,0,1,0.0075,0.0075,0.0276,0.2005,0.025,160,798,0.0063,0.0187,0.0075,0.0201,0,0,0,0,0.0207
SAT_Competition2009/CRAFTED/modcircuits/mod5block_2vars_12gates.cnf,1,0.6858,1.3055,0.3903,1,0,0,0,12.3923,0.0489,0,25.0644,0.0041,0,0.7688,?,0.4631,1.339,30.2154,4.6774,?,0,0.0049,0.0177,?,2.0885,3.598,0.6138,0.4155,12.3923,4,0.2652,372485,13.8221,4.1654,0.5671,0.022,4.322,0.4468,0,18.7045,?,?,?,?,?,0.0087,0.2046,1,0.0001,0.0028,?,0.0032,0.0429,699,220957,0.3247,0.0029,0.0011,0,2.1017,1,0,0.3248,0.8021
