@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC
@ATTRIBUTE OCCP_OCCN NUMERIC
@ATTRIBUTE NEG_HORN_CLAUSE NUMERIC
@ATTRIBUTE EXIST_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE EXIST_VARS NUMERIC
@ATTRIBUTE WOCCN_WOCC NUMERIC
@ATTRIBUTE FORALL_VARS NUMERIC
@ATTRIBUTE OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE WOCCEP_WOCC NUMERIC
@ATTRIBUTE POS_HORN NUMERIC
@ATTRIBUTE LITEN_LITN NUMERIC
@ATTRIBUTE TOTAL_VARS NUMERIC
@ATTRIBUTE W_OCCS_FORALL_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE LITERALS NUMERIC
@ATTRIBUTE NEG_HORN NUMERIC
@ATTRIBUTE LITEN_LITE NUMERIC
@ATTRIBUTE OCCEN_OCCE NUMERIC
@ATTRIBUTE FORALL_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE WOCCEP_WOCCE NUMERIC
@ATTRIBUTE BINARY_CLAUSES NUMERIC
@ATTRIBUTE W_OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE LITEP_LIT NUMERIC
@ATTRIBUTE OCCEN_OCC NUMERIC
@ATTRIBUTE OCCS_FORALL_NO_PER_VAR NUMERIC
@ATTRIBUTE WOCCEP_WOCCP NUMERIC
@ATTRIBUTE W_PRODUCTS NUMERIC
@ATTRIBUTE LITFN_LIT NUMERIC
@ATTRIBUTE OCCS_FORALL_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE W_OCCS_FORALL_NO_PER_VAR NUMERIC
@ATTRIBUTE TERNARY_MORE_CLAUSES NUMERIC

@DATA
s510_d12_s-shuffled,1,0.521952,4696,0.485533,1.059593,0.757,1.564541,9392,0.479931,2447,3.364135,0.421041,16303,0.587874,11839,12.661218,77416,22467,0.47588,0.47588,1.043903,0.531963,20898,7.31506,0.314367,0.359799,12.661218,0.809586,14.852853,0.200101,6.330609,25.322436,8775
s510_d31_s-shuffled,1,0.532181,12609.5,0.485345,1.060389,0.758904,1.548005,25219,0.479837,6684,3.366204,0.42019,43815,0.580266,31903,12.719629,208668,60619,0.475269,0.475269,1.064361,0.532314,56238,7.373006,0.310939,0.356272,12.719629,0.807804,14.473572,0.203716,6.359814,25.439258,23633
s510_d4_s-shuffled,1,0.481681,1364,0.486277,1.056443,0.749503,1.629638,2728,0.480318,663,3.355942,0.424714,4719,0.617991,3391,12.413273,22152,6403,0.478164,0.478164,0.963362,0.530564,6018,7.08552,0.327961,0.37355,12.413273,0.817257,16.329179,0.185762,6.206637,24.826546,2519
s713_d3_s-shuffled,1,0.457803,1549,0.497191,1.011299,0.734076,1.615218,3098,0.490289,791,2.876832,0.42008,5106,0.636175,3889,10.176991,22251,6454,0.495599,0.495599,0.915605,0.514943,6509,6.026485,0.321918,0.39706,10.176991,0.824154,11.400258,0.180891,5.088496,20.353982,2264
s713_d5_s-shuffled,1,0.489238,2886,0.495887,1.016588,0.740139,1.572451,5772,0.489535,1601,2.900854,0.421234,9570,0.613242,7373,10.164897,42427,12310,0.493328,0.493328,0.978475,0.516388,12219,6.235318,0.312325,0.388448,10.164897,0.825196,11.572765,0.191788,5.082448,20.329794,4394
s820_d6_s-shuffled,1,0.511578,3301.5,0.480382,1.081676,0.763014,1.617897,6603,0.473519,1435,3.863648,0.417593,13318,0.596775,8038,16.135192,59767,17267,0.467976,0.467976,1.023155,0.541827,16332,8.267355,0.325916,0.348983,16.135192,0.793177,29.781614,0.193702,8.067596,32.270383,6293
s820_d7_s-shuffled,1,0.517767,3932.5,0.480286,1.082094,0.763464,1.60701,7865,0.473475,1723,3.861702,0.416661,15848,0.592045,9588,16.203134,71243,20583,0.467582,0.467582,1.035534,0.542069,19451,8.298811,0.323779,0.346644,16.203134,0.791342,28.590337,0.195935,8.101567,32.406268,7504
S-adeu-0,1,0.384036,2611,0.629541,0.58846,0.607554,2.163453,5222,0.663135,160,2.345968,0.257792,12491,0.907905,5382,59.35,34082,7657,0.714443,0.714443,0.540824,0.285131,9538,6.852471,0.228449,0.589075,42.6,0.765267,78.719265,0.057978,30.25,84,3065
S-adeu-1,1,0.376916,2611,0.628269,0.591676,0.603018,2.159563,5222,0.661311,160,2.319212,0.261228,12347,0.906333,5382,57.55,33578,7513,0.710622,0.710622,0.535516,0.288593,9394,6.798959,0.231878,0.586867,41.7,0.77129,76.715435,0.058848,29.35,82.2,3065
S-adeu-2,1,0.384036,2611,0.629541,0.58846,0.607554,2.163453,5222,0.663135,160,2.345968,0.257792,12491,0.907905,5382,59.35,34082,7657,0.714443,0.714443,0.540824,0.285131,9538,6.852471,0.228449,0.589075,42.6,0.765267,81.357334,0.057978,30.25,84,3065
S-adeu-3,1,0.376916,2611,0.628269,0.591676,0.603018,2.159563,5222,0.661311,160,2.319212,0.261228,12347,0.906333,5382,57.55,33578,7513,0.710622,0.710622,0.535516,0.288593,9394,6.798959,0.231878,0.586867,41.7,0.77129,76.715435,0.058848,29.35,82.2,3065
S-adeu-4,1,0.381681,2611,0.629121,0.58952,0.606053,2.162166,5222,0.662532,160,2.337049,0.258927,12443,0.907387,5382,58.75,33914,7609,0.713181,0.713181,0.539068,0.286276,9490,6.834634,0.229581,0.588346,42.3,0.767264,75.042512,0.058265,29.95,83.4,3065
S-adeu-5,1,0.381681,2611,0.629121,0.58952,0.606053,2.162166,5222,0.662532,160,2.337049,0.258927,12443,0.907387,5382,58.75,33914,7609,0.713181,0.713181,0.539068,0.286276,9490,6.834634,0.229581,0.588346,42.3,0.767264,75.07928,0.058265,29.95,83.4,3065
S-adeu-6,1,0.384036,2611,0.629541,0.58846,0.607554,2.163453,5222,0.663135,160,2.345968,0.257792,12491,0.907905,5382,59.35,34082,7657,0.714443,0.714443,0.540824,0.285131,9538,6.852471,0.228449,0.589075,42.6,0.765267,75.116047,0.057978,30.25,84,3065
S-adeu-7,1,0.376916,2611,0.628269,0.591676,0.603018,2.159563,5222,0.661311,160,2.319212,0.261228,12347,0.906333,5382,57.55,33578,7513,0.710622,0.710622,0.535516,0.288593,9394,6.798959,0.231878,0.586867,41.7,0.77129,74.821907,0.058848,29.35,82.2,3065
S-adeu-8,1,0.379308,2611,0.628697,0.590592,0.604541,2.16087,5222,0.661924,160,2.328131,0.260072,12395,0.906863,5382,58.15,33746,7561,0.711907,0.711907,0.537299,0.28743,9442,6.816797,0.230724,0.587611,42,0.769272,76.752202,0.058555,29.65,82.8,3065
S-adeu-9,1,0.376916,2611,0.628269,0.591676,0.603018,2.159563,5222,0.661311,160,2.319212,0.261228,12347,0.906333,5382,57.55,33578,7513,0.710622,0.710622,0.535516,0.288593,9394,6.798959,0.231878,0.586867,41.7,0.77129,75.750287,0.058848,29.35,82.2,3065
S-edau-0,1,0.384036,2611,0.629541,0.58846,0.607554,2.163453,5222,0.665769,160,2.345968,0.259991,12491,0.907905,5382,59.35,34082,7657,0.714443,0.714443,0.540824,0.285368,9538,7.194352,0.228449,0.589075,42.6,0.777877,95.515894,0.057978,30.25,84,3065
S-edau-1,1,0.376916,2611,0.628269,0.591676,0.603018,2.159563,5222,0.663656,160,2.319212,0.263595,12347,0.906333,5382,57.55,33578,7513,0.710622,0.710622,0.535516,0.289026,9394,7.14084,0.231878,0.586867,41.7,0.783707,93.043278,0.058848,29.35,82.2,3065
S-edau-2,1,0.384036,2611,0.629541,0.58846,0.607554,2.163453,5222,0.665769,160,2.345968,0.259991,12491,0.907905,5382,59.35,34082,7657,0.714443,0.714443,0.540824,0.285368,9538,7.194352,0.228449,0.589075,42.6,0.777877,98.806588,0.057978,30.25,84,3065
S-edau-3,1,0.376916,2611,0.628269,0.591676,0.603018,2.159563,5222,0.663656,160,2.319212,0.263595,12347,0.906333,5382,57.55,33578,7513,0.710622,0.710622,0.535516,0.289026,9394,7.14084,0.231878,0.586867,41.7,0.783707,93.043278,0.058848,29.35,82.2,3065
S-edau-4,1,0.381681,2611,0.629121,0.58952,0.606053,2.162166,5222,0.665071,160,2.337049,0.261181,12443,0.907387,5382,58.75,33914,7609,0.713181,0.713181,0.539068,0.286577,9490,7.176514,0.229581,0.588346,42.3,0.779811,90.938338,0.058265,29.95,83.4,3065
S-edau-5,1,0.381681,2611,0.629121,0.58952,0.606053,2.162166,5222,0.665071,160,2.337049,0.261181,12443,0.907387,5382,58.75,33914,7609,0.713181,0.713181,0.539068,0.286577,9490,7.176514,0.229581,0.588346,42.3,0.779811,90.984297,0.058265,29.95,83.4,3065
S-edau-6,1,0.384036,2611,0.629541,0.58846,0.607554,2.163453,5222,0.665769,160,2.345968,0.259991,12491,0.907905,5382,59.35,34082,7657,0.714443,0.714443,0.540824,0.285368,9538,7.194352,0.228449,0.589075,42.6,0.777877,91.021065,0.057978,30.25,84,3065
S-edau-7,1,0.376916,2611,0.628269,0.591676,0.603018,2.159563,5222,0.663656,160,2.319212,0.263595,12347,0.906333,5382,57.55,33578,7513,0.710622,0.710622,0.535516,0.289026,9394,7.14084,0.231878,0.586867,41.7,0.783707,90.680965,0.058848,29.35,82.2,3065
S-edau-8,1,0.379308,2611,0.628697,0.590592,0.604541,2.16087,5222,0.664367,160,2.328131,0.262382,12395,0.906863,5382,58.15,33746,7561,0.711907,0.711907,0.537299,0.287796,9442,7.158677,0.230724,0.587611,42,0.781754,93.080046,0.058555,29.65,82.8,3065
S-edau-9,1,0.376916,2611,0.628269,0.591676,0.603018,2.159563,5222,0.663656,160,2.319212,0.263595,12347,0.906333,5382,57.55,33578,7513,0.710622,0.710622,0.535516,0.289026,9394,7.14084,0.231878,0.586867,41.7,0.783707,91.839142,0.058848,29.35,82.2,3065
sortnetsort10.AE.stepl.005,1,0.473684,4176,0.555247,0.801001,0.607135,1.929474,4176,0.588651,945,1.96817,0.377605,7778,0.831916,5121,4.285714,22662,5191,0.63454,0.63454,0.721053,0.36546,6858,3.145479,0.26604,0.566448,6.52381,0.917969,22.779215,0.093328,4.285714,6.52381,1467
sortnetsort10.AE.stepl.012,1,0.474331,9993,0.555198,0.80116,0.607213,1.928899,9993,0.588641,2268,1.97072,0.377644,18642,0.831698,12261,4.285714,54323,12443,0.634604,0.634604,0.722038,0.365396,16434,3.148683,0.265873,0.566556,6.52381,0.918042,23.487041,0.093441,4.285714,6.52381,3518
sortnetsort10.v.stepl.006,1,0.048178,872,0.627085,0.594681,0.503064,2.363807,1744,0.567981,11,3.070655,0.418123,4954,0.968771,1755,51.454545,14451,2955,0.632265,0.632265,0.096357,0.429697,4683,8.435328,0.353332,0.611333,51.454545,0.967833,106.369266,0.019583,25.727273,102.909091,1191
sortnetsort10.v.stepl.007,1,0.041314,1017,0.627129,0.594569,0.50292,2.377664,2034,0.567848,11,3.072861,0.420282,5777,0.973224,2045,51.454545,16853,3445,0.631547,0.631547,0.082628,0.430179,5461,8.464059,0.356079,0.613637,51.454545,0.972531,108.898722,0.016792,25.727273,102.909091,1389
sortnetsort10.v.stepl.012-shuffled,1,0.024126,1742,0.627239,0.594289,0.502558,2.412361,3484,0.567517,11,3.078398,0.425618,9892,0.984368,3495,51.454545,28863,5895,0.629784,0.629784,0.048252,0.431357,9351,8.536195,0.362956,0.619384,51.454545,0.984126,115.229621,0.009805,25.727273,102.909091,2379
sortnetsort5.AE.stepl.003,1,0.418744,494,0.564408,0.771768,0.577268,2.025922,494,0.593048,102,1.963087,0.383577,884,0.845646,596,4.117647,2686,579,0.630906,0.630906,0.652044,0.369094,752,3.221477,0.279226,0.575839,6.411765,0.942561,14.870445,0.087118,4.117647,6.411765,221
sortnetsort5.AE.stepl.005,1,0.42042,816,0.564321,0.772041,0.577177,2.025225,816,0.593056,170,1.971602,0.383755,1468,0.845115,986,4.117647,4462,961,0.631079,0.631079,0.654655,0.368921,1248,3.233266,0.278799,0.576274,6.411765,0.943015,15.448529,0.087405,4.117647,6.411765,367
sortnetsort5.AE.stepl.006,1,0.420842,977,0.564299,0.77211,0.577154,2.02505,977,0.593058,204,1.973751,0.3838,1760,0.844982,1181,4.117647,5350,1152,0.631123,0.631123,0.655311,0.368877,1496,3.23624,0.278692,0.576384,6.411765,0.943132,15.594678,0.087477,4.117647,6.411765,440
sortnetsort5.AE.stepl.007,1,0.421143,1138,0.564283,0.772159,0.577138,2.024925,1138,0.593059,238,1.975291,0.383833,2052,0.844886,1376,4.117647,6238,1343,0.631154,0.631154,0.65578,0.368846,1744,3.238372,0.278615,0.576463,6.411765,0.943215,15.699473,0.087528,4.117647,6.411765,513
sortnetsort5.v.stepl.007-shuffled,1,0.049097,212,0.613015,0.631282,0.512635,2.409386,424,0.549798,6,3.125581,0.439717,1117,0.96806,430,22.666667,3473,710,0.617621,0.617621,0.098195,0.448489,1046,8.567442,0.367406,0.601833,22.666667,0.976712,64.433962,0.01958,11.333333,45.333333,339
sortnetsort6.AE.stepl.003,1,0.438931,772,0.56104,0.782405,0.588422,1.990458,772,0.591424,165,1.964781,0.381539,1402,0.840629,937,4.181818,4194,925,0.632151,0.632151,0.677481,0.367849,1210,3.19317,0.27444,0.572427,6.454545,0.933826,16.23057,0.089413,4.181818,6.454545,317
sortnetsort6.AE.stepl.006,1,0.440613,1531,0.560938,0.782729,0.588442,1.989464,1531,0.59142,330,1.972595,0.381691,2794,0.840085,1861,4.181818,8361,1843,0.632322,0.632322,0.680077,0.367678,2410,3.203654,0.27401,0.572808,6.454545,0.934188,16.994121,0.089702,4.181818,6.454545,632
sortnetsort6.v.stepl.003-shuffled,1,0.106911,140,0.617354,0.619817,0.510799,2.275378,280,0.556492,7,3.073171,0.416568,759,0.930429,287,28.285714,2305,473,0.628382,0.628382,0.213823,0.43898,713,8.247387,0.339696,0.588764,28.285714,0.939259,60.685714,0.04295,14.142857,56.571429,213
sortnetsort7.AE.stepl.003,1,0.451982,1113,0.558848,0.789396,0.595595,1.967401,1113,0.590368,243,1.965339,0.380097,2040,0.837382,1356,4.222222,6041,1352,0.633005,0.633005,0.693833,0.366995,1776,3.174041,0.271313,0.57014,6.481481,0.9279,17.63522,0.090879,4.222222,6.481481,431
sortnetsort7.AE.stepl.005,1,0.4531,1845,0.558774,0.789633,0.595654,1.966614,1845,0.59036,405,1.970222,0.380186,3392,0.837015,2250,4.222222,10047,2248,0.633118,0.633118,0.695548,0.366882,2952,3.180444,0.271026,0.570368,6.481481,0.928097,18.287263,0.091072,4.222222,6.481481,717
sortnetsort7.AE.stepl.006,1,0.45338,2211,0.558755,0.789693,0.595669,1.966416,2211,0.590358,486,1.97145,0.380208,4068,0.836923,2697,4.222222,12050,2696,0.633146,0.633146,0.695979,0.366854,3540,3.182054,0.270954,0.570426,6.481481,0.928147,18.451379,0.09112,4.222222,6.481481,860
sortnetsort7.AE.stepl.009,1,0.453848,3309,0.558724,0.789792,0.595694,1.966087,3309,0.590355,729,1.973502,0.380246,6096,0.836769,4038,4.222222,18059,4040,0.633193,0.633193,0.696697,0.366807,5304,3.184745,0.270834,0.570522,6.481481,0.928231,18.725899,0.091201,4.222222,6.481481,1289
sortnetsort7.v.stepl.004-shuffled,1,0.077317,264,0.621188,0.609819,0.507106,2.324616,528,0.560521,8,3.08209,0.419075,1457,0.949797,536,34,4361,892,0.629249,0.629249,0.154633,0.43607,1372,8.365672,0.347627,0.598942,34,0.953572,74.314394,0.031186,17,68,387
sortnetsort8.AE.stepl.005,1,0.462046,2517,0.557244,0.794546,0.60066,1.950495,2517,0.589618,560,1.969451,0.379098,4654,0.834797,3077,4.25,13687,3094,0.633722,0.633722,0.706659,0.366278,4074,3.165421,0.268868,0.568684,6.5,0.923768,19.766389,0.092058,4.25,6.5,937
sortnetsort8.AE.stepl.007,1,0.462457,3517,0.557215,0.794639,0.600694,1.950173,3517,0.589614,784,1.971169,0.379127,6510,0.834661,4301,4.25,19147,4328,0.633763,0.633763,0.707287,0.366237,5698,3.167635,0.268763,0.568762,6.5,0.92383,20.06824,0.092129,4.25,6.5,1311
sortnetsort8.AE.stepl.009,1,0.462685,4517,0.557199,0.79469,0.600713,1.949995,4517,0.589611,1008,1.972127,0.379144,8366,0.834585,5525,4.25,24607,5562,0.633786,0.633786,0.707636,0.366214,7322,3.168869,0.268704,0.568805,6.5,0.923865,20.23644,0.092169,4.25,6.5,1685
sortnetsort8.v.stepl.008-shuffled,1,0.037668,710,0.623989,0.602592,0.504419,2.396675,1420,0.563193,9,3.090973,0.426651,3966,0.97558,1429,39.777778,11747,2397,0.627887,0.627887,0.075337,0.435141,3741,8.520644,0.360773,0.612609,39.777778,0.97675,93.028169,0.015238,19.888889,79.555556,1011
sortnetsort9.AE.stepl.004,1,0.468322,2639,0.556137,0.798117,0.604298,1.938866,2639,0.589075,592,1.967502,0.378243,4896,0.833271,3231,4.27027,14322,3262,0.634149,0.634149,0.714339,0.365851,4304,3.152584,0.267351,0.567369,6.513514,0.920469,20.983706,0.092724,4.27027,6.513514,950
sortnetsort9.AE.stepl.005,1,0.468634,3294,0.556114,0.798191,0.60433,1.938603,3294,0.589071,740,1.968765,0.378264,6116,0.833166,4034,4.27027,17892,4075,0.63418,0.63418,0.714815,0.36582,5376,3.154189,0.26727,0.567424,6.513514,0.920509,21.265938,0.092779,4.27027,6.513514,1187
sortnetsort9.AE.stepl.012,1,0.469365,7879,0.556061,0.798364,0.604406,1.937987,7879,0.589061,1776,1.971724,0.378312,14656,0.832921,9655,4.27027,42882,9766,0.634253,0.634253,0.71593,0.365747,12880,3.157949,0.267082,0.567554,6.513514,0.920604,21.927656,0.092906,4.27027,6.513514,2846
sortnetsort9.v.stepl.006,1,0.049043,692,0.625687,0.598243,0.503764,2.367176,1384,0.565948,10,3.077475,0.420262,3903,0.968205,1394,45.6,11461,2342,0.630895,0.630895,0.098086,0.431758,3686,8.449067,0.354419,0.610171,45.6,0.968229,97.91185,0.019894,22.8,91.2,963
sortnetsort9.v.stepl.012-shuffled,1,0.024566,1382,0.625868,0.59778,0.503179,2.416658,2764,0.565504,10,3.086518,0.427688,7791,0.984082,2774,45.6,22885,4670,0.628427,0.628427,0.049133,0.433384,7358,8.554434,0.364169,0.618134,45.6,0.984332,105.979016,0.009963,22.8,91.2,1923
ssa7552-159-00-shuffled,1,0.237586,3557.5,0.666608,0.500131,0.611294,1.467423,7115,0.769993,1363,1.125855,0.132899,13340,0.744878,8478,4.858401,28630,8519,0.695159,0.695159,0.586969,0.157687,13251,1.516395,0.217744,0.591663,6.001467,0.577803,6.041743,0.170066,2.4292,12.002935,681
ssa7552-159-50-shuffled,1,0.278263,2880.5,0.579085,0.726862,0.601797,1.745171,5761,0.620025,1363,1.671252,0.332387,11309,0.743895,7124,4.861335,28286,7165,0.586438,0.586438,0.630606,0.359332,11220,3.178692,0.30379,0.532697,5.508437,0.87476,11.340739,0.148307,2.430668,11.016875,682
ssa7552-159-90-shuffled,1,0.322936,2331.5,0.580289,0.72328,0.591383,1.70426,4663,0.616644,1363,1.702456,0.330457,9662,0.74295,6026,4.861335,24443,6067,0.602722,0.602722,0.678331,0.349389,9573,3.302356,0.284171,0.557144,5.105649,0.86201,12.871756,0.149163,2.430668,10.211299,682
ssa7552-160-50-shuffled,1,0.276057,2951.5,0.579029,0.72703,0.601079,1.744298,5903,0.620419,1391,1.677132,0.332741,11598,0.741828,7294,4.8555,29059,7353,0.584966,0.584966,0.631162,0.360091,11545,3.186729,0.304759,0.530758,5.550683,0.876603,11.236151,0.149489,2.42775,11.101366,684
stmt1_145_146,1,0.133065,90,0.509306,0.963455,0.774194,2.116935,90,0.509857,12,2.843137,0.521983,191,0.890365,102,2.75,591,192,0.510476,0.510476,0.266129,0.489524,174,5.362745,0.434856,0.513931,5.5,1.06496,17.555556,0.055838,2.75,5.5,73
stmt11_643_645,1,0.124207,536,0.543226,0.840856,0.718816,2.252114,536,0.545485,49,3.694017,0.467542,1538,0.90856,585,4.795918,4731,1360,0.547993,0.547993,0.248414,0.452007,1441,6.986325,0.407102,0.538673,9.591837,1.028662,39.514925,0.049672,4.795918,9.591837,450
stmt1_20_21,1,0.123656,67,0.519101,0.926407,0.763441,2.145161,67,0.520142,9,2.815789,0.513405,143,0.900433,76,2.555556,445,142,0.521303,0.521303,0.247312,0.478697,124,5.328947,0.429213,0.530203,5.111111,1.06991,19.343284,0.051685,2.555556,5.111111,61
stmt124_966_965,1,0.15671,640,0.545926,0.831749,0.707359,2.189177,640,0.548994,63,3.733997,0.458713,1879,0.885298,703,5.746032,5781,1634,0.552501,0.552501,0.31342,0.447499,1758,6.953058,0.391455,0.530883,11.492063,1.017088,38.44375,0.062619,5.746032,11.492063,551
stmt1_30_31,1,0.122449,36,0.51073,0.957983,0.755102,2.132653,36,0.511312,4,2.85,0.512821,71,0.89916,40,3,233,74,0.511962,0.511962,0.244898,0.488038,62,5.4,0.437768,0.510253,6,1.049383,19.5,0.051502,3,6,35
stmt137_903_911,1,0.159187,657,0.545778,0.832248,0.707028,2.183319,657,0.548888,67,3.707182,0.459672,1921,0.883411,724,5.61194,5909,1670,0.552453,0.552453,0.318374,0.447547,1796,6.895028,0.390591,0.531314,11.223881,1.018977,37.844749,0.063632,5.61194,11.223881,565
stmt1_392_393,1,0.150633,464,0.537753,0.859591,0.748101,2.171519,464,0.540202,46,3.541176,0.469732,1269,0.886721,510,5.173913,3907,1182,0.54299,0.54299,0.301266,0.45701,1186,6.615686,0.401331,0.524109,10.347826,1.021605,33.439655,0.060916,5.173913,10.347826,393
stmt16_0_1,1,0.308594,123,0.54616,0.830966,0.720703,1.900391,123,0.552608,29,3.848684,0.466556,415,0.775568,152,5.448276,1289,369,0.561151,0.561151,0.617188,0.438849,389,6.657895,0.331265,0.523454,10.896552,1.042836,35.902439,0.122576,5.448276,10.896552,122
stmt1_629_630,1,0.158796,1317,0.546038,0.831375,0.722106,2.189929,1317,0.54915,137,3.746905,0.460428,3905,0.884023,1454,5.547445,12001,3456,0.552714,0.552714,0.317593,0.447286,3662,6.971114,0.390634,0.532923,11.094891,1.021244,39.009871,0.063328,5.547445,11.094891,1123
stmt16_47_48,1,0.181362,1873,0.551146,0.814402,0.70553,2.178298,1873,0.555077,253,3.851364,0.461402,5945,0.870499,2126,5.146245,18242,5065,0.559662,0.559662,0.362725,0.440338,5586,7.09031,0.377481,0.544578,10.29249,1.037036,41.876135,0.071374,5.146245,10.29249,1592
stmt16_818_819,1,0.216875,382,0.547952,0.824976,0.72116,2.109426,382,0.552423,63,3.919101,0.467091,1243,0.844371,445,5.222222,3858,1094,0.557813,0.557813,0.433751,0.442188,1183,7.098876,0.36677,0.53898,10.444444,1.043599,42.146597,0.085277,5.222222,10.444444,333
stmt17_143_144,1,0.263543,184,0.537102,0.861842,0.7306,1.959004,184,0.541502,36,3.572727,0.477316,545,0.802632,220,5,1698,499,0.547085,0.547085,0.527086,0.452915,510,6.327273,0.35689,0.51544,10,1.041042,30.445652,0.106007,5,10,172
stmt17_18_19,1,0.272873,161,0.543004,0.841608,0.723917,1.955056,161,0.548271,33,3.670103,0.470528,499,0.799054,194,5.151515,1558,451,0.555008,0.555008,0.545746,0.444992,462,6.463918,0.347882,0.522823,10.30303,1.041616,33.192547,0.109114,5.151515,10.30303,160
stmt17_63_70,1,0.166191,6450,0.554563,0.80322,0.705828,2.191779,6450,0.558409,334,4.294222,0.427393,21651,0.881276,6784,12.892216,65401,18288,0.562838,0.562838,0.332381,0.437162,19768,7.953715,0.379597,0.514031,25.784431,0.967848,81.545736,0.06584,12.892216,25.784431,6141
stmt17_63_78,1,0.179256,7262,0.554767,0.802559,0.706562,2.167606,7262,0.55895,392,4.326627,0.424606,24575,0.872089,7654,13.464286,74379,20804,0.563825,0.563825,0.358511,0.436175,22490,7.963679,0.374272,0.509922,26.928571,0.962716,80.189755,0.070961,13.464286,26.928571,6953
stmt17_82_94,1,0.159261,11061,0.555288,0.800866,0.708448,2.212627,11061,0.559001,508,4.412136,0.426139,37733,0.886689,11569,14.216535,114780,32126,0.563247,0.563247,0.318522,0.436753,34739,8.200017,0.381791,0.514981,28.433071,0.966302,87.996926,0.06292,14.216535,28.433071,10607
stmt1_787_788,1,0.14976,1678,0.54296,0.841757,0.733036,2.179404,1678,0.545722,156,3.605234,0.461373,4727,0.888733,1834,5.602564,14467,4278,0.548864,0.548864,0.29952,0.451136,4370,6.733915,0.396627,0.527408,11.205128,1.015619,36.214541,0.060413,5.602564,11.205128,1465
stmt17_99_98,1,0.175304,2084,0.549843,0.818701,0.712604,2.178119,2084,0.553556,270,3.779099,0.462215,6451,0.873919,2354,5.074074,19762,5569,0.557866,0.557866,0.350608,0.442134,6034,6.976211,0.380832,0.542773,10.148148,1.035325,40.220729,0.069325,5.074074,10.148148,1780
stmt1_811_812,1,0.172727,256,0.547647,0.825993,0.723232,2.209091,256,0.551103,34,3.944828,0.467441,813,0.876534,290,5.029412,2529,716,0.555098,0.555098,0.345455,0.444902,782,7.3,0.384737,0.543786,10.058824,1.04131,44.726563,0.067616,5.029412,10.058824,207
stmt18_258_260,1,0.146597,460,0.538873,0.855726,0.706806,2.156414,460,0.541347,38,3.465863,0.462085,1221,0.888944,498,5.894737,3743,1080,0.544158,0.544158,0.293194,0.455842,1122,6.481928,0.401282,0.518599,11.789474,1.007483,31.247826,0.059845,5.894737,11.789474,405
stmt19_125_302,1,0.176713,3161,0.570362,0.753273,0.591227,2.108988,3161,0.575802,235,3.472909,0.414205,8599,0.874178,3396,8.382979,27451,6591,0.582153,0.582153,0.353427,0.417847,8016,6.365724,0.357874,0.535665,16.765957,0.976441,67.558368,0.071764,8.382979,16.765957,3131
stmt19_133_257,1,0.163666,2795,0.567541,0.761986,0.600041,2.128802,2795,0.572363,210,3.416639,0.421388,7433,0.882589,3005,7.533333,23741,5800,0.577927,0.577927,0.327333,0.422073,6898,6.306822,0.365823,0.538541,15.066667,0.985388,64.112343,0.066636,7.533333,15.066667,2767
stmt19_137_313,1,0.176738,3174,0.570025,0.754308,0.592074,2.109256,3174,0.575439,235,3.479906,0.414476,8642,0.874102,3409,8.425532,27590,6633,0.58176,0.58176,0.353477,0.41824,8058,6.378997,0.358209,0.535151,16.851064,0.976246,67.652804,0.071765,8.425532,16.851064,3144
stmt19_142_261,1,0.162667,2818,0.568293,0.759656,0.598974,2.127897,2818,0.573143,210,3.410172,0.420513,7536,0.883322,3028,7.552381,23919,5840,0.578734,0.578734,0.325333,0.421266,6997,6.296565,0.3654,0.539394,15.104762,0.985137,64.300213,0.066307,7.552381,15.104762,2752
stmt19_177_302,1,0.163296,3440,0.570139,0.753958,0.592175,2.134532,3440,0.575124,235,3.472925,0.415941,9309,0.883625,3675,8.382979,29691,7144,0.580871,0.580871,0.326592,0.419129,8678,6.409796,0.363511,0.538205,16.765957,0.97897,70.669186,0.06635,8.382979,16.765957,3385
stmt1_919_920,1,0.159965,623,0.546384,0.830213,0.7057,2.185594,623,0.549548,63,3.749271,0.458456,1843,0.88315,686,5.746032,5670,1597,0.553174,0.553174,0.319929,0.446826,1725,6.970845,0.389771,0.531336,11.492063,1.017768,38.844302,0.063845,5.746032,11.492063,537
stmt19_214_309,1,0.156398,3608,0.570468,0.752946,0.590988,2.148796,3608,0.575249,235,3.474369,0.416284,9748,0.888626,3843,8.404255,31085,7463,0.580726,0.580726,0.312797,0.419274,9093,6.434817,0.365996,0.539951,16.808511,0.980065,73.635809,0.063535,8.404255,16.808511,3534
