@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 8'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC
@ATTRIBUTE OCCP_OCCN NUMERIC
@ATTRIBUTE NEG_HORN_CLAUSE NUMERIC
@ATTRIBUTE EXIST_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE EXIST_VARS NUMERIC
@ATTRIBUTE WOCCN_WOCC NUMERIC

@DATA
Qq2k3k3v20v20m280s4,1,1.535714,20,0.504762,0.981132,0.117857,3,20,0.510317
Qq2k3k3v20v20m280s5,1,1.446429,20,0.509524,0.962617,0.089286,3,20,0.506746
Qq2k3k3v20v20m280s6,1,1.510714,20,0.494643,1.021661,0.128571,3,20,0.494048
Qq2k3k3v20v20m280s7,1,1.496429,20,0.494048,1.024096,0.128571,3,20,0.491667
Qq2k3k3v20v20m280s8,1,1.532143,20,0.501786,0.992883,0.117857,3,20,0.505952
Qq2k3k3v20v20m280s9,1,1.496429,20,0.502381,0.990521,0.121429,3,20,0.502778
Qq2k3k3v20v20m320s10,1,1.49375,20,0.504167,0.983471,0.09375,3,20,0.504861
Qq2k3k3v20v20m320s1,1,1.478125,20,0.491146,1.036055,0.11875,3,20,0.485764
Qq2k3k3v20v20m320s2,1,1.4875,20,0.495833,1.016807,0.109375,3,20,0.493056
Qq2k3k3v20v20m320s3,1,1.48125,20,0.491146,1.036055,0.134375,3,20,0.486111
Qq2k3k3v20v20m320s4,1,1.50625,20,0.513542,0.947262,0.1125,3,20,0.51875
Qq2k3k3v20v20m320s5,1,1.478125,20,0.508333,0.967213,0.09375,3,20,0.508681
Qq2k3k3v20v20m320s6,1,1.515625,20,0.497396,1.010471,0.128125,3,20,0.498264
Qq2k3k3v20v20m320s7,1,1.50625,20,0.491146,1.036055,0.128125,3,20,0.488889
Qq2k3k3v20v20m320s8,1,1.540625,20,0.498438,1.00627,0.13125,3,20,0.502431
Qq2k3k3v20v20m320s9,1,1.475,20,0.504167,0.983471,0.1125,3,20,0.502778
Qq2k3k3v20v20m360s10,1,1.491667,20,0.501389,0.99446,0.102778,3,20,0.500926
Qq2k3k3v20v20m360s1,1,1.463889,20,0.496759,1.013048,0.111111,3,20,0.491667
Qq2k3k3v20v20m360s2,1,1.513889,20,0.494444,1.022472,0.113889,3,20,0.494136
Qq2k3k3v20v20m360s3,1,1.486111,20,0.493519,1.026266,0.130556,3,20,0.489815
Qq2k3k3v20v20m360s4,1,1.5,20,0.515278,0.940701,0.105556,3,20,0.52037
Qq2k3k3v20v20m360s5,1,1.480556,20,0.505556,0.978022,0.1,3,20,0.505247
Qq2k3k3v20v20m360s6,1,1.536111,20,0.492593,1.030075,0.133333,3,20,0.494136
Qq2k3k3v20v20m360s7,1,1.491667,20,0.496296,1.014925,0.125,3,20,0.494136
Qq2k3k3v20v20m360s8,1,1.530556,20,0.499537,1.001854,0.127778,3,20,0.502778
Qq2k3k3v20v20m360s9,1,1.502778,20,0.503704,0.985294,0.113889,3,20,0.505247
Qq2k3k3v20v20m400s10,1,1.5,20,0.502083,0.991701,0.1025,3,20,0.502778
Qq2k3k3v20v20m400s1,1,1.4825,20,0.4925,1.030457,0.11,3,20,0.488056
Qq2k3k3v20v20m400s2,1,1.505,20,0.495833,1.016807,0.1175,3,20,0.495
Qq2k3k3v20v20m400s3,1,1.4925,20,0.492917,1.02874,0.1325,3,20,0.489722
Qq2k3k3v20v20m400s4,1,1.4975,20,0.514583,0.94332,0.1125,3,20,0.519167
Qq2k3k3v20v20m400s5,1,1.4825,20,0.507917,0.968827,0.1,3,20,0.508611
Qq2k3k3v20v20m400s6,1,1.555,20,0.490833,1.037351,0.135,3,20,0.493889
Qq2k3k3v20v20m400s7,1,1.4825,20,0.500833,0.996672,0.12,3,20,0.499167
Qq2k3k3v20v20m400s8,1,1.515,20,0.504167,0.983471,0.1275,3,20,0.507222
Qq2k3k3v20v20m400s9,1,1.5075,20,0.503333,0.986755,0.11,3,20,0.505278
Qq2k3k3v20v20m80s10,1,1.3875,20,0.54375,0.83908,0.0625,3,20,0.545833
Qq2k3k3v20v20m80s1,1,1.475,20,0.485417,1.060086,0.15,3,20,0.477778
Qq2k3k3v20v20m80s2,1,1.475,20,0.5,1,0.0875,3,20,0.497222
Qq2k3k3v20v20m80s3,1,1.5125,20,0.502083,0.991701,0.15,3,20,0.504167
Qq2k3k3v20v20m80s4,1,1.3625,20,0.5375,0.860465,0.0625,3,20,0.534722
Qq2k3k3v20v20m80s5,1,1.4125,20,0.520833,0.92,0.0875,3,20,0.518056
Qq2k3k3v20v20m80s6,1,1.45,20,0.525,0.904762,0.0875,3,20,0.527778
Qq2k3k3v20v20m80s7,1,1.4875,20,0.497917,1.008368,0.125,3,20,0.495833
Qq2k3k3v20v20m80s8,1,1.675,20,0.485417,1.060086,0.1625,3,20,0.5
Qq2k3k3v20v20m80s9,1,1.575,20,0.491667,1.033898,0.125,3,20,0.497222
Qq2k3k3v50v50m1000s10,1,1.511,50,0.497167,1.011398,0.111,3,50,0.497444
Qq2k3k3v50v50m1000s1,1,1.48,50,0.498833,1.004678,0.101,3,50,0.496222
Qq2k3k3v50v50m1000s2,1,1.487,50,0.5025,0.99005,0.116,3,50,0.501889
Qq2k3k3v50v50m1000s3,1,1.488,50,0.496667,1.013423,0.128,3,50,0.494222
Qq2k3k3v50v50m1000s4,1,1.507,50,0.505167,0.979545,0.119,3,50,0.507667
Qq2k3k3v50v50m1000s5,1,1.482,50,0.505333,0.978892,0.114,3,50,0.505111
Qq2k3k3v50v50m1000s6,1,1.54,50,0.492333,1.031144,0.13,3,50,0.494222
Qq2k3k3v50v50m1000s7,1,1.474,50,0.504667,0.981506,0.114,3,50,0.503333
Qq2k3k3v50v50m1000s8,1,1.527,50,0.492333,1.031144,0.122,3,50,0.492778
Qq2k3k3v50v50m1000s9,1,1.467,50,0.505,0.980198,0.11,3,50,0.503
Qq2k3k3v50v50m200s10,1,1.475,50,0.515833,0.938611,0.095,3,50,0.518333
Qq2k3k3v50v50m200s1,1,1.51,50,0.485,1.061856,0.115,3,50,0.481111
Qq2k3k3v50v50m200s2,1,1.44,50,0.506667,0.973684,0.095,3,50,0.502222
Qq2k3k3v50v50m200s3,1,1.475,50,0.5025,0.99005,0.125,3,50,0.500556
Qq2k3k3v50v50m200s4,1,1.51,50,0.5125,0.95122,0.095,3,50,0.517778
Qq2k3k3v50v50m200s5,1,1.465,50,0.513333,0.948052,0.08,3,50,0.513889
Qq2k3k3v50v50m200s6,1,1.48,50,0.511667,0.954397,0.1,3,50,0.513333
Qq2k3k3v50v50m200s7,1,1.48,50,0.4975,1.01005,0.135,3,50,0.494444
Qq2k3k3v50v50m200s8,1,1.54,50,0.510833,0.957586,0.11,3,50,0.518889
Qq2k3k3v50v50m200s9,1,1.495,50,0.504167,0.983471,0.12,3,50,0.505
Qq2k3k3v50v50m300s10,1,1.48,50,0.508889,0.965066,0.096667,3,50,0.50963
Qq2k3k3v50v50m300s1,1,1.486667,50,0.488889,1.045455,0.12,3,50,0.483704
Qq2k3k3v50v50m300s2,1,1.516667,50,0.495,1.020202,0.116667,3,50,0.495185
Qq2k3k3v50v50m300s3,1,1.47,50,0.496111,1.015677,0.12,3,50,0.491481
Qq2k3k3v50v50m300s4,1,1.523333,50,0.507778,0.969365,0.116667,3,50,0.512963
Qq2k3k3v50v50m300s5,1,1.46,50,0.507222,0.971522,0.096667,3,50,0.505185
Qq2k3k3v50v50m300s6,1,1.496667,50,0.497778,1.008929,0.123333,3,50,0.496667
Qq2k3k3v50v50m300s7,1,1.49,50,0.492222,1.031603,0.126667,3,50,0.488519
Qq2k3k3v50v50m300s8,1,1.53,50,0.501111,0.995565,0.123333,3,50,0.504815
Qq2k3k3v50v50m300s9,1,1.493333,50,0.5,1,0.116667,3,50,0.499259
Qq2k3k3v50v50m400s10,1,1.5,50,0.502083,0.991701,0.1025,3,50,0.502778
Qq2k3k3v50v50m400s1,1,1.4825,50,0.4925,1.030457,0.11,3,50,0.488056
Qq2k3k3v50v50m400s2,1,1.505,50,0.495833,1.016807,0.1175,3,50,0.495
Qq2k3k3v50v50m400s3,1,1.4925,50,0.492917,1.02874,0.1325,3,50,0.489722
Qq2k3k3v50v50m400s4,1,1.4975,50,0.514583,0.94332,0.1125,3,50,0.519167
Qq2k3k3v50v50m400s5,1,1.4825,50,0.507917,0.968827,0.1,3,50,0.508611
Qq2k3k3v50v50m400s6,1,1.555,50,0.490833,1.037351,0.135,3,50,0.493889
Qq2k3k3v50v50m400s7,1,1.4825,50,0.500833,0.996672,0.12,3,50,0.499167
Qq2k3k3v50v50m400s8,1,1.515,50,0.504167,0.983471,0.1275,3,50,0.507222
Qq2k3k3v50v50m400s9,1,1.5075,50,0.503333,0.986755,0.11,3,50,0.505278
Qq2k3k3v50v50m500s10,1,1.498,50,0.501333,0.994681,0.108,3,50,0.501556
Qq2k3k3v50v50m500s1,1,1.476,50,0.498667,1.005348,0.1,3,50,0.495556
Qq2k3k3v50v50m500s2,1,1.484,50,0.503333,0.986755,0.11,3,50,0.502667
Qq2k3k3v50v50m500s3,1,1.514,50,0.495,1.020202,0.13,3,50,0.494889
Qq2k3k3v50v50m500s4,1,1.504,50,0.509,0.964637,0.116,3,50,0.512444
Qq2k3k3v50v50m500s5,1,1.496,50,0.507667,0.969796,0.104,3,50,0.509778
Qq2k3k3v50v50m500s6,1,1.552,50,0.492667,1.02977,0.132,3,50,0.496
Qq2k3k3v50v50m500s7,1,1.494,50,0.5,1,0.116,3,50,0.499333
Qq2k3k3v50v50m500s8,1,1.53,50,0.501,0.996008,0.124,3,50,0.504667
Qq2k3k3v50v50m500s9,1,1.5,50,0.504333,0.982816,0.112,3,50,0.505778
Qq2k3k3v50v50m600s10,1,1.505,50,0.499444,1.002225,0.106667,3,50,0.499815
Qq2k3k3v50v50m600s1,1,1.478333,50,0.501111,0.995565,0.1,3,50,0.499074
Qq2k3k3v50v50m600s2,1,1.468333,50,0.509167,0.963993,0.11,3,50,0.508704
Qq2k3k3v50v50m600s3,1,1.515,50,0.496389,1.01455,0.121667,3,50,0.496852
Qq2k3k3v50v50m600s4,1,1.51,50,0.506389,0.974767,0.116667,3,50,0.50963
Qq2k3k3v50v50m600s5,1,1.51,50,0.501111,0.995565,0.116667,3,50,0.502593
Qq2k3k3v50v50m600s6,1,1.553333,50,0.4925,1.030457,0.125,3,50,0.495926
Qq2k3k3v50v50m600s7,1,1.485,50,0.501944,0.992252,0.116667,3,50,0.500926
Qq2k3k3v50v50m600s8,1,1.535,50,0.494722,1.021336,0.131667,3,50,0.496852
Qq2k3k3v50v50m600s9,1,1.503333,50,0.500278,0.99889,0.121667,3,50,0.500741
Qq2k3k3v50v50m700s10,1,1.508571,50,0.500476,0.998097,0.108571,3,50,0.501587
Qq2k3k3v50v50m700s1,1,1.494286,50,0.497619,1.009569,0.097143,3,50,0.49619
Qq2k3k3v50v50m700s2,1,1.448571,50,0.511429,0.955307,0.108571,3,50,0.509524
Qq2k3k3v50v50m700s3,1,1.517143,50,0.493571,1.026049,0.127143,3,50,0.493333
Qq2k3k3v50v50m700s4,1,1.501429,50,0.506667,0.973684,0.115714,3,50,0.509048
Qq2k3k3v50v50m700s5,1,1.502857,50,0.500952,0.996198,0.121429,3,50,0.501587
Qq2k3k3v50v50m700s6,1,1.544286,50,0.495238,1.019231,0.118571,3,50,0.498571
Qq2k3k3v50v50m700s7,1,1.477143,50,0.50381,0.984877,0.121429,3,50,0.50254
Qq2k3k3v50v50m700s8,1,1.524286,50,0.494524,1.022147,0.134286,3,50,0.495397
Qq2k3k3v50v50m700s9,1,1.477143,50,0.502381,0.990521,0.117143,3,50,0.500635
Qq2k3k3v50v50m800s10,1,1.51875,50,0.497708,1.009209,0.11,3,50,0.499028
Qq2k3k3v50v50m800s1,1,1.47125,50,0.500625,0.997503,0.095,3,50,0.497639
Qq2k3k3v50v50m800s2,1,1.45875,50,0.509583,0.962388,0.10875,3,50,0.508194
Qq2k3k3v50v50m800s3,1,1.5075,50,0.491042,1.036487,0.13125,3,50,0.488889
Qq2k3k3v50v50m800s4,1,1.505,50,0.503125,0.987578,0.125,3,50,0.504722
Qq2k3k3v50v50m800s5,1,1.48875,50,0.503958,0.984291,0.1125,3,50,0.504028
Qq2k3k3v50v50m800s6,1,1.54,50,0.492708,1.029598,0.1225,3,50,0.494722
Qq2k3k3v50v50m800s7,1,1.47625,50,0.504583,0.981833,0.115,3,50,0.503472
Qq2k3k3v50v50m800s8,1,1.51875,50,0.495625,1.017654,0.125,3,50,0.49625
Qq2k3k3v50v50m800s9,1,1.4725,50,0.504583,0.981833,0.115,3,50,0.503056
Qq2k3k3v50v50m900s10,1,1.516667,50,0.496481,1.014174,0.111111,3,50,0.49716
Qq2k3k3v50v50m900s1,1,1.486667,50,0.498889,1.004454,0.1,3,50,0.497037
Qq2k3k3v50v50m900s2,1,1.468889,50,0.507037,0.972243,0.111111,3,50,0.505926
Qq2k3k3v50v50m900s3,1,1.498889,50,0.494815,1.020958,0.125556,3,50,0.492963
Qq2k3k3v50v50m900s4,1,1.521111,50,0.500556,0.99778,0.125556,3,50,0.503086
Qq2k3k3v50v50m900s5,1,1.48,50,0.505556,0.978022,0.112222,3,50,0.505185
Qq2k3k3v50v50m900s6,1,1.547778,50,0.491481,1.034665,0.131111,3,50,0.493951
Qq2k3k3v50v50m900s7,1,1.481111,50,0.503333,0.986755,0.114444,3,50,0.502346
Qq2k3k3v50v50m900s8,1,1.517778,50,0.49463,1.021715,0.121111,3,50,0.494815
Qq2k3k3v50v50m900s9,1,1.474444,50,0.504074,0.983835,0.111111,3,50,0.502593
qshifter_3,1,2,8,0.5,1,0.125,1,8,0.5
qshifter_4,1,2.5,16,0.5,1,0.0625,1,16,0.5
qshifter_5,1,3,32,0.5,1,0.03125,1,32,0.5
qshifter_6,1,3.5,64,0.5,1,0.015625,1,64,0.5
qshifter_7,1,4,128,0.5,1,0.007813,1,128,0.5
qshifter_8,1,4.5,256,0.5,1,0.003906,1,256,0.5
rankfunc10_unsigned_64,1,0.158612,2000,0.533576,0.874148,0.670207,2.361126,2000,0.535689
rankfunc11_signed_32,1,0.16148,1653,0.525058,0.904552,0.678722,2.404121,1653,0.526635
rankfunc12_unsigned_16,1,0.13545,676,0.521629,0.91707,0.686772,2.456614,676,0.52276
rankfunc14_signed_64,1,0.125521,2966,0.527483,0.895796,0.668424,2.462981,2966,0.528816
rankfunc15_unsigned_32,1,0.161919,3672,0.521959,0.915858,0.664824,2.415667,3672,0.523339
rankfunc16_signed_64,1,0.149321,8567,0.526457,0.899491,0.667694,2.420965,8567,0.527994
rankfunc17_unsigned_16,1,0.186725,1420,0.527813,0.894611,0.672745,2.318989,1420,0.529886
rankfunc18_signed_64,1,0.207727,7467,0.526108,0.90075,0.661723,2.327323,7467,0.528248
rankfunc19_unsigned_16,1,0.148148,2050,0.519507,0.924903,0.653274,2.39914,2050,0.520641
rankfunc1_signed_32,1,0.169178,2585,0.52168,0.916884,0.677108,2.38673,2585,0.523115
rankfunc20_unsigned_32,1,0.164766,1843,0.521844,0.916281,0.664399,2.334866,1843,0.523284
rankfunc21_signed_16,1,0.157369,2216,0.523278,0.911031,0.657292,2.438297,2216,0.524689
rankfunc22_unsigned_32,1,0.170137,1518,0.526776,0.898342,0.673239,2.398316,1518,0.528549
rankfunc23_signed_64,1,0.157619,3149,0.524989,0.904801,0.671271,2.40786,3149,0.526524
rankfunc24_unsigned_64,1,0.157862,3150,0.521806,0.916422,0.676773,2.366084,3150,0.52317
rankfunc25_signed_64,1,0.124741,2962,0.523272,0.911053,0.671215,2.435863,2962,0.524405
rankfunc26_unsigned_32,1,0.133961,3184,0.522777,0.912863,0.678388,2.433909,3184,0.523965
rankfunc27_signed_64,1,0.161412,2062,0.516949,0.934428,0.676072,2.35104,2062,0.518038
rankfunc28_unsigned_16,1,0.183513,998,0.524965,0.904891,0.654839,2.411111,998,0.52673
rankfunc29_signed_16,1,0.102564,936,0.522181,0.915046,0.664663,2.477163,936,0.523063
rankfunc2_unsigned_64,1,0.148298,2314,0.521003,0.919374,0.684142,2.330485,2314,0.52226
rankfunc30_signed_64,1,0.1321,8945,0.526676,0.898701,0.650677,2.49967,8945,0.528015
rankfunc31_unsigned_16,1,0.118711,1546,0.523084,0.91174,0.64549,2.45444,1546,0.524148
rankfunc32_signed_64,1,0.102588,5979,0.515488,0.93991,0.641287,2.498683,5979,0.516099
rankfunc33_unsigned_32,1,0.093125,1911,0.518965,0.926912,0.699527,2.513459,1911,0.519643
rankfunc34_signed_32,1,0.112989,1353,0.520841,0.919971,0.675914,2.448424,1353,0.521761
rankfunc35_unsigned_32,1,0.136188,2390,0.5121,0.952744,0.644235,2.415082,2390,0.512746
rankfunc36_signed_64,1,0.150458,1739,0.51902,0.926708,0.673553,2.347885,1739,0.520165
rankfunc37_unsigned_32,1,0.397516,261,0.536529,0.863833,0.642236,1.874534,261,0.54292
rankfunc38_signed_32,1,0.398524,263,0.536125,0.865236,0.642066,1.875769,263,0.542455
rankfunc39_unsigned_64,1,0.17447,5084,0.526295,0.900076,0.6636,2.368636,5084,0.528099
rankfunc3_signed_64,1,0.104554,12087,0.520768,0.920241,0.672715,2.519473,12087,0.521596
rankfunc40_unsigned_64,1,0.150943,2249,0.524538,0.906438,0.697229,2.356279,2249,0.526016
rankfunc41_signed_32,1,0.142028,3120,0.526911,0.897854,0.667122,2.433026,3120,0.528395
rankfunc42_unsigned_16,1,0.155907,1731,0.526579,0.899049,0.673366,2.40337,1731,0.528199
rankfunc43_signed_64,1,0.131076,5670,0.528884,0.890773,0.662411,2.454738,5670,0.530348
rankfunc44_unsigned_32,1,0.176674,1686,0.530261,0.885863,0.659535,2.402346,1686,0.532334
rankfunc45_signed_16,1,0.09974,1277,0.51875,0.927711,0.680519,2.501818,1277,0.519469
rankfunc46_unsigned_32,1,0.172805,2450,0.524108,0.908003,0.668097,2.348103,2450,0.525761
rankfunc47_signed_64,1,0.095212,3667,0.519892,0.923476,0.654486,2.497257,3667,0.520623
rankfunc48_unsigned_16,1,0.158967,1318,0.521286,0.918331,0.665425,2.354198,1318,0.522633
rankfunc49_signed_32,1,0.180282,1400,0.519613,0.924509,0.672535,2.332394,1400,0.52102
rankfunc4_unsigned_16,1,0.329897,245,0.531845,0.880246,0.649485,2.045655,245,0.536268
rankfunc50_signed_64,1,0.096759,3517,0.522241,0.914825,0.632429,2.491543,3517,0.523072
rankfunc51_signed_32,1,0.138829,1901,0.5208,0.920124,0.690528,2.399132,1901,0.521937
rankfunc52_unsigned_32,1,0.14466,1773,0.524118,0.907968,0.692221,2.416839,1773,0.52548
rankfunc53_signed_16,1,0.17819,782,0.531023,0.883158,0.655684,2.388399,782,0.533177
rankfunc54_signed_32,1,0.145827,2406,0.525126,0.904306,0.697522,2.341071,2406,0.526599
rankfunc55_unsigned_32,1,0.165002,1033,0.524667,0.905969,0.699646,2.33516,1033,0.526295
rankfunc56_signed_16,1,0.215126,404,0.524651,0.906028,0.677311,2.279832,404,0.526777
rankfunc57_unsigned_64,1,0.159089,3146,0.523285,0.911004,0.701502,2.361781,3146,0.524755
rankfunc58_signed_32,1,0.188721,1822,0.523633,0.909735,0.671581,2.355879,1822,0.525386
rankfunc59_unsigned_16,1,0.188902,1143,0.524388,0.906986,0.681523,2.345336,1143,0.526205
rankfunc5_signed_64,1,0.155269,2251,0.519808,0.923787,0.669295,2.376346,2251,0.521023
rankfunc60_unsigned_32,1,0.215225,1104,0.529043,0.890207,0.671354,2.248548,1104,0.53158
rankfunc61_signed_32,1,0.125778,1974,0.52113,0.918906,0.678022,2.461186,1974,0.522158
rankfunc6_unsigned_16,1,0.130214,629,0.51078,0.957789,0.669888,2.405392,629,0.511334
rankfunc7_signed_16,1,0.168754,1000,0.520781,0.920194,0.668095,2.398484,1000,0.522147
rankfunc8_unsigned_32,1,0.18156,1907,0.526188,0.900463,0.659929,2.40266,1907,0.528027
rankfunc9_signed_64,1,0.167027,1739,0.525457,0.903104,0.638468,2.385547,1739,0.527123
ring_r4_ser--opt-11_-shuffled,1,3.654228,182,0.468079,1.136391,0.169698,1.43934,364,0.473143
ring_r6_ser---16_-shuffled,1,6.80109,377,0.468152,1.136057,0.023831,1.061594,754,0.473067
ring_r6_ser--opt-17_-shuffled,1,6.785086,400,0.468203,1.135826,0.025177,1.06529,800,0.473115
ring_r7_ser---19_-shuffled,1,7.05138,514,0.498462,1.006172,0.008157,1.021348,1028,0.502334
robots_1_5_2_100.2,1,0.472222,1914,0.477065,1.09615,0.07419,3.553125,1914,0.502105
robots_1_5_2_100.4,1,0.512949,3776,0.456946,1.188441,0.07952,3.682235,3776,0.481627
robots_1_5_2_100.8,1,0.536066,7500,0.446246,1.240915,0.082545,3.755518,7500,0.470687
robots_1_5_2_10.2,1,0.472222,1914,0.477065,1.09615,0.07419,3.553125,1914,0.502105
robots_1_5_2_14.2,1,0.472222,1914,0.477065,1.09615,0.07419,3.553125,1914,0.502105
robots_1_5_2_21.4,1,0.512949,3776,0.456946,1.188441,0.07952,3.682235,3776,0.481627
robots_1_5_2_2.4,1,0.512949,3776,0.456946,1.188441,0.07952,3.682235,3776,0.481627
robots_1_5_2_28.2,1,0.472222,1914,0.477065,1.09615,0.07419,3.553125,1914,0.502105
robots_1_5_2_31.2,1,0.472222,1914,0.477065,1.09615,0.07419,3.553125,1914,0.502105
robots_1_5_2_32.8,1,0.536066,7500,0.446246,1.240915,0.082545,3.755518,7500,0.470687
robots_1_5_2_33.2,1,0.472222,1914,0.477065,1.09615,0.07419,3.553125,1914,0.502105
robots_1_5_2_3.4,1,0.512949,3776,0.456946,1.188441,0.07952,3.682235,3776,0.481627
robots_1_5_2_39.4,1,0.512949,3776,0.456946,1.188441,0.07952,3.682235,3776,0.481627
robots_1_5_2_40.8,1,0.536066,7500,0.446246,1.240915,0.082545,3.755518,7500,0.470687
robots_1_5_2_45.4,1,0.512949,3776,0.456946,1.188441,0.07952,3.682235,3776,0.481627
robots_1_5_2_47.2,1,0.472222,1914,0.477065,1.09615,0.07419,3.553125,1914,0.502105
robots_1_5_2_49.2,1,0.472222,1914,0.477065,1.09615,0.07419,3.553125,1914,0.502105
robots_1_5_2_54.8,1,0.536066,7500,0.446246,1.240915,0.082545,3.755518,7500,0.470687
robots_1_5_2_61.8,1,0.536066,7500,0.446246,1.240915,0.082545,3.755518,7500,0.470687
robots_1_5_2_67.8,1,0.536066,7500,0.446246,1.240915,0.082545,3.755518,7500,0.470687
robots_1_5_2_75.8,1,0.536066,7500,0.446246,1.240915,0.082545,3.755518,7500,0.470687
robots_1_5_2_80.4,1,0.512949,3776,0.456946,1.188441,0.07952,3.682235,3776,0.481627
robots_1_5_2_81.2,1,0.472222,1914,0.477065,1.09615,0.07419,3.553125,1914,0.502105
robots_1_5_2_82.4,1,0.512949,3776,0.456946,1.188441,0.07952,3.682235,3776,0.481627
robots_1_5_2_82.8,1,0.536066,7500,0.446246,1.240915,0.082545,3.755518,7500,0.470687
robots_1_5_2_85.2,1,0.472222,1914,0.477065,1.09615,0.07419,3.553125,1914,0.502105
robots_1_5_2_85.4,1,0.512949,3776,0.456946,1.188441,0.07952,3.682235,3776,0.481627
robots_1_5_2_91.8,1,0.536066,7500,0.446246,1.240915,0.082545,3.755518,7500,0.470687
robots_1_5_2_9.8,1,0.536066,7500,0.446246,1.240915,0.082545,3.755518,7500,0.470687
robots_1_5_2_99.4,1,0.512949,3776,0.456946,1.188441,0.07952,3.682235,3776,0.481627
robots_1_5_3_100.2,1,0.472168,1914,0.477051,1.09621,0.074297,3.55283,1914,0.50209
robots_1_5_3_100.4,1,0.512917,3776,0.456939,1.188474,0.079578,3.682067,3776,0.481619
robots_1_5_3_100.8,1,0.536049,7500,0.446243,1.240932,0.082575,3.755428,7500,0.470683
robots_1_5_3_16.4,1,0.512917,3776,0.456939,1.188474,0.079578,3.682067,3776,0.481619
robots_1_5_3_16.8,1,0.536049,7500,0.446243,1.240932,0.082575,3.755428,7500,0.470683
robots_1_5_3_20.4,1,0.512917,3776,0.456939,1.188474,0.079578,3.682067,3776,0.481619
robots_1_5_3_24.4,1,0.512917,3776,0.456939,1.188474,0.079578,3.682067,3776,0.481619
robots_1_5_3_2.4,1,0.512917,3776,0.456939,1.188474,0.079578,3.682067,3776,0.481619
robots_1_5_3_25.2,1,0.472168,1914,0.477051,1.09621,0.074297,3.55283,1914,0.50209
robots_1_5_3_26.2,1,0.472168,1914,0.477051,1.09621,0.074297,3.55283,1914,0.50209
robots_1_5_3_27.8,1,0.536049,7500,0.446243,1.240932,0.082575,3.755428,7500,0.470683
robots_1_5_3_30.2,1,0.472168,1914,0.477051,1.09621,0.074297,3.55283,1914,0.50209
robots_1_5_3_39.8,1,0.536049,7500,0.446243,1.240932,0.082575,3.755428,7500,0.470683
robots_1_5_3_44.4,1,0.512917,3776,0.456939,1.188474,0.079578,3.682067,3776,0.481619
robots_1_5_3_44.8,1,0.536049,7500,0.446243,1.240932,0.082575,3.755428,7500,0.470683
robots_1_5_3_51.2,1,0.472168,1914,0.477051,1.09621,0.074297,3.55283,1914,0.50209
robots_1_5_3_52.2,1,0.472168,1914,0.477051,1.09621,0.074297,3.55283,1914,0.50209
robots_1_5_3_52.4,1,0.512917,3776,0.456939,1.188474,0.079578,3.682067,3776,0.481619
robots_1_5_3_55.8,1,0.536049,7500,0.446243,1.240932,0.082575,3.755428,7500,0.470683
robots_1_5_3_57.4,1,0.512917,3776,0.456939,1.188474,0.079578,3.682067,3776,0.481619
robots_1_5_3_62.2,1,0.472168,1914,0.477051,1.09621,0.074297,3.55283,1914,0.50209
robots_1_5_3_64.8,1,0.536049,7500,0.446243,1.240932,0.082575,3.755428,7500,0.470683
robots_1_5_3_66.4,1,0.512917,3776,0.456939,1.188474,0.079578,3.682067,3776,0.481619
robots_1_5_3_70.8,1,0.536049,7500,0.446243,1.240932,0.082575,3.755428,7500,0.470683
robots_1_5_3_7.2,1,0.472168,1914,0.477051,1.09621,0.074297,3.55283,1914,0.50209
robots_1_5_3_78.4,1,0.512917,3776,0.456939,1.188474,0.079578,3.682067,3776,0.481619
robots_1_5_3_80.2,1,0.472168,1914,0.477051,1.09621,0.074297,3.55283,1914,0.50209
robots_1_5_3_8.8,1,0.536049,7500,0.446243,1.240932,0.082575,3.755428,7500,0.470683
robots_1_5_3_90.8,1,0.536049,7500,0.446243,1.240932,0.082575,3.755428,7500,0.470683
robots_1_5_3_91.2,1,0.472168,1914,0.477051,1.09621,0.074297,3.55283,1914,0.50209
robots_1_5_4_100.2,1,0.472113,1914,0.477038,1.096269,0.074404,3.552534,1914,0.502074
robots_1_5_4_100.4,1,0.512885,3776,0.456933,1.188506,0.079635,3.681898,3776,0.481612
robots_1_5_4_100.8,1,0.536031,7500,0.44624,1.240949,0.082605,3.755337,7500,0.470679
robots_1_5_4_17.8,1,0.536031,7500,0.44624,1.240949,0.082605,3.755337,7500,0.470679
robots_1_5_4_1.8,1,0.536031,7500,0.44624,1.240949,0.082605,3.755337,7500,0.470679
robots_1_5_4_22.2,1,0.472113,1914,0.477038,1.096269,0.074404,3.552534,1914,0.502074
robots_1_5_4_24.8,1,0.536031,7500,0.44624,1.240949,0.082605,3.755337,7500,0.470679
robots_1_5_4_2.4,1,0.512885,3776,0.456933,1.188506,0.079635,3.681898,3776,0.481612
