@RELATION 'FEATURE_VALUES-SAT12-ALL-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC

@DATA
SAT-Race-2010-CNF/mixed/diagnosis/ACG-20-10p1.cnf,1,0.0068,0.2092,0.0196,0.0255,1.35,0.0865,0.7234,0.4468,0.5219,0.7945,1.0198,0,0.039,1.1196,0,0
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v5000-c21000-S425619685-036-UNKNOWN.cnf,1,0.0463,0.2338,0.0915,0.1247,0.7081,0.7255,0.575,0.3925,0.0242,0.2926,0.1566,49,0.1731,0.588,42,56
SAT_Competition2011/SAT04/industrial/vangelder/cnf-color/abb313GPIA-9-tr.used-as.sat04-321.cnf,1,0,0.0267,0.0022,0,0.0891,1,0.1251,0.6464,0.1906,0.3245,0.4262,3377,0,0.0365,3377,3377
SAT_Competition2009/CRAFTED/Difficult/contest05/sabharwal/counting-harder-php-014-013.sat05-1187.reshuffled-07.cnf,1,0.1928,0.142,0.1934,0.1929,1.2368,0.2008,0.0061,0.8424,0.0833,0,0.4379,4773,0.2008,1.0194,4770,4875
SAT_Competition2007/industrial/industrial/narain/clauses-2.cnf,1,0.0283,0.2107,0.0733,0.128,1.5341,0.2351,0.2732,0.6781,2.5456,4.7313,1.4639,1901,0.1569,1.0366,1757,1901
SAT_Competition2011/SAT_RACE08/cnf/mizh-sha0-36-4.cnf,1,0.0222,0.1709,0.0308,0.0417,1.0358,0.2106,1.9019,0.0751,1.4339,0.5122,0.9173,316,0.0447,0.434,251,349
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-c6nidw_i.cnf,1,0.0227,0.1341,0.079,0.1206,1.7915,0.439,0.4576,0.5529,4.7944,1.3359,1.6385,436,0.1482,0.7077,412,529
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvtms14x8p1-tseitin.cnf,1,0.0149,0.1404,0.0548,0.0777,1.7781,0.3234,0.705,0.4043,5.4295,1.582,1.5535,1819,0.1137,0.5997,1237,1900
SAT_Competition2011/SAT05/crafted/sorge05/QG8/gensys-ukn007.shuffled-as.sat05-3586.cnf,1,0,0.0108,0.0052,0,1.1761,0.4929,0.1245,0.9587,0.1233,0.5461,0.4792,0,0.0001,0.7632,0,0
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-220-100.cnf,1,0.2295,0.4167,0.2295,0.2295,0,0.2296,0.0001,0.5832,0,0,0.4506,4563,0.2296,0,4533,4571
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-src_wget_vc18517-tseitin.cnf,1,0.0246,0.2195,0.0362,0.0471,1.2944,0.2799,0.7573,0.2783,1.9529,1.6876,1.1049,664,0.0533,0.7544,523,993
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-04-k100.cnf,1,0.0056,0.1665,0.0316,0.0444,1.7706,0.6708,0.5673,0.5148,1.3455,0.8045,1.4629,1227,0.0853,1.0769,1182,1449
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S884941173-092.cnf,1,0.001,0.0469,0.0017,0.0022,0.8535,0.0051,0.6626,0.1591,0,0.0911,0,4353,0.0033,0.6522,4285,4365
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1100/unif-k5-r20-v1100-c22000-S115851319-100.cnf,1,0.0015,0.05,0.0029,0.0036,0.8312,0.0175,0.6823,0.1752,0,0.1014,0,43,0.0052,0.6476,36,49
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v20000-c84000-S525505471-054-UNKNOWN.cnf,1,0.0482,0.2336,0.0932,0.1253,0.7122,0.869,0.5799,0.3944,0.0263,0.2878,0.1601,10,0.1762,0.5877,8,15
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/200/unif-k7-r85-v200-c17000-S2140929154-062.cnf,1,0.0001,0.0118,0.0001,0.0001,1.0049,0.0002,0.6888,0.0681,0,0.0382,0,3910,0.0001,0.6803,3823,3910
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minxorminand/minxorminand064.cnf,1,0.0069,0.1,0.0525,0.0858,1.9957,0.4486,0.4244,0.6343,7.2442,1.4927,1.8101,838,0.0949,0.5352,615,1035
SAT_Competition2007/crafted/Hard/contest03/others/999999000001nw.sat05-447.reshuffled-07.cnf,1,0.0505,0.2315,0.0599,0.0618,0.8703,0.1757,0.7436,0.2138,0.2173,0.9028,0.3627,1933,0.0929,0.6081,1827,1933
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S222128792-011.SATISFIABLE.cnf,1,0.0463,0.2301,0.0893,0.1152,0.7325,0.418,0.5756,0.4051,0.0251,0.2972,0.1672,3980,0.1745,0.5895,3893,4003
SAT_Competition2011/SAT05/crafted/sorge05/QG7/dead-dnd003.shuffled-as.sat05-3109.cnf,1,0.0106,0.0592,0.0934,0.0389,1.7272,0.9752,0.1666,0.8253,0.1359,0.8253,1.4978,4437,0.4728,0.9228,4394,4437
SAT_Competition2011/SAT05/crafted/lynce05/social-golfer-problem/sgp_5-6-8.shuffled-as.sat05-2669.cnf,1,0.009,0.0409,0.0261,0.0351,1.0911,0.1794,0.9356,0.459,2.2979,0.9384,0.6593,229,0.0357,0.9623,212,294
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S449556655-088.cnf,1,0.0432,0.2318,0.088,0.1159,0.6463,0.5717,0.5662,0.4018,0.0169,0.2711,0.0966,3873,0.1689,0.5818,3867,4069
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_70_15_90_1-dir.shuffled-as.sat03-136.cnf,1,0,0.0138,0,0,0.8437,0.0002,0.0203,0.9037,0.0345,0.1313,0.1431,2321,0,1.0134,2264,4199
SAT_Competition2009/CRAFTED/sgi/satsgi-n23himBHm27-p0-q251.cnf,1,0.0629,0.0418,0.0629,0.0629,0,0.063,0,0.9375,0.0385,0,0.0889,0,0.063,0,0,0
SAT_Competition2007/crafted/Difficult/contest05/QG/QG7-gensys-icl006.sat05-3132.reshuffled-07.cnf,1,0.0314,0.0554,0.2564,0.4976,1.73,0.9773,0.2205,0.7786,0.0898,0.9067,1.5261,4447,0.4995,0.9298,4388,4447
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtviseisenberg2-tseitin.cnf,1,0.0217,0.1738,0.0552,0.0834,1.7997,0.2115,0.4502,0.4251,3.0835,1.4466,1.5374,1541,0.1467,0.7079,1458,1597
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/rnd_100_27_s.cnf,1,0.2631,0.1629,0.2727,0.3322,1.8292,0.3874,0.9193,0.2752,1.8421,3.5252,1.7384,3337,0.3484,0.7382,3229,3559
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-21.cnf,1,0.0231,0.1833,0.043,0.0469,1.2931,0.2681,0.8804,0.2437,1.6509,0.5336,1.234,1614,0.08,0.6166,1192,2001
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1250-c25000-S313445894-099-UNKNOWN.cnf,1,0.0015,0.05,0.0028,0.0035,0.8259,0.0232,0.6772,0.1711,0,0.1015,0,35,0.0051,0.65,31,40
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v125-c2662-S1258495116-025.SATISFIABLE.cnf,1,0.0011,0.047,0.0018,0.0023,0.8193,0.0054,0.6677,0.1697,0,0.0893,0,4336,0.003,0.6422,4192,4362
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/velev-vliw-uns-4.0-9-i1.cnf,1,0,0.0429,0.0854,0.0912,1.3269,0.5,0.2737,0.8642,0.1264,7.5865,0.9783,0,0.3486,0.752,0,0
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/460/unif-k3-r4.25-v460-c1955-S356738975-073.cnf,1,0.0414,0.2315,0.0833,0.1109,0.7147,0.3132,0.5937,0.3819,0.0222,0.2827,0.1517,3950,0.1616,0.592,3901,4044
SAT-Race-2010-CNF/cryptography/md5gen/gus-md5-09.cnf,1,0.0227,0.1747,0.0313,0.0398,1.0579,0.2402,1.5886,0.0987,1.4365,0.585,0.8813,333,0.0571,0.4545,242,389
SAT-Race-2010-CNF/hardware-verification/manolios/c7bidw_i.cnf,1,0.024,0.1328,0.0786,0.1195,1.7619,0.443,0.4458,0.5643,4.8307,1.5143,1.6207,379,0.1472,0.7062,337,428
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_445.cnf,1,0,0.0084,0,0,0,0,0.0966,0.7167,0,0.2401,0.3344,4636,0,0,4599,4636
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v50-c4450-S1496316430-079.SATISFIABLE.cnf,1,0,0.0112,0.0001,0.0001,1.0161,0.0002,0.6525,0.0673,0,0.0397,0,4617,0.0001,0.6865,4617,4617
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v30000-c126000-S858279511-076-UNKNOWN.cnf,1,0.0469,0.2339,0.0922,0.1243,0.7048,0.7947,0.5801,0.3916,0.0239,0.2913,0.1526,5,0.175,0.5867,4,7
SAT_Competition2009/CRAFTED/parity-games/instance_n6_i7_pp_ci_ce.cnf,1,0.008,0.0845,0.0697,0.0693,1.6228,0.3597,0.5881,0.5571,0.4801,1.3794,1.3286,1419,0.2604,0.6562,1281,1442
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1552308135-080.SATISFIABLE.cnf,1,0.043,0.23,0.0829,0.1084,0.7062,0.3244,0.5919,0.3828,0.0261,0.2798,0.1475,3892,0.1651,0.5899,3811,3927
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-servers_slapd_a_vc149789-tseitin.cnf,1,0.0212,0.2402,0.0331,0.0461,1.135,1,0.8602,0.1566,1.1192,1.0386,0.9207,297,0.0477,0.7422,243,345
SAT_RACE2008/ibm-2004-01-k90.cnf,1,0.0071,0.1645,0.0349,0.0497,1.7411,0.2337,0.5675,0.5121,0.8505,1.0046,1.4353,545,0.0892,1.0647,453,802
SAT_Competition2007/random/2+p/p0.9/v630/unif2p-p0.9-v630-c2280-S1501024241-13-UNSAT.cnf,1,0.061,0.2638,0.1153,0.1585,0.9865,0.3417,0.5723,0.4006,0.066,0.3166,0.5921,3937,0.2205,0.6557,3930,3947
SAT_Competition2011/SAT02/industrial/goldberg/fpga_routing/vda_gr_rcs_w9.shuffled.cnf,1,0,0.044,0.0178,0.0012,1.3272,1,0.178,0.5977,0.133,0.7872,0.5612,0,0.0265,1.0295,0,0
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1100/unif-k5-r20-v1100-c22000-S155821307-034.cnf,1,0.0016,0.05,0.0028,0.0035,0.8219,0.0125,0.6733,0.1737,0,0.0993,0,41,0.0051,0.6522,37,50
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v500-c2130-S1563258922-027.SATISFIABLE.cnf,1,0.0448,0.2303,0.0844,0.1143,0.7024,0.3072,0.5706,0.3883,0.0246,0.2919,0.1508,4011,0.1598,0.5901,3841,4016
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/500/unif-k3-r4.25-v500-c2125-S1045096471-025.cnf,1,0.0469,0.2293,0.0895,0.1248,0.7216,0.2985,0.5782,0.397,0.0331,0.2853,0.1734,3976,0.1727,0.5815,3874,4003
SAT_Competition2007/random/LargeSize/5SAT/v900/unif-k5-r20-v900-c18000-S16540223-14.cnf,1,0.0015,0.05,0.0027,0.0035,0.8319,0.0159,0.6832,0.1648,0,0.1004,0,55,0.0049,0.6516,49,65
SAT_Competition2011/SAT02/handmade/zhang-lintao/xor-chain/x1_40.shuffled.cnf,1,0.3188,0.2669,0.3478,0.3698,1.2485,0.3789,0,0,0.4937,0.1341,0.396,2535,0.3733,0.8726,2225,2928
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/simon-s03-w08-15.cnf,1,0.0063,0.1764,0.031,0.0423,1.6091,0.4507,0.4984,0.5608,1.4706,0.9872,1.3541,0,0.0742,0.9239,0,0
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l43_lambda.cnf,1,0.0149,0.1153,0.0619,0.1133,1.4178,1,0.3385,0.6087,3.2513,1.4299,1.311,1921,0.1226,0.6635,1789,2090
SAT-Race-2010-CNF/hardware-verification/manolios/c8idw_s.cnf,1,0.0282,0.1373,0.0796,0.1169,1.7413,0.4619,0.4204,0.5734,4.6452,1.5836,1.5938,241,0.1492,0.6994,196,331
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UTI-20-10p0.cnf,1,0.0019,0.1468,0.0186,0.0342,1.4142,0.0861,0.4739,0.6475,0.8771,0.7304,1.092,8,0.0461,0.9157,7,76
SAT_Competition2011/SAT05/industrial/grieu05/vmpc/vmpc_25.renamed-as.sat05-1913.cnf,1,0,0.0081,0,0,0.6766,0,0.003,0.6929,0,0.0054,0.6746,4079,0,0.5485,3170,4079
SAT_Competition2007/crafted/Hard/contest05/counting-clq/unsat-set-a-clqcolor-10-06-07.sat05-1250.reshuffled-07.cnf,1,0.0295,0.0667,0.1442,0.2523,1.5076,0.3131,0.0562,0.719,0.1076,0.6609,0.925,3016,0.2639,0.6586,2831,3185
SAT_Competition2011/SAT07/industrial/anbulagan/hard-unsat/dated-10-17-u.cnf,1,0.0001,0.1586,0.0138,0.0239,1.3052,0.1922,0.599,0.5096,2.6804,0.5536,0.9716,0,0.0304,1.0499,0,0
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v50000-c210000-S1170024351-015-UNKNOWN.cnf,1,0.0474,0.2337,0.0927,0.1246,0.713,0.8383,0.5772,0.3943,0.0261,0.2906,0.1596,4,0.1754,0.5878,3,6
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1468528501-076.SATISFIABLE.cnf,1,0.0433,0.23,0.0873,0.1188,0.7314,0.2937,0.5696,0.3965,0.0256,0.2873,0.1684,3781,0.1704,0.5846,3756,3949
SAT-Race-2010-CNF/hardware-verification/manolios/c8n_i.cnf,1,0.0132,0.1417,0.0684,0.1023,1.7034,0.4343,0.5703,0.5422,4.7403,1.3257,1.6186,885,0.1526,0.7349,702,1031
SAT_Competition2007/crafted/Medium/contest05/others/QG-gensys-icl003.sat05-2715.reshuffled-07.cnf,1,0.4934,0.2133,0.4447,0.4999,3.0354,1,0.2286,0.6978,0.0831,4.1888,2.5667,2391,0.5,0.8464,1486,2846
SAT_Competition2007/random/OnTreshold/5SAT/v80/unif-k5-r21.3-v80-c1704-S1279127780-17.UNSAT.shuffled.cnf,1,0.0011,0.0469,0.0018,0.0023,0.8454,0.0045,0.6399,0.1819,0,0.0796,0,4383,0.0028,0.6448,4353,4442
SAT-Race-2010-CNF/mixed/grieu/vmpc_31.cnf,1,0,0.0065,0,0,0.675,0,0.002,0.6917,0,0.004,0.6736,3814,0,0.5476,1719,3814
SAT_RACE2008/grieu-vmpc-27.cnf,1,0,0.0075,0,0,0.676,0,0.0026,0.6922,0,0.0048,0.6742,1387,0,0.5482,1193,1602
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/380/unif-k3-r4.25-v380-c1615-S260616787-042.cnf,1,0.044,0.2344,0.0827,0.1104,0.6131,0.3186,0.594,0.3702,0.0053,0.2609,0.0585,3987,0.1584,0.5813,3970,4000
SAT_Competition2007/crafted/Medium/contest05/sabharwal/gt-ordering-sat-gt-030.sat05-1295.reshuffled-07.cnf,1,0,0.035,0,0,0.6266,0,0.0015,0.5268,0.0345,0.0007,0.0975,2699,0,0.5881,2635,2797
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/grid-strips-grid-y-4.025-NOTKNOWN.cnf,1,0.0001,0.1112,0.0102,0.0069,0.8087,0.5,0.0405,0.9895,0.5119,3.9022,0.1306,0,0.0244,0.9887,0,0
SAT_RACE2006/SAT-Race-Benchmarks/maris-s03-gripper11.cnf,1,0.0068,0.1185,0.0632,0.0998,0.9092,0.3144,0.253,0.7714,0.0948,0.6808,0.3357,731,0.1007,0.6894,604,981
SAT_Competition2007/crafted/Medium/contest05/pebbling/unsat-pbl-00080.sat05-1325.reshuffled-07.cnf,1,0.361,0.0232,0.4003,0.4675,2.402,0.4996,0.4894,0.5121,0.2101,1.3545,1.54,1592,0.4824,0.7077,1158,2258
SAT_RACE2008/ibm-2002-22r-k75.cnf,1,0.0037,0.1378,0.0366,0.0492,1.9396,0.4755,0.4886,0.5879,2.1144,1.1991,1.6017,457,0.1015,1.0214,189,478
SAT_Competition2007/random/OnTreshold/7SAT/v65/unif-k7-r89-v65-c5785-S1142219800-20.UNSAT.shuffled.cnf,1,0,0.0112,0.0001,0.0001,1.0198,0.0001,0.7192,0.0582,0,0.0328,0,4507,0.0001,0.6796,4427,4569
SAT_Competition2009/CRAFTED/Hard/contest04/others/equilarge_l2.sat05-519.reshuffled-07.cnf,1,0.06,0.1535,0.1037,0.1379,1.336,0.2383,2.4398,0.0829,0.6129,2.8218,0.7656,3733,0.1391,0.8365,3170,3733
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-2_02_1-k100.cnf,1,0.0076,0.1664,0.0616,0.0831,1.7376,0.454,0.4894,0.5705,1.9052,0.8486,1.4856,427,0.1726,1.0276,383,574
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S2083898043-071.SATISFIABLE.cnf,1,0.047,0.2305,0.089,0.1223,0.7016,0.3897,0.5645,0.4019,0.0227,0.2841,0.1406,4012,0.1708,0.5874,3949,4157
SAT_Competition2009/CRAFTED/Medium/contest05/jarvisalo/mod2-rand3bip-sat-250-3.sat05-2220.reshuffled-07.cnf,1,0.042,0.25,0.042,0.042,0.5623,0.042,0,0,0,0,0,4528,0.042,0.5774,4514,4645
SAT_Competition2011/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq7.cnf,1,0,0.0443,0.0784,0.0769,0.9628,0.5,0.3126,0.8767,0.1609,7.9283,0.5311,0,0.3237,0.5254,0,0
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/4000/unif-k3-r4.2-v4000-c16800-S1857201443-029.cnf,1,0.0451,0.2337,0.0913,0.1211,0.7213,0.8176,0.5866,0.3889,0.0246,0.2912,0.1565,64,0.1762,0.5856,56,76
SAT_Competition2007/random/LargeSize/3SAT/v7000/unif-k3-r4.2-v7000-c29400-S1312035429-13.cnf,1,0.0471,0.2338,0.0924,0.1233,0.7074,0.6606,0.5757,0.3937,0.0255,0.2881,0.1546,31,0.173,0.5877,27,38
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-250-1.shuffled-as.sat05-2533.cnf,1,0.084,0.1444,0.0962,0.1008,1.603,0.1737,1.76,0.0311,0,0.3092,0.7705,3102,0.1182,0.8453,2488,3513
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_L80_coli.sat.cnf,1,0.0166,0.0955,0.0568,0.0856,1.3988,1,0.325,0.6301,6.1884,2.1683,1.2153,390,0.0979,0.6357,248,463
SAT_Competition2007/random/OnTreshold/5SAT/v100/unif-k5-r21.3-v100-c2130-S455021619-18.SAT.shuffled.cnf,1,0.0011,0.0469,0.0018,0.0025,0.8518,0.0053,0.686,0.1766,0,0.0862,0,4381,0.0033,0.6507,4306,4418
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/8000/unif-k3-r4.2-v8000-c33600-S1741784682-076.cnf,1,0.047,0.2329,0.0924,0.1243,0.7401,0.6337,0.5796,0.3926,0.0303,0.2955,0.1866,29,0.1767,0.5884,23,33
SAT_RACE2006/SAT-Race-Benchmarks/vange-col-abb313GPIA-9-c.cnf,1,0.493,0.013,0.4527,0.5,1.0605,1,0.8203,0.37,0.0026,0.2994,0.1824,373,0.5,0.8021,328,411
SAT_Competition2009/CRAFTED/parity-games/instance_n3_i4_pp_ci_ce.cnf,1,0.0233,0.1845,0.1065,0.1687,1.6144,0.4369,0.706,0.379,0.4591,0.7414,1.3431,0,0.336,0.8237,0,0
SAT_Competition2009/CRAFTED/Difficult/contest05/others/pmg-12-UNSAT.sat05-3940.reshuffled-07.cnf,1,0.1109,0.3005,0.1109,0.1109,0.5818,0.1424,0.0737,0.2572,0.0053,0.0177,0.0118,4744,0.1109,0.5791,4689,4779
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/partial-5-15-s.cnf,1,0.0041,0.1767,0.0163,0.0272,1.3819,0.1412,0.5605,0.5672,1.0566,0.5059,1.0302,210,0.0319,0.9923,210,210
SAT_Competition2009/CRAFTED/Difficult/contest-02-03-04/contest04-connm-ue-csp-sat-n800-d0.04-s362703357.sat05-548.reshuffled-07.cnf,1,0.0001,0.0607,0.0038,0.0078,1.0475,0.015,0.1033,0.6196,0.3333,0.3977,0.4827,4493,0.0097,0.597,4452,4493
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v750-c3195-S158767647-027.SATISFIABLE.cnf,1,0.0415,0.2319,0.0879,0.1233,0.647,0.3521,0.57,0.396,0.0149,0.2859,0.0922,3389,0.1753,0.5838,3279,3522
SAT_Competition2009/CRAFTED/parity-games/instance_n8_i8_pp.cnf,1,0.0042,0.0641,0.0631,0.0654,1.5651,0.364,0.5227,0.6048,0.4144,1.747,1.2653,891,0.1838,0.6123,837,1038
SAT_RACE2008/simon-s03-w08-15.cnf,1,0.0063,0.1764,0.031,0.0423,1.6091,0.4507,0.4984,0.5608,1.4706,0.9872,1.3541,538,0.0742,0.9239,398,538
SAT_Competition2007/random/LargeSize/5SAT/v1000/unif-k5-r20-v1000-c20000-S1971221253-16.cnf,1,0.0015,0.05,0.0028,0.0035,0.832,0.0152,0.6741,0.1733,0,0.1006,0,47,0.0052,0.652,42,56
SAT_Competition2011/SAT05/crafted/sabharwal05/counting/fphp/unsat/harder/fphp-030-029.shuffled-as.sat05-1234.cnf,1,0.0137,0.0351,0.0139,0.0141,0.8832,0.0143,0.0003,0.9236,0.0357,0,0.1573,318,0.0141,1.0211,285,353
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E04F20.cnf,1,0.0334,0.0187,0.1192,0.1747,0.3488,0.5,0.1606,0.8881,0.1995,3.9475,2.3583,986,0.2738,0.2472,986,986
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-11.cnf,1,0.0266,0.216,0.0552,0.0635,1.2663,0.3182,0.7759,0.2418,0.9255,1.1751,1.0411,782,0.1162,0.7506,775,782
SAT_RACE2006/SAT-Race-Benchmarks/een-tip-uns-nusmv-t5.B.cnf,1,0.0149,0.2017,0.0612,0.0819,1.6778,1,0.5749,0.4248,4.8499,0.8363,1.496,966,0.1416,0.7985,966,966
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v90-c8010-S64052796-033.SATISFIABLE.cnf,1,0,0.0112,0.0001,0.0001,1.0025,0.0002,0.7295,0.068,0,0.0425,0,4409,0.0001,0.6741,4337,4519
SAT_Competition2011/SAT05/crafted/sorge05/QG7a/gensys-ukn003.shuffled-as.sat05-3843.cnf,1,0.4765,0.173,0.4488,0.499,2.5972,0.9999,0.2049,0.7349,0.0352,1.3169,2.1369,2174,0.4997,0.8702,2049,2203
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v750-c3195-S664770261-061.SATISFIABLE.cnf,1,0.043,0.2324,0.0843,0.1152,0.6369,0.2742,0.5696,0.3918,0.0121,0.2638,0.0833,3571,0.1598,0.5803,3113,3612
SAT_Competition2007/random/LargeSize/3SAT/v7000/unif-k3-r4.2-v7000-c29400-S565127616-04.cnf,1,0.047,0.2341,0.0921,0.1252,0.6999,0.6538,0.5822,0.393,0.0229,0.2862,0.1454,34,0.1743,0.5862,29,42
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v80-c7120-S513640009-027.SATISFIABLE.cnf,1,0,0.0112,0.0001,0.0001,0.9838,0.0002,0.7368,0.0605,0,0.0448,0,4455,0.0001,0.6799,4390,4594
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.120-NOTKNOWN.cnf,1,0.0106,0.0581,0.0359,0.0577,0.656,0.5,0.103,0.9602,0.4244,1.8993,0.1822,0,0.0741,0.5086,0,0
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-c7nidw.cnf,1,0.023,0.1299,0.0782,0.1204,1.7837,0.4633,0.4297,0.5827,5.0305,1.593,1.652,362,0.1485,0.7099,314,380
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/420/unif-k3-r4.25-v420-c1785-S121765931-081.cnf,1,0.0478,0.2313,0.0872,0.1133,0.7073,0.307,0.5785,0.3912,0.0219,0.2723,0.1549,3994,0.1527,0.5858,3907,4051
SAT_RACE2008/velev-vliw-uns-2.0-uq5.cnf,1,0.0013,0.0503,0.0977,0.1203,1.0254,1,0.3423,0.8472,0.2606,5.7703,0.6129,0,0.351,0.5305,0,0
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/500/unif-k3-r4.25-v500-c2125-S349436298-004.cnf,1,0.0431,0.2317,0.0888,0.121,0.6925,0.3155,0.6017,0.3849,0.0204,0.2825,0.134,3925,0.1733,0.5855,3874,3938
SAT_RACE2008/ibm-2002-11r1-k45.cnf,1,0.0066,0.1487,0.0361,0.0448,1.8379,0.4517,0.5432,0.5452,2.3973,1.3093,1.567,977,0.0907,1.0443,824,984
SAT_Competition2007/random/LargeSize/7SAT/v180/unif-k7-r85-v180-c15300-S1358416858-13.cnf,1,0.0001,0.0118,0.0001,0.0001,1.0035,0.0003,0.7434,0.0674,0,0.0415,0,4307,0.0002,0.6788,4213,4307
SAT_Competition2009/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes8.cnf,1,0,0.0149,0,0,0.2488,0,0.0167,0.8053,0.05,0.1283,0.2638,681,0,0.0239,342,1273
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v750-c15000-S131912631-041-UNKNOWN.cnf,1,0.0015,0.05,0.0027,0.0034,0.8356,0.0139,0.6929,0.1654,0,0.1003,0,72,0.005,0.6516,64,84
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-3_02_3-k95.cnf,1,0.0078,0.1596,0.0507,0.0885,1.7269,0.4371,0.5211,0.5461,1.6566,0.8418,1.4869,668,0.1313,1.1056,543,746
