@RELATION 'FEATURE_VALUES-SAT12-RAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 5'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC

@DATA
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S1254276596-021.UNKNOWN.cnf,1,0.1,0.1,8.7168,0.1,0.1
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v500-c2130-S1762880211-075.UNKNOWN.cnf,1,0.0061,0.0061,19.824,0.0061,0.0081
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1500-c30000-S303265982-092-UNKNOWN.cnf,1,0.0033,0.0033,78.3128,0.0033,0.0033
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/800/unif-k5-r20-v800-c16000-S1353769076-009.cnf,1,0.0063,0.0063,43.7222,0.0063,0.0063
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v175-c3727-S110935064-075.SATISFIABLE.cnf,1,0.0286,0.0286,13.8676,0.0286,0.0286
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/10000/unif-k3-r4.2-v10000-c42000-S268463339-081.cnf,1,0.0003,0.0003,317.278,0.0003,0.0006
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v25000-c105000-S533496308-018-UNKNOWN.cnf,1,0.0001,0.0001,654.5,0.0001,0.0002
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S1253795703-015.cnf,1,0.0056,0.0056,49.3522,0.0056,0.0056
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v400-c1704-S183128297-005.SATISFIABLE.cnf,1,0.0076,0.0076,13.6943,0.0076,0.0101
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1250-c25000-S269694958-008-UNKNOWN.cnf,1,0.004,0.004,68.9393,0.004,0.004
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v80-c7120-S1254315629-032.SATISFIABLE.cnf,1,0.0875,0.0875,9.6962,0.0875,0.0875
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1000-c20000-S1351005860-011-UNKNOWN.cnf,1,0.005,0.005,57.0907,0.005,0.005
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/380/unif-k3-r4.25-v380-c1615-S1841979702-078.cnf,1,0.0082,0.0082,13.6083,0.0081,0.0108
SAT_Competition2007/random/LargeSize/7SAT/v180/unif-k7-r85-v180-c15300-S1096972624-15.cnf,1,0.0389,0.0389,16.6289,0.0389,0.0389
SAT_Competition2007/random/OnTreshold/7SAT/v45/unif-k7-r89-v45-c4005-S1529462267-19.SAT.shuffled.cnf,1,0.1556,0.1556,6.5527,0.1556,0.1556
SAT_Competition2007/random/LargeSize/7SAT/v240/unif-k7-r85-v240-c20400-S660110840-06.cnf,1,0.0292,0.0292,21.0297,0.0292,0.0292
SAT_Competition2007/random/LargeSize/3SAT/v7000/unif-k3-r4.2-v7000-c29400-S856579407-15.cnf,1,0.0004,0.0004,245.781,0.0004,0.0007
SAT_Competition2007/random/LargeSize/3SAT/v10000/unif-k3-r4.2-v10000-c42000-S1438185261-13.cnf,1,0.0003,0.0003,385.933,0.0003,0.0006
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S1481888618-011.cnf,1,0.0455,0.0455,9.4632,0.0455,0.0455
SAT_Competition2007/random/LargeSize/7SAT/v200/unif-k7-r85-v200-c17000-S371462865-10.cnf,1,0.035,0.035,17.7402,0.035,0.035
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S879514135-06.cnf,1,0.0318,0.0318,19.6715,0.0318,0.0318
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S1773173258-010.cnf,1,0.0002,0.0002,505.2,0.0002,0.0003
SAT_Competition2007/random/LargeSize/7SAT/v240/unif-k7-r85-v240-c20400-S787287513-16.cnf,1,0.0292,0.0292,21.0451,0.0292,0.0292
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v50000-c210000-S874492400-019-UNKNOWN.cnf,1,0.0001,0.0001,1882,0.0001,0.0001
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v60-c5340-S1141565617-016.SATISFIABLE.cnf,1,0.1167,0.1167,7.7588,0.1167,0.1167
SAT_Competition2007/random/2+p/p0.8/v1665/unif2p-p0.8-v1665-c5178-S1939769766-11-SAT.cnf,1,0.0021,0.0021,29.3171,0.0014,0.0056
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v300-c25500-S415002759-031-UNKNOWN.cnf,1,0.0233,0.0233,26.1278,0.0233,0.0233
SAT_Competition2007/random/LargeSize/3SAT/v4000/unif-k3-r4.2-v4000-c16800-S251010207-06.cnf,1,0.0008,0.0008,120.183,0.0008,0.0015
SAT_Competition2007/random/OnTreshold/7SAT/v55/unif-k7-r89-v55-c4895-S108421787-03.SAT.shuffled.cnf,1,0.1273,0.1273,7.4735,0.1273,0.1273
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/65/unif-k7-r89-v65-c5785-S445910413-047.cnf,1,0.1077,0.1077,8.472,0.1077,0.1077
SAT_Competition2007/random/OnTreshold/5SAT/v130/unif-k5-r21.3-v130-c2769-S1109841921-18.SAT.shuffled.cnf,1,0.0385,0.0385,10.6689,0.0385,0.0385
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/6000/unif-k3-r4.2-v6000-c25200-S1629487320-053.cnf,1,0.0005,0.0005,168.686,0.0005,0.001
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/520/unif-k3-r4.25-v520-c2210-S1048138627-064.cnf,1,0.0058,0.0058,19.8249,0.0058,0.0078
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/75/unif-k7-r89-v75-c6675-S803029538-050.cnf,1,0.0933,0.0933,9.4127,0.0933,0.0933
SAT_Competition2007/random/LargeSize/3SAT/v19000/unif-k3-r4.2-v19000-c79800-S1172889356-05.cnf,1,0.0002,0.0002,1236.17,0.0002,0.0004
SAT_Competition2007/random/2+p/p0.7/v4500/unif2p-p0.7-v4500-c12015-S1821409123-12-SAT.cnf,1,0.0009,0.0009,42.1574,0.0006,0.0033
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1462223811-042.SATISFIABLE.cnf,1,0.0077,0.0077,12.5822,0.0076,0.0102
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/12000/unif-k3-r4.2-v12000-c50400-S219795104-099.cnf,1,0.0003,0.0003,321.111,0.0003,0.0005
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/460/unif-k3-r4.25-v460-c1955-S2035161427-020.cnf,1,0.0068,0.0068,14.2537,0.0067,0.0112
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/540/unif-k3-r4.25-v540-c2295-S84716411-095.cnf,1,0.0058,0.0058,18.3371,0.0057,0.0095
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v500-c2130-S481747904-003.SATISFIABLE.cnf,1,0.0063,0.0063,17.2005,0.0062,0.0104
SAT_Competition2007/random/OnTreshold/3SAT/v550/unif-k3-r4.26-v550-c2343-S1456038697-16.SAT.shuffled.cnf,1,0.0057,0.0057,18.0162,0.0056,0.0093
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S1002348653-090.cnf,1,0.0064,0.0064,14.986,0.0063,0.0085
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v175-c3727-S1592669696-022.SATISFIABLE.cnf,1,0.0286,0.0286,14.0777,0.0286,0.0286
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S1788451776-008.cnf,1,0.0056,0.0056,50.361,0.0056,0.0056
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/75/unif-k7-r89-v75-c6675-S1988754311-026.cnf,1,0.0933,0.0933,9.2033,0.0933,0.0933
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/440/unif-k3-r4.25-v440-c1870-S787972994-025.cnf,1,0.007,0.007,15.8352,0.0069,0.0116
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/12000/unif-k3-r4.2-v12000-c50400-S2070759512-014.cnf,1,0.0003,0.0003,302.545,0.0003,0.0005
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v400-c34000-S586055573-067-UNKNOWN.cnf,1,0.0175,0.0175,33.2632,0.0175,0.0175
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/160/unif-k7-r85-v160-c13600-S592525179-032.cnf,1,0.0437,0.0437,14.933,0.0437,0.0437
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v20000-c84000-S1298436766-097-UNKNOWN.cnf,1,0.0002,0.0002,863.2,0.0002,0.0003
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1216095115-028.SATISFIABLE.cnf,1,0.0333,0.0333,11.7446,0.0333,0.0333
SAT_Competition2007/random/LargeSize/5SAT/v700/unif-k5-r20-v700-c14000-S1638354370-16.cnf,1,0.0071,0.0071,39.157,0.0071,0.0071
SAT_Competition2007/random/OnTreshold/3SAT/v650/unif-k3-r4.261-v650-c2769-S1159448555-06.SAT.shuffled.cnf,1,0.0048,0.0048,22.5682,0.0047,0.0079
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v60-c5340-S1510638717-051.SATISFIABLE.cnf,1,0.1167,0.1167,7.8736,0.1167,0.1167
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/420/unif-k3-r4.25-v420-c1785-S180439591-093.cnf,1,0.0075,0.0075,14.1875,0.0074,0.0123
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1250-c25000-S1103412232-098-UNKNOWN.cnf,1,0.004,0.004,65.7331,0.004,0.004
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v250-c21250-S894356234-063-UNKNOWN.cnf,1,0.028,0.028,21.7826,0.028,0.028
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1250-c25000-S573815729-001-UNKNOWN.cnf,1,0.004,0.004,71.2857,0.004,0.004
SAT_Competition2009/RANDOM/MEDIUM/7SAT/UNKNOWN/75/unif-k7-r89-v75-c6675-S1736708510-089.cnf,1,0.0933,0.0933,9.341,0.0933,0.0933
SAT_Competition2007/random/OnTreshold/5SAT/v120/unif-k5-r21.3-v120-c2556-S1615006153-07.SAT.shuffled.cnf,1,0.0417,0.0417,9.803,0.0417,0.0417
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/70/unif-k7-r89-v70-c6230-S1794178048-059.cnf,1,0.1,0.1,8.7168,0.1,0.1
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v200-c17000-S970203146-047-UNKNOWN.cnf,1,0.035,0.035,17.9711,0.035,0.035
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/65/unif-k7-r89-v65-c5785-S400088537-049.cnf,1,0.1077,0.1077,8.4999,0.1077,0.1077
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/6000/unif-k3-r4.2-v6000-c25200-S2125430099-013.cnf,1,0.0005,0.0005,161.118,0.0005,0.0009
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v5000-c21000-S912026804-034-UNKNOWN.cnf,1,0.0006,0.0006,152.933,0.0006,0.0012
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v15000-c63000-S1386494586-003-UNKNOWN.cnf,1,0.0002,0.0002,902.333,0.0002,0.0003
SAT_Competition2007/random/OnTreshold/5SAT/v70/unif-k5-r21.3-v70-c1491-S15127148-17.SAT.shuffled.cnf,1,0.0714,0.0714,6.2378,0.0714,0.0714
SAT_Competition2007/random/LargeSize/3SAT/v7000/unif-k3-r4.2-v7000-c29400-S565127616-04.cnf,1,0.0004,0.0004,248.943,0.0004,0.0007
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v40000-c168000-S1368340883-085-UNKNOWN.cnf,1,0.0001,0.0001,8927,0.0001,0.0002
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1500-c30000-S1305346115-067-UNKNOWN.cnf,1,0.0033,0.0033,84.0569,0.0033,0.0033
SAT_Competition2007/random/2+p/p0.7/v6500/unif2p-p0.7-v6500-c17355-S549070267-05-SAT.cnf,1,0.0006,0.0006,70.24,0.0004,0.0026
SAT_Competition2007/random/OnTreshold/7SAT/v55/unif-k7-r89-v55-c4895-S1553613509-20.SAT.shuffled.cnf,1,0.1273,0.1273,7.4861,0.1273,0.1273
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v700-c2982-S900569154-026.SATISFIABLE.cnf,1,0.0045,0.0045,21.8779,0.0044,0.0073
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/10000/unif-k3-r4.2-v10000-c42000-S2108163340-010.cnf,1,0.0003,0.0003,300.842,0.0003,0.0006
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S914323646-060.cnf,1,0.0002,0.0002,583.667,0.0002,0.0003
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v35000-c147000-S625465881-078-UNKNOWN.cnf,1,0.0001,0.0001,1047,0.0001,0.0002
SAT_Competition2007/random/OnTreshold/5SAT/v80/unif-k5-r21.3-v80-c1704-S256297823-16.SAT.shuffled.cnf,1,0.0625,0.0625,7.7702,0.0625,0.0625
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v125-c2662-S1061710238-001.UNKNOWN.cnf,1,0.04,0.04,10.9687,0.04,0.04
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/200/unif-k7-r85-v200-c17000-S1588298513-036.cnf,1,0.035,0.035,18.1057,0.035,0.035
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v750-c15000-S976181807-056-UNKNOWN.cnf,1,0.0067,0.0067,41.6438,0.0067,0.0067
SAT_Competition2007/random/LargeSize/3SAT/v19000/unif-k3-r4.2-v19000-c79800-S1314701073-08.cnf,1,0.0002,0.0002,1067,0.0002,0.0003
SAT_Competition2007/random/2+p/p0.9/v990/unif2p-p0.9-v990-c3583-S1082766609-17-UNSAT.cnf,1,0.0032,0.0032,28.3525,0.0021,0.0064
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v2000-c40000-S1993071608-084-UNKNOWN.cnf,1,0.0025,0.0025,110.828,0.0025,0.0025
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/60/unif-k7-r89-v60-c5340-S1514821049-021.cnf,1,0.1167,0.1167,7.7851,0.1167,0.1167
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S41627158-13.cnf,1,0.0318,0.0318,19.6366,0.0318,0.0318
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v300-c25500-S1158419275-045-UNKNOWN.cnf,1,0.0233,0.0233,25.5889,0.0233,0.0233
SAT_Competition2009/RANDOM/MEDIUM/7SAT/UNKNOWN/75/unif-k7-r89-v75-c6675-S400162545-095.cnf,1,0.0933,0.0933,9.5436,0.0933,0.0933
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1926673460-089.SATISFIABLE.cnf,1,0.05,0.05,9.1804,0.05,0.05
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v90-c8010-S2039249975-038.SATISFIABLE.cnf,1,0.0778,0.0778,10.6342,0.0778,0.0778
SAT_Competition2007/random/OnTreshold/7SAT/v45/unif-k7-r89-v45-c4005-S1566131367-09.SAT.shuffled.cnf,1,0.1556,0.1556,6.5064,0.1556,0.1556
SAT_Competition2007/random/OnTreshold/5SAT/v90/unif-k5-r21.3-v90-c1917-S122221229-14.SAT.shuffled.cnf,1,0.0556,0.0556,8.0016,0.0556,0.0556
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1500-c30000-S1180959030-088-UNKNOWN.cnf,1,0.0033,0.0033,78.5364,0.0033,0.0033
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S547165541-056.cnf,1,0.05,0.05,13.4197,0.05,0.05
SAT_Competition2007/random/LargeSize/7SAT/v240/unif-k7-r85-v240-c20400-S1403172096-14.cnf,1,0.0292,0.0292,21.1608,0.0292,0.0292
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v40000-c168000-S471691933-060-UNKNOWN.cnf,1,0.0001,0.0001,7774.5,0.0001,0.0002
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/110/unif-k5-r21.3-v110-c2343-S914952752-019.cnf,1,0.0455,0.0455,9.7882,0.0455,0.0455
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/8000/unif-k3-r4.2-v8000-c33600-S500426663-025.cnf,1,0.0004,0.0004,317.593,0.0004,0.0006
SAT_Competition2007/random/OnTreshold/3SAT/v400/unif-k3-r4.26-v400-c1704-S1031412672-05.SAT.shuffled.cnf,1,0.0078,0.0078,13.4445,0.0077,0.0102
SAT_Competition2007/random/LargeSize/3SAT/v13000/unif-k3-r4.2-v13000-c54600-S1189233705-10.cnf,1,0.0002,0.0002,376.333,0.0002,0.0005
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/500/unif-k3-r4.25-v500-c2125-S658989873-070.cnf,1,0.0062,0.0062,16.3356,0.0061,0.0081
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/60/unif-k7-r89-v60-c5340-S326668183-079.cnf,1,0.1167,0.1167,7.9377,0.1167,0.1167
SAT_Competition2007/random/LargeSize/7SAT/v240/unif-k7-r85-v240-c20400-S1407716880-15.cnf,1,0.0292,0.0292,21.5907,0.0292,0.0292
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v800-c3408-S846876765-035.SATISFIABLE.cnf,1,0.0039,0.0039,25.9142,0.0039,0.0065
SAT_Competition2009/RANDOM/MEDIUM/7SAT/UNKNOWN/70/unif-k7-r89-v70-c6230-S1482824652-097.cnf,1,0.1,0.1,8.894,0.1,0.1
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/14000/unif-k3-r4.2-v14000-c58800-S648763183-023.cnf,1,0.0002,0.0002,536.875,0.0002,0.0004
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v90-c8010-S818753762-096.UNKNOWN.cnf,1,0.0778,0.0778,10.4894,0.0778,0.0778
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/8000/unif-k3-r4.2-v8000-c33600-S1760662955-050.cnf,1,0.0004,0.0004,291.429,0.0004,0.0008
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/60/unif-k7-r89-v60-c5340-S2037556208-016.cnf,1,0.1167,0.1167,7.9013,0.1167,0.1167
SAT_Competition2007/random/2+p/p0.8/v2035/unif2p-p0.8-v2035-c6328-S316347254-19-SAT.cnf,1,0.0017,0.0017,39.5275,0.0011,0.0046
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v150-c12750-S1101422472-003-UNKNOWN.cnf,1,0.0467,0.0467,14.3899,0.0467,0.0467
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/360/unif-k3-r4.25-v360-c1530-S368632549-051.cnf,1,0.0086,0.0086,12.9337,0.0085,0.0114
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v25000-c105000-S92008434-079-UNKNOWN.cnf,1,0.0001,0.0001,2074.75,0.0001,0.0002
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S2065143904-035.UNKNOWN.cnf,1,0.0048,0.0048,23.9603,0.0047,0.0078
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v40000-c168000-S845438593-067-UNKNOWN.cnf,1,0.0001,0.0001,934,0.0001,0.0002
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S501150091-001.cnf,1,0.005,0.005,53.5169,0.005,0.005
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/540/unif-k3-r4.25-v540-c2295-S1564075794-028.cnf,1,0.0058,0.0058,20.9885,0.0057,0.0076
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v5000-c21000-S425619685-036-UNKNOWN.cnf,1,0.0006,0.0006,146.333,0.0006,0.001
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v500-c2130-S1263625223-038.SATISFIABLE.cnf,1,0.0062,0.0062,15.3477,0.0061,0.0081
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1000-c20000-S698025027-034-UNKNOWN.cnf,1,0.005,0.005,56,0.005,0.005
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/75/unif-k7-r89-v75-c6675-S72273909-010.cnf,1,0.0933,0.0933,9.1878,0.0933,0.0933
SAT_Competition2007/random/2+p/p0.7/v6500/unif2p-p0.7-v6500-c17355-S384567560-10-UNKNOWN.cnf,1,0.0006,0.0006,76.1515,0.0004,0.0019
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S884941173-092.cnf,1,0.0455,0.0455,9.6909,0.0455,0.0455
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/6000/unif-k3-r4.2-v6000-c25200-S821759333-092.cnf,1,0.0005,0.0005,208.021,0.0005,0.0009
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1100/unif-k5-r20-v1100-c22000-S115851319-100.cnf,1,0.0045,0.0045,57.7881,0.0045,0.0045
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v20000-c84000-S525505471-054-UNKNOWN.cnf,1,0.0002,0.0002,888.5,0.0002,0.0003
SAT_Competition2007/random/OnTreshold/7SAT/v75/unif-k7-r89-v75-c6675-S1235873841-05.UNSAT.shuffled.cnf,1,0.0933,0.0933,9.4824,0.0933,0.0933
SAT_Competition2007/random/LargeSize/5SAT/v1000/unif-k5-r20-v1000-c20000-S1463391112-08.cnf,1,0.005,0.005,53.3239,0.005,0.005
SAT_Competition2007/random/LargeSize/3SAT/v4000/unif-k3-r4.2-v4000-c16800-S669431406-04.cnf,1,0.0008,0.0008,120.075,0.0008,0.0015
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S2124915970-046.UNKNOWN.cnf,1,0.0333,0.0333,12.9756,0.0333,0.0333
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v50000-c210000-S964643921-035-UNKNOWN.cnf,1,0.0001,0.0001,1924,0.0001,0.0001
SAT_Competition2007/random/2+p/p0.9/v990/unif2p-p0.9-v990-c3583-S1435246639-05-UNSAT.cnf,1,0.0032,0.0032,31.9283,0.0022,0.0065
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/100/unif-k5-r21.3-v100-c2130-S1772254584-042.cnf,1,0.05,0.05,9.1607,0.05,0.05
SAT_Competition2007/random/LargeSize/7SAT/v140/unif-k7-r85-v140-c11900-S342579098-10.cnf,1,0.05,0.05,13.2283,0.05,0.05
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/12000/unif-k3-r4.2-v12000-c50400-S1089166613-072.cnf,1,0.0003,0.0003,364.615,0.0003,0.0005
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S222128792-011.SATISFIABLE.cnf,1,0.0069,0.0069,15.6251,0.0068,0.0114
SAT_Competition2009/RANDOM/MEDIUM/7SAT/UNKNOWN/70/unif-k7-r89-v70-c6230-S1758422766-080.cnf,1,0.1,0.1,8.7256,0.1,0.1
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/200/unif-k7-r85-v200-c17000-S942507261-096.cnf,1,0.035,0.035,17.9055,0.035,0.035
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v2500-c10500-S1907658523-004-UNKNOWN.cnf,1,0.0013,0.0013,71,0.0012,0.0025
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v550-c2343-S720541313-052.UNKNOWN.cnf,1,0.0057,0.0057,22.7515,0.0056,0.0093
SAT_Competition2007/random/OnTreshold/5SAT/v120/unif-k5-r21.3-v120-c2556-S340864765-13.SAT.shuffled.cnf,1,0.0417,0.0417,9.9965,0.0417,0.0417
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v750-c15000-S888530894-020-UNKNOWN.cnf,1,0.0067,0.0067,42.5583,0.0067,0.0067
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v125-c2662-S1397972185-007.UNKNOWN.cnf,1,0.04,0.04,10.9381,0.04,0.04
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S449556655-088.cnf,1,0.0064,0.0064,16.4766,0.0064,0.0106
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S1550223396-041.cnf,1,0.0002,0.0002,612.5,0.0002,0.0003
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/60/unif-k7-r89-v60-c5340-S178043354-076.cnf,1,0.1167,0.1167,7.7828,0.1167,0.1167
SAT_Competition2007/random/LargeSize/5SAT/v1000/unif-k5-r20-v1000-c20000-S1022834397-10.cnf,1,0.005,0.005,55.7726,0.005,0.005
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S420719158-080.cnf,1,0.0002,0.0002,816.667,0.0002,0.0003
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v80-c7120-S1957603206-080.SATISFIABLE.cnf,1,0.0875,0.0875,9.6432,0.0875,0.0875
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S2050053883-062.SATISFIABLE.cnf,1,0.0051,0.0051,19.7585,0.0051,0.0067
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1800377425-032.UNKNOWN.cnf,1,0.0045,0.0045,23.3901,0.0044,0.0074
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1980584520-03.cnf,1,0.0318,0.0318,19.3819,0.0318,0.0318
SAT_Competition2007/random/OnTreshold/3SAT/v600/unif-k3-r4.261-v600-c2556-S1496918883-18.SAT.shuffled.cnf,1,0.0052,0.0052,17.6136,0.0051,0.0085
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1617172756-030.SATISFIABLE.cnf,1,0.0045,0.0045,20.7198,0.0044,0.0073
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S635440951-015.UNKNOWN.cnf,1,0.1,0.1,8.6669,0.1,0.1
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/540/unif-k3-r4.25-v540-c2295-S2142680239-019.cnf,1,0.0057,0.0057,17.7389,0.0057,0.0076
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v50000-c210000-S746725327-020-UNKNOWN.cnf,1,0.0001,0.0001,1783,0.0001,0.0001
