@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 3'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_Local_Variance NUMERIC
@ATTRIBUTE stats_tightness_75 NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC

@DATA
nmr_11_6_3.minion,1,0.477733,36,0.984848
nmr_11_6_4.minion,1,0.477733,20,0.984848
nmr_11_6_5.minion,1,0.477733,11,0.984848
nmr_11_7_3.minion,1,0.462985,36,0.987013
nmr_11_7_4.minion,1,0.462985,20,0.987013
nmr_11_7_5.minion,1,0.462985,11,0.987013
nmr_11_8_3.minion,1,0.451942,36,0.988636
nmr_11_8_4.minion,1,0.451942,20,0.988636
nmr_11_8_5.minion,1,0.451942,11,0.988636
nmr_11_9_3.minion,1,0.443363,36,0.989899
nmr_11_9_4.minion,1,0.443363,20,0.989899
nmr_11_9_5.minion,1,0.443363,11,0.989899
nmr_12_10_3.minion,1,0.431409,36,0.991667
nmr_12_10_4.minion,1,0.431409,20,0.991667
nmr_12_10_5.minion,1,0.431409,11,0.991667
nmr_12_11_3.minion,1,0.426233,36,0.992424
nmr_12_11_4.minion,1,0.426233,20,0.992424
nmr_12_11_5.minion,1,0.426233,11,0.992424
nmr_12_12_3.minion,1,0.421927,36,0.993056
nmr_12_12_4.minion,1,0.421927,20,0.993056
nmr_12_12_5.minion,1,0.421927,11,0.993056
nmr_12_5_3.minion,1,0.489077,36,0.983333
nmr_12_5_4.minion,1,0.489077,20,0.983333
nmr_12_5_5.minion,1,0.489077,11,0.983333
nmr_12_6_3.minion,1,0.4697,36,0.986111
nmr_12_6_4.minion,1,0.4697,20,0.986111
nmr_12_6_5.minion,1,0.4697,11,0.986111
nmr_12_7_3.minion,1,0.455955,36,0.988095
nmr_12_7_4.minion,1,0.455955,20,0.988095
nmr_12_7_5.minion,1,0.455955,11,0.988095
nmr_12_8_3.minion,1,0.445698,36,0.989583
nmr_12_8_4.minion,1,0.445698,20,0.989583
nmr_12_8_5.minion,1,0.445698,11,0.989583
nmr_12_9_3.minion,1,0.43775,36,0.990741
nmr_12_9_4.minion,1,0.43775,20,0.990741
nmr_12_9_5.minion,1,0.43775,11,0.990741
nmr_5_10_3.minion,1,0.509441,36,0.98
nmr_5_10_4.minion,1,0.509441,20,0.98
nmr_5_10_5.minion,1,0.509441,11,0.98
nmr_5_11_3.minion,1,0.498429,36,0.981818
nmr_5_11_4.minion,1,0.498429,20,0.981818
nmr_5_11_5.minion,1,0.498429,11,0.981818
nmr_5_12_3.minion,1,0.489077,36,0.983333
nmr_5_12_4.minion,1,0.489077,20,0.983333
nmr_5_12_5.minion,1,0.489077,11,0.983333
nmr_5_5_3.minion,1,0.616459,36,0.96
nmr_5_5_4.minion,1,0.616459,20,0.96
nmr_5_5_5.minion,1,0.616459,11,0.96
nmr_5_6_3.minion,1,0.583537,36,0.966667
nmr_5_6_4.minion,1,0.583537,20,0.966667
nmr_5_6_5.minion,1,0.583537,11,0.966667
nmr_5_7_3.minion,1,0.558378,36,0.971429
nmr_5_7_4.minion,1,0.558378,20,0.971429
nmr_5_7_5.minion,1,0.558378,11,0.971429
nmr_5_8_3.minion,1,0.538572,36,0.975
nmr_5_8_4.minion,1,0.538572,20,0.975
nmr_5_8_5.minion,1,0.538572,11,0.975
nmr_5_9_3.minion,1,0.522594,36,0.977778
nmr_5_9_4.minion,1,0.522594,20,0.977778
nmr_5_9_5.minion,1,0.522594,11,0.977778
nmr_6_10_3.minion,1,0.48725,36,0.983333
nmr_6_10_4.minion,1,0.48725,20,0.983333
nmr_6_10_5.minion,1,0.48725,11,0.983333
nmr_6_11_3.minion,1,0.477733,36,0.984848
nmr_6_11_4.minion,1,0.477733,20,0.984848
nmr_6_11_5.minion,1,0.477733,11,0.984848
nmr_6_12_3.minion,1,0.4697,36,0.986111
nmr_6_12_4.minion,1,0.4697,20,0.986111
nmr_6_12_5.minion,1,0.4697,11,0.986111
nmr_6_5_3.minion,1,0.583537,36,0.966667
nmr_6_5_4.minion,1,0.583537,20,0.966667
nmr_6_5_5.minion,1,0.583537,11,0.966667
nmr_6_6_3.minion,1,0.553051,36,0.972222
nmr_6_6_4.minion,1,0.553051,20,0.972222
nmr_6_6_5.minion,1,0.553051,11,0.972222
nmr_6_7_3.minion,1,0.530345,36,0.97619
nmr_6_7_4.minion,1,0.530345,20,0.97619
nmr_6_7_5.minion,1,0.530345,11,0.97619
nmr_6_8_3.minion,1,0.51274,36,0.979167
nmr_6_8_4.minion,1,0.51274,20,0.979167
nmr_6_8_5.minion,1,0.51274,11,0.979167
nmr_6_9_3.minion,1,0.498702,36,0.981481
nmr_6_9_4.minion,1,0.498702,20,0.981481
nmr_6_9_5.minion,1,0.498702,11,0.981481
nmr_7_10_3.minion,1,0.471348,36,0.985714
nmr_7_10_4.minion,1,0.471348,20,0.985714
nmr_7_10_5.minion,1,0.471348,11,0.985714
nmr_7_11_3.minion,1,0.462985,36,0.987013
nmr_7_11_4.minion,1,0.462985,20,0.987013
nmr_7_11_5.minion,1,0.462985,11,0.987013
nmr_7_12_3.minion,1,0.455955,36,0.988095
nmr_7_12_4.minion,1,0.455955,20,0.988095
nmr_7_12_5.minion,1,0.455955,11,0.988095
nmr_7_5_3.minion,1,0.558378,36,0.971429
nmr_7_5_4.minion,1,0.558378,20,0.971429
nmr_7_5_5.minion,1,0.558378,11,0.971429
nmr_7_6_3.minion,1,0.530345,36,0.97619
nmr_7_6_4.minion,1,0.530345,20,0.97619
nmr_7_6_5.minion,1,0.530345,11,0.97619
nmr_7_7_3.minion,1,0.50972,36,0.979592
nmr_7_7_4.minion,1,0.50972,20,0.979592
nmr_7_7_5.minion,1,0.50972,11,0.979592
nmr_7_8_3.minion,1,0.493942,36,0.982143
nmr_7_8_4.minion,1,0.493942,20,0.982143
nmr_7_8_5.minion,1,0.493942,11,0.982143
nmr_7_9_3.minion,1,0.481463,36,0.984127
nmr_7_9_4.minion,1,0.481463,20,0.984127
nmr_7_9_5.minion,1,0.481463,11,0.984127
nmr_8_10_3.minion,1,0.459393,36,0.9875
nmr_8_10_4.minion,1,0.459393,20,0.9875
nmr_8_10_5.minion,1,0.459393,11,0.9875
nmr_8_11_3.minion,1,0.451942,36,0.988636
nmr_8_11_4.minion,1,0.451942,20,0.988636
nmr_8_11_5.minion,1,0.451942,11,0.988636
nmr_8_12_3.minion,1,0.445698,36,0.989583
nmr_8_12_4.minion,1,0.445698,20,0.989583
nmr_8_12_5.minion,1,0.445698,11,0.989583
nmr_8_5_3.minion,1,0.538572,36,0.975
nmr_8_5_4.minion,1,0.538572,20,0.975
nmr_8_5_5.minion,1,0.538572,11,0.975
nmr_8_6_3.minion,1,0.51274,36,0.979167
nmr_8_6_4.minion,1,0.51274,20,0.979167
nmr_8_6_5.minion,1,0.51274,11,0.979167
nmr_8_7_3.minion,1,0.493942,36,0.982143
nmr_8_7_4.minion,1,0.493942,20,0.982143
nmr_8_7_5.minion,1,0.493942,11,0.982143
nmr_8_8_3.minion,1,0.479654,36,0.984375
nmr_8_8_4.minion,1,0.479654,20,0.984375
nmr_8_8_5.minion,1,0.479654,11,0.984375
nmr_8_9_3.minion,1,0.46844,36,0.986111
nmr_8_9_4.minion,1,0.46844,20,0.986111
nmr_8_9_5.minion,1,0.46844,11,0.986111
nmr_9_10_3.minion,1,0.450078,36,0.988889
nmr_9_10_4.minion,1,0.450078,20,0.988889
nmr_9_10_5.minion,1,0.450078,11,0.988889
nmr_9_11_3.minion,1,0.443363,36,0.989899
nmr_9_11_4.minion,1,0.443363,20,0.989899
nmr_9_11_5.minion,1,0.443363,11,0.989899
nmr_9_12_3.minion,1,0.43775,36,0.990741
nmr_9_12_4.minion,1,0.43775,20,0.990741
nmr_9_12_5.minion,1,0.43775,11,0.990741
nmr_9_5_3.minion,1,0.522594,36,0.977778
nmr_9_5_4.minion,1,0.522594,20,0.977778
nmr_9_5_5.minion,1,0.522594,11,0.977778
nmr_9_6_3.minion,1,0.498702,36,0.981481
nmr_9_6_4.minion,1,0.498702,20,0.981481
nmr_9_6_5.minion,1,0.498702,11,0.981481
nmr_9_7_3.minion,1,0.481463,36,0.984127
nmr_9_7_4.minion,1,0.481463,20,0.984127
nmr_9_7_5.minion,1,0.481463,11,0.984127
nmr_9_8_3.minion,1,0.46844,36,0.986111
nmr_9_8_4.minion,1,0.46844,20,0.986111
nmr_9_8_5.minion,1,0.46844,11,0.986111
nmr_9_9_3.minion,1,0.458255,36,0.987654
nmr_9_9_4.minion,1,0.458255,20,0.987654
nmr_9_9_5.minion,1,0.458255,11,0.987654
ortholatin-10.xml.minion,1,0.847717,999,0.33
ortholatin-15.xml.conv.minion,1,0.839391,993,0.331852
ortholatin-20.xml.conv.minion,1,0.834484,998,0.3325
ortholatin-2.xml.minion,1,0.861023,744,0.333333
ortholatin-5.xml.minion,1,0.863059,966,0.32
ortholatin-6.xml.minion,1,0.859328,987,0.324074
ortholatin-7.xml.minion,1,0.85587,995,0.326531
ortholatin-8.xml.minion,1,0.852793,998,0.328125
ortholatin-9.xml.minion,1,0.850089,996,0.329218
peg10.minion.converted.minion.gz,1,0.812118,558,0.00276
peg11.minion.converted.minion.gz,1,0.812118,558,0.00276
peg12.minion.converted.minion.gz,1,0.812118,558,0.00276
peg13.minion.converted.minion.gz,1,0.812118,558,0.00276
peg14.minion.converted.minion.gz,1,0.812118,558,0.00276
peg15.minion.converted.minion.gz,1,0.812118,558,0.00276
peg16.minion.converted.minion.gz,1,0.812118,558,0.00276
peg17.minion.converted.minion.gz,1,0.812118,558,0.00276
peg18.minion.converted.minion.gz,1,0.812118,558,0.00276
peg19.minion.converted.minion.gz,1,0.812118,558,0.00276
peg1.minion.converted.minion.gz,1,0.812118,558,0.00276
peg20.minion.converted.minion.gz,1,0.812118,558,0.00276
peg21.minion.converted.minion.gz,1,0.812118,558,0.00276
peg22.minion.converted.minion.gz,1,0.812118,558,0.00276
peg23.minion.converted.minion.gz,1,0.812118,558,0.00276
peg24.minion.converted.minion.gz,1,0.812118,558,0.00276
peg25.minion.converted.minion.gz,1,0.812118,558,0.00276
peg26.minion.converted.minion.gz,1,0.812118,558,0.00276
peg27.minion.converted.minion.gz,1,0.812118,558,0.00276
peg28.minion.converted.minion.gz,1,0.812118,558,0.00276
peg29.minion.converted.minion.gz,1,0.812118,558,0.00276
peg2.minion.converted.minion.gz,1,0.812118,558,0.00276
peg30.minion.converted.minion.gz,1,0.812118,558,0.00276
peg31.minion.converted.minion.gz,1,0.812118,558,0.00276
peg32.minion.converted.minion.gz,1,0.812118,558,0.00276
peg33.minion.converted.minion.gz,1,0.812118,558,0.00276
peg3.minion.converted.minion.gz,1,0.812118,558,0.00276
peg4.minion.converted.minion.gz,1,0.812118,558,0.00276
peg5.minion.converted.minion.gz,1,0.812118,558,0.00276
peg6.minion.converted.minion.gz,1,0.812118,558,0.00276
peg7.minion.converted.minion.gz,1,0.812118,558,0.00276
peg8.minion.converted.minion.gz,1,0.812118,558,0.00276
peg9.minion.converted.minion.gz,1,0.812118,558,0.00276
pigeons-10_ext.xml.minion,1,0.390533,1000,0.9
pigeons-10.xml.minion.conv.minion,1,0.322066,96,0.9
pigeons-11_ext.xml.minion,1,0.367347,1000,0.909091
pigeons-11.xml.minion.conv.minion,1,0.298953,104,0.909091
pigeons-12_ext.xml.minion,1,0.346667,1000,0.916667
pigeons-12.xml.minion.conv.minion,1,0.278801,99,0.916667
pigeons-13_ext.xml.minion,1,0.328125,1000,0.923077
pigeons-13.xml.minion.conv.minion,1,0.261106,97,0.923077
pigeons-14_ext.xml.minion,1,0.311419,1000,0.928571
pigeons-14.xml.minion.conv.minion,1,0.245461,87,0.928571
pigeons-15_ext.xml.minion,1,0.296296,1000,0.933333
pigeons-15.xml.minion.conv.minion,1,0.231542,88,0.933333
pigeons-16.xml.minion.conv.minion,1,0.219085,72,0.9375
pigeons-18_ext.xml.minion,1,0.258503,1000,0.944444
pigeons-18.xml.minion.conv.minion,1,0.197742,55,0.944444
pigeons-20_ext.xml.minion,1,0.238185,1000,0.95
pigeons-20.xml.minion.conv.minion,1,0.18014,56,0.95
pigeons-25_ext.xml.minion,1,0.19898,1000,0.96
pigeons-25.xml.minion.conv.minion,1,0.147258,50,0.96
pigeons-30_ext.xml.minion,1,0.170799,1000,0.966667
pigeons-30.xml.minion.conv.minion,1,0.124473,32,0.966667
pigeons-35_ext.xml.minion,1,0.149584,1000,0.971429
pigeons-35.xml.minion.conv.minion,1,0.10777,25,0.971429
pigeons-40_ext.xml.minion,1,0.133045,1000,0.975
pigeons-40.xml.minion.conv.minion,1,0.095009,29,0.975
pigeons-45_ext.xml.minion,1,0.119792,1000,0.977778
pigeons-45.xml.minion.conv.minion,1,0.084944,24,0.977778
pigeons-50_ext.xml.minion,1,0.108936,1000,0.98
pigeons-50.xml.minion.conv.minion,1,0.076804,24,0.98
pigeons-5_ext.xml.minion,1,0.5625,1000,0.8
pigeons-5.xml.minion.conv.minion,1,0.507812,263,0.8
pigeons-6_ext.xml.minion,1,0.518519,1000,0.833333
pigeons-6.xml.minion.conv.minion,1,0.458678,184,0.833333
pigeons-7_ext.xml.minion,1,0.48,1000,0.857143
pigeons-7.xml.minion.conv.minion,1,0.416171,169,0.857143
pigeons-8_ext.xml.minion,1,0.446281,1000,0.875
pigeons-8.xml.minion.conv.minion,1,0.379839,154,0.875
pigeons-9_ext.xml.minion,1,0.416667,1000,0.888889
pigeons-9.xml.minion.conv.minion,1,0.348771,136,0.888889
pret-150-25_ext.xml.minion.converted.minion.gz,1,0.794134,499,0.026667
pret-150-40_ext.xml.minion.converted.minion.gz,1,0.794134,501,0.026667
pret-150-60_ext.xml.minion.converted.minion.gz,1,0.794134,501,0.026667
pret-150-75_ext.xml.minion.converted.minion.gz,1,0.794134,501,0.026667
pret-60-25_ext.xml.minion.converted.minion.gz,1,0.795234,499,0.066667
pret-60-40_ext.xml.minion.converted.minion.gz,1,0.795234,501,0.066667
pret-60-60_ext.xml.minion.converted.minion.gz,1,0.795234,501,0.066667
pret-60-75_ext.xml.minion.converted.minion.gz,1,0.795234,501,0.066667
qcp-10-67-0_ext.xml.minion.gz,1,0.69168,104,0.13
qcp-10-67-1_ext.xml.minion.gz,1,0.691679,104,0.13
qcp-10-67-2_ext.xml.minion.gz,1,0.69168,104,0.13
qcp-10-67-3_ext.xml.minion.gz,1,0.69168,104,0.13
qcp-10-67-4_ext.xml.minion.gz,1,0.691679,104,0.13
qcp-10-67-5_ext.xml.minion.gz,1,0.691682,104,0.13
qcp-10-67-6_ext.xml.minion.gz,1,0.691677,104,0.13
qcp-10-67-7_ext.xml.minion.gz,1,0.691678,104,0.13
qcp-10-67-8_ext.xml.minion.gz,1,0.691679,104,0.13
qcp-10-67-9_ext.xml.minion.gz,1,0.691678,104,0.13
qcp-15-120-0_ext.xml.minion.gz,1,0.685493,72,0.071111
qcp-15-120-1_ext.xml.minion.gz,1,0.685494,72,0.071111
qcp-15-120-2_ext.xml.minion.gz,1,0.685486,72,0.071111
qcp-15-120-3_ext.xml.minion.gz,1,0.685487,72,0.071111
qcp-15-120-4_ext.xml.minion.gz,1,0.685494,72,0.071111
qcp-15-120-5_ext.xml.minion.gz,1,0.685494,72,0.071111
qcp-15-120-6_ext.xml.minion.gz,1,0.685494,72,0.071111
qcp-15-120-7_ext.xml.minion.gz,1,0.685487,72,0.071111
qcp-15-120-8_ext.xml.minion.gz,1,0.685494,72,0.071111
qcp-15-120-9_ext.xml.minion.gz,1,0.685494,72,0.071111
qcp-20-187-0_ext.xml.minion.gz,1,0.682059,51,0.0475
qcp-20-187-1_ext.xml.minion.gz,1,0.682059,51,0.0475
qcp-20-187-2_ext.xml.minion.gz,1,0.682059,53,0.0475
qcp-20-187-3_ext.xml.minion.gz,1,0.682059,53,0.0475
qcp-20-187-4_ext.xml.minion.gz,1,0.682059,53,0.0475
qcp-20-187-5_ext.xml.minion.gz,1,0.682059,51,0.0475
qcp-20-187-6_ext.xml.minion.gz,1,0.682059,51,0.045
qcp-20-187-7_ext.xml.minion.gz,1,0.682059,53,0.0475
qcp-20-187-8_ext.xml.minion.gz,1,0.682059,51,0.0475
qcp-20-187-9_ext.xml.minion.gz,1,0.682059,51,0.0475
qcp-25-264-0_ext.xml.minion.gz,1,0.679893,42,0.0336
qcp-25-264-1_ext.xml.minion.gz,1,0.679893,43,0.0336
qcp-25-264-2_ext.xml.minion.gz,1,0.679893,43,0.0336
qcp-25-264-3_ext.xml.minion.gz,1,0.679893,43,0.0336
qcp-25-264-4_ext.xml.minion.gz,1,0.679893,43,0.0336
qcp-25-264-5_ext.xml.minion.gz,1,0.679893,43,0.0336
qcp-25-264-6_ext.xml.minion.gz,1,0.679893,43,0.0336
qcp-25-264-7_ext.xml.minion.gz,1,0.679893,43,0.0336
qcp-25-264-8_ext.xml.minion.gz,1,0.679893,43,0.0336
qcp-25-264-9_ext.xml.minion.gz,1,0.679893,42,0.0336
queens-100.xml.minion.conv.minion,1,-6.387046,490,0.0099
queens-10.xml.minion.conv.minion,1,0.932711,475,0.09
queens-120.xml.minion.conv.minion,1,-0.476389,488,0.008264
queens-12.xml.minion.conv.minion,1,0.932239,436,0.076389
queens-150.xml.minion.conv.minion,1,0.818298,498,0.006622
queens-15.xml.minion.conv.minion,1,0.931778,466,0.062222
queens-20.xml.minion.conv.minion,1,0.931329,471,0.0475
queens-30.xml.minion.conv.minion,1,0.930893,461,0.032222
queens-4.xml.minion.conv.minion,1,0.937387,423,0.1875
queens-50.xml.minion.conv.minion,1,0.930552,493,0.0196
queens-5-5-3-ext.xml.minion.converted.minion.gz,1,0.697597,324,0.48
queens-5-5-4-ext.xml.minion.converted.minion.gz,1,0.697597,263,0.48
queens-5-5-5-ext.xml.minion.converted.minion.gz,1,0.697597,184,0.48
queens-80.xml.minion.conv.minion,1,0.63449,491,0.012344
queens-8.xml.minion.conv.minion,1,0.933441,482,0.109375
qwh-10-57-0_ext.xml.minion.gz,1,0.693868,104,0.11
qwh-10-57-1_ext.xml.minion.gz,1,0.693867,104,0.11
qwh-10-57-2_ext.xml.minion.gz,1,0.693869,104,0.11
qwh-10-57-3_ext.xml.minion.gz,1,0.69387,104,0.11
qwh-10-57-4_ext.xml.minion.gz,1,0.693864,104,0.11
qwh-10-57-5_ext.xml.minion.gz,1,0.693868,104,0.11
qwh-10-57-6_ext.xml.minion.gz,1,0.693866,104,0.11
qwh-10-57-7_ext.xml.minion.gz,1,0.693869,104,0.11
qwh-10-57-8_ext.xml.minion.gz,1,0.693864,104,0.11
qwh-10-57-9_ext.xml.minion.gz,1,0.693859,104,0.11
qwh-15-106-0_ext.xml.minion.gz,1,0.687034,72,0.062222
qwh-15-106-1_ext.xml.minion.gz,1,0.687033,72,0.062222
qwh-15-106-2_ext.xml.minion.gz,1,0.687034,72,0.062222
qwh-15-106-3_ext.xml.minion.gz,1,0.687033,72,0.062222
qwh-15-106-4_ext.xml.minion.gz,1,0.687034,72,0.062222
qwh-15-106-5_ext.xml.minion.gz,1,0.687033,72,0.062222
qwh-15-106-6_ext.xml.minion.gz,1,0.687033,72,0.062222
qwh-15-106-7_ext.xml.minion.gz,1,0.687033,72,0.062222
qwh-15-106-8_ext.xml.minion.gz,1,0.687034,72,0.062222
qwh-15-106-9_ext.xml.minion.gz,1,0.687033,72,0.062222
qwh-20-166-0_ext.xml.minion.gz,1,0.683377,53,0.0425
qwh-20-166-1_ext.xml.minion.gz,1,0.683378,53,0.0425
qwh-20-166-2_ext.xml.minion.gz,1,0.683377,53,0.0425
qwh-20-166-3_ext.xml.minion.gz,1,0.683378,51,0.0425
qwh-20-166-4_ext.xml.minion.gz,1,0.683377,53,0.0425
qwh-20-166-5_ext.xml.minion.gz,1,0.683377,51,0.0425
qwh-20-166-6_ext.xml.minion.gz,1,0.683378,53,0.0425
qwh-20-166-7_ext.xml.minion.gz,1,0.683377,53,0.0425
qwh-20-166-8_ext.xml.minion.gz,1,0.683377,53,0.0425
qwh-20-166-9_ext.xml.minion.gz,1,0.683378,53,0.0425
qwh-25-235-0_ext.xml.minion.gz,1,0.681061,43,0.0304
qwh-25-235-1_ext.xml.minion.gz,1,0.681061,43,0.0304
qwh-25-235-2_ext.xml.minion.gz,1,0.68106,43,0.0304
qwh-25-235-3_ext.xml.minion.gz,1,0.68106,43,0.0304
qwh-25-235-4_ext.xml.minion.gz,1,0.681061,43,0.0304
qwh-25-235-5_ext.xml.minion.gz,1,0.681061,43,0.0304
qwh-25-235-6_ext.xml.minion.gz,1,0.68106,43,0.0304
qwh-25-235-7_ext.xml.minion.gz,1,0.681061,43,0.0304
qwh-25-235-8_ext.xml.minion.gz,1,0.681061,43,0.0304
qwh-25-235-9_ext.xml.minion.gz,1,0.681061,43,0.0304
rand-2-30-15-306-230-11_ext.xml.minion.gz,1,0.715938,382,0.4
rand-2-30-15-306-230-13_ext.xml.minion.gz,1,0.734759,401,0.366667
rand-2-30-15-306-230-15_ext.xml.minion.gz,1,0.726895,391,0.366667
rand-2-30-15-306-230-17_ext.xml.minion.gz,1,0.725153,387,0.366667
rand-2-30-15-306-230-19_ext.xml.minion.gz,1,0.717282,386,0.366667
rand-2-30-15-306-230-1_ext.xml.minion.gz,1,0.724257,385,0.366667
rand-2-30-15-306-230-21_ext.xml.minion.gz,1,0.730754,385,0.366667
rand-2-30-15-306-230-23_ext.xml.minion.gz,1,0.737113,383,0.4
rand-2-30-15-306-230-25_ext.xml.minion.gz,1,0.728071,392,0.366667
rand-2-30-15-306-230-27_ext.xml.minion.gz,1,0.720831,392,0.366667
rand-2-30-15-306-230-29_ext.xml.minion.gz,1,0.726665,385,0.366667
rand-2-30-15-306-230-31_ext.xml.minion.gz,1,0.724927,394,0.366667
rand-2-30-15-306-230-33_ext.xml.minion.gz,1,0.725763,378,0.4
rand-2-30-15-306-230-35_ext.xml.minion.gz,1,0.72382,384,0.366667
rand-2-30-15-306-230-37_ext.xml.minion.gz,1,0.735281,254,0.366667
rand-2-30-15-306-230-39_ext.xml.minion.gz,1,0.725153,384,0.366667
rand-2-30-15-306-230-3_ext.xml.minion.gz,1,0.729527,385,0.366667
rand-2-30-15-306-230-41_ext.xml.minion.gz,1,0.734253,372,0.4
rand-2-30-15-306-230-43_ext.xml.minion.gz,1,0.72382,385,0.4
rand-2-30-15-306-230-45_ext.xml.minion.gz,1,0.721615,381,0.366667
rand-2-30-15-306-230-47_ext.xml.minion.gz,1,0.718768,381,0.4
rand-2-30-15-306-230-49_ext.xml.minion.gz,1,0.729527,389,0.4
rand-2-30-15-306-230-6_ext.xml.minion.gz,1,0.724702,386,0.366667
rand-2-30-15-306-230-7_ext.xml.minion.gz,1,0.731654,385,0.4
rand-2-30-15-306-230-9_ext.xml.minion.gz,1,0.718967,378,0.366667
rand-2-30-15-306-230-fcd-11_ext.xml.minion.gz,1,0.718374,384,0.4
rand-2-30-15-306-230-fcd-13_ext.xml.minion.gz,1,0.734759,393,0.366667
rand-2-30-15-306-230-fcd-15_ext.xml.minion.gz,1,0.726895,390,0.366667
rand-2-30-15-306-230-fcd-17_ext.xml.minion.gz,1,0.725153,383,0.366667
rand-2-30-15-306-230-fcd-19_ext.xml.minion.gz,1,0.712212,393,0.366667
rand-2-30-15-306-230-fcd-21_ext.xml.minion.gz,1,0.735562,394,0.366667
rand-2-30-15-306-230-fcd-23_ext.xml.minion.gz,1,0.734771,390,0.4
rand-2-30-15-306-230-fcd-25_ext.xml.minion.gz,1,0.728071,398,0.366667
rand-2-30-15-306-230-fcd-27_ext.xml.minion.gz,1,0.718287,392,0.366667
rand-2-30-15-306-230-fcd-29_ext.xml.minion.gz,1,0.726665,376,0.366667
rand-2-30-15-306-230-fcd-31_ext.xml.minion.gz,1,0.722469,391,0.366667
rand-2-30-15-306-230-fcd-33_ext.xml.minion.gz,1,0.728114,375,0.4
rand-2-30-15-306-230-fcd-35_ext.xml.minion.gz,1,0.72621,377,0.366667
rand-2-30-15-306-230-fcd-37_ext.xml.minion.gz,1,0.737546,254,0.366667
rand-2-30-15-306-230-fcd-39_ext.xml.minion.gz,1,0.725153,386,0.366667
rand-2-30-15-306-230-fcd-41_ext.xml.minion.gz,1,0.734253,378,0.4
rand-2-30-15-306-230-fcd-43_ext.xml.minion.gz,1,0.72382,378,0.4
rand-2-30-15-306-230-fcd-45_ext.xml.minion.gz,1,0.721615,385,0.366667
rand-2-30-15-306-230-fcd-47_ext.xml.minion.gz,1,0.718768,386,0.4
rand-2-30-15-306-230-fcd-49_ext.xml.minion.gz,1,0.729527,387,0.4
rand-23-23-253-131-46021_ext.xml.minion.gz,1,0.685923,256,0.956522
rand-23-23-253-131-47021_ext.xml.minion.gz,1,0.685923,258,0.956522
rand-23-23-253-131-48021_ext.xml.minion.gz,1,0.685923,256,0.956522
rand-23-23-253-131-49021_ext.xml.minion.gz,1,0.685923,258,0.956522
rand-23-23-253-131-50021_ext.xml.minion.gz,1,0.685923,258,0.956522
rand-23-23-253-131-51021_ext.xml.minion.gz,1,0.685923,256,0.956522
rand-23-23-253-131-52021_ext.xml.minion.gz,1,0.685923,256,0.956522
rand-23-23-253-131-53021_ext.xml.minion.gz,1,0.685923,260,0.956522
rand-23-23-253-131-54021_ext.xml.minion.gz,1,0.685923,257,0.956522
rand-23-23-253-131-55021_ext.xml.minion.gz,1,0.685923,258,0.956522
rand-2-40-11-414-200-11_ext.xml.minion.gz,1,0.686658,224,0.4
rand-2-40-11-414-200-13_ext.xml.minion.gz,1,0.686658,230,0.4
rand-2-40-11-414-200-15_ext.xml.minion.gz,1,0.686658,226,0.4
rand-2-40-11-414-200-17_ext.xml.minion.gz,1,0.686658,222,0.4
rand-2-40-11-414-200-19_ext.xml.minion.gz,1,0.686658,229,0.4
rand-2-40-11-414-200-1_ext.xml.minion.gz,1,0.686658,227,0.425
rand-2-40-11-414-200-21_ext.xml.minion.gz,1,0.686658,225,0.4
rand-2-40-11-414-200-23_ext.xml.minion.gz,1,0.686658,231,0.4
rand-2-40-11-414-200-25_ext.xml.minion.gz,1,0.686658,227,0.4
rand-2-40-11-414-200-27_ext.xml.minion.gz,1,0.686658,226,0.375
rand-2-40-11-414-200-29_ext.xml.minion.gz,1,0.686658,226,0.425
rand-2-40-11-414-200-31_ext.xml.minion.gz,1,0.686658,226,0.4
rand-2-40-11-414-200-33_ext.xml.minion.gz,1,0.686658,223,0.4
rand-2-40-11-414-200-35_ext.xml.minion.gz,1,0.686658,222,0.4
rand-2-40-11-414-200-37_ext.xml.minion.gz,1,0.686658,226,0.375
rand-2-40-11-414-200-39_ext.xml.minion.gz,1,0.686658,224,0.4
rand-2-40-11-414-200-3_ext.xml.minion.gz,1,0.686658,225,0.4
rand-2-40-11-414-200-41_ext.xml.minion.gz,1,0.686658,228,0.4
rand-2-40-11-414-200-43_ext.xml.minion.gz,1,0.686658,225,0.4
rand-2-40-11-414-200-45_ext.xml.minion.gz,1,0.686658,229,0.4
rand-2-40-11-414-200-47_ext.xml.minion.gz,1,0.686658,225,0.4
rand-2-40-11-414-200-49_ext.xml.minion.gz,1,0.686658,227,0.4
rand-2-40-11-414-200-51_ext.xml.minion.gz,1,0.686658,226,0.4
rand-2-40-11-414-200-53_ext.xml.minion.gz,1,0.686658,225,0.4
rand-2-40-11-414-200-55_ext.xml.minion.gz,1,0.686658,226,0.375
rand-2-40-11-414-200-57_ext.xml.minion.gz,1,0.686658,224,0.4
rand-2-40-11-414-200-59_ext.xml.minion.gz,1,0.686658,224,0.4
rand-2-40-11-414-200-5_ext.xml.minion.gz,1,0.686658,227,0.4
