@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE c_avg_dom_cons NUMERIC
@ATTRIBUTE gr_avg_deg_vg NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE c_max_dom_cons NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE d_int_cons NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE c_logprod_deg_cons NUMERIC
@ATTRIBUTE v_ent_dom_vars NUMERIC
@ATTRIBUTE v_ent_deg_vars NUMERIC
@ATTRIBUTE v_logprod_dom_vars NUMERIC
@ATTRIBUTE c_cv_dom_cons NUMERIC
@ATTRIBUTE v_ent_domdeg_vars NUMERIC
@ATTRIBUTE v_sum_domdeg_vars NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE c_sum_ari_cons NUMERIC
@ATTRIBUTE c_ent_domdeg_cons NUMERIC
@ATTRIBUTE gr_ent_deg_vg NUMERIC
@ATTRIBUTE c_num_cons NUMERIC
@ATTRIBUTE gr_cv_deg_vg NUMERIC
@ATTRIBUTE v_intro_vars NUMERIC
@ATTRIBUTE v_def_vars NUMERIC
@ATTRIBUTE d_ratio_array_cons NUMERIC
@ATTRIBUTE c_sum_domdeg_cons NUMERIC
@ATTRIBUTE d_bool_vars NUMERIC
@ATTRIBUTE v_logprod_deg_vars NUMERIC
@ATTRIBUTE v_num_vars NUMERIC
@ATTRIBUTE v_sum_deg_vars NUMERIC
@ATTRIBUTE v_cv_domdeg_vars NUMERIC
@ATTRIBUTE v_max_dom_vars NUMERIC
@ATTRIBUTE c_logprod_dom_cons NUMERIC
@ATTRIBUTE d_int_vars NUMERIC
@ATTRIBUTE d_array_cons NUMERIC
@ATTRIBUTE gr_avg_diam_vg NUMERIC
@ATTRIBUTE c_avg_deg_cons NUMERIC
@ATTRIBUTE c_sum_dom_cons NUMERIC
@ATTRIBUTE c_cv_deg_cons NUMERIC
@ATTRIBUTE v_max_domdeg_vars NUMERIC
@ATTRIBUTE o_di_de NUMERIC
@ATTRIBUTE dy_static_time NUMERIC
@ATTRIBUTE c_ent_deg_cons NUMERIC
@ATTRIBUTE v_cv_deg_vars NUMERIC
@ATTRIBUTE gr_ent_diam_vg NUMERIC
@ATTRIBUTE dy_tot_time NUMERIC
@ATTRIBUTE gr_cv_diam_vg NUMERIC
@ATTRIBUTE gr_max_diam_vg NUMERIC
@ATTRIBUTE dy_fzn_time NUMERIC
@ATTRIBUTE v_min_domdeg_vars NUMERIC
@ATTRIBUTE v_max_deg_vars NUMERIC
@ATTRIBUTE gr_cv_deg_cg NUMERIC
@ATTRIBUTE gr_max_deg_vg NUMERIC
@ATTRIBUTE v_num_consts NUMERIC
@ATTRIBUTE gr_ent_deg_cg NUMERIC
@ATTRIBUTE v_ratio_bounded NUMERIC

@DATA
nsp/nsp_1.mzn_AND_nsp/period_14/95.dzn,1,1.206167,0.829072,3.444053,10.993294,15.559471,0.989774,264319.414097,123390.712052,3.844992,0.38326,54.253497,0.61674,8.640914,900007605,4065,1.643068,5596.888497,0.637809,1.518843,4871.407353,1.108838,0.590843,420145374.536139,1.101559,24.253497,12276,1.583754,2.269965,4107,1.799284,2100,2100,0,15791.38072,2100,4975.080492,3405,11727,8.945137,20000001,10340.267992,1305,0,9.273128,2.855369,45149.460104,1.018013,10000000.5,0,4.1,1.128898,3.631802,2.640313,6.54,0.395752,18,0.36,0.285714,421,1.423414,840,50,2.803463,0.014684
nsp/nsp_1.mzn_AND_nsp/period_14/64.dzn,1,1.206167,0.829072,3.444053,10.993294,15.559471,0.989774,264319.414097,123390.712052,3.844992,0.38326,54.253497,0.61674,8.640914,900007605,4065,1.643068,5596.888497,0.637809,1.518843,4871.407353,1.108838,0.590843,420145374.536139,1.101559,24.253497,12276,1.583754,2.269965,4107,1.799284,2100,2100,0,15791.38072,2100,4975.080492,3405,11727,8.945137,20000001,10340.267992,1305,0,9.273128,2.855369,45149.460104,1.018013,10000000.5,0,4.1,1.128898,3.631802,2.640313,6.54,0.395752,18,0.36,0.285714,421,1.423414,840,50,2.803463,0.014684
nsp/nsp_1.mzn_AND_nsp/period_14/6.dzn,1,1.215652,0.822604,3.424348,11.268363,9.878261,0.979971,521741.347826,243643.941485,4.057073,0.391304,39.253497,0.608696,6.110075,900003825,2055,1.73382,2862.406126,0.703756,1.43319,2981.407353,1.067048,0.662012,420285799.060935,1.155741,24.253497,6246,1.636993,2.319233,2097,1.850675,1050,1050,0,8507.682097,1050,2518.627029,1725,5907,6.325809,20000001,5375.021656,675,0,9.226087,2.816881,23629.75716,0.695453,10000000.5,0,2.76,1.230315,2.574919,2.683251,5,0.394087,18,0.18,0.285714,211,1.372483,420,50,2.873935,0.028986
nsp/nsp_1.mzn_AND_nsp/period_14/31.dzn,1,1.207234,0.82834,3.441838,11.024432,14.428152,0.988664,293257.363636,136904.817366,3.868316,0.384164,51.253497,0.615836,8.197498,900006849,3663,1.654437,5051.839933,0.645913,1.509266,4493.407353,1.10252,0.599535,420160884.49642,1.109,24.253497,11070,1.590366,2.276195,3705,1.814503,1890,1890,0,14332.109365,1890,4483.932878,3069,10563,8.486202,20000001,9347.693883,1179,0,9.26784,2.851012,40845.519515,0.961824,10000000.5,0,4.09,1.141473,3.446426,2.645863,6.47,0.39557,18,0.32,0.285714,379,1.417488,756,50,2.812536,0.016292
nsp/nsp_1.mzn_AND_nsp/period_14/89.dzn,1,1.206167,0.829072,3.444053,10.993294,15.559471,0.989774,264319.414097,123390.712052,3.844992,0.38326,54.253497,0.61674,8.640914,900007605,4065,1.643068,5596.888497,0.637809,1.518843,4871.407353,1.108838,0.590843,420145374.536139,1.101559,24.253497,12276,1.583754,2.269965,4107,1.799284,2100,2100,0,15791.38072,2100,4975.080492,3405,11727,8.945137,20000001,10340.267992,1305,0,9.273128,2.855369,45149.460104,1.018013,10000000.5,0,4.11,1.128898,3.631802,2.640313,6.55,0.395752,18,0.36,0.285714,421,1.423414,840,50,2.803463,0.014684
nsp/nsp_1.mzn_AND_nsp/period_14/38.dzn,1,1.208562,0.82743,3.439078,11.063148,13.29528,0.987284,329310.681668,153743.260565,3.897562,0.385291,48.253497,0.614709,7.728681,900006093,3261,1.668111,4506.091761,0.65572,1.497312,4115.407353,1.095544,0.610073,420180331.123358,1.117745,24.253497,9864,1.598342,2.283666,3303,1.82887,1680,1680,0,12873.648131,1680,3992.731784,2733,9399,8.000985,20000001,8354.911822,1053,0,9.261251,2.845595,36541.578926,0.902265,10000000.5,0,4.07,1.156649,3.250504,2.652475,6.43,0.395342,18,0.28,0.285714,337,1.410178,672,50,2.823356,0.018295
nsp/nsp_1.mzn_AND_nsp/period_28/69.dzn,1,1.232702,0.811226,3.52446,10.817085,15.619216,0.989989,255621.449537,123413.68993,3.776666,0.382988,54.253497,0.617012,8.78863,1740015207,8307,1.629216,11479.070244,0.635328,1.504534,9670.054216,1.119835,0.612819,840076987.35632,1.110229,24.253497,25086,1.571152,2.164046,8391,2.399607,4200,4200,0,31690.00095,4200,10114.374215,6807,23991,8.945439,20000001,20952.028872,2607,0,11.010577,2.859135,90766.159718,1.005844,10000000.5,0,9.66,1.119895,5.013182,3.052283,12.81,0.535554,27,1.04,0.285714,841,-1,1680,92,-1,0.013515
nsp/nsp_1.mzn_AND_nsp/period_14/97.dzn,1,1.206167,0.829072,3.444053,10.993294,15.559471,0.989774,264319.414097,123390.712052,3.844992,0.38326,54.253497,0.61674,8.640914,900007605,4065,1.643068,5596.888497,0.637809,1.518843,4871.407353,1.108838,0.590843,420145374.536139,1.101559,24.253497,12276,1.583754,2.269965,4107,1.799284,2100,2100,0,15791.38072,2100,4975.080492,3405,11727,8.945137,20000001,10340.267992,1305,0,9.273128,2.855369,45149.460104,1.018013,10000000.5,0,4.11,1.128898,3.631802,2.640313,6.56,0.395752,18,0.36,0.285714,421,1.423414,840,50,2.803463,0.014684
normalized-super-queens-2.xml.mzn_AND_NODATA,1,1.989967,0.502521,3.979933,13.783262,3.979933,1,149.168896,74.252523,6.850335,1,20.924337,0,0.331831,4460150,59500,1.999994,53336.693136,0.999968,0.064628,213393.911271,0.366886,1.057939,2220150.440173,0.031375,7.14024,133850,0,1.057939,59500,6.399462,29700,29700,0,407594.952623,0,31326.961982,29900,119000,0.342091,199,218476.998627,29900,0,3.489967,2,820104.108978,0.353256,99.5,200,138,1.499158,6.394561,1.05125,145.57,0.147023,4,5.02,0.251889,397,-1,397,0,-1,0
normalized-rand-2-50-23-587-230-fcd-50_ext.xml.mzn_AND_NODATA,1,51.695,0.019344,103.39,2.067706,103.39,0.018538,2.875,0.059118,1.033853,0.041667,9.047124,0.958333,1.459601,3450,1150,0.137534,62034,0.249882,-103.639855,1376.178098,0.238104,0.249882,70.941372,0.238104,4.523562,125218,0.137534,6.526543,62034,0.27204,1150,1150,0.981123,64134.042926,1150,7938.268927,1200,124068,3.201007,23,63765.165392,50,60863,27.656667,2,128268.085852,0,1,50,4.76,0,0.27204,4.978357,612.95,0.316589,53,605.89,0.010204,196,-1,196,9954,-1,8.295
normalized-rand-2-50-23-587-230-fcd-46_ext.xml.mzn_AND_NODATA,1,52.364167,0.019097,104.728333,2.066617,104.728333,0.018301,2.875,0.058908,1.033308,0.041667,9.047124,0.958333,1.459601,3450,1150,0.135757,62837,0.249882,-92.997624,1376.178098,0.235963,0.249882,70.689494,0.235963,4.523562,126824,0.135757,6.395246,62837,0.257319,1150,1150,0.981396,64929.995802,1150,7964.994722,1200,125674,3.225875,23,64563.810474,50,61668,29.255833,2,129859.991604,0,1,50,4.72,0,0.257319,4.507846,631.55,0.225148,50,624.51,0.0125,160,-1,160,9072,-1,7.56
normalized-rand-2-50-23-587-230-fcd-5_ext.xml.mzn_AND_NODATA,1,52.525833,0.019038,105.051667,2.066412,105.051667,0.018245,2.875,0.058892,1.033206,0.041667,9.047124,0.958333,1.459601,3450,1150,0.135422,63031,0.249882,-93.730901,1376.178098,0.23563,0.249882,70.670338,0.23563,4.523562,127212,0.135422,6.513369,63031,0.271305,1150,1150,0.981454,65123.995802,1150,7966.924779,1200,126062,3.227097,23,64757.810474,50,61862,23.855833,2,130247.991604,0,1,50,4.77,0,0.271305,4.742373,604.37,0.30927,48,597.27,0.011429,175,-1,175,9142,-1,7.618333
normalized-rand-2-50-23-587-230-fcd-45_ext.xml.mzn_AND_NODATA,1,53.19,0.018801,106.38,2.065251,106.38,0.018017,2.875,0.058985,1.032626,0.041667,9.047124,0.958333,1.459601,3450,1150,0.133511,63828,0.249882,-75.338378,1376.178098,0.233164,0.249882,70.781607,0.233164,4.523562,128806,0.133511,6.548525,63828,0.273211,1150,1150,0.981732,65910.425116,1150,7983.666307,1200,127656,3.236546,23,65548.278096,50,62662,24.878333,2,131820.850232,0,1,50,4.75,0,0.273211,4.362264,649.56,0.215619,46,642.47,0.010753,186,-1,186,7620,-1,6.35
golfers/golfers1.mzn_AND_golfers/golfers_8_4_5.dzn,1,0.499138,2.003454,332.131034,1877.976352,1769.689655,0.580311,340,166.157841,5.016974,1,4502.411731,0,1.893018,788800,672,1.522465,6094.197213,1.178559,1.279003,10878.081589,1.175874,1.279003,385486.190476,0.389687,7.095904,3270,1.488967,1.178559,1158,0.348437,480,480,0.414508,5809.655588,0,15383.440462,2320,770544,1.948404,1600,8644.744496,2320,480,3.413793,665.409326,2174696.616185,1.183056,800,240,127.66,1.522465,0.663694,1.178559,130.55,0.196386,5,0.14,0.014583,480,-1,2079,0,-1,0
golfers/golfers2.mzn_AND_golfers/golfers_5_3_6.dzn,1,1.003994,0.996022,2.933432,3.135914,45.389053,0.07146,2.057692,0.946822,1.101508,0.470414,90,0.529586,0.419937,41730,1455,1.347559,26482.981551,0.041074,0.590246,20541.620154,2.034087,0.330023,19201.554716,0.352693,3.906891,42111,0.371794,1.513957,20361,0.932449,20190,20190,0.464123,22427.799213,10740,24170.73413,20280,59490,0.216632,15,28283.042673,9540,9450,8.717604,2.921762,63850.335893,2.153772,1,0,129.55,1.041846,1.304705,2.065598,133.54,0.441986,46,1.71,0.068966,29,-1,90,0,-1,0
nsp/nsp_2.mzn_AND_nsp/period_28/11.dzn,1,1.044594,0.95731,3.848572,5.972922,20.48444,0.458231,93040.380815,44923.361614,1.892481,0.095284,39.253497,0.904716,14.627213,1740041202,8952,2.007641,32693.143127,0.356047,1.753601,22088.971592,1.148724,0.9376,840156708.911115,1.304653,24.253497,48006,1.22745,2.367866,19536,0.603243,16920,16920,0.537469,36971.506331,16920,30955.965289,18702,71976,14.884892,20000001,42354.992657,1782,10500,78.351674,3.684275,116687.01021,0.883895,10000000.5,0,79.65,1.586691,1.505655,5.592078,85.53,0.464235,199,3.58,0.25,421,-1,840,164,-1,0.008769
bibd/bibd.mzn_AND_bibd/25_05_01.dzn,1,0.986753,1.013425,2.916993,2.956153,15.800751,0.013935,2,0.954118,1,0.377658,30,0.622342,0,51634,355,1.097392,35353.791852,0,0.520654,25817,1.084954,0.189608,24632.455601,0,1,53446,0,2.016182,25475,1.017974,23622,23622,0.517213,25475,16067,29650.041179,25817,75308,0.180347,2,35353.791852,9750,13176,109.03304,2.956153,75308,1.084954,1,750,153.01,1.097392,1.705745,4.348673,162.87,0.666857,453,7.48,0.0625,32,-1,60,0,-1,0
nmseq/nmseq.mzn_AND_nmseq/100.dzn,1,1,1,2.492537,5.328505,52.238806,0.502488,2.487562,0.999951,2.404222,0.502488,106.643856,0.497512,2.771859,50000,10100,1.04025,20665.821148,0.045225,0.045225,20664.385619,1.444542,0,20099.009901,0.586749,3.821928,50300,0.999982,1.04025,20100,0.966141,20000,20000,0,48324.868925,10000,20665.821148,20100,50100,0.000697,100,40016.672064,10100,0,298.995025,2.492537,107102.947517,2.794554,1,1,128.74,0.045225,2.794554,0.045225,132.29,0.000235,299,1.25,0.990099,101,-1,200,0,-1,0
nsp/nsp_2.mzn_AND_nsp/period_28/17.dzn,1,1.044326,0.957555,3.84912,5.962916,20.55779,0.458203,87250.862107,42127.501613,1.885758,0.095021,40.253497,0.904979,15.106897,1740043943,9543,2.004426,34857.632881,0.353884,1.757821,23420.899417,1.149518,0.935544,840148764.658094,1.294574,24.253497,51178,1.225454,2.214909,20827,0.614964,18048,18048,0.537763,39274.683188,18048,33012.631459,19943,76763,15.373119,20000001,45125.376144,1895,11200,78.429123,3.685744,124189.654362,0.886304,10000000.5,0,90.42,1.583311,1.547354,5.583733,96.67,0.463559,199,3.91,0.25,449,-1,896,164,-1,0.008223
normalized-rand-2-50-23-587-230-fcd-48_ext.xml.mzn_AND_NODATA,1,52.583333,0.019017,105.166667,2.066004,105.166667,0.018225,2.875,0.059117,1.033002,0.041667,9.047124,0.958333,1.459601,3450,1150,0.134743,63100,0.249882,-69.49209,1376.178098,0.234395,0.249882,70.939822,0.234395,4.523562,127350,0.134743,6.511906,63100,0.267782,1150,1150,0.981521,65182.425116,1150,7967.566411,1200,126200,3.229999,23,64820.278096,50,61934,25.706667,2,130364.850232,0,1,50,4.74,0,0.267782,4.486748,638.57,0.23722,49,631.5,0.011905,168,-1,168,7126,-1,5.938333
nsp/nsp_2.mzn_AND_nsp/period_28/14.dzn,1,1.04388,0.957965,3.850033,5.946215,20.702609,0.458157,77594.177258,37464.251184,1.874634,0.094582,42.253497,0.905418,16.023233,1740049425,10725,1.998941,39185.397664,0.350213,1.764858,26084.755067,1.151105,0.93205,840135832.794243,1.277143,24.253497,57522,1.222061,2.362658,23409,0.638071,20304,20304,0.538255,43883.304658,20304,37125.915131,22425,86337,16.30577,20000001,50665.922261,2121,12600,78.558305,3.688197,139194.942664,0.891189,10000000.5,0,115.14,1.577561,1.627557,5.569368,122.66,0.462429,199,5.13,0.25,505,-1,1008,164,-1,0.007313
nsp/nsp_2.mzn_AND_nsp/period_28/1.dzn,1,1.04388,0.957965,3.850033,5.946215,20.702609,0.458157,77594.177258,37464.251184,1.874634,0.094582,42.253497,0.905418,16.023233,1740049425,10725,1.998941,39185.397664,0.350213,1.764858,26084.755067,1.151105,0.93205,840135832.794243,1.277143,24.253497,57522,1.222061,2.362658,23409,0.638071,20304,20304,0.538255,43883.304658,20304,37125.915131,22425,86337,16.30577,20000001,50665.922261,2121,12600,78.558305,3.688197,139194.942664,0.891189,10000000.5,0,114.62,1.577561,1.627557,5.569368,122.01,0.462429,199,5.01,0.25,505,-1,1008,164,-1,0.007313
nsp/nsp_2.mzn_AND_nsp/period_28/2.dzn,1,1.04388,0.957965,3.850033,5.946215,20.702609,0.458157,77594.177258,37464.251184,1.874634,0.094582,42.253497,0.905418,16.023233,1740049425,10725,1.998941,39185.397664,0.350213,1.764858,26084.755067,1.151105,0.93205,840135832.794243,1.277143,24.253497,57522,1.222061,2.362658,23409,0.638071,20304,20304,0.538255,43883.304658,20304,37125.915131,22425,86337,16.30577,20000001,50665.922261,2121,12600,78.558305,3.688197,139194.942664,0.891189,10000000.5,0,114.56,1.577561,1.627557,5.569368,121.99,0.462429,199,5.06,0.25,505,-1,1008,164,-1,0.007313
nsp/nsp_2.mzn_AND_nsp/period_28/7.dzn,1,1.043691,0.958138,3.850418,5.939174,20.774275,0.458138,73525.402096,35499.473276,1.869981,0.094397,43.253497,0.905603,16.462281,1740052166,11316,1.996581,41348.756588,0.348641,1.767822,27416.682892,1.1519,0.930552,840130534.541833,1.269557,24.253497,60694,1.220606,2.383955,24700,0.649456,21432,21432,0.538462,46188.522495,21432,39182.536171,23666,91124,16.752633,20000001,53436.091808,2234,13300,78.612736,3.689231,146697.586815,0.893656,10000000.5,0,126.4,1.575094,1.666213,5.563136,134.62,0.461952,199,5.83,0.25,533,-1,1064,164,-1,0.00693
normalized-rand-27-27-351-163-56021_ext.xml.mzn_AND_NODATA,1,76.642857,0.013048,153.285714,2.047242,153.285714,0.012582,2.892857,0.04798,1.023621,0.035714,5.754888,0.964286,1.603751,2187,729,0.097458,57942,0.222285,5.430115,857.381963,0.20443,0.222285,36.272827,0.20443,2.877444,116613,0.097458,5.430115,57942,0.172646,729,729,0.987418,59310.656495,729,5450.172128,756,115884,3.818646,27,59053.570253,27,57213,13.890212,2,118621.312989,0,1,27,4.61,0,0.172646,2.426908,515.63,0.132425,19,508.73,0.010695,187,-1,187,0,-1,0
normalized-rand-27-27-351-163-59021_ext.xml.mzn_AND_NODATA,1,76.642857,0.013048,153.285714,2.047242,153.285714,0.012582,2.892857,0.04798,1.023621,0.035714,5.754888,0.964286,1.603751,2187,729,0.097458,57942,0.222285,5.426928,857.381963,0.20443,0.222285,36.272543,0.20443,2.877444,116613,0.097458,5.426928,57942,0.17278,729,729,0.987418,59310.656495,729,5450.174829,756,115884,3.818676,27,59053.570253,27,57213,14.001323,2,118621.312989,0,1,27,4.62,0,0.17278,2.551596,514.92,0.138454,20,508,0.010204,196,-1,196,0,-1,0
normalized-rand-27-27-351-163-55021_ext.xml.mzn_AND_NODATA,1,76.642857,0.013048,153.285714,2.047242,153.285714,0.012582,2.892857,0.047977,1.023621,0.035714,5.754888,0.964286,1.603751,2187,729,0.097458,57942,0.222285,5.376851,857.381963,0.20443,0.222285,36.270303,0.20443,2.877444,116613,0.097458,5.376851,57942,0.171957,729,729,0.987418,59310.656495,729,5450.307874,756,115884,3.818922,27,59053.570253,27,57213,14.452381,2,118621.312989,0,1,27,4.6,0,0.171957,2.48396,517.14,0.131998,20,510.24,0.010256,195,-1,195,0,-1,0
normalized-rand-27-27-351-163-54021_ext.xml.mzn_AND_NODATA,1,76.642857,0.013048,153.285714,2.047242,153.285714,0.012582,2.892857,0.047985,1.023621,0.035714,5.754888,0.964286,1.603751,2187,729,0.097458,57942,0.222285,5.47528,857.381963,0.20443,0.222285,36.276572,0.20443,2.877444,116613,0.097458,5.47528,57942,0.173982,729,729,0.987418,59310.656495,729,5449.95149,756,115884,3.818235,27,59053.570253,27,57213,14.117725,2,118621.312989,0,1,27,4.62,0,0.173982,2.399688,510.86,0.126954,21,503.95,0.010309,194,-1,194,0,-1,0
bibd/bibd.mzn_AND_bibd/19_03_01.dzn,1,0.975265,1.025363,2.89937,2.972906,24.505226,0.008221,2,0.944964,1,0.351555,57,0.648445,0,61612,247,1.059597,41535.435296,0,0.599808,30806,1.478878,0.219621,29110.551912,0,1,63433,0,2.106472,30044,1.089189,27633,27633,0.525729,30044,19976,36014.652099,30806,89318,0.196256,2,41535.435296,10830,15795,199.392878,2.972906,89318,1.478878,1,1083,237.94,1.059597,1.50157,4.943992,253.64,0.609612,648,13.25,0.076923,26,-1,75,0,-1,0
nsp/nsp_2.mzn_AND_nsp/period_28/56.dzn,1,1.042985,0.958787,3.851863,5.912721,21.127649,0.458065,58252.682234,28124.663841,1.852697,0.093703,48.253497,0.906297,18.501861,1740065871,14271,1.987426,52161.512923,0.342586,1.778942,34076.322017,1.155891,0.924777,840111833.59334,1.239728,24.253497,76554,1.214993,2.073608,31155,0.704727,27072,27072,0.539239,57720.779976,27072,49465.483004,29871,115059,18.828506,20000001,67286.022814,2799,16800,78.817047,3.693115,184210.807571,0.906117,10000000.5,0,202.05,1.565562,1.84742,5.538672,213.58,0.460158,199,9.02,0.25,673,-1,1344,164,-1,0.00549
nsp/nsp_2.mzn_AND_nsp/period_28/47.dzn,1,1.042985,0.958787,3.851863,5.912721,21.127649,0.458065,58252.682234,28124.663841,1.852697,0.093703,48.253497,0.906297,18.501861,1740065871,14271,1.987426,52161.512923,0.342586,1.778942,34076.322017,1.155891,0.924777,840111833.59334,1.239728,24.253497,76554,1.214993,2.073608,31155,0.704727,27072,27072,0.539239,57720.779976,27072,49465.483004,29871,115059,18.828506,20000001,67286.022814,2799,16800,78.817047,3.693115,184210.807571,0.906117,10000000.5,0,204.93,1.565562,1.84742,5.538672,216.47,0.460158,199,9.04,0.25,673,-1,1344,164,-1,0.00549
normalized-rand-2-50-23-587-230-fcd-43_ext.xml.mzn_AND_NODATA,1,54.735,0.01827,109.47,2.062873,109.47,0.017509,2.875,0.0586,1.031436,0.041667,9.047124,0.958333,1.459601,3450,1150,0.129552,65682,0.249882,-48.182367,1376.178098,0.228271,0.249882,70.320209,0.228271,4.523562,132514,0.129552,6.482671,65682,0.260384,1150,1150,0.982324,67746.807306,1150,8038.842588,1200,131364,3.28741,23,67391.3908,50,64521,25.633333,2,135493.614613,0,1,50,4.77,0,0.260384,4.72888,693.03,0.27693,53,685.92,0.010989,182,-1,182,5302,-1,4.418333
normalized-rand-27-27-351-163-63021_ext.xml.mzn_AND_NODATA,1,76.642857,0.013048,153.285714,2.047242,153.285714,0.012582,2.892857,0.047978,1.023621,0.035714,5.754888,0.964286,1.603751,2187,729,0.097458,57942,0.222285,5.403078,857.381963,0.20443,0.222285,36.271644,0.20443,2.877444,116613,0.097458,5.403078,57942,0.172383,729,729,0.987418,59310.656495,729,5450.232219,756,115884,3.818775,27,59053.570253,27,57213,14.125661,2,118621.312989,0,1,27,4.62,0,0.172383,2.471822,512.76,0.130705,20,505.85,0.010309,194,-1,194,0,-1,0
normalized-rand-2-50-23-587-230-fcd-49_ext.xml.mzn_AND_NODATA,1,53.65,0.018639,107.3,2.064473,107.3,0.017863,2.875,0.058999,1.032236,0.041667,9.047124,0.958333,1.459601,3450,1150,0.13222,64380,0.249882,-62.057454,1376.178098,0.231502,0.249882,70.798449,0.231502,4.523562,129910,0.13222,6.598291,64380,0.281352,1150,1150,0.98192,66455.377992,1150,7995.431996,1200,128760,3.246834,23,66095.923178,50,63216,21.319167,2,132910.755984,0,1,50,4.73,0,0.281352,4.504524,661.25,0.291381,40,654.2,0.01087,184,-1,184,6504,-1,5.42
nsp/nsp_2.mzn_AND_nsp/period_28/45.dzn,1,1.042877,0.958886,3.852083,5.908693,21.197609,0.458053,55929.178838,27002.739002,1.850093,0.093597,49.253497,0.906403,18.883353,1740068612,14862,1.985987,54323.408815,0.341641,1.780633,35408.249842,1.156692,0.923875,840109215.831129,1.234994,24.253497,79726,1.214116,2.378561,32446,0.715462,28200,28200,0.539358,60028.132993,28200,51522.046912,31112,119846,19.216784,20000001,70055.843478,2912,17500,78.848129,3.693706,191713.451723,0.908621,10000000.5,0,220.88,1.56407,1.881571,5.534787,233.28,0.459885,199,9.89,0.25,701,-1,1400,164,-1,0.005271
nsp/nsp_2.mzn_AND_nsp/period_28/42.dzn,1,1.042877,0.958886,3.852083,5.908693,21.197609,0.458053,55929.178838,27002.739002,1.850093,0.093597,49.253497,0.906403,18.883353,1740068612,14862,1.985987,54323.408815,0.341641,1.780633,35408.249842,1.156692,0.923875,840109215.831129,1.234994,24.253497,79726,1.214116,2.378561,32446,0.715462,28200,28200,0.539358,60028.132993,28200,51522.046912,31112,119846,19.216784,20000001,70055.843478,2912,17500,78.848129,3.693706,191713.451723,0.908621,10000000.5,0,220.14,1.56407,1.881571,5.534787,232.52,0.459885,199,9.87,0.25,701,-1,1400,164,-1,0.005271
normalized-super-queens-4.xml.mzn_AND_NODATA,1,1.991643,0.502098,3.983287,14.310074,3.983287,1,179.168524,89.252099,7.113679,1,21.714648,0,0.332084,7718580,85800,1.999996,76909.896765,0.999978,0.055301,318839.817328,0.366419,1.04973,3844980.439725,0.03025,7.403879,193020,0,1.04973,85800,7.02041,42840,42840,0,610353.688494,0,44855.845472,43080,171600,0.340649,239,319718.607596,43080,0,3.491643,2,1227804.367142,0.353306,119.5,240,280.68,1.499299,7.015945,1.044159,291.81,0.146336,4,8.34,0.251572,477,-1,477,0,-1,0
normalized-rand-27-27-351-163-58021_ext.xml.mzn_AND_NODATA,1,76.642857,0.013048,153.285714,2.047242,153.285714,0.012582,2.892857,0.047975,1.023621,0.035714,5.754888,0.964286,1.603751,2187,729,0.097458,57942,0.222285,5.370808,857.381963,0.20443,0.222285,36.269258,0.20443,2.877444,116613,0.097458,5.370808,57942,0.171595,729,729,0.987418,59310.656495,729,5450.368619,756,115884,3.819037,27,59053.570253,27,57213,14.52381,2,118621.312989,0,1,27,4.61,0,0.171595,2.426258,511.66,0.123049,21,504.76,0.010582,189,-1,189,0,-1,0
normalized-rand-27-27-351-163-57021_ext.xml.mzn_AND_NODATA,1,76.642857,0.013048,153.285714,2.047242,153.285714,0.012582,2.892857,0.047983,1.023621,0.035714,5.754888,0.964286,1.603751,2187,729,0.097458,57942,0.222285,5.459288,857.381963,0.20443,0.222285,36.274917,0.20443,2.877444,116613,0.097458,5.459288,57942,0.173419,729,729,0.987418,59310.656495,729,5450.047207,756,115884,3.818416,27,59053.570253,27,57213,14.12963,2,118621.312989,0,1,27,4.62,0,0.173419,2.687244,513.71,0.15511,20,506.8,0.010309,194,-1,194,0,-1,0
