@RELATION 'FEATURE_VALUES-SAT11-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE cluster_coeff_max NUMERIC
@ATTRIBUTE CG_max NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE reducedClauses NUMERIC

@DATA
./SAT11/crafted/mosoi/289/289-unsat-6x34.cnf,1,0.0179,0.7545,0.4431,0.5859,0.8153,0.0002,0.0179,0.8942,0,0.0097,0.4431,12.3425,8.9036,0.3333,10.8994,0.0196,5.8433,29.5669,34.1756,0.4431,27.8304,30.6265,0.443,29.2768,8.6829,0.4431,34272,34.9648,27.0681,1.0979,26.1857,35088,2,0.0009,0.0049,0.0049,2,0.0178,816,0,0,0.0178,2,0.9953,7.3633,?,?,?,0,153.349,0.0097,0.006,0.006,0,0.0433,0.0049,0,0.006,0.0097,0.4435,153,0.2089,0.0179,0.0238
./SAT11/crafted/mosoi/289/289-sat-6x8.cnf,1,0.0789,0.7697,0.6098,0.6149,0.9996,0,0.0789,0.9999,0,0.0395,0.6098,0,3.5405,0.3333,0,0.0833,0,0,0,0.6098,0,0,0.6097,0,3.5426,0.6098,1824,0,0,0,0,2016,2,0,0.0203,0.0203,2,0.0784,192,0,0,0.0784,2,1,0,0.0556,0.199,0.0917,0,32.822,0.0395,0.0278,0.0278,0,0.0005,0.0203,0,0.0278,0.0395,0.6098,33,0.1715,0.0789,0.1053
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v1820c171155gyes3.cnf,1,0.944,0.944,0.8217,1.6249,0.7524,0.0187,0.944,0.8997,2.8657,0.0041,0.8115,38.71,34.3049,0.0417,24.4557,0.0348,1.4633,57.7609,75.3514,0.8324,48.5296,59.7457,0.7832,53.4921,40.1729,0.8326,109969,89.5787,43.9733,1.0981,42.5825,111739,3.1638,5.0278,0.0023,0.0008,3,0.0016,1375,0.0448,0.2318,0.0029,4,0.9992,0.1382,?,?,?,5.3811,609.99,0.0014,0.0831,0.1824,0.2213,0.0016,0.0014,4.8362,0.3757,0.0025,0.8821,610,0.089,0.012,0.0161
./SAT03/handmade/anton/UNSAT/SGI_30_70_26_60_1-dir.shuffled-as.sat03-167.cnf,1,0.966,0.7289,0.8654,1.891,0.8909,0.0174,0.966,0.9575,2.9436,0.0062,0.8581,31.0703,38.5468,0.0345,10.6299,0.0769,0.1673,72.4355,95.9874,0.8776,59.6866,76.7643,0.8412,71.627,41.8741,0.8778,64832,95.9874,58.1121,1.087,58.1121,65612,2.9877,6.041,0.004,0.0006,2,0.0079,780,0.0682,0.1358,0.0094,3,0.9997,7.7324,?,?,?,4.1532,349.627,0.0028,0.1489,0.2823,0.3804,0.0002,0.0019,4.5603,0.4545,0.004,0.9164,352,0.1024,0.0116,0.012
./SAT11/crafted/mosoi/289/289-sat-9x13.cnf,1,0.0303,0.7576,0.5015,0.5919,0.9469,0.0001,0.0303,0.9962,0,0.0167,0.5015,0.0046,6.8892,0.3333,0.2455,0.0342,45.3542,33.9,33.9,0.5016,33.9,33.9,0.5015,33.9,6.6585,0.5016,11583,33.9,33.9,0,33.9,12051,2,0.0003,0.0085,0.0085,2,0.0302,468,0,0,0.0302,2,0.9982,48.8467,?,?,?,0,87.4279,0.0167,0.0103,0.0103,0,0.0221,0.0085,0,0.0103,0.0167,0.5018,87,0.1565,0.0303,0.0404
./SAT11/crafted/mosoi/289/289-sat-12x14.cnf,1,0.0205,0.7551,0.4585,0.5872,0.8434,0.0002,0.0205,0.9537,0,0.0117,0.4584,0.0411,7.7862,0.3333,0.1187,0.0238,25.4337,34.5636,38.8228,0.4585,30.3044,38.8228,0.4581,38.8228,6.1139,0.4585,24528,38.8228,30.3044,0.03,30.3044,25200,2,0.0007,0.0059,0.0059,2,0.0205,672,0,0,0.0205,2,0.9943,8.6493,?,?,?,0,130.733,0.0117,0.0069,0.0069,0,0.0042,0.0059,0,0.0069,0.0117,0.4587,130,0.2723,0.0205,0.0274
./SAT09/CRAFTED/edgematching/compact/em_12_2_4_cmp.cnf,1,0.1112,0.6253,0.6291,1.0846,0.0506,0.3001,0.7744,0.1567,2.8102,0.003,0.4192,1446.37,2.6966,0.004,67.8,0.008,0.0925,36.6051,109.1,0.7896,19.7767,31.2308,0.0101,24.1075,4.0812,0.9148,155623,145.381,16.8137,0.3138,12.9121,155712,5.0345,0.9521,0.0016,0,5,0,12584,0.1853,2.2842,0.0012,7,0.9335,0.6905,?,?,?,2.9304,2660.31,0,0,0.6609,2.2415,0.0022,0.0001,2.9817,0.8462,0.0003,0.979,2704,1.1067,0.0805,0.0006
./SAT03/handmade/anton/UNSAT/SGI_30_60_29_30_6-dir.shuffled-as.sat03-130.cnf,1,0.98,0.7352,0.9009,1.9496,0.8382,0.015,0.98,0.9515,2.9186,0.005,0.8885,10.5625,36.237,0.0345,9.0432,0.069,0.1678,78.3729,99.9689,0.9061,68.7259,87.3398,0.852,74.378,34.3688,0.9064,69094,99.9689,67.4886,1.3871,67.4886,69964,2,4.8955,0.0038,0.0004,2,0.0122,870,0.0543,0.1795,0.0122,2,0.9996,0.2414,?,?,?,4.3147,393.931,0.0015,0.2952,0.4506,0.3926,0.0002,0.0017,4.4349,0.6012,0.0032,0.9429,393,0.196,0.0122,0.0126
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-4_512.cnf,1,0,0.5,0,0,0.3424,0,0,0.5425,0,0.0138,0,18.3205,1.0291,0,21.9975,0.0078,0.2951,30.2892,31.7665,0,29.4252,31.6435,0,30.1288,0.3684,0,4492,31.7665,29.3487,0.0217,29.3487,4492,3.6896,1.5397,0.0069,0.0009,3,0.0027,510,0,0.3025,0.0103,4,0.8535,0.2151,0.0714,0.0234,0.0161,3.0443,98.8492,0.0018,0,0,0.3025,0.0732,0.0039,3.0443,0,0.0078,0,99,0.3734,0.1135,0
./SAT04/handmade/marijn/equilarge-l/equilarge_l2.used-as.sat04-894.cnf,1,0.0763,0.5045,0,0.156,0.2243,2.3696,0.172,0.6366,0.7891,0.034,0,90.7405,0.4517,0.7735,89.5522,0.002,0.8378,40.6183,62.9139,0.0897,35.7241,45.7822,0,40.0297,0.1502,0,18124,62.9139,27.8036,0.4744,27.8036,18555,10.9265,0.5147,0.017,0.0001,8,0.0003,4487,0.1098,2.7985,0.0005,14,0.7674,0.1065,?,?,?,1.2878,412.395,0.0004,0,0.0363,2.7597,0.1998,0.0007,1.2674,0.6667,0.0015,0.9332,412,0.2275,0.1396,0.0238
./SAT05/crafted/sorge05/QG7/dead-dnd003.shuffled-as.sat05-3109.cnf,1,0.5065,0.5164,0.8274,0.6143,0.5699,0.1666,0.7477,0.7966,2.5441,0.0424,0.7359,13.8978,6.0914,0.1359,12.5592,0.0291,1.8713,35.1856,39.8714,0.8253,33.6362,39.8714,0,35.2076,3.5338,0.874,6961,39.8714,32.0271,0.171,32.0271,11753,3.8297,1.8734,0.008,0,3,0.0001,468,0.1074,0.8253,0.0105,4,0.9905,0.517,0.9595,0.0448,0.0142,3.1732,132.89,0.0001,0,0.6006,0.5452,0.0222,0.003,3.4212,1,0.0083,1,133,0.3959,0.0592,0.6884
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2400c266431g10.cnf,1,0.9554,0.9554,0.7976,1.8728,0.8019,0.0851,0.9554,0.8819,2.7294,0.0021,0.723,61.7241,46.1257,0.0323,28.4211,0.0262,0.1553,66.6205,79.8333,0.8376,61.8603,69.8689,0.5453,64.7136,55.8087,0.8619,263328,83.25,57.5415,0.3899,56.8908,266431,3.0412,12.2704,0.0012,0.0004,3,0.0008,2400,0.0377,0.1842,0.0018,4,0.9994,0.3678,?,?,?,5.5384,1062.24,0.0008,0.0795,0.1701,0.174,0.0001,0.0008,4.9922,0.3235,0.0014,0.9301,1099,0.0615,0.0088,0.0118
./SAT03/handmade/anton/UNSAT/SGI_30_50_30_20_3-log.shuffled-as.sat03-109.cnf,1,0,0.0106,0.0256,0.016,0.5228,0.727,0,0.648,1.7367,0.1071,0.005,10.7641,1.289,0,11.6085,0.0667,0.1561,18.2272,22.0609,0.0818,16.768,18.2668,0.0004,17.9864,0.736,0.084,58358,22.0609,16.085,0.146,16.085,58358,2,0.0018,0.0011,0.0002,2,0.0026,150,0.0297,0.2016,0.0026,2,0.8842,0.1588,?,?,?,1.727,17.4,0.038,0.0013,0.0417,0.2644,0.0911,0.0007,3.0141,0.0858,0.0666,0.1618,17,0.5982,0.0026,0
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_443.cnf,1,0.0112,0.0753,0.6746,1.1317,0.6729,0.0966,0.9247,0.8055,3.5563,0.0266,0.6595,17.1252,24.4672,0,13.6928,0.0991,3.6279,41.4135,41.7329,0.717,41.0504,41.7329,0.6368,41.457,26.5645,0.6969,26201,41.7329,41.0504,0.0102,41.0504,26201,2.1719,2.3448,0.0111,0.0007,2,0.0084,222,0.157,0.2403,0.0084,3,0.9968,0.2598,?,?,?,5.0311,89.7685,0.009,0.1273,0.283,0.357,0.0402,0.0074,4.8452,0.8417,0.0199,0.984,89,0.2483,0.0085,0
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-16_238.cnf,1,0,0.1119,0.5977,0.92,0.6925,0.1387,0.8881,0.8114,2.9401,0.0254,0.5892,16.2529,13.681,0,13.1204,0.0672,3.4482,48.6855,52.3671,0.6502,44.0871,52.3671,0.5745,49.6024,13.9204,0.6083,15812,52.3671,44.0871,0.023,44.0871,15812,2.9958,2.1397,0.0105,0.0009,2,0.0116,238,0.1569,0.2618,0.0129,3,0.991,0.2659,?,?,?,4.6626,86.5865,0.0084,0.1243,0.2303,0.3709,0.0279,0.0075,3.9393,0.7744,0.0187,0.9697,86,0.2757,0.0151,0
./SAT03/handmade/anton/UNSAT/SGI_30_70_21_60_7-log.shuffled-as.sat03-151.cnf,1,0,0.0114,0.1199,0.0162,0.5726,0.5129,0,0.7013,1.4088,0.1219,0.0245,6.9102,1.5338,0,7.7246,0.0952,0.1683,19.3997,20.5406,0.1372,18.7718,20.1307,0.0212,19.8055,0.924,0.1303,40110,20.5406,17.6984,0.1837,17.6984,40110,2,0.0014,0.0019,0.0006,2,0.0026,105,0.0402,0.1562,0.0026,2,0.8954,0.1836,?,?,?,1.9103,12.0743,0.0551,0.0109,0.0732,0.2799,0.076,0.0011,2.5575,0.1387,0.0952,0.2428,12,0.6457,0.0026,0
./SAT11/crafted/spence/sgen/sgen3-n190-s29985700-unsat.cnf,1,0,0.5,0.0024,0,0.7821,2.037,1,0.9633,0.1725,0.0303,0.0007,1.1276,0.6532,0,2.807,0.0155,0.5794,27.4694,30.862,0.0262,25.0828,29.3943,0,27.5068,0.3838,0.0082,396,30.862,24.444,0.0449,24.444,396,6.4583,0.047,0.0303,0,6,0.0152,193,0.0664,0.1189,0.0153,7,0.8253,0.3425,0.2,0.0303,0.0234,0.2047,27.3878,0.0152,0,0.0138,0.5583,0.0682,0.0078,1.7831,0.3333,0.0155,0.2597,27,0.3216,0.4874,0
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q446.25-n35-p30-s33692332.cnf,1,0.9793,0.9793,0.8965,2.1151,0.8609,0.0231,0.9793,0.9585,3.1627,0.0031,0.88,650.414,57.9307,0.028,178.667,0.0576,6.833,94.7487,109.7289,0.9084,77.9742,109.5854,0.8343,94.0435,52.2801,0.9102,165438,109.7289,71.4537,1.756,71.4537,166723,2,6.5331,0.0023,0.0005,2,0.0075,1285,0.0744,0.2287,0.0075,2,1.0047,7.4091,?,?,?,5.296,590.724,0.0007,0.2164,0.387,0.256,0.0373,0.0016,5.0256,0.6682,0.0023,0.9663,597.5,0.4004,0.0076,0.0078
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes6.cnf,1,0.9259,0.9259,0.779,1.3838,0.8177,0.0217,0.9259,0.9199,2.9039,0.0062,0.7695,23.006,24.4985,0.0556,17.7472,0.0486,5.6371,62.6665,73.5446,0.7914,51.3353,73.3768,0.7465,72.6552,28.3966,0.791,42889,73.5446,49.2732,0.9884,49.2732,43649,3,5.6537,0.0036,0.0016,3,0.0031,760,0.0453,0.1427,0.0057,3,0.9991,0.599,?,?,?,4.5976,323.527,0.0029,0.0756,0.1784,0.135,0.0118,0.0026,4.0649,0.3136,0.0045,0.8375,326,0.1057,0.0168,0.0177
./SAT03/handmade/anton/UNSAT/SGI_30_50_30_20_1-log.shuffled-as.sat03-107.cnf,1,0,0.0104,0.0972,0.0162,0.5219,0.4844,0,0.66,1.3313,0.0983,0.0064,9.9479,1.2817,0,10.9302,0.0667,0.1635,17.611,20.3417,0.095,16.2285,18.658,0.0052,17.7511,0.6667,0.1106,56970,20.3417,16.1936,0.1423,15.5136,56970,2,0.0019,0.0011,0.0003,2,0.0026,150,0.0229,0.2157,0.0026,2,0.8882,0.1549,?,?,?,2.0084,17.7656,0.0379,0.0028,0.047,0.2672,0.097,0.0007,2.9504,0.0689,0.0666,0.1355,18,0.5717,0.0026,0
./SAT02/handmade/simon/satex-challenges/par32-3.shuffled.cnf,1,0.0805,0.4086,0,0.1804,0.3345,2.13,0.3543,0.9002,0.4872,0.0594,0,44.5087,0.5539,2.6674,41.7216,0.0058,0.2256,41.9453,42.8755,0.0911,41.3719,42.8755,0,41.5885,0.236,0,5117,42.8755,41.3719,0.0262,41.3719,10297,8.2451,0.5739,0.0209,0.0004,6,0.001,3176,0.084,2.0353,0.0016,10,0.766,0.1507,0.619,0.0733,0.0353,1.6381,142.75,0.0016,0,0.0261,1.7952,0.036,0.0016,2.0506,0.4667,0.0041,0.7742,143,0.3065,0.1692,1.0123
./SAT11/crafted/skvortsov/battleship/battleship-14-14-unsat.cnf,1,0.8667,0.8667,0.7361,1.1331,0.8186,0.0001,0.8667,0.8588,0,0.0184,0.7361,12.9404,3.2711,0,13.4627,0.0714,0.1603,66.9447,73.796,0.7362,66.6082,73.796,0.736,73.3852,2.5351,0.7362,1470,73.796,53.9894,0.0009,53.9894,1470,3,0.0013,0.0088,0.0088,3,0.0959,196,0,0,0.0959,3,0.9815,0.269,0.069,0.1238,0.033,0,71.2738,0.0184,0.037,0.037,0,0.0176,0.0088,0,0.037,0.0184,0.7364,71,0.2872,0.1333,0
./SAT11/crafted/mosoi/289/289-sat-4x8.cnf,1,0.125,0.7813,0.5758,0.6364,1,0.0001,0.125,1,0,0.0573,0.5757,0,2.638,0.3333,0,0.125,0,0,0,0.5758,0,0,0.5757,0,2.6292,0.5758,768,0,0,0,0,896,2,0,0.0299,0.0299,2,0.1237,128,0,0,0.1237,2,1,0,0.0909,0.2695,0.1179,0,21.5372,0.0573,0.0455,0.0455,0,0.0002,0.0299,0,0.0455,0.0573,0.576,21,0.1853,0.125,0.1667
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2100c215164gyes7.cnf,1,0.956,0.956,0.85,1.9057,0.807,0.1762,0.956,0.9044,2.6704,0.0021,0.6985,63.9545,52.8931,0.0313,3150.06,0.0242,4.0825,67.2837,75.1905,0.8534,61.2745,70.5366,0.1774,67.1586,58.8584,0.8998,301942,75.7273,61.0196,0.291,59.2959,305320,3,9.2119,0.0012,0.0005,3,0.0008,2640,0.0355,0.1826,0.0016,3,1.1234,0.096,?,?,?,5.5455,1208.32,0.0008,0.0769,0.1618,0.1723,0.4552,0.0007,4.9937,0.2857,0.0013,0.9994,1201.5,0.0245,0.0085,0.0112
./SAT11/crafted/mosoi/289/289-unsat-21x14.cnf,1,0.0114,0.7529,0.3933,0.5828,0.7019,0.001,0.0114,0.7843,0,0.0068,0.3932,43.403,10.1197,0.3333,63.1223,0.0136,3.7613,31.2367,37.5547,0.3936,27.8261,35.1723,0.3926,32.3029,7.844,0.3935,77322,39.6532,25.4438,1.5891,24.2695,78498,2,0.0072,0.0034,0.0034,2,0.0114,1176,0,0,0.0114,2,1.016,0.086,?,?,?,0,232.56,0.0068,0.0038,0.0038,0,0.2696,0.0034,0,0.0038,0.0068,0.3956,233,0.3313,0.0114,0.0152
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes5.cnf,1,0.9405,0.9405,0.8099,1.5477,0.7748,0.0193,0.9405,0.8827,2.9779,0.0045,0.8014,32.7113,30.5551,0.0455,18.547,0.0391,0.5777,47.4779,56.8879,0.821,44.5146,48.6921,0.775,46.2776,36.3194,0.8204,82811,63.2926,41.6752,0.2803,40.3952,84314,3.0519,5.0476,0.0026,0.0011,3,0.0019,1150,0.0494,0.1887,0.0034,4,0.999,0.1515,?,?,?,5.0931,502.296,0.0018,0.0821,0.1931,0.1744,0.0008,0.0017,4.5368,0.381,0.003,0.874,506.5,0.0789,0.0133,0.0181
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1504.5-n60-p30-s88600538.cnf,1,0.987,0.987,0.9732,2.7455,0.8906,0.0519,0.987,0.9507,3.4963,0.0013,0.9507,21234.2,131.404,0.0167,15601.2,0.034,2.822,139.8284,166,0.9779,117.9615,161,0.1015,147.3333,109.661,0.9938,923045,176.6,108.3636,1.0399,86.1667,926696,3,1.505,0.001,0.0001,3,0.0002,3651,0.0877,0.2855,0.0038,3,1.1429,3.3096,?,?,?,6.4525,1603.64,0.0002,0.1233,0.3791,0.3124,0.3539,0.0005,6.1546,0.6164,0.0008,1,1771,0.3686,0.0039,0.004
./SAT05/crafted/sorge05/QG7a/gensys-ukn009.shuffled-as.sat05-3849.cnf,1,0.0712,0.1382,0.6668,0.3789,0.2388,0.2056,0.0881,0.538,2.6646,0.0201,0.6212,53.422,0.6236,0.0331,42.9407,0.0045,0.1927,18.014,20.3111,0.7371,17.1733,20.1368,0,18.6863,0.0715,0.7778,16697,20.864,15.9059,0.1308,13.264,18718,4.886,0.3226,0.0036,0,4,0.0001,2969,0.1511,1.265,0.0031,6,0.8822,0.1303,?,?,?,3.3933,133.372,0.0001,0,0.6058,2.5002,0.0276,0.0002,1.6619,1,0.0025,1,133,0.5306,0.1721,0.121
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes3.cnf,1,0.9548,0.9548,0.8001,1.8771,0.8042,0.0834,0.9548,0.8956,2.662,0.0023,0.7268,1199.59,50.4158,0.0323,1891.56,0.0258,4.9234,66.5029,82.1569,0.8371,58.6304,77.2151,0.4863,63.0065,57.3366,0.8577,263417,86.0566,57.8819,0.396,48.9463,266431,3,13.6186,0.0013,0.0005,3,0.001,2400,0.035,0.1777,0.0018,3,1.11,5.7916,?,?,?,5.4654,1066.46,0.0009,0.0709,0.1625,0.1671,0.498,0.0008,4.9047,0.2795,0.0014,0.9314,1096,0.2256,0.0088,0.0114
./SAT03/handmade/anton/SAT/SGI_30_80_15_90_4-dir.shuffled-as.sat03-6.cnf,1,0.9893,0.7612,0.9302,1.6885,0.9737,0.0169,0.9893,0.9868,2.765,0.0074,0.9127,11.5349,32.4504,0.0345,2.5883,0.1333,0.3073,76.2586,89.1863,0.9345,66.5459,83.8181,0.8942,75.1534,26.6016,0.9371,28058,105.5587,60.1488,0.5022,58.2418,28508,2,1.5442,0.0065,0.0012,2,0.0155,450,0.0613,0.1525,0.0155,2,0.9999,18.5954,?,?,?,3.4695,202.974,0.0034,0.5,0.65,0.3653,0.0001,0.0035,3.9239,0.8219,0.0055,0.9905,203,0.2661,0.0155,0.016
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-5-5_34309.cnf,1,0,0.5,0,0,0.3325,0,0,0.3361,0,0.0004,0,1693,0.9618,0,1877,0.0001,0,93.6251,159,0,62.5,110.1667,0,87,0.3763,0,708206,167,48.4,0.6663,45.1667,708206,4.4783,0.3436,0.0002,0,4,0,34307,0,0.3004,0.0003,5,0.8715,0.1671,?,?,?,4.1179,6511.5,0,0,0,0.3004,0,0.0001,4.1179,0,0.0001,0,6511.5,0.6276,0.0484,0
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2100c215164gyes4.cnf,1,0.9506,0.9506,0.7882,1.8118,0.8314,0.0888,0.9506,0.9295,2.7149,0.0024,0.7106,599.912,46.8651,0.0345,1845.88,0.0281,5.0275,73.8687,91.2143,0.827,64.5319,80.2636,0.558,72.28,52.4599,0.8498,213064,92.451,62.4177,0.3103,61.9048,215164,3,12.1045,0.0014,0.0004,3,0.0008,2100,0.0372,0.1714,0.0022,3,1.2524,5.3394,?,?,?,5.3236,915.324,0.0008,0.0664,0.151,0.1606,1.0301,0.0009,4.7603,0.2953,0.0017,0.9269,941,0.1566,0.0095,0.0099
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g4.cnf,1,0.9397,0.9397,0.8093,1.5475,0.7576,0.0189,0.9397,0.9099,2.786,0.0047,0.8005,32.9006,29.9518,0.0455,16.9154,0.0391,0.2013,58.5849,89.1617,0.8197,48.0156,67.0737,0.7749,55.0693,36.2961,0.8189,82823,89.1617,46.223,1.1421,45.2612,84314,3.012,6.9718,0.0027,0.0009,3,0.0019,1150,0.0405,0.2038,0.0034,4,0.9989,0.1431,?,?,?,5.1246,504.988,0.0014,0.0917,0.1851,0.1972,0.0003,0.0017,4.6659,0.3412,0.003,0.8743,505,0.0811,0.0133,0.018
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1327.5-n60-p30-s52708253.cnf,1,0.9834,0.9834,0.9835,2.7515,0.8584,0.062,0.9834,0.93,3.1765,0.0012,0.9625,544.25,169.254,0.0166,19134,0.0338,1.9939,118.1665,149.6,0.9811,112,117.1765,0.1897,113.4286,157.463,0.9966,1160280,149.6,107,0.4607,107,1163952,2,1.7504,0.0009,0.0001,2,0.0031,3672,0.0641,0.2623,0.0031,2,1.0968,1.7416,?,?,?,6.6172,1313.25,0.0002,0.1265,0.2891,0.2856,0.1767,0.0005,6.3413,0.4195,0.0008,1,1716.5,0.118,0.0031,0.0032
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-240-3.shuffled-as.sat05-2520.cnf,1,0,0.2583,0.0074,0.135,0.2114,1.4754,0,0.4732,0.7043,0.0248,0.0008,26.4657,1.5756,0,26.4137,0.0177,0.1481,28.7354,42.293,0.0401,24.0249,33.8868,0,32.6617,1.0204,0.013,2416,42.293,4.5071,0.4309,4.5071,2416,6.0207,0.1633,0.0054,0.0012,6,0.0025,339,0.0454,0.2813,0.0036,7,0.9622,0.1332,0.6466,0.0393,0.0206,1.2578,53.8928,0.0099,0,0.0222,0.2085,0.0343,0.0033,1.8997,0.2,0.0131,0.3254,54,0.4147,0.1403,0
./SAT09/CRAFTED/parity-games/instance_n9_i9_pp.cnf,1,0.145,0.8316,0.3815,0.3581,0.039,0.4934,0.6174,0.1148,3.3729,0.0065,0.0915,2544,7.3133,0.4229,4194.67,0.003,1.4482,18.8143,25.546,0.6126,15.0157,25.546,0,19.7604,3.4122,0.7567,428369,25.546,14.935,0.492,14.935,454832,6.4483,1.5213,0.0032,0,5,0,33867,0.2707,1.9303,0.0001,7,1.0688,1.3879,?,?,?,3.6152,5485.6,0,0,0.3183,2.1899,0.1854,0.0001,3.4927,0.9642,0.0001,0.9847,6866,1.7421,0.0556,0.0618
./SAT11/crafted/skvortsov/battleship/battleship-12-23-sat.cnf,1,0.9134,0.9134,0.8398,1.5467,0.9127,0,0.9134,0.9333,0,0.0138,0.8397,0.3374,2.7287,0,1.2624,0.0833,1.5054,104.6538,108.1849,0.8398,101.1227,108.1849,0.8397,108.1849,2.1001,0.8398,1662,108.1849,101.1227,0.0094,101.1227,1662,3,0.0001,0.0066,0.0066,3,0.0915,276,0,0,0.0947,3,0.9901,1.621,0.08,0.1522,0.0264,0,111.044,0.0138,0.0435,0.0435,0,0.0106,0.0066,0,0.0435,0.0138,0.8399,111,0.2517,0.1661,0
