@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_Local_Variance NUMERIC
@ATTRIBUTE stats_tightness_75 NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC
@ATTRIBUTE normalised_median_degree NUMERIC
@ATTRIBUTE stats_cts_per_var_mean NUMERIC
@ATTRIBUTE mean_degree NUMERIC
@ATTRIBUTE stats_table_count NUMERIC
@ATTRIBUTE stats_tightness_mean NUMERIC
@ATTRIBUTE normalised_width_of_ordering NUMERIC
@ATTRIBUTE stats_dom_50 NUMERIC
@ATTRIBUTE stats_var_discrete NUMERIC
@ATTRIBUTE stats_tightness_25 NUMERIC
@ATTRIBUTE stats_varcount NUMERIC
@ATTRIBUTE stats_branchingvars NUMERIC
@ATTRIBUTE clustering_coefficient NUMERIC
@ATTRIBUTE stats_dom_0 NUMERIC
@ATTRIBUTE stats_conscount NUMERIC
@ATTRIBUTE normalised_mean_degree NUMERIC
@ATTRIBUTE normalised_maximum_degree NUMERIC
@ATTRIBUTE stats_dom_25 NUMERIC
@ATTRIBUTE stats_arity_mean_normalised NUMERIC
@ATTRIBUTE stats_cts_per_var_mean_normalised NUMERIC
@ATTRIBUTE stats_tightness_0 NUMERIC
@ATTRIBUTE normalised_standard_deviation_of_node_degree NUMERIC
@ATTRIBUTE stats_literal_tightness_50 NUMERIC
@ATTRIBUTE stats_literal_tightness_25 NUMERIC
@ATTRIBUTE stats_tightness_mean_normalised NUMERIC
@ATTRIBUTE stats_tightness_50 NUMERIC
@ATTRIBUTE stats_dom_75 NUMERIC
@ATTRIBUTE normalised_minimum_degree NUMERIC
@ATTRIBUTE standard_deviation_of_node_degree NUMERIC
@ATTRIBUTE stats_literal_tightness_75 NUMERIC

@DATA
rand-2-40-11-414-200-61_ext.xml.minion.gz,1,0.686658,224,0.375,0.525,20.7,20.7,414,200.115942,0.475,11,40,175,40,40,0.543776,11,414,0.5175,0.7,11,0.05,0.05,82,0.086819,19.884615,17.944444,0.483372,201,11,0.325,3.472751,21.807692
rand-2-40-11-414-200-63_ext.xml.minion.gz,1,0.686658,232,0.4,0.525,20.7,20.7,414,201.091787,0.625,11,40,170,40,40,0.533912,11,414,0.5175,0.675,11,0.05,0.05,91,0.081815,19.944444,17.958333,0.485729,199,11,0.325,3.272614,21.95
rand-2-40-11-414-200-65_ext.xml.minion.gz,1,0.686658,229,0.425,0.5125,20.7,20.7,414,203.101449,0.55,11,40,175,40,40,0.53661,11,414,0.5175,0.7,11,0.05,0.05,95,0.094901,20.277778,18.619048,0.490583,201,11,0.25,3.796051,22.285714
rand-2-40-11-414-200-67_ext.xml.minion.gz,1,0.686658,228,0.4,0.525,20.7,20.7,414,203.350242,0.625,11,40,178,40,40,0.540413,11,414,0.5175,0.675,11,0.05,0.05,100,0.082765,20.409091,18.347826,0.491184,202,11,0.3,3.310589,22.3125
rand-2-40-11-414-200-69_ext.xml.minion.gz,1,0.686658,230,0.4,0.525,20.7,20.7,414,202.101449,0.6,11,40,176,40,40,0.534565,11,414,0.5175,0.7,11,0.05,0.05,97,0.08124,20.153846,18,0.488168,202,11,0.375,3.249615,22.333333
rand-2-40-11-414-200-71_ext.xml.minion.gz,1,0.686658,230,0.4,0.5125,20.7,20.7,414,202.289855,0.65,11,40,172,40,40,0.524491,11,414,0.5175,0.675,11,0.05,0.05,103,0.079096,20.1,18.111111,0.488623,200,11,0.325,3.163858,22.222222
rand-2-40-11-414-200-73_ext.xml.minion.gz,1,0.686658,225,0.4,0.5,20.7,20.7,414,199.874396,0.575,11,40,174,40,40,0.538962,11,414,0.5175,0.725,11,0.05,0.05,104,0.090347,19.875,17.941176,0.482788,200,11,0.3,3.613862,21.727273
rand-2-40-11-414-200-75_ext.xml.minion.gz,1,0.686658,226,0.375,0.5375,20.7,20.7,414,200.231884,0.55,11,40,173,40,40,0.528124,11,414,0.5175,0.75,11,0.05,0.05,84,0.081432,20.04,18.052632,0.483652,195,11,0.375,3.257299,21.875
rand-2-40-11-414-200-77_ext.xml.minion.gz,1,0.686658,221,0.425,0.5,20.7,20.7,414,199.272947,0.65,11,40,174,40,40,0.526219,11,414,0.5175,0.65,11,0.05,0.05,117,0.067593,19.909091,17.952381,0.481336,200,11,0.35,2.703701,21.809524
rand-2-40-11-414-200-79_ext.xml.minion.gz,1,0.686658,225,0.4,0.525,20.7,20.7,414,199.649758,0.525,11,40,174,40,40,0.522447,11,414,0.5175,0.65,11,0.05,0.05,78,0.068283,20.04,18.26087,0.482246,199,11,0.35,2.7313,21.727273
rand-2-40-11-414-200-9_ext.xml.minion.gz,1,0.686658,224,0.375,0.525,20.7,20.7,414,201.152174,0.625,11,40,176,40,40,0.537689,11,414,0.5175,0.65,11,0.05,0.05,106,0.087178,20.090909,18.066667,0.485875,198,11,0.35,3.487119,21.782609
rand-2-40-16-250-350-11_ext.xml.minion.gz,1,0.697768,374,0.225,0.325,12.5,12.5,250,353.884,0.425,16,40,331,40,40,0.312134,16,250,0.3125,0.425,16,0.05,0.05,270,0.061492,35,32.714286,1.415536,357,16,0.175,2.459675,37.909091
rand-2-40-16-250-350-13_ext.xml.minion.gz,1,0.697768,366,0.225,0.3,12.5,12.5,250,348.244,0.375,16,40,329,40,40,0.331942,16,250,0.3125,0.5,16,0.05,0.05,259,0.073314,34.75,32.25,1.392976,351,16,0.15,2.932576,37.4375
rand-2-40-16-250-350-15_ext.xml.minion.gz,1,0.697768,379,0.225,0.325,12.5,12.5,250,356.552,0.4,16,40,335,40,40,0.332116,16,250,0.3125,0.45,16,0.05,0.05,239,0.077661,35.461538,33.181818,1.426208,356,16,0.15,3.106445,38
rand-2-40-16-250-350-17_ext.xml.minion.gz,1,0.697768,370,0.225,0.325,12.5,12.5,250,348.748,0.4,16,40,329,40,40,0.323702,16,250,0.3125,0.45,16,0.05,0.05,254,0.069821,34.75,32.181818,1.394992,345,16,0.175,2.792848,37.333333
rand-2-40-16-250-350-19_ext.xml.minion.gz,1,0.697768,375,0.225,0.3125,12.5,12.5,250,349.16,0.475,16,40,327,40,40,0.32836,16,250,0.3125,0.5,16,0.05,0.05,261,0.080039,34.7,32.375,1.39664,350,16,0.175,3.201562,37.538462
rand-2-40-16-250-350-1_ext.xml.minion.gz,1,0.697768,373,0.225,0.3125,12.5,12.5,250,350.076,0.325,16,40,324,40,40,0.318515,16,250,0.3125,0.475,16,0.05,0.05,280,0.068465,35.3125,32.375,1.400304,350,16,0.175,2.738613,37.461538
rand-2-40-16-250-350-21_ext.xml.minion.gz,1,0.697768,368,0.225,0.325,12.5,12.5,250,348.456,0.4,16,40,328,40,40,0.326709,16,250,0.3125,0.475,16,0.05,0.05,258,0.069147,34.846154,32.307692,1.393824,347,16,0.2,2.765863,37.153846
rand-2-40-16-250-350-23_ext.xml.minion.gz,1,0.697768,373,0.225,0.3125,12.5,12.5,250,350.024,0.425,16,40,328,40,40,0.319229,16,250,0.3125,0.45,16,0.05,0.05,260,0.068237,35.25,32.5,1.400096,349,16,0.2,2.729469,37.764706
rand-2-40-16-250-350-25_ext.xml.minion.gz,1,0.697768,373,0.225,0.3,12.5,12.5,250,350.596,0.4,16,40,329,40,40,0.319391,16,250,0.3125,0.45,16,0.05,0.05,263,0.063492,35.285714,32.545455,1.402384,351,16,0.175,2.539685,37.571429
rand-2-40-16-250-350-27_ext.xml.minion.gz,1,0.697768,375,0.225,0.3125,12.5,12.5,250,348.864,0.425,16,40,324,40,40,0.306085,16,250,0.3125,0.45,16,0.05,0.05,229,0.073314,34.615385,32.083333,1.395456,349,16,0.125,2.932576,37.25
rand-2-40-16-250-350-29_ext.xml.minion.gz,1,0.697768,371,0.225,0.325,12.5,12.5,250,349.248,0.4,16,40,326,40,40,0.327637,16,250,0.3125,0.45,16,0.05,0.05,251,0.068237,34.8,32.2,1.396992,351,16,0.175,2.729469,37.307692
rand-2-40-16-250-350-31_ext.xml.minion.gz,1,0.697768,373,0.225,0.325,12.5,12.5,250,350.56,0.4,16,40,328,40,40,0.334485,16,250,0.3125,0.45,16,0.05,0.05,240,0.074791,35,32.666667,1.40224,351,16,0.15,2.991655,37.705882
rand-2-40-16-250-350-33_ext.xml.minion.gz,1,0.697768,372,0.225,0.325,12.5,12.5,250,349.736,0.4,16,40,329,40,40,0.323802,16,250,0.3125,0.45,16,0.05,0.05,267,0.073527,34.818182,32.611111,1.398944,347,16,0.15,2.941088,37.357143
rand-2-40-16-250-350-35_ext.xml.minion.gz,1,0.697768,368,0.225,0.3125,12.5,12.5,250,348.48,0.375,16,40,328,40,40,0.309689,16,250,0.3125,0.45,16,0.05,0.05,268,0.061237,34.866667,32.454545,1.39392,348,16,0.2,2.44949,37.307692
rand-2-40-16-250-350-37_ext.xml.minion.gz,1,0.697768,372,0.225,0.325,12.5,12.5,250,349.264,0.475,16,40,327,40,40,0.310017,16,250,0.3125,0.475,16,0.05,0.05,258,0.066144,34.777778,32.5,1.397056,350,16,0.175,2.645751,37.454545
rand-2-40-16-250-350-39_ext.xml.minion.gz,1,0.697768,369,0.2,0.3,12.5,12.5,250,346.86,0.325,16,40,326,40,40,0.301622,16,250,0.3125,0.5,16,0.05,0.05,272,0.078462,34.555556,32.0625,1.38744,347,16,0.175,3.138471,37.285714
rand-2-40-16-250-350-3_ext.xml.minion.gz,1,0.697768,374,0.225,0.3125,12.5,12.5,250,352.792,0.4,16,40,331,40,40,0.313138,16,250,0.3125,0.45,16,0.05,0.05,275,0.074372,35.090909,32.714286,1.411168,351,16,0.15,2.974895,38.1
rand-2-40-16-250-350-41_ext.xml.minion.gz,1,0.697768,373,0.225,0.3,12.5,12.5,250,350.864,0.475,16,40,333,40,40,0.340709,16,250,0.3125,0.5,16,0.05,0.05,253,0.089617,35,32.333333,1.403456,351,16,0.175,3.58469,37.857143
rand-2-40-16-250-350-43_ext.xml.minion.gz,1,0.697768,376,0.225,0.325,12.5,12.5,250,351.308,0.425,16,40,327,40,40,0.332446,16,250,0.3125,0.425,16,0.05,0.05,266,0.061237,35,32.583333,1.405232,349,16,0.2,2.44949,37.75
rand-2-40-16-250-350-45_ext.xml.minion.gz,1,0.697768,377,0.225,0.3125,12.5,12.5,250,353.7,0.45,16,40,332,40,40,0.334415,16,250,0.3125,0.525,16,0.05,0.05,272,0.091001,35,32.666667,1.4148,353,16,0.15,3.640055,37.923077
rand-2-40-16-250-350-47_ext.xml.minion.gz,1,0.697768,374,0.225,0.3125,12.5,12.5,250,350.444,0.375,16,40,326,40,40,0.312273,16,250,0.3125,0.45,16,0.05,0.05,248,0.064226,35,32.5625,1.401776,352,16,0.125,2.569047,37.416667
rand-2-40-16-250-350-49_ext.xml.minion.gz,1,0.697768,374,0.225,0.3,12.5,12.5,250,352.804,0.425,16,40,330,40,40,0.333073,16,250,0.3125,0.5,16,0.05,0.05,272,0.074791,35.411765,32.307692,1.411216,350,16,0.175,2.991655,37.909091
rand-2-40-16-250-350-51_ext.xml.minion.gz,1,0.697768,369,0.2,0.3,12.5,12.5,250,348.928,0.325,16,40,328,40,40,0.347833,16,250,0.3125,0.5,16,0.05,0.05,273,0.067082,34.8,32.4,1.395712,347,16,0.175,2.683282,37.764706
rand-2-40-16-250-350-53_ext.xml.minion.gz,1,0.697768,371,0.225,0.3125,12.5,12.5,250,351.556,0.35,16,40,332,40,40,0.290885,16,250,0.3125,0.425,16,0.05,0.05,256,0.053327,34.916667,32.5,1.406224,351,16,0.2,2.133073,37.6875
rand-2-40-16-250-350-55_ext.xml.minion.gz,1,0.697768,376,0.225,0.3,12.5,12.5,250,351.072,0.35,16,40,327,40,40,0.332797,16,250,0.3125,0.475,16,0.05,0.05,260,0.070267,35.1875,32.6,1.404288,353,16,0.175,2.810694,37.769231
rand-2-40-16-250-350-57_ext.xml.minion.gz,1,0.697768,377,0.225,0.3,12.5,12.5,250,351.268,0.4,16,40,327,40,40,0.313086,16,250,0.3125,0.475,16,0.05,0.05,269,0.074372,35.055556,32.375,1.405072,350,16,0.175,2.974895,37.4
rand-2-40-16-250-350-59_ext.xml.minion.gz,1,0.697768,374,0.225,0.3,12.5,12.5,250,349.3,0.35,16,40,326,40,40,0.336241,16,250,0.3125,0.5,16,0.05,0.05,267,0.073314,34.9,32.272727,1.3972,350,16,0.1,2.932576,37.214286
rand-2-40-16-250-350-5_ext.xml.minion.gz,1,0.697768,371,0.225,0.3,12.5,12.5,250,347.992,0.375,16,40,325,40,40,0.34933,16,250,0.3125,0.475,16,0.05,0.05,275,0.073314,35.166667,32.529412,1.391968,348,16,0.175,2.932576,37.555556
rand-2-40-16-250-350-61_ext.xml.minion.gz,1,0.697768,373,0.225,0.3,12.5,12.5,250,350.384,0.35,16,40,326,40,40,0.313981,16,250,0.3125,0.525,16,0.05,0.05,280,0.084963,35,32.428571,1.401536,349,16,0.175,3.398529,37.571429
rand-2-40-16-250-350-63_ext.xml.minion.gz,1,0.697768,372,0.225,0.325,12.5,12.5,250,350.532,0.4,16,40,327,40,40,0.317708,16,250,0.3125,0.425,16,0.05,0.05,279,0.069372,35.176471,32.352941,1.402128,349,16,0.175,2.774887,37.714286
rand-2-40-16-250-350-65_ext.xml.minion.gz,1,0.697768,372,0.225,0.325,12.5,12.5,250,351.652,0.35,16,40,330,40,40,0.332584,16,250,0.3125,0.5,16,0.05,0.05,261,0.081968,35.166667,32.384615,1.406608,352,16,0.15,3.278719,37.785714
rand-2-40-16-250-350-67_ext.xml.minion.gz,1,0.697768,371,0.225,0.3,12.5,12.5,250,349.024,0.425,16,40,326,40,40,0.321438,16,250,0.3125,0.475,16,0.05,0.05,244,0.073314,34.916667,32.444444,1.396096,350,16,0.15,2.932576,38
rand-2-40-16-250-350-69_ext.xml.minion.gz,1,0.697768,372,0.2,0.3,12.5,12.5,250,349.62,0.425,16,40,327,40,40,0.337759,16,250,0.3125,0.525,16,0.05,0.05,257,0.084963,35,32.615385,1.39848,352,16,0.175,3.398529,37.666667
rand-2-40-16-250-350-71_ext.xml.minion.gz,1,0.697768,373,0.225,0.3,12.5,12.5,250,350.572,0.475,16,40,326,40,40,0.312814,16,250,0.3125,0.475,16,0.05,0.05,265,0.065907,35.142857,32.785714,1.402288,351,16,0.175,2.636285,37.416667
rand-2-40-16-250-350-73_ext.xml.minion.gz,1,0.697768,373,0.225,0.3,12.5,12.5,250,350.268,0.4,16,40,326,40,40,0.311425,16,250,0.3125,0.475,16,0.05,0.05,273,0.074372,34.666667,32.214286,1.401072,347,16,0.175,2.974895,37.6
rand-2-40-16-250-350-75_ext.xml.minion.gz,1,0.697768,370,0.225,0.3,12.5,12.5,250,348.84,0.45,16,40,325,40,40,0.29926,16,250,0.3125,0.475,16,0.05,0.05,276,0.06567,34.785714,32.357143,1.39536,347,16,0.2,2.626785,37.4
rand-2-40-16-250-350-77_ext.xml.minion.gz,1,0.697768,370,0.225,0.3,12.5,12.5,250,350.444,0.45,16,40,329,40,40,0.330634,16,250,0.3125,0.45,16,0.05,0.05,273,0.069147,34.9,32.666667,1.401776,351,16,0.2,2.765863,37.4
rand-2-40-16-250-350-79_ext.xml.minion.gz,1,0.697768,374,0.225,0.325,12.5,12.5,250,353.564,0.4,16,40,332,40,40,0.296398,16,250,0.3125,0.45,16,0.05,0.05,252,0.061492,35.375,32.857143,1.414256,354,16,0.15,2.459675,37.909091
rand-2-40-16-250-350-7_ext.xml.minion.gz,1,0.697768,372,0.225,0.3125,12.5,12.5,250,350.744,0.4,16,40,328,40,40,0.296832,16,250,0.3125,0.45,16,0.05,0.05,266,0.061237,35,32.666667,1.402976,351,16,0.2,2.44949,37.538462
rand-2-40-16-250-350-9_ext.xml.minion.gz,1,0.697768,371,0.225,0.3125,12.5,12.5,250,350.568,0.425,16,40,329,40,40,0.344085,16,250,0.3125,0.5,16,0.05,0.05,252,0.081009,35,32.153846,1.402272,348,16,0.125,3.24037,37.384615
rand-2-40-180-84-900-11_ext.xml.minion.gz,1,0.734779,906,0.075,0.1,4.2,4.2,84,900.011905,0.2,180,40,894,40,40,0.16244,180,84,0.105,0.2,180,0.05,0.05,871,0.044088,?,?,10.714427,899,180,0.025,1.763519,?
rand-2-40-180-84-900-13_ext.xml.minion.gz,1,0.734779,905,0.075,0.1,4.2,4.2,84,897.880952,0.175,180,40,892,40,40,0.164881,180,84,0.105,0.225,180,0.05,0.05,874,0.046165,?,?,10.689059,898,180,0.025,1.846619,?
rand-2-40-180-84-900-15_ext.xml.minion.gz,1,0.734779,907,0.1,0.1,4.2,4.2,84,900.059524,0.125,180,40,894,40,40,0.107976,180,84,0.105,0.225,180,0.05,0.05,876,0.048798,?,?,10.714994,901,180,0.025,1.951922,?
rand-2-40-180-84-900-17_ext.xml.minion.gz,1,0.734779,906,0.075,0.1,4.2,4.2,84,899.488095,0.125,180,40,894,40,40,0.166369,180,84,0.105,0.2,180,0.05,0.05,871,0.044791,?,?,10.708192,900,180,0.025,1.791647,?
rand-2-40-180-84-900-19_ext.xml.minion.gz,1,0.734779,907,0.075,0.1,4.2,4.2,84,899.25,0.15,180,40,893,40,40,0.06119,180,84,0.105,0.2,180,0.05,0.05,873,0.039607,?,?,10.705357,900,180,0.025,1.584298,?
rand-2-40-180-84-900-1_ext.xml.minion.gz,1,0.734779,909,0.075,0.1,4.2,4.2,84,901.607143,0.225,180,40,896,40,40,0.149286,180,84,0.105,0.225,180,0.05,0.05,874,0.049434,?,?,10.733418,902,180,0.025,1.977372,?
rand-2-40-180-84-900-21_ext.xml.minion.gz,1,0.734779,904,0.075,0.1,4.2,4.2,84,898.75,0.175,180,40,893,40,40,0.091905,180,84,0.105,0.2,180,0.05,0.05,876,0.037165,?,?,10.699405,900,180,0.025,1.486607,?
rand-2-40-180-84-900-23_ext.xml.minion.gz,1,0.734779,905,0.075,0.1,4.2,4.2,84,899.464286,0.2,180,40,893,40,40,0.075714,180,84,0.105,0.2,180,0.05,0.05,877,0.040774,?,?,10.707908,899,180,0.025,1.630951,?
rand-2-40-180-84-900-25_ext.xml.minion.gz,1,0.734779,907,0.075,0.1,4.2,4.2,84,899.916667,0.175,180,40,894,40,40,0.13379,180,84,0.105,0.25,180,0.05,0.05,872,0.058417,?,?,10.713294,900,180,0.025,2.336664,?
rand-2-40-180-84-900-27_ext.xml.minion.gz,1,0.734779,906,0.075,0.1,4.2,4.2,84,898.52381,0.2,180,40,891,40,40,0.10119,180,84,0.105,0.2,180,0.05,0.05,881,0.044791,?,?,10.696712,899,180,0.025,1.791647,?
rand-2-40-180-84-900-29_ext.xml.minion.gz,1,0.734779,908,0.075,0.1,4.2,4.2,84,899.845238,0.15,180,40,892,40,40,0.13871,180,84,0.105,0.225,180,0.05,0.05,869,0.049434,?,?,10.712443,901,180,0.025,1.977372,?
rand-2-40-180-84-900-31_ext.xml.minion.gz,1,0.734779,908,0.075,0.1,4.2,4.2,84,901.583333,0.2,180,40,894,40,40,0.128968,180,84,0.105,0.25,180,0.05,0.05,874,0.042647,?,?,10.733135,903,180,0.025,1.705872,?
rand-2-40-180-84-900-33_ext.xml.minion.gz,1,0.734779,904,0.075,0.1,4.2,4.2,84,897.77381,0.15,180,40,892,40,40,0.053452,180,84,0.105,0.175,180,0.05,0.05,877,0.03881,?,?,10.687783,898,180,0.025,1.552417,?
rand-2-40-180-84-900-35_ext.xml.minion.gz,1,0.734779,907,0.075,0.1,4.2,4.2,84,900.904762,0.175,180,40,894,40,40,0.112262,180,84,0.105,0.2,180,0.05,0.05,882,0.051599,?,?,10.725057,902,180,0.025,2.063977,?
rand-2-40-180-84-900-37_ext.xml.minion.gz,1,0.734779,906,0.075,0.1,4.2,4.2,84,899.869048,0.15,180,40,895,40,40,0.111548,180,84,0.105,0.2,180,0.05,0.05,880,0.042647,?,?,10.712727,901,180,0.025,1.705872,?
rand-2-40-180-84-900-39_ext.xml.minion.gz,1,0.734779,910,0.075,0.1,4.2,4.2,84,902.27381,0.15,180,40,897,40,40,0.100417,180,84,0.105,0.225,180,0.05,0.05,878,0.05099,?,?,10.741355,901,180,0.025,2.039608,?
rand-2-40-180-84-900-3_ext.xml.minion.gz,1,0.734779,907,0.075,0.1,4.2,4.2,84,899.690476,0.15,180,40,894,40,40,0.142083,180,84,0.105,0.25,180,0.05,0.05,880,0.053092,?,?,10.710601,899,180,0.025,2.123676,?
rand-2-40-180-84-900-41_ext.xml.minion.gz,1,0.734779,907,0.075,0.1,4.2,4.2,84,900.785714,0.175,180,40,895,40,40,0.111548,180,84,0.105,0.225,180,0.05,0.05,878,0.048153,?,?,10.723639,901,180,0.025,1.926136,?
rand-2-40-180-84-900-43_ext.xml.minion.gz,1,0.734779,908,0.075,0.1,4.2,4.2,84,900.059524,0.175,180,40,893,40,40,0.157659,180,84,0.105,0.25,180,0.05,0.05,876,0.0475,?,?,10.714994,900,180,0.025,1.9,?
rand-2-40-180-84-900-45_ext.xml.minion.gz,1,0.734779,910,0.075,0.1,4.2,4.2,84,901.714286,0.2,180,40,895,40,40,0.087897,180,84,0.105,0.225,180,0.05,0.05,875,0.048153,?,?,10.734694,903,180,0.025,1.926136,?
rand-2-40-180-84-900-47_ext.xml.minion.gz,1,0.734779,906,0.075,0.1,4.2,4.2,84,900.297619,0.125,180,40,893,40,40,0.055119,180,84,0.105,0.2,180,0.05,0.05,870,0.037165,?,?,10.717829,900,180,0.025,1.486607,?
rand-2-40-180-84-900-49_ext.xml.minion.gz,1,0.734779,906,0.075,0.1,4.2,4.2,84,900.666667,0.15,180,40,895,40,40,0.094405,180,84,0.105,0.2,180,0.05,0.05,877,0.044088,?,?,10.722222,902,180,0.05,1.763519,?
rand-2-40-180-84-900-51_ext.xml.minion.gz,1,0.734779,909,0.075,0.1,4.2,4.2,84,900.416667,0.15,180,40,895,40,40,0.091905,180,84,0.105,0.175,180,0.05,0.05,873,0.035444,?,?,10.719246,900,180,0.05,1.417745,?
rand-2-40-180-84-900-53_ext.xml.minion.gz,1,0.734779,907,0.075,0.1,4.2,4.2,84,899.75,0.175,180,40,894,40,40,0.073512,180,84,0.105,0.2,180,0.05,0.05,880,0.044791,?,?,10.71131,900,180,0.025,1.791647,?
rand-2-40-180-84-900-55_ext.xml.minion.gz,1,0.734779,905,0.075,0.1,4.2,4.2,84,899.178571,0.175,180,40,894,40,40,0.073988,180,84,0.105,0.225,180,0.05,0.05,882,0.040389,?,?,10.704507,898,180,0.025,1.615549,?
rand-2-40-180-84-900-57_ext.xml.minion.gz,1,0.734779,904,0.075,0.1,4.2,4.2,84,897.095238,0.15,180,40,891,40,40,0.127024,180,84,0.105,0.175,180,0.05,0.05,870,0.044791,?,?,10.679705,898,180,0.025,1.791647,?
rand-2-40-180-84-900-59_ext.xml.minion.gz,1,0.734779,905,0.075,0.1,4.2,4.2,84,899.154762,0.175,180,40,895,40,40,0.092857,180,84,0.105,0.175,180,0.05,0.05,874,0.041533,?,?,10.704223,899,180,0.025,1.661325,?
rand-2-40-180-84-900-5_ext.xml.minion.gz,1,0.734779,907,0.075,0.1,4.2,4.2,84,898.678571,0.175,180,40,891,40,40,0.049306,180,84,0.105,0.25,180,0.05,0.05,872,0.042279,?,?,10.698554,901,180,0.025,1.691153,?
rand-2-40-180-84-900-61_ext.xml.minion.gz,1,0.734779,908,0.075,0.1,4.2,4.2,84,899.928571,0.125,180,40,894,40,40,0.079524,180,84,0.105,0.25,180,0.05,0.05,873,0.043732,?,?,10.713435,900,180,0.025,1.749286,?
rand-2-40-180-84-900-63_ext.xml.minion.gz,1,0.734779,906,0.075,0.1,4.2,4.2,84,898.892857,0.175,180,40,892,40,40,0.082738,180,84,0.105,0.175,180,0.05,0.05,876,0.046165,?,?,10.701105,899,180,0.025,1.846619,?
rand-2-40-180-84-900-65_ext.xml.minion.gz,1,0.734779,907,0.075,0.1,4.2,4.2,84,900.345238,0.15,180,40,895,40,40,0.093571,180,84,0.105,0.175,180,0.05,0.05,875,0.041155,?,?,10.718396,901,180,0.025,1.646208,?
rand-2-40-180-84-900-67_ext.xml.minion.gz,1,0.734779,906,0.075,0.1,4.2,4.2,84,900.166667,0.175,180,40,895,40,40,0.11631,180,84,0.105,0.2,180,0.05,0.05,883,0.049749,?,?,10.71627,901,180,0.025,1.989975,?
rand-2-40-180-84-900-69_ext.xml.minion.gz,1,0.734779,904,0.075,0.1,4.2,4.2,84,897.845238,0.225,180,40,892,40,40,0.093095,180,84,0.105,0.225,180,0.05,0.05,881,0.044441,?,?,10.688634,899,180,0.025,1.777639,?
rand-2-40-180-84-900-71_ext.xml.minion.gz,1,0.734779,908,0.075,0.1,4.2,4.2,84,900.083333,0.2,180,40,894,40,40,0.076607,180,84,0.105,0.2,180,0.05,0.05,880,0.046165,?,?,10.715278,900,180,0.025,1.846619,?
rand-2-40-180-84-900-73_ext.xml.minion.gz,1,0.734779,909,0.075,0.1,4.2,4.2,84,901.202381,0.175,180,40,896,40,40,0.060278,180,84,0.105,0.225,180,0.05,0.05,871,0.048477,?,?,10.7286,902,180,0.025,1.939072,?
rand-2-40-180-84-900-75_ext.xml.minion.gz,1,0.734779,905,0.075,0.1,4.2,4.2,84,899.988095,0.175,180,40,895,40,40,0.047262,180,84,0.105,0.2,180,0.05,0.05,876,0.0475,?,?,10.714144,901,180,0.025,1.9,?
rand-2-40-180-84-900-77_ext.xml.minion.gz,1,0.734779,907,0.075,0.1,4.2,4.2,84,899.095238,0.15,180,40,894,40,40,0.146012,180,84,0.105,0.225,180,0.05,0.05,871,0.04717,?,?,10.703515,899,180,0.025,1.886796,?
rand-2-40-180-84-900-79_ext.xml.minion.gz,1,0.734779,907,0.075,0.125,4.2,4.2,84,898.72619,0.175,180,40,890,40,40,0.063571,180,84,0.105,0.25,180,0.05,0.05,877,0.050062,?,?,10.699121,900,180,0.025,2.002498,?
rand-2-40-180-84-900-7_ext.xml.minion.gz,1,0.734779,908,0.075,0.1,4.2,4.2,84,901.154762,0.15,180,40,894,40,40,0.128095,180,84,0.105,0.2,180,0.05,0.05,878,0.045826,?,?,10.728033,901,180,0.025,1.83303,?
rand-2-40-180-84-900-9_ext.xml.minion.gz,1,0.734779,905,0.075,0.1,4.2,4.2,84,899.702381,0.2,180,40,895,40,40,0.051885,180,84,0.105,0.225,180,0.05,0.05,882,0.049434,?,?,10.710743,899,180,0.025,1.977372,?
rand-2-40-19-443-230-11_ext.xml.minion.gz,1,0.715085,383,0.3,0.425,16.9,16.9,338,284.745562,0.5,19,40,226,40,40,0.431942,19,338,0.4225,0.575,19,0.05,0.05,198,0.078222,28.2,25.944444,0.842442,239,19,0.225,3.128898,30.6
rand-2-40-19-443-230-13_ext.xml.minion.gz,1,0.714586,371,0.325,0.425,17.1,17.1,342,280.312865,0.5,19,40,222,40,40,0.428431,19,342,0.4275,0.6,19,0.05,0.05,190,0.077419,27.894737,25.631579,0.819628,234,19,0.275,3.096773,30.333333
rand-2-40-19-443-230-15_ext.xml.minion.gz,1,0.715725,384,0.3,0.425,16.65,16.65,333,287.522523,0.525,19,40,227,40,40,0.447875,19,333,0.41625,0.575,19,0.05,0.05,203,0.082073,28.3,26.318182,0.863431,237,19,0.25,3.28291,30.5
rand-2-40-19-443-230-17_ext.xml.minion.gz,1,0.703886,267,0.325,0.45,17.4,17.4,348,277.956897,0.5,19,40,225,40,40,0.448979,19,348,0.435,0.55,19,0.05,0.05,196,0.067268,27.6875,25.55,0.798727,235,19,0.275,2.690725,29.923077
