@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 8'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE c_avg_dom_cons NUMERIC
@ATTRIBUTE gr_avg_deg_vg NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC

@DATA
nsp/nsp_2.mzn_AND_nsp/period_28/40.dzn,1,1.042686,0.959061,3.852474,5.901528,21.337024,0.458034,51797.168959,25007.583813
nsp/nsp_2.mzn_AND_nsp/period_14/21.dzn,1,1.037779,0.963596,3.823357,5.911003,21.046586,0.459353,57436.797703,26814.479025
nsp/nsp_2.mzn_AND_nsp/period_28/34.dzn,1,1.042447,0.959281,3.852962,5.892565,21.54514,0.458009,46629.748292,22512.51933
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp29_false.dzn,1,1.271648,0.786381,3.747155,11.859814,6.819396,0.699611,8.750124,1.767065
nsp/nsp_2.mzn_AND_nsp/period_28/96.dzn,1,1.042447,0.959281,3.852962,5.892565,21.54514,0.458009,46629.748292,22512.51933
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp20_true.dzn,1,1.278718,0.782033,3.67854,10.15902,6.487979,0.671309,6.202137,1.370142
nsp/nsp_2.mzn_AND_nsp/period_28/89.dzn,1,1.042447,0.959281,3.852962,5.892565,21.54514,0.458009,46629.748292,22512.51933
prop_stress/prop_stress.mzn_AND_prop_stress/0400.dzn,1,100.998753,0.009901,201.997506,34.575443,201.997506,1,160001,26834.079193
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp22_true.dzn,1,1.276644,0.783304,3.699924,10.592871,6.589569,0.679692,6.663643,1.41526
nsp/nsp_2.mzn_AND_nsp/period_28/72.dzn,1,1.042447,0.959281,3.852962,5.892565,21.54514,0.458009,46629.748292,22512.51933
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp25_true.dzn,1,1.274047,0.7849,3.727163,11.212652,6.718693,0.690408,7.412583,1.434857
nsp/nsp_2.mzn_AND_nsp/period_28/62.dzn,1,1.042447,0.959281,3.852962,5.892565,21.54514,0.458009,46629.748292,22512.51933
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp24_true.dzn,1,1.274854,0.784404,3.718648,11.001508,6.678363,0.687054,7.135802,1.460105
nsp/nsp_2.mzn_AND_nsp/period_28/100.dzn,1,1.042447,0.959281,3.852962,5.892565,21.54514,0.458009,46629.748292,22512.51933
quasigroup7/quasigroup7.mzn_AND_quasigroup7/12.dzn,1,1.078125,0.927536,74.536458,249.456759,252.75,0.497585,42.25,19.635269
nsp/nsp_2.mzn_AND_nsp/period_28/76.dzn,1,1.042447,0.959281,3.852962,5.892565,21.54514,0.458009,46629.748292,22512.51933
search_stress2/search_stress2.mzn_AND_search_stress2/06_05.dzn,1,1.48,0.675676,2.96,4.570209,4.6,0.945946,4.88,1.897
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp20_false.dzn,1,1.27934,0.781653,3.661494,10.083467,6.419011,0.667172,6.57711,1.611674
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp26_false.dzn,1,1.273716,0.785104,3.723867,11.31866,6.710574,0.690702,7.993353,1.748821
queens/queens.mzn_AND_queens/200.dzn,1,298.5,0.00335,597,15.287712,199,1,200,0.335008
nsp/nsp_2.mzn_AND_nsp/period_28/82.dzn,1,1.042447,0.959281,3.852962,5.892565,21.54514,0.458009,46629.748292,22512.51933
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp30_false.dzn,1,1.271037,0.786759,3.754068,12.008963,6.851697,0.702268,8.943747,1.838321
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp29_true.dzn,1,1.271289,0.786603,3.756631,11.908866,6.858074,0.70205,8.348069,1.521293
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp28_false.dzn,1,1.272296,0.785981,3.739842,11.677863,6.785224,0.696806,8.472296,1.793937
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp18_false.dzn,1,1.281871,0.780109,3.633918,9.574571,6.290058,0.656934,6.078363,1.562538
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp28_true.dzn,1,1.271917,0.786215,3.749876,11.729061,6.826152,0.699377,8.074789,1.548553
prop_stress/prop_stress.mzn_AND_prop_stress/0500.dzn,1,125.999002,0.007937,251.998004,35.863149,251.998004,1,250001,41875.746683
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp21_true.dzn,1,1.277641,0.782692,3.689599,10.396995,6.540541,0.675641,6.466011,1.347187
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp17_true.dzn,1,1.282532,0.779707,3.640094,9.434157,6.304807,0.656307,5.52286,1.257933
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp19_false.dzn,1,1.280553,0.780913,3.648247,9.862052,6.357067,0.662241,6.373007,1.543751
search_stress2/search_stress2.mzn_AND_search_stress2/06_06.dzn,1,1.596491,0.626374,3.192982,5.018879,5.087719,0.956044,5.684211,2.144936
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp27_true.dzn,1,1.272583,0.785803,3.742736,11.58061,6.792393,0.696555,7.89065,1.478351
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp30_true.dzn,1,1.270696,0.78697,3.763031,12.05594,6.888305,0.704585,8.542269,1.59231
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp26_true.dzn,1,1.273292,0.785366,3.735178,11.37467,6.756635,0.69357,7.600791,1.504415
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp18_true.dzn,1,1.28115,0.780549,3.653887,9.658785,6.370607,0.661679,5.713525,1.323756
nsp/nsp_2.mzn_AND_nsp/period_28/71.dzn,1,1.042447,0.959281,3.852962,5.892565,21.54514,0.458009,46629.748292,22512.51933
nsp/nsp_2.mzn_AND_nsp/period_28/83.dzn,1,1.042447,0.959281,3.852962,5.892565,21.54514,0.458009,46629.748292,22512.51933
nsp/nsp_2.mzn_AND_nsp/period_14/39.dzn,1,1.037504,0.963852,3.823938,5.900482,21.254146,0.45932,51298.875406,23947.908175
steiner-triples/steiner-triples.mzn_AND_steiner-triples/13.dzn,1,1.036982,0.964337,2.516272,25.981455,3.846154,0,4254.5,1981.477114
nsp/nsp_2.mzn_AND_nsp/period_28/93.dzn,1,1.042447,0.959281,3.852962,5.892565,21.54514,0.458009,46629.748292,22512.51933
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp23_true.dzn,1,1.275717,0.783873,3.709587,10.824133,6.635409,0.683489,6.943317,1.391262
nsp/nsp_2.mzn_AND_nsp/period_14/10.dzn,1,1.038778,0.962669,3.821248,5.949085,20.554582,0.459473,79683.482869,37206.353366
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp22_false.dzn,1,1.277187,0.782971,3.6852,10.524865,6.529845,0.676056,7.044971,1.657695
nsp/nsp_2.mzn_AND_nsp/period_28/60.dzn,1,1.042877,0.958886,3.852083,5.908693,21.197609,0.458053,55929.178838,27002.739002
nsp/nsp_2.mzn_AND_nsp/period_14/80.dzn,1,1.03735,0.963994,3.824262,5.894633,21.39186,0.459301,47887.285714,22354.713967
steiner-triples/steiner-triples.mzn_AND_steiner-triples/19.dzn,1,1.017236,0.983056,2.508156,38.155219,3.929825,0,266744,128929.466897
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex07200_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex12800_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex05100_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex06100_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
nsp/nsp_2.mzn_AND_nsp/period_28/35.dzn,1,1.042601,0.95914,3.852648,5.898328,21.406516,0.458025,49951.968853,24116.632317
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex07900_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex13600_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex08400_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex05600_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex19900_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
nsp/nsp_2.mzn_AND_nsp/period_14/28.dzn,1,1.037779,0.963596,3.823357,5.911003,21.046586,0.459353,57436.797703,26814.479025
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex13500_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
prop_stress/prop_stress.mzn_AND_prop_stress/0700.dzn,1,175.999287,0.005682,351.998573,37.80485,351.998573,1,490001,81959.080961
nsp/nsp_2.mzn_AND_nsp/period_14/37.dzn,1,1.03813,0.963271,3.822617,5.924374,20.837405,0.459395,65243.238202,30460.651678
prop_stress/prop_stress.mzn_AND_prop_stress/0600.dzn,1,150.999168,0.006623,301.998336,36.915283,301.998336,1,360001,60250.747234
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex07000_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex11500_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex12500_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
nsp/nsp_2.mzn_AND_nsp/period_28/87.dzn,1,1.042447,0.959281,3.852962,5.892565,21.54514,0.458009,46629.748292,22512.51933
nsp/nsp_2.mzn_AND_nsp/period_14/90.dzn,1,1.03735,0.963994,3.824262,5.894633,21.39186,0.459301,47887.285714,22354.713967
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex16400_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
nsp/nsp_2.mzn_AND_nsp/period_14/23.dzn,1,1.037779,0.963596,3.823357,5.911003,21.046586,0.459353,57436.797703,26814.479025
nsp/nsp_2.mzn_AND_nsp/period_14/85.dzn,1,1.03735,0.963994,3.824262,5.894633,21.39186,0.459301,47887.285714,22354.713967
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex16200_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex12000_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex13900_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex09600_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
queens/queens.mzn_AND_queens/400.dzn,1,598.5,0.001671,1197,17.287712,399,1,400,0.334169
nsp/nsp_2.mzn_AND_nsp/period_14/26.dzn,1,1.037589,0.963773,3.823759,5.903731,21.185106,0.45933,53193.698936,24832.813919
golfers/golfers1.mzn_AND_golfers/golfers_7_7_7.dzn,1,0.625232,1.599407,656.155844,3158.872197,2842.363636,0.560831,664.363636,327.926665
prop_stress/prop_stress.mzn_AND_prop_stress/0800.dzn,1,200.999376,0.004975,401.998752,38.575429,401.998752,1,640001,107000.747923
solbat/sb.mzn_AND_solbat/sb_12_12_5_3.dzn,1,1.233476,0.810717,3.346172,3.184097,40.392138,0.240812,2.313996,0.957124
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex11700_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
solbat/sb.mzn_AND_solbat/sb_12_12_5_4.dzn,1,1.233476,0.810717,3.346172,3.184097,40.392138,0.240812,2.313996,0.957124
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex14300_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex09800_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
nsp/nsp_2.mzn_AND_nsp/period_28/23.dzn,1,1.042877,0.958886,3.852083,5.908693,21.197609,0.458053,55929.178838,27002.739002
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex19600_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
nsp/nsp_2.mzn_AND_nsp/period_14/91.dzn,1,1.03735,0.963994,3.824262,5.894633,21.39186,0.459301,47887.285714,22354.713967
nsp/nsp_2.mzn_AND_nsp/period_14/57.dzn,1,1.03813,0.963271,3.822617,5.924374,20.837405,0.459395,65243.238202,30460.651678
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex09300_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
nsp/nsp_2.mzn_AND_nsp/period_14/70.dzn,1,1.03735,0.963994,3.824262,5.894633,21.39186,0.459301,47887.285714,22354.713967
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex05500_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
nsp/nsp_2.mzn_AND_nsp/period_28/85.dzn,1,1.042447,0.959281,3.852962,5.892565,21.54514,0.458009,46629.748292,22512.51933
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex07600_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex19700_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex12700_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
nsp/nsp_2.mzn_AND_nsp/period_14/67.dzn,1,1.03735,0.963994,3.824262,5.894633,21.39186,0.459301,47887.285714,22354.713967
solbat/sb.mzn_AND_solbat/sb_13_13_5_3.dzn,1,1.232542,0.811331,3.356026,3.187624,46.670262,0.237449,2.310191,0.956482
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex16800_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex11300_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex10900_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
nsp/nsp_2.mzn_AND_nsp/period_28/80.dzn,1,1.042447,0.959281,3.852962,5.892565,21.54514,0.458009,46629.748292,22512.51933
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex08300_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
nsp/nsp_2.mzn_AND_nsp/period_14/53.dzn,1,1.037779,0.963596,3.823357,5.911003,21.046586,0.459353,57436.797703,26814.479025
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex15900_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex09200_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
nsp/nsp_2.mzn_AND_nsp/period_28/90.dzn,1,1.042447,0.959281,3.852962,5.892565,21.54514,0.458009,46629.748292,22512.51933
solbat/sb.mzn_AND_solbat/sb_13_13_5_0.dzn,1,1.232542,0.811331,3.356026,3.187624,46.670262,0.237449,2.310191,0.956482
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex18800_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
nsp/nsp_2.mzn_AND_nsp/period_14/44.dzn,1,1.037779,0.963596,3.823357,5.911003,21.046586,0.459353,57436.797703,26814.479025
nsp/nsp_2.mzn_AND_nsp/period_14/75.dzn,1,1.03735,0.963994,3.824262,5.894633,21.39186,0.459301,47887.285714,22354.713967
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex10500_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
solbat/sb.mzn_AND_solbat/sb_12_12_6_1.dzn,1,1.221821,0.818451,3.429797,3.258855,41.048608,0.23094,2.298119,0.957278
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex19100_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
nsp/nsp_2.mzn_AND_nsp/period_14/24.dzn,1,1.038269,0.963142,3.822323,5.929675,20.767198,0.459412,68339.338497,31906.866208
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex11000_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
nsp/nsp_2.mzn_AND_nsp/period_14/25.dzn,1,1.037589,0.963773,3.823759,5.903731,21.185106,0.45933,53193.698936,24832.813919
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex19500_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
nsp/nsp_2.mzn_AND_nsp/period_28/39.dzn,1,1.042601,0.95914,3.852648,5.898328,21.406516,0.458025,49951.968853,24116.632317
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex15700_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex09000_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex12300_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
nsp/nsp_2.mzn_AND_nsp/period_14/88.dzn,1,1.03735,0.963994,3.824262,5.894633,21.39186,0.459301,47887.285714,22354.713967
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex06500_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex10300_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex10100_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
solbat/sb.mzn_AND_solbat/sb_13_13_5_4.dzn,1,1.232542,0.811331,3.356026,3.187624,46.670262,0.237449,2.310191,0.956482
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex10800_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex05000_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
nsp/nsp_2.mzn_AND_nsp/period_14/79.dzn,1,1.03735,0.963994,3.824262,5.894633,21.39186,0.459301,47887.285714,22354.713967
nsp/nsp_2.mzn_AND_nsp/period_14/55.dzn,1,1.037779,0.963596,3.823357,5.911003,21.046586,0.459353,57436.797703,26814.479025
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex09400_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex05200_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
nsp/nsp_2.mzn_AND_nsp/period_28/37.dzn,1,1.042985,0.958787,3.851863,5.912721,21.127649,0.458065,58252.682234,28124.663841
solbat/sb.mzn_AND_solbat/sb_13_13_6_1.dzn,1,1.220322,0.819456,3.443324,3.266155,47.437324,0.227197,2.29372,0.956699
nsp/nsp_2.mzn_AND_nsp/period_28/44.dzn,1,1.042877,0.958886,3.852083,5.908693,21.197609,0.458053,55929.178838,27002.739002
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex14500_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex05900_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex14900_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex11400_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex12400_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex13200_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex07500_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex13300_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex08900_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex05700_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex18200_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex16000_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex14200_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex09500_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex12200_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex15800_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex10000_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
normalized-super-os-taillard-20-2.xml.mzn_AND_NODATA,1,1.482759,0.674419,3.948276,15.129161,5.913793,0.668605,24.051422,1.19835
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex19300_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex16100_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex09700_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex20000_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex10700_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
nsp/nsp_2.mzn_AND_nsp/period_14/99.dzn,1,1.03735,0.963994,3.824262,5.894633,21.39186,0.459301,47887.285714,22354.713967
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex18400_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex14100_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
solbat/sb.mzn_AND_solbat/sb_13_13_6_0.dzn,1,1.220322,0.819456,3.443324,3.266155,47.437324,0.227197,2.29372,0.956699
solbat/sb.mzn_AND_solbat/sb_13_13_5_2.dzn,1,1.232542,0.811331,3.356026,3.187624,46.670262,0.237449,2.310191,0.956482
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex17000_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex13700_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex06200_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex09100_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex14600_2600_100.dzn,1,1.417447,0.705494,3.166778,29.928888,7.308824,0.777411,5213905.48262,924131.801554
