@RELATION 'FEATURE_VALUES-SAT12-RAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE VG_mean NUMERIC

@DATA
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/520/unif-k3-r4.25-v520-c2210-S956671877-054.cnf,1,0.0059,0.0059,16.072,0.0059,0.0078,113,123,13.4726,520,114,113.497,104,113.859,104,124,0.0116
SAT_Competition2007/random/2+p/p0.7/v3500/unif2p-p0.7-v3500-c9345-S1568322528-08-SAT.cnf,1,0.0012,0.0012,45.1485,0.0008,0.0039,533,555,38.6269,3500,533,533.735,512,532.733,512,555,0.0024
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1114532273-035.SATISFIABLE.cnf,1,0.0056,0.0056,19.3297,0.0056,0.0074,119,129,15.3984,550,119,118.84,109,118.921,109,129,0.0111
SAT_Competition2007/random/LargeSize/3SAT/v19000/unif-k3-r4.2-v19000-c79800-S1753083943-04.cnf,1,0.0002,0.0002,772.5,0.0002,0.0003,4090.5,4117,406.25,19000,4057,4069.12,4018,4062.75,3977,4078,0.0003
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v800-c3408-S1631205309-024.SATISFIABLE.cnf,1,0.0038,0.0038,26.0325,0.0038,0.0064,174,186,20.1811,800,174,173.636,161,174.056,161,187,0.0076
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v30000-c126000-S629207485-001-UNKNOWN.cnf,1,0.0001,0.0001,796.5,0.0001,0.0002,6352,6428,656.714,30000,6339,6364.14,6339,6339,6221,6339,0.0002
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1980330668-030.SATISFIABLE.cnf,1,0.05,0.05,8.1238,0.05,0.05,20,25,7.1417,100,20,20.2401,16,20.2912,16,25,0.0459
SAT_Competition2007/random/LargeSize/7SAT/v200/unif-k7-r85-v200-c17000-S849793820-03.cnf,1,0.035,0.035,18.1819,0.035,0.035,33,39,18.2478,200,33,33.2092,27,33.0524,27,39,0.0117
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v750-c3195-S1378008329-078.SATISFIABLE.cnf,1,0.0042,0.0042,24.6216,0.0041,0.0055,162,174,19.5188,750,162,161.88,150,161.943,150,174,0.0083
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/360/unif-k3-r4.25-v360-c1530-S1711406314-093.cnf,1,0.0087,0.0087,10.5837,0.0086,0.0114,78,87,9.0247,360,78,78.5172,70,78.4466,70,87,0.017
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/440/unif-k3-r4.25-v440-c1870-S110290755-003.cnf,1,0.007,0.007,16.3071,0.007,0.0116,95,104,13.4899,440,95,95.2767,86,95.2014,86,104,0.0138
SAT_Competition2007/random/LargeSize/3SAT/v10000/unif-k3-r4.2-v10000-c42000-S657313757-16.cnf,1,0.0003,0.0003,295.95,0.0003,0.0005,2131,2184,161.714,10000,2139,2130.25,2067,2131.45,2083,2180,0.0006
SAT_Competition2007/random/2+p/p0.8/v2405/unif2p-p0.8-v2405-c7479-S2108627398-03-UNSAT.cnf,1,0.0015,0.0015,59.2808,0.001,0.0039,436,455,42.3353,2405,435,436.638,417,435.648,417,455,0.0029
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1383380994-043.SATISFIABLE.cnf,1,0.0051,0.0051,20.5,0.0051,0.0085,131,142,16.3061,600,131,130.754,120,130.867,120,142,0.0101
SAT_Competition2007/random/2+p/p0.7/v5500/unif2p-p0.7-v5500-c14685-S1568197186-18-SAT.cnf,1,0.0008,0.0008,52.9866,0.0005,0.0023,841,868,46.8289,5500,834,842.362,808,834.973,815,860,0.0015
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/200/unif-k7-r85-v200-c17000-S441484366-048.cnf,1,0.035,0.035,18.1315,0.035,0.035,33,40,18.2466,200,33,33.3497,27,33.0491,28,39,0.0117
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S2019147653-030.SATISFIABLE.cnf,1,0.0052,0.0052,19.2564,0.0052,0.0086,129,140,15.5864,600,129,129.305,118,129.367,119,140,0.0104
SAT_Competition2007/random/OnTreshold/3SAT/v500/unif-k3-r4.26-v500-c2130-S1736865558-13.SAT.shuffled.cnf,1,0.0062,0.0062,17.2809,0.0061,0.0082,109,119,13.9316,500,109,108.823,99,108.643,99,119,0.0121
SAT_Competition2007/random/2+p/p0.7/v5500/unif2p-p0.7-v5500-c14685-S499481065-10-SAT.cnf,1,0.0007,0.0007,72.8857,0.0005,0.002,838,859,57.0227,5500,839,837.636,812,840.107,815,865,0.0015
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v250-c21250-S1274193329-021-UNKNOWN.cnf,1,0.028,0.028,22.1017,0.028,0.028,41,48,22.2155,250,41,41.1853,34,41.3169,35,48,0.0117
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/70/unif-k7-r89-v70-c6230-S1718226278-096.cnf,1,0.1,0.1,8.8358,0.1,0.1,12,15,8.5863,70,12,12.1113,9,12.0413,9,15,0.0111
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/110/unif-k5-r21.3-v110-c2343-S2119656249-086.cnf,1,0.0455,0.0455,9.9212,0.0455,0.0455,22,26,9.0813,110,22,21.8332,17,21.8458,17,26,0.0456
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v150-c12750-S896023516-057-UNKNOWN.cnf,1,0.0467,0.0467,14.1274,0.0467,0.0467,25,30,14.7059,150,25,24.8897,20,24.7866,20,30,0.0117
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v90-c8010-S1828831772-021.SATISFIABLE.cnf,1,0.0778,0.0778,10.5447,0.0778,0.0778,15,19,10.4468,90,15,15.3697,12,15.3246,12,19,0.0111
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v400-c34000-S1275797759-041-UNKNOWN.cnf,1,0.0175,0.0175,32.8635,0.0175,0.0175,66,75,33.7463,400,66,66.1397,56,65.5627,58,74,0.0117
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/520/unif-k3-r4.25-v520-c2210-S149116968-021.cnf,1,0.0059,0.0059,22.861,0.0058,0.0078,113,123,18.0338,520,112,112.604,102,112.382,103,123,0.0116
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v20000-c84000-S357264423-067-UNKNOWN.cnf,1,0.0002,0.0002,732.6,0.0002,0.0003,4277,4314,465.667,20000,4259,4269.58,4197,4262,4198,4259,0.0003
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1955740096-08.cnf,1,0.0318,0.0318,19.4257,0.0318,0.0318,36,42,19.6173,220,36,36.0088,30,36.4368,30,43,0.0117
SAT_Competition2007/random/2+p/p0.8/v2035/unif2p-p0.8-v2035-c6328-S1137479270-03-SAT.cnf,1,0.0017,0.0017,39.2812,0.0011,0.0045,376,395,31.0988,2035,375,376.537,356,374.564,359,394,0.0033
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v90-c8010-S741717046-057.UNKNOWN.cnf,1,0.0778,0.0778,10.4496,0.0778,0.0778,15,19,10.4303,90,15,15.2515,12,15.36,12,19,0.0111
SAT_Competition2007/random/OnTreshold/7SAT/v70/unif-k7-r89-v70-c6230-S1907907390-05.SAT.shuffled.cnf,1,0.1,0.1,8.4602,0.1,0.1,12,15,8.2967,70,12,12.1992,9,12.1569,9,16,0.0111
SAT_Competition2007/random/LargeSize/3SAT/v16000/unif-k3-r4.2-v16000-c67200-S886048189-14.cnf,1,0.0002,0.0002,461.875,0.0002,0.0004,3391,3442,283.176,16000,3395.5,3403.29,3335,3390.5,3347,3446,0.0004
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1000-c20000-S883282443-030-UNKNOWN.cnf,1,0.005,0.005,54.0352,0.005,0.005,191,205,45.4525,1000,192,190.464,176,191.224,178,206,0.0165
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v700-c2982-S893015585-015.SATISFIABLE.cnf,1,0.0044,0.0044,23.6225,0.0044,0.0058,152,164,18.6937,700,152,151.847,139,151.471,139,163,0.0088
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v2000-c40000-S61914820-087-UNKNOWN.cnf,1,0.0025,0.0025,112.006,0.0025,0.0025,382,404,82.5051,2000,382,382.212,362,379.916,359,401,0.0091
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v35000-c147000-S648642831-094-UNKNOWN.cnf,1,0.0001,0.0001,2465,0.0001,0.0002,7409.5,7477,1557,35000,3723.5,6182.33,0,3723.5,0,0,0.0002
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v5000-c21000-S1259410977-065-UNKNOWN.cnf,1,0.0006,0.0006,148.635,0.0006,0.0012,1067.5,1105,91.5469,5000,1073,1069.58,1042,1072.71,1039,1102,0.0013
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/4000/unif-k3-r4.2-v4000-c16800-S568017735-066.cnf,1,0.0008,0.0008,112.228,0.0008,0.0013,852,878,67.3739,4000,848.5,852.896,822,841.14,827,872,0.0016
SAT_Competition2007/random/OnTreshold/7SAT/v60/unif-k7-r89-v60-c5340-S1846251911-07.SAT.shuffled.cnf,1,0.1167,0.1167,7.755,0.1167,0.1167,10,13,7.3957,60,10,10.4848,8,10.4851,8,13,0.011
SAT_Competition2009/RANDOM/MEDIUM/7SAT/UNKNOWN/70/unif-k7-r89-v70-c6230-S358640743-023.cnf,1,0.1,0.1,8.7561,0.1,0.1,12,15,8.419,70,12,12.1242,9,12.1387,9,15,0.0111
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/10000/unif-k3-r4.2-v10000-c42000-S1618450766-063.cnf,1,0.0003,0.0003,439.895,0.0003,0.0005,2146,2176,160.667,10000,2128,2141.22,2059,2015.26,2101,2158,0.0006
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/100/unif-k5-r21.3-v100-c2130-S402241321-038.cnf,1,0.05,0.05,9.0255,0.05,0.05,20,24,8.123,100,20,20.0309,16,20.0555,16,24,0.0459
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S386464511-018.SATISFIABLE.cnf,1,0.007,0.007,15.5749,0.0069,0.0138,96,106,12.9044,450,96,96.5369,87,96.5391,87,106,0.0138
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S207562876-057.UNKNOWN.cnf,1,0.0333,0.0333,12.6588,0.0333,0.0333,29,35,11.4921,150,30,29.6018,24,29.7184,24,35,0.044
SAT_Competition2009/RANDOM/MEDIUM/7SAT/UNKNOWN/70/unif-k7-r89-v70-c6230-S2141146009-040.cnf,1,0.1,0.1,8.6826,0.1,0.1,12,15,8.3532,70,12,12.1082,9,12.14,9,15,0.0111
SAT_Competition2007/random/LargeSize/5SAT/v1100/unif-k5-r20-v1100-c22000-S260814579-03.cnf,1,0.0045,0.0045,60.9169,0.0045,0.0045,211,228,48.9524,1100,211,210.595,196,210.805,197,227,0.0152
SAT_Competition2007/random/OnTreshold/3SAT/v550/unif-k3-r4.26-v550-c2343-S2037574412-07.UNSAT.shuffled.cnf,1,0.0056,0.0056,20.2247,0.0056,0.0093,119,129,16.2235,550,119,119.073,108,118.71,109,129,0.0111
SAT_Competition2007/random/OnTreshold/7SAT/v75/unif-k7-r89-v75-c6675-S1469277938-19.UNSAT.shuffled.cnf,1,0.0933,0.0933,9.1365,0.0933,0.0933,13,16,8.7228,75,13,12.9123,10,12.9851,10,16,0.0111
SAT_Competition2007/random/2+p/p0.9/v810/unif2p-p0.9-v810-c2932-S1557868591-12-SAT.cnf,1,0.004,0.004,21.3222,0.0026,0.0079,164,177,17.7266,810,164,164.38,152,164.299,152,177,0.0078
SAT_Competition2007/random/2+p/p0.7/v4500/unif2p-p0.7-v4500-c12015-S1973057201-08-SAT.cnf,1,0.0009,0.0009,51.1242,0.0006,0.0028,680,705,46.6341,4500,677,677.649,657,679.776,659,702,0.0019
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v50000-c210000-S1170024351-015-UNKNOWN.cnf,1,0.0001,0.0001,2900,0.0001,0.0001,10507,10507,7102,50000,10666,7046.67,10666,10666,0,10666,0.0001
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v550-c2343-S927210717-059.SATISFIABLE.cnf,1,0.0056,0.0056,17.7669,0.0056,0.0074,120,130,14.4226,550,120,119.729,109,119.878,109,130,0.0111
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1636883934-028.SATISFIABLE.cnf,1,0.0667,0.0667,7.1954,0.0667,0.0667,15,19,6.1938,75,15,15.2599,12,15.2602,12,19,0.0461
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v90-c8010-S64052796-033.SATISFIABLE.cnf,1,0.0778,0.0778,10.4786,0.0778,0.0778,15,19,10.359,90,15,15.4711,12,15.344,12,19,0.0111
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v300-c25500-S1286362348-008-UNKNOWN.cnf,1,0.0233,0.0233,25.8247,0.0233,0.0233,50,57,25.8298,300,50,49.4137,42,49.4436,42,57,0.0117
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/60/unif-k7-r89-v60-c5340-S1096716652-027.cnf,1,0.1167,0.1167,7.8969,0.1167,0.1167,10,14,7.467,60,10,10.5111,8,10.5341,8,13,0.011
SAT_Competition2007/random/LargeSize/3SAT/v13000/unif-k3-r4.2-v13000-c54600-S295096144-05.cnf,1,0.0002,0.0002,420.667,0.0002,0.0005,2766,2802,211.75,13000,2761.5,2757.9,2726,2764,2682,2794,0.0005
SAT_Competition2007/random/OnTreshold/3SAT/v450/unif-k3-r4.25-v450-c1912-S1113882813-11.SAT.shuffled.cnf,1,0.0069,0.0069,14.7916,0.0068,0.0091,97,107,12.1715,450,97,97.3843,88,97.362,88,107,0.0136
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/360/unif-k3-r4.25-v360-c1530-S1684547485-073.cnf,1,0.0086,0.0086,12.1348,0.0085,0.0114,78,86,10.2069,360,78,77.9723,70,78.0484,70,86,0.0168
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/440/unif-k3-r4.25-v440-c1870-S208461254-049.cnf,1,0.0071,0.0071,13.2437,0.007,0.0117,94,104,11.2192,440,95,94.4476,86,94.7257,85,104,0.014
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v750-c15000-S1207160791-083-UNKNOWN.cnf,1,0.0067,0.0067,40.3299,0.0067,0.0067,144,156,34.3075,750,144,143.533,132,143.945,131,157,0.0206
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1250-c25000-S1688530456-019-UNKNOWN.cnf,1,0.004,0.004,66.1194,0.004,0.004,240,256,53.2653,1250,237,240.383,223,238.094,224,255,0.0137
SAT_Competition2007/random/OnTreshold/5SAT/v100/unif-k5-r21.3-v100-c2130-S1047920973-05.SAT.shuffled.cnf,1,0.05,0.05,9.0088,0.05,0.05,20,24,8.077,100,20,20.0319,16,20.0576,16,24,0.046
SAT_Competition2007/random/OnTreshold/3SAT/v360/unif-k3-r4.26-v360-c1533-S2109173872-19.SAT.shuffled.cnf,1,0.0089,0.0089,10.6579,0.0087,0.0145,78,86,9.2182,360,78,77.7139,69,77.6427,70,86,0.0174
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/70/unif-k7-r89-v70-c6230-S1723021362-073.cnf,1,0.1,0.1,8.7563,0.1,0.1,12,15,8.4339,70,12,12.1042,9,12.1562,9,15,0.0111
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/440/unif-k3-r4.25-v440-c1870-S1263695887-042.cnf,1,0.0071,0.0071,15.1197,0.007,0.0116,95,104,12.4017,440,95,95.2054,86,95.2481,86,104,0.0139
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v200-c17000-S283489555-036-UNKNOWN.cnf,1,0.035,0.035,17.9673,0.035,0.035,33,40,18.3299,200,33,33.1656,27,32.9885,27,39,0.0117
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/110/unif-k5-r21.3-v110-c2343-S1971658345-089.cnf,1,0.0455,0.0455,9.9842,0.0455,0.0455,22,26,9.1132,110,22,21.9236,17,21.9377,17,27,0.0455
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v25000-c105000-S109959541-056-UNKNOWN.cnf,1,0.0001,0.0001,2601.5,0.0001,0.0003,5334.5,5421,547.4,24999,5244,5346.9,0,3966.25,5259,5309,0.0003
SAT_Competition2007/random/LargeSize/5SAT/v600/unif-k5-r20-v600-c12000-S1791291573-05.cnf,1,0.0083,0.0083,33.6333,0.0083,0.0083,115,126,28.3996,600,114,114.98,104,114.791,103,126,0.0243
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/520/unif-k3-r4.25-v520-c2210-S1602291491-023.cnf,1,0.0059,0.0059,19.2095,0.0059,0.0078,112,122,15.5648,520,112,112.179,102,112.056,102,122,0.0117
SAT_Competition2007/random/OnTreshold/7SAT/v65/unif-k7-r89-v65-c5785-S1481196126-03.SAT.shuffled.cnf,1,0.1077,0.1077,8.4276,0.1077,0.1077,11,14,7.9127,65,11,11.3108,8,11.2648,8,14,0.0111
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S259896945-079.SATISFIABLE.cnf,1,0.0333,0.0333,12.0666,0.0333,0.0333,30,35,11.105,150,30,29.762,25,29.8829,24,35,0.044
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v800-c3408-S1534711423-054.SATISFIABLE.cnf,1,0.0039,0.0039,26.1441,0.0038,0.0064,171,184,20.4534,800,171,171.561,159,171.335,160,183,0.0078
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v5000-c21000-S72547786-008-UNKNOWN.cnf,1,0.0006,0.0006,153.633,0.0006,0.001,1069.5,1097,91.6667,4999,1061.5,1064.15,1029,1045.07,1032,1092,0.0013
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v125-c2662-S1224290751-070.UNKNOWN.cnf,1,0.04,0.04,10.9199,0.04,0.04,25,30,9.8214,125,25,24.9191,20,24.8927,20,30,0.0452
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1610857498-043.SATISFIABLE.cnf,1,0.0056,0.0056,15.5403,0.0056,0.0093,120,131,13.1649,550,120,120.643,110,120.581,111,131,0.0111
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/520/unif-k3-r4.25-v520-c2210-S621134782-041.cnf,1,0.0059,0.0059,15.5015,0.0059,0.0078,114,124,13.0398,520,114,113.751,104,113.644,104,124,0.0117
SAT_Competition2007/random/LargeSize/3SAT/v10000/unif-k3-r4.2-v10000-c42000-S897388318-05.cnf,1,0.0003,0.0003,308,0.0003,0.0005,2125,2175,158.895,10000,2114,2132.84,2088,2118.85,2102,2134,0.0006
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/120/unif-k5-r21.3-v120-c2556-S1503318847-091.cnf,1,0.0417,0.0417,9.7861,0.0417,0.0417,24,29,8.8616,120,24,24.066,19,24.1203,19,29,0.0451
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/360/unif-k3-r4.25-v360-c1530-S144043535-002.cnf,1,0.0089,0.0089,12.5799,0.0087,0.0146,76,84,10.5314,360,76,76.0906,68,76.0285,68,84,0.0175
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/540/unif-k3-r4.25-v540-c2295-S2037268960-098.cnf,1,0.0057,0.0057,19.8036,0.0056,0.0075,118,128,16,540,117,117.681,107,117.527,108,128,0.0112
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v550-c2343-S311101868-094.SATISFIABLE.cnf,1,0.0056,0.0056,18.7293,0.0055,0.0074,121,131,15.4376,550,120,120.702,110,120.761,110,131,0.0109
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v300-c25500-S680524168-083-UNKNOWN.cnf,1,0.0233,0.0233,25.7591,0.0233,0.0233,49,58,25.7169,300,49,49.819,42,49.1577,43,56,0.0117
SAT_Competition2007/random/2+p/p0.8/v2405/unif2p-p0.8-v2405-c7479-S183991542-09-SAT.cnf,1,0.0015,0.0015,41.4444,0.001,0.0029,439,457,33.2299,2405,437,438.669,419,437.034,420,460,0.0029
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v500-c2130-S31329941-054.SATISFIABLE.cnf,1,0.0063,0.0063,15.0506,0.0062,0.0082,108,118,12.4226,500,108,108.292,98,108.013,99,118,0.0124
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v350-c1491-S146789605-022.SATISFIABLE.cnf,1,0.0088,0.0088,12.2151,0.0087,0.0116,77,85,10.2213,350,77,76.668,69,76.8469,69,85,0.017
SAT_Competition2007/random/2+p/p0.9/v990/unif2p-p0.9-v990-c3583-S361865778-09-SAT.cnf,1,0.0032,0.0032,24.6566,0.0021,0.0054,203,217,19.7715,990,204,203.565,191,203.686,191,217,0.0062
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/160/unif-k7-r85-v160-c13600-S432776913-077.cnf,1,0.0437,0.0437,14.9988,0.0437,0.0437,26,32,15.2463,160,26,26.7062,21,26.3295,22,32,0.0117
SAT_Competition2007/random/LargeSize/5SAT/v1100/unif-k5-r20-v1100-c22000-S1128222245-05.cnf,1,0.0045,0.0045,60.8438,0.0045,0.0045,209.5,227,48.9037,1100,211,210.931,196,210.378,197,226,0.0152
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/200/unif-k7-r85-v200-c17000-S948914005-013.cnf,1,0.035,0.035,18.2599,0.035,0.035,33,38,18.8326,200,33,32.8222,27,33.0764,27,39,0.0117
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v40000-c168000-S907804052-003-UNKNOWN.cnf,1,0.0001,0.0001,6818.5,0.0001,0.0002,8488,8533,1198.2,40000,4231.5,8506.8,0,4231.5,8481,0,0.0002
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/420/unif-k3-r4.25-v420-c1785-S1014608490-038.cnf,1,0.0073,0.0073,12.8801,0.0073,0.0121,92,101,10.767,420,92,91.8051,83,91.7248,83,101,0.0144
SAT_Competition2007/random/2+p/p0.9/v990/unif2p-p0.9-v990-c3583-S218623752-19-SAT.cnf,1,0.0032,0.0032,25.2506,0.0021,0.0064,203,217,19.8052,990,203,203.361,189,202.471,190,216,0.0063
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v750-c3195-S2050161601-088.SATISFIABLE.cnf,1,0.0041,0.0041,24.1436,0.0041,0.0068,162,174,19.543,750,162,161.819,150,162.183,149,174,0.0082
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1339958817-007.UNKNOWN.cnf,1,0.0051,0.0051,24.974,0.0051,0.0085,129,141,19.4565,600,129,129.62,119,129.538,119,141,0.0101
SAT_Competition2007/random/OnTreshold/3SAT/v600/unif-k3-r4.261-v600-c2556-S218576925-17.UNSAT.shuffled.cnf,1,0.0052,0.0052,24.0633,0.0052,0.0086,128,138,19.1711,600,128,127.591,117,127.487,117,138,0.0104
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v50-c4450-S1788358104-029.SATISFIABLE.cnf,1,0.14,0.14,6.6001,0.14,0.14,9,12,6.0866,50,9,8.8931,6,8.9003,6,12,0.011
SAT_Competition2009/RANDOM/MEDIUM/7SAT/UNKNOWN/65/unif-k7-r89-v65-c5785-S599916448-096.cnf,1,0.1077,0.1077,8.2693,0.1077,0.1077,11,15,7.8339,65,11,11.3035,8,11.321,8,14,0.0111
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/2000/unif-k3-r4.2-v2000-c8400-S1582955175-042.cnf,1,0.0016,0.0016,55.7959,0.0015,0.0026,427,442,41.9534,2000,426,424.257,405,425.497,407,444,0.0032
SAT_Competition2009/RANDOM/MEDIUM/7SAT/UNKNOWN/70/unif-k7-r89-v70-c6230-S884764237-004.cnf,1,0.1,0.1,8.6891,0.1,0.1,12,15,8.3861,70,12,12.1128,9,12.0461,9,15,0.0111
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/100/unif-k5-r21.3-v100-c2130-S282405510-004.cnf,1,0.05,0.05,9.0011,0.05,0.05,20,24,8.0652,100,20,20.0781,16,19.9872,16,24,0.0459
SAT_Competition2007/random/OnTreshold/5SAT/v70/unif-k5-r21.3-v70-c1491-S1416418480-05.SAT.shuffled.cnf,1,0.0714,0.0714,6.0653,0.0714,0.0714,14,18,5.1999,70,14,14.4705,11,14.4582,11,18,0.0462
SAT_Competition2007/random/2+p/p0.8/v1665/unif2p-p0.8-v1665-c5178-S1386858597-08-SAT.cnf,1,0.0021,0.0021,31.2199,0.0014,0.005,304,320,25.7837,1665,303,303.536,287,302.344,288,318,0.0042
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v30000-c126000-S379804333-028-UNKNOWN.cnf,1,0.0001,0.0001,5674.33,0.0001,0.0002,6427,6516,876.714,29999,6328,6423.57,0,4235,6295,6328,0.0002
SAT_Competition2007/random/OnTreshold/5SAT/v90/unif-k5-r21.3-v90-c1917-S1342521403-06.SAT.shuffled.cnf,1,0.0556,0.0556,8.5265,0.0556,0.0556,18,22,7.6026,90,18,18.0732,14,18.0579,14,22,0.046
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v175-c3727-S520872997-084.SATISFIABLE.cnf,1,0.0286,0.0286,13.2971,0.0286,0.0286,35,41,12.0678,175,35,34.7857,29,34.6572,29,41,0.0427
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v15000-c63000-S1868678442-026-UNKNOWN.cnf,1,0.0002,0.0002,715.444,0.0002,0.0004,3185,3233,302.944,15000,3178,3186.78,0,2833.22,3110,3218,0.0004
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v125-c2662-S118521533-021.UNKNOWN.cnf,1,0.04,0.04,11.0877,0.04,0.04,25,30,10.007,125,25,24.7832,20,24.7091,20,30,0.045
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/560/unif-k3-r4.25-v560-c2380-S517464300-073.cnf,1,0.0054,0.0054,20.4967,0.0054,0.0072,123,133,16.3635,560,123,123.148,112,123.102,113,134,0.0106
