@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_Local_Variance NUMERIC
@ATTRIBUTE stats_tightness_75 NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC
@ATTRIBUTE normalised_median_degree NUMERIC
@ATTRIBUTE stats_cts_per_var_mean NUMERIC
@ATTRIBUTE mean_degree NUMERIC
@ATTRIBUTE stats_table_count NUMERIC
@ATTRIBUTE stats_tightness_mean NUMERIC
@ATTRIBUTE normalised_width_of_ordering NUMERIC
@ATTRIBUTE stats_dom_50 NUMERIC
@ATTRIBUTE stats_var_discrete NUMERIC
@ATTRIBUTE stats_tightness_25 NUMERIC
@ATTRIBUTE stats_varcount NUMERIC
@ATTRIBUTE stats_branchingvars NUMERIC
@ATTRIBUTE clustering_coefficient NUMERIC
@ATTRIBUTE stats_dom_0 NUMERIC
@ATTRIBUTE stats_conscount NUMERIC
@ATTRIBUTE normalised_mean_degree NUMERIC
@ATTRIBUTE normalised_maximum_degree NUMERIC
@ATTRIBUTE stats_dom_25 NUMERIC
@ATTRIBUTE stats_arity_mean_normalised NUMERIC
@ATTRIBUTE stats_cts_per_var_mean_normalised NUMERIC
@ATTRIBUTE stats_tightness_0 NUMERIC
@ATTRIBUTE normalised_standard_deviation_of_node_degree NUMERIC
@ATTRIBUTE stats_literal_tightness_50 NUMERIC
@ATTRIBUTE stats_literal_tightness_25 NUMERIC
@ATTRIBUTE stats_tightness_mean_normalised NUMERIC
@ATTRIBUTE stats_tightness_50 NUMERIC
@ATTRIBUTE stats_dom_75 NUMERIC
@ATTRIBUTE normalised_minimum_degree NUMERIC
@ATTRIBUTE standard_deviation_of_node_degree NUMERIC
@ATTRIBUTE stats_literal_tightness_75 NUMERIC
@ATTRIBUTE median_degree NUMERIC
@ATTRIBUTE stats_tightness_100 NUMERIC
@ATTRIBUTE maximum_degree NUMERIC
@ATTRIBUTE stats_edge_density NUMERIC
@ATTRIBUTE stats_literal_tightness_0 NUMERIC
@ATTRIBUTE stats_dom_100 NUMERIC
@ATTRIBUTE stats_literal_tightness_100 NUMERIC
@ATTRIBUTE stats_literal_tightness_coeff_of_variation NUMERIC
@ATTRIBUTE width_of_graph NUMERIC
@ATTRIBUTE width_of_ordering NUMERIC
@ATTRIBUTE stats_literal_tightness_mean NUMERIC
@ATTRIBUTE stats_dom_mean NUMERIC
@ATTRIBUTE minimum_degree NUMERIC
@ATTRIBUTE SAC_literals NUMERIC
@ATTRIBUTE normalised_SAC_literals NUMERIC
@ATTRIBUTE stats_table_proportion NUMERIC
@ATTRIBUTE stats_arity_75 NUMERIC
@ATTRIBUTE stats_arity_25 NUMERIC
@ATTRIBUTE stats_unary_proportion NUMERIC
@ATTRIBUTE stats_arity_0 NUMERIC
@ATTRIBUTE stats_lex_proportion NUMERIC
@ATTRIBUTE stats_sums_proportion NUMERIC
@ATTRIBUTE stats_arity_50 NUMERIC
@ATTRIBUTE stats_lex_count NUMERIC
@ATTRIBUTE stats_or_atleastk_count NUMERIC
@ATTRIBUTE stats_arity_100 NUMERIC
@ATTRIBUTE stats_or_atleastk_proportion NUMERIC
@ATTRIBUTE stats_dom_not2_2_ratio NUMERIC
@ATTRIBUTE stats_unary_count NUMERIC
@ATTRIBUTE stats_binary_proportion NUMERIC
@ATTRIBUTE stats_sums_count NUMERIC
@ATTRIBUTE stats_alldiff_count NUMERIC

@DATA
rand-2-40-40-135-650-23_ext.xml.minion.gz,1,0.717087,664,0.125,0.175,6.75,6.75,135,652.385185,0.25,40,40,639,40,40,0.134215,40,135,0.16875,0.275,40,0.05,0.05,608,0.052067,?,?,4.832483,653,40,0.05,2.082667,?,7,714,11,0.173077,?,40,?,?,5,10,?,40,2,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-40-135-650-25_ext.xml.minion.gz,1,0.717087,662,0.125,0.1625,6.75,6.75,135,650.577778,0.25,40,40,638,40,40,0.15671,40,135,0.16875,0.3,40,0.05,0.05,608,0.065848,?,?,4.819095,650,40,0.025,2.633913,?,6.5,691,12,0.173077,?,40,?,?,5,10,?,40,1,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-40-135-650-27_ext.xml.minion.gz,1,0.717087,671,0.125,0.175,6.75,6.75,135,654.503704,0.225,40,40,641,40,40,0.198505,40,135,0.16875,0.275,40,0.05,0.05,609,0.054127,?,?,4.848176,653,40,0.05,2.165064,?,7,702,11,0.173077,?,40,?,?,5,9,?,40,2,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-40-135-650-29_ext.xml.minion.gz,1,0.717087,664,0.125,0.1625,6.75,6.75,135,650.014815,0.225,40,40,637,40,40,0.19062,40,135,0.16875,0.275,40,0.05,0.05,602,0.055269,?,?,4.814925,650,40,0.075,2.210769,?,6.5,697,11,0.173077,?,40,?,?,5,9,?,40,3,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-40-135-650-31_ext.xml.minion.gz,1,0.717087,659,0.125,0.175,6.75,6.75,135,649.496296,0.25,40,40,640,40,40,0.19706,40,135,0.16875,0.275,40,0.05,0.05,592,0.060143,?,?,4.811084,650,40,0.075,2.405722,?,7,693,11,0.173077,?,40,?,?,5,10,?,40,3,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-40-135-650-33_ext.xml.minion.gz,1,0.717087,661,0.125,0.175,6.75,6.75,135,650.733333,0.225,40,40,640,40,40,0.137509,40,135,0.16875,0.325,40,0.05,0.05,599,0.061173,?,?,4.820247,651,40,0.05,2.446937,?,7,698,13,0.173077,?,40,?,?,5,9,?,40,2,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-40-135-650-35_ext.xml.minion.gz,1,0.717087,665,0.125,0.15,6.75,6.75,135,650.718519,0.275,40,40,638,40,40,0.187716,40,135,0.16875,0.275,40,0.05,0.05,610,0.058564,?,?,4.820137,651,40,0.05,2.342541,?,6,699,11,0.173077,?,40,?,?,5,11,?,40,2,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-40-135-650-37_ext.xml.minion.gz,1,0.717087,664,0.125,0.15,6.75,6.75,135,650.244444,0.225,40,40,639,40,40,0.183085,40,135,0.16875,0.325,40,0.05,0.05,599,0.058296,?,?,4.816626,650,40,0.05,2.331845,?,6,701,13,0.173077,?,40,?,?,5,9,?,40,2,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-40-135-650-39_ext.xml.minion.gz,1,0.717087,662,0.1,0.1625,6.75,6.75,135,649.577778,0.225,40,40,635,40,40,0.15357,40,135,0.16875,0.35,40,0.05,0.05,610,0.062936,?,?,4.811687,651,40,0.075,2.517439,?,6.5,689,14,0.173077,?,40,?,?,4,9,?,40,3,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-40-135-650-3_ext.xml.minion.gz,1,0.717087,658,0.125,0.1625,6.75,6.75,135,646.318519,0.225,40,40,635,40,40,0.218616,40,135,0.16875,0.325,40,0.05,0.05,601,0.063676,?,?,4.787545,645,40,0.05,2.547057,?,6.5,700,13,0.173077,?,40,?,?,5,9,?,40,2,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-40-135-650-41_ext.xml.minion.gz,1,0.717087,664,0.125,0.175,6.75,6.75,135,650.074074,0.25,40,40,637,40,40,0.168633,40,135,0.16875,0.3,40,0.05,0.05,606,0.062936,?,?,4.815364,652,40,0.05,2.517439,?,7,695,12,0.173077,?,40,?,?,5,10,?,40,2,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-40-135-650-43_ext.xml.minion.gz,1,0.717087,663,0.125,0.175,6.75,6.75,135,649.881481,0.225,40,40,638,40,40,0.16303,40,135,0.16875,0.325,40,0.05,0.05,597,0.049922,?,?,4.813937,650,40,0.05,1.996873,?,7,693,13,0.173077,?,40,?,?,5,9,?,40,2,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-40-135-650-45_ext.xml.minion.gz,1,0.717087,659,0.125,0.175,6.75,6.75,135,648.8,0.225,40,40,639,40,40,0.17742,40,135,0.16875,0.325,40,0.05,0.05,611,0.059359,?,?,4.805926,647,40,0.075,2.374342,?,7,707,13,0.173077,?,40,?,?,5,9,?,40,3,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-40-135-650-47_ext.xml.minion.gz,1,0.717087,659,0.125,0.175,6.75,6.75,135,648.940741,0.225,40,40,639,40,40,0.150209,40,135,0.16875,0.325,40,0.05,0.05,592,0.055269,?,?,4.806968,649,40,0.05,2.210769,?,7,695,13,0.173077,?,40,?,?,5,9,?,40,2,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-40-135-650-49_ext.xml.minion.gz,1,0.717087,665,0.125,0.175,6.75,6.75,135,651.762963,0.25,40,40,639,40,40,0.219423,40,135,0.16875,0.3,40,0.05,0.05,609,0.058564,?,?,4.827874,651,40,0.075,2.342541,?,7,695,12,0.173077,?,40,?,?,5,10,?,40,3,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-40-135-650-51_ext.xml.minion.gz,1,0.717087,665,0.125,0.15,6.75,6.75,135,652.007407,0.175,40,40,640,40,40,0.199091,40,135,0.16875,0.275,40,0.05,0.05,612,0.046687,?,?,4.829684,652,40,0.075,1.867485,?,6,688,11,0.173077,?,40,?,?,5,7,?,40,3,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-40-135-650-53_ext.xml.minion.gz,1,0.717087,664,0.125,0.1625,6.75,6.75,135,652.577778,0.225,40,40,640,40,40,0.164264,40,135,0.16875,0.275,40,0.05,0.05,596,0.045329,?,?,4.833909,654,40,0.1,1.813146,?,6.5,698,11,0.173077,?,40,?,?,5,9,?,40,4,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-40-135-650-55_ext.xml.minion.gz,1,0.717087,663,0.1,0.1625,6.75,6.75,135,651.392593,0.225,40,40,642,40,40,0.179504,40,135,0.16875,0.275,40,0.05,0.05,604,0.056389,?,?,4.82513,651,40,0.075,2.255549,?,6.5,710,11,0.173077,?,40,?,?,4,9,?,40,3,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-40-135-650-57_ext.xml.minion.gz,1,0.717087,661,0.125,0.15,6.75,6.75,135,647.17037,0.225,40,40,630,40,40,0.256048,40,135,0.16875,0.3,40,0.05,0.05,588,0.063676,?,?,4.793855,647,40,0.05,2.547057,?,6,717,12,0.173077,?,40,?,?,5,9,?,40,2,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-40-135-650-59_ext.xml.minion.gz,1,0.717087,668,0.125,0.1625,6.75,6.75,135,653.62963,0.25,40,40,640,40,40,0.176032,40,135,0.16875,0.25,40,0.05,0.05,609,0.053837,?,?,4.841701,654,40,0.05,2.153486,?,6.5,692,10,0.173077,?,40,?,?,5,10,?,40,2,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-40-135-650-5_ext.xml.minion.gz,1,0.717087,664,0.125,0.1625,6.75,6.75,135,649.103704,0.225,40,40,635,40,40,0.155599,40,135,0.16875,0.275,40,0.05,0.05,604,0.042848,?,?,4.808176,650,40,0.1,1.713914,?,6.5,702,11,0.173077,?,40,?,?,5,9,?,40,4,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-40-135-650-61_ext.xml.minion.gz,1,0.717087,665,0.125,0.1625,6.75,6.75,135,651.911111,0.2,40,40,637,40,40,0.168452,40,135,0.16875,0.35,40,0.05,0.05,605,0.05883,?,?,4.828971,654,40,0.075,2.353189,?,6.5,709,14,0.173077,?,40,?,?,5,8,?,40,3,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-40-135-650-63_ext.xml.minion.gz,1,0.717087,658,0.125,0.15,6.75,6.75,135,647.651852,0.225,40,40,637,40,40,0.147199,40,135,0.16875,0.3,40,0.05,0.05,583,0.053837,?,?,4.797421,648,40,0.05,2.153486,?,6,697,12,0.173077,?,40,?,?,5,9,?,40,2,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-40-135-650-65_ext.xml.minion.gz,1,0.717087,664,0.125,0.1625,6.75,6.75,135,652.007407,0.2,40,40,639,40,40,0.148328,40,135,0.16875,0.3,40,0.05,0.05,599,0.051766,?,?,4.829684,652,40,0.05,2.070628,?,6.5,704,12,0.173077,?,40,?,?,5,8,?,40,2,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-40-135-650-67_ext.xml.minion.gz,1,0.717087,662,0.125,0.175,6.75,6.75,135,649.733333,0.25,40,40,636,40,40,0.161374,40,135,0.16875,0.275,40,0.05,0.05,605,0.051463,?,?,4.81284,652,40,0.075,2.058519,?,7,707,11,0.173077,?,40,?,?,5,10,?,40,3,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-40-135-650-69_ext.xml.minion.gz,1,0.717087,662,0.125,0.1625,6.75,6.75,135,650.614815,0.3,40,40,638,40,40,0.147303,40,135,0.16875,0.3,40,0.05,0.05,598,0.059095,?,?,4.819369,647,40,0.075,2.363789,?,6.5,689,12,0.173077,?,40,?,?,5,12,?,40,3,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-40-135-650-71_ext.xml.minion.gz,1,0.717087,662,0.125,0.1625,6.75,6.75,135,649.42963,0.25,40,40,637,40,40,0.172568,40,135,0.16875,0.325,40,0.05,0.05,606,0.059883,?,?,4.81059,650,40,0.05,2.395308,?,6.5,683,13,0.173077,?,40,?,?,5,10,?,40,2,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-40-135-650-73_ext.xml.minion.gz,1,0.717087,660,0.125,0.175,6.75,6.75,135,648.303704,0.2,40,40,637,40,40,0.135242,40,135,0.16875,0.3,40,0.05,0.05,608,0.058027,?,?,4.80225,648,40,0.05,2.321099,?,7,696,12,0.173077,?,40,?,?,5,8,?,40,2,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-40-135-650-75_ext.xml.minion.gz,1,0.717087,663,0.125,0.175,6.75,6.75,135,650.437037,0.275,40,40,638,40,40,0.135195,40,135,0.16875,0.3,40,0.05,0.05,599,0.055269,?,?,4.818052,650,40,0.075,2.210769,?,7,708,12,0.173077,?,40,?,?,5,11,?,40,3,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-40-135-650-77_ext.xml.minion.gz,1,0.717087,667,0.1,0.15,6.75,6.75,135,650.725926,0.25,40,40,637,40,40,0.182523,40,135,0.16875,0.275,40,0.05,0.05,588,0.051463,?,?,4.820192,649,40,0.075,2.058519,?,6,708,11,0.173077,?,40,?,?,4,10,?,40,3,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-40-135-650-79_ext.xml.minion.gz,1,0.717087,660,0.125,0.175,6.75,6.75,135,648.259259,0.3,40,40,634,40,40,0.206329,40,135,0.16875,0.3,40,0.05,0.05,595,0.063431,?,?,4.80192,647,40,0.05,2.537223,?,7,702,12,0.173077,?,40,?,?,5,12,?,40,2,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-40-135-650-7_ext.xml.minion.gz,1,0.717087,668,0.1,0.175,6.75,6.75,135,653.725926,0.2,40,40,639,40,40,0.142661,40,135,0.16875,0.275,40,0.05,0.05,600,0.048007,?,?,4.842414,654,40,0.05,1.920286,?,7,700,11,0.173077,?,40,?,?,4,8,?,40,2,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-40-135-650-9_ext.xml.minion.gz,1,0.717087,663,0.125,0.15,6.75,6.75,135,649.281481,0.2,40,40,637,40,40,0.160692,40,135,0.16875,0.325,40,0.05,0.05,595,0.05883,?,?,4.809492,651,40,0.025,2.353189,?,6,701,13,0.173077,?,40,?,?,5,8,?,40,1,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-80-103-800-11_ext.xml.minion.gz,1,0.727118,809,0.1,0.125,5.15,5.15,103,800.291262,0.225,80,40,789,40,40,0.150397,80,103,0.12875,0.225,80,0.05,0.05,768,0.047942,?,?,7.769818,801,80,0.05,1.917681,?,5,833,9,0.132051,?,80,?,?,4,9,?,80,2,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-80-103-800-13_ext.xml.minion.gz,1,0.727118,809,0.1,0.125,5.15,5.15,103,800.262136,0.2,80,40,790,40,40,0.179821,80,103,0.12875,0.25,80,0.05,0.05,761,0.054069,?,?,7.769535,801,80,0.025,2.162753,?,5,838,10,0.132051,?,80,?,?,4,8,?,80,1,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-80-103-800-15_ext.xml.minion.gz,1,0.727118,806,0.1,0.125,5.15,5.15,103,797.805825,0.15,80,40,789,40,40,0.133373,80,103,0.12875,0.275,80,0.05,0.05,764,0.057432,?,?,7.745688,798,80,0.025,2.297281,?,5,826,11,0.132051,?,80,?,?,4,6,?,80,1,2,0.000633,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-80-103-800-17_ext.xml.minion.gz,1,0.727118,808,0.075,0.125,5.15,5.15,103,799.728155,0.175,80,40,792,40,40,0.141687,80,103,0.12875,0.225,80,0.05,0.05,767,0.04891,?,?,7.764351,800,80,0.05,1.9564,?,5,829,9,0.132051,?,80,?,?,3,7,?,80,2,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-80-103-800-19_ext.xml.minion.gz,1,0.727118,810,0.1,0.125,5.15,5.15,103,800.203883,0.2,80,40,789,40,40,0.096508,80,103,0.12875,0.225,80,0.05,0.05,761,0.043857,?,?,7.76897,802,80,0.05,1.75428,?,5,835,9,0.132051,?,80,?,?,4,8,?,80,2,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-80-103-800-1_ext.xml.minion.gz,1,0.727118,809,0.1,0.125,5.15,5.15,103,798.417476,0.225,80,40,790,40,40,0.096548,80,103,0.12875,0.25,80,0.05,0.05,765,0.050482,?,?,7.751626,800,80,0.025,2.019282,?,5,829,10,0.132051,?,80,?,?,4,9,?,80,1,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-80-103-800-21_ext.xml.minion.gz,1,0.727118,810,0.1,0.125,5.15,5.15,103,799.893204,0.175,80,40,789,40,40,0.112857,80,103,0.12875,0.225,80,0.05,0.05,766,0.045604,?,?,7.765953,800,80,0.025,1.824144,?,5,839,9,0.132051,?,80,?,?,4,7,?,80,1,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-80-103-800-23_ext.xml.minion.gz,1,0.727118,806,0.1,0.1375,5.15,5.15,103,798.76699,0.2,80,40,789,40,40,0.105992,80,103,0.12875,0.25,80,0.05,0.05,774,0.047615,?,?,7.755019,798,80,0.05,1.9046,?,5.5,847,10,0.132051,?,80,?,?,4,8,?,80,2,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-80-103-800-25_ext.xml.minion.gz,1,0.727118,810,0.1,0.125,5.15,5.15,103,801.427184,0.2,80,40,790,40,40,0.116508,80,103,0.12875,0.25,80,0.05,0.05,775,0.05851,?,?,7.780846,799,80,0.025,2.340406,?,5,853,10,0.132051,?,80,?,?,4,8,?,80,1,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-80-103-800-27_ext.xml.minion.gz,1,0.727118,811,0.1,0.125,5.15,5.15,103,798.961165,0.2,80,40,788,40,40,0.100595,80,103,0.12875,0.2,80,0.05,0.05,758,0.043499,?,?,7.756905,800,80,0.025,1.739971,?,5,836,8,0.132051,?,80,?,?,4,8,?,80,1,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-80-103-800-29_ext.xml.minion.gz,1,0.727118,810,0.1,0.125,5.15,5.15,103,800.31068,0.15,80,40,791,40,40,0.125258,80,103,0.12875,0.25,80,0.05,0.05,756,0.0529,?,?,7.770007,801,80,0.025,2.11601,?,5,827,10,0.132051,?,80,?,?,4,6,?,80,1,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-80-103-800-31_ext.xml.minion.gz,1,0.727118,813,0.1,0.125,5.15,5.15,103,802.194175,0.225,80,40,792,40,40,0.144953,80,103,0.12875,0.275,80,0.05,0.05,773,0.051402,?,?,7.788293,800,80,0.025,2.056089,?,5,836,11,0.132051,?,80,?,?,4,9,?,80,1,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-80-103-800-33_ext.xml.minion.gz,1,0.727118,808,0.075,0.125,5.15,5.15,103,798.436893,0.175,80,40,786,40,40,0.088115,80,103,0.12875,0.225,80,0.05,0.05,764,0.043857,?,?,7.751814,798,80,0.05,1.75428,?,5,833,9,0.132051,?,80,?,?,3,7,?,80,2,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-80-103-800-35_ext.xml.minion.gz,1,0.727118,808,0.1,0.125,5.15,5.15,103,798.912621,0.25,80,40,789,40,40,0.195437,80,103,0.12875,0.275,80,0.05,0.05,768,0.060866,?,?,7.756433,797,80,0.025,2.434646,?,5,841,11,0.132051,?,80,?,?,4,10,?,80,1,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-80-103-800-37_ext.xml.minion.gz,1,0.727118,809,0.1,0.125,5.15,5.15,103,800.504854,0.2,80,40,791,40,40,0.103175,80,103,0.12875,0.225,80,0.05,0.05,766,0.046284,?,?,7.771892,801,80,0.025,1.851351,?,5,822,9,0.132051,?,80,?,?,4,8,?,80,1,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-80-103-800-39_ext.xml.minion.gz,1,0.727118,809,0.1,0.125,5.15,5.15,103,799.92233,0.2,80,40,791,40,40,0.124118,80,103,0.12875,0.3,80,0.05,0.05,770,0.051705,?,?,7.766236,799,80,0.05,2.068212,?,5,839,12,0.132051,?,80,?,?,4,8,?,80,2,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-80-103-800-3_ext.xml.minion.gz,1,0.727118,811,0.1,0.125,5.15,5.15,103,802.145631,0.175,80,40,793,40,40,0.149067,80,103,0.12875,0.3,80,0.05,0.05,767,0.057974,?,?,7.787822,802,80,0.025,2.318944,?,5,835,12,0.132051,?,80,?,?,4,7,?,80,1,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-80-103-800-41_ext.xml.minion.gz,1,0.727118,810,0.1,0.125,5.15,5.15,103,800.271845,0.2,80,40,792,40,40,0.110893,80,103,0.12875,0.225,80,0.05,0.05,770,0.051705,?,?,7.76963,800,80,0.025,2.068212,?,5,836,9,0.132051,?,80,?,?,4,8,?,80,1,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-80-103-800-43_ext.xml.minion.gz,1,0.727118,810,0.075,0.125,5.15,5.15,103,800.038835,0.175,80,40,791,40,40,0.174425,80,103,0.12875,0.25,80,0.05,0.05,767,0.0529,?,?,7.767367,801,80,0.05,2.11601,?,5,827,10,0.132051,?,80,?,?,3,7,?,80,2,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-80-103-800-45_ext.xml.minion.gz,1,0.727118,810,0.1,0.125,5.15,5.15,103,800.058252,0.225,80,40,789,40,40,0.135951,80,103,0.12875,0.275,80,0.05,0.05,770,0.056333,?,?,7.767556,799,80,0.025,2.253331,?,5,834,11,0.132051,?,80,?,?,4,9,?,80,1,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-80-103-800-47_ext.xml.minion.gz,1,0.727118,810,0.1,0.125,5.15,5.15,103,800.699029,0.175,80,40,792,40,40,0.087837,80,103,0.12875,0.25,80,0.05,0.05,761,0.047286,?,?,7.773777,802,80,0.05,1.891428,?,5,837,10,0.132051,?,80,?,?,4,7,?,80,2,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-80-103-800-49_ext.xml.minion.gz,1,0.727118,808,0.1,0.125,5.15,5.15,103,800.485437,0.225,80,40,792,40,40,0.184325,80,103,0.12875,0.25,80,0.05,0.05,771,0.048589,?,?,7.771703,801,80,0.05,1.943579,?,5,834,10,0.132051,?,80,?,?,4,9,?,80,2,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-80-103-800-51_ext.xml.minion.gz,1,0.727118,808,0.075,0.125,5.15,5.15,103,799.640777,0.15,80,40,789,40,40,0.157691,80,103,0.12875,0.275,80,0.05,0.05,761,0.046284,?,?,7.763503,800,80,0.075,1.851351,?,5,839,11,0.132051,?,80,?,?,3,6,?,80,3,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-80-103-800-53_ext.xml.minion.gz,1,0.727118,811,0.1,0.125,5.15,5.15,103,800.058252,0.2,80,40,791,40,40,0.124962,80,103,0.12875,0.275,80,0.05,0.05,769,0.050791,?,?,7.767556,802,80,0.025,2.031625,?,5,829,11,0.132051,?,80,?,?,4,8,?,80,1,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-80-103-800-55_ext.xml.minion.gz,1,0.727118,808,0.075,0.125,5.15,5.15,103,799.184466,0.225,80,40,790,40,40,0.121369,80,103,0.12875,0.25,80,0.05,0.05,767,0.049859,?,?,7.759072,800,80,0.05,1.994367,?,5,836,10,0.132051,?,80,?,?,3,9,?,80,2,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-80-103-800-57_ext.xml.minion.gz,1,0.727118,809,0.1,0.125,5.15,5.15,103,799.339806,0.175,80,40,790,40,40,0.185813,80,103,0.12875,0.25,80,0.05,0.05,762,0.051402,?,?,7.760581,799,80,0.025,2.056089,?,5,843,10,0.132051,?,80,?,?,4,7,?,80,1,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
rand-2-40-80-103-800-59_ext.xml.minion.gz,1,0.727118,809,0.1,0.125,5.15,5.15,103,799.728155,0.225,80,40,791,40,40,0.128512,80,103,0.12875,0.225,80,0.05,0.05,765,0.048589,?,?,7.764351,800,80,0.025,1.943579,?,5,835,9,0.132051,?,80,?,?,4,9,?,80,1,0,0,1,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
