@RELATION 'FEATURE_VALUES-SAT11-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE cluster_coeff_max NUMERIC
@ATTRIBUTE CG_max NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_min NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE UNARY NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_max NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE cl_size_coeff_variation NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_min NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE cluster_coeff_mean NUMERIC
@ATTRIBUTE CG_min NUMERIC
@ATTRIBUTE CG_coeff_variation NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE CG_entropy NUMERIC
@ATTRIBUTE cluster_coeff_coeff_variation NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE cluster_coeff_min NUMERIC
@ATTRIBUTE DIAMETER_entropy NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE DIAMETER_coeff_variation NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE cluster_coeff_entropy NUMERIC
@ATTRIBUTE cl_num_min NUMERIC

@DATA
./SAT03/handmade/stanion/hwb/hwb-n30-02-S77299857.shuffled-as.sat03-1633.cnf,1,0.0047,0.3424,0.0007,0.2548,0.4676,2.5823,0.934,0.3768,0.0003,0.0806,0.4406,4.458,1.2997,5.0736,0.3957,0.4312,0.0504,0.0251,26.3131,25.3229,27.6767,0,26.8427,0.9793,844,26.4121,954,0.0029,27.6767,24.9333,24.9333,0.0148,1.0607,5.1232,0.0024,0.0178,0.0071,4,0.0138,194,0.0786,0.4607,6,0.8684,0.4149,0.7164,0.1185,0.0468,0.0166,0.0088,0.0611,0.028,24.8103,0.0147,1.6672,0.6154,0.1308,0.3397,0,0.3736,2.0954,0.3874,0.1647,0.1303,0.8596,0.7888,139,0.0571,0.4094,0,0,0.0144,1.1714,21,29,1,0.028,1.6647,25,0.7017,0.2493,0.0328,4279,4183,4304,4150,4330,0.0238,0.0481,0.0288,0.0147,0.0162,0.046,0.0137,0.3032,0.1012,4330,24.8365,29,0.3587,0.0154,0.5345,0.0474,21,0.0688,3.0728,0.2547,4249.1429,0.244,0.8335,0.1306,0.1088,25,2.9768,4150
./SAT11/crafted/spence/sgen/sgen3-n170-s56409011-unsat.cnf,1,0,0.4888,0.0026,0,0.7878,1.7821,0.9625,1,0.0008,0.0253,0.2209,1.1161,0.6854,2.7912,0,0.5579,0.0173,0.0281,23.4383,21.7369,27.2694,0,23.7839,0.4058,356,22.594,356,0.0107,27.2694,21.4828,21.4828,0.0666,0.0432,6.2326,0,0.0169,0.0169,6,0.017,173,0.0778,0.1134,7,0.8305,0.3258,0.2,0.0337,0.026,0.0169,0.0085,0.0719,0.0173,24.6406,0.0193,0.2209,0.3333,0.1391,0.4223,0,0.2153,1.5863,0.3386,0.486,0,0.7969,0.5767,173,0.0619,0.4888,0.3333,0,0.0173,0,20,29,1,0.0173,0.543,25,0.0385,0.279,0.0929,4022,3934,4077,3552,4478,0.3217,0.325,0.3236,0.3145,0.0179,0.3193,0.2645,0.3257,0.3253,4478,24.6797,29,0.1961,0.0253,0.0901,0.0197,20,0.0678,0.2891,0.0654,3988.2222,0.1538,0.5423,0.1402,0.0678,25,0.2891,3552
./SAT03/handmade/anton/UNSAT/SGI_30_50_30_20_5-log.shuffled-as.sat03-111.cnf,1,0,0.0105,0.0886,0.0165,0.5127,0.6385,0.6443,0,0.0004,0.1131,1.5326,9.7488,1.1552,10.4022,0,0.1789,0.0667,0.1157,17.8289,15.7149,23.3741,0.0002,19.6128,0.6999,55222,16.878,55222,0.0979,23.3741,15.6726,15.6245,0.2024,0.0024,2,0.0004,0.0011,0.0027,2,0.0027,150,0.0411,0.2775,2,0.8622,0.1753,?,?,?,0.0401,0.0007,0.0871,0.0666,17.2906,0.0603,2.0433,0.1204,0.1507,0.2621,0,0.2135,2.9679,0.5436,0.0027,0,0.8501,0.8027,150,0.0769,0.2473,0,0,0.0333,0.0085,14,21,1,0.0666,1.3548,17,0,0.3502,0.1332,1350,1258,1599,1203,2205,0.4939,0.4951,0.4945,0.4924,0.1876,0.4943,0.4913,0.4961,0.496,2205,17.321,21,?,?,?,0.0027,14,0.2072,?,?,1452.1,?,0,0.1775,0,17,?,1156
./SAT11/crafted/mosoi/289/289-unsat-6x40.cnf,1,0.0152,0.7538,0.4251,0.5846,0.774,0.0002,0.8664,0.0152,0.425,0.0082,0,20.6012,11.6955,20.037,0.3333,0.0108,0.0167,0.4251,28.8228,26.7907,31.3586,0.425,31.0847,11.5795,47520,29.0299,48480,0.4251,34.762,25.8554,25.6211,1.1173,0.0011,2,0.0041,0.0041,0.0151,2,0.0151,960,0,0,2,0.9987,0.5229,?,?,?,0.0082,0.0041,0.0007,0.0082,179.791,0.0051,0,0.0051,0.0864,0,0.0051,0.4254,0,0.1407,0.0152,0.0202,0.999,0,720,0.0056,1,1,0,0.0028,0.6323,165,195,1,0.0082,0,180,0,0.1265,0.083,480,438,536,380,2457,0,0,0,0,0.4252,0,0,0,0,3968,182.054,196,?,?,?,0.0151,168,0.4252,?,?,853.6875,?,0,0.0606,0,182,?,325
./SAT03/handmade/gomes/bqwh/bqwh.50.825.shuffled-as.sat03-1648.cnf,1,0.9443,0.7188,0.7644,0.4568,0.4517,0.0932,0.7013,0.947,0.7097,0.0007,2.5469,196.581,2.4735,138.3,0,0.3587,0.0024,0.7946,25.2998,21.5465,32.1681,0.1221,28.3841,2.9634,43754,24.0455,43754,0.8099,44.3182,19.3545,17.4112,0.3552,0.1079,6.9313,0.0001,0.0007,0.0001,6,0.0004,4979,0.0561,0.1632,7,0.9828,0.4272,0.3333,0.0051,0.0002,0.0002,0.0003,0.0095,0.0004,1852.58,0.6848,2.5781,0.8125,0.0192,0.3737,0.25,0.9203,2.8815,0.605,0.1138,0,0.9878,1.0013,4979,0.0081,0.4905,0,0,0.0004,0.3209,1810,1893,1,0.0004,0.9452,1848,0.1927,0.2384,0.2023,96,85,117,56,155,0.0138,0.0162,0.015,0.0128,0.8437,0.015,0.0095,0.0186,0.0171,215,1812.44,1887,0.3161,0.0001,2.0788,0.0007,1794,0.8663,0.4873,0.2232,100.6441,0.0089,0.2503,0.1454,0.0365,1852.5,0.3014,22
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_3500_3500_30f1.shuffled.cnf,1,0,0.231,0.0355,0.1105,0.6533,0.5914,0.7689,0.0262,0.0179,0.1643,1.4434,2.9395,1.8582,3.62,0,0.3712,0.1667,0.0696,0,0,0,0.007,0,1.4998,420,0,420,0.0704,0,0,0,0,0.3152,2,0.0214,0.0548,0.069,2,0.069,30,0.0194,0.0238,2,0.9092,0.3709,0.357,0.3714,0.3232,0.1476,0.0346,0.1297,0.1562,6.5353,0.0235,1.6996,0.0625,0.2572,0.2273,0,0.1644,2.3035,0.4393,0.0714,0,0.862,0.7276,30,0.1487,0.3737,0,0,0.1,0.6882,4,9,1,0.1562,1.4646,6,0,0.3301,0,0,0,0,0,0,0.004,0.0053,0.0047,0.0033,0.0943,0.0049,0.0027,0.0087,0.0084,0,6.5473,9,0.3168,0.2048,0.1006,0.069,4,0.1298,3.4007,0.0366,0,0.2793,0,0.2536,0,6,1.6063,0
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v1375c111739gyes10.cnf,1,0.9523,0.9523,0.791,1.8079,0.7814,0.082,0.8974,0.9523,0.7211,0.0026,2.6827,184.575,44.9564,1242.18,0.0345,5.1787,0.0281,0.8304,61.3041,56.25,72.4554,0.6041,67.8447,51.7307,212446,58.9625,215164,0.8495,81.5094,53.2021,51.9048,0.2694,12.1838,3,0.0004,0.0015,0.001,3,0.002,2100,0.0363,0.1721,3,1.073,4.5569,?,?,?,0.0008,0.0009,0.3633,0.0016,924.65,0.1682,5.3448,0.3231,0.1635,0.1646,0.0856,0.9303,4.8172,0.0827,0.0096,0.0128,1.0029,0.0142,2030,0.0194,0.9969,0.8,0,0.001,0.2043,924,974,1,0.0016,0.1919,941.5,0.1721,0.3323,0.129,168,159,188,68,191,0,0,0,0,0.8821,0,0,0,0,193,919.821,973,?,?,?,0.0033,926,0.9039,?,?,155.1333,?,0,0.1969,0,953.5,?,53
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q1041.25-n50-p15-s99099953.cnf,1,0.9829,0.9829,0.9785,2.4667,0.9186,0.0701,0.9574,0.9829,0.9566,0.0017,3.3344,5744.47,97.7881,1273.77,0.0209,3.5006,0.0426,0.9761,98.0399,94.0535,108.2059,0.1076,106.1429,99.2626,496124,97.0272,498568,0.9924,115.56,88.8889,87.8406,0.7786,1.5082,2,0.0003,0.0013,0.0048,2,0.0048,2444,0.0766,0.1693,2,1.0114,3.8441,?,?,?,0.0005,0.0008,0.0411,0.0012,1077.53,0.3575,5.8426,0.6236,0.2773,0.2038,0.1628,1,5.6581,0.4473,0.0048,0.0049,1.1731,0.005,2394,0.5719,0.9994,0.9394,0,0.0008,0.1235,1107,1172,1,0.0012,0.0868,1153,0,0.2223,0.0816,69,32,184,25,187,0.0026,0.0288,0.0106,0.0001,0.998,0.0214,0,0.5,0.0535,213,1079.54,1201,?,?,?,0.0048,1110,0.9999,?,?,94.75,?,0,0.3019,0,1165,?,14
./SAT11/crafted/skvortsov/automata-synchronization/crn_40_1520_u.cnf,1,0.0073,0.2613,0.0001,0.0583,0.0566,3.1172,0.1106,0.0332,0.0001,0.0013,0.4008,822,0.2524,373.5,1.0256,1.3271,0.0001,0.0192,0,0,0,0,0,0.2318,117774,0,123900,0.0002,0,0,0,0,0.2287,748.525,0,0.0003,0.0001,743,0.0001,63840,0.0584,2.0996,759,0.6826,1.066,0.9048,0.0014,0.001,0,0,0.0794,0.0001,4303,0.0173,0.5885,0.9024,0.0108,2.0912,0,0.9357,0.2133,1.6787,0.2676,0.052,0.7394,0.9871,31516,0.1578,0.2574,0,0,0.0001,0.163,4238,4338,1,0.0001,0.8321,4322.5,1.1315,0.5891,0,0,0,0,0,0,0.3316,0.3325,0.3325,0.3284,0.0069,0.3151,0,0.3575,0.3325,0,4327,4267,0.5877,0,0.1043,0.0007,4267,0.1214,0.6334,0.0602,0,0.2278,2.6899,0.0196,0.0056,4327,0.6209,0
./SAT11/crafted/mosoi/289/289-unsat-7x39.cnf,1,0.013,0.7532,0.408,0.5836,0.7325,0.0003,0.8098,0.013,0.408,0.0073,0,45.6368,11.9471,47.1391,0.3333,4.5011,0.0147,0.4081,29.3595,27.0061,32.9809,0.4077,32.0355,10.8717,63063,28.708,64155,0.408,36.7606,26.6054,26.1269,1.1442,0.0018,2,0.0036,0.0036,0.013,2,0.013,1092,0,0,2,0.994,3.9242,?,?,?,0.0073,0.0036,0.0662,0.0073,208.562,0.0044,0,0.0044,0.0945,0,0.0044,0.4085,0,0.3513,0.013,0.0173,1.0165,0,819,0.2529,1,1,0,0.0024,0.6243,192,227,1,0.0073,0,209,0,0.1651,0.0987,496,401,558,370,2775,0,0,0,0,0.4081,0,0,0,0,3874,206.996,224,?,?,?,0.013,190,0.4082,?,?,844.9375,?,0,0.0907,0,208,?,337
./SAT11/crafted/mosoi/289/289-unsat-6x30.cnf,1,0.0203,0.7551,0.457,0.5871,0.8507,0.0001,0.9633,0.0203,0.457,0.011,0,1.5435,7.0723,0.6013,0.3333,1.2241,0.0222,0.457,28.6955,26.493,32.7169,0.4568,30.0563,5.9841,26640,27.5762,27360,0.457,38.1584,25.5971,25.3638,1.204,0.0004,2,0.0055,0.0055,0.0202,2,0.0202,720,0,0,2,0.9949,28.5849,?,?,?,0.011,0.0055,0.0018,0.011,137.143,0.0068,0,0.0068,0.0863,0,0.0068,0.4571,0,0.2732,0.0203,0.027,0.9933,0,540,0.0346,1,1,0,0.0037,0.65,123,152,1,0.011,0,137,0,0.172,0.1111,496,428,597,284,3649,0.0002,0.0002,0.0002,0.0002,0.457,0.0002,0.0002,0.0002,0.0002,3694,136.601,149,?,?,?,0.0202,124,0.4571,?,?,857.8824,?,0,0.0725,0,137,?,278
./SAT03/handmade/anton/UNSAT/SGI_30_60_20_50_3-dir.shuffled-as.sat03-114.cnf,1,0.9787,0.7464,0.8978,1.8278,0.9047,0.0217,0.9711,0.9787,0.8796,0.0071,3.0492,11.9654,38.6444,45.4502,0.0345,15.4138,0.1,0.9087,83.1068,73.157,99.181,0.8552,90.232,37.6613,48470,87.8974,49070,0.9129,99.181,64.6269,64.6269,0.7473,2.6608,2,0.0009,0.0056,0.0119,2,0.0119,600,0.0837,0.1659,2,1.0552,9.5123,?,?,?,0.0028,0.0026,0.8963,0.0046,272.007,0.458,4.206,0.6349,0.073,0.3897,0.2718,0.9581,4.3811,0.1758,0.012,0.0124,1.0003,1.0111,580,0.0095,0.4921,0,0,0.0034,0.1227,257,288,1,0.0046,0.8149,272,0,0.1662,0.1366,1122,453,1155,78,2696,0,0,0,0,0.9216,0,0,0.0003,0,2696,270.615,285,?,?,?,0.0119,257,0.9322,?,?,1094.6667,?,0,0.0731,0,271,?,78
./SAT05/crafted/sabharwal05/planning/logistics/unsat/logistics-rotate-07t5.shuffled-as.sat05-1137.cnf,1,0.9511,0.7281,0.9432,0.5835,0.445,0.1168,0.8863,0.9728,0.7011,0.0019,2.4732,141.434,20.538,18.45,0.5513,0.1085,0.0131,0.9235,27.199,27.4614,27.8652,0.5791,27.8652,17.2005,79229,27.8585,88373,0.9512,27.8652,25.6108,25.6108,0.3739,2.805,4.7942,0,0.0015,0.0002,4,0.0014,2721,0.2302,0.2523,5,0.9991,10.5878,0.6667,0.0225,0.0005,0.0002,0.0008,0.0002,0.0013,813.667,0.7649,2.759,0.9669,0.0835,0.4208,0.0667,0.9971,3.7161,0.2154,0.0221,0.1154,0.9931,1.0016,1754,0.0798,0.4917,0,0,0.0011,0.267,795,843,1,0.0013,0.897,818,0.2918,0.0995,0.0342,4769,4681,4821,1380,4821,0.0003,0.0119,0.0065,0,0.9889,0.0112,0,0.272,0.0125,4821,819.7,846,0.1624,0,2.9351,0.0027,796,0.9926,3.2654,0.8347,3912.75,0.0024,0.5083,0.0278,0.0843,818,2.6761,1380
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-14_186.cnf,1,0,0.1265,0.56,0.8326,0.6767,0.1629,0.809,0.8735,0.5519,0.0321,2.8836,14.2115,11.2954,10.7719,0,0.2592,0.0753,0.6217,36.8043,35.3844,39.3333,0.5364,39.3333,10.9847,9795,37.7223,9795,0.5767,39.3333,34.7772,34.7772,0.004,2.0373,2.9946,0.0014,0.0133,0.0146,2,0.0163,186,0.1535,0.2615,3,0.9894,1.8442,?,?,?,0.0108,0.0095,0.0058,0.0236,64.7466,0.2271,4.4077,0.7358,0.1169,0.3688,0.125,0.9589,3.8153,0.3133,0.019,0,0.9915,0,186,0.0244,1,1,0,0.0161,0.3797,56,74,1,0.0236,0,65,0.0705,0.2269,0.0497,4630,4602,4641,4597,4641,0,0,0,0,0.6558,0,0,0.0005,0.0001,4641,65.0175,74,?,?,?,0.0188,56,0.7793,?,?,4617.5,?,0.0336,0.1139,0.0245,65,?,4597
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q446.25-n35-p15-s25120921.cnf,1,0.9714,0.9714,0.8722,1.989,0.8669,0.0254,0.9483,0.9714,0.857,0.0036,3.2305,346.25,53.1227,35.494,0.0327,2.3059,0.0672,0.8872,70.1392,59.5803,92.5301,0.8144,75.1852,53.8444,128166,66.9394,129272,0.8879,92.5301,56.4608,56.4608,1.4244,13.3554,2,0.0008,0.0025,0.0083,2,0.0083,1106,0.0631,0.1529,2,1,9.1035,?,?,?,0.0013,0.0018,0.003,0.0028,496.04,0.3272,5.1389,0.5246,0.1068,0.1716,0.1588,0.9432,4.9206,0.1715,0.0084,0.0086,0.9898,0.0101,1071,0.101,0.9984,0.8824,0,0.0019,0.2079,478,520,1,0.0028,0.1399,502,0,0.1027,0.1843,436,66,664,54,3920,0,0,0,0,0.9016,0,0,0,0,3920,500.807,530,?,?,?,0.0083,478,0.9172,?,?,1028,?,0,0.117,0,507,?,54
./SAT11/crafted/skvortsov/battleship/battleship-11-11-unsat.cnf,1,0.8333,0.8333,0.6919,0.9583,0.7902,0.0001,0.8269,0.8333,0.6919,0.0289,0,10.5361,2.6539,11.0207,0,0.0844,0.0909,0.692,46.437,47.0053,48.5704,0.6918,48.5704,2.0976,726,48.2732,726,0.6919,48.5704,41.8992,41.8992,0.0021,0.0014,2,0.0138,0.0138,0.1653,2,0.1653,121,0,0,2,0.9718,0.0623,0.087,0.1515,0.0505,0.0289,0.0138,0.0147,0.0289,39.7839,0.0476,0,0.0476,0.1411,0,0.0476,0.6922,0,0.3024,0.1667,0,0.968,0,121,0.0148,1,1,0,0.0165,0.4506,33,47,1,0.0289,0,40,0,0.1601,0.0578,4931,4917,4941,4916,4941,0.0467,0.0468,0.0467,0.0467,0.692,0.0467,0.0466,0.0469,0.0468,4941,39.8804,47,0.0755,0.0303,0.8944,0.1653,33,0.6921,0.4506,0.3404,4926.25,0.018,0,0.1391,0,40,0.4506,4916
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q1041.25-n50-p30-s30907550.cnf,1,0.9819,0.9819,0.9705,2.5629,0.8838,0.0496,0.9362,0.9819,0.9515,0.0019,3.3492,25.5625,88.9836,160.4,0.0199,3.3021,0.0406,0.9762,111.9684,99.3162,133.1667,0.2354,132.6667,78.0606,487748,112.4,490309,0.9884,133.48,95.5521,91.0931,0.8904,1.2831,2,0.0003,0.0014,0.0051,2,0.0051,2561,0.079,0.2668,2,1.0011,0.1525,?,?,?,0.0004,0.0008,0.0045,0.0012,1206.25,0.3131,6.1822,0.5465,0.0211,0.2906,0.122,1,5.8565,0.1716,0.0051,0.0053,0.9999,0.0049,2511,0,0.9994,0.9412,0,0.0008,0.1198,1176,1236,1,0.0012,0.0895,1206.5,0,0.1255,0.1321,58,25,234,9,247,0.0028,0.0409,0.0159,0.0002,0.9979,0.027,0,0.5,0.0645,252,1147,1259,?,?,?,0.0051,1169,0.9999,?,?,112.25,?,0,0.2781,0,1227,?,6
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-21_406.cnf,1,0.0031,0.0831,0.657,1.105,0.7061,0.1013,0.8066,0.9169,0.6449,0.0295,3.3339,15.7566,23.0011,13.692,0,6.8078,0.1034,0.7056,47.403,45.0426,49.7635,0.6329,49.7635,25.1053,22241,49.7635,22241,0.6856,49.7635,45.0426,45.0426,0.0108,2.3313,2.1139,0.0008,0.0124,0.009,2,0.0091,203,0.1558,0.2483,3,0.9943,0.2669,?,?,?,0.0098,0.0086,0.0314,0.0221,80.1465,0.2552,5.0456,0.8349,0.098,0.3591,0.1279,0.9822,4.6707,0.2462,0.0091,0,0.9972,0,203,0.0021,1,1,0,0.0099,0.3096,70,90,1,0.0221,0,80,0.0022,0.2145,0.0498,4722,4621,4722,4621,4722,0,0,0,0,0.7242,0,0,0,0,4722,80.0419,90,?,?,?,0.0091,70,0.7743,?,?,4671.5,?,0.3545,0.1016,0.1503,80,?,4621
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-21_401.cnf,1,0.0124,0.0782,0.6648,1.0967,0.6597,0.1024,0.8034,0.9218,0.6474,0.0291,3.5664,15.4287,22.3937,13.9374,0,5.9256,0.1045,0.7095,37.8653,36.5443,39.059,0.6213,39.059,23.8414,21509,37.9927,21509,0.6884,39.059,36.5443,36.5443,0.0178,2.3077,2.145,0.0008,0.0123,0.0092,2,0.0093,201,0.1564,0.2393,3,0.9941,0.2613,?,?,?,0.01,0.0081,0.0309,0.0218,79.6543,0.2851,4.9825,0.8326,0.0952,0.3565,0.1272,0.9774,4.7203,0.2566,0.0093,0,0.9967,0,201,0.0023,1,1,0,0.01,0.3469,70,90,1,0.0218,0,80,0.002,0.2165,0.0272,4674,4500,4675,4500,4675,0,0,0,0,0.7265,0,0,0,0,4675,79.6651,90,?,?,?,0.0093,70,0.7802,?,?,4616.3333,?,0.4139,0.1035,0.1641,80,?,4500
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g7.cnf,1,0.9299,0.9299,0.7848,1.3783,0.7373,0.0248,0.9048,0.9299,0.7734,0.0076,2.9323,24.5809,23.9299,42.4065,0.0556,13.0574,0.0486,0.7983,48.4489,41.0017,65.1125,0.7384,57.2583,28.2714,42641,44.7709,43649,0.7982,65.1125,40.1006,40.1006,0.9611,4.4534,3,0.0014,0.0044,0.0026,3,0.005,760,0.0467,0.2241,3,0.9957,0.1731,?,?,?,0.0025,0.0026,0.0522,0.0045,324.91,0.2071,4.9022,0.36,0.0441,0.2128,0.0922,0.8585,4.4576,0.1028,0.0169,0.0236,0.9994,0.027,720,0.0004,0.9927,0.7143,0,0.0028,0.2767,307,342,1,0.0045,0.2608,325,0.2101,0.1359,0.194,636,492,3770,406,4030,0,0,0,0,0.811,0,0,0,0,4030,323.203,343,?,?,?,0.0087,306,0.8244,?,?,1655.1667,?,0,0.0675,0,324,?,406
