@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE TERMORE_CLAUSE NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC
@ATTRIBUTE OCCP_OCCN NUMERIC
@ATTRIBUTE TERNARY_MORE_CLAUSES NUMERIC
@ATTRIBUTE EXIST_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE TOTAL_VARS NUMERIC
@ATTRIBUTE W_OCCS_FORALL_NO_PER_VAR NUMERIC
@ATTRIBUTE LITEP_LIT NUMERIC
@ATTRIBUTE EXIST_VARS NUMERIC
@ATTRIBUTE OCCEN_OCC NUMERIC
@ATTRIBUTE CLAUSES NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE LITFN_LIT NUMERIC
@ATTRIBUTE FORALL_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE LITERALS NUMERIC

@DATA
ssa7552-159-90-shuffled,1,0.066478,0.580289,2331.5,0.72328,682,1.70426,6026,10.211299,0.284171,4663,0.557144,10259,0.322936,0.149163,0.678331,24443
ssa7552-160-50-shuffled,1,0.055914,0.579029,2951.5,0.72703,684,1.744298,7294,11.101366,0.304759,5903,0.530758,12233,0.276057,0.149489,0.631162,29059
stmt1_145_146,1,0.294355,0.509306,90,0.963455,73,2.116935,102,5.5,0.434856,90,0.513931,248,0.133065,0.055838,0.266129,591
stmt11_643_645,1,0.237844,0.543226,536,0.840856,450,2.252114,585,9.591837,0.407102,536,0.538673,1892,0.124207,0.049672,0.248414,4731
stmt1_20_21,1,0.327957,0.519101,67,0.926407,61,2.145161,76,5.111111,0.429213,67,0.530203,186,0.123656,0.051685,0.247312,445
stmt124_966_965,1,0.238528,0.545926,640,0.831749,551,2.189177,703,11.492063,0.391455,640,0.530883,2310,0.15671,0.062619,0.31342,5781
stmt1_30_31,1,0.357143,0.51073,36,0.957983,35,2.132653,40,6,0.437768,36,0.510253,98,0.122449,0.051502,0.244898,233
stmt137_903_911,1,0.239204,0.545778,657,0.832248,565,2.183319,724,11.223881,0.390591,657,0.531314,2362,0.159187,0.063632,0.318374,5909
stmt1_392_393,1,0.248734,0.537753,464,0.859591,393,2.171519,510,10.347826,0.401331,464,0.524109,1580,0.150633,0.060916,0.301266,3907
stmt16_0_1,1,0.238281,0.54616,123,0.830966,122,1.900391,152,10.896552,0.331265,123,0.523454,512,0.308594,0.122576,0.617188,1289
stmt1_629_630,1,0.234643,0.546038,1317,0.831375,1123,2.189929,1454,11.094891,0.390634,1317,0.532923,4786,0.158796,0.063328,0.317593,12001
stmt16_47_48,1,0.221758,0.551146,1873,0.814402,1592,2.178298,2126,10.29249,0.377481,1873,0.544578,7179,0.181362,0.071374,0.362725,18242
stmt16_818_819,1,0.219512,0.547952,382,0.824976,333,2.109426,445,10.444444,0.36677,382,0.53898,1517,0.216875,0.085277,0.433751,3858
stmt17_143_144,1,0.25183,0.537102,184,0.861842,172,1.959004,220,10,0.35689,184,0.51544,683,0.263543,0.106007,0.527086,1698
stmt17_18_19,1,0.256822,0.543004,161,0.841608,160,1.955056,194,10.30303,0.347882,161,0.522823,623,0.272873,0.109114,0.545746,1558
stmt17_63_70,1,0.237013,0.554563,6450,0.80322,6141,2.191779,6784,25.784431,0.379597,6450,0.514031,25910,0.166191,0.06584,0.332381,65401
stmt17_63_78,1,0.236143,0.554767,7262,0.802559,6953,2.167606,7654,26.928571,0.374272,7262,0.509922,29444,0.179256,0.070961,0.358511,74379
stmt17_82_94,1,0.233907,0.555288,11061,0.800866,10607,2.212627,11569,28.433071,0.381791,11061,0.514981,45347,0.159261,0.06292,0.318522,114780
stmt1_787_788,1,0.251028,0.54296,1678,0.841757,1465,2.179404,1834,11.205128,0.396627,1678,0.527408,5836,0.14976,0.060413,0.29952,14467
stmt17_99_98,1,0.227767,0.549843,2084,0.818701,1780,2.178119,2354,10.148148,0.380832,2084,0.542773,7815,0.175304,0.069325,0.350608,19762
stmt1_811_812,1,0.209091,0.547647,256,0.825993,207,2.209091,290,10.058824,0.384737,256,0.543786,990,0.172727,0.067616,0.345455,2529
stmt18_258_260,1,0.265052,0.538873,460,0.855726,405,2.156414,498,11.789474,0.401282,460,0.518599,1528,0.146597,0.059845,0.293194,3743
stmt19_125_302,1,0.280858,0.570362,3161,0.753273,3131,2.108988,3396,16.765957,0.357874,3161,0.535665,11148,0.176713,0.071764,0.353427,27451
stmt19_133_257,1,0.286261,0.567541,2795,0.761986,2767,2.128802,3005,15.066667,0.365823,2795,0.538541,9666,0.163666,0.066636,0.327333,23741
stmt19_137_313,1,0.280639,0.570025,3174,0.754308,3144,2.109256,3409,16.851064,0.358209,3174,0.535151,11203,0.176738,0.071765,0.353477,27590
stmt19_142_261,1,0.282256,0.568293,2818,0.759656,2752,2.127897,3028,15.104762,0.3654,2818,0.539394,9750,0.162667,0.066307,0.325333,23919
stmt19_177_302,1,0.280587,0.570139,3440,0.753958,3385,2.134532,3675,16.765957,0.363511,3440,0.538205,12064,0.163296,0.06635,0.326592,29691
stmt1_919_920,1,0.237296,0.546384,623,0.830213,537,2.185594,686,11.492063,0.389771,623,0.531336,2263,0.159965,0.063845,0.319929,5670
stmt19_214_309,1,0.279854,0.570468,3608,0.752946,3534,2.148796,3843,16.808511,0.365996,3608,0.539951,12628,0.156398,0.063535,0.312797,31085
stmt19_217_250,1,0.284545,0.568153,3235,0.76009,3163,2.172094,3445,15.019048,0.37408,3235,0.543517,11116,0.141868,0.057768,0.283735,27299
stmt19_2_180,1,0.287852,0.569438,1415,0.756118,1443,2.056653,1572,13.401274,0.345819,1415,0.538474,5013,0.209854,0.084743,0.419709,12414
stmt19_261_266,1,0.284808,0.567139,3878,0.763235,3770,2.200801,4088,15.752381,0.381874,3878,0.544103,13237,0.124953,0.050986,0.249906,32440
stmt19_2_83,1,0.291124,0.570807,913,0.751906,938,2.030726,1020,14.018692,0.335944,913,0.533526,3222,0.232775,0.093249,0.465549,8043
stmt19_313_318,1,0.277415,0.570964,4640,0.751425,4503,2.207676,4875,17.480851,0.377613,4640,0.545853,16232,0.12654,0.051423,0.25308,39943
stmt19_313_412,1,0.275007,0.572518,5207,0.74667,5100,2.18021,5487,19.057143,0.369188,5207,0.541876,18545,0.143866,0.058294,0.287733,45768
stmt19_3_177,1,0.286,0.570863,1563,0.751735,1575,2.093699,1720,13.388535,0.352039,1563,0.543362,5507,0.190848,0.077098,0.381696,13632
stmt19_3_309,1,0.280055,0.570766,2634,0.752031,2644,2.0483,2869,16.808511,0.344426,2634,0.529315,9441,0.209194,0.084808,0.418388,23288
stmt19_3_78,1,0.287944,0.572724,1061,0.746041,1070,2.089074,1168,14,0.346399,1061,0.541449,3716,0.201561,0.080877,0.403122,9261
stmt19_3_83,1,0.287785,0.57249,1063,0.746754,1072,2.089128,1170,14.037383,0.346618,1063,0.541082,3725,0.201611,0.080892,0.403221,9284
stmt19_66_318,1,0.275852,0.572427,2921,0.746946,2881,2.073439,3156,17.395745,0.348172,2921,0.532692,10444,0.19571,0.0794,0.391421,25743
stmt19_66_90,1,0.279905,0.57365,1339,0.743223,1294,2.150119,1444,14.342857,0.360563,1339,0.547688,4623,0.162881,0.065787,0.325762,11446
stmt19_67_83,1,0.277705,0.574024,1094,0.742089,1065,2.092308,1201,14.018692,0.347228,1094,0.543716,3835,0.195567,0.078748,0.391134,9524
stmt19_79_87,1,0.234455,0.555161,9814,0.80128,9389,2.217775,10264,27.777778,0.383149,9814,0.516098,40046,0.156071,0.06169,0.312141,101313
stmt19_83_302,1,0.280296,0.570611,2890,0.752507,2882,2.081599,3125,16.765957,0.351655,2890,0.532956,10282,0.191597,0.077733,0.383194,25343
stmt19_83_90,1,0.279656,0.573292,1344,0.744313,1299,2.151991,1449,14.342857,0.361242,1344,0.547499,4645,0.16211,0.065467,0.32422,11502
stmt19_90_133,1,0.280203,0.572319,1590,0.747277,1547,2.143452,1722,13.636364,0.361669,1590,0.548341,5521,0.163014,0.066011,0.326028,13634
stmt21_127_258,1,0.286336,0.567614,2792,0.76176,2764,2.12825,3002,15.066667,0.365657,2792,0.53856,9653,0.163887,0.066729,0.327774,23708
stmt21_134_418,1,0.270206,0.575157,3795,0.738654,3731,2.077853,4076,19.373665,0.3451,3795,0.532098,13808,0.197132,0.079742,0.394264,34135
stmt21_143_258,1,0.282323,0.568436,2813,0.759213,2747,2.128571,3023,15.038095,0.365411,2813,0.53978,9730,0.162282,0.066153,0.324563,23869
stmt21_252_310,1,0.284022,0.568156,4202,0.760081,4124,2.182576,4437,16.893617,0.376181,4202,0.541154,14520,0.136708,0.055663,0.273416,35661
stmt21_267_310,1,0.280815,0.569319,4245,0.756484,4135,2.186621,4480,16.885106,0.375823,4245,0.542941,14725,0.134737,0.054858,0.269474,36166
stmt21_310_360,1,0.277344,0.571422,4973,0.75002,4866,2.190026,5233,18.507692,0.37293,4973,0.54274,17545,0.137133,0.055648,0.274266,43236
stmt21_4_5,1,0.295656,0.571596,676,0.749487,701,2.008435,762,13.976744,0.327632,676,0.530723,2371,0.25348,0.100771,0.506959,5964
stmt21_70_258,1,0.286366,0.567815,2516,0.761138,2510,2.096977,2726,15.066667,0.358754,2516,0.535648,8765,0.180491,0.073431,0.360981,21544
stmt21_71_304,1,0.276159,0.571483,2662,0.749832,2634,2.05043,2897,16.757447,0.344712,2662,0.53073,9538,0.206437,0.083805,0.412875,23495
stmt21_71_70,1,0.277996,0.574461,1089,0.740761,1060,2.093365,1196,13.88785,0.347064,1089,0.54472,3813,0.19486,0.078475,0.389719,9468
stmt21_79_314,1,0.280225,0.570484,2896,0.752898,2888,2.080633,3131,16.851064,0.351573,2896,0.532508,10306,0.192121,0.077944,0.384242,25403
stmt21_79_91,1,0.279767,0.573482,1342,0.743734,1297,2.151208,1447,14.342857,0.36092,1342,0.547622,4636,0.162425,0.065598,0.324849,11479
stmt22_179_182,1,0.284715,0.569708,2374,0.755286,2321,2.206207,2531,13.414013,0.377881,2374,0.551507,8152,0.129171,0.052412,0.258342,20091
stmt22_6_80,1,0.291317,0.571072,911,0.751092,936,2.030501,1018,13.981308,0.335661,911,0.533925,3213,0.232804,0.093267,0.465608,8020
stmt22_92_259,1,0.282147,0.568574,2540,0.758785,2497,2.097514,2750,15.038095,0.358731,2540,0.536877,8850,0.178418,0.072695,0.356836,21721
stmt23_66_76,1,0.23655,0.554672,6856,0.802868,6547,2.178921,7219,26.402204,0.376763,6856,0.511844,27677,0.17314,0.068565,0.34628,69890
stmt24_148_149,1,0.295567,0.504149,72,0.983539,60,2.049261,84,5.5,0.427386,72,0.508299,203,0.162562,0.068465,0.325123,482
stmt24_292_293,1,0.265565,0.538781,473,0.856042,418,2.150572,516,10.930233,0.400259,473,0.521259,1574,0.149301,0.06096,0.298602,3855
stmt24_765_766,1,0.238819,0.54547,658,0.833282,566,2.180169,728,10.857143,0.390417,658,0.532565,2370,0.160338,0.064113,0.320675,5927
stmt24_7_8,1,0.297297,0.5,12,1,11,1.72973,17,4.4,0.372093,12,0.527132,37,0.297297,0.127907,0.594595,86
stmt25_52_53,1,0.221251,0.551175,1779,0.814305,1493,2.198726,2008,10.087336,0.381466,1779,0.546095,6748,0.171162,0.067359,0.342324,17147
stmt25_597_598,1,0.252577,0.541221,850,0.847675,735,2.172165,930,10.9,0.398165,850,0.52584,2910,0.149828,0.060614,0.299656,7193
stmt2_649_723,1,0.238758,0.543604,512,0.839574,446,2.095824,579,11.223881,0.37583,512,0.523631,1868,0.201285,0.080566,0.40257,4667
stmt2_649_776,1,0.230736,0.545724,599,0.832429,527,2.05648,691,11.347826,0.363351,599,0.524651,2284,0.228546,0.090925,0.457093,5741
stmt27_149_224,1,0.284034,0.570051,2403,0.754229,2366,2.190276,2581,12.865169,0.37419,2403,0.552388,8330,0.137455,0.055758,0.27491,20535
stmt27_296_297,1,0.266049,0.538694,491,0.856341,431,2.158642,534,10.930233,0.402067,491,0.521444,1620,0.145062,0.059239,0.290123,3967
stmt27_93_98,1,0.227023,0.549927,1959,0.818424,1655,2.196571,2200,10.058091,0.384336,1959,0.543755,7290,0.166255,0.065737,0.33251,18437
stmt28_68_81,1,0.23546,0.554926,8103,0.802041,7765,2.178088,8524,27.382423,0.375925,8103,0.511017,32978,0.174783,0.069148,0.349566,83357
stmt29_21_275,1,0.284816,0.567931,2577,0.760777,2583,2.065277,2796,16.310502,0.351986,2577,0.529307,9069,0.196935,0.080083,0.393869,22302
stmt2_976_999,1,0.236701,0.552552,10161,0.809786,8917,2.223482,11304,9.816273,0.388385,10161,0.549,37672,0.148917,0.059063,0.297834,94983
stmt31_100_276,1,0.284494,0.567847,2848,0.761037,2831,2.098282,3067,16.310502,0.359112,2848,0.532855,9951,0.179479,0.073041,0.358959,24452
stmt31_22_23,1,0.294118,0.570423,811,0.753086,835,2.019021,904,14.709677,0.333239,811,0.528449,2839,0.24093,0.096338,0.48186,7100
stmt32_122_129,1,0.297468,0.495979,59,1.016216,47,2.082278,66,6.285714,0.44504,59,0.488844,158,0.139241,0.058981,0.278481,373
stmt32_153_277,1,0.284398,0.567767,3125,0.761285,3086,2.126809,3344,16.310502,0.365216,3125,0.535843,10851,0.164593,0.067017,0.329186,26650
stmt32_228_277,1,0.282569,0.568839,3451,0.757966,3375,2.158322,3670,16.310502,0.370311,3451,0.540226,11944,0.149531,0.06085,0.299062,29351
stmt3_639_640,1,0.237991,0.539854,392,0.852353,327,2.179767,434,10.238095,0.397372,392,0.528196,1374,0.156477,0.062774,0.312955,3425
stmt37_941_942,1,0.233213,0.549145,1789,0.821014,1549,2.19738,2002,10.244131,0.385826,1789,0.541754,6642,0.164258,0.06503,0.328516,16777
stmt38_943_942,1,0.232862,0.549332,1766,0.820392,1532,2.194862,1979,10.244131,0.385032,1766,0.542036,6579,0.165831,0.065636,0.331661,16622
stmt39_34_107,1,0.2893,0.570948,1119,0.751474,1141,2.054513,1237,14.40678,0.342344,1119,0.535303,3944,0.215517,0.086708,0.431034,9803
stmt3_969_973,1,0.225888,0.543164,324,0.841064,267,2.192047,362,10.157895,0.392005,324,0.534435,1182,0.163283,0.06483,0.326565,2977
stmt41_235_286,1,0.281347,0.569733,3529,0.755208,3451,2.159873,3750,16.615385,0.369402,3529,0.540735,12266,0.149682,0.060865,0.299364,30165
stmt41_262_275,1,0.244481,0.546367,941,0.830272,886,1.991446,1121,10.288889,0.351527,941,0.529241,3624,0.255519,0.102106,0.511038,9069
stmt41_336_385,1,0.274905,0.57264,5308,0.746297,5188,2.200986,5573,18.973585,0.373371,5308,0.544545,18872,0.133213,0.053989,0.266426,46565
stmt41_36_37,1,0.291354,0.572174,871,0.747719,893,2.044372,966,14.694737,0.336727,871,0.533546,3065,0.227732,0.091099,0.455465,7662
stmt44_107_108,1,0.31,0.480851,39,1.079646,31,2.05,44,6,0.455319,39,0.470486,100,0.15,0.06383,0.3,235
stmt44_107_113,1,0.302326,0.490132,48,1.040268,39,2.015504,55,6.285714,0.4375,48,0.478687,129,0.170543,0.072368,0.341085,304
stmt44_252_301,1,0.264843,0.539194,449,0.854619,397,2.152101,487,11.789474,0.399837,449,0.518699,1499,0.149433,0.060969,0.298866,3674
stmt44_40_162,1,0.287336,0.570533,1421,0.752747,1443,2.074671,1567,13.849315,0.348204,1421,0.539539,5022,0.201314,0.081264,0.402628,12441
stmt44_40_41,1,0.290123,0.57247,921,0.746816,940,2.060185,1018,14.618557,0.339923,921,0.535929,3240,0.218827,0.087607,0.437654,8093
stmt44_554_604,1,0.251345,0.541594,808,0.846401,701,2.169236,883,11.333333,0.396812,808,0.524554,2789,0.152384,0.061594,0.304769,6900
stmt46_163_289,1,0.282206,0.569253,3262,0.756687,3218,2.131018,3486,16.705357,0.364025,3262,0.537041,11403,0.16408,0.066721,0.328159,28042
stmt47_239_290,1,0.280688,0.570114,3592,0.754034,3510,2.160896,3816,16.705357,0.369068,3592,0.541057,12505,0.14962,0.060818,0.29924,30764
stmt50_167_293,1,0.28143,0.569873,3311,0.754778,3266,2.132184,3536,16.924444,0.363442,3311,0.537381,11605,0.164067,0.066685,0.328134,28552
stmt52_117_295,1,0.281454,0.570045,3034,0.754247,3011,2.105534,3259,16.924444,0.35765,3034,0.534653,10698,0.177977,0.072305,0.355954,26333
stmt52_295_394,1,0.275966,0.572349,5047,0.747186,4950,2.177733,5317,19.192593,0.36909,5047,0.541273,17937,0.14445,0.058562,0.2889,44244
stmt52_54_55,1,0.288928,0.573444,958,0.743849,976,2.071936,1056,14.653061,0.341434,958,0.538276,3378,0.212552,0.085122,0.425104,8435
stmt53_208_245,1,0.281635,0.571693,2715,0.749191,2653,2.214968,2900,12.789189,0.377384,2715,0.556255,9420,0.125584,0.050923,0.251168,23231
stmt5_731_730,1,0.236668,0.546094,626,0.831186,537,2.185104,690,11.34375,0.390042,626,0.531532,2269,0.159982,0.063863,0.319965,5684
stmt6_13_14,1,0.381579,0.497268,29,1.010989,29,2.118421,34,4.4,0.442623,29,0.512531,76,0.144737,0.060109,0.289474,183
stmt70_191_213,1,0.26571,0.539961,437,0.851986,389,2.157787,472,12.342857,0.399889,437,0.518239,1464,0.147541,0.06015,0.295082,3591
stmt70_495_501,1,0.251634,0.542027,796,0.844926,693,2.172476,868,11.583333,0.396802,796,0.524351,2754,0.151416,0.061171,0.302832,6817
stmt72_696_721,1,0.238425,0.546146,637,0.831013,551,2.178278,704,11.223881,0.38887,637,0.53177,2311,0.1627,0.064984,0.3254,5786
stmt7_33_34,1,0.283615,0.55988,876,0.786096,888,2.013414,917,33.609756,0.35043,876,0.492197,3131,0.220057,0.08969,0.440115,7682
stmt82_224_225,1,0.266284,0.539223,472,0.854519,417,2.155172,512,11.55,0.400573,472,0.519615,1566,0.14751,0.060203,0.295019,3837
stmt85_64_122,1,0.287737,0.571541,1309,0.749654,1321,2.091048,1441,13.575758,0.349807,1309,0.542593,4591,0.195164,0.078652,0.390329,11392
stmt86_889_890,1,0.232265,0.547394,742,0.826838,645,2.136838,836,11.170213,0.377434,742,0.532046,2777,0.189053,0.075172,0.378106,6984
stmt9_350_351,1,0.242739,0.540172,415,0.851261,351,2.180498,458,10.325581,0.39811,415,0.528029,1446,0.153527,0.061718,0.307054,3597
stmt9_445_446,1,0.262386,0.534422,604,0.87118,519,2.159252,658,10.481481,0.40707,604,0.518463,1978,0.143074,0.058507,0.286148,4837
szymanski-10-s-shuffled,1,0.599054,0.533411,7529.5,0.874727,11276,1.806885,15759,42.6,0.309192,15059,0.403975,18823,0.409074,0.14738,0.792116,48921
szymanski-24-s-shuffled,1,0.608318,0.531156,128279.5,0.882685,194060,1.807314,261599,101.4,0.308936,256559,0.391512,319011,0.417089,0.147188,0.801001,832081
T-adeu-0,1,0.216191,0.627156,2315,0.5945,2569,1.709501,4790,136.65,0.170398,4630,0.482728,11883,0.543297,0.160552,0.974165,31890
T-adeu-1,1,0.218843,0.625757,2315,0.598065,2569,1.699804,4790,134.85,0.173135,4630,0.478614,11739,0.537695,0.16313,0.973848,31386
T-adeu-2,1,0.216191,0.627156,2315,0.5945,2569,1.71556,4790,135.9,0.170398,4630,0.485064,11883,0.543297,0.158294,0.968106,31890
T-adeu-3,1,0.218843,0.625757,2315,0.598065,2569,1.699804,4790,134.85,0.173135,4630,0.478614,11739,0.537695,0.16313,0.973848,31386
T-adeu-4,1,0.217068,0.626694,2315,0.595674,2569,1.712379,4790,135.3,0.171301,4630,0.48372,11835,0.541445,0.159132,0.967976,31722
T-adeu-5,1,0.217068,0.626694,2315,0.595674,2569,1.706295,4790,136.05,0.171301,4630,0.481371,11835,0.541445,0.161402,0.97406,31722
T-adeu-6,1,0.216191,0.627156,2315,0.5945,2569,1.71556,4790,135.9,0.170398,4630,0.485064,11883,0.543297,0.158294,0.968106,31890
T-adeu-7,1,0.218843,0.625757,2315,0.598065,2569,1.718204,4790,132.6,0.173135,4630,0.485734,11739,0.537695,0.156248,0.955448,31386
T-adeu-8,1,0.217952,0.626228,2315,0.596862,2569,1.709171,4790,134.7,0.172213,4630,0.482361,11787,0.539578,0.15998,0.967846,31554
T-adeu-9,1,0.218843,0.625757,2315,0.598065,2569,1.712071,4790,133.35,0.173135,4630,0.48336,11739,0.537695,0.158542,0.961581,31386
T-edau-0,1,0.216191,0.627156,2315,0.5945,2569,1.709501,4790,136.65,0.170398,4630,0.482728,11883,0.543297,0.160552,0.974165,31890
T-edau-1,1,0.218843,0.625757,2315,0.598065,2569,1.699804,4790,134.85,0.173135,4630,0.478614,11739,0.537695,0.16313,0.973848,31386
T-edau-2,1,0.216191,0.627156,2315,0.5945,2569,1.71556,4790,135.9,0.170398,4630,0.485064,11883,0.543297,0.158294,0.968106,31890
T-edau-3,1,0.218843,0.625757,2315,0.598065,2569,1.699804,4790,134.85,0.173135,4630,0.478614,11739,0.537695,0.16313,0.973848,31386
T-edau-4,1,0.217068,0.626694,2315,0.595674,2569,1.712379,4790,135.3,0.171301,4630,0.48372,11835,0.541445,0.159132,0.967976,31722
T-edau-5,1,0.217068,0.626694,2315,0.595674,2569,1.706295,4790,136.05,0.171301,4630,0.481371,11835,0.541445,0.161402,0.97406,31722
T-edau-6,1,0.216191,0.627156,2315,0.5945,2569,1.71556,4790,135.9,0.170398,4630,0.485064,11883,0.543297,0.158294,0.968106,31890
T-edau-7,1,0.218843,0.625757,2315,0.598065,2569,1.718204,4790,132.6,0.173135,4630,0.485734,11739,0.537695,0.156248,0.955448,31386
T-edau-8,1,0.217952,0.626228,2315,0.596862,2569,1.709171,4790,134.7,0.172213,4630,0.482361,11787,0.539578,0.15998,0.967846,31554
T-edau-9,1,0.218843,0.625757,2315,0.598065,2569,1.712071,4790,133.35,0.173135,4630,0.48336,11739,0.537695,0.158542,0.961581,31386
term1.blif_0.10_0.20_0_0_out_exact-shuffled,1,0.253118,0.527428,505,0.895993,893,2.441327,1020,9.2,0.469916,1010,0.529968,3528,0.006519,0.002656,0.013039,8659
term1.blif_0.10_0.20_0_1_inp_exact-shuffled,1,0.244486,0.526379,92.083333,0.899772,920,2.424661,1116,54.909091,0.470896,1105,0.528867,3763,0.006644,0.002725,0.013287,9174
term1.blif_0.10_1.00_0_0_out_exact-shuffled,1,0.251615,0.527403,555,0.896083,974,2.447946,1111,24,0.471965,1110,0.527245,3871,0.00155,0.000632,0.0031,9488
test1_quant2,1,0.628378,0.535206,343.5,0.868441,1209,1.988565,765,31.538462,0.343157,687,0.460523,1924,0.319647,0.121638,0.639293,5056
test1_quant3,1,0.647368,0.533191,441,0.875502,1599,2.022672,960,39.538462,0.348883,882,0.451989,2470,0.312146,0.117926,0.624291,6538
test1_quant_squaring2,1,0.628378,0.535206,343.5,0.868441,1209,1.988565,765,31.538462,0.343157,687,0.460523,1924,0.319647,0.121638,0.639293,5056
test1_quant_squaring3,1,0.659483,0.53192,346,0.879981,1989,1.940981,1194,43.538462,0.333042,1038,0.45653,3016,0.359085,0.135037,0.71817,8020
test3_quant2-shuffled,1,0.581649,0.540084,112,0.851563,374,1.995334,244,37.6,0.346594,224,0.464867,643,0.292379,0.113321,0.584759,1659
test3_quant4,1,0.621885,0.535759,162,0.866512,574,2.040087,344,53.6,0.353452,324,0.451202,923,0.290358,0.11079,0.580715,2419
test3_quant_squaring4,1,0.643392,0.533501,101,0.87441,774,1.931006,464,61.6,0.331865,404,0.458105,1203,0.355777,0.134634,0.711554,3179
test4_quant2,1,0.544931,0.544384,151,0.836938,473,2.023041,326,37.666667,0.353261,302,0.477157,868,0.260369,0.102355,0.520737,2208
test4_quant4,1,0.592193,0.539103,211,0.854935,713,2.056478,446,53.666667,0.357692,422,0.460688,1204,0.267442,0.103205,0.534884,3120
test4_quant_squaring2,1,0.544931,0.544384,151,0.836938,473,2.023041,326,37.666667,0.353261,302,0.477157,868,0.260369,0.102355,0.520737,2208
test4_quant_squaring4,1,0.618831,0.53621,129.5,0.86494,953,1.950649,590,61.666667,0.33631,518,0.465542,1540,0.333766,0.12748,0.667532,4032
test5_quant5-shuffled,1,0.701382,0.527351,168,0.896269,660,2.069075,358,54,0.355765,336,0.437344,941,0.315622,0.116883,0.631243,2541
test5_quant_squaring5-shuffled,1,0.705631,0.527009,93.6,0.8975,990,1.905203,556,66,0.325165,468,0.450483,1403,0.399857,0.147826,0.799715,3795
texas.ifetch1^4.E-f4-shuffled,1,0.333295,0.5714,1473,0.750087,2888,2.190767,3047,24.435644,0.398081,2946,0.559425,8665,0.071206,0.030519,0.142412,20217
texas.ifetch1^9.E-f4-shuffled,1,0.333293,0.571399,1417.5,0.750091,2752,2.159985,2942,26.728972,0.391487,2835,0.55445,8257,0.086593,0.037114,0.173186,19265
TOILET10.1.iv.20-shuffled,1,0.20262,0.687381,425,0.454796,727,2.238573,854,200,0.28297,850,0.672743,3588,0.069677,0.017789,0.111483,8432
TOILET16.1.iv.32-shuffled,1,0.171138,0.73164,1064,0.366792,1837,2.20831,2132,512,0.247654,2128,0.712271,10734,0.047699,0.020705,0.095398,24728
TOILET7.1.iv.13-shuffled,1,0.226023,0.668761,198,0.495303,337,2.250168,399,98,0.307253,396,0.655701,1491,0.056338,0.01799,0.098592,3502
TOILET7.1.iv.14-shuffled,1,0.224502,0.668876,213.5,0.495046,361,2.254353,430,98,0.308855,427,0.656756,1608,0.052239,0.016702,0.091418,3772
toilet_a_02_01.2-shuffled,1,0.307692,0.604651,8,0.653846,12,1.897436,18,12,0.302326,16,0.627907,39,0.205128,0.046512,0.307692,86
toilet_a_02_10.2-shuffled,1,0.073529,0.817768,44,0.222841,30,2.122549,90,12,0.173121,88,0.831694,408,0.019608,0.004556,0.029412,878
toilet_a_04_10.2-shuffled,1,0.098434,0.8,68,0.25,88,2.058166,140,120,0.138462,136,0.7681,894,0.143177,0.053846,0.268456,2080
toilet_a_06_01.4-shuffled,1,0.647149,0.530322,40,0.885648,420,1.485362,86,756,0.113243,80,0.198902,649,1.775039,0.345297,3.494607,3232
toilet_a_06_10.2-shuffled,1,0.237819,0.689793,92,0.44971,410,1.87819,190,756,0.100981,184,0.502989,1724,0.668213,0.202688,1.315545,5506
toilet_a_08_01.4-shuffled,1,0.862083,0.508023,52,0.968417,2094,1.184026,112,4080,0.065222,104,0.091109,2429,3.372581,0.423422,6.718814,19196
toilet_a_08_10.2-shuffled,1,0.52187,0.568655,116,0.758534,2076,1.543489,240,4080,0.066607,232,0.213898,3978,2.059326,0.361888,4.102564,22460
toilet_a_10_01.11-shuffled,1,0.885894,0.506171,176,0.975618,10450,1.157257,362,20460,0.052263,352,0.067327,11796,4.340454,0.440703,8.672431,115951
toilet_a_10_01.5-shuffled,1,0.946432,0.502566,80,0.989787,10318,1.071088,170,20460,0.04822,160,0.05762,10902,4.696386,0.448336,9.383599,113977
toilet_a_10_10.2-shuffled,1,0.799844,0.517919,140,0.930803,10270,1.225078,290,20460,0.048293,280,0.088013,12840,3.987539,0.432941,7.96729,118030
toilet_c_02_01.2-shuffled,1,0.162162,0.657895,8,0.52,6,1.945946,17,8,0.315789,16,0.671053,37,0.054054,0.026316,0.108108,76
toilet_c_04_01.4-shuffled,1,0.248649,0.663462,28,0.507246,46,2.075676,58,32,0.298077,56,0.647321,185,0.086486,0.038462,0.172973,416
toilet_c_04_10.2-shuffled,1,0.051765,0.849015,68,0.177835,44,2.112941,138,32,0.142232,136,0.852619,850,0.018824,0.008753,0.037647,1828
