@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 5'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC
@ATTRIBUTE stats_Local_Variance NUMERIC
@ATTRIBUTE normalised_width_of_ordering NUMERIC
@ATTRIBUTE normalised_median_degree NUMERIC
@ATTRIBUTE stats_tightness_mean NUMERIC

@DATA
geo50-20-d4-75-31_ext.xml.minion.gz,1,0.22,0.693021,0.34,0.3,248.692308
geo50-20-d4-75-32_ext.xml.minion.gz,1,0.24,0.690845,0.5,0.34,249.675481
geo50-20-d4-75-33_ext.xml.minion.gz,1,0.26,0.691104,0.4,0.35,251.260341
geo50-20-d4-75-34_ext.xml.minion.gz,1,0.22,0.691803,0.4,0.32,248.429648
geo50-20-d4-75-35_ext.xml.minion.gz,1,0.28,0.689086,0.44,0.36,252.041943
geo50-20-d4-75-36_ext.xml.minion.gz,1,0.26,0.695549,0.32,0.26,249.699115
geo50-20-d4-75-37_ext.xml.minion.gz,1,0.22,0.693204,0.4,0.3,249.695187
geo50-20-d4-75-38_ext.xml.minion.gz,1,0.26,0.690245,0.48,0.34,250.953271
geo50-20-d4-75-39_ext.xml.minion.gz,1,0.2,0.694361,0.4,0.28,249.842697
geo50-20-d4-75-3_ext.xml.minion.gz,1,0.24,0.692026,0.42,0.32,249.621827
geo50-20-d4-75-40_ext.xml.minion.gz,1,0.24,0.693021,0.44,0.3,249.100796
geo50-20-d4-75-41_ext.xml.minion.gz,1,0.32,0.688402,0.58,0.41,250.464819
geo50-20-d4-75-42_ext.xml.minion.gz,1,0.26,0.691584,0.44,0.32,248.606965
geo50-20-d4-75-43_ext.xml.minion.gz,1,0.3,0.690052,0.46,0.34,249.907407
geo50-20-d4-75-44_ext.xml.minion.gz,1,0.22,0.693021,0.44,0.32,248.94695
geo50-20-d4-75-45_ext.xml.minion.gz,1,0.28,0.691693,0.42,0.31,248.9775
geo50-20-d4-75-46_ext.xml.minion.gz,1,0.26,0.690004,0.46,0.36,250.321016
geo50-20-d4-75-47_ext.xml.minion.gz,1,0.2,0.692661,0.42,0.3,249.835509
geo50-20-d4-75-48_ext.xml.minion.gz,1,0.22,0.690999,0.38,0.34,249.363196
geo50-20-d4-75-49_ext.xml.minion.gz,1,0.26,0.690392,0.42,0.36,250.397647
geo50-20-d4-75-4_ext.xml.minion.gz,1,0.22,0.690743,0.52,0.34,248.291866
geo50-20-d4-75-50_ext.xml.minion.gz,1,0.24,0.690491,0.46,0.35,249.680851
geo50-20-d4-75-51_ext.xml.minion.gz,1,0.24,0.688868,0.54,0.38,249.932314
geo50-20-d4-75-52_ext.xml.minion.gz,1,0.32,0.687836,0.52,0.42,249.233954
geo50-20-d4-75-53_ext.xml.minion.gz,1,0.26,0.688739,0.44,0.38,249.624729
geo50-20-d4-75-54_ext.xml.minion.gz,1,0.22,0.691051,0.36,0.32,251.17233
geo50-20-d4-75-55_ext.xml.minion.gz,1,0.26,0.688485,0.5,0.36,249.710921
geo50-20-d4-75-56_ext.xml.minion.gz,1,0.26,0.689264,0.48,0.36,250.610245
geo50-20-d4-75-57_ext.xml.minion.gz,1,0.34,0.685336,0.68,0.47,250.726126
geo50-20-d4-75-58_ext.xml.minion.gz,1,0.24,0.688955,0.56,0.36,251.971491
geo50-20-d4-75-59_ext.xml.minion.gz,1,0.26,0.692485,0.42,0.32,250.049223
geo50-20-d4-75-5_ext.xml.minion.gz,1,0.22,0.693579,0.5,0.32,248.206522
geo50-20-d4-75-60_ext.xml.minion.gz,1,0.24,0.689219,0.46,0.34,252.062222
geo50-20-d4-75-61_ext.xml.minion.gz,1,0.24,0.693328,0.46,0.31,250.091398
geo50-20-d4-75-62_ext.xml.minion.gz,1,0.28,0.687488,0.56,0.39,247.896341
geo50-20-d4-75-63_ext.xml.minion.gz,1,0.26,0.688361,0.56,0.38,250.676596
geo50-20-d4-75-64_ext.xml.minion.gz,1,0.24,0.69403,0.4,0.28,249.523546
geo50-20-d4-75-65_ext.xml.minion.gz,1,0.26,0.690948,0.48,0.31,249.915459
geo50-20-d4-75-66_ext.xml.minion.gz,1,0.22,0.691368,0.38,0.33,252.399015
geo50-20-d4-75-67_ext.xml.minion.gz,1,0.24,0.688696,0.5,0.38,249.961039
geo50-20-d4-75-68_ext.xml.minion.gz,1,0.24,0.690641,0.46,0.34,248.780952
geo50-20-d4-75-69_ext.xml.minion.gz,1,0.24,0.693266,0.38,0.3,249.97319
geo50-20-d4-75-6_ext.xml.minion.gz,1,0.24,0.693082,0.44,0.3,253.428191
geo50-20-d4-75-70_ext.xml.minion.gz,1,0.3,0.689175,0.48,0.39,251.261641
geo50-20-d4-75-71_ext.xml.minion.gz,1,0.24,0.691693,0.46,0.3,250.2175
geo50-20-d4-75-72_ext.xml.minion.gz,1,0.24,0.691368,0.46,0.32,248.738916
geo50-20-d4-75-73_ext.xml.minion.gz,1,0.26,0.688361,0.54,0.38,249.776596
geo50-20-d4-75-74_ext.xml.minion.gz,1,0.24,0.691051,0.42,0.34,250.893204
geo50-20-d4-75-75_ext.xml.minion.gz,1,0.24,0.689399,0.46,0.34,251.609865
geo50-20-d4-75-76_ext.xml.minion.gz,1,0.2,0.693771,0.36,0.28,248.890411
geo50-20-d4-75-77_ext.xml.minion.gz,1,0.28,0.68949,0.4,0.38,249.191441
geo50-20-d4-75-78_ext.xml.minion.gz,1,0.24,0.692369,0.44,0.32,250.072165
geo50-20-d4-75-79_ext.xml.minion.gz,1,0.26,0.692661,0.5,0.3,251.381201
geo50-20-d4-75-7_ext.xml.minion.gz,1,0.28,0.688319,0.52,0.39,249.723992
geo50-20-d4-75-80_ext.xml.minion.gz,1,0.26,0.692485,0.5,0.32,251.243523
geo50-20-d4-75-81_ext.xml.minion.gz,1,0.2,0.691638,0.48,0.31,249.421446
geo50-20-d4-75-82_ext.xml.minion.gz,1,0.22,0.691803,0.5,0.31,248.170854
geo50-20-d4-75-83_ext.xml.minion.gz,1,0.26,0.690148,0.46,0.34,248.874419
geo50-20-d4-75-84_ext.xml.minion.gz,1,0.24,0.693643,0.38,0.3,251.26703
geo50-20-d4-75-85_ext.xml.minion.gz,1,0.28,0.690743,0.46,0.32,250.602871
geo50-20-d4-75-86_ext.xml.minion.gz,1,0.26,0.688527,0.6,0.34,250.733906
geo50-20-d4-75-87_ext.xml.minion.gz,1,0.28,0.689628,0.52,0.34,249.827664
geo50-20-d4-75-88_ext.xml.minion.gz,1,0.22,0.694496,0.38,0.28,250.680791
geo50-20-d4-75-89_ext.xml.minion.gz,1,0.3,0.689582,0.48,0.36,252.038462
geo50-20-d4-75-8_ext.xml.minion.gz,1,0.26,0.688075,0.46,0.39,249.872117
geo50-20-d4-75-90_ext.xml.minion.gz,1,0.26,0.688197,0.6,0.4,249.078059
geo50-20-d4-75-91_ext.xml.minion.gz,1,0.2,0.693143,0.4,0.3,248.232
geo50-20-d4-75-92_ext.xml.minion.gz,1,0.28,0.691104,0.38,0.32,250.377129
geo50-20-d4-75-93_ext.xml.minion.gz,1,0.22,0.692369,0.42,0.3,248.543814
geo50-20-d4-75-94_ext.xml.minion.gz,1,0.3,0.687337,0.46,0.41,249.320565
geo50-20-d4-75-95_ext.xml.minion.gz,1,0.24,0.692602,0.4,0.29,251.322917
geo50-20-d4-75-96_ext.xml.minion.gz,1,0.28,0.690196,0.5,0.34,250.298368
geo50-20-d4-75-97_ext.xml.minion.gz,1,0.26,0.692661,0.44,0.32,249.665796
geo50-20-d4-75-98_ext.xml.minion.gz,1,0.22,0.693021,0.52,0.29,251.997347
geo50-20-d4-75-99_ext.xml.minion.gz,1,0.26,0.691914,0.5,0.3,250.419192
geo50-20-d4-75-9_ext.xml.minion.gz,1,0.24,0.689175,0.52,0.38,249.716186
geom-30a-3-ext.xml.minion.converted.minion.gz,1,0.166667,0.725824,0.2,0.166667,324
geom-30a-4-ext.xml.minion.converted.minion.gz,1,0.166667,0.725824,0.2,0.166667,263
geom-30a-5-ext.xml.minion.converted.minion.gz,1,0.166667,0.725824,0.2,0.166667,184
geom-30a-6-ext.xml.minion.converted.minion.gz,1,0.166667,0.725824,0.2,0.166667,169
geom-40-2-ext.xml.minion.converted.minion.gz,1,0.125,0.737481,0.125,0.1,513
geom-40-3-ext.xml.minion.converted.minion.gz,1,0.125,0.737481,0.125,0.1,324
geom-40-4-ext.xml.minion.converted.minion.gz,1,0.125,0.737481,0.125,0.1,263
geom-40-5-ext.xml.minion.converted.minion.gz,1,0.125,0.737481,0.125,0.1,184
geom-40-6-ext.xml.minion.converted.minion.gz,1,0.125,0.737481,0.125,0.1,169
hanoi-3_ext.xml.minion.converted.minion.gz,1,0.166667,0.805785,0.166667,0.333333,884.8
hanoi-4_ext.xml.minion.converted.minion.gz,1,0.071429,0.77572,0.071429,0.142857,962
hanoi-5_ext.xml.minion.converted.minion.gz,1,0.033333,0.762281,0.033333,0.066667,984.137931
hanoi-6_ext.xml.minion.converted.minion.gz,1,0.016129,0.755998,0.016129,0.032258,995.032787
hanoi-7_ext.xml.minion.converted.minion.gz,1,0.007937,0.752964,0.007937,0.015873,997.016
hole-06_ext.xml.minion.converted.minion.gz,1,0.261905,0.750892,0.261905,0.261905,247.052632
hole-07_ext.xml.minion.converted.minion.gz,1,0.232143,0.744759,0.232143,0.232143,249.960784
hole-08_ext.xml.minion.converted.minion.gz,1,0.208333,0.739176,0.208333,0.208333,252.212121
hole-09_ext.xml.minion.converted.minion.gz,1,0.188889,0.734183,0.188889,0.188889,253.759036
hole-10_ext.xml.minion.converted.minion.gz,1,0.172727,0.729742,0.172727,0.172727,254.921569
jnh01_ext.xml.minion.converted.minion.gz,1,0.79,0.871708,0.94,0.88,58.096471
jnh02_ext.xml.minion.converted.minion.gz,1,0.71,0.867225,0.88,0.86,65.375736
jnh03_ext.xml.minion.converted.minion.gz,1,0.74,0.868378,0.89,0.87,68.599057
jnh04_ext.xml.minion.converted.minion.gz,1,0.72,0.865625,0.88,0.86,64.205882
jnh05_ext.xml.minion.converted.minion.gz,1,0.73,0.868629,0.92,0.86,68.777515
jnh06_ext.xml.minion.converted.minion.gz,1,0.73,0.866284,0.87,0.865,65.863529
jnh07_ext.xml.minion.converted.minion.gz,1,0.72,0.866394,0.88,0.86,65.338443
jnh08_ext.xml.minion.converted.minion.gz,1,0.75,0.867655,0.93,0.865,69.546525
jnh09_ext.xml.minion.converted.minion.gz,1,0.73,0.865448,0.88,0.85,63.636042
jnh10_ext.xml.minion.converted.minion.gz,1,0.74,0.868288,0.87,0.87,68.625738
jnh11_ext.xml.minion.converted.minion.gz,1,0.72,0.865784,0.89,0.86,66.342756
jnh12_ext.xml.minion.converted.minion.gz,1,0.72,0.867253,0.91,0.86,66.208726
jnh13_ext.xml.minion.converted.minion.gz,1,0.74,0.867013,0.93,0.86,69.272085
jnh14_ext.xml.minion.converted.minion.gz,1,0.71,0.866161,0.88,0.85,64.617197
jnh15_ext.xml.minion.converted.minion.gz,1,0.74,0.867306,0.89,0.855,69.766234
jnh16_ext.xml.minion.converted.minion.gz,1,0.73,0.866279,0.88,0.865,63.413428
jnh17_ext.xml.minion.converted.minion.gz,1,0.71,0.866245,0.89,0.85,67.547816
jnh18_ext.xml.minion.converted.minion.gz,1,0.74,0.867871,0.92,0.86,67.540636
jnh19_ext.xml.minion.converted.minion.gz,1,0.7,0.865383,0.89,0.855,64.424706
jnh201_ext.xml.minion.converted.minion.gz,1,0.78,0.872395,0.92,0.87,57.04125
jnh202_ext.xml.minion.converted.minion.gz,1,0.7,0.867685,0.85,0.845,64.406758
jnh203_ext.xml.minion.converted.minion.gz,1,0.72,0.868572,0.89,0.845,69.87594
jnh204_ext.xml.minion.converted.minion.gz,1,0.69,0.866004,0.92,0.84,64.62625
jnh205_ext.xml.minion.converted.minion.gz,1,0.71,0.867611,0.87,0.84,67.337516
jnh206_ext.xml.minion.converted.minion.gz,1,0.71,0.867552,0.88,0.86,68.503129
jnh207_ext.xml.minion.converted.minion.gz,1,0.69,0.866343,0.89,0.845,63.22875
jnh208_ext.xml.minion.converted.minion.gz,1,0.72,0.868395,0.86,0.84,69.331242
jnh209_ext.xml.minion.converted.minion.gz,1,0.69,0.866022,0.87,0.845,65.50625
jnh20_ext.xml.minion.converted.minion.gz,1,0.73,0.868054,0.91,0.86,68.660757
jnh210_ext.xml.minion.converted.minion.gz,1,0.71,0.866395,0.88,0.84,65.003755
jnh211_ext.xml.minion.converted.minion.gz,1,0.71,0.868227,0.92,0.86,71.234336
jnh212_ext.xml.minion.converted.minion.gz,1,0.7,0.866464,0.91,0.845,63.21125
jnh213_ext.xml.minion.converted.minion.gz,1,0.7,0.867298,0.84,0.84,67.735257
jnh214_ext.xml.minion.converted.minion.gz,1,0.7,0.867218,0.85,0.85,68.272841
jnh215_ext.xml.minion.converted.minion.gz,1,0.7,0.865605,0.85,0.84,65.41
jnh216_ext.xml.minion.converted.minion.gz,1,0.72,0.868104,0.9,0.845,70.398996
jnh217_ext.xml.minion.converted.minion.gz,1,0.7,0.866444,0.88,0.85,62.35625
jnh218_ext.xml.minion.converted.minion.gz,1,0.69,0.86698,0.87,0.84,67.048934
jnh219_ext.xml.minion.converted.minion.gz,1,0.71,0.867587,0.92,0.845,69.629537
jnh220_ext.xml.minion.converted.minion.gz,1,0.69,0.865732,0.91,0.845,62.68125
jnh301_ext.xml.minion.converted.minion.gz,1,0.81,0.871328,0.94,0.89,57.613333
jnh302_ext.xml.minion.converted.minion.gz,1,0.75,0.86752,0.9,0.87,65.864143
jnh303_ext.xml.minion.converted.minion.gz,1,0.75,0.866822,0.9,0.89,68.770857
jnh304_ext.xml.minion.converted.minion.gz,1,0.74,0.865824,0.91,0.88,64.424444
jnh305_ext.xml.minion.converted.minion.gz,1,0.76,0.868599,0.9,0.89,69.743304
jnh306_ext.xml.minion.converted.minion.gz,1,0.74,0.865933,0.93,0.875,63.225806
jnh307_ext.xml.minion.converted.minion.gz,1,0.75,0.866601,0.9,0.87,69.605351
jnh308_ext.xml.minion.converted.minion.gz,1,0.74,0.866167,0.88,0.88,65.146667
jnh309_ext.xml.minion.converted.minion.gz,1,0.75,0.866577,0.9,0.88,65.493318
jnh310_ext.xml.minion.converted.minion.gz,1,0.74,0.866665,0.92,0.88,69.490545
langford-2-10.xml.minion.conv.minion,1,0.95,0.717507,0.95,0.95,90.347619
langford-2-11.xml.minion.conv.minion,1,0.954545,0.693308,0.954545,0.954545,86.300395
langford-2-12.xml.minion.conv.minion,1,0.958333,0.670291,0.958333,0.958333,84.406667
langford-2-13.xml.minion.conv.minion,1,0.961538,0.648447,0.961538,0.961538,88.649573
langford-2-14.xml.minion.conv.minion,1,0.964286,0.627744,0.964286,0.964286,71.76601
langford-2-15.xml.minion.conv.minion,1,0.966667,0.608135,0.966667,0.966667,63.025806
langford-2-16.xml.minion.conv.minion,1,0.96875,0.589565,0.96875,0.96875,61.625
langford-2-17.xml.minion.conv.minion,1,0.970588,0.571975,0.970588,0.970588,51.956303
langford-2-18.xml.minion.conv.minion,1,0.972222,0.555308,0.972222,0.972222,56.241742
langford-2-19.xml.minion.conv.minion,1,0.973684,0.539505,0.973684,0.973684,54.206478
langford-2-20.xml.minion.conv.minion,1,0.975,0.52451,0.975,0.975,48.596341
langford-2-21.xml.minion.conv.minion,1,0.97619,0.510273,0.97619,0.97619,43.037652
langford-2-25.xml.minion.conv.minion,1,0.98,0.459944,0.98,0.98,43.958431
langford-2-2.xml.minion.conv.minion,1,0.75,0.917531,0.75,0.75,336.1
langford-2-30.xml.minion.conv.minion,1,0.983333,0.409024,0.983333,0.983333,40.239344
langford-2-3.xml.minion.conv.minion,1,0.833333,0.900463,0.833333,0.833333,251.142857
langford-2-40.xml.minion.conv.minion,1,0.9875,0.334327,0.9875,0.9875,24.474691
langford-2-4-ext.xml.minion.gz,1,0.875,0.776417,0.875,0.875,235.25
langford-2-4.xml.minion.conv.minion,1,0.875,0.877557,0.875,0.875,208.138889
langford-2-50.xml.minion.conv.minion,1,0.99,0.282422,0.99,0.99,16.947921
langford-2-5.xml.minion.conv.minion,1,0.9,0.851502,0.9,0.9,170.981818
langford-2-6.xml.minion.conv.minion,1,0.916667,0.824093,0.916667,0.916667,154.974359
langford-2-7.xml.minion.conv.minion,1,0.928571,0.796446,0.928571,0.928571,140.495238
langford-2-8.xml.minion.conv.minion,1,0.9375,0.769235,0.9375,0.9375,115.882353
langford-2-9.xml.minion.conv.minion,1,0.944444,0.74285,0.944444,0.944444,96.654971
langford-3-11-ext.xml.minion.gz,1,0.969697,0.704183,0.969697,0.969697,72.723636
langford-3-9-ext.xml.minion.gz,1,0.962963,0.71177,0.962963,0.962963,80.620596
lard-83-83.xml.minion.gz,1,0.987952,0.67202,0.987952,0.987952,529.855716
large-80-sat_ext.xml.minion.gz,1,0.9875,0.672221,0.9875,0.9875,500.028165
large-80-unsat_ext.xml.minion.gz,1,0.9875,0.672221,0.9875,0.9875,500.160443
large-84-unsat_ext.xml.minion.gz,1,0.988095,0.671956,0.988095,0.988095,500.144291
latinSquare-dg-10_all.xml.minion,1,0.35,0.597051,0.35,0.35,999
latinSquare-dg-11_all.xml.minion,1,0.330579,0.580181,0.330579,0.330579,1000
latinSquare-dg-12_all.xml.minion,1,0.298611,0.563627,0.298611,0.298611,1000
latinSquare-dg-3_all.xml.minion,1,0.888889,0.679931,0.888889,0.888889,784
latinSquare-dg-4_all.xml.minion,1,0.6875,0.679717,0.6875,0.6875,892
latinSquare-dg-5_all.xml.minion,1,0.64,0.672635,0.64,0.64,966
latinSquare-dg-6_all.xml.minion,1,0.527778,0.661038,0.527778,0.527778,987
latinSquare-dg-7_all.xml.minion,1,0.489796,0.646671,0.489796,0.489796,995
latinSquare-dg-8_all.xml.minion,1,0.421875,0.630731,0.421875,0.421875,998
latinSquare-dg-9_all.xml.minion,1,0.395062,0.614016,0.395062,0.395062,996
le-450-5a-2-ext.xml.minion.converted.minion.gz,1,0.037778,0.682883,0.073333,0.055556,513
le-450-5a-3-ext.xml.minion.converted.minion.gz,1,0.037778,0.682883,0.073333,0.055556,324
le-450-5a-4-ext.xml.minion.converted.minion.gz,1,0.037778,0.682883,0.073333,0.055556,263
le-450-5a-5-ext.xml.minion.converted.minion.gz,1,0.037778,0.682883,0.073333,0.055556,184
lemma-100-9-mod.xml.minion.conv.minion,1,0.98,0.026747,0.98,0.99,96
lemma-12-9-mod.xml.minion.conv.minion,1,0.833333,0.22283,0.833333,0.916667,96
lemma-15-9-mod.xml.minion.conv.minion,1,0.866667,0.178178,0.933333,0.933333,96
lemma-20-9-mod.xml.minion.conv.minion,1,0.9,0.134387,0.9,0.95,96
lemma-30-9-mod.xml.minion.conv.minion,1,0.933333,0.089536,0.933333,0.966667,96
lemma-50-9-mod.xml.minion.conv.minion,1,0.96,0.053616,0.96,0.98,96
magicSquare-10_glb.xml.minion.conv.minion,1,0.99,0.768242,0.99,0.99,495.466667
magicSquare-11_glb.xml.minion.conv.minion,1,0.991736,0.749851,0.991736,0.991736,500.408163
magicSquare-12_glb.xml.minion.conv.minion,1,0.993056,0.731691,0.993056,0.993056,505.509434
magicSquare-13_glb.xml.minion.conv.minion,1,0.994083,0.713891,0.994083,0.994083,538.245614
magicSquare-14_glb.xml.minion.conv.minion,1,0.994898,0.696537,0.994898,0.994898,504.262295
magicSquare-15_glb.xml.minion.conv.minion,1,0.995556,0.679685,0.995556,0.995556,499.815385
magicSquare-16_glb.xml.minion.conv.minion,1,0.996094,0.663366,0.996094,0.996094,517.101449
magicSquare-17_glb.xml.minion.conv.minion,1,0.99654,0.647597,0.99654,0.99654,491.068493
magicSquare-18_glb.xml.minion.conv.minion,1,0.996914,0.632382,0.996914,0.996914,520.311688
magicSquare-19_glb.xml.minion.conv.minion,1,0.99723,0.617717,0.99723,0.99723,487.407407
magicSquare-3_glb.xml.minion.conv.minion,1,0.888889,0.873959,0.888889,0.888889,484
magicSquare-4_glb.xml.minion.conv.minion,1,0.9375,0.865625,0.9375,0.9375,498.095238
magicSquare-5_glb.xml.minion.conv.minion,1,0.96,0.853642,0.96,0.96,541.12
magicSquare-6_glb.xml.minion.conv.minion,1,0.972222,0.83897,0.972222,0.972222,521.103448
magicSquare-7_glb.xml.minion.conv.minion,1,0.979592,0.822485,0.979592,0.979592,537.454545
magicSquare-8_glb.xml.minion.conv.minion,1,0.984375,0.804881,0.984375,0.984375,520.324324
magicSquare-9_glb.xml.minion.conv.minion,1,0.987654,0.786675,0.987654,0.987654,528.780488
mug100-1-3.xml.watchless.minion.gz,1,0.03,0.473173,0.03,0.03,324
mug100-1-4.xml.watchless.minion.gz,1,0.03,0.473173,0.03,0.03,263
mug100-25-3.xml.watchless.minion.gz,1,0.03,0.473173,0.03,0.03,324
mug100-25-4.xml.watchless.minion.gz,1,0.03,0.473173,0.03,0.03,263
mug88-1-3.xml.watchless.minion.gz,1,0.034091,0.473771,0.034091,0.034091,324
mug88-1-4.xml.watchless.minion.gz,1,0.034091,0.473771,0.034091,0.034091,263
mug88-25-3.xml.watchless.minion.gz,1,0.034091,0.473771,0.034091,0.034091,324
mug88-25-4.xml.watchless.minion.gz,1,0.034091,0.473771,0.034091,0.034091,263
myciel3-3.xml.watchless.minion.gz,1,0.272727,0.490234,0.454545,0.363636,324
myciel3-4.xml.watchless.minion.gz,1,0.272727,0.490234,0.454545,0.363636,263
myciel4-4.xml.watchless.minion.gz,1,0.217391,0.382715,0.478261,0.26087,263
myciel4-5.xml.watchless.minion.gz,1,0.217391,0.382715,0.478261,0.26087,184
myciel5-4.xml.watchless.minion.gz,1,0.170213,0.282062,0.489362,0.191489,263
myciel5-5.xml.watchless.minion.gz,1,0.170213,0.282062,0.489362,0.191489,184
myciel5-6.xml.watchless.minion.gz,1,0.170213,0.282062,0.489362,0.191489,169
myciel-5g-3-ext.xml.minion.converted.minion.gz,1,0.170213,0.703784,0.489362,0.191489,324
myciel-5g-4-ext.xml.minion.converted.minion.gz,1,0.170213,0.703784,0.489362,0.191489,263
myciel-5g-5-ext.xml.minion.converted.minion.gz,1,0.170213,0.703784,0.489362,0.191489,184
myciel-5g-6-ext.xml.minion.converted.minion.gz,1,0.170213,0.703784,0.489362,0.191489,169
myciel6-4.xml.watchless.minion.gz,1,0.126316,0.200428,0.494737,0.136842,263
myciel6-5.xml.watchless.minion.gz,1,0.126316,0.200428,0.494737,0.136842,184
myciel6-6.xml.watchless.minion.gz,1,0.126316,0.200428,0.494737,0.136842,169
myciel6-7.xml.watchless.minion.gz,1,0.126316,0.200428,0.494737,0.136842,154
myciel7-4.xml.watchless.minion.gz,1,0.094241,0.139208,0.497382,0.104712,263
myciel7-5.xml.watchless.minion.gz,1,0.094241,0.139208,0.497382,0.104712,184
myciel7-6.xml.watchless.minion.gz,1,0.094241,0.139208,0.497382,0.104712,169
myciel7-7.xml.watchless.minion.gz,1,0.094241,0.139208,0.497382,0.104712,154
myciel7-8.xml.watchless.minion.gz,1,0.094241,0.139208,0.497382,0.104712,136
nmr_10_10_3.minion,1,0.99,0.442616,0.99,0.99,40.088106
nmr_10_10_4.minion,1,0.99,0.442616,0.99,0.99,24.281938
nmr_10_10_5.minion,1,0.99,0.442616,0.99,0.99,15.237885
nmr_10_11_3.minion,1,0.990909,0.436506,0.990909,0.990909,39.581796
nmr_10_11_4.minion,1,0.990909,0.436506,0.990909,0.990909,23.69166
nmr_10_11_5.minion,1,0.990909,0.436506,0.990909,0.990909,14.747394
nmr_10_12_3.minion,1,0.991667,0.431409,0.991667,0.991667,39.115719
nmr_10_12_4.minion,1,0.991667,0.431409,0.991667,0.991667,23.205686
nmr_10_12_5.minion,1,0.991667,0.431409,0.991667,0.991667,14.256522
nmr_10_5_3.minion,1,0.98,0.509441,0.98,0.98,49.339093
nmr_10_5_4.minion,1,0.98,0.509441,0.98,0.98,33.412527
nmr_10_5_5.minion,1,0.98,0.509441,0.98,0.98,24.544276
nmr_10_6_3.minion,1,0.983333,0.48725,0.983333,0.983333,45.441219
nmr_10_6_4.minion,1,0.983333,0.48725,0.983333,0.983333,29.483309
nmr_10_6_5.minion,1,0.983333,0.48725,0.983333,0.983333,21.139332
nmr_10_7_3.minion,1,0.985714,0.471348,0.985714,0.985714,43.165625
nmr_10_7_4.minion,1,0.985714,0.471348,0.985714,0.985714,27.453125
nmr_10_7_5.minion,1,0.985714,0.471348,0.985714,0.985714,18.35625
nmr_10_8_3.minion,1,0.9875,0.459393,0.9875,0.9875,41.966301
nmr_10_8_4.minion,1,0.9875,0.459393,0.9875,0.9875,25.995298
nmr_10_8_5.minion,1,0.9875,0.459393,0.9875,0.9875,16.925549
nmr_10_9_3.minion,1,0.988889,0.450078,0.988889,0.988889,40.807575
nmr_10_9_4.minion,1,0.988889,0.450078,0.988889,0.988889,25.041539
nmr_10_9_5.minion,1,0.988889,0.450078,0.988889,0.988889,16.000611
nmr_11_10_3.minion,1,0.990909,0.436506,0.990909,0.990909,39.581796
nmr_11_10_4.minion,1,0.990909,0.436506,0.990909,0.990909,23.69166
nmr_11_10_5.minion,1,0.990909,0.436506,0.990909,0.990909,14.747394
nmr_11_11_3.minion,1,0.991736,0.4309,0.991736,0.991736,39.133005
nmr_11_11_4.minion,1,0.991736,0.4309,0.991736,0.991736,23.172414
nmr_11_11_5.minion,1,0.991736,0.4309,0.991736,0.991736,14.310345
nmr_11_12_3.minion,1,0.992424,0.426233,0.992424,0.992424,38.718981
nmr_11_12_4.minion,1,0.992424,0.426233,0.992424,0.992424,22.745275
nmr_11_12_5.minion,1,0.992424,0.426233,0.992424,0.992424,13.871542
nmr_11_5_3.minion,1,0.981818,0.498429,0.981818,0.981818,47.893617
nmr_11_5_4.minion,1,0.981818,0.498429,0.981818,0.981818,31.829787
nmr_11_5_5.minion,1,0.981818,0.498429,0.981818,0.981818,23.138298
nmr_11_6_3.minion,1,0.984848,0.477733,0.984848,0.984848,44.375
nmr_11_6_4.minion,1,0.984848,0.477733,0.984848,0.984848,28.303571
nmr_11_6_5.minion,1,0.984848,0.477733,0.984848,0.984848,20.059524
nmr_11_7_3.minion,1,0.987013,0.462985,0.987013,0.987013,42.329633
nmr_11_7_4.minion,1,0.987013,0.462985,0.987013,0.987013,26.497011
nmr_11_7_5.minion,1,0.987013,0.462985,0.987013,0.987013,17.544833
nmr_11_8_3.minion,1,0.988636,0.451942,0.988636,0.988636,41.259473
nmr_11_8_4.minion,1,0.988636,0.451942,0.988636,0.988636,25.202954
nmr_11_8_5.minion,1,0.988636,0.451942,0.988636,0.988636,16.258831
nmr_11_9_3.minion,1,0.989899,0.443363,0.989899,0.989899,40.222222
nmr_11_9_4.minion,1,0.989899,0.443363,0.989899,0.989899,24.361361
nmr_11_9_5.minion,1,0.989899,0.443363,0.989899,0.989899,15.43043
nmr_12_10_3.minion,1,0.991667,0.431409,0.991667,0.991667,39.115719
nmr_12_10_4.minion,1,0.991667,0.431409,0.991667,0.991667,23.205686
nmr_12_10_5.minion,1,0.991667,0.431409,0.991667,0.991667,14.256522
nmr_12_11_3.minion,1,0.992424,0.426233,0.992424,0.992424,38.718981
nmr_12_11_4.minion,1,0.992424,0.426233,0.992424,0.992424,22.745275
nmr_12_11_5.minion,1,0.992424,0.426233,0.992424,0.992424,13.871542
nmr_12_12_3.minion,1,0.993056,0.421927,0.993056,0.993056,38.351759
nmr_12_12_4.minion,1,0.993056,0.421927,0.993056,0.993056,22.366834
nmr_12_12_5.minion,1,0.993056,0.421927,0.993056,0.993056,13.482412
nmr_12_5_3.minion,1,0.983333,0.489077,0.983333,0.983333,46.595556
