@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 4'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE gr_avg_deg_vg NUMERIC

@DATA
cars/cars.mzn_AND_cars/cars_80_02.dzn,1,0.730412,1.369091,5.702727,22.248182
cars/cars.mzn_AND_cars/cars_80_04.dzn,1,0.730654,1.368636,5.611818,22.248182
cars/cars.mzn_AND_cars/cars_65_10.dzn,1,0.730412,1.369091,5.702727,22.248182
cars/cars.mzn_AND_cars/cars_80_08.dzn,1,0.730654,1.368636,5.611818,22.248182
normalized-super-os-taillard-15-19.xml.mzn_AND_NODATA,1,0.677165,1.476744,3.930233,5.883721
cars/cars.mzn_AND_cars/cars_90_08.dzn,1,0.729927,1.37,5.884545,22.248182
cars/cars.mzn_AND_cars/cars_90_01.dzn,1,0.729927,1.37,5.884545,22.248182
cars/cars.mzn_AND_cars/cars_60_07.dzn,1,0.731383,1.367273,5.339091,22.248182
cars/cars.mzn_AND_cars/cars_75_01.dzn,1,0.730169,1.369545,5.793636,22.248182
cars/cars.mzn_AND_cars/cars_75_10.dzn,1,0.730412,1.369091,5.702727,22.248182
cars/cars.mzn_AND_cars/cars_60_10.dzn,1,0.730654,1.368636,5.611818,22.248182
cars/cars.mzn_AND_cars/cars_80_06.dzn,1,0.730412,1.369091,5.702727,22.248182
cars/cars.mzn_AND_cars/cars_80_03.dzn,1,0.729685,1.370455,5.975455,22.248182
normalized-super-js-taillard-20-29.xml.mzn_AND_NODATA,1,0.660325,1.514407,3.994915,5.927119
cars/cars.mzn_AND_cars/cars_70_06.dzn,1,0.730412,1.369091,5.702727,22.248182
cars/cars.mzn_AND_cars/cars_80_01.dzn,1,0.730169,1.369545,5.793636,22.248182
cars/cars.mzn_AND_cars/cars_85_05.dzn,1,0.730169,1.369545,5.793636,22.248182
normalized-super-os-taillard-15-11.xml.mzn_AND_NODATA,1,0.677165,1.476744,3.930233,5.883721
cars/cars.mzn_AND_cars/cars_70_07.dzn,1,0.730654,1.368636,5.611818,22.248182
cars/cars.mzn_AND_cars/cars_65_08.dzn,1,0.731383,1.367273,5.339091,22.248182
cars/cars.mzn_AND_cars/cars_85_06.dzn,1,0.729927,1.37,5.884545,22.248182
cars/cars.mzn_AND_cars/cars_80_10.dzn,1,0.730412,1.369091,5.702727,22.248182
cars/cars.mzn_AND_cars/cars_85_04.dzn,1,0.730169,1.369545,5.793636,22.248182
cars/cars.mzn_AND_cars/cars_65_04.dzn,1,0.731383,1.367273,5.339091,22.248182
cars/cars.mzn_AND_cars/cars_90_04.dzn,1,0.729201,1.371364,6.157273,22.248182
cars/cars.mzn_AND_cars/cars_60_08.dzn,1,0.731383,1.367273,5.339091,22.248182
cars/cars.mzn_AND_cars/cars_75_09.dzn,1,0.730412,1.369091,5.702727,22.248182
cars/cars.mzn_AND_cars/cars_60_06.dzn,1,0.730654,1.368636,5.611818,22.248182
cars/cars.mzn_AND_cars/cars_70_03.dzn,1,0.729927,1.37,5.884545,22.248182
cars/cars.mzn_AND_cars/cars_60_09.dzn,1,0.73187,1.366364,5.157273,22.248182
cars/cars.mzn_AND_cars/cars_65_07.dzn,1,0.730654,1.368636,5.611818,22.248182
cars/cars.mzn_AND_cars/cars_60_05.dzn,1,0.731626,1.366818,5.248182,22.248182
cars/cars.mzn_AND_cars/cars_90_07.dzn,1,0.729927,1.37,5.884545,22.248182
cars/cars.mzn_AND_cars/cars_65_02.dzn,1,0.73114,1.367727,5.43,22.248182
cars/cars.mzn_AND_cars/cars_60_03.dzn,1,0.730654,1.368636,5.611818,22.248182
cars/cars.mzn_AND_cars/cars_90_03.dzn,1,0.730169,1.369545,5.793636,22.248182
normalized-super-os-taillard-15-20.xml.mzn_AND_NODATA,1,0.677165,1.476744,3.930233,5.883721
normalized-super-js-taillard-20-23.xml.mzn_AND_NODATA,1,0.660325,1.514407,3.994915,5.927119
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_0.dzn,1,0.89586,1.116245,3.487358,57.583842
cars/cars.mzn_AND_cars/cars_85_01.dzn,1,0.730169,1.369545,5.793636,22.248182
normalized-super-os-taillard-15-21.xml.mzn_AND_NODATA,1,0.677165,1.476744,3.930233,5.883721
normalized-super-js-taillard-20-24.xml.mzn_AND_NODATA,1,0.660325,1.514407,3.994915,5.927119
normalized-super-js-taillard-20-3.xml.mzn_AND_NODATA,1,0.660325,1.514407,3.994915,5.927119
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_6.dzn,1,0.907025,1.102506,3.547203,63.691724
normalized-super-os-taillard-15-1.xml.mzn_AND_NODATA,1,0.677165,1.476744,3.930233,5.883721
normalized-super-js-taillard-20-2.xml.mzn_AND_NODATA,1,0.660325,1.514407,3.994915,5.927119
normalized-rand-26-26-325-155-61021_ext.xml.mzn_AND_NODATA,1,0.013751,72.722222,145.444444,145.444444
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_5.dzn,1,0.907025,1.102506,3.547203,63.691724
normalized-vdw-k4-l4-n360.xml.mzn_AND_NODATA,1,0.016736,59.75,239,282
normalized-super-js-taillard-20-30.xml.mzn_AND_NODATA,1,0.660325,1.514407,3.994915,5.927119
normalized-rand-26-26-325-155-53021_ext.xml.mzn_AND_NODATA,1,0.013751,72.722222,145.444444,145.444444
normalized-rand-26-26-325-155-52021_ext.xml.mzn_AND_NODATA,1,0.013751,72.722222,145.444444,145.444444
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_2.dzn,1,0.905008,1.104962,3.536503,62.599636
normalized-rand-26-26-325-155-59021_ext.xml.mzn_AND_NODATA,1,0.013751,72.722222,145.444444,145.444444
cars/cars.mzn_AND_cars/cars_70_01.dzn,1,0.730169,1.369545,5.793636,22.248182
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_11.dzn,1,0.892579,1.120349,3.49405,107.688809
normalized-super-os-taillard-15-22.xml.mzn_AND_NODATA,1,0.677165,1.476744,3.930233,5.883721
normalized-rand-26-26-325-155-58021_ext.xml.mzn_AND_NODATA,1,0.013751,72.722222,145.444444,145.444444
normalized-super-js-taillard-20-25.xml.mzn_AND_NODATA,1,0.660325,1.514407,3.994915,5.927119
normalized-super-js-taillard-20-4.xml.mzn_AND_NODATA,1,0.660325,1.514407,3.994915,5.927119
normalized-super-js-taillard-20-5.xml.mzn_AND_NODATA,1,0.660325,1.514407,3.994915,5.927119
normalized-rand-26-26-325-155-54021_ext.xml.mzn_AND_NODATA,1,0.013751,72.722222,145.444444,145.444444
normalized-super-os-taillard-15-16.xml.mzn_AND_NODATA,1,0.677165,1.476744,3.930233,5.883721
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_28.dzn,1,0.904886,1.105112,3.557589,120.531573
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_38.dzn,1,0.904886,1.105112,3.557589,120.531573
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_7.dzn,1,0.905008,1.104962,3.536503,62.599636
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_31.dzn,1,0.907001,1.102535,3.568335,122.703605
normalized-super-os-taillard-15-25.xml.mzn_AND_NODATA,1,0.677165,1.476744,3.930233,5.883721
normalized-super-os-taillard-15-24.xml.mzn_AND_NODATA,1,0.677165,1.476744,3.930233,5.883721
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_3.dzn,1,0.910785,1.097954,3.567028,65.715042
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_27.dzn,1,0.902667,1.107829,3.54626,118.241708
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_56.dzn,1,0.909019,1.100087,3.578542,124.766671
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_24.dzn,1,0.907001,1.102535,3.568335,122.703605
normalized-super-os-taillard-15-4.xml.mzn_AND_NODATA,1,0.677165,1.476744,3.930233,5.883721
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_9.dzn,1,0.908948,1.100173,3.557365,64.728843
normalized-rand-26-26-325-155-60021_ext.xml.mzn_AND_NODATA,1,0.013751,72.722222,145.444444,145.444444
normalized-super-os-taillard-15-26.xml.mzn_AND_NODATA,1,0.677165,1.476744,3.930233,5.883721
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_15.dzn,1,0.909019,1.100087,3.578542,124.766671
normalized-super-os-taillard-15-27.xml.mzn_AND_NODATA,1,0.677165,1.476744,3.930233,5.883721
normalized-super-os-taillard-15-6.xml.mzn_AND_NODATA,1,0.677165,1.476744,3.930233,5.883721
normalized-super-os-taillard-15-29.xml.mzn_AND_NODATA,1,0.677165,1.476744,3.930233,5.883721
normalized-super-os-taillard-15-30.xml.mzn_AND_NODATA,1,0.677165,1.476744,3.930233,5.883721
normalized-super-os-taillard-15-3.xml.mzn_AND_NODATA,1,0.677165,1.476744,3.930233,5.883721
normalized-super-os-taillard-15-5.xml.mzn_AND_NODATA,1,0.677165,1.476744,3.930233,5.883721
normalized-super-os-taillard-15-2.xml.mzn_AND_NODATA,1,0.677165,1.476744,3.930233,5.883721
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_72.dzn,1,0.91279,1.095542,3.597493,128.597138
normalized-super-os-taillard-15-7.xml.mzn_AND_NODATA,1,0.677165,1.476744,3.930233,5.883721
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_68.dzn,1,0.909019,1.100087,3.578542,124.766671
normalized-super-js-taillard-20-7.xml.mzn_AND_NODATA,1,0.660325,1.514407,3.994915,5.927119
normalized-rand-26-26-325-155-55021_ext.xml.mzn_AND_NODATA,1,0.013751,72.722222,145.444444,145.444444
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_60.dzn,1,0.91279,1.095542,3.597493,128.597138
normalized-super-js-taillard-20-6.xml.mzn_AND_NODATA,1,0.660325,1.514407,3.994915,5.927119
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_16.dzn,1,0.902667,1.107829,3.54626,118.241708
normalized-super-os-taillard-15-9.xml.mzn_AND_NODATA,1,0.677165,1.476744,3.930233,5.883721
normalized-super-os-taillard-15-23.xml.mzn_AND_NODATA,1,0.677165,1.476744,3.930233,5.883721
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_8.dzn,1,0.898327,1.113181,3.500706,58.946091
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_30.dzn,1,0.91279,1.095542,3.597493,128.597138
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_18.dzn,1,0.897884,1.11373,3.521653,113.267926
costas-array/CostasArray.mzn_AND_costas-array/17.dzn,1,0.558394,1.79085,4.156863,9.352941
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_39.dzn,1,0.910947,1.097759,3.58825,126.72877
normalized-super-os-taillard-15-28.xml.mzn_AND_NODATA,1,0.677165,1.476744,3.930233,5.883721
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_13.dzn,1,0.895302,1.116942,3.508259,110.560737
costas-array/CostasArray.mzn_AND_costas-array/15.dzn,1,0.566038,1.766667,4.058333,8.566667
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_12.dzn,1,0.909019,1.100087,3.578542,124.766671
costas-array/CostasArray.mzn_AND_costas-array/18.dzn,1,0.555195,1.80117,4.19883,9.736842
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_40.dzn,1,0.91279,1.095542,3.597493,128.597138
normalized-rand-26-26-325-155-56021_ext.xml.mzn_AND_NODATA,1,0.013751,72.722222,145.444444,145.444444
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_53.dzn,1,0.909019,1.100087,3.578542,124.766671
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_44.dzn,1,0.909019,1.100087,3.578542,124.766671
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_47.dzn,1,0.907001,1.102535,3.568335,122.703605
fillomino/fillomino.mzn_AND_fillomino/14.dzn,1,0.96174,1.039782,3.047956,13.748229
costas-array/CostasArray.mzn_AND_costas-array/16.dzn,1,0.561983,1.779412,4.110294,8.963235
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_74.dzn,1,0.91279,1.095542,3.597493,128.597138
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_4.dzn,1,0.91254,1.095842,3.576227,66.653982
normalized-rand-26-26-325-155-57021_ext.xml.mzn_AND_NODATA,1,0.013751,72.722222,145.444444,145.444444
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_55.dzn,1,0.910947,1.097759,3.58825,126.72877
fillomino/fillomino.mzn_AND_fillomino/21.dzn,1,0.961236,1.040327,3.048501,13.748229
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_17.dzn,1,0.902667,1.107829,3.54626,118.241708
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_45.dzn,1,0.910947,1.097759,3.58825,126.72877
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_1.dzn,1,0.905008,1.104962,3.536503,62.599636
fillomino/fillomino.mzn_AND_fillomino/18.dzn,1,0.963761,1.037602,3.045777,13.748229
fillomino/fillomino.mzn_AND_fillomino/07.dzn,1,0.960352,1.041284,3.041284,9.954128
golfers/golfers1.mzn_AND_golfers/golfers_5_3_6.dzn,1,1.646341,0.607407,51.407407,228.444444
fillomino/fillomino.mzn_AND_fillomino/13.dzn,1,0.962244,1.039237,3.047411,13.748229
fillomino/fillomino.mzn_AND_fillomino/17.dzn,1,0.964774,1.036512,3.044687,13.748229
normalized-super-js-taillard-20-8.xml.mzn_AND_NODATA,1,0.660325,1.514407,3.994915,5.927119
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_54.dzn,1,0.910947,1.097759,3.58825,126.72877
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_51.dzn,1,0.910947,1.097759,3.58825,126.72877
normalized-rand-2-50-23-587-230-fcd-2_ext.xml.mzn_AND_NODATA,1,0.01836,54.4675,108.935,108.935
golfers/golfers3.mzn_AND_golfers/golfers_5_2_8.dzn,1,0.966799,1.034341,2.527473,21.307692
fillomino/fillomino.mzn_AND_fillomino/12.dzn,1,0.963255,1.038147,3.046322,13.748229
langford/langford.mzn_AND_langford/l_2_13.dzn,1,0.532553,1.877747,3.821429,5.5
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_64.dzn,1,0.91279,1.095542,3.597493,128.597138
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_14.dzn,1,0.900336,1.110697,3.5343,115.824155
langford/langford.mzn_AND_langford/l_2_18.dzn,1,0.523737,1.909357,3.868421,5.631579
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_23.dzn,1,0.902667,1.107829,3.54626,118.241708
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_57.dzn,1,0.909019,1.100087,3.578542,124.766671
langford/langford.mzn_AND_langford/l_2_14.dzn,1,0.530303,1.885714,3.833333,5.533333
normalized-rand-2-50-23-587-230-fcd-37_ext.xml.mzn_AND_NODATA,1,0.018152,55.091667,110.183333,110.183333
market_split/market_split.mzn_AND_market_split/s4-06.dzn,1,7.5,0.133333,3.966667,29
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_58.dzn,1,0.910947,1.097759,3.58825,126.72877
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_73.dzn,1,0.91942,1.087642,3.630437,135.255909
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_25.dzn,1,0.909019,1.100087,3.578542,124.766671
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_37.dzn,1,0.904886,1.105112,3.557589,120.531573
fillomino/fillomino.mzn_AND_fillomino/22.dzn,1,0.96174,1.039782,3.047956,13.748229
market_split/market_split.mzn_AND_market_split/s5-09.dzn,1,8,0.125,4.975,39
langford/langford.mzn_AND_langford/l_2_17.dzn,1,0.525097,1.904412,3.861111,5.611111
langford/langford.mzn_AND_langford/l_3_18.dzn,1,0.515162,1.941138,3.916667,5.75
market_split/market_split.mzn_AND_market_split/s4-08.dzn,1,7.5,0.133333,4,29
golfers/golfers3.mzn_AND_golfers/golfers_4_4_5.dzn,1,0.969819,1.03112,2.506224,11.46473
market_split/market_split.mzn_AND_market_split/s4-03.dzn,1,7.5,0.133333,4,29
market_split/market_split.mzn_AND_market_split/u5-09.dzn,1,8,0.125,4.95,39
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_41.dzn,1,0.909019,1.100087,3.578542,124.766671
market_split/market_split.mzn_AND_market_split/u5-10.dzn,1,8,0.125,4.9,39
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_34.dzn,1,0.909019,1.100087,3.578542,124.766671
latin-squares/latin-squares-fd.mzn_AND_latin-squares/20.dzn,1,5.25,0.190476,3.857143,56.190476
market_split/market_split.mzn_AND_market_split/u5-02.dzn,1,8,0.125,4.925,39
market_split/market_split.mzn_AND_market_split/u4-09.dzn,1,7.5,0.133333,4,29
market_split/market_split.mzn_AND_market_split/s5-05.dzn,1,8,0.125,4.975,39
market_split/market_split.mzn_AND_market_split/u5-03.dzn,1,8,0.125,4.975,39
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_67.dzn,1,0.91279,1.095542,3.597493,128.597138
market_split/market_split.mzn_AND_market_split/u5-08.dzn,1,8,0.125,4.975,39
market_split/market_split.mzn_AND_market_split/u4-05.dzn,1,7.5,0.133333,3.966667,29
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_32.dzn,1,0.914554,1.093429,3.606306,130.378335
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_19.dzn,1,0.909019,1.100087,3.578542,124.766671
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_75.dzn,1,0.916244,1.091412,3.614716,132.078321
market_split/market_split.mzn_AND_market_split/s4-04.dzn,1,7.5,0.133333,4,29
market_split/market_split.mzn_AND_market_split/u4-01.dzn,1,7.5,0.133333,3.933333,29
market_split/market_split.mzn_AND_market_split/u5-06.dzn,1,8,0.125,4.95,39
market_split/market_split.mzn_AND_market_split/u4-08.dzn,1,7.5,0.133333,3.966667,29
market_split/market_split.mzn_AND_market_split/u4-10.dzn,1,7.5,0.133333,3.966667,29
market_split/market_split.mzn_AND_market_split/s5-03.dzn,1,8,0.125,4.95,39
market_split/market_split.mzn_AND_market_split/u5-07.dzn,1,8,0.125,4.95,39
market_split/market_split.mzn_AND_market_split/s5-07.dzn,1,8,0.125,4.925,39
market_split/market_split.mzn_AND_market_split/s5-10.dzn,1,8,0.125,5,39
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_65.dzn,1,0.914554,1.093429,3.606306,130.378335
market_split/market_split.mzn_AND_market_split/u5-01.dzn,1,8,0.125,4.925,39
market_split/market_split.mzn_AND_market_split/s4-01.dzn,1,7.5,0.133333,3.933333,29
langford/langford.mzn_AND_langford/l_3_17.dzn,1,0.516037,1.937847,3.91195,5.735849
golfers/golfers3.mzn_AND_golfers/golfers_5_3_6.dzn,1,0.974596,1.026066,2.511848,16.440758
market_split/market_split.mzn_AND_market_split/u5-05.dzn,1,8,0.125,5,39
golfers/golfers1.mzn_AND_golfers/golfers_5_5_6.dzn,1,1.480716,0.675349,175.897674,716.093023
market_split/market_split.mzn_AND_market_split/s4-10.dzn,1,7.5,0.133333,4,29
latin-squares/latin-squares-fd.mzn_AND_latin-squares/25.dzn,1,6.5,0.153846,3.884615,71.153846
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_36.dzn,1,0.909019,1.100087,3.578542,124.766671
market_split/market_split.mzn_AND_market_split/u4-02.dzn,1,7.5,0.133333,4,29
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_77.dzn,1,0.914554,1.093429,3.606306,130.378335
market_split/market_split.mzn_AND_market_split/s5-08.dzn,1,8,0.125,4.95,39
market_split/market_split.mzn_AND_market_split/u4-07.dzn,1,7.5,0.133333,4,29
market_split/market_split.mzn_AND_market_split/u4-06.dzn,1,7.5,0.133333,4,29
market_split/market_split.mzn_AND_market_split/u4-03.dzn,1,7.5,0.133333,4,29
market_split/market_split.mzn_AND_market_split/s4-07.dzn,1,7.5,0.133333,4,29
market_split/market_split.mzn_AND_market_split/s4-02.dzn,1,7.5,0.133333,3.966667,29
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_63.dzn,1,0.91279,1.095542,3.597493,128.597138
market_split/market_split.mzn_AND_market_split/s5-02.dzn,1,8,0.125,4.875,39
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_33.dzn,1,0.907001,1.102535,3.568335,122.703605
latin-squares/latin-squares-lp.mzn_AND_latin-squares/25.dzn,1,6.5,0.153846,3.884615,71.153846
nonogram/non.mzn_AND_nonogram/non_med_4.dzn,1,30,0.033333,2,118
nonogram/non.mzn_AND_nonogram/non_awful_2.dzn,1,25,0.04,2,98
normalized-super-os-taillard-15-8.xml.mzn_AND_NODATA,1,0.677165,1.476744,3.930233,5.883721
nonogram/non.mzn_AND_nonogram/non_med_3.dzn,1,30,0.033333,2,118
market_split/market_split.mzn_AND_market_split/s5-01.dzn,1,8,0.125,4.95,39
nonogram/non.mzn_AND_nonogram/non_fast_9.dzn,1,30,0.033333,2,118
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_70.dzn,1,0.914554,1.093429,3.606306,130.378335
nonogram/non.mzn_AND_nonogram/non_med_1.dzn,1,25,0.04,2,98
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_21.dzn,1,0.904886,1.105112,3.557589,120.531573
nonogram/non.mzn_AND_nonogram/non_med_2.dzn,1,27.5,0.036364,2,108
nonogram/non.mzn_AND_nonogram/non_fast_6.dzn,1,27.5,0.036364,2,108
magicseq/magicseq.mzn_AND_magicseq/300.dzn,1,1,1,300,299
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_49.dzn,1,0.910947,1.097759,3.58825,126.72877
nonogram/non.mzn_AND_nonogram/non_fast_7.dzn,1,27.5,0.036364,2,108
market_split/market_split.mzn_AND_market_split/u5-04.dzn,1,8,0.125,4.925,39
market_split/market_split.mzn_AND_market_split/u4-04.dzn,1,7.5,0.133333,3.966667,29
nonogram/non.mzn_AND_nonogram/non_awful_3.dzn,1,25,0.04,2,98
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_66.dzn,1,0.91279,1.095542,3.597493,128.597138
market_split/market_split.mzn_AND_market_split/s5-04.dzn,1,8,0.125,4.95,39
nonogram/non.mzn_AND_nonogram/non_fast_4.dzn,1,22.5,0.044444,2,88
nonogram/non.mzn_AND_nonogram/non_fast_5.dzn,1,30,0.033333,2,118
nonogram/non.mzn_AND_nonogram/non_fast_8.dzn,1,27.5,0.036364,2,108
market_split/market_split.mzn_AND_market_split/s5-06.dzn,1,8,0.125,4.975,39
nsp/nsp_1.mzn_AND_nsp/period_28/14.dzn,1,0.807172,1.238893,3.511289,11.082302
normalized-super-js-taillard-20-9.xml.mzn_AND_NODATA,1,0.660325,1.514407,3.994915,5.927119
nsp/nsp_1.mzn_AND_nsp/period_28/17.dzn,1,0.805928,1.240806,3.507219,10.320893
nsp/nsp_1.mzn_AND_nsp/period_28/2.dzn,1,0.807172,1.238893,3.511289,11.082302
magicseq/magicseq.mzn_AND_magicseq/500.dzn,1,1,1,500,499
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_48.dzn,1,0.910947,1.097759,3.58825,126.72877
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_22.dzn,1,0.910947,1.097759,3.58825,126.72877
nsp/nsp_1.mzn_AND_nsp/period_28/29.dzn,1,0.810543,1.233741,3.522249,14.48802
nonogram/non.mzn_AND_nonogram/non_fast_10.dzn,1,30,0.033333,2,118
nsp/nsp_1.mzn_AND_nsp/period_28/36.dzn,1,0.810543,1.233741,3.522249,14.48802
nsp/nsp_1.mzn_AND_nsp/period_28/42.dzn,1,0.809999,1.23457,3.520485,13.733075
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_71.dzn,1,0.914554,1.093429,3.606306,130.378335
nsp/nsp_1.mzn_AND_nsp/period_28/56.dzn,1,0.809693,1.235036,3.519495,13.355299
nsp/nsp_1.mzn_AND_nsp/period_28/27.dzn,1,0.810543,1.233741,3.522249,14.48802
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_42.dzn,1,0.914554,1.093429,3.606306,130.378335
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_50.dzn,1,0.91279,1.095542,3.597493,128.597138
nonogram/non.mzn_AND_nonogram/non_awful_1.dzn,1,27.5,0.036364,2,108
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_46.dzn,1,0.909019,1.100087,3.578542,124.766671
nsp/nsp_1.mzn_AND_nsp/period_28/34.dzn,1,0.811226,1.232702,3.52446,15.619216
normalized-vdw-k3-l5-n550.xml.mzn_AND_NODATA,1,0.014581,68.584242,342.254545,399.716364
nsp/nsp_1.mzn_AND_nsp/period_28/11.dzn,1,0.805186,1.24195,3.504787,9.939077
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_10.dzn,1,0.909019,1.100087,3.578542,124.766671
nsp/nsp_1.mzn_AND_nsp/period_28/7.dzn,1,0.807699,1.238084,3.513009,11.462123
nsp/nsp_1.mzn_AND_nsp/period_28/82.dzn,1,0.811226,1.232702,3.52446,15.619216
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_43.dzn,1,0.907001,1.102535,3.568335,122.703605
nsp/nsp_1.mzn_AND_nsp/period_28/100.dzn,1,0.811226,1.232702,3.52446,15.619216
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_78.dzn,1,0.916244,1.091412,3.614716,132.078321
nsp/nsp_1.mzn_AND_nsp/period_28/76.dzn,1,0.811226,1.232702,3.52446,15.619216
nsp/nsp_1.mzn_AND_nsp/period_28/89.dzn,1,0.811226,1.232702,3.52446,15.619216
nsp/nsp_1.mzn_AND_nsp/period_28/43.dzn,1,0.809999,1.23457,3.520485,13.733075
nsp/nsp_1.mzn_AND_nsp/period_28/45.dzn,1,0.809999,1.23457,3.520485,13.733075
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_26.dzn,1,0.909019,1.100087,3.578542,124.766671
nsp/nsp_1.mzn_AND_nsp/period_28/49.dzn,1,0.809999,1.23457,3.520485,13.733075
nsp/nsp_1.mzn_AND_nsp/period_28/72.dzn,1,0.811226,1.232702,3.52446,15.619216
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_29.dzn,1,0.910947,1.097759,3.58825,126.72877
nsp/nsp_1.mzn_AND_nsp/period_28/48.dzn,1,0.809999,1.23457,3.520485,13.733075
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_35.dzn,1,0.910947,1.097759,3.58825,126.72877
nsp/nsp_1.mzn_AND_nsp/period_28/47.dzn,1,0.809693,1.235036,3.519495,13.355299
nsp/nsp_1.mzn_AND_nsp/period_28/96.dzn,1,0.811226,1.232702,3.52446,15.619216
nsp/nsp_1.mzn_AND_nsp/period_28/20.dzn,1,0.807699,1.238084,3.513009,11.462123
nsp/nsp_1.mzn_AND_nsp/period_28/71.dzn,1,0.811226,1.232702,3.52446,15.619216
nsp/nsp_1.mzn_AND_nsp/period_28/32.dzn,1,0.810543,1.233741,3.522249,14.48802
nsp/nsp_1.mzn_AND_nsp/period_28/13.dzn,1,0.807172,1.238893,3.511289,11.082302
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_52.dzn,1,0.916244,1.091412,3.614716,132.078321
nsp/nsp_1.mzn_AND_nsp/period_28/93.dzn,1,0.811226,1.232702,3.52446,15.619216
carseq/carseq.mzn_AND_carseq/carseq_set_1/car_61.dzn,1,0.91279,1.095542,3.597493,128.597138
