@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC
@ATTRIBUTE stats_Local_Variance NUMERIC
@ATTRIBUTE normalised_width_of_ordering NUMERIC
@ATTRIBUTE normalised_median_degree NUMERIC
@ATTRIBUTE stats_tightness_mean NUMERIC
@ATTRIBUTE stats_cts_per_var_mean NUMERIC
@ATTRIBUTE stats_tightness_25 NUMERIC
@ATTRIBUTE stats_table_count NUMERIC
@ATTRIBUTE normalised_mean_degree NUMERIC
@ATTRIBUTE clustering_coefficient NUMERIC
@ATTRIBUTE stats_tightness_75 NUMERIC
@ATTRIBUTE stats_tightness_0 NUMERIC
@ATTRIBUTE stats_var_discrete NUMERIC
@ATTRIBUTE stats_cts_per_var_mean_normalised NUMERIC
@ATTRIBUTE stats_arity_mean_normalised NUMERIC
@ATTRIBUTE stats_edge_density NUMERIC

@DATA
rand-2-40-180-84-900-75_ext.xml.minion.gz,1,0.075,0.734779,0.175,0.1,899.988095,4.2,895,84,0.105,0.047262,905,876,40,0.05,0.05,0.107692
rand-2-40-180-84-900-77_ext.xml.minion.gz,1,0.075,0.734779,0.15,0.1,899.095238,4.2,894,84,0.105,0.146012,907,871,40,0.05,0.05,0.107692
rand-2-40-180-84-900-79_ext.xml.minion.gz,1,0.075,0.734779,0.175,0.125,898.72619,4.2,890,84,0.105,0.063571,907,877,40,0.05,0.05,0.107692
rand-2-40-180-84-900-7_ext.xml.minion.gz,1,0.075,0.734779,0.15,0.1,901.154762,4.2,894,84,0.105,0.128095,908,878,40,0.05,0.05,0.107692
rand-2-40-180-84-900-9_ext.xml.minion.gz,1,0.075,0.734779,0.2,0.1,899.702381,4.2,895,84,0.105,0.051885,905,882,40,0.05,0.05,0.107692
rand-2-40-19-443-230-11_ext.xml.minion.gz,1,0.3,0.715085,0.5,0.425,284.745562,16.9,226,338,0.4225,0.431942,383,198,40,0.05,0.05,0.433333
rand-2-40-19-443-230-13_ext.xml.minion.gz,1,0.325,0.714586,0.5,0.425,280.312865,17.1,222,342,0.4275,0.428431,371,190,40,0.05,0.05,0.438462
rand-2-40-19-443-230-15_ext.xml.minion.gz,1,0.3,0.715725,0.525,0.425,287.522523,16.65,227,333,0.41625,0.447875,384,203,40,0.05,0.05,0.426923
rand-2-40-19-443-230-17_ext.xml.minion.gz,1,0.325,0.703886,0.5,0.45,277.956897,17.4,225,348,0.435,0.448979,267,196,40,0.05,0.05,0.446154
rand-2-40-19-443-230-19_ext.xml.minion.gz,1,0.3,0.718812,0.525,0.4,283.522388,16.75,224,335,0.41875,0.438339,380,197,40,0.05,0.05,0.429487
rand-2-40-19-443-230-1_ext.xml.minion.gz,1,0.325,0.710798,0.5,0.425,278.052023,17.3,225,346,0.4325,0.445879,262,188,40,0.05,0.05,0.44359
rand-2-40-19-443-230-21_ext.xml.minion.gz,1,0.325,0.719225,0.475,0.4125,285.963855,16.6,223,332,0.415,0.414869,390,193,40,0.05,0.05,0.425641
rand-2-40-19-443-230-23_ext.xml.minion.gz,1,0.325,0.724046,0.55,0.4,285.744745,16.65,224,333,0.41625,0.418495,381,195,40,0.05,0.05,0.426923
rand-2-40-19-443-230-25_ext.xml.minion.gz,1,0.325,0.718272,0.475,0.425,282.778761,16.95,225,339,0.42375,0.440464,375,192,40,0.05,0.05,0.434615
rand-2-40-19-443-230-27_ext.xml.minion.gz,1,0.3,0.729689,0.475,0.425,281.37574,16.9,223,338,0.4225,0.431325,258,194,40,0.05,0.05,0.433333
rand-2-40-19-443-230-29_ext.xml.minion.gz,1,0.325,0.724499,0.525,0.4,288.6,16.5,225,330,0.4125,0.426352,389,190,40,0.05,0.05,0.423077
rand-2-40-19-443-230-31_ext.xml.minion.gz,1,0.325,0.716117,0.475,0.4,287.606061,16.5,223,330,0.4125,0.417719,390,187,40,0.05,0.05,0.423077
rand-2-40-19-443-230-33_ext.xml.minion.gz,1,0.325,0.715725,0.45,0.425,285.675676,16.65,224,333,0.41625,0.415204,387,197,40,0.05,0.05,0.426923
rand-2-40-19-443-230-35_ext.xml.minion.gz,1,0.325,0.707775,0.45,0.425,279.241983,17.15,224,343,0.42875,0.429132,364,195,40,0.05,0.05,0.439744
rand-2-40-19-443-230-37_ext.xml.minion.gz,1,0.3,0.713654,0.525,0.425,283.5625,16.8,226,336,0.42,0.418381,383,198,40,0.05,0.05,0.430769
rand-2-40-19-443-230-39_ext.xml.minion.gz,1,0.325,0.706941,0.425,0.425,275.709402,17.55,224,351,0.43875,0.445852,254,196,40,0.05,0.05,0.45
rand-2-40-19-443-230-3_ext.xml.minion.gz,1,0.325,0.711487,0.5,0.425,281.555882,17,225,340,0.425,0.435949,380,197,40,0.05,0.05,0.435897
rand-2-40-19-443-230-41_ext.xml.minion.gz,1,0.3,0.713287,0.575,0.425,282.737463,16.95,225,339,0.42375,0.445936,382,187,40,0.05,0.05,0.434615
rand-2-40-19-443-230-43_ext.xml.minion.gz,1,0.325,0.713166,0.55,0.425,282.102941,17,226,340,0.425,0.436515,375,198,40,0.05,0.05,0.435897
rand-2-40-19-443-230-45_ext.xml.minion.gz,1,0.325,0.714096,0.475,0.425,277.216763,17.3,224,346,0.4325,0.448461,255,197,40,0.05,0.05,0.44359
rand-2-40-19-443-230-47_ext.xml.minion.gz,1,0.325,0.713855,0.5,0.45,276.655172,17.4,225,348,0.435,0.442804,257,194,40,0.05,0.05,0.446154
rand-2-40-19-443-230-49_ext.xml.minion.gz,1,0.35,0.710573,0.5,0.4125,276.442529,17.4,225,348,0.435,0.443194,257,197,40,0.05,0.05,0.446154
rand-2-40-19-443-230-5_ext.xml.minion.gz,1,0.3,0.723896,0.475,0.4,285.341317,16.7,225,334,0.4175,0.446034,374,194,40,0.05,0.05,0.428205
rand-2-40-19-443-230-7_ext.xml.minion.gz,1,0.325,0.717411,0.45,0.4125,287.084084,16.65,226,333,0.41625,0.405404,386,202,40,0.05,0.05,0.426923
rand-2-40-19-443-230-9_ext.xml.minion.gz,1,0.325,0.712926,0.525,0.425,282.263158,17.1,225,342,0.4275,0.453018,380,192,40,0.05,0.05,0.438462
rand-2-40-19-443-230-fcd-11_ext.xml.minion.gz,1,0.3,0.715085,0.5,0.425,282.674556,16.9,224,338,0.4225,0.431942,384,196,40,0.05,0.05,0.433333
rand-2-40-19-443-230-fcd-13_ext.xml.minion.gz,1,0.325,0.714586,0.5,0.425,279.561404,17.1,223,342,0.4275,0.428431,363,187,40,0.05,0.05,0.438462
rand-2-40-19-443-230-fcd-15_ext.xml.minion.gz,1,0.3,0.715725,0.525,0.425,288.276276,16.65,227,333,0.41625,0.447875,389,199,40,0.05,0.05,0.426923
rand-2-40-19-443-230-fcd-17_ext.xml.minion.gz,1,0.325,0.703886,0.5,0.45,276.140805,17.4,224,348,0.435,0.448979,257,187,40,0.05,0.05,0.446154
rand-2-40-19-443-230-fcd-19_ext.xml.minion.gz,1,0.3,0.718812,0.525,0.4,283.907463,16.75,224,335,0.41875,0.438339,381,198,40,0.05,0.05,0.429487
rand-2-40-19-443-230-fcd-21_ext.xml.minion.gz,1,0.325,0.719225,0.475,0.4125,285.927711,16.6,224,332,0.415,0.414869,385,199,40,0.05,0.05,0.425641
rand-2-40-19-443-230-fcd-23_ext.xml.minion.gz,1,0.325,0.724046,0.55,0.4,285.36036,16.65,226,333,0.41625,0.418495,382,183,40,0.05,0.05,0.426923
rand-2-40-19-443-230-fcd-25_ext.xml.minion.gz,1,0.325,0.718272,0.475,0.425,281.569322,16.95,225,339,0.42375,0.440464,371,186,40,0.05,0.05,0.434615
rand-2-40-19-443-230-fcd-27_ext.xml.minion.gz,1,0.3,0.729689,0.475,0.425,281.532544,16.9,225,338,0.4225,0.431325,263,187,40,0.05,0.05,0.433333
rand-2-40-19-443-230-fcd-29_ext.xml.minion.gz,1,0.325,0.724499,0.525,0.4,286.478788,16.5,224,330,0.4125,0.426352,385,189,40,0.05,0.05,0.423077
rand-2-40-19-443-230-fcd-31_ext.xml.minion.gz,1,0.325,0.716117,0.475,0.4,288.872727,16.5,225,330,0.4125,0.417719,396,181,40,0.05,0.05,0.423077
rand-2-40-19-443-230-fcd-33_ext.xml.minion.gz,1,0.325,0.715725,0.45,0.425,284.990991,16.65,223,333,0.41625,0.415204,390,200,40,0.05,0.05,0.426923
rand-2-40-19-443-230-fcd-35_ext.xml.minion.gz,1,0.325,0.707775,0.45,0.425,279.956268,17.15,225,343,0.42875,0.429132,353,190,40,0.05,0.05,0.439744
rand-2-40-19-443-230-fcd-37_ext.xml.minion.gz,1,0.3,0.713654,0.525,0.425,285.136905,16.8,226,336,0.42,0.418381,385,196,40,0.05,0.05,0.430769
rand-2-40-19-443-230-fcd-39_ext.xml.minion.gz,1,0.325,0.706941,0.425,0.425,275.740741,17.55,225,351,0.43875,0.445852,255,202,40,0.05,0.05,0.45
rand-2-40-19-443-230-fcd-41_ext.xml.minion.gz,1,0.3,0.713287,0.575,0.425,282.053097,16.95,224,339,0.42375,0.445936,379,189,40,0.05,0.05,0.434615
rand-2-40-19-443-230-fcd-43_ext.xml.minion.gz,1,0.325,0.713166,0.55,0.425,282.888235,17,225,340,0.425,0.436515,385,195,40,0.05,0.05,0.435897
rand-2-40-19-443-230-fcd-45_ext.xml.minion.gz,1,0.325,0.714096,0.475,0.425,277.260116,17.3,224,346,0.4325,0.448461,258,191,40,0.05,0.05,0.44359
rand-2-40-19-443-230-fcd-47_ext.xml.minion.gz,1,0.325,0.713855,0.5,0.45,276.33046,17.4,223,348,0.435,0.442804,258,192,40,0.05,0.05,0.446154
rand-2-40-19-443-230-fcd-49_ext.xml.minion.gz,1,0.35,0.710573,0.5,0.4125,277.12931,17.4,223,348,0.435,0.443194,256,197,40,0.05,0.05,0.446154
rand-2-40-25-180-500-11_ext.xml.minion.gz,1,0.15,0.849132,0.3,0.225,503.216667,9,486,180,0.225,0.224139,525,423,40,0.05,0.05,0.230769
rand-2-40-25-180-500-13_ext.xml.minion.gz,1,0.15,0.851123,0.275,0.225,498.483333,9,480,180,0.225,0.241138,517,405,40,0.05,0.05,0.230769
rand-2-40-25-180-500-15_ext.xml.minion.gz,1,0.15,0.851123,0.325,0.225,499.366667,9,485,180,0.225,0.233539,517,424,40,0.05,0.05,0.230769
rand-2-40-25-180-500-17_ext.xml.minion.gz,1,0.15,0.850643,0.275,0.225,502.538889,9,484,180,0.225,0.246187,519,453,40,0.05,0.05,0.230769
rand-2-40-25-180-500-19_ext.xml.minion.gz,1,0.15,0.849506,0.35,0.2,501.233333,9,484,180,0.225,0.232814,516,429,40,0.05,0.05,0.230769
rand-2-40-25-180-500-1_ext.xml.minion.gz,1,0.15,0.851212,0.275,0.225,498.194444,9,483,180,0.225,0.221171,518,419,40,0.05,0.05,0.230769
rand-2-40-25-180-500-21_ext.xml.minion.gz,1,0.175,0.847799,0.325,0.225,497.494444,9,479,180,0.225,0.242271,515,444,40,0.05,0.05,0.230769
rand-2-40-25-180-500-23_ext.xml.minion.gz,1,0.175,0.851212,0.3,0.225,498.116667,9,484,180,0.225,0.230257,514,434,40,0.05,0.05,0.230769
rand-2-40-25-180-500-25_ext.xml.minion.gz,1,0.175,0.850146,0.275,0.225,497.9,9,482,180,0.225,0.219268,512,440,40,0.05,0.05,0.230769
rand-2-40-25-180-500-27_ext.xml.minion.gz,1,0.175,0.850839,0.275,0.225,500.972222,9,481,180,0.225,0.262503,520,440,40,0.05,0.05,0.230769
rand-2-40-25-180-500-29_ext.xml.minion.gz,1,0.15,0.850146,0.3,0.225,498.561111,9,483,180,0.225,0.236106,516,439,40,0.05,0.05,0.230769
rand-2-40-25-180-500-31_ext.xml.minion.gz,1,0.175,0.850146,0.375,0.225,496.605556,9,480,180,0.225,0.233619,513,425,40,0.05,0.05,0.230769
rand-2-40-25-180-500-33_ext.xml.minion.gz,1,0.15,0.851123,0.3,0.225,498.077778,9,484,180,0.225,0.233295,512,436,40,0.05,0.05,0.230769
rand-2-40-25-180-500-35_ext.xml.minion.gz,1,0.15,0.850412,0.3,0.225,502.972222,9,484,180,0.225,0.259881,521,436,40,0.05,0.05,0.230769
rand-2-40-25-180-500-37_ext.xml.minion.gz,1,0.175,0.851212,0.275,0.225,501.627778,9,485,180,0.225,0.230712,518,418,40,0.05,0.05,0.230769
rand-2-40-25-180-500-39_ext.xml.minion.gz,1,0.15,0.850412,0.275,0.225,498.383333,9,482,180,0.225,0.198023,514,446,40,0.05,0.05,0.230769
rand-2-40-25-180-500-3_ext.xml.minion.gz,1,0.15,0.851265,0.3,0.225,502.561111,9,485,180,0.225,0.25835,524,438,40,0.05,0.05,0.230769
rand-2-40-25-180-500-41_ext.xml.minion.gz,1,0.15,0.851123,0.325,0.225,501.433333,9,489,180,0.225,0.245816,516,437,40,0.05,0.05,0.230769
rand-2-40-25-180-500-43_ext.xml.minion.gz,1,0.15,0.850999,0.275,0.225,498.616667,9,481,180,0.225,0.218882,514,437,40,0.05,0.05,0.230769
rand-2-40-25-180-500-45_ext.xml.minion.gz,1,0.15,0.843445,0.325,0.2375,505.561111,9,489,180,0.225,0.237104,526,436,40,0.05,0.05,0.230769
rand-2-40-25-180-500-47_ext.xml.minion.gz,1,0.15,0.850643,0.3,0.225,498.283333,9,478,180,0.225,0.237519,516,433,40,0.05,0.05,0.230769
rand-2-40-25-180-500-49_ext.xml.minion.gz,1,0.15,0.850643,0.325,0.225,498.927778,9,481,180,0.225,0.234776,516,434,40,0.05,0.05,0.230769
rand-2-40-25-180-500-51_ext.xml.minion.gz,1,0.15,0.851283,0.275,0.225,499.516667,9,480,180,0.225,0.266096,516,438,40,0.05,0.05,0.230769
rand-2-40-25-180-500-53_ext.xml.minion.gz,1,0.175,0.850146,0.325,0.225,500.683333,9,486,180,0.225,0.215318,517,427,40,0.05,0.05,0.230769
rand-2-40-25-180-500-55_ext.xml.minion.gz,1,0.15,0.851283,0.275,0.225,501.727778,9,488,180,0.225,0.240953,516,439,40,0.05,0.05,0.230769
rand-2-40-25-180-500-57_ext.xml.minion.gz,1,0.15,0.850643,0.275,0.225,498.972222,9,483,180,0.225,0.232628,516,433,40,0.05,0.05,0.230769
rand-2-40-25-180-500-59_ext.xml.minion.gz,1,0.15,0.851283,0.275,0.2,498.355556,9,482,180,0.225,0.23234,516,415,40,0.05,0.05,0.230769
rand-2-40-25-180-500-5_ext.xml.minion.gz,1,0.15,0.848279,0.25,0.2125,496.533333,9,480,180,0.225,0.234974,513,435,40,0.05,0.05,0.230769
rand-2-40-25-180-500-61_ext.xml.minion.gz,1,0.15,0.851212,0.25,0.2,499.588889,9,484,180,0.225,0.238848,514,424,40,0.05,0.05,0.230769
rand-2-40-25-180-500-63_ext.xml.minion.gz,1,0.15,0.851212,0.3,0.225,502.222222,9,485,180,0.225,0.253088,524,436,40,0.05,0.05,0.230769
rand-2-40-25-180-500-65_ext.xml.minion.gz,1,0.15,0.850146,0.275,0.225,498.4,9,482,180,0.225,0.213826,515,414,40,0.05,0.05,0.230769
rand-2-40-25-180-500-67_ext.xml.minion.gz,1,0.15,0.850839,0.35,0.2125,502.077778,9,487,180,0.225,0.193043,516,449,40,0.05,0.05,0.230769
rand-2-40-25-180-500-69_ext.xml.minion.gz,1,0.15,0.850999,0.3,0.225,497.955556,9,482,180,0.225,0.207704,515,438,40,0.05,0.05,0.230769
rand-2-40-25-180-500-71_ext.xml.minion.gz,1,0.15,0.851123,0.375,0.225,503.044444,9,486,180,0.225,0.228426,520,445,40,0.05,0.05,0.230769
rand-2-40-25-180-500-73_ext.xml.minion.gz,1,0.15,0.851212,0.3,0.225,499.261111,9,486,180,0.225,0.211782,515,432,40,0.05,0.05,0.230769
rand-2-40-25-180-500-75_ext.xml.minion.gz,1,0.15,0.851123,0.3,0.225,501.927778,9,481,180,0.225,0.200313,521,443,40,0.05,0.05,0.230769
rand-2-40-25-180-500-77_ext.xml.minion.gz,1,0.15,0.851265,0.3,0.2375,498.905556,9,483,180,0.225,0.253734,518,418,40,0.05,0.05,0.230769
rand-2-40-25-180-500-79_ext.xml.minion.gz,1,0.175,0.847284,0.325,0.225,503.6,9,487,180,0.225,0.223944,521,440,40,0.05,0.05,0.230769
rand-2-40-25-180-500-7_ext.xml.minion.gz,1,0.15,0.850643,0.25,0.225,498.322222,9,480,180,0.225,0.217988,517,441,40,0.05,0.05,0.230769
rand-2-40-25-180-500-9_ext.xml.minion.gz,1,0.15,0.850839,0.275,0.225,500.088889,9,482,180,0.225,0.230568,515,427,40,0.05,0.05,0.230769
rand-2-40-40-135-650-11_ext.xml.minion.gz,1,0.125,0.717087,0.225,0.175,648.422222,6.75,635,135,0.16875,0.198656,658,602,40,0.05,0.05,0.173077
rand-2-40-40-135-650-13_ext.xml.minion.gz,1,0.125,0.717087,0.275,0.1625,647.548148,6.75,636,135,0.16875,0.206607,657,594,40,0.05,0.05,0.173077
rand-2-40-40-135-650-15_ext.xml.minion.gz,1,0.125,0.717087,0.2,0.175,647.177778,6.75,636,135,0.16875,0.175216,660,593,40,0.05,0.05,0.173077
rand-2-40-40-135-650-17_ext.xml.minion.gz,1,0.125,0.717087,0.2,0.175,649.718519,6.75,635,135,0.16875,0.163651,664,604,40,0.05,0.05,0.173077
rand-2-40-40-135-650-19_ext.xml.minion.gz,1,0.125,0.717087,0.225,0.1625,648.8,6.75,634,135,0.16875,0.170565,661,592,40,0.05,0.05,0.173077
rand-2-40-40-135-650-1_ext.xml.minion.gz,1,0.125,0.717087,0.225,0.15,650.725926,6.75,637,135,0.16875,0.120299,665,610,40,0.05,0.05,0.173077
rand-2-40-40-135-650-21_ext.xml.minion.gz,1,0.125,0.717087,0.225,0.175,649.051852,6.75,636,135,0.16875,0.187783,662,594,40,0.05,0.05,0.173077
rand-2-40-40-135-650-23_ext.xml.minion.gz,1,0.125,0.717087,0.25,0.175,652.385185,6.75,639,135,0.16875,0.134215,664,608,40,0.05,0.05,0.173077
rand-2-40-40-135-650-25_ext.xml.minion.gz,1,0.125,0.717087,0.25,0.1625,650.577778,6.75,638,135,0.16875,0.15671,662,608,40,0.05,0.05,0.173077
rand-2-40-40-135-650-27_ext.xml.minion.gz,1,0.125,0.717087,0.225,0.175,654.503704,6.75,641,135,0.16875,0.198505,671,609,40,0.05,0.05,0.173077
rand-2-40-40-135-650-29_ext.xml.minion.gz,1,0.125,0.717087,0.225,0.1625,650.014815,6.75,637,135,0.16875,0.19062,664,602,40,0.05,0.05,0.173077
rand-2-40-40-135-650-31_ext.xml.minion.gz,1,0.125,0.717087,0.25,0.175,649.496296,6.75,640,135,0.16875,0.19706,659,592,40,0.05,0.05,0.173077
rand-2-40-40-135-650-33_ext.xml.minion.gz,1,0.125,0.717087,0.225,0.175,650.733333,6.75,640,135,0.16875,0.137509,661,599,40,0.05,0.05,0.173077
rand-2-40-40-135-650-35_ext.xml.minion.gz,1,0.125,0.717087,0.275,0.15,650.718519,6.75,638,135,0.16875,0.187716,665,610,40,0.05,0.05,0.173077
rand-2-40-40-135-650-37_ext.xml.minion.gz,1,0.125,0.717087,0.225,0.15,650.244444,6.75,639,135,0.16875,0.183085,664,599,40,0.05,0.05,0.173077
rand-2-40-40-135-650-39_ext.xml.minion.gz,1,0.1,0.717087,0.225,0.1625,649.577778,6.75,635,135,0.16875,0.15357,662,610,40,0.05,0.05,0.173077
rand-2-40-40-135-650-3_ext.xml.minion.gz,1,0.125,0.717087,0.225,0.1625,646.318519,6.75,635,135,0.16875,0.218616,658,601,40,0.05,0.05,0.173077
rand-2-40-40-135-650-41_ext.xml.minion.gz,1,0.125,0.717087,0.25,0.175,650.074074,6.75,637,135,0.16875,0.168633,664,606,40,0.05,0.05,0.173077
rand-2-40-40-135-650-43_ext.xml.minion.gz,1,0.125,0.717087,0.225,0.175,649.881481,6.75,638,135,0.16875,0.16303,663,597,40,0.05,0.05,0.173077
rand-2-40-40-135-650-45_ext.xml.minion.gz,1,0.125,0.717087,0.225,0.175,648.8,6.75,639,135,0.16875,0.17742,659,611,40,0.05,0.05,0.173077
rand-2-40-40-135-650-47_ext.xml.minion.gz,1,0.125,0.717087,0.225,0.175,648.940741,6.75,639,135,0.16875,0.150209,659,592,40,0.05,0.05,0.173077
rand-2-40-40-135-650-49_ext.xml.minion.gz,1,0.125,0.717087,0.25,0.175,651.762963,6.75,639,135,0.16875,0.219423,665,609,40,0.05,0.05,0.173077
rand-2-40-40-135-650-51_ext.xml.minion.gz,1,0.125,0.717087,0.175,0.15,652.007407,6.75,640,135,0.16875,0.199091,665,612,40,0.05,0.05,0.173077
rand-2-40-40-135-650-53_ext.xml.minion.gz,1,0.125,0.717087,0.225,0.1625,652.577778,6.75,640,135,0.16875,0.164264,664,596,40,0.05,0.05,0.173077
rand-2-40-40-135-650-55_ext.xml.minion.gz,1,0.1,0.717087,0.225,0.1625,651.392593,6.75,642,135,0.16875,0.179504,663,604,40,0.05,0.05,0.173077
rand-2-40-40-135-650-57_ext.xml.minion.gz,1,0.125,0.717087,0.225,0.15,647.17037,6.75,630,135,0.16875,0.256048,661,588,40,0.05,0.05,0.173077
rand-2-40-40-135-650-59_ext.xml.minion.gz,1,0.125,0.717087,0.25,0.1625,653.62963,6.75,640,135,0.16875,0.176032,668,609,40,0.05,0.05,0.173077
rand-2-40-40-135-650-5_ext.xml.minion.gz,1,0.125,0.717087,0.225,0.1625,649.103704,6.75,635,135,0.16875,0.155599,664,604,40,0.05,0.05,0.173077
rand-2-40-40-135-650-61_ext.xml.minion.gz,1,0.125,0.717087,0.2,0.1625,651.911111,6.75,637,135,0.16875,0.168452,665,605,40,0.05,0.05,0.173077
rand-2-40-40-135-650-63_ext.xml.minion.gz,1,0.125,0.717087,0.225,0.15,647.651852,6.75,637,135,0.16875,0.147199,658,583,40,0.05,0.05,0.173077
rand-2-40-40-135-650-65_ext.xml.minion.gz,1,0.125,0.717087,0.2,0.1625,652.007407,6.75,639,135,0.16875,0.148328,664,599,40,0.05,0.05,0.173077
rand-2-40-40-135-650-67_ext.xml.minion.gz,1,0.125,0.717087,0.25,0.175,649.733333,6.75,636,135,0.16875,0.161374,662,605,40,0.05,0.05,0.173077
rand-2-40-40-135-650-69_ext.xml.minion.gz,1,0.125,0.717087,0.3,0.1625,650.614815,6.75,638,135,0.16875,0.147303,662,598,40,0.05,0.05,0.173077
rand-2-40-40-135-650-71_ext.xml.minion.gz,1,0.125,0.717087,0.25,0.1625,649.42963,6.75,637,135,0.16875,0.172568,662,606,40,0.05,0.05,0.173077
rand-2-40-40-135-650-73_ext.xml.minion.gz,1,0.125,0.717087,0.2,0.175,648.303704,6.75,637,135,0.16875,0.135242,660,608,40,0.05,0.05,0.173077
rand-2-40-40-135-650-75_ext.xml.minion.gz,1,0.125,0.717087,0.275,0.175,650.437037,6.75,638,135,0.16875,0.135195,663,599,40,0.05,0.05,0.173077
rand-2-40-40-135-650-77_ext.xml.minion.gz,1,0.1,0.717087,0.25,0.15,650.725926,6.75,637,135,0.16875,0.182523,667,588,40,0.05,0.05,0.173077
rand-2-40-40-135-650-79_ext.xml.minion.gz,1,0.125,0.717087,0.3,0.175,648.259259,6.75,634,135,0.16875,0.206329,660,595,40,0.05,0.05,0.173077
rand-2-40-40-135-650-7_ext.xml.minion.gz,1,0.1,0.717087,0.2,0.175,653.725926,6.75,639,135,0.16875,0.142661,668,600,40,0.05,0.05,0.173077
rand-2-40-40-135-650-9_ext.xml.minion.gz,1,0.125,0.717087,0.2,0.15,649.281481,6.75,637,135,0.16875,0.160692,663,595,40,0.05,0.05,0.173077
rand-2-40-80-103-800-11_ext.xml.minion.gz,1,0.1,0.727118,0.225,0.125,800.291262,5.15,789,103,0.12875,0.150397,809,768,40,0.05,0.05,0.132051
rand-2-40-80-103-800-13_ext.xml.minion.gz,1,0.1,0.727118,0.2,0.125,800.262136,5.15,790,103,0.12875,0.179821,809,761,40,0.05,0.05,0.132051
rand-2-40-80-103-800-15_ext.xml.minion.gz,1,0.1,0.727118,0.15,0.125,797.805825,5.15,789,103,0.12875,0.133373,806,764,40,0.05,0.05,0.132051
rand-2-40-80-103-800-17_ext.xml.minion.gz,1,0.075,0.727118,0.175,0.125,799.728155,5.15,792,103,0.12875,0.141687,808,767,40,0.05,0.05,0.132051
rand-2-40-80-103-800-19_ext.xml.minion.gz,1,0.1,0.727118,0.2,0.125,800.203883,5.15,789,103,0.12875,0.096508,810,761,40,0.05,0.05,0.132051
rand-2-40-80-103-800-1_ext.xml.minion.gz,1,0.1,0.727118,0.225,0.125,798.417476,5.15,790,103,0.12875,0.096548,809,765,40,0.05,0.05,0.132051
rand-2-40-80-103-800-21_ext.xml.minion.gz,1,0.1,0.727118,0.175,0.125,799.893204,5.15,789,103,0.12875,0.112857,810,766,40,0.05,0.05,0.132051
rand-2-40-80-103-800-23_ext.xml.minion.gz,1,0.1,0.727118,0.2,0.1375,798.76699,5.15,789,103,0.12875,0.105992,806,774,40,0.05,0.05,0.132051
rand-2-40-80-103-800-25_ext.xml.minion.gz,1,0.1,0.727118,0.2,0.125,801.427184,5.15,790,103,0.12875,0.116508,810,775,40,0.05,0.05,0.132051
rand-2-40-80-103-800-27_ext.xml.minion.gz,1,0.1,0.727118,0.2,0.125,798.961165,5.15,788,103,0.12875,0.100595,811,758,40,0.05,0.05,0.132051
rand-2-40-80-103-800-29_ext.xml.minion.gz,1,0.1,0.727118,0.15,0.125,800.31068,5.15,791,103,0.12875,0.125258,810,756,40,0.05,0.05,0.132051
rand-2-40-80-103-800-31_ext.xml.minion.gz,1,0.1,0.727118,0.225,0.125,802.194175,5.15,792,103,0.12875,0.144953,813,773,40,0.05,0.05,0.132051
rand-2-40-80-103-800-33_ext.xml.minion.gz,1,0.075,0.727118,0.175,0.125,798.436893,5.15,786,103,0.12875,0.088115,808,764,40,0.05,0.05,0.132051
rand-2-40-80-103-800-35_ext.xml.minion.gz,1,0.1,0.727118,0.25,0.125,798.912621,5.15,789,103,0.12875,0.195437,808,768,40,0.05,0.05,0.132051
rand-2-40-80-103-800-37_ext.xml.minion.gz,1,0.1,0.727118,0.2,0.125,800.504854,5.15,791,103,0.12875,0.103175,809,766,40,0.05,0.05,0.132051
rand-2-40-80-103-800-39_ext.xml.minion.gz,1,0.1,0.727118,0.2,0.125,799.92233,5.15,791,103,0.12875,0.124118,809,770,40,0.05,0.05,0.132051
rand-2-40-80-103-800-3_ext.xml.minion.gz,1,0.1,0.727118,0.175,0.125,802.145631,5.15,793,103,0.12875,0.149067,811,767,40,0.05,0.05,0.132051
rand-2-40-80-103-800-41_ext.xml.minion.gz,1,0.1,0.727118,0.2,0.125,800.271845,5.15,792,103,0.12875,0.110893,810,770,40,0.05,0.05,0.132051
rand-2-40-80-103-800-43_ext.xml.minion.gz,1,0.075,0.727118,0.175,0.125,800.038835,5.15,791,103,0.12875,0.174425,810,767,40,0.05,0.05,0.132051
rand-2-40-80-103-800-45_ext.xml.minion.gz,1,0.1,0.727118,0.225,0.125,800.058252,5.15,789,103,0.12875,0.135951,810,770,40,0.05,0.05,0.132051
rand-2-40-80-103-800-47_ext.xml.minion.gz,1,0.1,0.727118,0.175,0.125,800.699029,5.15,792,103,0.12875,0.087837,810,761,40,0.05,0.05,0.132051
rand-2-40-80-103-800-49_ext.xml.minion.gz,1,0.1,0.727118,0.225,0.125,800.485437,5.15,792,103,0.12875,0.184325,808,771,40,0.05,0.05,0.132051
rand-2-40-80-103-800-51_ext.xml.minion.gz,1,0.075,0.727118,0.15,0.125,799.640777,5.15,789,103,0.12875,0.157691,808,761,40,0.05,0.05,0.132051
