@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 4'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE TERMORE_CLAUSE NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC
@ATTRIBUTE OCCP_OCCN NUMERIC

@DATA
S-edau-6,1,0.243196,0.629541,2611,0.58846
S-edau-7,1,0.246007,0.628269,2611,0.591676
S-edau-8,1,0.245063,0.628697,2611,0.590592
S-edau-9,1,0.246007,0.628269,2611,0.591676
sortnetsort10.AE.stepl.005,1,0.171579,0.555247,4176,0.801001
sortnetsort10.AE.stepl.012,1,0.171677,0.555198,9993,0.80116
sortnetsort10.v.stepl.006,1,0.202758,0.627085,872,0.594681
sortnetsort10.v.stepl.007,1,0.202774,0.627129,1017,0.594569
sortnetsort10.v.stepl.012-shuffled,1,0.202813,0.627239,1742,0.594289
sortnetsort5.AE.stepl.003,1,0.220339,0.564408,494,0.771768
sortnetsort5.AE.stepl.005,1,0.22042,0.564321,816,0.772041
sortnetsort5.AE.stepl.006,1,0.220441,0.564299,977,0.77211
sortnetsort5.AE.stepl.007,1,0.220456,0.564283,1138,0.772159
sortnetsort5.v.stepl.007-shuffled,1,0.244765,0.613015,212,0.631282
sortnetsort6.AE.stepl.003,1,0.201654,0.56104,772,0.782405
sortnetsort6.AE.stepl.006,1,0.201788,0.560938,1531,0.782729
sortnetsort6.v.stepl.003-shuffled,1,0.230022,0.617354,140,0.619817
sortnetsort7.AE.stepl.003,1,0.189868,0.558848,1113,0.789396
sortnetsort7.AE.stepl.005,1,0.189984,0.558774,1845,0.789633
sortnetsort7.AE.stepl.006,1,0.190013,0.558755,2211,0.789693
sortnetsort7.AE.stepl.009,1,0.190062,0.558724,3309,0.789792
sortnetsort7.v.stepl.004-shuffled,1,0.220011,0.621188,264,0.609819
sortnetsort8.AE.stepl.005,1,0.181906,0.557244,2517,0.794546
sortnetsort8.AE.stepl.007,1,0.181957,0.557215,3517,0.794639
sortnetsort8.AE.stepl.009,1,0.181985,0.557199,4517,0.79469
sortnetsort8.v.stepl.008-shuffled,1,0.212753,0.623989,710,0.602592
sortnetsort9.AE.stepl.004,1,0.175991,0.556137,2639,0.798117
sortnetsort9.AE.stepl.005,1,0.176034,0.556114,3294,0.798191
sortnetsort9.AE.stepl.012,1,0.176136,0.556061,7879,0.798364
sortnetsort9.v.stepl.006,1,0.207141,0.625687,692,0.598243
sortnetsort9.v.stepl.012-shuffled,1,0.207198,0.625868,1382,0.59778
ssa7552-159-00-shuffled,1,0.048866,0.666608,3557.5,0.500131
ssa7552-159-50-shuffled,1,0.057282,0.579085,2880.5,0.726862
ssa7552-159-90-shuffled,1,0.066478,0.580289,2331.5,0.72328
ssa7552-160-50-shuffled,1,0.055914,0.579029,2951.5,0.72703
stmt1_145_146,1,0.294355,0.509306,90,0.963455
stmt11_643_645,1,0.237844,0.543226,536,0.840856
stmt1_20_21,1,0.327957,0.519101,67,0.926407
stmt124_966_965,1,0.238528,0.545926,640,0.831749
stmt1_30_31,1,0.357143,0.51073,36,0.957983
stmt137_903_911,1,0.239204,0.545778,657,0.832248
stmt1_392_393,1,0.248734,0.537753,464,0.859591
stmt16_0_1,1,0.238281,0.54616,123,0.830966
stmt1_629_630,1,0.234643,0.546038,1317,0.831375
stmt16_47_48,1,0.221758,0.551146,1873,0.814402
stmt16_818_819,1,0.219512,0.547952,382,0.824976
stmt17_143_144,1,0.25183,0.537102,184,0.861842
stmt17_18_19,1,0.256822,0.543004,161,0.841608
stmt17_63_70,1,0.237013,0.554563,6450,0.80322
stmt17_63_78,1,0.236143,0.554767,7262,0.802559
stmt17_82_94,1,0.233907,0.555288,11061,0.800866
stmt1_787_788,1,0.251028,0.54296,1678,0.841757
stmt17_99_98,1,0.227767,0.549843,2084,0.818701
stmt1_811_812,1,0.209091,0.547647,256,0.825993
stmt18_258_260,1,0.265052,0.538873,460,0.855726
stmt19_125_302,1,0.280858,0.570362,3161,0.753273
stmt19_133_257,1,0.286261,0.567541,2795,0.761986
stmt19_137_313,1,0.280639,0.570025,3174,0.754308
stmt19_142_261,1,0.282256,0.568293,2818,0.759656
stmt19_177_302,1,0.280587,0.570139,3440,0.753958
stmt1_919_920,1,0.237296,0.546384,623,0.830213
stmt19_214_309,1,0.279854,0.570468,3608,0.752946
stmt19_217_250,1,0.284545,0.568153,3235,0.76009
stmt19_2_180,1,0.287852,0.569438,1415,0.756118
stmt19_261_266,1,0.284808,0.567139,3878,0.763235
stmt19_2_83,1,0.291124,0.570807,913,0.751906
stmt19_313_318,1,0.277415,0.570964,4640,0.751425
stmt19_313_412,1,0.275007,0.572518,5207,0.74667
stmt19_3_177,1,0.286,0.570863,1563,0.751735
stmt19_3_309,1,0.280055,0.570766,2634,0.752031
stmt19_3_78,1,0.287944,0.572724,1061,0.746041
stmt19_3_83,1,0.287785,0.57249,1063,0.746754
stmt19_66_318,1,0.275852,0.572427,2921,0.746946
stmt19_66_90,1,0.279905,0.57365,1339,0.743223
stmt19_67_83,1,0.277705,0.574024,1094,0.742089
stmt19_79_87,1,0.234455,0.555161,9814,0.80128
stmt19_83_302,1,0.280296,0.570611,2890,0.752507
stmt19_83_90,1,0.279656,0.573292,1344,0.744313
stmt19_90_133,1,0.280203,0.572319,1590,0.747277
stmt21_127_258,1,0.286336,0.567614,2792,0.76176
stmt21_134_418,1,0.270206,0.575157,3795,0.738654
stmt21_143_258,1,0.282323,0.568436,2813,0.759213
stmt21_252_310,1,0.284022,0.568156,4202,0.760081
stmt21_267_310,1,0.280815,0.569319,4245,0.756484
stmt21_310_360,1,0.277344,0.571422,4973,0.75002
stmt21_4_5,1,0.295656,0.571596,676,0.749487
stmt21_70_258,1,0.286366,0.567815,2516,0.761138
stmt21_71_304,1,0.276159,0.571483,2662,0.749832
stmt21_71_70,1,0.277996,0.574461,1089,0.740761
stmt21_79_314,1,0.280225,0.570484,2896,0.752898
stmt21_79_91,1,0.279767,0.573482,1342,0.743734
stmt22_179_182,1,0.284715,0.569708,2374,0.755286
stmt22_6_80,1,0.291317,0.571072,911,0.751092
stmt22_92_259,1,0.282147,0.568574,2540,0.758785
stmt23_66_76,1,0.23655,0.554672,6856,0.802868
stmt24_148_149,1,0.295567,0.504149,72,0.983539
stmt24_292_293,1,0.265565,0.538781,473,0.856042
stmt24_765_766,1,0.238819,0.54547,658,0.833282
stmt24_7_8,1,0.297297,0.5,12,1
stmt25_52_53,1,0.221251,0.551175,1779,0.814305
stmt25_597_598,1,0.252577,0.541221,850,0.847675
stmt2_649_723,1,0.238758,0.543604,512,0.839574
stmt2_649_776,1,0.230736,0.545724,599,0.832429
stmt27_149_224,1,0.284034,0.570051,2403,0.754229
stmt27_296_297,1,0.266049,0.538694,491,0.856341
stmt27_93_98,1,0.227023,0.549927,1959,0.818424
stmt28_68_81,1,0.23546,0.554926,8103,0.802041
stmt29_21_275,1,0.284816,0.567931,2577,0.760777
stmt2_976_999,1,0.236701,0.552552,10161,0.809786
stmt31_100_276,1,0.284494,0.567847,2848,0.761037
stmt31_22_23,1,0.294118,0.570423,811,0.753086
stmt32_122_129,1,0.297468,0.495979,59,1.016216
stmt32_153_277,1,0.284398,0.567767,3125,0.761285
stmt32_228_277,1,0.282569,0.568839,3451,0.757966
stmt3_639_640,1,0.237991,0.539854,392,0.852353
stmt37_941_942,1,0.233213,0.549145,1789,0.821014
stmt38_943_942,1,0.232862,0.549332,1766,0.820392
stmt39_34_107,1,0.2893,0.570948,1119,0.751474
stmt3_969_973,1,0.225888,0.543164,324,0.841064
stmt41_235_286,1,0.281347,0.569733,3529,0.755208
stmt41_262_275,1,0.244481,0.546367,941,0.830272
stmt41_336_385,1,0.274905,0.57264,5308,0.746297
stmt41_36_37,1,0.291354,0.572174,871,0.747719
stmt44_107_108,1,0.31,0.480851,39,1.079646
stmt44_107_113,1,0.302326,0.490132,48,1.040268
stmt44_252_301,1,0.264843,0.539194,449,0.854619
stmt44_40_162,1,0.287336,0.570533,1421,0.752747
stmt44_40_41,1,0.290123,0.57247,921,0.746816
stmt44_554_604,1,0.251345,0.541594,808,0.846401
stmt46_163_289,1,0.282206,0.569253,3262,0.756687
stmt47_239_290,1,0.280688,0.570114,3592,0.754034
stmt50_167_293,1,0.28143,0.569873,3311,0.754778
stmt52_117_295,1,0.281454,0.570045,3034,0.754247
stmt52_295_394,1,0.275966,0.572349,5047,0.747186
stmt52_54_55,1,0.288928,0.573444,958,0.743849
stmt53_208_245,1,0.281635,0.571693,2715,0.749191
stmt5_731_730,1,0.236668,0.546094,626,0.831186
stmt6_13_14,1,0.381579,0.497268,29,1.010989
stmt70_191_213,1,0.26571,0.539961,437,0.851986
stmt70_495_501,1,0.251634,0.542027,796,0.844926
stmt72_696_721,1,0.238425,0.546146,637,0.831013
stmt7_33_34,1,0.283615,0.55988,876,0.786096
stmt82_224_225,1,0.266284,0.539223,472,0.854519
stmt85_64_122,1,0.287737,0.571541,1309,0.749654
stmt86_889_890,1,0.232265,0.547394,742,0.826838
stmt9_350_351,1,0.242739,0.540172,415,0.851261
stmt9_445_446,1,0.262386,0.534422,604,0.87118
szymanski-10-s-shuffled,1,0.599054,0.533411,7529.5,0.874727
szymanski-24-s-shuffled,1,0.608318,0.531156,128279.5,0.882685
T-adeu-0,1,0.216191,0.627156,2315,0.5945
T-adeu-1,1,0.218843,0.625757,2315,0.598065
T-adeu-2,1,0.216191,0.627156,2315,0.5945
T-adeu-3,1,0.218843,0.625757,2315,0.598065
T-adeu-4,1,0.217068,0.626694,2315,0.595674
T-adeu-5,1,0.217068,0.626694,2315,0.595674
T-adeu-6,1,0.216191,0.627156,2315,0.5945
T-adeu-7,1,0.218843,0.625757,2315,0.598065
T-adeu-8,1,0.217952,0.626228,2315,0.596862
T-adeu-9,1,0.218843,0.625757,2315,0.598065
T-edau-0,1,0.216191,0.627156,2315,0.5945
T-edau-1,1,0.218843,0.625757,2315,0.598065
T-edau-2,1,0.216191,0.627156,2315,0.5945
T-edau-3,1,0.218843,0.625757,2315,0.598065
T-edau-4,1,0.217068,0.626694,2315,0.595674
T-edau-5,1,0.217068,0.626694,2315,0.595674
T-edau-6,1,0.216191,0.627156,2315,0.5945
T-edau-7,1,0.218843,0.625757,2315,0.598065
T-edau-8,1,0.217952,0.626228,2315,0.596862
T-edau-9,1,0.218843,0.625757,2315,0.598065
term1.blif_0.10_0.20_0_0_out_exact-shuffled,1,0.253118,0.527428,505,0.895993
term1.blif_0.10_0.20_0_1_inp_exact-shuffled,1,0.244486,0.526379,92.083333,0.899772
term1.blif_0.10_1.00_0_0_out_exact-shuffled,1,0.251615,0.527403,555,0.896083
test1_quant2,1,0.628378,0.535206,343.5,0.868441
test1_quant3,1,0.647368,0.533191,441,0.875502
test1_quant_squaring2,1,0.628378,0.535206,343.5,0.868441
test1_quant_squaring3,1,0.659483,0.53192,346,0.879981
test3_quant2-shuffled,1,0.581649,0.540084,112,0.851563
test3_quant4,1,0.621885,0.535759,162,0.866512
test3_quant_squaring4,1,0.643392,0.533501,101,0.87441
test4_quant2,1,0.544931,0.544384,151,0.836938
test4_quant4,1,0.592193,0.539103,211,0.854935
test4_quant_squaring2,1,0.544931,0.544384,151,0.836938
test4_quant_squaring4,1,0.618831,0.53621,129.5,0.86494
test5_quant5-shuffled,1,0.701382,0.527351,168,0.896269
test5_quant_squaring5-shuffled,1,0.705631,0.527009,93.6,0.8975
texas.ifetch1^4.E-f4-shuffled,1,0.333295,0.5714,1473,0.750087
texas.ifetch1^9.E-f4-shuffled,1,0.333293,0.571399,1417.5,0.750091
TOILET10.1.iv.20-shuffled,1,0.20262,0.687381,425,0.454796
TOILET16.1.iv.32-shuffled,1,0.171138,0.73164,1064,0.366792
TOILET7.1.iv.13-shuffled,1,0.226023,0.668761,198,0.495303
TOILET7.1.iv.14-shuffled,1,0.224502,0.668876,213.5,0.495046
toilet_a_02_01.2-shuffled,1,0.307692,0.604651,8,0.653846
toilet_a_02_10.2-shuffled,1,0.073529,0.817768,44,0.222841
toilet_a_04_10.2-shuffled,1,0.098434,0.8,68,0.25
toilet_a_06_01.4-shuffled,1,0.647149,0.530322,40,0.885648
toilet_a_06_10.2-shuffled,1,0.237819,0.689793,92,0.44971
toilet_a_08_01.4-shuffled,1,0.862083,0.508023,52,0.968417
toilet_a_08_10.2-shuffled,1,0.52187,0.568655,116,0.758534
toilet_a_10_01.11-shuffled,1,0.885894,0.506171,176,0.975618
toilet_a_10_01.5-shuffled,1,0.946432,0.502566,80,0.989787
toilet_a_10_10.2-shuffled,1,0.799844,0.517919,140,0.930803
toilet_c_02_01.2-shuffled,1,0.162162,0.657895,8,0.52
toilet_c_04_01.4-shuffled,1,0.248649,0.663462,28,0.507246
toilet_c_04_10.2-shuffled,1,0.051765,0.849015,68,0.177835
toilet_c_06_01.5-shuffled,1,0.238342,0.664829,50,0.504146
toilet_c_06_10.2-shuffled,1,0.049204,0.85486,92,0.169782
toilet_c_08_01.13-shuffled,1,0.19165,0.69517,169,0.438498
toilet_c_08_01.16-shuffled,1,0.185865,0.695098,208,0.438646
toilet_c_08_01.4-shuffled,1,0.260486,0.695971,52,0.436842
toilet_c_08_05.10-shuffled,1,0.060166,0.787035,330,0.270591
toilet_c_08_05.6-shuffled,1,0.066781,0.791501,198,0.263422
toilet_c_08_05.7-shuffled,1,0.064384,0.789884,231,0.266008
toilet_c_08_05.8-shuffled,1,0.062611,0.788688,264,0.267929
toilet_c_08_05.9-shuffled,1,0.061247,0.787767,297,0.269412
toilet_c_08_10.2-shuffled,1,0.04995,0.867769,116,0.152381
toilet_c_10_01.11-shuffled,1,0.192077,0.693956,176,0.441014
toilet_c_10_01.15-shuffled,1,0.180371,0.699064,240,0.430483
toilet_c_10_01.20-shuffled,1,0.172265,0.702703,320,0.423077
toilet_c_10_01.4-shuffled,1,0.266453,0.665019,64,0.503717
toilet_c_10_05.11-shuffled,1,0.054422,0.796672,440,0.255222
toilet_c_10_05.12-shuffled,1,0.053516,0.796676,480,0.255216
toilet_c_10_05.7-shuffled,1,0.060738,0.796643,280,0.255268
toilet_c_10_05.9-shuffled,1,0.056856,0.79666,360,0.25524
toilet_c_10_10.2-shuffled,1,0.051661,0.86,140,0.162791
toilet_g_02_01.2-shuffled,1,0.181818,0.590909,5,0.692308
toilet_g_04_01.2-shuffled,1,0.461538,0.6,10,0.666667
toilet_g_08_01.2-shuffled,1,0.588235,0.6,20,0.666667
toilet_g_20_01.2-shuffled,1,0.758621,0.507246,50,0.971429
uclid-pipe2,1,0.30388,0.529593,678.5,0.888244
uclid-pipe3a,1,0.307372,0.529412,677,0.888889
Umbrella_tbm_05.tex.module.000011,1,0.506556,0.605864,167.6,0.650535
Umbrella_tbm_05.tex.module.000015,1,0.506906,0.605764,166.1,0.650808
Umbrella_tbm_05.tex.module.000025,1,0.509171,0.605115,157.1,0.652578
Umbrella_tbm_05.tex.module.000030,1,0.511308,0.604504,149.6,0.654249
Umbrella_tbm_05.tex.module.000039,1,0.51424,0.603667,140.6,0.656544
Umbrella_tbm_05.tex.module.000043,1,0.516462,0.603033,134.6,0.658284
Umbrella_tbm_05.tex.module.000053,1,0.520293,0.601943,125.6,0.661288
Umbrella_tbm_05.tex.module.000064,1,0.529449,0.599347,109.1,0.668481
Umbrella_tbm_05.tex.module.000065,1,0.530463,0.599061,107.6,0.669279
Umbrella_tbm_05.tex.module.000079,1,0.533738,0.598136,103.1,0.671859
Umbrella_tbm_05.tex.module.000088,1,0.532404,0.596476,101.1,0.676514
Umbrella_tbm_14.tex.moduleQ2.1S.000720,1,0.757921,0.715794,351.125,0.397051
Umbrella_tbm_14.tex.moduleQ2.1S.000749,1,0.757921,0.715794,351.125,0.397051
Umbrella_tbm_14.tex.moduleQ2.1S.000757,1,0.756141,0.715031,352.625,0.398541
Umbrella_tbm_14.tex.moduleQ2.1S.000773,1,0.757326,0.715584,351.625,0.397461
Umbrella_tbm_14.tex.moduleQ2.1S.000787,1,0.759112,0.716348,350.125,0.395969
Umbrella_tbm_14.tex.moduleQ2.1S.000792,1,0.758516,0.716137,350.625,0.39638
Umbrella_tbm_14.tex.moduleQ2.1S.000808,1,0.757921,0.715927,351.125,0.396791
Umbrella_tbm_14.tex.moduleQ2.1S.000812,1,0.757921,0.715794,351.125,0.397051
Umbrella_tbm_14.tex.moduleQ2.2S.000001,1,0.758516,0.716137,350.625,0.39638
Umbrella_tbm_14.tex.moduleQ2.2S.000002,1,0.758516,0.716137,350.625,0.39638
Umbrella_tbm_14.tex.moduleQ2.2S.000003,1,0.757921,0.715794,351.125,0.397051
Umbrella_tbm_21.tex.module.000024,1,0.516592,0.60255,124.8,0.659612
Umbrella_tbm_21.tex.module.000029,1,0.51849,0.601991,120.3,0.661153
Umbrella_tbm_21.tex.module.000044,1,0.525343,0.599979,106.8,0.666726
Umbrella_tbm_21.tex.module.000049,1,0.525343,0.599979,106.8,0.666726
Umbrella_tbm_21.tex.module.000056,1,0.526236,0.599717,105.3,0.667453
Umbrella_tbm_21.tex.module.000069,1,0.524221,0.597031,104.3,0.674954
Umbrella_tbm_21.tex.module.000079,1,0.525434,0.598526,101.4,0.670771
Umbrella_tbm_21.tex.module.000129,1,0.526063,0.598325,100.4,0.671333
Umbrella_tbm_21.tex.module.000134,1,0.527368,0.597908,98.4,0.672499
Umbrella_tbm_21.tex.module.000139,1,0.52839,0.597581,96.9,0.673412
Umbrella_tbm_21.tex.module.000149,1,0.529452,0.597243,95.4,0.674362
Umbrella_tbm_23.tex.moduleQ1.2S.000001,1,0.758883,0.735109,324.166667,0.360342
Umbrella_tbm_24.tex.module.000066,1,0.534794,0.590762,67.5,0.692729
Umbrella_tbm_24.tex.module.000103,1,0.539737,0.592382,62.25,0.6881
Umbrella_tbm_24.tex.module.000131,1,0.543732,0.591454,58,0.690749
Umbrella_tbm_24.tex.moduleQ2.1S.000022,1,0.73344,0.702534,264.875,0.423419
Umbrella_tbm_24.tex.moduleQ2.1S.000136,1,0.73344,0.702534,264.875,0.423419
Umbrella_tbm_24.tex.moduleQ2.1S.000188,1,0.73344,0.702534,264.875,0.423419
Umbrella_tbm_25.tex.module.000003,1,0.500622,0.606721,194.1,0.648205
Umbrella_tbm_25.tex.module.000031,1,0.500622,0.607284,194.1,0.646677
Umbrella_tbm_25.tex.module.000041,1,0.501358,0.607064,189.6,0.647272
Umbrella_tbm_25.tex.module.000084,1,0.511756,0.603978,144.6,0.655688
Umbrella_tbm_25.tex.module.000087,1,0.511756,0.603978,144.6,0.655688
Umbrella_tbm_25.tex.module.000099,1,0.512883,0.60335,144.6,0.657413
Umbrella_tbm_25.tex.module.000106,1,0.509517,0.601989,145.6,0.661159
Umbrella_tbm_25.tex.module.000121,1,0.510749,0.603901,139.8,0.655899
Umbrella_tbm_25.tex.moduleQ3.2S.000052,1,0.726052,0.719906,369.7,0.38907
Umbrella_tbm_25.tex.moduleQ3.2S.000063,1,0.727043,0.720399,368.7,0.38812
Umbrella_tbm_25.tex.moduleQ3.2S.000075,1,0.726052,0.719906,369.7,0.38907
Umbrella_tbm_25.tex.moduleQ3.2S.000120,1,0.726299,0.720244,368.7,0.388419
Umbrella_tbm_26.tex.module.000004,1,0.520762,0.602396,118.3,0.660038
Umbrella_tbm_26.tex.module.000021,1,0.519388,0.601727,118.3,0.661883
Umbrella_tbm_26.tex.module.000041,1,0.528445,0.599071,101.8,0.669253
Umbrella_tbm_26.tex.module.000061,1,0.528045,0.595788,98.3,0.67845
Umbrella_tbm_26.tex.moduleQ3.2S.000009,1,0.709621,0.680265,222.8,0.470015
Umbrella_tbm_26.tex.moduleQ3.2S.000014,1,0.708731,0.68011,222.8,0.47035
Umbrella_tbm_26.tex.moduleQ3.2S.000020,1,0.709621,0.680265,222.8,0.470015
Umbrella_tbm_26.tex.moduleQ3.2S.000037,1,0.709621,0.680265,222.8,0.470015
Umbrella_tbm_26.tex.moduleQ3.2S.000041,1,0.708731,0.679964,223.3,0.470666
Umbrella_tbm_29.tex.module.000009,1,0.503636,0.604422,120.125,0.654473
Umbrella_tbm_29.tex.module.000010,1,0.504169,0.604346,118.625,0.654682
Umbrella_tbm_29.tex.module.000078,1,0.521565,0.600542,79,0.665161
Umbrella_tbm_29.tex.moduleQ2.2S.000001,1,0.713737,0.707383,220.375,0.413661
vis.arbiter.E-f4-shuffled,1,0.333303,0.571406,1818.5,0.750069
vis.coherence^1.E-d4-shuffled,1,0.333303,0.571406,1838,0.750068
vis.elevator^1.E-f2-shuffled,1,0.333294,0.5714,1432.5,0.750089
vis.emodel.E-f4-shuffled,1,0.333295,0.5714,1454.5,0.750087
vis.prodcell^01.E-d4-shuffled,1,0.333315,0.571415,3010,0.750042
vis.prodcell^04.E-f4-shuffled,1,0.333325,0.571422,6653,0.750019
vis.prodcell^05.E-f4-shuffled,1,0.333325,0.571423,6847,0.750018
vis.prodcell^08.E-f4-shuffled,1,0.333327,0.571424,8911.5,0.750014
vis.prodcell^09.E-f2-shuffled,1,0.333313,0.571413,2709,0.750047
vis.prodcell^23.E-f4-shuffled,1,0.333327,0.571424,8702,0.750014
vis.prodcell^24.E-f3-shuffled,1,0.333323,0.571421,5507,0.750023
vonNeumann-ripple-carry-13-c-shuffled,1,0.33492,0.571215,382003,0.750654
vonNeumann-ripple-carry-15-c-shuffled,1,0.334724,0.57124,653071,0.750576
W3-Umbrella_tbm_21.tex.moduleQ3.6S.000001,1,0.514338,0.58737,150.3,0.702504
W4-Umbrella_tbm_05.tex.moduleQ3.8S.000001,1,0.5342,0.606142,214.2,0.64978
W4-Umbrella_tbm_21.tex.moduleQ3.6S.000001,1,0.546084,0.603903,158,0.655895
W4-Umbrella_tbm_25.tex.moduleQ3.7S.000003,1,0.526622,0.606773,237.1,0.648064
W4-Umbrella_tbm_26.tex.moduleQ3.7S.000003,1,0.544599,0.599619,148.8,0.667727
W5-Umbrella_tbm_05.tex.moduleQ3.8S.000001,1,0.560628,0.621017,223.5,0.610261
W5-Umbrella_tbm_25.tex.moduleQ3.7S.000003,1,0.553165,0.622355,246.5,0.606799
W5-Umbrella_tbm_26.tex.moduleQ3.7S.000003,1,0.571904,0.613345,156.2,0.630404
x120.0,1,0.150196,0.628168,3604,0.591932
x120.1,1,0.150277,0.628145,3604,0.59199
x120.2,1,0.150156,0.628179,3604,0.591902
x120.3,1,0.150009,0.628221,3604,0.591796
x120.4,1,0.150156,0.628179,3604,0.591902
x120.5,1,0.15029,0.628141,3604,0.592
x120.6,1,0.150116,0.628191,3604,0.591873
x120.7,1,0.150357,0.628122,3604,0.592048
x120.8,1,0.150317,0.628133,3604,0.592019
x120.9,1,0.150183,0.628172,3604,0.591922
x240.0,1,0.149618,0.628298,7204,0.5916
x240.1,1,0.149677,0.628281,7204,0.591644
x240.2,1,0.149544,0.628319,7204,0.591547
x240.3,1,0.149637,0.628293,7204,0.591615
x240.4,1,0.149518,0.628327,7204,0.591528
x240.5,1,0.149578,0.62831,7204,0.591572
x240.6,1,0.149598,0.628304,7204,0.591586
x240.7,1,0.149465,0.628342,7204,0.59149
x240.8,1,0.149611,0.6283,7204,0.591596
x240.9,1,0.149604,0.628302,7204,0.591591
x30.0,1,0.153958,0.627302,904,0.594128
x30.1,1,0.154238,0.627222,904,0.594331
x30.2,1,0.154126,0.627254,904,0.59425
x30.3,1,0.153902,0.627318,904,0.594087
x30.4,1,0.154406,0.627174,904,0.594454
x30.5,1,0.154294,0.627206,904,0.594372
x30.6,1,0.154745,0.627077,904,0.5947
x30.7,1,0.15438,0.627179,902,0.594442
x30.8,1,0.154914,0.627029,904,0.594824
x30.9,1,0.153902,0.627318,904,0.594087
x60.0,1,0.151499,0.627865,1804,0.592699
x60.1,1,0.151472,0.627873,1804,0.592679
x60.2,1,0.151662,0.627818,1804,0.592818
x60.3,1,0.15139,0.627896,1804,0.59262
x60.4,1,0.151744,0.627795,1804,0.592877
x60.5,1,0.151881,0.627756,1804,0.592976
x60.6,1,0.151092,0.627981,1804,0.592404
x60.7,1,0.151499,0.627865,1804,0.592699
x60.8,1,0.151717,0.627803,1804,0.592857
x60.9,1,0.151282,0.627927,1804,0.592541
z4ml.blif_0.10_1.00_0_0_out_exact-shuffled,1,0.350515,0.525988,31,0.901186
