@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 6'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE TERMORE_CLAUSE NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC
@ATTRIBUTE OCCP_OCCN NUMERIC
@ATTRIBUTE TERNARY_MORE_CLAUSES NUMERIC
@ATTRIBUTE EXIST_LIT_PER_CLAUSE NUMERIC

@DATA
rankfunc51_signed_32,1,0.546819,0.5208,1901,0.920124,3025,2.399132
rankfunc52_unsigned_32,1,0.590695,0.524118,1773,0.907968,3136,2.416839
rankfunc53_signed_16,1,0.601856,0.531023,782,0.883158,1297,2.388399
rankfunc54_signed_32,1,0.513956,0.525126,2406,0.904306,3609,2.341071
rankfunc55_unsigned_32,1,0.557203,0.524667,1033,0.905969,1729,2.33516
rankfunc56_signed_16,1,0.577311,0.524651,404,0.906028,687,2.279832
rankfunc57_unsigned_64,1,0.569757,0.523285,3146,0.911004,5501,2.361781
rankfunc58_signed_32,1,0.597862,0.523633,1822,0.909735,3244,2.355879
rankfunc59_unsigned_16,1,0.597698,0.524388,1143,0.906986,2025,2.345336
rankfunc5_signed_64,1,0.563609,0.519808,2251,0.923787,3717,2.376346
rankfunc60_unsigned_32,1,0.53531,0.529043,1104,0.890207,1751,2.248548
rankfunc61_signed_32,1,0.602195,0.52113,1974,0.918906,3677,2.461186
rankfunc6_unsigned_16,1,0.549339,0.51078,629,0.957789,1080,2.405392
rankfunc7_signed_16,1,0.59822,0.520781,1000,0.920194,1815,2.398484
rankfunc8_unsigned_32,1,0.624645,0.526188,1907,0.900463,3523,2.40266
rankfunc9_signed_64,1,0.59801,0.525457,1739,0.903104,2764,2.385547
ring_r4_ser--opt-11_-shuffled,1,0.863116,0.468079,182,1.136391,4603,1.43934
ring_r6_ser---16_-shuffled,1,0.981155,0.468152,377,1.136057,80284,1.061594
ring_r6_ser--opt-17_-shuffled,1,0.980029,0.468203,400,1.135826,80381,1.06529
ring_r7_ser---19_-shuffled,1,0.993504,0.498462,514,1.006172,323636,1.021348
robots_1_5_2_100.2,1,0.84294,0.477065,1914,1.09615,7283,3.553125
robots_1_5_2_100.4,1,0.914571,0.456946,3776,1.188441,14549,3.682235
robots_1_5_2_100.8,1,0.955229,0.446246,7500,1.240915,29081,3.755518
robots_1_5_2_10.2,1,0.84294,0.477065,1914,1.09615,7283,3.553125
robots_1_5_2_14.2,1,0.84294,0.477065,1914,1.09615,7283,3.553125
robots_1_5_2_21.4,1,0.914571,0.456946,3776,1.188441,14549,3.682235
robots_1_5_2_2.4,1,0.914571,0.456946,3776,1.188441,14549,3.682235
robots_1_5_2_28.2,1,0.84294,0.477065,1914,1.09615,7283,3.553125
robots_1_5_2_31.2,1,0.84294,0.477065,1914,1.09615,7283,3.553125
robots_1_5_2_32.8,1,0.955229,0.446246,7500,1.240915,29081,3.755518
robots_1_5_2_33.2,1,0.84294,0.477065,1914,1.09615,7283,3.553125
robots_1_5_2_3.4,1,0.914571,0.456946,3776,1.188441,14549,3.682235
robots_1_5_2_39.4,1,0.914571,0.456946,3776,1.188441,14549,3.682235
robots_1_5_2_40.8,1,0.955229,0.446246,7500,1.240915,29081,3.755518
robots_1_5_2_45.4,1,0.914571,0.456946,3776,1.188441,14549,3.682235
robots_1_5_2_47.2,1,0.84294,0.477065,1914,1.09615,7283,3.553125
robots_1_5_2_49.2,1,0.84294,0.477065,1914,1.09615,7283,3.553125
robots_1_5_2_54.8,1,0.955229,0.446246,7500,1.240915,29081,3.755518
robots_1_5_2_61.8,1,0.955229,0.446246,7500,1.240915,29081,3.755518
robots_1_5_2_67.8,1,0.955229,0.446246,7500,1.240915,29081,3.755518
robots_1_5_2_75.8,1,0.955229,0.446246,7500,1.240915,29081,3.755518
robots_1_5_2_80.4,1,0.914571,0.456946,3776,1.188441,14549,3.682235
robots_1_5_2_81.2,1,0.84294,0.477065,1914,1.09615,7283,3.553125
robots_1_5_2_82.4,1,0.914571,0.456946,3776,1.188441,14549,3.682235
robots_1_5_2_82.8,1,0.955229,0.446246,7500,1.240915,29081,3.755518
robots_1_5_2_85.2,1,0.84294,0.477065,1914,1.09615,7283,3.553125
robots_1_5_2_85.4,1,0.914571,0.456946,3776,1.188441,14549,3.682235
robots_1_5_2_91.8,1,0.955229,0.446246,7500,1.240915,29081,3.755518
robots_1_5_2_9.8,1,0.955229,0.446246,7500,1.240915,29081,3.755518
robots_1_5_2_99.4,1,0.914571,0.456946,3776,1.188441,14549,3.682235
robots_1_5_3_100.2,1,0.842842,0.477051,1914,1.09621,7283,3.55283
robots_1_5_3_100.4,1,0.914514,0.456939,3776,1.188474,14549,3.682067
robots_1_5_3_100.8,1,0.955198,0.446243,7500,1.240932,29081,3.755428
robots_1_5_3_16.4,1,0.914514,0.456939,3776,1.188474,14549,3.682067
robots_1_5_3_16.8,1,0.955198,0.446243,7500,1.240932,29081,3.755428
robots_1_5_3_20.4,1,0.914514,0.456939,3776,1.188474,14549,3.682067
robots_1_5_3_24.4,1,0.914514,0.456939,3776,1.188474,14549,3.682067
robots_1_5_3_2.4,1,0.914514,0.456939,3776,1.188474,14549,3.682067
robots_1_5_3_25.2,1,0.842842,0.477051,1914,1.09621,7283,3.55283
robots_1_5_3_26.2,1,0.842842,0.477051,1914,1.09621,7283,3.55283
robots_1_5_3_27.8,1,0.955198,0.446243,7500,1.240932,29081,3.755428
robots_1_5_3_30.2,1,0.842842,0.477051,1914,1.09621,7283,3.55283
robots_1_5_3_39.8,1,0.955198,0.446243,7500,1.240932,29081,3.755428
robots_1_5_3_44.4,1,0.914514,0.456939,3776,1.188474,14549,3.682067
robots_1_5_3_44.8,1,0.955198,0.446243,7500,1.240932,29081,3.755428
robots_1_5_3_51.2,1,0.842842,0.477051,1914,1.09621,7283,3.55283
robots_1_5_3_52.2,1,0.842842,0.477051,1914,1.09621,7283,3.55283
robots_1_5_3_52.4,1,0.914514,0.456939,3776,1.188474,14549,3.682067
robots_1_5_3_55.8,1,0.955198,0.446243,7500,1.240932,29081,3.755428
robots_1_5_3_57.4,1,0.914514,0.456939,3776,1.188474,14549,3.682067
robots_1_5_3_62.2,1,0.842842,0.477051,1914,1.09621,7283,3.55283
robots_1_5_3_64.8,1,0.955198,0.446243,7500,1.240932,29081,3.755428
robots_1_5_3_66.4,1,0.914514,0.456939,3776,1.188474,14549,3.682067
robots_1_5_3_70.8,1,0.955198,0.446243,7500,1.240932,29081,3.755428
robots_1_5_3_7.2,1,0.842842,0.477051,1914,1.09621,7283,3.55283
robots_1_5_3_78.4,1,0.914514,0.456939,3776,1.188474,14549,3.682067
robots_1_5_3_80.2,1,0.842842,0.477051,1914,1.09621,7283,3.55283
robots_1_5_3_8.8,1,0.955198,0.446243,7500,1.240932,29081,3.755428
robots_1_5_3_90.8,1,0.955198,0.446243,7500,1.240932,29081,3.755428
robots_1_5_3_91.2,1,0.842842,0.477051,1914,1.09621,7283,3.55283
robots_1_5_4_100.2,1,0.842745,0.477038,1914,1.096269,7283,3.552534
robots_1_5_4_100.4,1,0.914456,0.456933,3776,1.188506,14549,3.681898
robots_1_5_4_100.8,1,0.955167,0.44624,7500,1.240949,29081,3.755337
robots_1_5_4_17.8,1,0.955167,0.44624,7500,1.240949,29081,3.755337
robots_1_5_4_1.8,1,0.955167,0.44624,7500,1.240949,29081,3.755337
robots_1_5_4_22.2,1,0.842745,0.477038,1914,1.096269,7283,3.552534
robots_1_5_4_24.8,1,0.955167,0.44624,7500,1.240949,29081,3.755337
robots_1_5_4_2.4,1,0.914456,0.456933,3776,1.188506,14549,3.681898
robots_1_5_4_30.4,1,0.914456,0.456933,3776,1.188506,14549,3.681898
robots_1_5_4_31.4,1,0.914456,0.456933,3776,1.188506,14549,3.681898
robots_1_5_4_32.2,1,0.842745,0.477038,1914,1.096269,7283,3.552534
robots_1_5_4_44.2,1,0.842745,0.477038,1914,1.096269,7283,3.552534
robots_1_5_4_46.4,1,0.914456,0.456933,3776,1.188506,14549,3.681898
robots_1_5_4_46.8,1,0.955167,0.44624,7500,1.240949,29081,3.755337
robots_1_5_4_50.4,1,0.914456,0.456933,3776,1.188506,14549,3.681898
robots_1_5_4_51.4,1,0.914456,0.456933,3776,1.188506,14549,3.681898
robots_1_5_4_52.2,1,0.842745,0.477038,1914,1.096269,7283,3.552534
robots_1_5_4_56.8,1,0.955167,0.44624,7500,1.240949,29081,3.755337
robots_1_5_4_59.2,1,0.842745,0.477038,1914,1.096269,7283,3.552534
robots_1_5_4_71.2,1,0.842745,0.477038,1914,1.096269,7283,3.552534
robots_1_5_4_73.2,1,0.842745,0.477038,1914,1.096269,7283,3.552534
robots_1_5_4_75.2,1,0.842745,0.477038,1914,1.096269,7283,3.552534
robots_1_5_4_75.8,1,0.955167,0.44624,7500,1.240949,29081,3.755337
robots_1_5_4_81.2,1,0.842745,0.477038,1914,1.096269,7283,3.552534
robots_1_5_4_87.4,1,0.914456,0.456933,3776,1.188506,14549,3.681898
robots_1_5_4_91.4,1,0.914456,0.456933,3776,1.188506,14549,3.681898
robots_1_5_4_91.8,1,0.955167,0.44624,7500,1.240949,29081,3.755337
robots_1_5_4_96.8,1,0.955167,0.44624,7500,1.240949,29081,3.755337
robots_1_5_4_98.4,1,0.914456,0.456933,3776,1.188506,14549,3.681898
robots_1_5_4_99.8,1,0.955167,0.44624,7500,1.240949,29081,3.755337
robots_1_5_5_100.2,1,0.842647,0.477025,1914,1.096328,7283,3.552239
robots_1_5_5_100.4,1,0.914399,0.456926,3776,1.188538,14549,3.68173
robots_1_5_5_100.8,1,0.955135,0.446236,7500,1.240966,29081,3.755247
robots_1_5_5_10.8,1,0.955135,0.446236,7500,1.240966,29081,3.755247
robots_1_5_5_12.4,1,0.914399,0.456926,3776,1.188538,14549,3.68173
robots_1_5_5_12.8,1,0.955135,0.446236,7500,1.240966,29081,3.755247
robots_1_5_5_14.8,1,0.955135,0.446236,7500,1.240966,29081,3.755247
robots_1_5_5_15.2,1,0.842647,0.477025,1914,1.096328,7283,3.552239
robots_1_5_5_24.2,1,0.842647,0.477025,1914,1.096328,7283,3.552239
robots_1_5_5_26.4,1,0.914399,0.456926,3776,1.188538,14549,3.68173
robots_1_5_5_30.4,1,0.914399,0.456926,3776,1.188538,14549,3.68173
robots_1_5_5_31.2,1,0.842647,0.477025,1914,1.096328,7283,3.552239
robots_1_5_5_33.8,1,0.955135,0.446236,7500,1.240966,29081,3.755247
robots_1_5_5_34.4,1,0.914399,0.456926,3776,1.188538,14549,3.68173
robots_1_5_5_38.2,1,0.842647,0.477025,1914,1.096328,7283,3.552239
robots_1_5_5_45.4,1,0.914399,0.456926,3776,1.188538,14549,3.68173
robots_1_5_5_50.8,1,0.955135,0.446236,7500,1.240966,29081,3.755247
robots_1_5_5_56.2,1,0.842647,0.477025,1914,1.096328,7283,3.552239
robots_1_5_5_5.8,1,0.955135,0.446236,7500,1.240966,29081,3.755247
robots_1_5_5_61.2,1,0.842647,0.477025,1914,1.096328,7283,3.552239
robots_1_5_5_62.2,1,0.842647,0.477025,1914,1.096328,7283,3.552239
robots_1_5_5_66.4,1,0.914399,0.456926,3776,1.188538,14549,3.68173
robots_1_5_5_66.8,1,0.955135,0.446236,7500,1.240966,29081,3.755247
robots_1_5_5_75.2,1,0.842647,0.477025,1914,1.096328,7283,3.552239
robots_1_5_5_8.4,1,0.914399,0.456926,3776,1.188538,14549,3.68173
robots_1_5_5_87.4,1,0.914399,0.456926,3776,1.188538,14549,3.68173
robots_1_5_5_93.4,1,0.914399,0.456926,3776,1.188538,14549,3.68173
robots_1_5_5_95.8,1,0.955135,0.446236,7500,1.240966,29081,3.755247
robots_1_5_5_97.2,1,0.842647,0.477025,1914,1.096328,7283,3.552239
robots_1_5_5_99.8,1,0.955135,0.446236,7500,1.240966,29081,3.755247
s1196_d3_u-shuffled,1,0.286281,0.486507,2296,1.055469,4113,1.631517
s1269_d3_s-shuffled,1,0.293148,0.496462,2481.5,1.014251,4501,1.656311
s27_d5_u-shuffled,1,0.303347,0.492283,86,1.031353,145,1.642259
s298_d11_s-shuffled,1,0.276955,0.487995,2400,1.049202,4336,1.586293
s298_d2_s-shuffled,1,0.264908,0.4933,298.5,1.027163,502,1.916095
s298_d5_s-shuffled,1,0.274607,0.489011,999,1.044942,1780,1.650571
s298_d9_s-shuffled,1,0.276552,0.488169,1933,1.048472,3484,1.597317
s3330_d10_u-shuffled,1,0.276658,0.49483,28844,1.020896,48047,1.557445
s3330_d4_s-shuffled,1,0.271623,0.49627,10244,1.015032,16553,1.613889
s386_d12_u-shuffled,1,0.282015,0.49473,3663,1.021304,6829,1.567871
s499_d15_s-shuffled,1,0.283238,0.473502,4595.5,1.111922,8675,1.570687
s499_d4_s-shuffled,1,0.280465,0.472942,1053.5,1.114422,1954,1.663126
s510_d12_s-shuffled,1,0.295664,0.485533,4696,1.059593,8775,1.564541
s510_d31_s-shuffled,1,0.295867,0.485345,12609.5,1.060389,23633,1.548005
s510_d4_s-shuffled,1,0.294861,0.486277,1364,1.056443,2519,1.629638
s713_d3_s-shuffled,1,0.257507,0.497191,1549,1.011299,2264,1.615218
s713_d5_s-shuffled,1,0.26419,0.495887,2886,1.016588,4394,1.572451
s820_d6_s-shuffled,1,0.278082,0.480382,3301.5,1.081676,6293,1.617897
s820_d7_s-shuffled,1,0.278338,0.480286,3932.5,1.082094,7504,1.60701
S-adeu-0,1,0.243196,0.629541,2611,0.58846,3065,2.163453
S-adeu-1,1,0.246007,0.628269,2611,0.591676,3065,2.159563
S-adeu-2,1,0.243196,0.629541,2611,0.58846,3065,2.163453
S-adeu-3,1,0.246007,0.628269,2611,0.591676,3065,2.159563
S-adeu-4,1,0.244126,0.629121,2611,0.58952,3065,2.162166
S-adeu-5,1,0.244126,0.629121,2611,0.58952,3065,2.162166
S-adeu-6,1,0.243196,0.629541,2611,0.58846,3065,2.163453
S-adeu-7,1,0.246007,0.628269,2611,0.591676,3065,2.159563
S-adeu-8,1,0.245063,0.628697,2611,0.590592,3065,2.16087
S-adeu-9,1,0.246007,0.628269,2611,0.591676,3065,2.159563
S-edau-0,1,0.243196,0.629541,2611,0.58846,3065,2.163453
S-edau-1,1,0.246007,0.628269,2611,0.591676,3065,2.159563
S-edau-2,1,0.243196,0.629541,2611,0.58846,3065,2.163453
S-edau-3,1,0.246007,0.628269,2611,0.591676,3065,2.159563
S-edau-4,1,0.244126,0.629121,2611,0.58952,3065,2.162166
S-edau-5,1,0.244126,0.629121,2611,0.58952,3065,2.162166
S-edau-6,1,0.243196,0.629541,2611,0.58846,3065,2.163453
S-edau-7,1,0.246007,0.628269,2611,0.591676,3065,2.159563
S-edau-8,1,0.245063,0.628697,2611,0.590592,3065,2.16087
S-edau-9,1,0.246007,0.628269,2611,0.591676,3065,2.159563
sortnetsort10.AE.stepl.005,1,0.171579,0.555247,4176,0.801001,1467,1.929474
sortnetsort10.AE.stepl.012,1,0.171677,0.555198,9993,0.80116,3518,1.928899
sortnetsort10.v.stepl.006,1,0.202758,0.627085,872,0.594681,1191,2.363807
sortnetsort10.v.stepl.007,1,0.202774,0.627129,1017,0.594569,1389,2.377664
sortnetsort10.v.stepl.012-shuffled,1,0.202813,0.627239,1742,0.594289,2379,2.412361
sortnetsort5.AE.stepl.003,1,0.220339,0.564408,494,0.771768,221,2.025922
sortnetsort5.AE.stepl.005,1,0.22042,0.564321,816,0.772041,367,2.025225
sortnetsort5.AE.stepl.006,1,0.220441,0.564299,977,0.77211,440,2.02505
sortnetsort5.AE.stepl.007,1,0.220456,0.564283,1138,0.772159,513,2.024925
sortnetsort5.v.stepl.007-shuffled,1,0.244765,0.613015,212,0.631282,339,2.409386
sortnetsort6.AE.stepl.003,1,0.201654,0.56104,772,0.782405,317,1.990458
sortnetsort6.AE.stepl.006,1,0.201788,0.560938,1531,0.782729,632,1.989464
sortnetsort6.v.stepl.003-shuffled,1,0.230022,0.617354,140,0.619817,213,2.275378
sortnetsort7.AE.stepl.003,1,0.189868,0.558848,1113,0.789396,431,1.967401
sortnetsort7.AE.stepl.005,1,0.189984,0.558774,1845,0.789633,717,1.966614
sortnetsort7.AE.stepl.006,1,0.190013,0.558755,2211,0.789693,860,1.966416
sortnetsort7.AE.stepl.009,1,0.190062,0.558724,3309,0.789792,1289,1.966087
sortnetsort7.v.stepl.004-shuffled,1,0.220011,0.621188,264,0.609819,387,2.324616
sortnetsort8.AE.stepl.005,1,0.181906,0.557244,2517,0.794546,937,1.950495
sortnetsort8.AE.stepl.007,1,0.181957,0.557215,3517,0.794639,1311,1.950173
sortnetsort8.AE.stepl.009,1,0.181985,0.557199,4517,0.79469,1685,1.949995
sortnetsort8.v.stepl.008-shuffled,1,0.212753,0.623989,710,0.602592,1011,2.396675
sortnetsort9.AE.stepl.004,1,0.175991,0.556137,2639,0.798117,950,1.938866
sortnetsort9.AE.stepl.005,1,0.176034,0.556114,3294,0.798191,1187,1.938603
sortnetsort9.AE.stepl.012,1,0.176136,0.556061,7879,0.798364,2846,1.937987
sortnetsort9.v.stepl.006,1,0.207141,0.625687,692,0.598243,963,2.367176
sortnetsort9.v.stepl.012-shuffled,1,0.207198,0.625868,1382,0.59778,1923,2.416658
ssa7552-159-00-shuffled,1,0.048866,0.666608,3557.5,0.500131,681,1.467423
ssa7552-159-50-shuffled,1,0.057282,0.579085,2880.5,0.726862,682,1.745171
ssa7552-159-90-shuffled,1,0.066478,0.580289,2331.5,0.72328,682,1.70426
ssa7552-160-50-shuffled,1,0.055914,0.579029,2951.5,0.72703,684,1.744298
stmt1_145_146,1,0.294355,0.509306,90,0.963455,73,2.116935
stmt11_643_645,1,0.237844,0.543226,536,0.840856,450,2.252114
stmt1_20_21,1,0.327957,0.519101,67,0.926407,61,2.145161
stmt124_966_965,1,0.238528,0.545926,640,0.831749,551,2.189177
stmt1_30_31,1,0.357143,0.51073,36,0.957983,35,2.132653
stmt137_903_911,1,0.239204,0.545778,657,0.832248,565,2.183319
stmt1_392_393,1,0.248734,0.537753,464,0.859591,393,2.171519
stmt16_0_1,1,0.238281,0.54616,123,0.830966,122,1.900391
stmt1_629_630,1,0.234643,0.546038,1317,0.831375,1123,2.189929
stmt16_47_48,1,0.221758,0.551146,1873,0.814402,1592,2.178298
stmt16_818_819,1,0.219512,0.547952,382,0.824976,333,2.109426
stmt17_143_144,1,0.25183,0.537102,184,0.861842,172,1.959004
stmt17_18_19,1,0.256822,0.543004,161,0.841608,160,1.955056
stmt17_63_70,1,0.237013,0.554563,6450,0.80322,6141,2.191779
stmt17_63_78,1,0.236143,0.554767,7262,0.802559,6953,2.167606
stmt17_82_94,1,0.233907,0.555288,11061,0.800866,10607,2.212627
stmt1_787_788,1,0.251028,0.54296,1678,0.841757,1465,2.179404
stmt17_99_98,1,0.227767,0.549843,2084,0.818701,1780,2.178119
stmt1_811_812,1,0.209091,0.547647,256,0.825993,207,2.209091
stmt18_258_260,1,0.265052,0.538873,460,0.855726,405,2.156414
stmt19_125_302,1,0.280858,0.570362,3161,0.753273,3131,2.108988
stmt19_133_257,1,0.286261,0.567541,2795,0.761986,2767,2.128802
stmt19_137_313,1,0.280639,0.570025,3174,0.754308,3144,2.109256
stmt19_142_261,1,0.282256,0.568293,2818,0.759656,2752,2.127897
stmt19_177_302,1,0.280587,0.570139,3440,0.753958,3385,2.134532
stmt1_919_920,1,0.237296,0.546384,623,0.830213,537,2.185594
stmt19_214_309,1,0.279854,0.570468,3608,0.752946,3534,2.148796
stmt19_217_250,1,0.284545,0.568153,3235,0.76009,3163,2.172094
stmt19_2_180,1,0.287852,0.569438,1415,0.756118,1443,2.056653
stmt19_261_266,1,0.284808,0.567139,3878,0.763235,3770,2.200801
stmt19_2_83,1,0.291124,0.570807,913,0.751906,938,2.030726
stmt19_313_318,1,0.277415,0.570964,4640,0.751425,4503,2.207676
stmt19_313_412,1,0.275007,0.572518,5207,0.74667,5100,2.18021
stmt19_3_177,1,0.286,0.570863,1563,0.751735,1575,2.093699
stmt19_3_309,1,0.280055,0.570766,2634,0.752031,2644,2.0483
stmt19_3_78,1,0.287944,0.572724,1061,0.746041,1070,2.089074
stmt19_3_83,1,0.287785,0.57249,1063,0.746754,1072,2.089128
stmt19_66_318,1,0.275852,0.572427,2921,0.746946,2881,2.073439
stmt19_66_90,1,0.279905,0.57365,1339,0.743223,1294,2.150119
stmt19_67_83,1,0.277705,0.574024,1094,0.742089,1065,2.092308
stmt19_79_87,1,0.234455,0.555161,9814,0.80128,9389,2.217775
stmt19_83_302,1,0.280296,0.570611,2890,0.752507,2882,2.081599
stmt19_83_90,1,0.279656,0.573292,1344,0.744313,1299,2.151991
stmt19_90_133,1,0.280203,0.572319,1590,0.747277,1547,2.143452
stmt21_127_258,1,0.286336,0.567614,2792,0.76176,2764,2.12825
stmt21_134_418,1,0.270206,0.575157,3795,0.738654,3731,2.077853
stmt21_143_258,1,0.282323,0.568436,2813,0.759213,2747,2.128571
stmt21_252_310,1,0.284022,0.568156,4202,0.760081,4124,2.182576
stmt21_267_310,1,0.280815,0.569319,4245,0.756484,4135,2.186621
stmt21_310_360,1,0.277344,0.571422,4973,0.75002,4866,2.190026
stmt21_4_5,1,0.295656,0.571596,676,0.749487,701,2.008435
stmt21_70_258,1,0.286366,0.567815,2516,0.761138,2510,2.096977
stmt21_71_304,1,0.276159,0.571483,2662,0.749832,2634,2.05043
stmt21_71_70,1,0.277996,0.574461,1089,0.740761,1060,2.093365
stmt21_79_314,1,0.280225,0.570484,2896,0.752898,2888,2.080633
stmt21_79_91,1,0.279767,0.573482,1342,0.743734,1297,2.151208
stmt22_179_182,1,0.284715,0.569708,2374,0.755286,2321,2.206207
stmt22_6_80,1,0.291317,0.571072,911,0.751092,936,2.030501
stmt22_92_259,1,0.282147,0.568574,2540,0.758785,2497,2.097514
stmt23_66_76,1,0.23655,0.554672,6856,0.802868,6547,2.178921
stmt24_148_149,1,0.295567,0.504149,72,0.983539,60,2.049261
stmt24_292_293,1,0.265565,0.538781,473,0.856042,418,2.150572
stmt24_765_766,1,0.238819,0.54547,658,0.833282,566,2.180169
stmt24_7_8,1,0.297297,0.5,12,1,11,1.72973
stmt25_52_53,1,0.221251,0.551175,1779,0.814305,1493,2.198726
stmt25_597_598,1,0.252577,0.541221,850,0.847675,735,2.172165
stmt2_649_723,1,0.238758,0.543604,512,0.839574,446,2.095824
stmt2_649_776,1,0.230736,0.545724,599,0.832429,527,2.05648
stmt27_149_224,1,0.284034,0.570051,2403,0.754229,2366,2.190276
stmt27_296_297,1,0.266049,0.538694,491,0.856341,431,2.158642
stmt27_93_98,1,0.227023,0.549927,1959,0.818424,1655,2.196571
stmt28_68_81,1,0.23546,0.554926,8103,0.802041,7765,2.178088
stmt29_21_275,1,0.284816,0.567931,2577,0.760777,2583,2.065277
stmt2_976_999,1,0.236701,0.552552,10161,0.809786,8917,2.223482
stmt31_100_276,1,0.284494,0.567847,2848,0.761037,2831,2.098282
stmt31_22_23,1,0.294118,0.570423,811,0.753086,835,2.019021
stmt32_122_129,1,0.297468,0.495979,59,1.016216,47,2.082278
stmt32_153_277,1,0.284398,0.567767,3125,0.761285,3086,2.126809
stmt32_228_277,1,0.282569,0.568839,3451,0.757966,3375,2.158322
stmt3_639_640,1,0.237991,0.539854,392,0.852353,327,2.179767
stmt37_941_942,1,0.233213,0.549145,1789,0.821014,1549,2.19738
stmt38_943_942,1,0.232862,0.549332,1766,0.820392,1532,2.194862
stmt39_34_107,1,0.2893,0.570948,1119,0.751474,1141,2.054513
stmt3_969_973,1,0.225888,0.543164,324,0.841064,267,2.192047
stmt41_235_286,1,0.281347,0.569733,3529,0.755208,3451,2.159873
stmt41_262_275,1,0.244481,0.546367,941,0.830272,886,1.991446
stmt41_336_385,1,0.274905,0.57264,5308,0.746297,5188,2.200986
stmt41_36_37,1,0.291354,0.572174,871,0.747719,893,2.044372
stmt44_107_108,1,0.31,0.480851,39,1.079646,31,2.05
stmt44_107_113,1,0.302326,0.490132,48,1.040268,39,2.015504
stmt44_252_301,1,0.264843,0.539194,449,0.854619,397,2.152101
stmt44_40_162,1,0.287336,0.570533,1421,0.752747,1443,2.074671
stmt44_40_41,1,0.290123,0.57247,921,0.746816,940,2.060185
stmt44_554_604,1,0.251345,0.541594,808,0.846401,701,2.169236
stmt46_163_289,1,0.282206,0.569253,3262,0.756687,3218,2.131018
stmt47_239_290,1,0.280688,0.570114,3592,0.754034,3510,2.160896
stmt50_167_293,1,0.28143,0.569873,3311,0.754778,3266,2.132184
stmt52_117_295,1,0.281454,0.570045,3034,0.754247,3011,2.105534
stmt52_295_394,1,0.275966,0.572349,5047,0.747186,4950,2.177733
stmt52_54_55,1,0.288928,0.573444,958,0.743849,976,2.071936
stmt53_208_245,1,0.281635,0.571693,2715,0.749191,2653,2.214968
stmt5_731_730,1,0.236668,0.546094,626,0.831186,537,2.185104
stmt6_13_14,1,0.381579,0.497268,29,1.010989,29,2.118421
stmt70_191_213,1,0.26571,0.539961,437,0.851986,389,2.157787
stmt70_495_501,1,0.251634,0.542027,796,0.844926,693,2.172476
stmt72_696_721,1,0.238425,0.546146,637,0.831013,551,2.178278
stmt7_33_34,1,0.283615,0.55988,876,0.786096,888,2.013414
stmt82_224_225,1,0.266284,0.539223,472,0.854519,417,2.155172
stmt85_64_122,1,0.287737,0.571541,1309,0.749654,1321,2.091048
stmt86_889_890,1,0.232265,0.547394,742,0.826838,645,2.136838
stmt9_350_351,1,0.242739,0.540172,415,0.851261,351,2.180498
stmt9_445_446,1,0.262386,0.534422,604,0.87118,519,2.159252
szymanski-10-s-shuffled,1,0.599054,0.533411,7529.5,0.874727,11276,1.806885
szymanski-24-s-shuffled,1,0.608318,0.531156,128279.5,0.882685,194060,1.807314
T-adeu-0,1,0.216191,0.627156,2315,0.5945,2569,1.709501
T-adeu-1,1,0.218843,0.625757,2315,0.598065,2569,1.699804
T-adeu-2,1,0.216191,0.627156,2315,0.5945,2569,1.71556
T-adeu-3,1,0.218843,0.625757,2315,0.598065,2569,1.699804
T-adeu-4,1,0.217068,0.626694,2315,0.595674,2569,1.712379
T-adeu-5,1,0.217068,0.626694,2315,0.595674,2569,1.706295
T-adeu-6,1,0.216191,0.627156,2315,0.5945,2569,1.71556
T-adeu-7,1,0.218843,0.625757,2315,0.598065,2569,1.718204
T-adeu-8,1,0.217952,0.626228,2315,0.596862,2569,1.709171
T-adeu-9,1,0.218843,0.625757,2315,0.598065,2569,1.712071
T-edau-0,1,0.216191,0.627156,2315,0.5945,2569,1.709501
T-edau-1,1,0.218843,0.625757,2315,0.598065,2569,1.699804
T-edau-2,1,0.216191,0.627156,2315,0.5945,2569,1.71556
T-edau-3,1,0.218843,0.625757,2315,0.598065,2569,1.699804
T-edau-4,1,0.217068,0.626694,2315,0.595674,2569,1.712379
T-edau-5,1,0.217068,0.626694,2315,0.595674,2569,1.706295
T-edau-6,1,0.216191,0.627156,2315,0.5945,2569,1.71556
T-edau-7,1,0.218843,0.625757,2315,0.598065,2569,1.718204
T-edau-8,1,0.217952,0.626228,2315,0.596862,2569,1.709171
T-edau-9,1,0.218843,0.625757,2315,0.598065,2569,1.712071
term1.blif_0.10_0.20_0_0_out_exact-shuffled,1,0.253118,0.527428,505,0.895993,893,2.441327
term1.blif_0.10_0.20_0_1_inp_exact-shuffled,1,0.244486,0.526379,92.083333,0.899772,920,2.424661
term1.blif_0.10_1.00_0_0_out_exact-shuffled,1,0.251615,0.527403,555,0.896083,974,2.447946
