@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE gr_avg_deg_vg NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE d_int_cons NUMERIC
@ATTRIBUTE v_num_vars NUMERIC
@ATTRIBUTE c_avg_dom_cons NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE c_max_dom_cons NUMERIC
@ATTRIBUTE v_ent_deg_vars NUMERIC
@ATTRIBUTE v_logprod_dom_vars NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE c_num_cons NUMERIC

@DATA
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03060_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex14400_2600_100.dzn,1,0.705494,1.417447,3.166778,7.308824,0.777411,3297,2992,29.928888,924131.801554,15600005204,5213905.48262,485.069935,0.387949,21129.727454,2.483394,4241
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex04960_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex02400_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex04280_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex15600_2600_100.dzn,1,0.705494,1.417447,3.166778,7.308824,0.777411,3297,2992,29.928888,924131.801554,15600005204,5213905.48262,485.069935,0.387949,21129.727454,2.483394,4241
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex04980_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03560_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex18900_2600_100.dzn,1,0.705494,1.417447,3.166778,7.308824,0.777411,3297,2992,29.928888,924131.801554,15600005204,5213905.48262,485.069935,0.387949,21129.727454,2.483394,4241
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex04780_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex02580_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex19200_2600_100.dzn,1,0.705494,1.417447,3.166778,7.308824,0.777411,3297,2992,29.928888,924131.801554,15600005204,5213905.48262,485.069935,0.387949,21129.727454,2.483394,4241
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex04820_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex14800_2600_100.dzn,1,0.705494,1.417447,3.166778,7.308824,0.777411,3297,2992,29.928888,924131.801554,15600005204,5213905.48262,485.069935,0.387949,21129.727454,2.483394,4241
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03340_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03320_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex05340_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex08100_2600_100.dzn,1,0.705494,1.417447,3.166778,7.308824,0.777411,3297,2992,29.928888,924131.801554,15600005204,5213905.48262,485.069935,0.387949,21129.727454,2.483394,4241
nsp/nsp_2.mzn_AND_nsp/period_28/55.dzn,1,0.958886,1.042877,3.852083,21.197609,0.458053,14862,31112,5.908693,27002.739002,1740068612,55929.178838,49.253497,1.780633,35408.249842,1.985987,32446
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex08200_2600_100.dzn,1,0.705494,1.417447,3.166778,7.308824,0.777411,3297,2992,29.928888,924131.801554,15600005204,5213905.48262,485.069935,0.387949,21129.727454,2.483394,4241
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex06700_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex19000_2600_100.dzn,1,0.705494,1.417447,3.166778,7.308824,0.777411,3297,2992,29.928888,924131.801554,15600005204,5213905.48262,485.069935,0.387949,21129.727454,2.483394,4241
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex06900_2600_100.dzn,1,0.705494,1.417447,3.166778,7.308824,0.777411,3297,2992,29.928888,924131.801554,15600005204,5213905.48262,485.069935,0.387949,21129.727454,2.483394,4241
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03480_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03000_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex15200_2600_100.dzn,1,0.705494,1.417447,3.166778,7.308824,0.777411,3297,2992,29.928888,924131.801554,15600005204,5213905.48262,485.069935,0.387949,21129.727454,2.483394,4241
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex02260_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03820_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03780_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex05060_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
nsp/nsp_2.mzn_AND_nsp/period_14/61.dzn,1,0.963994,1.03735,3.824262,21.39186,0.459301,8955,18795,5.894633,22354.713967,900041535,47887.285714,54.253497,1.808274,21237.873604,1.98481,19497
solbat/sb.mzn_AND_solbat/sb_14_14_6_3.dzn,1,0.820308,1.219055,3.454775,54.310712,0.224031,2491,9121,3.272359,0.956225,20887,2.28999,203.622052,1.083044,9630.037223,2.179382,11119
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex04080_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex04720_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex04920_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03980_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
nsp/nsp_2.mzn_AND_nsp/period_28/25.dzn,1,0.959061,1.042686,3.852474,21.337024,0.458034,16044,33594,5.901528,25007.583813,1740074094,51797.168959,51.253497,1.78364,38072.105492,1.983396,35028
nsp/nsp_2.mzn_AND_nsp/period_14/68.dzn,1,0.963994,1.03735,3.824262,21.39186,0.459301,8955,18795,5.894633,22354.713967,900041535,47887.285714,54.253497,1.808274,21237.873604,1.98481,19497
solbat/sb.mzn_AND_solbat/sb_14_14_6_1.dzn,1,0.820308,1.219055,3.454775,54.310712,0.224031,2491,9121,3.272359,0.956225,20887,2.28999,203.622052,1.083044,9630.037223,2.179382,11119
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex06600_2600_100.dzn,1,0.705494,1.417447,3.166778,7.308824,0.777411,3297,2992,29.928888,924131.801554,15600005204,5213905.48262,485.069935,0.387949,21129.727454,2.483394,4241
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex15400_2600_100.dzn,1,0.705494,1.417447,3.166778,7.308824,0.777411,3297,2992,29.928888,924131.801554,15600005204,5213905.48262,485.069935,0.387949,21129.727454,2.483394,4241
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex04800_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex06400_2600_100.dzn,1,0.705494,1.417447,3.166778,7.308824,0.777411,3297,2992,29.928888,924131.801554,15600005204,5213905.48262,485.069935,0.387949,21129.727454,2.483394,4241
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex02000_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex05200_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex18700_2600_100.dzn,1,0.705494,1.417447,3.166778,7.308824,0.777411,3297,2992,29.928888,924131.801554,15600005204,5213905.48262,485.069935,0.387949,21129.727454,2.483394,4241
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex06760_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex05500_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex18000_2600_100.dzn,1,0.705494,1.417447,3.166778,7.308824,0.777411,3297,2992,29.928888,924131.801554,15600005204,5213905.48262,485.069935,0.387949,21129.727454,2.483394,4241
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex04120_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
nsp/nsp_2.mzn_AND_nsp/period_14/38.dzn,1,0.963497,1.037886,3.823131,20.977069,0.459366,7173,15045,5.91509,27928.847504,900033237,59822.747557,48.253497,1.796839,17208.580354,1.992227,15615
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex06620_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
nsp/nsp_2.mzn_AND_nsp/period_14/50.dzn,1,0.963852,1.037504,3.823938,21.254146,0.45932,8361,17545,5.900482,23947.908175,900038769,51298.875406,52.253497,1.805007,19894.775854,1.986968,18203
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03080_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03460_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex05300_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03100_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex04760_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex04100_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex05000_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex07400_2600_100.dzn,1,0.705494,1.417447,3.166778,7.308824,0.777411,3297,2992,29.928888,924131.801554,15600005204,5213905.48262,485.069935,0.387949,21129.727454,2.483394,4241
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex02080_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex17200_2600_100.dzn,1,0.705494,1.417447,3.166778,7.308824,0.777411,3297,2992,29.928888,924131.801554,15600005204,5213905.48262,485.069935,0.387949,21129.727454,2.483394,4241
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex12100_2600_100.dzn,1,0.705494,1.417447,3.166778,7.308824,0.777411,3297,2992,29.928888,924131.801554,15600005204,5213905.48262,485.069935,0.387949,21129.727454,2.483394,4241
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex02800_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex02880_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex04900_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03140_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex17500_2600_100.dzn,1,0.705494,1.417447,3.166778,7.308824,0.777411,3297,2992,29.928888,924131.801554,15600005204,5213905.48262,485.069935,0.387949,21129.727454,2.483394,4241
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03040_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex02040_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03400_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex05540_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex05160_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
nsp/nsp_2.mzn_AND_nsp/period_14/31.dzn,1,0.963773,1.037589,3.823759,21.185106,0.45933,8064,16920,5.903731,24832.813919,900037386,53193.698936,51.253497,1.803192,19223.226979,1.988153,17556
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex08600_2600_100.dzn,1,0.705494,1.417447,3.166778,7.308824,0.777411,3297,2992,29.928888,924131.801554,15600005204,5213905.48262,485.069935,0.387949,21129.727454,2.483394,4241
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03180_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex05640_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex02760_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex05260_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex06400_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex02860_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03540_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex06520_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex06560_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex04420_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex02780_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex02700_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex02540_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03760_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03240_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex05620_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex04940_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex05020_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex04400_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex06460_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex16900_2600_100.dzn,1,0.705494,1.417447,3.166778,7.308824,0.777411,3297,2992,29.928888,924131.801554,15600005204,5213905.48262,485.069935,0.387949,21129.727454,2.483394,4241
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03280_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex05220_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex05120_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03700_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex06840_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex05560_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex05680_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex04380_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex02320_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex02100_2400_100.dzn,1,0.678089,1.474733,3.226433,6.685131,0.78682,2388,2058,30.352505,1033366.499028,11520003540,5597669.358601,388.055948,0.442076,15452.01412,2.444108,3035
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex16300_2600_100.dzn,1,0.705494,1.417447,3.166778,7.308824,0.777411,3297,2992,29.928888,924131.801554,15600005204,5213905.48262,485.069935,0.387949,21129.727454,2.483394,4241
nsp/nsp_2.mzn_AND_nsp/period_28/91.dzn,1,0.959281,1.042447,3.852962,21.54514,0.458009,17817,37317,5.892565,22512.51933,1740082317,46629.748292,54.253497,1.787398,42067.888967,1.980089,38901
