@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 4'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC
@ATTRIBUTE stats_Local_Variance NUMERIC
@ATTRIBUTE normalised_width_of_ordering NUMERIC
@ATTRIBUTE normalised_median_degree NUMERIC

@DATA
geom-40-5-ext.xml.minion.converted.minion.gz,1,0.125,0.737481,0.125,0.1
geom-40-6-ext.xml.minion.converted.minion.gz,1,0.125,0.737481,0.125,0.1
hanoi-3_ext.xml.minion.converted.minion.gz,1,0.166667,0.805785,0.166667,0.333333
hanoi-4_ext.xml.minion.converted.minion.gz,1,0.071429,0.77572,0.071429,0.142857
hanoi-5_ext.xml.minion.converted.minion.gz,1,0.033333,0.762281,0.033333,0.066667
hanoi-6_ext.xml.minion.converted.minion.gz,1,0.016129,0.755998,0.016129,0.032258
hanoi-7_ext.xml.minion.converted.minion.gz,1,0.007937,0.752964,0.007937,0.015873
hole-06_ext.xml.minion.converted.minion.gz,1,0.261905,0.750892,0.261905,0.261905
hole-07_ext.xml.minion.converted.minion.gz,1,0.232143,0.744759,0.232143,0.232143
hole-08_ext.xml.minion.converted.minion.gz,1,0.208333,0.739176,0.208333,0.208333
hole-09_ext.xml.minion.converted.minion.gz,1,0.188889,0.734183,0.188889,0.188889
hole-10_ext.xml.minion.converted.minion.gz,1,0.172727,0.729742,0.172727,0.172727
jnh01_ext.xml.minion.converted.minion.gz,1,0.79,0.871708,0.94,0.88
jnh02_ext.xml.minion.converted.minion.gz,1,0.71,0.867225,0.88,0.86
jnh03_ext.xml.minion.converted.minion.gz,1,0.74,0.868378,0.89,0.87
jnh04_ext.xml.minion.converted.minion.gz,1,0.72,0.865625,0.88,0.86
jnh05_ext.xml.minion.converted.minion.gz,1,0.73,0.868629,0.92,0.86
jnh06_ext.xml.minion.converted.minion.gz,1,0.73,0.866284,0.87,0.865
jnh07_ext.xml.minion.converted.minion.gz,1,0.72,0.866394,0.88,0.86
jnh08_ext.xml.minion.converted.minion.gz,1,0.75,0.867655,0.93,0.865
jnh09_ext.xml.minion.converted.minion.gz,1,0.73,0.865448,0.88,0.85
jnh10_ext.xml.minion.converted.minion.gz,1,0.74,0.868288,0.87,0.87
jnh11_ext.xml.minion.converted.minion.gz,1,0.72,0.865784,0.89,0.86
jnh12_ext.xml.minion.converted.minion.gz,1,0.72,0.867253,0.91,0.86
jnh13_ext.xml.minion.converted.minion.gz,1,0.74,0.867013,0.93,0.86
jnh14_ext.xml.minion.converted.minion.gz,1,0.71,0.866161,0.88,0.85
jnh15_ext.xml.minion.converted.minion.gz,1,0.74,0.867306,0.89,0.855
jnh16_ext.xml.minion.converted.minion.gz,1,0.73,0.866279,0.88,0.865
jnh17_ext.xml.minion.converted.minion.gz,1,0.71,0.866245,0.89,0.85
jnh18_ext.xml.minion.converted.minion.gz,1,0.74,0.867871,0.92,0.86
jnh19_ext.xml.minion.converted.minion.gz,1,0.7,0.865383,0.89,0.855
jnh201_ext.xml.minion.converted.minion.gz,1,0.78,0.872395,0.92,0.87
jnh202_ext.xml.minion.converted.minion.gz,1,0.7,0.867685,0.85,0.845
jnh203_ext.xml.minion.converted.minion.gz,1,0.72,0.868572,0.89,0.845
jnh204_ext.xml.minion.converted.minion.gz,1,0.69,0.866004,0.92,0.84
jnh205_ext.xml.minion.converted.minion.gz,1,0.71,0.867611,0.87,0.84
jnh206_ext.xml.minion.converted.minion.gz,1,0.71,0.867552,0.88,0.86
jnh207_ext.xml.minion.converted.minion.gz,1,0.69,0.866343,0.89,0.845
jnh208_ext.xml.minion.converted.minion.gz,1,0.72,0.868395,0.86,0.84
jnh209_ext.xml.minion.converted.minion.gz,1,0.69,0.866022,0.87,0.845
jnh20_ext.xml.minion.converted.minion.gz,1,0.73,0.868054,0.91,0.86
jnh210_ext.xml.minion.converted.minion.gz,1,0.71,0.866395,0.88,0.84
jnh211_ext.xml.minion.converted.minion.gz,1,0.71,0.868227,0.92,0.86
jnh212_ext.xml.minion.converted.minion.gz,1,0.7,0.866464,0.91,0.845
jnh213_ext.xml.minion.converted.minion.gz,1,0.7,0.867298,0.84,0.84
jnh214_ext.xml.minion.converted.minion.gz,1,0.7,0.867218,0.85,0.85
jnh215_ext.xml.minion.converted.minion.gz,1,0.7,0.865605,0.85,0.84
jnh216_ext.xml.minion.converted.minion.gz,1,0.72,0.868104,0.9,0.845
jnh217_ext.xml.minion.converted.minion.gz,1,0.7,0.866444,0.88,0.85
jnh218_ext.xml.minion.converted.minion.gz,1,0.69,0.86698,0.87,0.84
jnh219_ext.xml.minion.converted.minion.gz,1,0.71,0.867587,0.92,0.845
jnh220_ext.xml.minion.converted.minion.gz,1,0.69,0.865732,0.91,0.845
jnh301_ext.xml.minion.converted.minion.gz,1,0.81,0.871328,0.94,0.89
jnh302_ext.xml.minion.converted.minion.gz,1,0.75,0.86752,0.9,0.87
jnh303_ext.xml.minion.converted.minion.gz,1,0.75,0.866822,0.9,0.89
jnh304_ext.xml.minion.converted.minion.gz,1,0.74,0.865824,0.91,0.88
jnh305_ext.xml.minion.converted.minion.gz,1,0.76,0.868599,0.9,0.89
jnh306_ext.xml.minion.converted.minion.gz,1,0.74,0.865933,0.93,0.875
jnh307_ext.xml.minion.converted.minion.gz,1,0.75,0.866601,0.9,0.87
jnh308_ext.xml.minion.converted.minion.gz,1,0.74,0.866167,0.88,0.88
jnh309_ext.xml.minion.converted.minion.gz,1,0.75,0.866577,0.9,0.88
jnh310_ext.xml.minion.converted.minion.gz,1,0.74,0.866665,0.92,0.88
langford-2-10.xml.minion.conv.minion,1,0.95,0.717507,0.95,0.95
langford-2-11.xml.minion.conv.minion,1,0.954545,0.693308,0.954545,0.954545
langford-2-12.xml.minion.conv.minion,1,0.958333,0.670291,0.958333,0.958333
langford-2-13.xml.minion.conv.minion,1,0.961538,0.648447,0.961538,0.961538
langford-2-14.xml.minion.conv.minion,1,0.964286,0.627744,0.964286,0.964286
langford-2-15.xml.minion.conv.minion,1,0.966667,0.608135,0.966667,0.966667
langford-2-16.xml.minion.conv.minion,1,0.96875,0.589565,0.96875,0.96875
langford-2-17.xml.minion.conv.minion,1,0.970588,0.571975,0.970588,0.970588
langford-2-18.xml.minion.conv.minion,1,0.972222,0.555308,0.972222,0.972222
langford-2-19.xml.minion.conv.minion,1,0.973684,0.539505,0.973684,0.973684
langford-2-20.xml.minion.conv.minion,1,0.975,0.52451,0.975,0.975
langford-2-21.xml.minion.conv.minion,1,0.97619,0.510273,0.97619,0.97619
langford-2-25.xml.minion.conv.minion,1,0.98,0.459944,0.98,0.98
langford-2-2.xml.minion.conv.minion,1,0.75,0.917531,0.75,0.75
langford-2-30.xml.minion.conv.minion,1,0.983333,0.409024,0.983333,0.983333
langford-2-3.xml.minion.conv.minion,1,0.833333,0.900463,0.833333,0.833333
langford-2-40.xml.minion.conv.minion,1,0.9875,0.334327,0.9875,0.9875
langford-2-4-ext.xml.minion.gz,1,0.875,0.776417,0.875,0.875
langford-2-4.xml.minion.conv.minion,1,0.875,0.877557,0.875,0.875
langford-2-50.xml.minion.conv.minion,1,0.99,0.282422,0.99,0.99
langford-2-5.xml.minion.conv.minion,1,0.9,0.851502,0.9,0.9
langford-2-6.xml.minion.conv.minion,1,0.916667,0.824093,0.916667,0.916667
langford-2-7.xml.minion.conv.minion,1,0.928571,0.796446,0.928571,0.928571
langford-2-8.xml.minion.conv.minion,1,0.9375,0.769235,0.9375,0.9375
langford-2-9.xml.minion.conv.minion,1,0.944444,0.74285,0.944444,0.944444
langford-3-11-ext.xml.minion.gz,1,0.969697,0.704183,0.969697,0.969697
langford-3-9-ext.xml.minion.gz,1,0.962963,0.71177,0.962963,0.962963
lard-83-83.xml.minion.gz,1,0.987952,0.67202,0.987952,0.987952
large-80-sat_ext.xml.minion.gz,1,0.9875,0.672221,0.9875,0.9875
large-80-unsat_ext.xml.minion.gz,1,0.9875,0.672221,0.9875,0.9875
large-84-unsat_ext.xml.minion.gz,1,0.988095,0.671956,0.988095,0.988095
latinSquare-dg-10_all.xml.minion,1,0.35,0.597051,0.35,0.35
latinSquare-dg-11_all.xml.minion,1,0.330579,0.580181,0.330579,0.330579
latinSquare-dg-12_all.xml.minion,1,0.298611,0.563627,0.298611,0.298611
latinSquare-dg-3_all.xml.minion,1,0.888889,0.679931,0.888889,0.888889
latinSquare-dg-4_all.xml.minion,1,0.6875,0.679717,0.6875,0.6875
latinSquare-dg-5_all.xml.minion,1,0.64,0.672635,0.64,0.64
latinSquare-dg-6_all.xml.minion,1,0.527778,0.661038,0.527778,0.527778
latinSquare-dg-7_all.xml.minion,1,0.489796,0.646671,0.489796,0.489796
latinSquare-dg-8_all.xml.minion,1,0.421875,0.630731,0.421875,0.421875
latinSquare-dg-9_all.xml.minion,1,0.395062,0.614016,0.395062,0.395062
le-450-5a-2-ext.xml.minion.converted.minion.gz,1,0.037778,0.682883,0.073333,0.055556
le-450-5a-3-ext.xml.minion.converted.minion.gz,1,0.037778,0.682883,0.073333,0.055556
le-450-5a-4-ext.xml.minion.converted.minion.gz,1,0.037778,0.682883,0.073333,0.055556
le-450-5a-5-ext.xml.minion.converted.minion.gz,1,0.037778,0.682883,0.073333,0.055556
lemma-100-9-mod.xml.minion.conv.minion,1,0.98,0.026747,0.98,0.99
lemma-12-9-mod.xml.minion.conv.minion,1,0.833333,0.22283,0.833333,0.916667
lemma-15-9-mod.xml.minion.conv.minion,1,0.866667,0.178178,0.933333,0.933333
lemma-20-9-mod.xml.minion.conv.minion,1,0.9,0.134387,0.9,0.95
lemma-30-9-mod.xml.minion.conv.minion,1,0.933333,0.089536,0.933333,0.966667
lemma-50-9-mod.xml.minion.conv.minion,1,0.96,0.053616,0.96,0.98
magicSquare-10_glb.xml.minion.conv.minion,1,0.99,0.768242,0.99,0.99
magicSquare-11_glb.xml.minion.conv.minion,1,0.991736,0.749851,0.991736,0.991736
magicSquare-12_glb.xml.minion.conv.minion,1,0.993056,0.731691,0.993056,0.993056
magicSquare-13_glb.xml.minion.conv.minion,1,0.994083,0.713891,0.994083,0.994083
magicSquare-14_glb.xml.minion.conv.minion,1,0.994898,0.696537,0.994898,0.994898
magicSquare-15_glb.xml.minion.conv.minion,1,0.995556,0.679685,0.995556,0.995556
magicSquare-16_glb.xml.minion.conv.minion,1,0.996094,0.663366,0.996094,0.996094
magicSquare-17_glb.xml.minion.conv.minion,1,0.99654,0.647597,0.99654,0.99654
magicSquare-18_glb.xml.minion.conv.minion,1,0.996914,0.632382,0.996914,0.996914
magicSquare-19_glb.xml.minion.conv.minion,1,0.99723,0.617717,0.99723,0.99723
magicSquare-3_glb.xml.minion.conv.minion,1,0.888889,0.873959,0.888889,0.888889
magicSquare-4_glb.xml.minion.conv.minion,1,0.9375,0.865625,0.9375,0.9375
magicSquare-5_glb.xml.minion.conv.minion,1,0.96,0.853642,0.96,0.96
magicSquare-6_glb.xml.minion.conv.minion,1,0.972222,0.83897,0.972222,0.972222
magicSquare-7_glb.xml.minion.conv.minion,1,0.979592,0.822485,0.979592,0.979592
magicSquare-8_glb.xml.minion.conv.minion,1,0.984375,0.804881,0.984375,0.984375
magicSquare-9_glb.xml.minion.conv.minion,1,0.987654,0.786675,0.987654,0.987654
mug100-1-3.xml.watchless.minion.gz,1,0.03,0.473173,0.03,0.03
mug100-1-4.xml.watchless.minion.gz,1,0.03,0.473173,0.03,0.03
mug100-25-3.xml.watchless.minion.gz,1,0.03,0.473173,0.03,0.03
mug100-25-4.xml.watchless.minion.gz,1,0.03,0.473173,0.03,0.03
mug88-1-3.xml.watchless.minion.gz,1,0.034091,0.473771,0.034091,0.034091
mug88-1-4.xml.watchless.minion.gz,1,0.034091,0.473771,0.034091,0.034091
mug88-25-3.xml.watchless.minion.gz,1,0.034091,0.473771,0.034091,0.034091
mug88-25-4.xml.watchless.minion.gz,1,0.034091,0.473771,0.034091,0.034091
myciel3-3.xml.watchless.minion.gz,1,0.272727,0.490234,0.454545,0.363636
myciel3-4.xml.watchless.minion.gz,1,0.272727,0.490234,0.454545,0.363636
myciel4-4.xml.watchless.minion.gz,1,0.217391,0.382715,0.478261,0.26087
myciel4-5.xml.watchless.minion.gz,1,0.217391,0.382715,0.478261,0.26087
myciel5-4.xml.watchless.minion.gz,1,0.170213,0.282062,0.489362,0.191489
myciel5-5.xml.watchless.minion.gz,1,0.170213,0.282062,0.489362,0.191489
myciel5-6.xml.watchless.minion.gz,1,0.170213,0.282062,0.489362,0.191489
myciel-5g-3-ext.xml.minion.converted.minion.gz,1,0.170213,0.703784,0.489362,0.191489
myciel-5g-4-ext.xml.minion.converted.minion.gz,1,0.170213,0.703784,0.489362,0.191489
myciel-5g-5-ext.xml.minion.converted.minion.gz,1,0.170213,0.703784,0.489362,0.191489
myciel-5g-6-ext.xml.minion.converted.minion.gz,1,0.170213,0.703784,0.489362,0.191489
myciel6-4.xml.watchless.minion.gz,1,0.126316,0.200428,0.494737,0.136842
myciel6-5.xml.watchless.minion.gz,1,0.126316,0.200428,0.494737,0.136842
myciel6-6.xml.watchless.minion.gz,1,0.126316,0.200428,0.494737,0.136842
myciel6-7.xml.watchless.minion.gz,1,0.126316,0.200428,0.494737,0.136842
myciel7-4.xml.watchless.minion.gz,1,0.094241,0.139208,0.497382,0.104712
myciel7-5.xml.watchless.minion.gz,1,0.094241,0.139208,0.497382,0.104712
myciel7-6.xml.watchless.minion.gz,1,0.094241,0.139208,0.497382,0.104712
myciel7-7.xml.watchless.minion.gz,1,0.094241,0.139208,0.497382,0.104712
myciel7-8.xml.watchless.minion.gz,1,0.094241,0.139208,0.497382,0.104712
nmr_10_10_3.minion,1,0.99,0.442616,0.99,0.99
nmr_10_10_4.minion,1,0.99,0.442616,0.99,0.99
nmr_10_10_5.minion,1,0.99,0.442616,0.99,0.99
nmr_10_11_3.minion,1,0.990909,0.436506,0.990909,0.990909
nmr_10_11_4.minion,1,0.990909,0.436506,0.990909,0.990909
nmr_10_11_5.minion,1,0.990909,0.436506,0.990909,0.990909
nmr_10_12_3.minion,1,0.991667,0.431409,0.991667,0.991667
nmr_10_12_4.minion,1,0.991667,0.431409,0.991667,0.991667
nmr_10_12_5.minion,1,0.991667,0.431409,0.991667,0.991667
nmr_10_5_3.minion,1,0.98,0.509441,0.98,0.98
nmr_10_5_4.minion,1,0.98,0.509441,0.98,0.98
nmr_10_5_5.minion,1,0.98,0.509441,0.98,0.98
nmr_10_6_3.minion,1,0.983333,0.48725,0.983333,0.983333
nmr_10_6_4.minion,1,0.983333,0.48725,0.983333,0.983333
nmr_10_6_5.minion,1,0.983333,0.48725,0.983333,0.983333
nmr_10_7_3.minion,1,0.985714,0.471348,0.985714,0.985714
nmr_10_7_4.minion,1,0.985714,0.471348,0.985714,0.985714
nmr_10_7_5.minion,1,0.985714,0.471348,0.985714,0.985714
nmr_10_8_3.minion,1,0.9875,0.459393,0.9875,0.9875
nmr_10_8_4.minion,1,0.9875,0.459393,0.9875,0.9875
nmr_10_8_5.minion,1,0.9875,0.459393,0.9875,0.9875
nmr_10_9_3.minion,1,0.988889,0.450078,0.988889,0.988889
nmr_10_9_4.minion,1,0.988889,0.450078,0.988889,0.988889
nmr_10_9_5.minion,1,0.988889,0.450078,0.988889,0.988889
nmr_11_10_3.minion,1,0.990909,0.436506,0.990909,0.990909
nmr_11_10_4.minion,1,0.990909,0.436506,0.990909,0.990909
nmr_11_10_5.minion,1,0.990909,0.436506,0.990909,0.990909
nmr_11_11_3.minion,1,0.991736,0.4309,0.991736,0.991736
nmr_11_11_4.minion,1,0.991736,0.4309,0.991736,0.991736
nmr_11_11_5.minion,1,0.991736,0.4309,0.991736,0.991736
nmr_11_12_3.minion,1,0.992424,0.426233,0.992424,0.992424
nmr_11_12_4.minion,1,0.992424,0.426233,0.992424,0.992424
nmr_11_12_5.minion,1,0.992424,0.426233,0.992424,0.992424
nmr_11_5_3.minion,1,0.981818,0.498429,0.981818,0.981818
nmr_11_5_4.minion,1,0.981818,0.498429,0.981818,0.981818
nmr_11_5_5.minion,1,0.981818,0.498429,0.981818,0.981818
nmr_11_6_3.minion,1,0.984848,0.477733,0.984848,0.984848
nmr_11_6_4.minion,1,0.984848,0.477733,0.984848,0.984848
nmr_11_6_5.minion,1,0.984848,0.477733,0.984848,0.984848
nmr_11_7_3.minion,1,0.987013,0.462985,0.987013,0.987013
nmr_11_7_4.minion,1,0.987013,0.462985,0.987013,0.987013
nmr_11_7_5.minion,1,0.987013,0.462985,0.987013,0.987013
nmr_11_8_3.minion,1,0.988636,0.451942,0.988636,0.988636
nmr_11_8_4.minion,1,0.988636,0.451942,0.988636,0.988636
nmr_11_8_5.minion,1,0.988636,0.451942,0.988636,0.988636
nmr_11_9_3.minion,1,0.989899,0.443363,0.989899,0.989899
nmr_11_9_4.minion,1,0.989899,0.443363,0.989899,0.989899
nmr_11_9_5.minion,1,0.989899,0.443363,0.989899,0.989899
nmr_12_10_3.minion,1,0.991667,0.431409,0.991667,0.991667
nmr_12_10_4.minion,1,0.991667,0.431409,0.991667,0.991667
nmr_12_10_5.minion,1,0.991667,0.431409,0.991667,0.991667
nmr_12_11_3.minion,1,0.992424,0.426233,0.992424,0.992424
nmr_12_11_4.minion,1,0.992424,0.426233,0.992424,0.992424
nmr_12_11_5.minion,1,0.992424,0.426233,0.992424,0.992424
nmr_12_12_3.minion,1,0.993056,0.421927,0.993056,0.993056
nmr_12_12_4.minion,1,0.993056,0.421927,0.993056,0.993056
nmr_12_12_5.minion,1,0.993056,0.421927,0.993056,0.993056
nmr_12_5_3.minion,1,0.983333,0.489077,0.983333,0.983333
nmr_12_5_4.minion,1,0.983333,0.489077,0.983333,0.983333
nmr_12_5_5.minion,1,0.983333,0.489077,0.983333,0.983333
nmr_12_6_3.minion,1,0.986111,0.4697,0.986111,0.986111
nmr_12_6_4.minion,1,0.986111,0.4697,0.986111,0.986111
nmr_12_6_5.minion,1,0.986111,0.4697,0.986111,0.986111
nmr_12_7_3.minion,1,0.988095,0.455955,0.988095,0.988095
nmr_12_7_4.minion,1,0.988095,0.455955,0.988095,0.988095
nmr_12_7_5.minion,1,0.988095,0.455955,0.988095,0.988095
nmr_12_8_3.minion,1,0.989583,0.445698,0.989583,0.989583
nmr_12_8_4.minion,1,0.989583,0.445698,0.989583,0.989583
nmr_12_8_5.minion,1,0.989583,0.445698,0.989583,0.989583
nmr_12_9_3.minion,1,0.990741,0.43775,0.990741,0.990741
nmr_12_9_4.minion,1,0.990741,0.43775,0.990741,0.990741
nmr_12_9_5.minion,1,0.990741,0.43775,0.990741,0.990741
nmr_5_10_3.minion,1,0.98,0.509441,0.98,0.98
nmr_5_10_4.minion,1,0.98,0.509441,0.98,0.98
nmr_5_10_5.minion,1,0.98,0.509441,0.98,0.98
nmr_5_11_3.minion,1,0.981818,0.498429,0.981818,0.981818
nmr_5_11_4.minion,1,0.981818,0.498429,0.981818,0.981818
nmr_5_11_5.minion,1,0.981818,0.498429,0.981818,0.981818
nmr_5_12_3.minion,1,0.983333,0.489077,0.983333,0.983333
nmr_5_12_4.minion,1,0.983333,0.489077,0.983333,0.983333
nmr_5_12_5.minion,1,0.983333,0.489077,0.983333,0.983333
nmr_5_5_3.minion,1,0.96,0.616459,0.96,0.96
nmr_5_5_4.minion,1,0.96,0.616459,0.96,0.96
nmr_5_5_5.minion,1,0.96,0.616459,0.96,0.96
nmr_5_6_3.minion,1,0.966667,0.583537,0.966667,0.966667
nmr_5_6_4.minion,1,0.966667,0.583537,0.966667,0.966667
nmr_5_6_5.minion,1,0.966667,0.583537,0.966667,0.966667
nmr_5_7_3.minion,1,0.971429,0.558378,0.971429,0.971429
nmr_5_7_4.minion,1,0.971429,0.558378,0.971429,0.971429
nmr_5_7_5.minion,1,0.971429,0.558378,0.971429,0.971429
nmr_5_8_3.minion,1,0.975,0.538572,0.975,0.975
nmr_5_8_4.minion,1,0.975,0.538572,0.975,0.975
nmr_5_8_5.minion,1,0.975,0.538572,0.975,0.975
nmr_5_9_3.minion,1,0.977778,0.522594,0.977778,0.977778
nmr_5_9_4.minion,1,0.977778,0.522594,0.977778,0.977778
nmr_5_9_5.minion,1,0.977778,0.522594,0.977778,0.977778
nmr_6_10_3.minion,1,0.983333,0.48725,0.983333,0.983333
nmr_6_10_4.minion,1,0.983333,0.48725,0.983333,0.983333
nmr_6_10_5.minion,1,0.983333,0.48725,0.983333,0.983333
nmr_6_11_3.minion,1,0.984848,0.477733,0.984848,0.984848
nmr_6_11_4.minion,1,0.984848,0.477733,0.984848,0.984848
nmr_6_11_5.minion,1,0.984848,0.477733,0.984848,0.984848
nmr_6_12_3.minion,1,0.986111,0.4697,0.986111,0.986111
nmr_6_12_4.minion,1,0.986111,0.4697,0.986111,0.986111
nmr_6_12_5.minion,1,0.986111,0.4697,0.986111,0.986111
nmr_6_5_3.minion,1,0.966667,0.583537,0.966667,0.966667
nmr_6_5_4.minion,1,0.966667,0.583537,0.966667,0.966667
nmr_6_5_5.minion,1,0.966667,0.583537,0.966667,0.966667
nmr_6_6_3.minion,1,0.972222,0.553051,0.972222,0.972222
nmr_6_6_4.minion,1,0.972222,0.553051,0.972222,0.972222
nmr_6_6_5.minion,1,0.972222,0.553051,0.972222,0.972222
nmr_6_7_3.minion,1,0.97619,0.530345,0.97619,0.97619
nmr_6_7_4.minion,1,0.97619,0.530345,0.97619,0.97619
nmr_6_7_5.minion,1,0.97619,0.530345,0.97619,0.97619
nmr_6_8_3.minion,1,0.979167,0.51274,0.979167,0.979167
nmr_6_8_4.minion,1,0.979167,0.51274,0.979167,0.979167
nmr_6_8_5.minion,1,0.979167,0.51274,0.979167,0.979167
nmr_6_9_3.minion,1,0.981481,0.498702,0.981481,0.981481
nmr_6_9_4.minion,1,0.981481,0.498702,0.981481,0.981481
nmr_6_9_5.minion,1,0.981481,0.498702,0.981481,0.981481
nmr_7_10_3.minion,1,0.985714,0.471348,0.985714,0.985714
nmr_7_10_4.minion,1,0.985714,0.471348,0.985714,0.985714
nmr_7_10_5.minion,1,0.985714,0.471348,0.985714,0.985714
nmr_7_11_3.minion,1,0.987013,0.462985,0.987013,0.987013
nmr_7_11_4.minion,1,0.987013,0.462985,0.987013,0.987013
nmr_7_11_5.minion,1,0.987013,0.462985,0.987013,0.987013
nmr_7_12_3.minion,1,0.988095,0.455955,0.988095,0.988095
nmr_7_12_4.minion,1,0.988095,0.455955,0.988095,0.988095
nmr_7_12_5.minion,1,0.988095,0.455955,0.988095,0.988095
nmr_7_5_3.minion,1,0.971429,0.558378,0.971429,0.971429
nmr_7_5_4.minion,1,0.971429,0.558378,0.971429,0.971429
nmr_7_5_5.minion,1,0.971429,0.558378,0.971429,0.971429
nmr_7_6_3.minion,1,0.97619,0.530345,0.97619,0.97619
nmr_7_6_4.minion,1,0.97619,0.530345,0.97619,0.97619
nmr_7_6_5.minion,1,0.97619,0.530345,0.97619,0.97619
nmr_7_7_3.minion,1,0.979592,0.50972,0.979592,0.979592
nmr_7_7_4.minion,1,0.979592,0.50972,0.979592,0.979592
nmr_7_7_5.minion,1,0.979592,0.50972,0.979592,0.979592
nmr_7_8_3.minion,1,0.982143,0.493942,0.982143,0.982143
nmr_7_8_4.minion,1,0.982143,0.493942,0.982143,0.982143
nmr_7_8_5.minion,1,0.982143,0.493942,0.982143,0.982143
nmr_7_9_3.minion,1,0.984127,0.481463,0.984127,0.984127
nmr_7_9_4.minion,1,0.984127,0.481463,0.984127,0.984127
nmr_7_9_5.minion,1,0.984127,0.481463,0.984127,0.984127
nmr_8_10_3.minion,1,0.9875,0.459393,0.9875,0.9875
nmr_8_10_4.minion,1,0.9875,0.459393,0.9875,0.9875
nmr_8_10_5.minion,1,0.9875,0.459393,0.9875,0.9875
nmr_8_11_3.minion,1,0.988636,0.451942,0.988636,0.988636
nmr_8_11_4.minion,1,0.988636,0.451942,0.988636,0.988636
nmr_8_11_5.minion,1,0.988636,0.451942,0.988636,0.988636
nmr_8_12_3.minion,1,0.989583,0.445698,0.989583,0.989583
nmr_8_12_4.minion,1,0.989583,0.445698,0.989583,0.989583
nmr_8_12_5.minion,1,0.989583,0.445698,0.989583,0.989583
nmr_8_5_3.minion,1,0.975,0.538572,0.975,0.975
nmr_8_5_4.minion,1,0.975,0.538572,0.975,0.975
nmr_8_5_5.minion,1,0.975,0.538572,0.975,0.975
nmr_8_6_3.minion,1,0.979167,0.51274,0.979167,0.979167
nmr_8_6_4.minion,1,0.979167,0.51274,0.979167,0.979167
nmr_8_6_5.minion,1,0.979167,0.51274,0.979167,0.979167
nmr_8_7_3.minion,1,0.982143,0.493942,0.982143,0.982143
nmr_8_7_4.minion,1,0.982143,0.493942,0.982143,0.982143
nmr_8_7_5.minion,1,0.982143,0.493942,0.982143,0.982143
nmr_8_8_3.minion,1,0.984375,0.479654,0.984375,0.984375
nmr_8_8_4.minion,1,0.984375,0.479654,0.984375,0.984375
nmr_8_8_5.minion,1,0.984375,0.479654,0.984375,0.984375
nmr_8_9_3.minion,1,0.986111,0.46844,0.986111,0.986111
nmr_8_9_4.minion,1,0.986111,0.46844,0.986111,0.986111
nmr_8_9_5.minion,1,0.986111,0.46844,0.986111,0.986111
nmr_9_10_3.minion,1,0.988889,0.450078,0.988889,0.988889
nmr_9_10_4.minion,1,0.988889,0.450078,0.988889,0.988889
nmr_9_10_5.minion,1,0.988889,0.450078,0.988889,0.988889
nmr_9_11_3.minion,1,0.989899,0.443363,0.989899,0.989899
nmr_9_11_4.minion,1,0.989899,0.443363,0.989899,0.989899
nmr_9_11_5.minion,1,0.989899,0.443363,0.989899,0.989899
nmr_9_12_3.minion,1,0.990741,0.43775,0.990741,0.990741
nmr_9_12_4.minion,1,0.990741,0.43775,0.990741,0.990741
nmr_9_12_5.minion,1,0.990741,0.43775,0.990741,0.990741
nmr_9_5_3.minion,1,0.977778,0.522594,0.977778,0.977778
nmr_9_5_4.minion,1,0.977778,0.522594,0.977778,0.977778
nmr_9_5_5.minion,1,0.977778,0.522594,0.977778,0.977778
nmr_9_6_3.minion,1,0.981481,0.498702,0.981481,0.981481
nmr_9_6_4.minion,1,0.981481,0.498702,0.981481,0.981481
nmr_9_6_5.minion,1,0.981481,0.498702,0.981481,0.981481
nmr_9_7_3.minion,1,0.984127,0.481463,0.984127,0.984127
nmr_9_7_4.minion,1,0.984127,0.481463,0.984127,0.984127
nmr_9_7_5.minion,1,0.984127,0.481463,0.984127,0.984127
nmr_9_8_3.minion,1,0.986111,0.46844,0.986111,0.986111
nmr_9_8_4.minion,1,0.986111,0.46844,0.986111,0.986111
nmr_9_8_5.minion,1,0.986111,0.46844,0.986111,0.986111
nmr_9_9_3.minion,1,0.987654,0.458255,0.987654,0.987654
nmr_9_9_4.minion,1,0.987654,0.458255,0.987654,0.987654
nmr_9_9_5.minion,1,0.987654,0.458255,0.987654,0.987654
ortholatin-10.xml.minion,1,0.33,0.847717,0.336667,0.066667
ortholatin-15.xml.conv.minion,1,0.331852,0.839391,0.334815,0.044444
ortholatin-20.xml.conv.minion,1,0.3325,0.834484,0.334167,0.033333
ortholatin-2.xml.minion,1,0.333333,0.861023,0.416667,0.333333
ortholatin-5.xml.minion,1,0.32,0.863059,0.346667,0.133333
ortholatin-6.xml.minion,1,0.324074,0.859328,0.342593,0.111111
ortholatin-7.xml.minion,1,0.326531,0.85587,0.340136,0.095238
ortholatin-8.xml.minion,1,0.328125,0.852793,0.338542,0.083333
ortholatin-9.xml.minion,1,0.329218,0.850089,0.337449,0.074074
