@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC
@ATTRIBUTE stats_Local_Variance NUMERIC
@ATTRIBUTE normalised_width_of_ordering NUMERIC
@ATTRIBUTE normalised_median_degree NUMERIC
@ATTRIBUTE stats_tightness_mean NUMERIC
@ATTRIBUTE stats_cts_per_var_mean NUMERIC
@ATTRIBUTE stats_tightness_25 NUMERIC
@ATTRIBUTE stats_table_count NUMERIC
@ATTRIBUTE normalised_mean_degree NUMERIC
@ATTRIBUTE clustering_coefficient NUMERIC
@ATTRIBUTE stats_tightness_75 NUMERIC
@ATTRIBUTE stats_tightness_0 NUMERIC
@ATTRIBUTE stats_var_discrete NUMERIC
@ATTRIBUTE stats_cts_per_var_mean_normalised NUMERIC
@ATTRIBUTE stats_arity_mean_normalised NUMERIC
@ATTRIBUTE stats_edge_density NUMERIC
@ATTRIBUTE stats_varcount NUMERIC
@ATTRIBUTE stats_branchingvars NUMERIC
@ATTRIBUTE stats_tightness_50 NUMERIC
@ATTRIBUTE mean_degree NUMERIC
@ATTRIBUTE stats_dom_50 NUMERIC
@ATTRIBUTE stats_conscount NUMERIC
@ATTRIBUTE stats_dom_mean NUMERIC
@ATTRIBUTE normalised_maximum_degree NUMERIC
@ATTRIBUTE normalised_minimum_degree NUMERIC
@ATTRIBUTE stats_literal_tightness_mean NUMERIC
@ATTRIBUTE stats_dom_25 NUMERIC
@ATTRIBUTE stats_literal_tightness_25 NUMERIC
@ATTRIBUTE stats_dom_100 NUMERIC
@ATTRIBUTE stats_tightness_100 NUMERIC
@ATTRIBUTE stats_literal_tightness_50 NUMERIC
@ATTRIBUTE normalised_standard_deviation_of_node_degree NUMERIC

@DATA
rand-2-40-16-250-350-77_ext.xml.minion.gz,1,0.225,0.697768,0.45,0.3,350.444,12.5,329,250,0.3125,0.330634,370,273,40,0.05,0.05,0.320513,40,40,351,12.5,16,250,16,0.45,0.2,34.967186,16,32.666667,16,445,34.9,0.069147
rand-2-40-16-250-350-79_ext.xml.minion.gz,1,0.225,0.697768,0.4,0.325,353.564,12.5,332,250,0.3125,0.296398,374,252,40,0.05,0.05,0.320513,40,40,354,12.5,16,250,16,0.45,0.15,35.409456,16,32.857143,16,458,35.375,0.061492
rand-2-40-16-250-350-7_ext.xml.minion.gz,1,0.225,0.697768,0.4,0.3125,350.744,12.5,328,250,0.3125,0.296832,372,266,40,0.05,0.05,0.320513,40,40,351,12.5,16,250,16,0.45,0.2,35.032443,16,32.666667,16,477,35,0.061237
rand-2-40-16-250-350-9_ext.xml.minion.gz,1,0.225,0.697768,0.425,0.3125,350.568,12.5,329,250,0.3125,0.344085,371,252,40,0.05,0.05,0.320513,40,40,348,12.5,16,250,16,0.5,0.125,34.844982,16,32.153846,16,429,35,0.081009
rand-2-40-180-84-900-11_ext.xml.minion.gz,1,0.075,0.734779,0.2,0.1,900.011905,4.2,894,84,0.105,0.16244,906,871,40,0.05,0.05,0.107692,40,40,899,4.2,180,84,180,0.2,0.025,?,180,?,180,921,?,0.044088
rand-2-40-180-84-900-13_ext.xml.minion.gz,1,0.075,0.734779,0.175,0.1,897.880952,4.2,892,84,0.105,0.164881,905,874,40,0.05,0.05,0.107692,40,40,898,4.2,180,84,180,0.225,0.025,?,180,?,180,918,?,0.046165
rand-2-40-180-84-900-15_ext.xml.minion.gz,1,0.1,0.734779,0.125,0.1,900.059524,4.2,894,84,0.105,0.107976,907,876,40,0.05,0.05,0.107692,40,40,901,4.2,180,84,180,0.225,0.025,?,180,?,180,921,?,0.048798
rand-2-40-180-84-900-17_ext.xml.minion.gz,1,0.075,0.734779,0.125,0.1,899.488095,4.2,894,84,0.105,0.166369,906,871,40,0.05,0.05,0.107692,40,40,900,4.2,180,84,180,0.2,0.025,?,180,?,180,920,?,0.044791
rand-2-40-180-84-900-19_ext.xml.minion.gz,1,0.075,0.734779,0.15,0.1,899.25,4.2,893,84,0.105,0.06119,907,873,40,0.05,0.05,0.107692,40,40,900,4.2,180,84,180,0.2,0.025,?,180,?,180,918,?,0.039607
rand-2-40-180-84-900-1_ext.xml.minion.gz,1,0.075,0.734779,0.225,0.1,901.607143,4.2,896,84,0.105,0.149286,909,874,40,0.05,0.05,0.107692,40,40,902,4.2,180,84,180,0.225,0.025,?,180,?,180,921,?,0.049434
rand-2-40-180-84-900-21_ext.xml.minion.gz,1,0.075,0.734779,0.175,0.1,898.75,4.2,893,84,0.105,0.091905,904,876,40,0.05,0.05,0.107692,40,40,900,4.2,180,84,180,0.2,0.025,?,180,?,180,935,?,0.037165
rand-2-40-180-84-900-23_ext.xml.minion.gz,1,0.075,0.734779,0.2,0.1,899.464286,4.2,893,84,0.105,0.075714,905,877,40,0.05,0.05,0.107692,40,40,899,4.2,180,84,180,0.2,0.025,?,180,?,180,922,?,0.040774
rand-2-40-180-84-900-25_ext.xml.minion.gz,1,0.075,0.734779,0.175,0.1,899.916667,4.2,894,84,0.105,0.13379,907,872,40,0.05,0.05,0.107692,40,40,900,4.2,180,84,180,0.25,0.025,?,180,?,180,922,?,0.058417
rand-2-40-180-84-900-27_ext.xml.minion.gz,1,0.075,0.734779,0.2,0.1,898.52381,4.2,891,84,0.105,0.10119,906,881,40,0.05,0.05,0.107692,40,40,899,4.2,180,84,180,0.2,0.025,?,180,?,180,921,?,0.044791
rand-2-40-180-84-900-29_ext.xml.minion.gz,1,0.075,0.734779,0.15,0.1,899.845238,4.2,892,84,0.105,0.13871,908,869,40,0.05,0.05,0.107692,40,40,901,4.2,180,84,180,0.225,0.025,?,180,?,180,921,?,0.049434
rand-2-40-180-84-900-31_ext.xml.minion.gz,1,0.075,0.734779,0.2,0.1,901.583333,4.2,894,84,0.105,0.128968,908,874,40,0.05,0.05,0.107692,40,40,903,4.2,180,84,180,0.25,0.025,?,180,?,180,927,?,0.042647
rand-2-40-180-84-900-33_ext.xml.minion.gz,1,0.075,0.734779,0.15,0.1,897.77381,4.2,892,84,0.105,0.053452,904,877,40,0.05,0.05,0.107692,40,40,898,4.2,180,84,180,0.175,0.025,?,180,?,180,925,?,0.03881
rand-2-40-180-84-900-35_ext.xml.minion.gz,1,0.075,0.734779,0.175,0.1,900.904762,4.2,894,84,0.105,0.112262,907,882,40,0.05,0.05,0.107692,40,40,902,4.2,180,84,180,0.2,0.025,?,180,?,180,930,?,0.051599
rand-2-40-180-84-900-37_ext.xml.minion.gz,1,0.075,0.734779,0.15,0.1,899.869048,4.2,895,84,0.105,0.111548,906,880,40,0.05,0.05,0.107692,40,40,901,4.2,180,84,180,0.2,0.025,?,180,?,180,918,?,0.042647
rand-2-40-180-84-900-39_ext.xml.minion.gz,1,0.075,0.734779,0.15,0.1,902.27381,4.2,897,84,0.105,0.100417,910,878,40,0.05,0.05,0.107692,40,40,901,4.2,180,84,180,0.225,0.025,?,180,?,180,932,?,0.05099
rand-2-40-180-84-900-3_ext.xml.minion.gz,1,0.075,0.734779,0.15,0.1,899.690476,4.2,894,84,0.105,0.142083,907,880,40,0.05,0.05,0.107692,40,40,899,4.2,180,84,180,0.25,0.025,?,180,?,180,919,?,0.053092
rand-2-40-180-84-900-41_ext.xml.minion.gz,1,0.075,0.734779,0.175,0.1,900.785714,4.2,895,84,0.105,0.111548,907,878,40,0.05,0.05,0.107692,40,40,901,4.2,180,84,180,0.225,0.025,?,180,?,180,919,?,0.048153
rand-2-40-180-84-900-43_ext.xml.minion.gz,1,0.075,0.734779,0.175,0.1,900.059524,4.2,893,84,0.105,0.157659,908,876,40,0.05,0.05,0.107692,40,40,900,4.2,180,84,180,0.25,0.025,?,180,?,180,922,?,0.0475
rand-2-40-180-84-900-45_ext.xml.minion.gz,1,0.075,0.734779,0.2,0.1,901.714286,4.2,895,84,0.105,0.087897,910,875,40,0.05,0.05,0.107692,40,40,903,4.2,180,84,180,0.225,0.025,?,180,?,180,924,?,0.048153
rand-2-40-180-84-900-47_ext.xml.minion.gz,1,0.075,0.734779,0.125,0.1,900.297619,4.2,893,84,0.105,0.055119,906,870,40,0.05,0.05,0.107692,40,40,900,4.2,180,84,180,0.2,0.025,?,180,?,180,922,?,0.037165
rand-2-40-180-84-900-49_ext.xml.minion.gz,1,0.075,0.734779,0.15,0.1,900.666667,4.2,895,84,0.105,0.094405,906,877,40,0.05,0.05,0.107692,40,40,902,4.2,180,84,180,0.2,0.05,?,180,?,180,923,?,0.044088
rand-2-40-180-84-900-51_ext.xml.minion.gz,1,0.075,0.734779,0.15,0.1,900.416667,4.2,895,84,0.105,0.091905,909,873,40,0.05,0.05,0.107692,40,40,900,4.2,180,84,180,0.175,0.05,?,180,?,180,928,?,0.035444
rand-2-40-180-84-900-53_ext.xml.minion.gz,1,0.075,0.734779,0.175,0.1,899.75,4.2,894,84,0.105,0.073512,907,880,40,0.05,0.05,0.107692,40,40,900,4.2,180,84,180,0.2,0.025,?,180,?,180,916,?,0.044791
rand-2-40-180-84-900-55_ext.xml.minion.gz,1,0.075,0.734779,0.175,0.1,899.178571,4.2,894,84,0.105,0.073988,905,882,40,0.05,0.05,0.107692,40,40,898,4.2,180,84,180,0.225,0.025,?,180,?,180,927,?,0.040389
rand-2-40-180-84-900-57_ext.xml.minion.gz,1,0.075,0.734779,0.15,0.1,897.095238,4.2,891,84,0.105,0.127024,904,870,40,0.05,0.05,0.107692,40,40,898,4.2,180,84,180,0.175,0.025,?,180,?,180,920,?,0.044791
rand-2-40-180-84-900-59_ext.xml.minion.gz,1,0.075,0.734779,0.175,0.1,899.154762,4.2,895,84,0.105,0.092857,905,874,40,0.05,0.05,0.107692,40,40,899,4.2,180,84,180,0.175,0.025,?,180,?,180,927,?,0.041533
rand-2-40-180-84-900-5_ext.xml.minion.gz,1,0.075,0.734779,0.175,0.1,898.678571,4.2,891,84,0.105,0.049306,907,872,40,0.05,0.05,0.107692,40,40,901,4.2,180,84,180,0.25,0.025,?,180,?,180,920,?,0.042279
rand-2-40-180-84-900-61_ext.xml.minion.gz,1,0.075,0.734779,0.125,0.1,899.928571,4.2,894,84,0.105,0.079524,908,873,40,0.05,0.05,0.107692,40,40,900,4.2,180,84,180,0.25,0.025,?,180,?,180,918,?,0.043732
rand-2-40-180-84-900-63_ext.xml.minion.gz,1,0.075,0.734779,0.175,0.1,898.892857,4.2,892,84,0.105,0.082738,906,876,40,0.05,0.05,0.107692,40,40,899,4.2,180,84,180,0.175,0.025,?,180,?,180,926,?,0.046165
rand-2-40-180-84-900-65_ext.xml.minion.gz,1,0.075,0.734779,0.15,0.1,900.345238,4.2,895,84,0.105,0.093571,907,875,40,0.05,0.05,0.107692,40,40,901,4.2,180,84,180,0.175,0.025,?,180,?,180,930,?,0.041155
rand-2-40-180-84-900-67_ext.xml.minion.gz,1,0.075,0.734779,0.175,0.1,900.166667,4.2,895,84,0.105,0.11631,906,883,40,0.05,0.05,0.107692,40,40,901,4.2,180,84,180,0.2,0.025,?,180,?,180,923,?,0.049749
rand-2-40-180-84-900-69_ext.xml.minion.gz,1,0.075,0.734779,0.225,0.1,897.845238,4.2,892,84,0.105,0.093095,904,881,40,0.05,0.05,0.107692,40,40,899,4.2,180,84,180,0.225,0.025,?,180,?,180,918,?,0.044441
rand-2-40-180-84-900-71_ext.xml.minion.gz,1,0.075,0.734779,0.2,0.1,900.083333,4.2,894,84,0.105,0.076607,908,880,40,0.05,0.05,0.107692,40,40,900,4.2,180,84,180,0.2,0.025,?,180,?,180,924,?,0.046165
rand-2-40-180-84-900-73_ext.xml.minion.gz,1,0.075,0.734779,0.175,0.1,901.202381,4.2,896,84,0.105,0.060278,909,871,40,0.05,0.05,0.107692,40,40,902,4.2,180,84,180,0.225,0.025,?,180,?,180,926,?,0.048477
rand-2-40-180-84-900-75_ext.xml.minion.gz,1,0.075,0.734779,0.175,0.1,899.988095,4.2,895,84,0.105,0.047262,905,876,40,0.05,0.05,0.107692,40,40,901,4.2,180,84,180,0.2,0.025,?,180,?,180,919,?,0.0475
rand-2-40-180-84-900-77_ext.xml.minion.gz,1,0.075,0.734779,0.15,0.1,899.095238,4.2,894,84,0.105,0.146012,907,871,40,0.05,0.05,0.107692,40,40,899,4.2,180,84,180,0.225,0.025,?,180,?,180,918,?,0.04717
rand-2-40-180-84-900-79_ext.xml.minion.gz,1,0.075,0.734779,0.175,0.125,898.72619,4.2,890,84,0.105,0.063571,907,877,40,0.05,0.05,0.107692,40,40,900,4.2,180,84,180,0.25,0.025,?,180,?,180,920,?,0.050062
rand-2-40-180-84-900-7_ext.xml.minion.gz,1,0.075,0.734779,0.15,0.1,901.154762,4.2,894,84,0.105,0.128095,908,878,40,0.05,0.05,0.107692,40,40,901,4.2,180,84,180,0.2,0.025,?,180,?,180,920,?,0.045826
rand-2-40-180-84-900-9_ext.xml.minion.gz,1,0.075,0.734779,0.2,0.1,899.702381,4.2,895,84,0.105,0.051885,905,882,40,0.05,0.05,0.107692,40,40,899,4.2,180,84,180,0.225,0.025,?,180,?,180,922,?,0.049434
rand-2-40-19-443-230-11_ext.xml.minion.gz,1,0.3,0.715085,0.5,0.425,284.745562,16.9,226,338,0.4225,0.431942,383,198,40,0.05,0.05,0.433333,40,40,239,16.9,19,338,19,0.575,0.225,28.424382,19,25.944444,19,659,28.2,0.078222
rand-2-40-19-443-230-13_ext.xml.minion.gz,1,0.325,0.714586,0.5,0.425,280.312865,17.1,222,342,0.4275,0.428431,371,190,40,0.05,0.05,0.438462,40,40,234,17.1,19,342,19,0.6,0.275,27.966578,19,25.631579,19,630,27.894737,0.077419
rand-2-40-19-443-230-15_ext.xml.minion.gz,1,0.3,0.715725,0.525,0.425,287.522523,16.65,227,333,0.41625,0.447875,384,203,40,0.05,0.05,0.426923,40,40,237,16.65,19,333,19,0.575,0.25,28.439504,19,26.318182,19,636,28.3,0.082073
rand-2-40-19-443-230-17_ext.xml.minion.gz,1,0.325,0.703886,0.5,0.45,277.956897,17.4,225,348,0.435,0.448979,267,196,40,0.05,0.05,0.446154,40,40,235,17.4,19,348,19,0.55,0.275,27.716741,19,25.55,19,657,27.6875,0.067268
rand-2-40-19-443-230-19_ext.xml.minion.gz,1,0.3,0.718812,0.525,0.4,283.522388,16.75,224,335,0.41875,0.438339,380,197,40,0.05,0.05,0.429487,40,40,234,16.75,19,335,19,0.6,0.25,28.441505,19,25.875,19,642,28.55,0.087455
rand-2-40-19-443-230-1_ext.xml.minion.gz,1,0.325,0.710798,0.5,0.425,278.052023,17.3,225,346,0.4325,0.445879,262,188,40,0.05,0.05,0.44359,40,40,236,17.3,19,346,19,0.6,0.25,27.667703,19,25.578947,19,634,27.526316,0.068966
rand-2-40-19-443-230-21_ext.xml.minion.gz,1,0.325,0.719225,0.475,0.4125,285.963855,16.6,223,332,0.415,0.414869,390,193,40,0.05,0.05,0.425641,40,40,236,16.6,19,332,19,0.6,0.25,28.637289,19,26.208333,19,662,28.529412,0.063934
rand-2-40-19-443-230-23_ext.xml.minion.gz,1,0.325,0.724046,0.55,0.4,285.744745,16.65,224,333,0.41625,0.418495,381,195,40,0.05,0.05,0.426923,40,40,236,16.65,19,333,19,0.575,0.25,28.592644,19,26.333333,19,661,28.571429,0.075529
rand-2-40-19-443-230-25_ext.xml.minion.gz,1,0.325,0.718272,0.475,0.425,282.778761,16.95,225,339,0.42375,0.440464,375,192,40,0.05,0.05,0.434615,40,40,235,16.95,19,339,19,0.65,0.225,28.207403,19,25.769231,19,651,28.052632,0.074572
rand-2-40-19-443-230-27_ext.xml.minion.gz,1,0.3,0.729689,0.475,0.425,281.37574,16.9,223,338,0.4225,0.431325,258,194,40,0.05,0.05,0.433333,40,40,235,16.9,19,338,19,0.575,0.275,28.138536,19,25.176471,19,657,27.875,0.089757
rand-2-40-19-443-230-29_ext.xml.minion.gz,1,0.325,0.724499,0.525,0.4,288.6,16.5,225,330,0.4125,0.426352,389,190,40,0.05,0.05,0.423077,40,40,238,16.5,19,330,19,0.55,0.25,28.671735,19,26.222222,19,677,28.555556,0.071807
rand-2-40-19-443-230-31_ext.xml.minion.gz,1,0.325,0.716117,0.475,0.4,287.606061,16.5,223,330,0.4125,0.417719,390,187,40,0.05,0.05,0.423077,40,40,238,16.5,19,330,19,0.55,0.25,28.941924,19,25.9,19,642,28.736842,0.073527
rand-2-40-19-443-230-33_ext.xml.minion.gz,1,0.325,0.715725,0.45,0.425,285.675676,16.65,224,333,0.41625,0.415204,387,197,40,0.05,0.05,0.426923,40,40,236,16.65,19,333,19,0.525,0.2,28.629654,19,26.263158,19,740,28.5,0.066509
rand-2-40-19-443-230-35_ext.xml.minion.gz,1,0.325,0.707775,0.45,0.425,279.241983,17.15,224,343,0.42875,0.429132,364,195,40,0.05,0.05,0.439744,40,40,236,17.15,19,343,19,0.525,0.3,27.983464,19,25.444444,19,723,27.666667,0.059306
rand-2-40-19-443-230-37_ext.xml.minion.gz,1,0.3,0.713654,0.525,0.425,283.5625,16.8,226,336,0.42,0.418381,383,198,40,0.05,0.05,0.430769,40,40,235,16.8,19,336,19,0.55,0.275,28.382063,19,26.181818,19,648,28.5,0.067129
rand-2-40-19-443-230-39_ext.xml.minion.gz,1,0.325,0.706941,0.425,0.425,275.709402,17.55,224,351,0.43875,0.445852,254,196,40,0.05,0.05,0.45,40,40,235,17.55,19,351,19,0.6,0.3,27.465845,19,25,19,677,27.434783,0.074151
rand-2-40-19-443-230-3_ext.xml.minion.gz,1,0.325,0.711487,0.5,0.425,281.555882,17,225,340,0.425,0.435949,380,197,40,0.05,0.05,0.435897,40,40,237,17,19,340,19,0.575,0.275,28.19711,19,26.153846,19,693,28.052632,0.07746
rand-2-40-19-443-230-41_ext.xml.minion.gz,1,0.3,0.713287,0.575,0.425,282.737463,16.95,225,339,0.42375,0.445936,382,187,40,0.05,0.05,0.434615,40,40,236,16.95,19,339,19,0.6,0.2,28.266001,19,26,19,665,28.1875,0.091336
rand-2-40-19-443-230-43_ext.xml.minion.gz,1,0.325,0.713166,0.55,0.425,282.102941,17,226,340,0.425,0.436515,375,198,40,0.05,0.05,0.435897,40,40,237,17,19,340,19,0.55,0.325,28.106411,19,25.777778,19,688,28.266667,0.068465
rand-2-40-19-443-230-45_ext.xml.minion.gz,1,0.325,0.714096,0.475,0.425,277.216763,17.3,224,346,0.4325,0.448461,255,197,40,0.05,0.05,0.44359,40,40,233,17.3,19,346,19,0.625,0.275,27.759485,19,25.545455,19,640,27.705882,0.082196
rand-2-40-19-443-230-47_ext.xml.minion.gz,1,0.325,0.713855,0.5,0.45,276.655172,17.4,225,348,0.435,0.442804,257,194,40,0.05,0.05,0.446154,40,40,236,17.4,19,348,19,0.6,0.275,27.670717,19,25.263158,19,565,27.315789,0.067961
rand-2-40-19-443-230-49_ext.xml.minion.gz,1,0.35,0.710573,0.5,0.4125,276.442529,17.4,225,348,0.435,0.443194,257,197,40,0.05,0.05,0.446154,40,40,235,17.4,19,348,19,0.65,0.3,27.686425,19,25.466667,19,632,27.625,0.077822
rand-2-40-19-443-230-5_ext.xml.minion.gz,1,0.3,0.723896,0.475,0.4,285.341317,16.7,225,334,0.4175,0.446034,374,194,40,0.05,0.05,0.428205,40,40,236,16.7,19,334,19,0.575,0.275,28.496947,19,26.052632,19,648,28.444444,0.084447
rand-2-40-19-443-230-7_ext.xml.minion.gz,1,0.325,0.717411,0.45,0.4125,287.084084,16.65,226,333,0.41625,0.405404,386,202,40,0.05,0.05,0.426923,40,40,237,16.65,19,333,19,0.525,0.275,28.596711,19,26.388889,19,664,28.666667,0.059569
rand-2-40-19-443-230-9_ext.xml.minion.gz,1,0.325,0.712926,0.525,0.425,282.263158,17.1,225,342,0.4275,0.453018,380,192,40,0.05,0.05,0.438462,40,40,237,17.1,19,342,19,0.6,0.225,28.146817,19,25.944444,19,604,28,0.082689
rand-2-40-19-443-230-fcd-11_ext.xml.minion.gz,1,0.3,0.715085,0.5,0.425,282.674556,16.9,224,338,0.4225,0.431942,384,196,40,0.05,0.05,0.433333,40,40,236,16.9,19,338,19,0.575,0.225,28.386785,19,25.869565,19,696,28.125,0.078222
rand-2-40-19-443-230-fcd-13_ext.xml.minion.gz,1,0.325,0.714586,0.5,0.425,279.561404,17.1,223,342,0.4275,0.428431,363,187,40,0.05,0.05,0.438462,40,40,236,17.1,19,342,19,0.6,0.275,27.938793,19,25.4,19,650,27.764706,0.077419
rand-2-40-19-443-230-fcd-15_ext.xml.minion.gz,1,0.3,0.715725,0.525,0.425,288.276276,16.65,227,333,0.41625,0.447875,389,199,40,0.05,0.05,0.426923,40,40,237,16.65,19,333,19,0.575,0.25,28.495529,19,26.125,19,682,28.25,0.082073
rand-2-40-19-443-230-fcd-17_ext.xml.minion.gz,1,0.325,0.703886,0.5,0.45,276.140805,17.4,224,348,0.435,0.448979,257,187,40,0.05,0.05,0.446154,40,40,235,17.4,19,348,19,0.55,0.275,27.690057,19,25.409091,19,646,27.666667,0.067268
rand-2-40-19-443-230-fcd-19_ext.xml.minion.gz,1,0.3,0.718812,0.525,0.4,283.907463,16.75,224,335,0.41875,0.438339,381,198,40,0.05,0.05,0.429487,40,40,235,16.75,19,335,19,0.6,0.25,28.457366,19,25.923077,19,674,28.333333,0.087455
rand-2-40-19-443-230-fcd-21_ext.xml.minion.gz,1,0.325,0.719225,0.475,0.4125,285.927711,16.6,224,332,0.415,0.414869,385,199,40,0.05,0.05,0.425641,40,40,235,16.6,19,332,19,0.6,0.25,28.619105,19,26.380952,19,683,28.416667,0.063934
rand-2-40-19-443-230-fcd-23_ext.xml.minion.gz,1,0.325,0.724046,0.55,0.4,285.36036,16.65,226,333,0.41625,0.418495,382,183,40,0.05,0.05,0.426923,40,40,236,16.65,19,333,19,0.575,0.25,28.495707,19,26.076923,19,638,28.590909,0.075529
rand-2-40-19-443-230-fcd-25_ext.xml.minion.gz,1,0.325,0.718272,0.475,0.425,281.569322,16.95,225,339,0.42375,0.440464,371,186,40,0.05,0.05,0.434615,40,40,235,16.95,19,339,19,0.65,0.225,28.16367,19,25.882353,19,681,28.210526,0.074572
rand-2-40-19-443-230-fcd-27_ext.xml.minion.gz,1,0.3,0.729689,0.475,0.425,281.532544,16.9,225,338,0.4225,0.431325,263,187,40,0.05,0.05,0.433333,40,40,235,16.9,19,338,19,0.575,0.275,28.120389,19,25.368421,19,661,27.65,0.089757
rand-2-40-19-443-230-fcd-29_ext.xml.minion.gz,1,0.325,0.724499,0.525,0.4,286.478788,16.5,224,330,0.4125,0.426352,385,189,40,0.05,0.05,0.423077,40,40,235,16.5,19,330,19,0.55,0.25,28.567879,19,25.954545,19,690,28.4,0.071807
rand-2-40-19-443-230-fcd-31_ext.xml.minion.gz,1,0.325,0.716117,0.475,0.4,288.872727,16.5,225,330,0.4125,0.417719,396,181,40,0.05,0.05,0.423077,40,40,236,16.5,19,330,19,0.55,0.25,28.92612,19,26.133333,19,651,28.666667,0.073527
rand-2-40-19-443-230-fcd-33_ext.xml.minion.gz,1,0.325,0.715725,0.45,0.425,284.990991,16.65,223,333,0.41625,0.415204,390,200,40,0.05,0.05,0.426923,40,40,237,16.65,19,333,19,0.525,0.2,28.639539,19,26.529412,19,692,28.526316,0.066509
rand-2-40-19-443-230-fcd-35_ext.xml.minion.gz,1,0.325,0.707775,0.45,0.425,279.956268,17.15,225,343,0.42875,0.429132,353,190,40,0.05,0.05,0.439744,40,40,238,17.15,19,343,19,0.525,0.3,27.974723,19,25.444444,19,714,27.611111,0.059306
rand-2-40-19-443-230-fcd-37_ext.xml.minion.gz,1,0.3,0.713654,0.525,0.425,285.136905,16.8,226,336,0.42,0.418381,385,196,40,0.05,0.05,0.430769,40,40,238,16.8,19,336,19,0.55,0.275,28.438214,19,26.1,19,608,28.421053,0.067129
rand-2-40-19-443-230-fcd-39_ext.xml.minion.gz,1,0.325,0.706941,0.425,0.425,275.740741,17.55,225,351,0.43875,0.445852,255,202,40,0.05,0.05,0.45,40,40,235,17.55,19,351,19,0.6,0.3,27.446073,19,25,19,662,27.294118,0.074151
rand-2-40-19-443-230-fcd-41_ext.xml.minion.gz,1,0.3,0.713287,0.575,0.425,282.053097,16.95,224,339,0.42375,0.445936,379,189,40,0.05,0.05,0.434615,40,40,235,16.95,19,339,19,0.6,0.2,28.236247,19,25.714286,19,683,28.083333,0.091336
rand-2-40-19-443-230-fcd-43_ext.xml.minion.gz,1,0.325,0.713166,0.55,0.425,282.888235,17,225,340,0.425,0.436515,385,195,40,0.05,0.05,0.435897,40,40,236,17,19,340,19,0.55,0.325,28.14588,19,25.933333,19,635,28.235294,0.068465
rand-2-40-19-443-230-fcd-45_ext.xml.minion.gz,1,0.325,0.714096,0.475,0.425,277.260116,17.3,224,346,0.4325,0.448461,258,191,40,0.05,0.05,0.44359,40,40,234,17.3,19,346,19,0.625,0.275,27.710367,19,25.315789,19,671,27.5625,0.082196
rand-2-40-19-443-230-fcd-47_ext.xml.minion.gz,1,0.325,0.713855,0.5,0.45,276.33046,17.4,223,348,0.435,0.442804,258,192,40,0.05,0.05,0.446154,40,40,236,17.4,19,348,19,0.6,0.275,27.67035,19,25.266667,19,584,27.4375,0.067961
rand-2-40-19-443-230-fcd-49_ext.xml.minion.gz,1,0.35,0.710573,0.5,0.4125,277.12931,17.4,223,348,0.435,0.443194,256,197,40,0.05,0.05,0.446154,40,40,235,17.4,19,348,19,0.65,0.3,27.714749,19,25.375,19,665,27.533333,0.077822
rand-2-40-25-180-500-11_ext.xml.minion.gz,1,0.15,0.849132,0.3,0.225,503.216667,9,486,180,0.225,0.224139,525,423,40,0.05,0.05,0.230769,40,40,502,9,25,180,25,0.325,0.1,50.466089,25,47.923077,25,567,50.375,0.056181
rand-2-40-25-180-500-13_ext.xml.minion.gz,1,0.15,0.851123,0.275,0.225,498.483333,9,480,180,0.225,0.241138,517,405,40,0.05,0.05,0.230769,40,40,497,9,25,180,25,0.325,0.05,49.819683,25,47.285714,25,585,49.857143,0.064469
rand-2-40-25-180-500-15_ext.xml.minion.gz,1,0.15,0.851123,0.325,0.225,499.366667,9,485,180,0.225,0.233539,517,424,40,0.05,0.05,0.230769,40,40,501,9,25,180,25,0.375,0.075,50.178466,25,47.666667,25,556,50.1,0.061745
rand-2-40-25-180-500-17_ext.xml.minion.gz,1,0.15,0.850643,0.275,0.225,502.538889,9,484,180,0.225,0.246187,519,453,40,0.05,0.05,0.230769,40,40,501,9,25,180,25,0.35,0.125,50.21203,25,47.666667,25,564,50.125,0.056734
rand-2-40-25-180-500-19_ext.xml.minion.gz,1,0.15,0.849506,0.35,0.2,501.233333,9,484,180,0.225,0.232814,516,429,40,0.05,0.05,0.230769,40,40,501,9,25,180,25,0.4,0.125,50.205885,25,47.545455,25,581,50.375,0.063738
rand-2-40-25-180-500-1_ext.xml.minion.gz,1,0.15,0.851212,0.275,0.225,498.194444,9,483,180,0.225,0.221171,518,419,40,0.05,0.05,0.230769,40,40,499,9,25,180,25,0.35,0.1,49.868356,25,47.285714,25,567,49.714286,0.060725
rand-2-40-25-180-500-21_ext.xml.minion.gz,1,0.175,0.847799,0.325,0.225,497.494444,9,479,180,0.225,0.242271,515,444,40,0.05,0.05,0.230769,40,40,499,9,25,180,25,0.425,0.125,49.869369,25,47.444444,25,568,50,0.061492
rand-2-40-25-180-500-23_ext.xml.minion.gz,1,0.175,0.851212,0.3,0.225,498.116667,9,484,180,0.225,0.230257,514,434,40,0.05,0.05,0.230769,40,40,497,9,25,180,25,0.35,0.125,49.762872,25,47.166667,25,572,49.833333,0.053327
