@RELATION 'FEATURE_VALUES-SAT12-RAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC

@DATA
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v350-c1491-S1507171828-044.SATISFIABLE.cnf,1,1491,1483,0.0088,341,0.0175,0.0089,0.0089,75,0.0043,83,67,67,75.141,350,12.9336,0.0147,75,10.8849,0.0054,0.0027,0.3391,0.9957,75.123,0.0464,83,0,4,0.0292,4001,0.0853,0.0223,0.0836
SAT_Competition2007/random/LargeSize/5SAT/v700/unif-k5-r20-v700-c14000-S643005221-14.cnf,1,14000,14000,0.0071,700,0.0218,0.0071,0.0071,134,0.0014,145,122,123,134.878,700,37.4328,0.0071,135,30.625,0.0169,0.0052,0.4885,1.1125,133.694,0.0016,147,0.0006,3,0.0011,69,0.0734,0.0097,0.0023
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/540/unif-k3-r4.25-v540-c2295-S1404929091-050.cnf,1,2295,2284,0.0057,529,0.0113,0.0057,0.0057,117,0.0029,127,107,107,117.414,540,19.5274,0.0076,117,15.7272,0.0039,0.0022,0.3135,0.9146,117.017,0.0406,128,0.0004,4,0.0259,3861,0.0711,0.0118,0.0715
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v750-c3195-S397702672-080.SATISFIABLE.cnf,1,3195,3181,0.0041,734,0.0082,0.0041,0.0041,161,0.0021,174,150,150,162.038,750,25.46,0.0068,162,19.8366,0.0031,0.0016,0.3015,0.8737,161.593,0.0434,174,0.0003,4.0205,0.0263,3514,0.0623,0.0088,0.0774
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1650617512-037.SATISFIABLE.cnf,1,3195,3195,0.0333,150,0.0441,0.0333,0.0333,30,0.0064,35,25,24,29.8021,150,12.3314,0.0333,30,11.2924,0.0413,0.0238,0.5432,1.4741,29.7985,0.001,35,0.0022,3,0.0006,4135,0.1402,0.0419,0.0015
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/500/unif-k3-r4.25-v500-c2125-S95953046-044.cnf,1,2125,2115,0.0061,489,0.0122,0.0062,0.0062,109,0.003,118,99,99,108.326,500,17.4874,0.0102,108,14.2551,0.0047,0.0024,0.3226,0.9363,108.582,0.0469,118,0,4,0.0259,3835,0.0728,0.0123,0.0822
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v10000-c42000-S709804505-031-UNKNOWN.cnf,1,42000,41704,0.0003,9748,0.0006,0.0003,0.0003,2121.5,0.0002,2180,2070,2080,2008.16,10000,385.526,0.0005,2112,165.375,0.0001,0,0.245,0.6853,2128.58,0.0466,2152,0,5.0024,0.0283,17,0.2426,0.0007,0.0778
SAT_Competition2007/random/2+p/p0.7/v4500/unif2p-p0.7-v4500-c12015-S1311582577-17-UNSAT.cnf,1,12014,10275,0.0006,3263,0.0019,0.0009,0.0009,682,0.0004,710,659,657,678.987,4500,62.5817,0.0025,684,47.4133,0.0001,0.0001,0.2054,0.5829,683.16,0.1034,705,0,5.7435,0.0594,1467,0.0863,0.0036,0.1674
SAT_Competition2007/random/LargeSize/7SAT/v180/unif-k7-r85-v180-c15300-S467706592-03.cnf,1,15300,15300,0.0389,180,0.0117,0.0389,0.0389,30,0.0024,36,25,24,29.7784,180,16.5017,0.0389,29,16.6712,0.0117,0.0342,0.6342,1.644,29.7868,0.0001,35,0.0014,2,0.0001,4201,0.1478,0.0426,0.0001
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v700-c2982-S826445785-043.UNKNOWN.cnf,1,2982,2959,0.0044,684,0.0088,0.0044,0.0044,150,0.0022,162,139,139,150.061,700,28.6591,0.0058,150,22.4382,0.0037,0.0017,0.2977,0.8933,150.12,0.0423,161,0.0003,4,0.0238,3689,0.0632,0.0084,0.0715
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/220/unif-k7-r85-v220-c18700-S193214747-044.cnf,1,18700,18700,0.0318,220,0.0117,0.0318,0.0318,36,0.0021,43,30,30,36.5489,220,19.5261,0.0318,36,19.9304,0.0117,0.0276,0.6269,1.5688,36.0638,0.0001,43,0.0013,2,0.0001,300,0.1401,0.0356,0.0001
SAT_Competition2007/random/OnTreshold/5SAT/v130/unif-k5-r21.3-v130-c2769-S1253549494-19.UNSAT.shuffled.cnf,1,2769,2769,0.0385,130,0.0449,0.0385,0.0385,26,0.0073,31,21,21,25.83,130,11.0452,0.0385,26,10.1069,0.0423,0.0307,0.5515,1.519,25.7579,0.001,31,0.0036,2.9922,0.0007,4157,0.15,0.0484,0.0014
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1500-c30000-S64154096-097-UNKNOWN.cnf,1,30000,30000,0.0033,1500,0.0117,0.0033,0.0033,291,0.0006,308,272,274,288.163,1500,80.1573,0.0033,288,60.1653,0.0085,0.0023,0.4653,0.9817,291.074,0.0015,304,0.0002,3,0.001,23,0.0421,0.0046,0.0024
SAT_Competition2007/random/LargeSize/7SAT/v160/unif-k7-r85-v160-c13600-S498187802-14.cnf,1,13600,13600,0.0437,160,0.0117,0.0437,0.0437,26,0.0026,32,22,22,26.4219,160,14.6652,0.0437,26,14.9907,0.0117,0.0395,0.6373,1.6629,26.5533,0.0001,32,0.0017,2,0.0001,4272,0.154,0.0474,0.0001
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v80-c7120-S1968028041-077.UNKNOWN.cnf,1,7120,7120,0.0875,80,0.0111,0.0875,0.0875,14,0.0056,17,10,10,13.72,80,9.6606,0.0875,14,9.3942,0.0111,0.0806,0.6704,1.9737,13.7879,0.0001,17,0.0037,2,0,4350,0.1986,0.0972,0.0001
SAT_Competition2007/random/LargeSize/5SAT/v800/unif-k5-r20-v800-c16000-S1063466123-05.cnf,1,16000,16000,0.0063,800,0.0196,0.0063,0.0063,154,0.0011,166,140,142,152.993,800,45.6974,0.0063,153,36.6986,0.0144,0.0043,0.4825,1.0907,153.904,0.0015,167,0.0004,3,0.001,57,0.0799,0.0089,0.0023
SAT_Competition2007/random/LargeSize/5SAT/v700/unif-k5-r20-v700-c14000-S1691487811-15.cnf,1,14000,14000,0.0071,700,0.0218,0.0071,0.0071,134,0.0013,146,122,121,133.823,700,39.7612,0.0071,134,34.4315,0.0167,0.0052,0.4851,1.0964,133.898,0.0014,146,0.0004,3,0.0009,69,0.0844,0.0092,0.0023
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/560/unif-k3-r4.25-v560-c2380-S1879859331-044.cnf,1,2380,2367,0.0055,546,0.0111,0.0056,0.0056,120,0.0028,131,110,110,120.481,560,18.6468,0.0092,121,15.1147,0.0017,0.0008,0.3193,0.908,120.626,0.0446,131,0.0004,4.0037,0.0271,3811,0.071,0.0118,0.0754
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/160/unif-k7-r85-v160-c13600-S327274323-044.cnf,1,13600,13600,0.0437,160,0.0117,0.0437,0.0437,26,0.0028,32,22,21,26.6602,160,15.1202,0.0437,27,15.2674,0.0117,0.0396,0.6437,1.6549,26.4522,0.0001,32,0.0017,2,0.0001,4270,0.1557,0.0479,0.0001
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/120/unif-k5-r21.3-v120-c2556-S80067159-015.cnf,1,2556,2556,0.0417,120,0.0454,0.0417,0.0417,24,0.0082,29,19,19,23.8172,120,10.5796,0.0417,24,9.5535,0.0434,0.0305,0.5552,1.541,23.9505,0.0011,29,0.0043,2.9244,0.0006,4235,0.1554,0.0513,0.0015
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v750-c3195-S8215859-049.SATISFIABLE.cnf,1,3195,3182,0.0041,736,0.0082,0.0041,0.0041,163,0.0021,174,151,152,163.253,750,24.7513,0.0068,163,19.1069,0.0031,0.0016,0.3008,0.8654,162.912,0.0462,176,0,4.0109,0.0248,1171,0.0627,0.0101,0.0751
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/460/unif-k3-r4.25-v460-c1955-S2067258640-036.cnf,1,1955,1946,0.0067,451,0.0132,0.0067,0.0067,100,0.0033,110,91,91,99.8499,460,16.0521,0.0111,100,13.3426,0.0051,0.0026,0.321,0.9484,100.205,0.0494,110,0,4,0.0249,3890,0.0757,0.0154,0.0819
SAT_Competition2007/random/LargeSize/5SAT/v1100/unif-k5-r20-v1100-c22000-S422410882-13.cnf,1,22000,22000,0.0045,1100,0.0153,0.0045,0.0045,209,0.0008,226,195,192,209.961,1100,62.3441,0.0045,210,50.177,0.0112,0.0033,0.4731,1.031,209.081,0.0014,226,0.0003,3,0.001,37,0.0583,0.006,0.0022
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v700-c2982-S157016908-041.UNKNOWN.cnf,1,2982,2964,0.0044,683,0.0088,0.0044,0.0044,150,0.0022,162,139,139,150.27,700,28.0197,0.0073,150,21.8048,0.003,0.0017,0.3041,0.8848,149.754,0.041,162,0.0003,4.0073,0.0241,3714,0.0641,0.0094,0.0713
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/500/unif-k3-r4.25-v500-c2125-S1731702106-010.cnf,1,2125,2109,0.0061,489,0.0122,0.0062,0.0062,107,0.0032,117,98,98,107.454,500,19.8012,0.0082,107,16.0266,0.0009,0.0005,0.3228,0.9426,107.502,0.0431,117,0,4.0758,0.0255,3887,0.0708,0.0147,0.0726
SAT_Competition2007/random/2+p/p0.9/v810/unif2p-p0.9-v810-c2932-S1678549664-11-SAT.cnf,1,2931,2849,0.0027,751,0.0079,0.004,0.004,163,0.002,175,151,151,162.827,810,22.0376,0.008,163,17.8796,0.0014,0.0007,0.2976,0.8135,162.661,0.0679,175,0.0004,4.1773,0.039,3846,0.0606,0.0119,0.1099
SAT_Competition2007/random/LargeSize/3SAT/v4000/unif-k3-r4.2-v4000-c16800-S1588170820-15.cnf,1,16800,16702,0.0008,3901,0.0016,0.0008,0.0008,851,0.0004,875,822,825,841.14,4000,130.991,0.0013,848,82.7059,0.0004,0.0002,0.2516,0.6678,844.538,0.0453,874,0,5,0.0275,57,0.0977,0.0019,0.0779
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1847541883-049.UNKNOWN.cnf,1,3195,3195,0.0333,150,0.044,0.0333,0.0333,30,0.0063,35,25,24,29.7805,150,12.5727,0.0333,30,11.5227,0.0416,0.0272,0.5437,1.4741,29.7352,0.0008,35,0.0019,2.9933,0.0006,4091,0.1391,0.0413,0.0015
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/800/unif-k5-r20-v800-c16000-S249585100-059.cnf,1,16000,16000,0.0063,800,0.0197,0.0063,0.0063,153,0.0012,167,140,141,152.873,800,42.5944,0.0063,153,35.14,0.0143,0.0044,0.484,1.056,153.447,0.0016,166,0.0003,3,0.001,56,0.0799,0.0084,0.0024
SAT_Competition2007/random/LargeSize/5SAT/v800/unif-k5-r20-v800-c16000-S191957358-10.cnf,1,16000,16000,0.0063,800,0.0196,0.0063,0.0063,154,0.0012,168,140,140,153.896,800,43.9341,0.0063,154,36.6382,0.0155,0.0046,0.4855,1.0714,153.94,0.0015,167,0.0004,3,0.001,57,0.078,0.0086,0.0023
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v350-c1491-S1946851065-023.SATISFIABLE.cnf,1,1491,1478,0.0089,337,0.0177,0.009,0.009,75,0.0042,83,67,67,75.1931,350,12.3506,0.0119,75,10.2665,0.0068,0.0034,0.3438,0.9753,75.1819,0.0448,83,0.0007,4,0.0241,3975,0.086,0.0183,0.0701
SAT_Competition2007/random/LargeSize/7SAT/v160/unif-k7-r85-v160-c13600-S2043900701-05.cnf,1,13600,13600,0.0437,160,0.0117,0.0437,0.0437,26,0.0028,32,21,21,26.3643,160,14.7255,0.0437,26,14.9986,0.0117,0.0399,0.6405,1.6514,26.3234,0.0001,32,0.0017,2,0.0001,4299,0.1584,0.0488,0.0001
SAT_Competition2007/random/LargeSize/3SAT/v13000/unif-k3-r4.2-v13000-c54600-S161446644-14.cnf,1,54600,54218,0.0002,12667,0.0005,0.0002,0.0002,2755.5,0.0001,2802,2693,2708,2539.83,13000,553,0.0005,2765,220,0,0,0.2351,0.7172,2756.9,0.0471,2813,0,5.0593,0.0277,12,0.3152,0.0007,0.0786
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/2000/unif-k3-r4.2-v2000-c8400-S520696524-059.cnf,1,8400,8328,0.0016,1933,0.0032,0.0016,0.0016,424,0.0008,443,406,406,423.549,2000,50.3492,0.0026,423,35.8393,0.0005,0.0002,0.275,0.7158,423.767,0.0493,443,0,4.7562,0.0311,138,0.0342,0.0038,0.0824
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/2000/unif-k3-r4.2-v2000-c8400-S7007454-009.cnf,1,8400,8348,0.0015,1956,0.0031,0.0016,0.0016,429,0.0008,449,410,410,430.903,2000,54.5231,0.0026,430,42.862,0.0005,0.0002,0.2733,0.7111,428.252,0.0477,453,0,4.7524,0.0294,140,0.0365,0.004,0.0812
SAT_Competition2007/random/2+p/p0.9/v1170/unif2p-p0.9-v1170-c4235-S1575802003-16-SAT.cnf,1,4234,4135,0.0018,1092,0.0054,0.0027,0.0027,238,0.0013,253,223,223,237.623,1170,29.8795,0.0046,238,23.311,0.0012,0.0007,0.2822,0.7636,237.916,0.0654,252,0.0002,4.5362,0.0367,894,0.0566,0.0075,0.1091
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v25000-c105000-S1838224332-006-UNKNOWN.cnf,1,105000,104287,0.0001,24356,0.0003,0.0001,0.0001,5286,0.0001,5356,5262,0,5315.67,24998,661,0.0002,5329,1068.67,0,0,0.2258,0.5533,4721.44,0.0471,5329,0,5.5705,0.0282,6,0.0091,0.0004,0.0793
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v35000-c147000-S1268831169-016-UNKNOWN.cnf,1,147000,145991,0.0001,34108,0.0002,0.0001,0.0001,7443,0,7535,0,7387,3752.5,35000,2862.5,0.0002,3752.5,859.2,0,0,0.2301,1.3082,7465.6,0.0478,0,0,5.9259,0.0284,4,1.4142,0.0003,0.0795
SAT_Competition2007/random/LargeSize/3SAT/v13000/unif-k3-r4.2-v13000-c54600-S287388441-16.cnf,1,54600,54254,0.0002,12669,0.0005,0.0002,0.0002,2778,0.0001,2814,0,2749,2497.6,13000,724.2,0.0006,2772.5,254.875,0,0,0.2277,0.8296,2783.06,0.0481,2813,0,5.2574,0.028,12,0.3516,0.0007,0.0797
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/460/unif-k3-r4.25-v460-c1955-S1546885609-031.cnf,1,1955,1927,0.0067,450,0.0132,0.0067,0.0067,100,0.0033,109,91,90,99.9165,460,15.5396,0.0089,100,12.6515,0.0052,0.0026,0.3271,0.9389,99.7413,0.0447,109,0.0005,4,0.0302,3870,0.0734,0.0125,0.0787
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1100/unif-k5-r20-v1100-c22000-S805234188-084.cnf,1,22000,22000,0.0045,1100,0.0152,0.0045,0.0045,212,0.0009,227,196,195,210.342,1100,60.3292,0.0045,211,48.878,0.0106,0.003,0.4757,1.0327,210.605,0.0015,227,0.0003,3,0.001,36,0.0788,0.0061,0.0023
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S1811295114-056.cnf,1,75600,75129,0.0002,17539,0.0004,0.0002,0.0002,3825,0.0001,3856,3784,3772,3817.83,18000,654,0.0003,3823.5,333.308,0.0001,0,0.2341,0.7642,3831,0.0475,3837,0,5.1603,0.0286,8,0.0057,0.0005,0.0796
SAT_Competition2009/RANDOM/MEDIUM/7SAT/UNKNOWN/75/unif-k7-r89-v75-c6675-S1299934729-015.cnf,1,6675,6675,0.0933,75,0.0111,0.0933,0.0933,13,0.0059,16,10,10,12.9336,75,9.2898,0.0933,13,8.964,0.0111,0.0854,0.6766,2.0515,12.8111,0,16,0.0043,2,0,4421,0.2033,0.1016,0.0001
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v400-c34000-S1163171897-095-UNKNOWN.cnf,1,34000,34000,0.0175,400,0.0117,0.0175,0.0175,66,0.0011,75,57,57,66.6082,400,33.8814,0.0175,66.5,32.6903,0.0117,0.0152,0.61,1.446,66.153,0.0001,75,0.0005,2.0551,0.0001,78,0.1097,0.0194,0.0001
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1720013904-060.UNKNOWN.cnf,1,2556,2531,0.0051,584,0.0103,0.0052,0.0052,129,0.0025,140,118,118,128.539,600,23.0673,0.0068,128.5,18.2109,0.004,0.002,0.3095,0.9085,128.88,0.0424,139,0,4,0.0239,3798,0.0677,0.0122,0.0718
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S2124311399-085.cnf,1,18000,18000,0.0056,900,0.0179,0.0056,0.0056,173,0.001,187,159,159,171.955,900,50.6653,0.0056,172,40.7591,0.0123,0.0036,0.4816,1.0675,172.416,0.0015,185,0.0004,3,0.0011,47,0.0751,0.0078,0.0023
SAT_Competition2007/random/LargeSize/5SAT/v800/unif-k5-r20-v800-c16000-S1059928571-06.cnf,1,16000,16000,0.0063,800,0.0197,0.0063,0.0063,154,0.0012,166,140,140,153.05,800,42.8771,0.0063,153,35.3391,0.0146,0.0044,0.4828,1.0713,153.368,0.0015,166,0.0003,3,0.001,58,0.0691,0.0083,0.0023
SAT_Competition2007/random/LargeSize/5SAT/v800/unif-k5-r20-v800-c16000-S1922669300-13.cnf,1,16000,16000,0.0063,800,0.0197,0.0063,0.0063,153,0.0011,166,140,140,153.312,800,44.1994,0.0063,154,35.4334,0.0149,0.0045,0.4844,1.092,152.99,0.0015,167,0.0004,3,0.001,57,0.0793,0.0081,0.0024
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/90/unif-k5-r21.3-v90-c1917-S852794659-023.cnf,1,1917,1917,0.0556,90,0.0461,0.0556,0.0556,18,0.0101,22,14,14,18.1898,90,8.1958,0.0556,18,7.3782,0.0449,0.0433,0.5731,1.6367,18.0931,0.0011,22,0.0057,2.427,0.0008,4318,0.1753,0.0704,0.0016
SAT_Competition2007/random/2+p/p0.8/v2035/unif2p-p0.8-v2035-c6328-S923582293-10-UNSAT.cnf,1,6327,5944,0.0011,1751,0.0033,0.0017,0.0017,375,0.0008,392,355,355,373.958,2035,41.2735,0.004,374,32.9799,0.0003,0.0002,0.2432,0.6679,374.083,0.0829,393,0,5.016,0.0441,1116,0.0386,0.0044,0.1389
SAT_Competition2007/random/OnTreshold/3SAT/v360/unif-k3-r4.26-v360-c1533-S1806915801-08.SAT.shuffled.cnf,1,1533,1498,0.0086,348,0.0172,0.0087,0.0087,76,0.0042,85,69,69,76.7094,360,14.4814,0.0144,77,11.6921,0.0067,0.0033,0.3365,0.9686,76.5841,0.0421,85,0,4,0.0274,4015,0.0835,0.0174,0.0743
SAT_Competition2007/random/OnTreshold/7SAT/v60/unif-k7-r89-v60-c5340-S1093254405-20.SAT.shuffled.cnf,1,5340,5340,0.1167,60,0.011,0.1167,0.1167,10,0.0073,14,8,8,10.5762,60,7.8604,0.1167,10,7.4573,0.011,0.1056,0.6905,2.1401,10.5208,0,14,0.0052,2,0,4495,0.2161,0.1251,0.0001
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v80-c7120-S839353433-100.UNKNOWN.cnf,1,7120,7120,0.0875,80,0.0111,0.0875,0.0875,14,0.0055,17,10,10,13.7546,80,9.7004,0.0875,14,9.6037,0.0111,0.0813,0.6704,1.9777,13.6793,0,17,0.0039,2,0,4345,0.1981,0.0934,0.0001
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/120/unif-k5-r21.3-v120-c2556-S179172230-011.cnf,1,2556,2556,0.0417,120,0.0454,0.0417,0.0417,24,0.0079,29,19,19,23.9732,120,10.4643,0.0417,24,9.4692,0.043,0.0333,0.5546,1.5418,23.9453,0.0009,29,0.0035,2.9412,0.0006,4200,0.1562,0.0493,0.0014
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/520/unif-k3-r4.25-v520-c2210-S956671877-054.cnf,1,2210,2203,0.0059,511,0.0116,0.0059,0.0059,113,0.0029,123,104,104,113.859,520,16.072,0.0078,114,13.4726,0.0041,0.0023,0.3198,0.9176,113.497,0.0461,124,0,4.0078,0.0305,3878,0.071,0.0141,0.0776
SAT_Competition2007/random/2+p/p0.7/v3500/unif2p-p0.7-v3500-c9345-S1568322528-08-SAT.cnf,1,9344,7976,0.0008,2550,0.0024,0.0012,0.0012,533,0.0006,555,512,512,532.733,3500,45.1485,0.0039,533,38.6269,0.0001,0.0001,0.1929,0.5795,533.735,0.1031,555,0,5.5218,0.0597,3175,0.0327,0.0056,0.1671
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1114532273-035.SATISFIABLE.cnf,1,2343,2323,0.0056,538,0.0111,0.0056,0.0056,119,0.0027,129,109,109,118.921,550,19.3297,0.0074,119,15.3984,0.0022,0.0013,0.314,0.9235,118.84,0.0457,129,0,4.0037,0.025,3807,0.0678,0.0116,0.0752
SAT_Competition2007/random/LargeSize/3SAT/v19000/unif-k3-r4.2-v19000-c79800-S1753083943-04.cnf,1,79800,79290,0.0002,18547,0.0003,0.0002,0.0002,4090.5,0.0001,4117,4018,3977,4062.75,19000,772.5,0.0003,4057,406.25,0.0001,0,0.2381,0.8586,4069.12,0.0481,4078,0,5.2039,0.0288,8,0.0111,0.0005,0.0802
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v800-c3408-S1631205309-024.SATISFIABLE.cnf,1,3408,3397,0.0038,787,0.0076,0.0038,0.0038,174,0.0019,186,161,161,174.056,800,26.0325,0.0064,174,20.1811,0.0012,0.0006,0.3016,0.8696,173.636,0.0478,187,0,4.0356,0.0272,867,0.056,0.0085,0.077
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v30000-c126000-S629207485-001-UNKNOWN.cnf,1,126000,125173,0.0001,29226,0.0002,0.0001,0.0001,6352,0.0001,6428,6339,6221,6339,30000,796.5,0.0002,6339,656.714,0,0,0.2296,0.5065,6364.14,0.0474,6339,0,5.8367,0.0284,4,0,0.0003,0.0798
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1980330668-030.SATISFIABLE.cnf,1,2130,2130,0.05,100,0.0459,0.05,0.05,20,0.0092,25,16,16,20.2912,100,8.1238,0.05,20,7.1417,0.0441,0.0371,0.5701,1.5998,20.2401,0.0011,25,0.0038,2.7172,0.0008,4276,0.1653,0.0601,0.0016
SAT_Competition2007/random/LargeSize/7SAT/v200/unif-k7-r85-v200-c17000-S849793820-03.cnf,1,17000,17000,0.035,200,0.0117,0.035,0.035,33,0.0022,39,27,27,33.0524,200,18.1819,0.035,33,18.2478,0.0117,0.0311,0.6261,1.6099,33.2092,0.0001,39,0.0014,2,0.0001,3910,0.1412,0.0388,0.0001
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v750-c3195-S1378008329-078.SATISFIABLE.cnf,1,3195,3167,0.0041,731,0.0083,0.0042,0.0042,162,0.002,174,150,150,161.943,750,24.6216,0.0055,162,19.5188,0.0032,0.0016,0.3003,0.8579,161.88,0.043,174,0.0003,4.0164,0.0254,3540,0.0577,0.0095,0.074
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/360/unif-k3-r4.25-v360-c1530-S1711406314-093.cnf,1,1530,1519,0.0086,350,0.017,0.0087,0.0087,78,0.0042,87,70,70,78.4466,360,10.5837,0.0114,78,9.0247,0.0066,0.0033,0.3385,0.9807,78.5172,0.05,87,0,4,0.0276,3998,0.0834,0.023,0.0856
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/440/unif-k3-r4.25-v440-c1870-S110290755-003.cnf,1,1870,1855,0.007,430,0.0138,0.007,0.007,95,0.0035,104,86,86,95.2014,440,16.3071,0.0116,95,13.4899,0.0022,0.0011,0.3242,0.9384,95.2767,0.0427,104,0,4.007,0.026,3925,0.0746,0.0135,0.0745
SAT_Competition2007/random/LargeSize/3SAT/v10000/unif-k3-r4.2-v10000-c42000-S657313757-16.cnf,1,42000,41760,0.0003,9763,0.0006,0.0003,0.0003,2131,0.0002,2184,2067,2083,2131.45,10000,295.95,0.0005,2139,161.714,0.0001,0,0.2408,0.6188,2130.25,0.0479,2180,0,5.0071,0.028,16,0.0173,0.0008,0.0797
SAT_Competition2007/random/2+p/p0.8/v2405/unif2p-p0.8-v2405-c7479-S2108627398-03-UNSAT.cnf,1,7478,6958,0.001,2046,0.0029,0.0015,0.0015,436,0.0007,455,417,417,435.648,2405,59.2808,0.0039,435,42.3353,0.0001,0.0001,0.2214,0.6902,436.638,0.0822,455,0,5.0831,0.0449,1051,0.0371,0.0045,0.1349
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1383380994-043.SATISFIABLE.cnf,1,2556,2544,0.0051,588,0.0101,0.0051,0.0051,131,0.0026,142,120,120,130.867,600,20.5,0.0085,131,16.3061,0.0031,0.0016,0.3075,0.9064,130.754,0.0439,142,0.0004,4,0.0277,3820,0.0696,0.0106,0.0746
SAT_Competition2007/random/2+p/p0.7/v5500/unif2p-p0.7-v5500-c14685-S1568197186-18-SAT.cnf,1,14684,12448,0.0005,3967,0.0015,0.0008,0.0008,841,0.0004,868,808,815,834.973,5500,52.9866,0.0023,834,46.8289,0.0001,0.0001,0.2055,0.5402,842.362,0.1061,860,0,5.8093,0.0582,531,0.0245,0.0026,0.173
