@RELATION 'FEATURE_VALUES-SAT11-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE SP_unconstraint_min NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE cluster_coeff_min NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE cl_size_min NUMERIC

@DATA
./SAT11/crafted/spence/sgen/sgen3-n180-s34713902-sat.cnf,1,0.6713,1.067,0.8333,0.4506,1.1278,3.708,0.438,0.8333,6.4189,0.4472,0.5832,0.8349,1.0976,0.5831,0.0001,29.6164,0.6079,0.2295,0.5832,0.2294,4484,0,0,0.5832,0.2295,33.3253,0.0952,0.5831,0.2295,0,0.0111,29.6164
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p15-s59317012.cnf,1,0.962,0.0126,0.962,0.2492,41.4118,29.3121,0.9977,0.962,18.1284,1.9397,0.8708,0.9519,0.1689,0.843,3.6319,57.9496,45.5226,0,0.8754,0,74,0.8667,0.0347,0.8591,0,72.6622,?,0.7394,0,0.0014,0.0023,57.9496
./SAT03/handmade/anton/UNSAT/SGI_30_80_28_70_8-dir.shuffled-as.sat03-215.cnf,1,0.7483,1.0135,0.9797,0.1175,40.1438,9.0903,0.4914,0.9797,9.6503,1.9141,0.907,0.978,0.8062,0.8732,2.1544,61.888,31.5407,0,0.9135,0,18,0,0.0345,0.8884,0,87.2537,?,0.8589,0,0.0006,0.0025,61.888
./SAT11/crafted/mosoi/289/289-sat-7x6.cnf,1,0.7727,0,0.0909,0.8158,3.2192,0,1,0.0909,0,0.6205,0.5993,1,0,0.5993,0,0,3.2254,0.3528,0.5993,0.3528,0,1,0.3333,0.5993,0.3528,0,0.0065,0.5992,0.3528,0.0231,0.0159,0
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q918.75-n50-p30-s52376212.cnf,1,0.9855,0.0044,0.9855,0.1032,94.8668,6885.9,0.9995,0.9855,41.0714,2.4659,0.9762,0.9306,0.0718,0.9493,1.6263,86.5327,106.152,0.0225,0.9935,0,8,0.931,0.02,0.9743,0.0326,106.0179,?,0.0942,0.0009,0.0002,0.0008,86.5327
./SAT03/handmade/anton/UNSAT/SGI_30_70_27_50_3-dir.shuffled-as.sat03-169.cnf,1,0.7508,1.0105,0.9798,0.1182,39.9959,11.8442,0.4927,0.9798,44.2013,1.9099,0.9039,0.9462,0.8136,0.8817,2.9491,70.5017,41.3569,0,0.9059,0,63,0,0.0345,0.8942,0,75.3163,?,0.848,0,0.0006,0.0026,68.7101
./SAT03/handmade/anton/UNSAT/SGI_30_70_15_90_1-dir.shuffled-as.sat03-136.cnf,1,0.7269,1.0134,0.9723,0.1431,36.1181,2.4321,0.4902,0.9723,7.0886,1.8311,0.9037,0.9826,0.8437,0.8816,1.7597,60.9457,30.3554,0,0.9039,0,61,0,0.0345,0.8895,0,119.633,?,0.8698,0,0.0013,0.0046,60.9457
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p30-s67876261.cnf,1,0.9772,0.0068,0.9772,0.1506,61.7148,21.8039,0.9991,0.9772,1091.88,2.3039,0.9003,0.9564,0.1065,0.8561,7.7608,80.6255,60.9642,0,0.9053,0,6,0.9231,0.0251,0.8835,0,102.6667,?,0.766,0,0.0005,0.0013,79.7544
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1375c111739g6.cnf,1,0.4588,0.5631,0.0236,1.3963,15.0293,12.7195,0.4192,0.0236,8.2423,0.3084,0.3005,0.8424,2.0155,0.0001,0.8862,15.9327,14.9912,0.2283,0.0764,0,1767,0,0.5856,0.0003,0.4602,20.9361,?,0,0.0028,0,0.0055,15.9327
./SAT11/crafted/mosoi/289/289-unsat-14x34.cnf,1,0.7517,0,0.0069,0.5999,20.2505,253.591,1,0.0069,285.211,0.5807,0.3498,0.6509,0,0.314,12.2899,28.5201,15.2414,0,0.3542,0,473,1,0.3333,0.3263,0,31.03,?,0.0046,0,0.0021,0.0014,27.1445
./SAT02/handmade/simon/satex-challenges/f600.shuffled.cnf,1,0.5262,0.5791,0,0.1183,0.9037,14.6103,0.5006,0.9752,18.2723,0.0527,0.4124,0.5474,0.6649,0.1135,0.6066,30.5214,0.3157,0.0918,0.4024,0.008,3635,0,0.0204,0.2135,0.1212,32.1927,0.0556,0.0013,0.0509,0,0.0051,30.5214
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v945c61409g3.cnf,1,0.932,0.024,0.932,0.2657,27.8905,56.6402,0.9936,0.932,14.8773,1.4728,0.8049,0.9193,0.2505,0.7848,4.7253,80.2119,32.1558,0,0.8049,0,151,0.8333,0.05,0.7942,0,81.7881,?,0.7687,0,0.0013,0.0022,80.2119
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-230-3.shuffled-as.sat05-2505.cnf,1,0.2633,0.7972,0,0.8437,1.5766,25.4923,0.3739,0,25.2627,0.1374,0.0395,0.5099,1.6431,0.0004,0.2068,8.3323,1.0198,0.1092,0.0139,0.0814,635,0,0,0.0032,0.119,32.7262,0.3012,0,0.0923,0.0013,0.0123,8.3323
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-6_2071.cnf,1,0.1004,0.3454,0,0.9982,7.3162,58.8889,0.775,0.5344,56.1184,0.518,0.5754,0.5309,0.9346,0.1487,5.6869,28.5506,3.6188,0,0.6006,0,369,0.2,0.5753,0.3465,0,30.8787,?,0.0003,0,0,0.0023,28.3547
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2400c266431g3.cnf,1,0.935,0.0236,0.935,0.2624,27.2878,27.7963,0.9939,0.935,17.2473,1.4697,0.8092,0.9192,0.242,0.7895,5.6708,41.139,31.7811,0,0.8091,0,261,0.7778,0.05,0.799,0,50.9157,?,0.7628,0,0.0012,0.0022,41.139
./SAT11/crafted/skvortsov/battleship/battleship-8-15-sat.cnf,1,0.8678,0,0.8678,0.3906,2.0881,0.4731,1,0.8678,1.314,1.1841,0.7821,0.9352,0,0.7821,0,0,1.6108,0.2725,0.7821,0.2724,0,1,0,0.7821,0.2725,0,0.0189,0.7821,0.2725,0.0145,0.0167,0
./SAT11/crafted/skvortsov/battleship/battleship-14-26-sat.cnf,1,0.9235,0,0.9235,0.2701,3.1342,2.0751,1,0.9235,3.0925,1.663,0.8576,0.9309,0,0.8576,0.0001,132.982,2.4473,0.2043,0.8576,0.2042,4833,1,0,0.8576,0.2043,132.9826,0.0059,0.8576,0.2043,0.0051,0.0055,132.982
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_3900_3900_220.shuffled.cnf,1,0.1911,0.6637,0,0.1898,1.1968,6.9131,0.3715,0.0006,8.5144,0.0431,0.0235,0.7223,0.9981,0.0024,0.0972,43.7532,0.6477,0.0064,0.0192,0.0044,3862,0,0,0.0098,0.0069,44.6987,0.0456,0.0001,0.006,0.002,0.0136,43.7532
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v2400c266431g9.cnf,1,0.9534,0.0132,0.9534,0.1971,44.148,163.536,0.9971,0.9534,30.05,1.8777,0.8477,0.8934,0.1887,0.6877,5.946,65.9646,56.0238,0,0.8978,0,40,0.8947,0.0323,0.85,0,77.3276,?,0.1451,0,0.0005,0.0009,59.4113
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q742.5-n45-p15-s28972035.cnf,1,0.9787,0.0062,0.9787,0.1502,86.8379,367.591,0.9991,0.9787,48.5625,2.3189,0.8765,0.9431,0.0992,0.7108,5.8258,71.067,100.697,0.0001,0.9204,0,4,0.9259,0.0232,0.863,0,91.2344,?,0.3765,0,0.0003,0.001,71.067
./SAT04/handmade/kexu/frb-0.6/frb75-13-2.used-as.sat04-878.cnf,1,0.899,0.0471,0.899,0.3703,13.9961,38.0049,0.9848,0.899,21.908,1.0872,0.7422,0.8453,0.3436,0.7006,4.141,27.5694,16.2065,0,0.7424,0,488,0.6,0.0833,0.7183,0,39.5772,?,0.659,0,0.001,0.0022,27.5694
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_507.cnf,1,0.073,0,0.0098,0.3211,27.8847,25.1441,1,0.927,18.9212,1.1667,0.7211,0.8191,0,0.6677,2.4452,44.3904,30.9129,0,0.7013,0,4413,1,0,0.6805,0,45.2403,?,0.6365,0,0.0005,0.0079,44.3904
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v1820c171155g5.cnf,1,0.9474,0.0159,0.9474,0.2171,40.591,43.8333,0.9963,0.9474,258.667,1.7418,0.828,0.9416,0.2063,0.7782,9.0037,58.1702,46.979,0,0.831,0,30,0.8824,0.037,0.8037,0,62.4348,?,0.7176,0,0.0007,0.0011,58
./SAT03/handmade/anton/UNSAT/SGI_30_60_28_40_7-log.shuffled-as.sat03-127.cnf,1,0.0108,0.8024,0,0.0076,1.3847,10.5,0.2485,0,11.2556,0.0155,0.1178,0.6233,1.3553,0.0468,0.0018,18.3231,0.7819,0.4938,0.1324,0.492,1439,0,0,0.0793,0.4946,18.7282,?,0.0412,0.4931,0.0002,0.0357,18.3231
./SAT11/crafted/mosoi/289/289-unsat-14x38.cnf,1,0.7515,0,0.0062,0.5965,22.0749,342.6,1,0.0062,346,0.5803,0.3396,0.6277,0,0.2999,0,28.154,18.2245,0,0.3405,0,515,1,0.3333,0.3114,0,30.4337,?,0.0043,0,0.0019,0.0013,28.154
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-5-5_34308.cnf,1,0.5,0,0,0,0.9995,3073.5,1,0,1968,0,0,0.3462,0,0,0.3436,54.375,1.4417,0.2499,0,0.0529,1,1,0,0,0.3109,71.6,?,0,0.1814,0,0.0001,47.8
./SAT02/handmade/zhang-lintao/xor-chain/x1_80.shuffled.cnf,1,0.3339,0.8484,0,0.3798,1.0815,1.0464,0.3892,0.1266,3.0502,0.0858,0,0.9978,1.23,0,0.0776,26.6047,0.7377,0.3501,0,0.3037,2017,0,0.4167,0,0.3717,30.6857,0.4,0,0.3186,0.0032,0.0179,26.1054
./SAT11/crafted/spence/sgen/sgen3-n150-s89334302-unsat.cnf,1,0.5,0.5773,0,0,0.7227,1.1066,0.5021,1,2.7662,0,0.031,0.9613,0.5658,0.0012,0.0449,20.31,0.426,0.3183,0.0121,0.2649,3843,0.3333,0,0.0033,0.3246,21.351,0.1538,0.0001,0.317,0,0.0196,20.31
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g9.cnf,1,0.926,0.0276,0.926,0.2854,24.2802,27.0925,0.9924,0.926,14.9565,1.3894,0.7912,0.9343,0.2696,0.7713,3.6683,45.4611,28.427,0,0.7908,0,204,0.8333,0.0556,0.7805,0,57.7045,?,0.7463,0,0.0018,0.0028,45.4611
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf,1,0.9824,0.0058,0.9824,0.1149,72.3544,28.641,0.9993,0.9824,1554.67,2.2384,0.9118,0.9807,0.0772,0.8699,10.5209,71.4644,68.3338,0,0.9152,0,10,0.9259,0.0249,0.896,0,86.8261,?,0.8031,0,0.0004,0.0012,68.9669
./SAT11/crafted/spence/sgen/sgen3-n180-s33098896-unsat.cnf,1,0.5376,0.5774,0,0,0.6674,1.1284,0.5,1,2.7727,0,0.0271,0.9624,0.5623,0.0009,0.0418,22.4748,0.3967,0.3198,0.0098,0.2653,3549,0.3333,0,0.0027,0.3253,23.7544,0.1538,0,0.3217,0,0.0166,22.1561
./SAT11/crafted/manthey/sudoku-single-hard/sudoku_81x81_unknown.cnf,1,0.9647,0,0.9658,0.2315,6.5932,811.4,1,0.968,936.6,0.5154,0.8441,0.3438,0,0.7566,0.1614,7.1429,1.9607,0.0031,0.8629,0.001,2,1,0,0.8182,0.0034,16.2948,0.0016,0.028,0.0027,0,0.0001,4
./SAT03/handmade/anton/UNSAT/SGI_30_70_15_90_1-log.shuffled-as.sat03-137.cnf,1,0.0107,0.807,0,0.0091,1.946,4.4525,0.2468,0,5.3724,0.0172,0.1226,0.7248,1.3554,0.0017,0.0006,17.3901,1.172,0.4945,0.1475,0.4941,2266,0,0,0.0264,0.4947,18.8656,?,0.0004,0.4943,0.0011,0.0667,17.3901
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes5.cnf,1,0.9252,0.0278,0.9252,0.2884,24.5001,25.0514,0.9923,0.9252,12.6667,1.3906,0.79,0.9206,0.272,0.7698,4.4328,46.4618,28.6976,0,0.7899,0,177,0.8182,0.0556,0.7788,0,52.6025,?,0.7454,0,0.0018,0.0028,45.1425
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-4_511.cnf,1,0.5,0,0,0,1.0373,18.2654,1,0,21.7803,0,0,0.4786,0,0,1.5402,27.9644,0.3731,0.0285,0,0.0003,4003,1,0,0,0.0303,29.1333,0.019,0,0.0043,0.0009,0.0079,27.9644
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1504.5-n60-p15-s80450670.cnf,1,0.9843,0.0041,0.9843,0.1132,141.382,3650.67,0.9995,0.9843,17107.2,2.677,0.9809,0.9629,0.0793,0.9641,1.5773,83,146.78,0.0194,0.9938,0,2,0.9444,0.0174,0.9797,0.0278,106.4444,?,0.2064,0.0011,0.0002,0.0006,75.375
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes8.cnf,1,0.9258,0.0276,0.9258,0.2866,24.2421,22.1683,0.9924,0.9258,49.6294,1.3926,0.7908,0.9343,0.2692,0.7702,3.9088,44.7418,28.4488,0,0.7903,0,228,0.8,0.0556,0.7805,0,47.4171,?,0.7434,0,0.0017,0.0028,42.3344
./SAT11/crafted/skvortsov/battleship/battleship-10-17-sat.cnf,1,0.8844,0,0.8844,0.3581,2.4561,1.5387,1,0.8844,2.4871,1.2845,0.8147,0.9121,0,0.8147,0.0001,66.1004,1.9042,0.2417,0.8147,0.2417,4832,1,0,0.8147,0.2417,68.4646,0.013,0.8147,0.2417,0.0104,0.0118,66.1004
./SAT05/crafted/sabharwal05/counting/php/unsat/harder/php-020-019.shuffled-as.sat05-1190.cnf,1,0.6632,1.0418,0.897,0.3424,4.5762,1,0.4639,0.897,1.2808,1.4088,0.8845,0.9396,1.1095,0.88,0.0269,61.4895,4.7498,0.161,0.8847,0.1561,4715,0,0.0556,0.8846,0.1608,84.1525,0.0082,0.8749,0.1562,0.0017,0.0056,61.4895
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes10.cnf,1,0.9322,0.024,0.9322,0.267,26.9294,27.4315,0.9937,0.9322,93.8012,1.4782,0.8049,0.937,0.249,0.7858,4.5109,54.0882,31.9688,0,0.8043,0,146,0.8,0.05,0.7945,0,59.0286,?,0.769,0,0.0013,0.0022,51.2383
./SAT04/handmade/anton/l5k3/lksat-n1100-m4103-k3-l5-s558351420.used-as.sat04-934.cnf,1,0.4777,0.6025,0.0053,0.4159,0.7752,23.8656,0.483,0.8925,24.5913,0.1208,0.3887,0.3542,0.9319,0.0775,0.8697,23.8517,0.2326,0.1295,0.3799,0.0017,2138,0,0.1939,0.1848,0.1729,29.318,0.0545,0.0004,0.0541,0,0.0022,23.8517
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_462.cnf,1,0.08,0,0.0027,0.2994,25.538,20.1135,1,0.92,13.3454,1.1401,0.7115,0.8216,0,0.6562,2.454,47.6273,29.008,0,0.693,0,2948,1,0,0.6662,0,58.5537,?,0.646,0,0.0007,0.0087,47.6273
./SAT11/crafted/mosoi/289/289-unsat-21x33.cnf,1,0.7512,0,0.0047,0.5894,27.4735,1803.81,1,0.0047,721.308,0.5796,0.2623,0.5843,0,0.1481,3.3285,30.059,34.6561,0.0011,0.2176,0,533,1,0.3333,0.1834,0,33.2317,?,0.0862,0,0.0014,0.001,30.059
./SAT11/crafted/mosoi/289/289-unsat-17x30.cnf,1,0.7516,0,0.0064,0.5976,20.1738,313.028,1,0.0064,310.733,0.5804,0.3425,0.6464,0,0.3048,13.8583,27.6741,17.7417,0,0.3447,0,477,1,0.3333,0.3164,0,29.7138,?,0.0044,0,0.002,0.0013,26.9004
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-240-2.shuffled-as.sat05-2519.cnf,1,0.266,0.8022,0,0.7996,1.5787,26.639,0.3723,0,26.4392,0.1328,0.0371,0.5008,1.617,0.0006,0.1958,4.7791,1.0254,0.1036,0.0126,0.0814,421,0,0,0.0033,0.1103,31.0028,0.3262,0,0.0882,0.0013,0.0118,4.7791
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p30-s25693430.cnf,1,0.9747,0.009,0.9747,0.1547,42.2892,135.818,0.9987,0.9747,46.7153,2.0143,0.899,0.9546,0.1006,0.8745,3.729,62.1178,42.0517,0,0.8996,0,84,0.8947,0.0325,0.8884,0,66.5315,?,0.8526,0,0.0008,0.0022,61.7671
./SAT11/crafted/skvortsov/battleship/battleship-7-13-sat.cnf,1,0.8478,0,0.8478,0.4265,1.8976,0.291,1,0.8478,1.2777,1.0754,0.7592,0.9324,0,0.7592,0,0,1.4121,0.2892,0.7592,0.2891,0,1,0,0.7592,0.2892,0,0.0253,0.7592,0.2892,0.0186,0.022,0
./SAT09/CRAFTED/ramseycube/Q3inK10.cnf,1,0.5,0,0,0,6.8622,0,1,0,0.0018,0,0,0.9983,0,0,0,0,7.0992,0.4988,0,0.4988,0,1,0,0,0.4988,0,?,0,0.4988,0.1333,0.2667,0
./SAT02/handmade/zhang-lintao/xor-chain/x1_40.shuffled.cnf,1,0.3074,0.8726,0,0.396,1.4077,1.0246,0.3851,0.1351,2.403,0.0885,0,0.9978,1.2485,0,0.0722,15.4978,1.0317,0.3478,0,0.3121,1862,0,0.4937,0,0.3698,15.823,0.4,0,0.3188,0.0068,0.038,15.2993
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v2400c266431g6.cnf,1,0.9533,0.0132,0.9533,0.1983,44.9314,765.909,0.9971,0.9533,29.8182,1.8814,0.847,0.9042,0.1885,0.6638,7.0027,76.6151,56.4598,0.0001,0.8993,0,36,0.8889,0.0323,0.8498,0,86.8868,?,0.1461,0,0.0005,0.0009,76.6151
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v945c61409gyes5.cnf,1,0.9549,0.013,0.9549,0.195,46.5878,59.7429,0.9972,0.9549,31.0909,1.8737,0.8378,0.8878,0.184,0.7334,10.8147,56.6163,55.389,0,0.8575,0,58,0.8462,0.0323,0.8042,0,62.7456,?,0.6052,0,0.0005,0.0009,56.3406
./SAT03/handmade/anton/UNSAT/SGI_30_60_24_40_2-log.shuffled-as.sat03-119.cnf,1,0.0094,0.8074,0,0.0079,1.5264,8.04,0.2441,0,9.0305,0.0158,0.1415,0.6874,1.3464,0.0857,0.002,17.3237,0.8114,0.4939,0.1137,0.4921,1733,0,0,0.1008,0.4946,17.6818,?,0.0819,0.493,0.0002,0.0417,17.3237
./SAT11/crafted/mosoi/289/289-sat-5x8.cnf,1,0.7742,0,0.0968,0.8259,3.1003,0,1,0.0968,0,0.6232,0.5946,1,0,0.5946,0,0,3.1078,0.3547,0.5946,0.3547,0,1,0.3333,0.5946,0.3547,0,0.007,0.5946,0.3547,0.0242,0.0167,0
./SAT11/crafted/skvortsov/battleship/battleship-24-57-sat.cnf,1,0.9647,0,0.9647,0.1528,5.0102,0.0864,1,0.9647,0.439,2.575,0.9062,0.9664,0,0.9062,0.0005,0,4.2083,0.1491,0.9062,0.1489,0,1,0,0.9062,0.1491,0,0.0015,0.9062,0.149,0.0014,0.0015,0
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-250-3.shuffled-as.sat05-2535.cnf,1,0.2701,0.7974,0,0.8255,1.5742,27.5746,0.3755,0,27.4687,0.1386,0.04,0.5122,1.628,0.0005,0.1618,4.7704,0.9992,0.1009,0.0189,0.0806,479,0,0,0.006,0.1065,31.1272,0.3262,0,0.089,0.0012,0.0114,4.7704
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_528.cnf,1,0.0636,0.3511,0,0.851,4.1236,14.5495,0.8222,0.6819,17.021,0.4064,0.6768,0.5877,0.7256,0.2054,1.1925,21.5521,1.9777,0.0179,0.8107,0.0001,4174,0.3333,0.2459,0.4881,0.0233,22.5627,0.0152,0.0054,0.0043,0.0002,0.0071,21.5521
./SAT04/handmade/marijn/equilarge-l/equilarge_l4.used-as.sat04-896.cnf,1,0.5094,0.3717,0.0761,0.5897,0.4278,91.1585,0.484,0.1709,83.9466,0.1556,0.0895,0.6262,0.7325,0,0.5139,23.9885,0.1482,0.104,0,0,606,0,0.7748,0,0.1393,25.9877,?,0,0.0572,0.0002,0.0008,22.1886
./SAT11/crafted/skvortsov/battleship/battleship-12-12-unsat.cnf,1,0.8462,0,0.8462,0.4293,2.7313,7.7293,1,0.8462,8.2267,1.0197,0.7088,0.8411,0,0.7086,0.001,46.2762,2.0909,0.0415,0.7088,0.0414,4886,1,0,0.7087,0.0415,50.1572,0.015,0.7086,0.0414,0.0118,0.0139,46.2762
./SAT04/handmade/hirsch03/hgen8-n320-01-S1432474240.shuffled-as.sat03-890.used-as.sat04-841.cnf,1,0.5831,1.1112,0.6675,1.0012,0.9835,1.0314,0.4024,0.6699,2.3419,0.5727,0.5725,0.9528,1.2178,0.4484,0.1613,32.1482,0.713,0.2986,0.5828,0.2421,4186,0,0.413,0.5314,0.3303,33.1997,0.0605,0.0604,0.2654,0,0.0109,32.1482
./SAT11/crafted/mosoi/289/289-unsat-13x32.cnf,1,0.752,0,0.008,0.6044,16.5006,169.286,1,0.008,170.833,0.5812,0.3481,0.7139,0,0.3197,0,27.7745,12.3941,0,0.3544,0,422,1,0.3333,0.336,0,28.5098,?,0.2802,0,0.0024,0.0016,27.2227
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_527.cnf,1,0.0646,0.3529,0,0.8565,4.0379,14.0146,0.8204,0.6785,17.0213,0.4074,0.6752,0.5548,0.7312,0.2068,1.2079,21.5996,1.9582,0.018,0.8077,0.0001,3790,0.3333,0.2524,0.4881,0.0222,22.9149,0.0155,0.0016,0.0043,0.0002,0.0071,21.5996
./SAT05/crafted/sabharwal05/counting/php/unsat/harder/php-040-039.shuffled-as.sat05-1194.cnf,1,0.709,1.0234,0.9495,0.204,9.2063,29.8486,0.4825,0.9495,12.5333,2.1263,0.9351,0.9603,0.9599,0.9337,0.0182,234.6801,9.5495,0.1058,0.9351,0.1038,4886,0,0.0263,0.9339,0.1075,234.6801,?,0.9309,0.1041,0.0004,0.0013,234.6801
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g7.cnf,1,0.9399,0.0207,0.9399,0.247,30.4136,169.014,0.9949,0.9399,17.5804,1.5532,0.8199,0.9017,0.2333,0.8013,5.8339,43.1132,36.1765,0,0.8195,0,121,0.7778,0.0455,0.8098,0,47.9911,?,0.7749,0,0.001,0.0018,42.2826
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q841.5-n45-p15-s16393788.cnf,1,0.9856,0.0049,0.9856,0.1075,73.4583,39.7419,0.9995,0.9856,112.958,2.3114,0.9044,0.9722,0.0631,0.8228,5.1594,78.5444,76.508,0.0002,0.9263,0,7,0.931,0.0232,0.8857,0,87.3899,?,0.4801,0,0.0004,0.001,76.4914
./SAT05/crafted/jarvisalo05/mod2-rand3bip-sat/mod2-rand3bip-sat-270-1.shuffled-as.sat05-2248.cnf,1,0.4889,0.5774,0,0,1.1498,14.1429,0.5,1,21.0262,0,0,0.8498,0.5623,0,0.0001,29.7531,0.4358,0.042,0,0.042,4208,0.3333,0,0,0.042,31.2189,0.3,0,0.042,0.0028,0.0111,29.7531
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q505.75-n35-p15-s48276711.cnf,1,0.9765,0.0079,0.9765,0.1582,55.2371,23.61,0.9989,0.9765,595.746,2.0942,0.9012,0.9555,0.1092,0.8773,12.4248,65.3649,60.385,0,0.9032,0,82,0.913,0.0289,0.8908,0,69.0366,?,0.8246,0,0.0007,0.0017,65.3649
./SAT11/crafted/spence/sgen/sgen3-n160-s73223945-unsat.cnf,1,0.4759,0.5773,0,0,0.7042,1.1181,0.496,1,2.7557,0,0.0298,0.9609,0.5556,0.0014,0.0438,20.7867,0.4197,0.3188,0.011,0.2651,3836,0.3333,0,0.0031,0.3247,22.9613,0.1538,0.0001,0.3207,0,0.0186,19.7898
./SAT09/CRAFTED/edgematching/compact/em_11_3_4_cmp.cnf,1,0.6159,0.4888,0.1089,1.0009,3.3189,1189.03,0.403,0.7836,271.312,0.9943,0.7502,0.2582,1.067,0.4309,0.8951,19.8644,2.3361,0.1445,0.8973,0,20,0,0.0005,0.5789,0.2606,26.9231,?,0.1024,0.0496,0,0.0002,16.612
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-19_349.cnf,1,0.0959,0,0,0.316,18.8954,28.4274,1,0.9041,26.4802,1.039,0.6807,0.8152,0,0.6303,2.363,50.2843,21.0358,0,0.6473,0,385,1,0,0.6353,0,53.3096,?,0.6226,0,0.0006,0.0086,48.8416
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q742.5-n45-p30-s17570390.cnf,1,0.9808,0.0056,0.9808,0.1259,89.2754,316.25,0.9993,0.9808,1452.43,2.3907,0.8953,0.9513,0.0859,0.7563,6.1062,92.5366,97.2264,0,0.928,0,3,0.9286,0.022,0.8857,0,109.2,?,0.4731,0,0.0003,0.001,89
