@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 7'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC
@ATTRIBUTE stats_Local_Variance NUMERIC
@ATTRIBUTE normalised_width_of_ordering NUMERIC
@ATTRIBUTE normalised_median_degree NUMERIC
@ATTRIBUTE stats_tightness_mean NUMERIC
@ATTRIBUTE stats_cts_per_var_mean NUMERIC
@ATTRIBUTE stats_tightness_25 NUMERIC

@DATA
rand-2-40-11-414-200-9_ext.xml.minion.gz,1,0.375,0.686658,0.625,0.525,201.152174,20.7,176
rand-2-40-16-250-350-11_ext.xml.minion.gz,1,0.225,0.697768,0.425,0.325,353.884,12.5,331
rand-2-40-16-250-350-13_ext.xml.minion.gz,1,0.225,0.697768,0.375,0.3,348.244,12.5,329
rand-2-40-16-250-350-15_ext.xml.minion.gz,1,0.225,0.697768,0.4,0.325,356.552,12.5,335
rand-2-40-16-250-350-17_ext.xml.minion.gz,1,0.225,0.697768,0.4,0.325,348.748,12.5,329
rand-2-40-16-250-350-19_ext.xml.minion.gz,1,0.225,0.697768,0.475,0.3125,349.16,12.5,327
rand-2-40-16-250-350-1_ext.xml.minion.gz,1,0.225,0.697768,0.325,0.3125,350.076,12.5,324
rand-2-40-16-250-350-21_ext.xml.minion.gz,1,0.225,0.697768,0.4,0.325,348.456,12.5,328
rand-2-40-16-250-350-23_ext.xml.minion.gz,1,0.225,0.697768,0.425,0.3125,350.024,12.5,328
rand-2-40-16-250-350-25_ext.xml.minion.gz,1,0.225,0.697768,0.4,0.3,350.596,12.5,329
rand-2-40-16-250-350-27_ext.xml.minion.gz,1,0.225,0.697768,0.425,0.3125,348.864,12.5,324
rand-2-40-16-250-350-29_ext.xml.minion.gz,1,0.225,0.697768,0.4,0.325,349.248,12.5,326
rand-2-40-16-250-350-31_ext.xml.minion.gz,1,0.225,0.697768,0.4,0.325,350.56,12.5,328
rand-2-40-16-250-350-33_ext.xml.minion.gz,1,0.225,0.697768,0.4,0.325,349.736,12.5,329
rand-2-40-16-250-350-35_ext.xml.minion.gz,1,0.225,0.697768,0.375,0.3125,348.48,12.5,328
rand-2-40-16-250-350-37_ext.xml.minion.gz,1,0.225,0.697768,0.475,0.325,349.264,12.5,327
rand-2-40-16-250-350-39_ext.xml.minion.gz,1,0.2,0.697768,0.325,0.3,346.86,12.5,326
rand-2-40-16-250-350-3_ext.xml.minion.gz,1,0.225,0.697768,0.4,0.3125,352.792,12.5,331
rand-2-40-16-250-350-41_ext.xml.minion.gz,1,0.225,0.697768,0.475,0.3,350.864,12.5,333
rand-2-40-16-250-350-43_ext.xml.minion.gz,1,0.225,0.697768,0.425,0.325,351.308,12.5,327
rand-2-40-16-250-350-45_ext.xml.minion.gz,1,0.225,0.697768,0.45,0.3125,353.7,12.5,332
rand-2-40-16-250-350-47_ext.xml.minion.gz,1,0.225,0.697768,0.375,0.3125,350.444,12.5,326
rand-2-40-16-250-350-49_ext.xml.minion.gz,1,0.225,0.697768,0.425,0.3,352.804,12.5,330
rand-2-40-16-250-350-51_ext.xml.minion.gz,1,0.2,0.697768,0.325,0.3,348.928,12.5,328
rand-2-40-16-250-350-53_ext.xml.minion.gz,1,0.225,0.697768,0.35,0.3125,351.556,12.5,332
rand-2-40-16-250-350-55_ext.xml.minion.gz,1,0.225,0.697768,0.35,0.3,351.072,12.5,327
rand-2-40-16-250-350-57_ext.xml.minion.gz,1,0.225,0.697768,0.4,0.3,351.268,12.5,327
rand-2-40-16-250-350-59_ext.xml.minion.gz,1,0.225,0.697768,0.35,0.3,349.3,12.5,326
rand-2-40-16-250-350-5_ext.xml.minion.gz,1,0.225,0.697768,0.375,0.3,347.992,12.5,325
rand-2-40-16-250-350-61_ext.xml.minion.gz,1,0.225,0.697768,0.35,0.3,350.384,12.5,326
rand-2-40-16-250-350-63_ext.xml.minion.gz,1,0.225,0.697768,0.4,0.325,350.532,12.5,327
rand-2-40-16-250-350-65_ext.xml.minion.gz,1,0.225,0.697768,0.35,0.325,351.652,12.5,330
rand-2-40-16-250-350-67_ext.xml.minion.gz,1,0.225,0.697768,0.425,0.3,349.024,12.5,326
rand-2-40-16-250-350-69_ext.xml.minion.gz,1,0.2,0.697768,0.425,0.3,349.62,12.5,327
rand-2-40-16-250-350-71_ext.xml.minion.gz,1,0.225,0.697768,0.475,0.3,350.572,12.5,326
rand-2-40-16-250-350-73_ext.xml.minion.gz,1,0.225,0.697768,0.4,0.3,350.268,12.5,326
rand-2-40-16-250-350-75_ext.xml.minion.gz,1,0.225,0.697768,0.45,0.3,348.84,12.5,325
rand-2-40-16-250-350-77_ext.xml.minion.gz,1,0.225,0.697768,0.45,0.3,350.444,12.5,329
rand-2-40-16-250-350-79_ext.xml.minion.gz,1,0.225,0.697768,0.4,0.325,353.564,12.5,332
rand-2-40-16-250-350-7_ext.xml.minion.gz,1,0.225,0.697768,0.4,0.3125,350.744,12.5,328
rand-2-40-16-250-350-9_ext.xml.minion.gz,1,0.225,0.697768,0.425,0.3125,350.568,12.5,329
rand-2-40-180-84-900-11_ext.xml.minion.gz,1,0.075,0.734779,0.2,0.1,900.011905,4.2,894
rand-2-40-180-84-900-13_ext.xml.minion.gz,1,0.075,0.734779,0.175,0.1,897.880952,4.2,892
rand-2-40-180-84-900-15_ext.xml.minion.gz,1,0.1,0.734779,0.125,0.1,900.059524,4.2,894
rand-2-40-180-84-900-17_ext.xml.minion.gz,1,0.075,0.734779,0.125,0.1,899.488095,4.2,894
rand-2-40-180-84-900-19_ext.xml.minion.gz,1,0.075,0.734779,0.15,0.1,899.25,4.2,893
rand-2-40-180-84-900-1_ext.xml.minion.gz,1,0.075,0.734779,0.225,0.1,901.607143,4.2,896
rand-2-40-180-84-900-21_ext.xml.minion.gz,1,0.075,0.734779,0.175,0.1,898.75,4.2,893
rand-2-40-180-84-900-23_ext.xml.minion.gz,1,0.075,0.734779,0.2,0.1,899.464286,4.2,893
rand-2-40-180-84-900-25_ext.xml.minion.gz,1,0.075,0.734779,0.175,0.1,899.916667,4.2,894
rand-2-40-180-84-900-27_ext.xml.minion.gz,1,0.075,0.734779,0.2,0.1,898.52381,4.2,891
rand-2-40-180-84-900-29_ext.xml.minion.gz,1,0.075,0.734779,0.15,0.1,899.845238,4.2,892
rand-2-40-180-84-900-31_ext.xml.minion.gz,1,0.075,0.734779,0.2,0.1,901.583333,4.2,894
rand-2-40-180-84-900-33_ext.xml.minion.gz,1,0.075,0.734779,0.15,0.1,897.77381,4.2,892
rand-2-40-180-84-900-35_ext.xml.minion.gz,1,0.075,0.734779,0.175,0.1,900.904762,4.2,894
rand-2-40-180-84-900-37_ext.xml.minion.gz,1,0.075,0.734779,0.15,0.1,899.869048,4.2,895
rand-2-40-180-84-900-39_ext.xml.minion.gz,1,0.075,0.734779,0.15,0.1,902.27381,4.2,897
rand-2-40-180-84-900-3_ext.xml.minion.gz,1,0.075,0.734779,0.15,0.1,899.690476,4.2,894
rand-2-40-180-84-900-41_ext.xml.minion.gz,1,0.075,0.734779,0.175,0.1,900.785714,4.2,895
rand-2-40-180-84-900-43_ext.xml.minion.gz,1,0.075,0.734779,0.175,0.1,900.059524,4.2,893
rand-2-40-180-84-900-45_ext.xml.minion.gz,1,0.075,0.734779,0.2,0.1,901.714286,4.2,895
rand-2-40-180-84-900-47_ext.xml.minion.gz,1,0.075,0.734779,0.125,0.1,900.297619,4.2,893
rand-2-40-180-84-900-49_ext.xml.minion.gz,1,0.075,0.734779,0.15,0.1,900.666667,4.2,895
rand-2-40-180-84-900-51_ext.xml.minion.gz,1,0.075,0.734779,0.15,0.1,900.416667,4.2,895
rand-2-40-180-84-900-53_ext.xml.minion.gz,1,0.075,0.734779,0.175,0.1,899.75,4.2,894
rand-2-40-180-84-900-55_ext.xml.minion.gz,1,0.075,0.734779,0.175,0.1,899.178571,4.2,894
rand-2-40-180-84-900-57_ext.xml.minion.gz,1,0.075,0.734779,0.15,0.1,897.095238,4.2,891
rand-2-40-180-84-900-59_ext.xml.minion.gz,1,0.075,0.734779,0.175,0.1,899.154762,4.2,895
rand-2-40-180-84-900-5_ext.xml.minion.gz,1,0.075,0.734779,0.175,0.1,898.678571,4.2,891
rand-2-40-180-84-900-61_ext.xml.minion.gz,1,0.075,0.734779,0.125,0.1,899.928571,4.2,894
rand-2-40-180-84-900-63_ext.xml.minion.gz,1,0.075,0.734779,0.175,0.1,898.892857,4.2,892
rand-2-40-180-84-900-65_ext.xml.minion.gz,1,0.075,0.734779,0.15,0.1,900.345238,4.2,895
rand-2-40-180-84-900-67_ext.xml.minion.gz,1,0.075,0.734779,0.175,0.1,900.166667,4.2,895
rand-2-40-180-84-900-69_ext.xml.minion.gz,1,0.075,0.734779,0.225,0.1,897.845238,4.2,892
rand-2-40-180-84-900-71_ext.xml.minion.gz,1,0.075,0.734779,0.2,0.1,900.083333,4.2,894
rand-2-40-180-84-900-73_ext.xml.minion.gz,1,0.075,0.734779,0.175,0.1,901.202381,4.2,896
rand-2-40-180-84-900-75_ext.xml.minion.gz,1,0.075,0.734779,0.175,0.1,899.988095,4.2,895
rand-2-40-180-84-900-77_ext.xml.minion.gz,1,0.075,0.734779,0.15,0.1,899.095238,4.2,894
rand-2-40-180-84-900-79_ext.xml.minion.gz,1,0.075,0.734779,0.175,0.125,898.72619,4.2,890
rand-2-40-180-84-900-7_ext.xml.minion.gz,1,0.075,0.734779,0.15,0.1,901.154762,4.2,894
rand-2-40-180-84-900-9_ext.xml.minion.gz,1,0.075,0.734779,0.2,0.1,899.702381,4.2,895
rand-2-40-19-443-230-11_ext.xml.minion.gz,1,0.3,0.715085,0.5,0.425,284.745562,16.9,226
rand-2-40-19-443-230-13_ext.xml.minion.gz,1,0.325,0.714586,0.5,0.425,280.312865,17.1,222
rand-2-40-19-443-230-15_ext.xml.minion.gz,1,0.3,0.715725,0.525,0.425,287.522523,16.65,227
rand-2-40-19-443-230-17_ext.xml.minion.gz,1,0.325,0.703886,0.5,0.45,277.956897,17.4,225
rand-2-40-19-443-230-19_ext.xml.minion.gz,1,0.3,0.718812,0.525,0.4,283.522388,16.75,224
rand-2-40-19-443-230-1_ext.xml.minion.gz,1,0.325,0.710798,0.5,0.425,278.052023,17.3,225
rand-2-40-19-443-230-21_ext.xml.minion.gz,1,0.325,0.719225,0.475,0.4125,285.963855,16.6,223
rand-2-40-19-443-230-23_ext.xml.minion.gz,1,0.325,0.724046,0.55,0.4,285.744745,16.65,224
rand-2-40-19-443-230-25_ext.xml.minion.gz,1,0.325,0.718272,0.475,0.425,282.778761,16.95,225
rand-2-40-19-443-230-27_ext.xml.minion.gz,1,0.3,0.729689,0.475,0.425,281.37574,16.9,223
rand-2-40-19-443-230-29_ext.xml.minion.gz,1,0.325,0.724499,0.525,0.4,288.6,16.5,225
rand-2-40-19-443-230-31_ext.xml.minion.gz,1,0.325,0.716117,0.475,0.4,287.606061,16.5,223
rand-2-40-19-443-230-33_ext.xml.minion.gz,1,0.325,0.715725,0.45,0.425,285.675676,16.65,224
rand-2-40-19-443-230-35_ext.xml.minion.gz,1,0.325,0.707775,0.45,0.425,279.241983,17.15,224
rand-2-40-19-443-230-37_ext.xml.minion.gz,1,0.3,0.713654,0.525,0.425,283.5625,16.8,226
rand-2-40-19-443-230-39_ext.xml.minion.gz,1,0.325,0.706941,0.425,0.425,275.709402,17.55,224
rand-2-40-19-443-230-3_ext.xml.minion.gz,1,0.325,0.711487,0.5,0.425,281.555882,17,225
rand-2-40-19-443-230-41_ext.xml.minion.gz,1,0.3,0.713287,0.575,0.425,282.737463,16.95,225
rand-2-40-19-443-230-43_ext.xml.minion.gz,1,0.325,0.713166,0.55,0.425,282.102941,17,226
rand-2-40-19-443-230-45_ext.xml.minion.gz,1,0.325,0.714096,0.475,0.425,277.216763,17.3,224
rand-2-40-19-443-230-47_ext.xml.minion.gz,1,0.325,0.713855,0.5,0.45,276.655172,17.4,225
rand-2-40-19-443-230-49_ext.xml.minion.gz,1,0.35,0.710573,0.5,0.4125,276.442529,17.4,225
rand-2-40-19-443-230-5_ext.xml.minion.gz,1,0.3,0.723896,0.475,0.4,285.341317,16.7,225
rand-2-40-19-443-230-7_ext.xml.minion.gz,1,0.325,0.717411,0.45,0.4125,287.084084,16.65,226
rand-2-40-19-443-230-9_ext.xml.minion.gz,1,0.325,0.712926,0.525,0.425,282.263158,17.1,225
rand-2-40-19-443-230-fcd-11_ext.xml.minion.gz,1,0.3,0.715085,0.5,0.425,282.674556,16.9,224
rand-2-40-19-443-230-fcd-13_ext.xml.minion.gz,1,0.325,0.714586,0.5,0.425,279.561404,17.1,223
rand-2-40-19-443-230-fcd-15_ext.xml.minion.gz,1,0.3,0.715725,0.525,0.425,288.276276,16.65,227
rand-2-40-19-443-230-fcd-17_ext.xml.minion.gz,1,0.325,0.703886,0.5,0.45,276.140805,17.4,224
rand-2-40-19-443-230-fcd-19_ext.xml.minion.gz,1,0.3,0.718812,0.525,0.4,283.907463,16.75,224
rand-2-40-19-443-230-fcd-21_ext.xml.minion.gz,1,0.325,0.719225,0.475,0.4125,285.927711,16.6,224
rand-2-40-19-443-230-fcd-23_ext.xml.minion.gz,1,0.325,0.724046,0.55,0.4,285.36036,16.65,226
rand-2-40-19-443-230-fcd-25_ext.xml.minion.gz,1,0.325,0.718272,0.475,0.425,281.569322,16.95,225
rand-2-40-19-443-230-fcd-27_ext.xml.minion.gz,1,0.3,0.729689,0.475,0.425,281.532544,16.9,225
rand-2-40-19-443-230-fcd-29_ext.xml.minion.gz,1,0.325,0.724499,0.525,0.4,286.478788,16.5,224
rand-2-40-19-443-230-fcd-31_ext.xml.minion.gz,1,0.325,0.716117,0.475,0.4,288.872727,16.5,225
rand-2-40-19-443-230-fcd-33_ext.xml.minion.gz,1,0.325,0.715725,0.45,0.425,284.990991,16.65,223
rand-2-40-19-443-230-fcd-35_ext.xml.minion.gz,1,0.325,0.707775,0.45,0.425,279.956268,17.15,225
rand-2-40-19-443-230-fcd-37_ext.xml.minion.gz,1,0.3,0.713654,0.525,0.425,285.136905,16.8,226
rand-2-40-19-443-230-fcd-39_ext.xml.minion.gz,1,0.325,0.706941,0.425,0.425,275.740741,17.55,225
rand-2-40-19-443-230-fcd-41_ext.xml.minion.gz,1,0.3,0.713287,0.575,0.425,282.053097,16.95,224
rand-2-40-19-443-230-fcd-43_ext.xml.minion.gz,1,0.325,0.713166,0.55,0.425,282.888235,17,225
rand-2-40-19-443-230-fcd-45_ext.xml.minion.gz,1,0.325,0.714096,0.475,0.425,277.260116,17.3,224
rand-2-40-19-443-230-fcd-47_ext.xml.minion.gz,1,0.325,0.713855,0.5,0.45,276.33046,17.4,223
rand-2-40-19-443-230-fcd-49_ext.xml.minion.gz,1,0.35,0.710573,0.5,0.4125,277.12931,17.4,223
rand-2-40-25-180-500-11_ext.xml.minion.gz,1,0.15,0.849132,0.3,0.225,503.216667,9,486
rand-2-40-25-180-500-13_ext.xml.minion.gz,1,0.15,0.851123,0.275,0.225,498.483333,9,480
rand-2-40-25-180-500-15_ext.xml.minion.gz,1,0.15,0.851123,0.325,0.225,499.366667,9,485
rand-2-40-25-180-500-17_ext.xml.minion.gz,1,0.15,0.850643,0.275,0.225,502.538889,9,484
rand-2-40-25-180-500-19_ext.xml.minion.gz,1,0.15,0.849506,0.35,0.2,501.233333,9,484
rand-2-40-25-180-500-1_ext.xml.minion.gz,1,0.15,0.851212,0.275,0.225,498.194444,9,483
rand-2-40-25-180-500-21_ext.xml.minion.gz,1,0.175,0.847799,0.325,0.225,497.494444,9,479
rand-2-40-25-180-500-23_ext.xml.minion.gz,1,0.175,0.851212,0.3,0.225,498.116667,9,484
rand-2-40-25-180-500-25_ext.xml.minion.gz,1,0.175,0.850146,0.275,0.225,497.9,9,482
rand-2-40-25-180-500-27_ext.xml.minion.gz,1,0.175,0.850839,0.275,0.225,500.972222,9,481
rand-2-40-25-180-500-29_ext.xml.minion.gz,1,0.15,0.850146,0.3,0.225,498.561111,9,483
rand-2-40-25-180-500-31_ext.xml.minion.gz,1,0.175,0.850146,0.375,0.225,496.605556,9,480
rand-2-40-25-180-500-33_ext.xml.minion.gz,1,0.15,0.851123,0.3,0.225,498.077778,9,484
rand-2-40-25-180-500-35_ext.xml.minion.gz,1,0.15,0.850412,0.3,0.225,502.972222,9,484
rand-2-40-25-180-500-37_ext.xml.minion.gz,1,0.175,0.851212,0.275,0.225,501.627778,9,485
rand-2-40-25-180-500-39_ext.xml.minion.gz,1,0.15,0.850412,0.275,0.225,498.383333,9,482
rand-2-40-25-180-500-3_ext.xml.minion.gz,1,0.15,0.851265,0.3,0.225,502.561111,9,485
rand-2-40-25-180-500-41_ext.xml.minion.gz,1,0.15,0.851123,0.325,0.225,501.433333,9,489
rand-2-40-25-180-500-43_ext.xml.minion.gz,1,0.15,0.850999,0.275,0.225,498.616667,9,481
rand-2-40-25-180-500-45_ext.xml.minion.gz,1,0.15,0.843445,0.325,0.2375,505.561111,9,489
rand-2-40-25-180-500-47_ext.xml.minion.gz,1,0.15,0.850643,0.3,0.225,498.283333,9,478
rand-2-40-25-180-500-49_ext.xml.minion.gz,1,0.15,0.850643,0.325,0.225,498.927778,9,481
rand-2-40-25-180-500-51_ext.xml.minion.gz,1,0.15,0.851283,0.275,0.225,499.516667,9,480
rand-2-40-25-180-500-53_ext.xml.minion.gz,1,0.175,0.850146,0.325,0.225,500.683333,9,486
rand-2-40-25-180-500-55_ext.xml.minion.gz,1,0.15,0.851283,0.275,0.225,501.727778,9,488
rand-2-40-25-180-500-57_ext.xml.minion.gz,1,0.15,0.850643,0.275,0.225,498.972222,9,483
rand-2-40-25-180-500-59_ext.xml.minion.gz,1,0.15,0.851283,0.275,0.2,498.355556,9,482
rand-2-40-25-180-500-5_ext.xml.minion.gz,1,0.15,0.848279,0.25,0.2125,496.533333,9,480
rand-2-40-25-180-500-61_ext.xml.minion.gz,1,0.15,0.851212,0.25,0.2,499.588889,9,484
rand-2-40-25-180-500-63_ext.xml.minion.gz,1,0.15,0.851212,0.3,0.225,502.222222,9,485
rand-2-40-25-180-500-65_ext.xml.minion.gz,1,0.15,0.850146,0.275,0.225,498.4,9,482
rand-2-40-25-180-500-67_ext.xml.minion.gz,1,0.15,0.850839,0.35,0.2125,502.077778,9,487
rand-2-40-25-180-500-69_ext.xml.minion.gz,1,0.15,0.850999,0.3,0.225,497.955556,9,482
rand-2-40-25-180-500-71_ext.xml.minion.gz,1,0.15,0.851123,0.375,0.225,503.044444,9,486
rand-2-40-25-180-500-73_ext.xml.minion.gz,1,0.15,0.851212,0.3,0.225,499.261111,9,486
rand-2-40-25-180-500-75_ext.xml.minion.gz,1,0.15,0.851123,0.3,0.225,501.927778,9,481
rand-2-40-25-180-500-77_ext.xml.minion.gz,1,0.15,0.851265,0.3,0.2375,498.905556,9,483
rand-2-40-25-180-500-79_ext.xml.minion.gz,1,0.175,0.847284,0.325,0.225,503.6,9,487
rand-2-40-25-180-500-7_ext.xml.minion.gz,1,0.15,0.850643,0.25,0.225,498.322222,9,480
rand-2-40-25-180-500-9_ext.xml.minion.gz,1,0.15,0.850839,0.275,0.225,500.088889,9,482
rand-2-40-40-135-650-11_ext.xml.minion.gz,1,0.125,0.717087,0.225,0.175,648.422222,6.75,635
rand-2-40-40-135-650-13_ext.xml.minion.gz,1,0.125,0.717087,0.275,0.1625,647.548148,6.75,636
rand-2-40-40-135-650-15_ext.xml.minion.gz,1,0.125,0.717087,0.2,0.175,647.177778,6.75,636
rand-2-40-40-135-650-17_ext.xml.minion.gz,1,0.125,0.717087,0.2,0.175,649.718519,6.75,635
rand-2-40-40-135-650-19_ext.xml.minion.gz,1,0.125,0.717087,0.225,0.1625,648.8,6.75,634
rand-2-40-40-135-650-1_ext.xml.minion.gz,1,0.125,0.717087,0.225,0.15,650.725926,6.75,637
rand-2-40-40-135-650-21_ext.xml.minion.gz,1,0.125,0.717087,0.225,0.175,649.051852,6.75,636
rand-2-40-40-135-650-23_ext.xml.minion.gz,1,0.125,0.717087,0.25,0.175,652.385185,6.75,639
rand-2-40-40-135-650-25_ext.xml.minion.gz,1,0.125,0.717087,0.25,0.1625,650.577778,6.75,638
rand-2-40-40-135-650-27_ext.xml.minion.gz,1,0.125,0.717087,0.225,0.175,654.503704,6.75,641
rand-2-40-40-135-650-29_ext.xml.minion.gz,1,0.125,0.717087,0.225,0.1625,650.014815,6.75,637
rand-2-40-40-135-650-31_ext.xml.minion.gz,1,0.125,0.717087,0.25,0.175,649.496296,6.75,640
rand-2-40-40-135-650-33_ext.xml.minion.gz,1,0.125,0.717087,0.225,0.175,650.733333,6.75,640
rand-2-40-40-135-650-35_ext.xml.minion.gz,1,0.125,0.717087,0.275,0.15,650.718519,6.75,638
rand-2-40-40-135-650-37_ext.xml.minion.gz,1,0.125,0.717087,0.225,0.15,650.244444,6.75,639
rand-2-40-40-135-650-39_ext.xml.minion.gz,1,0.1,0.717087,0.225,0.1625,649.577778,6.75,635
rand-2-40-40-135-650-3_ext.xml.minion.gz,1,0.125,0.717087,0.225,0.1625,646.318519,6.75,635
rand-2-40-40-135-650-41_ext.xml.minion.gz,1,0.125,0.717087,0.25,0.175,650.074074,6.75,637
rand-2-40-40-135-650-43_ext.xml.minion.gz,1,0.125,0.717087,0.225,0.175,649.881481,6.75,638
rand-2-40-40-135-650-45_ext.xml.minion.gz,1,0.125,0.717087,0.225,0.175,648.8,6.75,639
rand-2-40-40-135-650-47_ext.xml.minion.gz,1,0.125,0.717087,0.225,0.175,648.940741,6.75,639
rand-2-40-40-135-650-49_ext.xml.minion.gz,1,0.125,0.717087,0.25,0.175,651.762963,6.75,639
rand-2-40-40-135-650-51_ext.xml.minion.gz,1,0.125,0.717087,0.175,0.15,652.007407,6.75,640
rand-2-40-40-135-650-53_ext.xml.minion.gz,1,0.125,0.717087,0.225,0.1625,652.577778,6.75,640
rand-2-40-40-135-650-55_ext.xml.minion.gz,1,0.1,0.717087,0.225,0.1625,651.392593,6.75,642
rand-2-40-40-135-650-57_ext.xml.minion.gz,1,0.125,0.717087,0.225,0.15,647.17037,6.75,630
rand-2-40-40-135-650-59_ext.xml.minion.gz,1,0.125,0.717087,0.25,0.1625,653.62963,6.75,640
rand-2-40-40-135-650-5_ext.xml.minion.gz,1,0.125,0.717087,0.225,0.1625,649.103704,6.75,635
rand-2-40-40-135-650-61_ext.xml.minion.gz,1,0.125,0.717087,0.2,0.1625,651.911111,6.75,637
rand-2-40-40-135-650-63_ext.xml.minion.gz,1,0.125,0.717087,0.225,0.15,647.651852,6.75,637
rand-2-40-40-135-650-65_ext.xml.minion.gz,1,0.125,0.717087,0.2,0.1625,652.007407,6.75,639
rand-2-40-40-135-650-67_ext.xml.minion.gz,1,0.125,0.717087,0.25,0.175,649.733333,6.75,636
rand-2-40-40-135-650-69_ext.xml.minion.gz,1,0.125,0.717087,0.3,0.1625,650.614815,6.75,638
rand-2-40-40-135-650-71_ext.xml.minion.gz,1,0.125,0.717087,0.25,0.1625,649.42963,6.75,637
rand-2-40-40-135-650-73_ext.xml.minion.gz,1,0.125,0.717087,0.2,0.175,648.303704,6.75,637
rand-2-40-40-135-650-75_ext.xml.minion.gz,1,0.125,0.717087,0.275,0.175,650.437037,6.75,638
rand-2-40-40-135-650-77_ext.xml.minion.gz,1,0.1,0.717087,0.25,0.15,650.725926,6.75,637
rand-2-40-40-135-650-79_ext.xml.minion.gz,1,0.125,0.717087,0.3,0.175,648.259259,6.75,634
rand-2-40-40-135-650-7_ext.xml.minion.gz,1,0.1,0.717087,0.2,0.175,653.725926,6.75,639
rand-2-40-40-135-650-9_ext.xml.minion.gz,1,0.125,0.717087,0.2,0.15,649.281481,6.75,637
rand-2-40-80-103-800-11_ext.xml.minion.gz,1,0.1,0.727118,0.225,0.125,800.291262,5.15,789
rand-2-40-80-103-800-13_ext.xml.minion.gz,1,0.1,0.727118,0.2,0.125,800.262136,5.15,790
rand-2-40-80-103-800-15_ext.xml.minion.gz,1,0.1,0.727118,0.15,0.125,797.805825,5.15,789
rand-2-40-80-103-800-17_ext.xml.minion.gz,1,0.075,0.727118,0.175,0.125,799.728155,5.15,792
rand-2-40-80-103-800-19_ext.xml.minion.gz,1,0.1,0.727118,0.2,0.125,800.203883,5.15,789
rand-2-40-80-103-800-1_ext.xml.minion.gz,1,0.1,0.727118,0.225,0.125,798.417476,5.15,790
rand-2-40-80-103-800-21_ext.xml.minion.gz,1,0.1,0.727118,0.175,0.125,799.893204,5.15,789
rand-2-40-80-103-800-23_ext.xml.minion.gz,1,0.1,0.727118,0.2,0.1375,798.76699,5.15,789
rand-2-40-80-103-800-25_ext.xml.minion.gz,1,0.1,0.727118,0.2,0.125,801.427184,5.15,790
rand-2-40-80-103-800-27_ext.xml.minion.gz,1,0.1,0.727118,0.2,0.125,798.961165,5.15,788
rand-2-40-80-103-800-29_ext.xml.minion.gz,1,0.1,0.727118,0.15,0.125,800.31068,5.15,791
rand-2-40-80-103-800-31_ext.xml.minion.gz,1,0.1,0.727118,0.225,0.125,802.194175,5.15,792
rand-2-40-80-103-800-33_ext.xml.minion.gz,1,0.075,0.727118,0.175,0.125,798.436893,5.15,786
rand-2-40-80-103-800-35_ext.xml.minion.gz,1,0.1,0.727118,0.25,0.125,798.912621,5.15,789
rand-2-40-80-103-800-37_ext.xml.minion.gz,1,0.1,0.727118,0.2,0.125,800.504854,5.15,791
rand-2-40-80-103-800-39_ext.xml.minion.gz,1,0.1,0.727118,0.2,0.125,799.92233,5.15,791
rand-2-40-80-103-800-3_ext.xml.minion.gz,1,0.1,0.727118,0.175,0.125,802.145631,5.15,793
rand-2-40-80-103-800-41_ext.xml.minion.gz,1,0.1,0.727118,0.2,0.125,800.271845,5.15,792
rand-2-40-80-103-800-43_ext.xml.minion.gz,1,0.075,0.727118,0.175,0.125,800.038835,5.15,791
rand-2-40-80-103-800-45_ext.xml.minion.gz,1,0.1,0.727118,0.225,0.125,800.058252,5.15,789
rand-2-40-80-103-800-47_ext.xml.minion.gz,1,0.1,0.727118,0.175,0.125,800.699029,5.15,792
rand-2-40-80-103-800-49_ext.xml.minion.gz,1,0.1,0.727118,0.225,0.125,800.485437,5.15,792
rand-2-40-80-103-800-51_ext.xml.minion.gz,1,0.075,0.727118,0.15,0.125,799.640777,5.15,789
rand-2-40-80-103-800-53_ext.xml.minion.gz,1,0.1,0.727118,0.2,0.125,800.058252,5.15,791
rand-2-40-80-103-800-55_ext.xml.minion.gz,1,0.075,0.727118,0.225,0.125,799.184466,5.15,790
rand-2-40-80-103-800-57_ext.xml.minion.gz,1,0.1,0.727118,0.175,0.125,799.339806,5.15,790
rand-2-40-80-103-800-59_ext.xml.minion.gz,1,0.1,0.727118,0.225,0.125,799.728155,5.15,791
rand-2-40-80-103-800-5_ext.xml.minion.gz,1,0.1,0.727118,0.225,0.125,797.893204,5.15,791
rand-2-40-80-103-800-61_ext.xml.minion.gz,1,0.1,0.727118,0.15,0.125,799.213592,5.15,787
rand-2-40-80-103-800-63_ext.xml.minion.gz,1,0.1,0.727118,0.175,0.125,795.339806,5.15,787
rand-2-40-80-103-800-65_ext.xml.minion.gz,1,0.1,0.727118,0.15,0.125,800.563107,5.15,792
rand-2-40-80-103-800-67_ext.xml.minion.gz,1,0.1,0.727118,0.2,0.1375,799.834951,5.15,791
rand-2-40-80-103-800-69_ext.xml.minion.gz,1,0.1,0.727118,0.3,0.125,802.126214,5.15,794
