@RELATION 'FEATURE_VALUES-SAT11-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE SP_unconstraint_min NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE cluster_coeff_min NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_min NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE CG_coeff_variation NUMERIC
@ATTRIBUTE cluster_coeff_coeff_variation NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC

@DATA
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-24_567.cnf,1,0.0707,0,0.0088,0.3102,30.3236,27.7181,1,0.9293,30.3522,1.2004,0.7269,0.799,0,0.6777,2.5462,48.0582,34.8292,0,0.7083,0,3945,1,0,0.6877,0,50.8598,?,0.6535,0,0.0005,0.007,48.0582,0.0066,3.5107,0.8497,0.0066,5.3432,0.274,0,0.1276,0.0066,0.7937,0.7404,?,?,0,0.0071,42826,3945,0.9843,0,0.0845,0.9979,0.0066,48.0582,0.9939,0.0871,0,?,3945,42826,50.8598,0.0699,0.0016
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g5.cnf,1,0.9519,0.0143,0.9519,0.2047,42.2852,53.5417,0.9968,0.9519,84.3548,1.8071,0.8302,0.9161,0.1932,0.7188,6.4664,56.8601,51.2404,0,0.8511,0,70,0.8333,0.0345,0.7968,0,60.5939,?,0.59,0,0.0006,0.001,53.9396,0.001,2.7203,0.3068,0.0096,5.4935,0.1659,0.0124,0.0836,0.0033,0.902,0.8802,?,?,0,0.001,215164,79,0.9236,0,0.0281,0.9999,0.002,57.2606,1.0006,0.0842,0,?,143,212532,72.0897,0.3756,0.198
./SAT11/crafted/mosoi/289/289-sat-4x35.cnf,1,0.7571,0,0.0286,0.676,7.5948,0,1,0.0286,0.1225,0.591,0.4948,0.9992,0,0.4948,0.0002,0,7.5611,0.003,0.4948,0.003,0,1,0.3333,0.4948,0.003,0,?,0.4947,0.003,0.0071,0.0048,0,0.0285,0,0.0097,0.0286,0,0.0097,0.0381,0.0097,0.0285,0.4948,0.4948,?,?,0.003,0.014,15260,0,0.4951,0.003,0.0286,0.9997,0.0285,0,0.9999,0.0001,0.003,?,0,14700,0,0,0
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q585-n40-p15-s54275047.cnf,1,0.9757,0.0074,0.9757,0.163,75.7992,38.5806,0.9989,0.9757,972.808,2.2071,0.8717,0.9316,0.1228,0.6901,6.3269,76.8407,74.1157,0.0001,0.9182,0,5,0.9091,0.0258,0.853,0,88.75,?,0.3773,0,0.0005,0.0013,74.4813,0.0057,3.2939,0.6061,0.0057,5.5258,0.3082,0.0059,0.1498,0.0057,0.9597,0.9469,?,?,0,0.0009,272291,8,0.9996,0,0.0529,0.9999,0.0057,77.9244,1.022,0.1304,0,?,15,270701,111.75,1.2938,0
./SAT05/crafted/sabharwal05/counting/php/unsat/easier/php-045-035.shuffled-as.sat05-1181.cnf,1,0.6999,1.0205,0.9438,0.2212,10.9682,12.9289,0.4836,0.9438,45.5792,2.0058,0.9392,0.9499,0.9743,0.9375,0.0188,205.6862,11.1755,0.0902,0.9394,0.0884,4873,0,0.0294,0.9385,0.0912,205.6862,?,0.9352,0.0886,0.0004,0.0013,205.6862,0.0035,0,0,0.0442,0,0,0.0013,0,0.0109,0.9404,0.9403,?,?,0.0884,0.0025,34695,4873,0.9406,0.0899,0.0444,1.0002,0.006,205.6862,0.9952,0.0013,0.0926,?,4873,34650,205.6862,0,0.2649
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g3.cnf,1,0.9523,0.0142,0.9523,0.2041,43.9316,53,0.9969,0.9523,738,1.8073,0.8308,0.923,0.1922,0.7212,12.4488,57.1667,50.8915,0,0.8529,0,62,0.8571,0.0345,0.7914,0,62.3529,?,0.5791,0,0.0004,0.001,56.774,0.001,2.7466,0.3161,0.0096,5.5834,0.1696,0.0128,0.0721,0.0031,0.9037,0.8837,?,?,0,0.0008,215164,66,0.9263,0,0.0281,0.9999,0.002,58.7018,1.0229,0.0836,0,?,153,212438,89.9355,0.2844,0.1992
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_445.cnf,1,0.0753,0,0.0112,0.3344,24.4192,23.0805,1,0.9247,16.0188,1.1319,0.7167,0.806,0,0.6592,2.3258,40.9879,27.0919,0,0.6973,0,4480,1,0,0.6759,0,41.4762,?,0.6377,0,0.0008,0.009,40.9879,0.0083,3.5633,0.8347,0.0084,5.0081,0.2824,0,0.1269,0.0084,0.7865,0.7333,?,?,0,0.0091,26441,4480,0.9823,0,0.0987,1.0047,0.0084,40.9879,0.9942,0.0966,0,?,4480,26441,43.3104,0.0146,0.0021
./SAT11/crafted/spence/sgen/sgen3-n300-s12830984-sat.cnf,1,0.6361,0.9873,0.8333,0.4506,1.0144,5.5777,0.4778,0.8333,9.9142,0.4472,0.5832,0.8281,1.0972,0.5831,0.0001,42.2709,0.4867,0.2295,0.5832,0.2294,3919,0,0,0.5832,0.2295,44.4574,0.0952,0.5831,0.2295,0,0.0067,42.2709,0.0153,0,0.3333,0.4167,0,0.3333,0,0.3333,0.0167,0.5832,0.5832,0.8944,0.3252,0.2295,0.0083,720,3919,0.5834,0.2295,0.0167,0.9006,0.0165,42.2841,0.9294,0.0001,0.2295,0.0093,4038,720,50.4795,0.045,0.0244
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_3900_3900_060.shuffled.cnf,1,0.2105,0.7008,0,0.4757,1.6243,4.1504,0.3719,0.0075,5.0653,0.082,0.0445,0.7622,1.2762,0.0082,0.2217,15.2123,1.249,0.0042,0.0397,0.0027,4438,0,0,0.0172,0.0048,15.3743,0.1461,0.0044,0.0034,0.0075,0.05,15.2123,0.062,1.3482,0.0556,0.0641,1.7283,0.0174,0,0,0.063,0.0859,0.059,0.0796,0.0468,0.0029,0.0769,936,4438,0.1849,0.0042,0.0833,0.8546,0.0629,15.2678,0.882,0.7669,0.0055,0.1824,4448,936,15.6166,0.0052,0.0063
./SAT05/crafted/lynce05/social-golfer-problem/sgp_5-6-8.shuffled-as.sat05-2669.cnf,1,0.6758,0.9623,0.798,0.6593,9.0277,822,0.4876,0.9008,1202.67,0.5805,0.459,0.5435,1.0911,0.0136,1.0978,50.0524,2.3367,0.0261,0.3443,0,37,0,2.2979,0.0477,0.0351,54.6047,?,0,0.009,0,0.0001,48.1226,0,1.6517,0.9388,0.0409,1.7012,0.4374,0.7945,0,0.0005,0.967,0.9662,?,?,0.0045,0,778800,46,0.9795,0.0269,0.0027,0.982,0.0001,52.2176,0.9866,0.9356,0.0357,?,56,433992,82.4865,0.5845,0.9729
./SAT09/CRAFTED/parity-games/instance_n8_i8_pp_ci_ce.cnf,1,0.8164,0.6201,0.1575,1.2695,2.5805,844.889,0.5329,0.6133,627.6,0.3452,0.6012,0.4477,1.5703,0.061,1.4898,17.2293,0.8549,0.0624,0.738,0,913,0,0.4144,0.3463,0.0651,22.4502,?,0,0.004,0,0.0001,17.2293,0,3.4537,0.9437,0.0636,3.6494,0.3104,0.0713,0,0.0064,0.9228,0.8533,?,?,0,0,257551,913,0.9831,0.0279,0.0037,0.9592,0.0002,21.2835,0.9546,0.5239,0.183,?,1099,240404,23.5292,0.1762,1.3877
./SAT04/handmade/connamacher/connm-d0.02/connm-ue-csp-sat-n800-d0.02-s111845174.used-as.sat04-958.cnf,1,0.8423,0.4669,0,0.4852,3.4226,49.8299,0.6631,0.8423,40.4504,0.2484,0.6228,0.7239,1.0041,0.5231,1.1344,30.2186,3.2985,0.0041,0.6213,0,4396,0.3333,0.3333,0.5709,0.0083,32.8864,0.0381,0.4603,0.0001,0.0028,0.0052,30.2186,0.0012,2.7132,0.5,0.0615,3.4805,0.3459,0.0205,0.2,0.0047,0.7253,0.6666,0.5895,0.3248,0,0.0034,9601,4396,0.8209,0.001,0.0121,0.9765,0.0021,30.2186,0.9673,0.1203,0.0103,0.0091,4396,9408,32.8864,0.0305,0.3445
./SAT04/handmade/kexu/frb-0.8/frb59-26-1.used-as.sat04-891.cnf,1,0.9463,0.0174,0.9463,0.2239,36.3003,276.616,0.9959,0.9463,93.8727,1.6617,0.8361,0.9022,0.2102,0.813,4.4533,48.1301,43.1881,0,0.8374,0,104,0.7778,0.04,0.8242,0,55.095,?,0.7751,0,0.0008,0.0014,47.447,0.0013,2.7629,0.2981,0.0113,5.206,0.1809,0.0155,0.0794,0.0042,0.8567,0.849,?,?,0,0.0014,132295,171,0.8732,0,0.0332,1.0196,0.0026,53.1291,1.0019,0.02,0,?,252,130281,76.6182,0.4145,0.2014
./SAT09/CRAFTED/edgematching/fbcolors/em_8_4_5_fbc.cnf,1,0.7631,0.5509,0.4286,1.1418,3.5783,29.0846,0.6035,0.8446,25.651,0.6689,0.8053,0.8095,1.2717,0.326,1.7941,27.9477,2.5768,0.0363,0.9566,0,264,0,0.0017,0.8262,0.0279,38.5,0.0026,0.0184,0.0001,0.0001,0.0008,27.6049,0.0002,2.7836,0.8621,0.072,2.7982,0.5618,0,0.0327,0.0032,0.9644,0.9642,0.5818,1.6196,0.0001,0.0001,33572,283,0.9652,0.0005,0.0149,0.9856,0.0023,32.0173,0.9853,0.3275,0.1533,0.0039,323,33572,87.2539,0.72,0.3176
./SAT05/crafted/sorge05/QG7a/gensys-ukn006.shuffled-as.sat05-3846.cnf,1,0.1384,0.878,0.0727,2.135,0.6452,51.6197,0.3077,0.0891,41.0273,0.3791,0.7354,0.4971,2.5935,0.6176,0.3066,15.1995,0.0708,0.4456,0.7768,0,31,0,0.0327,0.6668,0.499,16.6292,?,0,0.4785,0,0.0007,7.129,0.0001,2.7434,1,0.1736,3.4024,0.6002,0.1156,0,0.0206,0.8525,0.827,?,?,0.1415,0.0001,18473,791,1,0.496,0.0045,0.9012,0.003,16.0999,0.8808,0.2024,0.4997,?,1061,16559,21.8445,0.3707,1.4776
./SAT11/crafted/skvortsov/battleship/battleship-6-9-unsat.cnf,1,0.7895,0,0.7895,0.5147,1.7588,1.0574,1,0.7895,1.6779,0.8215,0.7156,0.9023,0,0.7155,0.0002,20.5043,1.4117,0.2859,0.7156,0.2858,4751,1,0,0.7156,0.2859,21.8597,0.0435,0.7155,0.2859,0.0292,0.037,20.5043,0.193,0,0.0909,0.3158,0,0.0909,0,0.0909,0.2222,0.7156,0.7156,0.71,0.3445,0.2858,0.0643,171,4751,0.7157,0.2859,0.1667,0.9576,0.2086,21.5338,0.9789,0,0.286,0.1108,4769,171,21.8841,0.0048,0.0418
./SAT11/crafted/skvortsov/automata-synchronization/crn_20_361_s.cnf,1,0.2739,0.9728,0.0153,0.2972,0.1959,31.6777,0.2665,0.0724,15.161,0.085,0.0461,0.2927,0.9387,0.0002,0.3142,7.1508,0.0464,0.3036,0.0042,0.0003,141,0,1.0501,0.0014,0.3382,9.6475,0.0705,0,0.3358,0.0001,0.0005,6.1822,0.0004,0.696,0.8095,0.2865,0.9802,0.0364,0.1087,0,0.0031,0.14,0.0333,0.1475,0.0955,0.1885,0.0004,14991,272,0.8666,0.3375,0.001,0.6879,0.0009,8.1034,0.6758,2.1952,0.3383,0.0045,398,13521,72.0729,0.732,0.6983
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g6.cnf,1,0.4111,0.597,0.0337,1.5069,11.4962,12.1485,0.4323,0.0339,8.0167,0.3801,0.3485,0.6972,2.1453,0,2.5323,13.0756,13.1862,0.0471,0.0499,0,1416,0,0.3723,0.0003,0.0424,20.5718,?,0,0,0,0.0071,13.0756,0.0005,2.2503,1,0.0082,3.9971,0.2297,0.8204,0,0.0068,0.9413,0.7525,?,?,0,0,62656,1416,1,0.0024,0.0709,0.999,0.0033,17.1846,0.9951,1.1369,0.1375,?,2147,34419,24.2917,0.1765,0.4712
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-220-3.shuffled-as.sat05-2490.cnf,1,0.2555,0.8294,0,0.7595,1.5759,24.3157,0.368,0,24.2858,0.1227,0.0403,0.5213,1.5974,0.0007,0.1594,4.7211,1.06,0.1045,0.0135,0.083,398,0,0,0.0062,0.1113,29.4367,0.3143,0,0.0911,0.0014,0.0129,4.7211,0.0032,0.6084,0.2,0.1419,1.2409,0.0203,0,0,0.0055,0.1761,0.0277,0.1896,0.1611,0.0854,0.0109,2192,398,0.3035,0.1022,0.0193,0.9652,0.0039,18.8785,0.9641,1.509,0.1295,0.0218,1218,2192,33.892,0.5045,0.1102
./SAT05/crafted/sabharwal05/counting/fphp/unsat/harder/fphp-030-029.shuffled-as.sat05-1234.cnf,1,0.729,1.0211,0.9646,0.1573,14.5742,1,0.4855,0.9646,6.822,1.7386,0.9236,0.9996,0.8832,0.9233,0.0164,71.957,14.5128,0.0139,0.9236,0.0132,12,0,0.0357,0.9234,0.0141,76.3977,0.0019,0.923,0.0137,0.0008,0.0024,66.9688,0.0035,0,0.3176,0.0351,0,0.3176,0.0363,0.3176,0.0101,0.9241,0.9238,2.6108,0.199,0.0135,0.0035,24825,27,0.9246,0.0139,0.0667,0.9996,0.0062,73.4946,1.0022,0.0003,0.0141,0.0036,276,23955,183.8824,0.5934,0.2638
./SAT02/handmade/pehoushek/twentyvars/7cnf20_90000_90000_7.shuffled.cnf,1,0.0685,0.6873,0,0,2.5884,1.9969,0.3193,0,2.5652,0,0.0262,0.8521,1.0258,0.0078,0.0047,0,2.159,0.4237,0.0214,0.4197,0,0.1429,0,0.0095,0.4252,0,?,0.0022,0.4225,0.0196,0.35,0,0.0124,1.9831,0.0811,0.0131,2.7616,0.0296,0,0.0037,0.0124,0.0634,0.0423,?,?,0.4213,0.3349,1532,0,0.0686,0.4237,0.35,0.8724,0.0124,0,0.9314,0.7744,0.4267,?,0,1532,0,0,0
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2640c305320gyes3.cnf,1,0.9545,0.0126,0.9545,0.1939,49.5251,64,0.9973,0.9545,32.35,1.913,0.8501,0.9026,0.1849,0.6826,6.4525,71.3406,58.0197,0.0001,0.8996,0,33,0.8947,0.0313,0.854,0,79.5476,?,0.1503,0,0.0005,0.0008,62.8933,0.0011,2.6088,0.2716,0.0085,5.4566,0.1435,0.0087,0.0646,0.0029,0.9531,0.9354,?,?,0,0.0008,305320,37,0.9991,0,0.0246,0.9999,0.0018,72.2692,0.9995,0.1872,0.0001,?,44,302680,111.2703,0.43,0.1707
./SAT03/handmade/anton/UNSAT/SGI_30_70_29_50_3-dir.shuffled-as.sat03-179.cnf,1,0.6839,1.0092,0.9662,0.1647,38.5622,12.7917,0.4914,0.9662,51.3814,1.8499,0.8785,0.9407,0.8655,0.8557,6.4478,57.7585,39.8818,0,0.8791,0,78,0,0.0345,0.8667,0,61.7365,?,0.8232,0,0.0005,0.0024,56.4427,0.0063,3.0575,0.4774,0.0116,4.4708,0.2957,0.012,0.1061,0.0116,0.9004,0.8927,?,?,0,0.0021,73400,264,0.9168,0,0.069,0.9998,0.0077,60.8797,1.0025,0.0201,0,?,406,72530,75.1043,0.3331,0.1384
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2400c266431gyes2.cnf,1,0.9534,0.0132,0.9534,0.1972,45.0726,54.5294,0.9971,0.9534,117.045,1.8787,0.8472,0.9244,0.1884,0.6855,5.9345,71.6885,55.0073,0.0001,0.8948,0,35,0.8947,0.0323,0.8507,0,78.7573,?,0.1573,0,0.0005,0.0009,68.4091,0.001,2.6106,0.2756,0.0088,5.3869,0.1476,0.0091,0.0681,0.0031,0.9526,0.9352,?,?,0,0.0009,266431,40,0.9994,0,0.0258,0.9999,0.0019,72.7869,1.0009,0.1901,0.0001,?,55,264031,101.325,0.365,0.18
./SAT03/handmade/stanion/hwb/hwb-n28-01-S136611085.shuffled-as.sat03-1627.cnf,1,0.3472,0.7724,0.0101,1.1838,1.294,4.3166,0.43,0.3864,4.9113,0.2758,0.0355,0.9305,1.7357,0.0005,1.0624,23.3496,0.9748,0.0474,0.0042,0.0139,4176,0,0.3939,0.0019,0.0484,26.1146,0.244,0.0001,0.0239,0.0025,0.0152,23.3496,0.0076,0.4636,0.7436,0.1667,1.7267,0.0162,0.1313,0,0.0518,0.0872,0.0229,0.553,0.2458,0.015,0.0152,896,4176,0.4252,0.03,0.053,0.8586,0.0147,25.3281,0.8689,2.3058,0.0795,0.049,4217,792,27.2656,0.0137,0.7037
./SAT04/handmade/kexu/frb-0.6/frb80-14-2.used-as.sat04-880.cnf,1,0.9049,0.0425,0.9049,0.3513,15.5662,42.2937,0.9867,0.9049,25.4733,1.1406,0.7531,0.8301,0.3284,0.7129,5.5339,29.9594,17.6076,0,0.7529,0,563,0.5,0.0769,0.7297,0,36.4989,?,0.6634,0,0.0008,0.0019,28.7762,0.0016,3.1687,0.425,0.0248,4.6661,0.2119,0.0297,0.0653,0.0066,0.798,0.7746,?,?,0,0.0014,43179,592,0.8534,0,0.024,0.9988,0.0035,32.6467,0.9971,0.0434,0,?,648,41934,50.2261,0.5006,0.2364
./SAT11/crafted/skvortsov/battleship/battleship-10-19-sat.cnf,1,0.8953,0,0.8953,0.3353,2.4202,0.3796,1,0.8953,1.4281,1.377,0.8159,0.9304,0,0.8159,0.0001,77.4231,1.8514,0.2446,0.8159,0.2446,4814,1,0,0.8159,0.2446,80.9113,0.0116,0.8159,0.2446,0.0094,0.0105,77.4231,0.1298,0,0.0526,0.199,0,0.0526,0,0.0526,0.1393,0.8159,0.8159,1.291,0.296,0.2446,0.0199,955,4814,0.8159,0.2446,0.1,0.9836,0.1334,77.4231,0.9886,0,0.2447,0.0375,4814,955,80.9113,0.0092,0.0246
./SAT11/crafted/skvortsov/automata-synchronization/crn_40_1521_s.cnf,1,0.2615,0.9866,0.0069,0.1647,0.2739,455.2,0.2575,0.0338,524.5,0.0581,0.0194,0.1086,0.8338,0.0001,0.2288,52.2293,0.0733,0.3151,0.0002,0,894,0,1.0245,0.0001,0.3325,390.3691,0.0343,0,0.3316,0,0.0001,52.2293,0.0001,0.4093,0.9024,0.2677,0.5973,0.0178,0.052,0,0.0007,0.1214,0.0069,0.1049,0.0578,0.3284,0,123981,894,0.9257,0.3325,0.0001,0.6906,0.0001,52.2293,0.6927,3.149,0.3325,0.001,894,117851,390.3691,0.4661,1.1315
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes1.cnf,1,0.933,0.0239,0.933,0.2642,26.9584,26.9686,0.9937,0.933,14.3492,1.4728,0.8062,0.9285,0.2474,0.7867,3.7597,54.2475,32.2578,0,0.8057,0,140,0.8462,0.05,0.7959,0,60.7071,?,0.7668,0,0.0014,0.0022,54.2475,0.0024,2.9364,0.3737,0.0149,4.8047,0.1769,0.0156,0.0752,0.0071,0.8266,0.8161,?,?,0,0.0024,61409,140,0.8572,0,0.0433,0.9996,0.0047,54.7514,0.9988,0.019,0,?,295,60464,96.9374,0.9961,0.1686
./SAT11/crafted/spence/sgen/sgen3-n240-s78945233-sat.cnf,1,0.6406,0.9852,0.8333,0.4506,1.0583,4.663,0.4764,0.8333,8.191,0.4472,0.5832,0.8159,1.1174,0.5831,0.0001,36.883,0.5353,0.2295,0.5832,0.2294,4422,0,0,0.5832,0.2295,40.7529,0.0952,0.5831,0.2295,0,0.0083,36.883,0.0191,0,0.3333,0.4167,0,0.3333,0,0.3333,0.0208,0.5832,0.5832,0.8944,0.3252,0.2295,0.0104,576,4422,0.5833,0.2295,0.0208,0.9008,0.0207,37.8544,0.9293,0.0001,0.2295,0.0116,4427,576,48.069,0.0116,0.0182
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-5_4231.cnf,1,0.0997,0.0509,0,0.3476,1.9432,170.5,0.997,0,215.125,0.0844,0.593,0.4046,0.0236,0.4369,1.8126,30.7762,0.5048,0.0187,0.6234,0,104,0.1429,0.0024,0.5467,0.0188,32.6105,?,0.0008,0.0013,0,0.0009,29.7191,0.0008,3.2331,1,0.0421,4.5576,0.7564,0.0007,0.0108,0.0042,0.7133,0.6752,?,?,0.0004,0.0003,100397,156,1,0.0047,0.0031,0.9347,0.0024,31.615,0.9465,0.2112,0.0561,?,168,100330,48.2981,0.2695,0.2303
./SAT07/crafted/spence/hard/s113-100.cnf,1,0.5,0,0,0,0.8284,1.0868,1,1,2.6353,0,0.0398,0.9596,0,0.0011,0.0597,16.0966,0.496,0.3148,0.0143,0.2203,3915,1,0,0.0033,0.3225,17.6593,0.1538,0.0001,0.314,0.0127,0.0265,16.0966,0.0254,0.2557,0.3333,0.4788,0.3057,0.0236,0,0,0.0339,0.0878,0.0685,0.114,0.086,0.3114,0.0254,236,3915,0.2624,0.3217,0.0265,0.8016,0.0258,17.1418,0.8526,1.6635,0.3237,0.0401,3980,236,19.8879,0.051,0.0515
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-5_4232.cnf,1,0.0997,0.0474,0,0.345,2.2986,160.5,0.9974,0,297.857,0.083,0.5931,0.3802,0.021,0.439,1.8127,30.2983,0.308,0.0187,0.6231,0,102,0.1429,0.0021,0.547,0.0187,32.1018,?,0.0008,0.0013,0,0.0009,29.2967,0.0008,3.2291,1,0.0421,4.5555,0.7568,0.0006,0.0108,0.0042,0.7131,0.6749,?,?,0.0004,0.0003,100443,162,1,0.0047,0.0031,0.9353,0.0024,31.5249,0.9781,0.2103,0.0559,?,181,100378,46.7451,0.3535,0.23
./SAT11/crafted/mosoi/289/289-unsat-6x34.cnf,1,0.7545,0,0.0179,0.6419,8.9036,12.3425,1,0.0179,10.8994,0.5859,0.4431,0.8942,0,0.4431,0.0009,27.0681,8.6829,0.0001,0.4431,0.0001,367,1,0.3333,0.4431,0.0001,29.2768,?,0.443,0.0001,0.0049,0.0033,26.1857,0.0178,0,0.006,0.0179,0,0.006,0.0238,0.006,0.0178,0.4433,0.4432,?,?,0.0001,0.0097,35088,412,0.4435,0.0001,0.0196,0.9948,0.0178,27.8304,0.9953,0.0002,0.0001,?,434,34272,34.9648,1.0979,0
./SAT11/crafted/mosoi/289/289-sat-6x8.cnf,1,0.7697,0,0.0789,0.7941,3.5405,0,1,0.0789,0,0.6149,0.6098,0.9999,0,0.6098,0,0,3.5426,0.348,0.6098,0.348,0,1,0.3333,0.6098,0.348,0,0.0055,0.6097,0.348,0.0203,0.0139,0,0.0784,0,0.0278,0.0789,0,0.0278,0.1053,0.0278,0.0784,0.6098,0.6098,0.6539,0.7001,0.348,0.0395,2016,0,0.6098,0.348,0.0833,1,0.0784,0,1,0,0.348,0.0917,0,1824,0,0,0
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v1820c171155gyes3.cnf,1,0.944,0.0184,0.944,0.2317,34.3049,38.71,0.9956,0.944,24.4557,1.6249,0.8324,0.8997,0.222,0.8115,5.0278,43.9733,40.1729,0,0.8326,0,74,0.8,0.0417,0.8217,0,53.4921,?,0.7832,0,0.0008,0.0015,42.5825,0.0016,2.8657,0.3757,0.012,5.3811,0.1824,0.0161,0.0831,0.0047,0.8524,0.8429,?,?,0,0.0014,111739,182,0.8821,0,0.0348,0.9998,0.0029,48.5296,0.9992,0.0187,0,?,223,109969,89.5787,1.0981,0.2133
./SAT03/handmade/anton/UNSAT/SGI_30_70_26_60_1-dir.shuffled-as.sat03-167.cnf,1,0.7289,1.0202,0.966,0.1686,38.5468,31.0703,0.4865,0.966,10.6299,1.891,0.8776,0.9575,0.8673,0.8581,6.041,58.1121,41.8741,0,0.8778,0,107,0,0.0345,0.8654,0,71.627,?,0.8412,0,0.0006,0.0027,58.1121,0.0079,2.9436,0.4545,0.0116,4.1532,0.2823,0.012,0.1489,0.0116,0.8986,0.8871,?,?,0,0.0028,65612,107,0.9164,0,0.0769,1.0012,0.0094,59.6866,0.9997,0.0174,0,?,651,64832,95.9874,1.087,0.0741
