@RELATION 'FEATURE_VALUES-SAT12-ALL-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE SP_unconstraint_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC

@DATA
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-c6nidw_i.cnf,1,1.2956,1.3359,1.5948,1.2967,0.127,9.2138,9.6223,0.3926,1.7915,7.4493,10.699,0.9096,0.0388,289,151,0,0.4576,599,0.1341,0,0.7077,11.609,1.6385,0.0227,0.5529,436,412,11.795,402.64,16544,0.0001,728.4,529,9,4.7944,0.1206,361,0.6132,0.0001,0.0002,0.079,0.4146,0.8465,0,0.1757,283000,4461.6,0.1482,794,0.8481,3825.3,4433,0.0001,0,0.439,12.467,0.1105,6,0.4697,0.1819,123000,0.2228,0.7318,95863
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvtms14x8p1-tseitin.cnf,1,1.3455,1.582,1.2485,1.681,0.1765,13.562,13.562,0.4942,1.7781,7.8412,19.22,0.9317,0.0867,1036,1036,0,0.705,1900,0.1404,0,0.5997,23.069,1.5535,0.0149,0.4043,1819,1237,21.599,1407.6,14946,0.0001,1039.3,1900,9,5.4295,0.0777,1046,0.3712,0.0001,0.0002,0.0548,0.1364,0.9293,0,0.1131,285000,4175.5,0.1137,924.17,0.8049,3482.8,4148,0.0001,0.0002,0.3234,23.261,0.0497,5,0.5855,0.1979,106000,0.2676,0.6997,96095
SAT_Competition2011/SAT05/crafted/sorge05/QG8/gensys-ukn007.shuffled-as.sat05-3586.cnf,1,0.4722,0.5461,0.8164,0.1334,0.1475,0,0,0.2387,1.1761,3.2741,0,0.9905,0.7243,0,0,0.0005,0.1245,0,0.0108,0,0.7632,0,0.4792,0,0.9587,0,0,0,0,519,0.002,20.566,0,4,0.1233,0,0,0.9951,0.0005,0.0032,0.0052,0.995,8.7827,0,0.9379,54220,218.67,0.0001,14.415,0.9965,217.77,219,0.0039,0.002,0.4929,0,0.8955,3,0.1487,0.0037,47838,0,0.9951,583
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-220-100.cnf,1,0.019,0,0,0,0.8333,34.453,34.453,0.4472,0,4.6895,35.318,0.9018,0.6614,4510,4510,0.0208,0.0001,4571,0.4167,1,0,35.772,0.4506,0.2295,0.5832,4563,4533,36.308,4538.3,220,0.0076,4.3578,4571,5,0,0.2295,4522,0.5832,0.0114,0.0226,0.2295,0.5831,0.0001,0.2295,0.3333,528,56.931,0.2296,7.6442,0.5833,56.893,57,0.0091,0.583,0.2296,38.145,0.5831,4,0.8333,0.0282,528,0.0048,0.5832,220
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-src_wget_vc18517-tseitin.cnf,1,2.1062,1.6876,1.6966,0.9382,0.2989,8.3647,8.3647,0.6089,1.2944,10.883,12.265,0.8665,0.0578,169,169,0,0.7573,993,0.2195,0,0.7544,13.424,1.1049,0.0246,0.2783,664,523,29.886,527.63,60973,0,4110.3,993,16,1.9529,0.0471,439,0.2192,0,0,0.0362,0.0928,0.55,0,0.0871,538000,12933,0.0533,11100,0.5808,0,0,0,0,0.2799,20.822,0.0348,9,0.8358,0,278000,0.4223,0.4731,180000
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-04-k100.cnf,1,0.7054,0.8045,0.7103,0.676,0.5792,14.317,14.317,0.6355,1.7706,63.29,15.376,0.9513,0.0544,143,143,0,0.5673,1449,0.1665,0,1.0769,15.884,1.4629,0.0056,0.5148,1227,1182,17.19,969,51351,0,3002.2,1449,72,1.3455,0.0444,882,0.5312,0,0.0001,0.0316,0.2507,1.1909,0,0.1559,517000,16539,0.0853,4705,0.8793,16598,16598,0,0.0002,0.6708,19.405,0.0807,52,0.7211,0,308000,0.3905,0.7846,120000
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S884941173-092.cnf,1,0.0142,0.0911,0.218,0,0,23.881,23.881,0,0.8535,2.8807,24.446,0.8582,0.5591,4176,4176,0.044,0.6626,4365,0.0469,0.2,0.6522,25.361,0,0.001,0.1591,4353,4285,25.129,4269.3,110,0.0083,8.7264,4365,3,0,0.0022,4224,0.1482,0.0376,0.0456,0.0017,0.0773,0.5942,0.0002,0.076,2343,21.98,0.0033,9.6909,0.3121,21.968,22,0.0455,0.0024,0.0051,25.819,0.0234,2,0,0.0773,2343,0.0158,0.2201,110
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1100/unif-k5-r20-v1100-c22000-S115851319-100.cnf,1,0.0873,0.1014,0.2334,0,0,48.091,52.636,0,0.8312,3,55.355,0.8419,0.4774,30,22,0.0112,0.6823,87,0.05,0.2,0.6476,59.472,0,0.0015,0.1752,43,36,59.332,38.459,1100,0.0008,47.774,49,3,0,0.0036,32,0.1574,0.003,0.0152,0.0029,0.0813,0.6802,0.0003,0.0836,22000,211.43,0.0052,57.788,0.3406,210.32,210,0.0045,0,0.0175,62.758,0.0326,3,0,0.025,22000,0.2649,0.2555,1100
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v20000-c84000-S525505471-054-UNKNOWN.cnf,1,0.2912,0.2878,0.3962,0.0071,0,38.111,51.25,0.0641,0.7122,5.3689,57.4,0.9115,0.2253,5,3,0,0.5799,23,0.2336,0,0.5877,67.333,0.1601,0.0482,0.3944,10,8,68.355,8.7889,19487,0.0001,727.44,15,6,0.0263,0.1253,6,0.3897,0,0.0003,0.0932,0.2045,0.6483,0.0016,0.2292,84000,3776.6,0.1762,888.5,0.7087,3192.3,4230,0.0002,0,0.869,77.391,0.0859,5,0.9639,0.2148,83408,0.4228,0.5698,20000
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/200/unif-k7-r85-v200-c17000-S2140929154-062.cnf,1,0,0.0382,0.1586,0,0,56.34,56.34,0,1.0049,2,57.095,0.8664,0.627,3677,3677,0.0117,0.6888,3910,0.0118,0.1429,0.6803,57.807,0,0.0001,0.0681,3910,3823,57.313,3773.5,200,0.0023,17.934,3910,2,0,0.0001,3684,0.0596,0.0316,0.0117,0.0001,0.0321,0.3628,0,0.0335,17000,33.147,0.0001,17.783,0.1332,33.179,33,0.035,0,0.0002,58.009,0.013,2,0,0.1185,17000,0.026,0.0985,200
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minxorminand/minxorminand064.cnf,1,1.0563,1.4927,1.4463,1.4569,0.3922,4.6703,18.141,0.8894,1.9957,6.5426,30.038,0.9724,0.2012,433,91,0.0001,0.4244,1081,0.1,0,0.5352,74.107,1.8101,0.0069,0.6343,838,615,69.24,629,4857,0.0002,181.51,1035,8,7.2442,0.0858,464,0.7195,0.0001,0.0009,0.0525,0.4541,0.9659,0,0.1981,119000,1574.9,0.0949,121.34,0.8827,1539.6,1566,0.0004,0.0016,0.4486,107.75,0.18,5,0.5228,0.0216,48581,0.3788,0.8612,40042
SAT_Competition2007/crafted/Hard/contest03/others/999999000001nw.sat05-447.reshuffled-07.cnf,1,0.9719,0.9028,0.9593,0.1165,0.0138,26.096,26.096,0.0999,0.8703,12.231,30.987,0.7703,0.0277,1153,1153,0.0002,0.7436,1933,0.2315,0,0.6081,71.931,0.3627,0.0505,0.2138,1933,1827,54.233,1536,3834,0.0004,242.32,1933,15,0.2173,0.0618,1231,0.1444,0.0004,0.0004,0.0599,0.0661,0.3102,0,0.0756,18492,654.01,0.0929,165.28,0.4373,654.37,653.5,0.0005,0,0.1757,87.92,0.0433,10,0.9159,0.0227,16563,0.226,0.3972,4667
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S222128792-011.SATISFIABLE.cnf,1,0.2905,0.2972,0.3915,0.0047,0,24.795,24.795,0.0657,0.7325,4,25.258,0.847,0.3246,3774,3774,0.0031,0.5756,4003,0.2301,0,0.5895,25.46,0.1672,0.0463,0.4051,3980,3893,26.119,3889.1,439,0.0034,12.822,4003,4,0.0251,0.1152,3863,0.3948,0.0016,0.0136,0.0893,0.2177,0.6884,0.0036,0.2284,1917,97.974,0.1745,15.625,0.7293,97.788,98,0.0068,0,0.418,27.375,0.0914,4,0.9617,0.0382,1908,0.019,0.5812,450
SAT_Competition2011/SAT05/crafted/sorge05/QG7/dead-dnd003.shuffled-as.sat05-3109.cnf,1,0.8397,0.8253,0.5452,0.6884,0.5065,32.027,32.027,0.6143,1.7272,3.8297,33.636,0.9924,0.5663,2808,2808,0.0001,0.1666,4437,0.0592,0,0.9228,35.208,1.4978,0.0106,0.8253,4437,4394,35.186,3985,412,0.003,13.689,4437,4,0.1359,0.0389,4301,0.874,0.0001,0.0105,0.0934,0.8274,1.8734,0.0016,0.6006,11753,133.06,0.4728,12.367,0.8859,132.77,133,0.0049,0,0.9752,39.871,0.7359,3,0.7477,0.0348,6961,0.171,0.8811,468
SAT_Competition2011/SAT05/crafted/lynce05/social-golfer-problem/sgp_5-6-8.shuffled-as.sat05-2669.cnf,1,0.9729,0.9384,1.0281,0.7945,0.798,48.123,50.052,0.5805,1.0911,9.8333,51.17,0.982,0.2453,46,37,0,0.9356,294,0.0409,0,0.9623,60.983,0.6593,0.009,0.459,229,212,60.131,152.8,17757,0.0001,789.8,294,12,2.2979,0.0351,53,0.3443,0,0.0001,0.0261,0.0477,1.0978,0,0.4374,779000,5544,0.0357,12624,0.967,3686.3,5497,0.0001,0,0.1794,66.348,0.0136,8,0.9008,0.3091,434000,0.6563,0.9662,58560
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S449556655-088.cnf,1,0.2699,0.2711,0.3959,0.002,0,25.18,25.18,0.0482,0.6463,4.0042,26.122,0.8426,0.3196,3741,3741,0.0039,0.5662,4069,0.2318,0,0.5818,26.803,0.0966,0.0432,0.4018,3873,3867,27.289,3863,472,0.0031,13.61,4069,5,0.0169,0.1159,3850,0.3885,0.002,0.0126,0.088,0.2206,0.6965,0.005,0.2274,2040,105.38,0.1689,16.477,0.7129,104.91,105,0.0064,0.0028,0.5717,28.925,0.0952,4,0.9813,0.0379,2036,0.0234,0.578,480
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_70_15_90_1-dir.shuffled-as.sat03-136.cnf,1,0,0.1313,0.3882,0.0143,0.9723,60.946,60.946,1.8311,0.8437,2,82.131,0.9998,0.9647,61,61,0.0138,0.0203,4199,0.0138,0,1.0134,118.63,0.1431,0,0.9037,2321,2264,104.23,1846.4,435,0.0033,2.4614,4199,2,0.0345,0,387,0.9039,0.0046,0.0138,0,0.8895,1.7597,0,0.3715,31962,204.96,0,14.12,0.9314,203.82,204,0.0046,0.8699,0.0002,119.63,0.8816,2,0.9723,0.0384,31512,0.8125,0.9145,450
SAT_Competition2009/CRAFTED/sgi/satsgi-n23himBHm27-p0-q251.cnf,1,0,0,0,0.0434,0.9823,0,0,2.2849,0,2,0,0.9992,1,0,0,0.0417,0,0,0.0418,1,0,0,0.0889,0.0629,0.9375,0,0,0,0,598,0.0033,1.6708,0,2,0.0385,0.0629,0,0.9375,0.0048,0.0417,0.0629,0.9375,0.0006,0.0629,0.3623,14927,277.73,0.063,0.0023,0.9376,277.9,278,0.0033,0.9374,0.063,0,0.9375,2,0.9823,0.0002,14306,0,0.9375,621
SAT_Competition2007/crafted/Difficult/contest05/QG/QG7-gensys-icl006.sat05-3132.reshuffled-07.cnf,1,0.8505,0.9067,1.1395,0.4271,0.2836,33.659,33.659,0.4771,1.73,4.1829,33.997,0.9911,0.4333,3770,3770,0.0002,0.2205,4447,0.0554,0,0.9298,35.196,1.5261,0.0314,0.7786,4447,4388,34.854,4141,668,0.0014,15.162,4447,5,0.0898,0.4976,3959,0.8059,0.0001,0.0085,0.2564,0.734,0.898,0.0098,0.6768,17199,134.36,0.4995,11.067,0.9167,134.7,135,0.003,0,0.9773,36.565,0.4999,4,0.4222,0.004,12052,0.0689,0.9062,728
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtviseisenberg2-tseitin.cnf,1,1.4257,1.4466,1.1573,1.126,0.2783,13.318,13.318,0.4264,1.7997,14.629,14.332,0.9063,0.0692,969,969,0,0.4502,1597,0.1738,0,0.7079,15.069,1.5374,0.0217,0.4251,1541,1458,15.859,1340.6,28227,0,1730.8,1597,17,3.0835,0.0834,1138,0.4565,0,0.0001,0.0552,0.2868,0.8881,0,0.1478,345000,7949.1,0.1467,902,0.6831,7963.5,7963.5,0.0001,0.0001,0.2115,15.848,0.132,11,0.6662,0.0383,162000,0.1824,0.5553,115000
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/rnd_100_27_s.cnf,1,1.9272,3.5252,4.0951,0.744,0.2415,14.979,14.979,0.9928,1.8292,3.8874,15.715,0.9243,0.1204,2657,2657,0.001,0.9193,3559,0.1629,0,0.7382,16.034,1.7384,0.2631,0.2752,3337,3229,17.194,3190.1,969,0.0016,16.075,3559,4,1.8421,0.3322,2993,0.2055,0.0008,0.0046,0.2727,0.0756,0.3527,0,0.2476,10377,181.02,0.3484,14.342,0.6508,180.77,181,0.0021,0.0003,0.3874,18.736,0.0283,3,0.5521,0.0307,5950,0.0838,0.3791,2754
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-21.cnf,1,1.074,0.5336,0.8426,0.6823,0.2034,29.695,30.303,0.2967,1.2931,7.515,30.698,0.8587,0.2049,925,774,0.0008,0.8804,2133,0.1833,0,0.6166,35.704,1.234,0.0231,0.2437,1614,1192,35.217,1292.8,1203,0.0015,85.138,2001,10,1.6509,0.0469,1008,0.166,0.0011,0.0015,0.043,0.0618,1.0711,0,0.0654,11039,239.46,0.08,54.031,0.5774,240.07,240,0.0017,0,0.2681,37.373,0.0263,6,0.576,0.024,6562,0.32,0.3706,3189
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1250-c25000-S313445894-099-UNKNOWN.cnf,1,0.0877,0.1015,0.2326,0,0,50.394,53.81,0,0.8259,3,57.289,0.84,0.4716,24,18,0.0092,0.6772,71,0.05,0.2,0.65,61.152,0,0.0015,0.1711,35,31,61.875,31.955,1250,0.0007,52.954,40,3,0,0.0035,27,0.1542,0.0024,0.0137,0.0028,0.0746,0.6817,0.0003,0.0817,25000,239.15,0.0051,66.758,0.3356,239.12,239,0.004,0.0007,0.0232,65.565,0.0326,3,0,0.0241,25000,0.2359,0.2498,1250
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v125-c2662-S1258495116-025.SATISFIABLE.cnf,1,0.0169,0.0893,0.2355,0,0,26.915,26.915,0,0.8193,2.9677,27.354,0.8583,0.5544,4132,4132,0.0421,0.6677,4362,0.047,0.2,0.6422,28.186,0,0.0011,0.1697,4336,4192,28.049,4216.9,125,0.0072,9.4876,4362,3,0,0.0023,4166,0.148,0.0316,0.0452,0.0018,0.082,0.5559,0.0003,0.0821,2662,24.876,0.003,10.583,0.3252,24.869,25,0.04,0.0014,0.0054,28.699,0.0427,2,0,0.0721,2662,0.0187,0.2409,125
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/velev-vliw-uns-4.0-9-i1.cnf,1,1.3152,7.5865,5.2458,0.0118,0.6001,0,0,2.9522,1.3269,4.25,0,1.2363,0.4283,0,0,0,0.2737,0,0.0429,0,0.752,0,0.9783,0,0.8642,0,0,0,0,137000,0,120000,0,5,0.1264,0.0912,0,0.9969,0,0.0003,0.0854,0.835,1.7769,0,0.4607,3230000,0,0.3486,186000,1,0,0,0,0,0.5,0,0.4894,4,0.953,0,3190000,0,0.9999,154000
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/460/unif-k3-r4.25-v460-c1955-S356738975-073.cnf,1,0.2796,0.2827,0.3659,0.0057,0,24.182,24.182,0.0605,0.7147,4,25.204,0.8395,0.3224,3811,3811,0.0051,0.5937,4044,0.2315,0,0.592,25.669,0.1517,0.0414,0.3819,3950,3901,25.807,3902,450,0.0033,15.101,4044,4,0.0222,0.1109,3852,0.3739,0.0026,0.0133,0.0833,0.1902,0.6834,0.0062,0.2188,1955,98.756,0.1616,18.808,0.697,98.846,99,0.0067,0.0005,0.3132,27.155,0.074,4,0.965,0.0405,1944,0.0184,0.5695,460
SAT-Race-2010-CNF/cryptography/md5gen/gus-md5-09.cnf,1,0.4547,0.585,0.534,0.3877,0.0617,4.8059,5.4235,0.1782,1.0579,20.137,5.8868,0.8565,0.0308,195,184,0,1.5886,569,0.1747,0,0.4545,6.6679,0.8813,0.0227,0.0987,333,242,8.5281,270.16,28519,0.0001,2131.2,389,24,1.4365,0.0398,204,0.0145,0,0,0.0313,0.0015,0.631,0,0.0251,227000,5617.2,0.0571,1813,0.3933,5633,5633,0.0001,0,0.2402,8.11,0,15,0.5562,0.0043,163000,0.328,0.1034,69487
SAT-Race-2010-CNF/hardware-verification/manolios/c7bidw_i.cnf,1,1.4341,1.5143,1.8133,1.2922,0.1229,9.0179,9.6308,0.385,1.7619,7.4643,10.584,0.9429,0.0319,245,206,0,0.4458,479,0.1328,0,0.7062,11.35,1.6207,0.024,0.5643,379,337,11.504,339.54,22468,0.0001,1177.6,428,9,4.8307,0.1195,291,0.6206,0,0.0001,0.0786,0.4333,0.8212,0,0.1711,388000,5563.3,0.1472,568.5,0.8512,6137.5,6157.5,0.0001,0,0.443,12.246,0.1263,7,0.4693,0.0087,169000,0.1906,0.7406,131000
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_445.cnf,1,0.0021,0.2401,0.3562,0,0.0112,40.988,40.988,1.1319,0,2.1802,40.988,0.9972,0.6669,4480,4480,0.0083,0.0966,4636,0.0084,1,0,41.476,0.3344,0,0.7167,4636,4599,41.925,4571.7,223,0.0074,17.629,4636,3,0,0,4480,0.6973,0.0091,0.0084,0,0.6759,2.3258,0,0.2824,26441,89.792,0,12.248,0.7865,89.194,89,0.009,0.6377,0,43.31,0.6592,2,0.9247,0.0025,26441,0.0146,0.7333,223
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v50-c4450-S1496316430-079.SATISFIABLE.cnf,1,0,0.0397,0.1289,0,0,19.932,19.932,0,1.0161,2,19.932,0.8762,0.7064,4617,4617,0.011,0.6525,4617,0.0112,0.1429,0.6865,19.932,0,0,0.0673,4617,4617,19.932,4617,50,0.009,6.1994,4617,2,0,0.0001,4617,0.0643,0.1265,0.011,0.0001,0.0297,0.388,0,0.0333,4450,8.961,0.0001,6.6892,0.136,8.9531,9,0.14,0.0039,0.0002,19.932,0.012,2,0,0.1143,4450,0,0.0952,50
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v30000-c126000-S858279511-076-UNKNOWN.cnf,1,0.2946,0.2913,0.4013,0.0059,0,33,46.143,0.0627,0.7048,5.8,58.5,0.835,0.2205,2,2,0,0.5801,15,0.2339,0,0.5867,75.333,0.1526,0.0469,0.3916,5,4,80.57,4.5135,29301,0.0001,657,7,6,0.0239,0.1243,3,0.3843,0,0.0002,0.0922,0.2025,0.6552,0.0015,0.2272,126000,6379.8,0.175,5602.3,0.7043,4273.7,6402,0.0001,0,0.7947,95.333,0.0883,5,0.9664,0.866,125000,0.4596,0.5661,30000
SAT_Competition2009/CRAFTED/parity-games/instance_n6_i7_pp_ci_ce.cnf,1,1.1663,1.3794,1.5896,0.1009,0.1921,16.09,16.09,0.3205,1.6228,6.2383,18.885,0.95,0.1227,778,778,0.0001,0.5881,1442,0.0845,0,0.6562,27.287,1.3286,0.008,0.5571,1419,1281,24.266,1198.4,5732,0.0004,391.95,1442,7,0.4801,0.0693,1067,0.6672,0.0001,0.0005,0.0697,0.1705,1.4021,0,0.3111,74640,1602.3,0.2604,332.16,0.9205,1545.6,1597,0.0003,0,0.3597,29.416,0.0757,5,0.6033,0.1221,67800,0.1903,0.8259,8484
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1552308135-080.SATISFIABLE.cnf,1,0.2769,0.2798,0.3941,0.0056,0,27.279,27.279,0.0601,0.7062,4.0037,28.818,0.8409,0.3144,3780,3780,0.0043,0.5919,3927,0.23,0,0.5899,30.502,0.1475,0.043,0.3828,3892,3811,30.826,3834.7,536,0.0029,16.718,3927,5,0.0261,0.1084,3789,0.3626,0.0021,0.0112,0.0829,0.2047,0.6652,0.0046,0.2159,2343,118.7,0.1651,20.576,0.6995,118.75,119,0.0056,0.0021,0.3244,34.536,0.0857,4,0.9669,0.0354,2330,0.0138,0.5639,550
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-servers_slapd_a_vc149789-tseitin.cnf,1,1.0531,1.0386,1.118,0.5209,0.2762,7.1311,7.1311,0.2165,1.135,14.25,8.6762,0.9499,0.0227,202,202,0,0.8602,345,0.2402,0,0.7422,9.7855,0.9207,0.0212,0.1566,297,243,9.3149,254.43,170000,0,20812,345,15,1.1192,0.0461,210,0.1051,0,0,0.0331,0.0773,0.6624,0,0.0821,1080000,34068,0.0477,85259,0.3238,0,0,0,0,1,10.05,0.0466,12,0.8859,0,708000,0.1831,0.2324,360000
SAT_RACE2008/ibm-2004-01-k90.cnf,1,0.7817,1.0046,0.878,0.2995,0.5476,4,10.167,0.6092,1.7411,70.359,11.51,0.9424,0.0668,170,43,0,0.5675,956,0.1645,0,1.0647,12.598,1.4353,0.0071,0.5121,545,453,12.71,455.2,34963,0,2088.4,802,89,0.8505,0.0497,249,0.5719,0,0.0001,0.0349,0.2577,1.2396,0,0.1717,276000,10673,0.0892,10185,0.8666,5346.5,5346.5,0.0001,0,0.2337,14.979,0.0795,46,0.7126,0.5701,213000,0.5194,0.7817,64699
SAT_Competition2007/random/2+p/p0.9/v630/unif2p-p0.9-v630-c2280-S1501024241-13-UNSAT.cnf,1,0.3237,0.3166,0.4152,0.0179,0.0946,24.886,24.886,0.1454,0.9865,4.0576,25.643,0.8363,0.2925,3818,3818,0.0031,0.5723,3947,0.2638,0,0.6557,25.739,0.5921,0.061,0.4006,3937,3930,25.943,3899.7,591,0.0024,16.524,3947,5,0.066,0.1585,3874,0.4065,0.0022,0.0099,0.1153,0.2147,0.6127,0.0055,0.2316,2280,128.52,0.2205,21.005,0.692,128.82,129,0.0034,0.0033,0.3417,26.802,0.088,4,0.9259,0.0392,2240,0.0114,0.5714,630
SAT_Competition2011/SAT02/industrial/goldberg/fpga_routing/vda_gr_rcs_w9.shuffled.cnf,1,0.7554,0.7872,0.8918,0.0059,0.7903,0,0,0.8762,1.3272,5.085,0,0.9906,0.3487,0,0,0.0001,0.178,0,0.044,0,1.0295,0,0.5612,0,0.5977,0,0,0,0,5735,0.0002,220.86,0,6,0.133,0.0012,0,0.5923,0,0.0011,0.0178,0.5263,4.5877,0,0.0064,131000,2077.3,0.0265,63.167,0.7374,2062.9,2061.5,0.0003,0.3402,1,0,0.4641,2,0.7903,0.002,130000,0,0.6665,6498
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1100/unif-k5-r20-v1100-c22000-S155821307-034.cnf,1,0.0846,0.0993,0.2323,0,0,43.421,51.575,0,0.8219,3,55.533,0.8419,0.4779,28,22,0.0113,0.6733,66,0.05,0.2,0.6522,59.433,0,0.0016,0.1737,41,37,59.288,37.508,1100,0.0008,47.553,50,3,0,0.0035,32,0.1542,0.0033,0.0153,0.0028,0.0752,0.6323,0.0003,0.0828,22000,212.03,0.0051,58.633,0.3441,210.13,210,0.0045,0.0001,0.0125,62.52,0.0337,3,0,0.0361,22000,0.2305,0.2489,1100
