@RELATION 'FEATURE_VALUES-SAT11-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE cluster_coeff_max NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE CG_max NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE UNARY NUMERIC

@DATA
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-24_567.cnf,1,30.3522,0.2079,8.0151,0.6764,0.7269,0.0707,27.7181,0.0088,1.2004,0.6877,30.3236,0,2.5462,0.799,34.8292,42826,0.0871,0.6777,42826,0.0845,0.6535,0.0211,0.0066,0.9293,0.0066,48.0582,0.0005,49.459,3.5107,50.8598,50.8598,50.8598,0.0089,2.1802,48.0582,0.7083,50.8598,0.9939,48.0582,3,0.0699,0.2426,284,0.1568,2,?,?,?,5.3432,0.0071,0.0468,0.0815,0.0157,115.899,0.274,104,0.0059,0.3562,0.2006,0.1276,0.8497,116,0.9843,0
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g5.cnf,1,84.3548,0.1022,3.8541,0.7614,0.8302,0.9519,53.5417,0.9519,1.8071,0.7968,42.2852,0.0345,6.4664,0.9161,51.2404,215164,0.0842,0.7188,212532,0.0281,0.59,0.0025,0.002,0.9519,0.001,57.2606,0.0006,61.9266,2.7203,66.6143,70.3521,60.5939,0.0015,3,56.8601,0.8511,72.0897,1.0006,53.9396,3,0.3756,0.1934,2100,0.0376,3,?,?,?,5.4935,0.001,0.0069,0.0248,0.0017,947.229,0.1659,916,0.0009,0.181,0.1432,0.0836,0.3068,947.5,0.9236,0
./SAT11/crafted/mosoi/289/289-sat-4x35.cnf,1,0.1225,0,41.6053,0.9854,0.4948,0.7571,0,0.0286,0.591,0.4948,7.5948,0.3333,0.0002,0.9992,7.5611,15260,0.0001,0.4948,14700,0.0286,0.4947,0.014,0.0285,0.0286,0.0285,0,0.0071,0,0,0,0,0,0.0071,2,0,0.4948,0,0.9999,0,2,0,0,560,0,2,?,?,?,0,0.014,0.0097,0.0846,0.014,101.505,0.0097,90,0.0071,0,0.1292,0.0097,0.0097,102,0.4951,0
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q585-n40-p15-s54275047.cnf,1,972.808,0.0859,4.9271,0.8734,0.8717,0.9757,38.5806,0.9757,2.2071,0.853,75.7992,0.0258,6.3269,0.9316,74.1157,272291,0.1304,0.6901,270701,0.0529,0.3773,0.0025,0.0057,0.9757,0.0057,77.9244,0.0005,90.5923,3.2939,103,109.6438,88.75,0.0017,2,76.8407,0.9182,111.75,1.022,74.4813,2,1.2938,0.154,1590,0.0721,2,?,?,?,5.5258,0.0009,0.1107,0.0312,0.0019,737.742,0.3082,719,0.0013,0.1771,0.2692,0.1498,0.6061,737,0.9996,0
./SAT05/crafted/sabharwal05/counting/php/unsat/easier/php-045-035.shuffled-as.sat05-1181.cnf,1,45.5792,3.3981,11.6045,0.9385,0.9392,0.6999,12.9289,0.9438,2.0058,0.9385,10.9682,0.0294,0.0188,0.9499,11.1755,34695,0.0013,0.9375,34650,0.0444,0.9352,0.0025,0.006,0.9438,0.0035,205.6862,0.0004,205.6862,0,205.6862,205.6862,205.6862,0.0013,3,205.6862,0.9394,205.6862,0.9952,205.6862,3,0,0,1575,0,3,?,?,?,0,0.0025,0.0676,0.072,0.0025,718.338,0,694,0.0009,0.3552,0.0773,0,0,721,0.9406,0
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g3.cnf,1,738,0.1248,5.3709,0.7575,0.8308,0.9523,53,0.9523,1.8073,0.7914,43.9316,0.0345,12.4488,0.923,50.8915,215164,0.0836,0.7212,212438,0.0281,0.5791,0.0028,0.002,0.9523,0.001,58.7018,0.0004,65.2603,2.7466,67.4974,73.3939,62.3529,0.0016,3,57.1667,0.8529,89.9355,1.0229,56.774,3,0.2844,0.2156,2100,0.0385,3,?,?,?,5.5834,0.0008,0.1283,0.026,0.0016,952.104,0.1696,924,0.0009,0.2049,0.2828,0.0721,0.3161,950,0.9263,0
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_445.cnf,1,16.0188,6.2778,6.6568,0.668,0.7167,0.0753,23.0805,0.0112,1.1319,0.6759,24.4192,0,2.3258,0.806,27.0919,26441,0.0966,0.6592,26441,0.0987,0.6377,0.0264,0.0084,0.9247,0.0083,40.9879,0.0008,41.9248,3.5633,43.3104,43.3104,41.4762,0.0111,2.1802,40.9879,0.6973,43.3104,0.9942,40.9879,3,0.0146,0.2401,223,0.1567,2,?,?,?,5.0081,0.0091,0.0344,0.0941,0.0198,88.6491,0.2824,79,0.0074,0.3562,0.2074,0.1269,0.8347,89,0.9823,0
./SAT11/crafted/spence/sgen/sgen3-n300-s12830984-sat.cnf,1,9.9142,0.2379,0.2404,0.6433,0.5832,0.6361,5.5777,0.8333,0.4472,0.5832,1.0144,0,0.0001,0.8281,0.4867,720,0.0001,0.5831,720,0.0167,0.5831,0.0083,0.0165,0.8333,0.0153,42.2841,0,45.4856,0,49.8403,50.4795,44.4574,0.0069,5,42.2709,0.5832,50.4795,0.9294,42.2709,5,0.045,0,300,0,5,0.4,0.0093,0.0278,0,0.0083,0.1074,0.1007,0.0083,77.3126,0.3333,67,0.0046,0.3554,0.197,0.3333,0.3333,77,0.5834,0
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_3900_3900_060.shuffled.cnf,1,5.0653,0.3674,0.3522,0.6115,0.0445,0.2105,4.1504,0,0.082,0.0172,1.6243,0,0.2217,0.7622,1.249,936,0.7669,0.0082,936,0.0833,0.0044,0.0833,0.0629,0.0075,0.062,15.2678,0.0075,15.3845,1.3482,15.5566,15.6166,15.3743,0.0246,2.1695,15.2123,0.0397,15.6166,0.882,15.2123,3,0.0052,0.0189,60,0.0138,2,0.2011,0.1824,0.2009,1.7283,0.0769,0.1028,0.2038,0.0805,11.8999,0.0174,9,0.0167,0.2288,0.2847,0,0.0556,12,0.1849,0
./SAT05/crafted/lynce05/social-golfer-problem/sgp_5-6-8.shuffled-as.sat05-2669.cnf,1,1202.67,0.4228,0.5642,0.2452,0.459,0.6758,822,0.798,0.5805,0.0477,9.0277,2.2979,1.0978,0.5435,2.3367,778800,0.9356,0.0136,433992,0.0027,0,0.0005,0.0001,0.9008,0,52.2176,0,59.011,1.6517,66.3478,71.4107,54.6047,0.0003,9.875,50.0524,0.3443,82.4865,0.9866,48.1226,12,0.5845,0.9384,58560,0.4232,8,?,?,?,1.7012,0,0.0075,0.011,0.0001,5550.4,0.4374,5539,0.0001,1.0281,0.5348,0,0.9388,5576,0.9795,0
./SAT09/CRAFTED/parity-games/instance_n8_i8_pp_ci_ce.cnf,1,627.6,0.0655,0.1526,0.0977,0.6012,0.8164,844.889,0.1575,0.3452,0.3463,2.5805,0.4144,1.4898,0.4477,0.8549,257551,0.5239,0.061,240404,0.0037,0,0.0081,0.0002,0.6133,0,21.2835,0,21.123,3.4537,23.5292,23.5292,22.4502,0.004,5.91,17.2293,0.738,23.5292,0.9546,17.2293,7,0.1762,1.7537,21640,0.2686,5,?,?,?,3.6494,0,0.0049,0.0127,0.0002,4329,0.3104,4322,0.0002,2.012,0.1559,0,0.9437,4340,0.9831,0
./SAT04/handmade/connamacher/connm-d0.02/connm-ue-csp-sat-n800-d0.02-s111845174.used-as.sat04-958.cnf,1,40.4504,0.1223,0.2905,0.2941,0.6228,0.8423,49.8299,0,0.2484,0.5709,3.4226,0.3333,1.1344,0.7239,3.2985,9601,0.1203,0.5231,9408,0.0121,0.4603,0.0136,0.0021,0.8423,0.0012,30.2186,0.0028,31.5525,2.7132,32.8864,32.8864,32.8864,0.0105,5.8962,30.2186,0.6213,32.8864,0.9673,30.2186,7,0.0305,0.3878,772,0.0595,5,0.4074,0.0091,0.0533,3.4805,0.0034,0.0193,0.0646,0.0058,172.649,0.3459,160,0.0044,0.3915,0.2001,0.2,0.5,172,0.8209,0
./SAT04/handmade/kexu/frb-0.8/frb59-26-1.used-as.sat04-891.cnf,1,93.8727,7.2395,5.5876,0.759,0.8361,0.9463,276.616,0.9463,1.6617,0.8242,36.3003,0.04,4.4533,0.9022,43.1881,132295,0.02,0.813,130281,0.0332,0.7751,0.0037,0.0026,0.9463,0.0013,53.1291,0.0008,56.7113,2.7629,58.5497,70.3558,55.095,0.0022,3.2222,48.1301,0.8374,76.6182,1.0019,47.447,4,0.4145,0.1853,1534,0.039,3,?,?,?,5.206,0.0014,0.0204,0.1211,0.0022,676.055,0.1809,652,0.0013,0.1803,0.1399,0.0794,0.2981,684,0.8732,0
./SAT09/CRAFTED/edgematching/fbcolors/em_8_4_5_fbc.cnf,1,25.651,0.1237,1.6403,0.3103,0.8053,0.7631,29.0846,0.4286,0.6689,0.8262,3.5783,0.0017,1.7941,0.8095,2.5768,33572,0.3275,0.326,33572,0.0149,0.0184,0.0058,0.0023,0.8446,0.0002,32.0173,0.0001,42.1608,2.7836,44.065,75.1238,38.5,0.0033,5.7462,27.9477,0.9566,87.2539,0.9853,27.6049,7,0.72,1.2277,2420,0.3176,5,0.5,0.0039,0.029,2.7982,0.0001,0.0097,0.0236,0.0012,1019.36,0.5618,995,0.0008,1.1771,0.1619,0.0327,0.8621,1020,0.9652,0
./SAT05/crafted/sorge05/QG7a/gensys-ukn006.shuffled-as.sat05-3846.cnf,1,41.0273,0.136,0.2134,0.2353,0.7354,0.1384,51.6197,0.0727,0.3791,0.6668,0.6452,0.0327,0.3066,0.4971,0.0708,18473,0.2024,0.6176,16559,0.0045,0,0.0203,0.003,0.0891,0.0001,16.0999,0,16.6726,2.7434,17.6421,20.1771,16.6292,0.0064,4.8466,15.1995,0.7768,21.8445,0.8808,7.129,6,0.3707,1.3033,2969,0.1514,4,?,?,?,3.4024,0.0001,0.0413,0.0714,0.0025,133.521,0.6002,123,0.0002,2.7475,0.5112,0,1,134,1,0
./SAT11/crafted/skvortsov/battleship/battleship-6-9-unsat.cnf,1,1.6779,0.2212,0.3675,0.8619,0.7156,0.7895,1.0574,0.7895,0.8215,0.7156,1.7588,0,0.0002,0.9023,1.4117,171,0,0.7155,171,0.1667,0.7155,0.0643,0.2086,0.7895,0.193,21.5338,0.0292,21.4455,0,21.8841,21.8841,21.8597,0.0292,3,20.5043,0.7156,21.8841,0.9789,20.5043,3,0.0048,0,54,0,3,0.1538,0.1108,0.2632,0,0.0643,0.0313,0.2158,0.0643,16.9353,0.0909,12,0.0292,0,0.1684,0.0909,0.0909,17,0.7157,0
./SAT11/crafted/skvortsov/automata-synchronization/crn_20_361_s.cnf,1,15.161,0.372,1.6872,0.1071,0.0461,0.2739,31.6777,0.0153,0.085,0.0014,0.1959,1.0501,0.3142,0.2927,0.0464,14991,2.1952,0.0002,13521,0.001,0,0.0056,0.0009,0.0724,0.0004,8.1034,0.0001,11.8974,0.696,11.8779,16.843,9.6475,0.0027,130.7046,7.1508,0.0042,72.0729,0.6758,6.1822,180,0.732,1.3881,7942,0.0884,91,0.8889,0.0045,0.0072,0.9802,0.0004,0.0414,0.0291,0.001,518.256,0.0364,500,0.0003,1.3806,0.377,0,0.8095,518,0.8666,0
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g6.cnf,1,8.0167,0.108,0.2628,0.2957,0.3485,0.4111,12.1485,0.0337,0.3801,0.0003,11.4962,0.3723,2.5323,0.6972,13.1862,62656,1.1369,0,34419,0.0709,0,0.0733,0.0033,0.0339,0.0005,17.1846,0,20.2446,2.2503,23.1622,24.2917,20.5718,0.0672,3.4591,13.0756,0.0499,24.2917,0.9951,13.0756,4,0.1765,0.6349,387,0.3353,3,?,?,?,3.9971,0,0.0028,0.1075,0.0209,62.1548,0.2297,53,0.0069,0.8238,0.3069,0,1,62,1,0
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-220-3.shuffled-as.sat05-2490.cnf,1,24.2858,0.1392,0.1451,0.219,0.0403,0.2555,24.3157,0,0.1227,0.0062,1.5759,0,0.1594,0.5213,1.06,2192,1.509,0.0007,2192,0.0193,0,0.0237,0.0039,0,0.0032,18.8785,0.0014,24.7169,0.6084,31.6487,33.892,29.4367,0.0055,6.0355,4.7211,0.0135,33.892,0.9641,4.7211,7,0.5045,0.2208,311,0.0451,6,0.6373,0.0218,0.0351,1.2409,0.0109,0.0457,0.1023,0.0142,49.4118,0.0203,43,0.0035,0.2088,0.1113,0,0.2,49,0.3035,0
./SAT05/crafted/sabharwal05/counting/fphp/unsat/harder/fphp-030-029.shuffled-as.sat05-1234.cnf,1,6.822,0,20.9217,0.9993,0.9236,0.729,1,0.9646,1.7386,0.9234,14.5742,0.0357,0.0164,0.9996,14.5128,24825,0.0003,0.9233,23955,0.0667,0.923,0.0035,0.0062,0.9646,0.0035,73.4946,0.0008,84.1815,0,81.5228,116.3704,76.3977,0.0023,3,71.957,0.9236,183.8824,1.0022,66.9688,3,0.5934,0,870,0,3,0.0701,0.0036,0.0982,0,0.0035,0.0638,0.0359,0.0035,391.128,0.3176,373,0.0017,0.3318,0.0473,0.3176,0.3176,391,0.9246,0
./SAT02/handmade/pehoushek/twentyvars/7cnf20_90000_90000_7.shuffled.cnf,1,2.5652,0.5272,0.4769,0.8122,0.0262,0.0685,1.9969,0,0,0.0095,2.5884,0,0.0047,0.8521,2.159,1532,0.7744,0.0078,1532,0.35,0.0022,0.3688,0.0124,0,0.0124,0,0.0196,0,1.9831,0,0,0,0.0294,2,0,0.0214,0,0.9314,0,2,0,0.0276,20,0.0232,2,?,?,?,2.7616,0.3349,0.1569,0.3005,0.35,4.0605,0.0296,3,0.024,0.1189,0.4455,0.0037,0.0811,4,0.0686,0
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2640c305320gyes3.cnf,1,32.35,0.1412,0.3167,0.8452,0.8501,0.9545,64,0.9545,1.913,0.854,49.5251,0.0313,6.4525,0.9026,58.0197,305320,0.1872,0.6826,302680,0.0246,0.1503,0.002,0.0018,0.9545,0.0011,72.2692,0.0005,84.1681,2.6088,88.8842,110.8974,79.5476,0.0011,3,71.3406,0.8996,111.2703,0.9995,62.8933,3,0.43,0.1579,2640,0.0334,3,?,?,?,5.4566,0.0008,0.0004,0.1935,0.0013,1164.24,0.1435,1159,0.0007,0.1504,0.1145,0.0646,0.2716,1206,0.9991,0
./SAT03/handmade/anton/UNSAT/SGI_30_70_29_50_3-dir.shuffled-as.sat03-179.cnf,1,51.3814,0.1732,8.6927,0.8676,0.8785,0.6839,12.7917,0.9662,1.8499,0.8667,38.5622,0.0345,6.4478,0.9407,39.8818,73400,0.0201,0.8557,72530,0.069,0.8232,0.0057,0.0077,0.9662,0.0063,60.8797,0.0005,62.8092,3.0575,62.3485,73.4231,61.7365,0.0039,2.996,57.7585,0.8791,75.1043,1.0025,56.4427,3,0.3331,0.1868,870,0.074,2,?,?,?,4.4708,0.0021,0.0308,0.0334,0.0036,395.944,0.2957,374,0.0016,0.4467,0.1419,0.1061,0.4774,395,0.9168,0
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2400c266431gyes2.cnf,1,117.045,0.1443,3.5914,0.8443,0.8472,0.9534,54.5294,0.9534,1.8787,0.8507,45.0726,0.0323,5.9345,0.9244,55.0073,266431,0.1901,0.6855,264031,0.0258,0.1573,0.0021,0.0019,0.9534,0.001,72.7869,0.0005,81.3062,2.6106,89.8909,99.0857,78.7573,0.0012,3,71.6885,0.8948,101.325,1.0009,68.4091,3,0.365,0.1498,2400,0.0334,3,?,?,?,5.3869,0.0009,0.0069,0.0183,0.0015,1092,0.1476,1066,0.0008,0.1416,0.1693,0.0681,0.2756,1093,0.9994,0
./SAT03/handmade/stanion/hwb/hwb-n28-01-S136611085.shuffled-as.sat03-1627.cnf,1,4.9113,0.4147,0.4372,0.4716,0.0355,0.3472,4.3166,0.0101,0.2758,0.0019,1.294,0.3939,1.0624,0.9305,0.9748,896,2.3058,0.0005,792,0.053,0.0001,0.0808,0.0147,0.3864,0.0076,25.3281,0.0025,25.7912,0.4636,26.8132,27.2656,26.1146,0.0177,5.2672,23.3496,0.0042,27.2656,0.8689,23.3496,7,0.0137,0.4596,184,0.0855,4,0.7575,0.049,0.1275,1.7267,0.0152,0.063,0.1342,0.0296,23.8516,0.0162,20,0.0091,0.33,0.2577,0,0.7436,24,0.4252,0
./SAT04/handmade/kexu/frb-0.6/frb80-14-2.used-as.sat04-880.cnf,1,25.4733,0.1293,0.1961,0.6055,0.7531,0.9049,42.2937,0.9049,1.1406,0.7297,15.5662,0.0769,5.5339,0.8301,17.6076,43179,0.0434,0.7129,41934,0.024,0.6634,0.0054,0.0035,0.9049,0.0016,32.6467,0.0008,37.0747,3.1687,41.0766,46.4036,36.4989,0.003,3.8595,29.9594,0.7529,50.2261,0.9971,28.7762,4,0.5006,0.2301,1120,0.0598,3,?,?,?,4.6661,0.0014,0.001,0.0334,0.003,450.51,0.2119,428,0.0017,0.2122,0.1278,0.0653,0.425,450,0.8534,0
./SAT11/crafted/skvortsov/battleship/battleship-10-19-sat.cnf,1,1.4281,1.3564,0.567,0.9062,0.8159,0.8953,0.3796,0.8953,1.377,0.8159,2.4202,0,0.0001,0.9304,1.8514,955,0,0.8159,955,0.1,0.8159,0.0199,0.1334,0.8953,0.1298,77.4231,0.0094,79.1672,0,80.9113,80.9113,80.9113,0.0094,3,77.4231,0.8159,80.9113,0.9886,77.4231,3,0.0092,0,190,0,3,0.0952,0.0375,0.1791,0,0.0199,0.0065,0.0956,0.0199,73.2597,0.0526,64,0.0094,0,0.1316,0.0526,0.0526,73,0.8159,0
./SAT11/crafted/skvortsov/automata-synchronization/crn_40_1521_s.cnf,1,524.5,0.0574,1.3576,0.0486,0.0194,0.2615,455.2,0.0069,0.0581,0.0001,0.2739,1.0245,0.2288,0.1086,0.0733,123981,3.149,0.0001,117851,0.0001,0,0.0013,0.0001,0.0338,0.0001,52.2293,0,221.2992,0.4093,390.3691,390.3691,390.3691,0.0007,749.525,52.2293,0.0002,390.3691,0.6927,52.2293,760,0.4661,2.1,63882,0.0608,744,0.8889,0.001,0.0017,0.5973,0,0.0984,0.013,0.0001,4354.8,0.0178,4308,0,2.0927,0.7704,0,0.9024,4317,0.9257,0
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes1.cnf,1,14.3492,0.1462,0.202,0.8273,0.8062,0.933,26.9686,0.933,1.4728,0.7959,26.9584,0.05,3.7597,0.9285,32.2578,61409,0.019,0.7867,60464,0.0433,0.7668,0.0055,0.0047,0.933,0.0024,54.7514,0.0014,69.6119,2.9364,93.5978,96.9374,60.7071,0.0032,3,54.2475,0.8057,96.9374,0.9988,54.2475,3,0.9961,0.1514,945,0.0491,3,?,?,?,4.8047,0.0024,0.0004,0.0358,0.0037,406.682,0.1769,388,0.0021,0.1433,0.1278,0.0752,0.3737,406,0.8572,0
./SAT11/crafted/spence/sgen/sgen3-n240-s78945233-sat.cnf,1,8.191,0.2324,0.2183,0.6564,0.5832,0.6406,4.663,0.8333,0.4472,0.5832,1.0583,0,0.0001,0.8159,0.5353,576,0.0001,0.5831,576,0.0208,0.5831,0.0104,0.0207,0.8333,0.0191,37.8544,0,41.3812,0,45.4828,48.069,40.7529,0.0087,4.9331,36.883,0.5832,48.069,0.9293,36.883,5,0.0116,0,240,0,4,0.4,0.0116,0.0347,0,0.0104,0.027,0.1142,0.0104,61.9555,0.3333,53,0.0058,0.3806,0.2009,0.3333,0.3333,62,0.5833,0
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-5_4231.cnf,1,215.125,0.4064,0.284,0.3247,0.593,0.0997,170.5,0,0.0844,0.5467,1.9432,0.0024,1.8126,0.4046,0.5048,100397,0.2112,0.4369,100330,0.0031,0.0008,0.0018,0.0024,0,0.0008,31.615,0,33.5881,3.2331,34.7821,35.8417,32.6105,0.0004,3.5784,30.7762,0.6234,48.2981,0.9465,29.7191,4,0.2695,0.2565,4229,0.0782,3,?,?,?,4.5576,0.0003,0.0304,0.0271,0.001,973.731,0.7564,958,0.0001,0.3885,0.3586,0.0108,1,974.5,1,0
./SAT07/crafted/spence/hard/s113-100.cnf,1,2.6353,0.2834,0.5236,0.8203,0.0398,0.5,1.0868,0,0,0.0033,0.8284,0,0.0597,0.9596,0.496,236,1.6635,0.0011,236,0.0265,0.0001,0.0508,0.0258,1,0.0254,17.1418,0.0127,17.8746,0.2557,18.9578,19.8879,17.6593,0.0254,5.8661,16.0966,0.0143,19.8879,0.8526,16.0966,6,0.051,0.1502,113,0.0855,5,0.2,0.0401,0.0508,0.3057,0.0254,0.0901,0.1694,0.0265,16.4829,0.0236,13,0.0133,0.1969,0.3165,0,0.3333,16,0.2624,0
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-5_4232.cnf,1,297.857,0.0826,1.7123,0.3279,0.5931,0.0997,160.5,0,0.083,0.547,2.2986,0.0021,1.8127,0.3802,0.308,100443,0.2103,0.439,100378,0.0031,0.0008,0.0018,0.0024,0,0.0008,31.5249,0,33.379,3.2291,33.7834,39.1429,32.1018,0.0004,3.5836,30.2983,0.6231,46.7451,0.9781,29.2967,4,0.3535,0.2561,4230,0.0764,3,?,?,?,4.5555,0.0003,0.2156,0.0304,0.001,989.154,0.7568,936,0.0001,0.3883,0.9534,0.0108,1,991,1,0
./SAT11/crafted/mosoi/289/289-unsat-6x34.cnf,1,10.8994,7.3633,5.8433,0.8153,0.4431,0.7545,12.3425,0.0179,0.5859,0.4431,8.9036,0.3333,0.0009,0.8942,8.6829,35088,0.0002,0.4431,34272,0.0196,0.443,0.0097,0.0178,0.0179,0.0178,27.8304,0.0049,29.5669,0,30.6265,34.1756,29.2768,0.0049,2,27.0681,0.4431,34.9648,0.9953,26.1857,2,1.0979,0,816,0,2,?,?,?,0,0.0097,0.0433,0.0893,0.0097,153.349,0.006,140,0.0049,0,0.1672,0.006,0.006,153,0.4435,0
./SAT11/crafted/mosoi/289/289-sat-6x8.cnf,1,0,0,0,0.9996,0.6098,0.7697,0,0.0789,0.6149,0.6098,3.5405,0.3333,0,0.9999,3.5426,2016,0,0.6098,1824,0.0833,0.6097,0.0395,0.0784,0.0789,0.0784,0,0.0203,0,0,0,0,0,0.0203,2,0,0.6098,0,1,0,2,0,0,192,0,2,0.0556,0.0917,0.199,0,0.0395,0.0005,0.1483,0.0395,32.822,0.0278,27,0.0203,0,0.172,0.0278,0.0278,33,0.6098,0
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v1820c171155gyes3.cnf,1,24.4557,0.1382,1.4633,0.7524,0.8324,0.944,38.71,0.944,1.6249,0.8217,34.3049,0.0417,5.0278,0.8997,40.1729,111739,0.0187,0.8115,109969,0.0348,0.7832,0.0041,0.0029,0.944,0.0016,48.5296,0.0008,57.7609,2.8657,59.7457,75.3514,53.4921,0.0023,3.1638,43.9733,0.8326,89.5787,0.9992,42.5825,4,1.0981,0.2318,1375,0.0448,3,?,?,?,5.3811,0.0014,0.0016,0.0321,0.0025,609.99,0.1824,587,0.0014,0.2213,0.1107,0.0831,0.3757,610,0.8821,0
./SAT03/handmade/anton/UNSAT/SGI_30_70_26_60_1-dir.shuffled-as.sat03-167.cnf,1,10.6299,7.7324,0.1673,0.8909,0.8776,0.7289,31.0703,0.966,1.891,0.8654,38.5468,0.0345,6.041,0.9575,41.8741,65612,0.0174,0.8581,64832,0.0769,0.8412,0.0062,0.0094,0.966,0.0079,59.6866,0.0006,72.4355,2.9436,76.7643,95.9874,71.627,0.004,2.9877,58.1121,0.8778,95.9874,0.9997,58.1121,3,1.087,0.1358,780,0.0682,2,?,?,?,4.1532,0.0028,0.0002,0.0837,0.004,349.627,0.2823,337,0.0019,0.3804,0.1041,0.1489,0.4545,352,0.9164,0
