@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE d_ratio_set_cons NUMERIC
@ATTRIBUTE gc_bool_lin NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE gc_table NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE d_set_cons NUMERIC
@ATTRIBUTE d_ratio_array_cons NUMERIC
@ATTRIBUTE v_num_consts NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE v_ratio_bounded NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE c_ent_domdeg_cons NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC

@DATA
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex04960_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex02400_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex04280_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex15600_2600_100.dzn,1,0,0,0.777411,0,0.260695,0.739305,0,0.222589,280,924131.801554,5213905.48262,0.093583,15600005204,1.684012,1.779944,3.166778
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex04980_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03560_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex18900_2600_100.dzn,1,0,0,0.777411,0,0.260695,0.739305,0,0.222589,280,924131.801554,5213905.48262,0.093583,15600005204,1.684012,1.779944,3.166778
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex04780_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex02580_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex19200_2600_100.dzn,1,0,0,0.777411,0,0.260695,0.739305,0,0.222589,280,924131.801554,5213905.48262,0.093583,15600005204,1.684012,1.779944,3.166778
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex04820_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex14800_2600_100.dzn,1,0,0,0.777411,0,0.260695,0.739305,0,0.222589,280,924131.801554,5213905.48262,0.093583,15600005204,1.684012,1.779944,3.166778
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03340_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03320_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex05340_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex08100_2600_100.dzn,1,0,0,0.777411,0,0.260695,0.739305,0,0.222589,280,924131.801554,5213905.48262,0.093583,15600005204,1.684012,1.779944,3.166778
nsp/nsp_2.mzn_AND_nsp/period_28/55.dzn,1,0,84,0.458053,0,0.093597,0.906403,0,0.539358,164,27002.739002,55929.178838,0.005271,1740068612,18.883353,1.214116,3.852083
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex08200_2600_100.dzn,1,0,0,0.777411,0,0.260695,0.739305,0,0.222589,280,924131.801554,5213905.48262,0.093583,15600005204,1.684012,1.779944,3.166778
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex06700_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex19000_2600_100.dzn,1,0,0,0.777411,0,0.260695,0.739305,0,0.222589,280,924131.801554,5213905.48262,0.093583,15600005204,1.684012,1.779944,3.166778
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex06900_2600_100.dzn,1,0,0,0.777411,0,0.260695,0.739305,0,0.222589,280,924131.801554,5213905.48262,0.093583,15600005204,1.684012,1.779944,3.166778
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03480_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03000_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex15200_2600_100.dzn,1,0,0,0.777411,0,0.260695,0.739305,0,0.222589,280,924131.801554,5213905.48262,0.093583,15600005204,1.684012,1.779944,3.166778
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex02260_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03820_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03780_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex05060_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
nsp/nsp_2.mzn_AND_nsp/period_14/61.dzn,1,0,42,0.459301,0,0.093376,0.906624,0,0.538544,122,22354.713967,47887.285714,0.006491,900041535,20.411471,1.223816,3.824262
solbat/sb.mzn_AND_solbat/sb_14_14_6_3.dzn,1,0.07051,0,0.224031,0,0.308738,0.691262,784,0.317205,230,0.956225,2.28999,0.025217,20887,2.383835,0.83368,3.454775
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex04080_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex04720_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex04920_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03980_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
nsp/nsp_2.mzn_AND_nsp/period_28/25.dzn,1,0,84,0.458034,0,0.09341,0.90659,0,0.539568,164,25007.583813,51797.168959,0.004882,1740074094,19.624095,1.212539,3.852474
nsp/nsp_2.mzn_AND_nsp/period_14/68.dzn,1,0,42,0.459301,0,0.093376,0.906624,0,0.538544,122,22354.713967,47887.285714,0.006491,900041535,20.411471,1.223816,3.824262
solbat/sb.mzn_AND_solbat/sb_14_14_6_1.dzn,1,0.07051,0,0.224031,0,0.308738,0.691262,784,0.317205,230,0.956225,2.28999,0.025217,20887,2.383835,0.83368,3.454775
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex06600_2600_100.dzn,1,0,0,0.777411,0,0.260695,0.739305,0,0.222589,280,924131.801554,5213905.48262,0.093583,15600005204,1.684012,1.779944,3.166778
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex15400_2600_100.dzn,1,0,0,0.777411,0,0.260695,0.739305,0,0.222589,280,924131.801554,5213905.48262,0.093583,15600005204,1.684012,1.779944,3.166778
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex04800_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex06400_2600_100.dzn,1,0,0,0.777411,0,0.260695,0.739305,0,0.222589,280,924131.801554,5213905.48262,0.093583,15600005204,1.684012,1.779944,3.166778
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex02000_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex05200_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex18700_2600_100.dzn,1,0,0,0.777411,0,0.260695,0.739305,0,0.222589,280,924131.801554,5213905.48262,0.093583,15600005204,1.684012,1.779944,3.166778
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex06760_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex05500_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex18000_2600_100.dzn,1,0,0,0.777411,0,0.260695,0.739305,0,0.222589,280,924131.801554,5213905.48262,0.093583,15600005204,1.684012,1.779944,3.166778
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex04120_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
nsp/nsp_2.mzn_AND_nsp/period_14/38.dzn,1,0,42,0.459366,0,0.093918,0.906082,0,0.537944,122,27928.847504,59822.747557,0.008109,900033237,18.256743,1.228353,3.823131
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex06620_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
nsp/nsp_2.mzn_AND_nsp/period_14/50.dzn,1,0,42,0.45932,0,0.093531,0.906469,0,0.538373,122,23947.908175,51298.875406,0.006954,900038769,19.719415,1.225132,3.823938
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03080_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03460_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex05300_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03100_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex04760_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex04100_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex05000_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex07400_2600_100.dzn,1,0,0,0.777411,0,0.260695,0.739305,0,0.222589,280,924131.801554,5213905.48262,0.093583,15600005204,1.684012,1.779944,3.166778
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex02080_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex17200_2600_100.dzn,1,0,0,0.777411,0,0.260695,0.739305,0,0.222589,280,924131.801554,5213905.48262,0.093583,15600005204,1.684012,1.779944,3.166778
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex12100_2600_100.dzn,1,0,0,0.777411,0,0.260695,0.739305,0,0.222589,280,924131.801554,5213905.48262,0.093583,15600005204,1.684012,1.779944,3.166778
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex02800_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex02880_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex04900_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03140_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex17500_2600_100.dzn,1,0,0,0.777411,0,0.260695,0.739305,0,0.222589,280,924131.801554,5213905.48262,0.093583,15600005204,1.684012,1.779944,3.166778
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03040_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex02040_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03400_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex05540_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex05160_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
nsp/nsp_2.mzn_AND_nsp/period_14/31.dzn,1,0,42,0.45933,0,0.093617,0.906383,0,0.538278,122,24832.813919,53193.698936,0.00721,900037386,19.364111,1.225856,3.823759
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex08600_2600_100.dzn,1,0,0,0.777411,0,0.260695,0.739305,0,0.222589,280,924131.801554,5213905.48262,0.093583,15600005204,1.684012,1.779944,3.166778
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03180_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex05640_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex02760_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex05260_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex06400_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex02860_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03540_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex06520_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex06560_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex04420_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex02780_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex02700_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex02540_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03760_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03240_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex05620_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex04940_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex05020_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex04400_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex06460_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex16900_2600_100.dzn,1,0,0,0.777411,0,0.260695,0.739305,0,0.222589,280,924131.801554,5213905.48262,0.093583,15600005204,1.684012,1.779944,3.166778
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03280_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex05220_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex05120_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex03700_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex06840_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex05560_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex05680_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex04380_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex02320_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex02100_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex16300_2600_100.dzn,1,0,0,0.777411,0,0.260695,0.739305,0,0.222589,280,924131.801554,5213905.48262,0.093583,15600005204,1.684012,1.779944,3.166778
nsp/nsp_2.mzn_AND_nsp/period_28/91.dzn,1,0,84,0.458009,0,0.093175,0.906825,0,0.539832,164,22512.51933,46629.748292,0.004395,1740082317,20.685514,1.210532,3.852962
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex02620_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex02600_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex05460_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex05700_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex06860_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex05860_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex06780_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex05180_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex04200_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex04460_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex04320_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
wwtpp-real/wwtpp.mzn_AND_wwtpp-real/ex05820_2400_100.dzn,1,0,0,0.78682,0,0.279883,0.720117,0,0.21318,208,1033366.499028,5597669.358601,0.101069,11520003540,1.604031,1.767559,3.226433
