@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 5'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE POS_HORN NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE TOTAL_VARS NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC

@DATA
s3330_d4_s-shuffled,1,3.056822,37212,0.468847,25624,10244
s386_d12_u-shuffled,1,3.541736,15544,0.528681,9069,3663
s499_d15_s-shuffled,1,3.742551,15653,0.52723,11311,4595.5
s499_d4_s-shuffled,1,3.763365,3553,0.472083,2544,1053.5
s510_d12_s-shuffled,1,3.364135,16303,0.521952,11839,4696
s510_d31_s-shuffled,1,3.366204,43815,0.532181,31903,12609.5
s510_d4_s-shuffled,1,3.355942,4719,0.481681,3391,1364
s713_d3_s-shuffled,1,2.876832,5106,0.457803,3889,1549
s713_d5_s-shuffled,1,2.900854,9570,0.489238,7373,2886
s820_d6_s-shuffled,1,3.863648,13318,0.511578,8038,3301.5
s820_d7_s-shuffled,1,3.861702,15848,0.517767,9588,3932.5
S-adeu-0,1,2.345968,12491,0.384036,5382,2611
S-adeu-1,1,2.319212,12347,0.376916,5382,2611
S-adeu-2,1,2.345968,12491,0.384036,5382,2611
S-adeu-3,1,2.319212,12347,0.376916,5382,2611
S-adeu-4,1,2.337049,12443,0.381681,5382,2611
S-adeu-5,1,2.337049,12443,0.381681,5382,2611
S-adeu-6,1,2.345968,12491,0.384036,5382,2611
S-adeu-7,1,2.319212,12347,0.376916,5382,2611
S-adeu-8,1,2.328131,12395,0.379308,5382,2611
S-adeu-9,1,2.319212,12347,0.376916,5382,2611
S-edau-0,1,2.345968,12491,0.384036,5382,2611
S-edau-1,1,2.319212,12347,0.376916,5382,2611
S-edau-2,1,2.345968,12491,0.384036,5382,2611
S-edau-3,1,2.319212,12347,0.376916,5382,2611
S-edau-4,1,2.337049,12443,0.381681,5382,2611
S-edau-5,1,2.337049,12443,0.381681,5382,2611
S-edau-6,1,2.345968,12491,0.384036,5382,2611
S-edau-7,1,2.319212,12347,0.376916,5382,2611
S-edau-8,1,2.328131,12395,0.379308,5382,2611
S-edau-9,1,2.319212,12347,0.376916,5382,2611
sortnetsort10.AE.stepl.005,1,1.96817,7778,0.473684,5121,4176
sortnetsort10.AE.stepl.012,1,1.97072,18642,0.474331,12261,9993
sortnetsort10.v.stepl.006,1,3.070655,4954,0.048178,1755,872
sortnetsort10.v.stepl.007,1,3.072861,5777,0.041314,2045,1017
sortnetsort10.v.stepl.012-shuffled,1,3.078398,9892,0.024126,3495,1742
sortnetsort5.AE.stepl.003,1,1.963087,884,0.418744,596,494
sortnetsort5.AE.stepl.005,1,1.971602,1468,0.42042,986,816
sortnetsort5.AE.stepl.006,1,1.973751,1760,0.420842,1181,977
sortnetsort5.AE.stepl.007,1,1.975291,2052,0.421143,1376,1138
sortnetsort5.v.stepl.007-shuffled,1,3.125581,1117,0.049097,430,212
sortnetsort6.AE.stepl.003,1,1.964781,1402,0.438931,937,772
sortnetsort6.AE.stepl.006,1,1.972595,2794,0.440613,1861,1531
sortnetsort6.v.stepl.003-shuffled,1,3.073171,759,0.106911,287,140
sortnetsort7.AE.stepl.003,1,1.965339,2040,0.451982,1356,1113
sortnetsort7.AE.stepl.005,1,1.970222,3392,0.4531,2250,1845
sortnetsort7.AE.stepl.006,1,1.97145,4068,0.45338,2697,2211
sortnetsort7.AE.stepl.009,1,1.973502,6096,0.453848,4038,3309
sortnetsort7.v.stepl.004-shuffled,1,3.08209,1457,0.077317,536,264
sortnetsort8.AE.stepl.005,1,1.969451,4654,0.462046,3077,2517
sortnetsort8.AE.stepl.007,1,1.971169,6510,0.462457,4301,3517
sortnetsort8.AE.stepl.009,1,1.972127,8366,0.462685,5525,4517
sortnetsort8.v.stepl.008-shuffled,1,3.090973,3966,0.037668,1429,710
sortnetsort9.AE.stepl.004,1,1.967502,4896,0.468322,3231,2639
sortnetsort9.AE.stepl.005,1,1.968765,6116,0.468634,4034,3294
sortnetsort9.AE.stepl.012,1,1.971724,14656,0.469365,9655,7879
sortnetsort9.v.stepl.006,1,3.077475,3903,0.049043,1394,692
sortnetsort9.v.stepl.012-shuffled,1,3.086518,7791,0.024566,2774,1382
ssa7552-159-00-shuffled,1,1.125855,13340,0.237586,8478,3557.5
ssa7552-159-50-shuffled,1,1.671252,11309,0.278263,7124,2880.5
ssa7552-159-90-shuffled,1,1.702456,9662,0.322936,6026,2331.5
ssa7552-160-50-shuffled,1,1.677132,11598,0.276057,7294,2951.5
stmt1_145_146,1,2.843137,191,0.133065,102,90
stmt11_643_645,1,3.694017,1538,0.124207,585,536
stmt1_20_21,1,2.815789,143,0.123656,76,67
stmt124_966_965,1,3.733997,1879,0.15671,703,640
stmt1_30_31,1,2.85,71,0.122449,40,36
stmt137_903_911,1,3.707182,1921,0.159187,724,657
stmt1_392_393,1,3.541176,1269,0.150633,510,464
stmt16_0_1,1,3.848684,415,0.308594,152,123
stmt1_629_630,1,3.746905,3905,0.158796,1454,1317
stmt16_47_48,1,3.851364,5945,0.181362,2126,1873
stmt16_818_819,1,3.919101,1243,0.216875,445,382
stmt17_143_144,1,3.572727,545,0.263543,220,184
stmt17_18_19,1,3.670103,499,0.272873,194,161
stmt17_63_70,1,4.294222,21651,0.166191,6784,6450
stmt17_63_78,1,4.326627,24575,0.179256,7654,7262
stmt17_82_94,1,4.412136,37733,0.159261,11569,11061
stmt1_787_788,1,3.605234,4727,0.14976,1834,1678
stmt17_99_98,1,3.779099,6451,0.175304,2354,2084
stmt1_811_812,1,3.944828,813,0.172727,290,256
stmt18_258_260,1,3.465863,1221,0.146597,498,460
stmt19_125_302,1,3.472909,8599,0.176713,3396,3161
stmt19_133_257,1,3.416639,7433,0.163666,3005,2795
stmt19_137_313,1,3.479906,8642,0.176738,3409,3174
stmt19_142_261,1,3.410172,7536,0.162667,3028,2818
stmt19_177_302,1,3.472925,9309,0.163296,3675,3440
stmt1_919_920,1,3.749271,1843,0.159965,686,623
stmt19_214_309,1,3.474369,9748,0.156398,3843,3608
stmt19_217_250,1,3.422061,8562,0.141868,3445,3235
stmt19_2_180,1,3.400127,3829,0.209854,1572,1415
stmt19_261_266,1,3.434932,10222,0.124953,4088,3878
stmt19_2_83,1,3.384314,2445,0.232775,1020,913
stmt19_313_318,1,3.515282,12574,0.12654,4875,4640
stmt19_313_412,1,3.565701,14356,0.143866,5487,5207
stmt19_3_177,1,3.401163,4216,0.190848,1720,1563
stmt19_3_309,1,3.484141,7285,0.209194,2869,2634
stmt19_3_78,1,3.387842,2832,0.201561,1168,1061
stmt19_3_83,1,3.392308,2839,0.201611,1170,1063
stmt19_66_318,1,3.487643,8094,0.19571,3156,2921
stmt19_66_90,1,3.379501,3561,0.162881,1444,1339
stmt19_67_83,1,3.378018,2955,0.195567,1201,1094
stmt19_79_87,1,4.390881,33347,0.156071,10264,9814
stmt19_83_302,1,3.48224,7932,0.191597,3125,2890
stmt19_83_90,1,3.387164,3577,0.16211,1449,1344
stmt19_90_133,1,3.386179,4253,0.163014,1722,1590
stmt21_127_258,1,3.414724,7424,0.163887,3002,2792
stmt21_134_418,1,3.5579,10718,0.197132,4076,3795
stmt21_143_258,1,3.407542,7518,0.162282,3023,2813
stmt21_252_310,1,3.470814,11194,0.136708,4437,4202
stmt21_267_310,1,3.476786,11388,0.134737,4480,4245
stmt21_310_360,1,3.54099,13568,0.137133,5233,4973
stmt21_4_5,1,3.353018,1789,0.25348,762,676
stmt21_70_258,1,3.415627,6741,0.180491,2726,2516
stmt21_71_304,1,3.475319,7392,0.206437,2897,2662
stmt21_71_70,1,3.368729,2939,0.19486,1196,1089
stmt21_79_314,1,3.484829,7952,0.192121,3131,2896
stmt21_79_91,1,3.383552,3570,0.162425,1447,1342
stmt22_179_182,1,3.415646,6256,0.129171,2531,2374
stmt22_6_80,1,3.379175,2438,0.232804,1018,911
stmt22_92_259,1,3.407636,6839,0.178418,2750,2540
stmt23_66_76,1,4.3114,23113,0.17314,7219,6856
stmt24_148_149,1,2.845238,154,0.162562,84,72
stmt24_292_293,1,3.445736,1259,0.149301,516,473
stmt24_765_766,1,3.700549,1929,0.160338,728,658
stmt24_7_8,1,2.529412,29,0.297297,17,12
stmt25_52_53,1,3.832669,5595,0.171162,2008,1779
stmt25_597_598,1,3.548387,2349,0.149828,930,850
stmt2_649_723,1,3.678756,1515,0.201285,579,512
stmt2_649_776,1,3.77424,1863,0.228546,691,599
stmt27_149_224,1,3.420767,6398,0.137455,2581,2403
stmt27_296_297,1,3.426966,1297,0.145062,534,491
stmt27_93_98,1,3.771818,6023,0.166255,2200,1959
stmt28_68_81,1,4.352417,27499,0.174783,8524,8103
stmt29_21_275,1,3.446352,6988,0.196935,2796,2577
stmt2_976_999,1,3.759731,30745,0.148917,11304,10161
stmt31_100_276,1,3.445386,7669,0.179479,3067,2848
stmt31_22_23,1,3.373894,2150,0.24093,904,811
stmt32_122_129,1,2.848485,117,0.139241,66,59
stmt32_153_277,1,3.444677,8364,0.164593,3344,3125
stmt32_228_277,1,3.448229,9217,0.149531,3670,3451
stmt3_639_640,1,3.631336,1109,0.156477,434,392
stmt37_941_942,1,3.778222,5441,0.164258,2002,1789
stmt38_943_942,1,3.785245,5392,0.165831,1979,1766
stmt39_34_107,1,3.400162,3004,0.215517,1237,1119
stmt3_969_973,1,3.756906,961,0.163283,362,324
stmt41_235_286,1,3.461067,9468,0.149682,3750,3529
stmt41_262_275,1,3.669938,2947,0.255519,1121,941
stmt41_336_385,1,3.570788,14616,0.133213,5573,5308
stmt41_36_37,1,3.393375,2326,0.227732,966,871
stmt44_107_108,1,2.772727,71,0.15,44,39
stmt44_107_113,1,2.818182,94,0.170543,55,48
stmt44_252_301,1,3.476386,1198,0.149433,487,449
stmt44_40_162,1,3.4097,3837,0.201314,1567,1421
stmt44_40_41,1,3.398821,2461,0.218827,1018,921
stmt44_554_604,1,3.582106,2250,0.152384,883,808
stmt46_163_289,1,3.465003,8793,0.16408,3486,3262
stmt47_239_290,1,3.465671,9653,0.14962,3816,3592
stmt50_167_293,1,3.473133,8951,0.164067,3536,3311
stmt52_117_295,1,3.474072,8249,0.177977,3259,3034
stmt52_295_394,1,3.558586,13878,0.14445,5317,5047
stmt52_54_55,1,3.407197,2569,0.212552,1056,958
stmt53_208_245,1,3.431034,7247,0.125584,2900,2715
stmt5_731_730,1,3.73913,1847,0.159982,690,626
stmt6_13_14,1,2.705882,53,0.144737,34,29
stmt70_191_213,1,3.5,1171,0.147541,472,437
stmt70_495_501,1,3.596774,2223,0.151416,868,796
stmt72_696_721,1,3.730114,1881,0.1627,704,637
stmt7_33_34,1,3.687023,2462,0.220057,917,876
stmt82_224_225,1,3.453125,1251,0.14751,512,472
stmt85_64_122,1,3.387231,3506,0.195164,1441,1309
stmt86_889_890,1,3.7811,2269,0.189053,836,742
stmt9_350_351,1,3.611354,1167,0.153527,458,415
stmt9_445_446,1,3.422492,1577,0.143074,658,604
szymanski-10-s-shuffled,1,1.448442,11117,0.409074,15759,7529.5
szymanski-24-s-shuffled,1,1.491275,185935,0.417089,261599,128279.5
T-adeu-0,1,2.482255,11787,0.543297,4790,2315
T-adeu-1,1,2.452192,11643,0.537695,4790,2315
T-adeu-2,1,2.482255,11787,0.543297,4790,2315
T-adeu-3,1,2.452192,11643,0.537695,4790,2315
T-adeu-4,1,2.472234,11739,0.541445,4790,2315
T-adeu-5,1,2.472234,11739,0.541445,4790,2315
T-adeu-6,1,2.482255,11787,0.543297,4790,2315
T-adeu-7,1,2.452192,11643,0.537695,4790,2315
T-adeu-8,1,2.462213,11691,0.539578,4790,2315
T-adeu-9,1,2.452192,11643,0.537695,4790,2315
T-edau-0,1,2.482255,11787,0.543297,4790,2315
T-edau-1,1,2.452192,11643,0.537695,4790,2315
T-edau-2,1,2.482255,11787,0.543297,4790,2315
T-edau-3,1,2.452192,11643,0.537695,4790,2315
T-edau-4,1,2.472234,11739,0.541445,4790,2315
T-edau-5,1,2.472234,11739,0.541445,4790,2315
T-edau-6,1,2.482255,11787,0.543297,4790,2315
T-edau-7,1,2.452192,11643,0.537695,4790,2315
T-edau-8,1,2.462213,11691,0.539578,4790,2315
T-edau-9,1,2.452192,11643,0.537695,4790,2315
term1.blif_0.10_0.20_0_0_out_exact-shuffled,1,4.011765,2648,0.006519,1020,505
term1.blif_0.10_0.20_0_1_inp_exact-shuffled,1,3.893369,2844,0.006644,1116,92.083333
term1.blif_0.10_1.00_0_0_out_exact-shuffled,1,4.036004,2900,0.00155,1111,555
test1_quant2,1,3.071895,1583,0.319647,765,343.5
test1_quant3,1,3.179167,2050,0.312146,960,441
test1_quant_squaring2,1,3.071895,1583,0.319647,765,343.5
test1_quant_squaring3,1,3.144054,2517,0.359085,1194,346
test3_quant2-shuffled,1,3.127049,512,0.292379,244,112
test3_quant4,1,3.264535,750,0.290358,344,162
test3_quant_squaring4,1,3.196121,988,0.355777,464,101
test4_quant2,1,3.08589,690,0.260369,326,151
test4_quant4,1,3.224215,976,0.267442,446,211
test4_quant_squaring2,1,3.08589,690,0.260369,326,151
test4_quant_squaring4,1,3.169492,1262,0.333766,590,129.5
test5_quant5-shuffled,1,3.354749,789,0.315622,358,168
test5_quant_squaring5-shuffled,1,3.228417,1182,0.399857,556,93.6
texas.ifetch1^4.E-f4-shuffled,1,2.843781,6529,0.071206,3047,1473
texas.ifetch1^9.E-f4-shuffled,1,2.806594,6158,0.086593,2942,1417.5
TOILET10.1.iv.20-shuffled,1,3.086651,3250,0.069677,854,425
TOILET16.1.iv.32-shuffled,1,3.11257,9965,0.047699,2132,1064
TOILET7.1.iv.13-shuffled,1,2.907268,1340,0.056338,399,198
TOILET7.1.iv.14-shuffled,1,2.904651,1447,0.052239,430,213.5
toilet_a_02_01.2-shuffled,1,1.888889,28,0.205128,18,8
toilet_a_02_10.2-shuffled,1,1.777778,379,0.019608,90,44
toilet_a_04_10.2-shuffled,1,2.971429,812,0.143177,140,68
toilet_a_06_01.4-shuffled,1,17.651163,244,1.775039,86,40
toilet_a_06_10.2-shuffled,1,8.989474,1329,0.668213,190,92
toilet_a_08_01.4-shuffled,1,84.321429,363,3.372581,112,52
toilet_a_08_10.2-shuffled,1,40.366667,1930,2.059326,240,116
toilet_a_10_01.11-shuffled,1,158.176796,1391,4.340454,362,176
toilet_a_10_01.5-shuffled,1,333.505882,629,4.696386,170,80
toilet_a_10_10.2-shuffled,1,196.206897,2615,3.987539,290,140
toilet_c_02_01.2-shuffled,1,1.529412,30,0.054054,17,8
toilet_c_04_01.4-shuffled,1,2.413793,149,0.086486,58,28
toilet_c_04_10.2-shuffled,1,2,816,0.018824,138,68
toilet_c_06_01.5-shuffled,1,2.951456,304,0.170984,103,50
toilet_c_06_10.2-shuffled,1,2.331551,1324,0.047757,187,92
toilet_c_08_01.13-shuffled,1,2.979472,1210,0.065708,341,169
toilet_c_08_01.16-shuffled,1,2.968974,1492,0.053422,419,208
toilet_c_08_01.4-shuffled,1,3.102804,364,0.211921,107,52
toilet_c_08_05.10-shuffled,1,3.577677,4684,0.019382,663,330
toilet_c_08_05.6-shuffled,1,3.418546,2740,0.033046,399,198
toilet_c_08_05.7-shuffled,1,3.475269,3226,0.028095,465,231
toilet_c_08_05.8-shuffled,1,3.517891,3712,0.024434,531,264
toilet_c_08_05.9-shuffled,1,3.551089,4198,0.021617,597,297
toilet_c_08_10.2-shuffled,1,2.451064,1931,0.047952,235,116
toilet_c_10_01.11-shuffled,1,3.370787,1355,0.15006,356,176
toilet_c_10_01.15-shuffled,1,3.256198,1863,0.110522,484,240
toilet_c_10_01.20-shuffled,1,3.177019,2498,0.083139,644,320
toilet_c_10_01.4-shuffled,1,4.106061,466,0.401284,132,64
toilet_c_10_05.11-shuffled,1,3.800905,6959,0.034014,884,440
toilet_c_10_05.12-shuffled,1,3.807054,7614,0.031114,964,480
toilet_c_10_05.7-shuffled,1,3.758865,4339,0.05423,564,280
toilet_c_10_05.9-shuffled,1,3.78453,5649,0.041806,724,360
toilet_c_10_10.2-shuffled,1,2.957746,2579,0.092251,284,140
toilet_g_02_01.2-shuffled,1,1.636364,17,0.090909,11,5
toilet_g_04_01.2-shuffled,1,2.181818,38,0.307692,22,10
toilet_g_08_01.2-shuffled,1,3.72093,85,0.705882,43,20
toilet_g_20_01.2-shuffled,1,12.952381,159,2.068966,105,50
uclid-pipe2,1,2.807745,3327,0.165181,1472,678.5
uclid-pipe3a,1,2.846995,3361,0.153686,1464,677
Umbrella_tbm_05.tex.module.000011,1,3.016871,2977,0.494922,1956,167.6
Umbrella_tbm_05.tex.module.000015,1,3.009274,2950,0.494588,1941,166.1
Umbrella_tbm_05.tex.module.000025,1,2.961102,2788,0.492424,1851,157.1
Umbrella_tbm_05.tex.module.000030,1,2.91723,2653,0.490383,1776,149.6
Umbrella_tbm_05.tex.module.000039,1,2.859431,2491,0.487583,1686,140.6
Umbrella_tbm_05.tex.module.000043,1,2.817343,2383,0.48546,1626,134.6
Umbrella_tbm_05.tex.module.000053,1,2.748047,2221,0.481802,1536,125.6
Umbrella_tbm_05.tex.module.000064,1,2.597374,1924,0.473058,1371,109.1
Umbrella_tbm_05.tex.module.000065,1,2.581858,1897,0.472089,1356,107.6
Umbrella_tbm_05.tex.module.000079,1,2.533181,1816,0.468961,1311,103.1
Umbrella_tbm_05.tex.module.000088,1,2.501162,1747,0.47561,1291,101.1
Umbrella_tbm_14.tex.moduleQ2.1S.000720,1,2.836491,8471,0.230701,3009,351.125
Umbrella_tbm_14.tex.moduleQ2.1S.000749,1,2.836491,8471,0.230701,3009,351.125
Umbrella_tbm_14.tex.moduleQ2.1S.000757,1,2.830967,8479,0.231725,3029,352.625
Umbrella_tbm_14.tex.moduleQ2.1S.000773,1,2.832947,8475,0.230912,3017,351.625
Umbrella_tbm_14.tex.moduleQ2.1S.000787,1,2.838505,8467,0.229885,2997,350.125
Umbrella_tbm_14.tex.moduleQ2.1S.000792,1,2.834942,8471,0.230097,3005,350.625
Umbrella_tbm_14.tex.moduleQ2.1S.000808,1,2.831397,8475,0.230309,3013,351.125
Umbrella_tbm_14.tex.moduleQ2.1S.000812,1,2.836491,8471,0.230701,3009,351.125
Umbrella_tbm_14.tex.moduleQ2.2S.000001,1,2.834942,8471,0.230097,3005,350.625
Umbrella_tbm_14.tex.moduleQ2.2S.000002,1,2.834942,8471,0.230097,3005,350.625
Umbrella_tbm_14.tex.moduleQ2.2S.000003,1,2.836491,8471,0.230701,3009,351.125
Umbrella_tbm_21.tex.module.000024,1,2.985265,2306,0.486627,1493,124.8
Umbrella_tbm_21.tex.module.000029,1,2.953729,2225,0.484872,1448,120.3
Umbrella_tbm_21.tex.module.000044,1,2.846154,1982,0.478533,1313,106.8
Umbrella_tbm_21.tex.module.000049,1,2.846154,1982,0.478533,1313,106.8
Umbrella_tbm_21.tex.module.000056,1,2.83282,1955,0.477707,1298,105.3
Umbrella_tbm_21.tex.module.000069,1,2.824534,1909,0.481333,1288,104.3
Umbrella_tbm_21.tex.module.000079,1,2.823764,1863,0.480253,1254,101.4
Umbrella_tbm_21.tex.module.000129,1,2.814309,1845,0.479693,1244,100.4
Umbrella_tbm_21.tex.module.000134,1,2.794935,1809,0.478532,1224,98.4
Umbrella_tbm_21.tex.module.000139,1,2.779983,1782,0.477622,1209,96.9
Umbrella_tbm_21.tex.module.000149,1,2.764657,1755,0.476677,1194,95.4
Umbrella_tbm_23.tex.moduleQ1.2S.000001,1,2.754201,6019,0.22498,2083,324.166667
Umbrella_tbm_24.tex.module.000066,1,2.488764,959,0.46134,712,67.5
Umbrella_tbm_24.tex.module.000103,1,2.489426,894,0.467173,662,62.25
Umbrella_tbm_24.tex.module.000131,1,2.545455,859,0.463557,616,58
Umbrella_tbm_24.tex.moduleQ2.1S.000022,1,2.834989,6027,0.264967,2315,264.875
Umbrella_tbm_24.tex.moduleQ2.1S.000136,1,2.834989,6027,0.264967,2315,264.875
Umbrella_tbm_24.tex.moduleQ2.1S.000188,1,2.834989,6027,0.264967,2315,264.875
Umbrella_tbm_25.tex.module.000003,1,3.14588,3439,0.500622,2221,194.1
Umbrella_tbm_25.tex.module.000031,1,3.141378,3449,0.499067,2221,194.1
Umbrella_tbm_25.tex.module.000041,1,3.123621,3368,0.498323,2176,189.6
Umbrella_tbm_25.tex.module.000084,1,2.895133,2558,0.487805,1726,144.6
Umbrella_tbm_25.tex.module.000087,1,2.895133,2558,0.487805,1726,144.6
Umbrella_tbm_25.tex.module.000099,1,2.895133,2538,0.491081,1726,144.6
Umbrella_tbm_25.tex.module.000106,1,2.904378,2553,0.49114,1736,145.6
Umbrella_tbm_25.tex.module.000121,1,2.909472,2456,0.494456,1668,139.8
Umbrella_tbm_25.tex.moduleQ3.2S.000052,1,3.003516,11500,0.269994,3982,369.7
Umbrella_tbm_25.tex.moduleQ3.2S.000063,1,3.00605,11495,0.269338,3967,368.7
Umbrella_tbm_25.tex.moduleQ3.2S.000075,1,3.003516,11500,0.269994,3982,369.7
Umbrella_tbm_25.tex.moduleQ3.2S.000120,1,3.006042,11510,0.269063,3972,368.7
Umbrella_tbm_26.tex.module.000004,1,2.928571,2193,0.481354,1428,118.3
Umbrella_tbm_26.tex.module.000021,1,2.939076,2198,0.481403,1428,118.3
Umbrella_tbm_26.tex.module.000041,1,2.800475,1901,0.472503,1263,101.8
Umbrella_tbm_26.tex.module.000061,1,2.766287,1820,0.472951,1228,98.3
Umbrella_tbm_26.tex.moduleQ3.2S.000009,1,3.004448,6232,0.298292,2473,222.8
Umbrella_tbm_26.tex.moduleQ3.2S.000014,1,3.008492,6242,0.297918,2473,222.8
Umbrella_tbm_26.tex.moduleQ3.2S.000020,1,3.004448,6232,0.298292,2473,222.8
Umbrella_tbm_26.tex.moduleQ3.2S.000037,1,3.004448,6232,0.298292,2473,222.8
Umbrella_tbm_26.tex.moduleQ3.2S.000041,1,2.998389,6237,0.298545,2483,223.3
Umbrella_tbm_29.tex.module.000009,1,3.058459,1716,0.502055,1129,120.125
Umbrella_tbm_29.tex.module.000010,1,3.048344,1695,0.501604,1117,118.625
Umbrella_tbm_29.tex.module.000078,1,2.803299,1147,0.49348,788,79
Umbrella_tbm_29.tex.moduleQ2.2S.000001,1,2.957535,5265,0.292178,1931,220.375
vis.arbiter.E-f4-shuffled,1,2.947942,7703,0.034671,3669,1818.5
vis.coherence^1.E-d4-shuffled,1,2.966161,8022,0.007119,3694,1838
vis.elevator^1.E-f2-shuffled,1,2.903536,6154,0.07685,2913,1432.5
vis.emodel.E-f4-shuffled,1,2.934014,6293,0.034431,2940,1454.5
vis.prodcell^01.E-d4-shuffled,1,2.985253,13075,0.009936,6035,3010
vis.prodcell^04.E-f4-shuffled,1,2.972694,29020,0.028689,13367,6653
vis.prodcell^05.E-f4-shuffled,1,2.973464,29850,0.027824,13755,6847
vis.prodcell^08.E-f4-shuffled,1,2.979591,38925,0.021356,17884,8911.5
vis.prodcell^09.E-f2-shuffled,1,2.933382,11762,0.070931,5479,2709
vis.prodcell^23.E-f4-shuffled,1,2.979101,38018,0.021853,17465,8702
vis.prodcell^24.E-f3-shuffled,1,2.967043,24001,0.034632,11075,5507
vonNeumann-ripple-carry-13-c-shuffled,1,1.47037,1036976,0.005014,764370,382003
vonNeumann-ripple-carry-15-c-shuffled,1,1.473835,1779163,0.004359,1306622,653071
W3-Umbrella_tbm_21.tex.moduleQ3.6S.000001,1,2.989988,2600,0.446063,1698,150.3
W4-Umbrella_tbm_05.tex.moduleQ3.8S.000001,1,3.044266,3922,0.432288,2372,214.2
W4-Umbrella_tbm_21.tex.moduleQ3.6S.000001,1,2.996056,2963,0.422003,1775,158
W4-Umbrella_tbm_25.tex.moduleQ3.7S.000003,1,3.120723,4313,0.439642,2601,237.1
W4-Umbrella_tbm_26.tex.moduleQ3.7S.000003,1,2.994652,2792,0.420215,1683,148.8
W5-Umbrella_tbm_05.tex.moduleQ3.8S.000001,1,3.040162,4391,0.410128,2465,223.5
W5-Umbrella_tbm_25.tex.moduleQ3.7S.000003,1,3.112801,4826,0.417089,2695,246.5
W5-Umbrella_tbm_26.tex.moduleQ3.7S.000003,1,3.004553,3136,0.400042,1757,156.2
x120.0,1,3.010204,10850,0.44488,3724,3604
x120.1,1,3.008593,10844,0.444583,3724,3604
x120.2,1,3.01101,10853,0.444583,3724,3604
x120.3,1,3.013963,10864,0.44486,3724,3604
x120.4,1,3.01101,10853,0.44494,3724,3604
x120.5,1,3.008324,10843,0.444266,3724,3604
x120.6,1,3.011815,10856,0.444197,3724,3604
x120.7,1,3.006982,10838,0.444196,3724,3604
x120.8,1,3.007787,10841,0.443899,3724,3604
x120.9,1,3.010473,10851,0.44493,3724,3604
x240.0,1,3.02015,21762,0.445383,7444,7204
x240.1,1,3.018941,21753,0.445161,7444,7204
x240.2,1,3.021628,21773,0.445877,7444,7204
x240.3,1,3.019747,21759,0.445176,7444,7204
x240.4,1,3.022166,21777,0.445709,7444,7204
x240.5,1,3.020956,21768,0.445398,7444,7204
x240.6,1,3.020553,21765,0.445457,7444,7204
x240.7,1,3.02324,21785,0.445906,7444,7204
x240.8,1,3.020285,21763,0.445675,7444,7204
x240.9,1,3.020419,21764,0.445433,7444,7204
x30.0,1,2.946467,2662,0.436456,934,904
x30.1,1,2.941113,2657,0.435431,934,904
x30.2,1,2.943255,2659,0.43875,934,904
x30.3,1,2.947537,2663,0.437387,934,904
x30.4,1,2.937901,2654,0.439184,934,904
x30.5,1,2.940043,2656,0.436681,934,904
x30.6,1,2.931478,2648,0.438321,934,904
x30.7,1,2.937768,2648,0.438321,932,902
x30.8,1,2.928266,2645,0.435148,934,904
x30.9,1,2.947537,2663,0.436661,934,904
x60.0,1,2.987661,5389,0.44229,1864,1804
x60.1,1,2.988197,5390,0.442032,1864,1804
x60.2,1,2.984442,5383,0.442588,1864,1804
x60.3,1,2.989807,5393,0.441973,1864,1804
x60.4,1,2.982833,5380,0.440849,1864,1804
x60.5,1,2.98015,5375,0.440885,1864,1804
x60.6,1,2.995708,5404,0.442893,1864,1804
x60.7,1,2.987661,5389,0.442649,1864,1804
x60.8,1,2.983369,5381,0.441848,1864,1804
x60.9,1,2.991953,5397,0.441477,1864,1804
z4ml.blif_0.10_1.00_0_0_out_exact-shuffled,1,3.619048,146,0.015464,63,31
