@RELATION 'FEATURE_VALUES-SAT11-RANDOM-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC

@DATA
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S858279511-076-UNKNOWN.cnf,1,0.0002,6356,66.75,125264,0.0001,0.0001,126000,182.6667,83.8,35.375,0.0003,6356,6400,0,5,98
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S727005963-093.SATISFIABLE.cnf,1,0.0068,131.283,30.4811,2540,0.0051,0.0051,2556,32.7559,31.0838,29.8159,0.011,131,131.074,0.002,4,32.4089
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S1256256213-053-UNKNOWN.cnf,1,0.0006,2112.24,46.2174,41695,0.0003,0.0003,42000,87.7,54.1,35.6667,0.0008,2115,2119.32,0,5,60.0833
SAT11/random/medium/unif-k7-r89-v70-c6230-S1516725086-012.UNKNOWN.cnf,1,0.1,12.1034,25.5539,6230,0.1,0.1,6230,25.9134,25.6413,25.3447,0.1085,12,12.0995,0.0928,2,25.862
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S1224290751-070.UNKNOWN.cnf,1,0.04,24.7375,26.9424,2662,0.04,0.04,2662,29.4269,27.8944,26.4503,0.0477,25,24.7861,0.0319,2,28.6682
SAT11/random/large/unif-k3-r4.2-v5000-c21000-S72547786-008-UNKNOWN.cnf,1,0.001,1043.89,39.4516,20877,0.0006,0.0006,21000,58.0455,42.2308,31.5758,0.0016,1059,1061.6,0.0001,5,45.5366
SAT11/random/medium/unif-k3-r4.26-v800-c3408-S902286199-017.SATISFIABLE.cnf,1,0.0064,172.751,30.0532,3388,0.0039,0.0039,3408,41.7884,34.4781,26.8784,0.0089,173,172.411,0.0015,4,38.583
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S157016908-041.UNKNOWN.cnf,1,0.0073,149.873,34.3311,2964,0.0044,0.0044,2982,41.65,34.9095,32.8442,0.0094,150,150.241,0.0017,4,37.6752
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S950666065-093-UNKNOWN.cnf,1,0.0002,3684.5,65.1667,145983,0.0001,0.0001,147000,178.5,82.75,39.75,0.0003,3684.5,7472.25,0,5,112
SAT11/random/large/unif-k7-r85-v150-c12750-S367425675-085-UNKNOWN.cnf,1,0.0467,24.8051,46.1431,12750,0.0467,0.0467,12750,48.1497,47.3248,45.8288,0.0518,25,24.9804,0.042,2,48.1497
SAT11/random/medium/unif-k3-r4.26-v750-c3195-S1115406553-014.SATISFIABLE.cnf,1,0.0054,162.732,36.8206,3184,0.0041,0.0041,3195,43.105,37.1051,33.7784,0.0091,163,162.597,0.0016,4,39.0598
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1235135694-059.UNKNOWN.cnf,1,0.0079,138.868,32.2619,2752,0.0048,0.0048,2769,37.0249,33.2214,32.2006,0.0102,139,138.437,0.0018,4,36.048
SAT11/random/medium/unif-k5-r21.3-v50-c1065-S370067727-038.UNKNOWN.cnf,1,0.1,10.3746,13.5067,1065,0.1,0.1,1065,14.0909,13.615,13.3198,0.1202,10,10.3585,0.0779,2,13.7078
SAT11/random/medium/unif-k7-r89-v90-c8010-S775210372-041.UNKNOWN.cnf,1,0.0778,15.3234,31.09,8010,0.0778,0.0778,8010,32.4942,31.3501,30.9457,0.0849,15,15.3326,0.071,2,31.4809
SAT11/random/large/unif-k7-r85-v200-c17000-S970203146-047-UNKNOWN.cnf,1,0.035,33.1544,56.7299,17000,0.035,0.035,17000,58.2745,58.1761,56.3257,0.0385,33,32.6818,0.0314,2,58.2745
SAT11/random/medium/unif-k5-r21.3-v50-c1065-S1139883571-082.UNKNOWN.cnf,1,0.1,10.4172,13.5265,1065,0.1,0.1,1065,13.6863,13.583,13.4799,0.1258,10,10.3679,0.0789,2,13.6333
SAT11/random/medium/unif-k7-r89-v70-c6230-S2143190124-085.SATISFIABLE.cnf,1,0.1,12.1252,25.5954,6230,0.1,0.1,6230,26.3264,25.7166,25.2665,0.1088,12,12.1292,0.0934,2,25.9599
SAT11/random/large/unif-k7-r85-v400-c34000-S943787219-031-UNKNOWN.cnf,1,0.0175,65.7616,55.4,34000,0.0175,0.0175,34000,63.2344,58.6571,51.7586,0.0201,66,65.7339,0.0153,2,60.8837
SAT11/random/large/unif-k7-r85-v200-c17000-S949556727-080-UNKNOWN.cnf,1,0.035,33.1793,57.9082,17000,0.035,0.035,17000,58.3025,58.0127,56.217,0.0391,33,33.1893,0.0309,2,58.3025
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S285324961-078-UNKNOWN.cnf,1,0.0002,6382.5,68,125223,0.0001,0.0001,126000,166.5,80.3333,42.1818,0.0003,6382.5,6414.4,0,5,97.2
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S1762880211-075.UNKNOWN.cnf,1,0.0081,109.205,26.5744,2125,0.0061,0.0061,2130,31.3685,28.0121,26.2885,0.0113,109,109.231,0.0024,4,30.8888
SAT11/random/large/unif-k3-r4.2-v25000-c105000-S5267991-057-UNKNOWN.cnf,1,0.0003,5302.67,59,104318,0.0001,0.0001,105000,145.75,74.1111,33,0.0004,5290,5280.67,0,5,90.6667
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S236776564-037.SATISFIABLE.cnf,1,0.04,24.9214,26.8549,2662,0.04,0.04,2662,29.0253,28.073,26.7188,0.0511,25,24.8804,0.0319,2,28.9496
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S845438593-067-UNKNOWN.cnf,1,0.0002,8420,70.8,166810,0.0001,0.0001,168000,244,91.8,51.75,0.0002,8420,6371.75,0,5,130
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S659703274-054.UNKNOWN.cnf,1,0.0116,77.2648,20.8393,1487,0.0087,0.0087,1491,22.6056,21.0776,20.2253,0.0155,77,77.1311,0.0027,4,22.3711
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S1204913987-029-UNKNOWN.cnf,1,0.0003,4273,54.8,83386,0.0002,0.0002,84000,132,70.625,35.625,0.0005,4277,4274.71,0,5,83.5556
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S1077220429-098.SATISFIABLE.cnf,1,0.0117,76.1705,21.486,1485,0.0089,0.0089,1491,24.8406,21.8116,19.8102,0.0189,76,76.2804,0.0034,4,23.2901
SAT11/random/medium/unif-k5-r21.3-v50-c1065-S1054153452-040.UNKNOWN.cnf,1,0.1,10.396,13.8381,1065,0.1,0.1,1065,14.0175,13.8554,13.611,0.1192,10,10.4032,0.0817,2,13.9785
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S121099030-067.UNKNOWN.cnf,1,0.04,24.8672,27.0869,2662,0.04,0.04,2662,29.4411,27.9948,27.0366,0.0488,25,24.8365,0.0308,2,28.2493
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1650617512-037.SATISFIABLE.cnf,1,0.0333,29.7731,30.9129,3195,0.0333,0.0333,3195,34.1965,31.8535,30.5993,0.0419,30,29.7183,0.0238,3,32.5507
SAT11/random/medium/unif-k7-r89-v70-c6230-S314780693-050.SATISFIABLE.cnf,1,0.1,12.079,25.4359,6230,0.1,0.1,6230,26.2405,25.6956,25.3935,0.1085,12,12.1015,0.0937,2,25.7055
SAT11/random/medium/unif-k3-r4.26-v750-c3195-S1985868475-070.SATISFIABLE.cnf,1,0.0068,161.409,34.2463,3162,0.0042,0.0042,3195,42.8563,37.5654,30.4004,0.0098,161,161.653,0.0003,4,38.0479
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S794554332-033.UNKNOWN.cnf,1,0.009,97.2171,24.786,1909,0.0068,0.0068,1917,28.2626,25.1956,22.7423,0.0141,97,97.5091,0.0026,4,28.0153
SAT11/random/medium/unif-k7-r89-v50-c4450-S324945930-048.UNKNOWN.cnf,1,0.14,8.9152,19.7225,4450,0.14,0.14,4450,20.3038,19.8122,19.669,0.1524,9,8.8891,0.1292,2,20.0988
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S115072124-051.SATISFIABLE.cnf,1,0.0073,152.622,33.5201,2969,0.0044,0.0044,2982,40.9904,35.0716,33.4916,0.0094,152,152.925,0.0017,4,39.9834
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S2098066936-001.UNKNOWN.cnf,1,0.05,20.0325,22.5196,2130,0.05,0.05,2130,24.3232,23.4863,22.305,0.0629,20,20.0365,0.0399,2,23.5877
SAT11/random/large/unif-k5-r20-v1250-c25000-S935783783-069-UNKNOWN.cnf,1,0.004,238.322,57.44,25000,0.004,0.004,25000,81.2917,61,48.4722,0.0054,238,236.988,0.0027,3,65.3902
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S367251957-028.UNKNOWN.cnf,1,0.009,98.0387,25.1162,1910,0.0068,0.0068,1917,28.4595,25.8405,24.2659,0.0194,98,97.9667,0.0026,4,28.1402
SAT11/random/large/unif-k3-r4.2-v5000-c21000-S425619685-036-UNKNOWN.cnf,1,0.001,1053.48,38.0714,20880,0.0006,0.0006,21000,53.3182,41.3333,32.0465,0.0018,1073,1070.01,0.0001,5,44.8846
SAT11/random/medium/unif-k7-r89-v90-c8010-S271997978-024.SATISFIABLE.cnf,1,0.0778,15.366,31.1226,8010,0.0778,0.0778,8010,32.4938,31.3353,31.0328,0.085,15,15.3457,0.0713,2,31.6821
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S1946851065-023.SATISFIABLE.cnf,1,0.0119,75.298,21.4639,1478,0.009,0.009,1491,24.15,21.6614,21.3228,0.0183,75,75.1467,0.0034,4,23.8503
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1129651135-081.SATISFIABLE.cnf,1,0.0667,15.2672,18.3623,1597,0.0667,0.0667,1597,20.0436,18.9321,18.3212,0.0795,15,15.2135,0.0488,2,19.1744
SAT11/random/large/unif-k7-r85-v200-c17000-S771170845-016-UNKNOWN.cnf,1,0.035,33.4122,56.9753,17000,0.035,0.035,17000,58.1657,57.0914,55.4773,0.0386,33,32.9518,0.0312,2,58.1657
SAT11/random/medium/unif-k7-r89-v50-c4450-S864690872-081.SATISFIABLE.cnf,1,0.14,8.8747,19.5486,4450,0.14,0.14,4450,20.0775,19.6673,19.3997,0.1499,9,8.8971,0.1294,2,19.8103
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S927210717-059.SATISFIABLE.cnf,1,0.0074,119.88,29.5488,2334,0.0056,0.0056,2343,34.7374,30.3755,28.8276,0.0124,120,119.859,0.0017,4,34.2759
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S1778371838-017-UNKNOWN.cnf,1,0.0003,3378.2,59.4,83458,0.0002,0.0002,84000,129.6667,72,41.0909,0.0005,4199,4261,0,5,85.5
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1920526651-049.SATISFIABLE.cnf,1,0.008,138.815,32.9427,2747,0.0049,0.0049,2769,36.9089,33.0842,32.3065,0.0124,139,138.78,0.0007,4,36.0683
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1009664450-096.SATISFIABLE.cnf,1,0.0667,15.3301,18.4206,1597,0.0667,0.0667,1597,19.5663,18.801,18.3797,0.0845,15,15.2915,0.0526,2,19.0603
SAT11/random/medium/unif-k3-r4.26-v800-c3408-S91768321-029.SATISFIABLE.cnf,1,0.0051,175.072,27.6341,3391,0.0038,0.0038,3408,41.6558,28.8923,26.736,0.0074,175,175.098,0.0015,4,35.9245
SAT11/random/large/unif-k3-r4.2-v50000-c210000-S957916968-041-UNKNOWN.cnf,1,0.0001,10514,71.25,208731,0.0001,0.0001,210000,311,91,0,0.0002,10514,10562.7,0,6,122.5
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S1404138730-025.UNKNOWN.cnf,1,0.0116,75.919,20.783,1485,0.0088,0.0088,1491,22.7151,21.8265,19.9975,0.0182,76,75.7576,0.0034,4,22.2438
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1663503036-045.UNKNOWN.cnf,1,0.0112,118.568,27.4254,2323,0.0056,0.0056,2343,34.4821,28.2632,26.1829,0.0159,118,118.771,0.0022,4,32.5378
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S311101868-094.SATISFIABLE.cnf,1,0.0074,121.013,28.4081,2337,0.0056,0.0056,2343,34.8825,28.8118,28.1871,0.0107,121,120.693,0.0017,4,33.3423
SAT11/random/large/unif-k7-r85-v200-c17000-S181603592-089-UNKNOWN.cnf,1,0.035,33.0867,56.4382,17000,0.035,0.035,17000,58.2862,58.1914,55.6236,0.0389,33,33.0418,0.0318,2,58.2862
SAT11/random/medium/unif-k3-r4.26-v800-c3408-S846876765-035.SATISFIABLE.cnf,1,0.0065,170.361,28.9319,3372,0.0039,0.0039,3408,43.185,30.1532,27.0195,0.0107,170,170.735,0.0003,4,36.5534
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1635333981-027.UNKNOWN.cnf,1,0.0102,86.8472,23.4171,1698,0.0077,0.0077,1704,27.739,23.8021,21.3313,0.0153,87,86.8146,0.0012,4,26.4021
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S963265686-085-UNKNOWN.cnf,1,0.0006,2146.35,46.9655,41669,0.0003,0.0003,42000,80.1905,52.1176,34.7,0.001,2150,2110.33,0,5,57.2857
SAT11/random/medium/unif-k7-r89-v80-c7120-S2107193201-069.UNKNOWN.cnf,1,0.0875,13.7323,28.3642,7120,0.0875,0.0875,7120,29.0053,28.4243,28.0219,0.0962,14,13.7414,0.0815,2,28.7588
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S1194239878-049.UNKNOWN.cnf,1,0.04,24.786,27.0335,2662,0.04,0.04,2662,28.8508,27.4263,26.8125,0.0488,25,24.7385,0.0312,2,28.6127
SAT11/random/large/unif-k7-r85-v300-c25500-S942666749-061-UNKNOWN.cnf,1,0.0233,49.248,50.005,25500,0.0233,0.0233,25500,56.5655,51.6028,46.2653,0.0263,49,49.5815,0.02,2,53.6761
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S689381858-022.UNKNOWN.cnf,1,0.04,24.8501,27.0361,2662,0.04,0.04,2662,29.7573,27.7698,26.4811,0.0492,25,24.9296,0.0285,2,28.9581
SAT11/random/medium/unif-k7-r89-v60-c5340-S384085843-009.UNKNOWN.cnf,1,0.1167,10.5091,22.6245,5340,0.1167,0.1167,5340,22.8694,22.7541,22.5105,0.1288,10,10.4682,0.1066,2,22.8169
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S946474812-075.SATISFIABLE.cnf,1,0.0117,75.7638,20.6127,1483,0.0088,0.0088,1491,24.5217,21.6338,19.6403,0.0162,76,75.7926,0.0034,4,24.3992
SAT11/random/medium/unif-k7-r89-v50-c4450-S1034575833-022.UNKNOWN.cnf,1,0.14,8.9162,19.5392,4450,0.14,0.14,4450,20.234,19.6108,19.4373,0.1593,9,8.8851,0.1285,2,19.6716
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1573194644-097.UNKNOWN.cnf,1,0.0091,97.2641,24.2559,1907,0.0069,0.0069,1917,28.5532,25.4832,24.2039,0.0126,97,97.3387,0.0005,4,28.3432
SAT11/random/large/unif-k7-r85-v150-c12750-S896023516-057-UNKNOWN.cnf,1,0.0467,25.011,46.4508,12750,0.0467,0.0467,12750,47.8924,46.5937,46.0737,0.052,25,24.8299,0.0416,2,47.8924
SAT11/random/large/unif-k7-r85-v300-c25500-S680524168-083-UNKNOWN.cnf,1,0.0233,49.5223,49.8189,25500,0.0233,0.0233,25500,57.8287,51.7071,47.8713,0.0254,49,49.1723,0.0212,2,53.2179
SAT11/random/large/unif-k5-r20-v1000-c20000-S1950850246-038-UNKNOWN.cnf,1,0.005,190.698,52.1509,20000,0.005,0.005,20000,69.2759,55.5854,45.7073,0.0069,191,192.352,0.0036,3,60.7097
SAT11/random/medium/unif-k7-r89-v80-c7120-S1957603206-080.SATISFIABLE.cnf,1,0.0875,13.7354,28.3595,7120,0.0875,0.0875,7120,29.2298,28.426,27.9323,0.0942,14,13.8129,0.0799,2,28.6669
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S591042619-090.UNKNOWN.cnf,1,0.0093,118.562,28.422,2330,0.0057,0.0057,2343,30.2033,29.1494,27.6086,0.0124,118,118.609,0.0021,4,29.641
SAT11/random/large/unif-k7-r85-v150-c12750-S93401285-051-UNKNOWN.cnf,1,0.0467,25.012,46.6506,12750,0.0467,0.0467,12750,47.4946,46.9607,45.6582,0.0515,25,24.8591,0.0424,2,47.4946
SAT11/random/medium/unif-k3-r4.26-v250-c1065-S1397126856-076.UNKNOWN.cnf,1,0.0204,54.3492,16.5091,1060,0.0124,0.0124,1065,17.3955,16.8669,16.4171,0.0311,54,54.3711,0.0057,4,17.1114
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1894319588-015.SATISFIABLE.cnf,1,0.008,138.999,32.869,2746,0.0049,0.0049,2769,39.3108,33.3719,30.6193,0.0109,139,138.552,0.0022,4,38.5088
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S31329941-054.SATISFIABLE.cnf,1,0.0082,108.043,27.7558,2117,0.0063,0.0063,2130,34.2808,28.4912,26.5398,0.0128,108,108.157,0.0024,4,32.917
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S173446080-001.UNKNOWN.cnf,1,0.0148,74.4914,20.3423,1477,0.0091,0.0091,1491,22.6139,21.0869,19.8278,0.0203,74,74.564,0.0034,4,21.8971
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S1184456903-078-UNKNOWN.cnf,1,0.0001,8505,70,166841,0.0001,0.0001,168000,194.3333,86.5,6,0.0002,8505,6353.5,0,5,109
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S1196935200-064-UNKNOWN.cnf,1,0.0002,6405,62.3333,125239,0.0001,0.0001,126000,172,76.6667,31.625,0.0003,6405,6410.8,0,5,91.5
SAT11/random/large/unif-k3-r4.2-v5000-c21000-S434028979-077-UNKNOWN.cnf,1,0.001,1068.61,38.814,20886,0.0006,0.0006,21000,53.4643,42.0714,32.4468,0.0015,1067.5,1062.4,0.0001,5,44.6508
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S873866006-055.UNKNOWN.cnf,1,0.0333,29.6737,30.5441,3195,0.0333,0.0333,3195,34.3927,31.3289,30.4983,0.041,30,29.7727,0.025,3,33.1243
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S769368248-036.UNKNOWN.cnf,1,0.0103,107.384,26.8709,2115,0.0063,0.0063,2130,31.9456,27.8021,25.5473,0.0137,107,107.208,0.0014,4,30.6015
SAT11/random/large/unif-k5-r20-v2000-c40000-S319509287-085-UNKNOWN.cnf,1,0.0025,377.561,66.0625,40000,0.0025,0.0025,40000,103.1,73.1111,51.8636,0.0033,382.5,380.718,0.0017,3,79.4667
SAT11/random/medium/unif-k7-r89-v50-c4450-S1027567260-047.UNKNOWN.cnf,1,0.14,8.8875,19.5731,4450,0.14,0.14,4450,19.9305,19.5972,19.5475,0.1571,9,8.8791,0.1272,2,19.8273
SAT11/random/large/unif-k3-r4.2-v25000-c105000-S533496308-018-UNKNOWN.cnf,1,0.0002,5231.33,61.8333,104392,0.0001,0.0001,105000,152.3333,78.4444,35.3333,0.0004,5226,5301.83,0,5,100.75
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S602837755-005.UNKNOWN.cnf,1,0.0667,15.1739,18.3961,1597,0.0667,0.0667,1597,19.1593,18.9805,18.1567,0.0827,15,15.2199,0.0495,2,19.1065
SAT11/random/medium/unif-k7-r89-v60-c5340-S1458986015-022.SATISFIABLE.cnf,1,0.1167,10.4776,22.7094,5340,0.1167,0.1167,5340,23.2591,22.9005,22.6004,0.1283,10,10.5552,0.1064,2,22.9599
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S1268831169-016-UNKNOWN.cnf,1,0.0002,3751,70.8333,145991,0.0001,0.0001,147000,343.5,82.4,38.5,0.0003,3751,6008.2,0,5,114.25
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1495462442-016.SATISFIABLE.cnf,1,0.0079,138.764,31.9593,2748,0.0048,0.0048,2769,38.9032,32.7928,31.5777,0.0116,139,139.117,0.0011,4,35.5724
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S2038462183-033.SATISFIABLE.cnf,1,0.0667,15.2091,18.4862,1597,0.0667,0.0667,1597,19.6331,18.9104,18.214,0.0833,15,15.1681,0.0507,2,19.111
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S2092454698-027.UNKNOWN.cnf,1,0.04,24.5745,27.2292,2662,0.04,0.04,2662,28.305,27.8146,26.0743,0.05,24,24.6497,0.027,2,28.0521
SAT11/random/large/unif-k7-r85-v150-c12750-S313239685-087-UNKNOWN.cnf,1,0.0467,25.1164,46.8973,12750,0.0467,0.0467,12750,48.1141,47.0688,45.417,0.0512,25,25.1185,0.0406,2,48.1141
SAT11/random/large/unif-k3-r4.2-v50000-c210000-S874492400-019-UNKNOWN.cnf,1,0.0001,10752,74,208679,0.0001,0.0001,210000,247,95.3333,0,0.0002,10752,10619.3,0,6,134
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S34055288-072.SATISFIABLE.cnf,1,0.04,25.0603,26.882,2662,0.04,0.04,2662,30.7177,27.9255,26.6054,0.0492,25,25.0493,0.0323,2,29.0103
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S386464511-018.SATISFIABLE.cnf,1,0.0138,96.6725,25.1132,1902,0.007,0.007,1917,30.0809,25.4432,24.6756,0.0137,97,96.5212,0.0021,4,28.1137
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S2065964480-034.SATISFIABLE.cnf,1,0.0114,97.2253,25.9238,1905,0.007,0.007,1917,29.0209,26.7216,25.1361,0.0163,97,97.0377,0.001,4,28.3555
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1880411078-058.SATISFIABLE.cnf,1,0.05,20.1518,22.7858,2130,0.05,0.05,2130,25.0273,23.3295,22.7605,0.0629,20,20.0135,0.0385,2,24.171
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S1090604743-089.UNKNOWN.cnf,1,0.0149,74.7683,20.2705,1476,0.0091,0.0091,1491,22.6681,21.0619,19.3826,0.0251,75,74.68,0.0034,3,21.8433
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S216164582-083.UNKNOWN.cnf,1,0.0079,139.788,32.0277,2742,0.0048,0.0048,2769,36.6914,32.1898,30.3606,0.0091,139,139.835,0.0011,4,34.5854
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1069233620-009.SATISFIABLE.cnf,1,0.0063,140.526,32.4729,2741,0.0047,0.0047,2769,40.9054,33.7805,31.496,0.0109,141,140.497,0.0015,4,39.1562
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S2124915970-046.UNKNOWN.cnf,1,0.0333,29.6366,30.6987,3195,0.0333,0.0333,3195,33.7693,31.8799,30.4844,0.0451,30,29.6133,0.0257,3,33.3061
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S60874767-043.UNKNOWN.cnf,1,0.0667,15.2222,18.7201,1597,0.0667,0.0667,1597,19.9531,18.9565,18.5272,0.0802,15,15.2041,0.052,2,19.4294
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S815408325-054.UNKNOWN.cnf,1,0.05,20.01,22.9728,2130,0.05,0.05,2130,24.9406,23.3828,22.4379,0.0653,20,20.0916,0.0371,2,23.7844
SAT11/random/large/unif-k5-r20-v1000-c20000-S1351005860-011-UNKNOWN.cnf,1,0.005,191.135,53.02,20000,0.005,0.005,20000,73.0714,56.7838,45.48,0.0068,192,191.325,0.0036,3,59.7838
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1864619158-076.SATISFIABLE.cnf,1,0.0102,87.0077,23.3404,1697,0.0077,0.0077,1704,27.4896,23.8835,22.0388,0.0159,87,86.7697,0.0029,4,25.968
SAT11/random/medium/unif-k3-r4.26-v750-c3195-S158767647-027.SATISFIABLE.cnf,1,0.0054,163.284,36.2689,3186,0.0041,0.0041,3195,40.4817,36.8686,33.5721,0.0085,163,164.007,0.0013,4,37.8097
SAT11/random/large/unif-k7-r85-v300-c25500-S415002759-031-UNKNOWN.cnf,1,0.0233,49.4247,49.6446,25500,0.0233,0.0233,25500,58.839,51.3571,46.1944,0.0266,49,49.4536,0.0209,2,53.344
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S1396350646-062.SATISFIABLE.cnf,1,0.04,24.8436,26.7082,2662,0.04,0.04,2662,28.8738,27.6119,26.707,0.05,25,24.8084,0.0301,2,27.9109
SAT11/random/medium/unif-k7-r89-v70-c6230-S289144908-090.UNKNOWN.cnf,1,0.1,12.0706,25.5719,6230,0.1,0.1,6230,26.2304,25.6102,25.3308,0.1106,12,12.074,0.0934,2,25.8307
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S1094982880-055.UNKNOWN.cnf,1,0.0103,106.75,26.2891,2116,0.0063,0.0063,2130,29.7769,27.1133,25.6052,0.0147,107,106.94,0.0019,4,29.7134
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1863077195-052.SATISFIABLE.cnf,1,0.0073,150.957,34.387,2960,0.0044,0.0044,2982,39.7077,35.6653,33.2261,0.0101,151,150.94,0.0017,4,38.5169
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S1920335371-069-UNKNOWN.cnf,1,0.0002,4191.5,70.875,166901,0.0001,0.0001,168000,227,90.4444,36.5,0.0002,4191.5,6417.5,0,5,121
SAT11/random/large/unif-k7-r85-v150-c12750-S541704841-072-UNKNOWN.cnf,1,0.0467,24.9472,46.5148,12750,0.0467,0.0467,12750,47.1865,46.6126,44.8343,0.0509,25,25.1291,0.0423,2,47.1865
SAT11/random/medium/unif-k7-r89-v90-c8010-S2127424322-078.UNKNOWN.cnf,1,0.0778,15.3073,31.203,8010,0.0778,0.0778,8010,32.3089,31.2518,31.2021,0.0886,15,15.266,0.0702,2,31.4443
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S1507171828-044.SATISFIABLE.cnf,1,0.0147,75.1492,20.2451,1483,0.0089,0.0089,1491,23.7925,21.5575,20.1079,0.0223,75,74.9049,0.0027,4,22.7621
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S1205196501-095.UNKNOWN.cnf,1,0.0102,107.917,26.4648,2120,0.0062,0.0062,2130,28.7451,26.9852,25.1936,0.0137,108,107.655,0.0024,4,28.1193
SAT11/random/medium/unif-k7-r89-v70-c6230-S1555786344-071.SATISFIABLE.cnf,1,0.1,12.0729,25.509,6230,0.1,0.1,6230,25.9867,25.7122,25.4345,0.1098,12,12.1264,0.0917,2,25.8246
