@RELATION 'FEATURE_VALUES-SAT11-RANDOM-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE cl_size_coeff_variation NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC

@DATA
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S1094982880-055.UNKNOWN.cnf,1,0.0103,106.75,26.2891,2116,0.0063,0.0063,2130,29.7769,27.1133,25.6052,0.0147,107,106.94,0.0019,4,29.7134,29.7769,0.3148,117,117,107,486,97,0.0751,0.003,4008,27.6675,0.3382,25.6052,20.1284,0.3725,0.0284,500,3873.4286,3707,3707,16.1649,3800,4072,3845,4072,0.0707,0.0071,0.5321,0.0062,0.9464,97,0.0123,0.0544,0.0038,0.2297,0.0401,2.7233,0.0359,0.0301,4,0.2018,0.8576,0.3968,0.3952,0.087,4,0.043,0.0727
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1863077195-052.SATISFIABLE.cnf,1,0.0073,150.957,34.387,2960,0.0044,0.0044,2982,39.7077,35.6653,33.2261,0.0101,151,150.94,0.0017,4,38.5169,39.7077,0.3048,162,162,151,684,139,0.0589,0.0022,3715,36.0605,0.2813,33.2261,23.692,0.3594,0.0196,700,3667.2857,3546,3546,19.0706,3631,3739,3702,3739,0.0595,0.0074,0.5089,0.0044,0.8748,139,0.0088,0.0587,0.0034,0.2311,0.0286,2.7242,0.0306,0.0169,4.0029,0.2104,0.8534,0.2179,0.3851,0.0903,5,0.0454,0.0746
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S1920335371-069-UNKNOWN.cnf,1,0.0002,4191.5,70.875,166901,0.0001,0.0001,168000,227,90.4444,36.5,0.0002,4191.5,6417.5,0,5,121,143,0.2255,0,8490,8482,38983,0,0.6669,0,5,98.6867,0.6296,56.1429,7947,1.3757,0.0005,40000,3.5684,1,1,1728.25,2,7,3,14,1.4142,0.0001,0.2554,0.0001,2.146,0,0.0002,0.3743,0,0.2336,0.2169,2.7227,0.8717,0.6615,5.9444,1.0655,2.1949,0.9122,0.8915,0.0932,6,0.0475,0.0798
SAT11/random/large/unif-k7-r85-v150-c12750-S541704841-072-UNKNOWN.cnf,1,0.0467,24.9472,46.5148,12750,0.0467,0.0467,12750,47.1865,46.6126,44.8343,0.0509,25,25.1291,0.0423,2,47.1865,47.1865,0.6476,30,30,25,150,20,0.1577,0.0029,4444,46.2871,1.4114,44.8343,14.0657,0.4284,0.0117,150,4202.5,4026,4026,14.2929,4052,4444,4288,4444,0.1516,0.0042,0.7401,0.0467,1.6813,20,0.0117,0.0189,0.0117,0.0118,0.072,4.1571,0.0709,0.0411,2,0.267,0.8689,0.2237,0.0002,0.0001,2,0.0001,0.0001
SAT11/random/medium/unif-k7-r89-v90-c8010-S2127424322-078.UNKNOWN.cnf,1,0.0778,15.3073,31.203,8010,0.0778,0.0778,8010,32.3089,31.2518,31.2021,0.0886,15,15.266,0.0702,2,31.4443,32.3089,0.662,19,19,15,90,12,0.1912,0.005,4420,31.4821,1.7224,31.2021,10.7276,0.4144,0.0111,90,4363.8,4275,4275,10.6455,4301,4509,4314,4509,0.1909,0.0065,0.7469,0.0778,1.9234,12,0.0111,0.0134,0.0111,0.0112,0.0906,3.9836,0.0893,0.0201,2,0.289,0.8756,0.2445,0.0002,0.0001,2,0,0.0001
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S1507171828-044.SATISFIABLE.cnf,1,0.0147,75.1492,20.2451,1483,0.0089,0.0089,1491,23.7925,21.5575,20.1079,0.0223,75,74.9049,0.0027,4,22.7621,23.7925,0.3395,83,83,75,341,67,0.0845,0.0043,4049,21.5264,0.4169,20.1079,13.0327,0.403,0.0438,350,4005.7143,3928,3928,10.8795,3958,4090,4001,4090,0.0844,0.0094,0.578,0.0088,1.0004,67,0.0175,0.059,0.0054,0.2299,0.0407,2.6971,0.0411,0.0126,4,0.204,0.8618,0.276,0.4205,0.0946,4,0.0464,0.0836
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S1205196501-095.UNKNOWN.cnf,1,0.0102,107.917,26.4648,2120,0.0062,0.0062,2130,28.7451,26.9852,25.1936,0.0137,108,107.655,0.0024,4,28.1193,28.7451,0.3136,118,118,108,488,98,0.0743,0.0031,4031,27.051,0.3363,25.1936,19.5987,0.4401,0.0264,500,3922,3837,3837,16.0014,3840,4076,3905,4076,0.0691,0.008,0.5324,0.0061,0.9237,99,0.0123,0.0392,0.0047,0.2302,0.084,2.7331,0.0364,0.0227,4.0041,0.2038,0.8529,0.3189,0.4348,0.0833,5,0.0402,0.0699
SAT11/random/medium/unif-k7-r89-v70-c6230-S1555786344-071.SATISFIABLE.cnf,1,0.1,12.0729,25.509,6230,0.1,0.1,6230,25.9867,25.7122,25.4345,0.1098,12,12.1264,0.0917,2,25.8246,25.9867,0.6798,15,15,12,70,9,0.2053,0.0069,4507,25.6934,1.8073,25.4345,8.7654,0.4356,0.0111,70,4470.2,4395,4395,8.4633,4412,4597,4440,4597,0.2037,0.009,0.756,0.1,2.0399,9,0.0111,0.0079,0.0111,0.0112,0.1377,3.83,0.0982,0.0166,2,0.3138,0.8811,0.2766,0.0001,0.0001,2,0,0.0001
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1915396418-078.SATISFIABLE.cnf,1,0.009,99.2951,26.0143,1912,0.0068,0.0068,1917,35.1634,26.6694,24.8125,0.0162,99,99.4098,0.0026,4,31.4702,35.1634,0.3311,109,109,99,445,90,0.0732,0.0033,4020,28.1645,0.3569,24.8125,13.5186,0.3673,0.0298,450,3877,3745,3745,10.9895,3782,4049,3841,4049,0.075,0.0099,0.628,0.0067,0.9364,90,0.0133,0.1227,0.0052,0.2327,0.0345,2.6556,0.2664,0.0279,4,0.2283,0.8606,0.2942,0.3444,0.094,4,0.0522,0.0855
SAT11/random/large/unif-k5-r20-v750-c15000-S1207160791-083-UNKNOWN.cnf,1,0.0067,143.199,49.5357,15000,0.0067,0.0067,15000,62.6333,51.5238,42.7667,0.0085,143,143.454,0.0048,3,54.3061,57.5273,0.4873,156,155,144,750,130,0.0701,0.0012,69,51.8377,0.4117,47.7288,41.6987,0.4281,0.0255,750,64.7045,51,37,33.9918,56,86,61,123,0.0793,0.0023,0.6093,0.0067,1.102,131,0.0206,0.0744,0.0158,0.05,0.0314,3.6764,0.0515,0.23,3,0.2246,0.8553,0.174,0.013,0.0028,3,0.0015,0.0023
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1097024859-001.SATISFIABLE.cnf,1,0.0113,98.39,26.0057,1907,0.0069,0.0069,1917,28.9744,26.5029,24.8563,0.0136,98,98.1997,0.0026,4,28.576,28.9744,0.33,108,108,98,441,89,0.0748,0.0036,3949,26.7371,0.3583,24.8563,13.7113,0.3804,0.0267,450,3859.75,3784,3784,11.4899,3811,4000,3836,4000,0.0745,0.0084,0.6064,0.0068,0.9314,89,0.0135,0.0494,0.0052,0.2313,0.0356,2.669,0.0382,0.0192,4,0.214,0.8562,0.3084,0.5328,0.0932,4,0.0474,0.0801
SAT11/random/large/unif-k7-r85-v200-c17000-S283489555-036-UNKNOWN.cnf,1,0.035,33.222,57.6211,17000,0.035,0.035,17000,58.6205,57.6773,56.6678,0.0394,33,33.0029,0.0299,2,58.6205,58.6205,0.624,39,39,33,200,27,0.1391,0.0021,3932,57.6467,1.2804,56.6678,18.1345,0.4134,0.0117,200,3836.75,3705,3705,18.4192,3845,3932,3865,3932,0.1383,0.0031,0.7171,0.035,1.6236,27,0.0117,0.012,0.0117,0.0118,0.0587,4.349,0.0632,0.0215,2,0.2565,0.8682,0.1941,0.0004,0.0001,2,0.0001,0.0001
SAT11/random/medium/unif-k3-r4.26-v250-c1065-S984689729-080.UNKNOWN.cnf,1,0.0204,54.9558,16.2597,1060,0.0123,0.0123,1065,17.0462,16.6749,15.7281,0.0245,55,55.0969,0.0047,3,16.8104,17.0462,0.352,62,62,55,245,48,0.0998,0.0059,4134,16.5117,0.5,15.7281,10.4808,0.4064,0.0434,250,4111.1667,4091,4091,8.9227,4099,4138,4104,4138,0.0986,0.0142,0.6671,0.0122,1.0505,48,0.0236,0.0257,0.0094,0.2311,0.0484,2.7333,0.0497,0.0044,3.9959,0.2,0.863,0.2794,0.3833,0.0871,4,0.0422,0.0741
SAT11/random/large/unif-k5-r20-v1000-c20000-S519298227-080-UNKNOWN.cnf,1,0.005,191.49,52.3409,20000,0.005,0.005,20000,73.8,56.2558,42.4783,0.0066,192,190.653,0.0037,3,60.0263,64.5581,0.4787,206,206,191,1000,175,0.0634,0.0009,48,56.7456,0.3244,50.2553,56.3308,0.3815,0.0204,1000,44.1224,33,25,44.2929,37,56,42,91,0.0595,0.0016,0.5769,0.005,1.0507,177,0.0165,0.101,0.0124,0.05,0.0261,3.6956,0.0272,0.244,3,0.2177,0.8566,0.1504,0.0112,0.0027,3,0.0014,0.0023
SAT11/random/large/unif-k5-r20-v2000-c40000-S837431592-027-UNKNOWN.cnf,1,0.0025,379.279,65.2143,40000,0.0025,0.0025,40000,100.9,73.1429,50.75,0.0034,382,386.301,0.0017,3,79.8696,87.8947,0.4622,403,411,385,2000,363,0.045,0.0005,20,73.4902,0.2177,62.0645,107.418,0.3016,0.0119,2000,17.6992,13,10,80.2771,14,24,17,34,0.1021,0.0009,0.5397,0.0025,0.9342,358,0.0091,0.1338,0.0064,0.05,0.0163,3.6992,0.0545,0.2642,3,0.2607,0.8572,0.1107,0.0158,0.0027,3,0.0015,0.0022
SAT11/random/large/unif-k7-r85-v250-c21250-S1682211323-009-UNKNOWN.cnf,1,0.028,41.3419,47.433,21250,0.028,0.028,21250,59.296,48.9261,43.2624,0.0308,41,40.914,0.0242,2,49.8571,50.202,0.6173,48,48,41,250,34,0.1393,0.0018,239,48.8417,1.1374,45.965,21.9833,0.4259,0.0117,250,225,160,143,22.208,180,259,196,733,0.1273,0.0027,0.7144,0.028,1.5418,35,0.0117,0.0582,0.0117,0.0118,0.0632,4.3923,0.0561,0.4888,2,0.2553,0.8639,0.187,0.0003,0.0001,2,0.0001,0.0001
SAT11/random/medium/unif-k7-r89-v70-c6230-S1321356000-046.SATISFIABLE.cnf,1,0.1,12.146,25.6696,6230,0.1,0.1,6230,26.2613,25.9225,25.6545,0.11,12,12.0946,0.092,2,26.0047,26.2613,0.6815,15,15,12,70,9,0.2048,0.0062,4516,25.9025,1.7915,25.6545,8.6852,0.431,0.0111,70,4467.8,4385,4385,8.4655,4428,4570,4440,4570,0.2106,0.008,0.7562,0.1,2.0105,9,0.0111,0.0087,0.0111,0.0112,0.0992,3.9118,0.1025,0.0148,2,0.315,0.8786,0.2786,0.0001,0.0001,2,0,0.0001
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S705365444-036-UNKNOWN.cnf,1,0.0021,532.906,32.9196,10419,0.0012,0.0012,10500,42.4809,33.9558,30.016,0.0029,533,531.181,0.0003,4,35.5938,37.519,0.262,558,553,531,2436,510,0.0326,0.0006,121,34.3481,0.1319,31.9224,75.7705,0.3015,0.006,2500,118.1957,90,76,52.3404,99,143,108,302,0.0348,0.002,0.4005,0.0012,0.6915,509,0.0025,0.0643,0.0006,0.2338,0.0164,2.7071,0.0167,0.3295,4.9302,0.1858,0.8464,0.1506,0.5737,0.0901,5,0.0449,0.0772
SAT11/random/medium/unif-k3-r4.26-v800-c3408-S1631205309-024.SATISFIABLE.cnf,1,0.0064,173.818,26.9359,3397,0.0038,0.0038,3408,43.9318,30.4198,26.2251,0.0085,174,173.998,0.0006,4,39.3327,42.3286,0.3023,187,187,174,787,162,0.0574,0.0019,2700,32.8407,0.2616,26.2813,25.849,0.3642,0.0177,800,1635.1333,626,613,20.0645,740,3244,1172,3623,0.0633,0.0044,0.5189,0.0038,0.8592,161,0.0076,0.1896,0.0012,0.2317,0.0274,2.682,0.0378,0.6587,4.0356,0.212,0.8557,0.2259,0.6019,0.0916,5,0.0478,0.077
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1617172756-030.SATISFIABLE.cnf,1,0.0073,150.854,33.434,2951,0.0045,0.0045,2982,39.4109,35.3037,33.3358,0.0112,151,150.585,0.0007,4,39.0944,39.4109,0.3075,163,162,151,681,140,0.0648,0.0022,3713,35.7708,0.2856,33.3358,20.6537,0.3455,0.0227,700,3693,3613,3613,17.3145,3645,3794,3698,3794,0.0603,0.0068,0.5189,0.0044,0.862,139,0.0089,0.0652,0.0014,0.2308,0.04,2.7047,0.0313,0.0144,4.0176,0.2105,0.8506,0.6514,0.478,0.0917,5,0.0468,0.0805
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S869604189-077.UNKNOWN.cnf,1,0.0068,130.254,30.4264,2549,0.0051,0.0051,2556,38.0201,31.0612,29.3076,0.0098,130,130.427,0.0012,4,35.5898,38.0201,0.3074,141,142,130,591,120,0.0667,0.0025,3842,32.4001,0.3085,29.3076,22.9672,0.3647,0.0188,600,3781.4286,3664,3664,18.5071,3696,3989,3744,3989,0.0651,0.0067,0.5446,0.0051,0.906,119,0.01,0.0911,0.0024,0.2319,0.0308,2.6474,0.0328,0.0267,4.0051,0.2051,0.8548,0.2065,0.4317,0.0859,5,0.0425,0.072
SAT11/random/large/unif-k5-r20-v1250-c25000-S1245360321-088-UNKNOWN.cnf,1,0.004,237.264,55.9286,25000,0.004,0.004,25000,82.9,60.5357,47.9355,0.0054,238,237.938,0.0028,3,65.9048,71.1481,0.4694,255,257,240,1250,219,0.1015,0.0007,35,61.1935,0.3293,52.2632,66.9591,0.7355,0.0176,1250,31.8909,23,20,54.0875,27,42,31,64,0.0834,0.0014,0.5609,0.004,1.0155,220,0.0137,0.1189,0.0098,0.05,0.0588,3.6788,0.0502,0.2637,3,0.24,0.8567,0.288,0.0128,0.0027,3,0.0015,0.0023
SAT11/random/medium/unif-k7-r89-v80-c7120-S1147977026-087.SATISFIABLE.cnf,1,0.0875,13.6797,28.4262,7120,0.0875,0.0875,7120,28.8711,28.534,27.8465,0.0956,14,13.6443,0.0787,2,28.5502,28.8711,0.6701,17,17,13,80,10,0.1999,0.0056,4444,28.4456,1.7647,27.8465,9.7299,0.4179,0.0111,80,4388.2,4287,4287,9.5289,4349,4478,4383,4478,0.1981,0.0079,0.7599,0.0875,1.9719,10,0.0111,0.0118,0.0111,0.0112,0.0938,3.7601,0.0949,0.0155,2,0.303,0.8766,0.2502,0.0002,0.0001,2,0,0.0001
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S374960214-041-UNKNOWN.cnf,1,0.002,534.768,32.5912,10451,0.0012,0.0012,10500,42.1227,34.3441,29.1474,0.0029,534,535.695,0.0005,4,35.5584,37.2526,0.2643,554,558,536,2448,513,0.0338,0.0006,117,34.2883,0.1364,31.2192,76.0705,0.3102,0.0058,2500,114.4043,85,76,51.2589,93,142,106,277,0.0298,0.0018,0.3802,0.0012,0.6953,514,0.0025,0.0715,0.001,0.2342,0.0155,2.6799,0.0172,0.339,4.9322,0.2232,0.8454,0.1597,0.4186,0.0896,5,0.0448,0.0775
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S2019147653-030.SATISFIABLE.cnf,1,0.0086,129.201,29.9447,2539,0.0052,0.0052,2556,37.1425,30.4117,29.6776,0.0122,129,129.358,0.0016,4,36.5116,37.1425,0.3122,140,140,129,582,119,0.0661,0.0026,3855,32.1278,0.3066,29.6776,19.2344,0.3588,0.0244,600,3815.8571,3709,3709,15.3218,3734,4062,3759,4062,0.0673,0.0075,0.5251,0.0052,0.8995,119,0.0104,0.0937,0.0032,0.2292,0.0314,2.7103,0.0708,0.0293,4,0.22,0.8559,0.243,0.3836,0.0906,4,0.0463,0.0786
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S768688898-014.UNKNOWN.cnf,1,0.0136,65.5118,18.0214,1272,0.0103,0.0103,1278,19.9063,18.3687,17.1604,0.022,66,65.3068,0.0039,4,19.0224,19.9063,0.3377,73,73,65,294,57,0.0941,0.0049,4103,18.4636,0.441,17.1604,12.126,0.4018,0.0417,300,4057.5714,3958,3958,10.1611,3995,4130,4065,4130,0.0914,0.0102,0.6216,0.0102,1.0068,58,0.0197,0.0425,0.0079,0.2311,0.0474,2.7258,0.0483,0.014,4,0.2029,0.8559,0.382,0.2765,0.0874,4,0.0419,0.0747
SAT11/random/medium/unif-k7-r89-v50-c4450-S422404201-035.SATISFIABLE.cnf,1,0.14,8.8298,19.6784,4450,0.14,0.14,4450,19.8499,19.7769,19.5364,0.1546,9,8.8609,0.1227,2,19.818,19.8499,0.7055,11,12,9,50,6,0.2344,0.0087,4620,19.7319,1.9659,19.5364,6.9695,0.4343,0.011,50,4582.2,4536,4536,6.5152,4556,4637,4562,4637,0.2322,0.0108,0.7768,0.14,2.2119,6,0.011,0.0058,0.011,0.0112,0.1187,3.652,0.1139,0.0085,2,0.3381,0.8916,0.2929,0.0002,0.0001,2,0,0.0001
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S252359291-002.SATISFIABLE.cnf,1,0.0085,130.588,30.9963,2545,0.0051,0.0051,2556,38.0003,31.6788,29.9076,0.0106,131,130.584,0.002,4,37.2601,38.0003,0.3115,141,141,130,589,120,0.0655,0.0025,3849,33.0958,0.3012,29.9076,20.7824,0.3462,0.0204,600,3776.2857,3641,3641,16.5436,3739,3886,3767,3886,0.0669,0.0059,0.5324,0.0051,0.899,120,0.0102,0.0897,0.0039,0.2314,0.0319,2.6447,0.1069,0.0193,4,0.2164,0.8549,0.2354,0.345,0.0865,4,0.0462,0.0746
SAT11/random/large/unif-k3-r4.2-v50000-c210000-S1170024351-015-UNKNOWN.cnf,1,0.0001,10678,71.75,208521,0.0001,0.0001,210000,256,98,18,0.0002,10678,10603,0,6,131.6667,170,0.2139,10678,10603,10603,48726,10590,0.0012,0,4,105.8276,0.5946,54.3333,2345,1.0254,0.0004,50000,2.8222,1,1,2040,1,6,3,7,0,0.0001,0.2412,0.0001,1.1727,10678,0.0001,0.4523,0,0.2337,0.0571,2.7184,0,0.6395,6,0,0.8824,0.6262,0.8384,0.0927,6,0.0473,0.0798
SAT11/random/medium/unif-k7-r89-v80-c7120-S1968028041-077.UNKNOWN.cnf,1,0.0875,13.7458,28.3618,7120,0.0875,0.0875,7120,28.8604,28.4248,27.8047,0.0972,14,13.8452,0.0806,2,28.5303,28.8604,0.6725,17,17,14,80,10,0.1939,0.0056,4461,28.3964,1.7527,27.8047,9.6267,0.4117,0.0111,80,4400,4331,4331,9.4502,4339,4519,4350,4519,0.1935,0.0074,0.7554,0.0875,1.9614,10,0.0111,0.012,0.0111,0.0112,0.0957,3.7363,0.0937,0.0173,2,0.2937,0.8773,0.2601,0.0001,0.0001,2,0.0001,0.0001
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S2065143904-035.UNKNOWN.cnf,1,0.0078,140.838,33.0101,2756,0.0048,0.0048,2769,40.3583,33.7156,31.338,0.0098,141,140.714,0.0018,4,39.9772,40.3583,0.3093,152,152,141,637,130,0.0633,0.0024,3770,35.121,0.2886,31.338,23.7392,0.3521,0.0207,650,3765,3681,3681,18.4451,3698,3974,3748,3974,0.0631,0.0058,0.5198,0.0047,0.89,130,0.0094,0.0937,0.0036,0.2311,0.0307,2.6457,0.0328,0.0241,4.0063,0.2059,0.8531,0.2282,0.3094,0.0847,5,0.0431,0.0715
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S840902310-084.SATISFIABLE.cnf,1,0.0102,108.239,26.9171,2111,0.0062,0.0062,2130,29.7685,27.6183,25.9709,0.0161,108,108.291,0.0024,4,29.5334,29.7685,0.3226,118,118,108,488,99,0.0712,0.003,3925,27.8675,0.3412,25.9709,15.7459,0.376,0.0322,500,3881.1429,3794,3794,13.0149,3812,4046,3865,4046,0.0726,0.0066,0.5344,0.0061,0.9214,99,0.0123,0.0453,0.0047,0.2312,0.0338,2.7193,0.058,0.0212,4,0.2132,0.8553,0.2647,0.3524,0.0914,4,0.0465,0.0778
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S1469984978-038.UNKNOWN.cnf,1,0.0136,65.3668,18.2687,1272,0.0102,0.0102,1278,20.2036,19.6241,17.8176,0.0197,65,65.2815,0.0047,4,19.807,20.2036,0.3401,73,73,65,295,58,0.0938,0.0051,4098,19.2356,0.4319,17.8176,12.5785,0.4067,0.0385,300,4053.7143,4009,4009,10.6018,4019,4098,4052,4098,0.0914,0.0134,0.5975,0.0102,0.9937,58,0.0196,0.042,0.0086,0.2319,0.0481,2.6647,0.0464,0.0087,4,0.2043,0.8543,0.3018,0.3021,0.0832,4,0.0387,0.067
SAT11/random/medium/unif-k3-r4.26-v800-c3408-S1534711423-054.SATISFIABLE.cnf,1,0.0064,171.461,27.9331,3383,0.0039,0.0039,3408,43.4395,30.9281,26.7143,0.0101,171,171.727,0.0015,4,39.2768,40.376,0.3013,184,184,172,780,159,0.057,0.0019,3074,33.2473,0.2589,27.6956,26.1563,0.3589,0.0198,800,1678.6667,792,665,20.3286,884,3212,1051,3497,0.0583,0.0053,0.5019,0.0038,0.8494,159,0.0078,0.1625,0.003,0.2306,0.0271,2.7277,0.029,0.6179,4.0167,0.2126,0.8531,0.2156,0.3157,0.0897,5,0.0478,0.0768
SAT11/random/large/unif-k3-r4.2-v5000-c21000-S912026804-034-UNKNOWN.cnf,1,0.0012,1046.6,38.6129,20886,0.0006,0.0006,21000,55.1923,40.9706,32.9643,0.0018,1059.5,1044.96,0.0001,5,43.8696,47.3472,0.251,1085,1091,1061,4887,1022,0.1261,0.0003,50,41.4764,0.1388,36.5455,175.794,2.8464,0.0036,5000,45.8824,32,26,109.806,37,68,42,111,0.1243,0.0011,0.3569,0.0006,0.6911,1041,0.0013,0.1032,0.0002,0.234,0.2268,2.6978,2.7265,0.3184,5.0008,0.8621,1.2605,1.5784,0.5849,0.0903,6,0.0471,0.0768
SAT11/random/large/unif-k3-r4.2-v50000-c210000-S964643921-035-UNKNOWN.cnf,1,0.0001,10647,72,208679,0.0001,0.0001,210000,292,96.5,3,0.0002,10647,10596.3,0,6,114,146,0.2164,10647,10618,10618,48785,10508,0.0075,0,4,98.7432,0.594,56.5,2737,1.016,0.0004,50000,3.1294,1,1,2059,1,6,3,10,0,0.0001,0.2369,0.0001,1.3144,10647,0.0001,0.441,0,0.2338,0.0532,2.709,0,0.6946,6,0,0.8969,0.6259,0.9033,0.0925,6,0.0472,0.0792
SAT11/random/large/unif-k5-r20-v2000-c40000-S1264065752-051-UNKNOWN.cnf,1,0.0025,381.312,65.2,40000,0.0025,0.0025,40000,111.5833,73.2222,50.1364,0.0035,383,377.225,0.0015,3,82.6364,90.9333,0.4652,405,404,379,2000,358,0.1219,0.0005,19,74.3329,0.2704,60.0667,106.304,1.3141,0.0121,2000,17.379,12,11,84.8375,14,24,16,39,0.0994,0.0009,0.5302,0.0025,0.9411,363,0.0091,0.1621,0.0059,0.05,0.102,3.7251,0.0521,0.2865,3,0.2702,0.8596,0.5009,0.0267,0.0028,3,0.0015,0.0023
SAT11/random/medium/unif-k7-r89-v90-c8010-S1321406709-042.UNKNOWN.cnf,1,0.0778,15.4029,31.2116,8010,0.0778,0.0778,8010,32.0131,31.2134,30.0979,0.0855,15,15.3672,0.0718,2,31.3419,32.0131,0.6622,19,19,15,90,12,0.1882,0.0048,4428,31.1756,1.6939,30.0979,10.5097,0.4168,0.0111,90,4343.2,4249,4249,10.4161,4265,4496,4278,4496,0.1878,0.0067,0.7602,0.0778,1.936,12,0.0111,0.0197,0.0111,0.0112,0.0867,3.9008,0.0923,0.023,2,0.2973,0.8778,0.2436,0.0001,0.0001,2,0,0.0001
